von	من	von	مِن	ADP	ADP
jüdischen	اليهودية	jüdisch	يَهُودِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
jüdischen	يهودية	jüdisch	يَهُودِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
jüdischen	يهودي	jüdisch	يَهُودِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
rat	جرذ	rat	جُرذ	N	N;NOM;INDF;SG
rat	المستشار	rat	مُستَشَار	N	N;NOM;DEF;SG
rat	المشورة	rat	مُشَوِّر	N	N;NOM;DEF;SG
rat	نصيحة	rat	نَصِيحَة	N	N;NOM;INDF;SG
rat	النصيحة	rat	نَصِيح	N	N;NOM;DEF;SG
rat	مجلس	rat	مَجلِس	N	N;NOM;INDF;SG
rat	المجلس	rat	مَجلِس	N	N;NOM;DEF;SG
unabhängig	المستقل	unabhängig	مُستَقِلّ	ADJ	ADJ;NOM;DEF;MASC;SG
unabhängig	مستقل	unabhängig	مُستَقِلّ	ADJ	ADJ;NOM;INDF;MASC;SG
unabhängig	مستقلة	unabhängig	مُستَقِلّ	ADJ	ADJ;NOM;INDF;FEM;SG
unabhängig	المستقلة	unabhängig	مُستَقِلّ	ADJ	ADJ;NOM;DEF;FEM;SG
nationalen	وطنية	national	وَطَنِيّ	ADJ;NOM	ADJ;NOM;INDF;FEM;SG
nationalen	وطني	national	وَطَنِيّ	ADJ;NOM	ADJ;NOM;INDF;MASC;SG
hergestellt	انتج	herstellen	أَنتَج	V;V.PTCP	V;PFV;MASC;SG;3;ACT
hergestellt	صنعت	herstellen	صَنَع	V;V.PTCP	V;PFV;FEM;SG;3;PASS
hergestellt	صنع	herstellen	صَنَع	V;V.PTCP	V;PFV;MASC;SG;3;ACT
hergestellt	جعل	herstellen	جَعَل	V;V.PTCP	V;PFV;MASC;SG;3;ACT
tal	الوادي	tal	وَادِي	N;NOM;NEUT;SG	N;NOM;DEF;SG
sagt	قالت	sagen	قَال	V;IND;SG;3;PRS;FIN	V;PFV;FEM;SG;3;ACT
sagt	قال	sagen	قَال	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;3;ACT
sagt	قالو	sagen	قَالُو	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;3;ACT
sagt	تقول	sagen	قَال	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
sagt	يقول	sagen	قَال	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
sagt	يحكي	sagen	حَكَى	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
sagt	يروي	sagen	رَأَى	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
schreibt	يكتب	schreiben	كَتَب	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
großes	الكبير	groß	كَبِير	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
großes	كبيرة	groß	كَبِير	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
großes	كبير	groß	كَبِير	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
sah	شاهدت	sehen	شَاهَد	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
sah	شوهد	sehen	شوهد	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
dienen	تخدم	dienen	خَدَم	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
dienen	يخدم	dienen	خَدَم	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
dienen	تخدم	dienen	خَدَم	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
braucht	يحتاج	brauchen	اِحتَاج	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
weist	يسند	weisen	سَنَّد	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
archiv	الارشيف	archiv	اَلأَرشِيف	N;NOM;NEUT;SG	N;NOM;DEF;SG
archiv	المستودع	archiv	مُستَودَع	N;NOM;NEUT;SG	N;NOM;DEF;SG
archiv	مستودع	archiv	مُستَودَع	N;NOM;NEUT;SG	N;NOM;INDF;SG
archiv	الارشيف	archiv	اَلأَرشِيف	N;NOM;NEUT;SG	N;NOM;DEF;SG
gebildet	تشكلت	bilden	تَشَكَّل	V;V.PTCP	V;PFV;FEM;SG;3;ACT
gebildet	شكلت	bilden	شَكَّل	V;V.PTCP	V;PFV;FEM;SG;3;PASS
schön	جميلة	schön	جَمِيل	ADJ	ADJ;NOM;INDF;FEM;SG
mensch	البشر	mensch	بَشَر	N;SG	N;NOM;DEF;SG
mensch	انسان	mensch	إِنسَان	N;SG	N;NOM;INDF;SG
mensch	الانسان	mensch	إِنسَان	N;SG	N;NOM;DEF;SG
mensch	رجل	mensch	رَجُل	N;SG	N;NOM;INDF;SG
mensch	الرجل	mensch	رَجُل	N;SG	N;NOM;DEF;SG
länder	اراضي	land	أَرض	N;NOM;NEUT;PL	N;NOM;INDF;PL
länder	اراض	land	أَرض	N;NOM;NEUT;PL	N;NOM;INDF;PL
länder	الاراضي	land	أَرض	N;NOM;NEUT;PL	N;NOM;DEF;PL
länder	بلدان	land	بَلَد	N;NOM;NEUT;PL	N;NOM;INDF;PL
länder	البلدان	land	بَلَد	N;NOM;NEUT;PL	N;NOM;DEF;PL
länder	الدول	land	دَولَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
zukunft	مستقبل	zukunft	مُستَقبَل	N	N;NOM;INDF;SG
zukunft	مستقبلا	zukunft	مُستَقبَل	N	N;ACC;INDF;SG
zukunft	المستقبل	zukunft	مُستَقبَل	N	N;NOM;DEF;SG
revolution	ثورة	revolution	ثَورَة	N;NOM;FEM;SG	N;NOM;INDF;SG
revolution	الثورة	revolution	ثَورَة	N;NOM;FEM;SG	N;NOM;DEF;SG
unterhalb	تحت	unterhalb	تَحتَ	ADP	ADP;ACC
veröffentlichungen	منشورات	veröffentlichung	مَنشُور	N;NOM;FEM;PL	N;NOM;INDF;PL
veröffentlichungen	المطبوعات	veröffentlichung	مَطبُوع	N;NOM;FEM;PL	N;NOM;DEF;PL
veröffentlichungen	المنشورات	veröffentlichung	مَنشُور	N;NOM;FEM;PL	N;NOM;DEF;PL
veröffentlichungen	اصدارات	veröffentlichung	إِصدَار	N;NOM;FEM;PL	N;NOM;INDF;PL
veröffentlichungen	الاصدارات	veröffentlichung	إِصدَار	N;NOM;FEM;PL	N;NOM;DEF;PL
punkten	النقاط	punken	نُقطَة	N;NOM;MASC;PL	N;NOM;DEF;PL
punkten	نقط	punken	نَقَط	N;NOM;MASC;PL	N;NOM;INDF;PL
punkten	نقاط	punken	نُقطَة	N;NOM;MASC;PL	N;NOM;INDF;PL
punkten	النقاط	punken	نُقطَة	N;NOM;MASC;PL	N;NOM;DEF;PL
punkten	نقاط	punken	نُقطَة	N;NOM;MASC;PL	N;NOM;INDF;PL
straßen	الطرق	straß	طَرِيقَة	N;NOM;PL	N;NOM;DEF;PL
straßen	طرق	straß	طَرِيقَة	N;NOM;PL	N;NOM;INDF;PL
straßen	الطرقات	straß	طَرِيق	N;NOM;PL	N;NOM;DEF;PL
straßen	شوارع	straß	شَارِع	N;NOM;PL	N;NOM;INDF;PL
straßen	الشوارع	straß	شَارِع	N;NOM;PL	N;NOM;DEF;PL
arzt	طبي	arzen	طِبِّيّ	N;SG	N;NOM;INDF;SG
arzt	الدكتور	arzen	دُكتُور	N;SG	N;NOM;DEF;SG
arzt	طبيب	arzen	طبيب	N;SG	N;NOM;INDF;SG
arzt	الطبيب	arzen	طَبِيب	N;SG	N;NOM;DEF;SG
parallel	متوازية	parallel	مُتَوَازِي	ADJ	ADJ;NOM;INDF;FEM;SG
parallel	موازية	parallel	مُوَازِي	ADJ	ADJ;NOM;INDF;FEM;SG
medizin	الطب	medizin	طِبّ	N;NOM;SG	N;NOM;DEF;SG
medizin	دواء	medizin	دَوَاء	N;NOM;SG	N;NOM;INDF;SG
medizin	الدواء	medizin	دَوَاء	N;NOM;SG	N;NOM;DEF;SG
medizin	طب	medizin	طِبّ	N;NOM;SG	N;NOM;INDF;SG
medizin	طبي	medizin	طِبِّيّ	N;NOM;SG	N;NOM;INDF;SG
medizin	دواء	medizin	دَوَاء	N;NOM;SG	N;NOM;INDF;SG
gehalten	عقدت	halten	عَقَد	V;V.PTCP	V;PFV;FEM;SG;3;PASS
praxis	التدريب	praxis	تَدرِيب	N;NOM;SG	N;NOM;DEF;SG
praxis	ممارسة	praxis	مُمَارَسَة	N;NOM;SG	N;NOM;INDF;SG
praxis	الممارسة	praxis	مُمَارَسَة	N;NOM;SG	N;NOM;DEF;SG
praxis	التمرين	praxis	تَمرِين	N;NOM;SG	N;NOM;DEF;SG
praxis	تدريب	praxis	تَدرِيب	N;NOM;SG	N;NOM;INDF;SG
angeboten	عرضت	anbieten	عَرَض	V;V.PTCP	V;PFV;FEM;SG;3;ACT
bibliothek	مكتبة	bibliothek	مَكتَبَة	N;NOM;FEM;SG	N;NOM;INDF;SG
bibliothek	المكتبة	bibliothek	مَكتَبَة	N;NOM;FEM;SG	N;NOM;DEF;SG
geschlossen	يغلق	schließen	غَلَّق	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
weißen	بيضاء	weiß	بَيضَاء	ADJ	ADJ;NOM;INDF;FEM;SG
weißen	الابيض	weiß	أَبيَض	ADJ	ADJ;NOM;DEF;MASC;SG
auflösung	فسخ	auflösung	فَسَّخ	N;NOM;FEM;SG	N;NOM;INDF;SG
auflösung	قرار	auflösung	قَرَار	N;NOM;FEM;SG	N;NOM;INDF;SG
auflösung	القرار	auflösung	قَرَار	N;NOM;FEM;SG	N;NOM;DEF;SG
auflösung	انهاء	auflösung	إِنهَاء	N;NOM;FEM;SG	N;NOM;INDF;SG
wissenschaftlichen	علمية	wissenschaftlich	عِلمِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
wissenschaftlichen	علميا	wissenschaftlich	عِلمِيّ	ADJ	ADJ;ACC;INDF;MASC;SG
übertragen	نقلت	übertragen	نَقَل	V;V.PTCP	V;PFV;FEM;SG;3;ACT
fahrzeuge	السيارات	fahrzeug	سَيَّارَة	N;NOM;PL	N;NOM;DEF;PL
fahrzeuge	سيارات	fahrzeug	سَيَّارَة	N;NOM;PL	N;NOM;INDF;PL
fahrzeuge	مركبات	fahrzeug	مُرَكَّب	N;NOM;PL	N;NOM;INDF;PL
fahrzeuge	عربات	fahrzeug	عَرَبَة	N;NOM;PL	N;NOM;INDF;PL
fahrzeuge	العربات	fahrzeug	عَرَبَة	N;NOM;PL	N;NOM;DEF;PL
fahrzeuge	المركبات	fahrzeug	مَركَبَة	N;NOM;PL	N;NOM;DEF;PL
kindern	الاولاد	kindern	وَلَد	N;NOM;NEUT;PL	N;NOM;DEF;PL
kindern	الاطفال	kindern	طِفل	N;NOM;NEUT;PL	N;NOM;DEF;PL
kindern	الاطفال	kindern	طِفل	N;NOM;NEUT;PL	N;NOM;DEF;PL
erstellt	يخلق	erstellen	خَلَق	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
erstellt	ينشئ	erstellen	أَنشَأ	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
erstellt	خلق	erstellen	خَلَق	V;V.PTCP	V;PFV;MASC;SG;3;ACT
erstellt	خلقت	erstellen	خَلَق	V;V.PTCP	V;PFV;FEM;SG;3;ACT
schiffe	المراكب	schiff	مَركَب	N;NOM;NEUT;PL	N;NOM;DEF;PL
schiffe	القوارب	schiff	قَارِبَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
schiffe	قوارب	schiff	قَارِب	N;NOM;NEUT;PL	N;NOM;INDF;PL
schiffe	السفن	schiff	سَفِينَة	N;NOM;NEUT;PL	N;NOM;DEF;PL
beispiele	الامثلة	beispiel	الامثلة	N;NOM;PL	N;NOM;DEF;PL
beispiele	امثلة	beispiel	امثلة	N;NOM;PL	N;NOM;INDF;PL
beispiele	العينات	beispiel	عِينَة	N;NOM;PL	N;NOM;DEF;PL
beispiele	عينات	beispiel	عينات	N;NOM;PL	N;NOM;INDF;PL
wirkung	الاثر	wirkung	أَثَر	N;NOM;FEM;SG	N;NOM;DEF;SG
wirkung	تاثير	wirkung	تَأثِير	N;NOM;FEM;SG	N;NOM;INDF;SG
wirkung	التاثير	wirkung	تَاثِير	N;NOM;FEM;SG	N;NOM;DEF;SG
wirkung	الاصطدام	wirkung	اِصطِدَام	N;NOM;FEM;SG	N;NOM;DEF;SG
wirkung	الاثر	wirkung	أَثَر	N;NOM;FEM;SG	N;NOM;DEF;SG
wirkung	تاثير	wirkung	تَأثِير	N;NOM;FEM;SG	N;NOM;INDF;SG
wirkung	التاثير	wirkung	تَاثِير	N;NOM;FEM;SG	N;NOM;DEF;SG
notwendig	مطلوب	notwendig	مَطلُوب	ADJ	ADJ;NOM;INDF;MASC;SG
notwendig	المطلوبة	notwendig	مَطلُوب	ADJ	ADJ;NOM;DEF;FEM;SG
notwendig	مطلوب	notwendig	مَطلُوب	ADJ	ADJ;NOM;INDF;MASC;SG
notwendig	مطلوبة	notwendig	مطلوبة	ADJ	ADJ;NOM;INDF;FEM;SG
notwendig	المطلوب	notwendig	مَطلُوب	ADJ	ADJ;NOM;DEF;MASC;SG
notwendig	ضروري	notwendig	ضَرُورِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
notwendig	ضرورية	notwendig	ضَرُورِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
notwendig	الضروري	notwendig	ضَرُورِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
nominiert	رشح	nominieren	رَشَح	V;V.PTCP	V;PFV;MASC;SG;3;ACT
nominiert	رشحت	nominieren	رشحت	V;V.PTCP	V;PFV;FEM;SG;3;ACT
anwendung	الطلب	anwendung	طَلَب	N;NOM;FEM;SG	N;NOM;DEF;SG
anwendung	تطبيق	anwendung	تَطبِيق	N;NOM;FEM;SG	N;NOM;INDF;SG
anwendung	التطبيق	anwendung	تَطبِيق	N;NOM;FEM;SG	N;NOM;DEF;SG
anwendung	تطبيق	anwendung	تَطبِيق	N;NOM;FEM;SG	N;NOM;INDF;SG
anwendung	التطبيق	anwendung	تَطبِيق	N;NOM;FEM;SG	N;NOM;DEF;SG
regiment	الفوج	regiment	فَوجَة	N;NOM;NEUT;SG	N;NOM;DEF;SG
niederlage	الهزيمة	niederlage	هَزِيمَة	N;NOM;FEM;SG	N;NOM;DEF;SG
niederlage	هزيمة	niederlage	هَزِيمَة	N;NOM;FEM;SG	N;NOM;INDF;SG
video	بالفيديو	video	بالفيديو	N;NOM;NEUT;SG	N;NOM;DEF;SG
video	الفيديو	video	الفيديو	N;NOM;NEUT;SG	N;NOM;DEF;SG
video	فيديو	video	فِيدِيُو	N;NOM;NEUT;SG	N;NOM;INDF;SG
aufgelöst	تبدد	auflösen	بَدَّد	V;V.PTCP	V;IPFV;FEM;IND;SG;3;FIN;ACT
übersetzt	ترجم	übersetzen	تَرجَم	V;V.PTCP	V;PFV;MASC;SG;3;ACT
übersetzt	يترجم	übersetzen	تَرَجَّم	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
öffentlichkeit	عامة	öffentlichkeit	عَامّ	ADJ	ADJ;NOM;INDF;FEM;SG
öffentlichkeit	علنية	öffentlichkeit	عَلَنِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
mädchen	بنات	mädchen	بِنَة	N;NOM;FEM;PL	N;NOM;INDF;PL
mädchen	البنات	mädchen	بِنت	N;NOM;FEM;PL	N;NOM;DEF;PL
mädchen	فتيات	mädchen	فَتَاة	N;NOM;FEM;PL	N;NOM;INDF;PL
mädchen	لبنات	mädchen	لِبنَات	N;NOM;FEM;PL	N;NOM;INDF;PL
mädchen	الفتيات	mädchen	فَتَاة	N;NOM;FEM;PL	N;NOM;DEF;PL
suchen	ابحث	suchen	بَحَث	V;NFIN	V;MASC;IMP;SG;FIN
suchen	بحث	suchen	بَحَث	V;NFIN	V;PFV;MASC;SG;3;ACT
suchen	تسعى	suchen	سَعَى	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
suchen	ابحث	suchen	بَحَث	V;NFIN	V;MASC;IMP;SG;FIN
architekten	معماري	architekt	مُعَمَّار	ADJ	ADJ;NOM;INDF;MASC;SG
architekten	المعماريين	architekt	مُعَمَّار	ADJ	ADJ;NOM;DEF;MASC;PL
ergänzt	يكمل	ergänzen	أَكمَل	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
herausgeber	محررة	herausgeber	محررة	ADJ	ADJ;NOM;INDF;FEM;SG
einheit	وحدة	einheit	وَحدَة	N;NOM;FEM;SG	N;NOM;INDF;SG
einheit	الوحدة	einheit	وَحدَة	N;NOM;FEM;SG	N;NOM;DEF;SG
einheit	فرقة	einheit	فِرقَة	N;NOM;FEM;SG	N;NOM;INDF;SG
einheit	الفرقة	einheit	فِرقَة	N;NOM;FEM;SG	N;NOM;DEF;SG
einheit	وحدة	einheit	وَحدَة	N;NOM;FEM;SG	N;NOM;INDF;SG
einheit	الوحدة	einheit	وَحدَة	N;NOM;FEM;SG	N;NOM;DEF;SG
einheit	كيان	einheit	كِيَان	N;NOM;FEM;SG	N;NOM;INDF;SG
einheit	الكيان	einheit	كِيَان	N;NOM;FEM;SG	N;NOM;DEF;SG
hersteller	منتجين	hersteller	مُنتِج	ADJ	ADJ;NOM;INDF;MASC;PL
hersteller	منتجة	hersteller	مُنتِج	ADJ	ADJ;NOM;INDF;FEM;SG
hersteller	المنتجة	hersteller	مُنتِج	ADJ	ADJ;NOM;DEF;FEM;SG
lief	ركضت	laufen	رَكَّض	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
lief	مشت	laufen	مَشت	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
lief	مشى	laufen	مشى	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;3;ACT
bringt	يجلب	bringen	جَلَب	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
bringt	جلب	bringen	جَلب	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;3;ACT
bringt	احضر	bringen	اِحضَرّ	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;3;ACT
ausbau	تمديد	ausbau	تَمدِيد	N	N;NOM;INDF;SG
ausbau	امتداد	ausbau	اِمتِدَاد	N	N;NOM;INDF;SG
ausbau	التمديد	ausbau	تَمدِيد	N	N;NOM;DEF;SG
ausbau	التوسع	ausbau	تَوَسُّع	N	N;NOM;DEF;SG
ausbau	التوسيع	ausbau	تَوسِيع	N	N;NOM;DEF;SG
ausbau	توسع	ausbau	تَوَسُّع	N	N;NOM;INDF;SG
ausbau	توسيع	ausbau	تَوسِيع	N	N;NOM;INDF;SG
ausbau	تعزيز	ausbau	تَعزِيز	N	N;NOM;INDF;SG
ausbau	التعزيز	ausbau	تَعزِيز	N	N;NOM;DEF;SG
eingerichtet	انشئت	einrichten	أَنشَأ	V;V.PTCP	V;PFV;FEM;SG;3;PASS
menge	الحجم	mengen	حَجم	N;NOM;FEM;SG	N;NOM;DEF;SG
menge	المجلد	mengen	مَجلَد	N;NOM;FEM;SG	N;NOM;DEF;SG
menge	حجم	mengen	حَجم	N;NOM;FEM;SG	N;NOM;INDF;SG
menge	الحشد	mengen	حَشد	N;NOM;FEM;SG	N;NOM;DEF;SG
menge	جمهور	mengen	جُمهُور	N;NOM;FEM;SG	N;NOM;INDF;SG
menge	حشد	mengen	حَشد	N;NOM;FEM;SG	N;NOM;INDF;SG
menge	الكمية	mengen	كَمِّيَّة	N;NOM;FEM;SG	N;NOM;DEF;SG
menge	كمية	mengen	كَمِّيَّة	N;NOM;FEM;SG	N;NOM;INDF;SG
versuchte	حاولت	versuchen	حَاوَل	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
versuchte	جربت	versuchen	جَرَب	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;3;ACT
hotel	الفندق	Hotel	فُندُق	N;NOM;NEUT;SG	N;NOM;DEF;SG
hotel	فندق	Hotel	فُندُق	N;NOM;NEUT;SG	N;NOM;INDF;SG
breit	واسعا	breit	وَاسِع	ADJ	ADJ;ACC;INDF;MASC;SG
breit	واسعة	breit	وَاسِع	ADJ	ADJ;NOM;INDF;FEM;SG
breit	عريض	breit	عَرِيض	ADJ	ADJ;NOM;INDF;MASC;SG
breit	واسع	breit	وَاسِع	ADJ	ADJ;NOM;INDF;MASC;SG
breit	واسعة	breit	وَاسِع	ADJ	ADJ;NOM;INDF;FEM;SG
breit	عريض	breit	عَرِيض	ADJ	ADJ;NOM;INDF;MASC;SG
breit	واسع	breit	وَاسِع	ADJ	ADJ;NOM;INDF;MASC;SG
parteien	فصائل	partei	فَصِيلَة	N;NOM;FEM;PL	N;NOM;INDF;PL
parteien	الفصائل	partei	فَصِيلَة	N;NOM;FEM;PL	N;NOM;DEF;PL
parteien	حفلات	partei	حَفلَة	N;NOM;FEM;PL	N;NOM;INDF;PL
parteien	اطراف	partei	طَرَف	N;NOM;FEM;PL	N;NOM;INDF;PL
parteien	الاطراف	partei	طَرَف	N;NOM;FEM;PL	N;NOM;DEF;PL
parteien	الحفلات	partei	حَفلَة	N;NOM;FEM;PL	N;NOM;DEF;PL
parteien	الاحزاب	partei	حِزب	N;NOM;FEM;PL	N;NOM;DEF;PL
parteien	احزاب	partei	حِزب	N;NOM;FEM;PL	N;NOM;INDF;PL
wesentlichen	اساسيات	wesentlich	أَسَاسِيّ	ADJ	ADJ;NOM;INDF;FEM;PL
wesentlichen	الضروريات	wesentlich	ضَرُورِيَّات	ADJ	ADJ;NOM;DEF;FEM;PL
wesentlichen	اساسي	wesentlich	أَسَاسِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
kennen	تعرف	kennen	عَرَف	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;PASS
auszeichnungen	جوائز	auszeichnangen	جَائِزَة	N;NOM;FEM;PL	N;NOM;INDF;PL
auszeichnungen	الجوائز	auszeichnangen	جَائِزَة	N;NOM;FEM;PL	N;NOM;DEF;PL
original	الاصلي	original	أَصلِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
original	الاصلية	original	أَصلِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
original	اصلية	original	أَصلِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
original	الاصليون	original	أَصلِيّ	ADJ	ADJ;NOM;DEF;MASC;PL
modernen	حديثة	modern	حَدِيث	ADJ	ADJ;NOM;INDF;FEM;SG
modernen	الحديثة	modern	حَدِيث	ADJ	ADJ;NOM;DEF;FEM;SG
teams	فرق	teams	فِرقَة	N;NOM;NEUT;PL	N;NOM;INDF;PL
verstehen	فهم	verstehen	فَهِم	V;NFIN	V;PFV;MASC;SG;3;ACT
verstehen	تفهم	verstehen	أَفهَم	V;NFIN	V;IPFV;MASC;IMP;SG;FIN
verstehen	فهم	verstehen	فَهِم	V;NFIN	V;PFV;MASC;SG;3;ACT
ehefrau	الزوجة	ehefrau	زَوجَة	N;NOM;FEM;SG	N;NOM;DEF;SG
ehefrau	زوجة	ehefrau	زَوجَة	N;NOM;FEM;SG	N;NOM;INDF;SG
beschreibt	يصف	beschreiben	وَصَف	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
beschreibt	تصف	beschreiben	وَصَف	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
beschreibt	وصفت	beschreiben	وَصَف	V;IND;SG;3;PRS;FIN	V;PFV;FEM;SG;3;PASS
schlecht	فقير	schlecht	فَقِير	ADJ	ADJ;NOM;INDF;MASC;SG
schlecht	فقيرة	schlecht	فَقِير	ADJ	ADJ;NOM;INDF;FEM;SG
schlecht	سيئة	schlecht	سَيِّئ	ADJ	ADJ;NOM;INDF;FEM;SG
schlecht	سيء	schlecht	سِيَّة	ADJ	ADJ;NOM;INDF;MASC;SG
schlecht	سيئ	schlecht	سَيِّئ	ADJ	ADJ;NOM;INDF;MASC;SG
schlecht	سئ	schlecht	سَأّ	ADJ	ADJ;NOM;INDF;MASC;SG
häuser	البيوت	haus	بَيت	N;NOM;NEUT;PL	N;NOM;DEF;PL
häuser	منازل	haus	مَنزِل	N;NOM;NEUT;PL	N;NOM;INDF;PL
häuser	بيوت	haus	بَيت	N;NOM;NEUT;PL	N;NOM;INDF;PL
häuser	المنازل	haus	مَنزِل	N;NOM;NEUT;PL	N;NOM;DEF;PL
häuser	المنازل	haus	مَنزِل	N;NOM;NEUT;PL	N;NOM;DEF;PL
häuser	منازل	haus	مَنزِل	N;NOM;NEUT;PL	N;NOM;INDF;PL
häuser	بيوت	haus	بَيت	N;NOM;NEUT;PL	N;NOM;INDF;PL
häuser	البيوت	haus	بَيت	N;NOM;NEUT;PL	N;NOM;DEF;PL
politisch	سياسيا	politisch	سِيَاسِيّ	ADJ	ADJ;ACC;INDF;MASC;SG
politisch	السياسي	politisch	سِيَاسِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
politisch	السياسية	politisch	سِيَاسِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
politisch	سياسي	politisch	سِيَاسِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
politisch	سياسية	politisch	سِيَاسِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
chemie	الكيماويات	chemie	كِيمَاوِيَّات	N;NOM;FEM	N;NOM;DEF;PL
bericht	الابلاغ	berechen	إِبلَاغ	N	N;NOM;DEF;SG
bericht	التقرير	berechen	تَقرِير	N	N;NOM;DEF;SG
bericht	تقرير	berechen	تَقرِير	N	N;NOM;INDF;SG
bericht	بلاغ	berechen	بَلَغ	N	N;NOM;INDF;SG
angriff	هجوم	angreifen	هُجُوم	N	N;NOM;INDF;SG
angriff	الهجوم	angreifen	هُجُوم	N	N;NOM;DEF;SG
angriff	الغارة	angreifen	غَارَة	N	N;NOM;DEF;SG
angriff	غارة	angreifen	غارة	N	N;NOM;INDF;SG
angriff	الهجوم	angreifen	هُجُوم	N	N;NOM;DEF;SG
angriff	الاعتداء	angreifen	اِعتِدَاء	N	N;NOM;DEF;SG
angriff	اعتداء	angreifen	اِعتِدَاء	N	N;NOM;INDF;SG
sängerin	المغنين	sängerin	مَغَنِين	ADJ	ADJ;NOM;DEF;MASC;PL
sängerin	مغنية	sängerin	مَغَنِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
gewonnen	فاز	gewinnen	فَاز	V;V.PTCP	V;PFV;MASC;SG;3;ACT
kontakt	للاتصال	kontakt	للاتصال	N;NOM;SG	N;NOM;DEF;SG
kontakt	اتصال	kontakt	اِتِّصَال	N;NOM;SG	N;NOM;INDF;SG
kontakt	الاتصال	kontakt	اِتِّصَال	N;NOM;SG	N;NOM;DEF;SG
kontakt	التواصل	kontakt	تَوَاصُل	N;NOM;SG	N;NOM;DEF;SG
fakultät	كلية	fakultät	كُلِّيَّة	N	N;NOM;INDF;SG
fakultät	الكلية	fakultät	كُلِّيَّة	N	N;NOM;DEF;SG
schaffen	يخلق	schaffen	خَلَق	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
schaffen	خلق	schaffen	خَلَق	V;NFIN	V;PFV;MASC;SG;3;ACT
verhältnis	نسب	verhältnis	نَسَب	V;NFIN	V;PFV;MASC;SG;3;PASS
diskutiert	تناقش	diskutieren	نَاقَش	V;V.PTCP	V;IPFV;FEM;IND;SG;3;FIN;ACT
