nie	नहीं	nie	नहीं	PART;NEG	PART;NEG
gwiazdy	सितारों	gwiazda	सितारा	N;ACC;FEM;PL	N;ACC;MASC;PL;3
duży	बड़ा	duży	बड़ा	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
duży	बड़ी	duży	बडा	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
duży	विशाल	duży	विशाल	ADJ;NOM;MASC;SG	ADJ;NOM
duży	बड़ा	duży	बड़ा	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
duży	बड़ी	duży	बडा	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
złota	सोना	złoty	सोना		
złota	गोल्ड	złoty	गोल्ड		
złota	स्वर्ण	złoty	स्वर्ण		
royal	नवाबी	royal	नवाबी		
stary	पुरानी	stary	पुराना	ADJ;NOM;MASC;SG	ADJ;FEM;SG
stary	पुराना	stary	पुराना	ADJ;NOM;MASC;SG	ADJ;MASC;SG
festiwal	त्यौहार	festiwal	त्यौहार	N;NOM;MASC;SG	N;NOM;MASC;SG;3
festiwal	त्योहार	festiwal	त्योहार	N;NOM;MASC;SG	N;NOM;MASC;SG;3
festiwal	उत्सव	festiwal	उत्सव	N;NOM;MASC;SG	N;NOM;MASC;SG;3
festiwal	पर्व	festiwal	पर्व	N;NOM;MASC;SG	N;NOM;MASC;SG;3
święty	पावन	święty	पावन		
skutek	असर	skutek	असर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
skutek	प्रभाव	skutek	प्रभाव	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dwór	कोर्ट	dwór	कोर्ट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dwór	न्यायालय	dwór	न्यायालय	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dwór	अदालत	dwór	अदालत	N;NOM;MASC;SG	N;NOM;FEM;SG;3
forma	प्रपत्र	forma	प्रपत्र	N;NOM;FEM;SG	N;NOM;MASC;SG;3
forma	फॉर्म	forma	फॉर्म	N;NOM;FEM;SG	N;NOM;MASC;SG;3
forma	फार्म	forma	फार्म	N;NOM;FEM;SG	N;NOM;MASC;SG;3
forma	रूप	forma	रूप	N;NOM;FEM;SG	N;NOM;MASC;SG;3
mówi	बोलती	mówić	बोल	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;FEM;SG;V.PTCP;ACT
stany	स्टेट्स	stany	स्टेट्स	N;NOM;MASC;PL	N;NOM;MASC;PL;3
dział	विभाग	dziać	विभाग	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dział	धारा	dziać	धारा	N;NOM;MASC;SG	N;NOM;FEM;SG;3
dział	खंड	dziać	खंड	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dział	अनुभाग	dziać	अनुभाग	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dział	खण्ड	dziać	खण्ड	N;NOM;MASC;SG	N;NOM;MASC;SG;3
format	प्रारूप	format	प्रारूप	N;NOM;MASC;SG	N;NOM;MASC;SG;3
format	फ़ॉर्मेट	format	फ़ॉर्मेट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
format	फॉर्मेट	format	फॉर्मेट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
format	स्वरूप	format	स्वरूप	N;NOM;MASC;SG	N;NOM;MASC;SG;3
asystent	सहायक	asystent	सहायक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
asystent	विज़ार्ड	asystent	विज़ार्ड	N;NOM;MASC;SG	N;NOM;MASC;SG;3
asystent	जादूगर	asystent	जादूगर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pisma	अक्षर	pismo	अक्षर	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wyżej	ऊपर	wysoko	ऊपर	ADV;CMPR	ADV;NOM;MASC;SG;3
les	लेस	les	लेस		
osiągnięcia	उपलब्धि	osiągnięcie	उपलब्धि	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
główna	मेन	główna	मेन		
rejon	जिला	rejon	जिला	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rejon	डिस्ट्रिक्ट	rejon	डिस्ट्रिक्ट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rejon	ज़िला	rejon	ज़िला	N;NOM;MASC;SG	N;NOM;MASC;SG;3
książka	बुक	książka	बुक	N;NOM;FEM;SG	N;NOM;MASC;SG;3
książka	पुस्तक	książka	पुस्तक	N;NOM;FEM;SG	N;NOM;FEM;SG;3
książka	किताब	książka	किताब	N;NOM;FEM;SG	N;NOM;FEM;SG;3
sprawy	मामले	sprawa	मामला	N;NOM;FEM;PL	N;NOM;MASC;PL;3
diecezja	diocese	diecezja	diocese	N;NOM;FEM;SG	N;NOM;MASC;SG;3
aresztowany	गिरफ्तार	aresztować	गिरफ्तार	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ
aresztowany	गिरफ्तार	aresztować	गिरफ्तार	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ
termin	तारीख	termin	तारीख	N;NOM;MASC;SG	N;NOM;FEM;SG;3
termin	तारीख़	termin	तारीख़	N;NOM;MASC;SG	N;NOM;FEM;SG;3
termin	दिनांक	termin	दिनांक	N;NOM;MASC;SG	N;NOM;FEM;SG;3
termin	तिथि	termin	तिथि	N;NOM;MASC;SG	N;NOM;FEM;SG;3
termin	पद	termin	पद	N;NOM;MASC;SG	N;NOM;MASC;SG;3
termin	डेडलाइन	termin	डेडलाइन	N;NOM;MASC;SG	N;NOM;FEM;SG;3
wydarzenia	घटनाएँ	wydarzenie	घटना	N;NOM;NEUT;PL	N;NOM;FEM;PL;3
struktura	संरचना	struktura	संरचना	N;NOM;FEM;SG	N;NOM;FEM;SG;3
struktura	बनावट	struktura	बनावट	N;NOM;FEM;SG	N;NOM;FEM;SG;3
struktura	संरचना	struktura	संरचना	N;NOM;FEM;SG	N;NOM;FEM;SG;3
struktura	अवसंरचना	struktura	अवसंरचना	N;NOM;FEM;SG	N;NOM;FEM;SG;3
struktura	स्ट्रक्चर	struktura	स्ट्रक्चर	N;NOM;FEM;SG	N;NOM;MASC;SG;3
struktura	ढांचा	struktura	ढांचा	N;NOM;FEM;SG	N;NOM;MASC;SG;3
choroby	रोगों	choroba	रोग	N;ACC;FEM;PL	N;ACC;MASC;PL;3
tabela	टेबल	tabel	टेबल		
tabela	मेज़	tabel	मेज		
tabela	तालिका	tabel	तालिका		
pół	हाफ	pół	हाफ		
problemy	समस्याएँ	problem	समस्या	N;NOM;MASC;PL	N;NOM;FEM;PL;3
problemy	समस्याएं	problem	समस्या	N;NOM;MASC;PL	N;NOM;FEM;PL;3
problemy	समस्याएँ	problem	समस्या	N;NOM;MASC;PL	N;NOM;FEM;PL;3
problemy	मुद्दे	problem	मुद्दा	N;NOM;MASC;PL	N;NOM;MASC;PL;3
daje	देता	dawać	दे	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;SG;V.PTCP;ACT
muzyk	संगीतकार	muzyk	संगीतकार	N;NOM;MASC;SG	N;NOM;MASC;SG;3
samochód	कार	samochód	कार	N;NOM;MASC;SG	N;NOM;FEM;SG;3
samochód	गाड़ी	samochód	गाड़ी	N;NOM;MASC;SG	N;NOM;FEM;SG;3
samochód	गाडी	samochód	गाडी	N;NOM;MASC;SG	N;NOM;FEM;SG;3
samochód	ऑटोमोबाइल	samochód	ऑटोमोबाइल	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wewnątrz	अन्दर	wewnątrz	अन्दर		
nauczyciel	शिक्षक	nauczyciel	शिक्षक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
nauczyciel	अध्यापक	nauczyciel	अध्यापक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
nauczyciel	टीचर	nauczyciel	टीचर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
powinny	चाहिए	powinien	चाहिए	V;IPFV;MASC;IND;PL;PRS;FIN;ACT	V;ACT
pracowników	कर्मचारियों	pracownik	कर्मचारी	N;ACC;MASC;PL	N;ACC;MASC;PL;3
pracowników	कार्यकर्ताओं	pracownik	कार्यकर्ता	N;ACC;MASC;PL	N;ACC;MASC;PL;3
najlepsza	बेहतरीन	dobry	बेहतरीन	ADJ;NOM;CMPR;FEM;SG	ADJ
konkurs	प्रतिस्पर्धा	konkurs	प्रतिस्पर्धा	N;NOM;MASC;SG	N;NOM;FEM;SG;3
konkurs	प्रतियोगिता	konkurs	प्रतियोगिता	N;NOM;MASC;SG	N;NOM;FEM;SG;3
konkurs	प्रतियोगिता	konkurs	प्रतियोगिता	N;NOM;MASC;SG	N;NOM;FEM;SG;3
przeniesiony	स्थानांतरित	przenieść	स्थानांतरित	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ
wybór	चयन	wybór	चयन	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wybór	पसंद	wybór	पसंद	N;NOM;MASC;SG	N;NOM;FEM;SG;3
wybór	चुनाव	wybór	चुनाव	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dowództwo	कमांड	dowództwo	कमांड	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
założona	स्थापित	założyć	स्थापित	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ
white	सफेद	whita	सफेद		
white	श्वेत	whita	श्वेत		
tradycyjna	परंपरागत	tradycyjny	परंपरागत	ADJ;NOM;FEM;SG	ADJ
atak	हमला	atak	हमला	N;NOM;MASC;SG	N;NOM;MASC;SG;3
atak	आक्रमण	atak	आक्रमण	N;NOM;MASC;SG	N;NOM;MASC;SG;3
atak	उत्पीड़न	atak	उत्पीडन	N;NOM;MASC;SG	N;NOM;MASC;SG;3
założenia	आधार	założenie	आधार	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
rio	रिओ	rio	रिओ		
prywatne	निजी	prywatny	निजी	ADJ;NOM;NEUT;SG	ADJ;NOM
woda	वाटर	woda	वाटर	N;NOM;FEM;SG	N;NOM;MASC;SG;3
woda	पानी	woda	पानी	N;NOM;FEM;SG	N;NOM;MASC;SG;3
woda	जल	woda	जल	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zmiana	परिवर्तन	zmiana	परिवर्तन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zmiana	बदलाव	zmiana	बदलाव	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pozostał	रुके	pozostać	रुक	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
pozostał	ठहरे	pozostać	ठहर	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
francuska	फ्रांसीसी	francuski	फ्रांसीसी	ADJ;NOM;FEM;SG	ADJ;NOM
faza	चरण	faza	चरण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
faza	स्टेज	faza	स्टेज	N;NOM;FEM;SG	N;NOM;MASC;SG;3
komitet	समिति	komitet	समिति	N;NOM;MASC;SG	N;NOM;FEM;SG;3
komitet	कमेटी	komitet	कमेटी	N;NOM;MASC;SG	N;NOM;FEM;SG;3
itd	etc	itd	etc		
itd	इत्यादि	itd	इत्यादि		
prezes	सीईओ	prezes	सीईओ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
prezes	प्रदेशाध्यक्ष	prezes	प्रदेशाध्यक्ष	N;NOM;MASC;SG	N;NOM;MASC;SG;3
prezes	अध्यक्ष	prezes	अध्यक्ष	N;NOM;MASC;SG	N;NOM;MASC;SG;3
prezes	चेयरमैन	prezes	चेयरमैन	N;NOM;MASC;SG	N;NOM;MASC;SG;3
prezes	अध्यक्ष	prezes	अध्यक्ष	N;NOM;MASC;SG	N;NOM;MASC;SG;3
odpowiednio	क्रमशः	odpowiednio	क्रमशः	ADV	ADV
stara	ओल्ड	stary	ओल्ड		
najlepsze	बेहतरीन	dobry	बेहतरीन	ADJ;NOM;CMPR;NEUT;SG	ADJ
akcja	क्रिया	akcja	क्रिया	N;NOM;FEM;SG	N;NOM;FEM;SG;3
akcja	एक्शन	akcja	एक्शन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
akcja	कार्रवाई	akcja	कार्रवाई	N;NOM;FEM;SG	N;NOM;FEM;SG;3
obiekty	वस्तुएँ	obiekt	वस्तु	N;NOM;MASC;PL	N;NOM;FEM;PL;3
sąd	कोर्ट	sąd	कोर्ट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sąd	न्यायालय	sąd	न्यायालय	N;NOM;MASC;SG	N;NOM;MASC;SG;3
sąd	अदालत	sąd	अदालत	N;NOM;MASC;SG	N;NOM;FEM;SG;3
kapitan	कैप्टन	kapitan	कैप्टन	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kapitan	क्षेत्ररक्षण	kapitan	क्षेत्ररक्षण	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kapitan	कप्तान	kapitan	कप्तान	N;NOM;MASC;SG	N;NOM;MASC;SG;3
powinna	चाहिए	powinien	चाहिए	V;IPFV;FEM;IND;SG;PRS;FIN;ACT	V;ACT
college	कॉलेज	collega	कॉलेज	N;NOM;MASC;SG	N;NOM;MASC;SG;3
archiwum	संग्रह	archiwum	संग्रह	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
archiwum	अभिलेखागार	archiwum	अभिलेखागार	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
archiwum	अभिलेख	archiwum	अभिलेख	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
archiwum	अभिलेखागार	archiwum	अभिलेखागार	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
archiwum	अभिलेख	archiwum	अभिलेख	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
klasztor	मठ	klasztor	मठ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
klasztor	कान्वेंट	klasztor	कान्वेंट	N;NOM;MASC;SG	N;NOM;FEM;SG;3
galaktyka	galactica	galaktyka	galactica	N;NOM;FEM;SG	N;NOM;MASC;SG;3
galaktyka	गैलेक्सी	galaktyka	गैलेक्सी	N;NOM;FEM;SG	N;NOM;MASC;SG;3
galaktyka	आकाशगंगा	galaktyka	आकाशगंगा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
filmy	फिल्में	film	फिल्म	N;NOM;MASC;PL	N;NOM;FEM;PL;3
filmy	फ़िल्में	film	फ़िल्म	N;NOM;MASC;PL	N;NOM;FEM;PL;3
stare	ओल्ड	stary	ओल्ड		
obecny	मौजूद	obecny	मौजूद	ADJ;NOM;MASC;SG	ADJ
obecny	उपस्थित	obecny	उपस्थित	ADJ;NOM;MASC;SG	ADJ
mikołaj	संता	mikołaj	संता	N;NOM;MASC;SG	N;NOM;MASC;SG;3
cechy	विशेषताएँ	cecha	विशेषता	N;NOM;FEM;PL	N;NOM;FEM;PL;3
cechy	विशेषताएं	cecha	विशेषता	N;NOM;FEM;PL	N;NOM;FEM;PL;3
cechy	विशेषताएँ	cecha	विशेषता	N;NOM;FEM;PL	N;NOM;FEM;PL;3
cechy	सुविधाएँ	cecha	सुविधा	N;NOM;FEM;PL	N;NOM;FEM;PL;3
mąż	पति	mąż	पति	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mąż	husband	mąż	husband	N;NOM;MASC;SG	N;NOM;MASC;SG;3
duża	बड़ा	duży	बड़ा	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
duża	बड़ी	duży	बडा	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
duża	विशाल	duży	विशाल	ADJ;NOM;FEM;SG	ADJ;NOM
duża	बड़ा	duży	बड़ा	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
duża	बड़ी	duży	बडा	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
ukrainie	युक्त	ukrać	युक्त		
republika	गणतंत्र	republik	गणतंत्र	N;NOM;FEM;SG	N;NOM;MASC;SG;3
działanie	क्रिया	działać	क्रिया	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
działanie	एक्शन	działać	एक्शन	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
działanie	कार्रवाई	działać	कार्रवाई	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
działanie	ऑपरेशन	działać	ऑपरेशन	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
działanie	संचालन	działać	संचालन	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
działanie	आपरेशन	działać	आपरेशन	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
zagrożenia	ख़तरे	zagrożenie	खकतरा	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zagrożenia	खतरे	zagrożenie	खतरा	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zagrożenia	जोखिम	zagrożenie	जोखिम	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ważne	महत्वपूर्ण	ważny	महत्वपूर्ण	ADJ;NOM;NEUT;SG	ADJ
świątynia	मन्दिर	świątynia	मन्दिर	N;NOM;FEM;SG	N;NOM;MASC;SG;3
świątynia	मंदिर	świątynia	मंदिर	N;NOM;FEM;SG	N;NOM;MASC;SG;3
większe	बड़ा	duży	बड़ा	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;MASC;SG
większe	बड़ा	duży	बड़ा	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;MASC;SG
przełęcz	दर्रा	przełęcz	दर्रा	N;NOM;FEM;SG	N;NOM;MASC;SG;3
dobre	गुड	dobry	गुड		
dobre	शुभ	dobry	शुभ		
cała	पूरी	cały	पूरा	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
cała	पूरा	cały	पूरा	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
wyspa	द्वीप	wyspa	द्वीप	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pani	महिला	pani	महिला	N;NOM;FEM;SG	N;NOM;FEM;SG;3
pani	प्रेयसी	pani	प्रेयसी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
podwójna	दोहरा	podwójny	दोहरा	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
sytuacja	परिस्थिति	sytuacja	परिस्थिति	N;NOM;FEM;SG	N;NOM;FEM;SG;3
sytuacja	स्थिति	sytuacja	स्थिति	N;NOM;FEM;SG	N;NOM;FEM;SG;3
górna	ऊपरी	górny	ऊपरी	ADJ;NOM;FEM;SG	ADJ;NOM
katedra	गिरजाघर	katedra	गिरजाघर	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oba	दोनो	oba	दोनो		
moment	क्षण	moment	क्षण	N;NOM;MASC;SG	N;NOM;MASC;SG;3
moment	पल	moment	पल	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kości	बोन	kość	बोन		
informacja	जानकारी	informacja	जानकारी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
informacja	सूचना	informacja	सूचना	N;NOM;FEM;SG	N;NOM;FEM;SG;3
informacja	सुचना	informacja	सुचना	N;NOM;FEM;SG	N;NOM;FEM;SG;3
informacja	एनोटेशन	informacja	एनोटेशन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
informacja	जानकारी	informacja	जानकारी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
informacja	सूचना	informacja	सूचना	N;NOM;FEM;SG	N;NOM;FEM;SG;3
będąc	होने	być	हो	V;IPFV;PRS;V.CVB;ACT	V;MASC;NFIN;ACT
wydawnictwa	प्रकाशक	wydawnictwo	प्रकाशक	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wydawnictwa	प्रकाशन	wydawnictwo	प्रकाशन	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
trasy	मार्गों	trasa	मार्ग	N;ACC;FEM;PL	N;ACC;MASC;PL;3
miłość	प्यार	miłość	प्यार	N;NOM;FEM;SG	N;NOM;MASC;SG;3
miłość	मोहब्बत	miłość	मोहब्बत	N;NOM;FEM;SG	N;NOM;FEM;SG;3
miłość	प्रेम	miłość	प्रेम	N;NOM;FEM;SG	N;NOM;MASC;SG;3
shift	शिफ़्ट	shift	शिफ़्ट		
sprawa	केस	sprawa	केस	N;NOM;FEM;SG	N;NOM;MASC;SG;3
sprawa	मामला	sprawa	मामला	N;NOM;FEM;SG	N;NOM;MASC;SG;3
określenie	पद	określenie	पद	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
określenie	धमक	określenie	धमक	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
brygada	ब्रिगेड	brygada	ब्रिगेड	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zdanie	वाक्य	zdanie	वाक्य	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zgromadzenia	समूह	zgromadzić	समूह	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zgromadzenia	सभा	zgromadzić	सभा	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
super	अदभुत	super	अदभुत		
super	कमाल	super	कमाल		
super	गजब	super	गजब		
super	सूपर	super	सूपर		
super	super	super	super		
super	ग्रेट	super	ग्रेट		
super	कूल	super	कूल		
zasięg	सीमा	zasięg	सीमा	N;NOM;MASC;SG	N;NOM;FEM;SG;3
zasięg	दायरा	zasięg	दायरा	N;NOM;MASC;SG	N;NOM;MASC;SG;3
błędy	गलतियां	błąd	गलती	N;NOM;MASC;PL	N;NOM;FEM;PL;3
błędy	गलतियाँ	błąd	गलती	N;NOM;MASC;PL	N;NOM;FEM;PL;3
błędy	गलतियाँ	błąd	गलती	N;NOM;MASC;PL	N;NOM;FEM;PL;3
błędy	त्रुटियां	błąd	त्रुटी	N;NOM;MASC;PL	N;NOM;FEM;PL;3
błędy	त्रुटियाँ	błąd	त्रुटी	N;NOM;MASC;PL	N;NOM;FEM;PL;3
historyczne	ऐतिहासिक	historyczny	ऐतिहासिक	ADJ;NOM;NEUT;SG	ADJ
historyczne	ऐतिहासिक	historyczny	ऐतिहासिक	ADJ;NOM;NEUT;SG	ADJ
pytanie	प्रश्न	pytanie	प्रश्न	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
przedsiębiorstwo	कंपनी	przedsiębiorstwo	कंपनी	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
przedsiębiorstwo	कम्पनी	przedsiębiorstwo	कम्पनी	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
przedsiębiorstwo	उद्यम	przedsiębiorstwo	उद्यम	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
przedsiębiorstwo	एंटरप्राइज	przedsiębiorstwo	एंटरप्राइज	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
przedsiębiorstwo	एंटरप्राइज़	przedsiębiorstwo	एंटरप्राइज़	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
korpus	धड़	korpus	धड़	N;NOM;MASC;SG	N;NOM;MASC;SG;3
połączenie	विलय	połączenie	विलय	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
połączenie	कनेक्शन	połączenie	कनेक्शन	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
połączenie	कनेक्ट	połączenie	कनेक्ट	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
artystów	कलाकारों	artysta	कलाकार	N;ACC;MASC;PL	N;ACC;MASC;PL;3
odkrył	खोजा	odkryć	खोजा	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
bank	बैंकर	bank	बैं	N;NOM;MASC;SG	N;NOM;MASC;SG;3
bank	बैंक	bank	बैंक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
bank	बैंको	bank	बैंको	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rynek	मार्केटप्लेस	rynek	मार्केटप्लेस	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rynek	बाजार	rynek	बाजार	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rynek	बाज़ार	rynek	बाज़ार	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rynek	मार्केट	rynek	मार्केट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
właściwie	दरअसल	właściwie	दरअसल	ADV	ADV
przestrzeń	अंतरिक्ष	przestrzeń	अंतरिक्ष	N;NOM;FEM;SG	N;NOM;MASC;SG;3
przestrzeń	जगह	przestrzeń	जगह	N;NOM;FEM;SG	N;NOM;FEM;SG;3
przestrzeń	स्पेस	przestrzeń	स्पेस	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kierowca	ड्राईवर	kierowca	ड्राईवर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kierowca	ड्राइवर	kierowca	ड्राइवर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kompania	कंपनी	kompania	कंपनी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
kompania	कम्पनी	kompania	कम्पनी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
spotkanie	मुलाकात	spotkanie	मुलाकात	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
spotkanie	नियुक्ति	spotkanie	नियुक्ति	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
spotkanie	मीटिंग	spotkanie	मीटिंग	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
spotkanie	बैठक	spotkanie	बैठक	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
stosowane	लागू	stosować	लागू	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
braci	भाईयो	brat	भाईयो		
braci	भाइयो	brat	भाइयो		
związki	रिश्ते	związek	रिश्ता	N;NOM;MASC;PL	N;NOM;MASC;PL;3
znaczenia	प्रासंगिकता	znaczenie	प्रासंगिकता	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
grafika	ग्राफ़िक	grafika	ग्राफ़िक	N;NOM;FEM;SG	N;NOM;MASC;SG;3
grafika	ग्राफिक	grafika	ग्राफिक	N;NOM;FEM;SG	N;NOM;MASC;SG;3
