les	els	le	el	DET;DEF;PL	DET;DEF;MASC;PL
danse	dansa	danse	dansa	N;FEM;SG	N;FEM;SG
désigner	designen	désigner	designar	V;NFIN	V;IND;PL;3;PRS;FIN
désigner	designarà	désigner	designar	V;NFIN	V;IND;SG;3;FUT;FIN
désigner	designar	désigner	designar	V;NFIN	V;NFIN
systèmes	sistemes	système	sistema	N;MASC;PL	N;MASC;PL
élèves	estudiants	élève	estudiant	N;MASC;PL	N;PL
élèves	alumnes	élève	alumne	N;MASC;PL	N;MASC;PL
officiellement	formalment	officiellement	formalment	ADV	ADV
officiellement	oficialment	officiellement	oficialment	ADV	ADV
fleuve	riu	fleuve	riu	N;MASC;SG	N;MASC;SG
villages	viles	village	vila	N;MASC;PL	N;FEM;PL
critiques	crítiques	critique	crítica	N;MASC;PL	N;FEM;PL
critiques	revisions	critique	revisió	N;MASC;PL	N;FEM;PL
vraiment	veritablement	vraiment	veritablement	ADV	ADV
vraiment	realment	vraiment	realment	ADV	ADV
argentine	argentina	argentin	argentí	ADJ;FEM;SG	ADJ;FEM;SG
argentine	argentina	argentin	argentí	ADJ;FEM;SG	ADJ;FEM;SG
argentine	argentí	argentin	argentí	ADJ;FEM;SG	ADJ;MASC;SG
salon	saló	salon	saló	N;MASC;SG	N;MASC;SG
salon	saló	salon	saló	N;MASC;SG	N;MASC;SG
écriture	escriptura	écriture	escriptura	N;FEM;SG	N;FEM;SG
libération	alliberament	libération	alliberament	N;FEM;SG	N;MASC;SG
libération	alliberació	libération	alliberació	N;FEM;SG	N;FEM;SG
libération	alliberament	libération	alliberament	N;FEM;SG	N;MASC;SG
entièrement	plenament	entièrement	plenament	ADV	ADV
entièrement	totalment	entièrement	totalment	ADV	ADV
entièrement	completament	entièrement	completament	ADV	ADV
entièrement	íntegrament	entièrement	íntegrament	ADV	ADV
largement	àmpliament	largement	àmpliament	ADV	ADV
jazz	jazz	jazz	jazz	N;MASC;SG	N;MASC;SG
réunion	sessió	réunion	sessió	N;FEM;SG	N;FEM;SG
réunion	reunió	réunion	reunió	N;FEM;SG	N;FEM;SG
réunion	trobada	réunion	trobada	N;FEM;SG	N;FEM;SG
réunion	retrobament	réunion	retrobament	N;FEM;SG	N;MASC;SG
trente	trenta	trente	trenta	NUM	NUM;PL
processus	procés	processus	procés	N;MASC;SG	N;MASC;SG
gaz	gas	gaz	gas	N;MASC;SG	N;MASC;SG
catégories	categories	catégorie	categoria	N;FEM;PL	N;FEM;PL
propres	propis	propre	propi	ADJ;MASC;PL	ADJ;MASC;PL
mixte	mixta	mixte	mixt	ADJ;MASC;SG	ADJ;FEM;SG
mixte	mixt	mixte	mixt	ADJ;MASC;SG	ADJ;MASC;SG
mixte	mesclat	mixte	mesclar	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
régulièrement	regularment	régulièrement	regularment	ADV	ADV
véritable	real	véritable	real	ADJ;MASC;SG	ADJ;SG
véritable	genuí	véritable	genuí	ADJ;MASC;SG	ADJ;MASC;SG
véritable	cert	véritable	cert	ADJ;MASC;SG	ADJ;MASC;SG
rapide	ràpid	rapide	ràpid	ADJ;MASC;SG	ADJ;MASC;SG
agriculture	agricultura	agriculture	agricultura	N;FEM;SG	N;FEM;SG
traduit	traduir	traduire	traduir	V;MASC;SG;PST;V.PTCP	V;NFIN
décret	decret	décret	decret	N;MASC;SG	N;MASC;SG
naturelle	natural	naturel	natural	ADJ;FEM;SG	ADJ;SG
plantes	plantes	plante	planta	N;FEM;PL	N;FEM;PL
permettre	permetre	permettre	permetre	V;NFIN	V;NFIN
permettre	permet	permettre	permetre	V;NFIN	V;IND;SG;3;PRS;FIN
résidence	residència	résidence	residència	N;FEM;SG	N;FEM;SG
fusion	fusió	fusion	fusió	N;FEM;SG	N;FEM;SG
critères	criteris	critère	criteri	N;MASC;PL	N;MASC;PL
commandement	manament	commandement	manament	N;MASC;SG	N;MASC;SG
portrait	retrat	portrait	retrat	N;MASC;SG	N;MASC;SG
choses	coses	chose	cosa	N;FEM;PL	N;FEM;PL
sang	sang	sang	sang	N;MASC;SG	N;FEM;SG
indique	indica	indiquer	indicar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
yeux	ulls	oeil	ull	N;MASC;PL	N;MASC;PL
désigne	designa	désigner	designar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
moyens	mitjans	moyen	mitjà	N;MASC;PL	N;MASC;PL
évolue	evoluciona	évoluer	evolucionar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
retraite	jubilació	retraite	jubilació	N;FEM;SG	N;FEM;SG
retraite	pensió	retraite	pensió	N;FEM;SG	N;FEM;SG
retraite	retirada	retraite	retirada	N;FEM;SG	N;FEM;SG
description	descripció	description	descripció	N;FEM;SG	N;FEM;SG
magnitude	magnitud	magnitude	magnitud	N;FEM;SG	N;FEM;SG
promotion	promoció	promotion	promoció	N;FEM;SG	N;FEM;SG
alliance	aliança	alliance	aliança	N;FEM;SG	N;FEM;SG
unités	dependències	unité	dependència	N;FEM;PL	N;FEM;PL
unités	unitats	unité	unitat	N;FEM;PL	N;FEM;PL
faune	fauna	faune	fauna	N;FEM;SG	N;FEM;SG
faune	excursionisme	faune	excursionisme	N;FEM;SG	N;MASC;SG
faune	senderisme	faune	senderisme	N;FEM;SG	N;MASC;SG
originaire	originari	originaire	originari	ADJ;MASC;SG	ADJ;MASC;SG
actions	participacions	action	participació	N;FEM;PL	N;FEM;PL
actions	accions	action	acció	N;FEM;PL	N;FEM;PL
contributeurs	contribuents	contributeur	contribuent	N;MASC;PL	N;PL
effets	efectes	effet	efecte	N;MASC;PL	N;MASC;PL
explique	explica	expliquer	explicar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
avenue	avinguda	avenue	avinguda	N;FEM;SG	N;FEM;SG
blocage	bloqueig	blocage	bloqueig	N;MASC;SG	N;MASC;SG
blocage	bloc	blocage	bloc	N;MASC;SG	N;MASC;SG
dominique	dominica	dominique	dominic	ADJ;MASC;SG	ADJ;FEM;SG
serbe	serbi	serbe	serbi	ADJ;MASC;SG	ADJ;MASC;SG
événements	esdeveniments	événement	esdeveniment	N;MASC;PL	N;MASC;PL
atelier	curset	atelier	curset	N;MASC;SG	N;MASC;SG
atelier	taller	atelier	taller	N;MASC;SG	N;MASC;SG
raisons	motius	raison	motiu	N;FEM;PL	N;MASC;PL
raisons	raons	raison	raó	N;FEM;PL	N;FEM;PL
atlantique	atlantic	atlantique	atlantic	ADJ;MASC;SG	ADJ;MASC;SG
atlantique	atlàntic	atlantique	atlàntic	ADJ;MASC;SG	ADJ;MASC;SG
voiture	cotxe	voiture	cotxe	N;FEM;SG	N;MASC;SG
agent	agent	agent	agent	N;MASC;SG	N;SG
disney	disney	disney	disney	N;MASC;SG	N;SG
chute	cascada	chute	cascada	N;FEM;SG	N;FEM;SG
chute	caiguda	chute	caiguda	N;FEM;SG	N;FEM;SG
présentation	presentació	présentation	presentació	N;FEM;SG	N;FEM;SG
étranger	estranger	étranger	estranger	N;MASC;SG	N;MASC;SG
cartes	cartes	carte	carta	N;FEM;PL	N;FEM;PL
cartes	targetes	carte	targeta	N;FEM;PL	N;FEM;PL
cartes	correspondències	carte	correspondència	N;FEM;PL	N;FEM;PL
cartes	mapes	carte	mapa	N;FEM;PL	N;MASC;PL
sièges	seients	siège	seient	N;MASC;PL	N;MASC;PL
sièges	assentaments	siège	assentament	N;MASC;PL	N;MASC;PL
couple	parella	couple	parella	N;MASC;SG	N;FEM;SG
publics	públics	public	públic	ADJ;MASC;PL	ADJ;MASC;PL
publics	públiques	public	públic	ADJ;MASC;PL	ADJ;FEM;PL
col	collar	col	collar	N;MASC;SG	N;MASC;SG
métro	metro	métro	metro	N;MASC;SG	N;MASC;SG
métro	metro	métro	metro	N;MASC;SG	N;MASC;SG
mines	mines	mine	mina	N;FEM;PL	N;FEM;PL
conférence	conferència	conférence	conferència	N;FEM;SG	N;FEM;SG
palmarès	rànquing	palmarès	rànquing	N;MASC;SG	N;MASC;SG
alsace	alsàcia	alsace	alsàcia	N;MASC;SG	N;FEM;SG
locaux	locals	local	local	ADJ;MASC;PL	ADJ;PL
soir	vespre	soir	vespre	N;MASC;SG	N;MASC;SG
coureur	runner	coureur	runner	N;MASC;SG	N;MASC;SG
coureur	corredor	coureur	corredor	N;MASC;SG	N;MASC;SG
différence	diferència	différence	diferència	N;FEM;SG	N;FEM;SG
bateau	vaixell	bateau	vaixell	N;MASC;SG	N;MASC;SG
musicale	musical	musical	musical	ADJ;FEM;SG	ADJ;SG
connexe	relacionat	connexe	relacionat	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
connexe	relacionada	connexe	relacionat	ADJ;MASC;SG	ADJ;FEM;SG;V.PTCP
députés	diputats	député	diputat	N;MASC;PL	N;MASC;PL
électrique	elèctric	électrique	elèctric	ADJ;MASC;SG	ADJ;MASC;SG
opérations	operacions	opération	operació	N;FEM;PL	N;FEM;PL
opérations	transaccions	opération	transacció	N;FEM;PL	N;FEM;PL
vite	ràpidament	vite	ràpidament	ADV	ADV
diocèse	diòcesi	diocèse	diòcesi	N;MASC;SG	N;FEM;SG
identité	identitat	identité	identitat	N;FEM;SG	N;FEM;SG
culturel	cultural	culturel	cultural	ADJ;MASC;SG	ADJ;SG
variation	variància	variation	variància	N;FEM;SG	N;FEM;SG
variation	variació	variation	variació	N;FEM;SG	N;FEM;SG
rejoindre	uneix	rejoindre	unir	V;NFIN	V;IND;SG;3;PRS;FIN
hommage	homenatge	hommage	homenatge	N;MASC;SG	N;MASC;SG
transports	transports	transport	transport	N;MASC;PL	N;MASC;PL
juge	jutge	juge	jutge	N;MASC;SG	N;MASC;SG
néerlandais	neerlandès	néerlandais	neerlandès	ADJ;MASC;SG	ADJ;MASC;SG
néerlandais	holandès	néerlandais	holandès	ADJ;MASC;SG	ADJ;MASC;SG
complexe	complex	complexe	complex	ADJ;MASC;SG	ADJ;MASC;SG
concept	concepte	concept	concepte	N;MASC;SG	N;MASC;SG
universitaire	acadèmica	universitaire	acadèmic	ADJ;MASC;SG	ADJ;FEM;SG
universitaire	acadèmic	universitaire	acadèmic	ADJ;MASC;SG	ADJ;MASC;SG
contexte	context	contexte	context	N;MASC;SG	N;MASC;SG
fortement	fortament	fortement	fortament	ADV	ADV
concert	concert	concert	concert	N;MASC;SG	N;MASC;SG
lois	lleis	loi	llei	N;FEM;PL	N;FEM;PL
douze	dotze	douze	dotze	NUM	NUM;PL
massif	massís	massif	massís	N;MASC;SG	N;MASC;SG
vente	venda	vente	venda	N;FEM;SG	N;FEM;SG
athlétisme	athletic	athlétisme	athletic	N;MASC;SG	N;MASC;SG
athlétisme	atletisme	athlétisme	atletisme	N;MASC;SG	N;MASC;SG
répartition	desglossament	répartition	desglossament	N;FEM;SG	N;MASC;SG
répartition	distribució	répartition	distribució	N;FEM;SG	N;FEM;SG
matériel	material	matériel	material	N;MASC;SG	N;MASC;SG
matériel	maquinari	matériel	maquinari	N;MASC;SG	N;MASC;SG
matériel	equipament	matériel	equipament	N;MASC;SG	N;MASC;SG
avocat	alvocat	avocat	alvocar	N;MASC;SG	N;MASC;SG
avocat	advocat	avocat	advocat	N;MASC;SG	N;MASC;SG
proposition	proposta	proposition	proposta	N;FEM;SG	N;FEM;SG
épreuves	proves	épreuve	prova	N;FEM;PL	N;FEM;PL
visite	tour	visite	tour	N;FEM;SG	N;MASC;SG
solution	solució	solution	solució	N;FEM;SG	N;FEM;SG
volley	voleibol	volley	voleibol	N;MASC;SG	N;MASC;SG
portes	gates	porte	gata	N;FEM;PL	N;PL
portes	portes	porte	porta	N;FEM;PL	N;FEM;PL
conception	concepció	conception	concepció	N;FEM;SG	N;FEM;SG
conception	disseny	conception	disseny	N;FEM;SG	N;MASC;SG
tourisme	turisme	tourisme	turisme	N;MASC;SG	N;MASC;SG
façade	façana	façade	façana	N;FEM;SG	N;FEM;SG
statue	estàtua	statue	estàtua	N;FEM;SG	N;FEM;SG
photos	fotos	photo	foto	N;FEM;PL	N;FEM;PL
photos	fotografies	photo	fotografia	N;FEM;PL	N;FEM;PL
construire	construir	construire	construir	V;NFIN	V;NFIN
construire	construeix	construire	construir	V;NFIN	V;IND;SG;3;PRS;FIN
convention	conveni	convention	conveni	N;FEM;SG	N;MASC;SG
convention	convenció	convention	convenció	N;FEM;SG	N;FEM;SG
orient	est	orier	est	N;MASC;SG	N;MASC;SG
orient	orient	orier	orient	N;MASC;SG	N;MASC;SG
dessin	disseny	dessin	disseny	N;MASC;SG	N;MASC;SG
manuel	manuel	manuel	manuel	N;MASC;SG	N;MASC;SG
espagnole	espanyol	espagnol	espanyol	ADJ;FEM;SG	ADJ;MASC;SG
pression	pressió	pression	pressió	N;FEM;SG	N;FEM;SG
maroc	marroc	maroc	marroc	N;MASC;SG	N;MASC;SG
faux	fals	faux	fals	ADJ;MASC;SG	ADJ;MASC;SG
faux	fals	faux	fals	ADJ;MASC;SG	ADJ;MASC;SG
baie	baie	baie	baie	N;FEM;SG	N;FEM;SG
baie	badia	baie	badia	N;FEM;SG	N;FEM;SG
documents	documents	document	document	N;MASC;PL	N;MASC;PL
athlète	esportista	athlète	esportista	N;MASC;SG	N;SG
contraire	contrari	contraire	contrari	ADJ;MASC;SG	ADJ;MASC;SG
contraire	oposat	contraire	oposar	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
contraire	contrari	contraire	contrari	ADJ;MASC;SG	ADJ;MASC;SG
destination	destinació	destination	destinació	N;FEM;SG	N;FEM;SG
champs	camps	champ	camp	N;MASC;PL	N;MASC;PL
température	temperatura	température	temperatura	N;FEM;SG	N;FEM;SG
enfance	infància	enfance	infància	N;FEM;SG	N;FEM;SG
enfance	infantesa	enfance	infantesa	N;FEM;SG	N;FEM;SG
acteurs	actors	acteur	actor	N;MASC;PL	N;MASC;PL
candidat	candidata	candidat	candidata	N;MASC;SG	N;FEM;SG
candidat	candidat	candidat	candidat	N;MASC;SG	N;MASC;SG
dates	dates	date	data	N;FEM;PL	N;FEM;PL
procès	judici	procès	judici	N;MASC;SG	N;MASC;SG
cercle	circumferència	cercle	circumferència	N;MASC;SG	N;FEM;SG
cercle	cercle	cercle	cercle	N;MASC;SG	N;MASC;SG
essais	proves	essai	prova	N;MASC;PL	N;FEM;PL
essais	proves	essai	prova	N;MASC;PL	N;FEM;PL
aider	ajuda	aider	ajudar	V;NFIN	V;IND;SG;3;PRS;FIN
agence	agència	agence	agència	N;FEM;SG	N;FEM;SG
perd	perd	perdre	perdre	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
mari	marit	mari	marit	N;MASC;SG	N;MASC;SG
élément	element	élément	element	N;MASC;SG	N;MASC;SG
représentation	representació	représentation	representació	N;FEM;SG	N;FEM;SG
cycle	cicle	cycle	cicle	N;MASC;SG	N;MASC;SG
chemins	camins	chemin	camí	N;MASC;PL	N;MASC;PL
chemins	camins	chemin	camí	N;MASC;PL	N;MASC;PL
renaissance	renaixement	renaissance	renaixement	N;FEM;SG	N;MASC;SG
renaissance	renaixement	renaissance	renaixement	N;FEM;SG	N;MASC;SG
hall	vestíbul	hall	vestíbul	N;MASC;SG	N;MASC;SG
attention	atenció	attention	atenció	N;FEM;SG	N;FEM;SG
marin	marine	marin	marine	N;MASC;SG	N;SG
domaines	dominis	domaine	domini	N;MASC;PL	N;MASC;PL
domaines	camps	domaine	camp	N;MASC;PL	N;MASC;PL
domaines	zones	domaine	zona	N;MASC;PL	N;FEM;PL
domaines	àrees	domaine	àrea	N;MASC;PL	N;FEM;PL
domaines	àmbits	domaine	àmbit	N;MASC;PL	N;MASC;PL
usine	planta	usine	planta	N;FEM;SG	N;FEM;SG
usine	fàbrica	usine	fàbrica	N;FEM;SG	N;FEM;SG
prêtre	sacerdot	prêtre	sacerdot	N;MASC;SG	N;MASC;SG
étoiles	estels	étoile	estel	N;FEM;PL	N;MASC;PL
étoiles	estrelles	étoile	estrella	N;FEM;PL	N;FEM;PL
réforme	reforma	réforme	reforma	N;FEM;SG	N;FEM;SG
élevé	alta	élevé	alt	ADJ;MASC;SG	ADJ;FEM;SG
élevé	alt	élevé	alt	ADJ;MASC;SG	ADJ;MASC;SG
élevé	plantejat	élevé	plantejar	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
élevé	elevat	élevé	elevat	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
monastère	monestir	monastère	monestir	N;MASC;SG	N;MASC;SG
dos	esquena	dos	esquena	N;MASC;SG	N;FEM;SG
enquête	enquesta	enquête	enquesta	N;FEM;SG	N;FEM;SG
anomalie	anormalitat	anomalie	anormalitat	N;FEM;SG	N;FEM;SG
anomalie	anomalia	anomalie	anomalia	N;FEM;SG	N;FEM;SG
majeur	major	majeur	major	ADJ;MASC;SG	ADJ;SG
montage	muntatge	montage	muntatge	N;MASC;SG	N;MASC;SG
montage	edició	montage	edició	N;MASC;SG	N;FEM;SG
professionnelle	professional	professionnel	professional	ADJ;FEM;SG	ADJ;SG
masculin	masculí	masculin	masculí	ADJ;MASC;SG	ADJ;MASC;SG
cantons	cantons	canton	cantó	N;MASC;PL	N;MASC;PL
branche	subdivisió	branche	subdivisió	N;FEM;SG	N;FEM;SG
batterie	bateria	batterie	bateria	N;FEM;SG	N;SG
batterie	drum	batterie	drum	N;FEM;SG	N;MASC;SG
batterie	tambor	batterie	tambor	N;FEM;SG	N;MASC;SG
thèse	tesi	thèse	tesi	N;FEM;SG	N;FEM;SG
démocratique	democràtica	démocratique	democràtic	ADJ;MASC;SG	ADJ;FEM;SG
démocratique	democràtic	démocratique	democràtic	ADJ;MASC;SG	ADJ;MASC;SG
géographie	geografia	géographie	geografia	N;FEM;SG	N;FEM;SG
caroline	carolina	caroline	carolí	N;FEM;SG	N;FEM;SG
participer	participeu	participer	participeu	V;NFIN	V;IND;PL;1;PRS;FIN
participer	participar	participer	participar	V;NFIN	V;NFIN
autorités	autoritats	autorité	autoritat	N;FEM;PL	N;FEM;PL
test	test	test	test	N;MASC;SG	N;SG
test	assaig	test	assaig	N;MASC;SG	N;MASC;SG
relativement	relativament	relativement	relativament	ADV	ADV
exemplaires	còpies	exemplaire	còpia	N;MASC;PL	N;FEM;PL
exemplaires	exemplars	exemplaire	exemplar	N;MASC;PL	N;MASC;PL
versions	versions	version	versió	N;FEM;PL	N;FEM;PL
plateau	safata	plateau	safata	N;MASC;SG	N;FEM;SG
plateau	altiplà	plateau	altiplà	N;MASC;SG	N;MASC;SG
bataillon	batalló	bataillon	batalló	N;MASC;SG	N;MASC;SG
spécialiste	especialista	spécialiste	especialista	N;MASC;SG	N;SG
vivant	vivint	vivre	viure	V;PRS;V.PTCP	V;V.MSDR
ressources	recursos	ressource	recurs	N;FEM;PL	N;MASC;PL
ajouter	afegeix	ajouter	afegir	V;NFIN	V;IND;SG;3;PRS;FIN
rencontres	reunions	rencontre	reunió	N;FEM;PL	N;FEM;PL
delà	delà	delà	delà	N;MASC;SG	N;MASC;SG
généraux	generals	général	general	ADJ;MASC;PL	ADJ;PL
siècles	segles	siècle	segle	N;MASC;PL	N;MASC;PL
territoires	territoris	territoire	territori	N;MASC;PL	N;MASC;PL
revanche	venjança	revanche	venjança	N;FEM;SG	N;FEM;SG
recueil	compendi	recueil	compendi	N;MASC;SG	N;MASC;SG
recueil	compilació	recueil	compilació	N;MASC;SG	N;FEM;SG
recueil	recopilatori	recueil	recopilatori	N;MASC;SG	N;MASC;SG
net	net	net	net	ADJ;MASC;SG	ADJ;MASC;SG
planète	planeta	planète	planeta	N;FEM;SG	N;MASC;SG
endroit	lloc	endroit	lloc	N;MASC;SG	N;MASC;SG
intervention	intervenció	intervention	intervenció	N;FEM;SG	N;FEM;SG
auparavant	anteriorment	auparavant	anteriorment	ADV	ADV
auparavant	prèviament	auparavant	prèviament	ADV	ADV
auparavant	antigament	auparavant	antigament	ADV	ADV
auparavant	abans	auparavant	abans	ADV	ADV
législature	legislatura	législature	legislatura	N;FEM;SG	N;FEM;SG
océan	oceà	océan	oceà	N;MASC;SG	N;MASC;SG
idées	idees	idée	idea	N;FEM;PL	N;FEM;PL
combats	baralles	combat	baralla	N;MASC;PL	N;FEM;PL
totale	total	total	total	ADJ;FEM;SG	ADJ;SG
bus	autobús	bus	autobús	N;MASC;SG	N;MASC;SG
comprendre	entenent	comprendre	entendre	V;NFIN	V;V.MSDR
vivre	vivint	vivre	viure	V;NFIN	V;V.MSDR
ordres	encàrrecs	ordre	encàrrec	N;MASC;PL	N;MASC;PL
ordres	comandes	ordre	comanda	N;MASC;PL	N;FEM;PL
arme	pistola	arme	pistola	N;FEM;SG	N;FEM;SG
dynastie	dinastia	dynastie	dinastia	N;FEM;SG	N;FEM;SG
erreur	error	erreur	error	N;FEM;SG	N;MASC;SG
erreur	error	erreur	error	N;FEM;SG	N;MASC;SG
publications	publicacions	publication	publicació	N;FEM;PL	N;FEM;PL
organisme	cos	organisme	cos	N;MASC;SG	N;MASC;SG
organisme	organisme	organisme	organisme	N;MASC;SG	N;MASC;SG
faculté	facultat	faculté	facultat	N;FEM;SG	N;FEM;SG
génération	generació	génération	generació	N;FEM;SG	N;FEM;SG
expédition	expedició	expédition	expedició	N;FEM;SG	N;FEM;SG
expédition	enviament	expédition	enviament	N;FEM;SG	N;MASC;SG
arbre	arbre	arbre	arbre	N;MASC;SG	N;MASC;SG
tribunal	tribunal	tribunal	tribunal	N;MASC;SG	N;MASC;SG
appartient	pertany	appartenir	pertànyer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
règle	regle	règle	regle	N;FEM;SG	N;MASC;SG
règle	regla	règle	regla	N;FEM;SG	N;FEM;SG
possibilité	possibilitat	possibilité	possibilitat	N;FEM;SG	N;FEM;SG
avions	aeronaus	avion	aeronau	N;MASC;PL	N;FEM;PL
avions	avions	avion	avió	N;MASC;PL	N;MASC;PL
archevêque	arquebisbe	archevêque	arquebisbe	N;MASC;SG	N;MASC;SG
participants	participants	participant	participant	N;MASC;PL	N;PL
participants	assistents	participant	assistent	N;MASC;PL	N;PL
artillerie	artilleria	artillerie	artilleria	N;FEM;SG	N;FEM;SG
mesures	mesures	mesure	mesura	N;FEM;PL	N;FEM;PL
mesures	mesuraments	mesure	mesurament	N;FEM;PL	N;MASC;PL
occupation	ocupació	occupation	ocupació	N;FEM;SG	N;FEM;SG
vent	vent	vent	vent	N;MASC;SG	N;MASC;SG
logiciel	programari	logiciel	programari	N;MASC;SG	N;MASC;SG
définition	definició	définition	definició	N;FEM;SG	N;FEM;SG
administrateur	administrador	administrateur	administrador	N;MASC;SG	N;MASC;SG
administrateur	administrador	administrateur	administrador	N;MASC;SG	N;MASC;SG
mouvements	moviments	mouvement	moviment	N;MASC;PL	N;MASC;PL
princesse	princesa	princesse	princesa	N;FEM;SG	N;FEM;SG
volonté	voluntat	volonté	voluntat	N;FEM;SG	N;FEM;SG
oiseaux	ocells	oiseau	ocell	N;MASC;PL	N;MASC;PL
race	raça	race	raça	N;FEM;SG	N;FEM;SG
race	cursa	race	cursa	N;FEM;SG	N;FEM;SG
sûr	segur	sûr	segur	ADJ;MASC;SG	ADJ;MASC;SG
disponible	disponible	disponible	disponible	ADJ;MASC;SG	ADJ;SG
totalement	plenament	totalement	plenament	ADV	ADV
totalement	totalment	totalement	totalment	ADV	ADV
totalement	completament	totalement	completament	ADV	ADV
totalement	totalment	totalement	totalment	ADV	ADV
continentale	continental	continental	continental	ADJ;FEM;SG	ADJ;SG
ski	esquí	ski	esquí	N;MASC;SG	N;MASC;SG
échelle	escala	échelle	escala	N;FEM;SG	N;FEM;SG
machine	màquina	machine	màquina	N;FEM;SG	N;FEM;SG
sujets	temes	sujet	tema	N;MASC;PL	N;MASC;PL
sujets	assignatures	sujet	assignatura	N;MASC;PL	N;FEM;PL
canadienne	canadenc	canadien	canadenc	ADJ;FEM;SG	ADJ;MASC;SG
dimanche	diumenges	dimanche	diumenges	N;MASC;SG	N
dimanche	diumenge	dimanche	diumenge	N;MASC;SG	N
électronique	electrònica	électronique	electrònic	ADJ;MASC;SG	ADJ;FEM;SG
électronique	electronic	électronique	electronic	ADJ;MASC;SG	ADJ;MASC;SG
fil	filferro	fil	filferro	N;MASC;SG	N;MASC;SG
fil	cable	fil	cable	N;MASC;SG	N;MASC;SG
suivre	segueix	suivre	seguir	V;NFIN	V;IND;SG;3;PRS;FIN
suivre	segueixi	suivre	seguir	V;NFIN	V;SBJV;SG;3;PRS;FIN
sixième	sisena	sixième	sisè	ADJ;MASC;SG	ADJ;FEM;SG
sixième	sisè	sixième	sisè	ADJ;MASC;SG	ADJ;MASC;SG
accident	accident	accident	accident	N;MASC;SG	N;MASC;SG
accident	crash	accident	crash	N;MASC;SG	N;SG
cérémonie	cerimònia	cérémonie	cerimònia	N;FEM;SG	N;FEM;SG
discours	discurs	discours	discurs	N;MASC;SG	N;MASC;SG
humaine	humà	humain	humà	ADJ;FEM;SG	ADJ;MASC;SG
échange	comerç	échange	comerç	N;MASC;SG	N;MASC;SG
échange	intercanvi	échange	intercanvi	N;MASC;SG	N;MASC;SG
étrangères	exteriors	étranger	exterior	ADJ;FEM;PL	ADJ;PL
riche	ric	riche	ric	ADJ;MASC;SG	ADJ;MASC;SG
complète	ple	complet	ple	ADJ;FEM;SG	ADJ;MASC;SG
complète	plena	complet	ple	ADJ;FEM;SG	ADJ;FEM;SG
complète	completa	complet	complet	ADJ;FEM;SG	ADJ;FEM;SG
complète	complet	complet	complet	ADJ;FEM;SG	ADJ;MASC;SG
langage	idioma	langage	idioma	N;MASC;SG	N;MASC;SG
langage	llenguatge	langage	llenguatge	N;MASC;SG	N;MASC;SG
feuilles	fulls	feuille	full	N;FEM;PL	N;MASC;PL
feuilles	fulles	feuille	fulla	N;FEM;PL	N;FEM;PL
feuilles	feuilles	feuille	feuilla	N;FEM;PL	N;FEM;PL
feuilles	làmines	feuille	làmina	N;FEM;PL	N;FEM;PL
feuilles	fulls	feuille	full	N;FEM;PL	N;MASC;PL
feuilles	llençols	feuille	llençol	N;FEM;PL	N;MASC;PL
répondre	respon	répondre	respondre	V;NFIN	V;IND;SG;3;PRS;FIN
spectacle	espectacle	spectacle	espectacle	N;MASC;SG	N;MASC;SG
plans	plans	plan	pla	N;MASC;PL	N;MASC;PL
moulin	moulin	moulin	moulen	N;MASC;SG	N;MASC;SG
moulin	molí	moulin	molí	N;MASC;SG	N;MASC;SG
déclare	declara	déclarer	declarar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
déclare	declarar	déclarer	declarar	V;IND;SG;3;PRS;FIN	V;NFIN
débat	debat	débat	debat	N;MASC;SG	N;MASC;SG
débat	discussió	débat	discussió	N;MASC;SG	N;FEM;SG
débat	debat	débat	debat	N;MASC;SG	N;MASC;SG
numérique	numèric	numérique	numèric	ADJ;MASC;SG	ADJ;MASC;SG
numérique	numèrica	numérique	numèric	ADJ;MASC;SG	ADJ;FEM;SG
numérique	digital	numérique	digital	ADJ;MASC;SG	ADJ;SG
musicien	músic	musicien	músic	N;MASC;SG	N;MASC;SG
champagne	xampany	champagne	xampany	N;MASC;SG	N;MASC;SG
league	lliga	league	lliga	N;MASC;SG	N;FEM;SG
biens	mercaderies	bien	mercaderia	N;MASC;PL	N;FEM;PL
biens	béns	bien	bé	N;MASC;PL	N;MASC;PL
rouges	rojos	rouge	roig	ADJ;MASC;PL	ADJ;MASC;PL
rouges	vermells	rouge	vermell	ADJ;MASC;PL	ADJ;MASC;PL
poésie	poesia	poésie	poesia	N;FEM;SG	N;FEM;SG
valeurs	valors	valeur	valor	N;FEM;PL	N;MASC;PL
accueil	domicili	accueil	domicili	N;MASC;SG	N;MASC;SG
