anita	anita	anittaa	anita	N;NOM;SG	N;MASC+FEM;SG
heikentää	verzwakken	heikentää	verzwakken	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
heikentää	verzwakken	heikentää	verzwakken	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
heikentää	verzwakt	heikentää	verzwakt	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
mikki	mickey	mikki	mickey	N;NOM;SG	N;MASC+FEM;SG
mikki	mic	mikki	mic	N;NOM;SG	N;MASC+FEM;SG
mikki	microfoon	mikki	microfoon	N;NOM;SG	N;MASC+FEM;SG
leviää	verspreiden	levitä	verspreiden	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
leviää	verspreidt	levitä	verspreiden	V;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
valmistajan	producent	valmistaja	producent	N;GEN;SG	N;MASC+FEM;SG
valmistajan	fabrikant	valmistaja	fabrikant	N;GEN;SG	N;MASC+FEM;SG
pascal	pascal	pascal	pascal	N;NOM;SG	N;MASC+FEM;SG
työkalu	gereedschap	työ#kalu	gereedschap	N;NOM;SG	N;NEUT;SG
työkalu	hulpprogramma	työ#kalu	hulpprogramma	N;NOM;SG	N;NEUT;SG
työkalu	tool	työ#kalu	tool	N;NOM;SG	N;MASC+FEM;SG
työkalu	instrument	työ#kalu	instrument	N;NOM;SG	N;NEUT;SG
työkalu	hulpmiddel	työ#kalu	hulpmiddel	N;NOM;SG	N;NEUT;SG
työkalu	werktuig	työ#kalu	werktuig	N;NOM;SG	N;NEUT;SG
hollywoodissa	hollywood	hollywoodi	hollywood	N;IN+ESS;SG	N;NEUT;SG
psykologi	psycholoog	psykologi	psycholoog	N;NOM;SG	N;MASC+FEM;SG
islannissa	ijsland	islanti	ijsland	N;IN+ESS;SG	N;NEUT;SG
kiinnitetään	tekent	kiinnittää	tekenen	V;IND;PRS;FIN;PASS	V;SG;PRS;FIN
kiinnitetään	trekt	kiinnittää	trekken	V;IND;PRS;FIN;PASS	V;SG;PRS;FIN
maaperän	bodem	maa#perä	bodem	N;GEN;SG	N;MASC+FEM;SG
maaperän	grond	maa#perä	grond	N;GEN;SG	N;MASC+FEM;SG
polven	knie	polvi	knie	N;GEN;SG	N;MASC+FEM;SG
sielu	ziel	sielu	ziel	N;NOM;SG	N;MASC+FEM;SG
sielu	soul	sielu	soul	N;NOM;SG	N;MASC+FEM;SG
pako	uitje	pako	uitje	N;NOM;SG	N;NEUT;SG
pako	ontsnapping	pako	ontsnapping	N;NOM;SG	N;MASC+FEM;SG
pako	escape	pako	escape	N;NOM;SG	N;MASC+FEM;SG
klassista	klassiek	klassinen	klassiek	ADJ;PRT;SG	ADJ
klassista	klassieke	klassinen	klassiek	ADJ;PRT;SG	ADJ
klassista	klassiek	klassinen	klassiek	ADJ;PRT;SG	ADJ
klassista	klassieke	klassinen	klassiek	ADJ;PRT;SG	ADJ
kuvailee	beschrijft	kuvailla	beschrijven	V;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
kuvailee	beschrijven	kuvailla	beschrijven	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
välttämätöntä	onmisbaar	välttämätön	onmisbaar	ADJ;PRT;SG	ADJ
välttämätöntä	onmisbare	välttämätön	onmisbaar	ADJ;PRT;SG	ADJ
välttämätöntä	onontbeerlijk	välttämätön	onontbeerlijk	ADJ;PRT;SG	ADJ
välttämätöntä	onvermijdelijke	välttämätön	onvermijdelijk	ADJ;PRT;SG	ADJ
välttämätöntä	onvermijdelijk	välttämätön	onvermijdelijk	ADJ;PRT;SG	ADJ
välttämätöntä	essentiële	välttämätön	essentiel	ADJ;PRT;SG	ADJ
välttämätöntä	onmisbaar	välttämätön	onmisbaar	ADJ;PRT;SG	ADJ
välttämätöntä	essentieel	välttämätön	essentieel	ADJ;PRT;SG	ADJ
laitettu	geplaatst	laittaa	plaatsen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
savonlinna	savonlinna	savonli	savonlinna	N;NOM;SG	N;MASC+FEM;SG
asiakas	klant	asiakas	klant	N;NOM;SG	N;MASC+FEM;SG
asiakas	afnemer	asiakas	afnemer	N;NOM;SG	N;MASC+FEM;SG
asiakas	client	asiakas	client	N;NOM;SG	N;MASC+FEM;SG
asiakas	klant	asiakas	klant	N;NOM;SG	N;MASC+FEM;SG
asiakas	opdrachtgever	asiakas	opdrachtgever	N;NOM;SG	N;MASC+FEM;SG
asiakas	cliënt	asiakas	cliënt	N;NOM;SG	N;MASC+FEM;SG
kalusto	materiaal	kalusto	materiaal	N;NOM;SG	N;NEUT;SG
kalusto	uitrusting	kalusto	uitrusting	N;NOM;SG	N;MASC+FEM;SG
kalusto	apparatuur	kalusto	apparatuur	N;NOM;SG	N;MASC+FEM;SG
kalusto	materieel	kalusto	materieel	N;NOM;SG	N;NEUT;SG
kalusto	voorraad	kalusto	voorraad	N;NOM;SG	N;MASC+FEM;SG
kalusto	vloot	kalusto	vloot	N;NOM;SG	N;MASC+FEM;SG
kalusto	wagenpark	kalusto	wagenpark	N;NOM;SG	N;NEUT;SG
suunnittelua	planning	suunnittelu	planning	N;PRT;SG	N;MASC+FEM;SG
kannattaja	aanhanger	kannattaja	aanhanger	N;NOM;SG	N;MASC+FEM;SG
kannattaja	supporter	kannattaja	supporter	N;NOM;SG	N;MASC+FEM;SG
vaatteet	kleren	vaate	kleren	N;NOM;PL	N;PL
mohamed	mohamed	mohamed	mohamed	N;NOM;SG	N;MASC+FEM;SG
oppilaiden	pupillen	oppilas	pupil	N;GEN;PL	N;PL
oppilaiden	leerlingen	oppilas	leerling	N;GEN;PL	N;PL
varmuutta	zekerheid	varmuus	zekerheid	N;PRT;SG	N;MASC+FEM;SG
burkina	burkina	burki	burkina	N;FRML;SG	N;MASC+FEM;SG
disco	disco	disco	disco	N;NOM;SG	N;MASC+FEM;SG
jung	jung	jung	jung	N;NOM;SG	N;MASC+FEM;SG
rauhallinen	rustig	rauhallinen	rustig	ADJ;NOM;SG	ADJ
rauhallinen	kalm	rauhallinen	kalm	ADJ;NOM;SG	ADJ
rauhallinen	vredig	rauhallinen	vredig	ADJ;NOM;SG	ADJ
rauhallinen	vreedzame	rauhallinen	vreedzaam	ADJ;NOM;SG	ADJ
rauhallinen	vreedzaam	rauhallinen	vreedzaam	ADJ;NOM;SG	ADJ
cornelius	cornelius	cornelius	cornelius	N;NOM;SG	N;MASC+FEM;SG
cornelius	cornelis	cornelius	cornelis	N;NOM;SG	N;MASC+FEM;SG
sekoitus	mix	sekoitus	mix	N;NOM;SG	N;MASC+FEM;SG
sekoitus	mengsel	sekoitus	mengsel	N;NOM;SG	N;NEUT;SG
sekoitus	mengsel	sekoitus	mengsel	N;NOM;SG	N;NEUT;SG
uci	uci	uci	uci	N;NOM;SG	N;MASC+FEM;SG
keskeytettiin	afgebroken	keskeyttää	afbreken	V;IND;PST;FIN;PASS	V;V.PTCP
alkuperäisiä	origineel	alku#peräinen	origineel	ADJ;PRT;PL	ADJ
fernández	fernández	fernández	fernández	N;NOM;SG	N;MASC+FEM;SG
scottin	scott	scott	scoten	N;GEN;SG	N;MASC+FEM;SG
rajoituksia	beperkingen	rajoitus	beperking	N;PRT;PL	N;PL
rajoituksia	restricties	rajoitus	restrictie	N;PRT;PL	N;PL
rajoituksia	beperkingen	rajoitus	beperking	N;PRT;PL	N;PL
taloudelliset	economische	taloudellinen	economisch	ADJ;NOM;PL	ADJ
taloudelliset	economisch	taloudellinen	economisch	ADJ;NOM;PL	ADJ
soulin	seoul	souli	seoul	N;GEN;SG	N;NEUT;SG
soulin	seoel	souli	seoel	N;GEN;SG	N;NEUT;SG
vaadi	vereisen	vaatia	vereisen	V;IMP;SG;2;FIN;ACT	V;NFIN
vaadi	eisen	vaatia	eisen	V;IMP;SG;2;FIN;ACT	V;NFIN
grönlannin	groenland	grönlanti	groenland	N;GEN;SG	N;NEUT;SG
lääketieteellinen	medische	lääke#tieteellinen	medisch	ADJ;NOM;SG	ADJ
lääketieteellinen	medisch	lääke#tieteellinen	medisch	ADJ;NOM;SG	ADJ
kivet	steentjes	kivi	steentje	N;NOM;PL	N;PL
kivet	stones	kivi	stones	N;NOM;PL	N;PL
kivet	stenen	kivi	steen	N;NOM;PL	N;PL
kivet	rotsen	kivi	rotsen	N;NOM;PL	N;PL
kivet	stenen	kivi	steen	N;NOM;PL	N;PL
valot	lichtjes	valo	licht	N;NOM;PL	N;PL
valot	lampen	valo	lamp	N;NOM;PL	N;PL
henkilökohtaisia	persoonlijke	henkilö#kohtainen	persoonlijk	ADJ;PRT;PL	ADJ
henkilökohtaisia	persoonlijk	henkilö#kohtainen	persoonlijk	ADJ;PRT;PL	ADJ
tikka	specht	tikka	specht	N;NOM;SG	N;MASC+FEM;SG
konserni	groep	konserni	groep	N;NOM;SG	N;MASC+FEM;SG
konserni	fractie	konserni	fractie	N;NOM;SG	N;MASC+FEM;SG
matilda	mathilde	matilta	mathilde	N;NOM;SG	N;MASC+FEM;SG
matilda	matilda	matilta	matilda	N;NOM;SG	N;MASC+FEM;SG
arviot	ramingen	arvio	raming	N;NOM;PL	N;PL
arviot	schattingen	arvio	schatting	N;NOM;PL	N;PL
arviot	reviews	arvio	review	N;NOM;PL	N;PL
arviot	beoordelingen	arvio	beoordeling	N;NOM;PL	N;PL
arviot	recensies	arvio	recensie	N;NOM;PL	N;PL
arviot	projecties	arvio	projectie	N;NOM;PL	N;PL
arviot	prognoses	arvio	prognose	N;NOM;PL	N;PL
osion	partitie	osio	partitie	N;GEN;SG	N;MASC+FEM;SG
uskontoa	religie	uskonto	religie	N;PRT;SG	N;MASC+FEM;SG
uskontoa	godsdienst	uskonto	godsdienst	N;PRT;SG	N;MASC+FEM;SG
gay	homoseksueel	gay	homoseksueel	N;NOM;SG	N;NEUT;SG
gay	homo	gay	homo	N;NOM;SG	N;MASC+FEM;SG
gay	gay	gay	gay	N;NOM;SG	N;MASC+FEM;SG
maanpaossa	ballingschap	maan#pako	ballingschap	N;IN+ESS;SG	N;MASC+FEM;SG
maanpaossa	verbanning	maan#pako	verbanning	N;IN+ESS;SG	N;MASC+FEM;SG
ovet	deuren	ovi	deur	N;NOM;PL	N;PL
rauhoitettu	verdoofd	rauhoittaa	verdoven	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
puhelimen	telefoon	puhelin	telefoon	N;GEN;SG	N;MASC+FEM;SG
siniset	blauw	sininen	blauw	ADJ;NOM;PL	ADJ
siniset	blauwe	sininen	blauw	ADJ;NOM;PL	ADJ
kirjoitukset	geschriften	kirjoitus	geschrift	N;NOM;PL	N;PL
hyvinvoinnin	welzijn	hyvin#vointi	welzijn	N;GEN;SG	N;NEUT;SG
tunnustusta	herkenning	tunnustus	herkenning	N;PRT;SG	N;MASC+FEM;SG
tunnustusta	erkenning	tunnustus	erkenning	N;PRT;SG	N;MASC+FEM;SG
kanavaa	kanaal	kanava	kanaal	N;PRT;SG	N;NEUT;SG
sinikka	bluebird	sinikka	bluebird	N;NOM;SG	N;MASC+FEM;SG
rom	rom	rom	rom	N;NOM;SG	N;MASC+FEM;SG
hampurin	hamburg	hampuri	hamburg	N;GEN;SG	N;NEUT;SG
arvoitus	raadsel	arvoitus	raadsel	N;NOM;SG	N;NEUT;SG
arvoitus	mysterie	arvoitus	mysterie	N;NOM;SG	N;NEUT;SG
arvoitus	mystery	arvoitus	mystery	N;NOM;SG	N;MASC+FEM;SG
arvoitus	puzzel	arvoitus	puzzel	N;NOM;SG	N;MASC+FEM;SG
kysymykset	kwesties	kysymys	kwestie	N;NOM;PL	N;PL
lainsäädännön	wetgeving	lain#säädäntö	wetgeving	N;GEN;SG	N;MASC+FEM;SG
kaupassa	winkel	kauppa	winkel	N;IN+ESS;SG	N;MASC+FEM;SG
halla	halla	halla	halla	N;NOM;SG	N;MASC+FEM;SG
katalonian	catalonië	katalonia	catalonië	N;GEN;SG	N;MASC+FEM;SG
pianoa	piano	piano	piano	N;PRT;SG	N;MASC+FEM;SG
keskustelut	discussies	keskustelu	discussie	N;NOM;PL	N;PL
keskustelut	besprekingen	keskustelu	bespreking	N;NOM;PL	N;PL
keskustelut	gesprekken	keskustelu	gesprek	N;NOM;PL	N;PL
keskustelut	conversaties	keskustelu	conversatie	N;NOM;PL	N;PL
keskustelut	chats	keskustelu	chat	N;NOM;PL	N;PL
keskustelut	discussies	keskustelu	discussie	N;NOM;PL	N;PL
keskustelut	debatten	keskustelu	debat	N;NOM;PL	N;PL
toimittajat	toeleveranciers	toimittaja	toeleverancier	N;NOM;PL	N;PL
toimittajat	leveranciers	toimittaja	leverancier	N;NOM;PL	N;PL
toimittajat	redacteuren	toimittaja	redacteur	N;NOM;PL	N;PL
toimittajat	journalisten	toimittaja	journalist	N;NOM;PL	N;PL
toimittajat	verslaggevers	toimittaja	verslaggever	N;NOM;PL	N;PL
toimittajat	journalisten	toimittaja	journalist	N;NOM;PL	N;PL
toimittajat	reporters	toimittaja	reporter	N;NOM;PL	N;PL
viestejä	boodschappen	viesti	boodschap	N;PRT;PL	N;PL
viestejä	berichten	viesti	bericht	N;PRT;PL	N;PL
helpompaa	eenvoudiger	helppo	eenvoudig	ADJ;PRT;CMPR;SG	ADJ;CMPR
helpompaa	gemakkelijker	helppo	gemakkelijk	ADJ;PRT;CMPR;SG	ADJ;CMPR
helpompaa	makkelijker	helppo	makkelijk	ADJ;PRT;CMPR;SG	ADJ;CMPR
ehkäpä	misschien	ehkäpä	misschien	ADV	ADV
ankara	strikt	ankara	strikt	ADJ;NOM;SG	ADJ
ankara	strikte	ankara	strikt	ADJ;NOM;SG	ADJ
ankara	streng	ankara	streng	ADJ;NOM;SG	ADJ
ankara	streng	ankara	streng	ADJ;NOM;SG	ADJ
ankara	ernstige	ankara	ernstig	ADJ;NOM;SG	ADJ
ankara	ernstig	ankara	ernstig	ADJ;NOM;SG	ADJ
boogie	boogie	boogie	boogie	N;NOM;SG	N;MASC+FEM;SG
nopeutta	snelheid	nopeus	snelheid	N;PRT;SG	N;MASC+FEM;SG
nopeutta	speed	nopeus	spijden	N;PRT;SG	N;MASC+FEM;SG
nopeutta	toerental	nopeus	toerental	N;PRT;SG	N;NEUT;SG
rikoksen	misdrijf	rikos	misdrijf	N;GEN;SG	N;NEUT;SG
rikoksen	misdaad	rikos	misdaad	N;GEN;SG	N;MASC+FEM;SG
rikoksen	criminaliteit	rikos	criminaliteit	N;GEN;SG	N;MASC+FEM;SG
yang	yang	yang	yang	N;NOM;SG	N;MASC+FEM;SG
ira	ira	ira	ira	N;NOM;SG	N;MASC+FEM;SG
ira	ira	ira	ira	N;NOM;SG	N;MASC+FEM;SG
todistajien	getuigen	todistaja	getuige	N;GEN;PL	N;PL
syytetty	beschuldigde	syyttää	beschuldigen	V;NOM;SG;V.PTCP;PASS	V;SG;PST;FIN
syytetty	beschuldigd	syyttää	beschuldigen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
syytetty	beklaagde	syyttää	beklagen	V;NOM;SG;V.PTCP;PASS	V;SG;PST;FIN
syytetty	gedaagde	syyttää	dagen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
syytetty	verdachte	syyttää	verdenken	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
suositellaan	aanbevolen	suositella	aanbevelen	V;IND;PRS;FIN;PASS	V;V.PTCP
suositellaan	aangeraden	suositella	aanraden	V;IND;PRS;FIN;PASS	V;V.PTCP
pennsylvanian	pennsylvania	pennsylvania	pennsylvania	N;GEN;SG	N;NEUT;SG
teräs	staal	teräs	staal	N;NOM;SG	N;NEUT;SG
kohtauksia	aanvallen	kohtaus	aanval	N;PRT;PL	N;PL
kohtauksia	convulsies	kohtaus	convulsie	N;PRT;PL	N;PL
kohtauksia	schermen	kohtaus	scherm	N;PRT;PL	N;PL
kohtauksia	taferelen	kohtaus	tafereel	N;PRT;PL	N;PL
kohtauksia	scenes	kohtaus	scene	N;PRT;PL	N;PL
kohtauksia	scènes	kohtaus	schne	N;PRT;PL	N;PL
vandalismia	vandalisme	vandalismi	vandalisme	N;PRT;SG	N;NEUT;SG
pelaaminen	gaming	pelaaminen	gaming	N;NOM;SG	N;MASC+FEM;SG
tanner	tanner	tanner	tanner	N;NOM;SG	N;MASC+FEM;SG
hardy	hardy	hardy	hardy	N;NOM;SG	N;MASC+FEM;SG
nielsen	nielson	nielsä	nielson	N;GEN;SG	N;MASC+FEM;SG
kosovon	kosovo	koso#von	kosovo	N;GEN;SG	N;NEUT;SG
onnellinen	vrolijk	onnellinen	vrolijk	ADJ;NOM;SG	ADJ
onnellinen	blij	onnellinen	blij	ADJ;NOM;SG	ADJ
onnellinen	tevreden	onnellinen	tevreden	ADJ;NOM;SG	ADJ
onnellinen	gelukkig	onnellinen	gelukkig	ADJ;NOM;SG	ADJ
omaisuus	eigenschap	omaisuus	eigenschap	N;NOM;SG	N;MASC+FEM;SG
omaisuus	eigendom	omaisuus	eigendom	N;NOM;SG	N;NEUT;SG
omaisuus	vastgoed	omaisuus	vastgoed	N;NOM;SG	N;NEUT;SG
moskeija	moskee	moskeija	moskee	N;NOM;SG	N;MASC+FEM;SG
testamentti	testament	testamentti	testament	N;NOM;SG	N;NEUT;SG
perustelu	motivering	perustelu	motivering	N;NOM;SG	N;MASC+FEM;SG
perustelu	rechtvaardiging	perustelu	rechtvaardiging	N;NOM;SG	N;MASC+FEM;SG
perustelu	argument	perustelu	argument	N;NOM;SG	N;NEUT;SG
perustelu	grondgedachte	perustelu	gronddedacht	N;NOM;SG	N;MASC+FEM;SG
perustelu	redenering	perustelu	redenering	N;NOM;SG	N;MASC+FEM;SG
päällystetty	bekleed	päällystää	bekleed	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
päällystetty	geplaveid	päällystää	plaveid	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
vankeudessa	gevangenschap	vankeus	gevangenschap	N;IN+ESS;SG	N;MASC+FEM;SG
trooppinen	tropisch	trooppinen	tropisch	ADJ;NOM;SG	ADJ
trooppinen	tropische	trooppinen	tropisch	ADJ;NOM;SG	ADJ
leonid	leonid	leonid	leonid	N;NOM;SG	N;MASC+FEM;SG
vastustajat	tegenstanders	vastustaja	tegenstander	N;NOM;PL	N;PL
epäselvää	onduidelijk	epä#selvä	onduidelijk	ADJ;PRT;SG	ADJ
epäselvää	onduidelijke	epä#selvä	onduidelijk	ADJ;PRT;SG	ADJ
deluxe	deluxe	deluxe	deluxe	N;NOM;SG	N;MASC+FEM;SG
väitteet	claims	väite	claim	N;NOM;PL	N;PL
väitteet	vorderingen	väite	vordering	N;NOM;PL	N;PL
väitteet	beweringen	väite	bewering	N;NOM;PL	N;PL
väitteet	beschuldigingen	väite	beschuldiging	N;NOM;PL	N;PL
väitteet	aantijgingen	väite	aantijging	N;NOM;PL	N;PL
väitteet	beweringen	väite	bewering	N;NOM;PL	N;PL
väitteet	argumenten	väite	argument	N;NOM;PL	N;PL
väitteet	beweringen	väite	bewering	N;NOM;PL	N;PL
soutaja	roeier	soutaja	roeier	N;NOM;SG	N;MASC+FEM;SG
parametri	parameter	parametri	parameter	N;NOM;SG	N;MASC+FEM;SG
lisääntyy	toenemend	lisääntyä	toenemen	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
lisääntyy	toenemende	lisääntyä	toenemen	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
testi	test	testi	test	N;NOM;SG	N;MASC+FEM;SG
donna	donna	donna	donna	N;NOM;SG	N;MASC+FEM;SG
painajainen	nachtmerrie	painajainen	nachtmerrie	N;NOM;SG	N;MASC+FEM;SG
frankfurtin	frankfurt	frankfurt	frankfurt	N;GEN;SG	N;MASC+FEM;SG
bis	bib	bis	bib	N;NOM;SG	N;MASC+FEM;SG
bis	bis	bis	bis	N;NOM;SG	N;MASC+FEM;SG
havainnot	opmerkingen	havainto	opmerking	N;NOM;PL	N;PL
havainnot	waarnemingen	havainto	waarneming	N;NOM;PL	N;PL
havainnot	observaties	havainto	observatie	N;NOM;PL	N;PL
havainnot	bevindingen	havainto	bevinding	N;NOM;PL	N;PL
havainnot	waarnemingen	havainto	waarneming	N;NOM;PL	N;PL
churchill	churchill	churchill	churchill	N;NOM;SG	N;MASC+FEM;SG
hollywoodin	hollywood	hollywoodi	hollywood	N;GEN;SG	N;NEUT;SG
oppiminen	learning	oppiminen	learning	N;NOM;SG	N;MASC+FEM;SG
karttoja	kaarten	kartta	kaarten	N;PRT;PL	N;PL
juniori	junior	juniori	junior	N;NOM;SG	N;MASC+FEM;SG
kingston	kingston	kingston	kingston	N;NOM;SG	N;MASC+FEM;SG
biologian	biologie	biologia	biologie	N;GEN;SG	N;MASC+FEM;SG
esine	voorwerp	esine	voorwerp	N;NOM;SG	N;NEUT;SG
esine	object	esine	object	N;NOM;SG	N;NEUT;SG
esine	artefact	esine	artefact	N;NOM;SG	N;NEUT;SG
tutka	radar	tutka	radar	N;NOM;SG	N;MASC+FEM;SG
absoluuttinen	absolute	absoluuttinen	absoluut	ADJ;NOM;SG	ADJ
conan	conan	cona	conan	N;NOM;SG	N;MASC+FEM;SG
bang	knal	bang	knal	N;NOM;SG	N;MASC+FEM;SG
luola	grot	luola	grot	N;NOM;SG	N;MASC+FEM;SG
luota	vertrouw	luottaa	vertrouwen	V;IMP;SG;2;FIN;ACT	V;SG;PRS;FIN
rangaistuksen	bestraffing	rangaistus	bestraffing	N;GEN;SG	N;MASC+FEM;SG
rangaistuksen	straf	rangaistus	straf	N;GEN;SG	N;MASC+FEM;SG
vaatimus	claim	vaatimus	claim	N;NOM;SG	N;NEUT;SG
vaatimus	eis	vaatimus	eis	N;NOM;SG	N;MASC+FEM;SG
vaatimus	voorschrift	vaatimus	voorschrift	N;NOM;SG	N;NEUT;SG
vaatimus	eis	vaatimus	eis	N;NOM;SG	N;MASC+FEM;SG
eduardo	eduardo	edu#ardo	eduardo	N;NOM;SG	N;MASC+FEM;SG
mccoy	mccoy	mccoy	mccoy	N;NOM;SG	N;MASC+FEM;SG
kotkassa	kotka	kotka	kotka	N;IN+ESS;SG	N;NEUT;SG
marseille	marseille	marsi	marseille	N;AT+ALL;SG	N;MASC+FEM;SG
laajennus	expansie	laajennus	expansie	N;NOM;SG	N;MASC+FEM;SG
laajennus	uitbreiding	laajennus	uitbreiding	N;NOM;SG	N;MASC+FEM;SG
laajennus	extensie	laajennus	extensie	N;NOM;SG	N;MASC+FEM;SG
laajennus	verlenging	laajennus	verlenging	N;NOM;SG	N;MASC+FEM;SG
laajennus	uitbreiding	laajennus	uitbreiding	N;NOM;SG	N;MASC+FEM;SG
mantereella	vasteland	manner	vasteland	N;AT+ESS
;SG	N;NEUT;SG
postinumero	postcode	posti#numero	postcode	N;NOM;SG	N;MASC+FEM;SG
postinumero	rits	posti#numero	rits	N;NOM;SG	N;MASC+FEM;SG
postinumero	zip	posti#numero	zip	N;NOM;SG	N;MASC+FEM;SG
borg	borg	borg	borg	N;NOM;SG	N;MASC+FEM;SG
kestävät	blijvend	kestävä	blijven	V;IND;PL;3;PRS;FIN;ACT	V;V.PTCP
atari	atari	atari	atari	N;NOM;SG	N;MASC+FEM;SG
martha	martha	martha	martha	N;NOM;SG	N;MASC+FEM;SG
asiakkaan	klant	asiakas	klant	N;GEN;SG	N;MASC+FEM;SG
asiakkaan	afnemer	asiakas	afnemer	N;GEN;SG	N;MASC+FEM;SG
asiakkaan	client	asiakas	client	N;GEN;SG	N;MASC+FEM;SG
asiakkaan	klant	asiakas	klant	N;GEN;SG	N;MASC+FEM;SG
asiakkaan	opdrachtgever	asiakas	opdrachtgever	N;GEN;SG	N;MASC+FEM;SG
asiakkaan	cliënt	asiakas	cliënt	N;GEN;SG	N;MASC+FEM;SG
mama	mama	mama	mama	N;NOM;SG	N;MASC+FEM;SG
mama	mamma	mama	mamma	N;NOM;SG	N;MASC+FEM;SG
edvin	edvin	edvin	edvin	N;NOM;SG	N;MASC+FEM;SG
oikeudenkäynnin	beproeving	oikeuden#käynti	beproeving	N;GEN;SG	N;MASC+FEM;SG
oikeudenkäynnin	proces	oikeuden#käynti	proces	N;GEN;SG	N;NEUT;SG
oikeudenkäynnin	rechtzaak	oikeuden#käynti	rechtzaak	N;GEN;SG	N;MASC+FEM;SG
oikeudenkäynnin	rechtszaak	oikeuden#käynti	rechtszaak	N;GEN;SG	N;MASC+FEM;SG
oikeudenkäynnin	proef	oikeuden#käynti	proef	N;GEN;SG	N;MASC+FEM;SG
hiilen	steenkool	hiili	steenkool	N;GEN;SG	N;MASC+FEM;SG
hiilen	kool	hiili	kool	N;GEN;SG	N;MASC+FEM;SG
hiilen	carbon	hiili	carbon	N;GEN;SG	N;MASC+FEM;SG
hiilen	koolstof	hiili	koolstof	N;GEN;SG	N;MASC+FEM;SG
heikkeni	verslechterd	heiketä	verslechteren	V;IND;SG;3;PST;FIN;ACT	V;V.PTCP
heikkeni	verslechterde	heiketä	verslechteren	V;IND;SG;3;PST;FIN;ACT	V;SG;PST;FIN
école	école	école	école	N;NOM;SG	N;MASC+FEM;SG
haastaa	uitdagen	haastaa	uitdag	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
haastaa	uitdagende	haastaa	uitdagen	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
haastaa	uitdagend	haastaa	uitdagen	V;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
haastaa	aanklagen	haastaa	aanklaan	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
blu	blu	blu	blu	N;NOM;SG	N;MASC+FEM;SG
latinalaisen	latijnse	latinalainen	Latijns	ADJ;GEN;SG	ADJ
latinalaisen	latijns	latinalainen	latijn	ADJ;GEN;SG	ADJ
tiedoston	dossier	tiedosto	dossier	N;GEN;SG	N;NEUT;SG
tiedoston	bestand	tiedosto	bestand	N;GEN;SG	N;NEUT;SG
vankila	gevangenis	vankila	gevangenis	N;NOM;SG	N;MASC+FEM;SG
vankila	gevangenis	vankila	gevangenis	N;NOM;SG	N;MASC+FEM;SG
tavaraa	spul	tavara	spul	N;PRT;SG	N;NEUT;SG
tavaraa	handelswaar	tavara	handelswaar	N;PRT;SG	N;MASC+FEM;SG
tavaraa	koopwaar	tavara	koopwaar	N;PRT;SG	N;MASC+FEM;SG
taistelija	strijder	taistelija	strijder	N;NOM;SG	N;MASC+FEM;SG
taistelija	krijger	taistelija	krijger	N;NOM;SG	N;MASC+FEM;SG
taistelija	strijder	taistelija	strijder	N;NOM;SG	N;MASC+FEM;SG
taistelija	strijder	taistelija	strijder	N;NOM;SG	N;MASC+FEM;SG
taistelija	vechter	taistelija	vechter	N;NOM;SG	N;MASC+FEM;SG
taistelija	fighter	taistelija	fighter	N;NOM;SG	N;MASC+FEM;SG
projektia	project	projekti	project	N;PRT;SG	N;NEUT;SG
vaihtoehtoinen	alternatieve	vaihto#ehtoinen	alternatief	ADJ;NOM;SG	ADJ
taustaa	achtergrondinformatie	tausta	achtergrondinformatie	N;PRT;SG	N;MASC+FEM;SG
taustaa	achtergrond	tausta	achtergrond	N;PRT;SG	N;MASC+FEM;SG
jäänteet	restanten	jäänne	restant	N;NOM;PL	N;PL
jäänteet	overblijfselen	jäänne	overblijfselen	N;NOM;PL	N;PL
varoittaa	waarschuw	varoittaa	waarschuw	V;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
varoittaa	waarschuwen	varoittaa	waarschuwen	V;IND;SG;3;PRS;FIN;ACT	V;NFIN
varoittaa	waarschuwt	varoittaa	waarschuwen	V;IND;SG;3;PRS;FIN;ACT	V;SG;PRS;FIN
myöntänyt	toegelaten	myöntää	toelaten	V;NOM;SG;V.PTCP;ACT	V;V.PTCP
