que	че	que	че	CONJ	CONJ
cuadro	маса	cuadro	маса	N;MASC;SG	N;INDF;FEM;SG
cuadro	масичка	cuadro	масичка	N;MASC;SG	N;INDF;FEM;SG
cuadro	таблица	cuadro	таблица	N;MASC;SG	N;INDF;FEM;SG
cuadro	рисуване	cuadro	рисуване	N;MASC;SG	N;INDF;NEUT;SG
cuadro	живопис	cuadro	живопис	N;MASC;SG	N;INDF;FEM;SG
cuadro	картина	cuadro	картина	N;MASC;SG	N;INDF;FEM;SG
cuadro	боядисване	cuadro	боядисване	N;MASC;SG	N;INDF;NEUT;SG
enfermedad	болест	enfermedad	болест	N;FEM;SG	N;INDF;FEM;SG
enfermedad	заболяване	enfermedad	заболяване	N;FEM;SG	N;INDF;NEUT;SG
enfermedad	болест	enfermedad	болест	N;FEM;SG	N;INDF;FEM;SG
enfermedad	заболяване	enfermedad	заболяване	N;FEM;SG	N;INDF;NEUT;SG
enfermedad	болест	enfermedad	болест	N;FEM;SG	N;INDF;FEM;SG
colonia	колония	colonia	колония	N;FEM;SG	N;INDF;FEM;SG
colonia	колонията	colonia	колония	N;FEM;SG	N;DEF;FEM;SG
pequeñas	малки	pequeño	малък	ADJ;FEM;PL	ADJ;INDF;PL
nación	нация	nación	нация	N;FEM;SG	N;INDF;FEM;SG
show	показване	show	показване	N;MASC;SG	N;INDF;NEUT;SG
national	национална	national	национален	ADJ;SG	ADJ;INDF;FEM;SG
national	национален	national	национален	ADJ;SG	ADJ;INDF;MASC;SG
anunció	обявена	anunciar	обявя-(се)	V;IND;SG;3;PST;FIN	V;PFV;INDF;FEM;SG;V.PTCP;PASS
anunció	обявен	anunciar	обявя-(се)	V;IND;SG;3;PST;FIN	V;PFV;INDF;MASC;SG;V.PTCP;PASS
anunció	обяви	anunciar	обявя-(се)	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
anunció	обявено	anunciar	обявя-(се)	V;IND;SG;3;PST;FIN	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
extensión	продължение	extensión	продължение	N;FEM;SG	N;INDF;NEUT;SG
extensión	удължаване	extensión	удължаване	N;FEM;SG	N;INDF;NEUT;SG
extensión	разширение	extensión	разширение	N;FEM;SG	N;INDF;NEUT;SG
régimen	схема	régimen	схема	N;MASC;SG	N;INDF;FEM;SG
régimen	режим	régimen	режим	N;MASC;SG	N;INDF;MASC;SG
ahí	там	ahí	там	ADV	ADV
suelo	подът	suelo	под	N;MASC;SG	N;INDF;MASC;SG
suelo	пода	suelo	под	N;MASC;SG	N;DEF;MASC;SG
suelo	етаж	suelo	етаж	N;MASC;SG	N;INDF;MASC;SG
aparición	появата	aparición	поява	N;FEM;SG	N;DEF;FEM;SG
aparición	появяване	aparición	появяване	N;FEM;SG	N;INDF;NEUT;SG
aparición	поява	aparición	поява	N;FEM;SG	N;INDF;FEM;SG
aparición	появата	aparición	поява	N;FEM;SG	N;DEF;FEM;SG
aparición	появяване	aparición	появяване	N;FEM;SG	N;INDF;NEUT;SG
aparición	поява	aparición	поява	N;FEM;SG	N;INDF;FEM;SG
operaciones	операции	operación	операция	N;FEM;PL	N;INDF;FEM;PL
operaciones	транзакции	operación	транзакция	N;FEM;PL	N;INDF;FEM;PL
operaciones	операции	operación	операция	N;FEM;PL	N;INDF;FEM;PL
operaciones	трансакции	operación	трансакция	N;FEM;PL	N;INDF;FEM;PL
operaciones	сделки	operación	сделка	N;FEM;PL	N;INDF;FEM;PL
concepto	понятие	concepto	понятие	N;MASC;SG	N;INDF;NEUT;SG
concepto	концепция	concepto	концепция	N;MASC;SG	N;INDF;FEM;SG
calles	улиците	calle	улица	N;FEM;PL	N;DEF;FEM;PL
calles	улици	calle	улица	N;FEM;PL	N;INDF;FEM;PL
hechos	фактите	hecho	факт	N;MASC;PL	N;DEF;MASC;PL
hechos	факти	hecho	факт	N;MASC;PL	N;INDF;MASC;PL
ambiente	атмосфера	ambiente	атмосфера	N;MASC;SG	N;INDF;FEM;SG
ambiente	среда	ambiente	среда	N;MASC;SG	N;INDF;FEM;SG
ambiente	атмосфера	ambiente	атмосфера	N;MASC;SG	N;INDF;FEM;SG
pronto	скоро	pronto	скоро	ADV	ADV
gestión	мениджмънт	gestión	мениджмънт	N;FEM;SG	N;INDF;MASC;SG
gestión	управление	gestión	управление	N;FEM;SG	N;INDF;NEUT;SG
hall	зала	hall	зала	N;MASC;SG	N;INDF;FEM;SG
recibe	получава	recibir	получавам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
salida	продукция	salida	продукция	N;FEM;SG	N;INDF;FEM;SG
salida	изход	salida	изход	N;FEM;SG	N;INDF;MASC;SG
salida	излизане	salida	излизане	N;FEM;SG	N;INDF;NEUT;SG
salida	изход	salida	изход	N;FEM;SG	N;INDF;MASC;SG
salida	напускане	salida	напускане	N;FEM;SG	N;INDF;NEUT;SG
salida	отпътуване	salida	отпътуване	N;FEM;SG	N;INDF;NEUT;SG
salida	заминаване	salida	заминаване	N;FEM;SG	N;INDF;NEUT;SG
salida	тръгване	salida	тръгване	N;FEM;SG	N;INDF;NEUT;SG
salida	отдушник	salida	отдушник	N;FEM;SG	N;INDF;MASC;SG
salida	изхода	salida	изход	N;FEM;SG	N;DEF;MASC;SG
capítulo	глава	capítulo	глава	N;MASC;SG	N;INDF;FEM;SG
italiana	италианска	italiano	италиански	ADJ;FEM;SG	ADJ;INDF;FEM;SG
italiana	италиански	italiano	италиански	ADJ;FEM;SG	ADJ;INDF;MASC;SG
acciones	акции	acción	акция	N;FEM;PL	N;INDF;FEM;PL
acciones	дялове	acción	дял	N;FEM;PL	N;INDF;MASC;PL
acciones	действия	acción	действие	N;FEM;PL	N;INDF;NEUT;PL
acciones	постъпки	acción	постъпка	N;FEM;PL	N;INDF;FEM;PL
acciones	искове	acción	иск	N;FEM;PL	N;INDF;MASC;PL
acciones	запаси	acción	запас	N;FEM;PL	N;INDF;MASC;PL
acciones	акциите	acción	акция	N;FEM;PL	N;DEF;FEM;PL
pertenece	принадлежи	pertenecer	принадлежа	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
cristo	христос	cristo	христос	N;MASC;SG	N;INDF;MASC;SG
cristo	кристо	cristo	кристо	N;MASC;SG	N;INDF;MASC;SG
medicina	медицина	medicina	медицина	N;FEM;SG	N;INDF;FEM;SG
medicina	лекарство	medicina	лекарство	N;FEM;SG	N;INDF;NEUT;SG
evolución	еволюция	evolución	еволюция	N;FEM;SG	N;INDF;FEM;SG
evolución	еволюцията	evolución	еволюция	N;FEM;SG	N;DEF;FEM;SG
alcanzó	постигнато	alcanzar	постигна	V;IND;SG;3;PST;FIN	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
alcanzó	достигната	alcanzar	достигна	V;IND;SG;3;PST;FIN	V;PFV;INDF;FEM;SG;V.PTCP;PASS
modelos	модели	modelo	модел	N;MASC;PL	N;INDF;MASC;PL
modelos	образци	modelo	образец	N;MASC;PL	N;INDF;MASC;PL
modelos	моделите	modelo	модел	N;MASC;PL	N;DEF;MASC;PL
venta	продаване	venta	продаване	N;FEM;SG	N;INDF;NEUT;SG
venta	продажба	venta	продажба	N;FEM;SG	N;INDF;FEM;SG
venta	разпродажба	venta	разпродажба	N;FEM;SG	N;INDF;FEM;SG
venta	продажба	venta	продажба	N;FEM;SG	N;INDF;FEM;SG
fundador	създател	fundador	създател	N;MASC;SG	N;INDF;MASC;SG
fundador	основателят	fundador	основател	N;MASC;SG	N;DEF;MASC;SG
fundador	основател	fundador	основател	N;MASC;SG	N;INDF;MASC;SG
procedencia	произход	procedencia	произход	N;FEM;SG	N;INDF;MASC;SG
procedencia	източник	procedencia	източник	N;FEM;SG	N;INDF;MASC;SG
procedencia	произход	procedencia	произход	N;FEM;SG	N;INDF;MASC;SG
ganar	печеля	ganar	печеля	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
ganar	спечели	ganar	спечеля	V;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
ganar	печелиш	ganar	печеля	V;NFIN	V;IPFV;IND;SG;2;PRS;FIN;ACT
pintor	художничка	pintor	художничка	N;MASC;SG	N;INDF;FEM;SG
pintor	художник	pintor	художник	N;MASC;SG	N;INDF;MASC;SG
evento	събитието	evento	събитие	N;MASC;SG	N;DEF;NEUT;SG
evento	събитие	evento	събитие	N;MASC;SG	N;INDF;NEUT;SG
alemana	германски	alemán	германски	ADJ;FEM;SG	ADJ;INDF;MASC;SG
alemana	немски	alemán	немски	ADJ;FEM;SG	ADJ;INDF;MASC;SG
alemana	немска	alemán	немски	ADJ;FEM;SG	ADJ;INDF;FEM;SG
alemana	германска	alemán	германски	ADJ;FEM;SG	ADJ;INDF;FEM;SG
rosario	броеница	rosario	броеница	N;MASC;SG	N;INDF;FEM;SG
rosario	росарио	rosario	росарио	N;MASC;SG	N;INDF;MASC;SG
menores	непълнолетни	menor	непълнолетен	ADJ;PL	ADJ;INDF;PL
menores	непълнолетни	menor	непълнолетен	ADJ;PL	ADJ;INDF;PL
menores	малолетни	menor	малолетен	ADJ;PL	ADJ;INDF;PL
menores	незначителни	menor	незначителен	ADJ;PL	ADJ;INDF;PL
solamente	само	solamente	само	ADV	ADV
solamente	единствено	solamente	единствено	ADV	ADV
hispanos	латино	hispano	латино	N;MASC;PL	N;INDF;MASC;PL
conocimiento	познаване	conocimiento	познаване	N;MASC;SG	N;INDF;NEUT;SG
conocimiento	знание	conocimiento	знание	N;MASC;SG	N;INDF;NEUT;SG
conocimiento	познание	conocimiento	познание	N;MASC;SG	N;INDF;NEUT;SG
términos	термини	término	термин	N;MASC;PL	N;INDF;MASC;PL
términos	условия	término	условие	N;MASC;PL	N;INDF;NEUT;PL
debajo	отдолу	debajo	отдолу	ADV	ADV
debajo	долу	debajo	долу	ADV	ADV
debajo	отдолу	debajo	отдолу	ADV	ADV
generación	генериране	generación	генериране	N;FEM;SG	N;INDF;NEUT;SG
generación	поколение	generación	поколение	N;FEM;SG	N;INDF;NEUT;SG
bronce	брас	bronce	брас	N;MASC;SG	N;INDF;MASC;SG
bronce	бронз	bronce	бронз	N;MASC;SG	N;INDF;MASC;SG
bronce	бронзов	bronce	бронзов	N;MASC;SG	N;INDF;MASC;SG
tabla	масата	tabla	маса	N;FEM;SG	N;DEF;FEM;SG
tabla	маса	tabla	маса	N;FEM;SG	N;INDF;FEM;SG
tabla	масичка	tabla	масичка	N;FEM;SG	N;INDF;FEM;SG
tabla	таблица	tabla	таблица	N;FEM;SG	N;INDF;FEM;SG
tabla	дъска	tabla	дъска	N;FEM;SG	N;INDF;FEM;SG
tabla	борд	tabla	борд	N;FEM;SG	N;INDF;MASC;SG
tabla	борда	tabla	борд	N;FEM;SG	N;DEF;MASC;SG
armada	армейски	armado	армейски	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
pareja	двойка	pareja	двойка	N;FEM;SG	N;INDF;FEM;SG
pareja	двойка	pareja	двойка	N;FEM;SG	N;INDF;FEM;SG
pareja	чифт	pareja	чифт	N;FEM;SG	N;INDF;MASC;SG
pareja	съдружник	pareja	съдружник	N;FEM;SG	N;INDF;MASC;SG
pareja	партньор	pareja	партньор	N;FEM;SG	N;INDF;MASC;SG
producto	продукт	producto	продукт	N;MASC;SG	N;INDF;MASC;SG
territorios	териториите	territorio	територия	N;MASC;PL	N;DEF;FEM;PL
territorios	територии	territorio	територия	N;MASC;PL	N;INDF;FEM;PL
gol	цел	gol	цел	N;MASC;SG	N;INDF;FEM;SG
gol	гол	gol	гол	N;MASC;SG	N;INDF;MASC;SG
institución	институция	institución	институция	N;FEM;SG	N;INDF;FEM;SG
ingeniero	инжинер	ingeniero	инжинер	N;MASC;SG	N;INDF;MASC;SG
ingeniero	инженер	ingeniero	инженер	N;MASC;SG	N;INDF;MASC;SG
luna	луна	luna	луна	N;FEM;SG	N;INDF;FEM;SG
luna	муун	luna	муун	N;FEM;SG	N;INDF;FEM;SG
luna	луна	luna	луна	N;FEM;SG	N;INDF;FEM;SG
luna	луната	luna	луна	N;FEM;SG	N;DEF;FEM;SG
reconocimiento	признание	reconocimiento	признание	N;MASC;SG	N;INDF;NEUT;SG
reconocimiento	разузнаване	reconocimiento	разузнаване	N;MASC;SG	N;INDF;NEUT;SG
reconocimiento	разузнаване	reconocimiento	разузнаване	N;MASC;SG	N;INDF;NEUT;SG
reconocimiento	признание	reconocimiento	признание	N;MASC;SG	N;INDF;NEUT;SG
reconocimiento	признаване	reconocimiento	признаване	N;MASC;SG	N;INDF;NEUT;SG
reconocimiento	разпознаване	reconocimiento	разпознаване	N;MASC;SG	N;INDF;NEUT;SG
península	полуостров	península	полуостров	N;FEM;SG	N;INDF;MASC;SG
escrita	писмен	escrito	писмен	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
escrita	писмена	escrito	писмен	ADJ;FEM;SG;V.PTCP	ADJ;INDF;FEM;SG
organizaciones	организации	organización	организация	N;FEM;PL	N;INDF;FEM;PL
organizaciones	организации	organización	организация	N;FEM;PL	N;INDF;FEM;PL
llevar	носи	llevar	нося-(се)	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
bahía	бей	bahía	бей	N;FEM;SG	N;INDF;MASC;SG
bahía	залив	bahía	залив	N;FEM;SG	N;INDF;MASC;SG
bahía	заливът	bahía	залив	N;FEM;SG	N;DEF;MASC;SG
bahía	bay	bahía	bay	N;FEM;SG	N;INDF;MASC;SG
adelante	напред	adelante	напред	ADV	ADV
asamblea	сглобяване	asamblea	сглобяване	N;FEM;SG	N;INDF;NEUT;SG
asamblea	събрание	asamblea	събрание	N;FEM;SG	N;INDF;NEUT;SG
cerro	хълм	cerro	хълм	N;MASC;SG	N;INDF;MASC;SG
enlace	свръзка	enlace	свръзка	N;MASC;SG	N;INDF;FEM;SG
enlace	връзка	enlace	връзка	N;MASC;SG	N;INDF;FEM;SG
enlace	линк	enlace	линк	N;MASC;SG	N;INDF;MASC;SG
traducción	превод	traducción	превод	N;FEM;SG	N;INDF;MASC;SG
máxima	максимална	máximo	максимален	ADJ;FEM;SG	ADJ;INDF;FEM;SG
máxima	максимален	máximo	максимален	ADJ;FEM;SG	ADJ;INDF;MASC;SG
paraguay	парагвай	paraguay	парагвам	N;MASC;SG	N;INDF;MASC;SG
alguien	някой	alguien	някой	PRO;SG	PRO;NOM;MASC;SG
alguien	някой	alguien	някой	PRO;SG	PRO;NOM;MASC;SG
ganador	победител	ganador	победител	N;MASC;SG	N;INDF;MASC;SG
estrellas	звездички	estrella	звездичка	N;PL	N;INDF;FEM;PL
estrellas	звездите	estrella	звезда	N;PL	N;DEF;FEM;PL
estrellas	звезди	estrella	звезда	N;PL	N;INDF;FEM;PL
sangre	кръвта	sangre	кръв	N;FEM;SG	N;DEF;FEM;SG
sangre	кръв	sangre	кръв	N;FEM;SG	N;INDF;FEM;SG
resistencia	издръжливост	resistencia	издръжливост	N;FEM;SG	N;INDF;FEM;SG
resistencia	издръжливост	resistencia	издръжливост	N;FEM;SG	N;INDF;FEM;SG
resistencia	съпротива	resistencia	съпротива	N;FEM;SG	N;INDF;FEM;SG
resistencia	резистентност	resistencia	резистентност	N;FEM;SG	N;INDF;FEM;SG
resistencia	устойчивост	resistencia	устойчивост	N;FEM;SG	N;INDF;FEM;SG
resistencia	съпротивление	resistencia	съпротивление	N;FEM;SG	N;INDF;NEUT;SG
resistencia	устойчивост	resistencia	устойчивост	N;FEM;SG	N;INDF;FEM;SG
continuación	продължение	continuación	продължение	N;FEM;SG	N;INDF;NEUT;SG
continuación	продължаване	continuación	продължаване	N;FEM;SG	N;INDF;NEUT;SG
continuación	продължение	continuación	продължение	N;FEM;SG	N;INDF;NEUT;SG
continuación	продължаване	continuación	продължаване	N;FEM;SG	N;INDF;NEUT;SG
conflicto	конфликт	conflicto	конфликт	N;MASC;SG	N;INDF;MASC;SG
software	софтуер	software	софтуер	N;MASC;SG	N;INDF;MASC;SG
volumen	обем	volumen	обем	N;MASC;SG	N;INDF;MASC;SG
técnico	техник	técnico	техник	N;MASC;SG	N;INDF;MASC;SG
humano	човешка	humano	човешки	ADJ;MASC;SG	ADJ;INDF;FEM;SG
humano	човешки	humano	човешки	ADJ;MASC;SG	ADJ;INDF;MASC;SG
consecuencia	следствие	consecuencia	следствие	N;FEM;SG	N;INDF;NEUT;SG
consecuencia	последица	consecuencia	последица	N;FEM;SG	N;INDF;FEM;SG
colaboración	сътрудничество	colaboración	сътрудничество	N;FEM;SG	N;INDF;NEUT;SG
colores	цветове	color	цвят	N;MASC;PL	N;INDF;MASC;PL
colores	цветове	color	цвят	N;MASC;PL	N;INDF;MASC;PL
materiales	материали	material	материал	N;MASC;PL	N;INDF;MASC;PL
materiales	материалите	material	материал	N;MASC;PL	N;DEF;MASC;PL
materiales	материали	material	материал	N;MASC;PL	N;INDF;MASC;PL
carta	харта	carta	харта	N;FEM;SG	N;INDF;FEM;SG
carta	хартата	carta	харта	N;FEM;SG	N;DEF;FEM;SG
carta	писмо	carta	писмо	N;FEM;SG	N;INDF;NEUT;SG
carta	буква	carta	буква	N;FEM;SG	N;INDF;FEM;SG
centros	центровете	centro	център	N;MASC;PL	N;DEF;MASC;PL
centros	центрове	centro	център	N;MASC;PL	N;INDF;MASC;PL
centros	центровете	centro	център	N;MASC;PL	N;DEF;MASC;PL
centros	центрове	centro	център	N;MASC;PL	N;INDF;MASC;PL
categorías	категории	categoría	категория	N;FEM;PL	N;INDF;FEM;PL
curso	курс	curso	курс	N;MASC;SG	N;INDF;MASC;SG
fiestas	празненства	fiesta	празненство	N;FEM;PL	N;INDF;NEUT;PL
fiestas	тържества	fiesta	тържество	N;FEM;PL	N;INDF;NEUT;PL
fiestas	празненствата	fiesta	празненство	N;FEM;PL	N;DEF;NEUT;PL
fiestas	партита	fiesta	партита	N;FEM;PL	N;INDF;NEUT;PL
fiestas	партии	fiesta	партия	N;FEM;PL	N;INDF;FEM;PL
fiestas	купони	fiesta	купон	N;FEM;PL	N;INDF;MASC;PL
fiestas	страни	fiesta	страна	N;FEM;PL	N;INDF;FEM;PL
fiestas	фестивали	fiesta	фестивал	N;FEM;PL	N;INDF;MASC;PL
fiestas	почивки	fiesta	почивка	N;FEM;PL	N;INDF;FEM;PL
fiestas	празници	fiesta	празник	N;FEM;PL	N;INDF;MASC;PL
simplemente	просто	simplemente	просто	ADV	ADV
simplemente	само	simplemente	само	ADV	ADV
japonés	японец	japonés	японец	N;MASC;SG	N;INDF;MASC;SG
opinión	становище	opinión	становище	N;FEM;SG	N;INDF;NEUT;SG
opinión	мнение	opinión	мнение	N;FEM;SG	N;INDF;NEUT;SG
temperatura	температурата	temperatura	температура	N;FEM;SG	N;DEF;FEM;SG
temperatura	температура	temperatura	температура	N;FEM;SG	N;INDF;FEM;SG
propuesta	предложение	propuesta	предложение	N;FEM;SG	N;INDF;NEUT;SG
propuesta	предложение	propuesta	предложение	N;FEM;SG	N;INDF;NEUT;SG
decreto	декрет	decreto	декрет	N;MASC;SG	N;INDF;MASC;SG
decreto	указ	decreto	указ	N;MASC;SG	N;INDF;MASC;SG
decreto	постановление	decreto	постановление	N;MASC;SG	N;INDF;NEUT;SG
decisión	решението	decisión	решение	N;FEM;SG	N;DEF;NEUT;SG
decisión	решение	decisión	решение	N;FEM;SG	N;INDF;NEUT;SG
concepción	проектиране	concepción	проектиране	N;FEM;SG	N;INDF;NEUT;SG
concepción	дизайн	concepción	дизайн	N;FEM;SG	N;INDF;MASC;SG
concepción	зачатие	concepción	зачатие	N;FEM;SG	N;INDF;NEUT;SG
concepción	консепсион	concepción	консепсион	N;FEM;SG	N;INDF;MASC;SG
cara	фейс	cara	фейс	N;FEM;SG	N;INDF;MASC;SG
cara	лицето	cara	лице	N;FEM;SG	N;DEF;NEUT;SG
cara	лице	cara	лице	N;FEM;SG	N;INDF;NEUT;SG
carolina	каролина	carolina	каролина	N;FEM;SG	N;INDF;FEM;SG
botánica	ботаника	botánica	ботаника	N;FEM;SG	N;INDF;FEM;SG
botánica	ботаник	botánica	ботаник	N;FEM;SG	N;INDF;MASC;SG
