culto	kult	culto	kult	N	N;NOM;MASC;SG
leña	les	leñar	les	N	N;NOM;MASC;SG
leña	lesa	leñar	les	N	N;GEN;MASC;SG
deixará	si	deixar	biti	V	V;IND;SG;2;POS;PRS;FIN
deixará	zapusti	deixar	zapustiti	V	V;PFV;IND;SG;3;PRS;FIN
xeada	pozeba	xeada	pozeba	N	N;NOM;FEM;SG
xeada	frost	xeada	frost	N	N;NOM;MASC;SG
cráteres	kraterjev	cráteres	krater	N	N;GEN;MASC;PL
cráteres	bombo	cráteres	bomba	N	N;ACC;FEM;SG
cráteres	bomba	cráteres	bomba	N	N;NOM;FEM;SG
fadas	vila	facer	vilo	N	N;NOM;FEM;SG
fadas	vilo	facer	vila	N	N;ACC;FEM;SG
fadas	zgodba	facer	zgodba	N	N;NOM;FEM;SG
fadas	pripoved	facer	pripoved	N	N;NOM;FEM;SG
crearon	so	crear	biti	V	V;IND;PL;3;POS;PRS;FIN
crearon	imajo	crear	imeti	V	V;IPFV;IND;PL;3;POS;PRS;FIN
crearon	imeti	crear	imeti	V	V;IPFV;NFIN
crearon	ustvaril	crear	ustvariti	V	V;PFV;MASC;SG;V.PTCP
gobernamental	vlado	gobernamental	vlada	N	N;ACC;FEM;SG
gobernamental	vlada	gobernamental	vlada	N	N;NOM;FEM;SG
gobernamental	vlade	gobernamental	vlada	N	N;NOM;FEM;PL
viran	videli	vir	videti	V	V;MASC;PL;V.PTCP
viran	videl	vir	videti	V	V;MASC;SG;V.PTCP
matemática	matematično	matemático	matematično	ADJ	ADJ;NOM;NEUT;SG
matemática	matematični	matemático	matematičen	ADJ	ADJ;NOM;MASC;SG
pílulas	tablete	pílula	tableta	N	N;NOM;FEM;PL
pílulas	tabletke	pílula	tabletka	N	N;NOM;FEM;PL
leccións	lekcije	lección	lekcija	N	N;NOM;FEM;PL
fotógrafo	fotografa	fotógrafo	fotograf	N	N;NOM;MASC;SG
fotógrafo	fotograf	fotógrafo	fotograf	N	N;NOM;MASC;SG
fotógrafo	fotografinja	fotógrafo	fotografinja	N	N;NOM;FEM;SG
rematara	bil	rematar	biti	V	V;MASC;SG;V.PTCP
rematara	bila	rematar	biti	V	V;FEM;SG;V.PTCP
paquetes	pakete	paquete	paket	N	N;ACC;MASC;PL
paquetes	paketov	paquete	paket	N	N;GEN;MASC;PL
paquetes	paketi	paquete	paketi	N	N;NOM;MASC;PL
detívose	ustavil	detívose	ustaviti	V	V;PFV;MASC;SG;V.PTCP
sudáfrica	južna	sudáfricar	južen	ADJ	ADJ;NOM;FEM;SG
teñades	si	terade	biti	V	V;IND;SG;2;POS;PRS;FIN
teñades	imajo	terade	imeti	V	V;IPFV;IND;PL;3;POS;PRS;FIN
teñades	imeti	terade	imeti	V	V;IPFV;NFIN
instrumentos	inštrumenti	instrumento	inštrument	N	N;NOM;MASC;PL
instrumentos	instrumenti	instrumento	instrument	N	N;NOM;MASC;PL
protagonista	protagonist	protagonista	protagonist	N	N;NOM;MASC;SG
vicio	vice	vicio	vica	N	N;NOM;MASC;SG
vicio	podpredsednik	vicio	podpredsednik	N	N;NOM;MASC;SG
esqueceu	pozabil	esquecer	pozabiti	V	V;PFV;MASC;SG;V.PTCP
esqueceu	pozabila	esquecer	pozabiti	V	V;PFV;FEM;SG;V.PTCP
cociñas	kuhinje	cociña	kuhinja	N	N;NOM;FEM;PL
gravación	evidentiranje	gravación	evidentiranje	N	N;NOM;NEUT;SG
gravación	zapisovanje	gravación	zapisovanje	N	N;NOM;NEUT;SG
gravación	snemanje	gravación	snemanje	N	N;NOM;NEUT;SG
carriño	vagon	carriño	vagon	N	N;NOM;MASC;SG
carriño	voz	carriño	voz	N	N;NOM;MASC;SG
dáche	daje	dáche	dajati	V	V;IPFV;IND;SG;3;PRS;FIN
dáche	si	dáche	biti	V	V;IND;SG;2;POS;PRS;FIN
gordos	maščob	gordo	maščoba	N	N;GEN;FEM;PL
gordos	maščobe	gordo	maščoba	N	N;NOM;FEM;PL
gordos	maščoba	gordo	maščoba	N	N;NOM;FEM;SG
televisor	televizijo	televisor	televizija	N	N;ACC;FEM;SG
televisor	televizija	televisor	televizija	N	N;NOM;FEM;SG
seguiron	sledili	seguir	slediti	V	V;IPFV;MASC;PL;V.PTCP
seguiron	sledilo	seguir	slediti	V	V;IPFV;NEUT;SG;V.PTCP
seguiron	sledila	seguir	slediti	V	V;IPFV;FEM;SG;V.PTCP
seguiron	sledil	seguir	slediti	V	V;IPFV;MASC;SG;V.PTCP
misterioso	skrivnostna	misterioso	skrivnosten	ADJ	ADJ;NOM;FEM;SG
misterioso	skrivnosten	misterioso	skrivnosten	ADJ	ADJ;NOM;INDF;MASC;SG
misterioso	skrivnostni	misterioso	skrivnosten	ADJ	ADJ;NOM;MASC;SG
quendas	izmene	quenda	izmena	N	N;NOM;FEM;PL
obradoiros	delavnic	obradoiro	delavnica	N	N;GEN;FEM;PL
obradoiros	delavnice	obradoiro	delavnica	N	N;NOM;FEM;PL
conseguen	dobil	conseguir	dobiti	V	V;PFV;MASC;SG;V.PTCP
conseguen	dobi	conseguir	dobiti	V	V;PFV;IND;SG;3;PRS;FIN
descobre	odkrije	descobre	odkriti	V	V;PFV;IND;SG;3;PRS;FIN
descobre	najde	descobre	najti	V	V;PFV;IND;SG;3;PRS;FIN
levaría	vzemite	levar	vzeti	V	V;PFV;IMP;PL;2;FIN
levaría	vzemi	levar	vzeme	V	V;PFV;IMP;SG;2;FIN
ulises	odisej	ulir	odisej	N	N;NOM;MASC;SG
miserable	nesrečna	miserable	nesrečen	ADJ	ADJ;NOM;FEM;SG
miserable	nesrečen	miserable	nesrečen	ADJ	ADJ;NOM;INDF;MASC;SG
órbita	orbito	órbita	orbit	N	N;NOM;NEUT;SG
órbita	orbiti	órbita	orbiti	N	N;NOM;FEM;SG
atractiva	privlačna	atractivo	privlačen	ADJ	ADJ;NOM;FEM;SG
atractiva	privlačne	atractivo	privlačen	ADJ	ADJ;NOM;FEM;PL
atractiva	privlačni	atractivo	privlačen	ADJ	ADJ;NOM;MASC;PL
atractiva	privlačen	atractivo	privlačen	ADJ	ADJ;NOM;INDF;MASC;SG
soviética	sovjetski	soviético	sovjetski	ADJ	ADJ;NOM;MASC;SG
soviética	sovjetska	soviético	sovjetski	ADJ	ADJ;NOM;FEM;SG
soviética	sovjetske	soviético	sovjetski	ADJ	ADJ;NOM;FEM;PL
soviética	sovjetsko	soviético	sovjetski	ADJ	ADJ;NOM;NEUT;SG
ofreceu	ponudil	ofrecer	ponuditi	V	V;PFV;MASC;SG;V.PTCP
dificultade	težavah	dificultade	težava	N	N;ESS;FEM;PL
dificultade	težave	dificultade	težava	N	N;NOM;FEM;PL
parlamento	parlament	parlamento	parlament	N	N;NOM;MASC;SG
caixeiro	blagajnik	caixeiro	blagajnik	N	N;NOM;MASC;SG
caixeiro	mašina	caixeiro	mašina	N	N;NOM;FEM;SG
caixeiro	stroj	caixeiro	stroj	N	N;NOM;MASC;SG
títulos	naslovi	título	naslov	N	N;NOM;MASC;PL
títulos	naslovov	título	naslov	N	N;GEN;MASC;PL
custos	stroški	custo	strošek	N	N;NOM;MASC;PL
custos	strošek	custo	strošek	N	N;NOM;MASC;SG
custos	stroški	custo	strošek	N	N;NOM;MASC;PL
vehículos	vozila	vehículo	vozilo	N	N;NOM;NEUT;PL
metín	postavi	metín	postaviti	V	V;PFV;IND;SG;3;PRS;FIN
soña	sanjal	soña	sanjati	V	V;IPFV;MASC;SG;V.PTCP
soña	sanjati	soña	sanjati	V	V;IPFV;NFIN
consolo	tolažbo	consolo	tolažba	N	N;ACC;FEM;SG
consolo	tolažba	consolo	tolažba	N	N;NOM;FEM;SG
espíritos	duhovi	espírito	duh	N	N;NOM;MASC;PL
espíritos	žganja	espírito	žganje	N	N;NOM;NEUT;PL
espíritos	duhov	espírito	duh	N	N;GEN;MASC;PL
algures	nekje	algures	nekje	ADV	ADV
algures	nekam	algures	nekam	ADV	ADV
matadoiro	klavnica	matadoiro	klavnica	N	N;NOM;FEM;SG
matadoiro	klavnici	matadoiro	klavnica	N	N;NOM;FEM;SG
taberna	bar	taberno	bar	N	N;NOM;MASC;SG
taberna	gostilna	taberno	gostilna	N	N;NOM;FEM;SG
vapor	pare	vapor	para	N	N;NOM;FEM;PL
vapor	para	vapor	par	N	N;NOM;MASC;SG
amarga	zagrenjen	amargar	zagrenjen	ADJ	ADJ;NOM;INDF;MASC;SG;V.PTCP
afogar	utopil	afogar	utopiti	V	V;PFV;MASC;SG;V.PTCP
localizacións	lokacij	localización	lokacija	N	N;GEN;FEM;PL
localizacións	lokacije	localización	lokacija	N	N;NOM;FEM;PL
ditadura	diktature	ditadura	diktatura	N	N;NOM;FEM;PL
donas	dame	dono	dama	N	N;NOM;FEM;PL
encanto	čar	encanto	čar	N	N;NOM;MASC;SG
encanto	šarm	encanto	šarm	N	N;NOM;MASC;SG
encanto	čara	encanto	čar	N	N;NOM;FEM;SG
louco	nora	louco	nor	N	N;NOM;FEM;SG
probe	poizkusi	probar	poizkus	V	V;PFV;IND;PL;2;FIN
volvese	pridi	volver	pridi	V	V;PFV;IMP;SG;2;FIN
regresou	prišlo	regresar	priti	V	V;PFV;NEUT;SG;V.PTCP
regresou	prišel	regresar	priti	V	V;PFV;MASC;SG;V.PTCP
beiras	bankam	beira	banka	N	N;DAT;FEM;PL
beiras	bankah	beira	banka	N	N;ESS;FEM;PL
beiras	bankami	beira	banka	N	N;NOM;FEM;PL
beiras	banke	beira	banka	N	N;NOM;FEM;PL
aloxamento	ohišje	aloxamento	ohišje	N	N;NOM;NEUT;SG
aloxamento	ohišja	aloxamento	ohišje	N	N;NOM;NEUT;PL
aloxamento	nastanitev	aloxamento	nastanitev	N	N;NOM;FEM;SG
mudanzas	spremembe	mudanza	sprememba	N	N;NOM;FEM;PL
berro	jok	berro	jok	N	N;NOM;MASC;SG
berro	joči	berro	joč	N	N;NOM;MASC;SG
desorde	motnja	desorde	motnja	N	N;NOM;FEM;SG
desorde	razdejanje	desorde	razdejanje	N	N;NOM;NEUT;SG
desorde	nered	desorde	nered	N	N;NOM;MASC;SG
desorde	zmešnjavo	desorde	zmešnjava	N	N;ACC;FEM;SG
comerciante	trgovec	comerciante	trgovec	N	N;NOM;MASC;SG
comerciante	trgovec	comerciante	trgovec	N	N;NOM;MASC;SG
perfume	parfum	perfumir	parfum	N	N;NOM;MASC;SG
roxa	red	roxa	red	N	N;NOM;MASC;SG
saiamos	dobil	saiar	dobiti	V	V;PFV;MASC;SG;V.PTCP
saiamos	dobi	saiar	dobiti	V	V;PFV;IND;SG;3;PRS;FIN
téxtil	tekstilna	téxtil	tekstilen	ADJ	ADJ;NOM;FEM;SG
téxtil	tekstilnih	téxtil	tekstilen	ADJ	ADJ;GEN;MASC;PL
téxtil	tekstilni	téxtil	tekstilen	ADJ	ADJ;NOM;MASC;SG
castrón	sinko	castrón	sinko	N	N;NOM;MASC;SG
castrón	sine	castrón	sine	N	N;NOM;MASC;SG
castrón	sin	castrón	sin	N	N;NOM;MASC;SG
castrón	pištola	castrón	pištol	N	N;NOM;FEM;SG
castrón	pištolo	castrón	pištola	N	N;ACC;FEM;SG
fascistas	fašisti	fascista	fašist	N	N;NOM;MASC;PL
arranxalo	fix	arranxalo	fix	N	N;NOM;MASC;SG
protesta	protest	protesta	protest	N	N;NOM;MASC;SG
protesta	protesti	protesta	protest	N	N;NOM;MASC;PL
bandeiras	zastave	bandeira	zastava	N	N;NOM;FEM;PL
cruza	prečka	cruzar	prečkati	V	V;IND;SG;3;PRS;FIN
prometida	obljubil	prometer	obljubiti	V	V;PFV;MASC;SG;V.PTCP
cómoda	udoben	cómodar	udoben	ADJ	ADJ;NOM;INDF;MASC;SG
cartuchos	vložkov	cartuchos	vložek	N	N;GEN;MASC;PL
cartuchos	naboji	cartuchos	naboj	N	N;NOM;MASC;PL
cartuchos	vložke	cartuchos	vložek	N	N;ACC;MASC;PL
cartuchos	vložki	cartuchos	vložek	N	N;NOM;MASC;PL
cartuchos	streliva	cartuchos	strelivo	N	N;GEN;NEUT;SG
cartuchos	strelivo	cartuchos	strelivo	N	N;NOM;NEUT;SG
balón	žogo	balón	žoga	N	N;ACC;FEM;SG
balón	žoga	balón	žoga	N	N;NOM;FEM;SG
balón	žogica	balón	žogica	N	N;NOM;FEM;SG
delegación	delegacija	delegación	delegacija	N	N;NOM;FEM;SG
revólver	pištola	revólver	pištol	N	N;NOM;FEM;SG
revólver	pištolo	revólver	pištola	N	N;ACC;FEM;SG
baleiros	prazno	baleiro	prazen	ADJ	ADJ;NOM;NEUT;SG
baleiros	prazni	baleiro	prazen	ADJ	ADJ;NOM;MASC;PL
baleiros	prazna	baleiro	prazen	ADJ	ADJ;NOM;FEM;SG
baleiros	prazen	baleiro	prazen	ADJ	ADJ;NOM;INDF;MASC;SG
patrullas	patrulje	patrulla	patrulja	N	N;ACC;MASC;PL
patrullas	avte	patrulla	avto	N	N;ACC;MASC;PL
patrullas	avtomobili	patrulla	avtomobil	N	N;NOM;MASC;PL
patrullas	avti	patrulla	avto	N	N;NOM;MASC;PL
patrullas	avtomobile	patrulla	avtomobil	N	N;ACC;MASC;PL
insulto	žalitev	insulto	žalitev	N	N;NOM;FEM;SG
enxeñeiro	inženir	enxeñeiro	inženir	N	N;NOM;MASC;SG
subiu	odšel	subiu	oditi	V	V;PFV;MASC;SG;V.PTCP
subiu	dobil	subiu	dobiti	V	V;PFV;MASC;SG;V.PTCP
discursos	govore	discurso	govor	N	N;ACC;MASC;PL
discursos	govorov	discurso	govor	N	N;GEN;MASC;PL
puideses	si	poder	biti	V	V;IND;SG;2;POS;PRS;FIN
acusa	obtožuje	acusar	obtoževati	V	V;IPFV;IND;SG;3;PRS;FIN
confirmar	potrdi	confirmar	potrd	V	V;PFV;IND;SG;3;PRS;FIN
bañeira	kad	bañeira	kad	N	N;NOM;MASC;SG
bañeira	kopel	bañeira	kopel	N	N;NOM;FEM;SG
bañeira	kopanje	bañeira	kopanje	N	N;NOM;NEUT;SG
bañeira	kad	bañeira	kad	N	N;NOM;MASC;SG
coñecerte	si	coñecerter	biti	V	V;IND;SG;2;POS;PRS;FIN
coñecerte	spoznaj	coñecerter	spoznaj	V	V;IND;SG;3;PRS;FIN
chegarás	si	chegar	biti	V	V;IND;SG;2;POS;PRS;FIN
chegarás	bo	chegar	biti	V	V;IND;SG;3;POS;FUT;FIN
pó	prah	pó	prah	N	N;NOM;MASC;SG
pó	praha	pó	praha	N	N;GEN;MASC;SG
gravadora	trak	gravador	trak	N	N;NOM;MASC;SG
gravadora	kaseta	gravador	kaseta	N	N;NOM;FEM;SG
citas	citatov	cita	citat	N	N;GEN;MASC;PL
medallas	medalje	medalla	medalja	N	N;NOM;FEM;PL
heiche	si	heiche	biti	V	V;IND;SG;2;POS;PRS;FIN
marabillas	čudes	marabilla	čudes	N	N;NOM;MASC;SG
marabillas	čudeže	marabilla	čudež	N	N;NOM;FEM;PL
marabillas	čudeži	marabilla	čudež	N	N;NOM;MASC;PL
prometeu	obljubil	prometer	obljubiti	V	V;PFV;MASC;SG;V.PTCP
prometeu	ima	prometer	imeti	V	V;IPFV;IND;SG;3;POS;PRS;FIN
troco	spremembe	troco	sprememba	N	N;NOM;FEM;PL
troco	sprememba	troco	sprememba	N	N;NOM;FEM;SG
guindar	vrzi	guindar	vrz	V	V;PFV;IND;SG;3;PRS;FIN
explorador	raziskovalec	explorador	raziskovalec	N	N;NOM;MASC;SG
explorador	ranger	explorador	rangera	N	N;NOM;MASC;SG
cafés	kavarne	cafés	kavarna	N	N;NOM;FEM;PL
lar	dom	lar	dom	N	N;NOM;MASC;SG
quixer	želiš	quixer	želeti	V	V;IPFV;IND;SG;2;PRS;FIN
mula	mula	mulo	mula	N	N;NOM;MASC;SG
mula	mulo	mulo	mulo	N	N;NOM;MASC;SG
banal	banalno	banal	banalno	ADJ	ADJ;NOM;NEUT;SG
banal	navadna	banal	navaden	ADJ	ADJ;NOM;FEM;SG
banal	navadni	banal	navaden	ADJ	ADJ;NOM;MASC;PL
castro	castra	castro	castra	N	N;NOM;MASC;SG
castro	castro	castro	castro	N	N;NOM;MASC;SG
