catholicisme	katolilaisuus	catholicisme	katolilaisuus	N;MASC;SG	N;NOM;SG
invitation	kutsun	invitation	kutsu	N;FEM;SG	N;GEN;SG
technologique	teknologinen	technologique	teknologinen	ADJ;MASC;SG	ADJ;NOM;SG
souffre	kärsii	souffre	kärsiä	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
souffre	kärsiä	souffre	kärsi	V;IND;SG;3;PRS;FIN	V;SG;NFIN;ACT
souffre	kärsii	souffre	kärsiä	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
cercles	piireissä	cercle	piireä	N;MASC;PL	N;IN+ESS;PL
arche	arkin	arche	arkki	N;FEM;SG	N;GEN;SG
arche	arkki	arche	arkki	N;FEM;SG	N;NOM;SG
arche	kaari	arche	kaari	N;FEM;SG	N;NOM;SG
collaborateurs	avustajia	collaborateur	avustaja	N;MASC;PL	N;PRT;PL
collaborateurs	työntekijöitä	collaborateur	työ#tekijä	N;MASC;PL	N;PRT;PL
collaborateurs	työntekijöiden	collaborateur	työ#tekijä	N;MASC;PL	N;GEN;PL
collaborateurs	työntekijät	collaborateur	työn#tekijä	N;MASC;PL	N;NOM;PL
collaborateurs	avustajat	collaborateur	avustaja	N;MASC;PL	N;NOM;PL
collaborateurs	osallistujien	collaborateur	osallistuja	N;MASC;PL	N;GEN;PL
collaborateurs	tekijät	collaborateur	tekijä	N;MASC;PL	N;NOM;PL
collaborateurs	osallistujat	collaborateur	osallistuja	N;MASC;PL	N;NOM;PL
restaurants	ravintoloita	restaurant	ravintolo	N;MASC;PL	N;PRT;PL
restaurants	ravintoloissa	restaurant	ravintolo	N;MASC;PL	N;IN+ESS;PL
restaurants	ravintolat	restaurant	ravintola	N;MASC;PL	N;NOM;PL
émergence	syntyminen	émergence	syntyminen	N;FEM;SG	N;NOM;SG
émergence	syntymistä	émergence	syntyminen	N;FEM;SG	N;PRT;SG
gratuit	ilmainen	gratuit	ilmainen	ADJ;MASC;SG	ADJ;NOM;SG
gratuit	vapaa	gratuit	vapaa	ADJ;MASC;SG	ADJ;NOM;SG
gratuit	ilmaiseksi	gratuit	ilmainen	ADJ;MASC;SG	ADJ;TRANS;SG
holstein	holstein	holstein	holste	N;MASC;SG	N;NOM;SG
allusion	vihje	allusion	vihje	N;FEM;SG	N;NOM;SG
allusion	vinkki	allusion	vinkki	N;FEM;SG	N;NOM;SG
allusion	vihjettä	allusion	vihje	N;FEM;SG	N;PRT;SG
mécanismes	mekanismit	mécanisme	mekanismi	N;MASC;PL	N;NOM;PL
mécanismes	mekanismeja	mécanisme	mekanismi	N;MASC;PL	N;PRT;PL
mathilde	mathilde	mathilde	mathilde	N;FEM;SG	N;NOM;SG
mathilde	matilda	mathilde	matilta	N;FEM;SG	N;NOM;SG
bombardements	pommitukset	bombardement	pommitus	N;MASC;PL	N;NOM;PL
ice	jäätä	ice	jää	N;MASC;SG	N;PRT;SG
suffisant	omahyväinen	suffisant	oma#hyväinen	ADJ;MASC;SG	ADJ;NOM;SG
suffisant	riittävä	suffisant	riittävä	ADJ;MASC;SG	ADJ;NOM;SG
foncé	tumma	foncé	tumma	ADJ;MASC;SG	ADJ;NOM;SG
foncé	pimeä	foncé	pimeä	ADJ;MASC;SG	ADJ;NOM;SG
foncé	pimeää	foncé	pimeä	ADJ;MASC;SG	ADJ;PRT;SG
foncé	tumman	foncé	tumma	ADJ;MASC;SG	ADJ;GEN;SG
hôtes	vieraat	hôte	vieras	N;MASC;PL	N;NOM;PL
hôtes	vieraita	hôte	vieras	N;MASC;PL	N;PRT;PL
caché	kätketty	cacher	kätkeä	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
caché	piilotettu	cacher	piilottaa	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
recul	rekyyli	recul	rekyyli	N;MASC;SG	N;NOM;SG
promenade	promenade	promenade	promenate	N;FEM;SG	N;NOM;SG
promenade	kävely	promenade	kävely	N;FEM;SG	N;NOM;SG
avancer	etenee	avancer	edetä	V;NFIN	V;IND;SG;3;PRS;FIN;ACT
séparer	erottaa	séparer	erottaa	V;NFIN	V;IND;SG;3;PRS;FIN;ACT
massive	massiivinen	massif	massiivinen	ADJ;FEM;SG	ADJ;NOM;SG
massive	valtava	massif	valtava	ADJ;FEM;SG	ADJ;NOM;SG
online	netissä	online	netti	N;MASC;SG	N;IN+ESS;SG
online	verkossa	online	verkko	N;MASC;SG	N;IN+ESS;SG
online	online	online	onlinen	N;MASC;SG	N;NOM;SG
visites	vierailuja	visite	vierailu	N;FEM;PL	N;PRT;PL
visites	vierailut	visite	vierailu	N;FEM;PL	N;NOM;PL
visites	matkat	visite	matka	N;FEM;PL	N;NOM;PL
visites	retket	visite	retki	N;FEM;PL	N;NOM;PL
pub	pubissa	pub	pub	N;FEM;SG	N;IN+ESS;SG
pub	pub	pub	pub	N;FEM;SG	N;NOM;SG
acceptée	hyväksytty	accepter	hyväksyä	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
acceptée	hyväksyttiin	accepter	hyväksyä	V;FEM;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
mitterrand	mitterrand	mitterrand	mitterrand	N;MASC;SG	N;NOM;SG
sacrifice	uhraus	sacrifice	uhraus	N;MASC;SG	N;NOM;SG
socialisme	sosialismi	socialisme	sosialismi	N;MASC;SG	N;NOM;SG
impasse	umpikuja	impasse	umpiku	N;FEM;SG	N;NOM;SG
impasse	umpikuja	impasse	umpiku	N;FEM;SG	N;NOM;SG
impasse	pattitilanne	impasse	pattitila	N;FEM;SG	N;NOM;SG
dialecte	murretta	dialecte	murre	N;MASC;SG	N;PRT;SG
guerriers	sotureita	guerrier	soturi	N;MASC;PL	N;PRT;PL
guerriers	soturit	guerrier	soturi	N;MASC;PL	N;NOM;PL
réservée	varattu	réserver	varata	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
recteur	rehtori	recteur	rehtori	N;MASC;SG	N;NOM;SG
sabre	saber	sabre	saber	N;MASC;SG	N;NOM;SG
sabre	miekkaa	sabre	miekka	N;MASC;SG	N;PRT;SG
sabre	miekan	sabre	miekka	N;MASC;SG	N;GEN;SG
sabre	miekka	sabre	miekka	N;MASC;SG	N;NOM;SG
offert	tarjosi	offrir	tarjota	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
offert	tarjottu	offrir	tarjota	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
loups	susia	loup	susia	N;MASC;PL	N;PRT;PL
loups	susien	loup	susi	N;MASC;PL	N;GEN;PL
loups	sudet	loup	sude	N;MASC;PL	N;NOM;PL
restaurée	palautettiin	restaurer	palauttaa	V;FEM;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
restaurée	palautettua	restaurer	palauttaa	V;FEM;SG;PST;V.PTCP	V;PRT;SG;V.PTCP;PASS
restaurée	palautettu	restaurer	palauttaa	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
frise	friisinmaa	frise	friisi#maa	N;FEM;SG	N;NOM;SG
itinéraire	reittiä	itinéraire	reittiä	N;MASC;SG	N;PRT;SG
itinéraire	reitin	itinéraire	reitti	N;MASC;SG	N;GEN;SG
itinéraire	reitti	itinéraire	reitti	N;MASC;SG	N;NOM;SG
pertinence	merkitys	pertinence	merkitys	N;FEM;SG	N;NOM;SG
pertinence	tärkeys	pertinence	tärkeys	N;FEM;SG	N;NOM;SG
pertinence	merkitystä	pertinence	merkitys	N;FEM;SG	N;PRT;SG
complexité	monimutkaisuuden	complexité	monimutkaisuus	N;FEM;SG	N;GEN;SG
complexité	monimutkaisuus	complexité	monimutkaisuus	N;FEM;SG	N;NOM;SG
mentionnée	mainitsi	mentionner	mainita	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
mentionnée	mainittu	mentionner	mainita	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
mentionnée	mainittiin	mentionner	mainita	V;FEM;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
rechercher	etsi	rechercher	etsiä	V;NFIN	V;IMP;SG;2;FIN;ACT
fondations	säätiöiden	fondation	säätiö	N;FEM;PL	N;GEN;PL
disposer	hävitä	disposer	hävitä	V;NFIN	V;SG;NFIN;ACT
béatrice	beatrice	béatrice	beatrice	N;FEM;SG	N;NOM;SG
slalom	slalom	slalom	slalom	N;MASC;SG	N;NOM;SG
enjeux	panokset	enjeu	panos	N;MASC;PL	N;NOM;PL
antoinette	antoinette	antoinette	antaa	N;FEM;SG	N;NOM;SG
exacte	tarkkaa	exact	tarkka	ADJ;FEM;SG	ADJ;PRT;SG
exacte	tarkka	exact	tarkka	ADJ;FEM;SG	ADJ;NOM;SG
exacte	tarkka	exact	tarkka	ADJ;FEM;SG	ADJ;NOM;SG
papiers	paperit	papier	paperi	N;MASC;PL	N;NOM;PL
pêcheurs	kalastajat	pêcheur	kalastaja	N;MASC;PL	N;NOM;PL
pêcheurs	kalastajien	pêcheur	kalastaja	N;MASC;PL	N;GEN;PL
pêcheurs	kalastajia	pêcheur	kalastaja	N;MASC;PL	N;PRT;PL
pêcheurs	kalastajat	pêcheur	kalastaja	N;MASC;PL	N;NOM;PL
pêcheurs	kalastajien	pêcheur	kalastaja	N;MASC;PL	N;GEN;PL
pêcheurs	kalastajia	pêcheur	kalastaja	N;MASC;PL	N;PRT;PL
vecteur	vektori	vecteur	vektori	N;MASC;SG	N;NOM;SG
grange	lato	grange	lato	N;FEM;SG	N;NOM;SG
break	tauko	break	tauko	N;MASC;SG	N;NOM;SG
choisis	valitut	choisir	valita	V;MASC;PL;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
dommage	harmi	dommage	harmi	INTJ	INTJ
nationalistes	kansallismieliset	nationaliste	kansallis#mielinen	ADJ;MASC;PL	ADJ;NOM;PL
nationalistes	kansallismieliset	nationaliste	kansallis#mielinen	ADJ;MASC;PL	ADJ;NOM;PL
script	käsikirjoitus	script	käsi#kirjoitus	N;MASC;SG	N;NOM;SG
accordé	myönnetty	accorder	myöntää	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
chaux	lime	chaux	lime	N;FEM;SG	N;NOM;SG
crête	huippu	crête	huippu	N;FEM;SG	N;NOM;SG
textile	tekstiili	textile	tekstiili	N;MASC;SG	N;NOM;SG
textile	tekstiili	textile	tekstiili	N;MASC;SG	N;NOM;SG
planche	lankku	planche	lankku	N;FEM;SG	N;NOM;SG
planche	lauta	planche	lauta	N;FEM;SG	N;NOM;SG
planche	johtokunta	planche	johto#kunta	N;FEM;SG	N;NOM;SG
planche	laudan	planche	lauta	N;FEM;SG	N;GEN;SG
planche	johtokunnan	planche	johto#kunta	N;FEM;SG	N;GEN;SG
pionnier	uraauurtava	pionnier	uraauurtava	N;MASC;SG	N;NOM;SG
pionnier	edelläkävijä	pionnier	edellä#kävi	N;MASC;SG	N;NOM;SG
assise	istuva	asseoir	istua	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
assise	istuva	asseoir	istua	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
assise	assisi	asseoir	assia	V;FEM;SG;PST;V.PTCP	V;IMP;SG;2;FIN;ACT
assise	istui	asseoir	istua	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
assise	istuin	asseoir	istua	V;FEM;SG;PST;V.PTCP	V;IND;SG;1;PST;FIN;ACT
perche	ahven	perche	ahvi	N;FEM;SG	N;NOM;SG
wehrmacht	wehrmachtin	wehrmacht	wehrmacht	N;FEM;SG	N;GEN;SG
mystique	mystinen	mystique	mystinen	ADJ;MASC;SG	ADJ;NOM;SG
mystique	mystinen	mystique	mystinen	ADJ;MASC;SG	ADJ;NOM;SG
zoo	eläintarha	zoo	eläin#tarha	N;MASC;SG	N;NOM;SG
proposés	ehdotetut	proposer	ehdottaa	V;MASC;PL;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
dirigées	suunnatut	diriger	suunnata	V;FEM;PL;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
innocent	viaton	innocent	viatto	ADJ;MASC;SG	ADJ;NOM;SG
parking	pysäköinti	parking	pysäköinti	N;MASC;SG	N;NOM;SG
parking	parkkipaikka	parking	parkki#paikka	N;MASC;SG	N;NOM;SG
boule	pallo	boule	pallo	N;FEM;SG	N;NOM;SG
boule	pallon	boule	pallo	N;FEM;SG	N;GEN;SG
boule	kuula	boule	kuula	N;FEM;SG	N;NOM;SG
fabriqué	tehty	fabriquer	tehdä	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
fabriqué	valmistettu	fabriquer	valmistaa	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
fabriqué	valmistettu	fabriquer	valmistaa	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
fabriqué	tekaistu	fabriquer	tekaista	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
emprisonné	vangittu	emprisonner	vangita	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
emprisonné	vangittuna	emprisonner	vangita	V;MASC;SG;PST;V.PTCP	V;FRML;SG;V.PTCP;PASS
emprisonné	vangittiin	emprisonner	vangita	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
leçons	tunnit	leçon	tunti	N;FEM;PL	N;NOM;PL
leçons	oppitunteja	leçon	oppi#tunti	N;FEM;PL	N;PRT;PL
cardinaux	kardinaalit	cardinal	kardinaali	N;MASC;PL	N;NOM;PL
gravement	ankarasti	gravement	ankarasti	ADV	ADV
locomotives	veturit	locomotive	veturi	N;FEM;PL	N;NOM;PL
expressions	lauseita	expression	lause	N;FEM;PL	N;PRT;PL
expressions	ilmaisuja	expression	ilmaisu	N;FEM;PL	N;PRT;PL
expressions	ilmaisujen	expression	ilmaisu	N;FEM;PL	N;GEN;PL
tactique	taktinen	tactique	taktinen	ADJ;FEM;SG	ADJ;NOM;SG
originaux	alkuperäisiä	original	alku#peräinen	ADJ;MASC;PL	ADJ;PRT;PL
originaux	alkuperäiset	original	alku#peräinen	ADJ;MASC;PL	ADJ;NOM;PL
originaux	alkuperäiset	original	alku#peräinen	ADJ;MASC;PL	ADJ;NOM;PL
boeing	boeing	boeing	boeing	N;MASC;SG	N;NOM;SG
sauvé	pelasti	sauver	pelastaa	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
sauvé	pelastettiin	sauver	pelastaa	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
sauvé	pelastettu	sauver	pelastaa	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
sauvé	pelasti	sauver	pelastaa	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
sauvé	tallennettu	sauver	tallentaa	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
récompensé	palkittiin	récompenser	palkita	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
sauve	pelastaa	sauver	pelastaa	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
sauve	säästää	sauver	säästää	V;IND;SG;3;PRS;FIN	V;SG;FIN;ACT
phrases	lauseita	phrase	lause	N;FEM;PL	N;PRT;PL
phrases	tuomiot	phrase	tuomio	N;FEM;PL	N;NOM;PL
phrases	lauseita	phrase	lause	N;FEM;PL	N;PRT;PL
jambes	jalkoja	jambe	jalka	N;FEM;PL	N;PRT;PL
jambes	jalkojen	jambe	jalka	N;FEM;PL	N;GEN;PL
jambes	sääret	jambe	sääri	N;FEM;PL	N;NOM;PL
jambes	jalat	jambe	jalka	N;FEM;PL	N;NOM;PL
dissoute	liuennut	dissoudre	liueta	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
sensibilité	herkkyys	sensibilité	herkkyys	N;FEM;SG	N;NOM;SG
épidémie	epidemia	épidémie	epidemia	N;FEM;SG	N;NOM;SG
épidémie	epidemian	épidémie	epidemia	N;FEM;SG	N;GEN;SG
épidémie	epidemia	épidémie	epidemia	N;FEM;SG	N;NOM;SG
soulèvement	kapina	soulèvement	kapina	N;MASC;SG	N;NOM;SG
soulèvement	kansannousu	soulèvement	kansan#nousu	N;MASC;SG	N;NOM;SG
soulèvement	tankkauksen	soulèvement	tankkaus	N;MASC;SG	N;GEN;SG
oreille	korvan	oreille	korva	N;FEM;SG	N;GEN;SG
oreille	korva	oreille	korva	N;FEM;SG	N;NOM;SG
défenseurs	puolustajia	défenseur	puolustaja	N;MASC;PL	N;PRT;PL
défenseurs	puolustajat	défenseur	puolustaja	N;MASC;PL	N;NOM;PL
ambiance	tunnelmaa	ambiance	tunnelma	N;FEM;SG	N;PRT;SG
ambiance	ilmakehä	ambiance	ilma#kehä	N;FEM;SG	N;NOM;SG
ambiance	ilmapiiri	ambiance	ilma#piiri	N;FEM;SG	N;NOM;SG
ambiance	tunnelma	ambiance	tunnelma	N;FEM;SG	N;NOM;SG
ambiance	tunnelmaa	ambiance	tunnelma	N;FEM;SG	N;PRT;SG
ambiance	tuulella	ambiance	tuuli	N;FEM;SG	N;AT+ESS
;SG
ambiance	mielialan	ambiance	mieli#ala	N;FEM;SG	N;GEN;SG
ambiance	tunnelmaan	ambiance	tunnelma	N;FEM;SG	N;IN+ALL;SG
ambiance	tunnelmaa	ambiance	tunnelma	N;FEM;SG	N;PRT;SG
ambiance	tunnelman	ambiance	tunnelma	N;FEM;SG	N;GEN;SG
ambiance	tunnelma	ambiance	tunnelma	N;FEM;SG	N;NOM;SG
pts	pts	pts	pts	N;MASC;SG	N;NOM;SG
confirmer	vahvistetaan	confirmer	vahvistaa	V;NFIN	V;IND;PRS;FIN;PASS
confirmer	vahvistavat	confirmer	vahvistaa	V;NFIN	V;IND;PL;3;PRS;FIN;ACT
confirmer	vahvistaa	confirmer	vahvistaa	V;NFIN	V;IND;SG;PRS;FIN;ACT
confirmer	vahvistaa	confirmer	vahvistaa	V;NFIN	V;IND;SG;PRS;FIN;ACT
confirmer	vahvista	confirmer	vahvistaa	V;NFIN	V;IMP;SG;2;FIN;ACT
diminuer	vähentynyt	diminuer	vähentyä	V;NFIN	V;NOM;SG;V.PTCP;ACT
diminuer	vähenee	diminuer	vähetä	V;NFIN	V;IND;SG;3;PRS;FIN;ACT
diminuer	laskeva	diminuer	laskea	V;NFIN	V;NOM;SG;V.PTCP;ACT
coréenne	korealainen	coréen	korealainen	ADJ;FEM;SG	ADJ;NOM;SG
obstacles	esteitä	obstacle	este	N;MASC;PL	N;PRT;PL
obstacles	esteet	obstacle	este	N;MASC;PL	N;NOM;PL
obstacles	esteitä	obstacle	este	N;MASC;PL	N;PRT;PL
obstacles	esteet	obstacle	este	N;MASC;PL	N;NOM;PL
rabat	rabatissa	rabat	rabatti	N;MASC;SG	N;IN+ESS;SG
rabat	läppä	rabat	läppä	N;MASC;SG	N;NOM;SG
habsbourg	habsburg	habsbourg	habsburg	N;MASC;SG	N;NOM;SG
voté	äänestänyt	voter	äänestää	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
voté	äänesti	voter	äänestää	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
voté	äänestetty	voter	äänestää	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
chalon	chalon	chalon	chalo	N;MASC;SG	N;GEN;SG
anatomie	anatomian	anatomie	anatomia	N;FEM;SG	N;GEN;SG
occurrence	esiintyminen	occurrence	esiintyminen	N;FEM;SG	N;NOM;SG
rubrique	nimike	rubrique	nimike	N;FEM;SG	N;NOM;SG
typiquement	tyypillisesti	typiquement	tyypillisesti	ADV	ADV
typiquement	tavallisesti	typiquement	tavallisesti	ADV	ADV
cyclo	syklo	cyclo	syklo	N;MASC;SG	N;NOM;SG
vérification	tilintarkastus	vérification	tilin#tarkastus	N;FEM;SG	N;NOM;SG
vérification	tarkastuksen	vérification	tarkastus	N;FEM;SG	N;GEN;SG
vérification	tarkastus	vérification	tarkastus	N;FEM;SG	N;NOM;SG
vérification	tarkastus	vérification	tarkastus	N;FEM;SG	N;NOM;SG
vérification	todentaminen	vérification	todentaminen	N;FEM;SG	N;NOM;SG
renouvellement	uudistaminen	renouvellement	uudistaminen	N;MASC;SG	N;NOM;SG
renouvellement	uusimista	renouvellement	uusiminen	N;MASC;SG	N;PRT;SG
renouvellement	uusiminen	renouvellement	uusiminen	N;MASC;SG	N;NOM;SG
plumes	höyheniä	plume	höyhen	N;FEM;PL	N;PRT;PL
entrepreneur	yrittäjä	entrepreneur	yrittäjä	N;MASC;SG	N;NOM;SG
entrepreneur	urakoitsija	entrepreneur	urakoitsija	N;MASC;SG	N;NOM;SG
généalogie	sukututkimus	généalogie	suku#tutkimus	N;FEM;SG	N;NOM;SG
psychanalyse	psykoanalyysi	psychanalyse	psykoonaly	N;FEM;SG	N;NOM;SG
pompiers	palomiehet	pompier	palo#mies	N;MASC;PL	N;NOM;PL
vagues	aallot	vague	aalto	N;FEM;PL	N;NOM;PL
vagues	aaltoja	vague	aalto	N;FEM;PL	N;PRT;PL
népal	nepalin	népal	nepali	N;MASC;SG	N;GEN;SG
cérémonies	seremonioita	cérémonie	seremonia	N;FEM;PL	N;PRT;PL
martyr	marttyyri	martyr	marttyyri	N;MASC;SG	N;NOM;SG
martyr	marttyyri	martyr	marttyyri	N;MASC;SG	N;NOM;SG
assassin	salamurhaaja	assassin	salamurhaaja	N;MASC;SG	N;NOM;SG
assassin	palkkamurhaaja	assassin	palkka#murhaaja	N;MASC;SG	N;NOM;SG
assassin	murhaaja	assassin	murhaaja	N;MASC;SG	N;NOM;SG
conversation	keskustelua	conversation	keskustelu	N;FEM;SG	N;PRT;SG
conversation	keskustelu	conversation	keskustelu	N;FEM;SG	N;NOM;SG
conversation	keskustelun	conversation	keskustelu	N;FEM;SG	N;GEN;SG
associées	liittyvät	associer	liittyä	V;FEM;PL;PST;V.PTCP	V;NOM;PL;V.PTCP;ACT
bactéries	bakteerit	bactérie	bakteeri	N;FEM;PL	N;NOM;PL
désignée	nimetty	désigner	nimetä	V;FEM;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
discographie	diskografia	discographie	diskografi	N;FEM;SG	N;NOM;SG
faillite	vararikkoon	faillite	vara#rikko	N;FEM;SG	N;IN+ALL;SG
faillite	konkurssi	faillite	konkurssi	N;FEM;SG	N;NOM;SG
faillite	konkurssiin	faillite	konkurssi	N;FEM;SG	N;IN+ALL;SG
faillite	konkurssin	faillite	konkurssi	N;FEM;SG	N;GEN;SG
faillite	konkurssi	faillite	konkurssi	N;FEM;SG	N;NOM;SG
faillite	konkurssiin	faillite	konkurssi	N;FEM;SG	N;IN+ALL;SG
invisible	näkymätön	invisible	näkymätön	ADJ;MASC;SG	ADJ;NOM;SG
invisible	näkymätön	invisible	näkymätön	ADJ;MASC;SG	ADJ;NOM;SG
cambodge	kambodžan	cambodge	kambodža	N;MASC;SG	N;GEN;SG
réacteur	reaktorin	réacteur	reaktori	N;MASC;SG	N;GEN;SG
réacteur	reaktori	réacteur	reaktori	N;MASC;SG	N;NOM;SG
dossiers	kansiot	dossier	kansio	N;MASC;PL	N;NOM;PL
dossiers	kansioita	dossier	kansio	N;MASC;PL	N;PRT;PL
dossiers	kansiot	dossier	kansio	N;MASC;PL	N;NOM;PL
dossiers	tiedostojen	dossier	tiedosto	N;MASC;PL	N;GEN;PL
dossiers	tiedostoja	dossier	tiedosto	N;MASC;PL	N;PRT;PL
dossiers	tiedostot	dossier	tiedosto	N;MASC;PL	N;NOM;PL
panthéon	pantheon	panthéon	panthe	N;MASC;SG	N;NOM;SG
légumes	vihannesten	légume	vihannes	N;MASC;PL	N;GEN;PL
légumes	kasvikset	légume	kasvis	N;MASC;PL	N;NOM;PL
légumes	vihanneksia	légume	vihannes	N;MASC;PL	N;PRT;PL
légumes	vihannekset	légume	vihannes	N;MASC;PL	N;NOM;PL
niger	nigerin	niger	nigeri	N;MASC;SG	N;GEN;SG
prose	proosaa	prose	proosa	N;FEM;SG	N;PRT;SG
caserne	paloasema	caserne	palo	N;FEM;SG	N;NOM;SG
anthropologie	antropologia	anthropologie	antropologi	N;FEM;SG	N;NOM;SG
mexicaine	meksikolainen	mexicain	meksikolainen	ADJ;FEM;SG	ADJ;NOM;SG
intervalle	väli	intervalle	väli	N;MASC;SG	N;NOM;SG
quarantaine	karanteeniin	quarantaine	karanne	N;FEM;SG	N;IN+ALL;SG
quarantaine	karanteeni	quarantaine	karanne	N;FEM;SG	N;NOM;SG
concurrents	kilpailijat	concurrent	kilpailija	N;MASC;PL	N;NOM;PL
concurrents	kilpailijoita	concurrent	kilpailija	N;MASC;PL	N;PRT;PL
concurrents	kilpailijoiden	concurrent	kilpailija	N;MASC;PL	N;GEN;PL
concurrents	kilpailijat	concurrent	kilpailija	N;MASC;PL	N;NOM;PL
symptômes	oireet	symptôme	oire	N;MASC;PL	N;NOM;PL
symptômes	oireita	symptôme	oire	N;MASC;PL	N;PRT;PL
estimations	arvioita	estimation	arvio	N;FEM;PL	N;PRT;PL
estimations	arviot	estimation	arvio	N;FEM;PL	N;NOM;PL
dissous	liuennut	dissoudre	liueta	V;MASC;SG;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
réplique	vastaus	réplique	vastaus	N;FEM;SG	N;NOM;SG
réplique	vastauksen	réplique	vastaus	N;FEM;SG	N;GEN;SG
réplique	jäljennös	réplique	jäljennös	N;FEM;SG	N;NOM;SG
réplique	kopio	réplique	kopio	N;FEM;SG	N;NOM;SG
mètre	metri	mètre	metri	N;MASC;SG	N;NOM;SG
mètre	mittari	mètre	mittari	N;MASC;SG	N;NOM;SG
staline	stalin	staline	stali	N;FEM;SG	N;NOM;SG
staline	stalinin	staline	stalin	N;FEM;SG	N;GEN;SG
ban	kielto	ban	kielto	N;MASC;SG	N;NOM;SG
ban	kieltäminen	ban	kieltäminen	N;MASC;SG	N;NOM;SG
arcs	kaaret	arc	kaari	N;MASC;PL	N;NOM;PL
arcs	kaaret	arc	kaari	N;MASC;PL	N;NOM;PL
anecdote	trivia	anecdote	trivi	N;FEM;SG	N;NOM;SG
anecdote	anekdootti	anecdote	anekdootti	N;FEM;SG	N;NOM;SG
directeurs	johtajat	directeur	johtaja	N;MASC;PL	N;NOM;PL
directeurs	päälliköt	directeur	päällikkö	N;MASC;PL	N;NOM;PL
directeurs	johtajat	directeur	johtaja	N;MASC;PL	N;NOM;PL
canard	ankka	canard	ankka	N;MASC;SG	N;NOM;SG
canard	ankkaa	canard	ankaa	N;MASC;SG	N;PRT;SG
canard	duck	canard	duck	N;MASC;SG	N;NOM;SG
gazon	nurmikon	gazon	nurmikko	N;MASC;SG	N;GEN;SG
gazon	nurmikko	gazon	nurmikko	N;MASC;SG	N;NOM;SG
gazon	ruohoa	gazon	ruoho	N;MASC;SG	N;PRT;SG
gazon	ruoho	gazon	ruoho	N;MASC;SG	N;NOM;SG
monstres	hirviöitä	monstre	hirviö	N;MASC;PL	N;PRT;PL
monstres	hirviöt	monstre	hirviö	N;MASC;PL	N;NOM;PL
panorama	panorama	panorama	panora	N;MASC;SG	N;NOM;SG
icône	kuvake	icône	kuvake	N;FEM;SG	N;NOM;SG
icône	kuvaketta	icône	kuvake	N;FEM;SG	N;PRT;SG
progressif	asteittainen	progressif	asteittainen	ADJ;MASC;SG	ADJ;NOM;SG
progressif	asteittainen	progressif	asteittainen	ADJ;MASC;SG	ADJ;NOM;SG
