dan	ja	dan	ja	CONJ	CONJ
tiba	saapunut	tiba	saapua	V;SG	V;NOM;SG;V.PTCP;ACT
jabatan	otsikko	jabatan	otsikko	N;SG	N;NOM;SG
jabatan	osasto	jabatan	osasto	N;SG	N;NOM;SG
jabatan	nimike	jabatan	nimike	N;SG	N;NOM;SG
jabatan	asema	jabatan	asema	N;SG	N;NOM;SG
jabatan	kannan	jabatan	kanta	N;SG	N;GEN;SG
jabatan	asento	jabatan	asento	N;SG	N;NOM;SG
jabatan	kanta	jabatan	kanta	N;SG	N;NOM;SG
jabatan	sijainti	jabatan	sijainti	N;SG	N;NOM;SG
dinasti	dynastian	dinasti	dynastia	N	N;GEN;SG
festival	juhla	festival	juhla	N	N;NOM;SG
festival	festivaali	festival	festi#vaali	N	N;NOM;SG
festival	juhlaa	festival	juhlaa	N	N;PRT;SG
festival	festivaalit	festival	festi#vaali	N	N;NOM;PL
objek	esine	objek	esine	N;SG	N;NOM;SG
objek	kohde	objek	kohde	N;SG	N;NOM;SG
perkembangan	kehittäminen	perkembangan	kehittäminen	N;SG	N;NOM;SG
perkembangan	kehitystä	perkembangan	kehitys	N;SG	N;PRT;SG
perkembangan	kehitys	perkembangan	kehitys	N;SG	N;NOM;SG
perkembangan	etenemiseen	perkembangan	eteneminen	N;SG	N;IN+ALL;SG
perkembangan	etenemistä	perkembangan	eteneminen	N;SG	N;PRT;SG
perkembangan	eteneminen	perkembangan	eteneminen	N;SG	N;NOM;SG
perkembangan	etenemisen	perkembangan	eteneminen	N;SG	N;GEN;SG
perkembangan	kasvu	perkembangan	kasvu	N;SG	N;NOM;SG
perkembangan	kasvuun	perkembangan	kasvu	N;SG	N;IN+ALL;SG
perkembangan	kasvua	perkembangan	kasvu	N;SG	N;PRT;SG
perkembangan	edistystä	perkembangan	edistys	N;SG	N;PRT;SG
perkembangan	edistyminen	perkembangan	edistyminen	N;SG	N;NOM;SG
perkembangan	edistys	perkembangan	edistys	N;SG	N;NOM;SG
perkembangan	progress	perkembangan	progress	N;SG	N;NOM;SG
perkembangan	kehitys	perkembangan	kehitys	N;SG	N;NOM;SG
keluar	lopettaa	keluar	lopettaa	V;SG;ACT	V;SG;NFIN;ACT
keluar	lopetti	keluar	lopettaa	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
keluar	lopeta	keluar	lopettaa	V;SG;ACT	V;IMP;SG;2;FIN;ACT
keluar	poistu	keluar	poistua	V;SG;ACT	V;IMP;SG;2;FIN;ACT
minggu	viikon	minggu	viikko	N;SG	N;GEN;SG
minggu	viikolla	minggu	viikko	N;SG	N;AT+ESS
;SG
minggu	viikkoa	minggu	viikko	N;SG	N;PRT;SG
minggu	viikko	minggu	viikko	N;SG	N;NOM;SG
minggu	sunnuntaina	minggu	sunnuntai	N;SG	N;FRML;SG
minggu	sunnuntai	minggu	sunnuntai	N;SG	N;NOM;SG
minggu	viikkoa	minggu	viikko	N;SG	N;PRT;SG
status	status	status	status	N;SG	N;NOM;SG
status	asema	status	asema	N;SG	N;NOM;SG
status	tila	status	tila	N;SG	N;NOM;SG
status	tilanne	status	tilanne	N;SG	N;NOM;SG
kuno	muinainen	kuno	muinainen	ADJ;SG	ADJ;NOM;SG
kuno	ikivanha	kuno	iki#vanha	ADJ;SG	ADJ;NOM;SG
kekaisaran	imperiumin	kekaisaran	imperiumi	N;SG	N;GEN;SG
kekaisaran	valtakunta	kekaisaran	valta#kunta	N;SG	N;NOM;SG
kekaisaran	imperiumi	kekaisaran	imperiumi	N;SG	N;NOM;SG
peran	roolin	peran	rooli	N;SG	N;GEN;SG
peran	rooli	peran	rooli	N;SG	N;NOM;SG
kuat	vahva	kuat	vahva	ADJ;SG	ADJ;NOM;SG
kuat	vahvaa	kuat	vahva	ADJ;SG	ADJ;PRT;SG
kuat	voimakas	kuat	voimakas	ADJ;SG	ADJ;NOM;SG
kuat	voimakasta	kuat	voimakas	ADJ;SG	ADJ;PRT;SG
kuat	voimakas	kuat	voimakas	ADJ;SG	ADJ;NOM;SG
award	palkintoa	award	palkinto	N	N;PRT;SG
award	palkinto	award	palkinto	N	N;NOM;SG
tradisional	perinteinen	tradisional	perinteinen	ADJ;SG	ADJ;NOM;SG
meter	metriä	meter	metri	N;SG	N;PRT;SG
meter	metri	meter	metri	N;SG	N;NOM;SG
meter	mittari	meter	mittari	N;SG	N;NOM;SG
meter	metriä	meter	metri	N;SG	N;PRT;SG
proyek	projektia	proyek	projekti	N;SG	N;PRT;SG
proyek	projekti	proyek	projekti	N;SG	N;NOM;SG
proyek	projektin	proyek	projekti	N;SG	N;GEN;SG
proyek	hanke	proyek	hanke	N;SG	N;NOM;SG
proyek	hankkeen	proyek	hanke	N;SG	N;GEN;SG
teori	teoriaa	teori	teoria	N;SG	N;PRT;SG
teori	teoria	teori	teoria	N;SG	N;NOM;SG
saudara	veli	saudara	veli	N;SG	N;NOM;SG
saudara	sisarus	saudara	sisarus	N;SG	N;NOM;SG
panas	kuumaa	panas	kuuma	ADJ;SG	ADJ;PRT;SG
panas	kuuma	panas	kuuma	ADJ;SG	ADJ;NOM;SG
jarak	välimatka	jarak	väli#matka	N;SG	N;NOM;SG
jarak	etäisyys	jarak	etäisyys	N;SG	N;NOM;SG
kisah	tarinaa	kisah	tarina	N;SG	N;PRT;SG
kisah	tarina	kisah	tarina	N;SG	N;NOM;SG
kisah	tarinan	kisah	tarina	N;SG	N;GEN;SG
tanda	allekirjoitus	tanda	allekirjoida	N;SG	N;NOM;SG
tanda	merkki	tanda	merkki	N;SG	N;NOM;SG
tanda	merkki	tanda	merkki	N;SG	N;NOM;SG
tanda	merkintä	tanda	merkintä	N;SG	N;NOM;SG
tanda	tunniste	tanda	tunniste	N;SG	N;NOM;SG
tanda	marks	tanda	marks	N;SG	N;NOM;SG
alasan	järki	alasan	järki	N;SG	N;NOM;SG
alasan	syy	alasan	syy	N;SG	N;NOM;SG
alasan	syyn	alasan	syy	N;SG	N;GEN;SG
arah	suuntaa	arah	suunta	N;SG	N;PRT;SG
arah	suuntaan	arah	suunta	N;SG	N;IN+ALL;SG
arah	suunta	arah	suunta	N;SG	N;NOM;SG
arah	suunnan	arah	suunta	N;SG	N;GEN;SG
pribadi	henkilökohtainen	pribadi	henkilö#kohtainen	ADJ;SG	ADJ;NOM;SG
pribadi	henkilökohtaista	pribadi	henkilö#kohtainen	ADJ;SG	ADJ;PRT;SG
pribadi	yksityisen	pribadi	yksityinen	ADJ;SG	ADJ;GEN;SG
pribadi	yksityinen	pribadi	yksityinen	ADJ;SG	ADJ;NOM;SG
penelitian	tutkimus	pentelitian	tutkimus	N;SG	N;NOM;SG
penelitian	tutkimuksen	pentelitian	tutkimus	N;SG	N;GEN;SG
internet	internet	internet	internet	N;SG	N;NOM;SG
divisi	divisioona	divisi	divi#sioo	N;SG	N;NOM;SG
divisi	jakoon	divisi	jako	N;SG	N;IN+ALL;SG
divisi	jaosto	divisi	jaosto	N;SG	N;NOM;SG
divisi	divisioonaa	divisi	divi#sio#ona	N;SG	N;PRT;SG
menit	minuuttia	menit	minuutti	N;SG	N;PRT;SG
menit	pöytäkirja	menit	pöytä#kirja	N;SG	N;NOM;SG
menit	minuutti	menit	minuutti	N;SG	N;NOM;SG
menit	minuutissa	menit	minuutti	N;SG	N;IN+ESS;SG
menit	minuutin	menit	minuutti	N;SG	N;GEN;SG
uang	raha	uang	raha	N;SG	N;NOM;SG
uang	rahaa	uang	raha	N;SG	N;PRT;SG
pohon	puu	pohon	puu	N;SG	N;NOM;SG
pohon	puuta	pohon	puu	N;SG	N;PRT;SG
pohon	puun	pohon	puu	N;SG	N;GEN;SG
kemampuan	kyvyn	kemampuan	kyky	N;SG	N;GEN;SG
kemampuan	kyky	kemampuan	kyky	N;SG	N;NOM;SG
kemampuan	valmius	kemampuan	valmius	N;SG	N;NOM;SG
kemampuan	taito	kemampuan	taito	N;SG	N;NOM;SG
kemampuan	taitoa	kemampuan	taito	N;SG	N;PRT;SG
keadaan	osavaltio	keadaan	osa#valtio	N;SG	N;NOM;SG
keadaan	valtion	keadaan	valtio	N;SG	N;GEN;SG
keadaan	valtio	keadaan	valtio	N;SG	N;NOM;SG
dusun	kylän	dusun	kylä	N;SG	N;GEN;SG
dusun	kylä	dusun	kylä	N;SG	N;NOM;SG
dusun	kylässä	dusun	kylä	N;SG	N;IN+ESS;SG
medan	maastossa	medan	maasto	N;SG	N;IN+ESS;SG
medan	maasto	medan	maasto	N;SG	N;NOM;SG
medan	kenttä	medan	kenttä	N;SG	N;NOM;SG
medan	kenttää	medan	kenttä	N;SG	N;PRT;SG
medan	kentän	medan	kenttä	N;SG	N;GEN;SG
file	tiedostoa	file	tiedosto	N;SG	N;PRT;SG
file	tiedosto	file	tiedosto	N;SG	N;NOM;SG
file	tiedoston	file	tiedosto	N;SG	N;GEN;SG
file	kansio	file	kansio	N;SG	N;NOM;SG
keputusan	päätös	keputusan	päätös	N;SG	N;NOM;SG
kematian	kuolemaa	kematian	kuolema	N;SG	N;PRT;SG
kematian	kuoleman	kematian	kuolema	N;SG	N;GEN;SG
kematian	kuolema	kematian	kuolema	N;SG	N;NOM;SG
berat	raskasta	berat	raskas	ADJ;SG	ADJ;PRT;SG
berat	painava	berat	painava	ADJ;SG	ADJ;NOM;SG
berat	raskas	berat	raskas	ADJ;SG	ADJ;NOM;SG
lokal	paikallinen	lokal	paikallinen	ADJ;SG	ADJ;NOM;SG
lokal	paikallista	lokal	paikallinen	ADJ;SG	ADJ;PRT;SG
memberi	antamassa	menberi	antaa	V;SG;ACT	V;IN+ESS;SG;NFIN;ACT
memberi	antaa	menberi	antaa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
daun	lehti	daun	lehti	N;SG	N;NOM;SG
batas	raja	batas	raja	N;SG	N;NOM;SG
batas	rajaa	batas	raja	N;SG	N;PRT;SG
batas	rajan	batas	raja	N;SG	N;GEN;SG
batas	raja	batas	raja	N;SG	N;NOM;SG
batas	rajoitus	batas	rajoitus	N;SG	N;NOM;SG
batas	rajaa	batas	raja	N;SG	N;PRT;SG
batas	raja	batas	raja	N;SG	N;NOM;SG
batas	rajaa	batas	raja	N;SG	N;PRT;SG
berita	uutinen	berita	uutinen	N;SG	N;NOM;SG
berita	tarinaa	berita	tarina	N;SG	N;PRT;SG
berita	tarina	berita	tarina	N;SG	N;NOM;SG
berita	tarinan	berita	tarina	N;SG	N;GEN;SG
perangkat	laite	perangkat	laite	N;SG	N;NOM;SG
perangkat	laitetta	perangkat	laite	N;SG	N;PRT;SG
perangkat	laitteen	perangkat	laite	N;SG	N;GEN;SG
meninggalkan	poistu	mentinggalkan	poistua	V;SG;ACT	V;IMP;SG;2;FIN;ACT
meninggalkan	jätä	mentinggalkan	jättää	V;SG;ACT	V;IMP;SG;2;FIN;ACT
meninggalkan	poistuu	mentinggalkan	poistua	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
kondisi	ehto	kondisi	ehto	N;SG	N;NOM;SG
kondisi	edellytys	kondisi	edellytys	N;SG	N;NOM;SG
kondisi	kunto	kondisi	kunto	N;SG	N;NOM;SG
senjata	ase	senjata	ase	N;SG	N;NOM;SG
senjata	tykki	senjata	tykki	N;SG	N;NOM;SG
senjata	pyssy	senjata	pyssy	N;SG	N;NOM;SG
senjata	ase	senjata	ase	N;SG	N;NOM;SG
mudah	helppo	mudah	helppo	ADJ;SG	ADJ;NOM;SG
mudah	helppoa	mudah	helppo	ADJ;SG	ADJ;PRT;SG
menengah	väli	menengah	väli	N;SG	N;NOM;SG
fungsi	funktio	fungsi	funktio	N;SG	N;NOM;SG
fungsi	toiminto	fungsi	toiminto	N;SG	N;NOM;SG
berdiri	seisoo	berdiri	seisoa	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
berdiri	seistä	berdiri	seistä	V;SG;ACT	V;SG;NFIN;ACT
berdiri	seistä	berdiri	seistä	V;SG;ACT	V;SG;NFIN;ACT
berdiri	seiso	berdiri	seiso	V;SG;ACT	V;IMP;SG;2;FIN;ACT
aktris	näyttelijätär	aktris	näyttelijä#tärmi	N;SG	N;NOM;SG
aktris	näyttelijä	aktris	näyttelijä	N;SG	N;NOM;SG
berlangsung	kestää	berlangsung	kestää	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
dewasa	aikuinen	dewasa	aikuinen	ADJ;SG	ADJ;NOM;SG
dewasa	aikuinen	dewasa	aikuinen	ADJ;SG	ADJ;NOM;SG
dewasa	kypsä	dewasa	kypsä	ADJ;SG	ADJ;NOM;SG
dewasa	kypsää	dewasa	kypsä	ADJ;SG	ADJ;PRT;SG
membangun	rakensi	menbangun	rakentaa	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
membangun	rakentaa	menbangun	rakentaa	V;SG;ACT	V;SG;NFIN;ACT
membangun	rakenna	menbangun	rakenna	V;SG;ACT	V;IMP;SG;2;FIN;ACT
membangun	muodosta	menbangun	muoto	V;SG;ACT	V;IMP;SG;2;FIN;ACT
membangun	rakentaa	menbangun	rakentaa	V;SG;ACT	V;SG;NFIN;ACT
membangun	rakentuu	menbangun	rakentua	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
rasa	maku	rasa	maku	N;SG	N;NOM;SG
rasa	makua	rasa	maku	N;SG	N;PRT;SG
rasa	maku	rasa	maku	N;SG	N;NOM;SG
rasa	makua	rasa	maku	N;SG	N;PRT;SG
layanan	palvelun	layanan	palvelu	N;SG	N;GEN;SG
layanan	palvelu	layanan	palvelu	N;SG	N;NOM;SG
layanan	palvelua	layanan	palvelu	N;SG	N;PRT;SG
pindah	liikkuu	pindah	liikkua	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
pindah	siirrä	pindah	siirtä	V;SG;ACT	V;IMP;SG;2;FIN;ACT
pindah	siirry	pindah	siirtyä	V;SG;ACT	V;IMP;SG;2;FIN;ACT
kimia	kemikaali	kimia	kemikaali	N;SG	N;NOM;SG
kimia	kemia	kimia	kemata	N;SG	N;NOM;SG
kimia	kemian	kimia	kemia	N;SG	N;GEN;SG
kimia	kemiaa	kimia	kemia	N;SG	N;PRT;SG
perlu	tarvita	perlu	tarvita	V;SG;ACT	V;IMP;SG;2;FIN;ACT
naskah	käsikirjoitus	naskah	käsi#kirjoitus	N;SG	N;NOM;SG
naskah	käsikirjoitus	naskah	käsi#kirjoitus	N;SG	N;NOM;SG
barang	tavara	barang	tavara	N;SG	N;NOM;SG
barang	tavaran	barang	tavara	N;SG	N;GEN;SG
barang	tavaraa	barang	tavara	N;SG	N;PRT;SG
barang	meininkiä	barang	meininki	N;SG	N;PRT;SG
barang	tavaraa	barang	tavara	N;SG	N;PRT;SG
barang	erä	barang	erä	N;SG	N;NOM;SG
majalah	lehti	majalah	lehti	N;SG	N;NOM;SG
majalah	lehden	majalah	lehti	N;SG	N;GEN;SG
enam	kuusi	enam	kuusi	NUM	NUM;NOM;SG
berikutnya	seuraavaksi	berikutnya	seuraavaksi	ADV	ADV
populasi	väestö	populasi	väestö	N;SG	N;NOM;SG
populasi	väkiluku	populasi	väki#luku	N;SG	N;NOM;SG
populasi	väestön	populasi	väestö	N;SG	N;GEN;SG
ayah	faija	ayah	faija	N;SG	N;NOM;SG
ayah	isä	ayah	isä	N;SG	N;NOM;SG
ayah	isä	ayah	isä	N;SG	N;NOM;SG
ayah	isä	ayah	isä	N;SG	N;NOM;SG
peringkat	arvio	peringkat	arvio	N;SG	N;NOM;SG
peringkat	arvostelu	peringkat	arvostelu	N;SG	N;NOM;SG
peringkat	luokitus	peringkat	luokitus	N;SG	N;NOM;SG
peringkat	arvo	peringkat	arvo	N;SG	N;NOM;SG
jatuh	kaatuu	jatuh	kaatua	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
jatuh	putoaa	jatuh	pudota	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
jatuh	kaatuu	jatuh	kaatua	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
jatuh	putoaa	jatuh	pudota	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
jatuh	kaatunut	jatuh	kaatua	V;SG;ACT	V;NOM;SG;V.PTCP;ACT
jatuh	putosi	jatuh	pudota	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
jatuh	pudonnut	jatuh	pudota	V;SG;ACT	V;NOM;SG;V.PTCP;ACT
jatuh	kaatui	jatuh	kaatua	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
jatuh	pudota	jatuh	pudota	V;SG;ACT	V;IMP;SG;2;NFIN;ACT
jatuh	kaatuu	jatuh	kaatua	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
jatuh	kaadu	jatuh	kaatua	V;SG;ACT	V;IMP;SG;2;FIN;ACT
penuh	täyden	penuh	täysi	ADJ;SG	ADJ;GEN;SG
penuh	täysi	penuh	täysi	ADJ;SG	ADJ;NOM;SG
penyakit	sairaudesta	pensakit	sairaus	N;SG	N;IN+ABL;SG
penyakit	sairaus	pensakit	sairaus	N;SG	N;NOM;SG
penyakit	tauti	pensakit	tauti	N;SG	N;NOM;SG
penyakit	taudista	pensakit	tauti	N;SG	N;IN+ABL;SG
penyakit	sairaus	pensakit	sairaus	N;SG	N;NOM;SG
penyakit	sairaudesta	pensakit	sairaus	N;SG	N;IN+ABL;SG
penyakit	sairaus	pensakit	sairaus	N;SG	N;NOM;SG
komunitas	yhteisön	komunitas	yhteisö	N;SG	N;GEN;SG
komunitas	yhteisö	komunitas	yhteisö	N;SG	N;NOM;SG
kasus	case	kasus	case	N;SG	N;NOM;SG
kasus	tapauksessa	kasus	tapaus	N;SG	N;IN+ESS;SG
kasus	tapaus	kasus	tapaus	N;SG	N;NOM;SG
kasus	salkku	kasus	salkku	N;SG	N;NOM;SG
populer	suosittu	populer	suosittu	ADJ;SG	ADJ;NOM;SG
populer	suosittua	populer	suosittu	ADJ;SG	ADJ;PRT;SG
komunikasi	viestintä	komunikasi	viestin	N;SG	N;NOM;SG
komunikasi	tiedonanto	komunikasi	tiedon#anto	N;SG	N;NOM;SG
komunikasi	tiedonannon	komunikasi	tieto#anto	N;SG	N;GEN;SG
komunikasi	viestintä	komunikasi	viestin	N;SG	N;NOM;SG
komunikasi	tietoliikenne	komunikasi	tieto#liikenne	N;SG	N;NOM;SG
komunikasi	viestinnän	komunikasi	viestintä	N;SG	N;GEN;SG
menarik	viehättävä	menarik	viehätä	V;SG	V;NOM;SG;V.PTCP;ACT
menarik	houkutteleva	menarik	houkutella	V;SG	V;NOM;SG;V.PTCP;ACT
tambahan	lisä	tambahan	lisä	N;SG	N;NOM;SG
tambahan	extra	tambahan	extra	N;SG	N;NOM;SG
tambahan	lisä	tambahan	lisä	N;SG	N;NOM;SG
tambahan	lisäystä	tambahan	lisäys	N;SG	N;PRT;SG
tambahan	lisäys	tambahan	lisäys	N;SG	N;NOM;SG
tambahan	täydennys	tambahan	täydennys	N;SG	N;NOM;SG
tambahan	täydennysosa	tambahan	täydennys#osa	N;SG	N;NOM;SG
memperoleh	hankkia	menperoleh	hankkia	V;SG;ACT	V;SG;NFIN;ACT
istri	vaimon	istri	vaimo	N;SG	N;GEN;SG
istri	vaimolla	istri	vaimo	N;SG	N;AT+ESS
;SG
istri	vaimo	istri	vaimo	N;SG	N;NOM;SG
istri	vaimoa	istri	vaimo	N;SG	N;PRT;SG
judul	otsikko	judul	otsikko	N;SG	N;NOM;SG
judul	otsikko	judul	otsikko	N;SG	N;NOM;SG
judul	otsikko	judul	otsikko	N;SG	N;NOM;SG
judul	osasto	judul	osasto	N;SG	N;NOM;SG
judul	nimike	judul	nimike	N;SG	N;NOM;SG
bebas	ilmainen	bebas	ilmainen	ADJ;SG	ADJ;NOM;SG
bebas	vapaa	bebas	vapaa	ADJ;SG	ADJ;NOM;SG
bebas	ilmaiseksi	bebas	ilmainen	ADJ;SG	ADJ;TRANS;SG
wisata	matkailun	wisata	matkailu	N;SG	N;GEN;SG
wisata	matkailu	wisata	matkailu	N;SG	N;NOM;SG
wisata	matkustaminen	wisata	matkustaminen	N;SG	N;NOM;SG
wisata	matkailu	wisata	matkailu	N;SG	N;NOM;SG
wisata	matka	wisata	matka	N;SG	N;NOM;SG
wisata	kierros	wisata	kierros	N;SG	N;NOM;SG
wisata	kiertue	wisata	kiertue	N;SG	N;NOM;SG
bantuan	avustus	bantuan	avustus	N;SG	N;NOM;SG
bantuan	avustaminen	bantuan	avustaminen	N;SG	N;NOM;SG
bantuan	apu	bantuan	apu	N;SG	N;NOM;SG
bantuan	apua	bantuan	apu	N;SG	N;PRT;SG
bantuan	ohje	bantuan	ohje	N;SG	N;NOM;SG
bandara	lentokenttä	bandara	lento#kenttä	N;SG	N;NOM;SG
bandara	lentokentälle	bandara	lento#kenttä	N;SG	N;AT+ALL;SG
bandara	lentoasema	bandara	lento#asema	N;SG	N;NOM;SG
km²	km²	km²	km²	N	N;NOM;SG
tampil	suorittaa	tampil	suorittaa	V;SG;ACT	V;SG;NFIN;ACT
emas	kultaa	emas	kulta	N;SG	N;PRT;SG
emas	kulta	emas	kulta	N;SG	N;NOM;SG
emas	kullan	emas	kulta	N;SG	N;GEN;SG
tertinggi	korkeimman	tertinggi	korkea	ADJ;RL;SG	ADJ;GEN;RL;SG
tertinggi	korkein	tertinggi	korkea	ADJ;RL;SG	ADJ;NOM;RL;SG
tertinggi	pisin	tertinggi	pisin	ADJ;RL;SG	ADJ;NOM;RL;SG
meraih	tarttui	menraih	tarttua	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
olahraga	laji	olahraga	laji	N;SG	N;NOM;SG
olahraga	sport	olahraga	sport	N;SG	N;NOM;SG
olahraga	urheilun	olahraga	urheilu	N;SG	N;GEN;SG
olahraga	urheilu	olahraga	urheilu	N;SG	N;NOM;SG
olahraga	urheilua	olahraga	urheilu	N;SG	N;PRT;SG
olahraga	urheilu	olahraga	urheilu	N;SG	N;NOM;SG
bisnis	yritys	bisnis	yritys	N;SG	N;NOM;SG
bisnis	liiketoiminta	bisnis	liike#toimi	N;SG	N;NOM;SG
bisnis	liike	bisnis	liike	N;SG	N;NOM;SG
bisnis	liiketoiminnan	bisnis	liike#toiminta	N;SG	N;GEN;SG
bisnis	business	bisnis	business	N;SG	N;NOM;SG
titik	pisteen	titik	piste	N;SG	N;GEN;SG
titik	kohta	titik	kohta	N;SG	N;NOM;SG
titik	pistettä	titik	piste	N;SG	N;PRT;SG
titik	piste	titik	piste	N;SG	N;NOM;SG
titik	point	titik	pointa	N;SG	N;NOM;SG
titik	pistettä	titik	piste	N;SG	N;PRT;SG
unsur	elementti	unsur	elementti	N;SG	N;NOM;SG
pria	mies	pria	mies	N;SG	N;NOM;SG
pria	äijä	pria	äijä	N;SG	N;NOM;SG
lapangan	kenttä	lapangan	kenttä	N;SG	N;NOM;SG
lapangan	kenttää	lapangan	kenttä	N;SG	N;PRT;SG
lapangan	kentän	lapangan	kenttä	N;SG	N;GEN;SG
lapangan	syöttö	lapangan	syöttö	N;SG	N;NOM;SG
lapangan	piki	lapangan	piki	N;SG	N;NOM;SG
pengetahuan	osaaminen	pengetahuan	osaaminen	N;SG	N;NOM;SG
pengetahuan	tieto	pengetahuan	tieto	N;SG	N;NOM;SG
pengetahuan	tietämys	pengetahuan	tietämys	N;SG	N;NOM;SG
pengetahuan	tietoa	pengetahuan	tieto	N;SG	N;PRT;SG
mendukung	tukea	mendukung	tuki	N;SG;ACT	N;PRT;SG
mendukung	tuen	mendukung	tuki	N;SG;ACT	N;GEN;SG
mendukung	tukea	mendukung	tuki	N;SG;ACT	N;PRT;SG
mendukung	tuki	mendukung	tuki	N;SG;ACT	N;NOM;SG
svg	svg	svg	svg	N	N;NOM;SG
kebijakan	politiikan	kebijakan	politiikka	N;SG	N;GEN;SG
kebijakan	politiikka	kebijakan	politiikka	N;SG	N;NOM;SG
kebijakan	käytäntö	kebijakan	käytäntö	N;SG	N;NOM;SG
sana	sana	sana	sana	N;SG	N;NOM;SG
struktur	rakenne	struktur	rakenne	N;SG	N;NOM;SG
terpilih	valittu	terpilih	valita	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
terpilih	valittu	terpilih	valita	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
terpilih	valittuna	terpilih	valita	V;SG;PASS	V;FRML;SG;V.PTCP;PASS
terpilih	valittiin	terpilih	valita	V;SG;PASS	V;IND;PST;FIN;PASS
terpilih	äänestetty	terpilih	äänestää	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
oksigen	hapen	oksigen	happi	N;SG	N;GEN;SG
oksigen	happea	oksigen	happea	N;SG	N;PRT;SG
oksigen	happi	oksigen	happi	N;SG	N;NOM;SG
terbuka	avaa	terbuka	avata	V;SG	V;IMP;SG;2;FIN;ACT
terbuka	avautuu	terbuka	avautua	V;SG	V;IND;SG;3;PRS;FIN;ACT
terbuka	aukeaa	terbuka	aueta	V;SG	V;IND;SG;3;PRS;FIN;ACT
memutuskan	päättänyt	menputuskan	päättää	V;SG;ACT	V;NOM;SG;V.PTCP;ACT
memutuskan	päätti	menputuskan	päättää	V;SG;ACT	V;IND;SG;3;PST;FIN;ACT
memutuskan	päättää	menputuskan	päättää	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
memutuskan	päättää	menputuskan	päättää	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
bertemu	tavata	bertemu	tavata	V;SG;ACT	V;SG;NFIN;ACT
bertemu	tavannut	bertemu	tavata	V;SG;ACT	V;NOM;SG;V.PTCP;ACT
bertemu	täyttää	bertemu	täyttää	V;SG;ACT	V;SG;NFIN;ACT
bertemu	kokoontuu	bertemu	kokoontua	V;SG;ACT	V;IND;SG;3;PRS;FIN;ACT
sastra	kirjallisuus	sastra	kirjallisuus	N	N;NOM;SG
sastra	kirjallisuuden	sastra	kirjallisuus	N	N;GEN;SG
sastra	kirjallisuus	sastra	kirjallisuus	N	N;NOM;SG
sastra	kirjallisuuden	sastra	kirjallisuus	N	N;GEN;SG
sastra	kirjallisuutta	sastra	kirjallisuus	N	N;PRT;SG
ibukota	pääkaupunki	ibukota	pää#kaupunki	N;SG	N;NOM;SG
ibukota	pääoman	ibukota	pää#oma	N;SG	N;GEN;SG
ibukota	pääoma	ibukota	pääoma	N;SG	N;NOM;SG
edisi	painos	edisi	painos	N;SG	N;NOM;SG
laboratorium	laboratorio	laboratorium	laboratorio	N	N;NOM;SG
laboratorium	laboratorion	laboratorium	laboratorio	N	N;GEN;SG
laboratorium	laboratorio	laboratorium	laboratorio	N	N;NOM;SG
laboratorium	laboratoriot	laboratorium	laboratorio	N	N;NOM;PL
laboratorium	laboratorioiden	laboratorium	laboratorio	N	N;GEN;PL
diambil	vietiin	diambil	viedä	V;SG;PASS	V;IND;PST;FIN;PASS
diambil	viety	diambil	viedä	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
diambil	otettu	diambil	ottaa	V;SG;PASS	V;NOM;SG;V.PTCP;PASS
peserta	osallistujaa	peserta	osallistuja	N;SG	N;PRT;SG
peserta	osallistujan	peserta	osallistuja	N;SG	N;GEN;SG
peserta	osallistuja	peserta	osallistuja	N;SG	N;NOM;SG
cabang	oksa	cabang	oksa	N;SG	N;NOM;SG
hotel	hotellissa	hotel	hotelli	N;SG	N;IN+ESS;SG
hotel	hotelli	hotel	hotelli	N;SG	N;NOM;SG
hotel	hotellin	hotel	hotelli	N;SG	N;GEN;SG
hotel	hotellia	hotel	hotelli	N;SG	N;PRT;SG
segera	heti	segera	heti	ADV	ADV
segera	välittömästi	segera	välittömästi	ADV	ADV
segera	pian	segera	pian	ADV	ADV
novel	romaani	novel	romaani	N	N;NOM;SG
novel	romaaneja	novel	romaani	N	N;PRT;PL
