קטגוריה	kategorija	קטגוריה	kategorija	N;FEM;SG	N;NOM;FEM;SG
דרכים	načine	דרך	način	N;FEM;PL	N;ACC;MASC;PL
דרכים	načini	דרך	način	N;FEM;PL	N;NOM;MASC;PL
פרסום	objavljivanje	פרסום	objavljivanje	N;MASC;SG	N;NOM;NEUT;SG
פרסום	objava	פרסום	objava	N;MASC;SG	N;NOM;FEM;SG
פרסום	oglašavanje	פרסום	oglašavanje	N;MASC;SG	N;NOM;NEUT;SG
פרסום	objavljivanje	פרסום	objavljivanje	N;MASC;SG	N;NOM;NEUT;SG
פרסום	objavljivanje	פרסום	objavljivanje	N;MASC;SG	N;NOM;NEUT;SG
פעל	djelovao	פעל	djelovati	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP;ACT
אהבה	ljubavi	אהבה	ljubav	N;FEM;SG	N;INS;FEM;SG
אהבה	ljubav	אהבה	ljubav	N;FEM;SG	N;NOM;FEM;SG
עסקים	poduzeća	עסק	poduzeće	N;MASC;PL	N;NOM;NEUT;PL
עסקים	tvrtke	עסק	tvrtka	N;MASC;PL	N;NOM;FEM;PL
מדליית	medalju	מדליה	medalja	N;PSSD;FEM;SG	N;ACC;FEM;SG
מדליית	medalja	מדליה	medalja	N;PSSD;FEM;SG	N;NOM;FEM;SG
מדליית	orden	מדליה	orden	N;PSSD;FEM;SG	N;NOM;MASC;SG
שבוע	tjedna	שבוע	tjedan	N;MASC;SG	N;GEN;MASC;SG
שבוע	nedelja	שבוע	nedelja	N;MASC;SG	N;NOM;FEM;SG
שבוע	tjedan	שבוע	tjedan	N;MASC;SG	N;NOM;MASC;SG
שבוע	sedmica	שבוע	sedmica	N;MASC;SG	N;NOM;FEM;SG
פועלים	radnice	פועל	radnica	N;MASC;PL	N;NOM;FEM;PL
פועלים	radnika	פועל	radnik	N;MASC;PL	N;GEN;MASC;PL
פועלים	radnici	פועל	radnik	N;MASC;PL	N;NOM;MASC;PL
פועלים	radnicima	פועל	radnik	N;MASC;PL	N;DAT;MASC;PL
כעת	sada	כעת	sada	ADV	ADV
כעת	sad	כעת	sad	ADV	ADV
שותף	partner	שותף	partner	N;MASC;SG	N;NOM;MASC;SG
שותף	partnera	שותף	partner	N;MASC;SG	N;ANIM;ACC;MASC;SG
שותף	partnerica	שותף	partnerica	N;MASC;SG	N;NOM;FEM;SG
שותף	partneru	שותף	partner	N;MASC;SG	N;DAT;MASC;SG
שותף	suradnik	שותף	suradnik	N;MASC;SG	N;NOM;MASC;SG
שותף	suradnica	שותף	suradnica	N;MASC;SG	N;NOM;FEM;SG
רעיון	ideja	רעיון	ideja	N;MASC;SG	N;NOM;FEM;SG
רעיון	zamisao	רעיון	zamisao	N;MASC;SG	N;NOM;FEM;SG
אנרגיה	energija	אנרגיה	energija	N;FEM;SG	N;NOM;FEM;SG
הרשות	ovlasti	הרשה	ovlast	N;FEM;PL	N;NOM;FEM;PL
קיימות	postojeće	קיים	postojeći	ADJ;FEM;PL	ADJ;NOM;DEF;FEM;PL
פיקוד	naredba	פיקוד	naredba	N;MASC;SG	N;NOM;FEM;SG
מדבר	pustinja	מדבר	pustinje	N;MASC;SG	N;NOM;FEM;SG
אחראי	odgovoran	אחראי	odgovoran	ADJ;MASC	ADJ;NOM;INDF;MASC;SG
אחראי	odgovorno	אחראי	odgovoran	ADJ;MASC	ADJ;NOM;NEUT;SG
אחראי	odgovorni	אחראי	odgovoran	ADJ;MASC	ADJ;NOM;DEF;MASC;PL
אחראי	odgovorna	אחראי	odgovoran	ADJ;MASC	ADJ;NOM;DEF;FEM;SG
מחקרים	studije	מחקר	studija	N;MASC;PL	N;NOM;FEM;PL
אישית	osobno	אישית	osobno	ADV	ADV
אישית	osobno	אישית	osobno	ADV	ADV
נקודת	točka	נקודה	točka	N;FEM;SG	N;NOM;FEM;SG
יחס	stav	יחס	stav	N;MASC;SG	N;NOM;MASC;SG
יחס	omjer	יחס	omjer	N;MASC;SG	N;NOM;MASC;SG
ניהול	upravljanje	ניהול	upravljanje	N;MASC;SG	N;NOM;NEUT;SG
ניהול	uprava	ניהול	uprava	N;MASC;SG	N;NOM;FEM;SG
ניהול	upravljanje	ניהול	upravljanje	N;MASC;SG	N;NOM;NEUT;SG
ניהול	menadžment	ניהול	menadžment	N;MASC;SG	N;NOM;MASC;SG
ניהול	upravljanje	ניהול	upravljanje	N;MASC;SG	N;NOM;NEUT;SG
עיצוב	dizajn	עיצוב	dizajn	N;MASC;SG	N;NOM;MASC;SG
קיבוץ	grupiranje	קיבוץ	grupiranje	N;MASC;SG	N;NOM;NEUT;SG
שישה	šest	שישה	šest	NUM;MASC;SG	NUM
קצרה	ukratko	קצר	ukratko	ADV	ADV
קצרה	kratko	קצר	kratko	ADV	ADV
ציור	slikarstvo	ציור	slikarstvo	N;MASC;SG	N;NOM;NEUT;SG
ציור	slikanje	ציור	slikanje	N;MASC;SG	N;NOM;NEUT;SG
ציור	crtanje	ציור	crtanje	N;MASC;SG	N;NOM;NEUT;SG
ציור	crtež	ציור	crtež	N;MASC;SG	N;NOM;MASC;SG
צריכה	potreban	צריך	potreban	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
צריכה	potrebna	צריך	potreban	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
צריכה	potrebno	צריך	potreban	ADJ;FEM;SG	ADJ;NOM;DEF;NEUT;SG
נמוכה	niski	נמוך	nisk	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
נמוכה	niska	נמוך	nizak	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
מוסדות	institucije	מוסד	institucija	N;MASC;PL	N;NOM;FEM;PL
מוסדות	ustanove	מוסד	ustanova	N;MASC;PL	N;NOM;FEM;PL
מיוחדת	posebni	מיוחד	poseban	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
מיוחדת	poseban	מיוחד	poseban	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
מיוחדת	posebna	מיוחד	poseban	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
סיפורים	priče	סיפור	priča	N;MASC;PL	N;NOM;FEM;PL
סיפורים	priče	סיפור	priča	N;MASC;PL	N;NOM;FEM;PL
סיפורים	price	סיפור	price	N;MASC;PL	N;NOM;FEM;PL
להגן	štiti	הגן	štititi	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
להגן	braniti	הגן	braniti	V;NFIN;ACT	V;NFIN
להגן	brani	הגן	braniti	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
גבול	limit	גבול	limit	N;MASC;SG	N;NOM;MASC;SG
גבול	ograničenje	גבול	ograničenje	N;MASC;SG	N;NOM;NEUT;SG
גבול	granica	גבול	granica	N;MASC;SG	N;NOM;FEM;SG
גבול	granica	גבול	granica	N;MASC;SG	N;NOM;FEM;SG
התנגדות	prigovor	התנגדות	prigovor	N;FEM;SG	N;NOM;MASC;SG
התנגדות	otpor	התנגדות	otpor	N;FEM;SG	N;NOM;MASC;SG
התנגדות	opozicija	התנגדות	opozicija	N;FEM;SG	N;NOM;FEM;SG
התנגדות	oporba	התנגדות	oporba	N;FEM;SG	N;NOM;FEM;SG
התנגדות	protivljenje	התנגדות	protivljenje	N;FEM;SG	N;NOM;NEUT;SG
מקרים	slučajevi	מקרה	slučaj	N;MASC;PL	N;NOM;MASC;PL
מקרים	slučajeva	מקרה	slučaj	N;MASC;PL	N;GEN;MASC;PL
חברתית	socijalno	חברתי	socijalno	ADV	ADV
חברתית	društveno	חברתי	društveno	ADV	ADV
חברתית	društveno	חברתי	društveno	ADV	ADV
לילה	layla	לילה	lay	N;MASC;SG	N;NOM;FEM;SG
לילה	noć	לילה	noć	N;MASC;SG	N;NOM;FEM;SG
לילה	noći	לילה	noć	N;MASC;SG	N;GEN;FEM;SG
לילה	noc	לילה	noc	N;MASC;SG	N;NOM;MASC;SG
יחסים	veze	יחסים	veza	N;MASC;PL	N;NOM;FEM;PL
יחסים	odnose	יחסים	odnos	N;MASC;PL	N;ACC;MASC;PL
אדמה	tlo	אדמה	tlo	N;FEM;SG	N;NOM;NEUT;SG
אדמה	zemlja	אדמה	zemlja	N;FEM;SG	N;NOM;FEM;SG
אדמה	kopno	אדמה	kopno	N;FEM;SG	N;NOM;NEUT;SG
אדמה	zemljište	אדמה	zemljište	N;FEM;SG	N;NOM;NEUT;SG
אדמה	zemlja	אדמה	zemlja	N;FEM;SG	N;NOM;FEM;SG
מורה	učiteljica	מורה	učiteljica	N;MASC;SG	N;NOM;FEM;SG
מורה	nastavnik	מורה	nastavnik	N;MASC;SG	N;NOM;MASC;SG
מורה	učitelj	מורה	učitelj	N;MASC;SG	N;NOM;MASC;SG
שניים	dva	שניים	dva	NUM;MASC;PL	NUM
דוגמאות	primjeri	דוגמה	primjer	N;FEM;PL	N;NOM;MASC;PL
דוגמאות	primjera	דוגמה	primjer	N;FEM;PL	N;GEN;MASC;PL
דוגמאות	primjere	דוגמה	primjer	N;FEM;PL	N;ACC;MASC;PL
למחוק	obriši	מחק	obrisiti	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN
מפתח	tipka	מפתח	tipkati	N;MASC;SG	N;NOM;FEM;SG
מפתח	ključ	מפתח	ključ	N;MASC;SG	N;NOM;MASC;SG
מתן	davanje	מתן	davanje	N;MASC;SG	N;NOM;NEUT;SG
מתן	matan	מתן	matan	N;MASC;SG	N;NOM;MASC;SG
מתן	pružanje	מתן	pružanje	N;MASC;SG	N;NOM;NEUT;SG
להשתתף	prisustvovati	השתתף	prisustvovati	V;NFIN	V;NFIN
להשתתף	prisustvuju	השתתף	prisustvovati	V;NFIN	V;IND;PL;3;PRS;FIN
להשתתף	sudjelovati	השתתף	sudjelovati	V;NFIN	V;NFIN
עמדה	položaj	עמדה	položaj	N;FEM;SG	N;NOM;MASC;SG
עמדה	pozicija	עמדה	pozicija	N;FEM;SG	N;NOM;FEM;SG
אמנים	umjetnici	אמן	umjetnik	N;MASC;PL	N;NOM;MASC;PL
מילה	riječ	מילה	riječ	N;FEM;SG	N;NOM;FEM;SG
מילה	rijec	מילה	rijec	N;FEM;SG	N;NOM;FEM;SG
עבודות	poslovi	עבודה	posao	N;FEM;PL	N;NOM;MASC;PL
ילד	dečko	ילד	dečko	N;MASC;SG	N;NOM;MASC;SG
ילד	momak	ילד	momak	N;MASC;SG	N;NOM;MASC;SG
ילד	dječak	ילד	dječak	N;MASC;SG	N;NOM;MASC;SG
ילד	klinac	ילד	klinac	N;MASC;SG	N;NOM;MASC;SG
ילד	djete	ילד	dijete	N;MASC;SG	N;NOM;NEUT;SG
ילד	dete	ילד	deti	N;MASC;SG	N;NOM;NEUT;SG
ילד	dijete	ילד	dijete	N;MASC;SG	N;NOM;NEUT;SG
ענף	grana	ענף	grana	N;MASC;SG	N;NOM;FEM;SG
ענף	branch	ענף	branch	N;MASC;SG	N;NOM;MASC;SG
ענף	granu	ענף	grana	N;MASC;SG	N;ACC;FEM;SG
כדורגלן	nogometaš	כדורגלן	nogometaš	N;MASC;SG	N;NOM;MASC;SG
מוסד	zavod	מוסד	zavod	N;MASC;SG	N;NOM;MASC;SG
מוסד	institut	מוסד	institut	N;MASC;SG	N;NOM;MASC;SG
מוסד	uspostavljanje	מוסד	uspostavljanje	N;MASC;SG	N;NOM;NEUT;SG
מוסד	osnivanje	מוסד	osnivanje	N;MASC;SG	N;NOM;NEUT;SG
מוסד	uspostavu	מוסד	uspostava	N;MASC;SG	N;ACC;FEM;SG
מוסד	uspostava	מוסד	uspostava	N;MASC;SG	N;NOM;FEM;SG
מוסד	ustanova	מוסד	ustanova	N;MASC;SG	N;NOM;FEM;SG
מוסד	institucija	מוסד	institucija	N;MASC;SG	N;NOM;FEM;SG
מוסד	mossad	מוסד	mossad	N;MASC;SG	N;NOM;MASC;SG
גילה	otkrio	גילה	otkriti	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP;ACT
מאחורי	iza	מאחורי	iza	ADP	ADP;GEN
טבעי	prirodna	טבעי	prirodan	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
טבעי	prirodni	טבעי	prirodan	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
קולות	glasove	קול	glas	N;MASC;PL	N;ACC;MASC;PL
קולות	glasova	קול	glas	N;MASC;PL	N;GEN;MASC;PL
קולות	glasovi	קול	glas	N;MASC;PL	N;NOM;MASC;PL
קולות	glasove	קול	glas	N;MASC;PL	N;ACC;MASC;PL
קולות	glasovi	קול	glas	N;MASC;PL	N;NOM;MASC;PL
לשלב	kombinirati	שילב	kombinirati	V;NFIN;ACT	V;NFIN
מנהיג	lider	מנהיג	lider	N;MASC;SG	N;NOM;MASC;SG
מנהיג	vođa	מנהיג	vođa	N;MASC;SG	N;NOM;MASC;SG
מטה	meta	מטה	meto	N;MASC;SG	N;NOM;FEM;SG
מטה	stožer	מטה	stožer	N;MASC;SG	N;NOM;MASC;SG
מטה	sjedište	מטה	sjedište	N;MASC;SG	N;NOM;NEUT;SG
משך	trajanje	משך	trajanje	N;MASC;SG	N;NOM;NEUT;SG
לפתוח	otvori	פתח	otvoriti	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
שיטות	metode	שיטה	metoda	N;FEM;PL	N;NOM;FEM;PL
שליטה	nadzor	שליטה	nadzor	N;FEM;SG	N;NOM;MASC;SG
שליטה	kontrola	שליטה	kontrola	N;FEM;SG	N;NOM;FEM;SG
שליטה	dominacija	שליטה	dominacija	N;FEM;SG	N;NOM;FEM;SG
שליטה	dominacija	שליטה	dominacija	N;FEM;SG	N;NOM;FEM;SG
שליטה	dominaciju	שליטה	dominacija	N;FEM;SG	N;ACC;FEM;SG
מושג	koncept	מושג	koncept	N;MASC;SG	N;NOM;MASC;SG
מושג	pojam	מושג	pojam	N;MASC;SG	N;NOM;MASC;SG
מושג	ideja	מושג	ideja	N;MASC;SG	N;NOM;FEM;SG
מושג	zamisao	מושג	zamisao	N;MASC;SG	N;NOM;FEM;SG
צורת	oblik	צורה	oblik	N;FEM;SG	N;NOM;MASC;SG
צורת	oblik	צורה	oblik	N;FEM;SG	N;NOM;MASC;SG
צורת	forma	צורה	forma	N;FEM;SG	N;NOM;FEM;SG
צורת	obrazac	צורה	obrazac	N;FEM;SG	N;NOM;MASC;SG
חומרים	materijale	חומר	materijal	N;MASC;PL	N;ACC;MASC;PL
חומרים	materijali	חומר	materijal	N;MASC;PL	N;NOM;MASC;PL
סביר	razuman	סביר	razuman	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
סביר	razumna	סביר	razuman	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
קריירה	karijeri	קריירה	karijera	N;FEM;SG	N;DAT;FEM;SG
קריירה	karijeru	קריירה	karijera	N;FEM;SG	N;ACC;FEM;SG
קריירה	karijera	קריירה	karijera	N;FEM;SG	N;NOM;FEM;SG
ניתוח	kirurgija	ניתוח	kirurgija	N;MASC;SG	N;NOM;FEM;SG
ניתוח	operacija	ניתוח	operacija	N;MASC;SG	N;NOM;FEM;SG
ניתוח	analiza	ניתוח	analiza	N;MASC;SG	N;NOM;FEM;SG
מידה	mjera	מידה	mjera	N;FEM;SG	N;NOM;FEM;SG
מידה	mjeri	מידה	mjera	N;FEM;SG	N;DAT;FEM;SG
מידה	veličina	מידה	veličina	N;FEM;SG	N;NOM;FEM;SG
אוניות	brodove	אונייה	brod	N;FEM;PL	N;ACC;MASC;PL
אוניות	brodovi	אונייה	brod	N;FEM;PL	N;NOM;MASC;PL
שחקנית	glumica	שחקן	glumica	N;FEM;SG	N;NOM;FEM;SG
פועל	radnica	פועל	radnica	N;MASC;SG	N;NOM;FEM;SG
פועל	radnik	פועל	radnik	N;MASC;SG	N;NOM;MASC;SG
פועל	glagol	פועל	glagol	N;MASC;SG	N;NOM;MASC;SG
ציבור	javnost	ציבור	javnost	N;MASC;SG	N;NOM;FEM;SG
עצמי	sebe	עצמו	sebe	PRO;SG;1;REFL	PRO;ACC;REFL
עצמי	sebi	עצמו	sebe	PRO;SG;1;REFL	PRO;DAT;REFL
פגיעה	utjecaj	פגיעה	utjecaj	N;FEM;SG	N;NOM;MASC;SG
פגיעה	udar	פגיעה	udar	N;FEM;SG	N;NOM;MASC;SG
אזרחים	građani	אזרח	građanin	N;MASC;PL	N;NOM;MASC;PL
אזרחים	građanima	אזרח	građanin	N;MASC;PL	N;DAT;MASC;PL
אזרחים	civili	אזרח	civila	N;MASC;PL	N;NOM;MASC;PL
אזרחים	civile	אזרח	civil	N;MASC;PL	N;ACC;MASC;PL
לגמרי	apsolutno	לגמרי	apsolutno	ADV	ADV
לגמרי	kompletno	לגמרי	kompletan	ADV	ADV
לגמרי	potpuno	לגמרי	potpuno	ADV	ADV
לגמרי	totalno	לגמרי	totalno	ADV	ADV
לגמרי	potpuno	לגמרי	potpuno	ADV	ADV
רוחב	širina	רוחב	širina	N;MASC;SG	N;NOM;FEM;SG
רוחב	širina	רוחב	širina	N;MASC;SG	N;NOM;FEM;SG
קטע	stvar	קטע	stvar	N;MASC;SG	N;NOM;FEM;SG
קטע	segment	קטע	segment	N;MASC;SG	N;NOM;MASC;SG
ערכי	uredi	ערך	ured		
טרור	užas	טרור	užas	N;MASC;SG	N;NOM;MASC;SG
טרור	teror	טרור	teror	N;MASC;SG	N;NOM;MASC;SG
טרור	terorizma	טרור	terorizam	N;MASC;SG	N;GEN;MASC;SG
טרור	terorizam	טרור	terorizam	N;MASC;SG	N;NOM;MASC;SG
טרור	terorist	טרור	terorist	N;MASC;SG	N;NOM;MASC;SG
טרור	terorista	טרור	terorist	N;MASC;SG	N;ACC;MASC;SG
המחלקה	odjel	המחלק	odjel	N;FEM;SG	N;NOM;MASC;SG
יישוב	naselje	יישוב	naselje	N;MASC;SG	N;NOM;NEUT;SG
יישוב	nagodba	יישוב	nagodba	N;MASC;SG	N;NOM;FEM;SG
איחוד	unija	None	unija	N;MASC;SG	N;NOM;FEM;SG
איחוד	unije	None	unija	N;MASC;SG	N;NOM;FEM;SG
איחוד	sindikat	None	sindikat	N;MASC;SG	N;NOM;MASC;SG
איחוד	ujedinjenje	None	ujedinjenje	N;MASC;SG	N;NOM;NEUT;SG
איחוד	okupljanje	None	okupljanje	N;MASC;SG	N;NOM;NEUT;SG
סעיף	odjeljak	סעיף	odjeljak	N;MASC;SG	N;NOM;MASC;SG
סעיף	sekcija	סעיף	sekcija	N;MASC;SG	N;NOM;FEM;SG
ליגה	ligu	ליגה	liga	N;FEM;SG	N;ACC;FEM;SG
ליגה	liga	ליגה	liga	N;FEM;SG	N;NOM;FEM;SG
פתרון	rješenje	פתרון	rješenje	N;MASC;SG	N;NOM;NEUT;SG
חדר	soba	חדר	soba	N;MASC;SG	N;NOM;FEM;SG
חדר	prostorija	חדר	prostorija	N;MASC;SG	N;NOM;FEM;SG
מנוע	motora	מנוע	motor	N;MASC;SG	N;GEN;MASC;SG
מנוע	motor	מנוע	motor	N;MASC;SG	N;NOM;MASC;SG
מנוע	motor	מנוע	motor	N;MASC;SG	N;NOM;MASC;SG
שיטה	bagrem	שיטה	bagrem	N;FEM;SG	N;NOM;MASC;SG
שיטה	metoda	שיטה	metoda	N;FEM;SG	N;NOM;FEM;SG
שיטה	metod	שיטה	metod	N;FEM;SG	N;NOM;MASC;SG
עדיף	bolja	עדיף	dobar	ADJ;MASC;SG	ADJ;NOM;DEF;CMPR;FEM;SG
לקבוע	odrediti	קבע	odrediti	V;NFIN;ACT	V;NFIN
תרומות	doprinose	תרומה	doprinositi	N;FEM;PL	N;ACC;MASC;PL
תרומות	donacije	תרומה	donacija	N;FEM;PL	N;NOM;FEM;PL
ציבורית	javno	ציבורי	javno	ADV	ADV
ציבורית	javno	ציבורי	javno	ADV	ADV
קיום	postojanje	קיום	postojanje	N;MASC;SG	N;NOM;NEUT;SG
פרסים	nagrade	פרס	nagrada	N;MASC;PL	N;NOM;FEM;PL
פרסים	nagrade	פרס	nagrada	N;MASC;PL	N;NOM;FEM;PL
פרסים	nagrade	פרס	nagrada	N;MASC;PL	N;NOM;FEM;PL
פרסים	perzijanci	פרס	perzijanac	N;MASC;PL	N;NOM;MASC;PL
מועמד	kandidatkinja	מועמד	kandidatkinja	N;MASC;SG	N;NOM;FEM;SG
מועמד	kandidat	מועמד	kandidat	N;MASC;SG	N;NOM;MASC;SG
נפש	psihu	נפש	psiha	N;FEM;SG	N;ACC;FEM;SG
נפש	duša	נפש	duša	N;FEM;SG	N;NOM;FEM;SG
פסטיבל	festival	פסטיבל	festival	N;MASC;SG	N;NOM;MASC;SG
פסטיבל	festivala	פסטיבל	festival	N;MASC;SG	N;GEN;MASC;SG
ייצור	proizvodnja	ייצור	proizvodnja	N;MASC;SG	N;NOM;FEM;SG
ייצור	produkcija	ייצור	produkcija	N;MASC;SG	N;NOM;FEM;SG
ייצור	proizvodnja	ייצור	proizvodnja	N;MASC;SG	N;NOM;FEM;SG
המורשת	nasljedstvo	המורשה	nasljedstvo	N;FEM;SG	N;NOM;NEUT;SG
המורשת	nasljeđe	המורשה	nasljeđe	N;FEM;SG	N;NOM;NEUT;SG
המורשת	ostavština	המורשה	ostavština	N;FEM;SG	N;NOM;FEM;SG
המורשת	naslijeđe	המורשה	naslijeđe	N;FEM;SG	N;NOM;NEUT;SG
קורות	zrake	קורה	zraka	N;FEM;PL	N;NOM;FEM;PL
קורות	grede	קורה	gred	N;FEM;PL	N;NOM;FEM;PL
בעצם	zapravo	בעצם	zapravo	ADV	ADV
תחרויות	natjecanjima	תחרות	natjecanje	N;FEM;PL	N;DAT;NEUT;PL
תחרויות	natjecanja	תחרות	natjecanje	N;FEM;PL	N;NOM;NEUT;PL
תחרויות	takmičenja	תחרות	takmičenje	N;FEM;PL	N;NOM;NEUT;PL
תחרויות	natjecanja	תחרות	natjecanje	N;FEM;PL	N;NOM;NEUT;PL
הנאצים	nacisti	הנאץ	nacistiti	N;MASC;PL	N;NOM;MASC;PL
מרחב	prostora	מרחב	prostor	N;MASC;SG	N;GEN;MASC;SG
מרחב	prostor	מרחב	prostor	N;MASC;SG	N;NOM;MASC;SG
מרחב	svemir	מרחב	svemir	N;MASC;SG	N;NOM;MASC;SG
תעופה	zrakoplovstvo	תעופה	zrakoplovstvo	N;FEM;SG	N;NOM;NEUT;SG
שלח	podnijeti	שלח	podnijeti	V;MASC;SG;3;PST	V;NFIN
איכות	kvalitet	איכות	kvalitet	N;FEM;SG	N;NOM;MASC;SG
איכות	kvaliteta	איכות	kvaliteta	N;FEM;SG	N;NOM;FEM;SG
סוגים	vrste	סוג	vrsta	N;MASC;PL	N;NOM;FEM;PL
סוגים	tipovi	סוג	tip	N;MASC;PL	N;NOM;MASC;PL
ההצעה	ponudi	ההצעה	ponuda	N;FEM;SG	N;DAT;FEM;SG
ההצעה	ponudu	ההצעה	ponuda	N;FEM;SG	N;ACC;FEM;SG
ההצעה	ponuda	ההצעה	ponuda	N;FEM;SG	N;NOM;FEM;SG
עבריים	hebreji	עבריים	hebreja	N;MASC;PL	N;NOM;MASC;PL
יושב	sjedenje	יושב	sjedenje	N;MASC;SG	N;NOM;NEUT;SG
הסבר	objašnjenje	הסבר	objašnjenje	N;MASC;SG	N;NOM;NEUT;SG
מחנה	logor	מחנה	logor	N;MASC;SG	N;NOM;MASC;SG
מחנה	kamp	מחנה	kamp	N;MASC;SG	N;NOM;MASC;SG
הצלחה	uspjeh	הצלחה	uspjeh	N;FEM;SG	N;NOM;MASC;SG
חיות	zvijeri	חיה	zvijer	N;FEM;PL	N;NOM;FEM;PL
חיות	životinje	חיה	životinja	N;FEM;PL	N;NOM;FEM;PL
בתים	kuće	בית	kuća	N;MASC;PL	N;NOM;FEM;PL
בתים	domove	בית	dom	N;MASC;PL	N;ACC;MASC;PL
מעלות	stupnjeva	מעלה	stupanj	N;FEM;PL	N;GEN;MASC;PL
מעלות	diplome	מעלה	diploma	N;FEM;PL	N;NOM;FEM;PL
עריכות	izmjene	עריכה	izmjena	N;FEM;PL	N;NOM;FEM;PL
דעות	mišljenja	דעה	mišljenje	N;FEM;PL	N;NOM;NEUT;PL
הביאה	donio	הביא	donijeti	V;FEM;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP;ACT
חוקרים	istraživači	חוקר	istraživač	N;MASC;PL	N;NOM;MASC;PL
חוקרים	istraživači	חוקר	istraživač	N;MASC;PL	N;NOM;MASC;PL
חוקרים	istražitelji	חוקר	istražitelj	N;MASC;PL	N;NOM;MASC;PL
רגיל	normalan	רגיל	normalan	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
רגיל	normalna	רגיל	normalan	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
רגיל	normalni	רגיל	normalan	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
רגיל	redovna	רגיל	redovan	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
רגיל	obična	רגיל	običan	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
רגיל	obični	רגיל	običan	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
רגיל	običan	רגיל	običan	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
מודל	manekenka	מודל	manekenka	N;MASC;SG	N;NOM;FEM;SG
מודל	model	מודל	model	N;MASC;SG	N;NOM;MASC;SG
מודל	maneken	מודל	maneken	N;MASC;SG	N;NOM;MASC;SG
מזכיר	spominjanje	מזכיר	spominjanje	N;MASC;SG	N;NOM;NEUT;SG
מזכיר	tajnica	מזכיר	tajnica	N;MASC;SG	N;NOM;FEM;SG
מזכיר	tajnik	מזכיר	tajnik	N;MASC;SG	N;NOM;MASC;SG
מזכיר	sekretarica	מזכיר	sekretarica	N;MASC;SG	N;NOM;FEM;SG
איסור	zabrani	איסור	zabrana	N;MASC;SG	N;DAT;FEM;SG
איסור	ban	איסור	ban	N;MASC;SG	N;NOM;MASC;SG
איסור	zabrana	איסור	zabrana	N;MASC;SG	N;NOM;FEM;SG
מספרים	brojevi	מספר	broj	N;MASC;PL	N;NOM;MASC;PL
מספרים	brojeve	מספר	broj	N;MASC;PL	N;ACC;MASC;PL
ארגונים	organizacije	ארגון	organizacija	N;MASC;PL	N;NOM;FEM;PL
שושלת	dinastija	שושלת	dinastija	N;FEM;SG	N;NOM;FEM;SG
נזק	oštećenje	נזק	oštećenje	N;MASC;SG	N;NOM;NEUT;SG
כדורגלנים	nogometaši	כדורגלן	nogometaš	N;MASC;PL	N;NOM;MASC;PL
כלכלית	financijski	כלכלי	financijski	ADV	ADV
כלכלית	ekonomski	כלכלי	ekonomski	ADV	ADV
כלכלית	gospodarski	כלכלי	gospodarski	ADV	ADV
כלכלית	gospodarski	כלכלי	gospodarski	ADV	ADV
כלכלית	ekonomski	כלכלי	ekonomski	ADV	ADV
סיבוב	rotacija	סיבוב	rotacija	N;MASC;SG	N;NOM;FEM;SG
סיבוב	runda	סיבוב	rund	N;MASC;SG	N;NOM;FEM;SG
כלים	instrumenti	כלי	instrument	N;MASC;PL	N;NOM;MASC;PL
כלים	instrumente	כלי	instrument	N;MASC;PL	N;ACC;MASC;PL
כלים	alati	כלי	alat	N;MASC;PL	N;NOM;MASC;PL
כלים	jela	כלי	jelo	N;MASC;PL	N;NOM;NEUT;PL
החלטה	odluci	החלטה	odluka	N;FEM;SG	N;DAT;FEM;SG
החלטה	odluka	החלטה	odluka	N;FEM;SG	N;NOM;FEM;SG
רי	ree	רי	ree		
התחיל	počelo	התחיל	početi	V;MASC;SG;3;PST	V;NEUT;SG;PST;V.PTCP;ACT
אירוע	događaju	אירוע	događaj	N;MASC;SG	N;DAT;MASC;SG
אירוע	događaj	אירוע	događaj	N;MASC;SG	N;NOM;MASC;SG
