קטגוריה	kategooria	קטגוריה	kategooria	N;FEM;SG	N;NOM;SG
ביקש	küsis	ביקש	küsima	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN;ACT
ביקש	palus	ביקש	paluma	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN;ACT
יישובים	asulate	יישוב	asula	N;MASC;PL	N;GEN;PL
הסדר	asula	הסדר	asul	N;MASC;SG	N;NOM;SG
הסדר	tellimus	הסדר	tellimus	N;MASC;SG	N;NOM;SG
הסדר	järjekord	הסדר	järje_kord	N;MASC;SG	N;NOM;SG
הסדר	korraldus	הסדר	korraldus	N;MASC;SG	N;NOM;SG
הסדר	ordu	הסדר	ordu	N;MASC;SG	N;NOM;SG
הסדר	paigutus	הסדר	paigutus	N;MASC;SG	N;NOM;SG
הסדר	kokkulepe	הסדר	kokku_lepe	N;MASC;SG	N;NOM;SG
אוכל	toit	אוכל	toit	N;MASC;SG	N;NOM;SG
אוכל	toitu	אוכל	toit	N;MASC;SG	N;PRT;SG
אוכל	söök	אוכל	söök	N;MASC;SG	N;NOM;SG
שמן	õli	שמן	õli	N;MASC;SG	N;PRT;SG
שמן	nafta	שמן	nafta	N;MASC;SG	N;NOM;SG
שמן	rasv	שמן	rasv	N;MASC;SG	N;NOM;SG
שמן	rasva	שמן	rasv	N;MASC;SG	N;PRT;SG
גילוי	avastamise	גילוי	avastamine	N;MASC;SG	N;GEN;SG
גילוי	tuvastamine	גילוי	tuvastamine	N;MASC;SG	N;NOM;SG
גילוי	avastamine	גילוי	avastamine	N;MASC;SG	N;NOM;SG
גילוי	discovery	גילוי	discovery	N;MASC;SG	N;NOM;SG
גילוי	avastus	גילוי	avastus	N;MASC;SG	N;NOM;SG
גילוי	avastamine	גילוי	avastamine	N;MASC;SG	N;NOM;SG
לדבר	räägi	דיבר	rääkima	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
שאלות	küsimused	שאלה	küsimus	N;FEM;PL	N;NOM;PL
הצעה	ettepanek	הצעה	ette_panek	N;FEM;SG	N;NOM;SG
הצעה	soovitus	הצעה	soovitus	N;FEM;SG	N;NOM;SG
הצעה	pakkumine	הצעה	pakkumine	N;FEM;SG	N;NOM;SG
זהות	identiteedi	זהות	identiteet	N;FEM;SG	N;GEN;SG
זהות	identiteet	זהות	identiteet	N;FEM;SG	N;NOM;SG
ביטחון	enesekindlus	ביטחון	enese_kindlus	N;MASC;SG	N;NOM;SG
ביטחון	usaldus	ביטחון	usaldus	N;MASC;SG	N;NOM;SG
ביטחון	turvalisus	ביטחון	turvalisus	N;MASC;SG	N;NOM;SG
ביטחון	julgeolek	ביטחון	julge_olek	N;MASC;SG	N;NOM;SG
ביטחון	turva	ביטחון	turva	N;MASC;SG	N;NOM;SG
ביטחון	julgeoleku	ביטחון	julge_olek	N;MASC;SG	N;NOM;SG
שלם	täielik	שלם	täielik	ADJ;MASC;SG	ADJ;NOM;SG
שלם	terviklik	שלם	terviklik	ADJ;MASC;SG	ADJ;NOM;SG
שלם	lõpetatud	שלם	lõpetama	ADJ;MASC;SG	ADJ;PST;V.PTCP;PASS
ממשלה	valitsus	ממשלה	valitsus	N;FEM;SG	N;NOM;SG
חשובים	tähtsad	חשוב	tähtis	ADJ;MASC;PL	ADJ;NOM;PL
חשובים	olulised	חשוב	oluline	ADJ;MASC;PL	ADJ;NOM;PL
אמת	tõsi	אמת	tõsi	N;FEM;SG	N;NOM;SG
אמת	tõde	אמת	tõde	N;FEM;SG	N;NOM;SG
תוכנה	programm	תוכנה	programm	N;FEM;SG	N;NOM;SG
תוכנה	tarkvara	תוכנה	tark_vara	N;FEM;SG	N;NOM;SG
התזמורת	orkester	התזמורת	orkester	N	N;NOM;SG
זוגות	paarid	זוג	paar	N;MASC;PL	N;NOM;PL
זוגות	paarid	זוג	paar	N;MASC;PL	N;NOM;PL
משותף	jagatud	משותף	jaga=tud	ADJ;MASC;SG	ADJ;PST;V.PTCP;PASS
משותף	ühise	משותף	ühine	ADJ;MASC;SG	ADJ;GEN;SG
חברתי	sotsiaalne	חברתי	sotsiaalne	ADJ;MASC;SG	ADJ;NOM;SG
הביאו	tooma	הביא	tooma	V;PL;3;PST;ACT	V;IN+ALL;V.CVB;ACT
הוצאה	kulu	הוצאה	kulu	N;FEM;SG	N;NOM;SG
לפעמים	mõnikord	לפעמים	mõni_kord	ADV	ADV
לפעמים	vahel	לפעמים	vahel	ADV	ADV
לפעמים	vahest	לפעמים	vahest	ADV	ADV
צלב	rist	צלב	rist	N;MASC;SG	N;NOM;SG
צלב	cross	צלב	cross	N;MASC;SG	N;NOM;SG
סיוע	abi	סיוע	abi	N;MASC;SG	N;PRT;SG
סיוע	abi	סיוע	abi	N;MASC;SG	N;PRT;SG
הגרסה	versioon	הגרסה	versioon	N;FEM;SG	N;NOM;SG
הגרסה	versiooni	הגרסה	versioon	N;FEM;SG	N;PRT;SG
הופך	muutumas	הפך	muutuma	V;MASC;SG;V.PTCP;ACT	V;IN+ESS;V.CVB;ACT
כלכלי	majanduslik	כלכלי	majanduslik	ADJ;MASC;SG	ADJ;NOM;SG
ישיבה	koosolek	ישיבה	koos_olek	N;FEM;SG	N;NOM;SG
ישיבה	kohtumine	ישיבה	kohtumine	N;FEM;SG	N;NOM;SG
יצירה	loomine	יצירה	loomine	N;FEM;SG	N;NOM;SG
יצירה	looming	יצירה	looming	N;FEM;SG	N;NOM;SG
תלמידים	üliõpilased	תלמיד	üli_õpilane	N;MASC;PL	N;NOM;PL
תלמידים	õpilased	תלמיד	õpilane	N;MASC;PL	N;NOM;PL
תלמידים	tudengid	תלמיד	tudeng	N;MASC;PL	N;NOM;PL
חלל	kosmos	חלל	kosmos	N;MASC;SG	N;NOM;SG
חלל	ruum	חלל	ruum	N;MASC;SG	N;NOM;SG
חלל	ruumi	חלל	ruum	N;MASC;SG	N;PRT;SG
תכונות	omadused	תכונה	omadus	N;FEM;PL	N;NOM;PL
תכונות	atribuudid	תכונה	atribuut	N;FEM;PL	N;NOM;PL
תכונות	omadused	תכונה	omadus	N;FEM;PL	N;NOM;PL
נרחב	ulatuslik	נרחב	ulatuslik	ADJ;MASC;SG	ADJ;NOM;SG
טווח	vahemik	טווח	vahemik	N;MASC;SG	N;NOM;SG
טווח	vahemikus	טווח	vahemik	N;MASC;SG	N;IN+ESS;SG
החליטה	otsustas	החליט	otsustama	V;FEM;SG;3;PST;ACT	V;IND;SG;3;PST;FIN;ACT
החליטה	otsustanud	החליט	otsustama	V;FEM;SG;3;PST;ACT	V;PST;V.PTCP;ACT
מחלוקת	vaidluse	מחלוקת	vaidlus	N;FEM;SG	N;GEN;SG
מחלוקת	vaidlus	מחלוקת	vaidlus	N;FEM;SG	N;NOM;SG
מחלוקת	vaidlus	מחלוקת	vaidlus	N;FEM;SG	N;NOM;SG
עותקים	koopiad	עותק	koopia	N;MASC;PL	N;NOM;PL
עותקים	koopiaid	עותק	koopia	N;MASC;PL	N;PRT;PL
חזקה	tugev	חזק	tugev	ADJ;FEM;SG	ADJ;NOM;SG
חזקה	võimas	חזק	võimas	ADJ;FEM;SG	ADJ;NOM;SG
רובם	enamikul	None	enamik	N;MASC;SG	N;AT+ESS
;SG
רובם	enamus	None	enamus	N;MASC;SG	N;NOM;SG
רובם	enamik	None	enamik	N;MASC;SG	N;NOM;SG
צדק	õiglus	צדק	õiglus	N;MASC;SG	N;NOM;SG
צדק	õigusemõistmine	צדק	õiguse_mõistmine	N;MASC;SG	N;NOM;SG
צדק	jupiter	צדק	jupiter	N;MASC;SG	N;NOM;SG
שיעור	õppetund	שיעור	õppe_tund	N;MASC;SG	N;NOM;SG
שיעור	õppetunni	שיעור	õppe_tund	N;MASC;SG	N;GEN;SG
שיעור	määr	שיעור	määr	N;MASC;SG	N;NOM;SG
טקס	tseremoonia	טקס	tseremoonia	N;MASC;SG	N;NOM;SG
טקס	tex	טקס	tex	N;MASC;SG	N;NOM;SG
טקס	rituaal	טקס	rituaal	N;MASC;SG	N;NOM;SG
טקס	rituaali	טקס	rituaal	N;MASC;SG	N;PRT;SG
התנהגות	käitumine	התנהגות	käitumine	N;FEM;SG	N;NOM;SG
התנהגות	käitumine	התנהגות	käitumine	N;FEM;SG	N;NOM;SG
התנהגות	käitumise	התנהגות	käitumine	N;FEM;SG	N;GEN;SG
אפשרי	võimalik	אפשרי	võimalik	ADJ;MASC;SG	ADJ;NOM;SG
לתקן	paranda	תיקן	parandama	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
תכנון	planeerimine	תכנון	planeerimine	N;MASC;SG	N;NOM;SG
תכנון	kavandamine	תכנון	kavandamine	N;MASC;SG	N;NOM;SG
הציע	soovitas	הציע	soovitama	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN;ACT
מרד	ülestõus	מרד	üles_tõus	N;MASC;SG	N;NOM;SG
מרד	ülestõus	מרד	üles_tõus	N;MASC;SG	N;NOM;SG
מרד	mäss	מרד	mäss	N;MASC;SG	N;NOM;SG
מרד	mäss	מרד	mäss	N;MASC;SG	N;NOM;SG
מרד	ülestõus	מרד	üles_tõus	N;MASC;SG	N;NOM;SG
עצמאי	iseseisev	עצמאי	ise_seisev	ADJ;MASC;SG	ADJ;NOM;SG;PRS;V.PTCP;ACT
עצמאי	sõltumatu	עצמאי	sõltumatu	ADJ;MASC;SG	ADJ;NOM;SG
מטרות	eesmärgid	מטרה	ees_märk	N;FEM;PL	N;NOM;PL
מטרות	sihtmärgid	מטרה	siht_märk	N;FEM;PL	N;NOM;PL
מטרות	eesmärgid	מטרה	ees_märk	N;FEM;PL	N;NOM;PL
מטרות	eesmärgid	מטרה	ees_märk	N;FEM;PL	N;NOM;PL
נקודה	periood	נקודה	periood	N;FEM;SG	N;NOM;SG
נקודה	perioodi	נקודה	periood	N;FEM;SG	N;PRT;SG
נקודה	ajavahemik	נקודה	aja_vahemik	N;FEM;SG	N;NOM;SG
נקודה	täpp	נקודה	täpp	N;FEM;SG	N;NOM;SG
נקודה	täppi	נקודה	täpp	N;FEM;SG	N;PRT;SG
נקודה	punkt	נקודה	punkt	N;FEM;SG	N;NOM;SG
נקודה	punkti	נקודה	punkt	N;FEM;SG	N;PRT;SG
נקודה	point	נקודה	point	N;FEM;SG	N;NOM;SG
חיפוש	otsimine	חיפוש	otsimine	N;MASC;SG	N;NOM;SG
חיפוש	otsing	חיפוש	otsing	N;MASC;SG	N;NOM;SG
חיפוש	otsimine	חיפוש	otsimine	N;MASC;SG	N;NOM;SG
לפתח	arendada	פיתח	arendama	V;NFIN;ACT	V;NFIN
נפרד	eraldi	נפרד	eraldi	ADJ;MASC;SG	ADJ
ארגוני	organisatsioonid	ארגון	organisatsioon	N;MASC;PL	N;NOM;PL
ארגוני	organisatsioone	ארגון	organisatsioon	N;MASC;PL	N;PRT;PL
נוסעים	reisijad	נוסע	reisija	N;MASC;PL	N;NOM;PL
נוסעים	rändurid	נוסע	rändur	N;MASC;PL	N;NOM;PL
בחירות	valimised	בחירות	valimine	N;FEM;PL	N;NOM;PL
בחירות	valimised	בחירות	valimine	N;FEM;PL	N;NOM;PL
זרם	oja	זרם	oja	N;MASC;SG	N;NOM;SG
מלון	melon	מלון	melon	N;MASC;SG	N;NOM;SG
מלון	hotell	מלון	hotell	N;MASC;SG	N;NOM;SG
מלון	hotel	מלון	hotel	N;MASC;SG	N;NOM;SG
עיטור	medal	עיטור	medal	N;MASC;SG	N;NOM;SG
עיבוד	töötlus	עיבוד	töötlus	N;MASC;SG	N;NOM;SG
עיבוד	töötlemine	עיבוד	töötlemine	N;MASC;SG	N;NOM;SG
עמודים	lehekülgi	עמוד	lehe_külg	N;MASC;PL	N;PRT;PL
עמודים	lehed	עמוד	leht	N;MASC;PL	N;NOM;PL
עמודים	leheküljed	עמוד	lehe_külg	N;MASC;PL	N;NOM;PL
עמודים	veerud	עמוד	veerg	N;MASC;PL	N;NOM;PL
קרקע	mulla	קרקע	muld	N;FEM;SG	N;NOM;SG
קרקע	pinnas	קרקע	pind	N;FEM;SG	N;NOM;SG
קרקע	muld	קרקע	muld	N;FEM;SG	N;NOM;SG
קרקע	maa	קרקע	maa	N;FEM;SG	N;NOM;SG
קרקע	maad	קרקע	maa	N;FEM;SG	N;PRT;SG
קרקע	land	קרקע	land	N;FEM;SG	N;NOM;SG
קרקע	maapind	קרקע	maa_pind	N;FEM;SG	N;NOM;SG
לכאורה	väidetavalt	לכאורה	väidetavalt	ADV	ADV
לכאורה	oletatavasti	לכאורה	oletatavasti	ADV	ADV
לכאורה	väidetavalt	לכאורה	väidetavalt	ADV	ADV
מעניין	huvitav	מעניין	huvitav	ADJ;MASC;SG	ADJ;NOM;SG;PRS;V.PTCP;ACT
צורה	kujund	צורה	kujund	N;FEM;SG	N;NOM;SG
צורה	kuju	צורה	kuju	N;FEM;SG	N;NOM;SG
צורה	kujuga	צורה	kuju	N;FEM;SG	N;COM;SG
צורה	vormi	צורה	vorm	N;FEM;SG	N;PRT;SG
צורה	vorm	צורה	vorm	N;FEM;SG	N;NOM;SG
הצלב	rist	הצלב	rist	N;MASC;SG	N;NOM;SG
הצלב	cross	הצלב	cross	N;MASC;SG	N;NOM;SG
חשובה	tähtis	חשוב	tähtis	ADJ;FEM;SG	ADJ;NOM;SG
חשובה	oluline	חשוב	oluline	ADJ;FEM;SG	ADJ;NOM;SG
ציוד	varustus	ציוד	varustus	N;MASC;SG	N;NOM;SG
ציוד	varustus	ציוד	varustus	N;MASC;SG	N;NOM;SG
ציוד	käik	ציוד	käik	N;MASC;SG	N;NOM;SG
עיתון	ajaleht	עיתון	aja_leht	N;MASC;SG	N;NOM;SG
עיתון	paber	עיתון	paber	N;MASC;SG	N;NOM;SG
אופי	karakter	אופי	karakter	N;MASC;SG	N;NOM;SG
אופי	iseloomu	אופי	ise_loom	N;MASC;SG	N;PRT;SG
אופי	tegelane	אופי	tegelane	N;MASC;SG	N;NOM;SG
אופי	iseloom	אופי	ise_loom	N;MASC;SG	N;NOM;SG
דגם	mudel	דגם	mudel	N;MASC;SG	N;NOM;SG
דגם	modell	דגם	modell	N;MASC;SG	N;NOM;SG
דגם	näidis	דגם	näidima	N;MASC;SG	N;NOM;SG
טעם	maitse	טעם	maitse	N;MASC;SG	N;NOM;SG
טעם	maitse	טעם	maitse	N;MASC;SG	N;NOM;SG
שכר	palk	שכר	palk	N;MASC;SG	N;NOM;SG
שכר	töötasu	שכר	töö_tasu	N;MASC;SG	N;NOM;SG
שכר	palk	שכר	palk	N;MASC;SG	N;NOM;SG
שכר	töötasu	שכר	töö_tasu	N;MASC;SG	N;NOM;SG
חשבון	konto	חשבון	konto	N;MASC;SG	N;NOM;SG
מחיקה	kustutamine	מחיקה	kustutamine	N;FEM;SG	N;NOM;SG
מחיקה	kustutamine	מחיקה	kustutamine	N;FEM;SG	N;NOM;SG
מחיקה	kustutamine	מחיקה	kustutamine	N;FEM;SG	N;NOM;SG
קהילה	ühendus	קהילה	ühendus	N;FEM;SG	N;NOM;SG
קהילה	kogukond	קהילה	kogukond	N;FEM;SG	N;NOM;SG
תנועות	käigud	תנועה	käik	N;FEM;PL	N;NOM;PL
תנועות	liikumised	תנועה	liikumine	N;FEM;PL	N;NOM;PL
טנקים	tankid	טנק	tank	N;MASC;PL	N;NOM;PL
טנקים	paagid	טנק	paak	N;MASC;PL	N;NOM;PL
תיקון	parandus	תיקון	parandus	N;MASC;SG	N;NOM;SG
תיקון	parandamine	תיקון	parandamine	N;MASC;SG	N;NOM;SG
תיקון	remont	תיקון	remont	N;MASC;SG	N;NOM;SG
תיקון	parandus	תיקון	parandus	N;MASC;SG	N;NOM;SG
תיקון	korrigeerimine	תיקון	korrigeerimine	N;MASC;SG	N;NOM;SG
תיקון	korrektsioon	תיקון	korrektsioon	N;MASC;SG	N;NOM;SG
תיקון	parandamine	תיקון	parandamine	N;MASC;SG	N;NOM;SG
אזורים	regioonid	אזור	regioon	N;MASC;PL	N;NOM;PL
אזורים	piirkonnad	אזור	piirkond	N;MASC;PL	N;NOM;PL
אזורים	tsoonid	אזור	tsoon	N;MASC;PL	N;NOM;PL
אזורים	tsoonide	אזור	tsoon	N;MASC;PL	N;GEN;PL
אזורים	alad	אזור	ala	N;MASC;PL	N;NOM;PL
אזורים	valdkonnad	אזור	valdkond	N;MASC;PL	N;NOM;PL
אזורים	piirkonnad	אזור	piirkond	N;MASC;PL	N;NOM;PL
להניח	eeldada	הניח	eeldama	V;NFIN;ACT	V;NFIN
להניח	eeldame	הניח	eeldama	V;NFIN;ACT	V;IND;PL;1;PRS;FIN;ACT
פעילים	aktivistide	פעיל	aktiv=ist	N;MASC;PL	N;GEN;PL
פעילים	tegutsejad	פעיל	tegutseja	N;MASC;PL	N;NOM;PL
קהילות	kogukonnad	קהילה	kogukond	N;FEM;PL	N;NOM;PL
בהחלט	absoluutselt	בהחלט	absoluutselt	ADV	ADV
איגוד	liit	איגוד	liit	N;MASC;SG	N;NOM;SG
איגוד	liidu	איגוד	liit	N;MASC;SG	N;GEN;SG
איגוד	assotsiatsioon	איגוד	assotsiatsioon	N;MASC;SG	N;NOM;SG
תשובה	vastus	תשובה	vastus	N;FEM;SG	N;NOM;SG
תשובה	vasta	תשובה	vastama	N;FEM;SG	N;NOM;SG
תשובה	vastus	תשובה	vastus	N;FEM;SG	N;NOM;SG
תשובה	vastus	תשובה	vastus	N;FEM;SG	N;NOM;SG
תשובה	reageering	תשובה	reageering	N;FEM;SG	N;NOM;SG
תשובה	reageerimine	תשובה	reageerimine	N;FEM;SG	N;NOM;SG
סכום	summa	סכום	summa	N;MASC;SG	N;NOM;SG
סכום	kogus	סכום	kogus	N;MASC;SG	N;NOM;SG
סכום	summa	סכום	summa	N;MASC;SG	N;NOM;SG
למדה	õppis	למד	õppima	V;FEM;SG;3;PST	V;IND;SG;3;PST;FIN;ACT
למדה	õppinud	למד	õppima	V;FEM;SG;3;PST	V;PST;V.PTCP;ACT
למדה	uuritud	למד	uurima	V;FEM;SG;3;PST	V;PST;V.PTCP;PASS
נהג	juht	נהג	juht	N;MASC;SG	N;NOM;SG
נהג	autojuht	נהג	auto_juht	N;MASC;SG	N;NOM;SG
עלייה	suurenemine	עלייה	suurenemine	N;FEM;SG	N;NOM;SG
עלייה	suurendamine	עלייה	suurendamine	N;FEM;SG	N;NOM;SG
גיטרה	kitarr	גיטרה	kitarr	N;FEM;SG	N;NOM;SG
זרים	välismaalased	זר	välis_maalane	N;MASC;PL	N;NOM;PL
בחר	valima	בחר	valima	V;MASC;SG;3;PST;ACT	V;IN+ALL;V.CVB;ACT
בחר	valima	בחר	valima	V;MASC;SG;3;PST;ACT	V;IN+ALL;V.CVB;ACT
לבנים	tellised	לבן	tellis	N;MASC;PL	N;NOM;PL
קשרים	ühendused	קשר	ühendus	N;MASC;PL	N;NOM;PL
קשרים	sõlmed	קשר	sõlm	N;MASC;PL	N;NOM;PL
קשרים	kontaktid	קשר	kontakt	N;MASC;PL	N;NOM;PL
קורס	kurss	קורס	kurss	N;MASC;SG	N;NOM;SG
קורס	kursus	קורס	kursus	N;MASC;SG	N;NOM;SG
קורס	krahh	קורס	krahh	N;MASC;SG	N;NOM;SG
חיבור	ühendus	חיבור	ühendus	N;MASC;SG	N;NOM;SG
חיבור	ühenduse	חיבור	ühendus	N;MASC;SG	N;GEN;SG
מדגם	proovi	מדגם	proov	N;MASC;SG	N;PRT;SG
מדגם	valim	מדגם	valim	N;MASC;SG	N;NOM;SG
מדגם	näidis	מדגם	näidima	N;MASC;SG	N;NOM;SG
מדגם	proov	מדגם	proov	N;MASC;SG	N;NOM;SG
מועצה	nõukogu	מועצה	nõu_kogu	N;FEM;SG	N;NOM;SG
בינתיים	vahepeal	בינתיים	vahe_peal	ADV	ADV
רצון	iha	רצון	iha	N;MASC;SG	N;NOM;SG
רצון	soov	רצון	soov	N;MASC;SG	N;NOM;SG
רצון	soovi	רצון	soov	N;MASC;SG	N;PRT;SG
פתוח	avatud	פתוח	avatud	ADJ;MASC;SG	ADJ;PST;V.PTCP;PASS
להצטרף	ühinege	הצטרף	ühinema	V;NFIN	V;IMP;PL;2;PRS;FIN;ACT
שוק	turgu	שוק	turg	N;MASC;SG	N;PRT;SG
שוק	turu	שוק	turg	N;MASC;SG	N;GEN;SG
שוק	turg	שוק	turg	N;MASC;SG	N;NOM;SG
שילוב	kombineerimine	שילוב	kombineeri=mine	N;MASC;SG	N;NOM;SG
שילוב	kombinatsioon	שילוב	kombinatsioon	N;MASC;SG	N;NOM;SG
שילוב	kombineerimine	שילוב	kombineeri=mine	N;MASC;SG	N;NOM;SG
חשמל	elektrienergia	חשמל	elektri_energia	N;MASC;SG	N;NOM;SG
חשמל	elekter	חשמל	elekter	N;MASC;SG	N;NOM;SG
התעשייה	tööstus	התעשייה	tööstus	N;FEM;SG	N;NOM;SG
התעשייה	tööstuse	התעשייה	tööstus	N;FEM;SG	N;GEN;SG
התעשייה	tootmisharu	התעשייה	tootmis_haru	N;FEM;SG	N;NOM;SG
מותר	lubatud	מותר	lubatud	ADJ;MASC;SG	ADJ;PST;V.PTCP;PASS
ראיון	intervjuu	ראיון	intervjuu	N;MASC;SG	N;NOM;SG
ראיון	intervjuud	ראיון	intervjuu	N;MASC;SG	N;PRT;SG
חופש	vabadus	חופש	vabadus	N;MASC;SG	N;NOM;SG
פירוק	lagunemine	פירוק	lagunemine	N;MASC;SG	N;NOM;SG
רוצים	tahaks	רצה	tahtma	V;MASC;PL;V.PTCP;ACT	V;COND;PRS;FIN;ACT
חובה	tollimaks	חובה	tollim	N;FEM;SG	N;TRANS;SG
קטגוריות	kategooriad	קטגוריה	kategooria	N;FEM;PL	N;NOM;PL
לגלות	avastavad	None	avastama	V;NFIN	V;IND;PL;3;PRS;FIN;ACT
לגלות	avastada	None	avastama	V;NFIN	V;NFIN
לגלות	avasta	None	avastama	V;NFIN	V;IMP;SG;2;PRS;FIN;ACT
לגלות	avastama	None	avastama	V;NFIN	V;IN+ALL;V.CVB;ACT
הודעה	teatamine	הודעה	teatamine	N;FEM;SG	N;NOM;SG
הודעה	teade	הודעה	teade	N;FEM;SG	N;NOM;SG
הודעה	teavitamine	הודעה	teavitamine	N;FEM;SG	N;NOM;SG
הודעה	sõnum	הודעה	sõnum	N;FEM;SG	N;NOM;SG
הודעה	teade	הודעה	teade	N;FEM;SG	N;NOM;SG
הודעה	väljakuulutamine	הודעה	välja_kuulutamine	N;FEM;SG	N;NOM;SG
סירב	keeldunud	סירב	keelduma	V;MASC;SG;3;PST;ACT	V;PST;V.PTCP;ACT
סירב	keeldus	סירב	keelduma	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN;ACT
רופא	arst	רופא	arst	N;MASC;SG	N;NOM;SG
רופא	arsti	רופא	arst	N;MASC;SG	N;PRT;SG
רופא	arst	רופא	arst	N;MASC;SG	N;NOM;SG
רופא	arsti	רופא	arst	N;MASC;SG	N;PRT;SG
רופא	doktor	רופא	doktor	N;MASC;SG	N;NOM;SG
ממוקם	paigutatud	מוקם	paigutama	V;MASC;SG;V.PTCP;PASS	V;PST;V.PTCP;PASS
ממוקם	asetatud	מוקם	asetama	V;MASC;SG;V.PTCP;PASS	V;PST;V.PTCP;PASS
אוכלוסיית	populatsioon	אוכלוסייה	populatsioon	N;PSSD;FEM;SG	N;NOM;SG
אוכלוסיית	populatsiooni	אוכלוסייה	populatsioon	N;PSSD;FEM;SG	N;PRT;SG
אוכלוסיית	rahvastik	אוכלוסייה	rahvastik	N;PSSD;FEM;SG	N;NOM;SG
אוכלוסיית	elanikkond	אוכלוסייה	elanikkond	N;PSSD;FEM;SG	N;NOM;SG
אוכלוסיית	rahvaarv	אוכלוסייה	rahva_arv	N;PSSD;FEM;SG	N;NOM;SG
מכתב	kirja	מכתב	kiri	N;MASC;SG	N;IN+ALL;LGSPEC1;SG
מכתב	kiri	מכתב	kiri	N;MASC;SG	N;NOM;SG
קוראים	lugejad	קורא	lugeja	N;MASC;PL	N;NOM;PL
בכורה	esilinastus	בכורה	esi_linastus	N;FEM;SG	N;NOM;SG
כתיבה	kirjutamine	כתיבה	kirjutamine	N;FEM;SG	N;NOM;SG
זמנית	ajutiselt	זמנית	ajutiselt	ADV	ADV
חוקר	uurija	חוקר	uurija	N;MASC;SG	N;NOM;SG
חוקר	maadeavastaja	חוקר	maade_avastaja	N;MASC;SG	N;NOM;SG
קהל	publik	קהל	publik	N;MASC;SG	N;NOM;SG
קהל	rahvas	קהל	rahvas	N;MASC;SG	N;NOM;SG
קהל	publik	קהל	publik	N;MASC;SG	N;NOM;SG
מחלות	haigused	מחלה	haigus	N;FEM;PL	N;NOM;PL
מחלות	haigused	מחלה	haigus	N;FEM;PL	N;NOM;PL
ירוק	roheline	ירוק	roheline	ADJ;MASC;SG	ADJ;NOM;SG
סטודנטים	üliõpilased	סטודנט	üli_õpilane	N;MASC;PL	N;NOM;PL
סטודנטים	õpilased	סטודנט	õpilane	N;MASC;PL	N;NOM;PL
סטודנטים	tudengid	סטודנט	tudeng	N;MASC;PL	N;NOM;PL
מקצוע	elukutse	מקצוע	elu_kutse	N;MASC;SG	N;NOM;SG
מקצוע	kutseala	מקצוע	kutse_ala	N;MASC;SG	N;NOM;SG
מקצוע	okupatsiooni	מקצוע	okupatsioon	N;MASC;SG	N;PRT;SG
מקצוע	amet	מקצוע	amet	N;MASC;SG	N;NOM;SG
שיחות	vestlused	שיחה	vestlus	N;FEM;PL	N;NOM;PL
שיחות	kõned	שיחה	kõne	N;FEM;PL	N;NOM;PL
הופיעו	ilmunud	הופיע	ilmuma	V;PL;3;PST;ACT	V;PST;V.PTCP;ACT
ציבורי	avalik	ציבורי	avalik	ADJ;MASC;SG	ADJ;NOM;SG
זמרים	lauljad	זמר	laulja	N;MASC;PL	N;NOM;PL
הופעה	tulemuslikkus	הופעה	tulemuslikkus	N;FEM;SG	N;NOM;SG
הופעה	tulemuslikkuse	הופעה	tulemuslikkus	N;FEM;SG	N;GEN;SG
הופעה	jõudlus	הופעה	jõudlus	N;FEM;SG	N;NOM;SG
הופעה	välimus	הופעה	välimus	N;FEM;SG	N;NOM;SG
הופעה	kontsert	הופעה	kontsert	N;FEM;SG	N;NOM;SG
הופעה	kontserdil	הופעה	kontsert	N;FEM;SG	N;AT+ESS
;SG
הציג	tutvustas	הציג	tutvustama	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN;ACT
להימנע	vältida	נמנע	vältima	V;NFIN;MID	V;NFIN
להחליף	vaheta	החליף	vahe	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
הכנסות	tulud	הכנסה	tulu	N;FEM;PL	N;NOM;PL
רע	bad	רע	bad	N;MASC;SG	N;NOM;SG
ביצע	teostas	ביצע	teostama	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN;ACT
ביצע	pühendunud	ביצע	pühenduma	V;MASC;SG;3;PST;ACT	V;PST;V.PTCP;ACT
מקומית	kohalikult	מקומית	kohalikult	ADV	ADV
מקומית	lokaalselt	מקומית	lokaalselt	ADV	ADV
מקומית	kohapeal	מקומית	koha_peal	ADV	ADV
בריאות	tervena	בריאות	terve	N;FEM;SG	N;FRML;SG
בריאות	tervist	בריאות	tervis	N;FEM;SG	N;PRT;SG
בריאות	tervishoid	בריאות	tervis_hoid	N;FEM;SG	N;NOM;SG
בריאות	tervis	בריאות	tervis	N;FEM;SG	N;NOM;SG
כינוי	varjunimi	כינוי	varjunim	N;MASC;SG	N;NOM;SG
כינוי	alias	כינוי	alias	N;MASC;SG	N;NOM;SG
כינוי	hüüdnimi	כינוי	hüüd_nimi	N;MASC;SG	N;NOM;SG
