lui	his	el	he	PRO;3	PRO;MASC;SG;3
pierderea	loss	pierdere	loss	N;DEF;FEM;SG	N;SG
teritorială	territorial	teritorial	territorial	ADJ;INDF;FEM;SG	ADJ
fotografie	photo	fotografie	photo	N;INDF;FEM;SG	N;SG
fotografie	photography	fotografie	photography	N;INDF;FEM;SG	N;SG
principiu	principle	principiu	principle	N;INDF;MASC;SG	N;SG
musulmani	muslim	musulman	muslim	ADJ;INDF;MASC;PL	ADJ
medieval	medieval	medieval	medieval	ADJ;INDF;MASC;SG	ADJ
profesionist	professional	profesionist	professional	ADJ;INDF;MASC;SG	ADJ
câștigător	winner	câștigător	winner	N;INDF;MASC;SG	N;SG
desen	drawing	desen	draw	N;INDF;MASC;SG	N;SG
interzis	forbidden	interzice	forbidden	ADJ;INDF;MASC;SG	ADJ
regulile	rules	regulă	rule	N;DEF;FEM;PL	N;PL
ideile	ideas	idee	idea	N;DEF;FEM;PL	N;PL
student	student	student	student	N;INDF;MASC;SG	N;SG
reacție	reaction	reacție	reaction	N;INDF;FEM;SG	N;SG
topul	top	top	top	N;DEF;MASC;SG	N;SG
avansat	advanced	avansa	advanced	ADJ;INDF;MASC;SG	ADJ
activitățile	activities	activitate	activity	N;DEF;FEM;PL	N;PL
contribuie	contributes	contribui	contribute	V;IND;3;PRS;FIN	V;IND;SG;3;PRS;FIN
cutremur	earthquake	cutremur	earthquake	N;INDF;MASC;SG	N;SG
rare	rare	rar	rare	ADJ;INDF;FEM;PL	ADJ
boală	illness	boală	illness	N;INDF;FEM;SG	N;SG
boală	disease	boală	disease	N;INDF;FEM;SG	N;SG
boală	sickness	boală	sickness	N;INDF;FEM;SG	N;SG
blocat	stuck	bloca	stuck	ADJ;INDF;MASC;SG	ADJ
măsura	measure	măsură	measure	N;DEF;FEM;SG	N;SG
sculptor	sculptor	sculptor	sculptor	N;INDF;MASC;SG	N;SG
întrebări	questions	întrebare	question	N;INDF;FEM;PL	N;PL
intern	internal	intern	internal	ADJ;INDF;MASC;SG	ADJ
intern	domestic	intern	domestic	ADJ;INDF;MASC;SG	ADJ
valorile	values	valoare	value	N;DEF;FEM;PL	N;PL
completarea	completion	completare	completion	N;DEF;FEM;SG	N;SG
paginii	page	pagină	page	N;DEF;FEM;SG	N;SG
anuarul	yearbook	anuar	yearbook	N;DEF;MASC;SG	N;SG
fabrică	factory	fabrică	factory	N;INDF;FEM;SG	N;SG
oră	hour	oră	hour	N;INDF;FEM;SG	N;SG
externă	external	extern	external	ADJ;INDF;FEM;SG	ADJ
stație	station	stație	station	N;INDF;FEM;SG	N;SG
industrie	industry	industrie	industry	N;INDF;FEM;SG	N;SG
cadru	frame	cadru	frame	N;INDF;MASC;SG	N;SG
electronică	electronic	electronic	electronic	ADJ;INDF;FEM;SG	ADJ
generație	generation	generație	generation	N;INDF;FEM;SG	N;SG
conflictul	conflict	conflict	conflict	N;DEF;MASC;SG	N;SG
peretele	wall	perete	wall	N;DEF;MASC;SG	N;SG
ulei	oil	ulei	oil	N;INDF;MASC;SG	N;SG
tehnici	techniques	tehnic	technique	N;INDF;MASC;PL	N;PL
apariție	occurrence	apariție	occurrence	N;INDF;FEM;SG	N;SG
juridice	legal	juridic	legal	ADJ;INDF;FEM;PL	ADJ
electronic	electronic	electronic	electronic	ADJ;INDF;MASC;SG	ADJ
prietenii	friends	prietenie	friend	N;DEF;MASC;PL	N;PL
channel	channel	channel	channel	N;INDF;MASC;SG	N;SG
logo	logo	logo	logo	N;INDF;MASC;SG	N;SG
aprobarea	approval	aprobare	approval	N;DEF;FEM;SG	N;SG
genuri	genres	gen	genre	N;INDF;FEM;PL	N;PL
genuri	genera	gen	genera	N;INDF;FEM;PL	N;PL
curse	races	cursă	race	N;INDF;FEM;PL	N;PL
trupă	band	trupă	band	N;INDF;FEM;SG	N;SG
trupă	troop	trupă	troop	N;INDF;FEM;SG	N;SG
personalitate	personality	personalitate	personality	N;INDF;FEM;SG	N;SG
ocupată	busy	ocupa	busy	ADJ;INDF;FEM;SG	ADJ
semnul	sign	semn	sign	N;DEF;MASC;SG	N;SG
corespunzătoare	appropriate	corespunzător	appropriate	ADJ;INDF;FEM	ADJ
recunoaștere	recognition	recunoaștere	recognition	N;INDF;FEM;SG	N;SG
animal	animal	animal	animal	N;INDF;MASC;SG	N;SG
clubiona	clubiona	clubiona	clubiona	N;DEF;FEM;SG	N;SG
douăzeci	twenty	douăzeci	twenty	NUM;PL	NUM
mandat	warrant	mandat	warrant	N;INDF;MASC;SG	N;SG
mandat	mandate	mandat	mandate	N;INDF;MASC;SG	N;SG
efectele	effects	efect	effect	N;DEF;FEM;PL	N;PL
etapă	stage	etapă	stage	N;INDF;FEM;SG	N;SG
modificarea	amendment	modificare	amendment	N;DEF;FEM;SG	N;SG
modificarea	modification	modificare	modification	N;DEF;FEM;SG	N;SG
documentele	documents	document	document	N;DEF;FEM;PL	N;PL
mostră	sample	mostru	sample	N;INDF;FEM;SG	N;SG
desene	drawings	desen	drawing	N;INDF;FEM;PL	N;PL
electronice	electronic	electronic	electronic	ADJ;INDF;FEM;PL	ADJ
egală	equal	egal	equal	ADJ;INDF;FEM;SG	ADJ
responsabil	responsible	responsabil	responsible	ADJ;INDF;MASC;SG	ADJ
cai	horses	cal	horse	N;INDF;MASC;PL	N;PL
cetățeni	citizens	cetățean	citizen	N;INDF;MASC;PL	N;PL
primind	receiving	primi	receive	V;V.MSDR	V;V.MSDR
vigoare	vigor	vigoare	vigor	N;INDF;FEM;SG	N;SG
bustul	bust	bust	bust	N;DEF;MASC;SG	N;SG
imaginile	images	imagine	image	N;DEF;FEM;PL	N;PL
distruse	destroyed	distruge	destroy	V;IND;SG;3;PST;FIN	V;PST;V.PTCP
condiția	condition	condiție	condition	N;DEF;FEM;SG	N;SG
necunoscut	unknown	necunoscut	unknown	ADJ;INDF;MASC;SG	ADJ
boala	illness	boală	illness	N;DEF;FEM;SG	N;SG
boala	disease	boală	disease	N;DEF;FEM;SG	N;SG
boala	sickness	boală	sickness	N;DEF;FEM;SG	N;SG
secrete	secrets	secret	secret	N;INDF;FEM;PL	N;PL
similară	similar	similar	similar	ADJ;INDF;FEM;SG	ADJ
rezistența	resistance	rezistență	resistance	N;DEF;FEM;SG	N;SG
tobe	drums	tobe	drum	N;INDF;FEM;PL	N;PL
analiză	analysis	analiză	analysis	N;INDF;FEM;SG	N;SG
fază	phase	fază	phase	N;INDF;FEM;SG	N;SG
înregistrări	records	înregistrare	record	N;INDF;FEM;PL	N;PL
înregistrări	registrations	înregistrare	registration	N;INDF;FEM;PL	N;PL
înregistrări	recordings	înregistrare	recording	N;INDF;FEM;PL	N;PL
etape	stages	etapă	stage	N;INDF;FEM;PL	N;PL
invazia	invasion	invazie	invasion	N;DEF;FEM;SG	N;SG
interioară	inner	interior	inner	ADJ;INDF;FEM;SG	ADJ
terenuri	lands	teren	land	N;INDF;FEM;PL	N;PL
profesori	professors	profesor	professor	N;INDF;MASC;PL	N;PL
profesori	teachers	profesor	teacher	N;INDF;MASC;PL	N;PL
primare	primary	primar	primary	ADJ;INDF;FEM;PL	ADJ
provincii	provinces	provincie	province	N;INDF;FEM;PL	N;PL
rurale	rural	rural	rural	ADJ;INDF;FEM;PL	ADJ
publicist	publicist	publicist	publicist	N;INDF;MASC;SG	N;SG
drapelul	flag	drapel	flag	N;DEF;MASC;SG	N;SG
societăți	corporations	societate	corporation	N;INDF;FEM;PL	N;PL
societăți	companies	societate	company	N;INDF;FEM;PL	N;PL
societăți	societies	societate	society	N;INDF;FEM;PL	N;PL
satelit	satellite	satelit	satellite	N;INDF;MASC;SG	N;SG
diferită	different	diferit	different	ADJ;INDF;FEM;SG	ADJ
atacant	striker	atacant	striker	N;INDF;MASC;SG	N;SG
spectacole	performances	spectacol	performance	N;INDF;FEM;PL	N;PL
spectacole	shows	spectacol	show	N;INDF;FEM;PL	N;PL
milion	million	milion	million	NUM;INDF;MASC;SG	NUM
fundamentale	fundamental	fundamental	fundamental	ADJ;INDF;FEM;PL	ADJ
pregătire	preparation	pregătire	preparation	N;INDF;FEM;SG	N;SG
pregătire	training	pregătire	training	N;INDF;FEM;SG	N;SG
spațială	spatial	spațial	spatial	ADJ;INDF;FEM;SG	ADJ
obișnuit	regular	obișnuit	regular	ADJ;INDF;MASC;SG	ADJ
obișnuit	ordinary	obișnuit	ordinary	ADJ;INDF;MASC;SG	ADJ
argumente	arguments	argument	argument	N;INDF;FEM;PL	N;PL
nominalizări	nominations	nominalizare	nomination	N;INDF;FEM;PL	N;PL
aplicarea	application	aplicare	application	N;DEF;FEM;SG	N;SG
tibet	tibetan	tibet	tibetan	N;INDF;MASC;SG	N;SG
shakespeare	shakespeare	shakespere	shakespeare	N;INDF;MASC;SG	N;SG
scrieri	writings	scriere	writings	N;INDF;FEM;PL	N;PL
arab	arab	arab	arab	ADJ;INDF;MASC;SG	ADJ
stabilește	set	stabili	set	V;IND;SG;3;PRS;FIN	V;FIN
medievale	medieval	medieval	medieval	ADJ;INDF;FEM;PL	ADJ
mișcări	moves	mișcare	move	N;INDF;FEM;PL	N;PL
mișcări	movements	mișcare	movement	N;INDF;FEM;PL	N;PL
tratament	treatment	tratament	treatment	N;INDF;MASC;SG	N;SG
capabil	able	capabil	able	ADJ;INDF;MASC;SG	ADJ
capabil	capable	capabil	capable	ADJ;INDF;MASC;SG	ADJ
compoziție	composition	compoziție	composition	N;INDF;FEM;SG	N;SG
regie	directing	regie	direct	N;INDF;FEM;SG	N;SG
ruinele	ruins	ruină	ruin	N;DEF;FEM;PL	N;PL
informație	information	informație	information	N;INDF;FEM;SG	N;SG
publicarea	publication	publicare	publication	N;DEF;FEM;SG	N;SG
publicarea	publishing	publicare	publish	N;DEF;FEM;SG	N;SG
agricultură	farming	agricultură	farm	N;INDF;FEM;SG	N;SG
agricultură	agriculture	agricultură	agriculture	N;INDF;FEM;SG	N;SG
tehnologie	technology	tehnologie	technology	N;INDF;FEM;SG	N;SG
computer	computer	computer	computer	N;INDF;MASC;SG	N;SG
strict	strictly	strict	strictly	ADV	ADV
celule	cells	celulă	cell	N;INDF;FEM;PL	N;PL
mecanică	mechanical	mecanic	mechanical	ADJ;INDF;FEM;SG	ADJ
legal	legal	legal	legal	ADJ;INDF;MASC;SG	ADJ
active	active	activ	active	ADJ;INDF;FEM;PL	ADJ
primarul	mayor	primar	mayor	N;DEF;MASC;SG	N;SG
britanici	british	britanic	british	ADJ;INDF;MASC;PL	ADJ
minerale	minerals	mineral	mineral	N;INDF;FEM;PL	N;PL
business	business	business	business	N;INDF;MASC;SG	N;SG
eroare	error	eroare	error	N;INDF;FEM;SG	N;SG
arhiva	archive	arhivă	archive	N;DEF;FEM;SG	N;SG
anuală	annual	anual	annual	ADJ;INDF;FEM;SG	ADJ
urme	tracks	urmă	track	N;INDF;FEM;PL	N;PL
urme	traces	urmă	trace	N;INDF;FEM;PL	N;PL
expresia	expression	expresie	expression	N;DEF;FEM;SG	N;SG
observator	observatory	observator	observatory	N;INDF;MASC;SG	N;SG
observator	observer	observator	observer	N;INDF;MASC;SG	N;SG
gard	fence	gard	fence	N;INDF;MASC;SG	N;SG
administrarea	administration	administrare	administration	N;DEF;FEM;SG	N;SG
băieți	boys	băiat	boy	N;INDF;MASC;PL	N;PL
băieți	guys	băiat	guy	N;INDF;MASC;PL	N;PL
antic	ancient	antic	ancient	ADJ;INDF;MASC;SG	ADJ
beijing	beijing	beijing	beijing	N;INDF;MASC;SG	N;SG
geografie	geography	geografie	geography	N;INDF;FEM;SG	N;SG
războaie	wars	război	war	N;INDF;FEM;PL	N;PL
devreme	early	devreme	early	ADV	ADV
cheie	key	cheie	key	N;INDF;FEM;SG	N;SG
concluzia	conclusion	concluzie	conclusion	N;DEF;FEM;SG	N;SG
conferința	conference	conferință	conference	N;DEF;FEM;SG	N;SG
datorează	owes	datora	owe	V;IND;3;PRS;FIN	V;IND;SG;3;PRS;FIN
varietate	variety	varietate	variety	N;INDF;FEM;SG	N;SG
ramuri	branches	ram	branch	N;INDF;FEM;PL	N;PL
eseuri	essays	eseu	essays	N;INDF;FEM;PL	N;PL
eseuri	touchdowns	eseu	touchdown	N;INDF;FEM;PL	N;PL
calendarul	calendar	calendar	calendar	N;DEF;MASC;SG	N;SG
universală	universal	universal	universal	ADJ;INDF;FEM;SG	ADJ
cercetarea	research	cercetare	research	N;DEF;FEM;SG	N;SG
bot	snout	bot	snout	N;INDF;MASC;SG	N;SG
bot	bot	bot	bot	N;INDF;MASC;SG	N;SG
tânără	young	tânăr	young	ADJ;INDF;FEM;SG	ADJ
cluburi	clubs	club	club	N;INDF;FEM;PL	N;PL
cerere	application	cerere	application	N;INDF;FEM;SG	N;SG
cerere	request	cerere	request	N;INDF;FEM;SG	N;SG
cerere	demand	cerere	demand	N;INDF;FEM;SG	N;SG
cetățean	citizen	cetățean	citizen	N;INDF;MASC;SG	N;SG
obiectul	object	obiect	object	N;DEF;MASC;SG	N;SG
animație	animation	animație	animation	N;INDF;FEM;SG	N;SG
domn	gentleman	domn	gentleman	N;INDF;MASC;SG	N;SG
practica	practice	practică	practice	N;DEF;FEM;SG	N;SG
cantități	quantities	cantitate	quantity	N;INDF;FEM;PL	N;PL
army	army	army	army	N;INDF;MASC;SG	N;SG
intenția	intention	intenție	intention	N;DEF;FEM;SG	N;SG
intenția	intent	intenție	intent	N;DEF;FEM;SG	N;SG
civilă	civil	civil	civil	ADJ;INDF;FEM;SG	ADJ
civilă	civilian	civil	civilian	ADJ;INDF;FEM;SG	ADJ
dialog	dialogue	dialog	dialogue	N;INDF;MASC;SG	N;SG
dialog	dialog	dialog	dialog	N;INDF;MASC;SG	N;SG
navale	naval	naval	naval	ADJ;INDF;FEM;PL	ADJ
limbaj	language	limbaj	language	N;INDF;MASC;SG	N;SG
bank	bank	bank	bank	N;INDF;MASC;SG	N;SG
asistent	assistant	asistent	assistant	N;INDF;MASC;SG	N;SG
pacea	peace	pace	peace	N;DEF;FEM;SG	N;SG
picturi	paintings	pictură	painting	N;INDF;FEM;PL	N;PL
tel	tel	tel	tel	N;INDF;MASC;SG	N;SG
focul	fire	foc	fire	N;DEF;MASC;SG	N;SG
frunze	leaves	frunză	leave	N;INDF;FEM;PL	N;PL
recenzii	reviews	recenzie	review	N;INDF;FEM;PL	N;PL
armatele	armies	armat	army	N;DEF;FEM;PL	N;PL
carne	meat	carne	meat	N;INDF;FEM;SG	N;SG
unchiul	uncle	unchi	uncle	N;DEF;MASC;SG	N;SG
tehnologia	technology	tehnologie	technology	N;DEF;FEM;SG	N;SG
pasul	step	pas	step	N;DEF;MASC;SG	N;SG
complete	complete	complet	complete	ADJ;INDF;FEM;PL	ADJ
nisip	sand	nisip	sand	N;INDF;MASC;SG	N;SG
specialist	specialist	specialist	specialist	N;INDF;MASC;SG	N;SG
motoare	motors	motor	motor	N;INDF;FEM;PL	N;PL
motoare	engines	motor	engines	N;INDF;FEM;PL	N;PL
proba	sample	proba	sample	N;DEF;FEM;SG	N;SG
soluții	solutions	soluție	solution	N;INDF;FEM;PL	N;PL
excepție	exception	excepție	exception	N;INDF;FEM;SG	N;SG
sculptură	sculpture	sculptură	sculpture	N;INDF;FEM;SG	N;SG
sculptură	sculpting	sculptură	sculpting	N;INDF;FEM;SG	N;SG
sculptură	carving	sculptură	carving	N;INDF;FEM;SG	N;SG
artistul	artist	artist	artist	N;DEF;MASC;SG	N;SG
parohia	parish	parohie	parish	N;DEF;FEM;SG	N;SG
factor	factor	factor	factor	N;INDF;MASC;SG	N;SG
caracteristică	feature	caracteristică	feature	N;INDF;FEM;SG	N;SG
fantastic	fantastic	fantastic	fantastic	ADJ;INDF;MASC;SG	ADJ
petrol	petrol	petrol	petrol	N;INDF;MASC;SG	N;SG
petrol	oil	petrol	oil	N;INDF;MASC;SG	N;SG
petrol	petroleum	petrol	petroleum	N;INDF;MASC;SG	N;SG
teoretic	theoretically	teoretic	theoretically	ADV	ADV
campioană	champion	campioană	champion	N;INDF;FEM;SG	N;SG
tunuri	cannons	tun	cannon	N;INDF;FEM;PL	N;PL
jurnal	journal	jurnal	journal	N;INDF;MASC;SG	N;SG
jurnal	diary	jurnal	diary	N;INDF;MASC;SG	N;SG
jurnal	log	jurnal	log	N;INDF;MASC;SG	N;SG
party	party	party	party	N;INDF;MASC;SG	N;SG
rangul	rank	rang	rank	N;DEF;MASC;SG	N;SG
privat	private	privat	private	ADJ;INDF;MASC;SG	ADJ
monede	coins	monede	coin	N;INDF;FEM;PL	N;PL
cercetător	researcher	cercetător	researcher	N;INDF;MASC;SG	N;SG
cercetător	scientist	cercetător	scientist	N;INDF;MASC;SG	N;SG
portretul	portrait	portret	portrait	N;DEF;MASC;SG	N;SG
judecată	judgement	judecată	judgement	N;INDF;FEM;SG	N;SG
judecată	judgment	judecată	judgment	N;INDF;FEM;SG	N;SG
fantasy	fantasy	fantasy	fantasy	N;INDF;MASC;SG	N;SG
concept	concept	concept	concept	N;INDF;MASC;SG	N;SG
zidul	wall	zid	wall	N;DEF;MASC;SG	N;SG
liderii	leaders	lider	leader	N;DEF;MASC;PL	N;PL
monedă	currency	monedă	currency	N;INDF;FEM;SG	N;SG
monedă	coin	monedă	coin	N;INDF;FEM;SG	N;SG
road	road	road	road	N;INDF;MASC;SG	N;SG
experiența	experience	experiență	experience	N;DEF;FEM;SG	N;SG
factori	factors	factor	factor	N;INDF;MASC;PL	N;PL
teorii	theories	teorie	theory	N;INDF;FEM;PL	N;PL
gospodărie	household	gospodărie	household	N;INDF;FEM;SG	N;SG
mesaje	messages	mesaj	message	N;INDF;FEM;PL	N;PL
normală	normal	normal	normal	ADJ;INDF;FEM;SG	ADJ
considerare	consideration	considerare	consideration	N;INDF;FEM;SG	N;SG
suveran	sovereign	suveran	sovereign	N;INDF;MASC;SG	N;SG
limbajul	language	limbaj	language	N;DEF;MASC;SG	N;SG
benzi	lanes	bandă	lane	N;INDF;FEM;PL	N;PL
benzi	tapes	bandă	tape	N;INDF;FEM;PL	N;PL
rural	rural	rural	rural	ADJ;INDF;MASC;SG	ADJ
sufletul	soul	suflet	soul	N;DEF;MASC;SG	N;SG
educația	education	educație	education	N;DEF;FEM;SG	N;SG
ciclul	cycle	ciclu	cycle	N;DEF;MASC;SG	N;SG
decretul	decree	decret	decree	N;DEF;MASC;SG	N;SG
posibile	possible	posibil	possible	ADJ;INDF;FEM;PL	ADJ
fapte	facts	fapt	fact	N;INDF;FEM;PL	N;PL
hârtie	paper	hârtie	paper	N;INDF;FEM;SG	N;SG
unică	unique	unic	unique	ADJ;INDF;FEM;SG	ADJ
marmură	marble	marmura	marble	N;INDF;FEM;SG	N;SG
cover	cover	cover	cover	N;INDF;MASC;SG	N;SG
emisiuni	shows	emisiune	show	N;INDF;FEM;PL	N;PL
asistență	assistance	asistență	assistance	N;INDF;FEM;SG	N;SG
fizic	physically	fizic	physically	ADV	ADV
camere	rooms	cameră	room	N;INDF;FEM;PL	N;PL
reduce	reduces	reduce	reduce	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
false	false	fals	false	ADJ;INDF;FEM;PL	ADJ
alianță	alliance	alianță	alliance	N;INDF;FEM;SG	N;SG
frumoasă	beautiful	frumos	beautiful	ADJ;INDF;FEM;SG	ADJ
vis	dream	vis	dream	N;INDF;MASC;SG	N;SG
commons	commons	commons	common	N;INDF;MASC;SG	N;SG
fonduri	funds	fond	fund	N;INDF;FEM;PL	N;PL
limitată	limited	limitat	limited	ADJ;INDF;FEM;SG	ADJ
legenda	legend	legendă	legend	N;DEF;FEM;SG	N;SG
declară	declares	declara	declare	V;IND;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ghid	guide	ghid	guide	N;INDF;MASC;SG	N;SG
altitudinea	altitude	altitudine	altitude	N;DEF;FEM;SG	N;SG
coordonator	coordinator	coordonator	coordinator	N;INDF;MASC;SG	N;SG
universitate	university	universitate	university	N;INDF;FEM;SG	N;SG
lama	blade	lamă	blade	N;DEF;FEM;SG	N;SG
circulație	circulation	circulație	circulation	N;INDF;FEM;SG	N;SG
activă	active	activ	active	ADJ;INDF;FEM;SG	ADJ
agricultura	farming	agricultură	farm	N;DEF;FEM;SG	N;SG
agricultura	agriculture	agricultură	agriculture	N;DEF;FEM;SG	N;SG
alfabetul	alphabet	alfabet	alphabet	N;DEF;MASC;SG	N;SG
pronaos	narthex	pronaos	narthex	N;INDF;MASC;SG	N;SG
comentarii	comments	comentariu	comment	N;INDF;FEM;PL	N;PL
părere	opinion	părere	opinion	N;INDF;FEM;SG	N;SG
scopuri	purposes	scop	purpose	N;INDF;FEM;PL	N;PL
albastră	blue	albastru	blue	ADJ;INDF;FEM;SG	ADJ
periodic	periodically	periodic	periodically	ADV	ADV
pregătirea	preparation	pregătire	preparation	N;DEF;FEM;SG	N;SG
pasageri	passengers	pasager	passenger	N;INDF;MASC;PL	N;PL
cantitate	amount	cantitate	amount	N;INDF;FEM;SG	N;SG
cantitate	quantity	cantitate	quantity	N;INDF;FEM;SG	N;SG
teza	thesis	teză	thesis	N;DEF;FEM;SG	N;SG
planetă	planet	planetă	planet	N;INDF;FEM;SG	N;SG
hotărârea	judgment	hotărâre	judgment	N;DEF;FEM;SG	N;SG
masiv	massive	masiv	massive	ADJ;INDF;MASC;SG	ADJ
scrisori	letters	scrisoare	letter	N;INDF;FEM;PL	N;PL
diametru	diameter	diametru	diameter	N;INDF;MASC;SG	N;SG
reprezentanți	representatives	reprezentant	representative	N;INDF;MASC;PL	N;PL
nucleare	nuclear	nuclear	nuclear	ADJ;INDF;FEM;PL	ADJ
otomană	ottoman	otoman	ottoman	ADJ;INDF;FEM;SG	ADJ
rănit	wounded	răni	wounded	ADJ;INDF;MASC;SG	ADJ
proprietar	owner	proprietar	owner	N;INDF;MASC;SG	N;SG
proprietar	landlord	proprietar	landlord	N;INDF;MASC;SG	N;SG
cantitatea	quantity	cantitate	quantity	N;DEF;FEM;SG	N;SG
misiuni	assignments	misiune	assignment	N;INDF;FEM;PL	N;PL
misiuni	missions	misiune	mission	N;INDF;FEM;PL	N;PL
rândurile	ranks	rând	rank	N;DEF;FEM;PL	N;PL
fauna	fauna	faună	fauna	N;DEF;FEM;SG	N;SG
mix	mix	mix	mix	N;INDF;MASC;SG	N;SG
player	player	player	player	N;INDF;MASC;SG	N;SG
târguri	fairs	târg	fair	N;INDF;FEM;PL	N;PL
privată	private	privat	private	ADJ;INDF;FEM;SG	ADJ
actorul	actor	actor	actor	N;DEF;MASC;SG	N;SG
conflicte	conflicts	conflict	conflict	N;INDF;FEM;PL	N;PL
contribuția	contribution	contribuție	contribution	N;DEF;FEM;SG	N;SG
compoziția	composition	compoziție	composition	N;DEF;FEM;SG	N;SG
trecere	crossing	trecere	crossing	N;INDF;FEM;SG	N;SG
trecere	passing	trecere	passing	N;INDF;FEM;SG	N;SG
atacurile	attacks	atac	attack	N;DEF;FEM;PL	N;PL
alternativ	alternatively	alternativ	alternatively	ADV	ADV
alternativ	alternately	alternativ	alternately	ADV	ADV
industrială	industrial	industrial	industrial	ADJ;INDF;FEM;SG	ADJ
arhiepiscop	archbishop	arhiepiscop	archbishop	N;INDF;MASC;SG	N;SG
disponibil	available	disponibil	available	ADJ;INDF;MASC;SG	ADJ
timpuri	times	timp	time	N;INDF;FEM;PL	N;PL
străin	alien	străin	alien	ADJ;INDF;MASC;SG	ADJ
străin	foreign	străin	foreign	ADJ;INDF;MASC;SG	ADJ
moon	moon	moon	moon	N;INDF;MASC;SG	N;SG
stăpânirea	mastering	stăpânire	mastering	N;DEF;FEM;SG	N;SG
prezentarea	presentation	prezentare	presentation	N;DEF;FEM;SG	N;SG
suedez	swedish	suedez	swedish	ADJ;INDF;MASC;SG	ADJ
reforma	reformation	reformă	reformation	N;DEF;FEM;SG	N;SG
reforma	reform	reformă	reform	N;DEF;FEM;SG	N;SG
victorii	wins	victorie	win	N;INDF;FEM;PL	N;PL
victorii	victories	victorie	victory	N;INDF;FEM;PL	N;PL
sarcina	pregnancy	sarcină	pregnancy	N;DEF;FEM;SG	N;SG
răspunsul	response	răspuns	response	N;DEF;MASC;SG	N;SG
avionul	plane	avion	plane	N;DEF;MASC;SG	N;SG
contemporane	contemporary	contemporan	contemporary	ADJ;INDF;FEM;PL	ADJ
mărimea	size	mărime	size	N;DEF;FEM;SG	N;SG
agenția	agency	agenție	agency	N;DEF;FEM;SG	N;SG
onoarea	honour	onoare	honour	N;DEF;FEM;SG	N;SG
onoarea	honor	onoare	honor	N;DEF;FEM;SG	N;SG
supercupa	supercup	supercupă	supercup	N;DEF;FEM;SG	N;SG
aparat	apparatus	aparat	apparatus	N;INDF;MASC;SG	N;SG
filosof	philosopher	filosof	philosopher	N;INDF;MASC;SG	N;SG
ars	burned	arde	burn	V;MASC;SG;V.PTCP	V;PST;V.PTCP
absolvirea	graduation	absolvire	graduation	N;DEF;FEM;SG	N;SG
adormirea	dormition	adormire	dormition	N;DEF;FEM;SG	N;SG
ascuns	hidden	ascuns	hidden	ADJ;INDF;MASC;SG	ADJ
baterie	battery	baterie	battery	N;INDF;FEM;SG	N;SG
provinciile	provinces	provincie	province	N;DEF;FEM;PL	N;PL
crime	crimes	crimă	crime	N;INDF;FEM;PL	N;PL
crime	murders	crimă	murder	N;INDF;FEM;PL	N;PL
capela	chapel	capela	chapel	N;DEF;FEM;SG	N;SG
test	test	test	test	N;INDF;MASC;SG	N;SG
simultan	simultaneously	simultan	simultaneously	ADV	ADV
brigada	brigade	brigadă	brigade	N;DEF;FEM;SG	N;SG
profund	deeply	profund	deeply	ADV	ADV
spațiale	spatial	spațial	spatial	ADJ;INDF;FEM;PL	ADJ
cuprinzând	encompassing	cuprinde	encompass	V;V.MSDR	V;V.MSDR
grant	grant	grant	grant	N;INDF;MASC;SG	N;SG
portret	portrait	portret	portrait	N;INDF;MASC;SG	N;SG
antologie	anthology	antologie	anthology	N;INDF;FEM;SG	N;SG
reprezentanții	representatives	reprezentant	representative	N;DEF;MASC;PL	N;PL
călătorii	travellers	călătorie	traveller	N;INDF;FEM;PL	N;PL
negative	negative	negativ	negative	ADJ;INDF;FEM;PL	ADJ
etnice	ethnic	etnic	ethnic	ADJ;INDF;FEM;PL	ADJ
coloane	columns	coloană	column	N;INDF;FEM;PL	N;PL
opoziție	opposition	opoziție	opposition	N;INDF;FEM;SG	N;SG
url	url	url	url	N;INDF;MASC;SG	N;SG
empire	empire	empire	empire	N;INDF;MASC;SG	N;SG
frontiera	border	frontieră	border	N;DEF;FEM;SG	N;SG
frontiera	frontier	frontieră	frontier	N;DEF;FEM;SG	N;SG
mecanic	mechanical	mecanic	mechanical	ADJ;INDF;MASC;SG	ADJ
erou	hero	erou	hero	N;INDF;MASC;SG	N;SG
argument	argument	argument	argument	N;INDF;MASC;SG	N;SG
cercetători	researchers	cercetător	researcher	N;INDF;MASC;PL	N;PL
cercetători	scientists	cercetător	scientist	N;INDF;MASC;PL	N;PL
împrumut	loan	împrumut	loan	N;INDF;MASC;SG	N;SG
împrumut	borrowing	împrumut	borrowing	N;INDF;MASC;SG	N;SG
electorale	electoral	electoral	electoral	ADJ;INDF;FEM;PL	ADJ
dublă	double	dublu	double	ADJ;INDF;FEM;SG	ADJ
flora	flora	flor	flora	N;DEF;FEM;SG	N;SG
utilizatorul	user	utilizator	user	N;DEF;MASC;SG	N;SG
reducerea	reduction	reducere	reduction	N;DEF;FEM;SG	N;SG
reducerea	reducing	reducere	reduce	N;DEF;FEM;SG	N;SG
atrage	draws	atrage	draw	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
atrage	attracts	atrage	attract	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
buget	budget	buget	budget	N;INDF;MASC;SG	N;SG
