категорія	類別	категорія	類別	N;INAN;NOM;FEM;SG	N
запис	寫作	запис	寫作	N;INAN;NOM;MASC;SG	N
запис	唱片	запис	唱片	N;INAN;NOM;MASC;SG	N
запис	紀錄	запис	紀錄	N;INAN;NOM;MASC;SG	N
публікації	動態	публікація	動態	N;INAN;NOM;FEM;PL	N
публікації	故事	публікація	故事	N;INAN;NOM;FEM;PL	N
публікації	故事	публікація	故事	N;INAN;NOM;FEM;PL	N
публікації	動態	публікація	動態	N;INAN;NOM;FEM;PL	N
бар	酒吧	бар	酒吧	N;INAN;NOM;MASC;SG	N
мережа	網路	мережа	網路	N;INAN;NOM;FEM;SG	N
мережа	網	мережа	網	N;INAN;NOM;FEM;SG	N
очі	眼神	око	眼神	N;INAN;NOM;NEUT;PL	N
очі	眼睛	око	眼睛	N;INAN;NOM;NEUT;PL	N
очі	眼	око	眼	N;INAN;NOM;NEUT;PL	N
виробів	紡織	виріб	紡織	N;INAN;GEN;MASC;PL	N
редагування	剪輯	редагування	剪輯	N;INAN;NOM;NEUT;SG	N
редагування	編輯	редагування	編輯	N;INAN;NOM;NEUT;SG	N
перевагу	優點	перевага	優點	N;INAN;ACC;FEM;SG	N
перевагу	優勢	перевага	優勢	N;INAN;ACC;FEM;SG	N
зберігається	節省	зберігатися	節省	V;IPFV;IND;SG;3;PRS;FIN	V
картина	畫	картина	畫	N;INAN;NOM;FEM;SG	N
картина	油畫	картина	油畫	N;INAN;NOM;FEM;SG	N
картина	繪畫	картина	繪畫	N;INAN;NOM;FEM;SG	N
молодий	年輕	молодий	年輕	ADJ;NOM;MASC;SG	ADJ
батьки	父母	батько	父母	N;ANIM;NOM;MASC;PL	N
батьки	父母	батько	父母	N;ANIM;NOM;MASC;PL	N
батьки	家長	батько	家長	N;ANIM;NOM;MASC;PL	N
батьки	家長	батько	家長	N;ANIM;NOM;MASC;PL	N
батьки	父母	батько	父母	N;ANIM;NOM;MASC;PL	N
донька	女兒	донька	女兒	N;ANIM;NOM;FEM;SG	N
якість	素質	якість	素質	N;INAN;NOM;FEM;SG	N
якість	品質	якість	品質	N;INAN;NOM;FEM;SG	N
якість	優質	якість	優質	N;INAN;NOM;FEM;SG	N
якість	質量	якість	質量	N;INAN;NOM;FEM;SG	N
листя	樹葉	листя	樹葉	N;INAN;NOM;NEUT;SG	N
листя	葉子	листя	葉子	N;INAN;NOM;NEUT;SG	N
батальйон	營	батальйон	營	N;INAN;NOM;MASC;SG	N
колектив	集體	колектив	集體	N;INAN;NOM;MASC;SG	N
створює	生成	створювати	生成	V;IPFV;IND;SG;3;PRS;FIN	V
проводить	花費	проводити	花費	V;IPFV;IND;SG;3;PRS;FIN	V
грає	播放	грати	播放	V;IPFV;IND;SG;3;PRS;FIN	V
грає	玩	грати	玩	V;IPFV;IND;SG;3;PRS;FIN	V
грає	播放	грати	播放	V;IPFV;IND;SG;3;PRS;FIN	V
точка	角	точка	角	N;INAN;NOM;FEM;SG	N
точка	點	точка	點	N;INAN;NOM;FEM;SG	N
басейн	盆地	басейн	盆地	N;INAN;NOM;MASC;SG	N
басейн	海盆	басейн	海盆	N;INAN;NOM;MASC;SG	N
басейн	流域	басейн	流域	N;INAN;NOM;MASC;SG	N
басейн	盆	басейн	盆	N;INAN;NOM;MASC;SG	N
басейн	撞球	басейн	撞球	N;INAN;NOM;MASC;SG	N
басейн	池	басейн	池	N;INAN;NOM;MASC;SG	N
басейн	游泳	басейн	游泳	N;INAN;NOM;MASC;SG	N
басейн	泳池	басейн	泳池	N;INAN;NOM;MASC;SG	N
доля	天命	доля	天命	N;INAN;NOM;FEM;SG	N
доля	命運	доля	命運	N;INAN;NOM;FEM;SG	N
доля	命運	доля	命運	N;INAN;NOM;FEM;SG	N
рівняння	方程	рівняння	方程	N;INAN;NOM;NEUT;SG	N
рівняння	方程	рівняння	方程	N;INAN;NOM;NEUT;SG	N
рівняння	方程	рівняння	方程	N;INAN;NOM;NEUT;SG	N
рівняння	方程	рівняння	方程	N;INAN;NOM;NEUT;SG	N
класі	等級	клас	等級	N;INAN;DAT;MASC;SG	N
класі	年級	клас	年級	N;INAN;DAT;MASC;SG	N
класі	課室	клас	課室	N;INAN;DAT;MASC;SG	N
класі	教室	клас	教室	N;INAN;DAT;MASC;SG	N
класі	課堂	клас	課堂	N;INAN;DAT;MASC;SG	N
пари	夫妻	пара	夫妻	N;INAN;NOM;FEM;PL	N
пари	情侶	пара	情侶	N;INAN;NOM;FEM;PL	N
пари	夫婦	пара	夫婦	N;INAN;NOM;FEM;PL	N
перемога	勝利	перемога	勝利	N;INAN;NOM;FEM;SG	N
одиниці	單元	одиниця	單元	N;INAN;NOM;FEM;PL	N
одиниці	單位	одиниця	單位	N;INAN;NOM;FEM;PL	N
одиниці	股	одиниця	股	N;INAN;NOM;FEM;PL	N
одиниці	單元	одиниця	單元	N;INAN;NOM;FEM;PL	N
одиниці	單位	одиниця	單位	N;INAN;NOM;FEM;PL	N
камінь	石	камінь	石	N;INAN;NOM;MASC;SG	N
камінь	石頭	камінь	石頭	N;INAN;NOM;MASC;SG	N
стара	舊	старий	舊	ADJ;NOM;FEM;SG	ADJ
необхідність	必要	необхідність	必要	N;INAN;NOM;FEM;SG	N
ворота	門	воротий	門	N;INAN;NOM;MASC;PL	N
ворота	大門	воротий	大門	N;INAN;NOM;MASC;PL	N
хвилі	波長	хвиля	波長	N;INAN;NOM;FEM;PL	N
хвилі	海浪	хвиля	海浪	N;INAN;NOM;FEM;PL	N
хвилі	波浪	хвиля	波浪	N;INAN;NOM;FEM;PL	N
культур	文化	культура	文化	N;INAN;GEN;FEM;PL	N
кабінету	內閣	кабінет	內閣	N;INAN;GEN;MASC;SG	N
варіанти	變體	варіант	變體	N;INAN;NOM;MASC;PL	N
варіанти	變異	варіант	變異	N;INAN;NOM;MASC;PL	N
варіанти	選項	варіант	選項	N;INAN;NOM;MASC;PL	N
оформлення	創意	оформлення	創意	N;INAN;NOM;NEUT;SG	N
оформлення	創意	оформлення	創意	N;INAN;NOM;NEUT;SG	N
лист	葉子	лист	葉子	N;INAN;NOM;MASC;SG	N
лист	信	лист	信	N;INAN;NOM;MASC;SG	N
лист	字母	лист	字母	N;INAN;NOM;MASC;SG	N
лист	信函	лист	信函	N;INAN;NOM;MASC;SG	N
лист	信件	лист	信件	N;INAN;NOM;MASC;SG	N
історики	歷史	історик	歷史	N;ANIM;NOM;MASC;PL	N
довжини	長度	довжина	長度	N;INAN;NOM;FEM;PL	N
довжини	長度	довжина	長度	N;INAN;NOM;FEM;PL	N
вилучити	刪除	вилучити	刪除	V;PFV;NFIN	V
вилучити	移除	вилучити	移除	V;PFV;NFIN	V
вилучити	刪除	вилучити	刪除	V;PFV;NFIN	V
вилучити	刪去	вилучити	刪去	V;PFV;NFIN	V
закони	法律	закон	法律	N;INAN;NOM;MASC;PL	N
ефект	特效	ефект	特效	N;INAN;NOM;MASC;SG	N
ефект	效果	ефект	效果	N;INAN;NOM;MASC;SG	N
ефект	效應	ефект	效應	N;INAN;NOM;MASC;SG	N
ефект	消極	ефект	消極	N;INAN;NOM;MASC;SG	N
бог	神	бог	神	N;ANIM;NOM;MASC;SG	N
схема	綱要	схема	綱要	N;INAN;NOM;FEM;SG	N
скорочення	捷徑	скорочення	捷徑	N;INAN;NOM;NEUT;SG	N
скорочення	捷徑	скорочення	捷徑	N;INAN;NOM;NEUT;SG	N
викладач	老師	викладач	老師	N;ANIM;NOM;MASC;SG	N
викладач	教師	викладач	教師	N;ANIM;NOM;MASC;SG	N
хотів	通緝	хотіти	通緝	V;IPFV;MASC;IND;SG;PST;FIN	V
справі	外遇	справа	外遇	N;INAN;DAT;FEM;PL	N
власник	業	власник	業	N;ANIM;NOM;MASC;SG	N
побудовано	建	побудовати	建	V;PFV;IND;0;FIN	V
вторгнення	侵略	вторгнення	侵略	N;INAN;NOM;NEUT;SG	N
вогонь	消防	вогонь	消防	N;INAN;NOM;MASC;SG	N
вогонь	火	вогонь	火	N;INAN;NOM;MASC;SG	N
вогонь	火災	вогонь	火災	N;INAN;NOM;MASC;SG	N
максимальна	最大	максимальний	最大	ADJ;NOM;FEM;SG	ADJ
максимальна	最大	максимальний	最大	ADJ;NOM;FEM;SG	ADJ
механізм	機制	механізм	機制	N;INAN;NOM;MASC;SG	N
опір	阻力	опір	阻力	N;INAN;NOM;MASC;SG	N
опір	電阻	опір	電阻	N;INAN;NOM;MASC;SG	N
компаній	公司	компанія	公司	N;INAN;GEN;FEM;PL	N
законів	法律	закон	法律	N;INAN;GEN;MASC;PL	N
стадії	階段	стадія	階段	N;INAN;NOM;FEM;PL	N
захопили	被	захопити	被	V;PFV;IND;PL;PST;FIN	V;PASS
знайшов	找到	знайти	找到	V;PFV;MASC;IND;SG;PST;FIN	V
знайшов	發現	знайти	發現	V;PFV;MASC;IND;SG;PST;FIN	V
флот	海軍	флот	海軍	N;INAN;NOM;MASC;SG	N
флот	艦隊	флот	艦隊	N;INAN;NOM;MASC;SG	N
флот	船隊	флот	船隊	N;INAN;NOM;MASC;SG	N
флот	車隊	флот	車隊	N;INAN;NOM;MASC;SG	N
доцент	講師	доцент	講師	N;ANIM;NOM;MASC;SG	N
елемент	項目	елемент	項目	N;INAN;NOM;MASC;SG	N
елемент	元素	елемент	元素	N;INAN;NOM;MASC;SG	N
елемент	元件	елемент	元件	N;INAN;NOM;MASC;SG	N
елемент	要件	елемент	要件	N;INAN;NOM;MASC;SG	N
тема	題目	тема	題目	N;INAN;NOM;FEM;SG	N
тема	話題	тема	話題	N;INAN;NOM;FEM;SG	N
тема	專題	тема	專題	N;INAN;NOM;FEM;SG	N
тема	主題	тема	主題	N;INAN;NOM;FEM;SG	N
тема	專題	тема	專題	N;INAN;NOM;FEM;SG	N
тема	主題	тема	主題	N;INAN;NOM;FEM;SG	N
тема	主題	тема	主題	N;INAN;NOM;FEM;SG	N
всім	大家	всі	大家	PRO;ANIM;DAT	PRO
волі	毅力	воля	毅力	N;INAN;NOM;FEM;PL	N
волі	意志	воля	意志	N;INAN;NOM;FEM;PL	N
пошук	搜尋	пошук	搜尋	N;INAN;NOM;MASC;SG	N
пошук	搜尋	пошук	搜尋	N;INAN;NOM;MASC;SG	N
графство	郡	графство	郡	N;INAN;NOM;NEUT;SG	N
графство	縣	графство	縣	N;INAN;NOM;NEUT;SG	N
терміни	術語	термін	術語	N;INAN;NOM;MASC;PL	N
терміни	條款	термін	條款	N;INAN;NOM;MASC;PL	N
запаси	用品	запас	用品	N;INAN;NOM;MASC;PL	N
дівчина	女友	дівчина	女友	N;ANIM;NOM;FEM;SG	N
дівчина	女	дівчина	女	N;ANIM;NOM;FEM;SG	N
дівчина	女生	дівчина	女生	N;ANIM;NOM;FEM;SG	N
дівчина	姑娘	дівчина	姑娘	N;ANIM;NOM;FEM;SG	N
дівчина	女孩	дівчина	女孩	N;ANIM;NOM;FEM;SG	N
рейтинг	評比	рейтинг	評比	N;INAN;NOM;MASC;SG	N
рейтинг	名次	рейтинг	名次	N;INAN;NOM;MASC;SG	N
третє	第三	третєпа	第三	NUM;NOM;NEUT	NUM
ініціативи	倡議	ініціатива	倡議	N;INAN;NOM;FEM;PL	N
сфери	球體	сфера	球體	N;INAN;NOM;FEM;PL	N
лідер	領袖	лідер	領袖	N;ANIM;NOM;MASC;SG	N
берег	岸	берег	岸	N;INAN;NOM;MASC;SG	N
берег	岸邊	берег	岸邊	N;INAN;NOM;MASC;SG	N
берег	海岸	берег	海岸	N;INAN;NOM;MASC;SG	N
берег	沿海	берег	沿海	N;INAN;NOM;MASC;SG	N
берег	沿岸	берег	沿岸	N;INAN;NOM;MASC;SG	N
берег	海岸	берег	海岸	N;INAN;NOM;MASC;SG	N
берег	海岸	берег	海岸	N;INAN;NOM;MASC;SG	N
робітників	工人	робітник	工人	N;ANIM;ACC;MASC;PL	N
знайдено	找到	знайти	找到	V;PFV;IND;0;FIN	V
знайдено	發現	знайти	發現	V;PFV;IND;0;FIN	V
належав	屬	належати	屬	V;IPFV;MASC;IND;SG;PST;FIN	V
наказ	秩序	наказ	秩序	N;INAN;NOM;MASC;SG	N
наказ	順序	наказ	順序	N;INAN;NOM;MASC;SG	N
зона	區	зона	區	N;INAN;NOM;FEM;SG	N
зона	區域	зона	區域	N;INAN;NOM;FEM;SG	N
ссавців	哺乳	ссавець	哺乳	N;ANIM;ACC;MASC;PL	N
палива	燃料	палива	燃料	N;INAN;NOM;NEUT;SG	N
палива	燃油	палива	燃油	N;INAN;NOM;NEUT;SG	N
курси	課程	курс	課程	N;INAN;NOM;MASC;PL	N
цілей	目標	ціль	目標	N;INAN;GEN;FEM;PL	N
коштів	基金	кошти	基金	N;INAN;GEN	N
коштів	資金	кошти	資金	N;INAN;GEN	N
невідомо	未	невідомо	未	ADV	ADV;NEG
невідомо	不	невідомо	不	ADV	ADV;NEG
невідомо	未	невідомо	未	ADV	ADV;NEG
вимірювання	計量	вимірювання	計量	N;INAN;NOM;NEUT;SG	N
вимірювання	量度	вимірювання	量度	N;INAN;NOM;NEUT;SG	N
вимірювання	度量	вимірювання	度量	N;INAN;NOM;NEUT;SG	N
вимірювання	計量	вимірювання	計量	N;INAN;NOM;NEUT;SG	N
вимірювання	量度	вимірювання	量度	N;INAN;NOM;NEUT;SG	N
вимірювання	計量	вимірювання	計量	N;INAN;NOM;NEUT;SG	N
вимірювання	計量	вимірювання	計量	N;INAN;NOM;NEUT;SG	N
вимірювання	度量	вимірювання	度量	N;INAN;NOM;NEUT;SG	N
насіння	種子	насіння	種子	N;INAN;NOM;NEUT;SG	N
насіння	種子	насіння	種子	N;INAN;NOM;NEUT;SG	N
насіння	籽	насіння	籽	N;INAN;NOM;NEUT;SG	N
вказує	指定	вказувати	指定	V;IPFV;IND;SG;3;PRS;FIN	V
паралельно	並	паралельно	並	ADV	ADV
танків	坦克	танок	坦克	N;INAN;GEN;MASC;PL	N
повертається	返回	повертатися	返回	V;IPFV;IND;SG;3;PRS;FIN	V
десять	十	десять	十	NUM;NOM	NUM
десять	十	десять	十	NUM;NOM	NUM
комісія	委員	комісія	委員	N;INAN;NOM;FEM;SG	N
конкурс	歌曲	конкурс	歌曲	N;INAN;NOM;MASC;SG	N
конкурс	首歌	конкурс	首歌	N;INAN;NOM;MASC;SG	N
конкурс	歌	конкурс	歌	N;INAN;NOM;MASC;SG	N
конкурс	比賽	конкурс	比賽	N;INAN;NOM;MASC;SG	N
конкурс	競賽	конкурс	競賽	N;INAN;NOM;MASC;SG	N
вірність	忠心	вірність	忠心	N;INAN;NOM;FEM;SG	N
вірність	忠誠	вірність	忠誠	N;INAN;NOM;FEM;SG	N
показує	顯示	показувати	顯示	V;IPFV;IND;SG;3;PRS;FIN	V
працівник	工人	працівник	工人	N;ANIM;NOM;MASC;SG	N
установ	機構	установа	機構	N;INAN;GEN;FEM;PL	N
знаки	板	знак	板	N;INAN;NOM;MASC;PL	N
знаки	跡象	знак	跡象	N;INAN;NOM;MASC;PL	N
знаки	標誌	знак	標誌	N;INAN;NOM;MASC;PL	N
стосунки	戀愛	стосунок	戀愛	N;INAN;NOM;MASC;PL	N
стосунки	感情	стосунок	感情	N;INAN;NOM;MASC;PL	N
стосунки	關係	стосунок	關係	N;INAN;NOM;MASC;PL	N
інтерес	興趣	інтерес	興趣	N;INAN;NOM;MASC;SG	N
інтерес	利息	інтерес	利息	N;INAN;NOM;MASC;SG	N
тиск	壓力	тиск	壓力	N;INAN;NOM;MASC;SG	N
тиск	氣壓	тиск	氣壓	N;INAN;NOM;MASC;SG	N
потреби	需求	потреба	需求	N;INAN;NOM;FEM;PL	N
потреби	需求	потреба	需求	N;INAN;NOM;FEM;PL	N
релігії	宗教	релігія	宗教	N;INAN;NOM;FEM;PL	N
релігії	宗教	релігія	宗教	N;INAN;NOM;FEM;PL	N
релігії	宗教	релігія	宗教	N;INAN;NOM;FEM;PL	N
мозку	腦子	мозок	腦子	N;INAN;GEN;MASC;SG	N
мозку	大腦	мозок	大腦	N;INAN;GEN;MASC;SG	N
мозку	腦	мозок	腦	N;INAN;GEN;MASC;SG	N
мозку	腦	мозок	腦	N;INAN;GEN;MASC;SG	N
розміщення	位置	розміщення	位置	N;INAN;NOM;NEUT;SG	N
розміщення	地點	розміщення	地點	N;INAN;NOM;NEUT;SG	N
інструмент	工具	інструмент	工具	N;INAN;NOM;MASC;SG	N
регулювання	條例	регулювання	條例	N;INAN;NOM;NEUT;SG	N
ліва	左側	лівий	左側	N;INAN;NOM;FEM;SG	N
ліва	左	лівий	左	N;INAN;NOM;FEM;SG	N
ліва	左翼	лівий	左翼	N;INAN;NOM;FEM;SG	N
ліва	左邊	лівий	左邊	N;INAN;NOM;FEM;SG	N
випадок	案例	випадок	案例	N;INAN;NOM;MASC;SG	N
випадок	個案	випадок	個案	N;INAN;NOM;MASC;SG	N
випадок	案件	випадок	案件	N;INAN;NOM;MASC;SG	N
потреб	需求	потреб	需求	N;INAN;GEN;FEM;PL	N
судна	船隻	судно	船隻	N;INAN;NOM;NEUT;PL	N
ставлення	態度	ставлення	態度	N;INAN;NOM;NEUT;SG	N
апарат	儀器	апарат	儀器	N;INAN;NOM;MASC;SG	N
апарат	器械	апарат	器械	N;INAN;NOM;MASC;SG	N
апарат	車輛	апарат	車輛	N;INAN;NOM;MASC;SG	N
набір	集	набір	集	N;INAN;NOM;MASC;SG	N
відпочинку	休閒	відпочинок	休閒	N;INAN;GEN;MASC;SG	N
виборців	選民	виборець	選民	N;ANIM;ACC;MASC;PL	N
посібник	指南	посібник	指南	N;INAN;NOM;MASC;SG	N
посібник	指引	посібник	指引	N;INAN;NOM;MASC;SG	N
посібник	嚮導	посібник	嚮導	N;INAN;NOM;MASC;SG	N
посібник	課本	посібник	課本	N;INAN;NOM;MASC;SG	N
посібник	教科	посібник	教科	N;INAN;NOM;MASC;SG	N
сила	力氣	сила	力氣	N;INAN;NOM;FEM;SG	N
сила	強度	сила	強度	N;INAN;NOM;FEM;SG	N
сила	實力	сила	實力	N;INAN;NOM;FEM;SG	N
сила	力量	сила	力量	N;INAN;NOM;FEM;SG	N
сила	體力	сила	體力	N;INAN;NOM;FEM;SG	N
сила	武力	сила	武力	N;INAN;NOM;FEM;SG	N
сила	電力	сила	電力	N;INAN;NOM;FEM;SG	N
сила	電源	сила	電源	N;INAN;NOM;FEM;SG	N
сила	動力	сила	動力	N;INAN;NOM;FEM;SG	N
сила	權力	сила	權力	N;INAN;NOM;FEM;SG	N
сімей	家庭	сім’я	家庭	N;INAN;GEN;FEM;PL	N
глибина	深度	глибина	深度	N;INAN;NOM;FEM;SG	N
вимагає	需要	вимагати	需要	V;IPFV;IND;SG;3;PRS;FIN	V
вимагає	要求	вимагати	要求	V;IPFV;IND;SG;3;PRS;FIN	V
виставки	展覽	виставка	展覽	N;INAN;NOM;FEM;PL	N
виставки	展	виставка	展	N;INAN;NOM;FEM;PL	N
виставки	展覽	виставка	展覽	N;INAN;NOM;FEM;PL	N
роди	氏族	рода	氏族	N;INAN;NOM;MASC;PL	N
роди	部族	рода	部族	N;INAN;NOM;MASC;PL	N
лісах	森林	ліс	森林	N;INAN;ESS;MASC;PL	N
тренера	教練	тренер	教練	N;ANIM;ACC;MASC;SG	N
монет	硬幣	монет	硬幣	N;INAN;GEN;FEM;PL	N
монет	錢幣	монет	錢幣	N;INAN;GEN;FEM;PL	N
рук	手	рука	手	N;INAN;GEN;FEM;PL	N
провести	花費	провести	花費	V;PFV;NFIN	V
помилки	錯誤	помилка	錯誤	N;INAN;NOM;FEM;PL	N
помилки	失誤	помилка	失誤	N;INAN;NOM;FEM;PL	N
стають	成	ставати	成	V;IPFV;IND;PL;3;PRS;FIN	V
телефон	電話	телефон	電話	N;INAN;NOM;MASC;SG	N
телефон	手機	телефон	手機	N;INAN;NOM;MASC;SG	N
телефон	電話	телефон	電話	N;INAN;NOM;MASC;SG	N
дозволяють	許可	дозволяти	許可	V;IPFV;IND;PL;3;PRS;FIN	V
навантаження	負載	навантаження	負載	N;INAN;NOM;NEUT;SG	N
навантаження	交通	навантаження	交通	N;INAN;NOM;NEUT;SG	N
сестра	妹妹	сестра	妹妹	N;ANIM;NOM;FEM;SG	N
сестра	姐姐	сестра	姐姐	N;ANIM;NOM;FEM;SG	N
сестра	姐妹	сестра	姐妹	N;ANIM;NOM;FEM;SG	N
сестра	姊妹	сестра	姊妹	N;ANIM;NOM;FEM;SG	N
сестра	姊姊	сестра	姊姊	N;ANIM;NOM;FEM;SG	N
праця	勞工	праця	勞工	N;INAN;NOM;FEM;SG	N
випромінювання	輻射	випромінювання	輻射	N;INAN;NOM;NEUT;SG	N
ракети	導彈	ракета	導彈	N;INAN;NOM;FEM;PL	N
ракети	火箭	ракета	火箭	N;INAN;NOM;FEM;PL	N
випробування	審判	випробування	審判	N;INAN;NOM;NEUT;SG	N
випробування	磨難	випробування	磨難	N;INAN;NOM;NEUT;SG	N
випробування	測試	випробування	測試	N;INAN;NOM;NEUT;SG	N
випробування	測驗	випробування	測驗	N;INAN;NOM;NEUT;SG	N
випробування	檢驗	випробування	檢驗	N;INAN;NOM;NEUT;SG	N
випробування	試驗	випробування	試驗	N;INAN;NOM;NEUT;SG	N
ведення	伐木	ведення	伐木	N;INAN;NOM;NEUT;SG	N
