על	sobre	על	sobre	ADP	ADP
יצירה	criação	יצירה	criação	N;FEM;SG	N;FEM;SG
החדשים	novatos	החדש	novato	N;MASC;PL	N;MASC;PL
תלמידים	alunos	תלמיד	aluno	N;MASC;PL	N;MASC;PL
תלמידים	estudantes	תלמיד	estudante	N;MASC;PL	N;MASC;PL
חלל	espaço	חלל	espaço	N;MASC;SG	N;MASC;SG
חלל	space	חלל	space	N;MASC;SG	N;MASC;SG
תכונות	características	תכונה	característica	N;FEM;PL	N;FEM;PL
תכונות	funcionalidades	תכונה	funcionalidade	N;FEM;PL	N;FEM;PL
תכונות	atributos	תכונה	atributo	N;FEM;PL	N;MASC;PL
תכונות	imóveis	תכונה	imóvel	N;FEM;PL	N;MASC;PL
תכונות	propriedades	תכונה	propriedade	N;FEM;PL	N;FEM;PL
נרחב	extensa	נרחב	extenso	ADJ;MASC;SG	ADJ;FEM;SG
נרחב	extenso	נרחב	extenso	ADJ;MASC;SG	ADJ;MASC;SG
נרחב	extensiva	נרחב	extensivo	ADJ;MASC;SG	ADJ;FEM;SG
טווח	cordilheira	טווח	cordilheira	N;MASC;SG	N;FEM;SG
טווח	alcance	טווח	alcance	N;MASC;SG	N;MASC;SG
טווח	intervalo	טווח	intervalo	N;MASC;SG	N;MASC;SG
טווח	gama	טווח	gama	N;MASC;SG	N;FEM;SG
מציג	apresentando	הציג	apresentar	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
מציג	introduzindo	הציג	introduzir	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
מציג	apresentando	הציג	apresentar	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
מציג	exibindo	הציג	exibir	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
מציג	mostrando	הציג	mostrar	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
החליטה	decidida	החליט	decidir	V;FEM;SG;3;PST;ACT	V;FEM;SG;V.PTCP
החליטה	decidiu	החליט	decidir	V;FEM;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
החליטה	decidido	החליט	decidir	V;FEM;SG;3;PST;ACT	V;MASC;SG;V.PTCP
מחלוקת	desentendimento	מחלוקת	desentendimento	N;FEM;SG	N;MASC;SG
מחלוקת	desacordo	מחלוקת	desacordo	N;FEM;SG	N;MASC;SG
מחלוקת	discordância	מחלוקת	discordância	N;FEM;SG	N;FEM;SG
מחלוקת	litígio	מחלוקת	litígio	N;FEM;SG	N;MASC;SG
מחלוקת	contestação	מחלוקת	contestação	N;FEM;SG	N;FEM;SG
מחלוקת	disputa	מחלוקת	disputa	N;FEM;SG	N;FEM;SG
מחלוקת	controvérsia	מחלוקת	controvérsia	N;FEM;SG	N;FEM;SG
מחלוקת	polêmica	מחלוקת	polêmica	N;FEM;SG	N;FEM;SG
עותקים	exemplares	עותק	exemplar	N;MASC;PL	N;MASC;PL
עותקים	cópias	עותק	cópia	N;MASC;PL	N;FEM;PL
חזקה	forte	חזק	forte	ADJ;FEM;SG	ADJ;MASC;SG
חזקה	poderosa	חזק	poderoso	ADJ;FEM;SG	ADJ;FEM;SG
חזקה	poderoso	חזק	poderoso	ADJ;FEM;SG	ADJ;MASC;SG
רובם	most	None	most	N;MASC;SG	N;MASC;SG
צדק	justiça	צדק	justiça	N;MASC;SG	N;FEM;SG
צדק	justice	צדק	justice	N;MASC;SG	N;MASC;SG
צדק	júpiter	צדק	júpiter	N;MASC;SG	N;MASC;SG
שיעור	lição	שיעור	lição	N;MASC;SG	N;FEM;SG
שיעור	taxa	שיעור	taxa	N;MASC;SG	N;FEM;SG
מבקש	pedindo	ביקש	pedir	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
מבקש	perguntando	ביקש	perguntar	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
מבקש	perguntar	ביקש	perguntar	V;MASC;SG;V.PTCP;ACT	V;NFIN
מבקש	solicitando	ביקש	solicitar	V;MASC;SG;V.PTCP;ACT	V;V.MSDR
טקס	cerimónia	טקס	cerimónia	N;MASC;SG	N;FEM;SG
טקס	cerimônia	טקס	cerimônia	N;MASC;SG	N;FEM;SG
טקס	tex	טקס	tex	N;MASC;SG	N;MASC;SG
טקס	ritual	טקס	ritual	N;MASC;SG	N;MASC;SG
התנהגות	comportamento	התנהגות	comportamento	N;FEM;SG	N;MASC;SG
התנהגות	comportamento	התנהגות	comportamento	N;FEM;SG	N;MASC;SG
אפשרי	possivel	אפשרי	possivel	ADJ;MASC;SG	ADJ;MASC;SG
אפשרי	possível	אפשרי	possível	ADJ;MASC;SG	ADJ;MASC;SG
לתקן	corrigir	תיקן	corrigir	V;NFIN;ACT	V;NFIN
לתקן	arranjar	תיקן	arranjar	V;NFIN;ACT	V;NFIN
לתקן	consertar	תיקן	consertar	V;NFIN;ACT	V;NFIN
לתקן	conserta	תיקן	consertar	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
תכנון	planejamento	תכנון	planejamento	N;MASC;SG	N;MASC;SG
תכנון	planeamento	תכנון	planeamento	N;MASC;SG	N;MASC;SG
תכנון	planificação	תכנון	planificação	N;MASC;SG	N;FEM;SG
לספק	fornecer	סיפק	fornecer	V;NFIN;ACT	V;NFIN
לספק	forneça	סיפק	fornecer	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
לספק	providenciar	סיפק	providenciar	V;NFIN;ACT	V;NFIN
לספק	proporcionar	סיפק	proporcionar	V;NFIN;ACT	V;NFIN
לספק	entrego	סיפק	entrego	V;NFIN;ACT	V;IND;SG;1;PRS;FIN
לספק	entregar	סיפק	entregar	V;NFIN;ACT	V;NFIN
הציע	sugerida	הציע	sugerir	V;MASC;SG;3;PST;ACT	V;FEM;SG;V.PTCP
הציע	sugerido	הציע	sugerir	V;MASC;SG;3;PST;ACT	V;MASC;SG;V.PTCP
הציע	sugeriu	הציע	sugerir	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
מרד	revolta	מרד	revolta	N;MASC;SG	N;FEM;SG
מרד	revolta	מרד	revolta	N;MASC;SG	N;FEM;SG
מרד	motim	מרד	motim	N;MASC;SG	N;MASC;SG
מרד	revolta	מרד	revolta	N;MASC;SG	N;FEM;SG
מרד	rebeldia	מרד	rebeldia	N;MASC;SG	N;FEM;SG
מרד	rebelião	מרד	rebelião	N;MASC;SG	N;FEM;SG
עצמאי	independente	עצמאי	independente	ADJ;MASC;SG	ADJ;MASC;SG
נבחרה	seleccionado	נבחר	seleccionar	V;FEM;SG;3;PST;MID	V;MASC;SG;V.PTCP
נבחרה	selecionado	נבחר	selecionar	V;FEM;SG;3;PST;MID	V;MASC;SG;V.PTCP
נבחרה	selecionada	נבחר	selecionado	V;FEM;SG;3;PST;MID	V;FEM;SG;V.PTCP
מטרות	objectivos	מטרה	objectivo	N;FEM;PL	N;MASC;PL
מטרות	objetivos	מטרה	objetivo	N;FEM;PL	N;MASC;PL
מטרות	metas	מטרה	meta	N;FEM;PL	N;FEM;PL
מטרות	alvos	מטרה	alvo	N;FEM;PL	N;MASC;PL
מטרות	objectivos	מטרה	objectivo	N;FEM;PL	N;MASC;PL
מטרות	gols	מטרה	gol	N;FEM;PL	N;MASC;PL
מטרות	metas	מטרה	meta	N;FEM;PL	N;FEM;PL
מטרות	golos	מטרה	golo	N;FEM;PL	N;MASC;PL
מטרות	objetivos	מטרה	objetivo	N;FEM;PL	N;MASC;PL
נקודה	periodo	נקודה	periodo	N;FEM;SG	N;MASC;SG
נקודה	período	נקודה	período	N;FEM;SG	N;MASC;SG
נקודה	ponto	נקודה	ponto	N;FEM;SG	N;MASC;SG
נקודה	dot	נקודה	dot	N;FEM;SG	N;MASC;SG
נקודה	ponto	נקודה	ponto	N;FEM;SG	N;MASC;SG
נקודה	point	נקודה	point	N;FEM;SG	N;MASC;SG
חיפוש	pesquisa	חיפוש	pesquisa	N;MASC;SG	N;FEM;SG
חיפוש	busca	חיפוש	busca	N;MASC;SG	N;FEM;SG
עושים	fazendo	עשה	fazer	V;MASC;PL;V.PTCP;ACT	V;V.MSDR
לפתח	desenvolver	פיתח	desenvolver	V;NFIN;ACT	V;NFIN
לפתח	desenvolva	פיתח	desenvolvar	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
ענק	gigante	ענק	gigante	N;MASC;SG	N;MASC;SG
ענק	giant	ענק	giant	N;MASC;SG	N;MASC;SG
ארגוני	organizações	ארגון	organização	N;MASC;PL	N;FEM;PL
נוסעים	passageiros	נוסע	passageiro	N;MASC;PL	N;MASC;PL
נוסעים	viajantes	נוסע	viajante	N;MASC;PL	N;MASC;PL
בחירות	eleições	בחירות	eleição	N;FEM;PL	N;FEM;PL
בחירות	eleições	בחירות	eleição	N;FEM;PL	N;FEM;PL
בחירות	escolhas	בחירות	escolha	N;FEM;PL	N;FEM;PL
זרם	corrente	זרם	corrente	N;MASC;SG	N;FEM;SG
זרם	fluxo	זרם	fluxo	N;MASC;SG	N;MASC;SG
זרם	stream	זרם	strear	N;MASC;SG	N;MASC;SG
מלון	melão	מלון	melão	N;MASC;SG	N;MASC;SG
מלון	hotel	מלון	hotel	N;MASC;SG	N;MASC;SG
עיטור	medalha	עיטור	medalha	N;MASC;SG	N;FEM;SG
עיבוד	processamento	עיבוד	processamento	N;MASC;SG	N;MASC;SG
עיבוד	transformação	עיבוד	transformação	N;MASC;SG	N;FEM;SG
עמודים	pilares	עמוד	pilar	N;MASC;PL	N;MASC;PL
עמודים	páginas	עמוד	página	N;MASC;PL	N;FEM;PL
עמודים	colunas	עמוד	coluna	N;MASC;PL	N;FEM;PL
מופיעים	aparecendo	הופיע	aparecer	V;MASC;PL;V.PTCP;ACT	V;V.MSDR
מופיעים	aparecer	הופיע	aparecer	V;MASC;PL;V.PTCP;ACT	V;NFIN
קרקע	solo	קרקע	solo	N;FEM;SG	N;MASC;SG
קרקע	land	קרקע	land	N;FEM;SG	N;MASC;SG
קרקע	terra	קרקע	terra	N;FEM;SG	N;FEM;SG
קרקע	ground	קרקע	ground	N;FEM;SG	N;MASC;SG
קרקע	terreno	קרקע	terreno	N;FEM;SG	N;MASC;SG
לכאורה	pretensamente	לכאורה	pretensamente	ADV	ADV
לכאורה	supostamente	לכאורה	supostamente	ADV	ADV
לכאורה	supostamente	לכאורה	supostamente	ADV	ADV
לכאורה	pretensamente	לכאורה	pretensamente	ADV	ADV
לכאורה	alegadamente	לכאורה	alegadamente	ADV	ADV
לקיים	sustentar	קיים	sustentar	V;NFIN;ACT	V;NFIN
מעניין	interessante	מעניין	interessante	ADJ;MASC;SG	ADJ;MASC;SG
צורה	forma	צורה	forma	N;FEM;SG	N;FEM;SG
צורה	shape	צורה	shape	N;FEM;SG	N;MASC;SG
צורה	forma	צורה	forma	N;FEM;SG	N;FEM;SG
צורה	formulário	צורה	formulário	N;FEM;SG	N;MASC;SG
הצלב	cruz	הצלב	cruz	N;MASC;SG	N;FEM;SG
הצלב	cross	הצלב	cross	N;MASC;SG	N;MASC;SG
חשובה	importante	חשוב	importante	ADJ;FEM;SG	ADJ;MASC;SG
הבקיע	marcou	הבקיע	marcar	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
ציוד	equipamento	ציוד	equipamento	N;MASC;SG	N;MASC;SG
ציוד	gear	ציוד	gear	N;MASC;SG	N;MASC;SG
ציוד	engrenagem	ציוד	engrenagem	N;MASC;SG	N;FEM;SG
עיתון	jornal	עיתון	jornal	N;MASC;SG	N;MASC;SG
עיתון	paper	עיתון	paper	N;MASC;SG	N;MASC;SG
עיתון	papel	עיתון	papel	N;MASC;SG	N;MASC;SG
אופי	carácter	אופי	carácter	N;MASC;SG	N;MASC;SG
אופי	caractere	אופי	caractere	N;MASC;SG	N;MASC;SG
אופי	personagem	אופי	personagem	N;MASC;SG	N;MASC;SG
אופי	caracter	אופי	caracter	N;MASC;SG	N;MASC;SG
אופי	caráter	אופי	caráter	N;MASC;SG	N;MASC;SG
להקות	bandas	הקה	banda	N;FEM;PL	N;FEM;PL
דגם	model	דגם	model	N;MASC;SG	N;MASC;SG
דגם	modelo	דגם	modelo	N;MASC;SG	N;MASC;SG
טעם	gosto	טעם	gosto	N;MASC;SG	N;MASC;SG
טעם	sabor	טעם	sabor	N;MASC;SG	N;MASC;SG
טעם	sabor	טעם	sabor	N;MASC;SG	N;MASC;SG
טעם	sabor	טעם	sabor	N;MASC;SG	N;MASC;SG
מפורטת	detalhado	פורט	detalhar	V;FEM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
מפורטת	detalhada	פורט	detalhar	V;FEM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
שכר	salário	שכר	salário	N;MASC;SG	N;MASC;SG
שכר	salário	שכר	salário	N;MASC;SG	N;MASC;SG
שכר	salário	שכר	salário	N;MASC;SG	N;MASC;SG
חשבון	conta	חשבון	conta	N;MASC;SG	N;FEM;SG
חשבון	aritmética	חשבון	aritmético	N;MASC;SG	N;FEM;SG
מחיקה	eliminação	מחיקה	eliminação	N;FEM;SG	N;FEM;SG
מחיקה	exclusão	מחיקה	exclusão	N;FEM;SG	N;FEM;SG
מחיקה	apagamento	מחיקה	apagamento	N;FEM;SG	N;MASC;SG
מחיקה	supressão	מחיקה	supressão	N;FEM;SG	N;FEM;SG
קהילה	comunidade	קהילה	comunidade	N;FEM;SG	N;FEM;SG
תנועות	movimentos	תנועה	movimento	N;FEM;PL	N;MASC;PL
תנועות	jogadas	תנועה	jogada	N;FEM;PL	N;FEM;PL
תנועות	vogais	תנועה	vogal	N;FEM;PL	N;MASC;PL
תנועות	movimentos	תנועה	movimento	N;FEM;PL	N;MASC;PL
טנקים	tanques	טנק	tanque	N;MASC;PL	N;MASC;PL
טנקים	cisternas	טנק	cisterna	N;MASC;PL	N;FEM;PL
תיקון	conserto	תיקון	conserto	N;MASC;SG	N;MASC;SG
תיקון	reparo	תיקון	reparo	N;MASC;SG	N;MASC;SG
תיקון	reparação	תיקון	reparação	N;MASC;SG	N;FEM;SG
תיקון	rectificação	תיקון	rectificação	N;MASC;SG	N;FEM;SG
תיקון	correção	תיקון	correção	N;MASC;SG	N;FEM;SG
תיקון	correcção	תיקון	correcção	N;MASC;SG	N;FEM;SG
אזורים	regiões	אזור	região	N;MASC;PL	N;FEM;PL
אזורים	zonas	אזור	zona	N;MASC;PL	N;FEM;PL
אזורים	áreas	אזור	área	N;MASC;PL	N;FEM;PL
להניח	assumam	הניח	assumir	V;NFIN;ACT	V;SBJV;PL;3;PRS;FIN
להניח	assumir	הניח	assumir	V;NFIN;ACT	V;NFIN
להניח	assuma	הניח	assumir	V;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
נותרו	permanecendo	נותר	permanecer	V;PL;3;PST;MID	V;V.MSDR
פעילים	ativos	פעיל	ativo	N;MASC;PL	N;MASC;PL
פעילים	activistas	פעיל	activista	N;MASC;PL	N;MASC;PL
פעילים	ativistas	פעיל	ativista	N;MASC;PL	N;MASC;PL
פעילים	ativos	פעיל	ativo	N;MASC;PL	N;MASC;PL
קהילות	comunidades	קהילה	comunidade	N;FEM;PL	N;FEM;PL
בהחלט	absolutamente	בהחלט	absolutamente	ADV	ADV
איגוד	union	איגוד	union	N;MASC;SG	N;MASC;SG
איגוד	união	איגוד	união	N;MASC;SG	N;FEM;SG
איגוד	associação	איגוד	associação	N;MASC;SG	N;FEM;SG
איגוד	association	איגוד	association	N;MASC;SG	N;MASC;SG
תשובה	resposta	תשובה	resposta	N;FEM;SG	N;FEM;SG
תשובה	resposta	תשובה	resposta	N;FEM;SG	N;FEM;SG
תשובה	resposta	תשובה	resposta	N;FEM;SG	N;FEM;SG
צרפתים	franceses	צרפתי	francês	N;MASC;PL	N;MASC;PL
סכום	soma	סכום	soma	N;MASC;SG	N;FEM;SG
סכום	sum	סכום	sum	N;MASC;SG	N;MASC;SG
סכום	somatório	סכום	somatório	N;MASC;SG	N;MASC;SG
סכום	quantia	סכום	quantia	N;MASC;SG	N;FEM;SG
סכום	quantidade	סכום	quantidade	N;MASC;SG	N;FEM;SG
סכום	montante	סכום	montante	N;MASC;SG	N;MASC;SG
גבוהים	altas	גבוה	alto	ADJ;MASC;PL	ADJ;FEM;PL
לפגוע	ferido	פגע	ferir	V;NFIN;ACT	V;MASC;SG;V.PTCP
לפגוע	magoar	פגע	magoar	V;NFIN;ACT	V;NFIN
לפגוע	doeu	פגע	doer	V;NFIN;ACT	V;IND;SG;3;PST;FIN
לפגוע	machucar	פגע	machucar	V;NFIN;ACT	V;NFIN
למדה	aprendeu	למד	aprender	V;FEM;SG;3;PST	V;IND;SG;3;PST;FIN
למדה	aprendido	למד	aprender	V;FEM;SG;3;PST	V;MASC;SG;V.PTCP
למדה	estudou	למד	estudar	V;FEM;SG;3;PST	V;IND;SG;3;PST;FIN
למדה	estudado	למד	estudar	V;FEM;SG;3;PST	V;MASC;SG;V.PTCP
למדה	estudada	למד	estudar	V;FEM;SG;3;PST	V;FEM;SG;V.PTCP
נהג	condutor	נהג	condutor	N;MASC;SG	N;MASC;SG
נהג	maquinista	נהג	maquinista	N;MASC;SG	N;MASC;SG
נהג	driver	נהג	driver	N;MASC;SG	N;MASC;SG
נהג	motorista	נהג	motorista	N;MASC;SG	N;MASC;SG
קשור	empatado	קשר	empatar	V;MASC;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP
קשור	amarrado	קשר	amarrar	V;MASC;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP
קשור	amarrada	קשר	amarrar	V;MASC;SG;V.PTCP;ACT	V;FEM;SG;V.PTCP
קשור	relacionada	קשר	relacionar	V;MASC;SG;V.PTCP;ACT	V;FEM;SG;V.PTCP
קשור	relacionado	קשר	relacionar	V;MASC;SG;V.PTCP;ACT	V;MASC;SG;V.PTCP
עלייה	aumento	עלייה	aumento	N;FEM;SG	N;MASC;SG
עלייה	aliyah	עלייה	aliyah	N;FEM;SG	N;MASC;SG
גיטרה	guitarra	גיטרה	guitarra	N;FEM;SG	N;FEM;SG
גיטרה	violão	גיטרה	violão	N;FEM;SG	N;MASC;SG
זרים	forasteiros	זר	forasteiro	N;MASC;PL	N;MASC;PL
זרים	forasteiros	זר	forasteiro	N;MASC;PL	N;MASC;PL
זרים	estrangeiros	זר	estrangeiro	N;MASC;PL	N;MASC;PL
בחר	escolher	בחר	escolher	V;MASC;SG;3;PST;ACT	V;NFIN
בחר	selecionar	בחר	selecionar	V;MASC;SG;3;PST;ACT	V;NFIN
בחר	seleccionar	בחר	seleccionar	V;MASC;SG;3;PST;ACT	V;NFIN
לבנים	brancos	לבן	branco	N;MASC;PL	N;MASC;PL
לבנים	tijolos	לבן	tijolo	N;MASC;PL	N;MASC;PL
קשרים	conexões	קשר	conexão	N;MASC;PL	N;FEM;PL
קשרים	ligações	קשר	ligação	N;MASC;PL	N;FEM;PL
קשרים	contactos	קשר	contacto	N;MASC;PL	N;MASC;PL
קשרים	contatos	קשר	contato	N;MASC;PL	N;MASC;PL
קורס	curso	קורס	curso	N;MASC;SG	N;MASC;SG
חיבור	ligação	חיבור	ligação	N;MASC;SG	N;FEM;SG
חיבור	conexão	חיבור	conexão	N;MASC;SG	N;FEM;SG
חיבור	conexão	חיבור	conexão	N;MASC;SG	N;FEM;SG
מדגם	amostra	מדגם	amostra	N;MASC;SG	N;FEM;SG
הכריז	declarada	הכריז	declarar	V;MASC;SG;3;PST;ACT	V;FEM;SG;V.PTCP
הכריז	declarado	הכריז	declarar	V;MASC;SG;3;PST;ACT	V;MASC;SG;V.PTCP
הכריז	declarou	הכריז	declarar	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
מועצה	concílio	מועצה	concílio	N;FEM;SG	N;MASC;SG
מועצה	conselho	מועצה	conselho	N;FEM;SG	N;MASC;SG
בינתיים	entretanto	בינתיים	entretanto	ADV	ADV
רצון	desejo	רצון	desejo	N;MASC;SG	N;MASC;SG
להצטרף	participe	הצטרף	participe	V;NFIN	V;SBJV;SG;3;PRS;FIN
להצטרף	aderir	הצטרף	aderir	V;NFIN	V;NFIN
להצטרף	juntar	הצטרף	juntar	V;NFIN	V;NFIN
להצטרף	participar	הצטרף	participar	V;NFIN	V;NFIN
שוק	mercado	שוק	mercado	N;MASC;SG	N;MASC;SG
שוק	marketplace	שוק	marketplace	N;MASC;SG	N;MASC;SG
שוק	mercado	שוק	mercado	N;MASC;SG	N;MASC;SG
שילוב	combinação	שילוב	combinação	N;MASC;SG	N;FEM;SG
חשמל	eletricidade	חשמל	eletricidade	N;MASC;SG	N;FEM;SG
חשמל	electricidade	חשמל	electricidade	N;MASC;SG	N;FEM;SG
חשמל	elétrica	חשמל	elétrico	N;MASC;SG	N;FEM;SG
חשמל	elétrico	חשמל	elétrico	N;MASC;SG	N;MASC;SG
חשמל	eléctrica	חשמל	eléctrico	N;MASC;SG	N;FEM;SG
התעשייה	industria	התעשייה	industria	N;FEM;SG	N;FEM;SG
התעשייה	indústria	התעשייה	indústria	N;FEM;SG	N;FEM;SG
ראיון	entrevista	ראיון	entrevista	N;MASC;SG	N;FEM;SG
חופש	liberdade	חופש	liberdade	N;MASC;SG	N;FEM;SG
חופש	freedom	חופש	freedom	N;MASC;SG	N;MASC;SG
פירוק	decomposição	פירוק	decomposição	N;MASC;SG	N;FEM;SG
פירוק	dissolução	פירוק	dissolução	N;MASC;SG	N;FEM;SG
פירוק	desmontagem	פירוק	desmontagem	N;MASC;SG	N;FEM;SG
פירוק	desmantelamento	פירוק	desmantelamento	N;MASC;SG	N;MASC;SG
חובה	dever	חובה	dever	N;FEM;SG	N;MASC;SG
חובה	duty	חובה	duty	N;FEM;SG	N;MASC;SG
קטגוריות	categorias	קטגוריה	categoria	N;FEM;PL	N;FEM;PL
לגלות	descubra	None	descubrar	V;NFIN	V;SBJV;SG;3;PRS;FIN
לגלות	descobre	None	descobrir	V;NFIN	V;IND;SG;3;PRS;FIN
לגלות	descobrir	None	descobrir	V;NFIN	V;NFIN
לגלות	descubram	None	descubrar	V;NFIN	V;SBJV;PL;3;PRS;FIN
ערבים	árabes	ערבי	árabe	N;MASC;PL	N;MASC;PL
ערבים	árabes	ערבי	árabe	N;MASC;PL	N;MASC;PL
הודעה	notificação	הודעה	notificação	N;FEM;SG	N;FEM;SG
הודעה	recado	הודעה	recado	N;FEM;SG	N;MASC;SG
הודעה	mensagem	הודעה	mensagem	N;FEM;SG	N;FEM;SG
הודעה	anuncio	הודעה	anuncio	N;FEM;SG	N;MASC;SG
הודעה	anúncio	הודעה	anúncio	N;FEM;SG	N;MASC;SG
פוליטי	politico	פוליטי	politico	N;MASC;SG	N;MASC;SG
פוליטי	político	פוליטי	político	N;MASC;SG	N;MASC;SG
סירב	recusou	סירב	recusar	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
סירב	recusada	סירב	recusar	V;MASC;SG;3;PST;ACT	V;FEM;SG;V.PTCP
סירב	recusado	סירב	recusar	V;MASC;SG;3;PST;ACT	V;MASC;SG;V.PTCP
נבנתה	construída	נבנה	construir	V;FEM;SG;3;PST;MID	V;FEM;SG;V.PTCP
נבנתה	construído	נבנה	construir	V;FEM;SG;3;PST;MID	V;MASC;SG;V.PTCP
נבנתה	construída	נבנה	construir	V;FEM;SG;3;PST;MID	V;FEM;SG;V.PTCP
נבנתה	construído	נבנה	construir	V;FEM;SG;3;PST;MID	V;MASC;SG;V.PTCP
רופא	médico	רופא	médico	N;MASC;SG	N;MASC;SG
רופא	doutor	רופא	doutor	N;MASC;SG	N;MASC;SG
רופא	médica	רופא	médico	N;MASC;SG	N;FEM;SG
רופא	doutora	רופא	doutora	N;MASC;SG	N;FEM;SG
רופא	doctor	רופא	doctor	N;MASC;SG	N;MASC;SG
רופא	médico	רופא	médico	N;MASC;SG	N;MASC;SG
לעסוק	envolver	עסק	envolver	V;NFIN;ACT	V;NFIN
ממוקם	localizada	מוקם	localizar	V;MASC;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
ממוקם	localizado	מוקם	localizar	V;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
ממוקם	colocada	מוקם	colocar	V;MASC;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
ממוקם	colocado	מוקם	colocar	V;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
אוכלוסיית	população	אוכלוסייה	população	N;PSSD;FEM;SG	N;FEM;SG
מכתב	letra	מכתב	letra	N;MASC;SG	N;FEM;SG
מכתב	carta	מכתב	carta	N;MASC;SG	N;FEM;SG
קוראים	leitores	קורא	leitor	N;MASC;PL	N;MASC;PL
בכורה	estréia	בכורה	estréia	N;FEM;SG	N;FEM;SG
בכורה	estreia	בכורה	estreia	N;FEM;SG	N;FEM;SG
כתיבה	escrita	כתיבה	escrita	N;FEM;SG	N;FEM;SG
ישראליות	israelenses	ישראלי	israelense	N;FEM;PL	N;MASC;PL
ישראליות	israelitas	ישראלי	israelita	N;FEM;PL	N;MASC;PL
זמנית	temporariamente	זמנית	temporariamente	ADV	ADV
זמנית	temporariamente	זמנית	temporariamente	ADV	ADV
חוקר	pesquisador	חוקר	pesquisador	N;MASC;SG	N;MASC;SG
חוקר	investigadora	חוקר	investigadora	N;MASC;SG	N;FEM;SG
חוקר	investigador	חוקר	investigador	N;MASC;SG	N;MASC;SG
חוקר	explorer	חוקר	explorer	N;MASC;SG	N;MASC;SG
חוקר	explorador	חוקר	explorador	N;MASC;SG	N;MASC;SG
קהל	público	קהל	público	N;MASC;SG	N;MASC;SG
קהל	audiência	קהל	audiência	N;MASC;SG	N;FEM;SG
קהל	platéia	קהל	platéia	N;MASC;SG	N;FEM;SG
קהל	plateia	קהל	plateia	N;MASC;SG	N;FEM;SG
קהל	multidão	קהל	multidão	N;MASC;SG	N;FEM;SG
מחלות	doenças	מחלה	doença	N;FEM;PL	N;FEM;PL
מחלות	doenças	מחלה	doença	N;FEM;PL	N;FEM;PL
ירוק	verde	ירוק	verde	ADJ;MASC;SG	ADJ;MASC;SG
סטודנטים	alunos	סטודנט	aluno	N;MASC;PL	N;MASC;PL
סטודנטים	estudantes	סטודנט	estudante	N;MASC;PL	N;MASC;PL
מקצוע	profissão	מקצוע	profissão	N;MASC;SG	N;FEM;SG
מקצוע	ocupação	מקצוע	ocupação	N;MASC;SG	N;FEM;SG
מקצוע	profissão	מקצוע	profissão	N;MASC;SG	N;FEM;SG
שיחות	conversas	שיחה	conversa	N;FEM;PL	N;FEM;PL
הופיעו	apareceram	הופיע	aparecer	V;PL;3;PST;ACT	V;IND;PL;3;FIN
זמרים	cantoras	זמר	cantora	N;MASC;PL	N;FEM;PL
זמרים	cantores	זמר	cantor	N;MASC;PL	N;MASC;PL
הופעה	performance	הופעה	performance	N;FEM;SG	N;FEM;SG
הופעה	atuação	הופעה	atuação	N;FEM;SG	N;FEM;SG
הופעה	desempenho	הופעה	desempenho	N;FEM;SG	N;MASC;SG
הופעה	aparição	הופעה	aparição	N;FEM;SG	N;FEM;SG
הופעה	aparência	הופעה	aparência	N;FEM;SG	N;FEM;SG
הופעה	aparecimento	הופעה	aparecimento	N;FEM;SG	N;MASC;SG
הופעה	concerto	הופעה	concerto	N;FEM;SG	N;MASC;SG
הופעה	concert	הופעה	concert	N;FEM;SG	N;MASC;SG
הציג	introduzida	הציג	introduzir	V;MASC;SG;3;PST;ACT	V;FEM;SG;V.PTCP
הציג	introduziu	הציג	introduzir	V;MASC;SG;3;PST;ACT	V;IND;SG;3;PST;FIN
הציג	introduzido	הציג	introduzir	V;MASC;SG;3;PST;ACT	V;MASC;SG;V.PTCP
עורכים	editores	ערך	editor	N;MASC;PL	N;MASC;PL
להימנע	evitar	נמנע	evitar	V;NFIN;MID	V;NFIN
להימנע	evita	נמנע	evitar	V;NFIN;MID	V;IND;SG;3;PRS;FIN
