progettata	navrhl	progettare	navrhnout	V;FEM;SG;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
plastica	plast	plastica	plast	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
vantaggi	přínosy	vantaggio	přínos	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
vantaggi	výhody	vantaggio	výhoda	N;MASC;PL	N;NOM;FEM;PL;POS
vantaggi	dávky	vantaggio	dávka	N;MASC;PL	N;NOM;FEM;PL;POS
vantaggi	výhody	vantaggio	výhoda	N;MASC;PL	N;NOM;FEM;PL;POS
vantaggi	přednosti	vantaggio	přednost	N;MASC;PL	N;NOM;FEM;PL;POS
risolto	vyřešil	risolvere	vyřešit	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
gun	zbraň	gun	zbraň	N	N;NOM;FEM;SG;POS
gun	pistole	gun	pistole	N	N;NOM;FEM;SG;POS
adottare	adoptovat	adottare	adoptovat	V;NFIN	V;POS;NFIN
adottare	přijmout	adottare	přijmout	V;NFIN	V;POS;NFIN
narrazione	vyprávění	narrazione	vyprávění	N;FEM;SG	N;NOM;NEUT;SG;POS
narrazione	vyprávění	narrazione	vyprávění	N;FEM;SG	N;NOM;NEUT;SG;POS
narrazione	vyprávění	narrazione	vyprávění	N;FEM;SG	N;NOM;NEUT;SG;POS
osservatore	pozorovatel	osservatore	pozorovatel	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
osservatore	pozorovatele	osservatore	pozorovatel	N;MASC;SG	N;ANIM;ACC;MASC;SG;POS
osservatore	pozorovatel	osservatore	pozorovatel	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
fair	veletrh	fair	veletrh	N;MASC	N;INAN;NOM;MASC;SG;POS
original	originál	original	originál	N;SG	N;INAN;NOM;MASC;SG;POS
diamante	diamant	diamante	diamant	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
coinvolgimento	zapojení	coinvolgimento	zapojení	N;MASC;SG	N;NOM;NEUT;SG;POS
quote	kvót	quota	kvóta	N;FEM;PL	N;GEN;FEM;PL;POS
quote	kvóty	quota	kvóta	N;FEM;PL	N;NOM;FEM;PL;POS
divino	božské	divino	božský	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;POS
divino	božská	divino	božský	ADJ;MASC;SG	ADJ;NOM;FEM;SG;POS
divino	božský	divino	božský	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
caos	chaosu	caos	chaos	N;MASC	N;INAN;GEN;MASC;SG;POS
caos	chaos	caos	chaos	N;MASC	N;INAN;NOM;MASC;SG;POS
ripeto	opakovat	ripetere	opakovat	V;IND;SG;1;PRS;FIN	V;IPFV;POS;NFIN
ripeto	opakuji	ripetere	opakovat	V;IND;SG;1;PRS;FIN	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
divorzio	rozvod	divorzio	rozvod	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
planet	planetu	planet	planeta	N;MASC	N;ACC;FEM;SG;POS
planet	planet	planet	planeta	N;MASC	N;GEN;FEM;PL;POS
planet	planeta	planet	planeta	N;MASC	N;NOM;FEM;SG;POS
planet	planetě	planet	planeta	N;MASC	N;DAT;FEM;SG;POS
shaw	shawa	shaw	shaw	N;MASC;SG	N;ANIM;ACC;MASC;SG;POS
imperatori	císaři	imperatore	císař	N;MASC;PL	N;ANIM;DAT;MASC;PL;POS
imperatori	císaři	imperatore	císař	N;MASC;PL	N;ANIM;DAT;MASC;PL;POS
globe	zeměkoule	globa	zeměkoule	N;MASC	N;NOM;FEM;SG;POS
volontario	dobrovolník	volontario	dobrovolník	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
linux	linux	linux	linux	N;MASC	N;INAN;NOM;MASC;SG;POS
funzionale	funkční	funzionale	funkční	ADJ;SG	ADJ;NOM;MASC;SG;POS
misteriosa	tajemný	misterioso	tajemný	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
misteriosa	záhadné	misterioso	záhadný	ADJ;FEM;SG	ADJ;NOM;NEUT;SG;POS
misteriosa	tajemné	misterioso	tajemný	ADJ;FEM;SG	ADJ;NOM;NEUT;SG;POS
misteriosa	záhadný	misterioso	záhadný	ADJ;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
misteriosa	tajemná	misterioso	tajemný	ADJ;FEM;SG	ADJ;NOM;FEM;SG;POS
alaska	aljaška	alaskare	aljaška	N;MASC	N;NOM;FEM;SG;POS
alaska	aljašku	alaskare	aljaška	N;MASC	N;ACC;FEM;SG;POS
tradurre	přeložit	tradurre	přeložit	V;NFIN	V;PFV;POS;NFIN
tradurre	překládat	tradurre	překládat	V;NFIN	V;IPFV;POS;NFIN
attribuzione	přiřazení	attribuzione	přiřazení	N;FEM;SG	N;NOM;NEUT;SG;POS
attendere	čeká	attendere	čekat	V;NFIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
attendere	čekat	attendere	čekat	V;NFIN	V;IPFV;POS;NFIN
attendere	čekám	attendere	čekat	V;NFIN	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
attendere	počkej	attendere	počkej	V;NFIN	V;IMP;SG;2;POS;FIN
riti	obřady	rito	obřad	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
tipografia	typografie	tipografia	typografie	N;FEM;SG	N;NOM;FEM;SG;POS
curata	vyléčil	curare	vyléčit	V;FEM;SG;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
adesione	adheze	adesione	adheze	N;FEM;SG	N;NOM;FEM;SG;POS
adesione	přistoupení	adesione	přistoupení	N;FEM;SG	N;NOM;NEUT;SG;POS
reich	říše	reich	říše	N;MASC	N;NOM;FEM;SG;POS
indonesia	indonésie	indonesia	indonésie	N;FEM;SG	N;NOM;FEM;SG;POS
doctor	doktore	doctor	doktor	N;MASC	N;INAN;NOM;MASC;SG;POS
doctor	lékař	doctor	lékař	N;MASC	N;ANIM;NOM;MASC;SG;POS
doctor	doktor	doctor	doktor	N;MASC	N;ANIM;NOM;MASC;SG;POS
doctor	doctor	doctor	doctor	N;MASC	N;INAN;NOM;MASC;SG;POS
appennino	apenin	appennere	apenina	N;MASC;SG	N;NOM;FEM;SG;POS
cara	drahý	caro	drahý	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
cara	drahá	caro	drahý	ADJ;FEM;SG	ADJ;NOM;FEM;SG;POS
esegue	vykonává	eseguire	vykonávat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
esegue	plní	eseguire	plnit	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
causata	způsobilo	causare	způsobit	V;FEM;SG;PST;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP;ACT
causata	způsobil	causare	způsobit	V;FEM;SG;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
ovunque	kdekoliv	ovunque	kdekoliv	ADV	ADV
ovunque	kdekoli	ovunque	kdekoliv	ADV	ADV
ovunque	kdekoliv	ovunque	kdekoliv	ADV	ADV
ovunque	kdekoli	ovunque	kdekoliv	ADV	ADV
ovunque	kamkoliv	ovunque	kamkoliv	ADV	ADV
ovunque	všude	ovunque	všude	ADV	ADV
precipitazioni	srážek	precipitazione	srážka	N;FEM;PL	N;GEN;FEM;PL;POS
precipitazioni	srážky	precipitazione	srážka	N;FEM;PL	N;NOM;FEM;PL;POS
precipitazioni	srážek	precipitazione	srážka	N;FEM;PL	N;GEN;FEM;PL;POS
precipitazioni	srážky	precipitazione	srážka	N;FEM;PL	N;NOM;FEM;PL;POS
processore	procesor	processore	procesor	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
proteste	protesty	protesta	protest	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
proteste	protesty	protesta	protest	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
banche	banky	banca	banka	N;FEM;PL	N;NOM;FEM;PL;POS
banche	bankám	banca	banka	N;FEM;PL	N;DAT;FEM;PL;POS
banche	bank	banca	banka	N;FEM;PL	N;GEN;FEM;PL;POS
piombo	olovo	piombo	olovo	N;MASC;SG	N;NOM;NEUT;SG;POS
ripristino	obnovení	ripristino	obnovení	N;MASC;SG	N;NOM;NEUT;SG;POS
ripristino	obnovení	ripristino	obnovení	N;MASC;SG	N;NOM;NEUT;SG;POS
ripristino	obnova	ripristino	obnova	N;MASC;SG	N;NOM;FEM;SG;POS
ripristino	renovace	ripristino	renovace	N;MASC;SG	N;NOM;FEM;SG;POS
gustav	gustav	gustav	gustav	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
nazisti	nacisté	nazista	nacista	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
nazisti	nacisti	nazista	naciste	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
nazisti	nacisty	nazista	nacista	N;MASC;PL	N;ANIM;INS;MASC;PL;POS
sita	sita	sita	sito	N;FEM;SG	N;NOM;FEM;SG;POS
faro	majáku	faro	maják	N;MASC;SG	N;INAN;GEN;MASC;SG;POS
faro	maják	faro	maják	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
edimburgo	edinburghu	edimburgo	edinburgha	N;MASC;SG	N;INAN;GEN;MASC;SG;POS
cripta	kryptě	cripta	krypta	N;FEM;SG	N;DAT;FEM;SG;POS
uovo	vajíčko	uovo	vajíčko	N;MASC;SG	N;NOM;NEUT;SG;POS
rifiuti	odpady	rifiuto	odpad	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
rifiuti	odpady	rifiuto	odpad	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
entrate	příjmy	entrata	příjem	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
entrate	vchody	entrata	vchod	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
entrate	příjmy	entrata	příjem	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
entrate	výnosy	entrata	výnos	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
cancelliere	kancléř	cancelliere	kancléř	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
cancelliere	kancléři	cancelliere	kancléř	N;MASC;SG	N;ANIM;DAT;MASC;SG;POS
incidenti	nehody	incidente	nehoda	N;MASC;PL	N;NOM;FEM;PL;POS
incidenti	nehod	incidente	nehoda	N;MASC;PL	N;GEN;FEM;PL;POS
incidenti	incidenty	incidente	incident	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
sonda	sonda	sonda	sonda	N;FEM;SG	N;NOM;FEM;SG;POS
boeing	boeing	boeing	boeing	N;MASC	N;INAN;NOM;MASC;SG;POS
applicare	aplikovat	applicare	aplikovat	V;NFIN	V;POS;NFIN
applicare	uplatnit	applicare	uplatnit	V;NFIN	V;POS;NFIN
finanze	finance	finanza	finance	N;FEM;PL	N;NOM;FEM;PL;POS
finanze	finance	finanza	finance	N;FEM;PL	N;NOM;FEM;PL;POS
livio	livio	livio	livio	N;MASC;SG	N;NOM;MASC;SG;POS
grasso	tuk	grasso	tuk	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
grasso	tuk	grasso	tuk	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
annuncio	vyhlášení	annuncio	vyhlášení	N;MASC;SG	N;NOM;NEUT;SG;POS
annuncio	oznámení	annuncio	oznámení	N;MASC;SG	N;NOM;NEUT;SG;POS
annuncio	ohlášení	annuncio	ohlášení	N;MASC;SG	N;NOM;NEUT;SG;POS
collettivo	kolektivní	collettivo	kolektivní	ADJ;MASC;SG	ADJ;NOM;MASC;SG;POS
febbre	horečka	febbre	horečka	N;FEM;SG	N;NOM;FEM;SG;POS
febbre	horečku	febbre	horečka	N;FEM;SG	N;ACC;FEM;SG;POS
sella	sella	sella	selel	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
sella	sedlo	sella	sedlo	N;FEM;SG	N;NOM;NEUT;SG;POS
cacciatore	lovec	cacciatore	lovec	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
mattoni	cihly	mattone	cihla	N;MASC;PL	N;NOM;FEM;PL;POS
mattoni	cihel	mattone	cihla	N;MASC;PL	N;GEN;FEM;PL;POS
seta	hedvábí	seta	hedvábí	N;FEM;SG	N;NOM;NEUT;SG;POS
primera	primera	primera	primera	N;FEM;SG	N;NOM;FEM;SG;POS
liberali	liberálů	liberale	liberál	N;PL	N;ANIM;GEN;MASC;PL;POS
liberali	liberálové	liberale	liberál	N;PL	N;ANIM;NOM;MASC;PL;POS
microregione	mikroregionu	microregione	mikroregion	N;MASC;SG	N;INAN;GEN;MASC;SG;POS
elettronico	elektronický	elettronico	elektronický	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
elettronico	elektronická	elettronico	elektronický	ADJ;MASC;SG	ADJ;NOM;FEM;SG;POS
estetica	estetické	estetico	estetický	ADJ;FEM;SG	ADJ;NOM;NEUT;SG;POS
sonno	spánek	sonno	spánek	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
sonno	spaní	sonno	spaní	N;MASC;SG	N;NOM;NEUT;SG;POS
shadow	stínu	shadow	stín	N	N;INAN;GEN;MASC;SG;POS
shadow	shadow	shadow	shadow	N	N;NOM;MASC;SG;POS
shadow	stín	shadow	stín	N	N;INAN;NOM;MASC;SG;POS
occupare	obsadit	occupare	obsadit	V;NFIN	V;PFV;POS;NFIN
eccezionale	vynikající	eccezionale	vynikající	ADJ;SG	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
eccezionale	výjimečná	eccezionale	výjimečný	ADJ;SG	ADJ;NOM;FEM;SG;POS
eccezionale	výjimečný	eccezionale	výjimečný	ADJ;SG	ADJ;INAN;NOM;MASC;SG;POS
eccezionale	výjimečné	eccezionale	výjimečný	ADJ;SG	ADJ;NOM;NEUT;SG;POS
incisioni	rytiny	incisione	rytina	N;FEM;PL	N;NOM;FEM;PL;POS
progressivo	postupné	progressivo	postupný	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;POS
progressivo	postupné	progressivo	postupný	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;POS
progressivo	progresivní	progressivo	progresivní	ADJ;MASC;SG	ADJ;NOM;MASC;SG;POS
rischi	rizika	rischio	riziko	N;MASC;PL	N;NOM;NEUT;PL;POS
rischi	rizik	rischio	riziko	N;MASC;PL	N;GEN;NEUT;PL;POS
rischi	rizika	rischio	riziko	N;MASC;PL	N;NOM;NEUT;PL;POS
fusto	sud	fusto	sud	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
rumore	šum	rumore	šum	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
rumore	hluku	rumore	hluk	N;MASC;SG	N;INAN;GEN;MASC;SG;POS
rumore	hluk	rumore	hluk	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
specializzato	specializované	specializzato	specializovaný	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;POS
specializzato	specializované	specializzato	specializovaný	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;POS
palestina	palestině	palestina	palestina	N;FEM;SG	N;DAT;FEM;SG;POS
rinascita	znovuzrození	rinascita	znovuzrození	N;FEM;SG	N;NOM;NEUT;SG;POS
rinascita	oživení	rinascita	oživení	N;FEM;SG	N;NOM;NEUT;SG;POS
pompeo	pompeius	pompeo	pompeius	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
sciatore	lyžař	sciatore	lyžař	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
scout	skaut	scout	skaut	N;MASC	N;ANIM;NOM;MASC;SG;POS
scout	průzkumník	scout	průzkumník	N;MASC	N;ANIM;NOM;MASC;SG;POS
scout	skauti	scout	skaut	N;MASC	N;ANIM;NOM;MASC;PL;POS
scout	průzkumníci	scout	průzkumník	N;MASC	N;ANIM;NOM;MASC;PL;POS
eccessiva	nadměrná	eccessivo	nadměrný	ADJ;FEM;SG	ADJ;NOM;FEM;SG;POS
eccessiva	nadměrné	eccessivo	nadměrný	ADJ;FEM;SG	ADJ;NOM;NEUT;SG;POS
eccessiva	nadměrný	eccessivo	nadměrný	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
eccessiva	nepřiměřené	eccessivo	přiměřený	ADJ;FEM;SG	ADJ;NOM;NEUT;SG;NEG
attrazione	přitažlivost	attrazione	přitažlivost	N;FEM;SG	N;NOM;FEM;SG;POS
divieto	zákaz	divieto	zákaz	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
divieto	zákaz	divieto	zákaz	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
intelligente	chytré	intelligente	chytrý	ADJ;SG	ADJ;NOM;NEUT;SG;POS
intelligente	chytrý	intelligente	chytrý	ADJ;SG	ADJ;ANIM;NOM;MASC;SG;POS
intelligente	inteligentní	intelligente	inteligentní	ADJ;SG	ADJ;ANIM;NOM;MASC;SG;POS
intelligente	chytrá	intelligente	chytrý	ADJ;SG	ADJ;NOM;FEM;SG;POS
intelligente	chytré	intelligente	chytrý	ADJ;SG	ADJ;NOM;NEUT;SG;POS
intelligente	chytrý	intelligente	chytrý	ADJ;SG	ADJ;ANIM;NOM;MASC;SG;POS
minoranza	menšina	minoranza	menšina	N;FEM;SG	N;NOM;FEM;SG;POS
navarra	navarre	navarra	navarre	N;FEM;SG	N;NOM;MASC;SG;POS
abraham	abraham	abraham	abraham	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
meriti	zásluhy	merito	zásluha	N;MASC;PL	N;NOM;FEM;PL;POS
meriti	zásluh	merito	zásluha	N;MASC;PL	N;GEN;FEM;PL;POS
diocesano	diecézní	diocesare	diecézní	ADJ;MASC;SG	ADJ;NOM;MASC;SG;POS
square	náměstí	square	náměstí	N;MASC	N;NOM;NEUT;SG;POS
square	čtverec	square	čtverec	N;MASC	N;INAN;NOM;MASC;SG;POS
steel	ocel	steel	ocel	N	N;NOM;FEM;SG;POS
magica	kouzelné	magico	kouzelný	ADJ;FEM;SG	ADJ;NOM;NEUT;SG;POS
magica	kouzelná	magico	kouzelný	ADJ;FEM;SG	ADJ;NOM;FEM;SG;POS
magica	magický	magico	magický	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
magica	kouzelný	magico	kouzelný	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
magica	kouzelné	magico	kouzelný	ADJ;FEM;SG	ADJ;NOM;NEUT;SG;POS
significative	významné	significativo	významný	ADJ;FEM;PL	ADJ;NOM;MASC;PL;POS
bacio	líbání	bacio	líbání	N;MASC;SG	N;NOM;NEUT;SG;POS
bacio	pusa	bacio	pusa	N;MASC;SG	N;NOM;FEM;SG;POS
bacio	pusu	bacio	pus	N;MASC;SG	N;ACC;FEM;SG;POS
bacio	polibek	bacio	polibek	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
spara	střílet	sparare	střílet	V;IND;SG;3;PRS;FIN	V;IPFV;POS;NFIN
spara	střílí	sparare	střílet	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
elisa	eliza	elisa	eliza	N;FEM;SG	N;NOM;FEM;SG;POS
elisa	elisa	elisa	elisa	N;FEM;SG	N;NOM;FEM;SG;POS
rispose	odpovědělo	rispondere	odpovědět	V;IND;SG;3;PST;FIN	V;NEUT;SG;POS;PST;V.PTCP;ACT
rispose	odpověděl	rispondere	odpovědět	V;IND;SG;3;PST;FIN	V;MASC;SG;POS;PST;V.PTCP;ACT
supergigante	veleobr	supergigante	veleobr	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
sensibile	citlivé	sensibile	citlivý	ADJ;SG	ADJ;NOM;NEUT;SG;POS
sensibile	citlivý	sensibile	citlivý	ADJ;SG	ADJ;INAN;NOM;MASC;SG;POS
sensibile	citlivá	sensibile	citlivý	ADJ;SG	ADJ;NOM;FEM;SG;POS
cartoni	kartony	cartone	karton	N;MASC;PL	N;INAN;NOM;MASC;PL;POS
cartoni	lepenky	cartone	lepenka	N;MASC;PL	N;NOM;FEM;PL;POS
coll	sb	coll	sb	N	N;FEM;POS
incantesimo	zaklínadlo	incantesimo	zaklínadlo	N;MASC;SG	N;NOM;NEUT;SG;POS
incantesimo	kouzlo	incantesimo	kouzlo	N;MASC;SG	N;NOM;NEUT;SG;POS
incantesimo	zaklínadlo	incantesimo	zaklínadlo	N;MASC;SG	N;NOM;NEUT;SG;POS
spade	meče	spada	meč	N;FEM;PL	N;NOM;FEM;PL;POS
oliva	oliva	oliva	olivo	N;FEM;SG	N;NOM;FEM;SG;POS
bureau	předsednictvo	bureau	předsednictvo	N;MASC;SG	N;NOM;NEUT;SG;POS
bureau	úřad	bureau	úřad	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
medievali	středověké	medievale	středověký	ADJ;PL	ADJ;NOM;FEM;PL;POS
diamond	diamant	diamond	diamant	N;MASC;SG	N;INAN;NOM;MASC;SG;POS
mappe	map	mappa	mapa	N;FEM;PL	N;GEN;FEM;PL;POS
mappe	mapy	mappa	mapa	N;FEM;PL	N;NOM;FEM;PL;POS
soccer	fotbal	soccere	fotbal	N;MASC	N;INAN;NOM;MASC;SG;POS
miniera	důl	miniera	důl	N;FEM;SG	N;INAN;NOM;MASC;SG;POS
umanista	humanista	umanista	humanista	N;SG	N;ANIM;NOM;MASC;SG;POS
battute	vtípky	battuta	vtípek	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
battute	vtipy	battuta	vtip	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
determina	určuje	determinare	určovat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
determina	určí	determinare	určit	V;IND;SG;3;PRS;FIN	V;IND;SG;3;POS;PRS;FIN;ACT
determina	určit	determinare	určit	V;IND;SG;3;PRS;FIN	V;POS;NFIN
onorario	čestné	onorario	čestný	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;POS
onorario	čestná	onorario	čestný	ADJ;MASC;SG	ADJ;NOM;FEM;SG;POS
onorario	čestný	onorario	čestný	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
trovate	najít	trovare	najít	V;IND;PL;2;PRS;FIN	V;POS;NFIN
nido	hnízdo	nido	hnízdo	N;MASC;SG	N;NOM;NEUT;SG;POS
pubblicamente	veřejně	pubblicamente	veřejně	ADV	ADV;POS
ordinaria	obyčejná	ordinario	obyčejný	ADJ;FEM;SG	ADJ;NOM;FEM;SG;POS
ordinaria	obyčejný	ordinario	obyčejný	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
bundesliga	bundeslize	bundesliga	bundesliga	N;FEM;SG	N;DAT;FEM;SG;POS
riso	rýži	riso	rýže	N;MASC;SG	N;ACC;FEM;SG;POS
riso	rýže	riso	rýže	N;MASC;SG	N;NOM;FEM;SG;POS
player	hráče	player	hráč	N;MASC	N;ANIM;ACC;MASC;PL;POS
player	hráči	player	hráč	N;MASC	N;ANIM;NOM;MASC;PL;POS
player	přehrávač	player	přehrávač	N;MASC	N;INAN;NOM;MASC;SG;POS
player	hráč	player	hráč	N;MASC	N;ANIM;NOM;MASC;SG;POS
volpe	liška	volpe	liška	N;FEM;SG	N;NOM;FEM;SG;POS
poker	poker	poker	poker	N;MASC	N;INAN;NOM;MASC;SG;POS
poker	pokeru	poker	pokra	N;MASC	N;INAN;GEN;MASC;SG;POS
oscura	obskurní	oscuro	obskurní	ADJ;FEM;SG	ADJ;NOM;MASC;SG;POS
mortale	smrtící	mortale	smrtící	ADJ;SG	ADJ;NOM;MASC;SG;POS
mortale	smrtelný	mortale	smrtelný	ADJ;SG	ADJ;INAN;NOM;MASC;SG;POS
mortale	smrtelná	mortale	smrtelný	ADJ;SG	ADJ;NOM;FEM;SG;POS
mortale	smrtelné	mortale	smrtelný	ADJ;SG	ADJ;NOM;NEUT;SG;POS
mortale	smrtelná	mortale	smrtelný	ADJ;SG	ADJ;NOM;FEM;SG;POS
mortale	smrtelný	mortale	smrtelný	ADJ;SG	ADJ;INAN;NOM;MASC;SG;POS
mortale	smrtelné	mortale	smrtelný	ADJ;SG	ADJ;NOM;NEUT;SG;POS
mortale	fatální	mortale	fatální	ADJ;SG	ADJ;NOM;MASC;SG;POS
mortale	smrtelný	mortale	smrtelný	ADJ;SG	ADJ;INAN;NOM;MASC;SG;POS
mortale	smrtelné	mortale	smrtelný	ADJ;SG	ADJ;NOM;NEUT;SG;POS
mortale	smrtelná	mortale	smrtelný	ADJ;SG	ADJ;NOM;FEM;SG;POS
opzione	možnost	opzione	možnost	N;FEM;SG	N;NOM;FEM;SG;POS
strana	divné	strano	divný	ADJ;FEM;SG	ADJ;NOM;NEUT;SG;POS
strana	divný	strano	divný	ADJ;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
strana	zvláštní	strano	zvláštní	ADJ;FEM;SG	ADJ;NOM;MASC;SG;POS
interviste	rozhovory	intervista	rozhovor	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
interviste	výslechy	intervista	výslech	N;FEM;PL	N;INAN;NOM;MASC;PL;POS
celebrare	slavit	celebrare	slavit	V;NFIN	V;IPFV;POS;NFIN
celebrare	oslavit	celebrare	oslavit	V;NFIN	V;PFV;POS;NFIN
giovinezza	mládež	giovinezza	mládež	N;FEM;SG	N;NOM;FEM;SG;POS
giovinezza	mládí	giovinezza	mládí	N;FEM;SG	N;NOM;NEUT;SG;POS
giovinezza	mládeže	giovinezza	mládež	N;FEM;SG	N;NOM;FEM;SG;POS
guitar	kytara	guitare	kytara	N;MASC	N;NOM;FEM;SG;POS
guitar	kytaru	guitare	kytara	N;MASC	N;ACC;FEM;SG;POS
succeduto	uspěl	succedere	uspět	V;MASC;SG;PST;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
sostituisce	nahradí	sostituire	nahradit	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;POS;PRS;FIN;ACT
sostituisce	nahrazuje	sostituire	nahrazovat	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
vinti	vyhráli	vincere	vyhrát	V;MASC;PL;PST;V.PTCP	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
sommergibile	ponorku	sommergibile	ponorek	N;MASC;SG	N;ACC;FEM;SG;POS
sommergibile	ponorka	sommergibile	ponorka	N;MASC;SG	N;NOM;FEM;SG;POS
cantoni	kantonů	cantone	kanton	N;MASC;PL	N;INAN;GEN;MASC;PL;POS
costruttore	stavitel	costruttore	stavitel	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
costruttore	konstruktérem	costruttore	konstruktér	N;MASC;SG	N;ANIM;INS;MASC;SG;POS
costruttore	výrobce	costruttore	výrobce	N;MASC;SG	N;ANIM;NOM;MASC;SG;POS
pci	pci	pci	pci	N;MASC	N;NOM;FEM;SG;POS
toscano	toskánské	toscano	toskánský	ADJ;MASC;SG	ADJ;NOM;NEUT;SG;POS
preparare	připravit	preparare	připravit	V;NFIN	V;PFV;POS;NFIN
batte	bije	battere	bít	V;IND;SG;3;PRS;FIN	V;IND;SG;3;POS;PRS;FIN;ACT
bonifacio	bonifacio	bonifacio	bonifacio	N;MASC;SG	N;NOM;FEM;SG;POS
bonifacio	boniface	bonifacio	boniface	N;MASC;SG	N;NOM;FEM;SG;POS
lupi	vlků	lupe	vlk	N;MASC;PL	N;ANIM;GEN;MASC;PL;POS
lupi	vlky	lupe	vlka	N;MASC;PL	N;ANIM;INS;MASC;PL;POS
lupi	vlci	lupe	vlk	N;MASC;PL	N;ANIM;NOM;MASC;PL;POS
abuso	zneužití	abuso	zneužití	N;MASC;SG	N;NOM;NEUT;SG;POS
