como	hogyan	como	hogyan	ADV	ADV
desenvolvido	fejlesztett	desenvolver	fejlesztett	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
desenvolvido	kifejlesztett	desenvolver	kifejlesztett	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
programação	programozás	programação	programozás	N;FEM;SG	N;NOM;SG
programação	menetrend	programação	menetrend	N;FEM;SG	N;NOM;SG
programação	ütemezés	programação	ütemezés	N;FEM;SG	N;NOM;SG
programação	beosztás	programação	beosztás	N;FEM;SG	N;NOM;SG
bandas	bandák	banda	banda	N;FEM;PL	N;NOM;PL
letra	szöveget	letra	szöveg	N;FEM;SG	N;ACC;SG
letra	szöveg	letra	szöveg	N;FEM;SG	N;NOM;SG
letra	levélben	letra	levél	N;FEM;SG	N;IN+ESS;SG
letra	betű	letra	betű	N;FEM;SG	N;NOM;SG
letra	levél	letra	levél	N;FEM;SG	N;NOM;SG
letra	levelet	letra	levél	N;FEM;SG	N;ACC;SG
letra	levele	letra	levél	N;FEM;SG	N;NOM;SG
software	szoftver	software	szoftver	N;MASC;SG	N;NOM;SG
tradição	tradíció	tradição	tradíció	N;FEM;SG	N;NOM;SG
tradição	hagyomány	tradição	hagyomány	N;FEM;SG	N;NOM;SG
flores	virágok	flor	virág	N;FEM;PL	N;NOM;PL
star	csillagos	star	csillagos	N;MASC;SG	N;NOM;SG
star	csillag	star	csillag	N;MASC;SG	N;NOM;SG
star	sztár	star	sztár	N;MASC;SG	N;NOM;SG
encontrada	megtalált	encontrar	meg+talál	V;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
encontrada	megtaláltam	encontrar	meg+talál	V;FEM;SG;V.PTCP	V;DEF;IND;SG;1;PST;FIN;ACT
encontrada	talált	encontrar	talál	V;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
autores	írók	autor	író	N;MASC;PL	N;NOM;PL
autores	szerzők	autor	szerző	N;MASC;PL	N;NOM;PL
rios	folyók	rio	folyó	N;MASC;PL	N;NOM;PL
taxa	kamatláb	taxa	kamatláb	N;FEM;SG	N;NOM;SG
taxa	arány	taxa	arány	N;FEM;SG	N;NOM;SG
taxa	díj	taxa	díj	N;FEM;SG	N;NOM;SG
taxa	díjazás	taxa	díjazás	N;FEM;SG	N;NOM;SG
doença	betegség	doença	betegség	N;FEM;SG	N;NOM;SG
doença	betegség	doença	betegség	N;FEM;SG	N;NOM;SG
doença	megbetegedés	doença	megbetegedés	N;FEM;SG	N;NOM;SG
doença	betegség	doença	betegség	N;FEM;SG	N;NOM;SG
valores	értékek	valor	érték	N;MASC;PL	N;NOM;PL
quinta	gazdaság	quinta	gazdaság	N;FEM;SG	N;NOM;SG
quinta	csütörtökön	quinta	csütörtök	N;FEM;SG	N;ON+ESS;SG
navio	hajó	navio	hajó	N;MASC;SG	N;NOM;SG
navio	edény	navio	edény	N;MASC;SG	N;NOM;SG
navio	hajóval	navio	hajó	N;MASC;SG	N;INS;SG
navio	hajó	navio	hajó	N;MASC;SG	N;NOM;SG
águas	vizei	água	viz	N;FEM;PL	N;NOM;PL
águas	vizek	água	víz	N;FEM;PL	N;NOM;PL
princípio	alapelv	princípio	alapelv	N;MASC;SG	N;NOM;SG
suficiente	elégséges	suficiente	elégséges	ADJ;MASC;SG	ADJ;NOM;SG
washington	washingtonban	washington	washingtonban	N;MASC;SG	N;IN+ESS;SG
comportamento	magatartás	comportamento	magatartás	N;MASC;SG	N;NOM;SG
comportamento	viselkedés	comportamento	viselkedés	N;MASC;SG	N;NOM;SG
comportamento	viselkedése	comportamento	viselkedés	N;MASC;SG	N;NOM;SG
comportamento	magatartás	comportamento	magatartás	N;MASC;SG	N;NOM;SG
comportamento	viselkedés	comportamento	viselkedés	N;MASC;SG	N;NOM;SG
perfil	adatlap	perfil	adatlap	N;MASC;SG	N;NOM;SG
perfil	profil	perfil	profil	N;MASC;SG	N;NOM;SG
universo	univerzum	universo	univerzum	N;MASC;SG	N;NOM;SG
universo	világegyetem	universo	világegyet	N;MASC;SG	N;NOM;SG
secretário	titkárnő	secretário	titkárnő	N;MASC;SG	N;NOM;SG
secretário	titkár	secretário	titkár	N;MASC;SG	N;NOM;SG
piloto	pilóta	piloto	pilóta	N;MASC;SG	N;NOM;SG
mãos	kezek	mão	kéz	N;FEM;PL	N;NOM;PL
meia	zokni	meia	zok	N;FEM;SG	N;NOM;SG
meia	fele	meia	fél	N;FEM;SG	N;NOM;SG
horizonte	horizonton	horizonte	horizont	N;MASC;SG	N;ON+ESS;SG
horizonte	horizont	horizonte	horizont	N;MASC;SG	N;NOM;SG
tentar	próbálom	tentar	próbál	V;NFIN	V;DEF;IND;SG;1;PRS;FIN;ACT
aconteceu	történt	acontecer	történik	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
anunciou	bejelentette	anunciar	be+jelent	V;IND;SG;3;PST;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
anunciou	bejelentett	anunciar	bejelent	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
anunciou	meghirdetett	anunciar	meghirdetett	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
contexto	összefüggés	contexto	összefüggés	N;MASC;SG	N;NOM;SG
contexto	összefüggésben	contexto	összefüggés	N;MASC;SG	N;IN+ESS;SG
corrida	faj	corrida	faj	N;FEM;SG	N;NOM;SG
corrida	futam	corrida	futa	N;FEM;SG	N;NOM;SG
corrida	verseny	corrida	verseny	N;FEM;SG	N;NOM;SG
linguagem	nyelv	linguagem	nyelv	N;FEM;SG	N;NOM;SG
sangue	vér	sangue	vér	N;MASC;SG	N;NOM;SG
pena	szánalom	pena	szánalom	N;FEM;SG	N;NOM;SG
pena	toll	pena	toll	N;FEM;SG	N;NOM;SG
pena	szankció	pena	szankció	N;FEM;SG	N;NOM;SG
pena	büntetés	pena	büntetés	N;FEM;SG	N;NOM;SG
image	kép	image	kép	N;MASC;SG	N;NOM;SG
image	képet	image	kép	N;MASC;SG	N;ACC;SG
park	park	park	park	N;MASC;SG	N;NOM;SG
matemática	matek	matemática	ma	N;FEM;SG	N;NOM;SG
matemática	matematika	matemática	matematika	N;FEM;SG	N;NOM;SG
matemática	matematikai	matemática	matematikai	N;FEM;SG	N;NOM;SG
matemática	matematika	matemática	matematika	N;FEM;SG	N;NOM;SG
matemática	matek	matemática	ma	N;FEM;SG	N;NOM;SG
matemática	matematikai	matemática	matematikai	N;FEM;SG	N;NOM;SG
matemática	matematika	matemática	matematika	N;FEM;SG	N;NOM;SG
regime	séma	regime	séma	N;MASC;SG	N;NOM;SG
regime	rezsim	regime	rezsim	N;MASC;SG	N;NOM;SG
conquista	hódítás	conquista	hódítás	N;FEM;SG	N;NOM;SG
apareceu	megjelent	aparecer	megjelent	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
caixa	láda	caixa	lád	N;FEM;SG	N;NOM;SG
caixa	doboz	caixa	doboz	N;FEM;SG	N;NOM;SG
caixa	pénztáros	caixa	pénztáros	N;FEM;SG	N;NOM;SG
caixa	pénztár	caixa	pénztár	N;FEM;SG	N;NOM;SG
alunos	diákok	aluno	diák	N;MASC;PL	N;NOM;PL
alunos	hallgatók	aluno	hallgató	N;MASC;PL	N;NOM;PL
alunos	tanulók	aluno	tanuló	N;MASC;PL	N;NOM;PL
alunos	tanulók	aluno	tanuló	N;MASC;PL	N;NOM;PL
produto	termék	produto	termék	N;MASC;SG	N;NOM;SG
gol	gól	gol	gól	N;MASC;SG	N;NOM;SG
gol	cél	gol	cél	N;MASC;SG	N;NOM;SG
atlético	atlético	atlético	atlético	N;MASC;SG	N;NOM;SG
marido	férjem	marido	férjem	N;MASC;SG	N;NOM;SG
marido	férje	marido	fér	N;MASC;SG	N;NOM;SG
marido	férjem	marido	férjem	N;MASC;SG	N;NOM;SG
marido	férj	marido	férj	N;MASC;SG	N;NOM;SG
operações	műveletek	operação	művelet	N;FEM;PL	N;NOM;PL
operações	ügyletek	operação	ügylet	N;FEM;PL	N;NOM;PL
operações	tranzakciók	operação	tranzakció	N;FEM;PL	N;NOM;PL
cópias	másolatok	cópia	másolat	N;FEM;PL	N;NOM;PL
cópias	példányok	cópia	példány	N;FEM;PL	N;NOM;PL
temperatura	hőmérséklet	temperatura	hőmérséklet	N;FEM;SG	N;NOM;SG
plantas	üzemek	planta	üz	N;FEM;PL	N;NOM;PL
plantas	növények	planta	növény	N;FEM;PL	N;NOM;PL
publicação	poszt	publicação	poszt	N;FEM;SG	N;NOM;SG
publicação	bejegyzést	publicação	bejegyzés	N;FEM;SG	N;ACC;SG
publicação	bejegyzésre	publicação	bejegyzés	N;FEM;SG	N;ON+ALL;SG
publicação	bejegyzés	publicação	bejegyzés	N;FEM;SG	N;NOM;SG
publicação	kiadvány	publicação	kiadvány	N;FEM;SG	N;NOM;SG
publicação	közzététel	publicação	közzététel	N;FEM;SG	N;NOM;SG
publicação	kiadás	publicação	kiadás	N;FEM;SG	N;NOM;SG
publicação	kiadó	publicação	kiadó	N;FEM;SG	N;NOM;SG
publicação	közzététel	publicação	közzététel	N;FEM;SG	N;NOM;SG
quadro	táblázat	quadro	táblázat	N;MASC;SG	N;NOM;SG
quadro	tábla	quadro	tábla	N;MASC;SG	N;NOM;SG
quadro	asztal	quadro	asz	N;MASC;SG	N;NOM;SG
quadro	keretében	quadro	keret	N;MASC;SG	N;IN+ESS;SG
quadro	keretrendszer	quadro	keretrendszer	N;MASC;SG	N;NOM;SG
quadro	keret	quadro	kér	N;MASC;SG	N;NOM;SG
transmissão	átvitel	transmissão	átvitel	N;FEM;SG	N;NOM;SG
transmissão	továbbítás	transmissão	továbbítás	N;FEM;SG	N;NOM;SG
transmissão	adás	transmissão	adás	N;FEM;SG	N;NOM;SG
transmissão	közvetítés	transmissão	közvetítés	N;FEM;SG	N;NOM;SG
transmissão	adás	transmissão	adás	N;FEM;SG	N;NOM;SG
suécia	svédország	suécia	svédország	N;FEM;SG	N;NOM;SG
sequência	folytatás	sequência	folytatás	N;FEM;SG	N;NOM;SG
sequência	szekvencia	sequência	szekvencia	N;FEM;SG	N;NOM;SG
sequência	sorrend	sequência	sorrend	N;FEM;SG	N;NOM;SG
prémio	díj	prémio	díj	N;MASC;SG	N;NOM;SG
prémio	jutalom	prémio	jutalom	N;MASC;SG	N;NOM;SG
prémio	nyeremény	prémio	nyeremény	N;MASC;SG	N;NOM;SG
prémio	díj	prémio	díj	N;MASC;SG	N;NOM;SG
prémio	díjat	prémio	díjat	N;MASC;SG	N;ACC;SG
night	éjszaka	night	éjszaka	N;MASC;SG	N;NOM;SG
ataques	támadások	ataque	támadás	N;MASC;PL	N;NOM;PL
ataques	támadásokat	ataque	támadás	N;MASC;PL	N;ACC;PL
poeta	költő	poeta	költő	N;MASC;SG	N;NOM;SG
instituição	intézmény	instituição	intézmény	N;FEM;SG	N;NOM;SG
objetos	tárgyak	objeto	tárgy	N;MASC;PL	N;NOM;PL
objetos	objektumok	objeto	ob	N;MASC;PL	N;NOM;PL
participantes	résztvevőknek	participante	résztvevő	N;MASC;PL	N;DAT;PL
participantes	résztvevők	participante	résztvevő	N;MASC;PL	N;NOM;PL
participantes	résztvevők	participante	résztvevő	N;MASC;PL	N;NOM;PL
reúne	megfelel	reunir	meg+felel	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
inverno	tél	inverno	tél	N;MASC;SG	N;NOM;SG
desenho	dizájn	desenho	dizájn	N;MASC;SG	N;NOM;SG
desenho	tervezés	desenho	tervezés	N;MASC;SG	N;NOM;SG
desenho	rajza	desenho	rajza	N;MASC;SG	N;NOM;SG
desenho	rajz	desenho	rajz	N;MASC;SG	N;NOM;SG
portal	kapu	portal	kapu	N;MASC;SG	N;NOM;SG
portal	kaput	portal	kap	N;MASC;SG	N;ACC;SG
portal	portál	portal	por	N;MASC;SG	N;NOM;SG
portal	átjáró	portal	átjáró	N;MASC;SG	N;NOM;SG
técnicas	technikák	técnica	technika	N;FEM;PL	N;NOM;PL
exposição	kiállítás	exposição	kiállítás	N;FEM;SG	N;NOM;SG
exposição	kiállítása	exposição	kiállítás	N;FEM;SG	N;NOM;SG
exposição	expozíciós	exposição	expozíciós	N;FEM;SG	N;NOM;SG
exposição	kitettség	exposição	kitettség	N;FEM;SG	N;NOM;SG
exposição	expozíció	exposição	expozíció	N;FEM;SG	N;NOM;SG
perda	veszteség	perda	veszteség	N;FEM;SG	N;NOM;SG
pintura	festés	pintura	festés	N;FEM;SG	N;NOM;SG
pintura	festék	pintura	festék	N;FEM;SG	N;NOM;SG
pintura	festés	pintura	festés	N;FEM;SG	N;NOM;SG
pintura	festmény	pintura	festmény	N;FEM;SG	N;NOM;SG
enciclopédia	enciklopédia	enciclopédia	enciklopédia	N;FEM;SG	N;NOM;SG
enciclopédia	enciklopédia	enciclopédia	enciklopédia	N;FEM;SG	N;NOM;SG
congresso	kongresszus	congresso	kongresszus	N;MASC;SG	N;NOM;SG
bibliografia	bibliográfia	bibliografia	bibliográfia	N;FEM;SG	N;NOM;SG
drama	dráma	drama	dráma	N;MASC;SG	N;NOM;SG
criança	gyermek	criança	gyermek	N;FEM;SG	N;NOM;SG
criança	gyermeke	criança	gyermeke	N;FEM;SG	N;NOM;SG
criança	gyermekem	criança	gyermekem	N;FEM;SG	N;NOM;SG
criança	gyerek	criança	gyerek	N;FEM;SG	N;NOM;SG
recentemente	nemrégiben	recentemente	nemrégiben	ADV	ADV
recentemente	nemrég	recentemente	nemrég	ADV	ADV
receber	kapni	receber	kap	V;NFIN	V;NFIN;ACT
modelos	modellek	modelo	modell	N;MASC;PL	N;NOM;PL
modelos	modelleket	modelo	modellek	N;MASC;PL	N;ACC;PL
modelos	sablonok	modelo	sablon	N;MASC;PL	N;NOM;PL
séculos	évszázadok	século	évszázad	N;MASC;PL	N;NOM;PL
séculos	évszázadokkal	século	évszázad	N;MASC;PL	N;INS;PL
apresentação	megjelenítés	apresentação	megjelenítés	N;FEM;SG	N;NOM;SG
apresentação	bemutatása	apresentação	bemutatás	N;FEM;SG	N;NOM;SG
apresentação	beadvány	apresentação	beadvány	N;FEM;SG	N;NOM;SG
apresentação	benyújtására	apresentação	benyújtás	N;FEM;SG	N;ON+ALL;SG
apresentação	benyújtása	apresentação	benyújtás	N;FEM;SG	N;NOM;SG
linear	lineáris	linear	lineáris	N;MASC;SG	N;NOM;SG
bairros	körzetek	bairro	körzet	N;MASC;PL	N;NOM;PL
links	linkek	link	link	N;MASC;PL	N;NOM;PL
links	hivatkozások	link	hivatkozás	N;MASC;PL	N;NOM;PL
links	kapcsolatok	link	kapcsolat	N;MASC;PL	N;NOM;PL
prisão	letartóztatás	prisão	letartóztatás	N;FEM;SG	N;NOM;SG
prisão	börtön	prisão	börtön	N;FEM;SG	N;NOM;SG
prisão	börtönbe	prisão	börtön	N;FEM;SG	N;IN+ALL;SG
prisão	börtön	prisão	börtön	N;FEM;SG	N;NOM;SG
prisão	börtönben	prisão	börtönben	N;FEM;SG	N;IN+ESS;SG
art	művészet	art	művészet	N;MASC;SG	N;NOM;SG
derrota	vereség	derrota	vereség	N;FEM;SG	N;NOM;SG
evolução	fejlesztés	evolução	fejlesztés	N;FEM;SG	N;NOM;SG
evolução	fejlődés	evolução	fejlődés	N;FEM;SG	N;NOM;SG
evolução	evolúció	evolução	evolúció	N;FEM;SG	N;NOM;SG
evolução	fejlődés	evolução	fejlődés	N;FEM;SG	N;NOM;SG
concurso	pályázat	concurso	pályázat	N;MASC;SG	N;NOM;SG
concurso	versengés	concurso	versengés	N;MASC;SG	N;NOM;SG
concurso	konkurencia	concurso	konkurencia	N;MASC;SG	N;NOM;SG
concurso	verseny	concurso	verseny	N;MASC;SG	N;NOM;SG
concurso	pályázat	concurso	pályázat	N;MASC;SG	N;NOM;SG
concurso	verseny	concurso	verseny	N;MASC;SG	N;NOM;SG
planta	üzem	planta	üz	N;FEM;SG	N;NOM;SG
planta	növény	planta	növény	N;FEM;SG	N;NOM;SG
realidade	valóság	realidade	valóság	N;FEM;SG	N;NOM;SG
piano	zongorát	piano	zongora	N;MASC;SG	N;ACC;SG
piano	zongorán	piano	zongora	N;MASC;SG	N;ON+ESS;SG
colocado	helyezett	colocar	helyez	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
colocado	elhelyezett	colocar	elhelyezett	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
clima	éghajlat	clima	éghajlat	N;MASC;SG	N;NOM;SG
clima	klíma	clima	klíma	N;MASC;SG	N;NOM;SG
clima	időjárás	clima	időjárás	N;MASC;SG	N;NOM;SG
entrevista	interjú	entrevista	interjú	N;FEM;SG	N;NOM;SG
renda	csipke	renda	csipke	N;FEM;SG	N;NOM;SG
renda	bérlet	renda	bérlet	N;FEM;SG	N;NOM;SG
renda	kiadó	renda	kiadó	N;FEM;SG	N;NOM;SG
renda	jövedelem	renda	jövedel	N;FEM;SG	N;NOM;SG
renda	bevétel	renda	bevétel	N;FEM;SG	N;NOM;SG
renda	jövedelme	renda	jövedelem	N;FEM;SG	N;NOM;SG
normal	szokásos	normal	szokásos	ADJ;MASC;SG	ADJ;NOM;SG
administradores	adminisztrátorok	administrador	adminisztrátor	N;MASC;PL	N;NOM;PL
construída	épült	construir	épül	V;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
construída	épített	construir	épít	V;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
construída	felépített	construir	felépít	V;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
construída	beépített	construir	beépített	V;FEM;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
gravação	felvétel	gravação	felvétel	N;FEM;SG	N;NOM;SG
gravação	rögzítés	gravação	rögzítés	N;FEM;SG	N;NOM;SG
segue	követni	seguir	követ	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
segue	követi	seguir	követ	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
ascensão	felemelkedés	ascensão	felemelkedés	N;FEM;SG	N;NOM;SG
ascensão	emelkedés	ascensão	emelkedés	N;FEM;SG	N;NOM;SG
ascensão	emelkedést	ascensão	emelkedés	N;FEM;SG	N;ACC;SG
reinado	uralma	reinado	uralma	N;MASC;SG	N;NOM;SG
reinado	uralom	reinado	uralom	N;MASC;SG	N;NOM;SG
engenheiro	mérnök	engenheiro	mérnök	N;MASC;SG	N;NOM;SG
resto	pihenés	resto	pihenés	N;MASC;SG	N;NOM;SG
vandalismo	vandalizmus	vandalismo	vandalizmus	N;MASC;SG	N;NOM;SG
campeões	bajnokok	campeão	bajnok	N;MASC;PL	N;NOM;PL
exemplos	példák	exemplo	példa	N;MASC;PL	N;NOM;PL
exemplos	példákat	exemplo	példa	N;MASC;PL	N;ACC;PL
gravado	rögzített	gravar	rögzített	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
gravado	regisztrált	gravar	regisztrált	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
gravado	nyilvántartott	gravar	nyilvántartott	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
shows	koncertek	show	koncer	N;MASC;PL	N;NOM;PL
shows	műsorok	show	műsor	N;MASC;PL	N;NOM;PL
iria	lenne	ir	lesz	V;COND;SG;3;FIN	V;INDF;COND;SG;3;PRS;FIN;ACT
figura	figura	figura	figura	N;FEM;SG	N;NOM;SG
figura	ábra	figura	áb	N;FEM;SG	N;NOM;SG
pressão	nyomás	pressão	nyomás	N;FEM;SG	N;NOM;SG
aérea	antenna	aéreo	ant	N;FEM;SG	N;NOM;SG
escala	mérleg	escala	mérleg	N;FEM;SG	N;NOM;SG
escala	skálán	escala	skálán	N;FEM;SG	N;ON+ESS;SG
escala	skála	escala	skála	N;FEM;SG	N;NOM;SG
cursos	tanfolyamok	curso	tanfolyam	N;MASC;PL	N;NOM;PL
poderes	hatáskörök	poder	hatáskörök	N;MASC;PL	N;NOM;PL
grau	fokozat	grau	fokozat	N;MASC;SG	N;NOM;SG
grau	fokozat	grau	fokozat	N;MASC;SG	N;NOM;SG
grau	diploma	grau	diploma	N;MASC;SG	N;NOM;SG
grau	fok	grau	fok	N;MASC;SG	N;NOM;SG
erro	tévedés	erro	tévedés	N;MASC;SG	N;NOM;SG
erro	hiba	erro	hiba	N;MASC;SG	N;NOM;SG
erro	tévedés	erro	tévedés	N;MASC;SG	N;NOM;SG
erro	hiba	erro	hiba	N;MASC;SG	N;NOM;SG
stadium	stadion	stadium	stadion	N;MASC;SG	N;NOM;SG
stadium	stadionban	stadium	stadion	N;MASC;SG	N;IN+ESS;SG
publicou	közzétette	publicar	közzétet	V;IND;SG;3;PST;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
publicou	publikált	publicar	publikált	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
publicou	közzétett	publicar	közzétett	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
publicou	közzétette	publicar	közzétet	V;IND;SG;3;PST;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
publicou	kiküldött	publicar	kiküldött	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
publicou	közzétett	publicar	közzétett	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
chega	megérkezik	chegar	megérkezik	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
chega	érkezik	chegar	érkezik	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
mudar	megváltozott	mudar	megváltozott	V;NFIN	V;INDF;IND;SG;3;PST;FIN;ACT
tabela	táblázat	tabela	táblázat	N;FEM;SG	N;NOM;SG
tabela	tábla	tabela	tábla	N;FEM;SG	N;NOM;SG
tabela	asztal	tabela	asz	N;FEM;SG	N;NOM;SG
tabela	diagram	tabela	diagram	N;FEM;SG	N;NOM;SG
textos	szövegek	texto	szöveg	N;MASC;PL	N;NOM;PL
arquitetura	felépítés	arquitetura	felépítés	N;FEM;SG	N;NOM;SG
arquitetura	építészet	arquitetura	építészet	N;FEM;SG	N;NOM;SG
chave	kulcs	chave	kulcs	N;FEM;SG	N;NOM;SG
vinte	húsz	vinte	húsz	NUM	NUM;NOM;SG
ponta	tipp	ponta	tipp	N;FEM;SG	N;NOM;SG
manutenção	karbantartó	manutenção	karbantartó	N;FEM;SG	N;NOM;SG
manutenção	karbantartó	manutenção	karbantartó	N;FEM;SG	N;NOM;SG
manutenção	karbantartás	manutenção	karbantartás	N;FEM;SG	N;NOM;SG
começo	kezdete	começo	kezdet	N;MASC;SG	N;NOM;SG
começo	eleje	começo	eleje	N;MASC;SG	N;NOM;SG
começo	kezdet	começo	kezd	N;MASC;SG	N;NOM;SG
joaquim	joaquim	joaquim	joaquim	N;MASC;SG	N;NOM;SG
joaquim	joaquin	joaquim	joat	N;MASC;SG	N;NOM;SG
fusão	fúzió	fusão	fúzió	N;FEM;SG	N;NOM;SG
fusão	egyesülés	fusão	egyesülés	N;FEM;SG	N;NOM;SG
fusão	összefonódás	fusão	összefonódás	N;FEM;SG	N;NOM;SG
fusão	fúzió	fusão	fúzió	N;FEM;SG	N;NOM;SG
fusão	fúziós	fusão	fúziós	N;FEM;SG	N;NOM;SG
saída	kimeneti	saída	kimeneti	N;FEM;SG	N;NOM;SG
saída	kibocsátás	saída	kibocsátás	N;FEM;SG	N;NOM;SG
saída	kimenő	saída	kimenő	N;FEM;SG	N;NOM;SG
saída	kijárat	saída	kijárat	N;FEM;SG	N;NOM;SG
mortos	halottak	morto	halott	N;MASC;PL	N;NOM;PL
duração	időtartam	duração	időtartam	N;FEM;SG	N;NOM;SG
duração	időtartama	duração	időtartam	N;FEM;SG	N;NOM;SG
parceria	partnerségi	parceria	partnerségi	N;FEM;SG	N;NOM;SG
parceria	partnerség	parceria	partnerség	N;FEM;SG	N;NOM;SG
parceria	társulás	parceria	társulás	N;FEM;SG	N;NOM;SG
assumiu	feltételezett	assumir	feltételezett	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
navios	hajók	navio	hajó	N;MASC;PL	N;NOM;PL
navios	hajók	navio	hajó	N;MASC;PL	N;NOM;PL
animal	állat	animal	állat	N;MASC;SG	N;NOM;SG
diferença	különbség	diferença	különbség	N;FEM;SG	N;NOM;SG
profissionais	profik	profissional	profik	N;MASC;PL	N;NOM;PL
profissionais	szakemberek	profissional	szakember	N;MASC;PL	N;NOM;PL
encontro	gyűlés	encontro	gyűlés	N;MASC;SG	N;NOM;SG
encontro	találkozás	encontro	találkozás	N;MASC;SG	N;NOM;SG
encontro	találkozó	encontro	találkozó	N;MASC;SG	N;NOM;SG
encontro	megbeszélés	encontro	megbeszélés	N;MASC;SG	N;NOM;SG
encontro	találkozás	encontro	találkozás	N;MASC;SG	N;NOM;SG
permaneceu	maradt	permanecer	marad	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
coronel	ezredes	coronel	ezredes	N;MASC;SG	N;NOM;SG
estudou	tanult	estudar	tanult	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
galáxia	galaxis	galáxia	galaxis	N;FEM;SG	N;NOM;SG
dança	tánc	dança	tánc	N;FEM;SG	N;NOM;SG
dança	tánc	dança	tánc	N;FEM;SG	N;NOM;SG
deixando	elmegy	deixar	el+megy	V;V.MSDR	V;INDF;IND;SG;3;PRS;FIN;ACT
movimentos	indítványok	movimento	indítvány	N;MASC;PL	N;NOM;PL
sinal	jelet	sinal	jelet	N;MASC;SG	N;ACC;SG
sinal	jel	sinal	jel	N;MASC;SG	N;NOM;SG
sinal	jelzés	sinal	jelzés	N;MASC;SG	N;NOM;SG
league	liga	leagar	liga	N;MASC;SG	N;NOM;SG
olhos	szemek	olho	szem	N;MASC;PL	N;NOM;PL
reforma	reformáció	reforma	reformáció	N;FEM;SG	N;NOM;SG
reforma	nyugdíjba	reforma	nyugdíj	N;FEM;SG	N;IN+ALL;SG
reforma	nyugdíj	reforma	nyugdíj	N;FEM;SG	N;NOM;SG
solução	megoldást	solução	megoldás	N;FEM;SG	N;ACC;SG
solução	megoldás	solução	megoldás	N;FEM;SG	N;NOM;SG
solução	oldat	solução	oldat	N;FEM;SG	N;NOM;SG
processos	folyamatok	processo	folyamat	N;MASC;PL	N;NOM;PL
processos	eljárások	processo	eljárás	N;MASC;PL	N;NOM;PL
processos	ügyek	processo	ügy	N;MASC;PL	N;NOM;PL
processos	esetekben	processo	eset	N;MASC;PL	N;IN+ESS;PL
processos	esetek	processo	eset	N;MASC;PL	N;NOM;PL
instrumento	eszköz	instrumento	eszköz	N;MASC;SG	N;NOM;SG
instrumento	műszer	instrumento	műszer	N;MASC;SG	N;NOM;SG
instrumento	hangszer	instrumento	hangszer	N;MASC;SG	N;NOM;SG
inferior	alacsonyabb	inferior	alacsony	ADJ;MASC;SG	ADJ;NOM;CMPR;SG
apresentado	bemutatott	apresentar	bemutatott	V;MASC;SG;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
contato	kapcsolatfelvétel	contato	kapcsolatfelvétel	N;MASC;SG	N;NOM;SG
contato	kapcsolattartó	contato	kapcsolattartó	N;MASC;SG	N;NOM;SG
contato	érintkezés	contato	érintkezés	N;MASC;SG	N;NOM;SG
contato	kapcsolat	contato	kapcsolat	N;MASC;SG	N;NOM;SG
