yang	זה	yang	זה	PRO	PRO;MASC;SG;3
tari	ריקוד	tari	ריקוד	N;SG	N;MASC;SG
bukti	ראיה	bukti	ראייה	N;SG	N;FEM;SG
bukti	ראייה	bukti	ראייה	N;SG	N;FEM;SG
bukti	הוכחה	bukti	הוכחה	N;SG	N;FEM;SG
adipati	דיוק	adipati	דיוק	N	N;MASC;SG
kopi	קפה	kopi	קפה	N;SG	N;MASC;SG
region	אזורים	region	אזור	N	N;MASC;PL
region	אזורי	region	אזור	N	N;MASC;PL
region	אזור	region	אזור	N	N;MASC;SG
diterima	התקבלה	diterima	התקבל	V;SG;PASS	V;FEM;SG;3;PST
diterima	התקבל	diterima	התקבל	V;SG;PASS	V;MASC;SG;3;PST
diterima	מתקבל	diterima	התקבל	V;SG;PASS	V;MASC;SG;V.PTCP
diterima	התקבלה	diterima	התקבל	V;SG;PASS	V;FEM;SG;3;PST
diterima	התקבל	diterima	התקבל	V;SG;PASS	V;MASC;SG;3;PST
ibrani	עבריים	ibrani	עבריים	N	N;MASC;PL
ketinggian	גובה	ketinggian	גובה	N;SG	N;MASC;SG
ketinggian	גובה	ketinggian	גובה	N;SG	N;MASC;SG
ketinggian	הרמה	ketinggian	הרמה	N;SG	N;FEM;SG
kejuaraan	אליפות	kejuaraan	אליפות	N;SG	N;FEM;SG
profesional	מקצועי	profesional	מקצועי	ADJ;SG	ADJ;MASC;SG
pembentukan	הקמת	penbentukan	הקמה	N;SG	N;PSSD;FEM;SG
pembentukan	מוסד	penbentukan	מוסד	N;SG	N;MASC;SG
mengumumkan	מכריזה	menumumkan	מכריזה	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
mengumumkan	מכריז	menumumkan	הכריז	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
mengumumkan	להודיע	menumumkan	הודיע	V;SG;ACT	V;NFIN;ACT
mengumumkan	להכריז	menumumkan	הכריז	V;SG;ACT	V;NFIN;ACT
mengumumkan	תכריז	menumumkan	תכריז	V;SG;ACT	V;FEM;SG;3;FUT;ACT
mengumumkan	הודיעה	menumumkan	הודיע	V;SG;ACT	V;FEM;SG;3;PST;ACT
mengumumkan	הודיע	menumumkan	הודיע	V;SG;ACT	V;MASC;SG;3;PST;ACT
konser	הופעה	konser	הופעה	N;SG	N;FEM;SG
sayap	אגף	sayap	אגף	N;SG	N;MASC;SG
sayap	כנפיים	sayap	כנפי	N;SG	N
suka	אהב	suka	אהב	V;SG	V;MASC;SG;3;PST;ACT
suka	אוהב	suka	אהב	V;SG	V;MASC;SG;V.PTCP;ACT
suka	אוהב	suka	אהב	V;SG	V;MASC;SG;V.PTCP;ACT
parlemen	פרלמנט	parlemen	פרלמנט	N;SG	N;MASC;SG
putaran	סבב	putaran	סבב	N;SG	N;MASC;SG
putaran	סיבוב	putaran	סיבוב	N;SG	N;MASC;SG
penonton	קהל	pentonton	קהל	N;SG	N;MASC;SG
penonton	משקיף	pentonton	משקיף	N;SG	N;MASC;SG
tema	נושא	tema	נושא	N;SG	N;MASC;SG
fisika	פיסיקה	fisika	פיסיקה	N;SG	N;FEM;SG
fisika	פיזיקה	fisika	פיזיקה	N;SG	N;FEM;SG
berhubungan	קשור	berhubungan	קשר	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
berhubungan	קשורה	berhubungan	קשר	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
setuju	מסכימה	setuju	הסכים	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
setuju	הסכים	setuju	הסכים	V;SG;ACT	V;MASC;SG;3;PST;ACT
setuju	מסכים	setuju	הסכים	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
setuju	מסכימה	setuju	הסכים	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
setuju	מסכים	setuju	הסכים	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
komandan	מפקד	komandan	מפקד	N;SG	N;MASC;SG
pemuda	נוער	pemuda	נוער	N;SG	N;MASC;SG
motor	אופנוע	motor	אופנוע	N;SG	N;MASC;SG
motor	מנוע	motor	מנוע	N;SG	N;MASC;SG
miliar	ביליון	miliar	ביליון	N	N;MASC;SG
miliar	מליארד	miliar	מליארד	N	N
lulus	חלפה	lulus	חלף	V;SG	V;FEM;SG;3;PST;ACT
pernikahan	חתונה	pernikahan	חתונה	N;SG	N;FEM;SG
pernikahan	חתונה	pernikahan	חתונה	N;SG	N;FEM;SG
melayani	מגישה	menlayani	הגיש	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
melayani	לשרת	menlayani	לשרה	V;SG;ACT	V;NFIN;ACT
terbatas	מוגבלת	terbatas	הוגבל	V;SG	V;FEM;SG;V.PTCP;PASS
terbatas	מוגבל	terbatas	מוגבל	V;SG	V;MASC;SG;V.PTCP;PASS
terbatas	מוגבלת	terbatas	הוגבל	V;SG	V;FEM;SG;V.PTCP;PASS
terbatas	מוגבל	terbatas	מוגבל	V;SG	V;MASC;SG;V.PTCP;PASS
berkaitan	קשור	berkaitan	קשר	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
berkaitan	קשורה	berkaitan	קשר	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
pemeran	גבס	penperan	גבס	N;SG	N;MASC;SG
turnamen	טורניר	turnamen	טורניר	N;SG	N;MASC;SG
dokter	רופא	dokter	רופא	N;SG	N;MASC;SG
dokter	רופא	dokter	רופא	N;SG	N;MASC;SG
menyelesaikan	מסיים	menselesaikan	סיים	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menyelesaikan	מסיימת	menselesaikan	סיים	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
produser	מפיק	produser	מפיק	N;SG	N;MASC;SG
produser	מפיק	produser	מפיק	N;SG	N;MASC;SG
obat	רפואה	obat	רפואה	N;SG	N;FEM;SG
obat	תרופה	obat	תרופה	N;SG	N;FEM;SG
obat	תרופה	obat	תרופה	N;SG	N;FEM;SG
sederhana	פשוטה	sederhana	פשוט	ADJ;SG	ADJ;FEM;SG
dukungan	תמיכה	dukungan	תמיכה	N;SG	N;FEM;SG
teater	תיאטרון	teater	תיאטרון	N	N;MASC;SG
teater	תיאטרון	teater	תיאטרון	N	N;MASC;SG
teater	תיאטראות	teater	תיאטראות	N	N;FEM;PL
teater	תיאטראות	teater	תיאטראות	N	N;FEM;PL
referensi	התייחסות	referensi	התייחסות	N;SG	N;FEM;SG
menjelaskan	מסביר	menjelaskan	הסביר	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menjelaskan	הסבירה	menjelaskan	הסביר	V;SG;ACT	V;FEM;SG;3;PST;ACT
menjelaskan	הסברתי	menjelaskan	הסביר	V;SG;ACT	V;SG;1;PST;ACT
menjelaskan	הסביר	menjelaskan	הסביר	V;SG;ACT	V;MASC;SG;3;PST;ACT
menjelaskan	מתאר	menjelaskan	תיאר	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menjelaskan	מתארת	menjelaskan	התארת	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
menjelaskan	תסביר	menjelaskan	הסביר	V;SG;ACT	V;MASC;SG;2;FUT;ACT
menjelaskan	להסביר	menjelaskan	הסביר	V;SG;ACT	V;NFIN;ACT
menjelaskan	מסבירה	menjelaskan	הסביר	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
menjelaskan	מסביר	menjelaskan	הסביר	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
alias	כינוי	alias	כינוי	N;SG	N;MASC;SG
menara	צריח	menara	צריח	N;SG	N;MASC;SG
benteng	ביצורים	benteng	ביצורים	N	N;MASC;PL
benteng	טירה	benteng	טירה	N	N;FEM;SG
benteng	הטירה	benteng	הטירה	N	N;FEM;SG
benteng	טירת	benteng	טירה	N	N;PSSD;FEM;SG
benteng	מצודת	benteng	מצודה	N	N;FEM;SG
menggambarkan	מתאר	mengambarkan	תיאר	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menggambarkan	מתארת	mengambarkan	התארת	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
digantikan	הוחלף	digantikan	הוחלף	V;SG;PASS	V;MASC;SG;3;PST;PASS
pengadilan	משפט	penadilan	משפט	N;SG	N;MASC;SG
transportasi	תחבורה	transportasi	תחבורה	N;SG	N;FEM;SG
transportasi	תחבורה	transportasi	תחבורה	N;SG	N;FEM;SG
transportasi	הובלה	transportasi	הובלה	N;SG	N;FEM;SG
memainkan	משחקת	menmainkan	משחקה	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
faktor	הגורמים	faktor	הגורם	N;SG	N
faktor	גורם	faktor	גורם	N;SG	N;MASC;SG
link	קישורים	link	קישורים	N	N;MASC;PL
reaksi	תגובה	reaksi	תגובה	N;SG	N;FEM;SG
kesempatan	מאורע	kesempatan	מאורע	N;SG	N;MASC;SG
kesempatan	הזדמנות	kesempatan	הזדמנות	N;SG	N;FEM;SG
kesempatan	סיכוי	kesempatan	סיכוי	N;SG	N;MASC;SG
kesempatan	הזדמנות	kesempatan	הזדמנות	N;SG	N;FEM;SG
mengeluarkan	לפלוט	menkeluarkan	פלט	V;SG;ACT	V;NFIN;ACT
sebutan	מזכיר	sebutan	מזכיר	N;SG	N;MASC;SG
gitar	גיטרה	gitar	גיטרה	N;SG	N;FEM;SG
peta	מפה	peta	מפה	N;SG	N;FEM;SG
fisik	פיזי	fisik	פיזי	N;SG	N;MASC;SG
fisik	גופני	fisik	גופני	N;SG	N;MASC;SG
fisik	פיזי	fisik	פיזי	N;SG	N;MASC;SG
pabrik	מפעל	pabrik	מפעל	N;SG	N;MASC;SG
pabrik	חרושת	pabrik	חרושת	N;SG	N;FEM;SG
ditetapkan	הוקצה	ditetapkan	הוקצה	V;SG;PASS	V;MASC;SG;3;PST;PASS
kehilangan	אובדן	kehilangan	אובדן	N;SG	N;MASC;SG
kehilangan	אבדן	kehilangan	None	N;SG	N
kehilangan	הפסד	kehilangan	הפסד	N;SG	N;MASC;SG
kehilangan	אבידה	kehilangan	אבידה	N;SG	N;FEM;SG
kehilangan	אבדה	kehilangan	אבדה	N;SG	N;FEM;SG
kehilangan	אבודה	kehilangan	אבודה	N;SG	N;FEM;SG
mewakili	לייצג	menwakili	ייצג	V;SG;ACT	V;NFIN;ACT
mewakili	מייצג	menwakili	ייצג	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
mewakili	מייצגת	menwakili	ייצג	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
mewakili	מייצג	menwakili	ייצג	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
mewakili	מייצגת	menwakili	ייצג	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
mewakili	מייצג	menwakili	ייצג	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
staf	צוות	staf	צוות	N;SG	N;FEM;SG
delapan	שמונה	delapan	שמונה	NUM	NUM;FEM;SG
antena	אנטנה	antena	אנטנה	N;SG	N;FEM;SG
telepon	טלפון	telepon	טלפון	N;SG	N;MASC;SG
telepon	שיחה	telepon	שיחה	N;SG	N;FEM;SG
telepon	טלפון	telepon	טלפון	N;SG	N;MASC;SG
menentukan	קובע	mententukan	קבע	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menentukan	לקבוע	mententukan	קבע	V;SG;ACT	V;NFIN;ACT
menentukan	ציין	mententukan	ציין	V;SG;ACT	V;MASC;SG;3;PST;ACT
menentukan	לפרט	mententukan	פירט	V;SG;ACT	V;NFIN;ACT
menentukan	לציין	mententukan	ציין	V;SG;ACT	V;NFIN;ACT
perintah	פיקוד	perintah	פיקוד	N;SG	N;MASC;SG
perintah	פקודה	perintah	פקודה	N;SG	N;FEM;SG
perintah	מפקדה	perintah	מפקדה	N;SG	N;FEM;SG
perintah	פקודה	perintah	פקודה	N;SG	N;FEM;SG
aksi	פעולה	aksi	פעולה	N;SG	N;FEM;SG
aksi	עשייה	aksi	עשייה	N;SG	N;FEM;SG
aksi	אקשן	aksi	אקשן	N;SG	N;MASC;SG
dana	מימון	dana	מימון	N;SG	N;MASC;SG
dana	קרן	dana	קרן	N;SG	N;FEM;SG
famili	משפחה	famili	משפחה	N;SG	N;FEM;SG
musuh	אויב	musuh	אויב	N;SG	N;MASC;SG
musuh	יריב	musuh	יריב	N;SG	N;MASC;SG
musuh	אויב	musuh	אויב	N;SG	N;MASC;SG
perbatasan	גבול	perbatasan	גבול	N;SG	N;MASC;SG
pemberontakan	מרד	penberontakan	מרד	N;SG	N;MASC;SG
pemberontakan	התקוממות	penberontakan	התקוממות	N;SG	N;FEM;SG
pemberontakan	מרד	penberontakan	מרד	N;SG	N;MASC;SG
pemberontakan	מרד	penberontakan	מרד	N;SG	N;MASC;SG
pemberontakan	מרד	penberontakan	מרד	N;SG	N;MASC;SG
revolusi	מהפכה	revolusi	מהפכה	N;SG	N;FEM;SG
kucing	חתולה	kucing	חתולה	N;SG	N;FEM;SG
toko	חנות	toko	חנות	N;SG	N;FEM;SG
toko	חנות	toko	חנות	N;SG	N;FEM;SG
arti	משמעות	arti	משמעות	N;SG	N;FEM;SG
pelatih	מאמן	penlatih	מאמן	N;SG	N;MASC;SG
pelatih	מאמנת	penlatih	מאמן	N;SG	N;FEM;SG
pelatih	מאמן	penlatih	מאמן	N;SG	N;MASC;SG
pelatih	מאמנת	penlatih	מאמן	N;SG	N;FEM;SG
komisi	עמלה	komisi	עמלה	N;SG	N;FEM;SG
pertunjukan	מראה	pertunjukan	מראה	N;SG	N;MASC;SG
pertunjukan	הצגה	pertunjukan	הצגה	N;SG	N;FEM;SG
pertumbuhan	צמיחה	pertumbuhan	צמיחה	N;SG	N;FEM;SG
pertumbuhan	גדילה	pertumbuhan	גדילה	N;SG	N;FEM;SG
layar	מפרש	layar	מפרש	N;SG	N;MASC;SG
konflik	עימות	konflik	עימות	N;SG	N;FEM;SG
konflik	סכסוך	konflik	סכסוך	N;SG	N;MASC;SG
institut	מכון	institut	מכון	N	N;MASC;SG
institut	מוסד	institut	מוסד	N	N;MASC;SG
peningkatan	שיפור	pentingkatan	שיפור	N;SG	N;MASC;SG
peningkatan	שיפור	pentingkatan	שיפור	N;SG	N;MASC;SG
peningkatan	עלייה	pentingkatan	עלייה	N;SG	N;FEM;SG
peningkatan	שיפור	pentingkatan	שיפור	N;SG	N;MASC;SG
penjualan	מכירה	penjualan	מכירה	N;SG	N;FEM;SG
penjualan	מכירה	penjualan	מכירה	N;SG	N;FEM;SG
pesisir	חופה	pesisir	חופה	N	N;FEM;SG
urutan	הסדר	urutan	הסדר	N;SG	N;MASC;SG
urutan	הזמנה	urutan	הזמנה	N;SG	N;FEM;SG
urutan	סדר	urutan	סדר	N;SG	N;MASC;SG
urutan	פקודה	urutan	פקודה	N;SG	N;FEM;SG
urutan	סדרה	urutan	סדרה	N;SG	N;FEM;SG
tekanan	לחץ	tekanan	לחץ	N;SG	N;MASC;SG
prinsip	עיקרון	prinsip	עיקרון	N;SG	N;MASC;SG
prinsip	עקרון	prinsip	עיקרון	N;SG	N;MASC;SG
line	קו	line	קו	N	N;MASC;SG
line	שורה	line	שורה	N	N;FEM;SG
bulu	נוצה	bulu	נוצה	N;SG	N;MASC;SG
bulu	פרווה	bulu	פרווה	N;SG	N;FEM;SG
terjemahan	תרגום	terjemahan	תרגום	N;SG	N;MASC;SG
kamu	אתה	kamu	הוא	PRO;SG;2;INFM	PRO;MASC;SG;2
angkasa	שמיים	angkasa	שמיים	N;SG	N
angkasa	חלל	angkasa	חלל	N;SG	N;MASC;SG
angkasa	מרחב	angkasa	מרחב	N;SG	N;MASC;SG
pelajaran	שעור	pelajaran	שעור	N;SG	N;MASC;SG
pelajaran	שיעור	pelajaran	שיעור	N;SG	N;MASC;SG
munisipalitas	עירייה	munisipalitas	עירייה	N	N;FEM;SG
munisipalitas	עיריית	munisipalitas	עירייה	N	N;PSSD;FEM;SG
kalah	לאבד	kalah	איבד	V;SG	V;NFIN;ACT
kalah	מפסידה	kalah	הפסיד	V;SG	V;FEM;SG;V.PTCP;ACT
kalah	מפסיד	kalah	הפסיד	V;SG	V;MASC;SG;V.PTCP;ACT
kalah	אבד	kalah	אבד	V;SG	V;MASC;SG;3;PST
kalah	מובס	kalah	מובס	V;SG	V;MASC;SG;V.PTCP;PASS
kalah	הובס	kalah	הובס	V;SG	V;MASC;SG;3;PST;PASS
kalah	לאבד	kalah	איבד	V;SG	V;NFIN;ACT
kalah	מפסיד	kalah	הפסיד	V;SG	V;MASC;SG;V.PTCP;ACT
kalah	להפסיד	kalah	הפסיד	V;SG	V;NFIN;ACT
lintas	צלב	lintas	צלב	N;SG;ACT	N;MASC;SG
lintas	הצלב	lintas	הצלב	N;SG;ACT	N;MASC;SG
bacaan	קורא	bacaan	קורא	N;SG	N;MASC;SG
bacaan	קריאה	bacaan	קריאה	N;SG	N;FEM;SG
angin	רוח	angin	רוח	N;SG	N;FEM;SG
poin	נקודה	poin	נקודה	N;SG	N;FEM;SG
poin	נקודת	poin	נקודה	N;SG	N;FEM;SG
mayoritas	רוב	mayoritas	רוב	N;SG	N;MASC;SG
memuat	טוען	menmuat	טען	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
mencetak	מדפיס	mencetak	הדפיס	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
armada	צי	armada	צי	N;SG	N;MASC;SG
armada	הצי	armada	הצי	N;SG	N;MASC;SG
mempertahankan	לתחזק	menpertahankan	התזקק	V;SG;ACT	V;NFIN;ACT
harapan	התקווה	harapan	התקווה	N;SG	N
harapan	תקווה	harapan	תקווה	N;SG	N;FEM;SG
plat	צלחת	plat	צלחת	N	N;FEM;SG
plat	צלחות	plat	צלחת	N	N;FEM;PL
kartu	כרטיס	kartu	כרטיס	N;SG	N;MASC;SG
majelis	הרכבה	majelis	הרכבה	N;SG	N;FEM;SG
majelis	אסיפה	majelis	אסיפה	N;SG	N;FEM;SG
majelis	מועצה	majelis	מועצה	N;SG	N;FEM;SG
kualitas	איכות	kualitas	איכות	N;SG	N;FEM;SG
wasit	שופט	wasit	שופט	N;SG	N;MASC;SG
suhu	טמפרטורה	suhu	טמפרטורה	N;SG	N;FEM;SG
bagus	טוב	bagus	טוב	ADJ;SG	ADJ;MASC;SG
dilengkapi	מצויד	dilengkapi	צוייד	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
dilengkapi	מצוידת	dilengkapi	צויד	V;SG;PASS	V;FEM;SG;V.PTCP;PASS
komponen	מרכיב	komponen	מרכיב	N;SG	N;MASC;SG
puisi	שיר	puisi	שיר	N	N;MASC;SG
puisi	שירים	puisi	שיר	N	N;MASC;PL
terpisah	נפרד	terpisah	נפרד	ADJ;SG;PASS	ADJ;MASC;SG
simbol	סמל	simbol	סמל	N;SG	N;MASC;SG
samping	צד	samping	צד	N;SG	N;MASC;SG
kepercayaan	אמון	kepercayaan	אמון	N;SG	N;MASC;SG
kepercayaan	אמונה	kepercayaan	אמונה	N;SG	N;FEM;SG
berlaku	החלים	berlaku	החלים	V;SG;ACT	V;MASC;SG;3;PST;ACT
patung	פיסול	patung	פיסול	N;SG	N;MASC;SG
dibawa	הובא	dibawa	הובא	V;SG;PASS	V;MASC;SG;3;PST;PASS
perpustakaan	ספריה	perpustakaan	ספריה	N;SG	N;FEM;SG
perpustakaan	ספרייה	perpustakaan	ספרייה	N;SG	N;FEM;SG
prajurit	חיילת	prajurit	חייל	N;SG	N;FEM;SG
prajurit	חייל	prajurit	חייל	N;SG	N;MASC;SG
prajurit	לוחמת	prajurit	לוחם	N;SG	N;FEM;SG
prajurit	לוחם	prajurit	לוחם	N;SG	N;MASC;SG
campuran	תערובת	campuran	תערובת	N;SG	N;FEM;SG
komunis	הקומוניסטים	komunis	הקומוניסטי	N;SG	N
komunis	קומוניסט	komunis	קומוניסט	N;SG	N;MASC;SG
komunis	הקומוניסטית	komunis	הקומוניסטי	N;SG	N
komunis	קומוניסט	komunis	קומוניסט	N;SG	N;MASC;SG
karang	שונית	karang	שונית	N;SG	N;FEM;SG
ide	רעיון	ide	רעיון	N;SG	N;MASC;SG
ide	מושג	ide	מושג	N;SG	N;MASC;SG
hakim	שופטת	hakim	שופט	N;SG	N;FEM;SG
hakim	שופט	hakim	שופט	N;SG	N;MASC;SG
istrinya	אשה	istri	איש	N;SG	N;FEM;SG
istrinya	אישה	istri	איש	N;SG	N;FEM;SG
logam	מתכת	logam	מתכת	N;SG	N;FEM;SG
logam	מתכת	logam	מתכת	N;SG	N;FEM;SG
peringatan	התראות	peringatan	התראה	N;SG	N;FEM;SG
peringatan	כוננות	peringatan	כוננות	N;SG	N;FEM;SG
peringatan	התראה	peringatan	התראה	N;SG	N;FEM;SG
peringatan	אזהרה	peringatan	אזהרה	N;SG	N;FEM;SG
pendapat	דעת	pendapat	דעה	N;SG	N;FEM;SG
pendapat	דיעה	pendapat	דעה	N;SG	N;FEM;SG
pendapat	דעה	pendapat	דעה	N;SG	N;FEM;SG
pendapat	דעה	pendapat	דעה	N;SG	N;FEM;SG
lukisan	צביעה	lukisan	צביעה	N;SG	N;FEM;SG
lukisan	ציור	lukisan	ציור	N;SG	N;MASC;SG
kecelakaan	תאונה	kecelakaan	תאונה	N;SG	N;FEM;SG
kecelakaan	התרסקות	kecelakaan	התרסקות	N;SG	N;FEM;SG
kecelakaan	תאונה	kecelakaan	תאונה	N;SG	N;FEM;SG
perjuangan	מאבק	perjuangan	מאבק	N;SG	N;MASC;SG
keberadaan	קיום	keberadaan	קיום	N;SG	N;MASC;SG
klasik	קלאסיקה	klasik	קלאסיקה	N;SG	N;FEM;SG
klasik	קלאסיקה	klasik	קלאסיקה	N;SG	N;FEM;SG
dihasilkan	מיוצר	dihasilkan	יוצר	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
adik	אחות	adik	אחות	N;SG	N;FEM;SG
pengalaman	ניסיון	pengalaman	ניסיון	N;SG	N;MASC;SG
pengalaman	חוויה	pengalaman	חוויה	N;SG	N;FEM;SG
pengalaman	נסיון	pengalaman	ניסיון	N;SG	N;MASC;SG
pengalaman	התנסות	pengalaman	התנסות	N;SG	N;FEM;SG
bapak	אב	bapak	אב	N;SG	N;MASC;SG
membaca	לקרוא	menbaca	קרא	V;SG;ACT	V;NFIN;ACT
membaca	קרא	menbaca	קרא	V;SG;ACT	V;MASC;SG;3;PST;ACT
membaca	קוראת	menbaca	קרא	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
senyawa	המתחם	senyawa	המתחם	N;SG	N;MASC;SG
senyawa	תרכובת	senyawa	תרכובת	N;SG	N;FEM;SG
pakaian	הלבשה	pakaian	הלבשה	N;SG	N;FEM;SG
pakaian	תלבושת	pakaian	תלבושת	N;SG	N;FEM;SG
pakaian	הלבשה	pakaian	הלבשה	N;SG	N;FEM;SG
blok	חסימה	blok	חסימה	N;SG	N;FEM;SG
mengurangi	מפחית	menkurangi	מפחית	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
mengurangi	להפחית	menkurangi	הפחית	V;SG;ACT	V;NFIN;ACT
mengurangi	להפחית	menkurangi	הפחית	V;SG;ACT	V;NFIN;ACT
mengajar	מלמד	menajar	לימד	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
mengajar	מלמדת	menajar	לימד	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
mengajar	ללמד	menajar	לימד	V;SG;ACT	V;NFIN;ACT
meningkat	להגדיל	mentingkat	הגדיל	V;SG;ACT	V;NFIN;ACT
meningkat	מתגבר	mentingkat	התגבר	V;SG;ACT	V;MASC;SG;V.PTCP
perwira	קצינה	perwira	קצין	N;SG	N;FEM;SG
perwira	שוטר	perwira	שוטר	N;SG	N;MASC;SG
perwira	קצין	perwira	קצין	N;SG	N;MASC;SG
perwira	שוטרת	perwira	שוטרה	N;SG	N;FEM;SG
hilang	חסר	hilang	חסר	ADJ;SG	ADJ;MASC;SG
sepuluh	עשר	sepuluh	עשר	NUM	NUM;FEM;SG
sepuluh	עשרה	sepuluh	עשרה	NUM	NUM;MASC;SG
pustaka	ספריות	pustaka	ספריות	N	N;FEM;PL
pustaka	ספריה	pustaka	ספריה	N	N;FEM;SG
pustaka	ספרייה	pustaka	ספרייה	N	N;FEM;SG
lapisan	שכבה	lapisan	שכבה	N;SG	N;FEM;SG
lapisan	כיסוי	lapisan	כיסוי	N;SG	N;MASC;SG
diubah	השתנה	diubah	השתנה	V;SG;PASS	V;MASC;SG;3;PST
diubah	השתנתה	diubah	השתנה	V;SG;PASS	V;FEM;SG;3;PST
diubah	השתנה	diubah	השתנה	V;SG;PASS	V;MASC;SG;3;PST
binatang	בהמה	binatang	בהמה	N;SG	N;FEM;SG
binatang	בהמה	binatang	בהמה	N;SG	N;FEM;SG
street	רחוב	street	רחוב	N	N;MASC;SG
riwayat	היסטוריה	riwayat	היסטוריה	N	N;FEM;SG
riwayat	ההיסטוריה	riwayat	ההיסטוריה	N	N;FEM;SG
dokumen	מסמך	dokumen	מסמך	N;SG	N;MASC;SG
zona	אזור	zona	אזור	N;SG	N;MASC;SG
memegang	מחזיקה	menpegang	החזיק	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
memegang	מחזיק	menpegang	החזיק	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
iklan	פרסומת	iklan	פרסומת	N;SG	N;FEM;SG
iklan	פירסום	iklan	פירסום	N;SG	N;MASC;SG
iklan	פרסום	iklan	פרסום	N;SG	N;MASC;SG
tempur	לוחמת	tempur	לוחם	N;SG	N;FEM;SG
tempur	לוחם	tempur	לוחם	N;SG	N;MASC;SG
tempur	קרב	tempur	קרב	N;SG	N;MASC;SG
dirancang	מעוצב	dirancang	מעוצב	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
dirancang	עוצב	dirancang	עוצב	V;SG;PASS	V;MASC;SG;3;PST;PASS
dirancang	מעוצבת	dirancang	מעוצב	V;SG;PASS	V;FEM;SG;V.PTCP;PASS
dirancang	מתוכנן	dirancang	תוכנן	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
dirancang	תוכנן	dirancang	תוכנן	V;SG;PASS	V;MASC;SG;3;PST;PASS
sektor	גזרה	sektor	גזרה	N;SG	N;FEM;SG
sektor	מגזר	sektor	מגזר	N;SG	N;MASC;SG
pekerja	פועל	pekerja	פועל	N;SG	N;MASC;SG
persatuan	האחדות	persatuan	האחדה	N;SG	N;FEM;SG
matematika	מתמטית	matematika	מתמטי	N;SG	N;FEM;SG
matematika	מתמטי	matematika	מתמיט	N;SG	N;MASC;SG
matematika	מתמטיקה	matematika	מתמטיקה	N;SG	N;FEM;SG
matematika	מתמטיקה	matematika	מתמטיקה	N;SG	N;FEM;SG
matematika	מתמטיקה	matematika	מתמטיקה	N;SG	N;FEM;SG
disebutkan	הוזכר	disebutkan	הוזכר	V;SG;PASS	V;MASC;SG;3;PST;PASS
disebutkan	מוזכר	disebutkan	הוזכר	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
sekutu	ברית	sekutu	ברית	N;SG	N;FEM;SG
kontrak	חוזה	kontrak	חוזה	N;SG	N;MASC;SG
pelajar	סטודנט	pelajar	סטודנט	N;SG	N;MASC;SG
pelajar	תלמידה	pelajar	תלמידה	N;SG	N;FEM;SG
pelajar	תלמיד	pelajar	תלמיד	N;SG	N;MASC;SG
pelajar	סטודנטית	pelajar	סטודנטי	N;SG	N;FEM;SG
tamu	אורחת	tamu	אורחה	N;SG	N;FEM;SG
tamu	אורח	tamu	אורח	N;SG	N;MASC;SG
elektronik	אלקטרוניקה	elektronik	אלקטרוניקה	N;SG	N;FEM;SG
pengusaha	יזמות	penusaha	יזם	N;SG	N;FEM;SG
balapan	מרוץ	balapan	מרוץ	N;SG	N;MASC;SG
balapan	גזע	balapan	גזע	N;SG	N;MASC;SG
balapan	מירוץ	balapan	מירוץ	N;SG	N;MASC;SG
