vir	pre	vir	pre	ADP	ADP;ACC
afsonderlike	oddelený	afsonderlik	oddelený	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
afsonderlike	samostatné	afsonderlik	samostatný	ADJ;NOM	ADJ;NOM;NEUT;SG
afsonderlike	oddelené	afsonderlik	oddelený	ADJ;NOM	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
afsonderlike	samostatný	afsonderlik	samostatný	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
afsonderlike	samostatná	afsonderlik	samostatný	ADJ;NOM	ADJ;NOM;FEM;SG
vliegtuig	lietadlo	vliegtuig	lietadlo	N;SG	N;NOM;NEUT;SG
vliegtuig	lietadlom	vliegtuig	lietadlo	N;SG	N;INS;NEUT;SG
vliegtuig	lietadlo	vliegtuig	lietadlo	N;SG	N;NOM;NEUT;SG
vliegtuig	rovina	vliegtuig	rovina	N;SG	N;NOM;FEM;SG
vliegtuig	lietadlom	vliegtuig	lietadlo	N;SG	N;INS;NEUT;SG
vliegtuig	lietadlo	vliegtuig	lietadlo	N;SG	N;NOM;NEUT;SG
gode	olympionici	gode	olympionica	N;PL	N;ANIM;NOM;MASC;PL
manlike	mužské	manlik	mužský	ADJ;NOM	ADJ;NOM;NEUT;SG
manlike	mužský	manlik	mužský	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
toegeneem	zvýšil	toeneem	zvýšiť	V;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
hande	ruky	hand	ruka	N;PL	N;NOM;FEM;PL
hande	rúk	hand	ruka	N;PL	N;GEN;FEM;PL
hande	rukami	hand	ruka	N;PL	N;INS;FEM;PL
kompetisie	konkurencia	kompetisie	konkurencia	N;SG	N;NOM;FEM;SG
kompetisie	súťaž	kompetisie	súťaž	N;SG	N;NOM;FEM;SG
kompetisie	súťaž	kompetisie	súťaž	N;SG	N;NOM;FEM;SG
privaat	súkromný	privaat	súkromný	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
privaat	súkromná	privaat	súkromný	ADJ;NOM	ADJ;NOM;FEM;SG
privaat	súkromné	privaat	súkromný	ADJ;NOM	ADJ;NOM;NEUT;SG
dialekte	dialekty	dialekte	dialekt	N;PL	N;INAN;NOM;MASC;PL
aktief	aktívne	aktief	aktívne	ADV	ADV
partye	večierky	party	večierka	N;PL	N;NOM;FEM;PL
partye	strany	party	strana	N;PL	N;NOM;FEM;PL
dinge	vecí	ding	vec	N;PL	N;GEN;FEM;PL
dinge	veci	ding	vec	N;PL	N;NOM;FEM;PL
tegniese	technický	tegnies	technický	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
tegniese	technická	tegnies	technický	ADJ;NOM	ADJ;NOM;FEM;SG
tegniese	technické	tegnies	technický	ADJ;NOM	ADJ;NOM;NEUT;SG
karakters	postavy	karakter	postava	N;PL	N;NOM;FEM;PL
karakters	znaky	karakter	znak	N;PL	N;INAN;NOM;MASC;PL
karakters	znakov	karakter	znak	N;PL	N;INAN;GEN;MASC;PL
bedek	kryje	bedek	kryť	V;PRS	V;IPFV;IND;SG;3;POS;PRS;FIN
argitektuur	architektúra	argitektuur	architektúra	N;SG	N;NOM;FEM;SG
argitektuur	architektúru	argitektuur	architektúra	N;SG	N;ACC;FEM;SG
via	prostredníctvom	via	prostredníctvom	ADP	ADP;GEN
via	cez	via	cez	ADP	ADP;ACC
metode	metódu	metode	metóda	N;SG	N;ACC;FEM;SG
metode	spôsob	metode	spôsob	N;SG	N;INAN;NOM;MASC;SG
metode	metóda	metode	metóda	N;SG	N;NOM;FEM;SG
bespreek	rezervovať	bespreek	rezervovať	V;PRS	V;IPFV;POS;NFIN
bespreek	prebrať	bespreek	prebrať	V;PRS	V;PFV;POS;NFIN
bespreek	diskutovať	bespreek	diskutovať	V;PRS	V;IPFV;POS;NFIN
bespreek	prediskutovať	bespreek	prediskutovať	V;PRS	V;PFV;POS;NFIN
bespreek	rezervovať	bespreek	rezervovať	V;PRS	V;IPFV;POS;NFIN
redes	dôvodov	rede	dôvod	N;PL	N;INAN;GEN;MASC;PL
redes	príčiny	rede	príčina	N;PL	N;NOM;FEM;PL
redes	dôvody	rede	dôvod	N;PL	N;INAN;NOM;MASC;PL
eenhede	jednotky	eenhede	jednotka	N;PL	N;NOM;FEM;PL
eenhede	jednotiek	eenhede	jednotka	N;PL	N;GEN;FEM;PL
olie	oleja	olie	olej	N;SG	N;INAN;GEN;MASC;SG
olie	ropa	olie	rop	N;SG	N;NOM;FEM;SG
olie	olej	olie	olej	N;SG	N;INAN;NOM;MASC;SG
spelers	aktéri	speler	aktér	N;PL	N;ANIM;NOM;MASC;PL
spelers	hráči	speler	hráčiť	N;PL	N;ANIM;NOM;MASC;PL
spelers	hráčov	speler	hráč	N;PL	N;ANIM;ACC;MASC;PL
spelers	prehrávače	speler	prehrávač	N;PL	N;INAN;NOM;MASC;PL
twaalf	dvanásť	twaalf	dvanásť	NUM	NUM;NOM;NEUT;SG
twaalf	dvanástich	twaalf	dvanásť	NUM	NUM;GEN;MASC;PL
sekretaris	tajomník	sekretaris	tajomník	N;SG	N;ANIM;NOM;MASC;SG
sekretaris	sekretárka	sekretaris	sekretárka	N;SG	N;NOM;FEM;SG
federasie	federácia	federasie	federácia	N;SG	N;NOM;FEM;SG
stof	prachu	stof	prach	N;SG	N;INAN;GEN;MASC;SG
stof	prach	stof	prach	N;SG	N;INAN;NOM;MASC;SG
kommersiële	komerčné	kommersieel	komerčný	ADJ;NOM	ADJ;NOM;NEUT;SG
kommersiële	obchodný	kommersieel	obchodný	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
kommersiële	obchodná	kommersieel	obchodný	ADJ;NOM	ADJ;NOM;FEM;SG
kommersiële	komerčný	kommersieel	komerčný	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
kommersiële	obchodné	kommersieel	obchodný	ADJ;NOM	ADJ;NOM;NEUT;SG
primêre	primárna	primêr	primárny	ADJ;NOM	ADJ;NOM;FEM;SG
primêre	primárny	primêr	primárny	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
persiese	perzský	persies	perzský	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
dam	priehrada	dam	priehrada	N;SG	N;NOM;FEM;SG
toekoms	budúca	toekoms	budúci	N;SG	N;NOM;FEM;SG
toekoms	budúcnosti	toekoms	budúcnosť	N;SG	N;DAT;FEM;SG
toekoms	budúcnosť	toekoms	budúcnosť	N;SG	N;NOM;FEM;SG
toekoms	budúce	toekoms	budúci	N;SG	N;NOM;NEUT;SG
grootliks	podstatne	grootliks	podstatne	ADV	ADV
grootliks	významne	grootliks	významne	ADV	ADV
grootliks	výrazne	grootliks	výrazne	ADV	ADV
polisie	polícia	polisie	polícia	N;SG	N;NOM;FEM;SG
polisie	políciu	polisie	polícia	N;SG	N;ACC;FEM;SG
geslag	pohlavie	geslag	pohlavie	N;SG	N;NOM;NEUT;SG
geslag	pohlavie	geslag	pohlavie	N;SG	N;NOM;NEUT;SG
geslag	pohlavie	geslag	pohlavie	N;SG	N;NOM;NEUT;SG
geslag	sex	geslag	sex	N;SG	N;INAN;NOM;MASC;SG
graf	hrobu	graf	hrob	N;SG	N;INAN;GEN;MASC;SG
graf	hrobe	graf	hrob	N;SG	N;INAN;ESS;MASC;SG
graf	hrob	graf	hrob	N;SG	N;INAN;NOM;MASC;SG
besoekers	návštevníkom	besoeker	návštevník	N;PL	N;ANIM;INS;MASC;PL
besoekers	návštevníkov	besoeker	návštevník	N;PL	N;ANIM;ACC;MASC;PL
besoekers	návštevníci	besoeker	návštevník	N;PL	N;ANIM;NOM;MASC;PL
besoekers	návštevy	besoeker	návšteva	N;PL	N;NOM;FEM;PL
volwasse	zrelé	volwasse	zrelý	ADJ;NOM	ADJ;NOM;NEUT;SG
volwasse	dospelé	volwasse	dospelý	ADJ;NOM	ADJ;NOM;NEUT;SG
kies	vyberte	kies	vybrať	V;PRS	V;PFV;IMP;PL;2;POS;FIN
kies	vybrať	kies	vybrať	V;PRS	V;PFV;POS;NFIN
kies	zvoľte	kies	zvoľiť	V;PRS	V;PFV;IMP;PL;2;POS;FIN
duitsers	nemcov	duitser	nemec	N;PL	N;INAN;GEN;MASC;PL
duitsers	nemci	duitser	nemec	N;PL	N;ANIM;NOM;MASC;PL
basiese	základný	basies	základný	ADJ;NOM	ADJ;INAN;NOM;MASC;SG
basiese	základné	basies	základný	ADJ;NOM	ADJ;NOM;NEUT;SG
basiese	základná	basies	základný	ADJ;NOM	ADJ;NOM;FEM;SG
benodig	potrebovať	benodig	potrebovať	V;PRS	V;IPFV;POS;NFIN
benodig	vyžaduje	benodig	vyžadovať	V;PRS	V;IPFV;IND;SG;3;POS;PRS;FIN
broers	bratov	broers	brat	N;PL	N;ANIM;ACC;MASC;PL
broers	bratmi	broers	brat	N;PL	N;ANIM;INS;MASC;PL
broers	bratia	broers	brat	N;PL	N;ANIM;NOM;MASC;PL
komponis	editor	komponis	editor	N;SG	N;INAN;NOM;MASC;SG
komponis	skladateľ	komponis	skladateľ	N;SG	N;ANIM;NOM;MASC;SG
kunstenaar	umelec	kunstenaar	umelec	N;SG	N;ANIM;NOM;MASC;SG
kunstenaar	umelkyňa	kunstenaar	umelkyňa	N;SG	N;NOM;FEM;SG
kunstenaar	umelca	kunstenaar	umelec	N;SG	N;ANIM;ACC;MASC;SG
germaanse	germánske	germaans	germánsky	ADJ;NOM	ADJ;NOM;NEUT;SG
vermoë	schopnosť	vermoë	schopnosť	N;SG	N;NOM;FEM;SG
mond	huba	mond	huba	N;SG	N;NOM;FEM;SG
gesondheid	zdraví	gesondheid	zdravie	N;SG	N;NOM;NEUT;SG
gesondheid	zdravie	gesondheid	zdravie	N;SG	N;NOM;NEUT;SG
gesondheid	zdravotníctvo	gesondheid	zdravotníctvo	N;SG	N;NOM;NEUT;SG
leerders	žiakov	leerder	žiak	N;PL	N;ANIM;ACC;MASC;PL
leerders	zreničky	leerder	zrenička	N;PL	N;NOM;FEM;PL
leerders	žiaci	leerder	žiak	N;PL	N;ANIM;NOM;MASC;PL
geskiedkundige	historický	geskiedkundig	historický	ADJ;NOM	ADJ;INAN;NOM;MASC;SG
geskiedkundige	historické	geskiedkundig	historický	ADJ;NOM	ADJ;NOM;NEUT;SG
geskiedkundige	historická	geskiedkundig	historický	ADJ;NOM	ADJ;NOM;FEM;SG
aktiwiteite	aktivít	aktiwiteit	aktivita	N;PL	N;GEN;FEM;PL
aktiwiteite	činnosti	aktiwiteit	činnosť	N;PL	N;NOM;FEM;PL
aktiwiteite	aktivity	aktiwiteit	aktivita	N;PL	N;NOM;FEM;PL
aktiwiteite	udalostí	aktiwiteit	udalosť	N;PL	N;GEN;FEM;PL
aktiwiteite	podujatia	aktiwiteit	podujatie	N;PL	N;NOM;NEUT;PL
aktiwiteite	udalosti	aktiwiteit	udalosť	N;PL	N;NOM;FEM;PL
aktiwiteite	udalosti	aktiwiteit	udalosť	N;PL	N;NOM;FEM;PL
konflik	konfliktom	konflik	konflikt	N;SG	N;INAN;INS;MASC;SG
konflik	konflikt	konflik	konflikt	N;SG	N;INAN;NOM;MASC;SG
gemeenskaplike	časté	gemeenskaplik	častý	ADJ;NOM	ADJ;NOM;NEUT;SG
inkomste	príjem	inkomste	príjem	N;SG	N;INAN;NOM;MASC;SG
inkomste	príjem	inkomste	príjem	N;SG	N;INAN;NOM;MASC;SG
ken	vedieť	ken	vedieť	V;PRS	V;IPFV;POS;NFIN
ken	poznať	ken	poznať	V;PRS	V;IPFV;POS;NFIN
ken	viem	ken	vedieť	V;PRS	V;IPFV;IND;SG;1;POS;PRS;FIN
ligte	ľahký	lig	ľahký	ADJ;NOM	ADJ;INAN;NOM;MASC;SG
ligte	mierna	lig	mierny	ADJ;NOM	ADJ;NOM;FEM;SG
erfenis	dedičstvo	erfenis	dedičstvo	N;SG	N;NOM;NEUT;SG
bladsye	strán	bladsy	strana	N;PL	N;GEN;FEM;PL
bladsye	strany	bladsy	strana	N;PL	N;NOM;FEM;PL
bladsye	stránky	bladsy	stránka	N;PL	N;NOM;FEM;PL
bladsye	stránkach	bladsy	stránka	N;PL	N;GEN;FEM;PL
bladsye	stránok	bladsy	stránka	N;PL	N;GEN;FEM;PL
heelal	vesmíre	heelal	vesmír	N;SG	N;INAN;DAT;MASC;SG
heelal	vesmír	heelal	vesmír	N;SG	N;INAN;NOM;MASC;SG
verdwyn	zmiznú	verdwyn	zmiznúť	V;PRS	V;PFV;IND;PL;3;POS;PRS;FIN
verdwyn	zmizne	verdwyn	zmiznúť	V;PRS	V;PFV;IND;SG;3;POS;PRS;FIN
verdwyn	zmiznúť	verdwyn	zmiznúť	V;PRS	V;PFV;POS;NFIN
geskei	rozdelili	skei	rozdeliť	V;PST;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
geskei	rozviedla	skei	rozviesť	V;PST;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
hoek	uhol	hoek	uhol	N;SG	N;INAN;NOM;MASC;SG
verwante	súvisiace	verwant	súvisiaci	ADJ;NOM	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT
verwante	súvisiaci	verwant	súvisiaci	ADJ;NOM	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
verwante	príbuzné	verwant	príbuzný	ADJ;NOM	ADJ;NOM;NEUT;PL
sport	šport	sport	šport	N;SG	N;INAN;NOM;MASC;SG
sport	šport	sport	šport	N;SG	N;INAN;NOM;MASC;SG
selfstandige	nezávislý	selfstandig	nezávislý	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
selfstandige	nezávislá	selfstandig	závislo	ADJ;NOM	ADJ;NOM;FEM;SG
selfstandige	nezávislé	selfstandig	závislý	ADJ;NOM	ADJ;NOM;NEUT;SG
onderneming	corporation	onderneming	corporation	N;SG	N;NOM;FEM;SG
onderneming	podnik	onderneming	podnik	N;SG	N;INAN;NOM;MASC;SG
onderneming	podnikanie	onderneming	podnikanie	N;SG	N;NOM;NEUT;SG
onderneming	enterprise	onderneming	enterprisa	N;SG	N;NOM;FEM;SG
tempel	chrámu	tempel	chrám	N;SG	N;INAN;GEN;MASC;SG
tempel	chrám	tempel	chrám	N;SG	N;INAN;NOM;MASC;SG
twintig	dvadsať	twintig	dvadsať	NUM	NUM;NOM;NEUT;SG
literatuur	literatúru	literatuur	literatúra	N;SG	N;ACC;FEM;SG
literatuur	literatúra	literatuur	literatúra	N;SG	N;NOM;FEM;SG
saamgesmelt	roztopil	saamsmelt	roztopiť	V;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
tabel	stôl	tabel	stôl	N;SG	N;INAN;NOM;MASC;SG
tabel	tabuľke	tabel	tabuľka	N;SG	N;DAT;FEM;SG
tabel	tabuľka	tabel	tabuľka	N;SG	N;NOM;FEM;SG
speler	player	speler	player	N;SG	N;INAN;NOM;MASC;SG
speler	hráča	speler	hráča	N;SG	N;ANIM;ACC;MASC;SG
speler	hráč	speler	hráč	N;SG	N;ANIM;NOM;MASC;SG
speler	prehrávač	speler	prehrávač	N;SG	N;INAN;NOM;MASC;SG
kommunistiese	komunistická	kommunisties	komunistický	ADJ;NOM	ADJ;NOM;FEM;SG
sokkerspeler	futbalista	sokkerspeler	futbalista	N;SG	N;ANIM;NOM;MASC;SG
prent	fotka	prent	fotka	N;SG	N;NOM;FEM;SG
prent	obrázok	prent	obrázok	N;SG	N;INAN;NOM;MASC;SG
prent	obraz	prent	obraz	N;SG	N;INAN;NOM;MASC;SG
prent	image	prent	imag	N;SG	N;INAN;NOM;MASC;SG
prent	obrázok	prent	obrázok	N;SG	N;INAN;NOM;MASC;SG
prent	obraz	prent	obraz	N;SG	N;INAN;NOM;MASC;SG
prent	priroda	prent	priroda	N;SG	N;NOM;FEM;SG
prent	prírodu	prent	príroda	N;SG	N;ACC;FEM;SG
prent	povaha	prent	povaha	N;SG	N;NOM;FEM;SG
prent	príroda	prent	príroda	N;SG	N;NOM;FEM;SG
prent	charakter	prent	charakter	N;SG	N;INAN;NOM;MASC;SG
vraag	otázka	vraag	otázka	N;SG	N;NOM;FEM;SG
vraag	otázku	vraag	otázka	N;SG	N;ACC;FEM;SG
sterrebeeld	súhvezdie	sterrebeeld	súhvezdie	N;SG	N;NOM;NEUT;SG
optrede	chovanie	optrede	chovanie	N;SG	N;NOM;NEUT;SG
optrede	správanie	optrede	správanie	N;SG	N;NOM;NEUT;SG
blad	stránke	blad	stránka	N;SG	N;DAT;FEM;SG
blad	strana	blad	strana	N;SG	N;NOM;FEM;SG
blad	stránka	blad	stránka	N;SG	N;NOM;FEM;SG
blad	stránku	blad	stránka	N;SG	N;ACC;FEM;SG
letters	písmená	letters	písmeno	N;PL	N;NOM;NEUT;PL
letters	listy	letters	list	N;PL	N;INAN;NOM;MASC;PL
letters	písmen	letters	písmen	N;PL	N;NOM;NEUT;PL
reaksie	reakcia	reaksie	reakcia	N;SG	N;NOM;FEM;SG
reaksie	reakciu	reaksie	reakcia	N;SG	N;ACC;FEM;SG
opvoedkundige	vzdelávacie	opvoedkundig	vzdelávací	ADJ;NOM	ADJ;NOM;NEUT;SG
vliegtuie	lietadla	vliegtuig	lietadlo	N;PL	N;NOM;NEUT;PL
vliegtuie	lietadlá	vliegtuig	lietadlo	N;PL	N;NOM;NEUT;PL
fokus	sústrediť	fokus	sústrediť	V;PRS	V;PFV;POS;NFIN
reëls	pravidlá	reël	pravidlo	N;PL	N;NOM;NEUT;PL
reëls	pravidlách	reël	pravidlo	N;PL	N;INS;NEUT;PL
reëls	pravidiel	reël	pravidlo	N;PL	N;GEN;NEUT;PL
reëls	predpisy	reël	predpis	N;PL	N;INAN;NOM;MASC;PL
reëls	pravidla	reël	pravidlo	N;PL	N;NOM;NEUT;PL
reëls	čiary	reël	čiara	N;PL	N;NOM;FEM;PL
reëls	riadkov	reël	riadok	N;PL	N;INAN;GEN;MASC;PL
reëls	linky	reël	linka	N;PL	N;NOM;FEM;PL
reëls	riadky	reël	riadok	N;PL	N;INAN;NOM;MASC;PL
reëls	trate	reël	triata	N;PL	N;NOM;FEM;PL
geweier	odmietla	weier	odmietnuť	V;PST;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
geweier	odmietli	weier	odmietnuť	V;PST;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
geweier	odmietol	weier	odmietnuť	V;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
geweier	klesol	weier	klesnúť	V;PST;V.PTCP	V;INAN;PFV;MASC;SG;POS;PST;V.PTCP
verduidelik	vysvetli	verduidelik	vysvetliť	V;PRS	V;PFV;IMP;SG;2;POS;FIN
verduidelik	vysvetlite	verduidelik	vysvetliť	V;PRS	V;PFV;IMP;PL;2;POS;FIN
verduidelik	vysvetliť	verduidelik	vysvetliť	V;PRS	V;PFV;POS;NFIN
teater	divadlo	teater	divadlo	N;SG	N;NOM;NEUT;SG
teater	divadlo	teater	divadlo	N;SG	N;NOM;NEUT;SG
ingestel	vyliečil	instel	vyliečiť	V;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
ingestel	zaviedla	instel	zaviesť	V;PST;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
beplan	plánuje	beplan	plánovať	V;PRS	V;IPFV;IND;SG;3;POS;PRS;FIN
produk	produkt	produk	produkt	N;SG	N;INAN;NOM;MASC;SG
produk	produktom	produk	produkt	N;SG	N;INAN;INS;MASC;SG
produk	výrobok	produk	výrobok	N;SG	N;INAN;NOM;MASC;SG
gewig	hmotnosť	gewig	hmotnosť	N;SG	N;NOM;FEM;SG
gewig	váha	gewig	váha	N;SG	N;NOM;FEM;SG
vallei	valley	vallei	valli	N;SG	N;INAN;NOM;MASC;SG
vallei	dolina	vallei	dolina	N;SG	N;NOM;FEM;SG
vallei	údolie	vallei	údolie	N;SG	N;NOM;NEUT;SG
enjin	motorom	enjin	motor	N;SG	N;INAN;INS;MASC;SG
enjin	motora	enjin	motor	N;SG	N;INAN;GEN;MASC;SG
enjin	motor	enjin	motor	N;SG	N;INAN;NOM;MASC;SG
oom	ujo	oom	ujo	N;SG	N;ANIM;NOM;MASC;SG
oom	strýko	oom	strýko	N;SG	N;ANIM;NOM;MASC;SG
klank	zvuk	klank	zvuk	N;SG	N;INAN;NOM;MASC;SG
bygedra	prispelo	bydra	prispieť	V;PST;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP
bygedra	prispel	bydra	prispieť	V;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
bygedra	prispela	bydra	prispieť	V;PST;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
bygedra	prispeli	bydra	prispieť	V;PST;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
sosialistiese	socialistická	sosialisties	socialistický	ADJ;NOM	ADJ;NOM;FEM;SG
taak	poslanie	taak	poslanie	N;SG	N;NOM;NEUT;SG
taak	úloha	taak	úloha	N;SG	N;NOM;FEM;SG
mere	jazerá	baie	jazero	N;PL	N;NOM;NEUT;PL
mere	jazier	baie	jazier	N;PL	N;GEN;NEUT;PL
mere	laky	baie	lak	N;PL	N;INAN;NOM;MASC;PL
ondersteuning	podporu	ondersteuning	podpora	N;SG	N;ACC;FEM;SG
ondersteuning	podpora	ondersteuning	podpora	N;SG	N;NOM;FEM;SG
administrasie	podanie	administrasie	podanie	N;SG	N;NOM;NEUT;SG
administrasie	podaní	administrasie	podanie	N;SG	N;NOM;NEUT;SG
administrasie	administratíva	administrasie	administratív	N;SG	N;NOM;FEM;SG
administrasie	podávanie	administrasie	podávanie	N;SG	N;NOM;NEUT;SG
administrasie	správa	administrasie	správa	N;SG	N;NOM;FEM;SG
minute	minút	minute	minúta	N;PL	N;GEN;FEM;PL
minute	minúty	minute	minúta	N;PL	N;NOM;FEM;PL
minute	minút	minute	minúta	N;PL	N;GEN;FEM;PL
minute	minúty	minute	minúta	N;PL	N;NOM;FEM;PL
minute	zápisnice	minute	zápisnica	N;PL	N;NOM;FEM;PL
oprigting	konštrukcia	oprigting	konštrukcia	N;SG	N;NOM;FEM;SG
oprigting	výstavba	oprigting	výstavba	N;SG	N;NOM;FEM;SG
oprigting	stavba	oprigting	stavba	N;SG	N;NOM;FEM;SG
oprigting	stavebníctvo	oprigting	stavebníctvo	N;SG	N;NOM;NEUT;SG
kandidaat	záujemca	kandidaat	záujemca	N;SG	N;ANIM;NOM;MASC;SG
kandidaat	uchádzač	kandidaat	uchádzač	N;SG	N;ANIM;NOM;MASC;SG
kandidaat	kandidát	kandidaat	kandidát	N;SG	N;ANIM;NOM;MASC;SG
suksesvolle	úspešné	suksesvol	úspešný	ADJ;NOM	ADJ;NOM;NEUT;SG
suksesvolle	úspešní	suksesvol	úspešniť	ADJ;NOM	ADJ;ANIM;NOM;MASC;PL
suksesvolle	úspešný	suksesvol	úspešný	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
suksesvolle	úspešná	suksesvol	úspešný	ADJ;NOM	ADJ;NOM;FEM;SG
toepassing	prihláška	toepassing	prihláška	N;SG	N;NOM;FEM;SG
toepassing	aplikácia	toepassing	aplikácia	N;SG	N;NOM;FEM;SG
toepassing	žiadosť	toepassing	žiadosť	N;SG	N;NOM;FEM;SG
toepassing	uplatňovanie	toepassing	uplatňovanie	N;SG	N;NOM;NEUT;SG
toepassing	aplikácia	toepassing	aplikácia	N;SG	N;NOM;FEM;SG
toepassing	aplikácii	toepassing	aplikácia	N;SG	N;DAT;FEM;SG
toepassing	aplikáciu	toepassing	aplikácia	N;SG	N;ACC;FEM;SG
versterk	posilniť	versterk	posilniť	V;PRS	V;PFV;POS;NFIN
versterk	posilňovať	versterk	posilňovať	V;PRS	V;IPFV;POS;NFIN
eet	jedenie	eet	jedenie	N;SG	N;NOM;NEUT;SG
eet	stravovanie	eet	stravovanie	N;SG	N;NOM;NEUT;SG
straat	ulici	straat	ulica	N;SG	N;DAT;FEM;SG
straat	ulicu	straat	ulica	N;SG	N;ACC;FEM;SG
straat	ulica	straat	ulica	N;SG	N;NOM;FEM;SG
motors	automobily	motors	automobiť	N;PL	N;NOM;FEM;PL
motors	áut	motors	auto	N;PL	N;GEN;NEUT;PL
motors	automobily	motors	automobiť	N;PL	N;NOM;FEM;PL
motors	autá	motors	auto	N;PL	N;NOM;NEUT;PL
litause	litovské	litaus	litovský	ADJ;NOM	ADJ;NOM;NEUT;SG
litause	litovský	litaus	litovský	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
maatskaplike	sociálne	maatskaplik	sociálny	ADJ;NOM	ADJ;NOM;NEUT;SG
maatskaplike	spoločenské	maatskaplik	spoločenský	ADJ;NOM	ADJ;NOM;NEUT;SG
maatskaplike	sociálny	maatskaplik	sociálny	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
maatskaplike	sociálna	maatskaplik	sociálny	ADJ;NOM	ADJ;NOM;FEM;SG
maatskaplike	spoločenský	maatskaplik	spoločenský	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
getoon	vyjadrila	toon	vyjadriť	V;PST;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
getref	zasiahli	tref	zasiahnuť	V;PST;V.PTCP	V;PFV;MASC;PL;POS;PST;V.PTCP
getref	udrieť	tref	udrieť	V;PST;V.PTCP	V;PFV;POS;NFIN
getref	udrel	tref	udrieť	V;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
kat	kocúr	kat	kocúr	N;SG	N;ANIM;NOM;MASC;SG
kat	mačka	kat	mačka	N;SG	N;NOM;FEM;SG
vereis	vyžaduje	vereis	vyžadovať	V;PRS	V;IPFV;IND;SG;3;POS;PRS;FIN
hout	drevo	hout	drevo	N;SG	N;NOM;NEUT;SG
stroom	kŕmenie	stroom	kŕmenie	N;SG	N;NOM;NEUT;SG
stroom	potok	stroom	potok	N;SG	N;INAN;NOM;MASC;SG
stroom	prúd	stroom	prúd	N;SG	N;INAN;NOM;MASC;SG
stroom	stream	stroom	stream	N;SG	N;INAN;NOM;MASC;SG
dier	zviera	dier	zviera	N;SG	N;NOM;NEUT;SG
opsig	zreteľom	opsig	zreteľ	N;SG	N;INAN;NOM;MASC;SG
wiskundige	matematické	wiskundig	matematický	ADJ;NOM	ADJ;NOM;NEUT;SG
wiskundige	matematický	wiskundig	matematický	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
vervaardiger	výrobca	vervaardiger	výrobca	N;SG	N;INAN;NOM;MASC;SG
vervaardiger	producenta	vervaardiger	producent	N;SG	N;ANIM;ACC;MASC;SG
vervaardiger	producent	vervaardiger	producent	N;SG	N;ANIM;NOM;MASC;SG
vervaardiger	výrobcu	vervaardiger	výrobec	N;SG	N;INAN;GEN;MASC;SG
vervaardiger	výrobca	vervaardiger	výrobca	N;SG	N;INAN;NOM;MASC;SG
vervaardiger	výrobcu	vervaardiger	výrobec	N;SG	N;INAN;GEN;MASC;SG
betrekking	zreteľom	betrekking	zreteľ	N;SG	N;INAN;NOM;MASC;SG
betrekking	relácia	betrekking	relácia	N;SG	N;NOM;FEM;SG
betrekking	vzťah	betrekking	vzťah	N;SG	N;INAN;NOM;MASC;SG
wette	zákony	wet	zákon	N;PL	N;INAN;NOM;MASC;PL
letter	dopis	letter	dopis	N;SG	N;INAN;NOM;MASC;SG
letter	písmeno	letter	písmeno	N;SG	N;NOM;NEUT;SG
letter	list	letter	list	N;SG	N;INAN;NOM;MASC;SG
deelstate	stavy	deelstaat	stav	N;PL	N;NOM;FEM;PL
