kategória	kategorie	kategória	kategorie	N;NOM;FEM;SG	N;NOM;FEM;SG
diaľnica	schnellstraße	diaľnica	schnellstraße	N;NOM;FEM;SG	N;NOM;FEM;SG
diaľnica	landstraße	diaľnica	landstraße	N;NOM;FEM;SG	N;NOM;FEM;SG
schopný	fähig	schopný	fähig	ADJ;ANIM;NOM;MASC;SG	ADJ
schopný	fähig	schopný	fähig	ADJ;ANIM;NOM;MASC;SG	ADJ
schopný	fähiger	schopný	fähiger	ADJ;ANIM;NOM;MASC;SG	ADJ
prevádzky	betriebe	prevádzka	betreiben	N;NOM;FEM;PL	N;NOM;MASC;PL
hotel	hotel	hotel	Hotel	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
americké	amerikaner	americký	amerikaner	ADJ;NOM;NEUT;SG	ADJ
americké	amerikanisches	americký	amerikanisch	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
americké	amerikanisch	americký	amerikanisch	ADJ;NOM;NEUT;SG	ADJ
fakulta	fakultät	fakult	fakultät	N;NOM;FEM;SG	N
európsky	europäisch	európsky	europäisch	ADJ;INAN;NOM;MASC;SG	ADJ
európsky	europäischen	európsky	europäisch	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;SG
európsky	europäisches	európsky	europäisch	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
európsky	europäischer	európsky	europäisch	ADJ;INAN;NOM;MASC;SG	ADJ
píše	schreibt	písať	schreiben	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
písomná	schriftlich	písomný	schriftlich	ADJ;NOM;FEM;SG	ADJ
vojenský	militär	vojenský	militär	ADJ;ANIM;NOM;MASC;SG	ADJ
vojenský	militärisch	vojenský	militärisch	ADJ;ANIM;NOM;MASC;SG	ADJ
plán	plan	plán	plan	N;INAN;NOM;MASC;SG	N
tretia	dritter	tretí	dritt	ADJ;NOM;FEM;SG	ADJ
tretia	drittel	tretí	Drittel	ADJ;NOM;FEM;SG	ADJ;NOM
podobný	vergleichbar	podobný	vergleichbar	ADJ;ANIM;NOM;MASC;SG	ADJ
podobný	ähnliches	podobný	ähnlich	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
podobný	ähnlich	podobný	ähnlich	ADJ;ANIM;NOM;MASC;SG	ADJ
podobný	ähnlichen	podobný	ähnlich	ADJ;ANIM;NOM;MASC;SG	ADJ
potoky	bäche	potok	bächen	N;INAN;NOM;MASC;PL	N;NOM
osi	achsen	osi	achsen	N;NOM;FEM;SG	N
osi	achsen	osi	achsen	N;NOM;FEM;SG	N
milióna	million	milióna	Million	NUM;NOM;MASC;SG	NUM
členenie	aufschlüsselung	členenie	aufschlüsselung	N;NOM;NEUT;SG	N;NOM;FEM;SG
členenie	gliederung	členenie	gliederung	N;NOM;NEUT;SG	N;NOM;FEM;SG
členenie	aufschlüsselung	členenie	aufschlüsselung	N;NOM;NEUT;SG	N;NOM;FEM;SG
osem	acht	osem	acht	NUM;NOM;NEUT;SG	NUM
postaviť	bauen	postaviť	bauen	V;PFV;POS;NFIN	V;NFIN
postaviť	aufbauen	postaviť	aufbauen	V;PFV;POS;NFIN	V;NFIN
prišli	eingetroffen	prísť	eintreffen	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;V.PTCP
prišli	angekommen	prísť	ankommen	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;V.PTCP
prišli	gekommen	prísť	kommen	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;V.PTCP
prišli	kamen	prísť	kommen	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;IND;PL;3;PST;FIN
štátne	mitgliedstaat	štátny	mitgliedstaat	ADJ;NOM;NEUT;SG	ADJ
štátne	bundesstaat	štátny	bundesstaat	ADJ;NOM;NEUT;SG	ADJ
dosiahnuť	erreiche	dosiahnuť	erreichen	V;PFV;POS;NFIN	V;IND;SG;3;PRS;FIN
dosiahnuť	erreichen	dosiahnuť	erreichen	V;PFV;POS;NFIN	V;NFIN
dosiahnuť	erzielen	dosiahnuť	erzielen	V;PFV;POS;NFIN	V;NFIN
dosiahnuť	verwirklichen	dosiahnuť	verwirklichen	V;PFV;POS;NFIN	V;NFIN
povedal	sagte	povedať	sagen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
povedal	meinte	povedať	meinen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
povedal	gesagt	povedať	sagen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
povedal	sagte	povedať	sagen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
povedal	erzählt	povedať	erzählen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
povedal	erzählte	povedať	erzählen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
povedal	gesagt	povedať	sagen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
prijal	umarmt	prijať	umarmen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
pes	hund	pes	hund	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
momentálne	derzeit	momentálne	derzeit	ADV	ADV
momentálne	zurzeit	momentálne	zurzeit	ADV	ADV
domy	häuser	dom	haus	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
domy	häuser	dom	haus	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
polovica	halbzeit	polovica	halbzeit	N;NOM;FEM;SG	N
lety	flugverbindungen	let	flugverbindungen	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
sopka	vulkans	sopka	vulkans	N;NOM;FEM;SG	N;NOM;MASC;SG
zlaté	süss	zlatý	süßen	ADJ;NOM;NEUT;SG	ADJ
zlaté	süß	zlatý	süß	ADJ;NOM;NEUT;SG	ADJ
zlaté	niedlich	zlatý	niedlich	ADJ;NOM;NEUT;SG	ADJ
zlaté	süßen	zlatý	süßen	ADJ;NOM;NEUT;SG	ADJ
zlaté	goldener	zlatý	golden	ADJ;NOM;NEUT;SG	ADJ
zlaté	goldenes	zlatý	golden	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
súčasná	gleichzeitiger	súčasný	gleichzeitig	ADJ;NOM;FEM;SG	ADJ
súčasná	gleichzeitig	súčasný	gleichzeitig	ADJ;NOM;FEM;SG	ADJ
súčasná	gleichzeitigen	súčasný	gleichzeitig	ADJ;NOM;FEM;SG	ADJ
súčasná	zeitgemäße	súčasný	zeitgemäß	ADJ;NOM;FEM;SG	ADJ;NOM
súčasná	zeitgemäß	súčasný	zeitgemäß	ADJ;NOM;FEM;SG	ADJ
starší	ältester	starý	alt	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ
starší	älteren	starý	alt	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ
starší	ältester	starý	alt	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ
starší	älteren	starý	alt	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ
starší	älteren	starý	alt	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ
starší	älter	starý	alt	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ
starší	älteren	starý	alt	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ
starší	älter	starý	alt	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ
starší	älteres	starý	alt	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;NEUT;SG
starší	älterer	starý	alt	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ
pomenovanie	begriff	pomenovanie	begreifen	N;NOM;NEUT;SG	N;MASC;SG
pomenovanie	stückelung	pomenovanie	stückelung	N;NOM;NEUT;SG	N;NOM;FEM;SG
vznikajú	entstehen	vznikať	entstehen	V;IPFV;IND;PL;3;POS;PRS;FIN	V;NFIN
minimálne	mindestens	minimálne	mindestens	ADV	ADV
podniky	unternehmen	podnik	unternehmen	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
podniky	unternehmen	podnik	unternehmen	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
základ	stiftung	základ	stiftung	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
obyčajne	normalerweise	obyčajne	normalerweise	ADV	ADV
obyčajne	üblicherweise	obyčajne	üblicherweise	ADV	ADV
obyčajne	meist	obyčajne	meist	ADV	ADV
nástroj	urkunde	nástroj	urkunde	N;INAN;NOM;MASC;SG	N
nástroj	tool	nástroj	tool	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
nástroj	werkzeug	nástroj	werkzeug	N;INAN;NOM;MASC;SG	N;NOM;SG
bibliografia	bibliographie	bibliografia	bibliographie	N;NOM;FEM;SG	N;NOM;FEM;SG
európske	europäisch	európsky	europäisch	ADJ;NOM;NEUT;SG	ADJ
európske	europäischen	európsky	europäisch	ADJ;NOM;NEUT;SG	ADJ;NOM;SG
európske	europäisches	európsky	europäisch	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
európske	europäischer	európsky	europäisch	ADJ;NOM;NEUT;SG	ADJ
rozšírenie	ausweitung	rozšírenie	ausweitung	N;NOM;NEUT;SG	N;FEM;SG
rozšírenie	ausdehnung	rozšírenie	ausdehnung	N;NOM;NEUT;SG	N;NOM;FEM;SG
rozšírenie	ausbau	rozšírenie	ausbau	N;NOM;NEUT;SG	N
rozšírenie	erweiterung	rozšírenie	Erweiterung	N;NOM;NEUT;SG	N;NOM;FEM;SG
rozšírenie	ausweitung	rozšírenie	ausweitung	N;NOM;NEUT;SG	N;FEM;SG
rozšírenie	ausdehnung	rozšírenie	ausdehnung	N;NOM;NEUT;SG	N;NOM;FEM;SG
rozšírenie	ausbau	rozšírenie	ausbau	N;NOM;NEUT;SG	N
rozšírenie	erweiterung	rozšírenie	Erweiterung	N;NOM;NEUT;SG	N;NOM;FEM;SG
rozšírenie	erweiterung	rozšírenie	Erweiterung	N;NOM;NEUT;SG	N;NOM;FEM;SG
výstup	ausgabe	výstup	ausgeben	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
maximálna	maximal	maximálny	maximal	ADJ;NOM;FEM;SG	ADJ
maximálna	maximal	maximálny	maximal	ADJ;NOM;FEM;SG	ADJ
maximálna	höchstwert	maximálny	höchstwert	ADJ;NOM;FEM;SG	ADJ
maximálna	höchstbetrag	maximálny	höchstbetrag	ADJ;NOM;FEM;SG	ADJ
obsahujú	enthalten	obsahovať	enthalten	V;IPFV;IND;PL;3;POS;PRS;FIN	V;NFIN
zomrela	verstorben	zomrieť	versterben	V;PFV;FEM;SG;POS;PST;V.PTCP	V;V.PTCP
zomrela	gestorben	zomrieť	sterben	V;PFV;FEM;SG;POS;PST;V.PTCP	V;V.PTCP
zomrela	starb	zomrieť	sterben	V;PFV;FEM;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
zostal	geblieben	zostať	bleiben	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
zostal	blieb	zostať	bleiben	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
zostal	verblieben	zostať	verbleiben	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
zostal	verblieb	zostať	verbleiben	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
zostal	geblieben	zostať	bleiben	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
zostal	blieb	zostať	bleiben	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
dostať	holen	dostať	holen	V;PFV;POS;NFIN	V;NFIN
dostať	erhalte	dostať	erhalten	V;PFV;POS;NFIN	V;SG;FIN
dostať	bekommen	dostať	bekommen	V;PFV;POS;NFIN	V;NFIN
dostať	bekomme	dostať	bekommen	V;PFV;POS;NFIN	V;IND;SG;3;PRS;FIN
vysoko	höchst	vysoko	hochöchst	ADV	ADV
príležitosti	anlässe	príležitosť	anlassen	N;NOM;FEM;PL	N;NOM;FEM;PL
vedľa	neben	vedľa	neben	ADP;GEN	ADP
ťažké	schwerer	ťažký	schwer	ADJ;NOM;NEUT;SG	ADJ
ťažké	schwer	ťažký	schwer	ADJ;NOM;NEUT;SG	ADJ
ťažké	schweren	ťažký	schwer	ADJ;NOM;NEUT;SG	ADJ;SG
ťažké	harten	ťažký	hart	ADJ;NOM;NEUT;SG	ADJ
ťažké	schwer	ťažký	schwer	ADJ;NOM;NEUT;SG	ADJ
ťažké	hart	ťažký	hart	ADJ;NOM;NEUT;SG	ADJ
ťažké	schwierig	ťažký	schwierig	ADJ;NOM;NEUT;SG	ADJ
ťažké	schwer	ťažký	schwer	ADJ;NOM;NEUT;SG	ADJ
ťažké	hart	ťažký	hart	ADJ;NOM;NEUT;SG	ADJ
ťažké	schwierig	ťažký	schwierig	ADJ;NOM;NEUT;SG	ADJ
ťažké	schwierig	ťažký	schwierig	ADJ;NOM;NEUT;SG	ADJ
ťažké	schwer	ťažký	schwer	ADJ;NOM;NEUT;SG	ADJ
rozdelenie	aufschlüsselung	rozdelenie	aufschlüsselung	N;NOM;NEUT;SG	N;NOM;FEM;SG
rozdelenie	gliederung	rozdelenie	gliederung	N;NOM;NEUT;SG	N;NOM;FEM;SG
rozdelenie	unterteilung	rozdelenie	unterteilung	N;NOM;NEUT;SG	N;NOM;FEM;SG
rozdelenie	verteilung	rozdelenie	Verteilung	N;NOM;NEUT;SG	N;NOM;SG
ďalšia	nächstes	ďalší	nah	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
ďalšia	nächster	ďalší	nah	ADJ;NOM;FEM;SG	ADJ
cieľ	ziel	cieľ	ziel	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
cieľ	ziel	cieľ	ziel	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
cieľ	bestimmung	cieľ	bestimmung	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
cieľ	ziel	cieľ	ziel	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
cieľ	ziel	cieľ	ziel	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
ročný	jährlich	ročný	jährlich	ADJ;ANIM;NOM;MASC;SG	ADJ
ročný	jährlichen	ročný	jährlich	ADJ;ANIM;NOM;MASC;SG	ADJ
ročný	jährlich	ročný	jährlich	ADJ;ANIM;NOM;MASC;SG	ADJ
ročný	jährlichen	ročný	jährlich	ADJ;ANIM;NOM;MASC;SG	ADJ
mnohí	viele	mnoho	viel	ADJ;ANIM;NOM;MASC;PL	ADJ;NOM;INDF;PL
mnohí	zahlreiche	mnoho	zahlreich	ADJ;ANIM;NOM;MASC;PL	ADJ;NOM;FEM;PL
auto	auto	auto	auto	N;NOM;NEUT;SG	N;NOM;SG
auto	autovermietung	auto	autovermietung	N;NOM;NEUT;SG	N;NOM;MASC;SG
auto	auto	auto	auto	N;NOM;NEUT;SG	N;NOM;SG
fáza	bühne	fáza	bühnen	N;NOM;FEM;SG	N;FEM;SG
fáza	etappe	fáza	etapp	N;NOM;FEM;SG	N;NOM;FEM;SG
stránku	seite	stránka	seit	N;ACC;FEM;SG	N
definitívne	unbedingt	definitívne	unbedingt	ADV	ADV
obsahu	inhalte	obsah	inhalt	N;INAN;GEN;MASC;SG	N
obsahu	inhalte	obsah	inhalt	N;INAN;GEN;MASC;SG	N
vytvorenie	schaffung	vytvorenie	schaffung	N;NOM;NEUT;SG	N
funguje	funktioniert	fungovať	funktionieren	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
funguje	arbeiten	fungovať	arbeiten	V;IPFV;IND;SG;3;POS;PRS;FIN	V;NFIN
funguje	arbeitet	fungovať	arbeiten	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
návrat	rückgabe	návrat	rückgabe	N;INAN;NOM;MASC;SG	N;SG
spolupracoval	zusammengearbeitet	spolupracovať	zusammennearbeiten	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
spolupracoval	mitgearbeitet	spolupracovať	mitarbeiten	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
spolupracoval	zusammengearbeitet	spolupracovať	zusammennearbeiten	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
spolupracoval	arbeitete	spolupracovať	arbeiten	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
spolupracoval	mitgearbeitet	spolupracovať	mitarbeiten	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
upravené	individuell	upravený	individuell	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
upravené	kundenspezifische	upravený	kundenspezifisch	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG
upravené	maßgeschneiderte	upravený	maßgeschneiderte	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;SG
vstúpil	eingetragen	vstúpiť	eintragen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
vstúpil	eingegeben	vstúpiť	eingeben	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
strely	raketen	strela	raket	N;NOM;FEM;PL	N;PL
strely	schüsse	strela	schüß	N;NOM;FEM;PL	N;NOM;FEM;PL
strely	drohnen	strela	drohnen	N;NOM;FEM;PL	N;NOM;FEM;PL
venuje	widmet	venovať	widmen	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
stál	stand	stáť	stehen	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
útvary	abteilungen	útvar	abteilingen	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
červený	rot	červený	rot	ADJ;ANIM;NOM;MASC;SG	ADJ
desať	zehn	desať	zehn	NUM;NOM;NEUT;SG	NUM
revolúcie	revolutionen	revolúcia	revolution	N;NOM;FEM;PL	N;NOM;PL
revolúcie	revolutionen	revolúcia	revolution	N;NOM;FEM;PL	N;NOM;PL
revolúcie	umdrehungen	revolúcia	umdrehungen	N;NOM;FEM;PL	N;NOM;PL
ocenenie	prämien	ocenenie	prämien	N;NOM;NEUT;SG	N;NOM
ocenenie	würdigung	ocenenie	würdigung	N;NOM;NEUT;SG	N;FEM;SG
ocenenie	aufwertung	ocenenie	aufwertung	N;NOM;NEUT;SG	N;SG
ocenenie	auszeichnung	ocenenie	auszeichnung	N;NOM;NEUT;SG	N;NOM;FEM;SG
league	liga	leaga	liga	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
knižnica	bibliotheken	knižnica	bibliothek	N;NOM;FEM;SG	N
knižnica	bibliothek	knižnica	bibliothek	N;NOM;FEM;SG	N;NOM;FEM;SG
úspechy	ergebnisse	úspech	ergebnis	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
úspechy	erfolge	úspech	erfolge	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
úspechy	erfolge	úspech	erfolge	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
úspechy	erfolge	úspech	erfolge	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
tvare	form	tvar	form	N;INAN;NOM;MASC;SG	N;SG
prvok	funktion	prvok	Funktion	N;INAN;NOM;MASC;SG	N;SG
dolné	unteren	dolný	unter	ADJ;NOM;NEUT;SG	ADJ
dolné	niedriger	dolný	niedrig	ADJ;NOM;NEUT;SG	ADJ
dolné	tiefer	dolný	tief	ADJ;NOM;NEUT;SG	ADJ
poslanci	mitgliedern	poslanec	mitgliedern	N;ANIM;NOM;MASC;PL	N;NOM;NEUT;PL
poslanci	mitglieder	poslanec	mitglied	N;ANIM;NOM;MASC;PL	N;NOM;NEUT;PL
poslanci	parlamentsmitglieder	poslanec	parlamentsmitglieder	N;ANIM;NOM;MASC;PL	N;NOM;NEUT;PL
najväčšia	größter	veľký	groß	ADJ;NOM;RL;FEM;SG	ADJ
najväčšia	größte	veľký	groß	ADJ;NOM;RL;FEM;SG	ADJ;NOM;FEM;SG
najväčšia	grösste	veľký	groß	ADJ;NOM;RL;FEM;SG	ADJ;NOM;SG
najväčšia	größten	veľký	groß	ADJ;NOM;RL;FEM;SG	ADJ;NOM;MASC;SG
najväčšia	größtes	veľký	groß	ADJ;NOM;RL;FEM;SG	ADJ;NOM;NEUT;SG
najväčšia	größter	veľký	groß	ADJ;NOM;RL;FEM;SG	ADJ
najväčšia	größte	veľký	groß	ADJ;NOM;RL;FEM;SG	ADJ;NOM;FEM;SG
najväčšia	grösste	veľký	groß	ADJ;NOM;RL;FEM;SG	ADJ;NOM;SG
najväčšia	größten	veľký	groß	ADJ;NOM;RL;FEM;SG	ADJ;NOM;MASC;SG
najväčšia	größtes	veľký	groß	ADJ;NOM;RL;FEM;SG	ADJ;NOM;NEUT;SG
jasné	klar	jasný	klar	ADJ;NOM;NEUT;SG	ADJ
jasné	deutlich	jasný	deutlich	ADJ;NOM;NEUT;SG	ADJ
horné	oberer	horný	ober	ADJ;NOM;NEUT;SG	ADJ
produkcia	ausgabe	produkcia	ausgeben	N;NOM;FEM;SG	N;NOM;FEM;SG
produkcia	fertigung	produkcia	Fertigung	N;NOM;FEM;SG	N;NOM;FEM;SG
produkcia	herstellung	produkcia	herstellung	N;NOM;FEM;SG	N;NOM;FEM;SG
produkcia	erzeugung	produkcia	erzeugung	N;NOM;FEM;SG	N;SG
literárny	literatur	literárny	literatur	ADJ;ANIM;NOM;MASC;SG	ADJ
obchod	geschäft	obchod	schäfen	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
obchod	geschäft	obchod	schäfen	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
odvodené	abgeleitete	odvodený	abgeleiten	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG
boje	kampfhandlungen	boj	kampfhandlungen	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
kanadský	kanadisches	kanadský	kanadisch	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
západné	westlich	západný	westlich	ADJ;NOM;NEUT;SG	ADJ
západné	westlichen	západný	westlich	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
listy	bleche	list	blechen	N;INAN;NOM;MASC;PL	N;NOM
listy	folien	list	folien	N;INAN;NOM;MASC;PL	N;NOM;PL
využitie	verwendung	využitie	verwendung	N;NOM;NEUT;SG	N;SG
využitie	nutzung	využitie	nutzung	N;NOM;NEUT;SG	N;NOM;FEM;SG
využitie	einsatz	využitie	einsatz	N;NOM;NEUT;SG	N
využitie	benutzung	využitie	Benutzung	N;NOM;NEUT;SG	N;FEM;SG
využitie	verwendung	využitie	verwendung	N;NOM;NEUT;SG	N;SG
využitie	nutzung	využitie	nutzung	N;NOM;NEUT;SG	N;NOM;FEM;SG
využitie	verwendung	využitie	verwendung	N;NOM;NEUT;SG	N;SG
využitie	ausnutzung	využitie	ausnutzung	N;NOM;NEUT;SG	N
využitie	nutzung	využitie	nutzung	N;NOM;NEUT;SG	N;NOM;FEM;SG
banky	banken	banka	banken	N;NOM;FEM;PL	N;PL
banky	banken	banka	banken	N;NOM;FEM;PL	N;PL
energia	energieversorgung	energia	energieversorgung	N;NOM;FEM;SG	N;NOM;FEM;SG
automobily	fahrzeuge	automobiť	fahrzeug	N;NOM;FEM;PL	N;NOM;PL
dolný	unteren	dolný	unter	ADJ;INAN;NOM;MASC;SG	ADJ
dolný	niedriger	dolný	niedrig	ADJ;INAN;NOM;MASC;SG	ADJ
dolný	tiefer	dolný	tief	ADJ;INAN;NOM;MASC;SG	ADJ
dolný	unterer	dolný	unter	ADJ;INAN;NOM;MASC;SG	ADJ
dolný	unterseite	dolný	unterseite	ADJ;INAN;NOM;MASC;SG	ADJ
miery	steuersätze	miera	steuersatz	N;NOM;FEM;PL	N;NOM;FEM;PL
ženský	weiblich	ženský	weiblich	ADJ;ANIM;NOM;MASC;SG	ADJ
ženský	weiblicher	ženský	weiblich	ADJ;ANIM;NOM;MASC;SG	ADJ
asteroid	asteroid	asteroid	asteroid	N;ANIM;NOM;MASC;SG	N;NOM;SG
dobrý	guten	dobrý	gut	ADJ;ANIM;NOM;MASC;SG	ADJ;SG
dobrý	gute	dobrý	gut	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;SG
dobrý	guter	dobrý	gut	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC
dobrý	gutes	dobrý	gut	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
dobrý	gut	dobrý	gut	ADJ;ANIM;NOM;MASC;SG	ADJ
švédsky	schwedisch	švédsky	schwedisch	ADJ;ANIM;NOM;MASC;SG	ADJ
švédsky	schwedischen	švédsky	schwedisch	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM
oficiálny	beamter	oficiálny	beamt	ADJ;INAN;NOM;MASC;SG	ADJ
oficiálny	offizielles	oficiálny	offiziell	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
oficiálny	offizieller	oficiálny	offiziell	ADJ;INAN;NOM;MASC;SG	ADJ
oficiálny	offiziellen	oficiálny	offiziell	ADJ;INAN;NOM;MASC;SG	ADJ
britské	britisch	britský	britisch	ADJ;NOM;NEUT;SG	ADJ
nesie	bären	niesť	bären	V;IPFV;IND;SG;3;POS;PRS;FIN	V;NFIN
nesie	trägt	niesť	tragen	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
nesie	trägt	niesť	tragen	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
zaradené	inbegriffen	zaradený	inbegreifen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
predstaviteľ	vertretung	predstaviteľ	vertretung	N;ANIM;NOM;MASC;SG	N;FEM;SG
majetok	landgut	majetok	landgut	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
vyhrala	gewonnen	vyhrať	gewinnen	V;PFV;FEM;SG;POS;PST;V.PTCP	V;V.PTCP
vyhrala	gewann	vyhrať	gewinnen	V;PFV;FEM;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
červenej	rot	červený	rot	ADJ;GEN;FEM;SG	ADJ
vládol	herrschte	vládnuť	herrschen	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
vládol	regiert	vládnuť	regieren	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
vládol	beherrscht	vládnuť	beherrschen	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;V.PTCP
vládol	regierte	vládnuť	regieren	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
vedecké	wissenschaftlich	vedecký	wissenschaftlich	ADJ;NOM;NEUT;SG	ADJ
vedecké	wissenschaftlichen	vedecký	wissenschaftlich	ADJ;NOM;NEUT;SG	ADJ
ciele	ziele	cieľ	ziel	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
ciele	tore	cieľ	tor	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
ciele	ziele	cieľ	ziel	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
ciele	ziele	cieľ	ziel	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
povstanie	auflehnung	povstanie	auflehnung	N;NOM;NEUT;SG	N;SG
