bija	είχε	būt	έχω	V;FH;IND;3;POS;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;ACT
profesija	επάγγελμα	profesija	επάγγελμα	N;NOM;FEM;SG	N;NOM;NEUT;SG
barību	τροφοδοσία	barība	τροφοδοσία	N;ACC;FEM;SG	N;ACC;FEM;SG
tramvaju	τραμ	tramvajs	τραμ	N;ACC;MASC;SG	N
sekoja	ακολούθησαν	sekot	ακολουθώ	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;PL;3;PST;FIN;ACT
sekoja	ακολούθησε	sekot	ακολουθώ	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
priekšnieks	αρχηγός	priekšnieks	αρχηγός	N;NOM;MASC;SG	N;NOM;MASC;SG
priekšnieks	αφεντικό	priekšnieks	αφεντικός	N;NOM;MASC;SG	N;NOM;NEUT;SG
pozīcijas	θέσεις	pozīcija	θέση	N;NOM;FEM;PL	N;NOM;FEM;PL
pozīcijas	θεσεις	pozīcija	θεση	N;NOM;FEM;PL	N;NOM;FEM;PL
savienojumi	συνδέσεις	savienojums	σύνδεση	N;NOM;MASC;PL	N;NOM;FEM;PL
savienojumi	διασυνδέσεις	savienojums	διασύνδεση	N;NOM;MASC;PL	N;NOM;FEM;PL
savienojumi	ενώσεις	savienojums	ένωση	N;NOM;MASC;PL	N;NOM;FEM;PL
instrumenti	όργανα	instruments	όργανο	N;NOM;MASC;PL	N;NOM;NEUT;PL
instrumenti	εργαλεία	instruments	εργαλείο	N;NOM;MASC;PL	N;NOM;NEUT;PL
sievas	σύζυγοι	sieva	σύζυγος	N;NOM;FEM;PL	N;NOM;MASC;PL
federācija	ομοσπονδία	federācija	ομοσπονδία	N;NOM;FEM;SG	N;NOM;FEM;SG
augsts	υψηλή	augsts	ψηλός	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
augsts	υψηλός	augsts	υψηλός	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
augsts	υψηλό	augsts	ψηλός	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
kosmonauts	κοσμοναύτης	kosmonauts	κοσμοναύτης	N;NOM;MASC;SG	N;NOM;MASC;SG
cenšas	προσπαθεί	censties	προσπαθώ	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
cenšas	προσπαθώντας	censties	προσπαθώ	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;V.CVB;ACT
cenšas	προσπαθεί	censties	προσπαθώ	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
zvaigznes	άστρα	zvaigzne	άστρα	N;NOM;FEM;PL	N;NOM;NEUT;PL
zvaigznes	αστέρια	zvaigzne	αστέριος	N;NOM;FEM;PL	N;NOM;NEUT;PL
zvaigznes	αστεράκια	zvaigzne	αστεράκιο	N;NOM;FEM;PL	N;NOM;NEUT;PL
iebruka	εισέβαλε	iebrukt	εισβάλλω	V;FH;IND;3;POS;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;ACT
deputāti	βουλευτές	deputāts	βουλευτής	N;NOM;MASC;PL	N;NOM;MASC;PL
deputāti	έλη	deputāts	έλος	N;NOM;MASC;PL	N;NOM;NEUT;PL
deputāti	μέλη	deputāts	μέλος	N;NOM;MASC;PL	N;NOM;NEUT;PL
deputāti	μελη	deputāts	μέλος	N;NOM;MASC;PL	N;NOM;NEUT;PL
termins	όρος	termins	όρος	N;NOM;MASC;SG	N;NOM;MASC;SG
nesējs	φορέας	nesējs	φορέας	N;NOM;MASC;SG	N;NOM;MASC;SG
nesējs	μεταφορέας	nesējs	μεταφορέας	N;NOM;MASC;SG	N;NOM;MASC;SG
objekts	αντικείμενο	objekts	αντικείμενο	N;NOM;MASC;SG	N;NOM;NEUT;SG
objekts	υποκείμενο	objekts	υποκείμενο	N;NOM;MASC;SG	N;NOM;NEUT;SG
objekts	θέμα	objekts	θέμα	N;NOM;MASC;SG	N;NOM;NEUT;SG
dibinātājs	ιδρυτής	dibinātājs	ιδρυτός	N;NOM;MASC;SG	N;NOM;MASC;SG
lika	διέταξε	likt	διατάγω	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
uzņēmējs	χειριστής	uzņēmējs	χειριστής	N;NOM;MASC;SG	N;NOM;MASC;SG
uzņēmējs	επιχειρηματίας	uzņēmējs	επιχειρηματίας	N;NOM;MASC;SG	N;NOM;FEM;SG
uzņēmējs	έμπορος	uzņēmējs	έμπορος	N;NOM;MASC;SG	N;NOM;MASC;SG
tuvu	κοντά	tuvu	κοντά	ADV	ADV
tuvu	κοντά	tuvu	κοντά	ADV	ADV
atbrīvošanas	απελευθέρωση	atbrīvošana	απελευθέρωση	N;NOM;FEM;SG	N;NOM;FEM;SG
spēks	ισχύς	spēks	ισχύς	N;NOM;MASC;SG	N;NOM;FEM;SG
aparāts	συσκευή	aparāt	συσκευή	N;NOM;MASC;SG	N;NOM;FEM;SG
saraksti	κατάλογοι	saraksts	κατάλογος	N;NOM;MASC;PL	N;NOM;MASC;PL
saraksti	λίστες	saraksts	λίστας	N;NOM;MASC;PL	N;NOM;FEM;PL
lidojums	πτήση	lidojums	πτήση	N;NOM;MASC;SG	N;NOM;FEM;SG
uzvara	νικη	uzvara	νικη	N;NOM;FEM;SG	N;NOM;FEM;SG
kreisā	αριστερή	kreisa	αριστερής	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
persona	άτομο	persona	άτομο	N;NOM;FEM;SG	N;NOM;NEUT;SG
persona	πρόσωπο	persona	πρόσωπο	N;NOM;FEM;SG	N;NOM;NEUT;SG
atjaunošanas	ανακατασκευή	atjaunošana	ανακατασκευή	N;NOM;FEM;SG	N;NOM;FEM;SG
atjaunošanas	ανακαίνιση	atjaunošana	ανακαίνιση	N;NOM;FEM;SG	N;NOM;FEM;SG
virzieni	κατευθύνσεις	virziens	κατεύθυνση	N;NOM;MASC;PL	N;NOM;FEM;PL
lietas	πραγματα	lieta	πράγμα	N;NOM;FEM;PL	N;NOM;NEUT;PL
lietas	πράγματα	lieta	πράγμα	N;NOM;FEM;PL	N;NOM;NEUT;PL
lietas	θήκες	lieta	θήκη	N;NOM;FEM;PL	N;NOM;FEM;PL
lietas	περιπτώσεις	lieta	περίπτωση	N;NOM;FEM;PL	N;NOM;FEM;PL
lietas	υποθέσεις	lieta	υπόθεση	N;NOM;FEM;PL	N;NOM;FEM;PL
izvēlējās	επέλεξε	izvēlēties	επιλέγω	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
ieviesa	εισήγαγε	ieviest	εισηγάγω	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
teorija	θεωρία	teorija	θεωρία	N;NOM;FEM;SG	N;NOM;FEM;SG
ostas	λιμένες	osta	λιμένος	N;NOM;FEM;PL	N;NOM;MASC;PL
ostas	θύρες	osta	θύρα	N;NOM;FEM;PL	N;NOM;FEM;PL
ostas	λιμάνια	osta	λιμάνια	N;NOM;FEM;PL	N;NOM;NEUT;PL
banka	τράπεζα	banka	τράπεζα	N;NOM;FEM;SG	N;NOM;FEM;SG
attiecīgi	αναλόγως	attiecīgi	αναλόγως	ADV	ADV
misijas	αποστολές	misija	αποστολή	N;NOM;FEM;PL	N;NOM;FEM;PL
vadība	διαχείριση	vadība	διαχείριση	N;NOM;FEM;SG	N;NOM;FEM;SG
iekaroja	κατέκτησε	iekarot	κατακτώ	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
nepieciešama	απαραίτητος	nepieciešama	απαραίτητος	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
nepieciešama	απαραίτητο	nepieciešama	απαραίτητος	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
nepieciešama	αναγκαίος	nepieciešama	αναγκαίος	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
nepieciešama	αναγκαίο	nepieciešama	αναγκαίος	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
nepieciešama	αναγκαία	nepieciešama	αναγκαίος	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
nepieciešama	απαραίτητη	nepieciešama	απαραίτητος	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
kanāls	κανάλι	kanāls	κανάλι	N;NOM;MASC;SG	N;NOM;NEUT;SG
kanāls	κανάλι	kanāls	κανάλι	N;NOM;MASC;SG	N;NOM;NEUT;SG
progress	πρόοδος	progress	πρόοδος	N;NOM;MASC;SG	N;NOM;FEM;SG
paziņots	κοινοποίησε	paziņot	κοινοποιώ	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
paziņots	κοινοποιήθηκε	paziņot	κοινοποιώ	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
paziņots	ανακοίνωσε	paziņot	ανακοινώνω	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
paziņots	ανακοινώθηκε	paziņot	ανακοινώνω	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
oglekļa	άνθρακας	ogleklis	άνθρακα	N;NOM;MASC;SG	N;NOM;MASC;SG
oglekļa	άνθρακα	ogleklis	άνθρακο	N;NOM;MASC;SG	N;NOM;NEUT;SG
māksla	τέχνη	māksla	τέχνω	N;NOM;FEM;SG	N;NOM;FEM;SG
māksla	τεχνη	māksla	τεχνς	N;NOM;FEM;SG	N;NOM;FEM;SG
pārējie	λοιποί	pārējs	λοιπός	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;PL
teorijas	θεωρίες	teorija	θεωρία	N;NOM;FEM;PL	N;NOM;FEM;PL
decembra	δεκέμβριο	decembris	δεκέμβριος	N;GEN;MASC;SG	N
decembra	δεκεμβρίου	decembris	δεκέμβριο	N;GEN;MASC;SG	N;GEN;MASC;SG
dzejas	στίχοι	dzeja	στίχος	N;NOM;FEM;PL	N;NOM;MASC;PL
noteikt	φτιάξε	noteikt	φτιάχνω	V;POS;NFIN	V;PFV;IND;SG;1;PST;FIN;ACT
noteikt	φτιάξω	noteikt	φτιάχω	V;POS;NFIN	V;PFV;IND;SG;1;FIN;ACT
noteikt	καθορίσει	noteikt	καθορίζω	V;POS;NFIN	V;PFV;IND;SG;3;FIN;ACT
galvu	κεφαλή	galva	κεφαλή	N;ACC;FEM;SG	N;ACC;FEM;SG
savvaļā	αγρια	savvaļa	αγρια	N;ESS;FEM;SG	N
līcis	κόλπος	līcis	κόλπος	N;NOM;MASC;SG	N;NOM;MASC;SG
līcis	κόλπος	līcis	κόλπος	N;NOM;MASC;SG	N;NOM;MASC;SG
locekļi	έλη	loceklis	έλος	N;NOM;MASC;PL	N;NOM;NEUT;PL
locekļi	μέλη	loceklis	μέλος	N;NOM;MASC;PL	N;NOM;NEUT;PL
locekļi	μελη	loceklis	μέλος	N;NOM;MASC;PL	N;NOM;NEUT;PL
aste	ουρά	aste	ουρώ	N;NOM;FEM;SG	N;NOM;FEM;SG
turpina	συνεχίζει	turpināt	συνεχίζω	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
skats	θεα	skats	θεα	N;NOM;MASC;SG	N;NOM;FEM;SG
skats	θέα	skats	θέα	N;NOM;MASC;SG	N;NOM;FEM;SG
skats	όψη	skats	όψο	N;NOM;MASC;SG	N;NOM;FEM;SG
skats	προβολή	skats	προβολή	N;NOM;MASC;SG	N;NOM;FEM;SG
attīstās	αναπτύσσει	attīstīties	αναπτύσσω	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
zaļā	πράσινη	zaļš	πράσινος	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
zaļā	πράσινος	zaļš	πράσινος	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
vecā	παλιό	veca	παλιός	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
vecā	παλαιό	veca	παλιός	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
sasniegumi	επιτεύγματα	sasniegums	επίτευγμα	N;NOM;MASC;PL	N;NOM;NEUT;PL
preses	πρέσες	prese	πρέση	N;NOM;FEM;PL	N;NOM;FEM;PL
zivis	ψάρια	zivs	ψάριος	N;NOM;FEM;PL	N;NOM;NEUT;PL
novērot	παρατήρησε	novērot	παρατηρώ	V;POS;NFIN	V;PFV;IND;SG;3;PST;FIN;ACT
novērot	παρατηρήστε	novērot	παρατηρώ	V;POS;NFIN	V;IPFV;IND;PL;2;PRS;FIN;ACT
novērot	παρατηρώντας	novērot	παρατηρώ	V;POS;NFIN	V;IPFV;V.CVB;ACT
šķirnes	ποικιλίες	šķirne	ποικιλία	N;NOM;FEM;PL	N;NOM;FEM;PL
faktiski	βασικά	faktiski	βασικά	ADV	ADV
līdzīgs	παρόμοιος	līdzīgs	παρόμοιος	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
atgādina	υπενθυμίζει	atgādināt	υπενθυμίζω	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
uzbrukumu	επιθεση	uzbrukums	επιθεση	N;ACC;MASC;SG	N;ACC;FEM;SG
uzbrukumu	επίθεση	uzbrukums	επίθεση	N;ACC;MASC;SG	N;ACC;FEM;SG
stāsts	ιστορία	stāsts	ιστορία	N;NOM;MASC;SG	N;NOM;FEM;SG
stāsts	ιστορια	stāsts	ιστορια	N;NOM;MASC;SG	N;NOM;FEM;SG
bāze	βαση	bāze	βαση	N;NOM;FEM;SG	N;NOM;FEM;SG
bāze	βαση	bāze	βαση	N;NOM;FEM;SG	N;NOM;FEM;SG
palīdz	βοηθάει	palīdzēt	βοηθώ	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
palīdz	βοηθά	palīdzēt	βοηθός	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
žurnāls	περιοδικό	žurnāls	περιοδικός	N;NOM;MASC;SG	N;NOM;NEUT;SG
mazāks	μικρότερος	mazs	μικρός	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;MASC;SG
mazāks	μικρότερο	mazs	μικρός	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;NEUT;SG
mazāks	μικρότερη	mazs	μικρός	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;FEM;SG
pakalpojumu	εξυπηρέτηση	pakalpojums	εξυπηρέτηση	N;ACC;MASC;SG	N;ACC;FEM;SG
uzņemts	εισήχθη	uzņemt	εισάγω	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
uzņemts	παραδέχτηκε	uzņemt	παραδέχομαι	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
pabeigta	τελειώσει	pabeigt	τελειώνω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;NFIN;ACT
pabeigta	τελείωσα	pabeigt	τελειώνω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;1;PST;FIN;ACT
pabeigta	ολοκληρωθεί	pabeigt	ολοκληρώνω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;NFIN;PASS
pabeigta	ολοκληρώθηκε	pabeigt	ολοκληρώνω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
pabeigta	ολοκληρώθηκε	pabeigt	ολοκληρώνω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
plāna	πλάνο	plāns	πλάνο	N;NOM;FEM;SG	N;NOM;NEUT;SG
plāna	σχέδιο	plāns	σχέδιο	N;NOM;FEM;SG	N;NOM;NEUT;SG
cīņa	αγώνας	cīņa	αγώνας	N;NOM;FEM;SG	N;NOM;MASC;SG
cīņa	πάλη	cīņa	πάλη	N;NOM;FEM;SG	N;NOM;FEM;SG
cīņa	πάλη	cīņa	πάλη	N;NOM;FEM;SG	N;NOM;FEM;SG
cīņa	καυγάς	cīņa	καυγάς	N;NOM;FEM;SG	N;NOM;FEM;SG
cīņa	αγώνας	cīņa	αγώνας	N;NOM;FEM;SG	N;NOM;MASC;SG
apvienība	ένωση	apvienība	ένωση	N;NOM;FEM;SG	N;NOM;FEM;SG
kapi	τάφους	kaps	τάφος	N;NOM;MASC;PL	N;NOM;MASC;PL
kapi	τάφοι	kaps	τάφος	N;NOM;MASC;PL	N;NOM;NEUT;PL
sports	σπορ	sports	σπορ	N;NOM;MASC;SG	N
sports	αθλητισμός	sports	αθλητισμός	N;NOM;MASC;SG	N;NOM;MASC;SG
sports	άθλημα	sports	άθλημα	N;NOM;MASC;SG	N;NOM;NEUT;SG
sports	σπορ	sports	σπορ	N;NOM;MASC;SG	N
sports	αθλητισμός	sports	αθλητισμός	N;NOM;MASC;SG	N;NOM;MASC;SG
konference	συνδιάσκεψη	konference	συνδιάσκεψη	N;NOM;FEM;SG	N;NOM;FEM;SG
konference	διάσκεψη	konference	διάσκεψη	N;NOM;FEM;SG	N;NOM;FEM;SG
konference	συνέδριο	konference	συνέδριο	N;NOM;FEM;SG	N;NOM;NEUT;SG
rakstīja	έγραψε	rakstīt	γράφω	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
karaliene	βασιλισσα	karaliene	βασιλισσα	N;NOM;FEM;SG	N;NOM;FEM;SG
karaliene	βασίλισσα	karaliene	βασίλισσα	N;NOM;FEM;SG	N;NOM;FEM;SG
sekretārs	γραμματέας	sekretārs	γραμματέας	N;NOM;MASC;SG	N;NOM;MASC;SG
ieņem	καταλαμβάνει	ieņemt	καταλαμβάνω	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
sešas	έξι	sešas	έξι	NUM;NOM;FEM;PL	NUM;NOM;MASC;PL
sešas	εξι	sešas	εξι	NUM;NOM;FEM;PL	NUM
rakstīšanas	δακτυλογράφηση	rakstīšana	δακτυλογράφηση	N;NOM;FEM;SG	N;NOM;FEM;SG
apzīmējums	όρος	apzīmējums	όρος	N;NOM;MASC;SG	N;NOM;MASC;SG
apzīmējums	ονομασία	apzīmējums	ονομασία	N;NOM;MASC;SG	N;NOM;FEM;SG
apzīmējums	χαρακτηρισμός	apzīmējums	χαρακτηρισμός	N;NOM;MASC;SG	N;NOM;MASC;SG
vietnieks	αναπληρωτής	vietnieks	αναπληρωτής	N;NOM;MASC;SG	N;NOM;MASC;SG
vietnieks	βοηθός	vietnieks	βοηθός	N;NOM;MASC;SG	N;NOM;MASC;SG
saņem	λαμβάνουν	saņemt	λαμβάνω	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
saņem	λαμβάνει	saņemt	λαμβάνω	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
saņem	παραλαμβάνει	saņemt	παραλαμβάνω	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
kari	πόλεμοι	karš	πόλεμος	N;NOM;MASC;PL	N;NOM;MASC;PL
militārā	στρατιωτικός	militāra	στρατιωτικός	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
militārā	στρατιωτική	militāra	στρατιωτικός	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
tehnoloģijas	τεχνολογίες	tehnoloģija	τεχνολογία	N;NOM;FEM;PL	N;NOM;FEM;PL
attēli	εικόνες	attēls	εικόνα	N;NOM;MASC;PL	N;NOM;FEM;PL
attēli	φωτογραφιες	attēls	φωτογραφιά	N;NOM;MASC;PL	N;NOM;FEM;PL
attēli	φωτογραφίες	attēls	φωτογραφία	N;NOM;MASC;PL	N;NOM;FEM;PL
attēli	εικόνες	attēls	εικόνα	N;NOM;MASC;PL	N;NOM;FEM;PL
attēli	φωτογραφιες	attēls	φωτογραφιά	N;NOM;MASC;PL	N;NOM;FEM;PL
attēli	φωτογραφίες	attēls	φωτογραφία	N;NOM;MASC;PL	N;NOM;FEM;PL
treneri	προπονητή	treneris	προπονητής	N;ACC;MASC;SG	N;ACC;MASC;SG
elements	στοιχείο	elements	στοιχείο	N;NOM;MASC;SG	N;NOM;NEUT;SG
citur	αλλού	citur	αλλού	ADV	ADV
pieci	πεντε	pieci	πεντε	NUM;NOM;MASC;PL	NUM
pieci	πέντε	pieci	πέντε	NUM;NOM;MASC;PL	NUM;NOM;MASC;PL
sienas	τοίχος	siena	τοίχος	N;NOM;FEM;SG	N;NOM;MASC;SG
sienas	τείχος	siena	τείχος	N;NOM;FEM;SG	N;NOM;NEUT;SG
gadsimts	αιώνας	gadsimts	αιώνας	N;NOM;MASC;SG	N;NOM;MASC;SG
kādreiz	ποτέ	kādreiz	ποτέ	ADV	ADV
kultūra	κουλτούρα	kultūra	κουλτούρα	N;NOM;FEM;SG	N;NOM;FEM;SG
kultūra	πολιτισμός	kultūra	πολιτισμός	N;NOM;FEM;SG	N;NOM;MASC;SG
kultūra	καλλιέργεια	kultūra	καλλιέργεια	N;NOM;FEM;SG	N;NOM;FEM;SG
kultūra	σοδειά	kultūra	σοδειά	N;NOM;FEM;SG	N;NOM;FEM;SG
celtniecība	κατασκευή	celtniecība	κατασκευή	N;NOM;FEM;SG	N;NOM;FEM;SG
atjaunota	αποκαταστάθηκε	atjaunot	αποκαθιστώ	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
atjaunota	αποκατασταθεί	atjaunot	αποκαθιστώ	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;NFIN;PASS
izstājās	απέσυρε	izstāties	αποσύρω	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
glezna	πίνακας	glezna	πίνακα	N;NOM;FEM;SG	N;NOM;MASC;SG
koris	χορωδία	koris	χορωδία	N;NOM;MASC;SG	N;NOM;FEM;SG
radīt	δημιουργήστε	radīt	δημιουργώ	V;POS;NFIN	V;PFV;IMP;PL;2;FIN;ACT
birojs	προεδρείο	birojs	προεδρείο	N;NOM;MASC;SG	N;NOM;NEUT;SG
birojs	γραφείο	birojs	γραφείο	N;NOM;MASC;SG	N;NOM;NEUT;SG
ierakstīts	εισήλθε	ierakstīt	εισάλλω	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
vērtības	αξίες	vērtība	αξία	N;NOM;FEM;PL	N;NOM;FEM;PL
vērtības	τιμές	vērtība	τιμή	N;NOM;FEM;PL	N;NOM;FEM;PL
pdf	pdf	pdf	pdf	N	N
rakstīt	γράψω	rakstīt	γράψω	V;POS;NFIN	V;PFV;IND;SG;1;FIN;ACT
rakstīt	γράψτε	rakstīt	γράψτε	V;POS;NFIN	V;PFV;IMP;PL;2;FIN;ACT
rakstīt	γράψε	rakstīt	γράφω	V;POS;NFIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
karavīri	στρατιώτες	karavīrs	στρατιώτης	N;NOM;MASC;PL	N;NOM;MASC;PL
atdala	χωρίζει	atdalīt	χωρίζω	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
atzīta	αναγνωρίστηκε	atzīt	αναγνωρίζω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
atzīta	αναγνώρισε	atzīt	αναγνωρίζω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
atzīta	αναγνωρισμένο	atzīt	αναγνωρίζω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
atzīta	αναγνωρίστηκε	atzīt	αναγνωρίζω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
atzīta	αναγνωρισμένη	atzīt	αναγνωρίζω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
atzīta	αναγνωρισμένο	atzīt	αναγνωρίζω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
atzīta	αναγνωρισμένος	atzīt	αναγνωρισμένος	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
atzīta	αναγνωρισμένη	atzīt	αναγνωρίζω	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
lidmašīnas	αεροσκάφη	lidmašīna	αεροσκάφος	N;NOM;FEM;PL	N;NOM;NEUT;PL
lidmašīnas	αεροπλάνα	lidmašīna	αεροπλάνα	N;NOM;FEM;PL	N;NOM;NEUT;PL
lidmašīnas	αεροπλάνα	lidmašīna	αεροπλάνα	N;NOM;FEM;PL	N;NOM;NEUT;PL
prēmija	ασφάλιστρο	prēmija	ασφάλιστρο	N;NOM;FEM;SG	N;NOM;NEUT;SG
roka	μπράτσο	roka	μπράτσο	N;NOM;FEM;SG	N;NOM;NEUT;SG
roka	χέρι	roka	χέρι	N;NOM;FEM;SG	N;NOM;NEUT;SG
roka	χέρι	roka	χέρι	N;NOM;FEM;SG	N;NOM;NEUT;SG
rinda	ουρά	rinda	ουρώ	N;NOM;FEM;SG	N;NOM;FEM;SG
rinda	κουπί	rinda	κουπί	N;NOM;FEM;SG	N;NOM;NEUT;SG
zīme	σημάδι	zīme	σημάδι	N;NOM;FEM;SG	N;NOM;NEUT;SG
pārtrauca	σταμάτησε	pārtraukt	σταματώ	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
alus	μπύρα	ali	μπύρα	N;NOM;MASC;SG	N;NOM;FEM;SG
alus	μπίρα	ali	μπίρα	N;NOM;MASC;SG	N;NOM;FEM;SG
zinātnieks	επιστήμων	zinātnieks	επίστημα	N;NOM;MASC;SG	N;NOM;MASC;SG
zinātnieks	επιστήμονας	zinātnieks	επιστήμονας	N;NOM;MASC;SG	N;NOM;MASC;SG
ezeri	λίμνες	ezers	λίμνη	N;NOM;MASC;PL	N;NOM;FEM;PL
nogalināja	σκότωσε	nogalināt	σκοτώνω	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
krājums	απόθεμα	krājums	απόθεμα	N;NOM;MASC;SG	N;NOM;NEUT;SG
redaktors	συντάκτης	redaktors	συντάκτης	N;NOM;MASC;SG	N;NOM;MASC;SG
redaktors	επεξεργαστής	redaktors	επεξεργαστής	N;NOM;MASC;SG	N;NOM;MASC;SG
redaktors	εκδότης	redaktors	εκδότης	N;NOM;MASC;SG	N;NOM;MASC;SG
ņemot	λαμβάνοντας	ņemt	λαμβάνω	V;V.CVB	V;IPFV;V.CVB;ACT
metode	τροπος	metode	τροπος	N;NOM;FEM;SG	N;NOM;MASC;SG
