年	ano	年	ano	N	N
醫學	medicina	醫學	medicina	N	N
醫學	na	醫學	na	N	N
醫學	médicos	醫學	médico	N	N
醫學	menciña	醫學	menciña	N	N
醫學	medicina	醫學	medicina	N	N
醫學	médico	醫學	médico	N	N
醫學	médicos	醫學	médico	N	N
醫學	médica	醫學	médica	N	N
到	chegar	到	chegar	V	V
到	cheguei	到	chegar	V	V
到	chegou	到	chegar	V	V
到	chegamos	到	chegar	V	V
到	chegaron	到	chegar	V	V
到	chegar	到	chegar	V	V
紅色	vermello	紅色	vermello	N	N
紅色	vermella	紅色	vermello	N	N
紅色	vermellos	紅色	vermello	N	N
紅色	roxa	紅色	roxa	N	N
紅色	comunista	紅色	comunista	N	N
商人	empresarios	商人	empresario	N	N
金屬	metal	金屬	metal	N	N
金屬	metais	金屬	metal	N	N
大街	avenida	大街	avenida	N	N
糖	azucre	糖	azucrar	N	N
動作	acción	動作	acción	N	N
代替	substituír	代替	substituír	V	V
隊伍	equipo	隊伍	equipo	N	N
收藏	colección	收藏	colección	N	N
措施	medidas	措施	medida	N	N
能源	enerxía	能源	enerxía	N	N
能源	consumo	能源	consumo	N	N
大多	máis	大多	máis	ADV	ADV
大多	principalmente	大多	principal	ADV	ADV
大多	maiormente	大多	maiormente	ADV	ADV
大多	maioritariamente	大多	maioritariamente	ADV	ADV
暴力	violencia	暴力	violencia	N	N
暴力	violencia	暴力	violencia	N	N
人們	xente	人	xente	N;PL	N
人們	persoas	人	persoa	N;PL	N
人們	pobo	人	pobo	N;PL	N
觀測	observación	觀測	observación	N	N
實際	realidade	實際	realidade	N	N
實際	feito	實際	feito	N	N
暗	escuridade	暗	escuridade	N	N
暗	noite	暗	noite	N	N
划	fila	划	fila	N	N
壁	parede	壁	parede	N	N
壁	muro	壁	muro	N	N
知識	coñecemento	知識	coñecemento	N	N
知識	coñecementos	知識	coñecemento	N	N
粉	rosas	粉	rosa	N	N
粉	rosa	粉	rosa	N	N
粉	tocador	粉	tocador	N	N
預計	esperaba	預計	esperar	V	V
顏色	cor	顏色	cor	N	N
顏色	cores	顏色	cora	N	N
顏色	cor	顏色	cor	N	N
顏色	cores	顏色	cora	N	N
控股	suxeitando	控股	suxeitar	V	V
團隊	equipo	團隊	equipo	N	N
碳	carbono	碳	carbono	N	N
分支	póla	分支	póla	N	N
分支	sucursal	分支	sucursal	N	N
律師	avogados	律師	avogado	N	N
律師	avogado	律師	avogado	N	N
年份	anos	年份	ano	N	N
年份	ano	年份	ano	N	N
免費	balde	免費	balde	N	N
物質	substancia	物質	substancia	N	N
家人	familia	家人	familia	N	N
任期	termo	任期	termo	N	N
任期	prazo	任期	prazo	N	N
任期	período	任期	período	N	N
幻想	fantasía	幻想	fantasía	N	N
幻想	ilusión	幻想	ilusión	N	N
購買	mercar	購買	mercar	V	V
購買	comprar	購買	comprar	V	V
購買	mercando	購買	mercar	V	V
經驗	experiencias	經驗	experiencia	N	N
經驗	experiencia	經驗	experiencia	N	N
物種	especie	物種	especie	N	N
物種	especies	物種	especie	N	N
治療	terapia	治療	terapia	N	N
治療	tratamento	治療	tratamento	N	N
治療	tratamentos	治療	tratamento	N	N
治療	trato	治療	trato	N	N
玻璃	vaso	玻璃	vaso	N	N
玻璃	vidro	玻璃	vidro	N	N
玻璃	cristal	玻璃	cristal	N	N
玻璃	copa	玻璃	copa	N	N
結合	combinados	結合	combinar	V	V
結合	combinadas	結合	combinar	V	V
結合	deben	結合	deber	V	V
推動	presionar	推動	presionar	V	V
港口	porto	港口	porto	N	N
穩定	estabilidade	穩定	estabilidade	N	N
氣	gas	氣	gas	N	N
氣	gasolina	氣	gasolina	N	N
氣	gases	氣	gas	N	N
法官	xuíz	法官	xuíz	N	N
法官	xuíces	法官	xuíz	N	N
市區	los	市區	lo	N	N
市區	centro	市區	centro	N	N
共和	república	共和	república	N	N
教宗	papa	教宗	papa	N	N
角度	ángulo	角度	ángulo	N	N
地址	discurso	地址	discurso	N	N
地址	enderezo	地址	enderezo	N	N
地址	dirección	地址	dirección	N	N
身分	identidade	身分	identidade	N	N
碼	código	碼	código	N	N
碼	xardín	碼	xardír	N	N
碼	pendente	碼	pendente	N	N
碼	metros	碼	metro	N	N
保障	garantía	保障	garantía	N	N
原則	principios	原則	principio	N	N
原則	principio	原則	principio	N	N
簡單	simples	簡單	simple	ADJ	ADJ
簡單	simple	簡單	simple	ADJ	ADJ
簡單	sinxelo	簡單	sinxelo	ADJ	ADJ
簡單	sinxela	簡單	sinxela	ADJ	ADJ
簡單	sinxelo	簡單	sinxelo	ADJ	ADJ
簡單	fácil	簡單	fácil	ADJ	ADJ
簡單	doado	簡單	doado	ADJ	ADJ
男人	homes	男人	home	N	N
男人	home	男人	home	N	N
規則	regras	規則	regra	N	N
規則	normas	規則	norma	N	N
法庭	tribunal	法庭	tribunal	N	N
法庭	suprema	法庭	suprema	N	N
法庭	tribunal	法庭	tribunal	N	N
法庭	xulgado	法庭	xulgado	N	N
法庭	corte	法庭	corte	N	N
貴	caro	貴	caro	N	N
貴	cara	貴	cara	N	N
榮譽	honor	榮譽	honor	N	N
榮譽	honra	榮譽	honra	N	N
榮譽	señoría	榮譽	señor	N	N
榮譽	honra	榮譽	honra	N	N
四	4	四	4	NUM	NUM
出售	vender	出售	vender	V	V
出售	vende	出售	vende	V	V
民間	folk	民間	folk	N	N
防止	previr	防止	previr	V	V
防止	evitando	防止	evitar	V	V
防止	evitar	防止	evitar	V	V
防止	previr	防止	previr	V	V
防止	prever	防止	prever	V	V
妹妹	irmá	妹妹	irmán	N	N
誰	quen	誰	quen	PRO	PRO
誰	que	誰	que	PRO	PRO
成人	adultos	成人	adulto	N	N
成人	adulto	成人	adulto	N	N
成人	adultos	成人	adulto	N	N
岸	costa	岸	costa	N	N
祖父	avó	祖父	avó	N	N
哥哥	irmán	哥哥	irmán	N	N
終於	finalmente	終於	final	ADV	ADV
龜	tartaruga	龜	tartaruga	N	N
醫生	médico	醫生	médico	N	N
醫生	doutor	醫生	doutor	N	N
教師	profesor	教師	profesor	N	N
教師	mestra	教師	mestra	N	N
教師	mestre	教師	mestre	N	N
教師	profesores	教師	profesor	N	N
教師	mestres	教師	mestres	N	N
教師	bos	教師	bo	N	N
伯爵	conta	伯爵	conta	N	N
親王	príncipe	親王	príncipe	N	N
特徵	características	特徵	característica	N	N
特徵	características	特徵	característica	N	N
特徵	característica	特徵	característica	N	N
傷	feridos	傷	ferido	N	N
政黨	festa	政黨	festa	N	N
政黨	partido	政黨	partido	N	N
入口	entrada	入口	entrada	N	N
危機	crise	危機	crise	N	N
東南	sueste	東南	sueste	N	N
軍團	lexión	軍團	lexión	N	N
憲法	constitución	憲法	constitución	N	N
天然	natural	天然	natural	ADJ	ADJ
天然	normal	天然	normal	ADJ	ADJ
天然	naturais	天然	natural	ADJ	ADJ
打破	romper	打破	romper	V	V
駕駛	conducir	駕駛	conducir	V	V
駕駛	conducir	駕駛	conducir	V	V
駕駛	conducindo	駕駛	conducir	V	V
恐龍	dinosauro	恐龍	dinosauro	N	N
恐龍	dinosauros	恐龍	dinosauro	N	N
恐龍	dinosauros	恐龍	dinosauro	N	N
特性	características	特性	característica	N	N
移除	quitar	移除	quitar	V	V
移除	quitamos	移除	quitar	V	V
笑	sorriso	笑	sorriso	N	N
笑	risa	笑	risa	N	N
總督	gobernador	總督	gobernador	N	N
通訊	comunicación	通訊	comunicación	N	N
商店	tenda	商店	tenda	N	N
商店	delegados	商店	delegado	N	N
商店	tenda	商店	tenda	N	N
商店	almacéns	商店	almacén	N	N
商店	almacén	商店	almacén	N	N
延長	estender	延長	estender	V	V
裝備	equipamento	裝備	equipamento	N	N
醫療	medicina	醫療	medicina	N	N
醫療	médico	醫療	médico	N	N
醫療	médicos	醫療	médico	N	N
醫療	médica	醫療	médica	N	N
古老	antiga	古老	antigo	ADJ	ADJ
古老	antigas	古老	antigo	ADJ	ADJ
細胞	célula	細胞	célula	N	N
細胞	cela	細胞	celar	N	N
細胞	células	細胞	célula	N	N
患者	pacientes	患者	paciente	N	N
患者	doentes	患者	doente	N	N
患者	paciente	患者	paciente	N	N
患者	doente	患者	doente	N	N
患者	pacientes	患者	paciente	N	N
劇情	drama	劇情	dramar	N	N
站台	plataforma	站台	plataforma	N	N
男	actor	男	actor	N	N
中間	media	中間	media	N	N
中間	medio	中間	medio	N	N
中間	oriente	中間	oriente	N	N
文獻	literatura	文獻	literatura	N	N
原型	prototipo	原型	prototipo	N	N
聲音	voz	聲音	voz	N	N
測量	medir	測量	medir	V	V
測量	medindo	測量	medir	V	V
測量	medir	測量	medir	V	V
測量	medimos	測量	medir	V	V
買	mercar	買	mercar	V	V
買	comprar	買	comprar	V	V
買	mercando	買	mercar	V	V
噸	toneladas	噸	tonelada	N	N
噸	quintais	噸	quintal	N	N
論文	papel	論文	papel	N	N
論文	xornal	論文	xornal	N	N
論文	artigo	論文	artigo	N	N
論文	papeis	論文	papel	N	N
論文	prensa	論文	prensa	N	N
論文	xornal	論文	xornal	N	N
論文	xornais	論文	xornal	N	N
直播	vivir	直播	vivir	V	V
直播	viven	直播	vivir	V	V
直播	vive	直播	vivir	V	V
游泳	baño	游泳	baño	N	N
游泳	piscina	游泳	piscina	N	N
游泳	á	游泳	á	N	N
反映	reflicten	反映	reflectir	V	V
反映	reflictan	反映	reflectir	V	V
常常	moito	常常	moito	ADV	ADV
常常	acotío	常常	acotío	ADV	ADV
教學	ensino	教學	ensino	N	N
教學	ensinanza	教學	ensinanza	N	N
工廠	planta	工廠	planta	N	N
工廠	fábricas	工廠	fábrica	N	N
工廠	fábrica	工廠	fábrica	N	N
工廠	fábricas	工廠	fábrica	N	N
工廠	industriais	工廠	industrial	N	N
書院	universidade	書院	universidade	N	N
書院	na	書院	na	N	N
書院	estudantes	書院	estudantes	N	N
書院	facultade	書院	facultade	N	N
書院	colexio	書院	colexio	N	N
暫時	temporalmente	暫時	témporal	ADV	ADV
領袖	líder	領袖	líder	N	N
政權	réxime	政權	réxime	N	N
標誌	sinais	標誌	sinal	N	N
電話	teléfono	電話	teléfono	N	N
電話	teléfono	電話	teléfono	N	N
那麼	así	那麼	así	ADV	ADV
那麼	entón	那麼	entón	ADV	ADV
那麼	tan	那麼	tan	ADV	ADV
那麼	logo	那麼	logo	ADV	ADV
那麼	despois	那麼	despois	ADV	ADV
那麼	entón	那麼	entón	ADV	ADV
那麼	daquela	那麼	daquela	ADV	ADV
堆	pila	堆	pila	N	N
堆	feixe	堆	feixe	N	N
堆	rochas	堆	rocha	N	N
市長	alcalde	市長	alcalde	N	N
市長	alcaldesa	市長	alcaldesa	N	N
肉	carne	肉	carne	N	N
規模	escala	規模	escala	N	N
超越	da	超越	da	V	V
大師	mestre	大師	mestre	N	N
大師	máster	大師	máster	N	N
大師	dono	大師	dono	N	N
大師	propietario	大師	propietario	N	N
大師	patrón	大師	patrón	N	N
大師	señor	大師	señor	N	N
抵達	chegar	抵達	chegar	V	V
抵達	cheguei	抵達	chegar	V	V
抵達	chegou	抵達	chegar	V	V
抵達	chegamos	抵達	chegar	V	V
抵達	chegaron	抵達	chegar	V	V
抵達	chegar	抵達	chegar	V	V
會員	membro	會員	membro	N	N
會員	membros	會員	membro	N	N
公車	autobús	公車	autobús	N	N
公車	parada	公車	parado	N	N
公車	autocarro	公車	autocarro	N	N
公車	autobuses	公車	autobús	N	N
春秋	primavera	春秋	primavera	N	N
毒	veleno	毒	veleno	N	N
沿海	costeiras	沿海	costeiro	N	N
沿海	costa	沿海	costa	N	N
沿海	costa	沿海	costa	N	N
沿海	marfil	沿海	marfil	N	N
沿海	na	沿海	na	N	N
公式	fórmula	公式	fórmula	N	N
註冊	rexistrado	註冊	rexistrar	V	V
性質	natureza	性質	natureza	N	N
沿岸	costa	沿岸	costa	N	N
沿岸	marfil	沿岸	marfil	N	N
沿岸	na	沿岸	na	N	N
天體	obxecto	天體	obxecto	N	N
天體	obxectos	天體	obxecto	N	N
歌唱	canta	歌唱	canta	N	N
歌唱	cante	歌唱	cante	N	N
歌唱	canta	歌唱	canta	N	N
當局	autoridades	當局	autoridade	N	N
行走	camiñando	行走	camiñar	V	V
行走	andar	行走	andar	V	V
行走	andando	行走	andar	V	V
行走	subindo	行走	subir	V	V
行走	camiñaba	行走	camiñar	V	V
行走	camiñar	行走	camiñar	V	V
回答	responder	回答	responder	V	V
指令	instrucións	指令	instrución	N	N
數學	matemáticas	數學	matemáticas	N	N
數學	matemáticas	數學	matemáticas	N	N
人	talento	人	talento	N	N
專家	especialista	專家	especialista	N	N
專家	expertos	專家	experto	N	N
專家	experta	專家	expertar	N	N
專家	experto	專家	experto	N	N
玩	tocar	玩	tocar	V	V
玩	xogar	玩	xogar	V	V
玩	xogan	玩	xogar	V	V
玩	xogando	玩	xogar	V	V
玩	xogar	玩	xogar	V	V
玩	tocando	玩	tocar	V	V
玩	tocar	玩	tocar	V	V
埠	porto	埠	porto	N	N
攝影	fotografía	攝影	fotografía	N	N
攝影	fotografía	攝影	fotografía	N	N
權利	dereitos	權利	dereito	N	N
權利	carta	權利	carta	N	N
權利	dereito	權利	dereito	N	N
武裝	armados	武裝	armar	N	N
武裝	armado	武裝	armar	N	N
武裝	armada	武裝	armada	N	N
武裝	armadas	武裝	armado	N	N
性格	carácter	性格	carácter	N	N
性格	personalidade	性格	personalidade	N	N
成長	medrando	成長	medrar	V	V
成長	medrar	成長	medrar	V	V
成長	crecendo	成長	crecer	V	V
成長	crecen	成長	crecer	V	V
成長	medrar	成長	medrar	V	V
成長	medran	成長	medrar	V	V
成長	cultivar	成長	cultivar	V	V
成長	crecer	成長	crecer	V	V
星期	sábado	星期	sábado	N	N
印刷	imprenta	印刷	imprentar	N	N
印刷	impreso	印刷	impreso	N	N
電力	electricidade	電力	electricidade	N	N
起源	orixe	起源	orixe	N	N
情報	intelixencia	情報	intelixencia	N	N
賣	vender	賣	vender	V	V
賣	vende	賣	vende	V	V
賣	vender	賣	vender	V	V
體重	peso	體重	peso	N	N
體重	importancia	體重	importancia	N	N
大	máis	大	máis	ADV	ADV
磅	libra	磅	libra	N	N
磅	kg	磅	kg	N	N
磅	quilos	磅	quilo	N	N
磅	kilos	磅	kilo	N	N
磅	libras	磅	libra	N	N
磅	tonelada	磅	tonelada	N	N
磅	toneladas	磅	tonelada	N	N
青少	xuventude	青少	xuventude	N	N
青少	mozos	青少	mozo	N	N
青少	mocidade	青少	mocidade	N	N
青少	francia	青少	francia	N	N
青少	adolescentes	青少	adolescente	N	N
青少	adolescencia	青少	adolescencia	N	N
青少	adolescentes	青少	adolescente	N	N
策略	táctica	策略	táctica	N	N
最好	mellores	最好	mellor	ADJ	ADJ
最好	mellor	最好	mellor	ADJ	ADJ
鋼	aceiro	鋼	aceiro	N	N
鋼	ferro	鋼	ferro	N	N
鋼	raís	鋼	raes	N	N
開幕	abrir	開幕	abrir	V	V
籃球	baloncesto	籃球	baloncesto	N	N
領土	territorio	領土	territorio	N	N
替代	substituír	替代	substituír	V	V
替代	substituír	替代	substituír	V	V
型號	modelos	型號	modelo	N	N
型號	modelo	型號	modelo	N	N
天空	ceo	天空	ceo	N	N
天空	ceos	天空	ceos	N	N
天空	ceo	天空	ceo	N	N
手機	teléfono	手機	teléfono	N	N
燃料	combustible	燃料	combustible	N	N
青春	xuventude	青春	xuventude	N	N
青春	mozos	青春	mozo	N	N
青春	mocidade	青春	mocidade	N	N
青春	francia	青春	francia	N	N
黑暗	escuridade	黑暗	escuridade	N	N
黑暗	noite	黑暗	noite	N	N
黑暗	escuridade	黑暗	escuridade	N	N
競爭	competición	競爭	competición	N	N
運行	correr	運行	correr	V	V
運行	correndo	運行	correr	V	V
運行	correr	運行	correr	V	V
運行	corre	運行	currir	V	V
尋找	mirando	尋找	mirar	V	V
尋找	mirar	尋找	mirar	V	V
尋找	buscando	尋找	buscar	V	V
尋找	atopar	尋找	atopar	V	V
壓力	presión	壓力	presión	N	N
豆	feixóns	豆	feixón	N	N
豆	xudías	豆	xudía	N	N
鄰	veciños	鄰	veciño	N	N
平衡	equilibrio	平衡	equilibrio	N	N
平衡	balance	平衡	balance	N	N
密度	densidade	密度	densidade	N	N
成果	resultado	成果	resultado	N	N
成果	resultados	成果	resultado	N	N
標題	título	標題	título	N	N
想法	ideas	想法	idea	N	N
想法	pensamentos	想法	pensamento	N	N
想法	pensamento	想法	pensamento	N	N
戀愛	amor	戀愛	amor	N	N
戀愛	relación	戀愛	relación	N	N
傳播	estendeu	傳播	estender	V	V
等級	nivel	等級	nivel	N	N
等級	grao	等級	grao	N	N
英尺	metros	英尺	metro	N	N
英尺	pés	英尺	pés	N	N
英尺	pé	英尺	pé	N	N
英尺	pé	英尺	pé	N	N
英尺	infantaría	英尺	infantar	N	N
興趣	intereses	興趣	interese	N	N
興趣	interesados	興趣	interesado	N	N
興趣	interesado	興趣	interesado	N	N
興趣	interese	興趣	interese	N	N
興趣	interesada	興趣	interesado	N	N
興趣	interese	興趣	interese	N	N
允許	permitiu	允許	permitir	V	V
允許	permita	允許	permitir	V	V
允許	permite	允許	permitir	V	V
允許	permiten	允許	permitir	V	V
允許	vir	允許	vir	V	V
允許	permitir	允許	permitir	V	V
允許	permitirán	允許	permitir	V	V
允許	permiten	允許	permitir	V	V
允許	permitiría	允許	permitir	V	V
允許	permitimos	允許	permitir	V	V
允許	permítame	允許	permítame	V	V
理念	concepto	理念	concepto	N	N
理念	filosofía	理念	filosofía	N	N
理念	conceptos	理念	concepto	N	N
靠近	da	靠近	da	V	V
鼻	nariz	鼻	nariz	N	N
差異	diferenzas	差異	diferenza	N	N
差異	diferenza	差異	diferenza	N	N
差異	diferenzas	差異	diferenza	N	N
差異	diferencia	差異	diferencia	N	N
員工	empregados	員工	empregado	N	N
綠色	verde	綠色	verde	N	N
綠色	verdes	綠色	verde	N	N
車隊	negro	車隊	negro	N	N
車隊	frota	車隊	frota	N	N
單元	unidades	單元	unidade	N	N
單元	unidade	單元	unidade	N	N
神秘	misterioso	神秘	misterioso	ADJ	ADJ
槽	comecartos	槽	comecarto	N	N
尊重	respeto	尊重	respeto	N	N
尊重	respecto	尊重	respecto	N	N
溫度	temperatura	溫度	temperatura	N	N
砲	canóns	砲	canón	N	N
砲	canón	砲	canón	N	N
真實	real	真實	real	ADJ	ADJ
援助	axuda	援助	axuda	N	N
意識	consciencia	意識	consciencia	N	N
意識	conciencia	意識	conciencia	N	N
色彩	cor	色彩	cor	N	N
色彩	cores	色彩	cora	N	N
色彩	cor	色彩	cor	N	N
色彩	cores	色彩	cora	N	N
襲擊	ataques	襲擊	ataque	N	N
襲擊	ataque	襲擊	ataque	N	N
冒險	aventura	冒險	aventura	N	N
儀式	cerimonia	儀式	cerimonia	N	N
儀式	ritual	儀式	ritual	N	N
儀式	rituais	儀式	ritual	N	N
容量	capacidade	容量	capacidade	N	N
證據	proba	證據	proba	N	N
證據	probas	證據	proba	N	N
證據	probas	證據	proba	N	N
證據	evidencia	證據	evidencia	N	N
證據	evidencias	證據	evidencia	N	N
發明	inventou	發明	inventar	V	V
平民	civís	平民	civir	N	N
平民	xente	平民	xente	N	N
岩石	rochas	岩石	rocha	N	N
岩石	xeo	岩石	xeo	N	N
岩石	pedras	岩石	pedra	N	N
岩石	rocha	岩石	rocha	N	N
岩石	pedra	岩石	pedra	N	N
岩石	rock	岩石	rock	N	N
觀察	observar	觀察	observar	V	V
更好	mellor	更好	mellor	ADJ	ADJ
更好	mellores	更好	mellor	ADJ	ADJ
好友	amigos	好友	amigo	N	N
好友	amigo	好友	amigo	N	N
好友	amiga	好友	amigar	N	N
序列	secuencia	序列	secuencia	N	N
支付	paga	支付	pagar	V	V
支付	pagar	支付	pagar	V	V
被	deter	被	deter	V;PASS	V
被	arrestados	被	arrestar	V;PASS	V
被	arrestaron	被	arrestar	V;PASS	V
被	deteñan	被	deter	V;PASS	V
道德	moral	道德	moral	N	N
道德	vontade	道德	vontade	N	N
福利	beneficios	福利	beneficio	N	N
福利	benestar	福利	benestar	N	N
福利	asistencia	福利	asistencia	N	N
豹	leopardo	豹	leopardo	N	N
慈善	caridade	慈善	caridade	N	N
星期	domingos	星期	domingo	N	N
星期	domingo	星期	domingo	N	N
星期	domingo	星期	domingo	N	N
星期	domingos	星期	domingo	N	N
星期	dominical	星期	dominical	N	N
網球	tenis	網球	tenis	N	N
建築	construír	建築	construír	V	V
姊妹	irmás	姊妹	irmás	N	N
姊妹	irmá	姊妹	irmán	N	N
哲學	filosofía	哲學	filosofía	N	N
方程	ecuación	方程	ecuación	N	N
藍色	azul	藍色	azul	N	N
藍色	azuis	藍色	azuis	N	N
維修	reparar	維修	reparar	V	V
詳細	detalles	詳細	detalle	N	N
兔	coello	兔	coello	N	N
接觸	coñecidos	接觸	coñecer	V	V
接觸	podo	接觸	podar	V	V
接觸	contactar	接觸	contactar	V	V
很好	bo	很好	bo	ADJ	ADJ
很好	boa	很好	bo	ADJ	ADJ
懷疑	dubidar	懷疑	dubidar	V	V
懷疑	dubido	懷疑	dober	V	V
懷疑	dubídoo	懷疑	dubídoo	V	V
流量	fluxo	流量	fluxo	N	N
流量	transmisión	流量	transmisión	N	N
推薦	aconsellan	推薦	aconsellar	V	V
吉他	guitarra	吉他	guitarrar	N	N
矛盾	paradoxo	矛盾	paradoxo	N	N
方程	fórmula	方程	fórmula	N	N
方程	ecuación	方程	ecuación	N	N
課	lección	課	lección	N	N
演化	evolucionar	演化	evolucionar	V	V
鏈	cadeas	鏈	cadea	N	N
鏈	cadea	鏈	cadea	N	N
鏈	subministración	鏈	subministración	N	N
鏈	traballos	鏈	traballo	N	N
美麗	bonita	美麗	bonita	N	N
射擊	tiro	射擊	tiro	N	N
滑	diapositiva	滑	diapositivo	N	N
更大	grandes	更大	grande	ADJ	ADJ
更大	grande	更大	grande	ADJ	ADJ
姓名	nome	姓名	nome	N	N
姓名	nomes	姓名	nome	N	N
姓名	nome	姓名	nome	N	N
原理	principio	原理	principio	N	N
責任	responsabilidades	責任	responsabilidade	N	N
責任	responsabilidade	責任	responsabilidade	N	N
餐廳	restaurante	餐廳	restaurante	N	N
簽署	asinado	簽署	asinar	V	V
黑人	negra	黑人	negro	N	N
黑人	negro	黑人	negro	N	N
黑人	negros	黑人	negro	N	N
鹽	sal	鹽	sal	N	N
數碼	dixitais	數碼	dixital	N	N
態度	actitude	態度	actitude	N	N
態度	atrancos	態度	atranco	N	N
成分	ingredientes	成分	ingrediente	N	N
成分	ingrediente	成分	ingrediente	N	N
模特	modelos	模特	modelo	N	N
模特	modelo	模特	modelo	N	N
防禦	defensa	防禦	defensa	N	N
簽名	sinal	簽名	sinal	N	N
回歸	volvo	回歸	volvo	V	V
回歸	regresar	回歸	regresar	V	V
回歸	volva	回歸	volva	V	V
回歸	volver	回歸	volver	V	V
損失	perda	損失	perda	N	N
損失	perdas	損失	perda	N	N
嘗試	tentar	嘗試	tentar	V	V
嘗試	intentar	嘗試	intentar	V	V
嘗試	tentando	嘗試	tentar	V	V
嘗試	intentando	嘗試	intentar	V	V
氣象	tempo	氣象	tempo	N	N
人文	humanidades	人文	humanidade	N	N
魚類	peixes	魚類	peixe	N	N
魚類	peixe	魚類	peixe	N	N
書籍	libros	書籍	libro	N	N
書籍	libro	書籍	libro	N	N
各國	países	各國	país	N	N
各國	paises	各國	país	N	N
施工	construción	施工	construción	N	N
