το	la	ο	el	DET;NOM;DEF;NEUT;SG	DET;DEF;FEM;SG
ρίζες	arrels	ρίζη	arrel	N;NOM;FEM;PL	N;FEM;PL
μερικοί	alguns	μερικοί	algun	PRO;NOM;MASC;PL;3	PRO;MASC;PL
μερικοί	algunes	μερικοί	algun	PRO;NOM;MASC;PL;3	PRO;FEM;PL
ποιητές	poetes	ποιητής	poeta	N;NOM;MASC;PL	N;PL
σύνδεση	connexió	σύνδεση	connexió	N;NOM;FEM;SG	N;FEM;SG
σύνδεση	vinculació	σύνδεση	vinculació	N;NOM;FEM;SG	N;FEM;SG
σύνδεση	enllaç	σύνδεση	enllaç	N;NOM;FEM;SG	N;MASC;SG
αυτοκίνητα	cotxes	αυτοκίνητο	cotxe	N;NOM;NEUT;PL	N;MASC;PL
αυτοκίνητα	automòbils	αυτοκίνητο	automòbil	N;NOM;NEUT;PL	N;MASC;PL
τεράστια	enorme	τεράστιος	enorme	ADJ;NOM;FEM;SG	ADJ;SG
διαδίκτυο	internet	διαδίκτυο	internet	N;NOM;NEUT;SG	N;SG
νούμερο	número	νούμερος	número	N	N;MASC;SG
νούμερο	nombre	νούμερος	nombre	N	N;MASC;SG
καφέ	cafè	καφένας	cafè	N;NOM;NEUT;SG	N;MASC;SG
οδός	ruta	οδός	ruta	N;NOM;FEM;SG	N;FEM;SG
οδός	carrer	οδός	carrer	N;NOM;FEM;SG	N;MASC;SG
οδός	carretera	οδός	carretera	N;NOM;FEM;SG	N;FEM;SG
μάτια	ulls	μάτι	ull	N;NOM;NEUT;PL	N;MASC;PL
εκδηλώσεις	esdeveniments	εκδήλωση	esdeveniment	N;NOM;FEM;PL	N;MASC;PL
ποικιλία	diversitat	ποικιλία	diversitat	N;NOM;FEM;SG	N;FEM;SG
ποικιλία	varietat	ποικιλία	varietat	N;NOM;FEM;SG	N;FEM;SG
δολοφονία	atemptat	δολοφονία	atemptat	N;NOM;FEM;SG	N;MASC;SG
αθλητής	esportista	αθλητής	esportista	N;NOM;MASC;SG	N;SG
φιλόσοφος	filòsof	φιλόσοφος	filòsof	N;NOM;MASC;SG	N;MASC;SG
παρασκευή	divendres	παρασκευή	divendres	N;FEM	N
καθήκοντα	tasques	καθήκον	tasca	N;NOM;NEUT;PL	N;FEM;PL
απώλειες	pèrdues	απώλεια	pèrdua	N;NOM;FEM;PL	N;FEM;PL
εκπομπή	emissió	εκπομπή	emissió	N;ACC;FEM;SG	N;FEM;SG
εκπομπή	emissió	εκπομπή	emissió	N;ACC;FEM;SG	N;FEM;SG
κινητήρα	motor	κινητήρας	motor	N;ACC;MASC;SG	N;MASC;SG
απλό	simple	απλός	simple	ADJ;NOM;NEUT;SG	ADJ;SG
απλό	senzill	απλός	senzill	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
εβδομάδα	setmana	εβδομάδα	setmana	N;ACC;FEM;SG	N;FEM;SG
επιστήμες	ciències	επιστήμα	ciència	N;NOM;FEM;PL	N;FEM;PL
αυλή	pati	αυλός	pati	N;ACC;FEM;SG	N;MASC;SG
αυλή	pati	αυλός	pati	N;ACC;FEM;SG	N;MASC;SG
επαγγελματική	professional	επαγγελματικός	professional	ADJ;NOM;FEM;SG	ADJ;SG
γαλλικό	francès	γαλλικός	francès	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
φήμη	reputació	φήμη	reputació	N;ACC;FEM;SG	N;FEM;SG
φήμη	fama	φήμη	fama	N;ACC;FEM;SG	N;FEM;SG
φήμη	fame	φήμη	fame	N;ACC;FEM;SG	N;MASC;SG
ευρέως	àmpliament	ευρέως	àmpliament	ADV	ADV
τύμπανα	tambors	τύμπανο	tambor	N;NOM;NEUT;PL	N;MASC;PL
ανακάλυψη	descobriment	ανακάλυψη	descobriment	N;ACC;FEM;SG	N;MASC;SG
ιδρυτής	fundador	ιδρυτός	fundador	N;NOM;MASC;SG	N;MASC;SG
διαφορές	diferències	διαφορά	diferència	N;NOM;FEM;PL	N;FEM;PL
διαφορές	controvèrsies	διαφορά	controvèrsia	N;NOM;FEM;PL	N;FEM;PL
κινήσεις	moviments	κίνηση	moviment	N;NOM;FEM;PL	N;MASC;PL
κινήσεις	moviments	κίνηση	moviment	N;NOM;FEM;PL	N;MASC;PL
πυρήνα	nucli	πυρήνας	nucli	N;ACC;MASC;SG	N;MASC;SG
πυρήνα	nucli	πυρήνας	nucli	N;ACC;MASC;SG	N;MASC;SG
νόμπελ	nobel	νόμπελ	nobel	N;NOM;NEUT;SG	N;MASC;SG
κανονική	normal	κανονικός	normal	ADJ;NOM;FEM;SG	ADJ;SG
αδελφή	germana	αδελφή	germana	N;NOM;FEM;SG	N;FEM;SG
άγαλμα	estàtua	άγαλμα	estàtua	N;NOM;NEUT;SG	N;FEM;SG
βορρά	nord	βορράς	nord	N;ACC;MASC;SG	N;MASC;SG
δύσκολο	dura	δύσκολος	dur	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
δύσκολο	difícil	δύσκολος	difícil	ADJ;NOM;NEUT;SG	ADJ;SG
αριθμούς	nombres	αριθμός	nombre	N;ACC;MASC;PL	N;MASC;PL
αριθμούς	números	αριθμός	número	N;ACC;MASC;PL	N;MASC;PL
στρατόπεδο	campament	στρατόπεδο	campament	N;NOM;NEUT;SG	N;MASC;SG
στρατόπεδο	camp	στρατόπεδο	camp	N;NOM;NEUT;SG	N;MASC;SG
διαφορετικό	diferent	διαφορετικός	diferent	ADJ;NOM;NEUT;SG	ADJ;SG
αλήθεια	veritat	αλήθεια	veritat	N;NOM;FEM;SG	N;FEM;SG
ποσότητα	quantitat	ποσότητα	quantitat	N;NOM;FEM;SG	N;FEM;SG
δισκογραφία	discografia	δισκογραφία	discografia	N;ACC;FEM;SG	N;FEM;SG
διαδρομή	ruta	διαδρομή	ruta	N;ACC;FEM;SG	N;FEM;SG
διαδρομή	camí	διαδρομή	camí	N;ACC;FEM;SG	N;MASC;SG
νερά	aigües	νερό	aigua	N;NOM;NEUT;PL	N;FEM;PL
ολόκληρο	sencer	ολόκληρος	sencer	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
ολόκληρο	sencera	ολόκληρος	sencer	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
έκφραση	expressió	έκφραση	expressió	N;ACC;FEM;SG	N;FEM;SG
υπολογιστή	ordinador	υπολογιστής	ordinador	N;ACC;MASC;SG	N;MASC;SG
γνωστοί	coneguts	γνωστός	conegut	ADJ;NOM;MASC;PL	ADJ;MASC;PL;V.PTCP
προσφορά	oferta	προσφορά	oferta	N;ACC;FEM;SG	N;FEM;SG
φρούριο	fortalesa	φρούριο	fortalesa	N;NOM;NEUT;SG	N;FEM;SG
παρατηρήσεις	comentaris	παρατήρηση	comentari	N;NOM;FEM;PL	N;MASC;PL
παρατηρήσεις	observacions	παρατήρηση	observació	N;NOM;FEM;PL	N;FEM;PL
δίκη	judici	δίκη	judici	N;NOM;FEM;SG	N;MASC;SG
αρκετοί	diversos	αρκετός	divers	PRO;NOM;MASC;PL;3	PRO;MASC;PL
σχόλια	comentaris	σχόλιο	comentari	N;NOM;NEUT;PL	N;MASC;PL
σχόλια	observacions	σχόλιο	observació	N;NOM;NEUT;PL	N;FEM;PL
άξονα	eix	άξονας	eix	N;ACC;MASC;SG	N;MASC;SG
νομική	jurídic	νομικός	jurídic	ADJ;NOM;FEM;SG	ADJ;MASC;SG
νομική	legal	νομικός	legal	ADJ;NOM;FEM;SG	ADJ;SG
γράμμα	carta	γράμμα	carta	N;NOM;NEUT;SG	N;FEM;SG
υποψηφιότητα	candidatura	υποψηφιότητα	candidatura	N;ACC;FEM;SG	N;FEM;SG
υποψηφιότητα	candidatura	υποψηφιότητα	candidatura	N;ACC;FEM;SG	N;FEM;SG
πνεύμα	esperit	πνεύμα	esperit	N;NOM;NEUT;SG	N;MASC;SG
βουνά	muntanyes	βουνό	muntanya	N;NOM;NEUT;PL	N;FEM;PL
παλιό	antic	παλιός	antic	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
τομείς	sectors	τομέας	sector	N;NOM;MASC;PL	N;MASC;PL
γενιά	generació	γενιά	generació	N;NOM;FEM;SG	N;FEM;SG
κατανομή	desglossament	κατανομή	desglossament	N;NOM;FEM;SG	N;MASC;SG
κατανομή	assignació	κατανομή	assignació	N;NOM;FEM;SG	N;FEM;SG
κατανομή	distribució	κατανομή	distribució	N;NOM;FEM;SG	N;FEM;SG
στίχους	versos	στίχος	vers	N;ACC;MASC;PL	N;MASC;PL
στίχους	lletres	στίχος	lletra	N;ACC;MASC;PL	N;FEM;PL
αυτοκίνητο	cotxe	αυτοκίνητο	cotxe	N;NOM;NEUT;SG	N;MASC;SG
εξαρτάται	depèn	εξαρτώ	dependre	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN
κατάταξη	rànquing	κατάταξη	rànquing	N;ACC;FEM;SG	N;MASC;SG
κατάταξη	classificació	κατάταξη	classificació	N;ACC;FEM;SG	N;FEM;SG
κατάταξη	rànquing	κατάταξη	rànquing	N;ACC;FEM;SG	N;MASC;SG
δικαιοσύνης	justícia	δικαιοσύνη	justícia	N;GEN;FEM;SG	N;FEM;SG
φυσικός	natural	φυσικός	natural	ADJ;NOM;MASC;SG	ADJ;SG
φυσικός	físic	φυσικός	físic	ADJ;NOM;MASC;SG	ADJ;MASC;SG
τουρνουά	torneig	τουρνο	torneig	N;NOM;NEUT;SG	N;MASC;SG
σωματεία	unions	σωματείο	unió	N;NOM;NEUT;PL	N;FEM;PL
αντίτυπα	còpies	αντίτυπο	còpia	N;NOM;NEUT;PL	N;FEM;PL
αντίτυπα	exemplars	αντίτυπο	exemplar	N;NOM;NEUT;PL	N;MASC;PL
ημερολόγιο	calendari	ημερολόγιο	calendari	N;NOM;NEUT;SG	N;MASC;SG
ημερολόγιο	diari	ημερολόγιο	diari	N;NOM;NEUT;SG	N;MASC;SG
ημερολόγιο	diari	ημερολόγιο	diari	N;NOM;NEUT;SG	N;MASC;SG
συμβολή	aportació	συμβολή	aportació	N;ACC;FEM;SG	N;FEM;SG
βασικές	bàsics	βασικός	bàsic	ADJ;NOM;FEM;PL	ADJ;MASC;PL
βασικές	bàsiques	βασικός	bàsic	ADJ;NOM;FEM;PL	ADJ;FEM;PL
στυλ	estil	στυλ	estil	N;NOM;NEUT;SG	N;MASC;SG
ήλιο	heli	ήλιο	heli	N;ACC;MASC;SG	N;MASC;SG
τοπικές	locals	τοπικός	local	ADJ;NOM;FEM;PL	ADJ;PL
κρατών	estats	κράτος	estat	N;GEN;NEUT;PL	N;MASC;PL
βοηθός	assistent	βοηθός	assistent	N;NOM;MASC;SG	N;SG
βιομηχανία	indústria	βιομηχανία	indústria	N;NOM;FEM;SG	N;FEM;SG
καλλιτεχνικό	artístic	καλλιτεχνικός	artístic	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
καλλιτεχνικό	artística	καλλιτεχνικός	artístic	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
επιστρέφει	retorna	επιστρέφω	retornar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
κοιλάδα	vall	κοιλάδα	vall	N;ACC;FEM;SG	N;FEM;SG
προϊόν	producte	προϊόν	producte	N;NOM;NEUT;SG	N;MASC;SG
πασά	paixà	πασάς	paixà	N;ACC;MASC;SG	N;MASC;SG
εμπειρία	experiencia	εμπειρία	experiencia	N;ACC;FEM;SG	N;FEM;SG
εμπειρία	experiència	εμπειρία	experiència	N;ACC;FEM;SG	N;FEM;SG
σκηνές	escenes	σκηνός	escena	N;NOM;FEM;PL	N;FEM;PL
σκηνές	carpes	σκηνός	carpa	N;NOM;FEM;PL	N;FEM;PL
σκηνές	tendes	σκηνός	tenda	N;NOM;FEM;PL	N;FEM;PL
χρυσός	or	χρυσός	or	N;NOM;MASC;SG	N;MASC;SG
φίλος	amistat	φίλος	amistat	N;NOM;MASC;SG	N;FEM;SG
φίλος	amic	φίλος	amic	N;NOM;MASC;SG	N;MASC;SG
σύγκριση	comparació	σύγκριση	comparació	N;NOM;FEM;SG	N;FEM;SG
επιστήμονες	científics	επιστήμονας	científic	N;NOM;MASC;PL	N;MASC;PL
περιφέρειες	regions	περιφέρεια	regió	N;NOM;FEM;PL	N;FEM;PL
δώδεκα	dotze	δώδεκα	dotze	NUM;NOM;MASC;PL	NUM;PL
δικηγόρος	advocat	δικηγόρος	advocat	N;NOM;MASC;SG	N;MASC;SG
διεξαγωγή	conducta	διεξαγωγή	conducta	N;ACC;FEM;SG	N;FEM;SG
πρίγκιπας	príncep	πρίγκιπας	príncep	N;NOM;MASC;SG	N;MASC;SG
οδηγός	xofer	οδηγός	xofer	N;NOM;MASC;SG	N;MASC;SG
οδηγός	conductor	οδηγός	conductor	N;NOM;MASC;SG	N;MASC;SG
οδηγός	guia	οδηγός	guia	N;NOM;MASC;SG	N;FEM;SG
δρόμος	carrer	δρόμος	carrer	N;NOM;MASC;SG	N;MASC;SG
δρόμος	carretera	δρόμος	carretera	N;NOM;MASC;SG	N;FEM;SG
δήμους	municipis	δήμος	municipi	N;ACC;MASC;PL	N;MASC;PL
δήμους	ajuntaments	δήμος	ajuntament	N;ACC;MASC;PL	N;MASC;PL
τοπικά	localment	τοπικά	localment	ADV	ADV
πίστη	fe	πίστα	fe	N;NOM;FEM;SG	N;FEM;SG
πίστη	lleialtat	πίστα	lleialtat	N;NOM;FEM;SG	N;FEM;SG
πίστη	fidelització	πίστα	fidelització	N;NOM;FEM;SG	N;FEM;SG
παραδοσιακά	tradicionalment	παραδοσιακός	tradicionalment	ADV	ADV
προέλευση	origen	προέλευση	origen	N;ACC;FEM;SG	N;MASC;SG
προέλευση	procedència	προέλευση	procedència	N;ACC;FEM;SG	N;FEM;SG
ισχυρή	poderós	ισχυρός	poderós	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ισχυρή	potent	ισχυρός	potent	ADJ;NOM;FEM;SG	ADJ;SG
ισχυρή	poderosa	ισχυρός	poderós	ADJ;NOM;FEM;SG	ADJ;FEM;SG
διαχείριση	gestió	διαχείριση	gestió	N;NOM;FEM;SG	N;FEM;SG
σταδιοδρομία	carrera	σταδιοδρομία	carrera	N;NOM;FEM;SG	N;FEM;SG
πιθανό	probable	πιθανός	probable	ADJ;NOM;NEUT;SG	ADJ;SG
πιθανό	possible	πιθανός	possible	ADJ;NOM;NEUT;SG	ADJ;SG
συναυλίες	concerts	συναυλία	concert	N;NOM;FEM;PL	N;MASC;PL
αίμα	sang	αίμα	sang	N;NOM;NEUT;SG	N;FEM;SG
αντίστοιχη	corresponent	αντίστοιχος	corresponent	ADJ;NOM;FEM;SG	ADJ;SG
διάμετρος	diàmetre	διάμετρος	diàmetre	N;GEN;FEM;SG	N;MASC;SG
εξωτερική	extern	εξωτερικός	extern	ADJ;NOM;FEM;SG	ADJ;MASC;SG
εξωτερική	externa	εξωτερικός	extern	ADJ;NOM;FEM;SG	ADJ;FEM;SG
κτήριο	edifici	κτήριο	edifici	N;NOM;NEUT;SG	N;MASC;SG
κτήριο	edificació	κτήριο	edificació	N;NOM;NEUT;SG	N;FEM;SG
αστυνομία	policia	αστυνομία	policia	N;NOM;FEM;SG	N;SG
καρκίνο	càncer	καρκίνος	càncer	N;ACC;MASC;SG	N;MASC;SG
στίχοι	versos	στίχος	vers	N;NOM;MASC;PL	N;MASC;PL
στίχοι	lletres	στίχος	lletra	N;NOM;MASC;PL	N;FEM;PL
απευθείας	directament	απευθείας	directament	ADV	ADV
σύμβολα	símbols	σύμβολα	símbol	N;NOM;NEUT;PL	N;MASC;PL
πρίγκιπα	príncep	πρίγκιπας	príncep	N;ACC;MASC;SG	N;MASC;SG
φυλή	cursa	φυλή	cursa	N;NOM;FEM;SG	N;FEM;SG
χαρακτήρας	caràcter	χαρακτήρας	caràcter	N;NOM;MASC;SG	N;MASC;SG
χαρακτήρας	personatge	χαρακτήρας	personatge	N;NOM;MASC;SG	N;MASC;SG
δέχεται	accepta	δέχομαι	acceptar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN
κόστος	cost	κόστος	cost	N;NOM;NEUT;SG	N;MASC;SG
προηγουμένως	anteriorment	προηγουμένως	anteriorment	ADV	ADV
προηγουμένως	prèviament	προηγουμένως	prèviament	ADV	ADV
σύζυγο	cònjuge	σύζυγος	cònjuge	N;ACC;FEM;SG	N;MASC;SG
σύζυγο	marit	σύζυγος	marit	N;ACC;FEM;SG	N;MASC;SG
σύζυγο	esposa	σύζυγος	esposar	N;ACC;FEM;SG	N;FEM;SG
δημοκρατικό	democràtica	δημοκρατικός	democràtic	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
δημοκρατικό	democràtic	δημοκρατικός	democràtic	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
δυνατή	forta	δυνατός	fort	ADJ;NOM;FEM;SG	ADJ;FEM;SG
δυνατή	fort	δυνατός	fort	ADJ;NOM;FEM;SG	ADJ;MASC;SG
μέτρο	mesura	μέτρο	mesura	N;NOM;NEUT;SG	N;FEM;SG
κλασική	clàssica	κλασικός	clàssic	ADJ;NOM;FEM;SG	ADJ;FEM;SG
κλασική	clàssic	κλασικός	clàssic	ADJ;NOM;FEM;SG	ADJ;MASC;SG
πιάνο	piano	πιάνος	piano	N;NOM;NEUT;SG	N;MASC;SG
απώλεια	pèrdua	απώλεια	pèrdua	N;ACC;FEM;SG	N;FEM;SG
ψήφους	votacions	ψήφος	votació	N;NOM;FEM;PL	N;FEM;PL
ψήφους	vots	ψήφος	vot	N;NOM;FEM;PL	N;MASC;PL
αποστολές	missions	αποστολή	missió	N;NOM;FEM;PL	N;FEM;PL
κυριακή	diumenge	κυριακή	diumenge	N;ACC;FEM;SG	N
βουνό	muntanya	βουνό	muntanya	N;NOM;NEUT;SG	N;FEM;SG
ανθρώπινη	humà	ανθρώπινος	humà	ADJ;NOM;FEM;SG	ADJ;MASC;SG
πωλήσεις	vendes	πώληση	venda	N;NOM;FEM;PL	N;FEM;PL
παραμείνει	romanen	παραμένω	romandre	V;PFV;NFIN;ACT	V;IND;PL;3;PRS;FIN
νικήτρια	guanyador	νικήτριος	guanyador	N;NOM;FEM;SG	N;MASC;SG
σοβαρά	seriosament	σοβαρά	seriosament	ADV	ADV
αφαίρεση	supressió	αφαίρεση	supressió	N;ACC;FEM;SG	N;FEM;SG
αφαίρεση	eliminació	αφαίρεση	eliminació	N;ACC;FEM;SG	N;FEM;SG
συμπτώματα	símptomes	σύμπτωμα	símptoma	N;NOM;NEUT;PL	N;MASC;PL
προσωρινά	transitòriament	προσωρινά	transitòriament	ADV	ADV
προσωρινά	temporalment	προσωρινά	temporalment	ADV	ADV
κερδίζει	guanya	κερδίζω	guanyar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
υδρογόνου	hidrogen	υδρογόνος	hidrogen	N;GEN;NEUT;SG	N;MASC;SG
άγνωστο	desconegut	άγνωστος	desconegut	ADJ;NOM;NEUT;SG	ADJ;MASC;SG;V.PTCP
άγνωστο	desconeguda	άγνωστος	desconegut	ADJ;NOM;NEUT;SG	ADJ;FEM;SG;V.PTCP
εντούτοις	tanmateix	εντούτοις	tanmateix	ADV	ADV
συνέντευξη	entrevista	συνέντευξη	entrevista	N;ACC;FEM;SG	N;FEM;SG
συνάντηση	sessió	συνάντηση	sessió	N;ACC;FEM;SG	N;FEM;SG
συνάντηση	reunió	συνάντηση	reunió	N;ACC;FEM;SG	N;FEM;SG
συνάντηση	trobada	συνάντηση	trobada	N;ACC;FEM;SG	N;FEM;SG
οικισμούς	aglomeracions	οικισμός	aglomeració	N;ACC;MASC;PL	N;FEM;PL
αντ	formiga	αντ	formigar	N	N;FEM;SG
αντ	ant	αντ	ant	N	N;MASC;SG
λογισμικό	programari	λογισμικός	programari	N;NOM;NEUT;SG	N;MASC;SG
ενέργειες	accions	ενέργεια	acció	N;NOM;FEM;PL	N;FEM;PL
αεροπορία	aviació	αεροπορία	aviació	N;NOM;FEM;SG	N;FEM;SG
δηλώνει	declara	δηλώνω	declarar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
σωματείο	unió	σωματείο	unió	N;NOM;NEUT;SG	N;FEM;SG
σωματείο	unión	σωματείο	unión	N;NOM;NEUT;SG	N;FEM;SG
νομίσματα	monedes	νόμισμα	moneda	N;NOM;NEUT;PL	N;FEM;PL
νομίσματα	divises	νόμισμα	divisa	N;NOM;NEUT;PL	N;FEM;PL
νομίσματα	monedes	νόμισμα	moneda	N;NOM;NEUT;PL	N;FEM;PL
πρακτικά	pràcticament	πρακτικά	pràcticament	ADV	ADV
σημαντικός	important	σημαντικός	important	ADJ;NOM;MASC;SG	ADJ;SG
προβολή	projecció	προβολή	projecció	N;NOM;FEM;SG	N;FEM;SG
προβολή	vista	προβολή	vista	N;NOM;FEM;SG	N;FEM;SG
προβολή	visualització	προβολή	visualització	N;NOM;FEM;SG	N;FEM;SG
καλλιτέχνης	artista	καλλιτέχνος	artista	N;NOM;MASC;SG	N;SG
νόμισμα	moneda	νόμισμα	moneda	N;NOM;NEUT;SG	N;FEM;SG
νόμισμα	moneda	νόμισμα	moneda	N;NOM;NEUT;SG	N;FEM;SG
αξιωματικός	oficial	αξιωματικός	oficial	ADJ;NOM;MASC;SG	ADJ;SG
συλλογές	cobraments	συλλογή	cobrament	N;NOM;FEM;PL	N;MASC;PL
στόλου	flota	στόλος	flota	N;GEN;MASC;SG	N;FEM;SG
καθηγητή	catedràtic	καθηγητής	catedràtic	N;ACC;MASC;SG	N;MASC;SG
καθηγητή	professor	καθηγητής	professor	N;ACC;MASC;SG	N;MASC;SG
στάδια	estadis	στάδιο	estadi	N;NOM;NEUT;PL	N;MASC;PL
στάδια	fases	στάδιο	fase	N;NOM;NEUT;PL	N;FEM;PL
στάδια	etapes	στάδιο	etapa	N;NOM;NEUT;PL	N;FEM;PL
στάδια	passes	στάδιο	passa	N;NOM;NEUT;PL	N;FEM;PL
στάδια	passos	στάδιο	pas	N;NOM;NEUT;PL	N;MASC;PL
καθαρά	purament	καθερά	purament	ADV	ADV
ολοκλήρωση	finalització	ολοκλήρωση	finalització	N;ACC;FEM;SG	N;FEM;SG
ολοκλήρωση	compleció	ολοκλήρωση	compleció	N;ACC;FEM;SG	N;FEM;SG
ολοκλήρωση	integració	ολοκλήρωση	integració	N;ACC;FEM;SG	N;FEM;SG
θεωρίες	teories	θεωρία	teoria	N;NOM;FEM;PL	N;FEM;PL
ανεξάρτητη	independent	ανεξάρτητος	independent	ADJ;NOM;FEM;SG	ADJ;SG
εργαστήριο	laboratori	εργαστήριο	laboratori	N;NOM;NEUT;SG	N;MASC;SG
εργαστήριο	curset	εργαστήριο	curset	N;NOM;NEUT;SG	N;MASC;SG
εργαστήριο	taller	εργαστήριο	taller	N;NOM;NEUT;SG	N;MASC;SG
εργαστήριο	laboratori	εργαστήριο	laboratori	N;NOM;NEUT;SG	N;MASC;SG
πληροφορία	informació	πληροφορία	informació	N;ACC;FEM;SG	N;FEM;SG
ονομασίες	denominacions	ονομασία	denominació	N;NOM;FEM;PL	N;FEM;PL
ονομασίες	noms	ονομασία	nom	N;NOM;FEM;PL	N;MASC;PL
ονομασίες	denominacions	ονομασία	denominació	N;NOM;FEM;PL	N;FEM;PL
παραμονή	estada	παραμονή	estada	N;ACC;FEM;SG	N;FEM;SG
βάσεις	fundacions	βάση	fundació	N;NOM;FEM;PL	N;FEM;PL
βάσεις	bases	βάση	base	N;NOM;FEM;PL	N;FEM;PL
νομικά	legalment	νομικά	legalment	ADV	ADV
χωρητικότητας	tonatge	χωρητικότητα	tonatge	N;GEN;FEM;SG	N;MASC;SG
διαχειριστής	administrador	διαχειριστής	administrador	N;NOM;MASC;SG	N;MASC;SG
διαχειριστής	gestor	διαχειριστής	gestor	N;NOM;MASC;SG	N;MASC;SG
διαχειριστής	administrador	διαχειριστής	administrador	N;NOM;MASC;SG	N;MASC;SG
στενά	estretament	στενός	estretament	ADV	ADV
ακρίβεια	precisió	ακρίβεια	precisió	N;ACC;FEM;SG	N;FEM;SG
ακρίβεια	precisió	ακρίβεια	precisió	N;ACC;FEM;SG	N;FEM;SG
ακρίβεια	exactitud	ακρίβεια	exactitud	N;ACC;FEM;SG	N;FEM;SG
υγεία	sanitat	υγεία	sanitat	N;NOM;FEM;SG	N;FEM;SG
υγεία	salut	υγεία	salut	N;NOM;FEM;SG	N;FEM;SG
πολέμους	guerres	πόλεμος	guerra	N;ACC;MASC;PL	N;FEM;PL
υπογραφή	signatura	υπογραφή	signatura	N;ACC;FEM;SG	N;FEM;SG
σταθμοί	estacions	σταθμός	estació	N;NOM;MASC;PL	N;FEM;PL
σταθμοί	emissores	σταθμός	emissora	N;NOM;MASC;PL	N;FEM;PL
θεώρημα	teorema	θεώρημα	teorema	N;NOM;NEUT;SG	N;MASC;SG
αναγέννηση	renaixement	αναγέννηση	renaixement	N;ACC;FEM;SG	N;MASC;SG
αναγέννηση	regeneració	αναγέννηση	regeneració	N;ACC;FEM;SG	N;FEM;SG
αναγέννηση	renaixement	αναγέννηση	renaixement	N;ACC;FEM;SG	N;MASC;SG
προηγούμενο	anterior	προηγούμενος	anterior	ADJ;NOM;NEUT;SG	ADJ;SG
επάγγελμα	professió	επάγγελμα	professió	N;NOM;NEUT;SG	N;FEM;SG
επάγγελμα	ocupació	επάγγελμα	ocupació	N;NOM;NEUT;SG	N;FEM;SG
αγωνιστής	lluitador	αγωνιστής	lluitador	N;NOM;MASC;SG	N;MASC;SG
αγωνιστής	agonista	αγωνιστής	agonista	N;NOM;MASC;SG	N;SG
διάλυση	dissolució	διάλυση	dissolució	N;NOM;FEM;SG	N;FEM;SG
διάλυση	desmantellament	διάλυση	desmantellament	N;NOM;FEM;SG	N;MASC;SG
διάλυση	desmuntatge	διάλυση	desmuntatge	N;NOM;FEM;SG	N;MASC;SG
πρωτοβουλία	iniciativa	πρωτοβουλία	iniciativa	N;NOM;FEM;SG	N;FEM;SG
μηχανικός	mecànic	μηχανικός	mecànic	ADJ;NOM;MASC;SG	ADJ;MASC;SG
αριθμοί	xifres	αριθμός	xifra	N;NOM;MASC;PL	N;FEM;PL
