partigiani	partyzantów	partigiano	partyzant	N;MASC;PL	N;ACC;MASC;PL
sostituisce	zastępuje	sostituire	zastępować	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
cantoni	kantonów	cantone	kanton	N;MASC;PL	N;GEN;MASC;PL
costruttore	budowniczy	costruttore	budowniczy	N;MASC;SG	N;NOM;MASC;SG
costruttore	konstruktor	costruttore	konstruktor	N;MASC;SG	N;NOM;MASC;SG
costruttore	wytwórca	costruttore	wytwórcać	N;MASC;SG	N;NOM;MASC;SG
baptiste	baptiste	baptista	baptisty	N;MASC;SG	N;NOM;MASC;SG
southern	southern	soutvern	southerny	N	N;NOM;MASC;SG
cicero	cicero	cicero	cicero	N;MASC;SG	N;NOM;MASC;SG
batte	bije	battere	bić	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
bonifacio	bonifacio	bonifacio	bonifacio	N;MASC;SG	N;NOM;MASC;SG
madison	madison	madison	madison	N;MASC;SG	N;NOM;MASC;SG
lupi	wilków	lupe	wilk	N;MASC;PL	N;ACC;MASC;PL
lupi	wilki	lupe	wilka	N;MASC;PL	N;NOM;MASC;PL
abuso	nadużywanie	abuso	nadużywać	N;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
spiriti	duchy	spirito	duch	N;MASC;PL	N;NOM;MASC;PL
wisconsin	wisconsin	wisconsin	wisconsin	N;MASC	N;NOM;MASC;SG
linguista	lingwista	linguista	lingwista	N;SG	N;NOM;MASC;SG
sophie	sophie	sophia	soph	N;FEM;SG	N;NOM;FEM;SG
povero	biedny	povero	biedny	ADJ;MASC;SG	ADJ;NOM;MASC;SG
povero	biedne	povero	biedny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
povero	biedna	povero	biedny	ADJ;MASC;SG	ADJ;NOM;FEM;SG
turistico	turystyczna	turistico	turystyczny	ADJ;MASC;SG	ADJ;NOM;FEM;SG
turistico	turystyczny	turistico	turystyczny	ADJ;MASC;SG	ADJ;NOM;MASC;SG
turistico	turystyczna	turistico	turystyczny	ADJ;MASC;SG	ADJ;NOM;FEM;SG
rivelazione	objawienie	rivelazione	objawić	N;FEM;SG	N;NOM;NEUT;SG
rivelazione	objawienia	rivelazione	objawić	N;FEM;SG	N;NOM;NEUT;SG
cmq	btw	cmq	bywać		
spia	szpieg	spia	szpieg	N;FEM;SG	N;NOM;MASC;SG
spia	szpiega	spia	szpieg	N;FEM;SG	N;ACC;MASC;SG
becco	dziób	becco	dziób	N;MASC;SG	N;NOM;MASC;SG
combustibile	paliwo	combustibile	paliwo	N;MASC;SG	N;NOM;NEUT;SG
viso	twarzy	viso	twarz	N;MASC;SG	N;GEN;FEM;SG
viso	twarz	viso	twarz	N;MASC;SG	N;NOM;FEM;SG
fiamma	płomień	fiamma	płomień	N;FEM;SG	N;NOM;MASC;SG
risparmio	oszczędność	risparmio	oszczędność	N;MASC;SG	N;NOM;FEM;SG
risparmio	oszczędzania	risparmio	oszczędzanie	N;MASC;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
risparmio	uratowanie	risparmio	uratować	N;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
risparmio	oszczędność	risparmio	oszczędność	N;MASC;SG	N;NOM;FEM;SG
risparmio	ratowanie	risparmio	ratować	N;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
risparmio	zapisywanie	risparmio	zapisywać	N;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
risparmio	oszczędzania	risparmio	oszczędzanie	N;MASC;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
mercanti	kupcy	mercante	kupiec	N;MASC;PL	N;NOM;MASC;PL
mercanti	kupców	mercante	kupiec	N;MASC;PL	N;ACC;MASC;PL
dorothy	dorota	dorothy	dorota	N;FEM;SG	N;NOM;FEM;SG
facebook	facebooku	facebook	facebook	N	N;ACC;MASC;SG
facebook	facebooka	facebook	facebook	N	N;ACC;MASC;SG
motion	wniosek	motion	wniosek	N;MASC	N;NOM;MASC;SG
motion	ruch	motion	ruch	N;MASC	N;ACC;MASC;SG
fianchi	biodra	fianco	biodro	N;MASC;PL	N;NOM;NEUT;PL
fianchi	biodra	fianco	biodro	N;MASC;PL	N;NOM;NEUT;PL
bull	byka	bull	byk	N;MASC	N;ACC;MASC;SG
bull	byk	bull	byk	N;MASC	N;NOM;MASC;SG
finanza	finansowania	finanza	finansowanie	N;FEM;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
finanza	finansowanie	finanza	finansować	N;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
metalli	metale	metallo	metal	N;MASC;PL	N;NOM;MASC;PL
metalli	metale	metallo	metal	N;MASC;PL	N;NOM;MASC;PL
mit	mit	mit	mit	N;MASC;SG	N;NOM;MASC;SG
chirurgia	zabieg	chirurgia	zabieg	N;FEM;SG	N;NOM;MASC;SG
chirurgia	operacja	chirurgia	operacja	N;FEM;SG	N;NOM;FEM;SG
chirurgia	chirurgii	chirurgia	chirurgia	N;FEM;SG	N;GEN;FEM;SG
chirurgia	chirurgii	chirurgia	chirurgia	N;FEM;SG	N;GEN;FEM;SG
diminuzione	zmniejszenie	diminuzione	zmniejszenie	N;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
diminuzione	spadek	diminuzione	spadka	N;FEM;SG	N;NOM;MASC;SG
diminuzione	zmniejszenie	diminuzione	zmniejszenie	N;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
conferenze	konferencje	conferenza	konferencja	N;FEM;PL	N;NOM;FEM;PL
vulcano	wulkanu	vulcano	wulkać	N;MASC;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
vulcano	wulkan	vulcano	wulkać	N;MASC;SG	N;NOM;MASC;SG
vulcano	wulkan	vulcano	wulkać	N;MASC;SG	N;NOM;MASC;SG
dialoghi	dialogi	dialogo	dialoga	N;MASC;PL	N;NOM;MASC;PL
radiale	radialna	radiale	radialny	ADJ;SG	ADJ;NOM;FEM;SG
concludere	podsumowując	concludere	podsumowywać	V;NFIN	V;IPFV;PRS;V.CVB;ACT
ice	lodu	ice	lód	N	N;GEN;MASC;SG
molecolare	molekularnej	molecolare	molekularny	ADJ;SG	ADJ;GEN;FEM;SG
sepoltura	pogrzeb	sepoltura	pogrzeb	N;FEM;SG	N;NOM;MASC;SG
sepoltura	pochówku	sepoltura	pochówek	N;FEM;SG	N;GEN;MASC;SG
sepoltura	pochówek	sepoltura	pochówek	N;FEM;SG	N;NOM;MASC;SG
tumore	guz	tumore	guz	N;MASC;SG	N;NOM;MASC;SG
tumore	guza	tumore	guz	N;MASC;SG	N;GEN;MASC;SG
tumore	nowotwór	tumore	nowotwór	N;MASC;SG	N;NOM;MASC;SG
tumore	guz	tumore	guz	N;MASC;SG	N;NOM;MASC;SG
tumore	guza	tumore	guz	N;MASC;SG	N;GEN;MASC;SG
tumore	nowotwór	tumore	nowotwór	N;MASC;SG	N;NOM;MASC;SG
tumore	rak	tumore	rak	N;MASC;SG	N;NOM;MASC;SG
tumore	nowotwór	tumore	nowotwór	N;MASC;SG	N;NOM;MASC;SG
cliente	klienta	cliente	klient	N;SG	N;ACC;MASC;SG
cliente	klient	cliente	klient	N;SG	N;NOM;MASC;SG
cliente	klientka	cliente	klientka	N;SG	N;NOM;FEM;SG
cliente	klienta	cliente	klient	N;SG	N;ACC;MASC;SG
cliente	klient	cliente	klient	N;SG	N;NOM;MASC;SG
cliente	klientka	cliente	klientka	N;SG	N;NOM;FEM;SG
biografico	biograficzny	biografico	biograficzny	ADJ;MASC;SG	ADJ;NOM;MASC;SG
brevemente	zwięźle	brevemente	zwięźle	ADV	ADV
brevemente	krótko	brevemente	krótko	ADV	ADV
harvard	harvardu	harvard	harvard	N;MASC;SG	N;NOM;MASC;SG
harvard	harvardzie	harvard	harvard	N;MASC;SG	N;ACC;MASC;SG
incoronazione	koronacji	incoronazione	koronacja	N;FEM;SG	N;GEN;FEM;SG
mantello	płaszcz	mantello	płaszcz	N;MASC;SG	N;NOM;MASC;SG
angoli	rogi	angolo	róg	N;MASC;PL	N;NOM;MASC;PL
angoli	rogach	angolo	róg	N;MASC;PL	N;GEN;MASC;PL
angoli	kąty	angolo	kąty	N;MASC;PL	N;NOM;MASC;PL
edge	krawędź	edgere	krawędź	N	N;NOM;FEM;SG
edge	krawędzi	edgere	krawądzić	N	N;GEN;MASC;SG
sospetti	podejrzani	sospetto	podejrzany	N;MASC;PL	N;NOM;MASC;PL
sospetti	podejrzeń	sospetto	podejrzenie	N;MASC;PL	N;GEN;NEUT;PL
sanità	zdrowie	sanità	zdrowie	N;FEM	N;NOM;NEUT;SG
sanità	zdrowia	sanità	zdrowie	N;FEM	N;GEN;NEUT;SG
contribuisce	przyczynia	contribuire	przyczyniać	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
tributo	hołd	tributo	hołd	N;MASC;SG	N;NOM;MASC;SG
approfondimento	pogłębienia	approfondimento	pogłębienie	N;MASC;SG	N;GEN;NEUT;SG
imposta	zestaw	imposta	zestawić	N;FEM;SG	N;NOM;MASC;SG
imposta	komplet	imposta	komplet	N;FEM;SG	N;NOM;MASC;SG
imposta	podatek	imposta	podatek	N;FEM;SG	N;ACC;MASC;SG
control	sterowanie	control	sterować	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
control	kontrola	control	kontrola	N	N;NOM;FEM;SG
miti	mity	mito	mit	N;MASC;PL	N;NOM;MASC;PL
tigre	tygrys	tigre	tygrys	N;FEM;SG	N;NOM;MASC;SG
portico	ganku	portico	ganek	N;MASC;SG	N;GEN;MASC;SG
spiegazioni	wyjaśnień	spiegazione	wyjaśnienie	N;FEM;PL	N;GEN;NEUT;PL
granata	granat	granata	granat	N;FEM;SG	N;NOM;MASC;SG
bordeaux	bordeaux	bordeaux	bordeaux	N;FEM;SG	N;NOM;MASC;SG
provocando	powodując	provocare	powodować	V;V.MSDR	V;IPFV;PRS;V.CVB;ACT
biblioteche	bibliotek	biblioteca	bibliotek	N;FEM;PL	N;GEN;FEM;PL
amiche	przyjaciele	amico	przyjaciel	N;FEM;PL	N;NOM;MASC;PL
amiche	przyjaciółki	amico	przyjaciółka	N;FEM;PL	N;NOM;FEM;PL
amiche	znajomi	amico	znajomy	N;FEM;PL	N;NOM;MASC;PL
amiche	znajomych	amico	znajomy	N;FEM;PL	N;ACC;MASC;PL
amiche	przyjaciół	amico	przyjaciel	N;FEM;PL	N;ACC;MASC;PL
mercurio	rtęć	mercurio	rtęć	N;MASC;SG	N;NOM;FEM;SG
martirio	męczeństwa	martirio	męczeństwo	N;MASC;SG	N;GEN;NEUT;SG
fascio	wiązka	fascio	wiązka	N;MASC;SG	N;NOM;FEM;SG
fascio	promień	fascio	promień	N;MASC;SG	N;NOM;MASC;SG
fascio	pakiet	fascio	pakiet	N;MASC;SG	N;NOM;MASC;SG
fascio	wiązka	fascio	wiązka	N;MASC;SG	N;NOM;FEM;SG
remake	remake	remake	remak	N;MASC	N;ACC;MASC;SG
disturbo	zaburzenie	disturbo	zaburzyć	N;MASC;SG	N;NOM;NEUT;SG
birmingham	birmingham	birmingham	birmingha	N;MASC;SG	N;NOM;MASC;SG
determinazione	określenie	determinazione	określenie	N;FEM;SG	N;NOM;NEUT;SG
determinazione	oznaczenie	determinazione	oznaczenie	N;FEM;SG	N;NOM;NEUT;SG
determinazione	ustalenie	determinazione	ustalenie	N;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
determinazione	oznaczanie	determinazione	oznaczać	N;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
determinazione	określanie	determinazione	określać	N;FEM;SG	N;NOM;NEUT;SG
font	czcionki	font	czcionka	N;MASC	N;ACC;FEM;PL
font	czcionka	font	czcionka	N;MASC	N;NOM;FEM;SG
font	czcionki	font	czcionka	N;MASC	N;ACC;FEM;PL
cold	chłód	cold	chłód	N	N;NOM;MASC;SG
creek	creek	creek	creek	N;MASC	N;NOM;MASC;SG
suddivisioni	podziały	suddivisione	podział	N;FEM;PL	N;NOM;MASC;PL
suprema	najwyższa	supremo	wysoki	ADJ;FEM;SG	ADJ;NOM;CMPR;FEM;SG
suprema	najwyższy	supremo	wysoki	ADJ;FEM;SG	ADJ;NOM;CMPR;MASC;SG
metallica	metalowy	metallico	metalowy	ADJ;FEM;SG	ADJ;NOM;MASC;SG
metallica	metalowe	metallico	metalowy	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
tip	cynk	tip	cynk	N	N;NOM;MASC;SG
tip	wskazówka	tip	wskazówka	N	N;NOM;FEM;SG
occasionalmente	okazjonalnie	occasionalmente	okazjonalnie	ADV	ADV
occasionalmente	sporadycznie	occasionalmente	sporadycznie	ADV	ADV
occasionalmente	sporadycznie	occasionalmente	sporadycznie	ADV	ADV
occasionalmente	okazjonalnie	occasionalmente	okazjonalnie	ADV	ADV
orléans	orleanu	orléans	orlean	N;FEM;SG	N;GEN;MASC;SG
orléans	orlean	orléans	orleany	N;FEM;SG	N;NOM;MASC;SG
orléans	orlean	orléans	orleany	N;FEM;SG	N;NOM;MASC;SG
orléans	orleanu	orléans	orlean	N;FEM;SG	N;GEN;MASC;SG
complessità	złożoność	complessità	złożoność	N;FEM	N;NOM;FEM;SG
complessità	złożoności	complessità	złożoność	N;FEM	N;GEN;FEM;SG
complessità	kompleks	complessità	kompleks	N;FEM	N;ACC;MASC;SG
adventure	przygodę	adventura	przygoda	N	N;ACC;FEM;SG
adventure	przygoda	adventura	przygoda	N	N;NOM;FEM;SG
rifiutato	odrzucono	rifiutare	odrzucić	V;MASC;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
rifiutato	odmówił	rifiutare	odmówić	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
rifiutato	odmówiła	rifiutare	odmówić	V;MASC;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
rifiutato	odmówił	rifiutare	odmówić	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
chirurgo	chirurg	chirurgo	chirurg	N;MASC;SG	N;NOM;MASC;SG
chirurgo	chirurga	chirurgo	chirurga	N;MASC;SG	N;GEN;MASC;SG
celebrazione	świętowanie	celebrazione	świętowanie	N;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
celebrazione	uroczystości	celebrazione	uroczystość	N;FEM;SG	N;GEN;FEM;SG
celebrazione	święto	celebrazione	święto	N;FEM;SG	N;NOM;NEUT;SG
celebrazione	świętowania	celebrazione	świętowanie	N;FEM;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
celebrazione	uroczystość	celebrazione	uroczystość	N;FEM;SG	N;NOM;FEM;SG
voluta	chciał	volere	chcieć	V;FEM;SG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
resistere	oprzeć	resistere	oprzeć	V;NFIN	V;PFV;NFIN;ACT
numerazione	numeracji	numerazione	numeracja	N;FEM;SG	N;GEN;FEM;SG
soddisfare	spełniają	soddisfare	spełniać	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
cantieri	jardów	cantiere	jard	N;MASC;PL	N;GEN;MASC;PL
lanciata	rozpoczęła	lanciare	rozpocząć	V;FEM;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
lanciata	uruchomiono	lanciare	uruchomić	V;FEM;SG;PST;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
segmento	segmentu	segmento	segment	N;MASC;SG	N;GEN;MASC;SG
segmento	odcinek	segmento	odcinek	N;MASC;SG	N;NOM;MASC;SG
segmento	segment	segmento	segment	N;MASC;SG	N;NOM;MASC;SG
ginocchio	kolano	ginocchio	kolano	N;MASC;SG	N;NOM;NEUT;SG
ginocchio	kolanie	ginocchio	kolano	N;MASC;SG	N;ACC;NEUT;SG
guadagnare	zarabiać	guadagnare	zarabiać	V;NFIN	V;IPFV;NFIN;ACT
guadagnare	zarobić	guadagnare	zarobić	V;NFIN	V;PFV;NFIN;ACT
guadagnare	zarabiać	guadagnare	zarabiać	V;NFIN	V;IPFV;NFIN;ACT
sullivan	sullivana	sullivano	sullivan	N;FEM;SG	N;ACC;MASC;SG
wind	wiatru	wind	wiatr	N	N;GEN;MASC;SG
wind	wiatry	wind	wiatr	N	N;NOM;MASC;PL
wind	wiatr	wind	wiatr	N	N;NOM;MASC;SG
wind	wietrze	wind	wiatr	N	N;INS;MASC;SG
turisti	turystów	turista	turysta	N;MASC;PL	N;ACC;MASC;PL
turisti	turyści	turista	turysta	N;MASC;PL	N;NOM;MASC;PL
duetto	duet	duetto	duet	N;MASC;SG	N;NOM;MASC;SG
conquistata	podbił	conquistare	podbić	V;FEM;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
consorte	małżonek	consortire	małżonek	N;SG	N;NOM;MASC;SG
consorte	małżonka	consortire	małżonka	N;SG	N;NOM;FEM;SG
chiavi	klucze	chiave	klucz	N;FEM;PL	N;NOM;MASC;PL
chiavi	klawisze	chiave	klawisz	N;FEM;PL	N;NOM;MASC;PL
chiavi	klucze	chiave	klucz	N;FEM;PL	N;NOM;MASC;PL
difensiva	obronne	difensivo	obronny	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
celle	komórek	cella	komórka	N;FEM;PL	N;GEN;FEM;PL
celle	komórki	cella	komórka	N;FEM;PL	N;NOM;FEM;PL
parente	krewny	parente	krewny	N;SG	N;NOM;MASC;SG
magnetico	magnetyczne	magnetico	magnetyczny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
magnetico	magnetyczny	magnetico	magnetyczny	ADJ;MASC;SG	ADJ;NOM;MASC;SG
vandalismo	wandalizm	vandalismo	wandalizm	N;MASC;SG	N;NOM;MASC;SG
