dari	от	dari	от	ADP	ADP
pemberontakan	въстание	penberontakan	въстание	N;SG	N;INDF;NEUT;SG
pemberontakan	бунт	penberontakan	бунт	N;SG	N;INDF;MASC;SG
revolusi	революция	revolusi	революция	N;SG	N;INDF;FEM;SG
kucing	котарак	kucing	котарак	N;SG	N;INDF;MASC;SG
kucing	котка	kucing	котка	N;SG	N;INDF;FEM;SG
kucing	кат	kucing	кат	N;SG	N;INDF;MASC;SG
kucing	коте	kucing	ко	N;SG	N;INDF;NEUT;SG
toko	сладкарница	toko	сладкарница	N;SG	N;INDF;FEM;SG
toko	магазин	toko	магазин	N;SG	N;INDF;MASC;SG
toko	магазинче	toko	магазинче	N;SG	N;INDF;NEUT;SG
toko	магазин	toko	магазин	N;SG	N;INDF;MASC;SG
toko	съхранение	toko	съхранение	N;SG	N;INDF;NEUT;SG
arti	смисъл	arti	смисъл	N;SG	N;INDF;MASC;SG
pelatih	треньор	penlatih	треньор	N;SG	N;INDF;MASC;SG
pelatih	треньор	penlatih	треньор	N;SG	N;INDF;MASC;SG
pelatih	треньорът	penlatih	треньор	N;SG	N;DEF;MASC;SG
kursi	стол	kursi	стол	N;SG	N;INDF;MASC;SG
kursi	столче	kursi	столче	N;SG	N;INDF;NEUT;SG
kursi	столът	kursi	стол	N;SG	N;DEF;MASC;SG
kursi	седалка	kursi	седалка	N;SG	N;INDF;FEM;SG
kursi	седалката	kursi	седалка	N;SG	N;DEF;FEM;SG
komisi	комисия	komisi	комисия	N;SG	N;INDF;FEM;SG
terjun	фолс	terjun	фолс	N;SG;ACT	N;INDF;MASC;SG
rute	маршрут	rute	маршрут	N;SG	N;INDF;MASC;SG
rute	път	rute	път	N;SG	N;INDF;MASC;SG
rute	трасе	rute	трасе	N;SG	N;INDF;NEUT;SG
pertunjukan	показване	pertunjukan	показване	N;SG	N;INDF;NEUT;SG
pertumbuhan	израстване	pertumbuhan	израстване	N;SG	N;INDF;NEUT;SG
pertumbuhan	растеж	pertumbuhan	растеж	N;SG	N;INDF;MASC;SG
pertumbuhan	ръст	pertumbuhan	ръст	N;SG	N;INDF;MASC;SG
atom	атом	atom	атом	N;SG	N;INDF;MASC;SG
atom	атома	atom	атом	N;SG	N;DEF;MASC;SG
layar	екрана	layar	екран	N;SG	N;DEF;MASC;SG
layar	екран	layar	екран	N;SG	N;INDF;MASC;SG
konflik	конфликт	konflik	конфликт	N;SG	N;INDF;MASC;SG
sarjana	учен	sarjana	учен	N	N;INDF;MASC;SG
sarjana	ерген	sarjana	ерген	N	N;INDF;MASC;SG
sarjana	учени	sarjana	учен	N	N;INDF;MASC;PL
institut	институт	institut	институт	N	N;INDF;MASC;SG
institut	института	institut	институт	N	N;DEF;MASC;SG
peningkatan	усъвършенстване	pentingkatan	усъвършенстване	N;SG	N;INDF;NEUT;SG
peningkatan	подобряване	pentingkatan	подобряване	N;SG	N;INDF;NEUT;SG
peningkatan	подобрение	pentingkatan	подобрение	N;SG	N;INDF;NEUT;SG
peningkatan	увеличаване	pentingkatan	увеличаване	N;SG	N;INDF;NEUT;SG
peningkatan	увеличение	pentingkatan	увеличение	N;SG	N;INDF;NEUT;SG
peningkatan	повишаване	pentingkatan	повишаване	N;SG	N;INDF;NEUT;SG
penjualan	разпродажба	penjualan	разпродажба	N;SG	N;INDF;FEM;SG
penjualan	продажба	penjualan	продажба	N;SG	N;INDF;FEM;SG
pesisir	крайбрежие	pesisir	крайбрежие	N	N;INDF;NEUT;SG
pesisir	бряг	pesisir	бряг	N	N;INDF;MASC;SG
urutan	ред	urutan	ред	N;SG	N;INDF;MASC;SG
urutan	поръчка	urutan	поръчка	N;SG	N;INDF;FEM;SG
urutan	поредица	urutan	поредица	N;SG	N;INDF;FEM;SG
urutan	последователност	urutan	последователност	N;SG	N;INDF;FEM;SG
hadiah	награда	hadiah	награда	N;SG	N;INDF;FEM;SG
hadiah	подарък	hadiah	подарък	N;SG	N;INDF;MASC;SG
hadiah	дарба	hadiah	дарба	N;SG	N;INDF;FEM;SG
hadiah	дар	hadiah	дар	N;SG	N;INDF;MASC;SG
tekanan	натиск	tekanan	натиск	N;SG	N;INDF;MASC;SG
tekanan	напрежение	tekanan	напрежение	N;SG	N;INDF;NEUT;SG
tekanan	натиск	tekanan	натиск	N;SG	N;INDF;MASC;SG
tekanan	налягане	tekanan	налягане	N;SG	N;INDF;NEUT;SG
siapa	кой	siapa	кой	PRO	PRO;NOM;MASC;SG
prinsip	принцип	prinsip	принцип	N;SG	N;INDF;MASC;SG
line	реплика	line	реплика	N	N;INDF;FEM;SG
line	линия	line	линия	N	N;INDF;FEM;SG
bulu	перо	bulu	перо	N;SG	N;INDF;NEUT;SG
bulu	перце	bulu	перце	N;SG	N;INDF;NEUT;SG
bulu	козина	bulu	козина	N;SG	N;INDF;FEM;SG
bulu	козината	bulu	козина	N;SG	N;DEF;FEM;SG
terjemahan	превод	terjemahan	превод	N;SG	N;INDF;MASC;SG
sisa	остатък	sisa	остатък	N;SG	N;INDF;MASC;SG
kamu	ти	kamu	аз	PRO;SG;2;INFM	PRO;NOM;SG;2
kamu	ви	kamu	аз	PRO;SG;2;INFM	PRO;ACC;SG;2
angkasa	скай	angkasa	скай	N;SG	N;INDF;MASC;SG
angkasa	небе	angkasa	небе	N;SG	N;INDF;NEUT;SG
angkasa	небето	angkasa	небе	N;SG	N;DEF;NEUT;SG
angkasa	пространство	angkasa	пространство	N;SG	N;INDF;NEUT;SG
angkasa	космос	angkasa	космос	N;SG	N;INDF;MASC;SG
angkasa	космоса	angkasa	космос	N;SG	N;DEF;MASC;SG
diluncurkan	изстреляна	diluncurkan	изстрелям	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
diluncurkan	изстрелян	diluncurkan	изстрелям	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
pemilik	собственик	penmilik	собственик	N;SG	N;INDF;MASC;SG
pemilik	притежател	penmilik	притежател	N;SG	N;INDF;MASC;SG
pemilik	собственика	penmilik	собственик	N;SG	N;DEF;MASC;SG
argentina	аржентина	argentina	аржентина	N;SG	N;INDF;FEM;SG
argentina	аржентина	argentina	аржентина	N;SG	N;INDF;FEM;SG
pelajaran	урок	pelajaran	урок	N;SG	N;INDF;MASC;SG
pelajaran	поука	pelajaran	поука	N;SG	N;INDF;FEM;SG
munisipalitas	община	munisipalitas	община	N	N;INDF;FEM;SG
html	html	html	html	N;SG	N;INDF;MASC;SG
kalah	губи	kalah	губя-(се)	V;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
kalah	губиш	kalah	губя-(се)	V;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
kalah	губя	kalah	губя-(се)	V;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
kalah	победена	kalah	победя	V;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
kalah	победен	kalah	победя	V;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
kalah	губи	kalah	губя-(се)	V;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
kalah	губиш	kalah	губя-(се)	V;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
lintas	кръст	lintas	кръст	N;SG;ACT	N;INDF;MASC;SG
lintas	кръста	lintas	кръст	N;SG;ACT	N;DEF;MASC;SG
bacaan	четенето	bacaan	четене	N;SG	N;DEF;NEUT;SG
bacaan	четене	bacaan	четене	N;SG	N;INDF;NEUT;SG
angin	бриз	angin	бриз	N;SG	N;INDF;MASC;SG
angin	вятърна	angin	вятърна	N;SG	N;INDF;FEM;SG
angin	вятър	angin	вятър	N;SG	N;INDF;MASC;SG
angin	вятъра	angin	вятър	N;SG	N;DEF;MASC;SG
poin	точка	poin	точка	N;SG	N;INDF;FEM;SG
mayoritas	мнозинство	mayoritas	мнозинство	N;SG	N;INDF;NEUT;SG
mayoritas	мнозинството	mayoritas	мнозинство	N;SG	N;DEF;NEUT;SG
english	bulgarian	english	bulgarian	N	N;INDF;MASC;SG
english	англичани	english	англичанин	N	N;INDF;MASC;PL
kuda	конче	kuda	конче	N;SG	N;INDF;NEUT;SG
kuda	кон	kuda	кон	N;SG	N;INDF;MASC;SG
kuda	kuda	kuda	kuda	N;SG	N;INDF;MASC;SG
armada	армада	armada	армада	N;SG	N;INDF;FEM;SG
armada	флота	armada	флот	N;SG	N;DEF;MASC;SG
armada	флот	armada	флот	N;SG	N;INDF;MASC;SG
harapan	надеждата	harapan	надежда	N;SG	N;DEF;FEM;SG
harapan	хоуп	harapan	хоуп	N;SG	N;INDF;MASC;SG
harapan	надежда	harapan	надежда	N;SG	N;INDF;FEM;SG
perhatian	внимание	perhatian	внимание	N;SG	N;INDF;NEUT;SG
plat	чинията	plat	чиния	N	N;DEF;FEM;SG
plat	чиния	plat	чиния	N	N;INDF;FEM;SG
plat	плоча	plat	плоча-(се)	N	N;INDF;FEM;SG
plat	табели	plat	табел	N	N;INDF;MASC;PL
plat	плочи	plat	плоча-(се)	N	N;INDF;FEM;PL
plat	чинии	plat	чиния	N	N;INDF;FEM;PL
kartu	карта	kartu	карта	N;SG	N;INDF;FEM;SG
kartu	картичка	kartu	картичка	N;SG	N;INDF;FEM;SG
majelis	сглобяване	majelis	сглобяване	N;SG	N;INDF;NEUT;SG
majelis	събрание	majelis	събрание	N;SG	N;INDF;NEUT;SG
majelis	съветът	majelis	съвет	N;SG	N;DEF;MASC;SG
majelis	съвет	majelis	съвет	N;SG	N;INDF;MASC;SG
majelis	съвета	majelis	съвет	N;SG	N;DEF;MASC;SG
kualitas	качество	kualitas	качество	N;SG	N;INDF;NEUT;SG
kualitas	качеството	kualitas	качество	N;SG	N;DEF;NEUT;SG
wasit	рефер	wasit	рефер	N;SG	N;INDF;MASC;SG
wasit	съдия	wasit	съдия	N;SG	N;INDF;MASC;SG
wasit	арбитър	wasit	арбитър	N;SG	N;INDF;MASC;SG
suhu	температурата	suhu	температура	N;SG	N;DEF;FEM;SG
suhu	температура	suhu	температура	N;SG	N;INDF;FEM;SG
ulama	духовенството	ulama	духовенство	N;SG	N;DEF;NEUT;SG
marga	марга	marga	марга	N;SG	N;INDF;FEM;SG
marga	фамилия	marga	фамилия	N;SG	N;INDF;FEM;SG
tuan	сър	tuan	сър	N;SG	N;INDF;MASC;SG
tuan	туан	tuan	туан	N;SG	N;INDF;MASC;SG
bagus	добър	bagus	добър	ADJ;SG	ADJ;INDF;MASC;SG
nektar	нектар	nektar	нектар	N;SG	N;INDF;MASC;SG
dilengkapi	обзаведен	dilengkapi	обзаведа	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
dilengkapi	оборудвано	dilengkapi	оборудвано	V;SG;PASS	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
dilengkapi	оборудван	dilengkapi	оборудвам-(се)	V;SG;PASS	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
dilengkapi	оборудвана	dilengkapi	оборудвам-(се)	V;SG;PASS	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
uefa	уефа	uefa	уеф	N	N;DEF;MASC;SG
komponen	елемент	komponen	елемент	N;SG	N;INDF;MASC;SG
komponen	компонент	komponen	компонент	N;SG	N;INDF;MASC;SG
puisi	стихотворение	puisi	стихотворение	N	N;INDF;NEUT;SG
puisi	поезия	puisi	поезия	N	N;INDF;FEM;SG
puisi	поезията	puisi	поезия	N	N;DEF;FEM;SG
puisi	стихове	puisi	стих	N	N;INDF;MASC;PL
puisi	стихотворения	puisi	стихотворен	N	N;INDF;NEUT;PL
puisi	поеми	puisi	поемя	N	N;INDF;FEM;PL
puisi	стихове	puisi	стих	N	N;INDF;MASC;PL
terpisah	отделна	terpisah	отделен	ADJ;SG;PASS	ADJ;INDF;FEM;SG
terpisah	отделен	terpisah	отделен	ADJ;SG;PASS	ADJ;INDF;MASC;SG
besi	желязо	besi	желяз	N;SG	N;INDF;NEUT;SG
simbol	символика	simbol	символика	N;SG	N;INDF;FEM;SG
simbol	символ	simbol	символ	N;SG	N;INDF;MASC;SG
diperlukan	изисквана	diperlukan	изисквам	V;SG;PASS	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
samping	страна	samping	страна	N;SG	N;INDF;FEM;SG
kepercayaan	доверие	kepercayaan	доверие	N;SG	N;INDF;NEUT;SG
regional	регионален	regional	регионален	ADJ;SG	ADJ;INDF;MASC;SG
regional	регионална	regional	регионален	ADJ;SG	ADJ;INDF;FEM;SG
regional	регионалното	regional	регионален	ADJ;SG	ADJ;DEF;NEUT;SG
patung	скулптура	patung	скулптура	N;SG	N;INDF;FEM;SG
patung	статуята	patung	статуя	N;SG	N;DEF;FEM;SG
patung	статуя	patung	статуя	N;SG	N;INDF;FEM;SG
dibawa	взет	dibawa	взет	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
dibawa	взето	dibawa	взема	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
dibawa	доведен	dibawa	доведа	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
perpustakaan	библиотеката	perpustakaan	библиотека	N;SG	N;DEF;FEM;SG
perpustakaan	библиотека	perpustakaan	библиотека	N;SG	N;INDF;FEM;SG
prajurit	войник	prajurit	войник	N;SG	N;INDF;MASC;SG
prajurit	воин	prajurit	воин	N;SG	N;INDF;MASC;SG
prajurit	войн	prajurit	войн	N;SG	N;INDF;MASC;SG
prajurit	боец	prajurit	боец	N;SG	N;INDF;MASC;SG
campuran	смесване	campuran	смесване	N;SG	N;INDF;NEUT;SG
campuran	микс	campuran	микс	N;SG	N;INDF;MASC;SG
campuran	смес	campuran	смес	N;SG	N;INDF;FEM;SG
komunis	комунист	komunis	комунист	N;SG	N;INDF;MASC;SG
karang	корал	karang	корал	N;SG	N;INDF;MASC;SG
karang	рифа	karang	рифа	N;SG	N;DEF;MASC;SG
karang	риф	karang	риф	N;SG	N;INDF;MASC;SG
ide	идея	ide	идея	N;SG	N;INDF;FEM;SG
hakim	съдията	hakim	съдия	N;SG	N;DEF;MASC;SG
hakim	съдия	hakim	съдия	N;SG	N;INDF;MASC;SG
hakim	хаким	hakim	хаким	N;SG	N;INDF;MASC;SG
hakim	магистрат	hakim	магистрат	N;SG	N;INDF;MASC;SG
istrinya	жена	istri	жена	N;SG	N;INDF;FEM;SG
istrinya	съпруга	istri	съпруга	N;SG	N;INDF;FEM;SG
istrinya	съпругата	istri	съпруга	N;SG	N;DEF;FEM;SG
logam	metal	logam	metal	N;SG	N;INDF;MASC;SG
logam	метъл	logam	метъл	N;SG	N;INDF;MASC;SG
logam	метал	logam	метал	N;SG	N;INDF;MASC;SG
peringatan	тревога	peringatan	тревога	N;SG	N;INDF;FEM;SG
peringatan	предупреждение	peringatan	предупреждение	N;SG	N;INDF;NEUT;SG
pendapat	становище	pendapat	становище	N;SG	N;INDF;NEUT;SG
pendapat	мнение	pendapat	мнение	N;SG	N;INDF;NEUT;SG
pendapat	мнение	pendapat	мнение	N;SG	N;INDF;NEUT;SG
lukisan	рисуване	lukisan	рисуване	N;SG	N;INDF;NEUT;SG
lukisan	живопис	lukisan	живопис	N;SG	N;INDF;FEM;SG
lukisan	картина	lukisan	картина	N;SG	N;INDF;FEM;SG
lukisan	боядисване	lukisan	боядисване	N;SG	N;INDF;NEUT;SG
semuanya	всичко	semua	всеки	PRO	PRO;NOM;NEUT;SG
semuanya	всички	semua	всеки	PRO	PRO;NOM;PL
semuanya	всеки	semua	всеки	PRO	PRO;NOM;MASC;SG
kecelakaan	авария	kecelakaan	авария	N;SG	N;INDF;FEM;SG
kecelakaan	злополука	kecelakaan	злополукам	N;SG	N;INDF;FEM;SG
kecelakaan	инцидент	kecelakaan	инцидент	N;SG	N;INDF;MASC;SG
kecelakaan	произшествие	kecelakaan	произшествие	N;SG	N;INDF;NEUT;SG
kecelakaan	катастрофа	kecelakaan	катастрофа	N;SG	N;INDF;FEM;SG
kecelakaan	краш	kecelakaan	краш	N;SG	N;INDF;MASC;SG
kecelakaan	птп	kecelakaan	птп	N;SG	N;INDF;MASC;SG
perjuangan	борба	perjuangan	борба	N;SG	N;INDF;FEM;SG
keberadaan	съществуването	keberadaan	съществуване	N;SG	N;DEF;NEUT;SG
keberadaan	съществуване	keberadaan	съществуване	N;SG	N;INDF;NEUT;SG
klasik	класика	klasik	класика	N;SG	N;INDF;FEM;SG
klasik	класика	klasik	класика	N;SG	N;INDF;FEM;SG
klasik	класик	klasik	класик	N;SG	N;INDF;MASC;SG
klasik	класика	klasik	класика	N;SG	N;INDF;FEM;SG
lirik	текст	lirik	текст	N;SG;ACT	N;INDF;MASC;SG
saham	наличност	saham	наличност	N;SG	N;INDF;FEM;SG
dihasilkan	произведена	dihasilkan	произведа	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
dihasilkan	произведен	dihasilkan	произведа	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
dihasilkan	произведено	dihasilkan	произведа	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
adik	сестра	adik	сестра	N;SG	N;INDF;FEM;SG
pengalaman	опитът	pengalaman	опит	N;SG	N;DEF;MASC;SG
pengalaman	преживяване	pengalaman	преживяване	N;SG	N;INDF;NEUT;SG
pengalaman	опит	pengalaman	опит	N;SG	N;INDF;MASC;SG
pengalaman	изживяване	pengalaman	изживяване	N;SG	N;INDF;NEUT;SG
bapak	баща	bapak	баща	N;SG	N;INDF;MASC;SG
bapak	татко	bapak	татко	N;SG	N;INDF;MASC;SG
seringkali	често	seringkali	често	ADV	ADV
membaca	чета	menbaca	чета	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
membaca	прочети	menbaca	прочета	V;SG;ACT	V;PFV;IMP;SG;2;FIN
membaca	чете	menbaca	чета	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
membaca	чета	menbaca	чета	V;SG;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
senyawa	съединението	senyawa	съединение	N;SG	N;DEF;NEUT;SG
senyawa	съединение	senyawa	съединение	N;SG	N;INDF;NEUT;SG
tulang	боунс	tulang	боунс	N;SG	N;INDF;MASC;SG
tulang	кокал	tulang	кокал	N;SG	N;INDF;MASC;SG
tulang	кост	tulang	кост	N;SG	N;INDF;FEM;SG
pakaian	облекло	pakaian	облекло	N;SG	N;INDF;NEUT;SG
pakaian	тоалет	pakaian	тоалет	N;SG	N;INDF;MASC;SG
pakaian	облекло	pakaian	облекло	N;SG	N;INDF;NEUT;SG
pakaian	облекло	pakaian	облекло	N;SG	N;INDF;NEUT;SG
pakaian	облекло	pakaian	облекло	N;SG	N;INDF;NEUT;SG
blok	блок	blok	блок	N;SG	N;INDF;MASC;SG
blok	блока	blok	блок	N;SG	N;DEF;MASC;SG
blok	блокиране	blok	блокиране	N;SG	N;INDF;NEUT;SG
blok	блок	blok	блок	N;SG	N;INDF;MASC;SG
mengurangi	намалява	menkurangi	намалявам	V;SG;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
mengurangi	намали	menkurangi	намаля	V;SG;ACT	V;PFV;IMP;SG;2;FIN
meningkat	увеличи	mentingkat	увелича-(се)	V;SG;ACT	V;PFV;IMP;SG;2;FIN
perwira	офицер	perwira	офицер	N;SG	N;INDF;MASC;SG
perwira	полицай	perwira	полицай	N;SG	N;INDF;MASC;SG
hilang	изгубена	hilang	изгубя-(се)	ADJ;SG	ADJ;INDF;FEM;SG
hilang	изгубен	hilang	изгубен	ADJ;SG	ADJ;INDF;MASC;SG
hilang	липсващ	hilang	липсвам	ADJ;SG	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
hilang	липсваща	hilang	липсвам	ADJ;SG	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
makhluk	създание	makhluk	създание	N;SG	N;INDF;NEUT;SG
makhluk	същество	makhluk	същество	N;SG	N;INDF;NEUT;SG
sepuluh	десет	sepuluh	десет	NUM	NUM;INDF;PL
pustaka	библиотеки	pustaka	библиотеки	N	N;INDF;FEM;PL
pustaka	библиотеката	pustaka	библиотека	N	N;DEF;FEM;SG
pustaka	библиотека	pustaka	библиотека	N	N;INDF;FEM;SG
lapisan	пласт	lapisan	пласт	N;SG	N;INDF;MASC;SG
lapisan	слой	lapisan	слой	N;SG	N;INDF;MASC;SG
kapten	капитане	kapten	капитане	N	N;INDF;MASC;SG
diubah	променена	diubah	променя-(се)	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
diubah	променен	diubah	променя-(се)	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
diubah	променено	diubah	променя-(се)	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
diubah	променено	diubah	променя-(се)	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
diubah	променена	diubah	променя-(се)	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
diubah	променен	diubah	променя-(се)	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
diubah	променено	diubah	променя-(се)	V;SG;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
diubah	модифициран	diubah	модифицирам	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
diubah	променен	diubah	променя-(се)	V;SG;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
diubah	модифицирана	diubah	модифицирам	V;SG;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
binatang	звяр	binatang	звяр	N;SG	N;INDF;MASC;SG
binatang	животното	binatang	животно	N;SG	N;DEF;NEUT;SG
binatang	животно	binatang	животно	N;SG	N;INDF;NEUT;SG
street	улица	street	улица	N	N;INDF;FEM;SG
street	стрийт	street	стрийт	N	N;INDF;MASC;SG
street	улицата	street	улица	N	N;DEF;FEM;SG
riwayat	историята	riwayat	история	N	N;DEF;FEM;SG
riwayat	история	riwayat	история	N	N;INDF;FEM;SG
dokumen	документа	dokumen	документ	N;SG	N;DEF;MASC;SG
