hän	sy	hän	sy	PRO;NOM;SG;3	PRO;NOM;SG;3
todisteita	proeflees	todiste	proeflees	N;PRT;PL	N;PL
kentän	terrein	kenttä	terrein	N;GEN;SG	N;SG
kentän	veld	kenttä	veld	N;GEN;SG	N;SG
ohjeita	riglyne	ohje	riglyn	N;PRT;PL	N;PL
ohjeita	instruksies	ohje	instruksie	N;PRT;PL	N;PL
sanoittaja	liedjieskrywer	sanoittaja	liedjieskrywer	N;NOM;SG	N;SG
enemmistö	meerderheid	enemmistö	meerderheid	N;NOM;SG	N;SG
ota	neem	ottaa	neem	V;IMP;SG;2;FIN;ACT	V;PRS
ota	tree	ottaa	tree	V;IMP;SG;2;FIN;ACT	V;PRS
ota	vat	ottaa	vat	V;IMP;SG;2;FIN;ACT	V;PRS
keskimääräinen	gemiddelde	keski#määräinen	gemiddel	ADJ;NOM;SG	ADJ;NOM
tuottavat	vervaardig	tuottaa	vervaardig	V;IND;PL;3;PRS;FIN;ACT	V;PRS
läsnä	tans	läsnä	tans	ADV	ADV
tietokoneen	rekenaar	tieto#kone	rekenaar	N;GEN;SG	N;SG
berliini	berlyn	berliini	berlyn	N;NOM;SG	N;SG
tutkimusten	opnames	tutkimus	opname	N;GEN;PL	N;PL
näkemys	visie	näkemys	visie	N;NOM;SG	N;SG
satu	fairytale	satu	fairytaal	N;NOM;SG	N;SG
virta	stroom	virta	stroom	N;NOM;SG	N;SG
bulgarian	bulgaars	bulgaria	bulgaars	N;GEN;SG	N;SG
voimat	bevoegdhede	voima	bevoegdheid	N;NOM;PL	N;PL
voimat	magte	voima	mag	N;NOM;PL	N;PL
upseeri	beampte	upseeri	beampte	N;NOM;SG	N;SG
uskonnollinen	godsdienstige	uskonnollinen	godsdienstig	ADJ;NOM;SG	ADJ;NOM
uskonnollinen	religieuse	uskonnollinen	religieus	ADJ;NOM;SG	ADJ;NOM
uskonnollinen	gelowige	uskonnollinen	gelowig	ADJ;NOM;SG	ADJ;NOM
katu	straat	katu	straat	N;NOM;SG	N;SG
muotoja	vorms	muoto	vorm	N;PRT;PL	N;PL
aallon	golf	aalto	golf	N;GEN;SG	N;SG
museossa	museum	museo	museum	N;IN+ESS;SG	N;SG
jalat	voete	jalka	voet	N;NOM;PL	N;PL
mitali	medalje	mitali	medalje	N;NOM;SG	N;SG
luonto	aard	luonto	aard	N;NOM;SG	N;SG
luonto	prent	luonto	prent	N;NOM;SG	N;SG
luonto	natuur	luonto	natuur	N;NOM;SG	N;SG
paransi	ingestel	parantaa	instel	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
luokitellaan	klassifiseer	luokitella	klassifiseer	V;IND;PRS;FIN;PASS	V;PRS
aluksia	skepe	alus	skeep	N;PRT;PL	N;PL
aluksia	vaartuie	alus	vaartuig	N;PRT;PL	N;PL
valokuvaaja	fotograaf	valokuvaaja	fotograaf	N;NOM;SG	N;SG
oireita	simptome	oire	simptome	N;PRT;PL	N;PL
lempinimi	bynaam	lempi#nimi	bynaam	N;NOM;SG	N;SG
keskiarvo	gemiddeld	keski#arvo	gemiddeld	N;NOM;SG	N;SG
tausta	agtergrond	tausta	agtergrond	N;NOM;SG	N;SG
kuljettajien	drywers	kuljettaja	drywer	N;GEN;PL	N;PL
kuljettajien	bestuurders	kuljettaja	bestuurder	N;GEN;PL	N;PL
esiintyminen	voorkoms	esiintyminen	voorkoms	N;NOM;SG	N;SG
hoito	behandeling	hoito	behandeling	N;NOM;SG	N;SG
tähdet	sterre	tähti	sterr	N;NOM;PL	N;PL
eläimet	diere	eläin	dier	N;NOM;PL	N;PL
teloitettiin	uitgevoer	teloittaa	uitvoer	V;IND;PST;FIN;PASS	V;PST;V.PTCP
maalasi	ingekleur	maalata	inkleur	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
maalasi	geverf	maalata	verf	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
hävinnyt	verlore	hävitä	verlore	V;NOM;SG;V.PTCP;ACT	V;PRS
hävinnyt	verloor	hävitä	verloor	V;NOM;SG;V.PTCP;ACT	V;PRS
ominaisuus	eienskap	ominaisuus	eienskap	N;NOM;SG	N;SG
ominaisuus	eiendom	ominaisuus	eiendom	N;NOM;SG	N;SG
kuninkaallinen	koninklike	kuninkaallinen	koninklik	ADJ;NOM;SG	ADJ;NOM
yksittäinen	individuele	yksittäinen	individueel	ADJ;NOM;SG	ADJ;NOM
nopeammin	vinniger	nopeasti	vinnig	ADV;CMPR	ADV;CMPR
elänyt	geleef	elää	leef	V;NOM;SG;V.PTCP;ACT	V;PST;V.PTCP
henki	gees	henki	gees	N;NOM;SG	N;SG
belgialainen	belgiese	belgialainen	belgies	ADJ;NOM;SG	ADJ;NOM
yleisöä	gehoor	yleisö	gehoor	N;PRT;SG	N;SG
yleisöä	skare	yleisö	skaar	N;PRT;SG	N;SG
nobel	nobel	nobel	nobel	N;NOM;SG	N;SG
ateenassa	athene	ateeta	athene	N;IN+ESS;SG	N;SG
perustaminen	skepping	perustaminen	skepping	N;NOM;SG	N;SG
perustaminen	vestiging	perustaminen	vestiging	N;NOM;SG	N;SG
sosialistinen	sosialistiese	sosialistinen	sosialisties	ADJ;NOM;SG	ADJ;NOM
sinfonia	simfonie	sinfonia	simfonie	N;NOM;SG	N;SG
paikkoja	plekke	paikka	plek	N;PRT;PL	N;PL
hautausmaalle	begraafplaas	hautaus#maka	begraafplaas	N;AT+ALL;SG	N;SG
ketään	enigiemand	kukaan	enigiemand	PRO;PRT;SG	PRO
uhkaa	dreig	uhata	dreig	V;IND;SG;3;PRS;FIN;ACT	V;PRS
käyttäjää	gebruiker	käyttäjä	gebruiker	N;PRT;SG	N;SG
hankkia	verkry	hankkia	verkry	V;SG;NFIN;ACT	V;PRS
kasveja	plante	kasvi	plant	N;PRT;PL	N;PL
loppua	einde	loppu	einde	N;PRT;SG	N;SG
vieläkin	steeds	vieläkin	steeds	ADV	ADV
vieläkin	nogsteeds	vieläkin	nogsteeds	ADV	ADV
selitys	verduideliking	selitys	verduideliking	N;NOM;SG	N;SG
merkit	karakters	merkki	karakter	N;NOM;PL	N;PL
merkit	wapens	merkki	wapens	N;NOM;PL	N;PL
merkit	kentekens	merkki	kentekens	N;NOM;PL	N;PL
merkit	tekens	merkki	tekens	N;NOM;PL	N;PL
kitaraa	kitaar	kitara	kitaar	N;PRT;SG	N;SG
ohjaa	steer	ohjata	steer	V;IND;SG;2;PRS;FIN;ACT	V;PRS
islannin	yslands	islanti	yslands	N;GEN;SG	N;SG
siiven	wing	siivi	wing	N;GEN;SG	N;SG
demo	demonstrasie	demo	demonstrasie	N;NOM;SG	N;SG
kirkot	kerke	kirkko	kerk	N;NOM;PL	N;PL
välttää	vermy	välttää	vermy	V;SG;NFIN;ACT	V;PRS
välttää	ontwyk	välttää	ontwyk	V;SG;NFIN;ACT	V;PRS
arvioida	evalueer	arvioida	evalueer	V;SG;NFIN;ACT	V;PRS
kerätä	versamel	kerätä	versamel	V;SG;NFIN;ACT	V;PRS
kerätä	vergader	kerätä	vergader	V;SG;NFIN;ACT	V;PRS
kääntää	vertaal	kääntää	vertaal	V;IND;SG;PRS;FIN;ACT	V;PRS
kääntää	agteruit	kääntää	agteruit	V;IND;SG;PRS;FIN;ACT	V;PRS
sarjakuva	strokiesverhaal	sarja#kuva	strokiesverhaal	N;NOM;SG	N;SG
sarjakuva	tekenprent	sarja#kuva	tekenprent	N;NOM;SG	N;SG
upposi	gesink	upota	gesink	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
sääntöjä	reëls	sääntö	reël	N;PRT;PL	N;PL
pääkonttori	hoofkwartier	pää#konttori	hoofkwartier	N;NOM;SG	N;SG
laajentaa	verbreed	laajentaa	verbreed	V;SG;NFIN;ACT	V;PRS
laajentaa	verleng	laajentaa	verleng	V;SG;NFIN;ACT	V;PRS
laajentaa	uitbrei	laajentaa	uitbrei	V;SG;NFIN;ACT	V;PRS
laajentaa	uitbrei	laajentaa	uitbrei	V;SG;NFIN;ACT	V;PRS
amerikka	amerika	amerikka	amerika	N;NOM;SG	N;SG
rajat	grense	raja	grens	N;NOM;PL	N;PL
rajat	limiete	raja	limiet	N;NOM;PL	N;PL
rajat	beperkings	raja	beperking	N;NOM;PL	N;PL
kyky	talent	kyky	talent	N;NOM;SG	N;SG
kyky	vermoë	kyky	vermoë	N;NOM;SG	N;SG
konkurssiin	bankrot	konkurssi	bankrot	N;IN+ALL;SG	N;SG
loukkaantunut	aanstoot	loukkaantua	aanstoot	V;NOM;SG;V.PTCP;ACT	V;PRS
kaupallinen	kommersiële	kaupallinen	kommersieel	ADJ;NOM;SG	ADJ;NOM
tuloksia	resultate	tulos	resultate	N;PRT;PL	N;PL
tuloksia	uitslae	tulos	uitslag	N;PRT;PL	N;PL
taivaan	hemel	taivas	hemel	N;GEN;SG	N;SG
liittynyt	aangesluit	liittyä	aansluit	V;NOM;SG;V.PTCP;ACT	V;PST;V.PTCP
linnoitus	fort	linnoitus	fort	N;NOM;SG	N;SG
yhteiskunta	samelewing	yhteis#kunta	samelewing	N;NOM;SG	N;SG
yhteiskunta	gemeenskap	yhteis#kunta	gemeenskap	N;NOM;SG	N;SG
yhteiskunta	geselskap	yhteis#kunta	geselskap	N;NOM;SG	N;SG
malleja	modelle	malli	modelle	N;PRT;PL	N;PL
malleja	voorbeelde	malli	voorbeeld	N;PRT;PL	N;PL
krimin	krim	krimi	krim	N;GEN;SG	N;SG
ystävät	vriende	ystävä	vriend	N;NOM;PL	N;PL
arvio	skatting	arvio	skatting	N;NOM;SG	N;SG
arvio	skatting	arvio	skatting	N;NOM;SG	N;SG
arvio	beraming	arvio	beraming	N;NOM;SG	N;SG
arvio	beraamde	arvio	beraam	N;NOM;SG	N;SG
arvio	beoordeling	arvio	beoordeling	N;NOM;SG	N;SG
dokumentti	dokument	dokumentti	dokument	N;NOM;SG	N;SG
ikinä	ooit	ikinä	ooit	ADV	ADV
tavoite	oogmerk	tavoite	oogmerk	N;NOM;SG	N;SG
tavoite	doelwit	tavoite	doelwit	N;NOM;SG	N;SG
tavoite	doelwit	tavoite	doelwit	N;NOM;SG	N;SG
arvot	waardes	arvo	waarde	N;NOM;PL	N;PL
kasvattaa	lig	kasvattaa	lig	V;IND;SG;3;PRS;FIN;ACT	V;PRS
kasvattaa	oplig	kasvattaa	oplig	V;IND;SG;3;PRS;FIN;ACT	V;PRS
tauti	siekte	tauti	siekte	N;NOM;SG	N;SG
hauta	graf	hauta	graf	N;NOM;SG	N;SG
taidetta	kunswerk	taide	kunswerk	N;PRT;SG	N;SG
sairaala	hospitaal	sairaala	hospitaal	N;NOM;SG	N;SG
myydä	verkoop	myydä	verkoop	V;SG;NFIN;ACT	V;PRS
myydä	verkoop	myydä	verkoop	V;SG;NFIN;ACT	V;PRS
tuloksen	uitslag	tulos	uitslag	N;GEN;SG	N;SG
tuloksen	resultaat	tulos	resultaat	N;GEN;SG	N;SG
vastaus	antwoord	vastaus	antwoord	N;NOM;SG	N;SG
vastaus	antwoord	vastaus	antwoord	N;NOM;SG	N;SG
viranomaisten	owerhede	viran#omainen	owerheid	N;GEN;PL	N;PL
tytöt	meisies	tyttö	meisie	N;NOM;PL	N;PL
nimike	lêername	nimike	lêername	N;NOM;SG	N;SG
korvata	oorskryf	korvata	oorskryf	V;SG;NFIN;ACT	V;PRS
korvata	oordra	korvata	oordra	V;SG;NFIN;ACT	V;PRS
demokraattinen	demokratiese	demokraattinen	demokraties	ADJ;NOM;SG	ADJ;NOM
reaktio	reaksie	reaktio	reaksie	N;NOM;SG	N;SG
paria	pare	pari	paar	N;PRT;SG	N;SG
sukupolvi	generasie	suku#polvi	generasie	N;NOM;SG	N;SG
tiede	wetenskap	tiede	wetenskap	N;NOM;SG	N;SG
luonne	persoonlikheid	luonne	persoonlikheid	N;NOM;SG	N;SG
luonne	aard	luonne	aard	N;NOM;SG	N;SG
luonne	prent	luonne	prent	N;NOM;SG	N;SG
luonne	natuur	luonne	natuur	N;NOM;SG	N;SG
vuoristo	berg	vuoristo	berg	N;NOM;SG	N;SG
kilpailuja	kompetisies	kilpailu	kompetisie	N;PRT;PL	N;PL
tutkijoiden	navorsers	tutkija	navorser	N;GEN;PL	N;PL
kehittyy	ontwikkel	kehittyä	ontwikkel	V;IND;SG;3;PRS;FIN;ACT	V;PRS
juontaja	aanbieder	juontaja	aanbieder	N;NOM;SG	N;SG
juontaja	gasheer	juontaja	gasheer	N;NOM;SG	N;SG
juontaja	bediener	juontaja	bediener	N;NOM;SG	N;SG
sarjat	stelle	sarja	stelle	N;NOM;PL	N;PL
oikeuksien	regte	oikeus	reg	N;GEN;PL	N;PL
vaikutuksia	effekte	vaikutus	effekte	N;PRT;PL	N;PL
kertomuksia	berigte	kertomus	berigte	N;PRT;PL	N;PL
kertomuksia	stories	kertomus	stories	N;PRT;PL	N;PL
sivujen	bladsye	sivu	bladsy	N;GEN;PL	N;PL
sivujen	blaaie	sivu	blaaie	N;GEN;PL	N;PL
juna	trein	juna	trein	N;NOM;SG	N;SG
hyväksynyt	goedgekeur	hyväksyä	goedkeur	V;NOM;SG;V.PTCP;ACT	V;PST;V.PTCP
huippu	toppunt	huippu	toppunt	N;NOM;SG	N;SG
kansainväliset	internasionale	kansain#välinen	internasionaal	ADJ;NOM;PL	ADJ;NOM
urheilun	sport	urheilu	sport	N;GEN;SG	N;SG
urheilun	sportsoort	urheilu	sportsoort	N;GEN;SG	N;SG
sairaus	siekte	sairaus	siekte	N;NOM;SG	N;SG
sairaus	siekte	sairaus	siekte	N;NOM;SG	N;SG
asuinpaikka	woonplek	asuin#paikka	woonplek	N;NOM;SG	N;SG
etäisyys	afstand	etäisyys	afstand	N;NOM;SG	N;SG
etäisyys	omvang	etäisyys	omvang	N;NOM;SG	N;SG
tarjota	bied	tarjota	bied	V;SG;NFIN;ACT	V;PRS
valokuvia	prente	valo#kuva	prent	N;PRT;PL	N;PL
valokuvia	prentjies	valo#kuva	prentjies	N;PRT;PL	N;PL
suojaa	toemaak	suoja	toemaak	V;IMP;SG;2;FIN;ACT	V;PRS
tuote	produk	tuote	produk	N;NOM;SG	N;SG
kieltää	belet	kieltää	belet	V;IND;SG;PRS;FIN;ACT	V;PRS
kieltää	verbied	kieltää	verbied	V;IND;SG;PRS;FIN;ACT	V;PRS
tulevaisuuden	toekoms	tulevaisuus	toekoms	N;GEN;SG	N;SG
kuolemaa	dood	kuolema	dood	N;PRT;SG	N;SG
rivi	lyn	rivi	lyn	N;NOM;SG	N;SG
hautausmaa	begraafplaas	hautaus#maa	begraafplaas	N;NOM;SG	N;SG
pelattu	gespeel	pelata	speel	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
chilen	chileense	chile	chileens	N;GEN;SG	N;SG
eläin	dier	eläin	dier	N;NOM;SG	N;SG
kokoelman	versameling	kokoelma	versameling	N;GEN;SG	N;SG
ylläpitäjät	administrateurs	yllä#pitäjä	administrateur	N;NOM;PL	N;PL
sukellusvene	duikboot	sukellus#vene	duikboot	N;NOM;SG	N;SG
yhteenveto	opsomming	yhteen#veto	opsomming	N;NOM;SG	N;SG
sankari	held	sankari	held	N;NOM;SG	N;SG
maine	reputasie	maine	reputasie	N;NOM;SG	N;SG
maine	bekendheid	maine	bekendheid	N;NOM;SG	N;SG
ajatuksia	gedagtes	ajatus	dagte	N;PRT;PL	N;PL
kääntäjä	vertaler	kääntäjä	vertaler	N;NOM;SG	N;SG
ruotsiksi	sweedse	ruotsi	sweeds	N;TRANS;SG	N;SG
saavutukset	prestasies	saavutus	prestasie	N;NOM;PL	N;PL
mahdollisuuksia	moontlikhede	mahdollisuus	moontlikheid	N;PRT;PL	N;PL
kirjeen	brief	kirje	brief	N;GEN;SG	N;SG
kirjeen	letter	kirje	letter	N;GEN;SG	N;SG
lahjoitti	geskenk	lahjoittaa	geskenk	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
lentokone	vliegtuig	lento#kone	vliegtuig	N;NOM;SG	N;SG
lentokone	vliegtuig	lento#kone	vliegtuig	N;NOM;SG	N;SG
lentokone	vliegtuig	lento#kone	vliegtuig	N;NOM;SG	N;SG
suhteita	verhoudings	suhde	verhouding	N;PRT;PL	N;PL
seelannin	seelandse	seelanti	seelands	N;GEN;SG	N;SG
kulttuuria	kultuur	kulttuuri	kultuur	N;PRT;SG	N;SG
fiat	fiat	fiat	fiat	N;NOM;SG	N;SG
tekijän	skrywer	tekijä	skrywer	N;GEN;SG	N;SG
tekijän	outeur	tekijä	outeur	N;GEN;SG	N;SG
vallankumous	rewolusie	vallan#kumous	rewolusie	N;NOM;SG	N;SG
vallankumous	revolusie	vallan#kumous	revolusie	N;NOM;SG	N;SG
kansallisuus	nasionaliteit	kansallisuus	nasionaliteit	N;NOM;SG	N;SG
tornin	toring	torni	toring	N;GEN;SG	N;SG
sivuja	bladsye	siva	bladsy	N;PRT;PL	N;PL
sivuja	blaaie	siva	blaaie	N;PRT;PL	N;PL
kirjoituksia	writings	kirjoitus	writing	N;PRT;PL	N;PL
pohja	basis	pohja	basis	N;NOM;SG	N;SG
pohja	bodem	pohja	bodem	N;NOM;SG	N;SG
metsän	woud	metsä	woud	N;GEN;SG	N;SG
summa	bedrag	summa	bedrag	N;NOM;SG	N;SG
summa	sum	summa	sum	N;NOM;SG	N;SG
ajanut	gedryf	ajaa	dryf	V;NOM;SG;V.PTCP;ACT	V;PST;V.PTCP
öljy	olie	öljy	olie	N;NOM;SG	N;SG
saksalaisia	duitsers	saksalainen	duitser	N;PRT;PL	N;PL
kasvava	vermeerder	kasvaa	vermeerder	V;NOM;SG;V.PTCP;ACT	V;PRS
kappeli	kapel	kappeli	kapel	N;NOM;SG	N;SG
katsottu	gekyk	katsoa	gekyk	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
katsottu	bekyk	katsoa	bekyk	V;NOM;SG;V.PTCP;PASS	V;PRS
katsottu	gekyk	katsoa	gekyk	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
oppia	leer	oppia	leer	V;SG;NFIN;ACT	V;PRS
oppia	leer	oppia	leer	V;SG;NFIN;ACT	V;PRS
toiminnot	bewerkings	toiminto	bewerking	N;NOM;PL	N;PL
toiminnot	aktiwiteite	toiminto	aktiwiteit	N;NOM;PL	N;PL
toiminnot	aksies	toiminto	aksie	N;NOM;PL	N;PL
toiminnot	handelinge	toiminto	handeling	N;NOM;PL	N;PL
käsi	hand	käsi	hand	N;NOM;SG	N;SG
vangittiin	opgesluit	vangita	opsluit	V;IND;PST;FIN;PASS	V;PST;V.PTCP
määritelmä	animasie	määritelmä	animasie	N;NOM;SG	N;SG
pakotti	geforseer	pakottaa	forseer	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
yksityinen	privaat	yksityinen	privaat	ADJ;NOM;SG	ADJ;NOM
puutarha	tuin	puu#tarha	tuin	N;NOM;SG	N;SG
vaikutukset	effekte	vaikutus	effekte	N;NOM;PL	N;PL
liikkuu	beweeg	liikkua	beweeg	V;IND;SG;3;PRS;FIN;ACT	V;PRS
tuottajat	producers	tuottaja	producer	N;NOM;PL	N;PL
tuottajat	vervaardigers	tuottaja	vervaardiger	N;NOM;PL	N;PL
väli	intermediate	väli	intermediat	N;NOM;SG	N;SG
väli	interval	väli	interval	N;NOM;SG	N;SG
tutkimukset	navrae	tutkimus	navraag	N;NOM;PL	N;PL
sisäinen	innerlike	sisäinen	innerlik	ADJ;NOM;SG	ADJ;NOM
kattava	omvattende	kattaa	omvat	ADJ;NOM;SG	ADJ;NOM
uskoo	glo	uskoa	glo	V;IND;SG;3;PRS;FIN;ACT	V;PRS
uskoo	meen	uskoa	meen	V;IND;SG;3;PRS;FIN;ACT	V;PRS
korostaa	hoogtepunt	korostaa	hoogtepunt	V;IND;SG;3;PRS;FIN;ACT	V;PRS
korostaa	verlig	korostaa	verlig	V;IND;SG;3;PRS;FIN;ACT	V;PRS
agentti	agent	agentti	agent	N;NOM;SG	N;SG
metsää	woud	metsä	woud	N;PRT;SG	N;SG
oppilas	student	oppilas	student	N;NOM;SG	N;SG
tehokkaasti	doeltreffend	tehokkaasti	doeltreffend	ADV	ADV
jokien	riviere	joki	rivier	N;GEN;PL	N;PL
asunto	behuising	asunto	behuising	N;NOM;SG	N;SG
asunto	woonstel	asunto	woonstel	N;NOM;SG	N;SG
mitalin	medalje	mitali	medalje	N;GEN;SG	N;SG
kuoro	koor	kuoro	koor	N;NOM;SG	N;SG
tänään	vandag	tänään	vandag	ADV	ADV
taiteilijan	kunstenaar	taiteilija	kunstenaar	N;GEN;SG	N;SG
huomautukset	opmerkings	huomautus	opmerking	N;NOM;PL	N;PL
kemiallinen	chemiese	kemiallinen	chemies	ADJ;NOM;SG	ADJ;NOM
erityinen	spesifieke	erityinen	spesifiek	ADJ;NOM;SG	ADJ;NOM
eteläinen	suidelike	eteläinen	suidelik	ADJ;NOM;SG	ADJ;NOM
maatalouden	boerdery	maa#talous	boerdery	N;GEN;SG	N;SG
moottorit	enjins	moottori	enjins	N;NOM;PL	N;PL
levyt	rekords	levy	rekord	N;NOM;PL	N;PL
kauppias	handelaar	kauppias	handelaar	N;NOM;SG	N;SG
viitteet	verwysings	viite	verwysing	N;NOM;PL	N;PL
kaksinkertainen	dubbele	kaksinkertainen	dubbel	ADJ;NOM;SG	ADJ;NOM
mantereen	kontinent	manner	kontinent	N;GEN;SG	N;SG
alkoholin	alkohol	alkoholi	alkohol	N;GEN;SG	N;SG
perustamista	vestiging	perustaminen	vestiging	N;PRT;SG	N;SG
johtavat	leidende	johtava	leid	ADJ;NOM;PL	ADJ;NOM
soundtrack	klankbaan	soundtrack	klankbaan	N;NOM;SG	N;SG
vaiheet	fases	vaihe	fase	N;NOM;PL	N;PL
vaiheet	stappe	vaihe	stap	N;NOM;PL	N;PL
oliko	was	olla	is	V;IND;SG;3;PST;FIN;ACT	V;PST;FIN
vaimon	vrou	vaimo	vrou	N;GEN;SG	N;SG
eroja	verskille	ero	verskil	N;PRT;PL	N;PL
hedelmä	vrug	hedelmä	vrug	N;NOM;SG	N;SG
hedelmä	vrugte	hedelmä	vrug	N;NOM;SG	N;SG
business	besigheid	business	besigheid	N;NOM;SG	N;SG
katedraali	katedraal	katedraali	katedraal	N;NOM;SG	N;SG
ajaja	aandrywer	ajaja	aandrywer	N;NOM;SG	N;SG
ohjelmat	sagteware	ohjelma	sagtewaar	N;NOM;PL	N;PL
ohjelmat	programme	ohjelma	program	N;NOM;PL	N;PL
viettää	spandeer	viettää	spandeer	V;IND;SG;FIN;ACT	V;PRS
lentokoneen	vliegtuig	lento#kone	vliegtuig	N;GEN;SG	N;SG
esto	blokkering	esto	blokkering	N;NOM;SG	N;SG
lintuja	voëls	lintu	voël	N;PRT;PL	N;PL
kehittyä	ontwikkel	kehittyä	ontwikkel	V;SG;NFIN;ACT	V;PRS
vakiintunut	saamgevat	vakiintua	saamvat	V;NOM;SG;V.PTCP;ACT	V;PST;V.PTCP
kasvot	gesigte	kasvot	gesig	N;NOM;PL	N;PL
vaaditaan	benodig	vaatia	benodig	V;IND;PRS;FIN;PASS	V;PRS
vaaditaan	vereis	vaatia	vereis	V;IND;PRS;FIN;PASS	V;PRS
jatkoa	voortsetting	jatko	voortsetting	N;PRT;SG	N;SG
indonesian	indonesië	indonesia	indonesië	N;GEN;SG	N;SG
yhtenäinen	verenigde	yhtenäinen	verenig	ADJ;NOM;SG	ADJ;NOM
kirje	brief	kirje	brief	N;NOM;SG	N;SG
kirje	letter	kirje	letter	N;NOM;SG	N;SG
menettänyt	verlore	menettää	verlore	V;NOM;SG;V.PTCP;ACT	V;PRS
menettänyt	verloor	menettää	verloor	V;NOM;SG;V.PTCP;ACT	V;PRS
tumma	donker	tumma	donker	ADJ;NOM;SG	ADJ;NOM
tuotteiden	produkte	tuote	produk	N;GEN;PL	N;PL
rajoittaa	vashou	rajoittaa	vashou	V;IND;SG;3;PRS;FIN;ACT	V;PRS
rakkautta	liefde	rakkaus	liefde	N;PRT;SG	N;SG
jatkuva	aaneenlopende	jatkuva	aaneenloop	ADJ;NOM;SG	ADJ;NOM
jatkuva	voortgesette	jatkuva	voortsit	ADJ;NOM;SG	ADJ;NOM
jatkuva	voortdurende	jatkuva	voortdurend	ADJ;NOM;SG	ADJ;NOM
jatkuva	hardnekkige	jatkuva	hardnekkig	ADJ;NOM;SG	ADJ;NOM
suurlähetystö	ambassade	suur#lähetystö	ambassade	N;NOM;SG	N;SG
syntymäpäivä	vakansie	syntymä#päivä	vakansie	N;NOM;SG	N;SG
suljettu	gesluit	sulkea	sluit	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
suljettu	toegemaak	sulkea	toemaak	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
totuus	waarheid	totuus	waarheid	N;NOM;SG	N;SG
kuukausi	maand	kuu#kausi	maand	N;NOM;SG	N;SG
yhteistyön	samewerking	yhteis#työ	samewerking	N;GEN;SG	N;SG
yhteistyön	samewerking	yhteis#työ	samewerking	N;GEN;SG	N;SG
kilpailee	meeding	kilpailla	meeding	V;IND;SG;3;PRS;FIN;ACT	V;PRS
funktio	kommentaar	funktio	kommentaar	N;NOM;SG	N;SG
kulma	hoek	kylmä	hoek	N;NOM;SG	N;SG
taru	legende	taru	leg	N;NOM;SG	N;SG
maali	doelwit	maali	doelwit	N;NOM;SG	N;SG
numerot	getalle	numero	getal	N;NOM;PL	N;PL
numerot	nommers	numero	nommer	N;NOM;PL	N;PL
tarkoita	gemeen	tarkoittaa	gemeen	V;IMP;SG;2;FIN;ACT	V;PST;V.PTCP
tarkoita	bedoel	tarkoittaa	bedoel	V;IMP;SG;2;FIN;ACT	V;PRS
tarkoita	beteken	tarkoittaa	beteken	V;IMP;SG;2;FIN;ACT	V;PRS
vahvistaa	bevestig	vahvistaa	bevestig	V;IND;SG;PRS;FIN;ACT	V;PRS
vahvistaa	versterk	vahvistaa	versterk	V;IND;SG;PRS;FIN;ACT	V;PRS
munaa	eier	muna	eier	N;PRT;SG	N;SG
varattu	beset	varata	beset	V;NOM;SG;V.PTCP;PASS	V;PRS
varattu	gereserveer	varata	reserveer	V;NOM;SG;V.PTCP;PASS	V;PST;V.PTCP
bio	bio	bio	bio	N;NOM;SG	N;SG
bio	biografie	bio	biografie	N;NOM;SG	N;SG
käden	hand	käsi	hand	N;GEN;SG	N;SG
onnettomuus	ongeluk	onnettomuus	ongeluk	N;NOM;SG	N;SG
onnettomuus	ramp	onnettomuus	ramp	N;NOM;SG	N;SG
luokitella	klassifiseer	luokitella	klassifiseer	V;SG;NFIN;ACT	V;PRS
tarkistaa	verifieer	tarkistaa	verifieer	V;IND;SG;FIN;ACT	V;PRS
tarkistaa	hersien	tarkistaa	hersien	V;IND;SG;FIN;ACT	V;PRS
tarkistaa	kontroleer	tarkistaa	kontroleer	V;IND;SG;FIN;ACT	V;PRS
laulut	liedere	laulu	lied	N;NOM;PL	N;PL
laulut	liedjies	laulu	liedjies	N;NOM;PL	N;PL
hjalmar	hjalmar	hjalmar	hjalmar	N;NOM;SG	N;SG
rauma	rauma	rauma	rauma	N;NOM;SG	N;SG
puuttuvat	ontbreek	puuttua	ontbreek	V;PL;3;FIN;ACT	V;PRS
puuttuvat	vermis	puuttua	vermis	V;PL;3;FIN;ACT	V;PRS
yksilöt	individue	yksilö	individu	N;NOM;PL	N;PL
läntinen	westelike	läntinen	westelik	ADJ;NOM;SG	ADJ;NOM
pelasti	gestoor	pelastaa	stoor	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
pelasti	geberg	pelastaa	geberg	V;IND;SG;3;PST;FIN;ACT	V;PST;V.PTCP
symboli	simbool	symboli	simbool	N;NOM;SG	N;SG
