les	the	le	the	DET;DEF;PL	DET;DEF
publiée	posted	publier	post	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
publiée	published	publier	publish	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
soir	evening	soir	evening	N;MASC;SG	N;SG
soir	night	soir	night	N;MASC;SG	N;SG
coureur	runner	coureur	runner	N;MASC;SG	N;SG
coureur	racer	coureur	racer	N;MASC;SG	N;SG
basé	based	baser	base	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
différence	diff	différence	diff	N;FEM;SG	N;SG
différence	difference	différence	difference	N;FEM;SG	N;SG
bateau	boat	bateau	boat	N;MASC;SG	N;SG
musicale	musical	musical	musical	ADJ;FEM;SG	ADJ
enregistré	recorded	enregistrer	record	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
enregistré	registered	enregistrer	register	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
enregistré	saved	enregistrer	save	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
connexe	related	connexe	related	ADJ;MASC;SG	ADJ
changement	change	changement	change	N;MASC;SG	N;SG
députés	deputies	député	deputy	N;MASC;PL	N;PL
députés	meps	député	mep	N;MASC;PL	N;PL
députés	mps	député	mps	N;MASC;PL	N;PL
députés	parliamentarians	député	parliamentarian	N;MASC;PL	N;PL
commencé	started	commencer	start	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN
commencé	began	commencer	begin	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN
commencé	begun	commencer	begin	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
électrique	electrical	électrique	electrical	ADJ;MASC;SG	ADJ
électrique	electric	électrique	electric	ADJ;MASC;SG	ADJ
telles	such	tel	such	ADJ;FEM;PL	ADJ
opérations	operations	opération	operation	N;FEM;PL	N;PL
opérations	transactions	opération	transaction	N;FEM;PL	N;PL
vite	quickly	vite	quickly	ADV	ADV
diocèse	diocese	diocèse	diocese	N;MASC;SG	N;SG
identité	identity	identité	identity	N;FEM;SG	N;SG
culturel	cultural	culturel	cultural	ADJ;MASC;SG	ADJ
variation	variance	variation	variance	N;FEM;SG	N;SG
variation	variation	variation	variation	N;FEM;SG	N;SG
romans	romans	roman	roman	N;MASC;PL	N;PL
romans	novels	roman	novel	N;MASC;PL	N;PL
rejoindre	join	rejoindre	join	V;NFIN	V;IMP;FIN
rejoindre	joining	rejoindre	join	V;NFIN	V;V.MSDR
hommage	homage	hommage	homage	N;MASC;SG	N;SG
hommage	tribute	hommage	tribute	N;MASC;SG	N;SG
collecte	collecting	collecte	collect	N;FEM;SG	N;SG
collecte	fundraiser	collecte	fundraiser	N;FEM;SG	N;SG
collecte	collection	collecte	collection	N;FEM;SG	N;SG
faveur	favor	faveur	favor	N;FEM;SG	N;SG
faveur	favour	faveur	favour	N;FEM;SG	N;SG
transports	transports	transport	transport	N;MASC;PL	N;PL
juge	judge	juge	judge	N;MASC;SG	N;SG
concept	concept	concept	concept	N;MASC;SG	N;SG
universitaire	academic	universitaire	academic	ADJ;MASC;SG	ADJ
titulaire	holder	titulaire	holder	N;MASC;SG	N;SG
diffusée	disseminated	diffuser	disseminate	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
diffusée	broadcasted	diffuser	broadcast	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
contexte	background	contexte	background	N;MASC;SG	N;SG
contexte	context	contexte	context	N;MASC;SG	N;SG
fortement	strongly	fortement	strongly	ADV	ADV
fortement	heavily	fortement	heavily	ADV	ADV
vis	screw	vis	screw	N;MASC;SG	N;SG
concert	concert	concert	concert	N;MASC;SG	N;SG
lois	laws	loi	law	N;FEM;PL	N;PL
douze	twelve	douze	twelve	NUM	NUM
correspond	corresponds	correspondre	correspond	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
hautes	high	haut	high	ADJ;FEM;PL	ADJ
massif	massif	massif	massif	N;MASC;SG	N;SG
vente	sale	vente	sale	N;FEM;SG	N;SG
culte	cult	culte	cult	N;MASC;SG	N;SG
culte	worship	culte	worship	N;MASC;SG	N;SG
répartition	breakdown	répartition	breakdown	N;FEM;SG	N;SG
répartition	distribution	répartition	distribution	N;FEM;SG	N;SG
matériel	material	matériel	material	N;MASC;SG	N;SG
matériel	hardware	matériel	hardware	N;MASC;SG	N;SG
matériel	equipment	matériel	equipment	N;MASC;SG	N;SG
avocat	attorney	avocat	attorney	N;MASC;SG	N;SG
avocat	avocado	avocat	avocado	N;MASC;SG	N;SG
avocat	lawyer	avocat	lawyer	N;MASC;SG	N;SG
bras	bras	bras	bras	N;MASC;SG	N;SG
bras	arm	bras	arm	N;MASC;SG	N;SG
proposition	proposal	proposition	proposal	N;FEM;SG	N;SG
épreuves	tests	épreuve	test	N;FEM;PL	N;PL
conduit	driven	conduire	drive	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
appartenant	belonging	appartenir	belong	V;PRS;V.PTCP	V;V.MSDR
perdu	lost	perdre	lose	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
visite	tour	visite	tour	N;FEM;SG	N;SG
solution	solution	solution	solution	N;FEM;SG	N;SG
atteindre	reach	atteindre	reach	V;NFIN	V;IMP;FIN
atteindre	reaching	atteindre	reach	V;NFIN	V;V.MSDR
volley	volley	volley	volley	N;MASC;SG	N;SG
volley	volleyball	volley	volleyball	N;MASC;SG	N;SG
promu	promoted	promouvoir	promote	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
portes	gates	porte	gate	N;FEM;PL	N;PL
portes	doors	porte	door	N;FEM;PL	N;PL
conception	conception	conception	conception	N;FEM;SG	N;SG
conception	design	conception	design	N;FEM;SG	N;SG
mur	wall	mur	wall	N;MASC;SG	N;SG
scientifiques	scientific	scientifique	scientific	ADJ;MASC;PL	ADJ
tourisme	tourism	tourisme	tourism	N;MASC;SG	N;SG
façade	facade	façade	facade	N;FEM;SG	N;SG
façade	façade	façade	façade	N;FEM;SG	N;SG
statue	statue	statue	statue	N;FEM;SG	N;SG
photos	photos	photo	photo	N;FEM;PL	N;PL
photos	pictures	photo	picture	N;FEM;PL	N;PL
construire	build	construire	build	V;NFIN	V;IMP;FIN
construire	construct	construire	construct	V;NFIN	V;IMP;FIN
utilisant	using	utiliser	use	V;PRS;V.PTCP	V;V.MSDR
huile	oil	huile	oil	N;FEM;SG	N;SG
convention	convention	convention	convention	N;FEM;SG	N;SG
tourné	filmed	tourner	film	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
dessin	design	dessin	design	N;MASC;SG	N;SG
dessin	drawing	dessin	draw	N;MASC;SG	N;SG
manuel	manual	manuel	manual	N;MASC;SG	N;SG
espagnole	spanish	espagnol	spanish	ADJ;FEM;SG	ADJ
pression	pressure	pression	pressure	N;FEM;SG	N;SG
faux	wrong	faux	wrong	ADJ;MASC;SG	ADJ
faux	false	faux	false	ADJ;MASC;SG	ADJ
faux	fake	faux	fake	ADJ;MASC;SG	ADJ
constitué	constituted	constituer	constitute	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
documents	documents	document	document	N;MASC;PL	N;PL
athlète	athlete	athlète	athlete	N;MASC;SG	N;SG
destination	destination	destination	destination	N;FEM;SG	N;SG
champs	fields	champ	field	N;MASC;PL	N;PL
température	temperature	température	temperature	N;FEM;SG	N;SG
température	temp	température	temp	N;FEM;SG	N;SG
enfance	childhood	enfance	childhood	N;FEM;SG	N;SG
acteurs	actors	acteur	actor	N;MASC;PL	N;PL
candidat	applicant	candidat	applicant	N;MASC;SG	N;SG
candidat	candidate	candidat	candidate	N;MASC;SG	N;SG
lancé	launched	lancer	launch	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
dates	dates	date	date	N;FEM;PL	N;PL
procès	trial	procès	trial	N;MASC;SG	N;SG
procès	lawsuit	procès	lawsuit	N;MASC;SG	N;SG
cercle	circle	cercle	circle	N;MASC;SG	N;SG
essais	tests	essai	test	N;MASC;PL	N;PL
essais	essays	essai	essays	N;MASC;PL	N;PL
aider	helping	aider	help	V;NFIN	V;V.MSDR
arrêt	shutdown	arrêt	shutdown	N;MASC;SG	N;SG
agence	agency	agence	agency	N;FEM;SG	N;SG
perd	loses	perdre	lose	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
mari	hubby	mari	hubby	N;MASC;SG	N;SG
mari	husband	mari	husband	N;MASC;SG	N;SG
élément	item	élément	item	N;MASC;SG	N;SG
élément	element	élément	element	N;MASC;SG	N;SG
représentation	representation	représentation	representation	N;FEM;SG	N;SG
cycle	cycle	cycle	cycle	N;MASC;SG	N;SG
chemins	paths	chemin	path	N;MASC;PL	N;PL
chemins	roads	chemin	road	N;MASC;PL	N;PL
renaissance	rebirth	renaissance	rebirth	N;FEM;SG	N;SG
hall	hall	hall	hall	N;MASC;SG	N;SG
hall	lobby	hall	lobby	N;MASC;SG	N;SG
attention	attention	attention	attention	N;FEM;SG	N;SG
marin	sailor	marin	sailor	N;MASC;SG	N;SG
marin	marine	marin	marine	N;MASC;SG	N;SG
domaines	domains	domaine	domain	N;MASC;PL	N;PL
domaines	fields	domaine	field	N;MASC;PL	N;PL
domaines	areas	domaine	area	N;MASC;PL	N;PL
usine	plant	usine	plant	N;FEM;SG	N;SG
usine	factory	usine	factory	N;FEM;SG	N;SG
fontaine	fountain	fontaine	fountain	N;FEM;SG	N;SG
parlementaire	parliamentary	parlementaire	parliamentary	ADJ;MASC;SG	ADJ
printemps	spring	printemps	spring	N;MASC;SG	N;SG
printemps	springtime	printemps	springtime	N;MASC;SG	N;SG
prêtre	priest	prêtre	priest	N;MASC;SG	N;SG
étoiles	stars	étoile	star	N;FEM;PL	N;PL
réforme	reformation	réforme	reformation	N;FEM;SG	N;SG
réforme	reform	réforme	reform	N;FEM;SG	N;SG
élevé	high	élevé	high	ADJ;MASC;SG	ADJ
xixe	nineteenth	xixe	nineteenth	N;MASC;SG	N;SG
monastère	monastery	monastère	monastery	N;MASC;SG	N;SG
enquête	investigation	enquête	investigation	N;FEM;SG	N;SG
enquête	survey	enquête	survey	N;FEM;SG	N;SG
trouvé	found	trouver	find	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
anomalie	abnormality	anomalie	abnormality	N;FEM;SG	N;SG
anomalie	anomaly	anomalie	anomaly	N;FEM;SG	N;SG
majeur	major	majeur	major	ADJ;MASC;SG	ADJ
beau	beautiful	beau	beautiful	ADJ;MASC;SG	ADJ
beau	handsome	beau	handsome	ADJ;MASC;SG	ADJ
villa	villa	villa	villa	N;FEM;SG	N;SG
lecture	reading	lecture	reading	N;FEM;SG	N;SG
montage	mounting	montage	mounting	N;MASC;SG	N;SG
montage	editing	montage	editing	N;MASC;SG	N;SG
montage	installation	montage	installation	N;MASC;SG	N;SG
dollars	dollars	dollar	dollar	N;MASC;PL	N;PL
professionnelle	professional	professionnel	professional	ADJ;FEM;SG	ADJ
masculin	masculine	masculin	masculine	ADJ;MASC;SG	ADJ
cantons	cantons	canton	canton	N;MASC;PL	N;PL
branche	branch	branche	branch	N;FEM;SG	N;SG
batterie	battery	batterie	battery	N;FEM;SG	N;SG
batterie	drum	batterie	drum	N;FEM;SG	N;SG
pointe	tip	pointe	tip	N;FEM;SG	N;SG
thèse	dissertation	thèse	dissertation	N;FEM;SG	N;SG
thèse	thesis	thèse	thesis	N;FEM;SG	N;SG
démocratique	democratic	démocratique	democratic	ADJ;MASC;SG	ADJ
géographie	geography	géographie	geography	N;FEM;SG	N;SG
amateur	amateur	amateur	amateur	N;MASC;SG	N;SG
ascendant	ascending	ascendant	ascend	V;PRS;V.PTCP	V;V.MSDR
assurer	insure	assurer	insure	V;NFIN	V;IMP;FIN
sait	knows	savoir	know	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
participer	participate	participer	participate	V;NFIN	V;IMP;FIN
autorités	authorities	autorité	authority	N;FEM;PL	N;PL
clair	clear	clair	clear	ADJ;MASC;SG	ADJ
test	test	test	test	N;MASC;SG	N;SG
test	testing	test	testing	N;MASC;SG	N;SG
relativement	relatively	relativement	relatively	ADV	ADV
découvre	discovers	découvrir	discover	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
exemplaires	copies	exemplaire	copy	N;MASC;PL	N;PL
versions	versions	version	version	N;FEM;PL	N;PL
venir	come	venir	come	V;NFIN	V;IMP;FIN
venir	coming	venir	come	V;NFIN	V;V.MSDR
plateau	tray	plateau	tray	N;MASC;SG	N;SG
plateau	plateau	plateau	plateau	N;MASC;SG	N;SG
bataillon	battalion	bataillon	battalion	N;MASC;SG	N;SG
vin	wine	vin	wine	N;MASC;SG	N;SG
découvreur	discoverer	découvreur	discoverer	N;MASC;SG	N;SG
spécialiste	specialist	spécialiste	specialist	N;MASC;SG	N;SG
vivant	live	vivre	live	V;PRS;V.PTCP	V;IMP;FIN
ressources	resources	ressource	resource	N;FEM;PL	N;PL
ajouter	add	ajouter	add	V;NFIN	V;IMP;FIN
féminine	feminine	féminin	feminine	ADJ;FEM;SG	ADJ
rencontres	encounters	rencontre	encounter	N;FEM;PL	N;PL
rencontres	meetings	rencontre	meeting	N;FEM;PL	N;PL
demander	ask	demander	ask	V;NFIN	V;IMP;FIN
tué	murdered	tuer	murder	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
tué	killed	tuer	kill	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
généraux	general	général	general	ADJ;MASC;PL	ADJ
siècles	centuries	siècle	century	N;MASC;PL	N;PL
présenté	submitted	présenter	submit	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
présenté	presented	présenter	present	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
territoires	territories	territoire	territory	N;MASC;PL	N;PL
revanche	payback	revanche	payback	N;FEM;SG	N;SG
revanche	rematch	revanche	rematch	N;FEM;SG	N;SG
revanche	revenge	revanche	revenge	N;FEM;SG	N;SG
recueil	compendium	recueil	compendium	N;MASC;SG	N;SG
recueil	compilation	recueil	compilation	N;MASC;SG	N;SG
recueil	collection	recueil	collection	N;MASC;SG	N;SG
planète	planet	planète	planet	N;FEM;SG	N;SG
endroit	place	endroit	place	N;MASC;SG	N;SG
intervention	intervention	intervention	intervention	N;FEM;SG	N;SG
auparavant	previously	auparavant	previously	ADV	ADV
auparavant	formerly	auparavant	formerly	ADV	ADV
auparavant	before	auparavant	before	ADV	ADV
législature	legislature	législature	legislature	N;FEM;SG	N;SG
idées	ideas	idée	idea	N;FEM;PL	N;PL
combats	fights	combat	fight	N;MASC;PL	N;PL
totale	total	total	total	ADJ;FEM;SG	ADJ
bus	bus	bus	bus	N;MASC;SG	N;SG
certaine	certain	certain	certain	ADJ;FEM;SG	ADJ
comprendre	understand	comprendre	understand	V;NFIN	V;IMP;FIN
vivre	live	vivre	live	V;NFIN	V;IMP;FIN
ordres	orders	ordre	order	N;MASC;PL	N;PL
arme	weapon	arme	weapon	N;FEM;SG	N;SG
arme	gun	arme	gun	N;FEM;SG	N;SG
dynastie	dynasty	dynastie	dynasty	N;FEM;SG	N;SG
erreur	mistake	erreur	mistake	N;FEM;SG	N;SG
erreur	error	erreur	error	N;FEM;SG	N;SG
publications	posts	publication	post	N;FEM;PL	N;PL
publications	publications	publication	publication	N;FEM;PL	N;PL
organisme	body	organisme	body	N;MASC;SG	N;SG
organisme	organism	organisme	organism	N;MASC;SG	N;SG
faculté	faculty	faculté	faculty	N;FEM;SG	N;SG
génération	generation	génération	generation	N;FEM;SG	N;SG
expédition	expedition	expédition	expedition	N;FEM;SG	N;SG
expédition	dispatch	expédition	dispatch	N;FEM;SG	N;SG
expédition	shipping	expédition	shipping	N;FEM;SG	N;SG
expédition	shipment	expédition	shipment	N;FEM;SG	N;SG
européens	european	européen	european	ADJ;MASC;PL	ADJ
arbre	tree	arbre	tree	N;MASC;SG	N;SG
tribunal	tribunal	tribunal	tribunal	N;MASC;SG	N;SG
tribunal	court	tribunal	court	N;MASC;SG	N;SG
tribunal	courthouse	tribunal	courthouse	N;MASC;SG	N;SG
appartient	belongs	appartenir	belong	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
règle	ruler	règle	ruler	N;FEM;SG	N;SG
règle	rule	règle	rule	N;FEM;SG	N;SG
possibilité	possibility	possibilité	possibility	N;FEM;SG	N;SG
euros	euros	euro	euro	N;MASC;PL	N;PL
avions	aeroplanes	avion	aeroplane	N;MASC;PL	N;PL
avions	airplanes	avion	airplane	N;MASC;PL	N;PL
avions	planes	avion	plane	N;MASC;PL	N;PL
archevêque	archbishop	archevêque	archbishop	N;MASC;SG	N;SG
participants	participants	participant	participant	N;MASC;PL	N;PL
participants	attendees	participant	attendee	N;MASC;PL	N;PL
artillerie	artillery	artillerie	artillery	N;FEM;SG	N;SG
mesures	measures	mesure	measure	N;FEM;PL	N;PL
mesures	measurements	mesure	measurement	N;FEM;PL	N;PL
occupation	occupancy	occupation	occupancy	N;FEM;SG	N;SG
occupation	occupation	occupation	occupation	N;FEM;SG	N;SG
vent	wind	vent	wind	N;MASC;SG	N;SG
logiciel	software	logiciel	software	N;MASC;SG	N;SG
définition	definition	définition	definition	N;FEM;SG	N;SG
administrateur	admin	administrateur	admin	N;MASC;SG	N;SG
administrateur	administrator	administrateur	administrator	N;MASC;SG	N;SG
travailler	working	travailler	work	V;NFIN	V;V.MSDR
églises	churches	église	church	N;FEM;PL	N;PL
mouvements	movements	mouvement	movement	N;MASC;PL	N;PL
princesse	princess	princesse	princess	N;FEM;SG	N;SG
oiseaux	birds	oiseau	bird	N;MASC;PL	N;PL
race	breed	race	breed	N;FEM;SG	N;SG
race	race	race	race	N;FEM;SG	N;SG
sûr	safe	sûr	safe	ADJ;MASC;SG	ADJ
sûr	sure	sûr	sure	ADJ;MASC;SG	ADJ
disponible	available	disponible	available	ADJ;MASC;SG	ADJ
totalement	fully	totalement	fully	ADV	ADV
totalement	completely	totalement	completely	ADV	ADV
totalement	totally	totalement	totally	ADV	ADV
continentale	continental	continental	continental	ADJ;FEM;SG	ADJ
ski	ski	ski	ski	N;MASC;SG	N;SG
ski	skiing	ski	ski	N;MASC;SG	N;SG
ouvre	opens	ouvrir	open	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
échelle	ladder	échelle	ladder	N;FEM;SG	N;SG
échelle	scale	échelle	scale	N;FEM;SG	N;SG
machine	machine	machine	machine	N;FEM;SG	N;SG
sujets	topics	sujet	topic	N;MASC;PL	N;PL
sujets	subjects	sujet	subject	N;MASC;PL	N;PL
législatives	legislative	législatif	legislative	ADJ;FEM;PL	ADJ
manche	sleeve	manche	sleeve	N;FEM;SG	N;SG
canadienne	canadian	canadien	canadian	ADJ;FEM;SG	ADJ
buteur	striker	buteur	striker	N;MASC;SG	N;SG
électronique	electronic	électronique	electronic	ADJ;MASC;SG	ADJ
fil	feed	fil	feed	N;MASC;SG	N;SG
fil	wire	fil	wire	N;MASC;SG	N;SG
fil	yarn	fil	yarn	N;MASC;SG	N;SG
fil	thread	fil	thread	N;MASC;SG	N;SG
suivre	follow	suivre	follow	V;NFIN	V;IMP;FIN
accident	accident	accident	accident	N;MASC;SG	N;SG
accident	crash	accident	crash	N;MASC;SG	N;SG
cérémonie	ceremony	cérémonie	ceremony	N;FEM;SG	N;SG
discours	speech	discours	speech	N;MASC;SG	N;SG
finaliste	finalist	finaliste	finalist	N;MASC;SG	N;SG
humaine	human	humain	human	ADJ;FEM;SG	ADJ
échange	trade	échange	trade	N;MASC;SG	N;SG
échange	swap	échange	swap	N;MASC;SG	N;SG
échange	exchange	échange	exchange	N;MASC;SG	N;SG
étrangères	foreign	étranger	foreign	ADJ;FEM;PL	ADJ
nationales	national	national	national	ADJ;FEM;PL	ADJ
riche	rich	riche	rich	ADJ;MASC;SG	ADJ
riche	wealthy	riche	wealthy	ADJ;MASC;SG	ADJ
complète	full	complet	full	ADJ;FEM;SG	ADJ
complète	complete	complet	complete	ADJ;FEM;SG	ADJ
langage	language	langage	language	N;MASC;SG	N;SG
feuilles	leaves	feuille	leave	N;FEM;PL	N;PL
feuilles	feuilles	feuille	feuille	N;FEM;PL	N;PL
feuilles	sheets	feuille	sheet	N;FEM;PL	N;PL
maréchal	marshal	maréchal	marshal	N;MASC;SG	N;SG
répondre	reply	répondre	reply	V;NFIN	V;IMP;FIN
plans	plans	plan	plan	N;MASC;PL	N;PL
moulin	windmill	moulin	windmill	N;MASC;SG	N;SG
déclare	declares	déclarer	declare	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
débat	discussion	débat	discussion	N;MASC;SG	N;SG
débat	debate	débat	debate	N;MASC;SG	N;SG
numérique	numerical	numérique	numerical	ADJ;MASC;SG	ADJ
numérique	numeric	numérique	numeric	ADJ;MASC;SG	ADJ
numérique	digital	numérique	digital	ADJ;MASC;SG	ADJ
rendu	render	rendre	render	V;MASC;SG;PST;V.PTCP	V;IMP;FIN
musicien	musician	musicien	musician	N;MASC;SG	N;SG
champagne	champagne	champagne	champagne	N;MASC;SG	N;SG
disparu	vanished	disparaître	vanish	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
disparu	disappeared	disparaître	disappear	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
disparu	faded	disparaître	fad	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
biens	goods	bien	goods	N;MASC;PL	N;PL
rouges	red	rouge	red	ADJ;MASC;PL	ADJ
poésie	poetry	poésie	poetry	N;FEM;SG	N;SG
choisi	chose	choisir	choose	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN
choisi	chosen	choisir	choose	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
valeurs	values	valeur	value	N;FEM;PL	N;PL
accueil	home	accueil	home	N;MASC;SG	N;SG
productions	productions	production	production	N;FEM;PL	N;PL
fédéral	federal	fédéral	federal	ADJ;MASC;SG	ADJ
montagnes	mountains	montagne	mountain	N;FEM;PL	N;PL
supprimer	remove	supprimer	remove	V;NFIN	V;IMP;FIN
supprimer	delete	supprimer	delete	V;NFIN	V;IMP;FIN
aventure	adventure	aventure	adventure	N;FEM;SG	N;SG
consacré	devoted	consacrer	devote	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
consacré	consecrated	consacrer	consecrate	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
religieuse	religious	religieux	religious	ADJ;FEM;SG	ADJ
dirigé	directed	diriger	direct	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
guide	guide	guide	guide	N;MASC;SG	N;SG
adjoint	deputy	adjoint	deputy	N;MASC;SG	N;SG
adjoint	assistant	adjoint	assistant	N;MASC;SG	N;SG
initialement	initially	initialement	initially	ADV	ADV
initialement	originally	initialement	originally	ADV	ADV
actif	active	actif	active	ADJ;MASC;SG	ADJ
événement	event	événement	event	N;MASC;SG	N;SG
installe	installs	installer	install	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
fonctionnement	operation	fonctionnement	operation	N;MASC;SG	N;SG
fonctionnement	functioning	fonctionnement	function	N;MASC;SG	N;SG
exception	exception	exception	exception	N;FEM;SG	N;SG
extrême	extreme	extrême	extreme	ADJ;MASC;SG	ADJ
populations	populations	population	population	N;FEM;PL	N;PL
contributions	contributions	contribution	contribution	N;FEM;PL	N;PL
zonage	zoning	zonage	zone	N;MASC;SG	N;SG
civil	civil	civil	civil	ADJ;MASC;SG	ADJ
civil	civilian	civil	civilian	ADJ;MASC;SG	ADJ
connaître	know	connaître	know	V;NFIN	V;IND;PRS;FIN
élus	elected	élire	elect	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
lancer	launch	lancer	launch	V;NFIN	V;IMP;FIN
commande	command	commande	command	N;FEM;SG	N;SG
commande	order	commande	order	N;FEM;SG	N;SG
porté	ported	porter	ported	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
porté	worn	porter	wear	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
interprète	interpreter	interprète	interpreter	N;MASC;SG	N;SG
interprète	performer	interprète	performer	N;MASC;SG	N;SG
standard	switchboard	standard	switchboard	N;MASC;SG	N;SG
introduction	introduction	introduction	introduction	N;FEM;SG	N;SG
introduction	intro	introduction	intro	N;FEM;SG	N;SG
approche	approach	approche	approach	N;FEM;SG	N;SG
reconnaissance	reconnaissance	reconnaissance	reconnaissance	N;FEM;SG	N;SG
reconnaissance	recognition	reconnaissance	recognition	N;FEM;SG	N;SG
reconnaissance	acknowledgement	reconnaissance	acknowledgement	N;FEM;SG	N;SG
metal	metal	metal	metal	N;MASC;SG	N;SG
liés	linked	lier	link	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
effectue	performs	effectuer	perform	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
provinces	provinces	province	province	N;FEM;PL	N;PL
pose	posing	pose	pose	N;FEM;SG	N;SG
fleurs	flowers	fleur	flower	N;FEM;PL	N;PL
matin	morning	matin	morning	N;MASC;SG	N;SG
missions	missions	mission	mission	N;FEM;PL	N;PL
flotte	fleet	flotte	fleet	N;FEM;SG	N;SG
dessins	designs	dessin	design	N;MASC;PL	N;PL
dessins	drawings	dessin	drawing	N;MASC;PL	N;PL
monsieur	mister	Monsieur	mister	N;MASC;SG	N;SG
côtes	ribs	côte	rib	N;FEM;PL	N;PL
côtes	coasts	côte	coast	N;FEM;PL	N;PL
chefs	chiefs	chef	chief	N;MASC;PL	N;PL
chefs	chefs	chef	chef	N;MASC;PL	N;PL
amateurs	amateurs	amateur	amateur	N;MASC;PL	N;PL
localisation	localisation	localisation	localisation	N;FEM;SG	N;SG
localisation	location	localisation	location	N;FEM;SG	N;SG
localisation	localization	localisation	localization	N;FEM;SG	N;SG
officiers	officers	officier	officer	N;MASC;PL	N;PL
origines	origins	origine	origin	N;FEM;PL	N;PL
indépendant	independent	indépendant	independent	ADJ;MASC;SG	ADJ
écrits	written	écrit	write	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
marquis	marquess	marquis	marquess	N;MASC;SG	N;SG
pouvoirs	powers	pouvoir	power	N;MASC;PL	N;PL
commercial	commercial	commercial	commercial	ADJ;MASC;SG	ADJ
suédois	swedish	suédois	swedish	ADJ;MASC;SG	ADJ
victimes	casualties	victime	casualty	N;FEM;PL	N;PL
victimes	victims	victime	victim	N;FEM;PL	N;PL
mille	thousand	mille	thousand	NUM	NUM
direct	direct	direct	direct	ADJ;MASC;SG	ADJ
dames	ladies	dame	lady	N;FEM;PL	N;PL
dames	checkers	dame	checker	N;FEM;PL	N;PL
couronne	wreath	couronne	wreath	N;FEM;SG	N;SG
couronne	crown	couronne	crown	N;FEM;SG	N;SG
attaquant	attacker	attaquant	attacker	N;MASC;SG	N;SG
