bir	ایک.	bir	ایک.		
kelimesi	وعدہ	kelime	وعدہ	N;NOM;SG;3	N;NOM;MASC;SG;3
kelimesi	اقرار	kelime	اقرار	N;NOM;SG;3	N;NOM;MASC;SG;3
kelimesi	لفظ	kelime	لفظ	N;NOM;SG;3	N;NOM;MASC;SG;3
kelimesi	اطلاع	kelime	اطلاع	N;NOM;SG;3	N;NOM;FEM;SG;3
kelimesi	پیغام.	kelime	پیغام.	N;NOM;SG;3	N;NOM;MASC;SG;3
kelimesi	قول.	kelime	قول.	N;NOM;SG;3	N;NOM;MASC;SG;3
kelimesi	گفتگو	kelime	گفتگو	N;NOM;SG;3	N;NOM;MASC;SG;3
kelimesi	قول	kelime	قول	N;NOM;SG;3	N;NOM;MASC;SG;3
kelimesi	خبر	kelime	خبر	N;NOM;SG;3	N;NOM;MASC;SG;3
kelimesi	حکم	kelime	حکم	N;NOM;SG;3	N;NOM;MASC;SG;3
kelimesi	وعدہ	kelime	وعدہ	N;NOM;SG;3	N;NOM;MASC;SG;3
vergi	مکلف	vergi	مکلف	N;NOM;SG;3	N;NOM;MASC;SG;3
vergi	ٹیکس	vergi	ٹیکس	N;NOM;SG;3	N;NOM;MASC;SG;3
vergi	مکلف	vergi	مکلف	N;NOM;SG;3	N;NOM;MASC;SG;3
vergi	محصول	vergi	محصول	N;NOM;SG;3	N;NOM;MASC;SG;3
vergi	ٹیکس	vergi	ٹیکس	N;NOM;SG;3	N;NOM;MASC;SG;3
hastalık	بیماری	hastalık	بیماری	N;NOM;SG;3	N;NOM;FEM;SG;3
hastalık	مرض	hastalık	مرض	N;NOM;SG;3	N;NOM;MASC;SG;3
hastalık	بیماری	hastalık	بیماری	N;NOM;SG;3	N;NOM;FEM;SG;3
mike	کاہلی.	mike	کاہلی.		
içeriği	مضمون	içerik	مضمون	N;NOM;SG;3	N;NOM;MASC;SG;3
içeriği	اطمینان	içerik	اطمینان	N;NOM;SG;3	N;NOM;MASC;SG;3
içeriği	سامان	içerik	سامان	N;NOM;SG;3	N;NOM;MASC;SG;3
içeriği	مطالب	içerik	مطالب	N;NOM;SG;3	N;NOM;MASC;SG;3
içeriği	مال	içerik	مال	N;NOM;SG;3	N;NOM;MASC;SG;3
içeriği	موضوع	içerik	موضوع	N;NOM;SG;3	N;NOM;MASC;SG;3
içeriği	مندرجات	içerik	مندرجات	N;NOM;SG;3	N;NOM;MASC;SG;3
like	مثل	like	مثل		
like	مثل	like	مثل		
devamı	مآل.	devam	مآل.		
royal	وقیع	royal	وقیع		
konuşma	خطاب.	konuş	خطاب.		
konuşma	خطاب.	konuş	خطاب.		
dar	کسا	dar	کوس		
sıvı	رواں.	sıv	رواں.		
sıvı	ترل	sıv	ترل		
sıvı	رواں.	sıv	رواں.		
sıvı	ترل	sıv	ترل		
cümle	(	cümle	(		
akşam	شام	akşam	شام	N;NOM;SG;3	N;NOM;FEM;SG;3
bayrağı	پرچم	bayrak	پرچم	N;NOM;SG;3	N;NOM;MASC;SG;3
kuru	(	kuru	(		
kuru	(	kuru	(		
hoş	بھدّا.	hoş	بھدّا.		
mal	دام	mal	دام		
yük	لادنا	yük	لادنا		
yük	لادنا	yük	لادنا		
tatlı	میٹھا.	tatlı	میٹھا.		
düzey	مسطح	düzey	مسطح		
düzey	مسطح	düzey	مسطح		
verimli	خلّاق	verimli	خلّاق		
verimli	(	verimli	(		
süt	لبن	süt	لبن		
kaptan	اوپر	kaptan	پر		
kanat	کار	kanat	کار		
may	مئی.	may	مئی.		
yağ	دُہن	yağ	دُہن		
yağ	قلیل	yağ	قلیل		
yağ	فراواں	yağ	فراواں		
yağ	قلیل	yağ	قلیل		
yağ	فربہ	yağ	فربہ		
yağ	فراواں	yağ	فراواں		
çözüm	(	çözüm	(		
çözüm	(	çözüm	(		
çözüm	عزم.	çözüm	عزم.		
madalyası	تمغا	madalya	تمغا	N;NOM;SG;3	N;NOM;MASC;SG;3
taraf	ڈینگ	taraf	ڈینگ		
taraf	(	taraf	(		
taraf	ڈینگ	taraf	ڈینگ		
taraf	(	taraf	(		
yukarıdaki	اوپر	yukarıdakiki	پر		
mutlu	مناسب	mutlu	مناسب	ADJ	ADJ
mutlu	خوش	mutlu	خوش	ADJ	ADJ
mutlu	مناسب	mutlu	مناسب	ADJ	ADJ
taşır	گھسنا.	taşır	گھسنا.		
taşır	گھسنا.	taşır	گھسنا.		
yükselen	خروج.	yüksel	خروج.		
dede	جد.	de	جد.		
saygı	for	saygı	for		
saygı	قدر.	saygı	قدر.		
saygı	for	saygı	for		
saygı	قدر.	saygı	قدر.		
high	(	high	(		
high	(	high	(		
varlığı	نمائندگی	varlık	نمائندگی	N;NOM;SG;3	N;NOM;MASC;SG;3
varlığı	موجودگی	varlık	موجودگی	N;NOM;SG;3	N;NOM;MASC;SG;3
pozitif	بیّن	pozitif	بیّن		
eksik	غائب.	eksik	غائب.		
oda	خانہ	oda	خانہ	N;NOM;SG;3	N;NOM;MASC;SG;3
oda	اوطاق	oda	اوطاق	N;NOM;SG;3	N;NOM;MASC;SG;3
oda	اوطاق	oda	اوطاق	N;NOM;SG;3	N;NOM;MASC;SG;3
oda	سمائی	oda	سمائی	N;NOM;SG;3	N;NOM;MASC;SG;3
okuma	جانچنا	oku	جانچ	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;MASC;SG;NFIN;ACT
okuma	بھانپنا	oku	بھانپنا	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;NFIN;ACT
çevresi	دوری	çevre	دوری	N;NOM;SG;3	N;NOM;FEM;SG;3
çevresi	احاطہ	çevre	احاطہ	N;NOM;SG;3	N;NOM;MASC;SG;3
çevresi	دور	çevre	دور	N;NOM;SG;3	N;NOM;MASC;SG;3
holding	تودہ.	hol	تودہ.		
kalın	دبیز	kalın	دبیز		
kalın	at	kalın	at		
kalın	in	kalın	in		
kalın	for	kalın	for		
kalın	(	kalın	(		
keskin	عیار	keskin	عیار		
keskin	ڈھالو	keskin	ڈھالو		
keskin	عیار	keskin	عیار		
keskin	ڈھالو	keskin	ڈھالو		
gelişme	بلوغ	geliş	بلوغ		
lord	آقا	i	آقا		
özgürlük	آزادی	özgürlük	آزادی	N;NOM;SG;3	N;NOM;MASC;SG;3
özgürlük	اختیار	özgürlük	اختیار	N;NOM;SG;3	N;NOM;MASC;SG;3
küre	گولا.	küre	گولا.		
küre	گولا.	küre	گولا.		
kapısı	منہ	kapı	منہ	N;NOM;SG;3	N;NOM;MASC;SG;3
kapısı	برطرفی.	kapı	برطرفی.	N;NOM;SG;3	N;NOM;MASC;SG;3
kapısı	بازار	kapı	بازار	N;NOM;SG;3	N;NOM;MASC;SG;3
kapısı	منہ	kapı	منہ	N;NOM;SG;3	N;NOM;MASC;SG;3
kapısı	برطرفی.	kapı	برطرفی.	N;NOM;SG;3	N;NOM;MASC;SG;3
kapısı	بازار	kapı	بازار	N;NOM;SG;3	N;NOM;MASC;SG;3
kaç	لاگو	kaç	لاگو	ADJ	ADJ
şikayet	شکایت	şikayet	شکایت	N;NOM;SG;3	N;NOM;FEM;SG;3
şikayet	تکلیف	şikayet	تکلیف	N;NOM;SG;3	N;NOM;FEM;SG;3
ruh	جن	ruh	جن		
ruh	جن	ruh	جن		
caddesi	پہلو	cadde	پہلو	N;NOM;SG;3	N;NOM;MASC;SG;3
tepki	(	tepki	(		
tepki	خمار.	tepki	خمارچ		
galibiyet	شرط	galibiyet	شرط	N;NOM;SG;3	N;NOM;FEM;SG;3
galibiyet	کھیل	galibiyet	کھیل	N;NOM;SG;3	N;NOM;MASC;SG;3
elektron	برقیہ	elektron	برقیہ	N;NOM;SG;3	N;NOM;MASC;SG;3
küme	دَل	küm	دَل		
küme	غول	küm	غول		
küme	دَل	küm	دَل		
küme	خوشہ	küm	خوشہ		
küme	غول	küm	غول		
bağ	to	bağ	to		
bağ	ٹکڑا.	bağ	ٹکڑا.		
bağ	تعلق.	bağ	تعلق.		
bağ	تعلق.	bağ	تعلق.		
bağ	چپکن	bağ	چپکن		
kullanmak	بچانا	kullan	بچا	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;MASC;SG;NFIN;ACT
kullanmak	چھڑانا	kullan	چھڑانا	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;MASC;SG;NFIN;ACT
açılış	ابتدا	açılış	ابتدا	N;NOM;SG;3	N;NOM;MASC;SG;3
liberal	وافر.	liberal	وافر.		
numarası	ٹولی	numara	ٹولی	N;NOM;SG;3	N;NOM;FEM;SG;3
numarası	کمپنی	numara	کمپنی	N;NOM;SG;3	N;NOM;FEM;SG;3
numarası	گروہ	numara	گروہ	N;NOM;SG;3	N;NOM;MASC;SG;3
numarası	جماعت	numara	جماعت	N;NOM;SG;3	N;NOM;FEM;SG;3
numarası	رقص	numara	رقص	N;NOM;SG;3	N;NOM;MASC;SG;3
kalabalık	ہجوم	kalabalık	ہجوم	N;NOM;SG;3	N;NOM;MASC;SG;3
kalabalık	ہجوم	kalabalık	ہجوم	N;NOM;SG;3	N;NOM;MASC;SG;3
farkı	کسر	fark	کسر		
farkı	کسر	fark	کسر		
işık	ضو	işık	ضو		
işık	on	işık	on		
işık	(	işık	(		
işık	ضو	işık	ضو		
işık	on	işık	on		
işık	(	işık	(		
korumak	بچانا	koru	بچا	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;MASC;SG;NFIN;ACT
geliyor	پہنچ	gel	پہنچ	V;PROG;IND;SG;3;POS;INFM;PRS	V;ACT
geliyor	پہنچ	gel	پہنچ	V;PROG;IND;SG;3;POS;INFM;PRS	V;ACT
meydan	(	meydan	(		
meydan	برابر.	meydan	برابر.		
meydan	فربہ	meydan	فربہ		
meydan	برابر.	meydan	برابر.		
meydan	چوکور	meydan	چوکور		
meydan	فربہ	meydan	فربہ		
makale	مضمون	makale	مضمون	N;NOM;SG;3	N;NOM;MASC;SG;3
politikası	ادارہ	politikası	ادارہ	N;NOM;SG;3	N;NOM;MASC;SG;3
terimi	دام	terim	دام		
yöntem	باقاعدگی	yöntem	باقاعدگی	N;NOM;SG;3	N;NOM;MASC;SG;3
tarafsız	نامرد	tarafsız	نامرد	ADJ	ADJ
tarafsız	ہلکا	tarafsız	ہلکا	ADJ	ADJ;NOM;MASC;SG
tarafsız	مبہم	tarafsız	مبہم	ADJ	ADJ
tarafsız	پسماندہ	tarafsız	پسماندہ	ADJ	ADJ
bulmak	خزانے	bul	خزانہ	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;FIN;ACT
bulmak	لانا	bul	لا	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;MASC;SG;NFIN;ACT
malzeme	مسالا	malzem	مسالا		
malzeme	مسالا	malzem	مسالا		
isyan	(	isyan	(		
isyan	(	isyan	(		
isyan	at	isyan	at		
isyan	اکراہ	isyan	اکراہ		
isyan	خروج-	isyan	خروج-		
isyan	at	isyan	at		
isyan	اکراہ	isyan	اکراہ		
isyan	خروج-	isyan	خروج-		
değişim	تحوّل	değişim	تحوّل		
üstü	لٹو	üst	لٹو		
üstü	اوپر	üst	پر		
mesafe	گریز	mesafe	گریز	N;NOM;SG;3	N;NOM;MASC;SG;3
mesafe	گریز	mesafe	گریز	N;NOM;SG;3	N;NOM;MASC;SG;3
mesafe	خط	mesafe	خط	N;NOM;SG;3	N;NOM;MASC;SG;3
mesafe	سمت	mesafe	سمت	N;NOM;SG;3	N;NOM;MASC;SG;3
mesafe	سلسلہ	mesafe	سلسلہ	N;NOM;SG;3	N;NOM;MASC;SG;3
mesafe	حدود	mesafe	حد	N;NOM;SG;3	N;NOM;MASC;SG;3
mesafe	قطار	mesafe	قطار	N;NOM;SG;3	N;NOM;MASC;SG;3
acı	کرب	acı	کرب		
acı	تلخ	acı	تلخ		
kıyı	تٹ.	kıy	تٹ.		
kıyı	(	kıy	(		
mezarlığı	قبرستان	mezarlık	قبرستان	N;NOM;SG;3	N;NOM;MASC;SG;3
bireysel	نفر	bireysel	نفر		
bireysel	نفر	bireysel	نفر		
kurban	وارنا.	kurban	وارنا.		
kurban	وارنا.	kurban	وارنا.		
kurban	صید	kurban	صید		
dava	کوائف.	dava	کوائف.		
dava	(	dava	(		
dava	for	dava	for		
gelin	(	gel	(		
gelin	برتائو	gel	برتائو		
gelin	(	gel	(		
gelin	برتائو	gel	برتائو		
sr	(	sr	(		
köpek	گرفت	köpek	گرفت	N;NOM;SG;3	N;NOM;MASC;SG;3
şiddetli	(	şiddetli	(		
şiddetli	(	şiddetli	(		
yazın	قلم	yaz	قلم		
yazın	(	yaz	(		
amaç	عزم.	amaç	عزم.		
amaç	عزم.	amaç	عزم.		
amaç	(	amaç	(		
korku	کپکپی	korku	کپکپی		
kredi	اعتماد	kredi	اعتماد	N;NOM;SG;3	N;NOM;MASC;SG;3
kredi	دین	kredi	دین	N;NOM;SG;3	N;NOM;MASC;SG;3
kredi	قرضداری.	kredi	قرضداری.	N;NOM;SG;3	N;NOM;MASC;SG;3
kredi	قرض	kredi	قرض	N;NOM;SG;3	N;NOM;MASC;SG;3
kredi	دین	kredi	دین	N;NOM;SG;3	N;NOM;MASC;SG;3
kredi	قرضداری.	kredi	قرضداری.	N;NOM;SG;3	N;NOM;MASC;SG;3
kapı	منہ	kapı	منہ	N;NOM;SG;3	N;NOM;MASC;SG;3
kapı	برطرفی.	kapı	برطرفی.	N;NOM;SG;3	N;NOM;MASC;SG;3
kapı	بازار	kapı	بازار	N;NOM;SG;3	N;NOM;MASC;SG;3
kapı	منہ	kapı	منہ	N;NOM;SG;3	N;NOM;MASC;SG;3
kapı	برطرفی.	kapı	برطرفی.	N;NOM;SG;3	N;NOM;MASC;SG;3
kapı	بازار	kapı	بازار	N;NOM;SG;3	N;NOM;MASC;SG;3
güven	آس.	güven	آس.		
güven	آس.	güven	آس.		
ağırlığı	وزن	ağırlık	وزن	N;NOM;SG;3	N;NOM;MASC;SG;3
optik	بصری.	optik	بصری.		
optik	آنکھ.	optik	آنکھ.		
köken	مخرج	kök	مخرج		
koyun	بھیڑ	koyun	بھیڑ		
channel	(	channel	(		
part	بخرہ	part	بخرہ		
vücut	ہاڑ	vücut	ہاڑ		
deri	تسمہ	deri	تسمہ		
deri	پوست	deri	پوست		
önemi	مفاد	önem	مفاد	N;NOM;SG;3	N;NOM;MASC;SG;3
önemi	مفہوم	önem	مفہوم	N;NOM;SG;3	N;NOM;MASC;SG;3
önemi	وزن	önem	وزن	N;NOM;SG;3	N;NOM;MASC;SG;3
önemi	مفاد	önem	مفاد	N;NOM;SG;3	N;NOM;MASC;SG;3
önemi	مفہوم	önem	مفہوم	N;NOM;SG;3	N;NOM;MASC;SG;3
sağlam	(	sağlam	(		
sağlam	راست	sağlam	راست		
sağlam	(	sağlam	(		
sağlam	کھرا.	sağlam	کھرا.		
karayolu	سڑک	karayolu	سڑک	N;NOM;SG;3	N;NOM;FEM;SG;3
yetersiz	ناکافی	yetersiz	ناکافی	ADJ	ADJ
yetersiz	نااہل	yetersiz	نااہل	ADJ	ADJ
seni	آپ	sen	آپ	PRO;ACC;SG;2	PRO;ACC
kongre	جلسہ.	kongre	جلسہ.		
kalite	وصف.	kalite	وصف.		
disk	ڈِسکس	disk	ڈِسکس		
fikri	مقصد	fikir	مقصد	N;NOM;SG;3	N;NOM;MASC;SG;3
fikri	ارادہ	fikir	ارادہ	N;NOM;SG;3	N;NOM;MASC;SG;3
fikri	نقشہ	fikir	نقشہ	N;NOM;SG;3	N;NOM;MASC;SG;3
taşı	گھسنا.	taşı	گھسنا.		
taşı	گھسنا.	taşı	گھسنا.		
sinir	غیظ	i	غیظ		
sinir	غضب.	i	غضب.		
arkasında	کمزور	arka	کمزور	ADJ;ESS;SG;3	ADJ
arkasında	پوشیدہ	arka	پوشیدہ	ADJ;ESS;SG;3	ADJ
arkasında	جوابدہ	arka	جواب	ADJ;ESS;SG;3	ADJ
arkasında	کمتر	arka	کمتر	ADJ;ESS;SG;3	ADJ
referans	(	referans	(		
karşıya	out	karşı	out		
karşıya	برہم.	karşı	برہم.		
daire	مدّت	daire	مدّت	N;NOM;SG;3	N;NOM;MASC;SG;3
daire	عرصہ	daire	عرصہ	N;NOM;SG;3	N;NOM;MASC;SG;3
daire	مدّت	daire	مدّت	N;NOM;SG;3	N;NOM;MASC;SG;3
daire	حلقہ	daire	حلقہ	N;NOM;SG;3	N;NOM;MASC;SG;3
daire	عرصہ	daire	عرصہ	N;NOM;SG;3	N;NOM;MASC;SG;3
ilişkisi	تعلق	ilişki	تعلق	N;NOM;SG;3	N;NOM;MASC;SG;3
ilişkisi	رشتہ	ilişki	رشتہ	N;NOM;SG;3	N;NOM;MASC;SG;3
animasyon	توانا.	animasyon	توانا.		
old	کہنہ	ol	کہنہ		
makine	کل	makine	کل	N;NOM;SG;3	N;NOM;MASC;SG;3
makine	مشین	makine	مشین	N;NOM;SG;3	N;NOM;MASC;SG;3
makine	ذرائع	makine	ذرائع	N;NOM;SG;3	N;NOM;MASC;SG;3
sonsuz	لامحدود	sonsuz	لامحدود		
sonsuz	(	sonsuz	(		
yazma	قلم	yazma	قلم		
yazma	(	yazma	(		
gereksiz	حشو	gereksiz	حشو		
gereksiz	بیکار	gereksiz	بیکار		
icin	لہٰذا.	icin	لہٰذا.		
icin	واسطے	icin	واسطہ		
icin	برائے	icin	برائے		
görmek	پانا	gör	پانا	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;NFIN;ACT
görmek	سوچنا	gör	سوچ	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;MASC;SG;NFIN;ACT
görmek	ملنا	gör	مل	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;MASC;SG;NFIN;ACT
dark	غضبناک	dark	غضبناک		
sessiz	سادہ	sessiz	سادہ	ADJ	ADJ
sessiz	خاموش	sessiz	خاموش	ADJ	ADJ
sessiz	سادہ	sessiz	سادہ	ADJ	ADJ
sessiz	خاموش	sessiz	خاموش	ADJ	ADJ
kare	پنجر	kare	پنجر		
kare	(	kare	(		
kare	ہاڑ	kare	ہاڑ		
kare	پنجر	kare	پنجر		
kare	(	kare	(		
kare	ڈھانچا	kare	ڈھانچا		
kare	ہاڑ	kare	ہاڑ		
kare	برابر.	kare	برابر.		
kare	فربہ	kare	فربہ		
kare	برابر.	kare	برابر.		
kare	چوکور	kare	چوکور		
kare	فربہ	kare	فربہ		
eğlence	تفریح	eğlence	تفریح	N;NOM;SG;3	N;NOM;MASC;SG;3
eğlence	تفریح	eğlence	تفریح	N;NOM;SG;3	N;NOM;MASC;SG;3
eğlence	مدارات	eğlence	مدار	N;NOM;SG;3	N;NOM;MASC;SG;3
eğlence	دلچسپی	eğlence	دلچسپی	N;NOM;SG;3	N;NOM;MASC;SG;3
eğlence	خاطرداری	eğlence	خاطرداری	N;NOM;SG;3	N;NOM;MASC;SG;3
eğlence	مدارات	eğlence	مدار	N;NOM;SG;3	N;NOM;MASC;SG;3
eğlence	تفریح	eğlence	تفریح	N;NOM;SG;3	N;NOM;MASC;SG;3
eğlence	دلچسپی	eğlence	دلچسپی	N;NOM;SG;3	N;NOM;MASC;SG;3
eğlence	خاطرداری	eğlence	خاطرداری	N;NOM;SG;3	N;NOM;MASC;SG;3
bakır	مسی	bakır	مسی		
bakır	مسی	bakır	مسی		
hapis	جیل.	hapis	جیل.		
hapis	جیل.	hapis	جیل.		
hapis	محبس	hapis	محبس		
long	مدید	long	مدید		
power	قدرت.	power	قدرت.		
power	زور.	power	زور.		
power	قدرت.	power	قدرت.		
power	زور.	power	زور.		
miktarı	جسامت	miktar	جسامت	N;NOM;SG;3	N;NOM;MASC;SG;3
miktarı	ضخامت	miktar	ضخامت	N;NOM;SG;3	N;NOM;MASC;SG;3
miktarı	کمیت	miktar	کمیت	N;NOM;SG;3	N;NOM;MASC;SG;3
miktarı	وسعت	miktar	وسعت	N;NOM;SG;3	N;NOM;MASC;SG;3
miktarı	بہتات	miktar	بہتات	N;NOM;SG;3	N;NOM;MASC;SG;3
ekip	جتھا	ekip	جتھا		
mahkeme	(	mahkem	(		
hoca	معلّم	hoca	معلّم		
dik	in	dik	in		
dik	ڈھالو	dik	ڈھالو		
dik	(	dik	(		
müdür	کلاں.	müdür	کلاں.		
müdür	کلاں.	müdür	کلاں.		
mükemmel	اعلیٰ	mükemmel	اعلیٰ	ADJ	ADJ
arkadaş	کویکر.	arkadaş	کویکر.		
arkadaş	کویکر.	arkadaş	کویکر.		
band	جتھا	ban	جتھا		
kural	(	kural	(		
felsefesi	حکمت	felsefe	حکمت	N;NOM;SG;3	N;NOM;MASC;SG;3
felsefesi	بردباری	felsefe	بردباری	N;NOM;SG;3	N;NOM;MASC;SG;3
felsefesi	تحمل	felsefe	تحمل	N;NOM;SG;3	N;NOM;MASC;SG;3
felsefesi	حکمت	felsefe	حکمت	N;NOM;SG;3	N;NOM;MASC;SG;3
felsefesi	بردباری	felsefe	بردباری	N;NOM;SG;3	N;NOM;MASC;SG;3
felsefesi	تحمل	felsefe	تحمل	N;NOM;SG;3	N;NOM;MASC;SG;3
görünümü	ظہور	görün	ظہور	N;NOM;SG;3	N;NOM;MASC;SG;3
görünümü	نظر	görün	نظر	N;NOM;SG;3	N;NOM;MASC;SG;3
trafik	تعلق	trafik	تعلق	N;NOM;SG;3	N;NOM;MASC;SG;3
trafik	مقدار	trafik	مقدار	N;NOM;SG;3	N;NOM;MASC;SG;3
hikâye	وقائع	hiku	وقائع		
hikâye	قصّہ	hiku	قصّہ		
hikâye	وقائع	hiku	وقائع		
hikâye	قصّہ	hiku	قصّہ		
dance	ناچنا	dance	ناچنا		
dinamo	توانا	dinamo	توانا	N;NOM;SG;3	N;NOM;MASC;SG;3
muharebe	مقابلہ	muharebe	مقابلہ	N;NOM;SG;3	N;NOM;MASC;SG;3
muharebe	مبارزت	muharebe	مبارزت	N;NOM;SG;3	N;NOM;MASC;SG;3
muharebe	مقابلہ	muharebe	مقابلہ	N;NOM;SG;3	N;NOM;MASC;SG;3
muharebe	لڑائی	muharebe	لڑائی	N;NOM;SG;3	N;NOM;FEM;SG;3
muharebe	سعی	muharebe	سعی	N;NOM;SG;3	N;NOM;MASC;SG;3
bit	برما.	bit	برما.		
bit	جوئیں.	bit	جو		
hayal	واہمہ	hayal	واہمہ		
hayal	آدرش	hayal	آدرش		
sıfır	سپاٹ	sıfır	سپاٹ		
sıfır	ہیچ	sıfır	ہیچ		
sıfır	لاشے.	sıfır	لاشےؤ		
sıfır	کورا.	sıfır	کورا.		
usta	برتر.	us	برتر.		
usta	معلّم	us	معلّم		
usta	برتر.	us	برتر.		
usta	معلّم	us	معلّم		
düzeni	ترتیب	düzen	ترتیب	N;NOM;SG;3	N;NOM;FEM;SG;3
düzeni	کتاب	düzen	کتاب	N;NOM;SG;3	N;NOM;MASC;SG;3
düzeni	زمین	düzen	زمین	N;NOM;SG;3	N;NOM;FEM;SG;3
sıkı	کسا	sık	کوس		
hürriyet	آزادی	hürriyet	آزادی	N;NOM;SG;3	N;NOM;MASC;SG;3
hürriyet	اختیار	hürriyet	اختیار	N;NOM;SG;3	N;NOM;MASC;SG;3
kazan	free	kazan	free		
kazan	فتح.	kazan	فتح.		
olağanüstü	ممتاز	olağanüstü	ممتاز	ADJ	ADJ
olağanüstü	غیرمعمولی	olağanüstü	غیرمعمولی	ADJ	ADJ
sözcük	شبد	sözcük	شبد		
gene	دوبارہ	gene	دوبارہ	ADV	ADV
yay	جڑپکڑنا.	yay	جڑپکڑنا.		
hop	(	hop	(		
light	ضو	light	ضو		
light	on	light	on		
light	(	light	(		
light	ضو	light	ضو		
light	on	light	on		
light	(	light	(		
ücretsiz	خالی	ücretsiz	خالی	ADJ	ADJ
hasar	دام	hasar	دام		
hasar	دام	hasar	دام		
özellik	خاصیت.	özellik	خاصیت.		
organik	(	organik	(		
mezar	گمبھیر	mezar	گمبھیر		
ok	تیر	ok	تیر		
ok	تیر	ok	تیر		
potter	کمہار	potter	کمہار		
av	(	av	(		
kopya	مثل	kopya	مثل		
kopya	مثل	kopya	مثل		
müdahale	ثالثی.	müdahale	ثالثی.		
elbette	آگاہ.	elbette	آگاہ.		
elbette	آگاہ.	elbette	آگاہ.		
soru	(	soru	(		
soru	(	soru	(		
kurak	بیہڑ	kurak	بیہڑ		
kurak	بنجر.	kurak	بنجر.		
yararlı	مفید	yararlı	مفید	ADJ	ADJ
cezası	نقصان	ceza	نقصان	N;NOM;SG;3	N;NOM;MASC;SG;3
cezası	خسارہ	ceza	خسارہ	N;NOM;SG;3	N;NOM;MASC;SG;3
cezası	تعزیر	ceza	تعزیر	N;NOM;SG;3	N;NOM;MASC;SG;3
cezası	نقصان	ceza	نقصان	N;NOM;SG;3	N;NOM;MASC;SG;3
cezası	خسارہ	ceza	خسارہ	N;NOM;SG;3	N;NOM;MASC;SG;3
cezası	سزا	ceza	سزا	N;NOM;SG;3	N;NOM;MASC;SG;3
konum	مرتبہ	konum	مرتبہ	N;NOM;SG;3	N;NOM;MASC;SG;3
konum	موقف	konum	موقف	N;NOM;SG;3	N;NOM;MASC;SG;3
konum	ترتیب	konum	ترتیب	N;NOM;SG;3	N;NOM;FEM;SG;3
konum	روزگار	konum	روزگار	N;NOM;SG;3	N;NOM;MASC;SG;3
konum	کیفیت	konum	کیفیت	N;NOM;SG;3	N;NOM;FEM;SG;3
tavsiye	(	tavsiye	(		
görünüm	ظہور	görün	ظہور	N;NOM;SG;3	N;NOM;MASC;SG;3
görünüm	مظاہرہ.	görün	مظاہرہ.	N;NOM;SG;3	N;NOM;MASC;SG;3
görünüm	نمائش	görün	نمائش	N;NOM;SG;3	N;NOM;MASC;SG;3
görünüm	نظر	görün	نظر	N;NOM;SG;3	N;NOM;MASC;SG;3
köşe	دھویں	köşe	دھواں		
köşe	دھویں	köşe	دھواں		
emniyet	تحفظ	emniyet	تحفظ	N;NOM;SG;3	N;NOM;MASC;SG;3
emniyet	بچاؤ	emniyet	بچاؤ	N;NOM;SG;3	N;NOM;MASC;SG;3
emniyet	آلہ	emniyet	آلہ	N;NOM;SG;3	N;NOM;MASC;SG;3
perde	اوٹ	perde	اوٹ		
perde	اوٹ	perde	اوٹ		
perde	مقنع	perde	مقنع		
perde	مقنع	perde	مقنع		
yakınında	مماثل	yakın	مماثل	ADJ;ESS;SG;3	ADJ
yakınında	مشابہ	yakın	مشابہ	ADJ;ESS;SG;3	ADJ
yakınında	مماثل	yakın	مماثل	ADJ;ESS;SG;3	ADJ
yakınında	مشابہ	yakın	مشابہ	ADJ;ESS;SG;3	ADJ
yakınında	قریبی	yakın	قریبی	ADJ;ESS;SG;3	ADJ
gelişim	بلوغ	geliş	بلوغ		
rica	(	rica	(		
rica	(	rica	(		
çoklu	ملاجلا.	çoklu	ملاجلا.		
ortam	عامل.	ortam	عامل.		
ortam	عامل.	ortam	عامل.		
saf	نادان	saf	نادان		
saf	off	saf	off		
saf	عمود	saf	عمود		
saf	(	saf	(		
saf	عین	saf	عین		
saf	طاہر	saf	طاہر		
saf	فقط.	saf	فقط.		
saf	طاہر	saf	طاہر		
saf	محض	saf	محض		
saf	سچّا	saf	سچّا		
saf	پاک	saf	پاک		
saf	فقط.	saf	فقط.		
kalıcı	باقی	kalıcı	باقی		
kalıcı	(	kalıcı	(		
kimlik	شناخت	kimlik	شناخت	N;NOM;SG;3	N;NOM;MASC;SG;3
kimlik	پہچان	kimlik	پہچان	N;NOM;SG;3	N;NOM;MASC;SG;3
isyanı	at	isyan	at		
isyanı	اکراہ	isyan	اکراہ		
isyanı	خروج-	isyan	خروج-		
isyanı	at	isyan	at		
isyanı	اکراہ	isyan	اکراہ		
isyanı	خروج-	isyan	خروج-		
tuz	کھار	tuz	کھار		
tuz	کھار	tuz	کھار		
ayrılmış	to	ayrıl	to		
