une	ένας	un	ένας	DET;INDF;FEM;SG	DET;NOM;INDF;MASC;SG
centrale	κεντρική	central	κεντρικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
centrale	κεντρικός	central	κεντρικός	ADJ;FEM;SG	ADJ;NOM;MASC;SG
statut	κατάσταση	statut	κατάσταση	N;MASC;SG	N;ACC;FEM;SG
statut	καθεστώς	statut	καθεστώς	N;MASC;SG	N;ACC;NEUT;SG
statut	κατασταση	statut	κατασταση	N;MASC;SG	N;ACC;FEM;SG
statut	καταστατικό	statut	καταστατικό	N;MASC;SG	N;NOM;NEUT;SG
groupes	μπάντες	groupe	μπάντης	N;MASC;PL	N;NOM;FEM;PL
groupes	συγκροτήματα	groupe	σύγκροτημα	N;MASC;PL	N;NOM;NEUT;PL
groupes	ομαδες	groupe	ομαδα	N;MASC;PL	N;NOM;FEM;PL
groupes	ομάδες	groupe	ομάδα	N;MASC;PL	N;NOM;FEM;PL
avis	αποψη	avis	αποψη	N;MASC;SG	N;NOM;FEM;SG
avis	γνωμη	avis	γνωμη	N;MASC;SG	N;VOC;FEM;SG
avis	γνώμη	avis	γνώμη	N;MASC;SG	N;ACC;FEM;SG
avis	ειδοποίηση	avis	ειδοποίηση	N;MASC;SG	N;NOM;FEM;SG
éléments	στοιχεία	élément	στοιχείο	N;MASC;PL	N;NOM;NEUT;PL
salle	δωμάτιο	salle	δωμάτιο	N;FEM;SG	N;NOM;NEUT;SG
carte	χάρτη	carte	χάρτης	N;FEM;SG	N;ACC;MASC;SG
carte	χάρτης	carte	χάρτης	N;FEM;SG	N;NOM;MASC;SG
sociale	κοινωνικό	social	κοινωνικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
sociale	κοινωνικη	social	κοινωνικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
sociale	κοινωνική	social	κοινωνικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
valeur	τιμή	valeur	τιμή	N;FEM;SG	N;NOM;FEM;SG
valeur	αξία	valeur	αξία	N;FEM;SG	N;ACC;FEM;SG
utilisation	χρήση	utilisation	χρήση	N;FEM;SG	N;ACC;FEM;SG
utilisation	χρησιμοποίηση	utilisation	χρησιμοποίηση	N;FEM;SG	N;ACC;FEM;SG
allemande	γερμανός	allemand	γερμανός	ADJ;FEM;SG	ADJ;NOM;MASC;SG
allemande	γερμανικό	allemand	γερμανικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
allemande	γερμανική	allemand	γερμανικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
palais	παλάτι	palais	παλάτι	N;MASC;SG	N;NOM;NEUT;SG
émission	εκπομπή	émission	εκπομπή	N;FEM;SG	N;ACC;FEM;SG
situation	κατάσταση	situation	κατάσταση	N;FEM;SG	N;ACC;FEM;SG
situation	κατασταση	situation	κατασταση	N;FEM;SG	N;ACC;FEM;SG
droits	δικαιωμάτων	droit	δικαίωμα	N;MASC;PL	N;GEN;NEUT;PL
droits	δικαιωματα	droit	δικαίωμα	N;MASC;PL	N;NOM;NEUT;PL
droits	δικαιώματα	droit	δικαίωμα	N;MASC;PL	N;NOM;NEUT;PL
court	κοντή	court	κοντός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
court	κοντός	court	κοντός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
vallée	κοιλάδα	vallée	κοιλάδα	N;FEM;SG	N;ACC;FEM;SG
comité	επιτροπή	comité	επιτροπή	N;MASC;SG	N;NOM;FEM;SG
comité	επιτροπη	comité	επιτροπος	N;MASC;SG	N;NOM;FEM;SG
basse	χαμηλό	bas	χαμηλός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
basse	χαμηλή	bas	χαμηλός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
basse	χαμηλός	bas	χαμηλός	ADJ;FEM;SG	ADJ;NOM;MASC;SG
pro	επαγγελματίας	pro	επαγγελματίας	N;MASC;SG	N;NOM;FEM;SG
occasion	περίσταση	occasion	περίσταση	N;FEM;SG	N;ACC;FEM;SG
total	συνολο	total	συνολο	N;MASC;SG	N;NEUT;SG
total	σύνολο	total	σύνολο	N;MASC;SG	N;NOM;NEUT;SG
nationalité	ιθαγένεια	nationalité	ιθαγένεια	N;FEM;SG	N;NOM;FEM;SG
nationalité	εθνικότητα	nationalité	εθνικότητα	N;FEM;SG	N;ACC;FEM;SG
nationalité	υπηκοότητα	nationalité	υπηκοότητα	N;FEM;SG	N;ACC;FEM;SG
nationalité	ιθαγένεια	nationalité	ιθαγένεια	N;FEM;SG	N;NOM;FEM;SG
nationalité	υπηκοότητα	nationalité	υπηκοότητα	N;FEM;SG	N;ACC;FEM;SG
chambre	δωμάτιο	chambre	δωμάτιο	N;FEM;SG	N;NOM;NEUT;SG
chambre	υπνοδωμάτιο	chambre	υπνοδωμάτιος	N;FEM;SG	N;NOM;NEUT;SG
chambre	κρεβατοκάμαρα	chambre	κρεβατοκάμαρος	N;FEM;SG	N;NOM;FEM;SG
nouveaux	νέα	nouveau	νέος	ADJ;MASC;PL	ADJ;NOM;NEUT;PL
glace	πάγος	glace	πάγος	N;FEM;SG	N;NOM;MASC;SG
originale	αυθεντικό	original	αυθεντικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
originale	αρχική	original	αρχικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
originale	αρχικό	original	αρχικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
originale	αρχικός	original	αρχικός	ADJ;FEM;SG	ADJ;NOM;MASC;SG
mot	λέξη	mot	λέξη	N;MASC;SG	N;ACC;FEM;SG
mot	λεξη	mot	λεξη	N;MASC;SG	N;NOM;FEM;SG
main	χέρι	main	χέρι	N;FEM;SG	N;NOM;NEUT;SG
huit	οκτώ	huit	οκτώ	NUM	NUM;NOM;MASC;PL
huit	οχτώ	huit	οχτώ	NUM	NUM;NOM;MASC;PL
assemblée	συναρμολόγηση	assemblée	συναρμολόγηση	N;FEM;SG	N;NOM;FEM;SG
assemblée	συνέλευση	assemblée	συνέλευση	N;FEM;SG	N;NOM;FEM;SG
populaire	δημοφιλής	populaire	δημοφιλής	ADJ;MASC;SG	ADJ;NOM;FEM;SG
critique	κρίσιμη	critique	κρίσιμος	ADJ;MASC;SG	ADJ;NOM;FEM;SG
critique	κρίσιμο	critique	κρίσιμο	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
publication	δημοσίευση	publication	δημοσίευση	N;FEM;SG	N;NOM;FEM;SG
publication	ποστ	publication	ποστ	N;FEM;SG	N;NOM;NEUT;SG
publication	δημοσίευση	publication	δημοσίευση	N;FEM;SG	N;NOM;FEM;SG
dieu	θεός	dieu	θεός	N;MASC;SG	N;NOM;MASC;SG
japonais	γιαπωνέζικο	japonais	γιαπωνέζικος	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
hôtel	ξενοδοχείο	hôtel	ξενοδοχείο	N;MASC;SG	N;NOM;NEUT;SG
catholique	καθολική	catholique	καθολικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
catholique	καθολικό	catholique	καθολικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
catholique	καθολικός	catholique	καθολικός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
mission	αποστολή	mission	αποστολή	N;FEM;SG	N;NOM;FEM;SG
accord	χορδή	accord	χορδή	N;MASC;SG	N;NOM;FEM;SG
accord	συμφωνία	accord	συμφωνία	N;MASC;SG	N;ACC;FEM;SG
campagne	εξοχή	campagne	εξοχή	N;FEM;SG	N;NOM;FEM;SG
campagne	ύπαιθρο	campagne	ύπαιθρο	N;FEM;SG	N;ACC;FEM;SG
campagne	εκστρατεία	campagne	εκστρατεία	N;FEM;SG	N;ACC;FEM;SG
campagne	καμπάνια	campagne	καμπάνια	N;FEM;SG	N;NOM;FEM;SG
rapidement	γρήγορα	rapidement	γρήγορα	ADV	ADV
rapidement	γρήγορα	rapidement	γρήγορα	ADV	ADV
rapidement	γρήγορα	rapidement	γρήγορα	ADV	ADV
traduction	μετάφραση	traduction	μετάφραση	N;FEM;SG	N;ACC;FEM;SG
départ	αποχώρηση	départ	αποχώρηση	N;MASC;SG	N;ACC;FEM;SG
étude	μελέτη	étude	μελέτη	N;FEM;SG	N;NOM;FEM;SG
programme	πρόγραμμα	programme	πρόγραμμα	N;MASC;SG	N;NOM;NEUT;SG
programme	πρόγραμμα	programme	πρόγραμμα	N;MASC;SG	N;NOM;NEUT;SG
programme	προγραμμα	programme	προγραμμα	N;MASC;SG	N;NOM;NEUT;SG
importante	σημαντική	important	σημαντικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
importante	σημαντικό	important	σημαντικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
importante	σημαντικός	important	σημαντικός	ADJ;FEM;SG	ADJ;NOM;MASC;SG
choix	επιλογή	choix	επιλογή	N;MASC;SG	N;NOM;FEM;SG
choix	επιλογή	choix	επιλογή	N;MASC;SG	N;NOM;FEM;SG
coup	χτύπημα	coup	χτύπημα	N;MASC;SG	N;NOM;NEUT;SG
coup	βολή	coup	βολή	N;MASC;SG	N;ACC;FEM;SG
coup	πυροβολισμός	coup	πυροβολισμός	N;MASC;SG	N;NOM;MASC;SG
enfant	τέκνο	enfant	τέκνο	N;MASC;SG	N;NOM;NEUT;SG
enfant	παιδι	enfant	παιδι	N;MASC;SG	N;NOM;NEUT;SG
enfant	παιδί	enfant	παιδί	N;MASC;SG	N;NOM;NEUT;SG
information	πληροφορία	information	πληροφορία	N;FEM;SG	N;ACC;FEM;SG
information	πληροφόρηση	information	πληροφόρηση	N;FEM;SG	N;ACC;FEM;SG
mieux	καλύτερα	mieux	καλά	ADV	ADV;CMPR
mieux	καλυτερα	mieux	καλυτερα	ADV	ADV
défense	άμυνας	défense	άμυνα	N;FEM;SG	N;GEN;FEM;SG
défense	άμυνα	défense	άμυνα	N;FEM;SG	N;NOM;FEM;SG
défense	υπεράσπιση	défense	υπεράσπιση	N;FEM;SG	N;ACC;FEM;SG
défense	άμυνα	défense	άμυνα	N;FEM;SG	N;NOM;FEM;SG
défense	υπεράσπιση	défense	υπεράσπιση	N;FEM;SG	N;ACC;FEM;SG
contrôle	έλεγχος	contrôle	έλεγχος	N;MASC;SG	N;NOM;MASC;SG
contrôle	ελέγχου	contrôle	έλεγχος	N;MASC;SG	N;GEN;MASC;SG
contrôle	ελεγχος	contrôle	ελεγχος	N;MASC;SG	N;NOM;MASC;SG
noms	ονοματα	nom	όνομα	N;MASC;PL	N;NOM;NEUT;PL
noms	ονόματα	nom	όνομα	N;MASC;PL	N;NOM;NEUT;PL
noms	ονομασίες	nom	ονομασία	N;MASC;PL	N;NOM;FEM;PL
internet	διαδίκτυο	internet	διαδίκτυο	N;MASC;SG	N;NOM;NEUT;SG
internet	ιντερνετ	internet	ιντερνετ	N;MASC;SG	N;NOM;NEUT;SG
label	ετικέτα	label	ετικέτα	N;MASC;SG	N;NOM;FEM;SG
hiver	χειμώνας	hiver	χειμώνας	N;MASC;SG	N;NOM;MASC;SG
fondation	ίδρυμα	fondation	ίδρυμα	N;FEM;SG	N;NOM;NEUT;SG
fondation	ιδρυμα	fondation	ιδρυμα	N;FEM;SG	N;NOM;NEUT;SG
européenne	ευρωπαϊκή	européen	ευρωπαϊκός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
troupes	στρατεύματα	troupe	στράτευμα	N;FEM;PL	N;NOM;NEUT;PL
troupes	στρατιώτες	troupe	στρατιώτης	N;FEM;PL	N;NOM;MASC;PL
file	ουρά	file	ουρώ	N;FEM;SG	N;NOM;FEM;SG
cœur	καρδιά	cœur	καρδιός	N;MASC;SG	N;NOM;FEM;SG
cœur	καρδία	cœur	καρδία	N;MASC;SG	N;ACC;FEM;SG
cœur	καρδια	cœur	καρδι	N;MASC;SG	N;ACC;FEM;SG
cœur	πυρήνας	cœur	πυρήνας	N;MASC;SG	N;NOM;MASC;SG
cœur	πυρήνα	cœur	πυρήνας	N;MASC;SG	N;ACC;MASC;SG
îles	νησιά	île	νησί	N;FEM;PL	N;NOM;NEUT;PL
pris	πιάστηκε	prendre	πιάνω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
pris	έπιασε	prendre	πιάζω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
pris	πήρε	prendre	παίρνω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
pris	τραβήχτηκε	prendre	τραβήχω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
marine	πεζοναύτης	marine	πεζοναύτης	N;FEM;SG	N;NOM;MASC;SG
marine	πεζοναύτη	marine	πεζοναύτης	N;FEM;SG	N;NOM;MASC;SG
bâtiment	κτίριο	bâtiment	κτίριο	N;MASC;SG	N;NOM;NEUT;SG
bâtiment	κτήριο	bâtiment	κτήριο	N;MASC;SG	N;NOM;NEUT;SG
juste	απλα	juste	απλά	ADV	ADV
juste	απλά	juste	απλά	ADV	ADV
juste	απλώς	juste	απλά	ADV	ADV
fondé	ιδρύθηκε	fonder	ιδρύω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
fondé	ίδρυσε	fonder	ιδρύω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
amour	αγαπη	amour	αγαπη	N;MASC;SG	N;NOM;FEM;SG
amour	έρωτας	amour	έρωτο	N;MASC;SG	N;NOM;MASC;SG
amour	αγάπη	amour	αγάπη	N;MASC;SG	N;NOM;FEM;SG
faisant	κάνοντας	faire	κάνω	V;PRS;V.PTCP	V;IPFV;V.CVB;ACT
mont	όρος	mont	όρος	N;MASC;SG	N;NOM;MASC;SG
mont	μον	mont	μον	N;MASC;SG	N
science	επιστήμη	science	επιστήμα	N;FEM;SG	N;NOM;FEM;SG
personnages	χαρακτήρες	personnage	χαρακτήρας	N;MASC;PL	N;NOM;FEM;PL
altitude	υψόμετρο	altitude	υψόμετρο	N;FEM;SG	N;NOM;NEUT;SG
altitude	ύψος	altitude	ύψος	N;FEM;SG	N;NOM;NEUT;SG
altitude	υψόμετρο	altitude	υψόμετρο	N;FEM;SG	N;NOM;NEUT;SG
altitude	ανύψωση	altitude	ανύψωση	N;FEM;SG	N;ACC;FEM;SG
unité	ενότητα	unité	ενότητα	N;FEM;SG	N;NOM;FEM;SG
unité	μονάδα	unité	μονάδα	N;FEM;SG	N;NOM;FEM;SG
particulièrement	ιδιαίτερα	particulièrement	ιδιαίτερα	ADV	ADV
particulièrement	ειδικά	particulièrement	ειδικά	ADV	ADV
particulièrement	ιδιαίτερα	particulièrement	ιδιαίτερα	ADV	ADV
lignes	σειρές	ligne	σειρός	N;FEM;PL	N;NOM;FEM;PL
lignes	γραμμές	ligne	γραμμή	N;FEM;PL	N;NOM;FEM;PL
lignes	ατάκες	ligne	ατάκα	N;FEM;PL	N;NOM;FEM;PL
lignes	γραμμές	ligne	γραμμή	N;FEM;PL	N;NOM;FEM;PL
idée	ιδέα	idée	ιδέα	N;FEM;SG	N;NOM;FEM;SG
idée	ιδεα	idée	ιδεα	N;FEM;SG	N;NOM;FEM;SG
éditeur	εκδότη	éditeur	εκδότης	N;MASC;SG	N;VOC;MASC;SG
éditeur	εκδότης	éditeur	εκδότης	N;MASC;SG	N;NOM;MASC;SG
éditeur	συντάκτης	éditeur	συντάκτης	N;MASC;SG	N;NOM;MASC;SG
éditeur	εκδότη	éditeur	εκδότης	N;MASC;SG	N;VOC;MASC;SG
éditeur	επεξεργαστής	éditeur	επεξεργαστής	N;MASC;SG	N;NOM;MASC;SG
éditeur	εκδότης	éditeur	εκδότης	N;MASC;SG	N;NOM;MASC;SG
littérature	φιλολογία	littérature	φιλολογία	N;FEM;SG	N;NOM;FEM;SG
littérature	λογοτεχνία	littérature	λογοτεχνία	N;FEM;SG	N;NOM;FEM;SG
attaque	επιθεση	attaque	επιθεση	N;FEM;SG	N;ACC;FEM;SG
attaque	επίθεση	attaque	επίθεση	N;FEM;SG	N;ACC;FEM;SG
records	αρχεία	record	αρχείο	N;MASC;PL	N;NOM;NEUT;PL
records	δίσκοι	record	δίσκος	N;MASC;PL	N;NOM;MASC;PL
sol	χώμα	sol	χώμα	N;MASC;SG	N;NOM;NEUT;SG
sol	έδαφος	sol	έδαφος	N;MASC;SG	N;NOM;NEUT;SG
sol	δάπεδο	sol	δάπεδο	N;MASC;SG	N;NOM;NEUT;SG
sol	όροφο	sol	όροφος	N;MASC;SG	N;ACC;MASC;SG
sol	πάτωμα	sol	πάτωμα	N;MASC;SG	N;NOM;NEUT;SG
sol	όροφος	sol	όροφος	N;MASC;SG	N;NOM;MASC;SG
chaîne	αλυσίδα	chaîne	αλυσίδα	N;FEM;SG	N;NOM;FEM;SG
chaîne	κανάλι	chaîne	κανάλι	N;FEM;SG	N;NOM;NEUT;SG
chaîne	χορδή	chaîne	χορδή	N;FEM;SG	N;NOM;FEM;SG
fondée	ιδρύθηκε	fonder	ιδρύω	V;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
fondée	ίδρυσε	fonder	ιδρύω	V;FEM;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
reçoit	λαμβάνει	recevoir	λαμβάνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
reçoit	παραλαμβάνει	recevoir	παραλαμβάνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
fond	πάτος	fond	πάτος	N;MASC;SG	N;NOM;NEUT;SG
fond	βυθό	fond	βυθός	N;MASC;SG	N;NOM;NEUT;SG
fond	φόντο	fond	φόντος	N;MASC;SG	N;NOM;NEUT;SG
fond	υπόβαθρο	fond	υπόβαθρος	N;MASC;SG	N;NOM;NEUT;SG
format	μορφη	format	μορφη	N;MASC;SG	N;NOM;FEM;SG
format	μορφή	format	μορφή	N;MASC;SG	N;NOM;FEM;SG
format	μορφότυπο	format	μορφότυπο	N;MASC;SG	N;NOM;MASC;SG
mode	μόδας	mode	μόδος	N;FEM;SG	N;GEN;FEM;SG
mode	μόδα	mode	μόδα	N;FEM;SG	N;NOM;FEM;SG
mode	λειτουργία	mode	λειτουργία	N;FEM;SG	N;ACC;FEM;SG
original	αυθεντικό	original	αυθεντικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
original	αρχική	original	αρχικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
original	αρχικό	original	αρχικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
original	αρχικός	original	αρχικός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
espagnol	ισπανός	espagnol	ισπανός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
espagnol	ισπανική	espagnol	ισπανικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
producteur	παραγωγός	producteur	παραγωγός	N;MASC;SG	N;NOM;MASC;SG
artiste	καλλιτέχνη	artiste	καλλιτέχνος	N;MASC;SG	N;ACC;MASC;SG
artiste	καλλιτέχνης	artiste	καλλιτέχνος	N;MASC;SG	N;NOM;MASC;SG
créer	δημιουργήστε	créer	δημιουργώ	V;NFIN	V;PFV;IMP;PL;2;FIN;ACT
créer	δημιουργώντας	créer	δημιουργώ	V;NFIN	V;IPFV;V.CVB;ACT
composition	σύνθεση	composition	σύνθεση	N;FEM;SG	N;ACC;FEM;SG
décide	αποφασίζει	décider	αποφασίζω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
décide	αποφασίσει	décider	αποφασίζω	V;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
décide	επιλύει	décider	επιλύω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
garde	φύλακα	garde	φύλακα	N;FEM;SG	N;ACC;MASC;SG
garde	φρουρός	garde	φρουρός	N;FEM;SG	N;NOM;MASC;SG
garde	φρουρά	garde	φρουρά	N;FEM;SG	N;ACC;FEM;SG
garde	φύλακας	garde	φύλακα	N;FEM;SG	N;NOM;MASC;SG
garde	κηδεμονία	garde	κηδεμονία	N;FEM;SG	N;ACC;FEM;SG
garde	επιμέλεια	garde	επιμέλεια	N;FEM;SG	N;NOM;FEM;SG
sécurité	ασφάλεια	sécurité	ασφάλεια	N;FEM;SG	N;NOM;FEM;SG
sécurité	ασφαλείας	sécurité	ασφάλεια	N;FEM;SG	N;GEN;FEM;SG
sécurité	ασφάλεια	sécurité	ασφάλεια	N;FEM;SG	N;NOM;FEM;SG
fédération	ομοσπονδίας	fédération	ομοσπονδία	N;FEM;SG	N;GEN;FEM;SG
fédération	ομοσπονδία	fédération	ομοσπονδία	N;FEM;SG	N;NOM;FEM;SG
police	γραμματοσειρά	police	γραμματοσειρά	N;FEM;SG	N;NOM;FEM;SG
police	αστυνομία	police	αστυνομία	N;FEM;SG	N;NOM;FEM;SG
comédie	κωμωδία	comédie	κωμωδία	N;FEM;SG	N;NOM;FEM;SG
empereur	αυτοκράτορα	empereur	αυτοκράτορα	N;MASC;SG	N;ACC;MASC;SG
empereur	αυτοκράτορας	empereur	αυτοκράτορα	N;MASC;SG	N;NOM;MASC;SG
infanterie	πεζικό	infanterie	πεζικό	N;FEM;SG	N;NOM;NEUT;SG
ministère	υπουργείο	ministère	υπουργείο	N;MASC;SG	N;NOM;NEUT;SG
chevalier	ιππότης	chevalier	ιππότης	N;MASC;SG	N;NOM;MASC;SG
chevalier	ιππότη	chevalier	ιππότης	N;MASC;SG	N;NOM;MASC;SG
armes	μπράτσα	arme	μπράτσα	N;FEM;PL	N;NOM;NEUT;PL
armes	όπλα	arme	όπλο	N;FEM;PL	N;NOM;NEUT;PL
armes	οπλα	arme	οπλά	N;FEM;PL	N;NOM;NEUT;PL
armes	χέρια	arme	χέρι	N;FEM;PL	N;NOM;NEUT;PL
armes	όπλων	arme	όπλο	N;FEM;PL	N;GEN;NEUT;PL
armes	όπλα	arme	όπλο	N;FEM;PL	N;NOM;NEUT;PL
armes	οπλα	arme	οπλά	N;FEM;PL	N;NOM;NEUT;PL
armes	όπλα	arme	όπλο	N;FEM;PL	N;NOM;NEUT;PL
armes	οπλα	arme	οπλά	N;FEM;PL	N;NOM;NEUT;PL
livres	βιβλία	livre	βιβλία	N;MASC;PL	N;NOM;NEUT;PL
livres	βιβλια	livre	βιβλια	N;MASC;PL	N;NOM;NEUT;PL
personnalités	προσωπικότητες	personnalité	προσωπικότητα	N;FEM;PL	N;NOM;FEM;PL
unique	ενιαία	unique	ενιαίος	ADJ;MASC;SG	ADJ;NOM;FEM;SG
unique	μοναδική	unique	μοναδικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
unique	μοναδικό	unique	μοναδικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
unique	μοναδικός	unique	μοναδικός	ADJ;MASC;SG	ADJ;NOM;MASC;SG
capitaine	κυβερνήτη	capitaine	κυβερνήτης	N;MASC;SG	N;ACC;MASC;SG
large	ευρεία	large	ευρεία	ADJ;MASC;SG	ADJ;NOM;FEM;SG
commission	προμήθεια	commission	προμήθεια	N;FEM;SG	N;NOM;FEM;SG
commission	επιτροπή	commission	επιτροπή	N;FEM;SG	N;NOM;FEM;SG
commission	επιτροπη	commission	επιτροπος	N;FEM;SG	N;NOM;FEM;SG
demandé	ζήτησε	demander	ζητώ	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
demandé	ζητήθηκε	demander	ζητώ	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
demandé	ρώτησε	demander	ρωτώ	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
demandé	ζήτησε	demander	ζητώ	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
divers	διάφορες	divers	διάφορος	ADJ;MASC;PL	ADJ;NOM;FEM;PL
décision	αποφαση	décision	αποφαση	N;FEM;SG	N;NOM;FEM;SG
décision	απόφαση	décision	απόφαση	N;FEM;SG	N;NOM;FEM;SG
actuelle	τρέχουσα	actuel	τρέχων	ADJ;FEM;SG	ADJ;NOM;FEM;SG
actuelle	τρέχον	actuel	τρέχον	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
classique	κλασσική	classique	κλασσικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
classique	κλασική	classique	κλασικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
classique	κλασσικό	classique	κλασσικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
classique	κλασική	classique	κλασικός	ADJ;MASC;SG	ADJ;NOM;FEM;SG
classique	κλασικό	classique	κλασικός	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
présent	παρούσα	présent	παρών	ADJ;MASC;SG	ADJ;NOM;FEM;SG
mandat	ένταλμα	mandat	ένταλμα	N;MASC;SG	N;NOM;NEUT;SG
mandat	εντολή	mandat	εντολή	N;MASC;SG	N;ACC;FEM;SG
taux	ρυθμός	taux	ρυθμός	N;MASC;SG	N;NOM;MASC;SG
taux	ποσοστό	taux	ποσοστό	N;MASC;SG	N;NOM;NEUT;SG
taux	συντελεστής	taux	συντελεστής	N;MASC;SG	N;NOM;MASC;SG
surface	επιφάνεια	surface	επιφάνεια	N;FEM;SG	N;NOM;FEM;SG
inscrit	εγγεγραμμένος	inscrire	εγγεγραμμένος	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
inscrit	καταχωρημένο	inscrire	καταχωρημένος	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
astéroïde	αστεροειδή	astéroïde	αστεροειδής	N;MASC;SG	N;NOM;MASC;SG
transport	μεταφορά	transport	μεταφορά	N;MASC;SG	N;NOM;FEM;SG
transport	μεταφορά	transport	μεταφορά	N;MASC;SG	N;NOM;FEM;SG
sort	ξόρκι	sort	ξόρκι	N;MASC;SG	N;NOM;NEUT;SG
annonce	αναγγελία	annonce	αναγγελία	N;FEM;SG	N;ACC;FEM;SG
annonce	ανακοίνωση	annonce	ανακοίνωση	N;FEM;SG	N;NOM;FEM;SG
pièce	κέρμα	pièce	κέρμα	N;FEM;SG	N;NOM;NEUT;SG
pièce	νόμισμα	pièce	νόμισμα	N;FEM;SG	N;NOM;NEUT;SG
pratique	βολικό	pratique	βολικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
pratique	βολική	pratique	βολικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
pratique	πρακτική	pratique	πρακτικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
pratique	πρακτική	pratique	πρακτικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
pratique	πρακτικός	pratique	πρακτικός	ADJ;FEM;SG	ADJ;NOM;MASC;SG
pratique	πρακτικό	pratique	πρακτικός	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
conseiller	σύμβουλος	conseiller	σύμβουλος	N;MASC;SG	N;NOM;MASC;SG
conseiller	σύμβουλος	conseiller	σύμβουλος	N;MASC;SG	N;NOM;MASC;SG
portail	πύλη	portail	πύλη	N;MASC;SG	N;NOM;FEM;SG
terrain	γη	terrain	γη	N;MASC;SG	N;NOM;FEM;SG
terrain	στεριά	terrain	στεριά	N;MASC;SG	N;NOM;FEM;SG
terrain	έδαφος	terrain	έδαφος	N;MASC;SG	N;NOM;NEUT;SG
comprend	κατανοεί	comprendre	κατανός	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
