med	so	med	s	ADP	ADP;INS
gård	farma	gård	farma	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
sidor	strany	sida	strana	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
sidor	stránky	sida	stránka	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
jorden	zem	jord	zem	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
yngre	mladšia	ung	mladý	ADJ;NOM;CMPR	ADJ;NOM;CMPR;FEM;SG
yngre	mladší	ung	mladý	ADJ;NOM;CMPR	ADJ;ANIM;NOM;CMPR;MASC;SG
såg	videli	se	vidieť	V;IMP;FIN;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
såg	pozerali	se	pozerať	V;IMP;FIN;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
såg	sledoval	se	sledovať	V;IMP;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
såg	pozeral	se	pozerať	V;IMP;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
såg	videli	se	vidieť	V;IMP;FIN;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
såg	videla	se	vidieť	V;IMP;FIN;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
såg	videl	se	vidieť	V;IMP;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
producent	výrobca	producent	výrobca	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
producent	producent	producent	producent	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
drottning	kráľovna	drottning	kráľovna	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
drottning	kráľovná	drottning	kráľovná	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ägde	vlastnil	ägde	vlastniť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
anser	považuje	anse	považovať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
utbildning	výcvik	utbildning	výcvik	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
utbildning	tréning	utbildning	tréning	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
utbildning	školenie	utbildning	školenie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
utbildning	výchova	utbildning	výchova	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
utbildning	vzdelanie	utbildning	vzdelanie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
utbildning	vzdelávanie	utbildning	vzdelávanie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
utbildning	školstvo	utbildning	školstvo	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
igenom	prostredníctvom	igenom	prostredníctvom	ADP	ADP;GEN
igenom	cez	igenom	cez	ADP	ADP;ACC
konst	umení	konst	umenie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
konst	umenie	konst	umenie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
konst	umenie	konst	umenie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
hall	hala	hall	hať	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
hall	sála	hall	sála	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
hall	sieň	hall	sieň	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
valde	vybrala	välja	vybrať	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
valde	vybral	välja	vybrať	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
valde	zvolili	välja	zvoliť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
valde	vyberal	välja	vyberať	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
valde	vyberala	välja	vyberať	V;IND;PST;FIN;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
valde	zvolili	välja	zvoliť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
hör	vypočuť	höra	vypočuť	V;IND;PRS;FIN;ACT	V;PFV;POS;NFIN
hör	počuje	höra	počuť	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
hör	počuť	höra	počuť	V;IND;PRS;FIN;ACT	V;IPFV;POS;NFIN
landskap	krajina	landskap	krajina	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
återvände	vrátil	återvände	vrátiť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
mästare	majster	mäst	majster	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
mästare	master	mäst	master	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
mästare	champion	mäst	champion	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
mästare	šampión	mäst	šampión	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
station	stanica	station	stanica	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
fågel	vtáčik	fågel	vtáčik	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
fågel	vták	fågel	vták	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
minuter	minúty	minut	minúta	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
minuter	zápisnice	minut	zápisnica	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
sports	šport	sport	šport	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
kungariket	kráľovstvo	kungarik	kráľovstvo	N;NOM;DEF;NEUT;SG	N;NOM;NEUT;SG
bildade	tvorili	bilda	tvoriť	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
röst	hlas	röst	hlas	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
piano	piano	piano	piano	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
piano	klavír	piano	klavír	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
hölls	držala	hålla	držať	V;IND;FIN;PASS	V;IPFV;FEM;SG;POS;PST;V.PTCP
samarbete	spolupráca	samarbete	spolupráca	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
samarbete	spolupráca	samarbete	spolupráca	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
hockey	hokej	hockey	hoký	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
tjänst	obsluha	tjänst	obsluha	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
tjänst	služba	tjänst	služba	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
tjänst	servis	tjänst	servis	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
tjänst	doručovanie	tjänst	doručovanie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
bidrag	dotácia	bidrag	dotácia	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
bidrag	príspevok	bidrag	príspevok	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
bidrag	prínos	bidrag	prínos	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
priset	cena	pris	cena	N;NOM;DEF;NEUT;SG	N;NOM;FEM;SG
visa	zobraziť	visa	zobraziť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
visa	zobraziť	visa	zobraziť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
visa	ukázať	visa	ukázať	V;IMP;FIN;ACT	V;PFV;POS;NFIN
visa	zobraziť	visa	zobraziť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
visa	ukáž	visa	ukáž	V;IMP;FIN;ACT	V;PFV;IMP;SG;2;POS;FIN
grupper	skupiny	grupp	skupina	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
kontrakt	zákazka	kontrakt	zákazka	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
kontrakt	kontrakt	kontrakt	kontrakt	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
kontrakt	zmluva	kontrakt	zmluva	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
fråga	dotaz	fråga	dotaz	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
fråga	otázka	fråga	otázka	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
bäst	najlepšie	bra	dobre	ADV;RL	ADV;RL
projekt	projekt	projekt	projekt	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
tur	štastie	tur	štastie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
tur	šťastie	tur	šťastie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
tur	štastie	tur	štastie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
tur	šťastie	tur	šťastie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
radera	vymazať	radera	vymazať	V;IMP;FIN;ACT	V;PFV;POS;NFIN
radera	vypustiť	radera	vypustiť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
radera	odstrániť	radera	odstrániť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
radera	vymazať	radera	vymazať	V;IMP;FIN;ACT	V;PFV;POS;NFIN
radera	zmazať	radera	zmazať	V;IMP;FIN;ACT	V;PFV;POS;NFIN
militär	armáda	militär	armáda	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
militär	vojsko	militär	vojsko	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
uppgifter	informácie	uppgift	informácia	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
uppgifter	úlohy	uppgift	úloha	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
uppgifter	dáta	uppgift	dát	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
uppgifter	údaje	uppgift	údaj	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
piper	piper	piper	piper	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
blue	modra	blue	modra	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
prince	princ	prince	princ	N;NOM;INDF;NEUT;SG	N;ANIM;NOM;MASC;SG
frågor	záležitosti	fråga	záležitosť	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
frågor	otázky	fråga	otázka	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
frågor	problémy	fråga	problém	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
frågor	otázky	fråga	otázka	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
frågor	otazky	fråga	otazka	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
frågor	otázky	fråga	otázka	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
floden	rieka	flyd	rieka	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
code	kód	code	kód	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
code	kod	code	kod	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
bygger	stavia	bygga	staviť	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
bygger	buduje	bygga	budovať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
alpes	alpes	alpes	alpes	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
domare	sudcovia	dom	sudca	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
premiär	premiéra	premiär	premiéra	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
journalist	novinárka	journalist	novinárka	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
journalist	novinár	journalist	novinár	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
journalist	reportér	journalist	reportér	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
journalist	reportérka	journalist	reportérka	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
ridge	hrebeň	ridge	hrebeň	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
bukit	bukit	buk	bukit	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
följer	nasledovať	följa	nasledovať	V;IND;PRS;FIN;ACT	V;IPFV;POS;NFIN
följer	sledovať	följa	sledovať	V;IND;PRS;FIN;ACT	V;IPFV;POS;NFIN
följer	nasleduje	följa	nasledovať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
saknar	chýbať	sakna	chýbať	V;IND;PRS;FIN;ACT	V;IPFV;POS;NFIN
saknar	chýba	sakna	chýbať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
saknar	chýbajú	sakna	chýbať	V;IND;PRS;FIN;ACT	V;IPFV;IND;PL;3;POS;PRS;FIN
myror	mravce	myro	mravec	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
försökte	skúšal	försöka	skúšať	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
försökte	skúšala	försöka	skúšať	V;IND;PST;FIN;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
försökte	pokúsil	försöka	pokúsiť	V;IND;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
försökte	skúšali	försöka	skúšať	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
försökte	pokúšal	försöka	pokúšať	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
tour	tour	tour	tour	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;SG
tour	turné	tour	turný	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
tour	prehliadka	tour	prehliadka	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
indian	indián	indian	indián	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
slog	udrel	slå	udrieť	V;IMP;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
slog	zasiahli	slå	zasiahnuť	V;IMP;PST;FIN;ACT	V;PFV;MASC;PL;POS;PST;V.PTCP
slog	udrieť	slå	udrieť	V;IMP;PST;FIN;ACT	V;PFV;POS;NFIN
slog	udrel	slå	udrieť	V;IMP;PST;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
bodde	žili	böa	žiť	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
bodde	žilo	böa	žiť	V;IND;PST;FIN;ACT	V;IPFV;NEUT;SG;POS;PST;V.PTCP
bodde	žila	böa	žiť	V;IND;PST;FIN;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
bodde	žil	böa	žiť	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
svarta	čierni	svart	čierny	ADJ;NOM;PL	ADJ;ANIM;NOM;MASC;PL
byggnader	budovy	byggnad	budova	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;PL
baserad	založený	basera	založený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
baserad	založená	basera	založený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
baserad	založené	basera	založený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
spår	koľaje	spår	koľať	N;NOM;INDF;NEUT;PL	N;NOM;FEM;PL
spår	stopy	spår	stopa	N;NOM;INDF;NEUT;PL	N;NOM;FEM;PL
spår	skladby	spår	skladba	N;NOM;INDF;NEUT;PL	N;NOM;FEM;PL
spår	trate	spår	triata	N;NOM;INDF;NEUT;PL	N;NOM;FEM;PL
spår	stopy	spår	stopa	N;NOM;INDF;NEUT;PL	N;NOM;FEM;PL
spår	stopy	spår	stopa	N;NOM;INDF;NEUT;PL	N;NOM;FEM;PL
kraft	sila	kraft	sila	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kraft	moc	kraft	moc	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kraft	napájanie	kraft	napájanie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
kraft	výkon	kraft	výkon	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
kraft	power	kraft	power	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
kategori	kategória	kategori	kategória	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
skapad	vytvárané	skapa	vytváraný	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
skapad	generované	skapa	generovaný	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
skapad	vytvorené	skapa	vytvorený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
skapad	vytvorený	skapa	vytvorený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
skapad	vytvorená	skapa	vytvorený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
unga	mladí	ung	mladý	ADJ;NOM;PL	ADJ;ANIM;NOM;MASC;PL
relativt	relatívne	relativt	relatívny	ADV	ADV
våren	prameň	vår	prameň	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
våren	jar	vår	jar	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
bana	dráha	bana	dráha	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
beslut	rozhodnutie	beslut	rozhodnutie	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
debuterade	debutoval	debutera	debutovať	V;IND;PST;V.PTCP;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
american	američan	america	američan	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
american	american	america	american	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
hustru	žena	hustru	žena	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
hustru	manželka	hustru	manželka	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
dos	dávkovanie	dos	dávkovanie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
dos	dávka	dos	dávka	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
vanlig	časté	vanlig	častý	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
utgiven	publikované	utge	publikovaný	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
utgiven	zverejnená	utge	zverejnený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
utgiven	zverejnené	utge	zverejnený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
utgiven	uverejnené	utge	uverejnený	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
italiensk	talianske	italiensk	taliansky	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
italiensk	taliansky	italiensk	taliansky	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
range	rozsah	range	rozsah	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
range	rozpätie	range	rozpätie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
hitta	nájdite	hitta	nájsť	V;IMP;FIN;ACT	V;PFV;IMP;PL;2;POS;FIN
hitta	nájdi	hitta	nájsť	V;IMP;FIN;ACT	V;PFV;IMP;SG;2;POS;FIN
hitta	nájsť	hitta	nájsť	V;IMP;FIN;ACT	V;PFV;POS;NFIN
forskning	výskum	forskning	výskum	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
klart	jasné	klar	jasný	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
haiti	haiti	haiti	haiti	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
följde	nasledovala	följa	nasledovať	V;IND;PST;FIN;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
följde	nasledovalo	följa	nasledovať	V;IND;PST;FIN;ACT	V;IPFV;NEUT;SG;POS;PST;V.PTCP
följde	nasledovali	följa	nasledovať	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
följde	sledoval	följa	sledovať	V;IND;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
skola	skola	skola	skola	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
skola	škola	skola	škola	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
hertig	vojvoda	hertig	vojvoda	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
ledning	hospodárenie	ledning	hospodárenie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
ledning	riadenie	ledning	riadenie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
ledning	vedenie	ledning	vedenie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
ledning	manažment	ledning	manažment	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
ledning	spravovanie	ledning	spravovanie	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
litteratur	literatúra	litteratur	literatúra	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
rysk	ruské	rysk	ruský	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
rysk	ruská	rysk	ruský	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
rysk	ruský	rysk	ruský	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG
metal	metal	metal	metať	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
metal	kov	metal	kov	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
viktiga	dôležití	viktig	dôležitý	ADJ;NOM;PL	ADJ;ANIM;NOM;MASC;PL
upplagan	edícia	upplaga	edícia	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;SG
upplagan	vydanie	upplaga	vydanie	N;NOM;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
nio	deväť	nio	deväť	NUM;NOM	NUM;NOM;NEUT;SG
fungerar	pracuje	fungera	pracovať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
fungerar	funguje	fungera	fungovať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
fungerar	pracuje	fungera	pracovať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
läkare	doktorov	läkare	doktor	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;PL
läkare	lekári	läkare	lekár	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
läkare	doktori	läkare	doktori	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL
vunnit	vyhrali	vinna	vyhrať	V;V.CVB;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
vunnit	vyhrala	vinna	vyhrať	V;V.CVB;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
vunnit	zvíťazil	vinna	zvíťaziť	V;V.CVB;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
vunnit	vyhral	vinna	vyhrať	V;V.CVB;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
motsvarar	zodpovedajú	motsvara	zodpovedať	V;IND;PRS;FIN;ACT	V;IPFV;IND;PL;3;POS;PRS;FIN
motsvarar	zodpovedá	motsvara	zodpoveďať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
hot	ohrozenie	hot	ohrozenie	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
hot	horúci	hot	horúci	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
hot	sexi	hot	sexi	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
hot	ohrozenie	hot	ohrozenie	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
hot	hrozba	hot	hrozba	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
resultatet	vysledok	resultat	vysledok	N;NOM;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
resultatet	výsledok	resultat	výsledok	N;NOM;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
försöker	skúša	försöka	skúša	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
försöker	pokúša	försöka	pokúšať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
försöker	pokúsi	försöka	pokúsi	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
försöker	skúšam	försöka	skúšať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN
yrke	povolanie	yrke	povolanie	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
yrke	profesia	yrke	profesi	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
yrke	povolanie	yrke	povolanie	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
yrke	zamestnanie	yrke	zamestnanie	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
katanga	katanga	katang	katanga	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;SG
fartyg	plavidlo	fartyg	plavidlo	N;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG
fartyg	nádoba	fartyg	nádob	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
fartyg	loď	fartyg	loď	N;NOM;INDF;NEUT;SG	N;NOM;FEM;SG
universitetet	univerzita	universitet	univerzita	N;NOM;DEF;NEUT;SG	N;NOM;FEM;SG
universitetet	univerzite	universitet	univerzite	N;NOM;DEF;NEUT;SG	N;NOM;FEM;SG
begreppet	koncepcia	begrepp	koncepcia	N;NOM;DEF;NEUT;SG	N;NOM;FEM;SG
begreppet	pojem	begrepp	pojem	N;NOM;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
begreppet	koncept	begrepp	koncept	N;NOM;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
arbetar	funguje	arbeta	fungovať	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
