年	año	年	año	N	N;MASC;SG
鐵道	ferroviarios	鐵道	ferroviario	N	N;MASC;PL
鐵道	ferrocarril	鐵道	ferrocarril	N	N;MASC;SG
鐵道	ferrocarriles	鐵道	ferrocarril	N	N;MASC;PL
鐵道	ferrocarril	鐵道	ferrocarril	N	N;MASC;SG
網路	web	網路	web	N	N;FEM;SG
網路	telaraña	網路	telaraña	N	N;FEM;SG
網路	internet	網路	internet	N	N;SG
網路	redes	網路	red	N	N;FEM;PL
網路	network	網路	network	N	N;SG
網路	red	網路	red	N	N;FEM;SG
網路	redes	網路	red	N	N;FEM;PL
炮	cañón	炮	cañón	N	N;MASC;SG
炮	cañones	炮	cañón	N	N;MASC;PL
炮	cañon	炮	cañon	N	N;MASC;SG
炮	gun	炮	gun	N	N
炮	pistola	炮	pistola	N	N;FEM;SG
炮	arma	炮	arma	N	N;FEM;SG
岩	rocks	岩	rocks	N	N;MASC
岩	rocas	岩	roca	N	N;FEM;PL
岩	piedras	岩	piedra	N	N;FEM;PL
岩	rocas	岩	roca	N	N;FEM;PL
岩	piedra	岩	piedra	N	N;FEM;SG
岩	roca	岩	roca	N	N;FEM;SG
岩	rock	岩	rock	N	N;MASC;SG
排	pelotón	排	pelotón	N	N;MASC;SG
排	hilera	排	haler	N	N;FEM;SG
排	fila	排	fila	N	N;FEM;SG
朋友	friends	朋友	friends	N	N
朋友	amigos	朋友	amigo	N	N;MASC;PL
朋友	amigas	朋友	amiga	N	N;FEM;PL
朋友	amigo	朋友	amigo	N	N;MASC;SG
朋友	friend	朋友	friend	N	N
朋友	amiga	朋友	amiga	N	N;FEM;SG
離開	dejar	離開	dejar	V	V;NFIN
生命	vida	生命	vida	N	N;FEM;SG
生命	life	生命	life	N	N
找到	encontrar	找到	encontrar	V	V;NFIN
找到	encuentra	找到	encontrar	V	V;IND;SG;3;PRS;FIN
找到	encuentre	找到	encontrar	V	V;SBJV;SG;3;PRS;FIN
十五	quince	十五	quince	NUM	NUM;PL
油	aceite	油	aceite	N	N;MASC;SG
油	petroleo	油	petroleo	N	N;MASC;SG
油	óleo	油	óleo	N	N;MASC;SG
油	petróleo	油	petróleo	N	N;MASC;SG
油	aceites	油	aceite	N	N;MASC;PL
狀態	status	狀態	status	N	N
狀態	estatus	狀態	estatus	N	N;MASC
狀態	estado	狀態	estado	N	N;MASC;SG
狀態	situación	狀態	situación	N	N;FEM;SG
彈	play	彈	play	N	N
艦	barco	艦	barco	N	N;MASC;SG
艦	nave	艦	nave	N	N;FEM;SG
艦	buque	艦	buque	N	N;MASC;SG
層	capas	層	capa	N	N;FEM;PL
層	capa	層	capa	N	N;FEM;SG
層	capas	層	capa	N	N;FEM;PL
主題	temas	主題	tema	N	N;MASC;PL
主題	tópico	主題	tópico	N	N;MASC;SG
主題	tema	主題	tema	N	N;MASC;SG
主題	temática	主題	temática	N	N;FEM;SG
主題	tema	主題	tema	N	N;MASC;SG
主題	tópicos	主題	tópico	N	N;MASC;PL
主題	temas	主題	tema	N	N;MASC;PL
主題	asignatura	主題	asignatura	N	N;FEM;SG
主題	asunto	主題	asunto	N	N;MASC;SG
主題	súbdito	主題	súbdito	N	N;MASC;SG
主題	tema	主題	tema	N	N;MASC;SG
球場	estadio	球場	estadio	N	N;MASC;SG
球場	stadium	球場	stadium	N	N;MASC;SG
返回	regresa	返回	regresar	V	V;IND;SG;3;PRS;FIN
返回	devuelve	返回	devolver	V	V;IND;SG;3;PRS;FIN
返回	regresar	返回	regresar	V	V;NFIN
宇宙	universo	宇宙	universo	N	N;MASC;SG
醫院	hospitales	醫院	hospital	N	N;MASC;PL
醫院	hospital	醫院	hospital	N	N;MASC;SG
醫院	hospitalización	醫院	hospitalización	N	N;FEM;SG
醫院	hospitales	醫院	hospital	N	N;MASC;PL
平方	cuadrado	平方	cuadrado	N	N;MASC;SG
平方	square	平方	square	N	N;MASC;SG
平方	plaza	平方	plaza	N	N;FEM;SG
批准	apruebe	批准	aprobar	V	V;SBJV;SG;3;FIN
批准	aprueba	批准	aprobar	V	V;IND;SG;3;PRS;FIN
批准	aprobar	批准	aprobar	V	V;NFIN
大道	boulevard	大道	boulevard	N	N;MASC;SG
大道	bulevar	大道	bulevar	N	N;MASC;SG
大道	avenida	大道	avenida	N	N;FEM;SG
大道	avenue	大道	avenue	N	N;MASC;SG
旅客	pasajeros	旅客	pasajero	N	N;MASC;PL
旅客	pasajero	旅客	pasajero	N	N;MASC;SG
旅客	pasajeros	旅客	pasajero	N	N;MASC;PL
旅客	viajeros	旅客	viajero	N	N;MASC;PL
酒店	hoteles	酒店	hotel	N	N;MASC;PL
酒店	hotel	酒店	hotel	N	N;MASC;SG
酒店	hoteles	酒店	hotel	N	N;MASC;PL
未來	futuro	未來	futuro	N	N;MASC;SG
未來	future	未來	future	N	N
未來	porvenir	未來	porvenir	N	N;MASC;SG
未來	mirai	未來	mirai	N	N
營	batallón	營	batallón	N	N;MASC;SG
營	campamentos	營	campamento	N	N;MASC;PL
營	camp	營	camp	N	N;MASC;SG
營	campamento	營	campamento	N	N;MASC;SG
營	campo	營	campo	N	N;MASC;SG
鯉	carpas	鯉	carpa	N	N;FEM;PL
鯉	carpa	鯉	carpa	N	N;FEM;SG
任務	asignación	任務	asignación	N	N;FEM;SG
任務	cesión	任務	cesión	N	N;FEM;SG
任務	tarea	任務	tarea	N	N;FEM;SG
任務	tareas	任務	tarea	N	N;FEM;PL
任務	mision	任務	mision	N	N;FEM;SG
任務	mission	任務	mission	N	N
任務	misión	任務	misión	N	N;FEM;SG
商業	comercio	商業	comercio	N	N;MASC;SG
商業	anuncio	商業	anuncio	N	N;MASC;SG
商業	empresa	商業	empresa	N	N;FEM;SG
商業	negocio	商業	negocio	N	N;MASC;SG
商業	negocios	商業	negocio	N	N;MASC;PL
雄	woong	雄	woong	N	N;SG
基金	fondos	基金	fondo	N	N;MASC;PL
基金	fondo	基金	fondo	N	N;MASC;SG
基金	fondos	基金	fondo	N	N;MASC;PL
空間	espacios	空間	espacio	N	N;MASC;PL
空間	space	空間	spacer	N	N
空間	espacio	空間	espacio	N	N;MASC;SG
詩	poema	詩	poema	N	N;MASC;SG
詩	poesía	詩	poesía	N	N;FEM;SG
詩	poemas	詩	poema	N	N;MASC;PL
存	deposite	存	depositar	V	V;SBJV;SG;3;PRS;FIN
存	depositar	存	depositar	V	V;NFIN
提高	aumentar	提高	aumentar	V	V;NFIN
提高	aumenta	提高	aumentar	V	V;IND;SG;3;PRS;FIN
提高	aumentan	提高	aumentar	V	V;IND;PL;3;PRS;FIN
嚴重	serios	嚴重	serio	ADJ	ADJ;MASC;PL
嚴重	seria	嚴重	serio	ADJ	ADJ;FEM;SG
嚴重	serio	嚴重	serio	ADJ	ADJ;MASC;SG
嚴重	grave	嚴重	grave	ADJ	ADJ;SG
嚴重	severas	嚴重	severo	ADJ	ADJ;FEM;PL
嚴重	severa	嚴重	severo	ADJ	ADJ;FEM;SG
嚴重	severo	嚴重	severo	ADJ	ADJ;MASC;SG
嚴重	grave	嚴重	grave	ADJ	ADJ;SG
論	teoría	論	teoría	N	N;FEM;SG
論	teoria	論	teoria	N	N;FEM;SG
背景	antecedentes	背景	antecedente	N	N;MASC;PL
背景	fondos	背景	fondo	N	N;MASC;PL
母親	madre	母親	madre	N	N;FEM;SG
訓練	entrenando	訓練	entrenar	V	V;V.MSDR
行為	comportamiento	行為	comportamiento	N	N;MASC;SG
行為	conducta	行為	conducta	N	N;FEM;SG
行為	comportamientos	行為	comportamiento	N	N;MASC;PL
行為	conductas	行為	conducta	N	N;FEM;PL
行為	comportamiento	行為	comportamiento	N	N;MASC;SG
行為	comportamientos	行為	comportamiento	N	N;MASC;PL
行為	conducta	行為	conducta	N	N;FEM;SG
行為	conducta	行為	conducta	N	N;FEM;SG
工業	industrias	工業	industria	N	N;FEM;PL
工業	industria	工業	industria	N	N;FEM;SG
工業	industria	工業	industria	N	N;FEM;SG
坦克	tanques	坦克	tanque	N	N;MASC;PL
坦克	tanque	坦克	tanque	N	N;MASC;SG
坦克	cisterna	坦克	cisterna	N	N;FEM;SG
坦克	tanques	坦克	tanque	N	N;MASC;PL
坦克	cisternas	坦克	cisterna	N	N;FEM;PL
劇場	teatro	劇場	teatro	N	N;MASC;SG
劇場	teatros	劇場	teatro	N	N;MASC;PL
劇場	teatro	劇場	teatro	N	N;MASC;SG
水域	aguas	水域	agua	N	N;FEM;PL
水域	waters	水域	waters	N	N
收入	rentas	收入	renta	N	N;FEM;PL
收入	ingresos	收入	ingreso	N	N;MASC;PL
收入	ingresos	收入	ingreso	N	N;MASC;PL
收入	ganancias	收入	ganancia	N	N;FEM;PL
收入	ingresos	收入	ingreso	N	N;MASC;PL
收入	rentas	收入	renta	N	N;FEM;PL
收入	ingreso	收入	ingreso	N	N;MASC;SG
收入	renta	收入	renta	N	N;FEM;SG
收入	ingresos	收入	ingreso	N	N;MASC;PL
成績	logros	成績	logro	N	N;MASC;PL
成績	realizaciones	成績	realización	N	N;FEM;PL
成績	grados	成績	grado	N	N;MASC;PL
成績	logros	成績	logro	N	N;MASC;PL
成績	realizaciones	成績	realización	N	N;FEM;PL
成績	logros	成績	logro	N	N;MASC;PL
成績	logro	成績	logro	N	N;MASC;SG
姓	apellidos	姓	apellido	N	N;MASC;PL
姓	apellido	姓	apellido	N	N;MASC;SG
菜	platillo	菜	platillo	N	N;MASC;SG
菜	plato	菜	plato	N	N;MASC;SG
菜	cocina	菜	cocina	N	N;FEM;SG
菜	gastronomía	菜	gastronomía	N	N;FEM;SG
菜	platillos	菜	platillo	N	N;MASC;PL
菜	platos	菜	plato	N	N;MASC;PL
灰	grises	灰	gris	N	N;PL
灰	canas	灰	cana	N	N;FEM;PL
灰	cenizas	灰	ceniza	N	N;FEM;PL
灰	ceniza	灰	cenizar	N	N;FEM;SG
灰	grey	灰	grey	N	N
灰	grises	灰	gris	N	N;PL
灰	cenizas	灰	ceniza	N	N;FEM;PL
工具	tool	工具	tool	N	N
工具	herramienta	工具	herramienta	N	N;FEM;SG
工具	instrumento	工具	instrumento	N	N;MASC;SG
工具	instrumentos	工具	instrumento	N	N;MASC;PL
工具	herramientas	工具	herramienta	N	N;FEM;PL
提升	actualizar	提升	actualizar	V	V;NFIN
提升	actualizando	提升	actualizar	V	V;V.MSDR
提升	levantar	提升	levantar	V	V;NFIN
品牌	marcas	品牌	marca	N	N;FEM;PL
品牌	brand	品牌	brand	N	N
品牌	marca	品牌	marca	N	N;FEM;SG
翻譯	traducir	翻譯	traducir	V	V;NFIN
翻譯	traduciendo	翻譯	traducir	V	V;V.MSDR
翻譯	traducir	翻譯	traducir	V	V;NFIN
翻譯	traduzca	翻譯	traducir	V	V;SBJV;SG;3;PRS;FIN
翻譯	traduce	翻譯	traducir	V	V;IND;SG;3;PRS;FIN
目標	gol	目標	gol	N	N;MASC;SG
目標	meta	目標	meta	N	N;FEM;SG
目標	objetivo	目標	objetivo	N	N;MASC;SG
目標	portería	目標	portería	N	N;FEM;SG
目標	objetivos	目標	objetivo	N	N;MASC;PL
目標	metas	目標	meta	N	N;FEM;PL
目標	objetivos	目標	objetivo	N	N;MASC;PL
目標	goles	目標	gol	N	N;MASC;PL
目標	objetivo	目標	objetivo	N	N;MASC;SG
目標	metas	目標	meta	N	N;FEM;PL
目標	objetivos	目標	objetivo	N	N;MASC;PL
目標	blancos	目標	blanco	N	N;MASC;PL
目標	objetivo	目標	objetivo	N	N;MASC;SG
目標	target	目標	target	N	N;SG
基礎	base	基礎	base	N	N;SG
自動	auto	自動	auto	N	N;MASC;SG
自動	automatica	自動	automatico	N	N;FEM;SG
群島	archipiélago	群島	archipiélago	N	N;MASC;SG
群島	islas	群島	isla	N	N;FEM;PL
理論	teoría	理論	teoría	N	N;FEM;SG
理論	teoria	理論	teoria	N	N;FEM;SG
理論	doctrina	理論	doctrina	N	N;FEM;SG
理論	teorías	理論	teoría	N	N;FEM;PL
軍隊	ejército	軍隊	ejército	N	N;MASC;SG
軍隊	army	軍隊	army	N	N
軍隊	ejercito	軍隊	ejercito	N	N;MASC;SG
鏡	espejo	鏡	espejo	N	N;MASC;SG
鏡	mirror	鏡	mirror	N	N;MASC;SG
大樓	edificio	大樓	edificio	N	N;MASC;SG
大樓	edificación	大樓	edificación	N	N;FEM;SG
大樓	construcción	大樓	construcción	N	N;FEM;SG
出口	salida	出口	salida	N	N;FEM;SG
出口	exportación	出口	exportación	N	N;FEM;SG
出口	exportaciones	出口	exportación	N	N;FEM;PL
出口	exportación	出口	exportación	N	N;FEM;SG
出口	export	出口	export	N	N
出口	exportaciones	出口	exportación	N	N;FEM;PL
出口	salidas	出口	salida	N	N;FEM;PL
地震	terremoto	地震	terremoto	N	N;MASC;SG
地震	terremotos	地震	terremoto	N	N;MASC;PL
地震	temblor	地震	temblor	N	N;MASC;SG
地震	sismo	地震	sismo	N	N;MASC;SG
地震	terremotos	地震	terremoto	N	N;MASC;PL
地震	temblores	地震	temblor	N	N;MASC;PL
關於	sobre	關於	sobre	ADP	ADP
海外	ultramar	海外	ultramar	N	N;MASC;SG
海外	offshore	海外	offshorar	N	N;MASC;SG
產品	producto	產品	producto	N	N;MASC;SG
產品	productos	產品	producto	N	N;MASC;PL
助理	asistente	助理	asistente	N	N;SG
助理	ayudante	助理	ayudante	N	N;SG
助理	auxiliares	助理	auxiliar	N	N;MASC;PL
助理	asistentes	助理	asistente	N	N;PL
助理	ayudantes	助理	ayudante	N	N;PL
畫	pintura	畫	pintura	N	N;FEM;SG
畫	pinta	畫	pinta	N	N;FEM;SG
畫	empate	畫	empate	N	N;MASC;SG
畫	sorteo	畫	sorteo	N	N;MASC;SG
畫	cuadro	畫	cuadro	N	N;MASC;SG
畫	pintura	畫	pintura	N	N;FEM;SG
舞	baile	舞	baile	N	N;MASC;SG
舞	bailes	舞	bail	N	N;MASC;PL
舞	danza	舞	danza	N	N;FEM;SG
舞	baile	舞	baile	N	N;MASC;SG
舞	bailes	舞	bail	N	N;MASC;PL
舞	danza	舞	danza	N	N;FEM;SG
獸	beast	獸	beast	N	N
獸	bestia	獸	bestia	N	N;FEM;SG
汽車	coches	汽車	coche	N	N;MASC;PL
汽車	coche	汽車	coche	N	N;MASC;SG
汽車	automóvil	汽車	automóvil	N	N;MASC;SG
汽車	carro	汽車	carro	N	N;MASC;SG
汽車	auto	汽車	auto	N	N;MASC;SG
汽車	coches	汽車	coche	N	N;MASC;PL
汽車	automóviles	汽車	automóvil	N	N;MASC;PL
汽車	carros	汽車	carro	N	N;MASC;PL
汽車	autos	汽車	auto	N	N;MASC;PL
避免	evitando	避免	evitar	V	V;V.MSDR
避免	evitar	避免	evitar	V	V;NFIN
避免	evitar	避免	evitar	V	V;NFIN
避免	evita	避免	evitar	V	V;IND;SG;3;PRS;FIN
避免	evitan	避免	evitar	V	V;IND;PL;3;PRS;FIN
避免	evite	避免	evitar	V	V;IMP;SG;3;FIN
避免	eviten	避免	evitar	V	V;IMP;PL;3;FIN
命令	ordenar	命令	ordenar	V	V;NFIN
遠	far	遠	far		
結構	estructuras	結構	estructura	N	N;FEM;PL
結構	arquitectura	結構	arquitectura	N	N;FEM;SG
結構	estructura	結構	estructura	N	N;FEM;SG
字母	alfabeto	字母	alfabeto	N	N;MASC;SG
字母	cartas	字母	carta	N	N;FEM;PL
字母	letras	字母	letra	N	N;FEM;PL
字母	letra	字母	letra	N	N;FEM;SG
字母	carta	字母	carta	N	N;FEM;SG
大陸	continente	大陸	continente	N	N;MASC;SG
大陸	continente	大陸	continente	N	N;MASC;SG
大陸	continentes	大陸	continente	N	N;MASC;PL
海岸	shore	海岸	shorar	N	N;SG
海岸	orilla	海岸	orilla	N	N;FEM;SG
海岸	litoral	海岸	litoral	N	N;MASC;SG
海岸	costa	海岸	costa	N	N;FEM;SG
海岸	costas	海岸	costa	N	N;FEM;PL
都市	metropolis	都市	metropoli	N	N
都市	metrópoli	都市	metrópoli	N	N;FEM;SG
都市	metrópolis	都市	metrópoli	N	N;FEM;PL
學習	estudiar	學習	estudiar	V	V;NFIN
學習	estudiando	學習	estudiar	V	V;V.MSDR
學習	estudiar	學習	estudiar	V	V;NFIN
學習	estudia	學習	estudiar	V	V;IND;SG;3;PRS;FIN
學習	aprender	學習	aprender	V	V;NFIN
學習	aprendiendo	學習	aprender	V	V;V.MSDR
學習	aprenda	學習	aprender	V	V;IMP;SG;3;FIN
學習	aprendan	學習	aprender	V	V;IMP;PL;3;FIN
學習	aprender	學習	aprender	V	V;NFIN
學習	aprende	學習	aprender	V	V;IND;SG;3;PRS;FIN
動	movimiento	動	movimiento	N	N;MASC;SG
動	mudanza	動	mudanza	N	N;FEM;SG
樂團	band	樂團	band	N	N;SG
樂團	banda	樂團	banda	N	N;FEM;SG
樂團	orchestra	樂團	orchestra	N	N;FEM;SG
樂團	orquesta	樂團	orquesta	N	N;FEM;SG
材料	material	材料	material	N	N;MASC;SG
材料	materiales	材料	material	N	N;MASC;PL
材料	material	材料	material	N	N;MASC;SG
材料	materias	材料	materia	N	N;FEM;PL
材料	materiales	材料	material	N	N;MASC;PL
士兵	soldados	士兵	soldado	N	N;MASC;PL
士兵	soldados	士兵	soldado	N	N;MASC;PL
魔法	magic	魔法	magic	N	N
魔法	magia	魔法	magia	N	N;FEM;SG
茶	té	茶	té	N	N;MASC;SG
孩子	niño	孩子	niño	N	N;MASC;SG
孩子	niña	孩子	niña	N	N;FEM;SG
代理	actuar	代理	actuar	V	V;NFIN
代理	actuando	代理	actuar	V	V;V.MSDR
組合	combinación	組合	combinación	N	N;FEM;SG
組合	mix	組合	mix	N	N
組合	mezcla	組合	mezcla	N	N;FEM;SG
正常	normalidad	正常	normalidad	N	N;FEM;SG
王子	principe	王子	principe	N	N;MASC;SG
王子	prince	王子	prince	N	N
王子	príncipe	王子	príncipe	N	N;MASC;SG
模型	modelos	模型	modelo	N	N;MASC;PL
模型	maquetas	模型	maqueta	N	N;FEM;PL
模型	modelos	模型	modelo	N	N;MASC;PL
模型	maqueta	模型	maqueta	N	N;FEM;SG
模型	modelo	模型	modelo	N	N;MASC;SG
夜	nights	夜	night	N	N
夜	noches	夜	noche	N	N;FEM;PL
夜	noche	夜	noche	N	N;FEM;SG
夜	noches	夜	noche	N	N;FEM;PL
夜	night	夜	night	N	N
乘客	pasajeros	乘客	pasajero	N	N;MASC;PL
乘客	pasajero	乘客	pasajero	N	N;MASC;SG
乘客	pasajeros	乘客	pasajero	N	N;MASC;PL
錦標	campeonatos	錦標	campeonato	N	N;MASC;PL
錦標	campeonato	錦標	campeonato	N	N;MASC;SG
錦標	torneo	錦標	torneo	N	N;MASC;SG
錦標	torneos	錦標	torneo	N	N;MASC;PL
錦標	torneos	錦標	torneo	N	N;MASC;PL
錦標	campeonato	錦標	campeonato	N	N;MASC;SG
錦標	championship	錦標	championship	N	N;MASC;SG
錦標	campeonatos	錦標	campeonato	N	N;MASC;PL
禁止	prohibir	禁止	prohibir	V	V;NFIN
宣傳	publicidad	宣傳	publicidad	N	N;FEM;SG
宣傳	propaganda	宣傳	propaganda	N	N;FEM;SG
宣傳	promoción	宣傳	promoción	N	N;FEM;SG
巨大	inmensa	巨大	inmenso	ADJ	ADJ;FEM;SG
巨大	inmenso	巨大	inmenso	ADJ	ADJ;MASC;SG
巨大	enormes	巨大	enorme	ADJ	ADJ;PL
巨大	enorme	巨大	enorme	ADJ	ADJ;SG
同樣	igualmente	同樣	igualmente	ADV	ADV
蛇	culebra	蛇	culebra	N	N;FEM;SG
蛇	víbora	蛇	víbora	N	N;FEM;SG
蛇	snake	蛇	snake	N	N
蛇	serpiente	蛇	serpiente	N	N;FEM;SG
蛇	víboras	蛇	víbora	N	N;FEM;PL
蛇	serpientes	蛇	serpiente	N	N;FEM;PL
紫	púrpura	紫	púrpura	N	N;FEM;SG
紫	violeta	紫	violeto	N	N;FEM;SG
紫	violet	紫	violet	N	N;SG
紫	violeta	紫	violeto	N	N;FEM;SG
紫	violetas	紫	violeto	N	N;FEM;PL
週	week	週	week	N	N;FEM;SG
週	semana	週	semana	N	N;FEM;SG
森林	bosque	森林	bosque	N	N;MASC;SG
森林	selva	森林	selva	N	N;FEM;SG
森林	bosques	森林	bosque	N	N;MASC;PL
森林	bosques	森林	bosque	N	N;MASC;PL
森林	selva	森林	selva	N	N;FEM;SG
森林	bosque	森林	bosque	N	N;MASC;SG
介紹	introduciendo	介紹	introducir	V	V;V.MSDR
介紹	presentando	介紹	presentar	V	V;V.MSDR
介紹	presentamos	介紹	presentar	V	V;IND;PL;1;PRS;FIN
白色	white	白色	white	N	N
白色	blancos	白色	blanco	N	N;MASC;PL
晚上	tardes	晚上	tarde	N	N;FEM;PL
晚上	noche	晚上	noche	N	N;FEM;SG
晚上	velada	晚上	velado	N	N;FEM;SG
晚上	noche	晚上	noche	N	N;FEM;SG
晚上	noches	晚上	noche	N	N;FEM;PL
晚上	night	晚上	night	N	N
國王	king	國王	king	N	N
國王	rey	國王	rey	N	N;MASC;SG
耳	oreja	耳	oreja	N	N;FEM;SG
耳	orejas	耳	oreja	N	N;FEM;PL
耳	oídos	耳	oído	N	N;MASC;PL
改變	cambiar	改變	cambiar	V	V;NFIN
改變	cambiando	改變	cambiar	V	V;V.MSDR
改變	cambiar	改變	cambiar	V	V;NFIN
改變	cambia	改變	cambiar	V	V;IND;SG;3;PRS;FIN
廣場	cuadrado	廣場	cuadrado	N	N;MASC;SG
廣場	square	廣場	square	N	N;MASC;SG
廣場	plaza	廣場	plaza	N	N;FEM;SG
廣場	piazza	廣場	piazza	N	N;FEM;SG
廣場	plaza	廣場	plaza	N	N;FEM;SG
市民	ciudadanos	市民	ciudadano	N	N;MASC;PL
市民	ciudadanas	市民	ciudadana	N	N;FEM;PL
市民	ciudadanas	市民	ciudadana	N	N;FEM;PL
市民	ciudadana	市民	ciudadana	N	N;FEM;SG
市民	ciudadano	市民	ciudadano	N	N;MASC;SG
市民	ciudadanos	市民	ciudadano	N	N;MASC;PL
樹	árboles	樹	árbol	N	N;MASC;PL
樹	árbol	樹	árbol	N	N;MASC;SG
樹	arbol	樹	arbol	N	N;MASC;SG
樹	arboles	樹	arbol	N	N;MASC;PL
樹	árboles	樹	árbol	N	N;MASC;PL
聯邦	federación	聯邦	federación	N	N;FEM;SG
聯邦	confederación	聯邦	confederación	N	N;FEM;SG
麻	cáñamo	麻	cáñamo	N	N;MASC;SG
酸	ácidos	酸	ácido	N	N;MASC;PL
酸	acido	酸	acido	N	N;MASC;SG
酸	ácido	酸	ácido	N	N;MASC;SG
酸	ácidos	酸	ácido	N	N;MASC;PL
董事	directores	董事	director	N	N;MASC;PL
外交	diplomático	外交	diplomático	N	N;MASC;SG
外交	diplomacia	外交	diplomacia	N	N;FEM;SG
外交	diplomacia	外交	diplomacia	N	N;FEM;SG
夫人	señora	夫人	señora	N	N;FEM;SG
夫人	madame	夫人	madame	N	N;FEM;SG
夫人	madam	夫人	madam	N	N;SG
公斤	kilogramos	公斤	kilogramo	N	N;MASC;PL
公斤	kilos	公斤	kilo	N	N;MASC;PL
公斤	kilogramo	公斤	kilogramo	N	N;MASC;SG
公斤	kilo	公斤	kilo	N	N;MASC;SG
效果	efecto	效果	efecto	N	N;MASC;SG
效果	efectos	效果	efecto	N	N;MASC;PL
資格	cualificaciones	資格	cualificación	N	N;FEM;PL
資格	titulación	資格	titulación	N	N;FEM;SG
資格	cualificación	資格	cualificación	N	N;FEM;SG
資格	calificación	資格	calificación	N	N;FEM;SG
輪	rueda	輪	rueda	N	N;FEM;SG
輪	ruedas	輪	rueda	N	N;FEM;PL
輪	redonda	輪	redonda	N	N;FEM;SG
輪	ronda	輪	ronda	N	N;FEM;SG
輪	round	輪	round	N	N;MASC;SG
記錄	grabando	記錄	grabar	V	V;V.MSDR
記錄	grabar	記錄	grabar	V	V;NFIN
記錄	grabar	記錄	grabar	V	V;NFIN
作戰	combatir	作戰	combatir	V	V;NFIN
寫	escribe	寫	escribir	V	V;IND;SG;3;PRS;FIN
寫	escribo	寫	escribir	V	V;IND;SG;1;PRS;FIN
寫	escribir	寫	escribir	V	V;NFIN
寫	escriba	寫	escribir	V	V;IMP;SG;3;FIN
寫	escribiendo	寫	escribir	V	V;V.MSDR
寫	escribir	寫	escribir	V	V;NFIN
鹿	ciervos	鹿	ciervo	N	N;MASC;PL
鹿	ciervo	鹿	ciervo	N	N;MASC;SG
地理	geografía	地理	geografía	N	N;FEM;SG
網頁	website	網頁	website	N	N;MASC;SG
網頁	web	網頁	web	N	N;FEM;SG
網頁	sitio	網頁	sitio	N	N;MASC;SG
秘密	secret	秘密	secret	N	N
秘密	secreto	秘密	secreto	N	N;MASC;SG
秘密	secretos	秘密	secreto	N	N;MASC;PL
變	cambiar	變	cambiar	V	V;NFIN
變	cambia	變	cambiar	V	V;IND;SG;3;PRS;FIN
人	npc	人	npc	N	N;MASC;SG
開放	abrir	開放	abrir	V	V;NFIN
開放	abre	開放	abrir	V	V;IND;SG;3;PRS;FIN
開放	abra	開放	abrir	V	V;IMP;SG;3;FIN
運輸	transportes	運輸	transporte	N	N;MASC;PL
運輸	transporte	運輸	transporte	N	N;MASC;SG
運輸	transportación	運輸	transportación	N	N;FEM;SG
運輸	transportes	運輸	transporte	N	N;MASC;PL
運輸	transporte	運輸	transporte	N	N;MASC;SG
背	back	背	back		
大小	tamaños	大小	tamaño	N	N;MASC;PL
大小	tallas	大小	talla	N	N;FEM;PL
大小	size	大小	sizar	N	N
大小	talla	大小	talla	N	N;FEM;SG
大小	tamaño	大小	tamaño	N	N;MASC;SG
習性	costumbres	習性	costumbre	N	N;FEM;PL
習性	hábitos	習性	hábito	N	N;MASC;PL
頂	cima	頂	cima	N	N;FEM;SG
三	tres	三	tres	NUM	NUM;PL
今天	today	今天	today	N	N
符	amuleto	符	amuleto	N	N;MASC;SG
親	beso	親	beso	N	N;MASC;SG
親	kiss	親	kiss	N	N
兒子	hijo	兒子	hijo	N	N;MASC;SG
骨	bones	骨	bone	N	N
骨	huesos	骨	hueso	N	N;MASC;PL
骨	hueso	骨	hueso	N	N;MASC;SG
骨	bone	骨	bone	N	N
骨	huesos	骨	hueso	N	N;MASC;PL
人口	censo	人口	censo	N	N;MASC;SG
人口	censos	人口	censo	N	N;MASC;PL
人口	censos	人口	censo	N	N;MASC;PL
戰役	batalla	戰役	batalla	N	N;FEM;SG
戰役	combate	戰役	combate	N	N;MASC;SG
戰役	batallas	戰役	batalla	N	N;FEM;PL
戰役	batallas	戰役	batalla	N	N;FEM;PL
電台	radio	電台	radio	N	N;FEM;SG
電台	radios	電台	radio	N	N;FEM;PL
墓	tumba	墓	tumba	N	N;FEM;SG
墓	sepulcro	墓	sepulcro	N	N;MASC;SG
墓	tumba	墓	tumba	N	N;FEM;SG
北方	norte	北方	norte	N	N;MASC;SG
北方	norte	北方	norte	N	N;MASC;SG
北方	northern	北方	northern	N	N
活躍	activos	活躍	activo	N	N;MASC;PL
星期	lunes	星期	lunes	N	N
星期	lunes	星期	lunes	N	N
首播	estrenó	首播	estrenar	V	V;IND;SG;3;PST;FIN
業務	empresa	業務	empresa	N	N;FEM;SG
業務	negocio	業務	negocio	N	N;MASC;SG
業務	negocios	業務	negocio	N	N;MASC;PL
前身	predecesor	前身	predecesor	N	N;MASC;SG
前身	antecesor	前身	antecesor	N	N;MASC;SG
前身	predecesora	前身	predecesora	N	N;FEM;SG
前身	predecesores	前身	predecesor	N	N;MASC;PL
前身	precursor	前身	precursor	N	N;MASC;SG
投資	inversión	投資	inversión	N	N;FEM;SG
投資	inversion	投資	inversion	N	N;FEM;SG
投資	inversiones	投資	inversión	N	N;FEM;PL
投資	inversión	投資	inversión	N	N;FEM;SG
投資	inversiones	投資	inversión	N	N;FEM;PL
