kategória	kategoria	kategória	kategoria	N;NOM;FEM;SG	N;NOM;FEM;SG
prostredie	środowisko	prostredie	środowisko	N;NOM;NEUT;SG	N;NOM;NEUT;SG
prostredie	otoczenie	prostredie	otoczyć	N;NOM;NEUT;SG	N;NOM;NEUT;SG
biela	biała	biely	biały	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
dedina	wioska	dedina	wioska	N;NOM;FEM;SG	N;NOM;FEM;SG
dedina	village	dedina	village	N;NOM;FEM;SG	N;NOM;MASC;SG
dedina	wieś	dedina	wieś	N;NOM;FEM;SG	N;NOM;FEM;SG
dáta	dane	dát	dana	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
značka	znak	značka	znak	N;NOM;FEM;SG	N;NOM;MASC;SG
značka	znacznik	značka	znacznik	N;NOM;FEM;SG	N;NOM;MASC;SG
ľahko	łatwo	ľahko	łatwo	ADV	ADV
ľahko	łatwo	ľahko	łatwo	ADV	ADV
zbrane	pistolety	zbraň	pistolet	N;NOM;FEM;PL	N;NOM;MASC;PL
zbrane	ramiona	zbraň	ramię	N;NOM;FEM;PL	N;NOM;NEUT;PL
zbrane	ręce	zbraň	ręka	N;NOM;FEM;PL	N;NOM;FEM;PL
toky	strumienie	tok	strumienie	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
toky	przepływy	tok	przepływ	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
nemal	mial	mať	mial	V;ANIM;IPFV;MASC;SG;NEG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
nemal	miał	mať	mieć	V;ANIM;IPFV;MASC;SG;NEG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
nemal	miała	mať	mieć	V;ANIM;IPFV;MASC;SG;NEG;PST;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN;ACT
nemal	miał	mať	mieć	V;ANIM;IPFV;MASC;SG;NEG;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
pravidelne	regularnie	pravidelne	regularnie	ADV	ADV
pravidelne	regularnie	pravidelne	regularnie	ADV	ADV
pravidelne	okresowo	pravidelne	okresowo	ADV	ADV
motorov	silników	motor	silnik	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
kráľovná	królowa	kráľovná	królowa	N;NOM;FEM;SG	N;NOM;FEM;SG
hlavy	głowice	hlava	głowica	N;NOM;FEM;PL	N;NOM;FEM;PL
autori	pisarze	autori	pisarz	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
autori	autorzy	autori	autor	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
vzdelanie	kształcenie	vzdelanie	kształcenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
vzdelanie	wykształcenie	vzdelanie	wykształcenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
vzdelanie	edukacja	vzdelanie	edukacja	N;NOM;NEUT;SG	N;NOM;FEM;SG
kozmonaut	kosmonauta	kozmonaut	kosmonauta	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
kozmonaut	kosmita	kozmonaut	kosmita	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
fotografie	fotografie	fotografia	fotografia	N;NOM;FEM;PL	N;NOM;FEM;PL
fotografie	fotografie	fotografia	fotografia	N;NOM;FEM;PL	N;NOM;FEM;PL
fotografie	zdjęcia	fotografia	zdjęcie	N;NOM;FEM;PL	N;NOM;NEUT;PL
fotografie	fotografie	fotografia	fotografia	N;NOM;FEM;PL	N;NOM;FEM;PL
fotografie	zdjęcia	fotografia	zdjęcie	N;NOM;FEM;PL	N;NOM;NEUT;PL
vojsko	wojsko	vojsko	wojsko	N;NOM;NEUT;SG	N;NOM;NEUT;SG
vojsko	wojska	vojsko	wojsko	N;NOM;NEUT;SG	N;NOM;NEUT;SG
vojsko	wojska	vojsko	wojsko	N;NOM;NEUT;SG	N;NOM;NEUT;SG
vojsko	wojska	vojsko	wojsko	N;NOM;NEUT;SG	N;NOM;NEUT;SG
vojsko	wojsko	vojsko	wojsko	N;NOM;NEUT;SG	N;NOM;NEUT;SG
vojsko	armia	vojsko	armia	N;NOM;NEUT;SG	N;NOM;FEM;SG
island	islandia	island	islandia	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
navrhol	zasugerował	navrhnúť	zasugerować	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
mier	pokój	mier	pokój	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
patrila	należał	patriť	należeć	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
bližšie	bliżej	blízko	blisko	ADV;CMPR	ADV;CMPR
bližšie	bliżej	blízko	blisko	ADV;CMPR	ADV;CMPR
preteky	wyścigi	preteky	wyścig	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
preteky	wyścigi	preteky	wyścig	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
tlak	presja	tlak	presja	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
tlak	ciśnienie	tlak	ciśnienie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
tlak	nacisk	tlak	nacisk	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
stroj	automat	stroj	automat	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
stroj	maszyna	stroj	maszyna	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
konal	działał	konať	działać	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
konal	działała	konať	działać	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN;ACT
štít	tarcza	štít	tarczyć	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
štít	osłona	štít	osłona	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
chemik	chemik	chemik	chemik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
budúcnosti	przyszłości	budúcnosť	przyszłość	N;DAT;FEM;SG	N;DAT;FEM;SG
ťažko	ciężko	ťažko	ciężko	ADV	ADV
štruktúra	struktura	štruktúra	struktura	N;NOM;FEM;SG	N;NOM;FEM;SG
štruktúra	faktura	štruktúra	faktura	N;NOM;FEM;SG	N;NOM;FEM;SG
štruktúra	struktura	štruktúra	struktura	N;NOM;FEM;SG	N;NOM;FEM;SG
štruktúra	konstrukcja	štruktúra	konstrukcja	N;NOM;FEM;SG	N;NOM;FEM;SG
budapešti	budapeszt	budapešť	budapeszt	N;NOM;FEM;SG	N;NOM;MASC;SG
priebeh	postęp	priebeh	postęp	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
publicista	publicysta	publicista	publicysta	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
princíp	zasada	princíp	zasada	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
profesionálny	zawodowe	profesionálny	zawodowy	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
profesionálny	profesjonalne	profesionálny	profesjonalny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
profesionálny	profesjonalna	profesionálny	profesjonalny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
profesionálny	profesjonalny	profesionálny	profesjonalny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
evanjelický	luterański	evanjelický	luterański	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
operácie	operacje	operácia	operacja	N;NOM;FEM;PL	N;NOM;FEM;PL
operácie	operacje	operácia	operacja	N;NOM;FEM;PL	N;NOM;FEM;PL
semifinále	półfinały	semifinál	półfinał	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
inžinier	inżynier	inžinker	inżynier	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
vedúci	menadżer	vedúci	menadżer	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
vedúci	kierownik	vedúci	kierownik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
vedúci	menedżer	vedúci	menedżer	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
vedúci	zarządca	vedúci	zarządca	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
vedúci	ołów	vedúci	ołowa	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
muž	samiec	muž	samiec	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
muž	mężczyzna	muž	mężczyzna	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
muž	mężczyzna	muž	mężczyzna	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
muž	człowiek	muž	człowiek	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
mix	mieszanka	mix	mieszanka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
gitarista	gitarzysta	gitarista	gitarzysta	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
kameň	kamień	kameň	kamień	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
kameň	skała	kameň	skała	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
kameň	kamień	kameň	kamień	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
prešiel	zdał	prejsť	zdać	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
prešiel	przeszedł	prejsť	przejść	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
prešiel	minęło	prejsť	minąć	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN;ACT
pôdy	grunty	pôda	grunt	N;NOM;FEM;PL	N;NOM;MASC;PL
vhodné	odpowiednia	vhodný	odpowiedni	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
vhodné	odpowiedni	vhodný	odpowiedni	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
vhodné	stosowne	vhodný	stosowny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
vhodné	właściwe	vhodný	właściwy	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
vhodné	odpowiednia	vhodný	odpowiedni	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
vhodné	odpowiedni	vhodný	odpowiedni	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
gymnázium	siłownia	gymnázium	siłownia	N;NOM;NEUT;SG	N;NOM;FEM;SG
gymnázium	gimnazjum	gymnázium	gimnazjum	N;NOM;NEUT;SG	N;NOM;NEUT;SG
osobný	osobiste	osobný	osobisty	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
osobný	osobista	osobný	osobisty	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
osobný	osobisty	osobný	osobisty	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
zmluva	umowa	zmluva	umowa	N;NOM;FEM;SG	N;NOM;FEM;SG
zmluva	zlecenie	zmluva	zlecenie	N;NOM;FEM;SG	N;NOM;NEUT;SG
zmluva	traktat	zmluva	traktat	N;NOM;FEM;SG	N;NOM;MASC;SG
dlhá	długa	dlhý	długi	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
dlhá	długie	dlhý	długi	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
zvyšok	pozostałość	zvyšok	pozostałość	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
úlohy	przydziały	úloha	przydział	N;NOM;FEM;PL	N;NOM;MASC;PL
klávesy	klucze	kláves	klucz	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
klávesy	klawisze	kláves	klawisz	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
novinár	dziennikarstwo	novinár	dziennikarstwo	N;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG
novinár	dziennikarz	novinár	dziennikarz	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
novinár	dziennikarka	novinár	dziennikarka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
nikto	nikt	nikto	nikt	PRO;ANIM;NOM;MASC;SG	PRO;NOM;MASC;SG
trhu	rynku	trh	rynek	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
údajne	przypuszczalnie	údajne	przypuszczalnie	ADV	ADV
linky	linie	linka	linąć	N;NOM;FEM;PL	N;NOM;FEM;PL
linky	linki	linka	linka	N;NOM;FEM;PL	N;NOM;FEM;PL
diaľnica	autostrada	diaľnica	autostrada	N;NOM;FEM;SG	N;NOM;FEM;SG
diaľnica	autostrada	diaľnica	autostrada	N;NOM;FEM;SG	N;NOM;FEM;SG
schopný	zdolne	schopný	zdolny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
schopný	zdolna	schopný	zdolny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
schopný	zdolny	schopný	zdolny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
schopný	zdolne	schopný	zdolny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
schopný	zdolna	schopný	zdolny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
schopný	zdolny	schopný	zdolny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
trh	rynek	trh	rynek	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
trh	targ	trh	targa	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
prevádzky	operacje	prevádzka	operacja	N;NOM;FEM;PL	N;NOM;FEM;PL
prevádzky	placówki	prevádzka	placówka	N;NOM;FEM;PL	N;NOM;FEM;PL
prevádzky	zakłady	prevádzka	zakład	N;NOM;FEM;PL	N;NOM;MASC;PL
prevádzky	instalacje	prevádzka	instalacja	N;NOM;FEM;PL	N;NOM;FEM;PL
láska	miłość	láska	miłość	N;NOM;FEM;SG	N;NOM;FEM;SG
hotel	hotel	hotel	hotel	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
index	indeks	index	indeks	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
index	spis	index	spis	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
index	wskaźnik	index	wskaźnik	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
štruktúry	konstrukcje	štruktúra	konstrukcja	N;NOM;FEM;PL	N;NOM;FEM;PL
štruktúry	budowle	štruktúra	budowa	N;NOM;FEM;PL	N;NOM;MASC;PL
americké	amerykańska	americký	amerykański	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
americké	amerykański	americký	amerykański	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
americké	amerykańskie	americký	amerykański	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
rezervácie	zastrzeżenia	rezervácia	zastrzeżenie	N;NOM;FEM;PL	N;NOM;NEUT;PL
fakulta	wydział	fakult	wydział	N;NOM;FEM;SG	N;NOM;MASC;SG
fakulta	kadra	fakult	kadra	N;NOM;FEM;SG	N;NOM;FEM;SG
európsky	europejska	európsky	europejski	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
európsky	europejski	európsky	europejski	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
európsky	europejskie	európsky	europejski	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
píše	zapisuje	písať	zapisywać	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
píše	pisze	písať	pisać	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
kapela	pasmo	kapel	pasmo	N;NOM;FEM;SG	N;NOM;NEUT;SG
kapela	zespół	kapel	zespół	N;NOM;FEM;SG	N;NOM;MASC;SG
písomná	napisane	písomný	napisać	ADJ;NOM;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
písomná	pisemne	písomný	pisemny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
písomná	zapisane	písomný	zapisać	ADJ;NOM;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
katedrála	katedra	katedrál	katedra	N;NOM;FEM;SG	N;NOM;FEM;SG
vojenský	wojskowy	vojenský	wojskowy	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
vojenský	wojskowe	vojenský	wojskowy	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
plán	plan	plán	plan	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
tretia	trzecia	tretí	trzeci	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
tretia	trzeci	tretí	trzeci	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
podobný	podobna	podobný	podobny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
podobný	podobny	podobný	podobny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
podobný	podobne	podobný	podobny	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
stredisko	ośrodek	stredisko	ośrodek	N;NOM;NEUT;SG	N;NOM;MASC;SG
synov	synów	syn	syn	N;ANIM;ACC;MASC;PL	N;ACC;MASC;PL
oceánu	oceanu	oceán	ocean	N;INAN;GEN;MASC;SG	N;GEN;MASC;SG
členenie	załamanie	členenie	załamanie	N;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
členenie	rozbicie	členenie	rozbić	N;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
spisovateľka	pisarz	spisovateľka	pisarz	N;NOM;FEM;SG	N;NOM;MASC;SG
postaviť	zbudować	postaviť	zbudować	V;PFV;POS;NFIN	V;PFV;NFIN;ACT
prišli	dotarły	prísť	dotrzeć	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;FEM;IND;PL;PST;FIN;ACT
prišli	przybyli	prísť	przybyć	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;MASC;IND;PL;PST;FIN;ACT
dosiahnuť	osiągnąć	dosiahnuť	osiągnąć	V;PFV;POS;NFIN	V;PFV;NFIN;ACT
povedal	powiedział	povedať	powiedzieć	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
medailu	medal	medaila	medal	N;ACC;FEM;SG	N;ACC;MASC;SG
straty	straty	strata	strata	N;NOM;FEM;PL	N;NOM;FEM;PL
straty	straty	strata	strata	N;NOM;FEM;PL	N;NOM;FEM;PL
straty	ofiary	strata	ofiara	N;NOM;FEM;PL	N;NOM;FEM;PL
pes	psie	pes	pić	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
pes	pies	pes	pies	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
pes	piesek	pes	piesek	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
american	amerykanin	american	amerykanin	N;NOM;FEM;SG	N;NOM;MASC;SG
minister	minister	minister	minister	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
momentálne	obecnie	momentálne	obecnie	ADV	ADV
momentálne	aktualnie	momentálne	aktualnie	ADV	ADV
predchodca	poprzednik	predchodca	poprzednik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
mori	morze	more	morze	N;NOM;NEUT;SG	N;NOM;NEUT;SG
domy	domy	dom	dom	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
lety	loty	let	lot	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
sopka	wulkan	sopka	wulkać	N;NOM;FEM;SG	N;NOM;MASC;SG
kariéru	karierę	kariéra	kariera	N;ACC;FEM;SG	N;ACC;FEM;SG
zlaté	śliczna	zlatý	śliczny	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
zlaté	słodkie	zlatý	słodki	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
súčasná	nowoczesny	súčasný	nowoczesny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
stupňa	instancji	stupeň	instancja	N;INAN;GEN;MASC;SG	N;GEN;FEM;SG
starší	starszyzna	starý	starszyzna	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;FEM;SG
starší	starsza	starý	stary	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;FEM;SG
starší	starszy	starý	stary	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;MASC;SG
starší	starsza	starý	stary	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;FEM;SG
starší	starsze	starý	stary	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;NEUT;SG
starší	starszy	starý	stary	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;MASC;SG
karty	kartki	karta	kartka	N;NOM;FEM;PL	N;NOM;FEM;PL
karty	wizytówki	karta	wizytówka	N;NOM;FEM;PL	N;NOM;FEM;PL
študentov	studentów	študent	student	N;ANIM;ACC;MASC;PL	N;ACC;MASC;PL
určený	zdecydowana	určený	zdecydowany	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG
určený	ustalona	určený	ustalić	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
určený	ustalone	určený	ustalić	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
určený	zdeterminowany	určený	zdeterminować	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
určený	zdeterminowana	určený	zdeterminować	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
určený	wyznaczony	určený	wyznaczyć	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
určený	wyznaczona	určený	wyznaczyć	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
určený	wskazany	určený	wskazany	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
určený	wyznaczone	určený	wyznaczyć	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
pomenovanie	termin	pomenovanie	termin	N;NOM;NEUT;SG	N;NOM;MASC;SG
pomenovanie	kadencja	pomenovanie	kadencja	N;NOM;NEUT;SG	N;NOM;FEM;SG
pomenovanie	określenie	pomenovanie	określenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
metódy	sposoby	metóda	sposób	N;NOM;FEM;PL	N;NOM;MASC;PL
útočník	napastnik	útočník	napastnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
útočník	napastnik	útočník	napastnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
podniky	firmy	podnik	firma	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
základ	podstawa	základ	podstawa	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
základ	fundacja	základ	fundacja	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
základ	podkład	základ	podkład	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
základ	podstawa	základ	podstawa	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
základ	baza	základ	baza	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
základ	podstawa	základ	podstawa	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
nástroj	przyrząd	nástroj	przyrząd	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
nástroj	narzędzie	nástroj	narzęd	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
bibliografia	bibliografia	bibliografia	bibliografia	N;NOM;FEM;SG	N;NOM;FEM;SG
radio	radio	radio	radio	N;NOM;NEUT;SG	N;NOM;NEUT;SG
európske	europejska	európsky	europejski	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
európske	europejski	európsky	europejski	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
európske	europejskie	európsky	europejski	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
rozšírenie	rozszerzenia	rozšírenie	rozszerzenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
rozšírenie	wydłużenie	rozšírenie	wydłużyć	N;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
rozšírenie	przedłużenie	rozšírenie	przedłużyć	N;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
rozšírenie	rozszerzenie	rozšírenie	rozszerzenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
rozšírenie	rozszerzenie	rozšírenie	rozszerzenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
rozšírenie	rozszerzenia	rozšírenie	rozszerzenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
rozšírenie	rozszerzenie	rozšírenie	rozszerzenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
rozšírenie	powiększenie	rozšírenie	powiększyć	N;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
rozšírenie	poszerzenie	rozšírenie	poszerzenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
výstup	wyjście	výstup	wyjście	N;INAN;NOM;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
výstup	wyjazd	výstup	wyjazd	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
výstup	wyjścia	výstup	wyjście	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
výstup	wyjście	výstup	wyjście	N;INAN;NOM;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
slová	słowa	slovo	słowo	N;NOM;NEUT;PL	N;NOM;NEUT;PL
maximálna	maksymalny	maximálny	maksymalny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
maximálna	maksymalna	maximálny	maksymalny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
obsahujú	zawierają	obsahovať	zawierać	V;IPFV;IND;PL;3;POS;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
obsahujú	zawierać	obsahovať	zawierać	V;IPFV;IND;PL;3;POS;PRS;FIN	V;IPFV;NFIN;ACT
nástupca	następca	nástupca	następca	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
nástupca	następcy	nástupca	następca	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
zomrela	zmarł	zomrieť	zemrzeć	V;PFV;FEM;SG;POS;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
zostal	pozostał	zostať	pozostać	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
zostal	pozostał	zostať	pozostać	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
pravda	prawda	pravda	prawda	N;NOM;FEM;SG	N;NOM;FEM;SG
pravda	prawda	pravda	prawda	N;NOM;FEM;SG	N;NOM;FEM;SG
