aturar	stå	aturar	stå	V	V;IMP;FIN;ACT
materias	rå	materia	rå	N	N;NOM;INDF;MASC+FEM;SG
materias	raw	materia	raw	N	N;NOM;INDF;NEUT;SG
misericordioso	barmhärtige	misericordioso	barmhärtige	ADJ	ADJ;NOM;DEF;MASC;SG
misericordioso	barmhärtig	misericordioso	barmhärtig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
tradicións	traditioner	tradición	tradition	N	N;NOM;INDF;MASC+FEM;PL
tradicións	traditioner	tradición	tradition	N	N;NOM;INDF;MASC+FEM;PL
tradicións	tradition	tradición	tradition	N	N;NOM;INDF;MASC+FEM;SG
tradicións	traditionen	tradición	tradition	N	N;NOM;DEF;MASC+FEM;SG
alcohol	alkohol	alcohol	alkohol	N	N;NOM;INDF;MASC+FEM;SG
alivio	lindring	alivio	lindring	N	N;NOM;INDF;MASC+FEM;SG
alivio	lättnad	alivio	lättnad	N	N;NOM;INDF;MASC+FEM;SG
alivio	befrielse	alivio	befrielse	N	N;NOM;INDF;MASC+FEM;SG
alivio	lättnader	alivio	lättnad	N	N;NOM;INDF;MASC+FEM;PL
insectos	insekter	insecto	insekt	N	N;NOM;INDF;MASC+FEM;PL
túnel	tunnel	túnel	tunnel	N	N;NOM;INDF;MASC+FEM;SG
túnel	tunneln	túnel	tunnel	N	N;NOM;DEF;MASC+FEM;SG
duelo	duell	duelo	duell	N	N;NOM;INDF;MASC+FEM;SG
duelo	duellen	duelo	duell	N	N;NOM;DEF;MASC+FEM;SG
mares	sea	mar	se	N	N;NOM;INDF;NEUT;SG
mares	sjö	mar	sjö	N	N;NOM;INDF;MASC+FEM;SG
mares	hav	mar	hav	N	N;NOM;INDF;NEUT;SG
mares	havet	mar	hav	N	N;NOM;DEF;NEUT;SG
mares	hav	mar	hav	N	N;NOM;INDF;NEUT;SG
vivas	levande	vivo	levande	ADJ	ADJ;NOM;PRS;V.PTCP
viaxando	reser	viaxar	resa	V	V;IND;PRS;FIN;ACT
artística	riktningen	artístico	riktning	N	N;NOM;DEF;MASC+FEM;SG
artística	riktning	artístico	riktning	N	N;NOM;INDF;MASC+FEM;SG
marxe	rummet	marxe	rum	N	N;NOM;DEF;NEUT;SG
marxe	rum	marxe	rum	N	N;NOM;INDF;NEUT;SG
sigamos	låt	sigar	låta	V	V;IMP;FIN;ACT
resolución	resolution	resolución	resolution	N	N;NOM;INDF;MASC+FEM;SG
resolución	upplösning	resolución	upplösning	N	N;NOM;INDF;MASC+FEM;SG
ensinou	lärde	ensinar	lära	V	V;IMP;FIN;ACT
cegos	blind	cego	blind	N	N;NOM;INDF;MASC+FEM;SG
feixe	högen	feixe	hög	N	N;NOM;DEF;MASC+FEM;SG
feixe	parti	feixe	parti	N	N;NOM;INDF;NEUT;SG
feixe	lot	feixe	lot	N	N;NOM;INDF;MASC+FEM;SG
rexistros	records	rexistro	records	N	N;NOM;INDF;MASC+FEM;SG
rexistros	register	rexistro	regist	N	N;NOM;INDF;NEUT;SG
rexistros	skivor	rexistro	skiva	N	N;NOM;INDF;MASC+FEM;PL
focas	sälar	foca	säl	N	N;NOM;INDF;MASC+FEM;PL
globo	ballong	globo	ballong	N	N;NOM;INDF;MASC+FEM;SG
choraba	gråta	chorar	gråta	V	V;IMP;FIN;ACT
choraba	gråter	chorar	gråta	V	V;IND;PRS;FIN;ACT
choraba	grät	chorar	gräta	V	V;IMP;FIN;ACT
choraba	ropade	chorar	ropa	V	V;IND;PST;FIN;ACT
continuou	fortsatte	continuar	fortsätta	V	V;IND;PST;FIN;ACT
elefante	elefanten	elefante	elefant	N	N;NOM;DEF;MASC+FEM;SG
elefante	elefant	elefante	elefant	N	N;NOM;INDF;MASC+FEM;SG
elefante	elefanter	elefante	elefant	N	N;NOM;INDF;MASC+FEM;PL
elefante	elefanterna	elefante	elefant	N	N;NOM;DEF;MASC+FEM;PL
elefante	elefanter	elefante	elefant	N	N;NOM;INDF;MASC+FEM;PL
golf	golf	golf	golf	N	N;NOM;INDF;MASC+FEM;SG
golf	golfen	golf	golf	N	N;NOM;DEF;MASC+FEM;SG
sétimo	sjunde	sétimo	sju	ADJ	ADJ;NOM
creceu	växte	crecer	växa	V	V;IND;PST;FIN;ACT
venden	säljer	vender	sälja	V	V;IND;PRS;FIN;ACT
venden	sälja	vender	sälja	V	V;IMP;FIN;ACT
empresarios	affärsmän	empresario	affärsmän	N	N;NOM;INDF;MASC+FEM;PL
camas	bäddar	cama	badda	N	N;NOM;INDF;MASC+FEM;PL
camas	sängar	cama	säng	N	N;NOM;INDF;MASC+FEM;PL
atopara	had	atopar	had	V	V;IMP;FIN;ACT
atopara	hadde	atopar	ha	V	V;IND;PST;FIN;ACT
atopara	hade	atopar	ha	V	V;IND;PST;FIN;ACT
atopara	haft	atopar	ha	V	V;V.CVB;ACT
atopara	träffades	atopar	träffa	V	V;IND;PST;FIN;PASS
atopara	mötte	atopar	mötte	V	V;IND;PST;FIN;ACT
atopara	träffade	atopar	träffa	V	V;IND;PST;FIN;ACT
bonecas	dockor	boneca	docka	N	N;NOM;INDF;MASC+FEM;PL
evento	händelse	evento	händelse	N	N;NOM;INDF;MASC+FEM;SG
evento	evenemang	evento	evenemang	N	N;NOM;INDF;NEUT;SG
evento	event	evento	event	N	N;NOM;INDF;NEUT;SG
evento	evenemanget	evento	evenemang	N	N;NOM;DEF;NEUT;SG
festival	festival	festival	festival	N	N;NOM;INDF;MASC+FEM;SG
festival	festivalen	festival	festival	N	N;NOM;DEF;NEUT;PL
determinación	bestämning	determinación	bestämning	N	N;NOM;INDF;MASC+FEM;SG
determinación	beslutsamhet	determinación	beslutsamhet	N	N;NOM;INDF;MASC+FEM;SG
determinación	bestämdhet	determinación	bestämdhet	N	N;NOM;INDF;MASC+FEM;SG
chamaron	ringde	chamar	ringa	V	V;IND;PST;FIN;ACT
chamaron	ringt	chamar	ringa	V	V;V.CVB;ACT
chamaron	ringde	chamar	ringa	V	V;IND;PST;FIN;ACT
chamaron	ringt	chamar	ringa	V	V;V.CVB;ACT
chamaron	kallas	chamar	kalla	V	V;NFIN;PASS
afeita	använda	afeitar	använda	V	V;IMP;FIN;ACT
afeita	använt	afeitar	använda	V	V;V.CVB;ACT
afeita	används	afeitar	använda	V	V;IND;PRS;FIN;PASS
ilusións	illusioner	ilusión	illusion	N	N;NOM;INDF;MASC+FEM;PL
tiran	kasta	ter	kasta	V	V;IMP;FIN;ACT
tiran	kastar	ter	kasta	V	V;IND;PRS;FIN;ACT
tiran	slänga	ter	slänga	V	V;IMP;FIN;ACT
separar	separera	separar	separera	V	V;IMP;NFIN;ACT
arriscar	riskera	arriscar	riskera	V	V;IMP;FIN;ACT
pito	höna	pito	hön	N	N;NOM;INDF;MASC+FEM;SG
pito	kyckling	pito	kyckling	N	N;NOM;INDF;MASC+FEM;SG
pito	cigarett	pito	cigarett	N	N;NOM;INDF;MASC+FEM;SG
censura	censur	censura	censur	N	N;NOM;INDF;MASC+FEM;SG
crianzas	barn	crianza	barn	N	N;NOM;INDF;NEUT;PL
montes	berg	monte	berg	N	N;NOM;INDF;NEUT;SG
montes	fjällen	monte	fjälle	N	N;NOM;DEF;MASC+FEM;SG
chamados	ringde	chamar	ringa	V	V;IND;PST;FIN;ACT
chamados	ringt	chamar	ringa	V	V;V.CVB;ACT
chamados	kallas	chamar	kalla	V	V;NFIN;PASS
cualificación	betyg	cualificación	betyg	N	N;NOM;INDF;NEUT;SG
insultar	förolämpa	insultar	förolämpa	V	V;IMP;FIN;ACT
insultar	förolämpar	insultar	förolämpa	V	V;IND;PRS;FIN;ACT
liberal	liberala	liberal	liberal	ADJ	ADJ;NOM;PL
liberal	liberalt	liberal	liberal	ADJ	ADJ;NOM;INDF;NEUT;SG
descoñecidos	främlingar	descoñecido	främling	N	N;NOM;INDF;MASC+FEM;PL
perdera	had	perderar	had	V	V;IMP;FIN;ACT
perdera	hadde	perderar	ha	V	V;IND;PST;FIN;ACT
perdera	hade	perderar	ha	V	V;IND;PST;FIN;ACT
perdera	haft	perderar	ha	V	V;V.CVB;ACT
escuros	djupa	escuro	djup	ADJ	ADJ;NOM;PL
escuros	mörkt	escuro	mörk	ADJ	ADJ;NOM;INDF;NEUT;SG
escuros	mörk	escuro	mörk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
escuros	mörka	escuro	mörka	ADJ	ADJ;NOM;PL
internacionais	internationell	internacional	internationell	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
internacionais	internationella	internacional	internationell	ADJ	ADJ;NOM;PL
internacionais	internationellt	internacional	internationell	ADJ	ADJ;NOM;INDF;NEUT;SG
socio	kompanjon	socio	kompanjon	N	N;NOM;INDF;MASC+FEM;SG
socio	partner	socio	partner	N	N;NOM;INDF;MASC+FEM;SG
socio	delägare	socio	delägare	N	N;NOM;INDF;MASC+FEM;PL
escoitarme	lyssnade	escoitarme	lyssnad	V	V;IND;PST;V.PTCP;ACT
escoitarme	lyssnar	escoitarme	lyssna	V	V;IND;PRS;FIN;ACT
escoitarme	lyssna	escoitarme	lyssna	V	V;IMP;FIN;ACT
escoitarme	hör	escoitarme	höra	V	V;IND;PRS;FIN;ACT
escoitarme	höra	escoitarme	höra	V	V;IMP;FIN;ACT
rabia	vrede	rabia	vrede	N	N;NOM;INDF;MASC+FEM;SG
rabia	ilska	rabia	ilska	N	N;NOM;INDF;MASC+FEM;SG
rabia	vrede	rabia	vrede	N	N;NOM;INDF;MASC+FEM;SG
rabia	raseri	rabia	raseri	N	N;NOM;INDF;NEUT;SG
rabia	ilska	rabia	ilska	N	N;NOM;INDF;MASC+FEM;SG
rabia	out	rabia	out	N	N;NOM;INDF;MASC+FEM;SG
caros	dyra	caro	dyr	ADJ	ADJ;NOM;PL
caros	dyr	caro	dy	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
caros	dyrt	caro	dyr	ADJ	ADJ;NOM;INDF;NEUT;SG
católica	katolsk	católico	katolsk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
católica	katolska	católico	katolsk	ADJ	ADJ;NOM;PL
católica	katolik	católico	katolik	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
sacrificar	offra	sacrificar	offra	V	V;IMP;FIN;ACT
sacrificar	offrar	sacrificar	offra	V	V;IND;PRS;FIN;ACT
sacrificar	offrar	sacrificar	offra	V	V;IND;PRS;FIN;ACT
sacrificar	offra	sacrificar	offra	V	V;IMP;FIN;ACT
carreta	phantom	carreta	phantom	N	N;NOM;INDF;MASC+FEM;SG
carreta	fantomen	carreta	fantom	N	N;NOM;DEF;MASC+FEM;SG
carreta	vagn	carreta	vagn	N	N;NOM;INDF;MASC+FEM;SG
carreta	kärra	carreta	kärra	N	N;NOM;INDF;MASC+FEM;SG
buscaba	söker	buscar	söka	V	V;IND;PRS;FIN;ACT
buscaba	letar	buscar	leta	V	V;IND;PRS;FIN;ACT
buscaba	tittar	buscar	titta	V	V;IND;PRS;FIN;ACT
dubido	tvivlar	dober	tvivla	V	V;IND;PRS;FIN;ACT
suor	svett	suor	svett	N	N;NOM;INDF;MASC+FEM;SG
merca	köp	merca	köp	N	N;NOM;INDF;NEUT;SG
copas	dryck	copa	dryck	N	N;NOM;INDF;MASC+FEM;SG
copas	drycker	copa	drycka	N	N;NOM;INDF;MASC+FEM;PL
copas	drinkar	copa	drinka	N	N;NOM;INDF;MASC+FEM;PL
pasase	inträffade	pasase	inträffa	V	V;IND;PST;V.PTCP;ACT
pasase	hände	pasase	hände	V	V;IMP;FIN;ACT
recto	straight	recto	straight	N	N;NOM;INDF;MASC+FEM;SG
saúda	say	saúda	say	N	N;NOM;INDF;NEUT;SG
saúda	hallå	saúda	hallå	N	N;NOM;INDF;MASC+FEM;SG
saúda	hello	saúda	hello	N	N;NOM;INDF;MASC+FEM;SG
saúda	hej	saúda	hej	N	N;NOM;INDF;MASC+FEM;SG
saúda	hejsan	saúda	hejsa	N	N;NOM;INDF;MASC+FEM;SG
falabamos	pratade	falabar	prata	V	V;IND;PST;FIN;ACT
falabamos	talade	falabar	tala	V	V;PST;V.PTCP;ACT
contarllo	tell	contarllo	tell	N	N;NOM;INDF;NEUT;SG
dicircho	berätta	dicircho	berätta	V	V;IMP;FIN;ACT
tea	duk	tea	duk	N	N;NOM;INDF;MASC+FEM;SG
tea	trasa	tea	trasa	N	N;NOM;INDF;MASC+FEM;SG
tea	tyg	tea	tyg	N	N;NOM;INDF;NEUT;SG
inspección	inspektioner	inspección	inspektion	N	N;NOM;INDF;MASC+FEM;PL
inspección	inspektion	inspección	inspektion	N	N;NOM;INDF;MASC+FEM;SG
inspección	besiktning	inspección	besiktning	N	N;NOM;INDF;MASC+FEM;SG
máximo	maximal	máximo	maximal	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
máximo	högsta	máximo	hög	ADJ	ADJ;NOM;DEF;RL
cambiaches	byttes	cambiaches	byta	V	V;IND;PST;FIN;PASS
cambiaches	förändrats	cambiaches	förändra	V	V;V.CVB;PASS
cambiaches	ändrats	cambiaches	ändra	V	V;V.CVB;PASS
cambiaches	ändra	cambiaches	ändra	V	V;IMP;FIN;ACT
cambiaches	byt	cambiaches	byta	V	V;IMP;FIN;ACT
cambiaches	byta	cambiaches	byta	V	V;NFIN;ACT
liscou	she	liscar	she	V	V;IMP;FIN;ACT
peitos	her	peito	her	N	N;NOM;INDF;MASC+FEM;SG
peitos	bröst	peito	bröst	N	N;NOM;INDF;NEUT;SG
peitos	bröst	peito	bröst	N	N;NOM;INDF;NEUT;SG
despedido	avskedade	despedir	avskeda	V	V;IND;PST;V.PTCP;ACT
baleiras	tomma	baleira	tom	ADJ	ADJ;NOM;PL
baleiras	tomt	baleira	tom	ADJ	ADJ;NOM;INDF;NEUT;SG
furioso	rasande	furioso	rasa	ADJ	ADJ;NOM;PRS;V.PTCP
furioso	ursinnig	furioso	ursinnig	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
sacalo	get	sacalo	ge	N	N;NOM;INDF;MASC+FEM;SG
sacalo	out	sacalo	out	N	N;NOM;INDF;MASC+FEM;SG
sacalo	take	sacalo	take	N	N;NOM;INDF;MASC+FEM;SG
sacalo	tagning	sacalo	tagning	N	N;NOM;INDF;MASC+FEM;SG
vina	såg	vina	se	V	V;IMP;FIN;ACT
retiro	pensionering	retiro	pensionering	N	N;NOM;INDF;MASC+FEM;SG
retiro	pension	retiro	pension	N	N;NOM;INDF;MASC+FEM;SG
retiro	take	retiro	take	N	N;NOM;INDF;MASC+FEM;SG
retiro	tagning	retiro	tagning	N	N;NOM;INDF;MASC+FEM;SG
peles	skinn	pel	skinn	N	N;NOM;INDF;NEUT;SG
peles	päls	pel	päls	N	N;NOM;INDF;MASC+FEM;SG
cranio	skallen	cranio	skall	N	N;NOM;DEF;MASC+FEM;SG
cranio	skalle	cranio	skola	N	N;NOM;INDF;MASC+FEM;SG
fique	stå	fique	stå	V	V;IMP;FIN;ACT
destruíron	förstöras	destruír	förstöra	V	V;NFIN;PASS
destruíron	förstörde	destruír	förstöra	V	V;IND;PST;FIN;ACT
batallóns	bataljoner	batallón	bataljon	N	N;NOM;INDF;MASC+FEM;PL
conquista	erövringar	conquista	erövring	N	N;NOM;INDF;MASC+FEM;PL
conquista	erövring	conquista	erövring	N	N;NOM;INDF;MASC+FEM;SG
veteranos	veteraner	veterano	veteran	N	N;NOM;INDF;MASC+FEM;PL
veteranos	veterinärer	veterano	veterinär	N	N;NOM;INDF;MASC+FEM;PL
valentía	kurage	valentía	kurage	N	N;NOM;INDF;NEUT;SG
valentía	modet	valentía	modet	N	N;NOM;DEF;NEUT;SG
valentía	mod	valentía	mod	N	N;NOM;INDF;NEUT;SG
defende	försvarar	defender	försvara	V	V;IND;PRS;FIN;ACT
cecais	kanske	cecal	kanske	ADV	ADV
torna	blir	torna	bli	V	V;IND;PRS;FIN;ACT
cheguemos	hämta	cheguer	hämta	V	V;IMP;FIN;ACT
cheguemos	skaffa	cheguer	skaffa	V	V;IMP;FIN;ACT
atoparei	finna	atopar	finna	V	V;IMP;FIN;ACT
atoparei	hitta	atopar	hitta	V	V;IMP;FIN;ACT
tesouro	skatt	tesouro	skatt	N	N;NOM;INDF;MASC+FEM;SG
tesouro	skatter	tesouro	skatt	N	N;NOM;INDF;MASC+FEM;PL
despedidos	sparken	despedir	spark	N	N;NOM;DEF;MASC+FEM;SG
destruído	förstöras	destruír	förstöra	V	V;NFIN;PASS
destruído	förstörde	destruír	förstöra	V	V;IND;PST;FIN;ACT
roubando	stjäla	roubar	stjäla	V	V;IMP;FIN;ACT
roubando	stjäl	roubar	stjäl	V	V;IMP;FIN;ACT
chamarme	ring	chamarme	ring	V	V;IMP;FIN;ACT
chamarme	ringa	chamarme	ringa	V	V;FIN;ACT
delicioso	utsökt	delicioso	utsöka	ADJ	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
delicioso	läcker	delicioso	läcka	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
pixamas	pyjamas	pixar	pyjamas	N	N;NOM;INDF;MASC+FEM;SG
perdóeme	förlåt	perdóeme	förlåt	N	N;NOM;INDF;NEUT;SG
pau	pinne	pau	pinne	N	N;NOM;INDF;MASC+FEM;SG
filliña	brev	filliña	brev	N	N;NOM;INDF;NEUT;SG
filliña	bokstav	filliña	bokstav	N	N;NOM;INDF;MASC+FEM;SG
filliña	skrivelse	filliña	skrivelse	N	N;NOM;INDF;MASC+FEM;SG
filliña	kära	filliña	kära	N	N;NOM;INDF;MASC+FEM;SG
filliña	flicka	filliña	flicka	N	N;NOM;INDF;MASC+FEM;SG
filliña	tjej	filliña	tjej	N	N;NOM;INDF;MASC+FEM;SG
excusas	ursäkter	excusa	ursäkta	N	N;NOM;INDF;MASC+FEM;PL
mineral	mineral	mineral	mineral	N	N;NOM;INDF;MASC+FEM;SG
mineral	malm	mineral	malm	N	N;NOM;INDF;MASC+FEM;SG
cantaba	sjunga	cantar	sjung	V	V;IMP;FIN;ACT
cantaba	sjöng	cantar	sjöng	V	V;IMP;FIN;ACT
cantaba	sjungit	cantar	sjunga	V	V;V.CVB;ACT
tentaron	provade	tentar	prova	V	V;IND;PST;FIN;ACT
tentaron	försökte	tentar	försöka	V	V;IND;PST;FIN;ACT
gaspare	gaspare	gaspare	gaspare	N	N;NOM;INDF;MASC+FEM;SG
executado	avrättades	executar	avrätta	V	V;IND;PST;FIN;PASS
escribo	skriva	escribir	skriva	V	V;IMP;FIN;ACT
escribo	skriv	escribir	skriv	V	V;IMP;FIN;ACT
revolucionarios	revolutionärer	revolucionario	revolutionär	N	N;NOM;INDF;MASC+FEM;PL
irlandeses	iriska	irlander	irisk	N	N;NOM;INDF;MASC+FEM;SG
irlandeses	irländare	irlander	irländare	N	N;NOM;INDF;MASC+FEM;PL
fodidos	are	foder	are	N	N;NOM;INDF;MASC+FEM;SG
artillería	artilleri	artillería	artilleri	N	N;NOM;INDF;NEUT;SG
artillería	artilleriet	artillería	artillerium	N	N;NOM;DEF;NEUT;SG
terroristas	terrorister	terrorista	terrorist	N	N;NOM;INDF;MASC+FEM;PL
ambulancias	ambulanser	ambulancia	ambulans	N	N;NOM;INDF;MASC+FEM;PL
fodendo	jävla	foder	jävla	V	V;IMP;FIN;ACT
punk	punk	punk	punk	N	N;NOM;INDF;MASC+FEM;SG
condesa	grevinnan	condesa	grevinna	N	N;NOM;DEF;MASC+FEM;SG
profes	lärare	profe	lärare	N	N;NOM;INDF;MASC+FEM;PL
profes	lärarna	profe	lärare	N	N;NOM;DEF;MASC+FEM;PL
asteroides	asteroider	asteroide	asteroid	N	N;NOM;INDF;MASC+FEM;PL
asteroides	asteroid	asteroide	asteroid	N	N;NOM;INDF;MASC+FEM;SG
desexaba	sökes	desexar	söka	V	V;IND;PRS;FIN;PASS
desexaba	hoppats	desexar	hoppas	V	V;V.CVB;PASS
desexaba	hoppades	desexar	hoppades	V	V;IND;PST;FIN;PASS
ensina	undervisar	ensinar	undervisa	V	V;IND;PRS;FIN;ACT
solucionar	löser	solucionar	lösa	V	V;IND;PRS;FIN;ACT
solucionar	lösa	solucionar	lösa	V	V;IMP;FIN;ACT
doenzas	sjukdomar	doenza	sjukdom	N	N;NOM;INDF;MASC+FEM;PL
hormona	hormon	hormona	hormon	N	N;NOM;INDF;NEUT;SG
doutores	doktorer	doutor	doktor	N	N;NOM;INDF;MASC+FEM;PL
doutores	läkare	doutor	läkare	N	N;NOM;INDF;MASC+FEM;PL
cambiando	ändra	cambiar	ändra	V	V;IMP;FIN;ACT
cambiando	ändrar	cambiar	ändra	V	V;IND;PRS;FIN;ACT
cambiando	byta	cambiar	byta	V	V;NFIN;ACT
aconteza	hända	aconteza	hända	V	V;IMP;FIN;ACT
tocamos	spela	tocar	spela	V	V;IMP;FIN;ACT
bendición	välsignelse	bendición	välsignelse	N	N;NOM;INDF;MASC+FEM;SG
bendición	välsignelsen	bendición	välsignelse	N	N;NOM;DEF;MASC+FEM;SG
incribles	otroligt	incrible	otrolig	ADJ	ADJ;NOM;INDF;NEUT;SG
incribles	fantastiskt	incrible	fantastisk	ADJ	ADJ;NOM;INDF;NEUT;SG
incribles	fantastiska	incrible	fantastisk	ADJ	ADJ;NOM;PL
incribles	fantastisk	incrible	fantastisk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
incribles	otroligt	incrible	otrolig	ADJ	ADJ;NOM;INDF;NEUT;SG
incribles	ofattbart	incrible	ofattbar	ADJ	ADJ;NOM;INDF;NEUT;SG
inspiración	inspirationskälla	inspiración	inspirationskälla	N	N;NOM;INDF;MASC+FEM;SG
inspiración	inspiration	inspiración	inspiration	N	N;NOM;INDF;MASC+FEM;SG
estudamos	studera	estudar	studera	V	V;IMP;FIN;ACT
sabia	visste	sabia	veta	V	V;IMP;FIN;ACT
sabia	kände	sabia	känna	V	V;IND;PST;FIN;ACT
sabia	viste	sabia	viste	V	V;IMP;FIN;ACT
ministerio	departement	ministerio	departement	N	N;NOM;INDF;NEUT;PL
ministerio	ministeriet	ministerio	ministeri	N	N;NOM;DEF;NEUT;SG
ministerio	ministerium	ministerio	ministerium	N	N;NOM;INDF;NEUT;SG
ministerio	kontor	ministerio	kontor	N	N;NOM;INDF;NEUT;SG
ministerio	kontoret	ministerio	kontor	N	N;NOM;DEF;NEUT;SG
ministerio	office	ministerio	office	N	N;NOM;INDF;MASC+FEM;SG
noventa	nittio	noventa	nittio	NUM	NUM;NOM
pensaría	tror	pensar	tro	V	V;IND;PRS;FIN;ACT
pensaría	tycker	pensar	tycka	V	V;IND;PRS;FIN;ACT
pensaría	tänk	pensar	tänka	V	V;IMP;FIN;ACT
pensaría	tänka	pensar	tänka	V	V;IMP;FIN;ACT
nostalxia	nostalgi	nostalxia	nostalgi	N	N;NOM;INDF;MASC+FEM;SG
seguise	låt	seguir	låta	V	V;IMP;FIN;ACT
seguise	ta	seguir	ta	V	V;IMP;FIN;ACT
vendía	såld	vendía	såld	V	V;NOM;SG;PST;V.PTCP
vendía	säljs	vendía	sälja	V	V;IND;PRS;FIN;PASS
vendía	sålt	vendía	sålt	V	V;V.CVB;ACT
decatámonos	insåg	decatámonos	inse	V	V;IMP;FIN;ACT
poemas	dikter	poema	dikt	N	N;NOM;INDF;MASC+FEM;PL
collelo	take	collelo	take	N	N;NOM;INDF;MASC+FEM;SG
collelo	tagning	collelo	tagning	N	N;NOM;INDF;MASC+FEM;SG
coñecedes	vet	coñecede	veta	V	V;IND;PRS;FIN;ACT
coñecedes	veta	coñecede	veta	V	V;IMP;FIN;ACT
adoitan	brukar	adoitar	bruka	V	V;IND;PRS;FIN;ACT
ducias	dussin	ducia	dussin	N	N;NOM;INDF;NEUT;SG
ducias	dussintal	ducia	dussintal	N	N;NOM;INDF;NEUT;SG
ducias	dussintals	ducia	dussintal	N	N;NOM;INDF;NEUT;PL
ensaios	rättegångar	ensalo	rättegång	N	N;NOM;INDF;MASC+FEM;PL
ensaios	prövningar	ensalo	prövning	N	N;NOM;INDF;MASC+FEM;PL
táboa	bordet	táboa	bord	N	N;NOM;DEF;NEUT;SG
táboa	bord	táboa	bord	N	N;NOM;INDF;NEUT;SG
táboa	tabell	táboa	tabell	N	N;NOM;INDF;MASC+FEM;SG
illamento	isolering	illamento	isolering	N	N;NOM;INDF;MASC+FEM;SG
baratos	billig	barato	billig	N	N;NOM;INDF;MASC+FEM;SG
peculiar	märkligt	peculiar	märklig	ADJ	ADJ;NOM;INDF;NEUT;SG
aparellos	enheter	aparello	enhet	N	N;NOM;INDF;MASC+FEM;PL
aparellos	anordningar	aparello	anordning	N	N;NOM;INDF;MASC+FEM;PL
negociacións	förhandlingarna	negociación	förhandling	N	N;NOM;DEF;MASC+FEM;PL
negociacións	förhandlingar	negociación	förhandling	N	N;NOM;INDF;MASC+FEM;PL
negociacións	förhandling	negociación	förhandling	N	N;NOM;INDF;MASC+FEM;SG
competición	tävling	competición	tävling	N	N;NOM;INDF;MASC+FEM;SG
competición	konkurrens	competición	konkurrens	N	N;NOM;INDF;MASC+FEM;SG
finxir	låtsas	finxir	låtsas	V	V;NFIN;PASS
fainos	fabrikat	faino	fabrika	N	N;NOM;INDF;NEUT;SG
tenden	tenderar	tender	tendera	V	V;IND;PRS;FIN;ACT
posicións	ståndpunkter	posición	ståndpunkt	N	N;NOM;INDF;MASC+FEM;PL
posicións	positioner	posición	position	N	N;NOM;INDF;MASC+FEM;PL
posicións	befattningar	posición	befattning	N	N;NOM;INDF;MASC+FEM;PL
posicións	ställningar	posición	ställning	N	N;NOM;INDF;MASC+FEM;PL
aplicar	tillämpa	aplicar	tillämpa	V	V;IMP;FIN;ACT
aplicar	applicera	aplicar	applicera	V	V;IMP;FIN;ACT
positiva	positivt	positivo	positiv	ADJ	ADJ;NOM;INDF;NEUT;SG
positiva	positiv	positivo	positiv	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
positiva	positiva	positivo	positiv	ADJ	ADJ;NOM;PL
sufrín	lidit	sufrín	lida	V	V;V.CVB;ACT
ecuación	ekvation	ecuación	ekvation	N	N;NOM;INDF;MASC+FEM;SG
axudas	hjälp	axuda	hjälp	N	N;NOM;INDF;MASC+FEM;SG
típica	typisk	típico	typisk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
típica	typiskt	típico	typisk	ADJ	ADJ;NOM;INDF;NEUT;SG
típica	typiska	típico	typisk	ADJ	ADJ;NOM;PL
deixara	had	deixar	had	V	V;IMP;FIN;ACT
deixara	hadde	deixar	ha	V	V;IND;PST;FIN;ACT
deixara	hade	deixar	ha	V	V;IND;PST;FIN;ACT
deixara	haft	deixar	ha	V	V;V.CVB;ACT
deixara	låt	deixar	låta	V	V;IMP;FIN;ACT
rematan	avsluta	rematar	avsluta	V	V;IMP;FIN;ACT
amarelos	gult	amarelo	gult	N	N;NOM;INDF;NEUT;SG
xenocidio	folkmord	xenocidio	folkmord	N	N;NOM;INDF;NEUT;SG
racial	rasistiskt	racial	rasistisk	ADJ	ADJ;NOM;INDF;NEUT;SG
casco	hjälmen	casco	hjälm	N	N;NOM;DEF;MASC+FEM;SG
casco	hjälm	casco	hjälm	N	N;NOM;INDF;MASC+FEM;SG
deberan	borde	deber	böra	V	V;IND;PST;FIN;ACT
refiro	menar	referir	mena	V	V;IND;PRS;FIN;ACT
refiro	mena	referir	mena	V	V;IMP;FIN;ACT
africana	afrikanskt	africano	afrikansk	ADJ	ADJ;NOM;INDF;NEUT;SG
africana	afrikansk	africano	afrikansk	ADJ	ADJ;NOM;INDF;MASC+FEM;SG
africana	afrikanska	africano	afrikansk	ADJ	ADJ;NOM;PL
paisaxes	landskap	paisaxe	landskap	N	N;NOM;INDF;NEUT;SG
imitar	härma	imitar	härma	V	V;IMP;FIN;ACT
