का	de	का	de	ADP;NOM;MASC;SG	ADP
उचित	axeitada	उचित	axeitado	ADJ;NOM	ADJ
सड़क	rúa	सड़क	rúa	N;NOM;FEM;SG;3	N
सड़क	estrada	सड़क	estrada	N;NOM;FEM;SG;3	N
सड़क	camiño	सड़क	camiño	N;NOM;FEM;SG;3	N
रात	noite	रात	noite	N;NOM;FEM;SG;3	N
रात	pola	रात	pola	N;NOM;FEM;SG;3	N
रात	noites	रात	noite	N;NOM;FEM;SG;3	N
सूत्र	fórmula	सूत्र	fórmula	N;NOM;MASC;PL;3	N
जीव	criaturas	जीव	criatura	N;NOM;MASC;SG;3	N
जीव	organismo	जीव	organismo	N;NOM;MASC;SG;3	N
डिग्री	graos	डिग्री	grao	N;NOM;FEM;SG;3	N
जिनके	que	जो	que	PRO;MASC;SG;3	PRO
जिनके	quen	जो	quen	PRO;MASC;SG;3	PRO
बाल	pelo	बाल	pelo	N;NOM;MASC;SG;3	N
बाल	cabelo	बाल	cabelo	N;NOM;MASC;SG;3	N
मामलों	casos	मामला	caso	N;ACC;MASC;PL;3	N
मामलों	caixas	मामला	caixa	N;ACC;MASC;PL;3	N
सुविधा	instalacións	सुविधा	instalación	N;NOM;FEM;SG;3	N
सुविधा	característica	सुविधा	característica	N;NOM;FEM;SG;3	N
पिछले	anteriores	पिछला	anterior	ADJ;ACC;MASC;PL	ADJ
आयु	lonxevidade	आयु	lonxevidade	N;NOM;FEM;SG;3	N
आयु	anos	आयु	ano	N;NOM;FEM;SG;3	N
आयु	idade	आयु	idade	N;NOM;FEM;SG;3	N
प्रचार	promoción	प्रचार	promoción	N;NOM;MASC;SG;3	N
प्रचार	ascenso	प्रचार	ascenso	N;NOM;MASC;SG;3	N
प्रचार	propaganda	प्रचार	propaganda	N;NOM;MASC;SG;3	N
प्रशिक्षण	formación	प्रशिक्षण	formación	N;NOM;MASC;SG;3	N
प्रशिक्षण	adestramento	प्रशिक्षण	adestramento	N;NOM;MASC;SG;3	N
उल्लेखनीय	sorprendente	उल्लेखनीय	sorprendente	ADJ	ADJ
उल्लेखनीय	notables	उल्लेखनीय	notable	ADJ	ADJ
उल्लेखनीय	extraordinario	उल्लेखनीय	extraordinario	ADJ	ADJ
रेडियो	radio	रेडियो	radio	N;NOM;MASC;SG;3	N
डिजाइन	deseño	डिजाइन	deseño	N;NOM;MASC;SG;3	N
कंप्यूटर	ordenador	कंप्यूटर	ordenador	N;NOM;MASC;SG;3	N
कंप्यूटर	computador	कंप्यूटर	computador	N;NOM;MASC;SG;3	N
कंप्यूटर	ordenadores	कंप्यूटर	ordenador	N;NOM;MASC;SG;3	N
कंप्यूटर	ordenadores	कंप्यूटर	ordenador	N;NOM;MASC;SG;3	N
कंप्यूटर	computadores	कंप्यूटर	computador	N;NOM;MASC;SG;3	N
मंत्री	ministro	मंत्री	ministro	N;NOM;MASC;SG;3	N
मंत्री	ministra	मंत्री	ministrar	N;NOM;MASC;SG;3	N
मंत्री	pastor	मंत्री	pastor	N;NOM;MASC;SG;3	N
सम्बन्ध	relación	संबन्ध	relación	N;NOM;MASC;SG;3	N
सम्बन्ध	relacións	संबन्ध	relación	N;NOM;MASC;SG;3	N
आबादी	poboación	आबादी	poboación	N;NOM;FEM;SG;3	N
तत्व	elementos	तत्व	elemento	N;NOM;MASC;SG;3	N
दस	10	दस	10	NUM	NUM
आपको	que	आप	que	PRO;SG;2;FORM	PRO
सहयोग	colaboración	सहयोग	colaboración	N;NOM;MASC;SG;3	N
सहयोग	cooperación	सहयोग	cooperación	N;NOM;MASC;SG;3	N
गैस	gas	गैस	gas	N;NOM;FEM;SG;3	N
गैस	gasolina	गैस	gasolina	N;NOM;FEM;SG;3	N
गैस	gases	गैस	gas	N;NOM;FEM;SG;3	N
व्यक्तियों	persoas	व्यक्ति	persoa	N;ACC;MASC;PL;3	N
विश्लेषण	crise	विश्लेषण	crise	N;NOM;MASC;SG;3	N
विश्लेषण	depresión	विश्लेषण	depresión	N;NOM;MASC;SG;3	N
विश्लेषण	análise	विश्लेषण	análise	N;NOM;MASC;SG;3	N
लक्ष्य	obxectivos	लक्ष्य	obxectivo	N;NOM;MASC;SG;3	N
लक्ष्य	brancos	लक्ष्य	branco	N;NOM;MASC;SG;3	N
लक्ष्य	obxectivo	लक्ष्य	obxectivo	N;NOM;MASC;SG;3	N
लक्ष्य	obxectivo	लक्ष्य	obxectivo	N;NOM;MASC;SG;3	N
न्यायालय	suprema	न्यायालय	suprema	N;NOM;MASC;SG;3	N
न्यायालय	tribunal	न्यायालय	tribunal	N;NOM;MASC;SG;3	N
न्यायालय	xulgado	न्यायालय	xulgado	N;NOM;MASC;SG;3	N
न्यायालय	corte	न्यायालय	corte	N;NOM;MASC;SG;3	N
अधिकतर	maioría	अधिकतर	maioría	N;NOM;MASC;SG;3	N
मीडिया	prensa	मीडिया	prensa	N;NOM;MASC;SG;3	N
मीडिया	medios	मीडिया	medio	N;NOM;MASC;SG;3	N
मीडिया	comunicación	मीडिया	comunicación	N;NOM;MASC;SG;3	N
पार्क	parque	पार्क	parque	N;NOM;MASC;SG;3	N
तट	porto	तट	porto	N;NOM;MASC;SG;3	N
अधिकारी	policía	अधिकारी	policía	N;NOM;MASC;PL;3	N
अधिकारी	axente	अधिकारी	axente	N;NOM;MASC;PL;3	N
अधिकारी	policías	अधिकारी	policía	N;NOM;MASC;PL;3	N
मिट्टी	lama	मिट्टी	lama	N;NOM;FEM;SG;3	N
तंत्र	sistema	तंत्र	sistema	N;NOM;MASC;SG;3	N
सप्ताह	semana	सप्ताह	semanar	N;NOM;MASC;SG;3	N
सप्ताह	á	सप्ताह	á	N;NOM;MASC;SG;3	N
सप्ताह	semanas	सप्ताह	semana	N;NOM;MASC;SG;3	N
निकट	preto	निकट	preto	ADV;NOM;MASC;SG;3	ADV
क्रम	orde	क्रम	orde	N;NOM;MASC;SG;3	N
क्रम	xiro	क्रम	xiro	N;NOM;MASC;SG;3	N
क्रम	postal	क्रम	postal	N;NOM;MASC;SG;3	N
क्रम	secuencia	क्रम	secuencia	N;NOM;MASC;SG;3	N
भवन	edificio	भवन	edificio	N;NOM;MASC;SG;3	N
भवन	construción	भवन	construción	N;NOM;MASC;SG;3	N
भवन	edificios	भवन	edificio	N;NOM;MASC;SG;3	N
मिली	atopei	मिल	atopar	V;PFV;FEM;SG;V.PTCP;ACT	V
मिली	atopamos	मिल	atopar	V;PFV;FEM;SG;V.PTCP;ACT	V
मिली	atoparon	मिल	atopar	V;PFV;FEM;SG;V.PTCP;ACT	V
मिली	atopou	मिल	atopar	V;PFV;FEM;SG;V.PTCP;ACT	V
मिली	teño	मिल	ter	V;PFV;FEM;SG;V.PTCP;ACT	V
मिली	tes	मिल	tes	V;PFV;FEM;SG;V.PTCP;ACT	V
मिली	ten	मिल	ter	V;PFV;FEM;SG;V.PTCP;ACT	V
मिली	temos	मिल	ter	V;PFV;FEM;SG;V.PTCP;ACT	V
शायद	cadra	शायद	cadra	ADV	ADV
शायद	quizais	शायद	quizais	ADV	ADV
शायद	talvez	शायद	talvez	ADV	ADV
शायद	quizáis	शायद	quizáis	ADV	ADV
शायद	quizais	शायद	quizais	ADV	ADV
शायद	cadra	शायद	cadra	ADV	ADV
शायद	talvez	शायद	talvez	ADV	ADV
शायद	probablemente	शायद	probable	ADV	ADV
देख	ver	देख	ver	V;ACT	V
देख	vexo	देख	vexo	V;ACT	V
लिंक	enlace	लिंक	enlace	N;NOM;MASC;SG;3	N
लिंक	enlaces	लिंक	enlace	N;NOM;MASC;SG;3	N
लिंक	ligazóns	लिंक	ligazón	N;NOM;MASC;SG;3	N
पाँच	5	पाँच	5	NUM	NUM
निर्देशक	dirección	निर्देशक	dirección	N;NOM;MASC;SG;3	N
लक्षण	síntomas	लक्षण	síntoma	N;NOM;MASC;SG;3	N
लक्षण	síntoma	लक्षण	síntoma	N;NOM;MASC;SG;3	N
लक्षण	sinais	लक्षण	sinal	N;NOM;MASC;SG;3	N
संपर्क	contacto	संपर्क	contacto	N;NOM;MASC;SG;3	N
वित्तीय	financeira	वित्तीय	financeiro	ADJ;NOM	ADJ
महीने	meses	महीना	mes	N;NOM;MASC;SG;3	N
महीने	mes	महीना	mes	N;NOM;MASC;SG;3	N
सुरक्षित	protexido	सुरक्षित	protexido	ADJ	ADJ
सुरक्षित	segura	सुरक्षित	seguro	ADJ	ADJ
पर्यावरण	entorno	पर्यावरण	entornar	N;NOM;MASC;SG;3	N
पर्यावरण	ambiente	पर्यावरण	ambiente	N;NOM;MASC;SG;3	N
पर्यावरण	medio	पर्यावरण	medio	N;NOM;MASC;SG;3	N
बेहतर	mellor	बेहतर	mellor	ADJ	ADJ
बेहतर	mellores	बेहतर	mellor	ADJ	ADJ
लिपि	guión	लिपि	guión	N;NOM;FEM;SG;3	N
एल्बम	ubicación	एल्बम	ubicación	N;NOM;MASC;SG;3	N
धन	cartos	धन	carto	N;NOM;MASC;SG;3	N
धन	diñeiro	धन	diñeiro	N;NOM;MASC;SG;3	N
धन	xiro	धन	xiro	N;NOM;MASC;SG;3	N
सॉफ्टवेयर	software	सॉफ्टवेयर	software	N;NOM;MASC;SG;3	N
शीर्ष	cima	शीर्ष	cima	N;NOM;MASC;SG;3	N
संस्था	institución	संस्था	institución	N;NOM;FEM;SG;3	N
प्रधान	xefe	प्रधान	xefar	N;NOM;MASC;SG;3	N
नेता	líder	नेता	líder	N;NOM;MASC;PL;3	N
नेता	líderes	नेता	líder	N;NOM;MASC;PL;3	N
संविधान	constitución	संविधान	constitución	N;NOM;MASC;SG;3	N
शीर्षक	título	शीर्षक	título	N;NOM;MASC;SG;3	N
अवसर	nunha	अवसर	nunha	N;NOM;MASC;SG;3	N
अवसर	ocasión	अवसर	ocasión	N;NOM;MASC;SG;3	N
अवसर	oportunidade	अवसर	oportunidade	N;NOM;MASC;SG;3	N
अवसर	posibilidade	अवसर	posibilidade	N;NOM;MASC;SG;3	N
अवसर	oportunidade	अवसर	oportunidade	N;NOM;MASC;SG;3	N
अवसर	oportunidades	अवसर	oportunidade	N;NOM;MASC;SG;3	N
अंक	puntos	अंक	punto	N;NOM;MASC;SG;3	N
अंक	exames	अंक	exame	N;NOM;MASC;SG;3	N
शोध	investigación	शोध	investigación	N;NOM;MASC;SG;3	N
शोध	investigacións	शोध	investigación	N;NOM;MASC;SG;3	N
हमेशा	sempre	हमेशा	sempre	ADV	ADV
जोखिम	riscos	जोखिम	risco	N;NOM;MASC;SG;3	N
जोखिम	risco	जोखिम	risco	N;NOM;MASC;SG;3	N
जोखिम	perigo	जोखिम	perigo	N;NOM;MASC;SG;3	N
तापमान	temperatura	तापमान	temperatura	N;NOM;MASC;SG;3	N
शाखा	póla	शाखा	póla	N;NOM;FEM;SG;3	N
शाखा	sucursal	शाखा	sucursal	N;NOM;FEM;SG;3	N
प्रतीक	símbolo	प्रतीक	símbolo	N;NOM;MASC;SG;3	N
संदर्भ	contexto	संदर्भ	contexto	N;NOM;MASC;SG;3	N
चक्र	roda	चक्र	roda	N;NOM;MASC;SG;3	N
चक्र	ciclos	चक्र	ciclo	N;NOM;MASC;SG;3	N
चक्र	ciclo	चक्र	ciclo	N;NOM;MASC;SG;3	N
गुण	atributo	गुण	atributo	N;NOM;MASC;SG;3	N
गुण	propiedade	गुण	propiedade	N;NOM;MASC;SG;3	N
गुण	propiedades	गुण	propiedade	N;NOM;MASC;SG;3	N
गुण	atributos	गुण	atributo	N;NOM;MASC;SG;3	N
ग्रह	planeta	ग्रह	planeta	N;NOM;MASC;SG;3	N
ग्रह	planetas	ग्रह	planeta	N;NOM;MASC;SG;3	N
निधन	morte	निधन	morte	N;NOM;MASC;SG;3	N
मिनट	minutos	मिनट	minuto	N;NOM;MASC;SG;3	N
मिनट	minutos	मिनट	minuto	N;NOM;MASC;SG;3	N
मिनट	minuto	मिनट	minuto	N;NOM;MASC;SG;3	N
मिनट	momento	मिनट	momento	N;NOM;MASC;SG;3	N
मिनट	intre	मिनट	intre	N;NOM;MASC;SG;3	N
फिल्मों	filmes	फिल्म	filme	N;ACC;FEM;PL;3	N
फिल्मों	cinema	फिल्म	cinema	N;ACC;FEM;PL;3	N
व्यवसाय	profesión	व्यवसाय	profesión	N;NOM;MASC;SG;3	N
व्यवसाय	negocios	व्यवसाय	negocio	N;NOM;MASC;SG;3	N
व्यवसाय	negocio	व्यवसाय	negocio	N;NOM;MASC;SG;3	N
व्यवसाय	asunto	व्यवसाय	asunto	N;NOM;MASC;SG;3	N
व्यवसाय	traballo	व्यवसाय	traballo	N;NOM;MASC;SG;3	N
संरक्षण	protección	संरक्षण	protección	N;NOM;MASC;SG;3	N
शो	espectáculo	शो	espectáculo	N;NOM;MASC;SG;3	N
प्रस्ताव	proposta	प्रस्ताव	proposta	N;NOM;MASC;SG;3	N
प्रस्ताव	proposición	प्रस्ताव	proposición	N;NOM;MASC;SG;3	N
प्रस्ताव	oferta	प्रस्ताव	oferta	N;NOM;MASC;SG;3	N
रिपोर्ट	informe	रिपोर्ट	informe	N;NOM;FEM;SG;3	N
रिपोर्ट	informes	रिपोर्ट	informe	N;NOM;FEM;SG;3	N
अंग	órgano	अंग	órgano	N;NOM;MASC;SG;3	N
हिस्से	parte	हिस्सा	parte	N;NOM;MASC;SG;3	N
हिस्से	fracción	हिस्सा	fracción	N;NOM;MASC;SG;3	N
रिकॉर्ड	disco	रिकॉर्ड	disco	N;NOM;MASC;SG;3	N
रिकॉर्ड	discos	रिकॉर्ड	disco	N;NOM;MASC;SG;3	N
धातु	metal	धातु	metal	N;NOM;MASC;SG;3	N
धातु	metais	धातु	metal	N;NOM;MASC;SG;3	N
संघर्ष	loita	संघर्ष	loita	N;NOM;MASC;SG;3	N
संघर्ष	conflito	संघर्ष	conflito	N;NOM;MASC;SG;3	N
तकनीक	técnica	तकनीक	técnica	N;NOM;FEM;SG;3	N
तकनीक	tecnoloxía	तकनीक	tecnoloxía	N;NOM;FEM;SG;3	N
तकनीक	técnicas	तकनीक	técnica	N;NOM;FEM;SG;3	N
फल	froita	फल	froita	N;NOM;MASC;SG;3	N
कैसे	como	कैसे	como	PRO	PRO
कैसे	que	कैसे	que	PRO	PRO
कैसे	canto	कैसे	canto	PRO	PRO
विवरण	descrición	विवरण	descrición	N;NOM;MASC;SG;3	N
विवरण	detalles	विवरण	detalle	N;NOM;MASC;SG;3	N
विवरण	crédito	विवरण	crédito	N;NOM;MASC;SG;3	N
विवरण	detalles	विवरण	detalle	N;NOM;MASC;SG;3	N
शादी	casamento	शादी	casamento	N;NOM;FEM;SG;3	N
शादी	matrimonio	शादी	matrimonio	N;NOM;FEM;SG;3	N
शादी	voda	शादी	vodo	N;NOM;FEM;SG;3	N
शादी	matrimonio	शादी	matrimonio	N;NOM;FEM;SG;3	N
शादी	noiva	शादी	noiva	N;NOM;FEM;SG;3	N
वेब	web	वेब	web	N;NOM;MASC;SG;3	N
संसद	parlamento	संसद	parlamento	N;NOM;FEM;SG;3	N
सन्दर्भ	contexto	संदर्भ	contexto	N;NOM;MASC;SG;3	N
परमाणु	nuclear	परमाणु	nuclear	N;NOM;MASC;SG;3	N
परमाणु	molécula	परमाणु	molécula	N;NOM;MASC;SG;3	N
परमाणु	molecular	परमाणु	molecular	N;NOM;MASC;SG;3	N
परमाणु	núcleo	परमाणु	núcleo	N;NOM;MASC;SG;3	N
आक्रमण	invasión	आक्रमण	invasión	N;NOM;MASC;SG;3	N
आक्रमण	ataque	आक्रमण	ataque	N;NOM;MASC;SG;3	N
कार	coche	कार	coche	N;NOM;FEM;SG;3	N
कार	auto	कार	auto	N;NOM;FEM;SG;3	N
कार	carro	कार	carro	N;NOM;FEM;SG;3	N
कार	coches	कार	coche	N;NOM;FEM;SG;3	N
कार	coche	कार	coche	N;NOM;FEM;SG;3	N
कार	autos	कार	auto	N;NOM;FEM;SG;3	N
जांच	investigación	जांच	investigación	N;NOM;FEM;SG;3	N
जांच	proba	जांच	proba	N;NOM;FEM;SG;3	N
जांच	exame	जांच	exame	N;NOM;FEM;SG;3	N
जांच	probas	जांच	proba	N;NOM;FEM;SG;3	N
जांच	test	जांच	test	N;NOM;FEM;SG;3	N
जांच	exames	जांच	exame	N;NOM;FEM;SG;3	N
पत्थर	pedra	पत्थर	pedra	N;NOM;MASC;PL;3	N
आठ	8	आठ	8	NUM	NUM
विषयों	temas	विषय	tema	N;ACC;MASC;PL;3	N
सतह	superficie	सतह	superficie	N;NOM;FEM;SG;3	N
अभियान	campañas	अभियान	campaña	N;NOM;MASC;SG;3	N
अभियान	campaña	अभियान	campaña	N;NOM;MASC;SG;3	N
लिखी	escrita	लिख	escribir	V;PFV;FEM;SG;V.PTCP;ACT	V
सिस्टम	sistema	सिस्टम	sistema	N;NOM;MASC;SG;3	N
सिस्टम	sistemas	सिस्टम	sistema	N;NOM;MASC;SG;3	N
हमें	nos	हम	nos	PRO;PL;1	PRO
कार्बन	carbono	कार्बन	carbono	N;NOM;MASC;SG;3	N
प्रतिक्रिया	reacción	प्रतिक्रिया	reacción	N;NOM;FEM;SG;3	N
प्रतिक्रिया	resposta	प्रतिक्रिया	resposta	N;NOM;FEM;SG;3	N
प्रतिक्रिया	á	प्रतिक्रिया	á	N;NOM;FEM;SG;3	N
प्रतिक्रिया	resposta	प्रतिक्रिया	resposta	N;NOM;FEM;SG;3	N
प्रतिक्रिया	reacción	प्रतिक्रिया	reacción	N;NOM;FEM;SG;3	N
मौत	morte	मौत	morte	N;NOM;FEM;SG;3	N
तकनीकी	técnico	तकनीकी	técnico	N;NOM;FEM;SG;3	N
तकनीकी	técnica	तकनीकी	técnica	N;NOM;FEM;SG;3	N
मैदान	chaira	मैदान	chaira	N;NOM;MASC;SG;3	N
मैदान	costa	मैदान	costa	N;NOM;MASC;SG;3	N
मैदान	plano	मैदान	plano	N;NOM;MASC;SG;3	N
मैदान	tenra	मैदान	tenra	N;NOM;MASC;SG;3	N
मैदान	terreo	मैदान	terreo	N;NOM;MASC;SG;3	N
मैदान	chan	मैदान	chan	N;NOM;MASC;SG;3	N
मैदान	terra	मैदान	terra	N;NOM;MASC;SG;3	N
सक्षम	capaz	सक्षम	capaz	ADJ	ADJ
वातावरण	entorno	वातावरण	entornar	N;NOM;MASC;SG;3	N
वातावरण	ambiente	वातावरण	ambiente	N;NOM;MASC;SG;3	N
वातावरण	medio	वातावरण	medio	N;NOM;MASC;SG;3	N
वातावरण	atmosfera	वातावरण	atmosfera	N;NOM;MASC;SG;3	N
वातावरण	ambiente	वातावरण	ambiente	N;NOM;MASC;SG;3	N
लागत	custo	लागत	custo	N;NOM;FEM;SG;3	N
लागत	costa	लागत	costa	N;NOM;FEM;SG;3	N
लागत	custos	लागत	custo	N;NOM;FEM;SG;3	N
सीधे	directamente	सीधे	directamente	ADV	ADV
प्रेस	prensa	प्रेस	prensa	N;NOM;FEM;SG;3	N
मील	milla	मील	milla	N;NOM;MASC;SG;3	N
मील	quilómetros	मील	quilómetros	N;NOM;MASC;SG;3	N
मील	millas	मील	milla	N;NOM;MASC;SG;3	N
मील	kilómetros	मील	kilómetro	N;NOM;MASC;SG;3	N
लोकसभा	parlamento	लोकसभा	parlamento	N;NOM;FEM;SG;3	N
अज्ञात	descoñecida	अज्ञात	descoñecido	ADJ	ADJ
रेखा	liña	रेखा	liña	N;NOM;FEM;SG;3	N
रेखा	fila	रेखा	fila	N;NOM;FEM;SG;3	N
पार	cruz	पार	cruz	N;NOM;MASC;SG;3	N
बोली	poxa	बोली	poxa	N;NOM;FEM;SG;3	N
परंपरा	tradición	परंपरा	tradición	N;NOM;FEM;SG;3	N
परंपरा	tradicións	परंपरा	tradición	N;NOM;FEM;SG;3	N
राशि	cantidade	राशि	cantidade	N;NOM;FEM;SG;3	N
दृष्टिकोण	enfoque	दृष्टिकोण	enfoque	N;NOM;MASC;SG;3	N
भाव	emocións	भाव	emoción	N;NOM;MASC;SG;3	N
भाव	xesto	भाव	xesto	N;NOM;MASC;SG;3	N
भाव	aceno	भाव	aceno	N;NOM;MASC;SG;3	N
भाव	sentido	भाव	sentido	N;NOM;MASC;SG;3	N
हवा	vento	हवा	vento	N;NOM;FEM;SG;3	N
हवा	corda	हवा	corda	N;NOM;FEM;SG;3	N
पाठ	texto	पाठ	texto	N;NOM;MASC;SG;3	N
पाठ	mensaxe	पाठ	mensaxe	N;NOM;MASC;SG;3	N
पाठ	mensaxes	पाठ	mensaxe	N;NOM;MASC;SG;3	N
गठन	foto	गठन	foto	N;NOM;MASC;SG;3	N
नागरिक	cidadán	नागरिक	cidadán	N;NOM;MASC;SG;3	N
अस्तित्व	existencia	अस्तित्व	existencia	N;NOM;MASC;SG;3	N
अस्तित्व	vida	अस्तित्व	vida	N;NOM;MASC;SG;3	N
अस्तित्व	supervivencia	अस्तित्व	supervivencia	N;NOM;MASC;SG;3	N
अस्तित्व	mortandade	अस्तित्व	mortandade	N;NOM;MASC;SG;3	N
गंभीर	seria	गंभीर	seria	ADJ	ADJ
गंभीर	grave	गंभीर	grave	ADJ	ADJ
