jako	como	jako	como	CONJ	CONJ
učení	enseñanza	učení	enseñanza	N;NOM;NEUT;SG;POS	N;FEM;SG
učení	aprendizaje	učení	aprendizaje	N;NOM;NEUT;SG;POS	N;MASC;SG
znaky	caracteres	znak	carácter	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
znaky	personajes	znak	personaje	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
hodnocení	valoración	hodnocení	valoración	N;NOM;NEUT;SG;POS	N;FEM;SG
hodnocení	evaluación	hodnocení	evaluación	N;NOM;NEUT;SG;POS	N;FEM;SG
hodnocení	evaluación	hodnocení	evaluación	N;NOM;NEUT;SG;POS	N;FEM;SG
hodnocení	clasificación	hodnocení	clasificación	N;NOM;NEUT;SG;POS	N;FEM;SG
hodnocení	habilitación	hodnocení	habilitación	N;NOM;NEUT;SG;POS	N;FEM;SG
hodnocení	calificación	hodnocení	calificación	N;NOM;NEUT;SG;POS	N;FEM;SG
hodnocení	rating	hodnocení	rating	N;NOM;NEUT;SG;POS	N;SG
stadium	estadio	stadium	estadio	N;NOM;NEUT;SG;POS	N;MASC;SG
stadium	stadium	stadium	stadium	N;NOM;NEUT;SG;POS	N;MASC;SG
funkcí	función	funkce	función	N;INS;FEM;SG;POS	N;FEM;SG
nejdříve	primero	brzy	primero	ADV;RL;POS	ADV
škol	escuelas	škola	escuela	N;GEN;FEM;PL;POS	N;FEM;PL
škol	colegios	škola	colegio	N;GEN;FEM;PL;POS	N;MASC;PL
zboží	mercancía	zboží	mercancía	N;NOM;NEUT;SG;POS	N;FEM;SG
zboží	mercadería	zboží	mercadería	N;NOM;NEUT;SG;POS	N;FEM;SG
zboží	mercancía	zboží	mercancía	N;NOM;NEUT;SG;POS	N;FEM;SG
psal	escribí	psát	escribir	V;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;1;PST;FIN
psal	escribió	psát	escribir	V;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
muže	men	muž	men	N;ANIM;ACC;MASC;PL;POS	N
muže	hombres	muž	hombre	N;ANIM;ACC;MASC;PL;POS	N;MASC;PL
vydavatelství	publicación	vydavatelství	publicación	N;NOM;NEUT;SG;POS	N;FEM;SG
vydavatelství	editorial	vydavatelství	editorial	N;NOM;NEUT;SG;POS	N;FEM;SG
akademii	academy	akademie	academy	N;ACC;FEM;SG;POS	N
akademii	academia	akademie	academia	N;ACC;FEM;SG;POS	N;FEM;SG
úspěšně	satisfactoriamente	úspěšně	satisfactoriamente	ADV;POS	ADV
studie	estudios	studie	estudio	N;NOM;FEM;PL;POS	N;MASC;PL
lépe	mejor	dobře	mejor	ADV;CMPR;POS	ADV
ochrana	proteccion	ochrana	proteccion	N;NOM;FEM;SG;POS	N;FEM;SG
ochrana	protección	ochrana	protección	N;NOM;FEM;SG;POS	N;FEM;SG
ochrana	protección	ochrana	protección	N;NOM;FEM;SG;POS	N;FEM;SG
stromy	arboles	strom	arbol	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
stromy	árboles	strom	árbol	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
aktivity	actividades	aktivita	actividad	N;NOM;FEM;PL;POS	N;FEM;PL
hodiny	horarios	hodina	horario	N;NOM;FEM;PL;POS	N;MASC;PL
hodiny	horas	hodina	hora	N;NOM;FEM;PL;POS	N;FEM;PL
hodiny	relojes	hodina	reloj	N;NOM;FEM;PL;POS	N;MASC;PL
rychlosti	speed	rychlost	speed	N;NOM;FEM;PL;POS	N
zástupce	representatividad	zástupce	representatividad	N;ANIM;NOM;MASC;SG;POS	N;FEM;SG
zástupce	representante	zástupce	representante	N;ANIM;NOM;MASC;SG;POS	N;SG
zástupce	adjunto	zástupce	adjunto	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
zástupce	ayudante	zástupce	ayudante	N;ANIM;NOM;MASC;SG;POS	N;SG
zástupce	diputado	zástupce	diputado	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
regionální	regional	regionální	regional	ADJ;NOM;MASC;SG;POS	ADJ;SG
obsahují	contener	obsahovat	contener	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT	V;NFIN
obsahují	contienen	obsahovat	contener	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
obchod	tienda	obchod	tienda	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
obchod	empresa	obchod	empresa	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
obchod	negocio	obchod	negocio	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
obchod	comercio	obchod	comercio	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
obchod	almacén	obchod	almacén	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
obchod	tienda	obchod	tienda	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
obchod	store	obchod	store	N;INAN;NOM;MASC;SG;POS	N
hor	montañas	hora	montaña	N;GEN;FEM;PL;POS	N;FEM;PL
hor	montes	hora	monte	N;GEN;FEM;PL;POS	N;MASC;PL
řece	rio	řeka	rio	N;DAT;FEM;SG;POS	N;MASC;SG
řece	río	řeka	río	N;DAT;FEM;SG;POS	N;MASC;SG
budov	edificaciones	budova	edificación	N;GEN;FEM;PL;POS	N;FEM;PL
budov	construcciones	budova	construcción	N;GEN;FEM;PL;POS	N;FEM;PL
budov	edificios	budova	edificio	N;GEN;FEM;PL;POS	N;MASC;PL
budov	inmuebles	budova	inmueble	N;GEN;FEM;PL;POS	N;MASC;PL
délky	eslora	délka	eslora	N;NOM;FEM;SG;POS	N;FEM;SG
délky	longitud	délka	longitud	N;NOM;FEM;SG;POS	N;FEM;SG
producent	productor	producent	productor	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
producent	productora	producent	productora	N;ANIM;NOM;MASC;SG;POS	N;FEM;SG
názory	dictámenes	názor	dictamen	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
názory	opiniones	názor	opinión	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
názory	reproducciones	názor	reproducción	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
názory	visualizaciones	názor	visualización	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
vysoký	alto	vysoký	alto	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
vysoký	elevada	vysoký	elevado	ADJ;INAN;NOM;MASC;SG;POS	ADJ;FEM;SG;V.PTCP
vysoký	alta	vysoký	alto	ADJ;INAN;NOM;MASC;SG;POS	ADJ;FEM;SG
vysoký	alto	vysoký	alto	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
mil	millas	milión	milla	N;INAN;MASC;POS	N;FEM;PL
mil	kilómetros	milión	kilómetro	N;INAN;MASC;POS	N;MASC;PL
volně	libremente	volně	libremente	ADV;POS	ADV
boj	lucha	boj	lucha	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
boj	combate	boj	combate	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
boj	lucha	boj	lucha	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
boj	fighting	boj	fighting	N;INAN;NOM;MASC;SG;POS	N
boj	pelea	boj	pelea	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
boj	fight	boj	fight	N;INAN;NOM;MASC;SG;POS	N
boj	lucha	boj	lucha	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
literatura	literatura	literatura	literatura	N;NOM;FEM;SG;POS	N;FEM;SG
slovenská	eslovaca	slovenský	eslovaco	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
slovenská	eslovaca	slovenský	eslovaco	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
areál	campus	areál	campus	N;INAN;NOM;MASC;SG;POS	N;MASC
reference	referencias	reference	referencia	N;NOM;FEM;PL;POS	N;FEM;PL
deska	registro	deska	registro	N;NOM;FEM;SG;POS	N;MASC;SG
deska	récord	deska	récord	N;NOM;FEM;SG;POS	N;MASC;SG
deska	placa	deska	placa	N;NOM;FEM;SG;POS	N;FEM;SG
deska	plato	deska	plato	N;NOM;FEM;SG;POS	N;MASC;SG
vévoda	duque	vévoda	duque	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
provedení	implementación	provedení	implementación	N;NOM;NEUT;SG;POS	N;FEM;SG
provedení	aplicación	provedení	aplicación	N;NOM;NEUT;SG;POS	N;FEM;SG
provedení	transposición	provedení	transposición	N;NOM;NEUT;SG;POS	N;FEM;SG
provedení	ejecución	provedení	ejecución	N;NOM;NEUT;SG;POS	N;FEM;SG
pan	cacerola	pan	cacerola	N;ANIM;NOM;MASC;SG;POS	N;FEM;SG
pan	sartén	pan	sartén	N;ANIM;NOM;MASC;SG;POS	N;FEM;SG
pan	pan	pan	pan	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
píše	escribe	psát	escribir	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
potřeby	necesidades	potřeba	necesidad	N;NOM;FEM;PL;POS	N;FEM;PL
učitel	maestra	učitel	maestro	N;ANIM;NOM;MASC;SG;POS	N;FEM;SG
učitel	maestro	učitel	maestro	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
učitel	docente	učitel	docente	N;ANIM;NOM;MASC;SG;POS	N;SG
učitel	profesor	učitel	profesor	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
učitel	profesora	učitel	profesora	N;ANIM;NOM;MASC;SG;POS	N;FEM;SG
odpovídá	corresponde	odpovídat	corresponder	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
tradice	tradición	tradice	tradición	N;NOM;FEM;SG;POS	N;FEM;SG
nemocnice	hospital	nemocnice	hospital	N;NOM;FEM;SG;POS	N;MASC;SG
nemocnice	hospitalización	nemocnice	hospitalización	N;NOM;FEM;SG;POS	N;FEM;SG
autora	autor	autor	autor	N;ANIM;ACC;MASC;SG;POS	N;MASC;SG
autora	autora	autor	autora	N;ANIM;ACC;MASC;SG;POS	N;FEM;SG
italské	italiana	italský	italiano	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG
popisuje	describe	popisovat	describir	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
povrch	superficie	povrch	superficie	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
karty	cartas	karta	carta	N;NOM;FEM;PL;POS	N;FEM;PL
karty	naipes	karta	naipe	N;NOM;FEM;PL;POS	N;MASC;PL
karty	tarjetas	karta	tarjeta	N;NOM;FEM;PL;POS	N;FEM;PL
osady	asentamientos	osada	asentamiento	N;NOM;FEM;PL;POS	N;MASC;PL
osady	liquidaciones	osada	liquidación	N;NOM;FEM;PL;POS	N;FEM;PL
příbuzná	pariente	příbuzná	pariente	N;NOM;FEM;SG;POS	N;SG
don	don	don	don	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
široké	amplio	široký	amplio	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
široké	amplia	široký	amplio	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG
široké	amplia	široký	amplio	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG
široké	amplio	široký	amplio	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
lidi	muchachos	člověk	muchacho	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
lidi	tíos	člověk	tío	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
lidi	guys	člověk	guys	N;ANIM;NOM;MASC;PL;POS	N
lidi	chicos	člověk	chico	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
lidi	personas	člověk	persona	N;ANIM;NOM;MASC;PL;POS	N;FEM;PL
forma	forma	forma	forma	N;NOM;FEM;SG;POS	N;FEM;SG
forma	formulario	forma	formulario	N;NOM;FEM;SG;POS	N;MASC;SG
doporučení	remisión	doporučení	remisión	N;NOM;NEUT;SG;POS	N;FEM;SG
doporučení	recomendación	doporučení	recomendación	N;NOM;NEUT;SG;POS	N;FEM;SG
vlajka	flag	vlajka	flag	N;NOM;FEM;SG;POS	N;SG
vlajka	bandera	vlajka	bandera	N;NOM;FEM;SG;POS	N;FEM;SG
nejlépe	preferiblemente	dobře	preferiblemente	ADV;RL;POS	ADV
nejlépe	preferentemente	dobře	preferentemente	ADV;RL;POS	ADV
nejlépe	mejor	dobře	mejor	ADV;RL;POS	ADV
mise	mision	mise	mision	N;NOM;FEM;SG;POS	N;FEM;SG
mise	mission	mise	mission	N;NOM;FEM;SG;POS	N
mise	misión	mise	misión	N;NOM;FEM;SG;POS	N;FEM;SG
gól	gol	gól	gol	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
gól	meta	gól	meta	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
gól	objetivo	gól	objetivo	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
gól	portería	gól	portería	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
věnuje	dedica	věnovat	dedicar	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
relativně	relativamente	relativně	relativamente	ADV;POS	ADV
mistrů	masters	mistr	master	N;ANIM;GEN;MASC;PL;POS	N;MASC;PL
mistrů	maestros	mistr	maestro	N;ANIM;GEN;MASC;PL;POS	N;MASC;PL
mistrů	campeones	mistr	campeón	N;ANIM;GEN;MASC;PL;POS	N;MASC;PL
letounu	avión	letoun	avión	N;INAN;GEN;MASC;SG;POS	N;MASC;SG
letounu	aeroplano	letoun	aeroplano	N;INAN;GEN;MASC;SG;POS	N;MASC;SG
celková	total	celkový	total	ADJ;NOM;FEM;SG;POS	ADJ;SG
uvedl	declaró	uvést	declarar	V;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
noviny	periódicos	noviny	periódico	N;NOM;FEM;PL;POS	N;MASC;PL
noviny	diarios	noviny	diario	N;NOM;FEM;PL;POS	N;MASC;PL
noviny	periódicos	noviny	periódico	N;NOM;FEM;PL;POS	N;MASC;PL
rgb	rgb	rgb	rgb	N;NOM;MASC;SG;POS	N;MASC;SG
objekty	objetos	objekt	objeto	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
motoru	motor	motor	motor	N;INAN;GEN;MASC;SG;POS	N;MASC;SG
návrat	regreso	návrat	regreso	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
návrat	retorno	návrat	retorno	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
návrat	devolución	návrat	devolución	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
návrat	regreso	návrat	regreso	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
návrat	vuelta	návrat	vuelta	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
váha	peso	váha	peso	N;NOM;FEM;SG;POS	N;MASC;SG
váha	ponderación	váha	ponderación	N;NOM;FEM;SG;POS	N;FEM;SG
tvrzení	alegación	tvrzení	alegación	N;NOM;NEUT;SG;POS	N;FEM;SG
tvrzení	reclamo	tvrzení	reclamo	N;NOM;NEUT;SG;POS	N;MASC;SG
tvrzení	reclamación	tvrzení	reclamación	N;NOM;NEUT;SG;POS	N;FEM;SG
tvrzení	reivindicación	tvrzení	reivindicación	N;NOM;NEUT;SG;POS	N;FEM;SG
známo	conocida	známý	conocido	ADJ;NEUT;SG;POS	ADJ;FEM;SG;V.PTCP
známo	conocido	známý	conocido	ADJ;NEUT;SG;POS	ADJ;MASC;SG;V.PTCP
spolku	hermandad	spolek	hermandad	N;INAN;DAT;MASC;SG;POS	N;FEM;SG
správa	gerencia	správa	gerencia	N;NOM;FEM;SG;POS	N;FEM;SG
správa	gestión	správa	gestión	N;NOM;FEM;SG;POS	N;FEM;SG
správa	dirección	správa	dirección	N;NOM;FEM;SG;POS	N;FEM;SG
správa	administración	správa	administración	N;NOM;FEM;SG;POS	N;FEM;SG
správa	administración	správa	administración	N;NOM;FEM;SG;POS	N;FEM;SG
správa	gobernanza	správa	gobernanza	N;NOM;FEM;SG;POS	N;FEM;SG
správa	gobernación	správa	gobernación	N;NOM;FEM;SG;POS	N;FEM;SG
správa	gobierno	správa	gobierno	N;NOM;FEM;SG;POS	N;MASC;SG
správa	gobernabilidad	správa	gobernabilidad	N;NOM;FEM;SG;POS	N;FEM;SG
svobody	libertades	svoboda	libertad	N;NOM;FEM;PL;POS	N;FEM;PL
řekl	dijo	říci	decir	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
židé	judios	žid	judio	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
židé	judíos	žid	judío	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
bílý	blanca	bílý	blanco	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;FEM;SG
bílý	blanco	bílý	blanco	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;MASC;SG
museum	museo	museum	museo	N;NOM;NEUT;SG;POS	N;MASC;SG
psát	escribe	psát	escribir	V;POS;NFIN	V;IND;SG;3;PRS;FIN
psát	escribo	psát	escribir	V;POS;NFIN	V;IND;SG;1;PRS;FIN
psát	escribir	psát	escribir	V;POS;NFIN	V;NFIN
psát	escriba	psát	escribir	V;POS;NFIN	V;IMP;SG;3;FIN
buňky	cell	buňka	cell	N;NOM;FEM;PL;POS	N
buňky	células	buňka	célula	N;NOM;FEM;PL;POS	N;FEM;PL
buňky	celdas	buňka	celda	N;NOM;FEM;PL;POS	N;FEM;PL
ministerstvo	cancillería	ministerstvo	cancillería	N;NOM;NEUT;SG;POS	N;FEM;SG
ministerstvo	ministerio	ministerstvo	ministerio	N;NOM;NEUT;SG;POS	N;MASC;SG
křídla	alas	křídlo	ala	N;NOM;NEUT;PL;POS	N;FEM;PL
křídla	wings	křídlo	wings	N;NOM;NEUT;PL;POS	N
křídla	alitas	křídlo	alita	N;NOM;NEUT;PL;POS	N;FEM;PL
katolické	católico	katolický	católico	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
katolické	católica	katolický	católico	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG
právník	letrado	právník	letrado	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
právník	jurista	právník	jurista	N;ANIM;NOM;MASC;SG;POS	N;SG
právník	abogada	právník	abogada	N;ANIM;NOM;MASC;SG;POS	N;FEM;SG
právník	abogado	právník	abogado	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
zvířat	animales	zvíře	animal	N;GEN;NEUT;PL;POS	N;MASC;PL
zvířat	animales	zvíře	animal	N;GEN;NEUT;PL;POS	N;MASC;PL
obrazy	imagenes	obraz	imagen	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
obrazy	imágenes	obraz	imagen	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
obrazy	pinturas	obraz	pintura	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
obrazy	cuadros	obraz	cuadro	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
vnější	externa	vnější	externo	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
vnější	externo	vnější	externo	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
vnější	exterior	vnější	exterior	ADJ;NOM;MASC;SG;POS	ADJ;SG
vnější	exterior	vnější	exterior	ADJ;NOM;MASC;SG;POS	ADJ;SG
dostat	conseguir	dostat	conseguir	V;POS;NFIN	V;NFIN
dostat	consigue	dostat	conseguir	V;POS;NFIN	V;IND;SG;3;PRS;FIN
dostat	obtener	dostat	obtener	V;POS;NFIN	V;NFIN
dostat	obtenga	dostat	obtener	V;POS;NFIN	V;SBJV;SG;3;PRS;FIN
podnik	empresa	podnik	empresa	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
podnik	enterprise	podnik	enterprir	N;INAN;NOM;MASC;SG;POS	N;SG
play	play	play	play	N;FEM;POS	N
techniky	técnicas	technika	técnica	N;NOM;FEM;PL;POS	N;FEM;PL
objekt	objeto	objekt	objeto	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
orchestr	orchestra	orchestr	orchestra	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
orchestr	orquesta	orchestr	orquesta	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
hodnota	value	hodnota	valar	N;NOM;FEM;SG;POS	N
hodnota	valor	hodnota	valor	N;NOM;FEM;SG;POS	N;MASC;SG
volný	libre	volný	libre	ADJ;INAN;NOM;MASC;SG;POS	ADJ;SG
volný	gratuito	volný	gratuito	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
status	status	status	status	N;INAN;NOM;MASC;SG;POS	N
status	estatus	status	estatus	N;INAN;NOM;MASC;SG;POS	N;MASC
status	estado	status	estado	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
status	situación	status	situación	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
bitvy	batallas	bitva	batalla	N;NOM;FEM;PL;POS	N;FEM;PL
hvězda	estrella	hvězda	estrella	N;NOM;FEM;SG;POS	N;FEM;SG
hvězda	star	hvězda	star	N;NOM;FEM;SG;POS	N
nezávislost	autonomía	závislost	autonomía	N;NOM;FEM;SG;NEG	N;FEM;SG
nezávislost	independencia	závislost	independencia	N;NOM;FEM;SG;NEG	N;FEM;SG
zahrady	jardines	zahrada	jardín	N;NOM;FEM;PL;POS	N;MASC;PL
zbraně	armas	zbraň	arma	N;NOM;FEM;PL;POS	N;FEM;PL
zbraně	pistolas	zbraň	pistola	N;NOM;FEM;PL;POS	N;FEM;PL
zbraně	guns	zbraň	guns	N;NOM;FEM;PL;POS	N
zbraně	fusiles	zbraň	fusil	N;NOM;FEM;PL;POS	N;MASC;PL
zbraně	cañones	zbraň	cañón	N;NOM;FEM;PL;POS	N;MASC;PL
zbraně	armas	zbraň	arma	N;NOM;FEM;PL;POS	N;FEM;PL
zbraně	brazos	zbraň	brazo	N;NOM;FEM;PL;POS	N;MASC;PL
zbraně	armas	zbraň	arma	N;NOM;FEM;PL;POS	N;FEM;PL
světla	luces	světlo	luz	N;NOM;NEUT;PL;POS	N;FEM;PL
světla	lights	světlo	light	N;NOM;NEUT;PL;POS	N
úsek	seccion	úsek	seccionar	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
úsek	sección	úsek	sección	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
úsek	compartimento	úsek	compartimento	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
úsek	compartimiento	úsek	compartimiento	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
kámen	gema	kámen	gema	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
kámen	stone	kámen	stone	N;INAN;NOM;MASC;SG;POS	N
kámen	piedra	kámen	piedra	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
kámen	piedra	kámen	piedra	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
kámen	roca	kámen	roca	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
kámen	rock	kámen	rock	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
marek	marks	marka	marks	N;GEN;FEM;PL;POS	N
marek	marcas	marka	marca	N;GEN;FEM;PL;POS	N;FEM;PL
peníze	money	peníze	money	N;INAN;NOM;MASC;PL;POS	N
fakulta	claustro	fakulta	claustro	N;NOM;FEM;SG;POS	N;MASC;SG
fakulta	facultad	fakulta	facultad	N;NOM;FEM;SG;POS	N;FEM;SG
představení	rendimiento	představení	rendimiento	N;NOM;NEUT;SG;POS	N;MASC;SG
představení	desempeño	představení	desempeño	N;NOM;NEUT;SG;POS	N;MASC;SG
představení	actuación	představení	actuación	N;NOM;NEUT;SG;POS	N;FEM;SG
představení	performance	představení	performance	N;NOM;NEUT;SG;POS	N;FEM;SG
představení	espectáculo	představení	espectáculo	N;NOM;NEUT;SG;POS	N;MASC;SG
představení	show	představení	show	N;NOM;NEUT;SG;POS	N;MASC;SG
poměr	coeficiente	poměr	coeficiente	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
poměr	ratio	poměr	ratio	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
poměr	proporción	poměr	proporción	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
poměr	cociente	poměr	cociente	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
zahájení	abertura	zahájení	abertura	N;NOM;NEUT;SG;POS	N;FEM;SG
zahájení	inauguración	zahájení	inauguración	N;NOM;NEUT;SG;POS	N;FEM;SG
zahájení	apertura	zahájení	apertura	N;NOM;NEUT;SG;POS	N;FEM;SG
zahájení	iniciación	zahájení	iniciación	N;NOM;NEUT;SG;POS	N;FEM;SG
zahájení	lanzamiento	zahájení	lanzamiento	N;NOM;NEUT;SG;POS	N;MASC;SG
zkratka	acrónimo	zkratka	acrónimo	N;NOM;FEM;SG;POS	N;MASC;SG
zkratka	sigla	zkratka	sigla	N;NOM;FEM;SG;POS	N;FEM;SG
zkratka	abreviatura	zkratka	abreviatura	N;NOM;FEM;SG;POS	N;FEM;SG
zkratka	atajo	zkratka	atajo	N;NOM;FEM;SG;POS	N;MASC;SG
umělecké	artística	umělecký	artístico	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
umělecké	artístico	umělecký	artístico	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
hodnotu	value	hodnota	valar	N;ACC;FEM;SG;POS	N
hodnotu	valor	hodnota	valor	N;ACC;FEM;SG;POS	N;MASC;SG
filmy	films	film	film	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
filmy	peliculas	film	pelicula	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
filmy	películas	film	película	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
filmy	peliculas	film	pelicula	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
filmy	películas	film	película	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
united	unidos	united	unido	ADJ;POS	ADJ;MASC;PL;V.PTCP
united	unido	united	unido	ADJ;POS	ADJ;MASC;SG;V.PTCP
united	unida	united	unido	ADJ;POS	ADJ;FEM;SG;V.PTCP
jasné	despejado	jasný	despejar	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG;V.PTCP
plochy	áreas	plocha	área	N;NOM;FEM;PL;POS	N;FEM;PL
plochy	zonas	plocha	zona	N;NOM;FEM;PL;POS	N;FEM;PL
plochy	areas	plocha	area	N;NOM;FEM;PL;POS	N;FEM;PL
plochy	escritorios	plocha	escritorio	N;NOM;FEM;PL;POS	N;MASC;PL
záložník	centrocampista	záložník	centrocampista	N;ANIM;NOM;MASC;SG;POS	N;SG
síla	fortaleza	síla	fortaleza	N;NOM;FEM;SG;POS	N;FEM;SG
síla	fuerza	síla	fuerza	N;NOM;FEM;SG;POS	N;FEM;SG
síla	fuerza	síla	fuerza	N;NOM;FEM;SG;POS	N;FEM;SG
síla	force	síla	force	N;NOM;FEM;SG;POS	N
síla	potencia	síla	potencia	N;NOM;FEM;SG;POS	N;FEM;SG
síla	power	síla	power	N;NOM;FEM;SG;POS	N
sport	sport	sport	sport	N;INAN;NOM;MASC;SG;POS	N
sport	deporte	sport	deporte	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
sport	deporte	sport	deporte	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
dob	time	doba	time	N;GEN;FEM;PL;POS	N
zbytky	sobras	zbytek	sobras	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
zbytky	residuos	zbytek	residuo	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
režim	esquema	režim	esquema	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
režim	régimen	režim	régimen	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
režim	modalidad	režim	modalidad	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
