ini	इस	ini	यह	DET	DET;ACC;SG;3
game	गेम	game	गेम	N;SG	N;NOM;MASC;SG;3
game	खेल	game	खेल	N;SG	N;NOM;MASC;SG;3
pertemuan	बैठक	pertemuan	बैठक	N;SG	N;NOM;FEM;SG;3
pertemuan	मीटिंग	pertemuan	मीटिंग	N;SG	N;NOM;FEM;SG;3
pertemuan	बैठक	pertemuan	बैठक	N;SG	N;NOM;FEM;SG;3
administrasi	प्रशासन	administrasi	प्रशासन	N;SG	N;NOM;MASC;SG;3
langit	आकाश	langit	आकाश	N;SG	N;NOM;MASC;SG;3
langit	आकाश	langit	आकाश	N;SG	N;NOM;MASC;SG;3
langit	आसमान	langit	आसमान	N;SG	N;NOM;MASC;SG;3
langit	आसमान	langit	आसमान	N;SG	N;NOM;MASC;SG;3
indah	सुंदर	indah	सुन्दर	ADJ;SG	ADJ
indah	खूबसूरत	indah	खूबसूरत	ADJ;SG	ADJ
debut	डेब्यू	debut	डेब्यू	N;SG	N;NOM;MASC;SG;3
perwakilan	प्रतिनिधित्व	perwakilan	प्रतिनिधित्व	N;SG	N;NOM;MASC;SG;3
perwakilan	जनप्रतिनिधि	perwakilan	जनप्रतिनिधि	N;SG	N;NOM;MASC;SG;3
perwakilan	प्रतिनिधि	perwakilan	प्रतिनिधि	N;SG	N;NOM;MASC;SG;3
perwakilan	प्रतिनिधि	perwakilan	प्रतिनिधि	N;SG	N;NOM;MASC;SG;3
pagi	सुबह	pagi	सुबह	N;SG	N;NOM;FEM;SG;3
pagi	morning	pagi	morning	N;SG	N;NOM;MASC;SG;3
percaya	मानना	percaya	मान	V;SG;ACT	V;NFIN;ACT
lengkap	पूरा	lengkap	पूरा	ADJ;SG	ADJ;NOM;MASC;SG
meski	हालांकि	meski	हालांकि	CONJ	CONJ
sarana	मतलब	sarana	मतलब	N;SG	N;NOM;MASC;SG;3
volume	आवाज	volume	आवाज	N;SG	N;NOM;FEM;SG;3
volume	आयतन	volume	आयतन	N;SG	N;NOM;MASC;SG;3
volume	आवाज़	volume	आवाज़	N;SG	N;NOM;FEM;SG;3
volume	आयतन	volume	आयतन	N;SG	N;NOM;MASC;SG;3
tari	डांस	tari	डांस	N;SG	N;NOM;MASC;SG;3
tari	नृत्य	tari	नृत्य	N;SG	N;NOM;MASC;SG;3
tari	तरी	tari	तरी	N;SG	N;NOM;FEM;SG;3
bukti	सबूत	bukti	सबूत	N;SG	N;NOM;MASC;SG;3
bukti	प्रमाण	bukti	प्रमाण	N;SG	N;NOM;MASC;SG;3
bukti	सबूत	bukti	सबूत	N;SG	N;NOM;MASC;SG;3
bukti	प्रमाण	bukti	प्रमाण	N;SG	N;NOM;MASC;SG;3
kopi	कॉफ़ी	kopi	कॉफ़ी	N;SG	N;NOM;FEM;SG;3
region	क्षेत्र	region	क्षेत्र	N	N;NOM;MASC;SG;3
region	प्रदेश	region	प्रदेश	N	N;NOM;MASC;SG;3
ibrani	यहूदी	ibrani	यहूदी	N	N;NOM;MASC;SG;3
kompleks	परिसर	kompleks	परिसर	N;SG	N;NOM;MASC;SG;3
hujan	बारिश	hujan	बारिश	N;SG	N;NOM;FEM;SG;3
hujan	वर्षा	hujan	वर्षा	N;SG	N;NOM;FEM;SG;3
hujan	बरसात	hujan	बरसात	N;SG	N;NOM;FEM;SG;3
makam	मज़ार	makam	मज़ार	N;SG	N;NOM;FEM;SG;3
makam	कब्र	makam	कब्र	N;SG	N;NOM;FEM;SG;3
ketinggian	ऊँचाई	ketinggian	ऊँचाई	N;SG	N;NOM;FEM;SG;3
ketinggian	ऊंचाई	ketinggian	ऊंचाई	N;SG	N;NOM;FEM;SG;3
ketinggian	ऊँचाई	ketinggian	ऊँचाई	N;SG	N;NOM;FEM;SG;3
ketinggian	समीकरण	ketinggian	समीकरण	N;SG	N;NOM;MASC;SG;3
ketinggian	उन्नयन	ketinggian	उन्नयन	N;SG	N;NOM;MASC;SG;3
kejuaraan	चैम्पियनशिप	kejuaraan	चैम्पियनशिप	N;SG	N;NOM;FEM;SG;3
kejuaraan	चैंपियनशिप	kejuaraan	चैंपियनशिप	N;SG	N;NOM;FEM;SG;3
pembentukan	स्थापना	penbentukan	स्थापना	N;SG	N;NOM;FEM;SG;3
pembentukan	गठन	penbentukan	गठन	N;SG	N;NOM;MASC;SG;3
konser	कॉन्सर्ट	konser	कॉन्सर्ट	N;SG	N;NOM;MASC;SG;3
konser	कॉन्सर्ट	konser	कॉन्सर्ट	N;SG	N;NOM;MASC;SG;3
sayap	विंग्स	sayap	विंग	N;SG	N;NOM;MASC;SG;3
channel	चैनल	channel	चैनल	N	N;NOM;MASC;SG;3
parlemen	संसद	parlemen	संसद	N;SG	N;NOM;FEM;SG;3
parlemen	लोकसभा	parlemen	लोकसभा	N;SG	N;NOM;FEM;SG;3
parlemen	पार्लियामेंट	parlemen	पार्लियामेंट	N;SG	N;NOM;MASC;SG;3
putaran	परिक्रमण	putaran	परिक्रमण	N;SG	N;NOM;MASC;SG;3
putaran	घुमाव	putaran	घुमाव	N;SG	N;NOM;MASC;SG;3
putaran	घूर्णन	putaran	घूर्णन	N;SG	N;NOM;MASC;SG;3
putaran	रोटेशन	putaran	रोटेशन	N;SG	N;NOM;MASC;SG;3
penonton	श्रोता	pentonton	श्रोता	N;SG	N;NOM;MASC;SG;3
penonton	ऑडियंस	pentonton	ऑडियंस	N;SG	N;NOM;MASC;SG;3
penonton	व्यूअर	pentonton	व्यूअर	N;SG	N;NOM;MASC;SG;3
tema	प्रसंग	tema	प्रसंग	N;SG	N;NOM;MASC;SG;3
tema	विषयवस्तु	tema	विषयवस्तु	N;SG	N;NOM;FEM;SG;3
tema	प्रसंग	tema	प्रसंग	N;SG	N;NOM;MASC;SG;3
fisika	भौतिकी	fisika	भौतिकी	N;SG	N;NOM;FEM;SG;3
komandan	कमांडेंट	komandan	कमांडेंट	N;SG	N;NOM;MASC;SG;3
komandan	कमांडर	komandan	कमांडर	N;SG	N;NOM;MASC;SG;3
pemuda	युवा	pemuda	युवा	N;SG	N;NOM;MASC;SG;3
pemuda	युवावस्था	pemuda	युवावस्था	N;SG	N;NOM;FEM;SG;3
golongan	गुट	golongan	गुट	N;SG	N;NOM;MASC;SG;3
motor	मोटरसाइकल	motor	मोटरसाइकल	N;SG	N;NOM;FEM;SG;3
motor	मोटरसाइकिल	motor	मोटरसाइकिल	N;SG	N;NOM;FEM;SG;3
motor	मोटर	motor	मोटर	N;SG	N;NOM;FEM;SG;3
miliar	बिलियन	miliar	बिलियन	N	N;NOM;MASC;SG;3
miliar	अरबों	miliar	अरब	N	N;ACC;MASC;PL;3
pernikahan	विवाह	pernikahan	विवाह	N;SG	N;NOM;MASC;SG;3
pernikahan	शादी	pernikahan	शादी	N;SG	N;NOM;FEM;SG;3
pernikahan	विवाह	pernikahan	विवाह	N;SG	N;NOM;MASC;SG;3
pernikahan	शादी	pernikahan	शादी	N;SG	N;NOM;FEM;SG;3
pernikahan	विवाह	pernikahan	विवाह	N;SG	N;NOM;MASC;SG;3
pemeran	कास्ट	penperan	कास्ट	N;SG	N;NOM;MASC;SG;3
turnamen	टूर्नामेंट	turnamen	टूर्नामेंट	N;SG	N;NOM;MASC;SG;3
dokter	चिकित्सक	dokter	चिकित्सक	N;SG	N;NOM;MASC;SG;3
dokter	डॉक्टर	dokter	डॉक्टर	N;SG	N;NOM;MASC;SG;3
dokter	डाक्टर	dokter	डाक्टर	N;SG	N;NOM;MASC;SG;3
dokter	डॉक्टर	dokter	डॉक्टर	N;SG	N;NOM;MASC;SG;3
kuil	मन्दिर	kuil	मन्दिर	N;SG	N;NOM;MASC;SG;3
kuil	मंदिर	kuil	मंदिर	N;SG	N;NOM;MASC;SG;3
produser	निर्माता	produser	निर्माता	N;SG	N;NOM;MASC;SG;3
produser	उत्पादक	produser	उत्पादक	N;SG	N;NOM;MASC;SG;3
produser	निर्माता	produser	निर्माता	N;SG	N;NOM;MASC;SG;3
obat	दवा	obat	दवा	N;SG	N;NOM;FEM;SG;3
obat	औषधि	obat	औषधि	N;SG	N;NOM;FEM;SG;3
obat	आयुर्विज्ञान	obat	आयुर्विज्ञान	N;SG	N;NOM;FEM;SG;3
dukungan	समर्थन	dukungan	समर्थन	N;SG	N;NOM;MASC;SG;3
dukungan	सहायता	dukungan	सहायता	N;SG	N;NOM;FEM;SG;3
dukungan	समर्थन	dukungan	समर्थन	N;SG	N;NOM;MASC;SG;3
dukungan	समर्थन	dukungan	समर्थन	N;SG	N;NOM;MASC;SG;3
teater	नाट्य	teater	नाट्य	N	N;NOM;MASC;SG;3
teater	थिएटर	teater	थिएटर	N	N;NOM;MASC;SG;3
teater	सिनेमाघर	teater	सिनेमाघर	N	N;NOM;MASC;SG;3
teater	रंगमंच	teater	रंगमंच	N	N;NOM;MASC;SG;3
teater	थिएटर	teater	थिएटर	N	N;NOM;MASC;SG;3
teater	थिएटर	teater	थिएटर	N	N;NOM;MASC;SG;3
teater	थिएटर	teater	थिएटर	N	N;NOM;MASC;SG;3
referensi	संदर्भ	referensi	संदर्भ	N;SG	N;NOM;MASC;SG;3
referensi	सन्दर्भ	referensi	संदर्भ	N;SG	N;NOM;MASC;SG;3
referensi	संदर्भ	referensi	संदर्भ	N;SG	N;NOM;MASC;SG;3
referensi	सन्दर्भ	referensi	संदर्भ	N;SG	N;NOM;MASC;SG;3
menjelaskan	समझाया	menjelaskan	समझा	V;SG;ACT	V;PFV;MASC;SG;V.PTCP;ACT
menjelaskan	समझाने	menjelaskan	समझा	V;SG;ACT	V;NFIN;ACT
menjelaskan	बताइये	menjelaskan	बता	V;SG;ACT	V;SBJV;SG;3;FIN;ACT
lebar	चौड़ी	lebar	चौड़ी	ADJ;SG	ADJ;NOM;FEM;SG
kabar	फीड	kabar	फीड	N;SG	N;NOM;FEM;SG;3
kabar	फीड	kabar	फीड	N;SG	N;NOM;FEM;SG;3
menara	बुर्ज	menara	बुर्ज	N;SG	N;NOM;MASC;SG;3
menara	टावर	menara	टावर	N;SG	N;NOM;MASC;SG;3
menara	मीनार	menara	मीनार	N;SG	N;NOM;FEM;SG;3
benteng	गढ़	benteng	गढ़	N	N;NOM;MASC;SG;3
benteng	किला	benteng	किला	N	N;NOM;MASC;SG;3
benteng	किला	benteng	किला	N	N;NOM;MASC;SG;3
benteng	किला	benteng	किला	N	N;NOM;MASC;SG;3
daging	माँस	daging	माँस	N;SG	N;NOM;MASC;SG;3
daging	मांस	daging	माँस	N;SG	N;NOM;MASC;SG;3
pengadilan	कोर्ट	penadilan	कोर्ट	N;SG	N;NOM;MASC;SG;3
pengadilan	न्यायालय	penadilan	न्यायालय	N;SG	N;NOM;MASC;SG;3
pengadilan	अदालत	penadilan	अदालत	N;SG	N;NOM;FEM;SG;3
pengadilan	न्यायपालिका	penadilan	न्यायपालिका	N;SG	N;NOM;FEM;SG;3
transportasi	परिवहन	transportasi	परिवहन	N;SG	N;NOM;MASC;SG;3
transportasi	परिवहन	transportasi	परिवहन	N;SG	N;NOM;MASC;SG;3
transportasi	ट्रांसपोर्ट	transportasi	ट्रांसपोर्ट	N;SG	N;NOM;MASC;SG;3
transportasi	यातायात	transportasi	यातायात	N;SG	N;NOM;MASC;SG;3
transportasi	हस्तांतरण	transportasi	हस्तांतरण	N;SG	N;NOM;MASC;SG;3
faktor	कारक	faktor	कारक	N;SG	N;NOM;MASC;SG;3
faktor	कारक	faktor	कारक	N;SG	N;NOM;MASC;SG;3
link	लिंक	link	लिंक	N	N;NOM;MASC;SG;3
link	लिंक	link	लिंक	N	N;NOM;MASC;SG;3
link	लिंक्स	link	लिंक्स	N	N;NOM;FEM;SG;3
link	कड़ियाँ	link	कड़ी	N	N;NOM;FEM;PL;3
reaksi	प्रतिक्रिया	reaksi	प्रतिक्रिया	N;SG	N;NOM;FEM;SG;3
reaksi	reaction	reaksi	ओुओठी	N;SG	N;NOM;MASC;SG;3
reaksi	अभिक्रिया	reaksi	अभिक्रिया	N;SG	N;NOM;FEM;SG;3
reaksi	प्रतिक्रिया	reaksi	प्रतिक्रिया	N;SG	N;NOM;FEM;SG;3
kesempatan	अवसर	kesempatan	अवसर	N;SG	N;NOM;MASC;SG;3
kesempatan	अवसर	kesempatan	अवसर	N;SG	N;NOM;MASC;SG;3
kesempatan	मौका	kesempatan	मौका	N;SG	N;NOM;MASC;SG;3
kesempatan	अवसर	kesempatan	अवसर	N;SG	N;NOM;MASC;SG;3
kesempatan	अवसर	kesempatan	अवसर	N;SG	N;NOM;MASC;SG;3
sebutan	mentions	sebutan	mentions	N;SG	N;NOM;MASC;SG;3
sebutan	उल्लेख	sebutan	उल्लेख	N;SG	N;NOM;MASC;SG;3
gitar	गिटार	gitar	गिटार	N;SG	N;NOM;MASC;SG;3
peta	नक्शा	peta	नक्शा	N;SG	N;NOM;MASC;SG;3
peta	मानचित्र	peta	मानचित्र	N;SG	N;NOM;MASC;SG;3
peta	मैप	peta	मैप	N;SG	N;NOM;MASC;SG;3
peta	नक्शे	peta	नक्शा	N;SG	N;NOM;MASC;SG;3
peta	मानचित्र	peta	मानचित्र	N;SG	N;NOM;MASC;SG;3
fisik	शारीरिक	fisik	शारीरिक	N;SG	N;NOM;MASC;SG;3
injil	सुसमाचार	injil	सुसमाचार	N;SG	N;NOM;MASC;SG;3
menang	विन	menang	विन	;SG	
pabrik	फ़ैक्टरी	pabrik	फ़ैक्टरी	N;SG	N;NOM;FEM;SG;3
pabrik	कारखाना	pabrik	कारखाना	N;SG	N;NOM;MASC;SG;3
pabrik	फैक्ट्री	pabrik	फैक्ट्री	N;SG	N;NOM;FEM;SG;3
pabrik	फैक्टरी	pabrik	फैक्टरी	N;SG	N;NOM;FEM;SG;3
kehilangan	नुकसान	kehilangan	नुकसान	N;SG	N;NOM;MASC;SG;3
kehilangan	घाटा	kehilangan	घाटा	N;SG	N;NOM;MASC;SG;3
staf	स्टाफ़	staf	स्टाफ़	N;SG	N;NOM;MASC;SG;3
staf	स्टाफ	staf	स्टाफ	N;SG	N;NOM;MASC;SG;3
delapan	आठ	delapan	आठ	NUM	NUM
gelandang	मिडफील्डर	gelandang	मिडफील्डर	N;SG	N;NOM;MASC;SG;3
antena	एन्टेना	antena	एन्टेना	N;SG	N;NOM;MASC;SG;3
antena	एंटीना	antena	एंटीना	N;SG	N;NOM;MASC;SG;3
telepon	फ़ोन	telepon	फोोन	N;SG	N;NOM;MASC;SG;3
telepon	फोन	telepon	फोन	N;SG	N;NOM;MASC;SG;3
telepon	फ़ोन	telepon	फोोन	N;SG	N;NOM;MASC;SG;3
telepon	फोन	telepon	फोन	N;SG	N;NOM;MASC;SG;3
telepon	काल	telepon	काल	N;SG	N;NOM;MASC;SG;3
telepon	कॉल	telepon	कॉल	N;SG	N;NOM;FEM;SG;3
telepon	टेलिफोन	telepon	टेलिफोन	N;SG	N;NOM;MASC;SG;3
telepon	टेलीफ़ोन	telepon	टेलीफ़ोन	N;SG	N;NOM;MASC;SG;3
telepon	टेलीफोन	telepon	टेलीफोन	N;SG	N;NOM;MASC;SG;3
perintah	कमांड	perintah	कमांड	N;SG	N;NOM;MASC;SG;3
perintah	कमांड	perintah	कमांड	N;SG	N;NOM;MASC;SG;3
perintah	ऑर्डर	perintah	ऑर्डर	N;SG	N;NOM;MASC;SG;3
perintah	आदेश	perintah	आदेश	N;SG	N;NOM;MASC;SG;3
aksi	क्रिया	aksi	क्रिया	N;SG	N;NOM;FEM;SG;3
aksi	एक्शन	aksi	एक्शन	N;SG	N;NOM;MASC;SG;3
aksi	कार्रवाई	aksi	कार्रवाई	N;SG	N;NOM;FEM;SG;3
aksi	क्रिया	aksi	क्रिया	N;SG	N;NOM;FEM;SG;3
dana	निधि	dana	निधि	N;SG	N;NOM;FEM;SG;3
dana	फंड	dana	फंड	N;SG	N;NOM;MASC;SG;3
dana	निधि	dana	निधि	N;SG	N;NOM;FEM;SG;3
famili	फैमिली	famili	फैमिली	N;SG	N;NOM;FEM;SG;3
famili	परिवार	famili	परिवार	N;SG	N;NOM;MASC;SG;3
dll	etc	dll	etc		
dll	इत्यादि	dll	इत्यादि		
dll	dll	dll	dll		
musuh	शत्रु	musuh	शत्रु	N;SG	N;NOM;MASC;SG;3
musuh	दुश्मन	musuh	दुश्मन	N;SG	N;NOM;MASC;SG;3
musuh	दुश्मन	musuh	दुश्मन	N;SG	N;NOM;MASC;SG;3
musuh	शत्रु	musuh	शत्रु	N;SG	N;NOM;MASC;SG;3
perbatasan	किनारा	perbatasan	किनारा	N;SG	N;NOM;MASC;SG;3
perbatasan	सीमा	perbatasan	सीमा	N;SG	N;NOM;FEM;SG;3
perbatasan	सीमांत	perbatasan	सीमांत	N;SG	N;NOM;MASC;SG;3
perbatasan	बॉर्डर	perbatasan	बॉर्डर	N;SG	N;NOM;MASC;SG;3
perbatasan	किनारा	perbatasan	किनारा	N;SG	N;NOM;MASC;SG;3
perbatasan	frontier	perbatasan	frontier	N;SG	N;NOM;MASC;SG;3
pemberontakan	बगावत	penberontakan	बगावत	N;SG	N;NOM;FEM;SG;3
pemberontakan	विद्रोह	penberontakan	विद्रोह	N;SG	N;NOM;MASC;SG;3
pemberontakan	उग्रवाद	penberontakan	उग्रवाद	N;SG	N;NOM;MASC;SG;3
pemberontakan	विद्रोह	penberontakan	विद्रोह	N;SG	N;NOM;MASC;SG;3
pemberontakan	विद्रोह	penberontakan	विद्रोह	N;SG	N;NOM;MASC;SG;3
revolusi	क्रांति	revolusi	क्रांति	N;SG	N;NOM;FEM;SG;3
revolusi	क्रान्ति	revolusi	क्रान्ति	N;SG	N;NOM;FEM;SG;3
toko	शॉप	toko	शॉप	N;SG	N;NOM;FEM;SG;3
toko	दुकान	toko	दुकान	N;SG	N;NOM;FEM;SG;3
toko	दूकान	toko	दूकान	N;SG	N;NOM;FEM;SG;3
toko	स्टोर	toko	स्टोर	N;SG	N;NOM;MASC;SG;3
toko	शॉप	toko	शॉप	N;SG	N;NOM;FEM;SG;3
toko	स्टोर	toko	स्टोर	N;SG	N;NOM;MASC;SG;3
pelatih	ट्रेनर	penlatih	ट्रेनर	N;SG	N;NOM;MASC;SG;3
pelatih	प्रशिक्षक	penlatih	प्रशिक्षक	N;SG	N;NOM;MASC;SG;3
pelatih	कोच	penlatih	कोच	N;SG	N;NOM;MASC;SG;3
pelatih	कोच	penlatih	कोच	N;SG	N;NOM;MASC;SG;3
kursi	कुर्सी	kursi	कुर्सी	N;SG	N;NOM;FEM;SG;3
kursi	सीटे	kursi	सीटे	N;SG	N;NOM;MASC;SG;3
kursi	सीट	kursi	सीट	N;SG	N;NOM;FEM;SG;3
komisi	कमीशन	komisi	कमीशन	N;SG	N;NOM;MASC;SG;3
komisi	आयोग	komisi	आयोग	N;SG	N;NOM;MASC;SG;3
komisi	आयोग	komisi	आयोग	N;SG	N;NOM;MASC;SG;3
terjun	प्रपात	terjun	प्रपात	N;SG;ACT	N;NOM;MASC;SG;3
terjun	झरना	terjun	झरना	N;SG;ACT	N;NOM;MASC;SG;3
terjun	जलप्रपात	terjun	जलप्रपात	N;SG;ACT	N;NOM;MASC;SG;3
rute	रूट	rute	रूट	N;SG	N;NOM;MASC;SG;3
rute	मार्ग	rute	मार्ग	N;SG	N;NOM;MASC;SG;3
rute	रूट	rute	रूट	N;SG	N;NOM;MASC;SG;3
pertunjukan	प्रदर्शन	pertunjukan	प्रदर्शन	N;SG	N;NOM;MASC;SG;3
pertunjukan	शो	pertunjukan	शो	N;SG	N;NOM;MASC;SG;3
pertumbuhan	वृद्धि	pertumbuhan	वृद्धि	N;SG	N;NOM;FEM;SG;3
pertumbuhan	विकास	pertumbuhan	विकास	N;SG	N;NOM;MASC;SG;3
atom	अणु	atom	अणु	N;SG	N;NOM;MASC;SG;3
atom	परमाणु	atom	परमाणु	N;SG	N;NOM;MASC;SG;3
atom	अणु	atom	अणु	N;SG	N;NOM;MASC;SG;3
layar	स्क्रीन	layar	स्क्रीन	N;SG	N;NOM;MASC;SG;3
konflik	विरोध	konflik	विरोध	N;SG	N;NOM;MASC;SG;3
konflik	संघर्ष	konflik	संघर्ष	N;SG	N;NOM;MASC;SG;3
konflik	विरोध	konflik	विरोध	N;SG	N;NOM;MASC;SG;3
sarjana	विद्वान	sarjana	विद्वान	N	N;NOM;MASC;SG;3
sarjana	स्नातक	sarjana	स्नातक	N	N;NOM;MASC;SG;3
sarjana	विद्वानों	sarjana	विद्वान	N	N;ACC;MASC;PL;3
institut	इंस्टीट्यूट	institut	इंस्टीट्यूट	N	N;NOM;MASC;SG;3
institut	संस्थान	institut	संस्थान	N	N;NOM;MASC;PL;3
peningkatan	सुधार	pentingkatan	सुधार	N;SG	N;NOM;MASC;SG;3
peningkatan	वृद्धि	pentingkatan	वृद्धि	N;SG	N;NOM;FEM;SG;3
peningkatan	वृद्धि	pentingkatan	वृद्धि	N;SG	N;NOM;FEM;SG;3
penjualan	विक्रय	penjualan	विक्रय	N;SG	N;NOM;MASC;SG;3
penjualan	बिक्री	penjualan	बिक्री	N;SG	N;NOM;FEM;SG;3
penjualan	बिक्री	penjualan	बिक्री	N;SG	N;NOM;FEM;SG;3
urutan	क्रम	urutan	क्रम	N;SG	N;NOM;MASC;SG;3
urutan	ऑर्डर	urutan	ऑर्डर	N;SG	N;NOM;MASC;SG;3
urutan	आदेश	urutan	आदेश	N;SG	N;NOM;MASC;SG;3
urutan	अनुक्रम	urutan	अनुक्रम	N;SG	N;NOM;MASC;SG;3
urutan	क्रम	urutan	क्रम	N;SG	N;NOM;MASC;SG;3
urutan	अनुक्रम	urutan	अनुक्रम	N;SG	N;NOM;MASC;SG;3
setempat	स्थानीय	setempat	स्थानीय	ADJ;SG	ADJ;NOM
hadiah	पुरस्कार	hadiah	पुरस्कार	N;SG	N;NOM;MASC;SG;3
hadiah	सवाब	hadiah	सवाब	N;SG	N;NOM;MASC;SG;3
hadiah	इनाम	hadiah	इनाम	N;SG	N;NOM;MASC;SG;3
hadiah	पुरस्कार	hadiah	पुरस्कार	N;SG	N;NOM;MASC;SG;3
hadiah	तोहफा	hadiah	तोहफा	N;SG	N;NOM;MASC;SG;3
tekanan	दाब	tekanan	दाब	N;SG	N;NOM;MASC;SG;3
tekanan	दबाव	tekanan	दबाव	N;SG	N;NOM;MASC;SG;3
siapa	कौन	siapa	कौन	PRO	PRO
prinsip	सिद्धांत	prinsip	सिद्धान्त	N;SG	N;NOM;MASC;SG;3
prinsip	सिद्धान्त	prinsip	सिद्धान्त	N;SG	N;NOM;MASC;SG;3
line	लाइन	line	लाइन	N	N;NOM;FEM;SG;3
line	पंक्ति	line	पंक्ति	N	N;NOM;FEM;SG;3
line	रेखा	line	रेखा	N	N;NOM;FEM;SG;3
line	लकीर	line	लकीर	N	N;NOM;FEM;SG;3
terjemahan	वाक्यांश	terjemahan	वाक्यांश	N;SG	N;NOM;MASC;SG;3
terjemahan	अनुवाद	terjemahan	अनुवाद	N;SG	N;NOM;MASC;SG;3
terjemahan	अनुवाद	terjemahan	अनुवाद	N;SG	N;NOM;MASC;SG;3
angkasa	आकाश	angkasa	आकाश	N;SG	N;NOM;MASC;SG;3
angkasa	आसमान	angkasa	आसमान	N;SG	N;NOM;MASC;SG;3
angkasa	अंतरिक्ष	angkasa	अंतरिक्ष	N;SG	N;NOM;MASC;SG;3
angkasa	जगह	angkasa	जगह	N;SG	N;NOM;FEM;SG;3
angkasa	स्पेस	angkasa	स्पेस	N;SG	N;NOM;MASC;SG;3
