lui	그의	el	그+의	PRO;3	PRO
toamna	가을	toamnă	가을	N;DEF;FEM;SG	N
situatie	상황	situatie	상황	N;INDF;FEM;SG	N
situatie	상황이	situatie	상황+이	N;INDF;FEM;SG	N
situatie	상황	situatie	상황	N;INDF;FEM;SG	N
situatie	상황이	situatie	상황+이	N;INDF;FEM;SG	N
valori	가치관	valoare	가치관	N;INDF;FEM;PL	N
valori	가치	valoare	가치	N;INDF;FEM;PL	N
evenimentele	이벤트	eveniment	이벤트	N;DEF;FEM;PL	N
evenimentele	행사	eveniment	행사	N;DEF;FEM;PL	N
sectorul	부문	sector	부문	N;DEF;MASC;SG	N
scazut	낮은	scazut	낮+ㄴ	ADJ;INDF;MASC;SG	ADJ
scazut	낮음	scazut	낮+ㅁ	ADJ;INDF;MASC;SG	ADJ
line	라인	line	라인		
termina	끝내기	termina	끝내+기	V;IND;SG;3;IPFV;FIN	V
football	축구	football	축구	N;INDF;MASC;SG	N
football	미식축구	football	미식+축구	N;INDF;MASC;SG	N
football	풋볼	football	풋볼	N;INDF;MASC;SG	N
serviciu	서비스	serviciu	서비스	N;INDF;MASC;SG	N
casatoria	혼인	casatorie	혼인	N;DEF;FEM;SG	N
casatoria	결혼	casatorie	결혼	N;DEF;FEM;SG	N
casatoria	혼인	casatorie	혼인	N;DEF;FEM;SG	N
casatoria	결혼	casatorie	결혼	N;DEF;FEM;SG	N
gol	목표	gol	목표	N;INDF;MASC;SG	N
decizia	의사결정	decizie	의사+결정	N;DEF;FEM;SG	N
decizia	결정	decizie	결정	N;DEF;FEM;SG	N
lansarea	출시	lansare	출시	N;DEF;FEM;SG	N
lansarea	출시	lansare	출시	N;DEF;FEM;SG	N
lansarea	실행	lansare	실행	N;DEF;FEM;SG	N
lansarea	발사	lansare	발사	N;DEF;FEM;SG	N
eroilor	영웅	erou	영웅	N;DEF;MASC;PL	N
calatorie	여행	calatorie	여행	N;INDF;FEM;SG	N
calatorie	여행	calatorie	여행	N;INDF;FEM;SG	N
calatorie	여행	calatorie	여행	N;INDF;FEM;SG	N
calatorie	여행	calatorie	여행	N;INDF;FEM;SG	N
management	경영	management	경영	N;INDF;MASC;SG	N
management	관리	management	관리	N;INDF;MASC;SG	N
formatie	밴드	formatie	밴드	N;INDF;FEM;SG	N
formatie	형성	formatie	형성	N;INDF;FEM;SG	N
formatie	밴드	formatie	밴드	N;INDF;FEM;SG	N
comitetul	위원회	comitet	위원회	N;DEF;MASC;SG	N
cont	계좌	cont	계좌	N;INDF;MASC;SG	N
cont	계정	cont	계정	N;INDF;MASC;SG	N
banca	은행	bancă	은행	N;DEF;FEM;SG	N
banca	은행	bancă	은행	N;DEF;FEM;SG	N
banca	벤치	bancă	벤치	N;DEF;FEM;SG	N
dragoste	사랑	dragoste	사랑	N;INDF;MASC	N
out	아웃	out	아웃		
simbol	기호	simbol	기호	N;INDF;MASC;SG	N
simbol	상징	simbol	상징	N;INDF;MASC;SG	N
clasamentul	순위	clasament	순위	N;DEF;MASC;SG	N
rezistenta	저항운동	rezistentă	저항+운동	N;DEF;FEM;SG	N
rezistenta	저항성	rezistentă	저항성	N;DEF;FEM;SG	N
rezistenta	저항	rezistentă	저항	N;DEF;FEM;SG	N
rezistenta	저항운동	rezistentă	저항+운동	N;DEF;FEM;SG	N
rezistenta	저항성	rezistentă	저항성	N;DEF;FEM;SG	N
rezistenta	저항	rezistentă	저항	N;DEF;FEM;SG	N
rezistenta	내수	rezistentă	내수	N;DEF;FEM;SG	N
rezistenta	체력	rezistentă	체력	N;DEF;FEM;SG	N
rezistenta	저항운동	rezistentă	저항+운동	N;DEF;FEM;SG	N
rezistenta	저항성	rezistentă	저항성	N;DEF;FEM;SG	N
rezistenta	저항	rezistentă	저항	N;DEF;FEM;SG	N
comisiei	위원회	comisie	위원회	N;DEF;FEM;SG	N
albastru	푸른	albastru	푸르+ㄴ	ADJ;INDF;MASC;SG	ADJ
regula	법칙	regulă	법칙	N;DEF;FEM;SG	N
regula	규칙	regulă	규칙	N;DEF;FEM;SG	N
regula	법칙	regulă	법칙	N;DEF;FEM;SG	N
regula	규칙	regulă	규칙	N;DEF;FEM;SG	N
editare	편집	editare	편집	N;INDF;FEM;SG	N
editare	수정	editare	수정	N;INDF;FEM;SG	N
editare	편집	editare	편집	N;INDF;FEM;SG	N
editare	수정	editare	수정	N;INDF;FEM;SG	N
zbor	비행	zbor	비행	N;INDF;MASC;SG	N
zbor	항공편	zbor	항공+편	N;INDF;MASC;SG	N
zbor	비행	zbor	비행	N;INDF;MASC;SG	N
discuta	토론하기	discuta	토론+하+기	V;IND;SG;3;IPFV;FIN	V
avion	비행기	avion	비행기	N;INDF;MASC;SG	N
avion	비행기	avion	비행기	N;INDF;MASC;SG	N
vas	선박	vas	선박	N;INDF;MASC;SG	N
nava	선박	navă	선박	N;DEF;FEM;SG	N
nava	선박	navă	선박	N;DEF;FEM;SG	N
nava	선박	navă	선박	N;DEF;FEM;SG	N
anti	안티	an	안티		
evident	명백히	evident	명백+히	ADV	ADV
cautare	검색	cautare	검색	N;INDF;FEM;SG	N
cautare	검색	cautare	검색	N;INDF;FEM;SG	N
autoritatea	권위	autoritate	권위	N;DEF;FEM;SG	N
lider	지도자	lider	지도자	N;INDF;MASC;SG	N
cruce	십자가	cruce	십자가	N;INDF;FEM;SG	N
vot	투표	vot	투표	N;INDF;MASC;SG	N
pilot	조종사	pilot	조종사	N;INDF;MASC;SG	N
realitate	현실	realitate	현실	N;INDF;FEM;SG	N
directorul	디렉토리	director	디렉토리	N;DEF;MASC;SG	N
directorul	디렉터리	director	디렉터리	N;DEF;MASC;SG	N
metode	수단	metodă	수단	N;INDF;FEM;PL	N
metode	메서드	metodă	메서드	N;INDF;FEM;PL	N
metode	방법	metodă	방법	N;INDF;FEM;PL	N
crucea	십자가	cruce	십자가	N;DEF;FEM;SG	N
participarea	참가	participare	참가	N;DEF;FEM;SG	N
participarea	참여	participare	참여	N;DEF;FEM;SG	N
magazin	상점	magazin	상점	N;INDF;MASC;SG	N
magazin	쇼핑	magazin	쇼핑	N;INDF;MASC;SG	N
magazin	매장	magazin	매장	N;INDF;MASC;SG	N
magazin	상점	magazin	상점	N;INDF;MASC;SG	N
stergere	삭제	stergere	삭제	N;INDF;FEM;SG	N
germanii	독일인	german	독일인	N;DEF;MASC;PL	N
urbana	도시	urbană	도시	N;DEF;FEM;SG	N
promovarea	홍보	promovare	홍보	N;DEF;FEM;SG	N
promovarea	승진	promovare	승진	N;DEF;FEM;SG	N
promovarea	홍보	promovare	홍보	N;DEF;FEM;SG	N
fundatia	파운데이션	fundatie	파운데이션	N;DEF;FEM;SG	N
fundatia	파운데이션	fundatie	파운데이션	N;DEF;FEM;SG	N
fundatia	파운데이션	fundatie	파운데이션	N;DEF;FEM;SG	N
patrimoniului	문화유산	patrimoniu	문화유산	N;DEF;MASC;SG	N
turneu	투어	turneu	투+어	N;INDF;MASC;SG	N
turneu	관광	turneu	관광	N;INDF;MASC;SG	N
turneu	구경	turneu	구경	N;INDF;MASC;SG	N
turneu	여행	turneu	여행	N;INDF;MASC;SG	N
turneu	토너먼트	turneu	토너먼트	N;INDF;MASC;SG	N
turneu	대회	turneu	대회	N;INDF;MASC;SG	N
sex	성별	sex	성별	N;INDF;MASC;SG	N
sex	성교	sex	성교	N;INDF;MASC;SG	N
sex	섹스	sex	섹스	N;INDF;MASC;SG	N
sex	성관계	sex	성관계	N;INDF;MASC;SG	N
sex	성별	sex	성별	N;INDF;MASC;SG	N
statistica	통계	statistică	통계	N;DEF;FEM;SG	N
statistica	통계학	statistică	통계학	N;DEF;FEM;SG	N
statistica	통계학	statistică	통계학	N;DEF;FEM;SG	N
statistica	통계	statistică	통계	N;DEF;FEM;SG	N
statistica	통계	statistică	통계	N;DEF;FEM;SG	N
statistica	통계학	statistică	통계학	N;DEF;FEM;SG	N
statistica	통계	statistică	통계	N;DEF;FEM;SG	N
teme	주제	temă	주제	N;INDF;FEM;PL	N
teme	숙제	temă	숙제	N;INDF;FEM;PL	N
sange	피피	sange	피피		
sange	블러드	sange	블러드		
sange	피피	sange	피피		
sange	블러드	sange	블러드		
fete	소녀	fată	소녀	N;INDF;FEM;PL	N
fete	소녀들	fată	소녀+들	N;INDF;FEM;PL	N
fete	걸스	fată	걸스	N;INDF;FEM;PL	N
fete	얼굴	fată	얼굴	N;INDF;FEM;PL	N
fete	얼굴들	fată	얼굴+들	N;INDF;FEM;PL	N
artilerie	대포	artilerie	대포	N;INDF;FEM;SG	N
pasari	새들	pasar	새+들	N;INDF;MASC;PL	N
pasari	새들	pasar	새+들	N;INDF;MASC;PL	N
prieten	친구	prieten	친구	N;INDF;MASC;SG	N
marina	해군	marină	해군	N;DEF;FEM;SG	N
marina	해군	marină	해군	N;DEF;FEM;SG	N
marina	해병대	marină	해병대	N;DEF;FEM;SG	N
organizatii	단체	organizat	단체	N;INDF;FEM;PL	N
organizatii	조직	organizat	조직	N;INDF;FEM;PL	N
organizatii	단체	organizat	단체	N;INDF;FEM;PL	N
organizatii	단체	organizat	단체	N;INDF;FEM;PL	N
profile	프로필	profă	프로필	N;INDF;FEM;PL	N
inteles	이해	inteles	이해	N;INDF;MASC;SG	N
inteles	이해	inteles	이해	N;INDF;MASC;SG	N
spate	후방	spate	후방	N;INDF;MASC;SG	N
schimbarea	변경	schimbare	변경	N;DEF;FEM;SG	N
schimbarea	변화	schimbare	변화	N;DEF;FEM;SG	N
schimbarea	변경	schimbare	변경	N;DEF;FEM;SG	N
high	하이	high	하이		
song	노래	song	노래	N;INDF;MASC;SG	N
urmatorul	다음	urmator	다음	N;DEF;MASC;SG	N
urmatorul	다음	urmator	다음	N;DEF;MASC;SG	N
cursuri	강좌	curs	강좌	N;INDF;FEM;PL	N
cursuri	코스	curs	코스	N;INDF;FEM;PL	N
cursuri	과정	curs	과정	N;INDF;FEM;PL	N
cursuri	클래스	curs	클래스	N;INDF;FEM;PL	N
cursuri	수업	curs	수업	N;INDF;FEM;PL	N
teritorii	영토	teritoriu	영토	N;INDF;FEM;PL	N
cucerirea	정복	cucerire	정복	N;DEF;FEM;SG	N
continut	콘텐츠	continut	콘텐츠	N;INDF;MASC;SG	N
continut	컨텐츠	continut	컨텐츠	N;INDF;MASC;SG	N
continut	내용	continut	내용	N;INDF;MASC;SG	N
continut	콘텐츠	continut	콘텐츠	N;INDF;MASC;SG	N
continut	컨텐츠	continut	컨텐츠	N;INDF;MASC;SG	N
continut	내용	continut	내용	N;INDF;MASC;SG	N
deseori	자주	deseori	자주	ADV	ADV
dinastie	왕조	dinastie	왕조	N;INDF;FEM;SG	N
museum	박물관	museum	박물관	N;INDF;MASC;SG	N
preotul	성직자	preot	성직자	N;DEF;MASC;SG	N
conformitate	준수	conformitate	준수	N;INDF;FEM;SG	N
scurte	짧은	scurt	짧+ㄴ	ADJ;INDF;FEM;PL	ADJ
perioade	생리	perioadă	생리	N;INDF;FEM;PL	N
crestin	기독교	crestin	기독교	N;INDF;MASC;SG	N
crestin	기독교	crestin	기독교	N;INDF;MASC;SG	N
crestin	기독교	crestin	기독교	N;INDF;MASC;SG	N
caracteristici	특성	caracteristică	특성	N;INDF;FEM;PL	N
caracteristici	특징	caracteristică	특징	N;INDF;FEM;PL	N
caracteristici	특징	caracteristică	특징	N;INDF;FEM;PL	N
caracteristici	기능	caracteristică	기능	N;INDF;FEM;PL	N
ansamblu	앙상블	ansamblu	앙상블	N;INDF;MASC;SG	N
semn	기호	semn	기호	N;INDF;MASC;SG	N
semn	서명	semn	서명	N;INDF;MASC;SG	N
vorbeste	말하기	vorbi	말하+기	V;IND;SG;3;PRS;FIN	V
dorinta	욕구	dorintă	욕구	N;DEF;FEM;SG	N
dorinta	욕구	dorintă	욕구	N;DEF;FEM;SG	N
dorinta	욕구	dorintă	욕구	N;DEF;FEM;SG	N
militari	군사	militar	군사	N;INDF;MASC;PL	N
greutate	몸무게	greutate	몸무+게	N;INDF;FEM;SG	N
greutate	몸무게가	greutate	몸무게+가	N;INDF;FEM;SG	N
greutate	체중	greutate	체중	N;INDF;FEM;SG	N
organizatia	조직	organizatie	조직	N;DEF;FEM;SG	N
organizatia	기구	organizatie	기구	N;DEF;FEM;SG	N
organizatia	단체	organizatie	단체	N;DEF;FEM;SG	N
organizatia	조직	organizatie	조직	N;DEF;FEM;SG	N
organizatia	기구	organizatie	기구	N;DEF;FEM;SG	N
programe	프로그램	program	프로그램	N;INDF;FEM;PL	N
turneul	토너먼트	turneu	토너먼트	N;DEF;MASC;SG	N
turneul	대회	turneu	대회	N;DEF;MASC;SG	N
puteri	권력	putere	권력	N;INDF;FEM;PL	N
campia	평원	campie	평원	N;DEF;FEM;SG	N
electrica	전기	electrică	전기	N;DEF;FEM;SG	N
electrica	전기	electrică	전기	N;DEF;FEM;SG	N
proprietatea	자산	proprietate	자산	N;DEF;FEM;SG	N
proprietatea	재산권	proprietate	재산권	N;DEF;FEM;SG	N
proprietatea	속성	proprietate	속성	N;DEF;FEM;SG	N
proprietatea	재산	proprietate	재산	N;DEF;FEM;SG	N
scara	축척	scară	축척	N;DEF;FEM;SG	N
scara	규모	scară	규모	N;DEF;FEM;SG	N
grele	무거운	greu	무겁+ㄴ	ADJ;INDF;FEM;PL	ADJ
ligii	동맹	ligă	동맹	N;DEF;FEM;SG	N
ligii	리그	ligă	리그	N;DEF;FEM;SG	N
manastire	수도원	manastire	수도원	N;INDF;FEM;SG	N
manastire	수녀원	manastire	수녀원	N;INDF;FEM;SG	N
manastire	수도원	manastire	수도원	N;INDF;FEM;SG	N
manastire	수녀원	manastire	수녀원	N;INDF;FEM;SG	N
manastire	수도원	manastire	수도원	N;INDF;FEM;SG	N
economia	경제	economie	경제	N;DEF;FEM;SG	N
aspecte	쟁점	aspect	쟁점	N;INDF;FEM;PL	N
aspecte	문제	aspect	문제	N;INDF;FEM;PL	N
introducerea	소개	introducere	소개	N;DEF;FEM;SG	N
introducerea	도입	introducere	도입	N;DEF;FEM;SG	N
introducerea	소개팅	introducere	소개팅	N;DEF;FEM;SG	N
efect	영향	efect	영향	N;INDF;MASC;SG	N
efect	효과	efect	효과	N;INDF;MASC;SG	N
rapida	빠르다	rapida	빠르+다	ADJ;DEF;FEM;SG	ADJ
relatie	연애	relatie	연애	N;INDF;FEM;SG	N
relatie	관계	relatie	관계	N;INDF;FEM;SG	N
relatie	연애	relatie	연애	N;INDF;FEM;SG	N
relatie	관계	relatie	관계	N;INDF;FEM;SG	N
interpretare	해석	interpretare	해석	N;INDF;FEM;SG	N
ducesa	여공작	ducesa	여공작	N;DEF;FEM;SG	N
ducesa	여공작	ducesa	여공작	N;DEF;FEM;SG	N
boli	질병	boală	질병	N;INDF;FEM;PL	N
boli	질환	boală	질환	N;INDF;FEM;PL	N
boli	질병	boală	질병	N;INDF;FEM;PL	N
matematician	수학자	matematician	수학자	N;INDF;MASC;SG	N
font	글꼴	font	글꼴	N;INDF;MASC;SG	N
biografie	소개	biografie	소개	N;INDF;FEM;SG	N
forte	포르테	forte	포르테		
casatorita	결혼	casatorita	결혼	N;DEF;FEM;SG	N
adancime	깊이	adancime	깊이		
adancime	깊이	adancime	깊이		
conducere	운전	conducere	운전	N;INDF;FEM;SG	N
conducere	지도력	conducere	지도력	N;INDF;FEM;SG	N
filosofie	철학	filosofie	철학	N;INDF;FEM;SG	N
traducerea	번역기	traducere	번역기	N;DEF;FEM;SG	N
alegerea	선택	alegere	선택	N;DEF;FEM;SG	N
energia	에너지	energie	에너지	N;DEF;FEM;SG	N
comunitate	공동체	comunitate	공동체	N;INDF;FEM;SG	N
soare	태양	soare	태양	N;INDF;MASC;SG	N
soare	햇빛	soare	햇빛	N;INDF;MASC;SG	N
batalie	전투	batalie	전투	N;INDF;FEM;SG	N
poveste	이야기	poveste	이야기	N;INDF;FEM;SG	N
poveste	스토리	poveste	스토리	N;INDF;FEM;SG	N
poveste	소식	poveste	소식	N;INDF;FEM;SG	N
fotografii	사진	fotografie	사진	N;INDF;FEM;PL	N
fotografii	사진들	fotografie	사진+들	N;INDF;FEM;PL	N
masuri	조치	mas	조치	N;INDF;FEM;PL	N
masuri	측정	mas	측정	N;INDF;FEM;PL	N
masuri	대책	mas	대책	N;INDF;FEM;PL	N
masuri	조치	mas	조치	N;INDF;FEM;PL	N
masuri	측정	mas	측정	N;INDF;FEM;PL	N
masuri	대책	mas	대책	N;INDF;FEM;PL	N
premiile	수상	premiu	수상	N;DEF;FEM;PL	N
cantaret	가수	cantaret	가수	N;INDF;MASC;SG	N
metoda	수단	metodă	수단	N;DEF;FEM;SG	N
metoda	메서드	metodă	메서드	N;DEF;FEM;SG	N
metoda	방법	metodă	방법	N;DEF;FEM;SG	N
metoda	메소드	metodă	메소드	N;DEF;FEM;SG	N
metoda	수단	metodă	수단	N;DEF;FEM;SG	N
metoda	메서드	metodă	메서드	N;DEF;FEM;SG	N
metoda	방법	metodă	방법	N;DEF;FEM;SG	N
metoda	메소드	metodă	메소드	N;DEF;FEM;SG	N
audio	오디오	audio	오디오	N;INDF;MASC;SG	N
digital	디지털	digital	디지털	N;INDF;MASC;SG	N
continutul	콘텐츠	continut	콘텐츠	N;DEF;MASC;SG	N
continutul	컨텐츠	continut	컨텐츠	N;DEF;MASC;SG	N
continutul	내용	continut	내용	N;DEF;MASC;SG	N
fizician	물리학자	fizician	물리학자	N;INDF;MASC;SG	N
listele	목록	listă	목록	N;DEF;FEM;PL	N
treptat	점차	treptat	점차	ADV	ADV
record	레코드	record	레코드	N;INDF;MASC;SG	N
record	녹음	record	녹음	N;INDF;MASC;SG	N
record	녹화	record	녹화	N;INDF;MASC;SG	N
record	기록	record	기록	N;INDF;MASC;SG	N
medalii	메달	medalie	메달	N;INDF;FEM;PL	N
organizatie	조직	organizatie	조직	N;INDF;FEM;SG	N
organizatie	기구	organizatie	기구	N;INDF;FEM;SG	N
organizatie	단체	organizatie	단체	N;INDF;FEM;SG	N
organizatie	조직	organizatie	조직	N;INDF;FEM;SG	N
organizatie	기구	organizatie	기구	N;INDF;FEM;SG	N
sursele	출처	sursă	출처	N;DEF;FEM;PL	N
sfant	세인트	sfant	세인트		
sfant	거룩	sfant	거룩		
lac	호수	lac	호수	N;INDF;MASC;SG	N
instrument	악기	instrument	악기	N;INDF;MASC;SG	N
instrument	계기	instrument	계기	N;INDF;MASC;SG	N
instrument	공구	instrument	공구	N;INDF;MASC;SG	N
instrument	도구	instrument	도구	N;INDF;MASC;SG	N
realizari	성취	realizar	성취	N;INDF;FEM;PL	N
realizari	달성	realizar	달성	N;INDF;FEM;PL	N
realizari	업적	realizar	업적	N;INDF;FEM;PL	N
realizari	기록	realizar	기록	N;INDF;FEM;PL	N
realizari	성취	realizar	성취	N;INDF;FEM;PL	N
realizari	달성	realizar	달성	N;INDF;FEM;PL	N
realizari	업적	realizar	업적	N;INDF;FEM;PL	N
realizari	기록	realizar	기록	N;INDF;FEM;PL	N
journal	학술	journal	학술	N;INDF;MASC;SG	N
journal	학술지	journal	학술지	N;INDF;MASC;SG	N
journal	저널	journal	저널	N;INDF;MASC;SG	N
sun	햇볕	sun	햇볕		
siguranta	안전	sigurantă	안전	N;DEF;FEM;SG	N
siguranta	안전성	sigurantă	안전성	N;DEF;FEM;SG	N
siguranta	안전	sigurantă	안전	N;DEF;FEM;SG	N
siguranta	안전성	sigurantă	안전성	N;DEF;FEM;SG	N
siguranta	안전	sigurantă	안전	N;DEF;FEM;SG	N
siguranta	안전성	sigurantă	안전성	N;DEF;FEM;SG	N
super	대박	super	대박		
super	슈퍼	super	슈퍼		
debutul	발병	debut	발병	N;DEF;MASC;SG	N
debutul	데뷔	debut	데뷔	N;DEF;MASC;SG	N
liderul	지도자	lider	지도자	N;DEF;MASC;SG	N
usoara	가벼운	usoara	가볍+ㄴ	ADJ;DEF;FEM;SG	ADJ
legi	법률	lege	법률	N;INDF;FEM;PL	N
interna	내부	interna	내부	N;DEF;FEM;SG	N
lotul	배치	lot	배치	N;DEF;MASC;SG	N
lotul	일괄	lot	일괄	N;DEF;MASC;SG	N
colectie	모음집	colectie	모음집	N;INDF;FEM;SG	N
colectie	모음집	colectie	모음집	N;INDF;FEM;SG	N
colectie	모음집	colectie	모음집	N;INDF;FEM;SG	N
tur	투어	tur	투+어	N;INDF;MASC;SG	N
tur	관광	tur	관광	N;INDF;MASC;SG	N
tur	구경	tur	구경	N;INDF;MASC;SG	N
tur	여행	tur	여행	N;INDF;MASC;SG	N
dinastiei	왕조	dinastie	왕조	N;DEF;FEM;SG	N
portul	항구	port	항구	N;DEF;MASC;SG	N
vocea	목소리	voce	목소리	N;DEF;FEM;SG	N
vocea	음성	voce	음성	N;DEF;FEM;SG	N
set	집합	set	집합	N;INDF;MASC;SG	N
set	설정	set	설정	N;INDF;MASC;SG	N
accesul	접속	acces	접속	N;DEF;MASC;SG	N
accesul	접근	acces	접근	N;DEF;MASC;SG	N
accesul	액세스	acces	액세스	N;DEF;MASC;SG	N
ochii	눈빛	ochi	눈빛	N;DEF;MASC;PL	N
poezia	문학	poezie	문학	N;DEF;FEM;SG	N
muzeu	박물관	muzeu	박물관	N;INDF;MASC;SG	N
cererea	요청	cerere	요청	N;DEF;FEM;SG	N
institutie	기관	institutie	기관	N;INDF;FEM;SG	N
institutie	기관	institutie	기관	N;INDF;FEM;SG	N
spitalul	병원	spital	병원	N;DEF;MASC;SG	N
utilizare	사용법	utilizare	사용법	N;INDF;FEM;SG	N
utilizare	사용량	utilizare	사용량	N;INDF;FEM;SG	N
utilizare	사용	utilizare	사용	N;INDF;FEM;SG	N
utilizare	사용	utilizare	사용	N;INDF;FEM;SG	N
utilizare	이용	utilizare	이용	N;INDF;FEM;SG	N
atinge	누르기	atinge	누르+기	V;IND;SG;3;PRS;FIN	V
cifra	숫자	cifră	숫자	N;DEF;FEM;SG	N
cifra	숫자	cifră	숫자	N;DEF;FEM;SG	N
sanatate	체력	sanata	체력	N;INDF;FEM;SG	N
sanatate	건강	sanata	건강	N;INDF;FEM;SG	N
sanatate	체력	sanata	체력	N;INDF;FEM;SG	N
sanatate	건강	sanata	건강	N;INDF;FEM;SG	N
orchestra	교향악단	orchestră	교향+생단	N;DEF;FEM;SG	N
orchestra	교향악단	orchestră	교향+생단	N;DEF;FEM;SG	N
straini	외국인	strain	외국인		
straini	외국인	strain	외국인		
flori	꽃이	floare	꽃+이	N;INDF;FEM;PL	N
experienta	경험	experient	경험	N;DEF;FEM;SG	N
experienta	체험	experient	체험	N;DEF;FEM;SG	N
experienta	경험	experient	경험	N;DEF;FEM;SG	N
experienta	체험	experient	체험	N;DEF;FEM;SG	N
experienta	경험	experient	경험	N;DEF;FEM;SG	N
experienta	체험	experient	체험	N;DEF;FEM;SG	N
picioare	발발	picior	발발	N;INDF;FEM;PL	N
femeilor	여자들	femeie	여자+들	N;DEF;FEM;PL	N
femeilor	여자	femeie	여자	N;DEF;FEM;PL	N
femeilor	여성	femeie	여성	N;DEF;FEM;PL	N
chimie	화학	chimie	화학	N;INDF;FEM;SG	N
propunerea	제안	propunere	제안	N;DEF;FEM;SG	N
scrisoare	편지	scrisoare	편지	N;INDF;FEM;SG	N
concerte	연주회	concert	연주회	N;INDF;FEM;PL	N
concerte	콘서트	concert	콘서트	N;INDF;FEM;PL	N
festival	축제	festival	축제	N;INDF;MASC;SG	N
filmele	영화	filme	영화	N;DEF;FEM;PL	N
impact	영향	impact	영향	N;INDF;MASC;SG	N
religia	종교	religie	종교	N;DEF;FEM;SG	N
jurnalist	언론인	jurnalist	언론인	N;INDF;MASC;SG	N
adauga	추가하기	adauga	추가+하+기	V;IND;SG;3;IPFV;FIN	V
adauga	추가하기	adauga	추가+하+기	V;IND;SG;3;IPFV;FIN	V
femeile	여자들	femeie	여자+들	N;DEF;FEM;PL	N
femeile	여자	femeie	여자	N;DEF;FEM;PL	N
femeile	여성	femeie	여성	N;DEF;FEM;PL	N
descoperirea	발견	descoperire	발견	N;DEF;FEM;SG	N
roluri	역할	rol	역할	N;INDF;FEM;PL	N
obiectiv	목적	obiectiv	목적	N;INDF;MASC;SG	N
obiectiv	목표	obiectiv	목표	N;INDF;MASC;SG	N
obiectiv	목표	obiectiv	목표	N;INDF;MASC;SG	N
hotel	호텔	hotel	호텔	N;INDF;MASC;SG	N
polonezi	폴란드인	polonez	폴란드인	N;INDF;MASC;PL	N
trimite	보내기	trimite	보내+기	V;IND;SG;3;PRS;FIN	V
scriitorul	작가	scriitor	작가	N;DEF;MASC;SG	N
univers	우주	univers	우주	N;INDF;MASC;SG	N
critici	평론	critică	평론	N;INDF;MASC;PL	N
critici	비판	critică	비판	N;INDF;MASC;PL	N
critici	비평	critică	비평	N;INDF;MASC;PL	N
critici	비평가	critică	비평가	N;INDF;MASC;PL	N
misiunea	선교	misiune	선교	N;DEF;FEM;SG	N
motivul	동기	motiv	동기	N;DEF;MASC;SG	N
motivul	이유	motiv	이유	N;DEF;MASC;SG	N
credinta	신념	credintă	신념	N;DEF;FEM;SG	N
credinta	신앙	credintă	신앙	N;DEF;FEM;SG	N
credinta	신념	credintă	신념	N;DEF;FEM;SG	N
credinta	신앙	credintă	신앙	N;DEF;FEM;SG	N
credinta	신념	credintă	신념	N;DEF;FEM;SG	N
credinta	신앙	credintă	신앙	N;DEF;FEM;SG	N
credinta	신념	credintă	신념	N;DEF;FEM;SG	N
credinta	신앙	credintă	신앙	N;DEF;FEM;SG	N
parc	공원	parc	공원	N;INDF;MASC;SG	N
context	맥락	context	맥락	N;INDF;MASC;SG	N
context	문맥	context	문맥	N;INDF;MASC;SG	N
resurse	자원	resursă	자원	N;INDF;FEM;PL	N
resurse	리소스	resursă	리소스	N;INDF;FEM;PL	N
resurse	자원	resursă	자원	N;INDF;FEM;PL	N
resurse	리소스	resursă	리소스	N;INDF;FEM;PL	N
gaz	가스	gaz	가스	N;INDF;MASC;SG	N
parinti	부모	parinti	부모		
parinti	부모	parinti	부모		
analiza	해석학	analiză	해석학	N;DEF;FEM;SG	N
analiza	해석	analiză	해석	N;DEF;FEM;SG	N
analiza	분석	analiză	분석	N;DEF;FEM;SG	N
analiza	해석학	analiză	해석학	N;DEF;FEM;SG	N
analiza	해석	analiză	해석	N;DEF;FEM;SG	N
analiza	분석	analiză	분석	N;DEF;FEM;SG	N
planurile	계획	plan	계획	N;DEF;FEM;PL	N
succesul	성공적	succes	성공+적	N;DEF;MASC;SG	N
succesul	성공	succes	성공	N;DEF;MASC;SG	N
canal	채널	canal	채널	N;INDF;MASC;SG	N
specifica	구체적	specifica	구체+적	N;DEF;FEM;SG	N
specifica	지정	specifica	지정	N;DEF;FEM;SG	N
specifica	지정	specifica	지정	N;DEF;FEM;SG	N
specifica	지정	specifica	지정	N;DEF;FEM;SG	N
inregistrare	녹음	inregistrare	녹음	N;INDF;FEM;SG	N
inregistrare	녹화	inregistrare	녹화	N;INDF;FEM;SG	N
inregistrare	레코드	inregistrare	레코드	N;INDF;FEM;SG	N
inregistrare	녹음	inregistrare	녹음	N;INDF;FEM;SG	N
inregistrare	녹화	inregistrare	녹화	N;INDF;FEM;SG	N
inregistrare	기록	inregistrare	기록	N;INDF;FEM;SG	N
inregistrare	등록	inregistrare	등록	N;INDF;FEM;SG	N
inregistrare	레지스터	inregistrare	레지스터	N;INDF;FEM;SG	N
inregistrare	등록	inregistrare	등록	N;INDF;FEM;SG	N
inregistrare	등록	inregistrare	등록	N;INDF;FEM;SG	N
dance	댄스	dance	댄스		
instrumente	악기	instrument	악기	N;INDF;FEM;PL	N
