年	год	年	год	N	N;INAN;NOM;MASC;SG
風暴	гроза	風暴	гроза	N	N;INAN;NOM;FEM;SG
定義	определение	定義	определение	N	N;INAN;NOM;NEUT;SG
定義	определение	定義	определение	N	N;INAN;NOM;NEUT;SG
定義	определения	定義	определение	N	N;INAN;NOM;NEUT;PL
步兵	пехоты	步兵	пехота	N	N;INAN;NOM;FEM;PL
指定	указывается	指定	указывать	V	V;IPFV;IND;SG;3;PRS;FIN;PASS
指定	указывает	指定	указывать	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
指定	назначенных	指定	назначить	V	V;PFV;GEN;PL;PST;V.PTCP;PASS
指定	назначенный	指定	назначить	V	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
指定	назначенные	指定	назначить	V	V;PFV;NOM;PL;PST;V.PTCP;PASS
指定	указать	指定	указать	V	V;PFV;NFIN;ACT
指定	укажите	指定	указать	V	V;PFV;IMP;PL;2;FIN;ACT
指定	уточнить	指定	уточнить	V	V;PFV;NFIN;ACT
解決	решить	解決	решить	V	V;PFV;NFIN;ACT
熊	медведей	熊	медведь	N	N;ANIM;GEN;MASC;PL
熊	медведи	熊	медведь	N	N;ANIM;NOM;MASC;PL
熊	мишка	熊	мишка	N	N;ANIM;NOM;MASC;SG
熊	медвежонок	熊	медвежонка	N	N;ANIM;NOM;MASC;SG
熊	медведь	熊	медведь	N	N;ANIM;NOM;MASC;SG
休	хью	休	хия	N	N;ANIM;NOM;MASC;SG
國語	мандарин	國語	мандарин	N	N;INAN;NOM;MASC;SG
火箭	ракеты	火箭	ракета	N	N;INAN;NOM;FEM;PL
火箭	ракета	火箭	ракета	N	N;INAN;NOM;FEM;SG
騎士	конь	騎士	конь	N	N;ANIM;NOM;MASC;SG
騎士	рыцарь	騎士	рыцарь	N	N;ANIM;NOM;MASC;SG
騎士	рыцари	騎士	рыцарь	N	N;ANIM;NOM;MASC;PL
安排	организовать	安排	организовывать	V	V;PFV;NFIN;ACT
象	слонов	象	слон	N	N;ANIM;GEN;MASC;PL
象	слона	象	слон	N	N;ANIM;ACC;MASC;SG
象	слон	象	слон	N	N;ANIM;NOM;MASC;SG
明星	звезда	明星	звезда	N	N;ANIM;NOM;FEM;SG
明星	звёзды	明星	звезда	N	N;ANIM;NOM;MASC;PL
明星	звезды	明星	звезда	N	N;INAN;NOM;FEM;PL
現任	подарок	現任	подарок	N	N;INAN;NOM;MASC;SG
潮	прилив	潮	прилив	N	N;INAN;NOM;MASC;SG
羊	овец	羊	овца	N	N;ANIM;GEN;FEM;PL
羊	овца	羊	овца	N	N;ANIM;NOM;FEM;SG
羊	овцы	羊	овца	N	N;ANIM;NOM;MASC;PL
羊	коза	羊	коза	N	N;ANIM;NOM;FEM;SG
羊	козёл	羊	козело	N	N;ANIM;NOM;MASC;SG
羊	козел	羊	козлы	N	N;ANIM;NOM;MASC;SG
河流	река	河流	река	N	N;INAN;NOM;FEM;SG
河流	реки	河流	река	N	N;INAN;NOM;FEM;PL
河流	реки	河流	река	N	N;INAN;NOM;FEM;PL
河流	рек	河流	река	N	N;INAN;GEN;FEM;PL
出席	посещающих	出席	посещать	V	V;IPFV;GEN;PL;PRS;V.PTCP;ACT
出席	присутствовала	出席	присутствовать	V	V;IPFV;FEM;IND;SG;PST;FIN;ACT
出席	присутствовали	出席	присутствовать	V	V;IPFV;IND;PL;PST;FIN;ACT
車輛	автомобили	車輛	автомобиль	N	N;INAN;NOM;MASC;PL
車輛	автомобиль	車輛	автомобиль	N	N;INAN;NOM;MASC;SG
上午	утро	上午	утро	N	N;INAN;NOM;NEUT;SG
機械	машина	機械	машина	N	N;INAN;NOM;FEM;SG
機械	аппарат	機械	аппарат	N	N;INAN;NOM;MASC;SG
機械	механизм	機械	механизм	N	N;INAN;NOM;MASC;SG
機械	механизма	機械	механизм	N	N;INAN;GEN;MASC;SG
爭議	споры	爭議	спор	N	N;INAN;NOM;MASC;PL
爭議	споры	爭議	спор	N	N;INAN;NOM;MASC;PL
爭議	спор	爭議	спор	N	N;INAN;NOM;MASC;SG
爭議	споры	爭議	спор	N	N;INAN;NOM;MASC;PL
爭議	спора	爭議	спор	N	N;INAN;GEN;MASC;SG
同盟	лиги	同盟	лига	N	N;INAN;NOM;FEM;SG
同盟	лига	同盟	лиго	N	N;INAN;NOM;FEM;SG
同盟	союзы	同盟	союз	N	N;INAN;NOM;MASC;PL
同盟	альянс	同盟	альянс	N	N;INAN;NOM;MASC;SG
同盟	союзники	同盟	союзник	N	N;ANIM;NOM;MASC;PL
同盟	союзников	同盟	союзник	N	N;ANIM;GEN;MASC;PL
轉換	преобразовать	轉換	преобразовывать	V	V;PFV;NFIN;ACT
轉換	преобразовать	轉換	преобразовывать	V	V;PFV;NFIN;ACT
疑似	подозревается	疑似	подозревать	V	V;IPFV;IND;SG;3;PRS;FIN;PASS
疑似	подозревали	疑似	подозревать	V	V;IPFV;IND;PL;PST;FIN;ACT
血	кровь	血	кровь	N	N;INAN;NOM;FEM;SG
血	крови	血	кровь	N	N;INAN;NOM;FEM;SG
努力	усилия	努力	усилие	N	N;INAN;NOM;NEUT;PL
事情	вещи	事情	вещь	N	N;INAN;NOM;FEM;PL
監督	надзор	監督	надзор	N	N;INAN;NOM;MASC;SG
監督	надзора	監督	надзор	N	N;INAN;GEN;MASC;SG
監督	надзор	監督	надзор	N	N;INAN;NOM;MASC;SG
監督	надзора	監督	надзор	N	N;INAN;GEN;MASC;SG
監督	наблюдение	監督	наблюдение	N	N;INAN;NOM;NEUT;SG
監督	наблюдения	監督	наблюдение	N	N;INAN;NOM;NEUT;PL
軌道	трек	軌道	трек	N	N;INAN;NOM;MASC;SG
軌道	дорожка	軌道	дорожка	N	N;INAN;NOM;FEM;SG
軌道	трека	軌道	трек	N	N;INAN;NOM;MASC;PL
軌道	орбиты	軌道	орбита	N	N;INAN;NOM;FEM;PL
軌道	треки	軌道	трек	N	N;INAN;NOM;MASC;PL
軌道	дорожки	軌道	дорожка	N	N;INAN;NOM;FEM;PL
軌道	следы	軌道	след	N	N;INAN;NOM;MASC;PL
軌道	орбиты	軌道	орбита	N	N;INAN;NOM;FEM;PL
軌道	орбиту	軌道	орбита	N	N;INAN;ACC;FEM;SG
軌道	орбиты	軌道	орбита	N	N;INAN;NOM;FEM;PL
狼	вульф	狼	вульф	N	N;ANIM;NOM;FEM;SG
狼	вулф	狼	вулф	N	N;INAN;NOM;FEM;SG
狼	волка	狼	волк	N	N;ANIM;ACC;MASC;SG
狼	вольф	狼	вольфа	N	N;ANIM;NOM;MASC;SG
狼	волк	狼	волк	N	N;ANIM;NOM;MASC;SG
部門	департамент	部門	департамент	N	N;INAN;NOM;MASC;SG
部門	сектор	部門	сектор	N	N;INAN;NOM;MASC;SG
汗	хан	汗	хан	N	N;ANIM;NOM;MASC;SG
汗	пот	汗	пот	N	N;INAN;NOM;MASC;SG
廣播	трансляция	廣播	трансляция	N	N;INAN;NOM;FEM;SG
廣播	трансляции	廣播	трансляция	N	N;INAN;NOM;FEM;PL
廣播	вещание	廣播	вещание	N	N;INAN;NOM;NEUT;SG
廣播	вещания	廣播	вещание	N	N;INAN;NOM;NEUT;PL
廣播	вещание	廣播	вещание	N	N;INAN;NOM;NEUT;SG
廣播	радио	廣播	радио	N	N;INAN;NOM;NEUT;SG
比例	соотношение	比例	соотношение	N	N;INAN;NOM;NEUT;SG
比例	пропорции	比例	пропорция	N	N;INAN;NOM;FEM;PL
比例	доля	比例	доля	N	N;INAN;NOM;FEM;SG
比例	пропорции	比例	пропорция	N	N;INAN;NOM;FEM;PL
偶像	идолы	偶像	идол	N	N;ANIM;NOM;MASC;PL
偶像	идолов	偶像	идол	N	N;ANIM;GEN;MASC;PL
偶像	идол	偶像	идол	N	N;INAN;NOM;MASC;SG
側	сторона	側	сторона	N	N;INAN;NOM;FEM;SG
側	стороне	側	сторона	N	N;INAN;DAT;FEM;SG
父母	родители	父母	родитель	N	N;ANIM;NOM;MASC;PL
父母	родителям	父母	родитель	N	N;ANIM;DAT;MASC;PL
父母	родителей	父母	родитель	N	N;ANIM;GEN;MASC;PL
父母	родитель	父母	родитель	N	N;ANIM;NOM;MASC;SG
它們	они	它	они	PRO;PL;3	PRO;NOM;PL;3
渡	ватару	渡	ватар	N	N;INAN;ACC;FEM;SG
飛行	летать	飛行	летать	V	V;IPFV;NFIN;ACT
統一	объединенная	統一	объединить	V	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
冬	зима	冬	зима	N	N;INAN;NOM;FEM;SG
冬	винтер	冬	винтер	N	N;ANIM;NOM;MASC;SG
大獎	джекпот	大獎	джекпот	N	N;INAN;NOM;MASC;SG
恢復	восстанавливать	恢復	восстанавливать	V	V;IPFV;NFIN;ACT
恢復	восстановить	恢復	восстановить	V	V;PFV;NFIN;ACT
恢復	возобновить	恢復	возобновить	V	V;PFV;NFIN;ACT
綠	мидори	綠	мидорь	N	N;INAN;NOM;FEM;SG
綠	зелень	綠	зелень	N	N;INAN;NOM;FEM;SG
設施	объекты	設施	объект	N	N;INAN;NOM;MASC;PL
設施	удобства	設施	удобство	N	N;INAN;NOM;NEUT;PL
設施	установки	設施	установка	N	N;INAN;NOM;FEM;PL
設施	установок	設施	установка	N	N;INAN;GEN;FEM;PL
設施	сооружения	設施	сооружение	N	N;INAN;NOM;NEUT;PL
退役	списан	退役	списанный	V	V;PFV;MASC;SG;PST;V.PTCP;PASS
框	ящик	框	ящик	N	N;INAN;NOM;MASC;SG
框	коробку	框	коробка	N	N;INAN;ACC;FEM;SG
框	коробка	框	коробка	N	N;INAN;NOM;FEM;SG
框	шкатулка	框	шкатулка	N	N;INAN;NOM;FEM;SG
框	рамки	框	рамка	N	N;INAN;NOM;FEM;PL
框	рамку	框	рамка	N	N;INAN;ACC;FEM;SG
框	кадр	框	кадр	N	N;INAN;NOM;MASC;SG
框	рамки	框	рамка	N	N;INAN;NOM;FEM;PL
住宅	жилище	住宅	жилище	N	N;INAN;NOM;NEUT;SG
住宅	резиденция	住宅	резиденция	N	N;INAN;NOM;FEM;SG
住宅	проживание	住宅	проживание	N	N;INAN;NOM;NEUT;SG
混合	смешанной	混合	смешанный	V	V;PFV;INS;FEM;SG;PST;V.PTCP;PASS
混合	смешать	混合	смесить	V	V;PFV;NFIN;ACT
混合	смешанная	混合	смешанный	V	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
殺	убей	殺	убить	V	V;IPFV;IMP;SG;2;FIN;ACT
殺	убивать	殺	убивать	V	V;IPFV;NFIN;ACT
殺	убить	殺	убить	V	V;PFV;NFIN;ACT
殺	убейте	殺	убейт	V	V;PFV;IMP;PL;2;FIN;ACT
山脈	горы	山脈	гора	N	N;INAN;NOM;FEM;PL
山脈	дальность	山脈	дальность	N	N;INAN;NOM;FEM;SG
山脈	диапазон	山脈	диапазон	N	N;INAN;NOM;MASC;SG
食品	питание	食品	питание	N	N;INAN;NOM;NEUT;SG
食品	пища	食品	пища	N	N;INAN;NOM;FEM;SG
食品	еды	食品	еда	N	N;INAN;GEN;FEM;SG
食品	продовольствие	食品	продовольствие	N	N;INAN;NOM;NEUT;SG
食品	еда	食品	еда	N	N;INAN;NOM;FEM;SG
王國	царство	王國	царство	N	N;INAN;NOM;NEUT;SG
王國	королевство	王國	королевство	N	N;INAN;NOM;NEUT;SG
王國	царство	王國	царство	N	N;INAN;NOM;NEUT;SG
王國	королевства	王國	королевство	N	N;INAN;NOM;NEUT;PL
王國	королевств	王國	королевство	N	N;INAN;GEN;NEUT;PL
深度	глубины	深度	глубина	N	N;INAN;NOM;FEM;PL
深度	глубин	深度	глубина	N	N;INAN;GEN;FEM;PL
深度	глубины	深度	глубина	N	N;INAN;NOM;FEM;PL
深度	глубина	深度	глубина	N	N;INAN;NOM;FEM;SG
深度	глубину	深度	глубина	N	N;INAN;ACC;FEM;SG
法案	билл	法案	билла	N	N;ANIM;NOM;MASC;SG
法案	законопроект	法案	законопроект	N	N;INAN;NOM;MASC;SG
法案	купюры	法案	купюра	N	N;INAN;NOM;FEM;PL
法案	законопроекты	法案	законопроект	N	N;INAN;NOM;MASC;PL
法案	счета	法案	счет	N	N;INAN;NOM;MASC;PL
有限	конечное	有限	конечный	ADJ	ADJ;NOM;NEUT;SG
有限	конечный	有限	конечный	ADJ	ADJ;NOM;MASC;SG
有限	конечных	有限	конечный	ADJ	ADJ;GEN;PL
學者	ученые	學者	ученый	N	N;ANIM;NOM;MASC;PL
學者	учёный	學者	учёный	N	N;ANIM;NOM;MASC;SG
學者	ученый	學者	ученый	N	N;ANIM;NOM;MASC;SG
學者	ученые	學者	ученый	N	N;ANIM;NOM;MASC;PL
學者	ученых	學者	ученый	N	N;ANIM;GEN;MASC;PL
戰士	солдат	戰士	солдат	N	N;ANIM;NOM;MASC;SG
戰士	воин	戰士	воин	N	N;ANIM;NOM;MASC;SG
合成	синтез	合成	синтез	N	N;INAN;NOM;MASC;SG
合成	обобщение	合成	обобщение	N	N;INAN;NOM;NEUT;SG
四十	сорок	四十	сорок	NUM	NUM;NOM
四十	сорока	四十	сорок	NUM	NUM;NOM
基因	ген	基因	ген	N	N;INAN;NOM;MASC;SG
基因	гена	基因	ген	N	N;INAN;GEN;MASC;SG
基因	гены	基因	ген	N	N;ANIM;NOM;MASC;PL
罪	грех	罪	грех	N	N;INAN;NOM;MASC;SG
罪	грехи	罪	грех	N	N;INAN;NOM;MASC;PL
鳥	птичка	鳥	птичка	N	N;INAN;NOM;FEM;SG
鳥	бёрд	鳥	бёрд	N	N;INAN;NOM;MASC;SG
鳥	птицы	鳥	птица	N	N;ANIM;NOM;FEM;PL
鳥	птица	鳥	птица	N	N;ANIM;NOM;FEM;SG
鳥	птички	鳥	птичка	N	N;ANIM;NOM;FEM;PL
鳥	птицы	鳥	птица	N	N;ANIM;NOM;FEM;PL
鳥	птиц	鳥	птица	N	N;ANIM;GEN;FEM;PL
教練	тренер	教練	тренер	N	N;ANIM;NOM;MASC;SG
展示	показывать	展示	показывать	V	V;IPFV;NFIN;ACT
展示	показать	展示	показать	V	V;PFV;NFIN;ACT
槍	пистолет	槍	пистолет	N	N;INAN;NOM;MASC;SG
槍	пушка	槍	пушка	N	N;INAN;NOM;FEM;SG
槍	оружие	槍	оружие	N	N;INAN;NOM;NEUT;SG
槍	ствол	槍	ствол	N	N;INAN;NOM;MASC;SG
錦	кам	錦	кам		
讀	читайте	讀	читать	V	V;IPFV;IMP;PL;2;FIN;ACT
讀	читай	讀	читай	V	V;IPFV;IMP;SG;2;FIN;ACT
讀	прочитать	讀	прочесть	V	V;PFV;NFIN;ACT
讀	прочесть	讀	прочесть	V	V;PFV;NFIN;ACT
讀	читать	讀	читать	V	V;IPFV;NFIN;ACT
讀	читаем	讀	читать	V	V;IPFV;IND;PL;1;PRS;FIN;ACT
讀	читаю	讀	читать	V	V;IPFV;IND;SG;1;PRS;FIN;ACT
很快	вскоре	很快	вскоре	ADV	ADV
很快	скоро	很快	скоро	ADV	ADV
拍	стреляй	拍	стреля	V	V;IPFV;IMP;SG;2;FIN;ACT
拍	стреляйте	拍	стрелять	V	V;IPFV;IMP;PL;2;FIN;ACT
拍	стрелять	拍	стрелять	V	V;IPFV;NFIN;ACT
部落	племя	部落	племя	N	N;INAN;NOM;NEUT;SG
部落	племени	部落	племя	N	N;INAN;NOM;NEUT;PL
部落	племен	部落	племя	N	N;INAN;GEN;NEUT;PL
部落	племен	部落	племя	N	N;INAN;GEN;NEUT;PL
部落	племена	部落	племя	N	N;INAN;NOM;NEUT;PL
幫助	помогите	幫助	помочь	V	V;PFV;IMP;PL;2;FIN;ACT
幫助	помочь	幫助	помочь	V	V;PFV;NFIN;ACT
教會	церквей	教會	церковь	N	N;INAN;GEN;FEM;PL
教會	церкви	教會	церковь	N	N;INAN;NOM;FEM;SG
教會	церковь	教會	церковь	N	N;INAN;NOM;FEM;SG
教會	церкви	教會	церковь	N	N;INAN;NOM;FEM;SG
連結	связать	連結	связать	V	V;PFV;NFIN;ACT
連結	связать	連結	связать	V	V;PFV;NFIN;ACT
連結	подключиться	連結	подключиться	V	V;PFV;NFIN;MID
設定	установить	設定	установить	V	V;PFV;NFIN;ACT
記者	журналист	記者	журналист	N	N;ANIM;NOM;MASC;SG
記者	журналистка	記者	журналистка	N	N;ANIM;NOM;FEM;SG
記者	репортер	記者	репортер	N	N;ANIM;NOM;MASC;SG
記者	репортёр	記者	репортёр	N	N;ANIM;NOM;MASC;SG
數量	количества	數量	количество	N	N;INAN;GEN;NEUT;SG
數量	количествах	數量	количество	N	N;INAN;ESS;NEUT;PL
數量	количество	數量	количество	N	N;INAN;NOM;NEUT;SG
星系	галактики	星系	галактика	N	N;INAN;NOM;FEM;PL
星系	галактик	星系	галактика	N	N;INAN;GEN;FEM;PL
星系	галактика	星系	галактика	N	N;INAN;NOM;FEM;SG
星系	галактике	星系	галактика	N	N;INAN;DAT;FEM;SG
星系	гэлакси	星系	гэлакс	N	N;INAN;NOM;MASC;SG
假	ложь	假	ложь	N	N;INAN;NOM;FEM;SG
假	фальшивка	假	фальшивка	N	N;INAN;NOM;FEM;SG
假	подделка	假	подделка	N	N;INAN;NOM;FEM;SG
留下	остаться	留下	остаться	V	V;PFV;NFIN;MID
程式	программа	程式	программа	N	N;INAN;NOM;FEM;SG
程式	программы	程式	программа	N	N;INAN;NOM;FEM;PL
校長	директор	校長	директор	N	N;ANIM;NOM;MASC;SG
步	шаг	步	шаг	N	N;INAN;NOM;MASC;SG
解釋	объясните	解釋	объяснить	V	V;PFV;IMP;PL;2;FIN;ACT
解釋	объяснить	解釋	объяснить	V	V;PFV;NFIN;ACT
十九	девятнадцать	十九	девятнадцать	NUM	NUM;NOM
刀	меч	刀	меч	N	N;INAN;NOM;MASC;SG
刀	нож	刀	нож	N	N;INAN;NOM;MASC;SG
批評	критиковать	批評	критиковать	V	V;IPFV;NFIN;ACT
太子	принц	太子	принц	N	N;ANIM;NOM;MASC;SG
太子	принс	太子	принс	N	N;INAN;NOM;MASC;SG
太子	князь	太子	князь	N	N;ANIM;NOM;MASC;SG
檔案	файлы	檔案	файл	N	N;INAN;NOM;MASC;PL
檔案	файлов	檔案	файл	N	N;INAN;GEN;MASC;PL
檔案	архивы	檔案	архив	N	N;INAN;NOM;MASC;PL
檔案	архив	檔案	архив	N	N;INAN;NOM;MASC;SG
檔案	архивов	檔案	архив	N	N;INAN;GEN;MASC;PL
檔案	файл	檔案	файл	N	N;INAN;NOM;MASC;SG
檔案	архив	檔案	архив	N	N;INAN;NOM;MASC;SG
爵士	джаз	爵士	джаз	N	N;INAN;NOM;MASC;SG
狗	собака	狗	собака	N	N;ANIM;NOM;FEM;SG
狗	пес	狗	пес	N	N;ANIM;NOM;MASC;SG
狗	пёс	狗	пёс	N	N;ANIM;NOM;MASC;SG
狗	собак	狗	собака	N	N;ANIM;GEN;FEM;PL
狗	собаки	狗	собака	N	N;ANIM;NOM;FEM;PL
狗	псы	狗	пса	N	N;ANIM;NOM;MASC;PL
國會	парламент	國會	парламент	N	N;INAN;NOM;MASC;SG
國會	съезд	國會	съезд	N	N;INAN;NOM;MASC;SG
國會	конгресс	國會	конгресс	N	N;INAN;NOM;MASC;SG
病毒	вирус	病毒	вирус	N	N;INAN;NOM;MASC;SG
病毒	вирусы	病毒	вирус	N	N;INAN;NOM;MASC;PL
病毒	вирусов	病毒	вирус	N	N;INAN;GEN;MASC;PL
病毒	вирусы	病毒	вирус	N	N;INAN;NOM;MASC;PL
當選	избранный	當選	избрать	V	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
當選	избрана	當選	избрать	V	V;PFV;FEM;SG;PST;V.PTCP;PASS
當選	избран	當選	избрать	V	V;PFV;MASC;SG;PST;V.PTCP;PASS
當選	избранные	當選	избрать	V	V;PFV;NOM;PL;PST;V.PTCP;PASS
計算	вычислить	計算	вычислить	V	V;PFV;NFIN;ACT
計算	рассчитать	計算	расчесть	V	V;PFV;NFIN;ACT
對手	соперник	對手	соперник	N	N;ANIM;NOM;MASC;SG
對手	противники	對手	противник	N	N;ANIM;NOM;MASC;PL
對手	оппонентов	對手	оппонент	N	N;ANIM;GEN;MASC;PL
對手	противников	對手	противник	N	N;ANIM;ACC;MASC;PL
對手	соперников	對手	соперник	N	N;ANIM;ACC;MASC;PL
對手	соперник	對手	соперник	N	N;ANIM;NOM;MASC;SG
對手	противник	對手	противник	N	N;ANIM;NOM;MASC;SG
湯	суп	湯	суп	N	N;INAN;NOM;MASC;SG
艦隊	флота	艦隊	флот	N	N;INAN;GEN;MASC;SG
艦隊	флот	艦隊	флот	N	N;INAN;NOM;MASC;SG
