kot	jako	kot	jako	CONJ	CONJ
meja	hranice	meja	hranice	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
meja	hranice	meja	hranice	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
japonska	japonská	japonski	japonský	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
japonska	japonský	japonski	japonský	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
rimske	římské	rimski	římský	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;PL;POS
informacije	informace	informacija	informace	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
informacije	informace	informacija	informace	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
elementi	elementy	element	element	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
elementi	prvky	element	prvek	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
zakaj	proč	zakaj	proč	ADV	ADV
wikipedia	wikipedie	wikipedia	wikipedie	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
video	video	video	video	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
zvezde	hvězdičky	zvezda	hvězdička	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
zvezde	hvězdy	zvezda	hvězda	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
knez	vévoda	knez	vévoda	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
knez	kníže	knez	kníže	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
knez	princ	knez	princ	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
stolp	věž	stolp	věž	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
sodelovanje	spolupráce	sodelovanje	spolupráce	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
sodelovanje	účast	sodelovanje	účast	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
sodelovanje	účasti	sodelovanje	účast	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
sodelovanje	spolupráce	sodelovanje	spolupráce	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
simon	simona	simon	simon	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
postopek	proces	postopek	proces	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
postopek	postup	postopek	postup	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
postopek	postup	postopek	postup	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
odločil	rozhodl	odločiti	rozhodnout	V;PFV;MASC;SG;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
element	prvek	element	prvek	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
element	element	element	element	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
glasba	hudba	glasba	hudba	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
tok	tok	tok	tok	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
tok	průtok	tok	průtok	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
tok	potok	tok	potok	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
tok	stream	tok	stream	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
zunaj	venku	zunaj	venku	ADV	ADV
zunaj	ven	zunaj	ven	ADV	ADV
zunaj	venku	zunaj	venku	ADV	ADV
oddelek	odbor	oddelek	odbor	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
oddelek	oddělení	oddelek	oddělení	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
oddelek	dělení	oddelek	dělení	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
oddelek	divize	oddelek	divize	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
oddelek	úsek	oddelek	úsek	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
oddelek	oddíl	oddelek	oddíl	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
oddelek	sekce	oddelek	sekce	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
ton	tón	tona	tón	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
čin	hodnost	čin	hodnost	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
oči	oči	oči	oko	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
zdravila	léky	zdravilo	lék	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
zdravila	drogy	zdravilo	droga	N;NOM;NEUT;PL	N;NOM;FEM;PL;POS
zdravila	léky	zdravilo	lék	N;NOM;NEUT;PL	N;INAN;NOM;MASC;PL;POS
zdravila	léčiva	zdravilo	léčivo	N;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
juan	juane	juan	juane	N;NOM;MASC;SG	N;NOM;MASC;SG;POS
kisline	kyseliny	kislina	kyselina	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
kisline	kyseliny	kislina	kyselina	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
regiji	regionu	regija	region	N;DAT;FEM;SG	N;INAN;DAT;MASC;SG;POS
povezuje	spojuje	povezovati	spojovat	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
članica	členka	članica	členka	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
članica	poslanec	članica	poslanec	N;NOM;FEM;SG	N;ANIM;NOM;MASC;SG;POS
članica	člen	članica	člen	N;NOM;FEM;SG	N;ANIM;NOM;MASC;SG;POS
dolina	údolí	dolina	údolí	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
starejši	starší	star	starý	ADJ;NOM;DEF;CMPR;MASC;SG	ADJ;NOM;CMPR;MASC;SG;POS
starejši	starší	star	starý	ADJ;NOM;DEF;CMPR;MASC;SG	ADJ;NOM;CMPR;MASC;SG;POS
novinar	novinář	novinar	novinář	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
novinar	novinářka	novinar	novinářka	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
novinar	reportér	novinar	reportér	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
novinar	reportérka	novinar	reportérka	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
novinar	novinář	novinar	novinář	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
javno	veřejně	javno	veřejně	ADV	ADV;POS
javno	veřejně	javno	veřejně	ADV	ADV;POS
višina	výška	višina	výška	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
višina	výška	višina	výška	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
piše	napíše	pisati	napsat	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;POS;PRS;FIN;ACT
piše	píše	pisati	psát	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
južna	jižní	južen	jižní	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
južna	jižní	južen	jižní	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
gledališče	divadlo	gledališče	divadlo	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
gledališče	divadlo	gledališče	divadlo	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
link	link	linka	link	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
link	odkaz	linka	odkaz	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
link	souvislost	linka	souvislost	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
orkester	orchestr	orkester	orchestr	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
ženska	žena	ženska	žena	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
ženska	samice	ženska	samice	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
ženska	žena	ženska	žena	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
pdf	pdf	pdf	pdf	N;NOM;MASC;SG	N;NOM;MASC;SG;POS
pravila	pravidla	pravilo	pravidlo	N;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
doseže	dosáhne	doseči	dosáhnout	V;PFV;IND;SG;3;PRS;FIN	V;IND;SG;3;POS;PRS;FIN;ACT
slik	obrázků	slika	obrázek	N;GEN;FEM;PL	N;INAN;GEN;MASC;PL;POS
slik	obrázků	slika	obrázek	N;GEN;FEM;PL	N;INAN;GEN;MASC;PL;POS
državo	zemi	država	země	N;ACC;FEM;SG	N;ACC;FEM;SG;POS
francoska	francouzské	francoski	francouzský	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
francoska	francouzská	francoski	francouzský	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
jugoslovanske	jugoslávské	jugoslovanski	jugoslávský	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;PL;POS
črna	černá	črn	černý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
črna	černé	črn	černý	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
črna	černý	črn	černý	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
evropsko	evropská	evropski	evropský	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
evropsko	evropské	evropski	evropský	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
evropsko	evropský	evropski	evropský	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
razločitev	rozcestník	razločitev	rozcestník	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
tone	tón	tona	tón	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
kraljica	královna	kraljica	královna	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
kraljica	královno	kraljica	královno	N;NOM;FEM;SG	N;NOM;MASC;SG;POS
rešitev	spasení	rešitev	spasení	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
rešitev	spása	rešitev	spása	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
rešitev	roztok	rešitev	roztok	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
rešitev	řešení	rešitev	řešení	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
osrednji	ústřední	osrednji	ústřední	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG;POS
osrednji	centrální	osrednji	centrální	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG;POS
dobe	doby	doba	doba	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
sonce	slunce	sonce	slunce	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
italijanska	italské	italijanski	italský	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
italijanska	italská	italijanski	italský	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
italijanska	italský	italijanski	italský	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
naloge	úkoly	naloga	úkol	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
naloge	úlohy	naloga	úloha	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
površine	povrchy	površina	povrch	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
površine	plochy	površina	plocha	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
površine	oblasti	površina	oblast	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
visoka	vysoký	visok	vysoký	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
visoka	vysoká	visok	vysoký	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
visoka	vysoký	visok	vysoký	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
visoka	vysoká	visok	vysoký	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
kislina	kyselina	kislina	kyselina	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
latinsko	latinské	latinsko	latinský	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
dejansko	vskutku	dejansko	vskutku	ADV	ADV
dejansko	skutečně	dejansko	skutečně	ADV	ADV;POS
dejansko	vlastně	dejansko	vlastně	ADV	ADV
visok	vysoký	visok	vysoký	ADJ;NOM;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
visok	vysoká	visok	vysoký	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS
daje	dává	dajati	dávat	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
pravljice	báchorky	pravljica	báchorka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
pravljice	povídky	pravljica	povídka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
pravljice	příběhy	pravljica	příběh	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
pravljice	pohádky	pravljica	pohádka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
grški	řecký	grški	řecký	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
grški	řecká	grški	řecký	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
grški	řecké	grški	řecký	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
središča	centra	središče	centrum	N;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
središča	střediska	središče	středisko	N;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
središča	centra	središče	centrum	N;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
središča	střediska	središče	středisko	N;NOM;NEUT;PL	N;NOM;NEUT;PL;POS
par	dvojice	par	dvojice	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
par	pár	par	pár	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
par	dvojice	par	dvojice	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
snov	látka	snov	látka	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
snov	substance	snov	substance	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
ruska	ruské	ruski	ruský	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
ruska	ruská	ruski	ruský	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
ruska	ruský	ruski	ruský	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
podobne	podobné	podoben	podobný	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;PL;POS
podobne	obdobné	podoben	obdobný	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;PL;POS
številni	mnohé	številen	mnohý	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;PL;POS
številni	mnozí	številen	mnohý	ADJ;NOM;MASC;PL	ADJ;ANIM;NOM;MASC;PL;POS
številni	četné	številen	četný	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;PL;POS
arhitekt	architekt	arhitekt	architekt	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
beli	bílá	bel	bílý	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG;POS
beli	bílý	bel	bílý	ADJ;NOM;DEF;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
pilot	pilote	pilot	pilot	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
pilot	pilot	pilot	pilot	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
vprašanje	otázka	vprašanje	otázka	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
vprašanje	dotaz	vprašanje	dotaz	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
staro	starý	star	starý	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
staro	stará	star	starý	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
kulturo	kulturu	kultura	kultura	N;ACC;FEM;SG	N;ACC;FEM;SG;POS
ladja	loď	ladja	loď	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
ladja	loď	ladja	loď	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
ladja	člun	ladja	člun	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
slovenci	slovinci	slovenec	slovinec	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
temperature	teploty	temperatura	teplota	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
temperature	teploty	temperatura	teplota	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
nekdanji	bývalý	nekdanji	bývalý	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
nekdanji	bývalé	nekdanji	bývalý	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
nekdanji	bývalá	nekdanji	bývalý	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
prvak	šampion	prvak	šampion	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
prvak	šampion	prvak	šampion	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
prvak	šampión	prvak	šampión	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
ostanki	rezidua	ostanek	reziduum	N;NOM;MASC;PL	N;NOM;NEUT;PL;POS
ostanki	zbytky	ostanek	zbytek	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
ostanki	zbytky	ostanek	zbytek	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
ostanki	zbytky	ostanek	zbytek	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
ostanki	rezidua	ostanek	reziduum	N;NOM;MASC;PL	N;NOM;NEUT;PL;POS
bugatti	bugatti	bugatta	bugatti	N;NOM;MASC;SG	N;NOM;MASC;SG;POS
manjša	menší	majhen	malý	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;MASC;SG;POS
manjša	menší	majhen	malý	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;CMPR;MASC;SG;POS
sodišče	soud	sodišče	soud	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
sodišče	dvůr	sodišče	dvůr	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
inštitut	ústav	inštitut	ústav	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
inštitut	institut	inštitut	institut	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
kilometrov	kilometrů	kilometer	kilometr	N;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
kilometrov	mil	kilometer	milión	N;GEN;MASC;PL	N;INAN;MASC;POS
kilometrov	kilometrů	kilometer	kilometr	N;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
dodatno	dodatečně	dodatno	dodatečně	ADV	ADV;POS
tehnični	technický	tehničen	technický	ADJ;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
tehnični	technické	tehničen	technický	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
tehnični	technická	tehničen	technický	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
največkrat	většinou	največkrat	většinou	ADV;RL	ADV
igralci	hráči	igralec	hráč	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
igralci	přehrávače	igralec	přehrávač	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
igralci	herci	igralec	herec	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
igralci	aktéři	igralec	aktér	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
stadion	stadion	stadion	stadión	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
stadion	stadium	stadion	stadium	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
vzrok	příčina	vzrok	příčina	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
graf	graf	graf	graf	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
graf	diagram	graf	diagram	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
graf	tabulka	graf	tabulka	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
graf	schéma	graf	schéma	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
graf	graf	graf	graf	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
graf	graf	graf	graf	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
novak	novak	novak	novak	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
počasi	pomalu	počasi	pomalu	ADV	ADV
počasi	pomalu	počasi	pomalu	ADV	ADV
članki	předměty	članek	předmět	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
članki	výrobky	članek	výrobek	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
članki	články	članek	článek	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
pevec	zpěvačka	pevec	zpěvačka	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
pevec	zpěvák	pevec	zpěvák	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
planet	planeta	planet	planeta	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
png	png	png	png	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
učinek	vliv	učinek	vliv	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
učinek	náraz	učinek	náraz	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
učinek	dopad	učinek	dopad	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
učinek	účinek	učinek	účinek	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
učinek	efekt	učinek	efekt	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
energijo	energii	energija	energie	N;ACC;FEM;SG	N;ACC;FEM;SG;POS
podobna	podobná	podoben	podobný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
podobna	podobný	podoben	podobný	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
dokončno	definitivně	dokončno	definitivně	ADV	ADV;POS
literarni	literární	literaren	literární	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
vseeno	přesto	vseeno	přesto	ADV	ADV;POS
vseeno	stále	vseeno	stále	ADV	ADV
vseeno	pořád	vseeno	pořád	ADV	ADV
vseeno	ještě	vseeno	ještě	ADV	ADV
najmanj	nejméně	najmanj	málo	ADV;RL	ADV;RL;POS
besed	slov	beseda	slovo	N;GEN;FEM;PL	N;GEN;NEUT;PL;POS
želi	chce	želeti	chtít	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;POS;PRS;FIN;ACT
nastop	představení	nastop	představení	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
nastop	výkon	nastop	výkon	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
nastop	výkonnost	nastop	výkonnost	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
nastop	výkonnosti	nastop	výkonnost	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
nastop	vystoupení	nastop	vystoupení	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
združene	united	združen	united	ADJ;NOM;FEM;PL;V.PTCP	ADJ;POS
združene	spojené	združen	spojený	ADJ;NOM;FEM;PL;V.PTCP	ADJ;NOM;MASC;PL;POS
izjemno	mimořádně	izjemno	mimořádně	ADV	ADV;POS
izjemno	nesmírně	izjemno	smírně	ADV	ADV;NEG
izjemno	nadmíru	izjemno	nadmíru	ADV	ADV
izjemno	extrémně	izjemno	extrémně	ADV	ADV;POS
bus	autobus	bus	autobus	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
značilno	typický	značilen	typický	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
značilno	typická	značilen	typický	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
značilno	typické	značilen	typický	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
načelnik	náčelník	načelnik	náčelník	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
poročila	zprávy	poročilo	zpráva	N;NOM;NEUT;PL	N;NOM;FEM;PL;POS
upor	vzpoura	upor	vzpoura	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
upor	vzpoura	upor	vzpoura	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
upor	odolnost	upor	odolnost	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
upor	odboj	upor	odboj	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
upor	odpor	upor	odpor	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
upor	rezistence	upor	rezistence	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
upor	vzpoura	upor	vzpoura	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
upor	vzpoura	upor	vzpoura	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
upor	povstání	upor	povstání	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
zbirke	sbírky	zbirka	sbírka	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
zemljo	zemi	zemlja	země	N;ACC;FEM;SG	N;ACC;FEM;SG;POS
zemljo	zem	zemlja	země	N;ACC;FEM;SG	N;ACC;FEM;SG;POS
glejte	sledovat	gledati	sledovat	V;IPFV;IMP;PL;2;FIN	V;IPFV;POS;NFIN
češki	česká	češki	český	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG;POS
češki	české	češki	český	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG;POS
češki	český	češki	český	ADJ;NOM;DEF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
češki	česko	češki	český	ADJ;NOM;DEF;MASC;SG	ADJ;POS
zlati	zlatý	zlat	zlatý	ADJ;NOM;DEF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
zlati	zlatá	zlat	zlatý	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG;POS
zlati	zlatá	zlat	zlatý	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG;POS
zlati	zlatý	zlat	zlatý	ADJ;NOM;DEF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
vojaki	vojáci	vojak	voják	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
santa	ježíšek	santa	ježíšek	N;NOM;FEM;SG	N;ANIM;NOM;MASC;SG;POS
santa	santa	santa	santus	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
slog	styl	slog	styl	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
daleč	daleko	daleč	daleko	ADV	ADV;POS
redno	pravidelně	redno	pravidelně	ADV	ADV;POS
redno	pravidelně	redno	pravidelně	ADV	ADV;POS
rok	lhůta	rok	lhůta	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
rok	termín	rok	termín	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
majhen	malý	majhen	malý	ADJ;NOM;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
majhen	malá	majhen	malý	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS
filozofski	filozofické	filozofski	filozofický	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
www	www	www	www	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
radio	radio	radio	rádio	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
radio	vysílačka	radio	vysílačka	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
radio	rádio	radio	rádio	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
radio	rozhlas	radio	rozhlas	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
glasbenik	hudebník	glasbenik	hudebník	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
