ve	og	ve	og	CONJ	CONJ
gelişmiş	fremkaldt	geliş	fremkalde	V;PFV;NFH;IND;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gelişmiş	udviklede	geliş	udvikle	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PL;PST;V.PTCP
gelişmiş	udviklet	geliş	udvikle	V;PFV;NFH;IND;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gelişmiş	forbedrede	geliş	forbedre	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PL;PST;V.PTCP
gelişmiş	forbedret	geliş	forbedre	V;PFV;NFH;IND;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gelişmiş	forstærket	geliş	forstærke	V;PFV;NFH;IND;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gelişmiş	forbedret	geliş	forbedre	V;PFV;NFH;IND;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gelişmiş	avancerede	geliş	avanceret	V;PFV;NFH;IND;POS;PST;V.PTCP	V;PL;PST;V.PTCP
gelişmiş	avanceret	geliş	avanceret	V;PFV;NFH;IND;POS;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
bunları	disse	bu	denne	PRO;ACC;PL;3	PRO;PL
açtı	åbnede	aç	åbne	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
açtı	åbnet	aç	åbne	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
dijital	digital	dijital	digital	N;NOM;SG;3	N;INDF;MASC+FEM;SG
onlar	de	o	de	PRO;NOM;PL;3	PRO;NOM;PL;3
modeli	model	model	model	N;NOM;SG;3	N;INDF;MASC+FEM;SG
gösterdi	viste	göster	vise	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
akademik	akademiske	akademik	akademisk	ADJ	ADJ;PL
official	embedsmand	official	embedsmand	N;NOM;SG;3	N;INDF;MASC+FEM;SG
official	tjenestemand	official	tjenestemand	N;NOM;SG;3	N;INDF;MASC+FEM;SG
şarkılar	sange	şarkı	sang	N;NOM;PL;3	N;INDF;MASC+FEM;PL
üyeler	medlemmer	üye	medlem	N;NOM;PL;3	N;INDF;NEUT;PL
üyeler	medlemmerne	üye	medlem	N;NOM;PL;3	N;DEF;NEUT;PL
aracı	redskab	araç	redskab	N;ACC;SG;3	N;INDF;NEUT;SG
aracı	værktøj	araç	værktøj	N;ACC;SG;3	N;INDF;NEUT;SG
aracı	værktøjet	araç	værktøj	N;ACC;SG;3	N;DEF;NEUT;SG
aracı	mellemled	araç	mellemled	N;ACC;SG;3	N;INDF;NEUT;SG
aracı	mellemmand	araç	mellemmand	N;ACC;SG;3	N;INDF;MASC+FEM;SG
aracı	mellemled	araç	mellemled	N;ACC;SG;3	N;INDF;NEUT;SG
aracı	formidler	araç	formidler	N;ACC;SG;3	N;INDF;MASC+FEM;SG
aracı	mellemmand	araç	mellemmand	N;ACC;SG;3	N;INDF;MASC+FEM;SG
billboard	plakat	billboard	plakat	N;NOM;SG;3	N;INDF;MASC+FEM;SG
çoğunluğu	majoritet	çoğunluk	majoritet	N;ACC;SG;3	N;INDF;MASC+FEM;SG
çoğunluğu	flertal	çoğunluk	flertal	N;ACC;SG;3	N;INDF;NEUT;SG
çoğunluğu	flertallet	çoğunluk	flertal	N;ACC;SG;3	N;DEF;NEUT;SG
zamanlar	tidspunkter	zaman	tidspunkt	N;NOM;PL;3	N;INDF;NEUT;PL
zamanlar	gange	zaman	gang	N;NOM;PL;3	N;INDF;MASC+FEM;PL
zamanlar	tiderne	zaman	tid	N;NOM;PL;3	N;DEF;MASC+FEM;PL
zamanlar	tider	zaman	tid	N;NOM;PL;3	N;INDF;MASC+FEM;PL
akademi	akademiet	akadem	akademium	N;NOM;SG;3	N;DEF;NEUT;SG
akademi	akademi	akadem	akademi	N;NOM;SG;3	N;INDF;NEUT;SG
akademi	academy	akadem	academy	N;NOM;SG;3	N;INDF;MASC+FEM;SG
uzunluk	længde	uzunluk	længde	N;NOM;SG;3	N;INDF;MASC+FEM;SG
uzunluk	længden	uzunluk	længde	N;NOM;SG;3	N;DEF;MASC+FEM;SG
tedavi	helbredelse	tedavi	helbredelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
tedavi	kuren	tedavi	kur	N;NOM;SG;3	N;DEF;MASC+FEM;SG
tedavi	kur	tedavi	kur	N;NOM;SG;3	N;INDF;MASC+FEM;SG
tedavi	terapi	tedavi	terapi	N;NOM;SG;3	N;INDF;MASC+FEM;SG
tedavi	behandling	tedavi	behandling	N;NOM;SG;3	N;INDF;MASC+FEM;SG
tedavi	behandlingen	tedavi	behandling	N;NOM;SG;3	N;DEF;MASC+FEM;SG
karmaşık	kompliceret	karmaşık	kompliceret	ADJ	ADJ;INDF;SG
karmaşık	indviklet	karmaşık	indviklet	ADJ	ADJ;INDF;SG
karmaşık	komplekse	karmaşık	komplekse	ADJ	ADJ;PL
karmaşık	kompleks	karmaşık	kompleks	ADJ	ADJ;INDF;SG
karmaşık	komplekst	karmaşık	komplekst	ADJ	ADJ;INDF;NEUT;SG
karmaşık	kompliceret	karmaşık	kompliceret	ADJ	ADJ;INDF;SG
karmaşık	komplicerede	karmaşık	kompliceret	ADJ	ADJ;PL
karmaşık	indviklet	karmaşık	indviklet	ADJ	ADJ;INDF;SG
yaşlı	gammelt	yaşlı	gammel	ADJ	ADJ;INDF;NEUT;SG
yaşlı	gamle	yaşlı	gammel	ADJ	ADJ;PL
yaşlı	gammel	yaşlı	gammel	ADJ	ADJ;INDF;MASC+FEM;SG
yaşlı	ældre	yaşlı	gammel	ADJ	ADJ;CMPR
yaşlı	ældre	yaşlı	gammel	ADJ	ADJ;CMPR
alanları	marker	alan	mark	N;ACC;PL;3	N;INDF;MASC+FEM;PL
alanları	felter	alan	felter	N;ACC;PL;3	N;INDF;NEUT;PL
alanları	felterne	alan	felter	N;ACC;PL;3	N;DEF;MASC+FEM;PL
alanları	områder	alan	område	N;ACC;PL;3	N;INDF;NEUT;PL
alanları	arealer	alan	areal	N;ACC;PL;3	N;INDF;NEUT;PL
karakteri	tegn	karakteri	tegn	N;ESS;SG;3	N;INDF;NEUT;SG
karakteri	karakter	karakteri	karakter	N;ESS;SG;3	N;INDF;MASC+FEM;SG
süresi	varighed	süre	varighed	N;NOM;SG;3	N;INDF;MASC+FEM;SG
süresi	løbetid	süre	løbetid	N;NOM;SG;3	N;INDF;MASC+FEM;SG
maça	spade	maça	spade	N;DAT;SG;3	N;INDF;MASC+FEM;SG
çıkmış	afsluttede	çık	afslutte	V;PFV;NFH;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
devletler	stater	devlet	stat	N;NOM;PL;3	N;INDF;MASC+FEM;PL
devletler	staterne	devlet	stat	N;NOM;PL;3	N;DEF;MASC+FEM;PL
tour	rundvisning	tour	rundvisning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
tour	turné	tour	turné	N;NOM;SG;3	N;INDF;MASC+FEM;SG
tour	rundtur	tour	rundtur	N;NOM;SG;3	N;INDF;MASC+FEM;SG
açıldı	åbnet	aç	åbne	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
yerleri	pladser	yer	plads	N;ACC;PL;3	N;INDF;MASC+FEM;PL
yerleri	steder	yer	sted	N;ACC;PL;3	N;INDF;NEUT;PL
yerleri	placeringer	yer	placering	N;ACC;PL;3	N;INDF;MASC+FEM;PL
yerleri	steder	yer	sted	N;ACC;PL;3	N;INDF;NEUT;PL
yerleri	lokaliteter	yer	lokalitet	N;ACC;PL;3	N;INDF;MASC+FEM;PL
derecesi	grad	derece	grad	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sabah	morgen	sabah	morgen	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sabah	formiddag	sabah	formiddag	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sabah	godmorgen	sabah	godmorgen	N;NOM;SG;3	N;INDF;MASC+FEM;SG
gruplar	bands	grup	band	N;NOM;PL;3	N;INDF;NEUT;PL
gruplar	grupper	grup	gruppe	N;NOM;PL;3	N;INDF;MASC+FEM;PL
gruplar	grupperne	grup	gruppe	N;NOM;PL;3	N;DEF;MASC+FEM;PL
filmler	film	film	film	N;NOM;PL;3	N;INDF;MASC+FEM;PL
filmler	film	film	film	N;NOM;PL;3	N;INDF;MASC+FEM;PL
bölümleri	kapitler	bölüm	kapitel	N;ACC;PL;3	N;INDF;NEUT;PL
bölümleri	episoder	bölüm	episode	N;ACC;PL;3	N;INDF;MASC+FEM;PL
bölümleri	strækninger	bölüm	strækning	N;ACC;PL;3	N;INDF;MASC+FEM;PL
bölümleri	sektioner	bölüm	sektion	N;ACC;PL;3	N;INDF;MASC+FEM;PL
sistemleri	systemerne	sistem	system	N;ACC;PL;3	N;DEF;NEUT;PL
sistemleri	systemer	sistem	system	N;ACC;PL;3	N;INDF;NEUT;PL
hareketler	bevægelser	hareket	bevægelse	N;NOM;PL;3	N;INDF;MASC+FEM;PL
hareketler	handlinger	hareket	handling	N;NOM;PL;3	N;INDF;MASC+FEM;PL
hareketler	foranstaltninger	hareket	foranstaltning	N;NOM;PL;3	N;INDF;MASC+FEM;PL
hareketler	aktioner	hareket	aktion	N;NOM;PL;3	N;INDF;MASC+FEM;PL
hareketler	flytninger	hareket	flytning	N;NOM;PL;3	N;INDF;MASC+FEM;PL
hareketler	bevægelser	hareket	bevægelse	N;NOM;PL;3	N;INDF;MASC+FEM;PL
komitesi	komiteen	komite	komite	N;NOM;SG;3	N;DEF;MASC+FEM;SG
komitesi	udvalg	komite	udvalg	N;NOM;SG;3	N;INDF;NEUT;SG
komitesi	udvalget	komite	udvalg	N;NOM;SG;3	N;DEF;NEUT;SG
edebiyatı	litteratur	edebiyat	litteratur	N;ACC;SG;3	N;INDF;MASC+FEM;SG
edebiyatı	litteraturen	edebiyat	litteratur	N;ACC;SG;3	N;DEF;MASC+FEM;SG
odası	kammeret	oda	kammer	N;NOM;SG;3	N;DEF;NEUT;SG
odası	kammer	oda	kamme	N;NOM;SG;3	N;INDF;MASC+FEM;SG
filmleri	film	film	film	N;ACC;PL;3	N;INDF;MASC+FEM;PL
ödüller	belønninger	ödül	belønning	N;NOM;PL;3	N;INDF;MASC+FEM;PL
ödüller	tildelinger	ödül	tildeling	N;NOM;PL;3	N;INDF;MASC+FEM;PL
ödüller	præmier	ödül	præmie	N;NOM;PL;3	N;INDF;MASC+FEM;PL
servisi	betjening	servi	betjening	N;NOM;SG;3	N;INDF;MASC+FEM;SG
servisi	forkyndelse	servi	forkyndelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
servisi	tjenesteydelse	servi	tjenesteydelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
servisi	tjeneste	servi	tjen	N;NOM;SG;3	N;INDF;MASC+FEM;SG
servisi	service	servi	service	N;NOM;SG;3	N;INDF;MASC+FEM;SG
miktarda	beløb	miktar	beløb	N;ESS;SG;3	N;INDF;NEUT;SG
sıcaklık	temperaturen	sıcaklık	temperatur	N;NOM;SG;3	N;DEF;MASC+FEM;SG
sıcaklık	temperatur	sıcaklık	temperatur	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sıcaklık	heat	sıcaklık	heat	N;NOM;SG;3	N;INDF;NEUT;SG
sıcaklık	varme	sıcaklık	varme	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ürünleri	varer	ürün	vare	N;ACC;PL;3	N;INDF;MASC+FEM;PL
ürünleri	produkter	ürün	produkt	N;ACC;PL;3	N;INDF;NEUT;PL
konuk	gæsten	konuk	gæsten	N;NOM;SG;3	N;DEF;MASC+FEM;SG
konuk	gæst	konuk	gæst	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ulaştı	nået	ulaş	nå	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
ulaştı	nåede	ulaş	nå	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
getirdi	bragt	getir	bringe	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
getirdi	bragte	getir	bringe	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
getirdi	medbragte	getir	medbringe	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
yazılım	softwaren	yazılım	softwar	N;NOM;SG;3	N;DEF;MASC+FEM;SG
yazılım	programmel	yazılım	programmel	N;NOM;SG;3	N;INDF;NEUT;SG
yazılım	software	yazılım	softwar	N;NOM;SG;3	N;INDF;MASC+FEM;SG
karısı	konen	karı	kone	N;NOM;SG;3	N;DEF;MASC+FEM;SG
karısı	kone	karı	kone	N;NOM;SG;3	N;INDF;MASC+FEM;SG
karısı	hustru	karı	hustru	N;NOM;SG;3	N;INDF;MASC+FEM;SG
matematik	matematik	matematik	matematik	N;NOM;SG;3	N;INDF;MASC+FEM;SG
matematik	matematik	matematik	matematik	N;NOM;SG;3	N;INDF;MASC+FEM;SG
matematik	matematik	matematik	matematik	N;NOM;SG;3	N;INDF;MASC+FEM;SG
salonu	hallen	salon	hal	N;ACC;SG;3	N;DEF;MASC+FEM;SG
salonu	sal	salon	sal	N;ACC;SG;3	N;INDF;MASC+FEM;SG
evlendi	gifte	evlen	gifte	V;PFV;IND;SG;3;POS;PST	V;NFIN;ACT
yaşadı	boet	yaşa	bo	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
yaşadı	boede	yaşa	bo	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
yaşadı	levede	yaşa	leve	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
yaşadı	levet	yaşa	leve	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
takımlar	dragter	takım	dragte	N;NOM;PL;3	N;INDF;MASC+FEM;PL
takımlar	holdene	takım	holde	N;NOM;PL;3	N;DEF;MASC+FEM;PL
takımlar	teams	takım	teams	N;NOM;PL;3	N;INDF;NEUT;PL
teorisi	teorien	teori	teori	N;NOM;SG;3	N;DEF;MASC+FEM;SG
teorisi	teori	teori	teori	N;NOM;SG;3	N;INDF;MASC+FEM;SG
harita	landkort	harit	landkort	N;NOM;SG;3	N;INDF;NEUT;SG
harita	landkort	harit	landkort	N;NOM;SG;3	N;INDF;NEUT;SG
değişiklikler	ændringer	değişiklik	ændringe	N;NOM;PL;3	N;INDF;MASC+FEM;PL
değişiklikler	modifikationer	değişiklik	modifikation	N;NOM;PL;3	N;INDF;MASC+FEM;PL
değişiklikler	forandringer	değişiklik	forandring	N;NOM;PL;3	N;INDF;MASC+FEM;PL
değişiklikler	ændringer	değişiklik	ændringe	N;NOM;PL;3	N;INDF;MASC+FEM;PL
türkler	tyrkere	türk	tyrker	N;NOM;PL;3	N;INDF;MASC+FEM;PL
türkler	tyrkerne	türk	tyrke	N;NOM;PL;3	N;DEF;MASC+FEM;PL
uzunluğu	længde	uzunluk	længde	N;ACC;SG;3	N;INDF;MASC+FEM;SG
uzunluğu	længden	uzunluk	længde	N;ACC;SG;3	N;DEF;MASC+FEM;SG
işler	arbejdspladser	iş	arbejdsplads	N;NOM;PL;3	N;INDF;MASC+FEM;PL
işler	jobs	iş	job	N;NOM;PL;3	N;INDF;NEUT;PL
ayrılmıştır	forbeholdt	ayrıl	forbeholde	V;PFV;NFH;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
ayrılmıştır	afsat	ayrıl	afsætte	V;PFV;NFH;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
ayrılmıştır	reserveret	ayrıl	reservere	V;PFV;NFH;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
şeyler	ting	şey	ting	N;NOM;PL;3	N;INDF;MASC+FEM;PL
şeyler	tingene	şey	ting	N;NOM;PL;3	N;DEF;MASC+FEM;PL
şeyler	ting	şey	ting	N;NOM;PL;3	N;INDF;MASC+FEM;PL
otomobil	automobiler	otomobil	automobil	N;NOM;SG;3	N;INDF;MASC+FEM;SG
otomobil	bil	otomobil	bil	N;NOM;SG;3	N;INDF;MASC+FEM;SG
otomobil	automobil	otomobil	automobil	N;NOM;SG;3	N;INDF;NEUT;SG
otomobil	bilen	otomobil	bil	N;NOM;SG;3	N;DEF;MASC+FEM;SG
otomobil	bil	otomobil	bil	N;NOM;SG;3	N;INDF;MASC+FEM;SG
otomobil	auto	otomobil	auto	N;NOM;SG;3	N;INDF;MASC+FEM;SG
otomobil	automobiler	otomobil	automobil	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kutusu	æske	kutu	æske	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kutusu	rubrik	kutu	rubrik	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kutusu	kasse	kutu	kasse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kutusu	boks	kutu	boks	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sahipliği	ejerskabet	sahiplik	ejerskab	N;NOM;SG;3	N;DEF;NEUT;SG
sahipliği	ejerskab	sahiplik	ejerskab	N;NOM;SG;3	N;INDF;NEUT;SG
sahipliği	ejerforhold	sahiplik	ejerforhold	N;NOM;SG;3	N;INDF;NEUT;SG
sahipliği	ejendomsret	sahiplik	ejendomsr	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sayfada	side	sayfa	side	N;ESS;SG;3	N;INDF;MASC+FEM;SG
istiyorum	ønsker	iste	ønske	V;PROG;IND;SG;1;POS;INFM;PRS	V;IND;PRS;FIN;ACT
istiyorum	vil	iste	ville	V;PROG;IND;SG;1;POS;INFM;PRS	V;IND;PRS;FIN;ACT
kullanıldı	anvendt	kullan	anvende	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
kullanıldı	brugt	kullan	bruge	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
kullanıldı	udnyttet	kullan	udnytte	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
kullanıldı	indløst	kullan	indløse	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
kullanıldı	indfriet	kullan	indfri	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
ilişkileri	relationer	ilişki	relation	N;ACC;PL;3	N;INDF;MASC+FEM;PL
ilişkileri	relationer	ilişki	relation	N;ACC;PL;3	N;INDF;MASC+FEM;PL
ilişkileri	forbindelserne	ilişki	forbindelse	N;ACC;PL;3	N;DEF;MASC+FEM;PL
ilişkileri	forbindelser	ilişki	forbindelse	N;ACC;PL;3	N;INDF;MASC+FEM;PL
çekti	trukket	çek	trække	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
çekti	hev	çek	hev	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
çekti	hevet	çek	hive	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
çekti	trak	çek	trække	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
sekreteri	sekretær	sekreter	sekretær	N;ACC;SG;3	N;INDF;MASC+FEM;SG
düştü	faldt	düş	falde	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
düştü	faldet	düş	falde	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
düştü	væltede	düş	vælte	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;ACT
düştü	faldet	düş	falde	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
desteği	understøttelse	destek	understøttelse	N;NOM;SG;3	N;INDF;MASC+FEM;SG
desteği	support	destek	support	N;NOM;SG;3	N;INDF;MASC+FEM;SG
desteği	støt	destek	støt	N;NOM;SG;3	N;INDF;NEUT;SG
desteği	støtte	destek	støtte	N;NOM;SG;3	N;INDF;MASC+FEM;SG
yüksekliği	højden	yükseklik	højde	N;ACC;SG;3	N;DEF;MASC+FEM;SG
yüksekliği	højde	yükseklik	højde	N;ACC;SG;3	N;INDF;MASC+FEM;SG
ilişki	parforhold	ilişki	parforhold	N;NOM;SG;3	N;INDF;NEUT;SG
ilişki	forhold	ilişki	forhold	N;NOM;SG;3	N;INDF;NEUT;SG
ilişki	relation	ilişki	relation	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ilişki	forholdet	ilişki	forhold	N;NOM;SG;3	N;DEF;NEUT;SG
ilişki	forhold	ilişki	forhold	N;NOM;SG;3	N;INDF;NEUT;SG
ilişki	samleje	ilişki	samleje	N;NOM;SG;3	N;INDF;NEUT;SG
ilişki	relation	ilişki	relation	N;NOM;SG;3	N;INDF;MASC+FEM;SG
imzaladı	undertegnet	imzala	undertegne	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
imzaladı	undertegnede	imzala	undertegne	V;PFV;IND;SG;3;POS;PST	V;DEF;SG;PST;V.PTCP
imzaladı	underskrevet	imzala	underskrive	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
imzaladı	signeret	imzala	signere	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
isimleri	navne	isim	navn	N;ACC;PL;3	N;INDF;NEUT;PL
isimleri	betegnelser	isim	betegnelse	N;ACC;PL;3	N;INDF;MASC+FEM;PL
cumhurbaşkanlığı	formandskabet	cumhurbaşkanlığı	formandskab	N;NOM;SG;3	N;DEF;NEUT;SG
cumhurbaşkanlığı	formandskab	cumhurbaşkanlığı	formandskab	N;NOM;SG;3	N;INDF;NEUT;SG
kitapları	bøger	kitap	bog	N;ACC;PL;3	N;INDF;MASC+FEM;PL
çıkardı	udvundet	çıkar	udvinde	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
çıkardı	ekstraheret	çıkar	ekstrahere	V;PFV;IND;SG;3;POS;PST	V;INDF;SG;PST;V.PTCP
birini	nogen	biri	nogen	PRO;ACC;SG;3	PRO;MASC+FEM;SG
öldürüldü	myrdet	öl	myrde	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
öldürüldü	dræbt	öl	dræbe	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
öldürüldü	myrdet	öl	myrde	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
demek	betyder	de	betyde	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;ACT
köprüsü	bro	köprü	bro	N;NOM;SG;3	N;INDF;MASC+FEM;SG
köprüsü	bridge	köprü	bridge	N;NOM;SG;3	N;INDF;MASC+FEM;SG
köprüsü	broen	köprü	bro	N;NOM;SG;3	N;DEF;MASC+FEM;SG
başkanlık	formandskabet	başkanlık	formandskab	N;NOM;SG;3	N;DEF;NEUT;SG
başkanlık	formandskab	başkanlık	formandskab	N;NOM;SG;3	N;INDF;NEUT;SG
seçilmiş	valgt	seç	vælge	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
seçilmiş	udvalgt	seç	udvælge	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
seçilmiş	valgt	seç	vælge	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
seçilmiş	valgt	seç	vælge	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
seçilmiş	udvalgt	seç	udvælge	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
seçilmiş	markeret	seç	markere	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
finali	finale	finali	finale	N;NOM;SG;3	N;INDF;MASC+FEM;SG
kütüphanesi	bibliotek	kütüphane	bibliotek	N;NOM;SG;3	N;INDF;NEUT;SG
kütüphanesi	biblioteket	kütüphane	bibliotek	N;NOM;SG;3	N;DEF;NEUT;SG
barajı	dæmningen	barajı	dæmning	N;NOM;SG;3	N;DEF;MASC+FEM;SG
barajı	dæmning	barajı	dæmning	N;NOM;SG;3	N;INDF;MASC+FEM;SG
barajı	dige	barajı	dige	N;NOM;SG;3	N;INDF;NEUT;SG
air	luften	air	luft	N;NOM;SG;3	N;DEF;MASC+FEM;SG
air	luft	air	luft	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sözleri	tekster	söz	tekster	N;NOM;PL;3	N;INDF;MASC+FEM;PL
kapağı	låget	kapak	låg	N;NOM;SG;3	N;DEF;NEUT;SG
kapağı	låg	kapak	låg	N;NOM;SG;3	N;INDF;NEUT;SG
şehristanı	county	şehristan	county	N;NOM;SG;3	N;INDF;MASC+FEM;SG
şehristanı	amtet	şehristan	amt	N;NOM;SG;3	N;DEF;NEUT;SG
şehristanı	amt	şehristan	amt	N;NOM;SG;3	N;INDF;NEUT;SG
şehristanı	amtskommune	şehristan	amtskommun	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sanatsal	kunstneriske	sanatsal	kunstnerisk	ADJ	ADJ;PL
sesi	lyd	ses	lyd	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sesi	lyden	ses	lyd	N;NOM;SG;3	N;DEF;MASC+FEM;SG
sesi	rumfang	ses	rumfang	N;NOM;SG;3	N;INDF;NEUT;SG
sesi	volumen	ses	volumen	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sesi	bind	ses	bind	N;NOM;SG;3	N;INDF;NEUT;SG
sesi	lydstyrke	ses	lydstyrke	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sesi	mængde	ses	mængde	N;NOM;SG;3	N;INDF;MASC+FEM;SG
sesi	stemme	ses	stemme	N;NOM;SG;3	N;INDF;MASC+FEM;SG
gösterilmiştir	vist	göster	vise	V;PFV;NFH;SG;3;POS;PST;PASS	V;INDF;SG;PST;V.PTCP
yerler	pladser	yer	plads	N;NOM;PL;3	N;INDF;MASC+FEM;PL
yerler	steder	yer	sted	N;NOM;PL;3	N;INDF;NEUT;PL
yerler	placeringer	yer	placering	N;NOM;PL;3	N;INDF;MASC+FEM;PL
yerler	steder	yer	sted	N;NOM;PL;3	N;INDF;NEUT;PL
yerler	lokaliteter	yer	lokalitet	N;NOM;PL;3	N;INDF;MASC+FEM;PL
yerler	etager	yer	etage	N;NOM;PL;3	N;INDF;MASC+FEM;PL
yerler	gulve	yer	gulve	N;NOM;PL;3	N;INDF;MASC+FEM;PL
yerler	gulvene	yer	gulv	N;NOM;PL;3	N;DEF;NEUT;PL
yerler	destinationer	yer	destination	N;NOM;PL;3	N;INDF;MASC+FEM;PL
yerler	rejsemål	yer	rejsemål	N;NOM;PL;3	N;INDF;MASC+FEM;PL
sürümü	version	sürü	version	N;ACC;SG;3	N;INDF;MASC+FEM;SG
sürümü	versionen	sürü	version	N;ACC;SG;3	N;DEF;MASC+FEM;SG
sürümü	udgave	sürü	udgave	N;ACC;SG;3	N;INDF;MASC+FEM;SG
komisyonu	kommissionen	komisyon	kommission	N;ACC;SG;3	N;DEF;MASC+FEM;SG
teklif	bud	teklif	bud	N;NOM;SG;3	N;INDF;NEUT;SG
teklif	forslaget	teklif	forslag	N;NOM;SG;3	N;DEF;NEUT;SG
teklif	budrunde	teklif	budrunde	N;NOM;SG;3	N;INDF;MASC+FEM;SG
teklif	tilbuddet	teklif	tilbud	N;NOM;SG;3	N;DEF;NEUT;SG
ayak	fod	ayak	fod	N;NOM;SG;3	N;INDF;MASC+FEM;SG
ayak	fods	ayak	fod	N;NOM;SG;3	N;INDF
ayak	foden	ayak	foden	N;NOM;SG;3	N;DEF;MASC+FEM;SG
ayak	fod	ayak	fod	N;NOM;SG;3	N;INDF;MASC+FEM;SG
