for	pour	for	pour	ADP	ADP
mad	nourriture	mad	nourriture	N;INDF;MASC+FEM;SG	N;FEM;SG
mad	alimentation	mad	alimentation	N;INDF;MASC+FEM;SG	N;FEM;SG
medier	médias	medie	média	N;INDF;NEUT;PL	N;MASC;PL
industri	industrie	industri	industrie	N;INDF;MASC+FEM;SG	N;FEM;SG
lav	faites	lav	faire	V;IMP	V;FEM;PL;PST;V.PTCP
lav	faire	lav	faire	V;IMP	V;NFIN
kysten	rive	kyste	rive	N;DEF;MASC+FEM;SG	N;FEM;SG
kysten	rivage	kyste	rivage	N;DEF;MASC+FEM;SG	N;MASC;SG
skoler	ecoles	skole	ecole	N;INDF;MASC+FEM;PL	N;FEM;PL
skoler	écoles	skole	école	N;INDF;MASC+FEM;PL	N;FEM;PL
flytte	bouger	flytte	bouger	V;NFIN;ACT	V;NFIN
flytte	déménager	flytte	déménager	V;NFIN;ACT	V;NFIN
deltager	participant	deltage	participer	V;IND;PRS;FIN;ACT	V;PRS;V.PTCP
deltager	participe	deltage	participer	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
deltager	participer	deltage	participer	V;IND;PRS;FIN;ACT	V;NFIN
deltager	participant	deltage	participer	V;IND;PRS;FIN;ACT	V;PRS;V.PTCP
deltager	participer	deltage	participer	V;IND;PRS;FIN;ACT	V;NFIN
deltager	participant	deltage	participer	V;IND;PRS;FIN;ACT	V;PRS;V.PTCP
frit	librement	frit	librement	ADV	ADV
frit	gratuitement	frit	gratuitement	ADV	ADV
sæsoner	saisons	sæson	saison	N;INDF;MASC+FEM;PL	N;FEM;PL
overflade	surface	overflad	surface	N;INDF;MASC+FEM;SG	N;FEM;SG
repræsenteret	représenté	repræsentere	représenter	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
repræsenteret	représentée	repræsentere	représenter	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
designet	conçu	designe	concevoir	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
designet	conçue	designe	concevoir	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
tabt	perdu	tabe	perdre	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
tabt	perdue	tabe	perdre	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
faste	fixes	fast	fixe	ADJ;PL	ADJ;MASC;PL
sygdom	maladie	sygdom	maladie	N;INDF;MASC+FEM;SG	N;FEM;SG
sygdom	maladie	sygdom	maladie	N;INDF;MASC+FEM;SG	N;FEM;SG
sygdom	maladie	sygdom	maladie	N;INDF;MASC+FEM;SG	N;FEM;SG
brigade	brigade	brigade	brigade	N;INDF;MASC+FEM;SG	N;FEM;SG
procent	pourcentages	procent	pourcentage	N;INDF;MASC+FEM;PL	N;MASC;PL
base	base	base	base	N;INDF;MASC+FEM;SG	N;FEM;SG
læse	lisez	læse	lire	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
læse	lire	læse	lire	V;NFIN;ACT	V;NFIN
læse	lis	læse	lire	V;NFIN;ACT	V;IND;SG;1;PRS;FIN
læse	reading	læse	reading	V;NFIN;ACT	V
læse	lire	læse	lire	V;NFIN;ACT	V;NFIN
lag	couche	lag	couche	N;INDF;NEUT;SG	N;FEM;SG
lag	calque	lag	calque	N;INDF;NEUT;SG	N;MASC;SG
lag	décalage	lag	décalage	N;INDF;NEUT;SG	N;MASC;SG
fjerne	supprimer	fjerne	supprimer	V;NFIN;ACT	V;NFIN
fjerne	enlever	fjerne	enlever	V;NFIN;ACT	V;NFIN
fjerne	retirer	fjerne	retirer	V;NFIN;ACT	V;NFIN
fjerne	enlèvent	fjerne	enlever	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
fjerne	supprimez	fjerne	supprimer	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
klassisk	classique	klassisk	classique	ADJ;INDF;SG	ADJ;MASC;SG
klassisk	classique	klassisk	classique	ADJ;INDF;SG	ADJ;MASC;SG
gennemført	complété	gennemføre	compléter	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
gennemført	terminée	gennemføre	terminer	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
gennemført	achevé	gennemføre	achever	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
gennemført	terminé	gennemføre	terminer	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
ligaen	league	liga	league	N;DEF;MASC+FEM;SG	N;MASC;SG
ligaen	ligue	liga	ligue	N;DEF;MASC+FEM;SG	N;FEM;SG
serier	séries	serie	série	N;INDF;MASC+FEM;PL	N;FEM;PL
pave	pape	pave	pape	N;INDF;MASC+FEM;SG	N;MASC;SG
afstand	distance	afstand	distance	N;INDF;MASC+FEM;SG	N;FEM;SG
afstand	éloignement	afstand	éloignement	N;INDF;MASC+FEM;SG	N;MASC;SG
afstand	gamme	afstand	gamme	N;INDF;MASC+FEM;SG	N;FEM;SG
instrument	instrument	instrument	instrument	N;INDF;NEUT;SG	N;MASC;SG
fort	forteresse	fort	forteresse	N;INDF;MASC+FEM;SG	N;FEM;SG
ægtefælle	conjoint	ægtefælle	conjoint	N;INDF;MASC+FEM;SG	N;MASC;SG
ægtefælle	époux	ægtefælle	époux	N;INDF;MASC+FEM;SG	N;MASC;SG
ægtefælle	epouse	ægtefælle	epouse	N;INDF;MASC+FEM;SG	N;FEM;SG
ægtefælle	épouse	ægtefælle	épouse	N;INDF;MASC+FEM;SG	N;FEM;SG
tilsyneladende	apparemment	tilsyneladende	apparemment	ADV	ADV
tilsyneladende	apparement	tilsyneladende	apparement	ADV	ADV
windows	windows	windows	window	N;INDF;MASC+FEM;SG	N;MASC;SG
udgivelse	édition	udgivelse	édition	N;INDF;MASC+FEM;SG	N;FEM;SG
udgivelse	publication	udgivelse	publication	N;INDF;MASC+FEM;SG	N;FEM;SG
udgivelse	publication	udgivelse	publication	N;INDF;MASC+FEM;SG	N;FEM;SG
organisationen	organisation	organisation	organisation	N;DEF;MASC+FEM;SG	N;FEM;SG
organisationen	organisation	organisation	organisation	N;DEF;MASC+FEM;SG	N;FEM;SG
bil	voiture	bil	voiture	N;INDF;MASC+FEM;SG	N;FEM;SG
forholdet	relation	forhold	relation	N;DEF;NEUT;SG	N;FEM;SG
rettigheder	droits	rettighed	droit	N;INDF;MASC+FEM;PL	N;MASC;PL
ordre	ordre	ordre	ordre	N;INDF;MASC+FEM;SG	N;MASC;SG
ordre	commande	ordre	commande	N;INDF;MASC+FEM;SG	N;FEM;SG
opmærksomhed	attention	opmærksomhed	attention	N;INDF;MASC+FEM;SG	N;FEM;SG
republikken	république	republik	république	N;DEF;MASC+FEM;SG	N;FEM;SG
transport	calèche	transport	calèche	N;INDF;MASC+FEM;SG	N;FEM;SG
transport	attelage	transport	attelage	N;INDF;MASC+FEM;SG	N;MASC;SG
transport	transport	transport	transport	N;INDF;MASC+FEM;SG	N;MASC;SG
transport	transport	transport	transport	N;INDF;MASC+FEM;SG	N;MASC;SG
gade	rue	gade	rue	N;INDF;MASC+FEM;SG	N;FEM;SG
vælge	choisissez	vælge	choisir	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
vælge	choisir	vælge	choisir	V;NFIN;ACT	V;NFIN
vælge	choisis	vælge	choisir	V;NFIN;ACT	V;MASC;PL;PST;V.PTCP
vælge	choisir	vælge	choisir	V;NFIN;ACT	V;NFIN
vælge	choisissez	vælge	choisir	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
vælge	choisir	vælge	choisir	V;NFIN;ACT	V;NFIN
vælge	sélectionnez	vælge	sélectionner	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
vælge	sélectionner	vælge	sélectionner	V;NFIN;ACT	V;NFIN
køre	conduire	køre	conduire	V;NFIN;ACT	V;NFIN
køre	conduire	køre	conduire	V;NFIN;ACT	V;NFIN
køre	conduite	køre	conduire	V;NFIN;ACT	V;FEM;SG;PST;V.PTCP
musikken	musique	musik	musique	N;DEF;MASC+FEM;SG	N;FEM;SG
væsentlig	substantielle	væsentlig	substantiel	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
væsentlig	substantiel	væsentlig	substantiel	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
væsentlig	essentiel	væsentlig	essentiel	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
væsentlig	indispensable	væsentlig	indispensable	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
væsentlig	essentielle	væsentlig	essentiel	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
væsentlig	significative	væsentlig	significatif	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
væsentlig	significatif	væsentlig	significatif	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
gaden	rue	gade	rue	N;DEF;MASC+FEM;SG	N;FEM;SG
gymnasium	gymnase	gymnasium	gymnase	N;INDF;NEUT;SG	N;MASC;SG
forskel	différence	forskel	différence	N;INDF;MASC+FEM;SG	N;FEM;SG
koncert	concerto	koncert	concerto	N;INDF;MASC+FEM;SG	N;MASC;SG
koncert	concert	koncert	concert	N;INDF;MASC+FEM;SG	N;MASC;SG
planlagt	prévu	planlægge	prévoir	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
planlagt	planifiée	planlægge	planifier	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
planlagt	programmée	planlægge	programmer	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
planlagt	planifié	planlægge	planifier	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
planlagt	programmé	planlægge	programmer	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
planlagt	prévu	planlægge	prévoir	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
planlagt	planifié	planlægge	planifier	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
planlagt	planifiée	planlægge	planifier	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
planlagt	prévue	planlægge	prévoir	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
parlamentet	parlement	parlament	parlement	N;DEF;NEUT;SG	N;MASC;SG
svar	réponse	svar	réponse	N;INDF;NEUT;SG	N;FEM;SG
svar	reponse	svar	reponser	N;INDF;NEUT;SG	N;FEM;SG
svar	réponse	svar	réponse	N;INDF;NEUT;SG	N;FEM;SG
svar	réplique	svar	réplique	N;INDF;NEUT;SG	N;FEM;SG
svar	reponse	svar	reponser	N;INDF;NEUT;SG	N;FEM;SG
svar	réponse	svar	réponse	N;INDF;NEUT;SG	N;FEM;SG
svar	réaction	svar	réaction	N;INDF;NEUT;SG	N;FEM;SG
naturlige	naturelles	naturlig	naturel	ADJ;PL	ADJ;FEM;PL
naturlige	naturels	naturlig	naturel	ADJ;PL	ADJ;MASC;PL
ejet	possédée	eje	posséder	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
ejet	possédé	eje	possédé	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
eksisterende	existant	eksistere	exister	V;PRS;V.PTCP	V;PRS;V.PTCP
publikum	audience	publikum	audience	N;INDF;NEUT;SG	N;FEM;SG
publikum	auditoire	publikum	auditoire	N;INDF;NEUT;SG	N;MASC;SG
publikum	foule	publikum	foule	N;INDF;NEUT;SG	N;FEM;SG
hav	mer	hav	mer	N;INDF;NEUT;SG	N;FEM;SG
hav	océan	hav	océan	N;INDF;NEUT;SG	N;MASC;SG
effekt	efficacité	effekt	efficacité	N;INDF;MASC+FEM;SG	N;FEM;SG
effekt	effectivité	effekt	effectivité	N;INDF;MASC+FEM;SG	N;FEM;SG
effekt	effet	effekt	effet	N;INDF;MASC+FEM;SG	N;MASC;SG
effekt	puissance	effekt	puissance	N;INDF;MASC+FEM;SG	N;FEM;SG
kanalen	canal	kanal	canal	N;DEF;MASC+FEM;SG	N;MASC;SG
kanalen	canal	kanal	canal	N;DEF;MASC+FEM;SG	N;MASC;SG
kanalen	chaîne	kanal	chaîne	N;DEF;MASC+FEM;SG	N;FEM;SG
kanalen	chenal	kanal	chenal	N;DEF;MASC+FEM;SG	N;MASC;SG
kanalen	channel	kanal	channel	N;DEF;MASC+FEM;SG	N;MASC;SG
repræsenterede	représentées	repræsentere	représenter	V;PL;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
repræsenterede	représentés	repræsentere	représenter	V;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
kæmpe	énormes	kæmpe	énorme	ADJ	ADJ;MASC;PL
kæmpe	immense	kæmpe	immense	ADJ	ADJ;MASC;SG
kæmpe	énorme	kæmpe	énorme	ADJ	ADJ;MASC;SG
kæmpe	enorme	kæmpe	enorme	ADJ	ADJ;MASC;SG
kæmpe	géante	kæmpe	géant	ADJ	ADJ;FEM;SG
lejlighed	plat	lejlighed	plat	N;INDF;MASC+FEM;SG	N;MASC;SG
lejlighed	appartement	lejlighed	appartement	N;INDF;MASC+FEM;SG	N;MASC;SG
nødvendigt	nécessaire	nødvendig	nécessaire	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
bragte	apporté	bringe	apporter	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
bragte	amené	bringe	amener	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
bragte	amenés	bringe	amener	V;IND;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
julius	jules	julius	jule	N;INDF;MASC+FEM;SG	N;MASC;SG
avisen	journal	avis	journal	N;DEF;MASC+FEM;SG	N;MASC;SG
jernbane	rail	jernbane	rail	N;INDF;MASC+FEM;SG	N;MASC;SG
retten	tribunal	ret	tribunal	N;DEF;MASC+FEM;SG	N;MASC;SG
retten	cour	ret	cour	N;DEF;MASC+FEM;SG	N;FEM;SG
originale	originaux	original	original	ADJ;PL	ADJ;MASC;PL
originale	originaux	original	original	ADJ;PL	ADJ;MASC;PL
stoffer	drogues	stof	drogue	N;INDF;NEUT;PL	N;FEM;PL
stoffer	substances	stof	substance	N;INDF;NEUT;PL	N;FEM;PL
tvunget	forcé	tvinge	forcer	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
tvunget	obligé	tvinge	obliger	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
tvunget	contraint	tvinge	contraindre	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
tvunget	forcée	tvinge	forcé	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
tvunget	forcé	tvinge	forcer	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
tvunget	contraint	tvinge	contraindre	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
grundlagde	fondé	grundlægge	fonder	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
grundlagde	fondée	grundlægge	fonder	V;IND;PST;FIN;ACT	V;FEM;SG;PST;V.PTCP
blomster	fleurs	blomst	fleur	N;INDF;NEUT;PL	N;FEM;PL
digter	poète	digte	poète	N;INDF;MASC+FEM;SG	N;MASC;SG
elektrisk	électrique	elektrisk	électrique	ADJ;INDF;SG	ADJ;MASC;SG
elektrisk	electrique	elektrisk	electrique	ADJ;INDF;SG	ADJ;MASC;SG
elektrisk	électrique	elektrisk	électrique	ADJ;INDF;SG	ADJ;MASC;SG
elektrisk	electrique	elektrisk	electrique	ADJ;INDF;SG	ADJ;MASC;SG
bronze	bronze	bronze	bronze	N;INDF;MASC+FEM;SG	N;MASC;SG
polske	polonaises	polsk	polonais	ADJ;PL	ADJ;FEM;PL
christopher	christopher	christopher	christopher	N;INDF;MASC+FEM;SG	N;MASC;SG
christopher	christophe	christopher	christophe	N;INDF;MASC+FEM;SG	N;MASC;SG
kategorier	catégories	kategori	catégorie	N;INDF;MASC+FEM;PL	N;FEM;PL
anerkendt	reconnu	anerkende	reconnaître	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
anerkendt	reconnue	anerkende	reconnaître	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
anerkendt	reconnu	anerkende	reconnaître	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
anerkendt	reconnue	anerkende	reconnaître	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
anerkendt	reconnu	anerkende	reconnaître	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
anerkendt	reconnue	anerkende	reconnaître	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
bladet	revue	blad	revue	N;DEF;NEUT;SG	N;FEM;SG
bladet	magazine	blad	magazine	N;DEF;NEUT;SG	N;MASC;SG
bladet	magasine	blad	magasine	N;DEF;NEUT;SG	N;MASC;SG
fjord	fjord	fjord	fjord	N;INDF;MASC+FEM;SG	N;MASC;SG
påvirket	influencé	påvirke	influencer	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
påvirket	influencée	påvirke	influencer	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
påvirket	affectée	påvirke	affecter	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
påvirket	touchée	påvirke	toucher	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
påvirket	affecté	påvirke	affecter	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
påvirket	touché	påvirke	toucher	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
tradition	tradition	tradition	tradition	N;INDF;MASC+FEM;SG	N;FEM;SG
opnået	obtenue	opnå	obtenir	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
opnået	obtenu	opnå	obtenir	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
opnået	atteint	opnå	atteindre	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
ring	appeler	ring	appeler	V;IMP	V;NFIN
ring	appelez	ring	appeler	V;IMP	V;IMP;PL;2;PRS;FIN
roger	roger	roge	roger	N;INDF;MASC+FEM;SG	N;MASC;SG
modeller	maquettes	model	maquette	N;INDF;MASC+FEM;PL	N;FEM;PL
modeller	modèles	model	modèle	N;INDF;MASC+FEM;PL	N;MASC;PL
virkede	sembla	virke	sembla	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
virkede	semblé	virke	sembler	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
stjerner	etoiles	stjerne	etoile	N;INDF;MASC+FEM;PL	N;FEM;PL
stjerner	vedettes	stjerne	vedette	N;INDF;MASC+FEM;PL	N;FEM;PL
stjerner	étoiles	stjerne	étoile	N;INDF;MASC+FEM;PL	N;FEM;PL
dør	crève	dø	crever	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
dør	mourir	dø	mourir	V;IND;PRS;FIN;ACT	V;NFIN
dør	mourir	dø	mourir	V;IND;PRS;FIN;ACT	V;NFIN
dør	mourant	dø	mourant	V;IND;PRS;FIN;ACT	V;PRS;V.PTCP
dør	meurt	dø	mourir	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
dør	décède	dø	décéder	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
dør	meurent	dø	mourir	V;IND;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
dømt	condamnée	dømme	condamner	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
dømt	condamné	dømme	condamner	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
dømt	condamnée	dømme	condamner	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
dømt	condamné	dømme	condamner	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
dømt	condamnée	dømme	condamner	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
dømt	condamné	dømme	condamner	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
dømt	jugée	dømme	juger	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
dømt	jugé	dømme	juger	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
kørte	couru	køre	courir	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
foretaget	fait	foretage	faire	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
foretaget	faite	foretage	faire	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
foretaget	fabriqué	foretage	fabriquer	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
forfatteren	auteure	forfatter	auteure	N;DEF;MASC+FEM;SG	N;FEM;SG
forfatteren	auteur	forfatter	auteur	N;DEF;MASC+FEM;SG	N;MASC;SG
opdaget	découvert	opdage	découvrir	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
opdaget	repéré	opdage	repérer	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
opdaget	repérée	opdage	repérer	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
opdaget	détectée	opdage	détecter	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
opdaget	détecté	opdage	détecter	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
brand	feu	brand	feu	N;INDF;MASC+FEM;SG	N;MASC;SG
brand	incendie	brand	incendie	N;INDF;MASC+FEM;SG	N;MASC;SG
brand	marque	brand	marque	N;INDF;MASC+FEM;SG	N;FEM;SG
deltagere	concurrents	deltager	concurrent	N;INDF;MASC+FEM;PL	N;MASC;PL
deltagere	participants	deltager	participant	N;INDF;MASC+FEM;PL	N;MASC;PL
deltagere	participants	deltager	participant	N;INDF;MASC+FEM;PL	N;MASC;PL
interview	entrevue	interview	entrevue	N;INDF;NEUT;SG	N;FEM;SG
interview	entretien	interview	entretien	N;INDF;NEUT;SG	N;MASC;SG
interview	interview	interview	interview	N;INDF;NEUT;SG	N;FEM;SG
preussen	prusse	preuss	prusse	N;INDF;MASC+FEM;SG	N;FEM;SG
begivenheder	évènements	begivenhed	évènement	N;INDF;MASC+FEM;PL	N;MASC;PL
begivenheder	evénements	begivenhed	evénement	N;INDF;MASC+FEM;PL	N;MASC;PL
begivenheder	evenements	begivenhed	evenement	N;INDF;MASC+FEM;PL	N;MASC;PL
begivenheder	événements	begivenhed	événement	N;INDF;MASC+FEM;PL	N;MASC;PL
mængder	quantités	mængde	quantité	N;INDF;MASC+FEM;PL	N;FEM;PL
mængder	volumes	mængde	volume	N;INDF;MASC+FEM;PL	N;MASC;PL
bjørn	ours	bjørn	ours	N;INDF;MASC+FEM;SG	N;MASC;SG
front	front	front	front	N;INDF;MASC+FEM;SG	N;MASC;SG
undervisning	enseignement	undervisning	enseignement	N;INDF;MASC+FEM;SG	N;MASC;SG
undervisning	enseignement	undervisning	enseignement	N;INDF;MASC+FEM;SG	N;MASC;SG
undervisning	éducation	undervisning	éducation	N;INDF;MASC+FEM;SG	N;FEM;SG
dato	date	dato	date	N;INDF;MASC+FEM;SG	N;FEM;SG
mission	mission	mission	mission	N;INDF;MASC+FEM;SG	N;FEM;SG
kæmpede	lutté	kæmpe	lutté	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
kæmpede	combattu	kæmpe	combattre	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
skade	préjudice	skade	préjudice	N;INDF;MASC+FEM;SG	N;MASC;SG
skade	blessure	skade	blessure	N;INDF;MASC+FEM;SG	N;FEM;SG
skade	lésion	skade	lésion	N;INDF;MASC+FEM;SG	N;FEM;SG
hundrede	centaine	hundrede	centaine	N;INDF;NEUT;SG	N;FEM;SG
numre	numéros	nummer	numéro	N;INDF;NEUT;PL	N;MASC;PL
numre	chiffres	nummer	chiffre	N;INDF;NEUT;PL	N;MASC;PL
numre	nombres	nummer	nombre	N;INDF;NEUT;PL	N;MASC;PL
bord	table	bord	table	N;INDF;NEUT;SG	N;FEM;SG
bord	tableau	bord	tableau	N;INDF;NEUT;SG	N;MASC;SG
bord	planche	bord	planche	N;INDF;NEUT;SG	N;FEM;SG
bygger	bâtit	bygge	bâtir	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
konkurrence	compétition	konkurrence	compétition	N;INDF;MASC+FEM;SG	N;FEM;SG
konkurrence	concurrence	konkurrence	concurrence	N;INDF;MASC+FEM;SG	N;FEM;SG
konkurrence	concours	konkurrence	concours	N;INDF;MASC+FEM;SG	N;MASC;SG
konkurrence	concours	konkurrence	concours	N;INDF;MASC+FEM;SG	N;MASC;SG
udsat	exposé	udsætte	exposer	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
udsat	reportée	udsætte	reporter	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
udsat	reporté	udsætte	reporter	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
udsat	différé	udsætte	différer	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
udsat	reportée	udsætte	reporter	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
udsat	reporté	udsætte	reporter	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
udsat	différé	udsætte	différer	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
muligheder	possibilités	mulighed	possibilité	N;INDF;MASC+FEM;PL	N;FEM;PL
muligheder	possibilités	mulighed	possibilité	N;INDF;MASC+FEM;PL	N;FEM;PL
muligheder	occasions	mulighed	occasion	N;INDF;MASC+FEM;PL	N;FEM;PL
muligheder	opportunités	mulighed	opportunité	N;INDF;MASC+FEM;PL	N;FEM;PL
muligheder	options	mulighed	option	N;INDF;MASC+FEM;PL	N;FEM;PL
association	association	association	association	N;INDF;MASC+FEM;SG	N;FEM;SG
tilladelse	autorisation	tilladelse	autorisation	N;INDF;MASC+FEM;SG	N;FEM;SG
tilladelse	autorisation	tilladelse	autorisation	N;INDF;MASC+FEM;SG	N;FEM;SG
tilladelse	autorisation	tilladelse	autorisation	N;INDF;MASC+FEM;SG	N;FEM;SG
tilladelse	permission	tilladelse	permission	N;INDF;MASC+FEM;SG	N;FEM;SG
forfattere	scénaristes	forfatter	scénariste	N;INDF;MASC+FEM;PL	N;MASC;PL
forfattere	auteurs	forfatter	auteur	N;INDF;MASC+FEM;PL	N;MASC;PL
forfattere	écrivains	forfatter	écrivain	N;INDF;MASC+FEM;PL	N;MASC;PL
forfattere	auteurs	forfatter	auteur	N;INDF;MASC+FEM;PL	N;MASC;PL
ungdom	jeunesse	ungdom	jeunesse	N;INDF;MASC+FEM;SG	N;FEM;SG
vinteren	hiver	vinter	hiver	N;DEF;MASC+FEM;SG	N;MASC;SG
sikkerhed	securité	sikkerhed	securité	N;INDF;MASC+FEM;SG	N;FEM;SG
sikkerhed	sûreté	sikkerhed	sûreté	N;INDF;MASC+FEM;SG	N;FEM;SG
sikkerhed	sécurité	sikkerhed	sécurité	N;INDF;MASC+FEM;SG	N;FEM;SG
sikkerhed	sûreté	sikkerhed	sûreté	N;INDF;MASC+FEM;SG	N;FEM;SG
sikkerhed	sécurité	sikkerhed	sécurité	N;INDF;MASC+FEM;SG	N;FEM;SG
sikkerhed	securite	sikkerhed	securite	N;INDF;MASC+FEM;SG	N;FEM;SG
