wat	que	wat	que	PRO	PRO;MASC;SG
insluit	incluir	insluit	incluir	V;PRS	V;NFIN
betaal	pagar	betaal	pagar	V;PRS	V;NFIN
betaal	paga	betaal	pagar	V;PRS	V;FEM;SG;V.PTCP
betaal	pague	betaal	pagar	V;PRS	V;SBJV;SG;3;PRS;FIN
betaal	pagas	betaal	pagar	V;PRS	V;FEM;PL;V.PTCP
betaal	pagos	betaal	pagar	V;PRS	V;MASC;PL;V.PTCP
betaal	pago	betaal	pagar	V;PRS	V;MASC;SG;V.PTCP
betaal	paga	betaal	pagar	V;PRS	V;FEM;SG;V.PTCP
simbool	símbolo	simbool	símbolo	N;SG	N;MASC;SG
simbool	simbolo	simbool	simbolo	N;SG	N;MASC;SG
simbool	estatueta	simbool	estatueta	N;SG	N;FEM;SG
bewys	prova	bewys	prova	N;SG	N;FEM;SG
geskenk	doou	geskenk	doar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
geskenk	doados	geskenk	doar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
geskenk	doado	geskenk	doar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
feit	fato	feit	fato	N;SG	N;MASC;SG
feit	facto	feit	facto	N;SG	N;MASC;SG
datum	data	datum	data	N;SG	N;FEM;SG
vertel	conte	vertel	conte	V;PRS	V;SBJV;SG;3;PRS;FIN
vertel	diz	vertel	dizer	V;PRS	V;IND;SG;3;PRS;FIN
vertel	diga	vertel	dizer	V;PRS	V;SBJV;SG;3;PRS;FIN
maand	mês	maand	mês	N;SG	N;MASC;SG
beweer	afirmar	beweer	afirmar	V;PRS	V;NFIN
oog	eye	oog	eye	N;SG	N;MASC;SG
oog	olho	oog	olho	N;SG	N;MASC;SG
verspreiding	repartição	verspreiding	repartição	N;SG	N;FEM;SG
verspreiding	distribuição	verspreiding	distribuição	N;SG	N;FEM;SG
kolonie	colônia	kolonie	colônia	N;SG	N;FEM;SG
kolonie	colónia	kolonie	colónia	N;SG	N;FEM;SG
ingevoer	entraram	invoer	entrar	V;PST;V.PTCP	V;IND;PL;3;FIN
ingevoer	entrou	invoer	entrar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
ingevoer	importou	invoer	importar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
ingevoer	importados	invoer	importar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
ingevoer	importadas	invoer	importar	V;PST;V.PTCP	V;FEM;PL;V.PTCP
ingevoer	importado	invoer	importar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
ingevoer	importada	invoer	importar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
struktuur	reinício	struktuur	reinício	N;SG	N;MASC;SG
struktuur	estrutura	struktuur	estrutura	N;SG	N;FEM;SG
kunstenaars	artistas	kunstenaar	artista	N;PL	N;MASC;PL
kunstenaars	artistas	kunstenaar	artista	N;PL	N;MASC;PL
wedstryd	concurso	wedstryd	concurso	N;SG	N;MASC;SG
wedstryd	competição	wedstryd	competição	N;SG	N;FEM;SG
liefde	amor	liefde	amor	N;SG	N;MASC;SG
liefde	love	liefde	love	N;SG	N;MASC;SG
gewees	sido	wees	ser	V;PST;FIN	V;MASC;SG;V.PTCP
oblast	oblast	oblast	oblast	N;SG	N;MASC;SG
standaard	estandarte	standaard	estandarte	N;SG	N;MASC;SG
standaard	norma	standaard	norma	N;SG	N;FEM;SG
standaard	padrão	standaard	padrão	N;SG	N;MASC;SG
standaard	standard	standaard	standard	N;SG	N;MASC;SG
aanval	attack	aanval	attack	N;SG	N;MASC;SG
aanval	ataque	aanval	ataque	N;SG	N;MASC;SG
skrywers	roteiristas	skrywer	roteirista	N;PL	N;MASC;PL
skrywers	escritores	skrywer	escritor	N;PL	N;MASC;PL
skrywers	autores	skrywer	autor	N;PL	N;MASC;PL
onafhanklik	independentemente	onafhanklik	independentemente	ADV	ADV
katedraal	catedral	katedraal	catedral	N;SG	N;FEM;SG
klimaat	clima	klimaat	clima	N;SG	N;MASC;SG
vernietig	destruídos	vernietig	destruir	V;PRS	V;MASC;PL;V.PTCP
vernietig	destruído	vernietig	destruir	V;PRS	V;MASC;SG;V.PTCP
vernietig	destruída	vernietig	destruir	V;PRS	V;FEM;SG;V.PTCP
vernietig	arrasaram	vernietig	arrasar	V;PRS	V;IND;PL;3;FIN
vernietig	destruam	vernietig	destruar	V;PRS	V;SBJV;PL;3;PRS;FIN
vernietig	destrua	vernietig	destrua	V;PRS	V;SBJV;SG;3;PRS;FIN
vernietig	destrói	vernietig	destruir	V;PRS	V;IND;SG;3;PRS;FIN
vernietig	destruir	vernietig	destruir	V;PRS	V;NFIN
onderneem	empreender	onderneem	empreender	V;PRS	V;NFIN
sensus	recenseamento	sensus	recenseamento	N;SG	N;MASC;SG
sensus	censo	sensus	censo	N;SG	N;MASC;SG
onderskei	distinguem	onderskei	distinguir	V;PRS	V;IND;PL;3;PRS;FIN
onderskei	distinguir	onderskei	distinguir	V;PRS	V;NFIN
skepe	navios	skeep	navio	N;PL	N;MASC;PL
skepe	naves	skeep	nave	N;PL	N;FEM;PL
weermag	exército	weermag	exército	N;SG	N;MASC;SG
weermag	tropa	weermag	tropa	N;SG	N;FEM;SG
weermag	army	weermag	army	N;SG	N;MASC;SG
getrek	desenhado	trek	desenhar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
kos	alimentação	kos	alimentação	N;SG	N;FEM;SG
kos	alimento	kos	alimento	N;SG	N;MASC;SG
kos	comida	kos	comida	N;SG	N;FEM;SG
smuts	smuts	smuts	smut	N;SG	N;MASC;SG
verminder	reduzir	verminder	reduzir	V;PRS	V;NFIN
verminder	reduza	verminder	reduzir	V;PRS	V;SBJV;SG;3;PRS;FIN
verminder	eliminada	verminder	eliminar	V;PRS	V;FEM;SG;V.PTCP
verminder	eliminados	verminder	eliminar	V;PRS	V;MASC;PL;V.PTCP
verminder	eliminado	verminder	eliminar	V;PRS	V;MASC;SG;V.PTCP
verminder	diminuir	verminder	diminuir	V;PRS	V;NFIN
verminder	reduz	verminder	reduzir	V;PRS	V;IND;SG;3;PRS;FIN
terugkeer	devolução	terugkeer	devolução	N;SG	N;FEM;SG
terugkeer	retorno	terugkeer	retorno	N;SG	N;MASC;SG
terugkeer	regresso	terugkeer	regresso	N;SG	N;MASC;SG
afdeling	seção	afdeling	seção	N;SG	N;FEM;SG
afdeling	secção	afdeling	secção	N;SG	N;FEM;SG
rewolusie	revolution	rewolusie	revolution	N;SG	N;MASC;SG
rewolusie	revolução	rewolusie	revolução	N;SG	N;FEM;SG
atmosfeer	atmosfera	atmosfeer	atmosfera	N;SG	N;FEM;SG
begrawe	sepultado	begrawe	sepultado	V;PRS	V;MASC;SG;V.PTCP
begrawe	enterrada	begrawe	enterrar	V;PRS	V;FEM;SG;V.PTCP
begrawe	enterrados	begrawe	enterrar	V;PRS	V;MASC;PL;V.PTCP
begrawe	enterradas	begrawe	enterrar	V;PRS	V;FEM;PL;V.PTCP
begrawe	enterrado	begrawe	enterrar	V;PRS	V;MASC;SG;V.PTCP
plant	planta	plant	planta	N;SG	N;FEM;SG
plant	plant	plant	plant	N;SG	N;MASC;SG
plant	usina	plant	usina	N;SG	N;FEM;SG
ontmoet	conheçam	ontmoet	conhecer	V;PRS	V;SBJV;PL;3;PRS;FIN
ontmoet	conheça	ontmoet	conhecer	V;PRS	V;SBJV;SG;3;PRS;FIN
ontmoet	conhecer	ontmoet	conhecer	V;PRS	V;NFIN
terrein	field	terrein	field	N;SG	N;MASC;SG
terrein	campo	terrein	campo	N;SG	N;MASC;SG
feitlik	criticamente	feitlik	criticamente	ADV	ADV
noem	mencionar	noem	mencionar	V;PRS	V;NFIN
behandel	tratada	behandel	tratar	V;PRS	V;FEM;SG;V.PTCP
behandel	tratados	behandel	tratar	V;PRS	V;MASC;PL;V.PTCP
behandel	tratadas	behandel	tratar	V;PRS	V;FEM;PL;V.PTCP
behandel	tratem	behandel	tratar	V;PRS	V;SBJV;PL;3;PRS;FIN
behandel	tratar	behandel	tratar	V;PRS	V;NFIN
behandel	trate	behandel	tratar	V;PRS	V;SBJV;SG;3;PRS;FIN
stuur	transmita	stuur	transmitar	V;PRS	V;SBJV;SG;3;PRS;FIN
stuur	transmitir	stuur	transmitir	V;PRS	V;NFIN
stuur	transmite	stuur	transmitir	V;PRS	V;IND;SG;3;PRS;FIN
stuur	manda	stuur	mandar	V;PRS	V;IND;SG;3;PRS;FIN
stuur	envie	stuur	enviar	V;PRS	V;SBJV;SG;3;PRS;FIN
stuur	mandem	stuur	mander	V;PRS	V;SBJV;PL;3;PRS;FIN
stuur	enviar	stuur	enviar	V;PRS	V;NFIN
stuur	envia	stuur	enviar	V;PRS	V;IND;SG;3;PRS;FIN
area	area	area	area	N;SG	N;FEM;SG
area	área	area	área	N;SG	N;FEM;SG
aard	natureza	aard	natureza	N;SG	N;FEM;SG
veld	field	veld	field	N;SG	N;MASC;SG
veld	campo	veld	campo	N;SG	N;MASC;SG
pogings	esforços	poging	esforço	N;PL	N;MASC;PL
pogings	tentativas	poging	tentativa	N;PL	N;FEM;PL
vra	pergunte	vra	pergunte	V;PRS	V;SBJV;SG;3;PRS;FIN
vra	pedir	vra	pedir	V;PRS	V;NFIN
vra	perguntar	vra	perguntar	V;PRS	V;NFIN
sweedse	suíça	sweeds	suíço	N;SG	N;FEM;SG
sweedse	suiça	sweeds	suiçar	N;SG	N;FEM;SG
sweedse	swiss	sweeds	swis	N;SG	N;MASC;SG
sweedse	sueco	sweeds	sueco	N;SG	N;MASC;SG
sweedse	sueca	sweeds	suecar	N;SG	N;FEM;SG
hart	heart	hart	heart	N;SG	N;MASC;SG
hart	coração	hart	coração	N;SG	N;MASC;SG
ernstige	sério	ernstig	sério	ADJ;NOM	ADJ;MASC;SG
ernstige	séria	ernstig	sério	ADJ;NOM	ADJ;FEM;SG
ernstige	grave	ernstig	grave	ADJ;NOM	ADJ;MASC;SG
stelsels	sistemas	stelsel	sistema	N;PL	N;MASC;PL
getalle	numeros	getal	numero	N;PL	N;MASC;PL
getalle	números	getal	número	N;PL	N;MASC;PL
politiek	politica	politiek	politica	N;SG	N;FEM;SG
politiek	política	politiek	política	N;SG	N;FEM;SG
agtergrond	fundo	agtergrond	fundo	N;SG	N;MASC;SG
idee	idéia	idee	idéia	N;SG	N;FEM;SG
idee	idea	idee	idea	N;SG	N;MASC;SG
idee	ideia	idee	ideia	N;SG	N;FEM;SG
verdrag	tratado	verdrag	tratar	V;PRS	V;MASC;SG;V.PTCP
provinsies	estados	provinsie	estado	N;PL	N;MASC;PL
provinsies	condados	provinsie	condar	N;PL	N;MASC;PL
wêreldwyd	mundialmente	wêreldwyd	mundialmente	ADV	ADV
dekades	décadas	dekade	década	N;PL	N;FEM;PL
streke	regiões	streke	região	N;PL	N;FEM;PL
filosofie	filosofia	filosofie	filosofia	N;SG	N;FEM;SG
godsdienstige	religiosos	godsdienstig	religioso	ADJ;NOM	ADJ;MASC;PL
godsdienstige	religiosa	godsdienstig	religioso	ADJ;NOM	ADJ;FEM;SG
godsdienstige	religioso	godsdienstig	religioso	ADJ;NOM	ADJ;MASC;SG
godsdienstige	religiosas	godsdienstig	religioso	ADJ;NOM	ADJ;FEM;PL
tydskrif	magazine	tydskrif	magazine	N;SG	N;MASC;SG
tydskrif	revista	tydskrif	revista	N;SG	N;FEM;SG
afgeneem	diminuiu	afneem	diminuir	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
afgeneem	diminuído	afneem	diminuir	V;PST;V.PTCP	V;MASC;SG;V.PTCP
afgeneem	diminuída	afneem	diminuir	V;PST;V.PTCP	V;FEM;SG;V.PTCP
koop	compre	koop	compre	V;PRS	V;SBJV;SG;3;PRS;FIN
koop	compro	koop	compro	V;PRS	V;IND;SG;1;PRS;FIN
koop	comprar	koop	comprar	V;PRS	V;NFIN
voorkoms	aparição	voorkoms	aparição	N;SG	N;FEM;SG
voorkoms	aparência	voorkoms	aparência	N;SG	N;FEM;SG
voorkoms	aparecimento	voorkoms	aparecimento	N;SG	N;MASC;SG
voorkoms	ocorrência	voorkoms	ocorrência	N;SG	N;FEM;SG
literêre	literária	literêre	literária	ADJ;NOM	ADJ;FEM;SG
literêre	literário	literêre	literário	ADJ;NOM	ADJ;MASC;SG
verhuis	movida	verhuis	mover	V;PRS	V;FEM;SG;V.PTCP
verhuis	movido	verhuis	mover	V;PRS	V;MASC;SG;V.PTCP
verhuis	comovida	verhuis	comover	V;PRS	V;FEM;SG;V.PTCP
verhuis	comovido	verhuis	comover	V;PRS	V;MASC;SG;V.PTCP
saal	hall	saal	hall	N;SG	N;MASC;SG
saal	salão	saal	salão	N;SG	N;MASC;SG
spel	game	spel	game	N;SG	N;MASC;SG
spel	jogo	spel	jogo	N;SG	N;MASC;SG
spel	jogabilidade	spel	jogabilidade	N;SG	N;FEM;SG
sokker	soccer	sokker	soccer	N;SG	N;MASC;SG
sokker	futebol	sokker	futebol	N;SG	N;MASC;SG
bydrae	contributo	bydrae	contributo	N;SG	N;MASC;SG
bydrae	contribuição	bydrae	contribuição	N;SG	N;FEM;SG
brug	bridge	brug	bridge	N;SG	N;MASC;SG
brug	ponte	brug	ponte	N;SG	N;FEM;SG
vlae	bandeiras	vlaag	bandeira	N;PL	N;FEM;PL
monument	monumento	monument	monumento	N;SG	N;MASC;SG
behels	envolva	behels	envolver	V;PRS	V;SBJV;SG;3;PRS;FIN
behels	envolve	behels	envolver	V;PRS	V;IND;SG;3;PRS;FIN
landbou	agricultura	landbou	agricultura	N;SG	N;FEM;SG
voorwerp	objeto	voorwerp	objeto	N;SG	N;MASC;SG
voorwerp	objecto	voorwerp	objecto	N;SG	N;MASC;SG
natuur	natureza	natuur	natureza	N;SG	N;FEM;SG
stille	silêncio	stille	silêncio	N;SG	N;MASC;SG
produkte	produtos	produk	produto	N;PL	N;MASC;PL
vereniging	associação	vereniging	associação	N;SG	N;FEM;SG
vereniging	association	vereniging	association	N;SG	N;MASC;SG
seker	claro	seker	claro	ADV	ADV
verstaan	entende	verstaan	entender	V;PRS	V;IND;SG;3;PRS;FIN
verstaan	compreender	verstaan	compreender	V;PRS	V;NFIN
verstaan	entenda	verstaan	entender	V;PRS	V;SBJV;SG;3;PRS;FIN
verstaan	entender	verstaan	entender	V;PRS	V;NFIN
komitee	comitê	komitee	comitê	N;SG	N;MASC;SG
komitee	comite	komitee	comite	N;SG	N;MASC;SG
komitee	comissão	komitee	comissão	N;SG	N;FEM;SG
komitee	comité	komitee	comité	N;SG	N;MASC;SG
belangstelling	interesse	belangstelling	interesse	N;SG	N;MASC;SG
bedank	desistir	bedank	desistir	V;PRS	V;NFIN
griekeland	akron	griekeland	akron	N;SG	N;MASC;SG
griekeland	alcoa	griekeland	alcoar	N;SG	N;FEM;SG
griekeland	grécia	griekeland	grécia	N;SG	N;FEM;SG
vrugte	fruto	vrug	fruto	N;SG	N;MASC;SG
vrugte	fruta	vrug	fruta	N;SG	N;FEM;SG
gas	gas	gas	gas	N;SG	N;MASC;SG
gas	gás	gas	gás	N;SG	N;MASC;SG
gas	hóspede	gas	hóspede	N;SG	N;MASC;SG
gas	guest	gas	guest	N;SG	N;MASC;SG
stam	raiz	stam	raiz	N;SG	N;FEM;SG
stam	root	stam	root	N;SG	N;MASC;SG
stam	raíz	stam	raíz	N;SG	N;FEM;SG
uiters	extremamente	uiters	extremamente	ADV	ADV
akademie	academy	akademie	academy	N;SG	N;MASC;SG
akademie	academia	akademie	academia	N;SG	N;FEM;SG
aangewys	designados	aanwys	designar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
aangewys	designada	aanwys	designar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
aangewys	designado	aanwys	designar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
aangewys	designadas	aanwys	designar	V;PST;V.PTCP	V;FEM;PL;V.PTCP
motor	motor	motor	motor	N;SG	N;MASC;SG
motor	carro	motor	carro	N;SG	N;MASC;SG
motor	automóvel	motor	automóvel	N;SG	N;MASC;SG
gesluit	fechou	sluit	fechar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
gesluit	fechado	sluit	fechar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
gesluit	fechada	sluit	fechar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
gesluit	fechados	sluit	fechar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
eenvoudige	simples	eenvoudig	simples	ADJ;NOM	ADJ;MASC;SG
grense	bordas	grens	borda	N;PL	N;FEM;PL
grense	fronteiras	grens	fronteira	N;PL	N;FEM;PL
gekoop	comprou	koop	comprar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
gekoop	comprados	koop	comprar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
gekoop	comprada	koop	comprar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
gekoop	adquirido	koop	adquirir	V;PST;V.PTCP	V;MASC;SG;V.PTCP
gekoop	comprado	koop	comprar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
tradisie	tradição	tradisie	tradição	N;SG	N;FEM;SG
kalifornië	califórnia	kalifornië	califórnia	N;SG	N;FEM;SG
kalifornië	california	kalifornië	california	N;SG	N;FEM;SG
kardinale	cardeais	kardinaal	cardeal	N;PL	N;MASC;PL
publiseer	publicar	publiseer	publicar	V;PRS	V;NFIN
publiseer	publique	publiseer	publique	V;PRS	V;SBJV;SG;3;PRS;FIN
publiseer	publica	publiseer	publicar	V;PRS	V;IND;SG;3;PRS;FIN
uitgereik	emitida	uitreik	emitir	V;PST;V.PTCP	V;FEM;SG;V.PTCP
uitgereik	emitidos	uitreik	emitir	V;PST;V.PTCP	V;MASC;PL;V.PTCP
uitgereik	emitiu	uitreik	emitir	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
uitgereik	emitido	uitreik	emitir	V;PST;V.PTCP	V;MASC;SG;V.PTCP
uitgereik	emitidas	uitreik	emitir	V;PST;V.PTCP	V;FEM;PL;V.PTCP
ooreenkoms	acordo	ooreenkoms	acordo	N;SG	N;MASC;SG
ooreenkoms	concordância	ooreenkoms	concordância	N;SG	N;FEM;SG
gou	logo	gou	logo	ADV	ADV
gou	brevemente	gou	brevemente	ADV	ADV
gesterf	morreu	sterf	morrer	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
gesterf	morri	sterf	morrer	V;PST;V.PTCP	V;IND;SG;1;PST;FIN
gesterf	morreram	sterf	morrer	V;PST;V.PTCP	V;IND;PL;3;FIN
gesterf	faleceu	sterf	falecer	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
baan	track	baan	track	N;SG	N;MASC;SG
baan	trilha	baan	trilha	N;SG	N;FEM;SG
baan	faixa	baan	faixa	N;SG	N;FEM;SG
vryheid	liberdade	vryheid	liberdade	N;SG	N;FEM;SG
vryheid	freedom	vryheid	freedom	N;SG	N;MASC;SG
vryheid	liberdade	vryheid	liberdade	N;SG	N;FEM;SG
vryheid	liberty	vryheid	liberty	N;SG	N;MASC;SG
samewerking	colaboração	samewerking	colaboração	N;SG	N;FEM;SG
samewerking	cooperação	samewerking	cooperação	N;SG	N;FEM;SG
argentinië	argentina	argentinië	argentino	N;SG	N;FEM;SG
produksie	produção	produksie	produção	N;SG	N;FEM;SG
messier	messier	messier	messier	N;SG	N;MASC;SG
brief	letra	brief	letra	N;SG	N;FEM;SG
brief	carta	brief	carta	N;SG	N;FEM;SG
woordeboek	dicionário	woordeboek	dicionário	N;SG	N;MASC;SG
ton	tonelada	ton	tonelada	N;SG	N;FEM;SG
geslaag	passou	slaag	passar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
samelewing	society	samelewing	society	N;SG	N;MASC;SG
samelewing	sociedade	samelewing	sociedade	N;SG	N;FEM;SG
samelewing	comunidade	samelewing	comunidade	N;SG	N;FEM;SG
huise	casas	huis	casa	N;PL	N;FEM;PL
huise	residências	huis	residência	N;PL	N;FEM;PL
huise	casas	huis	casa	N;PL	N;FEM;PL
midde	middle	midde	middle	N;SG	N;MASC;SG
midde	mid	midde	midir	N;SG	N;MASC;SG
aangekondig	declaradas	aankondig	declarar	V;PST;V.PTCP	V;FEM;PL;V.PTCP
aangekondig	declarada	aankondig	declarar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
aangekondig	declarado	aankondig	declarar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
aangekondig	declarou	aankondig	declarar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
aangekondig	declarados	aankondig	declarar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
aangekondig	anunciou	aankondig	anunciar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
aangekondig	anunciado	aankondig	anunciar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
aangekondig	anunciada	aankondig	anunciar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
aangekondig	anunciados	aankondig	anunciar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
publiek	público	publiek	público	N;SG	N;MASC;SG
publiek	pública	publiek	público	N;SG	N;FEM;SG
publiek	publico	publiek	publico	N;SG	N;MASC;SG
godsdiens	religião	godsdiens	religião	N;SG	N;FEM;SG
era	eei	era	eai	N;SG	N;FEM;SG
golf	onda	golf	onda	N;SG	N;FEM;SG
golf	wave	golf	wave	N;SG	N;MASC;SG
omstandighede	circunstâncias	omstandigheid	circunstância	N;PL	N;FEM;PL
omstandighede	circunstancias	omstandigheid	circunstancia	N;PL	N;FEM;PL
omstandighede	circunstâncias	omstandigheid	circunstância	N;PL	N;FEM;PL
geboorte	parto	geboorte	parto	N;SG	N;MASC;SG
geboorte	nascimento	geboorte	nascimento	N;SG	N;MASC;SG
oorleef	sobreviver	oorleef	sobreviver	V;PRS	V;NFIN
oorleef	sobrevive	oorleef	sobreviver	V;PRS	V;IND;SG;3;PRS;FIN
oorleef	sobrevivem	oorleef	sobreviver	V;PRS	V;IND;PL;3;PRS;FIN
oorleef	sobreviva	oorleef	sobrevivo	V;PRS	V;SBJV;SG;3;PRS;FIN
predikante	clérigos	predikant	clérigo	N;PL	N;MASC;PL
redakteur	editor	redakteur	editor	N;SG	N;MASC;SG
redakteur	editora	redakteur	editora	N;SG	N;FEM;SG
ontdekking	descoberta	ontdekking	descoberta	N;SG	N;FEM;SG
ontdekking	discovery	ontdekking	discovery	N;SG	N;MASC;SG
geleidelik	progressivamente	geleidelik	progressivamente	ADV	ADV
kaptein	capitã	kaptein	capitã	N;SG	N;FEM;SG
kaptein	capitão	kaptein	capitão	N;SG	N;MASC;SG
verwysings	referências	verwysing	referência	N;PL	N;FEM;PL
voorstad	subúrbio	voorstad	subúrbio	N;SG	N;MASC;SG
siekte	doença	siekte	doença	N;SG	N;FEM;SG
siekte	doença	siekte	doença	N;SG	N;FEM;SG
siekte	enjoo	siekte	enjoo	N;SG	N;MASC;SG
bywoning	atendimento	bywoning	atendimento	N;SG	N;MASC;SG
bywoning	comparecimento	bywoning	comparecimento	N;SG	N;MASC;SG
onderskeidelik	respectivamente	onderskeidelik	respectivamente	ADV	ADV
onderskeidelik	respetivamente	onderskeidelik	respetivamente	ADV	ADV
stuk	pedaço	stuk	pedaço	N;SG	N;MASC;SG
stuk	peça	stuk	peça	N;SG	N;FEM;SG
toegang	acesso	toegang	acesso	N;SG	N;MASC;SG
hof	tribunal	hof	tribunal	N;SG	N;MASC;SG
hof	corte	hof	corte	N;SG	N;MASC;SG
bank	banco	bank	banco	N;SG	N;MASC;SG
bank	bank	bank	bank	N;SG	N;MASC;SG
teken	desenhar	teken	desenhar	V;PRS	V;NFIN
teken	desenhe	teken	desenhe	V;PRS	V;SBJV;SG;3;PRS;FIN
teken	desenha	teken	desenhar	V;PRS	V;IND;SG;3;PRS;FIN
teken	assina	teken	assinar	V;PRS	V;IND;SG;3;PRS;FIN
teken	assinar	teken	assinar	V;PRS	V;NFIN
ooit	nunca	ooit	nunca	ADV	ADV
graaff	graaff	graaff	graaff	N;SG	N;MASC;SG
gesag	autoridade	gesag	autoridade	N;SG	N;FEM;SG
ensiklopedie	enciclopédia	ensiklopedie	enciclopédia	N;SG	N;FEM;SG
andré	andré	andré	andré	N;SG	N;MASC;SG
myl	miles	myl	mile	N;SG	N;MASC;SG
myl	milha	myl	milha	N;SG	N;FEM;SG
eens	outrora	eens	outrora	ADV	ADV
gebeure	eventos	gebeure	evento	N;PL	N;MASC;PL
gebeure	acontecimentos	gebeure	acontecimento	N;PL	N;MASC;PL
mitologie	mitologia	mitologie	mitologia	N;SG	N;FEM;SG
toekenning	prémio	toekenning	prémio	N;SG	N;MASC;SG
toekenning	prêmio	toekenning	prêmio	N;SG	N;MASC;SG
vliegtuig	avião	vliegtuig	avião	N;SG	N;MASC;SG
vliegtuig	avião	vliegtuig	avião	N;SG	N;MASC;SG
vliegtuig	avião	vliegtuig	avião	N;SG	N;MASC;SG
vliegtuig	aeronave	vliegtuig	aeronave	N;SG	N;FEM;SG
gode	olimpianos	gode	olimpiano	N;PL	N;MASC;PL
frederik	frederik	frederik	frederik	N;SG	N;MASC;SG
frederik	frederico	frederik	frederico	N;SG	N;MASC;SG
frederik	frederick	frederik	frederick	N;SG	N;MASC;SG
toegeneem	aumentado	toeneem	aumentar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
toegeneem	aumentados	toeneem	aumentar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
toegeneem	aumentou	toeneem	aumentar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
toegeneem	aumentada	toeneem	aumentar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
hande	mãos	hand	mão	N;PL	N;FEM;PL
kompetisie	concurso	kompetisie	concurso	N;SG	N;MASC;SG
kompetisie	competição	kompetisie	competição	N;SG	N;FEM;SG
kompetisie	concorrência	kompetisie	concorrência	N;SG	N;FEM;SG
kompetisie	concurso	kompetisie	concurso	N;SG	N;MASC;SG
kompetisie	competição	kompetisie	competição	N;SG	N;FEM;SG
privaat	privada	privaat	privado	ADJ;NOM	ADJ;FEM;SG
privaat	privado	privaat	privado	ADJ;NOM	ADJ;MASC;SG
dialekte	dialetos	dialekte	dialeto	N;PL	N;MASC;PL
partye	festas	party	festa	N;PL	N;FEM;PL
partye	partidos	party	partido	N;PL	N;MASC;PL
dinge	coisas	ding	coisa	N;PL	N;FEM;PL
karakters	caracteres	karakter	caracter	N;PL	N;MASC;PL
karakters	carateres	karakter	carater	N;PL	N;MASC;PL
karakters	personagens	karakter	personagem	N;PL	N;MASC;PL
bedek	revestidas	bedek	revestir	V;PRS	V;FEM;PL;V.PTCP
bedek	revestida	bedek	revestir	V;PRS	V;FEM;SG;V.PTCP
bedek	revestido	bedek	revestir	V;PRS	V;MASC;SG;V.PTCP
bedek	revestidos	bedek	revestir	V;PRS	V;MASC;PL;V.PTCP
bedek	abrange	bedek	abranger	V;PRS	V;IND;SG;3;PRS;FIN
graaf	graf	graaf	grafo	N;SG	N;MASC;SG
argitektuur	arquitetura	argitektuur	arquitetura	N;SG	N;FEM;SG
argitektuur	arquitectura	argitektuur	arquitectura	N;SG	N;FEM;SG
metode	método	metode	método	N;SG	N;MASC;SG
frank	frank	frank	frank	N;SG	N;MASC;SG
bespreek	reservar	bespreek	reservar	V;PRS	V;NFIN
bespreek	discuta	bespreek	discuta	V;PRS	V;SBJV;SG;3;PRS;FIN
bespreek	discutir	bespreek	discutir	V;PRS	V;NFIN
bespreek	discute	bespreek	discutir	V;PRS	V;IND;SG;3;PRS;FIN
bespreek	reserve	bespreek	reserver	V;PRS	V;SBJV;SG;3;PRS;FIN
bespreek	reservar	bespreek	reservar	V;PRS	V;NFIN
redes	motivos	rede	motivo	N;PL	N;MASC;PL
redes	razões	rede	razão	N;PL	N;FEM;PL
