som	像	som	像	ADP	ADP
medisin	醫學	medisin	醫學	N;INDF;MASC;SG	N
medisin	藥	medisin	藥	N;INDF;MASC;SG	N
medisin	醫藥	medisin	醫藥	N;INDF;MASC;SG	N
søkte	套用	søkje	套用	V;IND;PST;FIN	V
tegninger	圖畫	tegning	圖畫	N;INDF;FEM;PL	N
tegninger	圖紙	tegning	圖紙	N;INDF;FEM;PL	N
tegninger	繪圖	tegning	繪圖	N;INDF;FEM;PL	N
oppnå	實現	oppnå	實現	V;IMP;NFIN	V
oppnå	實現	oppnå	實現	V;IMP;NFIN	V
utseende	外觀	utseende	外觀	N;INDF;NEUT;SG	N
utseende	外表	utseende	外表	N;INDF;NEUT;SG	N
utseende	外貌	utseende	外貌	N;INDF;NEUT;SG	N
støtter	支援	støtte	支援	V;IND;PRS;FIN	V
karrieren	職業	karriere	職業	N;DEF;MASC;SG	N
melodi	旋律	melodi	旋律	N;INDF;MASC;SG	N
journal	日誌	journal	日誌	N;INDF;MASC;SG	N
journal	日刊	journal	日刊	N;INDF;MASC;SG	N
journal	日記	journal	日記	N;INDF;MASC;SG	N
journal	期刊	journal	期刊	N;INDF;MASC;SG	N
prosjekter	項目	prosjekt	項目	N;INDF;FEM;PL	N
sekunder	秒	sekunde	秒	N;INDF;MASC;SG	N
sekunder	秒數	sekunde	秒數	N;INDF;MASC;SG	N
kvalitet	素質	kvalitet	素質	N;INDF;MASC;SG	N
kvalitet	品質	kvalitet	品質	N;INDF;MASC;SG	N
kvalitet	優質	kvalitet	優質	N;INDF;MASC;SG	N
kvalitet	質量	kvalitet	質量	N;INDF;MASC;SG	N
dvd	dvd	dvd	dvd	N;INDF;MASC;SG	N
long	久	long	久	N;INDF;NEUT;SG	N
premier	總理	premie	總理	N;INDF;MASC;SG	N
premier	獎品	premie	獎品	N;INDF;MASC;SG	N
skuespillerinne	女	skuespillerinne	女	N;INDF;FEM;SG	N
skuespillerinne	女	skuespillerinne	女	N;INDF;FEM;SG	N
skuespillerinne	演員	skuespillerinne	演員	N;INDF;FEM;SG	N
bevis	證據	bevis	證據	N;INDF;NEUT;SG	N
bevis	證據	bevis	證據	N;INDF;NEUT;SG	N
intervju	面試	intervju	面試	N;INDF;NEUT;SG	N
naturlige	天然	naturlig	天然	ADJ;PL	ADJ
ren	任	ren	任	N;INDF;MASC;SG	N
opprette	創建	opprette	創建	V;NFIN	V
opprette	創建	opprette	創建	V;NFIN	V
gitarist	吉他	gitarist	吉他	N;INDF;MASC;SG	N
fisk	魚類	fisk	魚類	N;INDF;MASC;SG	N
fisk	魚	fisk	魚	N;INDF;MASC;SG	N
fisk	魚兒	fisk	魚兒	N;INDF;MASC;SG	N
mengde	金額	mengde	金額	N	N
mengde	款額	mengde	款額	N	N
mengde	數額	mengde	數額	N	N
mengde	數量	mengde	數量	N	N
mengde	量	mengde	量	N	N
tur	旅行	tur	旅行	N;INDF;MASC;SG	N
tur	行程	tur	行程	N;INDF;MASC;SG	N
bull	牛	bull	牛	N;INDF;NEUT;SG	N
bull	公牛	bull	公牛	N;INDF;NEUT;SG	N
ridder	騎士	ridder	騎士	N;INDF;MASC;SG	N
golden	黃金	gold	黃金	N;DEF;MASC;SG	N
golden	金色	gold	金色	N;DEF;MASC;SG	N
keyboard	鍵盤	keyboard	鍵盤	N;INDF;NEUT;SG	N
bil	車	bil	車	N;INDF;MASC;SG	N
bil	汽車	bil	汽車	N;INDF;MASC;SG	N
stiftelsen	基金	stiftelse	基金	N;DEF;MASC;SG	N
plasser	席位	plasse	席位	N;INDF;FEM;PL	N
plasser	座位	plasse	座位	N;INDF;FEM;PL	N
døden	死神	død	死神	N;DEF;MASC;SG	N
hvitt	白	hvi	白	N;INDF;NEUT;SG	N
hvitt	白色	hvi	白色	N;INDF;NEUT;SG	N
villa	別墅	ville	別墅	N;INDF;FEM;SG	N
opptrer	表演	opptre	表演	V;IND;PRS;FIN	V
industri	工業	industri	工業	N;INDF;MASC;SG	N
industri	產業	industri	產業	N;INDF;MASC;SG	N
industri	行業	industri	行業	N;INDF;MASC;SG	N
industri	業界	industri	業界	N;INDF;MASC;SG	N
forskjell	差額	forskjell	差額	N;INDF;MASC;SG	N
forskjell	區別	forskjell	區別	N;INDF;MASC;SG	N
forskjell	差別	forskjell	差別	N;INDF;MASC;SG	N
forskjell	差異	forskjell	差異	N;INDF;MASC;SG	N
etterpå	後	etterpå	後	ADV	ADV
måned	月	måned	月	N;INDF;MASC;SG	N
måned	個	måned	個	N;INDF;MASC;SG	N
måned	月份	måned	月份	N;INDF;MASC;SG	N
samle	收集	samle	收集	V;NFIN	V
utstyr	裝備	utstyr	裝備	N;INDF;NEUT;SG	N
utstyr	裝備	utstyr	裝備	N;INDF;NEUT;SG	N
utstyr	齒輪	utstyr	齒輪	N;INDF;NEUT;SG	N
online	網上	online	網上	N;INDF;MASC;SG	N
games	遊戲	game	遊戲	N;INDF;MASC;SG	N
line	線	line	線	N;INDF;FEM;SG	N
line	線路	line	線路	N;INDF;FEM;SG	N
flekker	污點	flekke	污點	N;INDF;FEM;PL	N
flekker	斑點	flekke	斑點	N;INDF;FEM;PL	N
linjer	線	linje	線	N;INDF;FEM;PL	N
linjer	線	linje	線	N;INDF;FEM;PL	N
oppgave	任務	oppgave	任務	N;INDF;FEM;SG	N
trykk	壓力	trykk	壓力	N;INDF;NEUT;SG	N
trykk	氣壓	trykk	氣壓	N;INDF;NEUT;SG	N
kurs	課程	kurs	課程	N;INDF;MASC;SG	N
kurs	課程	kurs	課程	N;INDF;MASC;SG	N
trær	樹	træ	樹	N;INDF;MASC;SG	N
trær	樹木	træ	樹木	N;INDF;MASC;SG	N
tilsvarer	相當	tilsvare	相當	V;IND;PRS;FIN	V
studere	研究	studere	研究	V;NFIN	V
studere	學習	studere	學習	V;NFIN	V
fullførte	完成	fullføre	完成	V;IND;PST;FIN	V
utmerkelser	獎勵	utmerkelse	獎勵	N;INDF;MASC;SG	N
utmerkelser	獎	utmerkelse	獎	N;INDF;MASC;SG	N
oppgaver	拼圖	oppgave	拼圖	N;INDF;FEM;PL	N
oppgaver	謎題	oppgave	謎題	N;INDF;FEM;PL	N
oppgaver	益智	oppgave	益智	N;INDF;FEM;PL	N
oppgaver	任務	oppgave	任務	N;INDF;FEM;PL	N
markedet	市場	marked	市場	N;DEF;NEUT;SG	N
advokat	律師	advokat	律師	N;INDF;MASC;SG	N
strid	紛爭	strid	紛爭	N;INDF;FEM;SG	N
opplysninger	資訊	opplysninger	資訊	N;INDF;FEM;PL	N
opplysninger	細節	opplysninger	細節	N;INDF;FEM;PL	N
opplysninger	詳情	opplysninger	詳情	N;INDF;FEM;PL	N
biler	車	bile	車	N;INDF;MASC;PL	N
biler	汽車	bile	汽車	N;INDF;MASC;PL	N
tropper	部隊	troppe	部隊	N;INDF;FEM;PL	N
eva	夏娃	eva	夏娃	N;INDF;FEM;SG	N
kunstnere	藝術	kunstnere	藝術	N;INDF;FEM;SG	N
kunstnere	藝人	kunstnere	藝人	N;INDF;FEM;SG	N
selskaper	公司	selskap	公司	N;INDF;MASC;PL	N
kors	十字	kors	十字	N;INDF;NEUT;SG	N
kors	十字	kors	十字	N;INDF;NEUT;SG	N
kors	交叉	kors	交叉	N;INDF;NEUT;SG	N
miljø	環境	miljø	環境	N;INDF;NEUT;SG	N
fysikk	物理	fysikk	物理	N;INDF;MASC;SG	N
fysikk	物理	fysikk	物理	N;INDF;MASC;SG	N
anledning	場合	anledning	場合	N;INDF;FEM;SG	N
party	黨	party	黨	N;INDF;NEUT;SG	N
party	政黨	party	政黨	N;INDF;NEUT;SG	N
party	宴會	party	宴會	N;INDF;NEUT;SG	N
party	聚會	party	聚會	N;INDF;NEUT;SG	N
fint	很好	fin	很好	ADJ;INDF;NEUT;SG	ADJ
bevegelse	動議	bevegelse	動議	N;INDF;MASC;SG	N
bevegelse	運動	bevegelse	運動	N;INDF;MASC;SG	N
bevegelse	運動	bevegelse	運動	N;INDF;MASC;SG	N
grader	學位	grad	學位	N;INDF;FEM;PL	N
grader	度	grad	度	N;INDF;FEM;PL	N
betale	付費	betale	付費	V;NFIN	V
betale	付款	betale	付款	V;NFIN	V
betale	支付	betale	支付	V;NFIN	V
konsert	音樂	konsert	音樂	N;INDF;MASC;SG	N
egg	蛋	egg	蛋	N;INDF;NEUT;SG	N
egg	雞蛋	egg	雞蛋	N;INDF;NEUT;SG	N
egg	卵	egg	卵	N;INDF;NEUT;SG	N
egg	蛋	egg	蛋	N;INDF;NEUT;SG	N
egg	雞蛋	egg	雞蛋	N;INDF;NEUT;SG	N
url	網址	url	網址	N;INDF;MASC;SG	N
elver	河流	elv	河流	N;INDF;FEM;PL	N
kanal	頻道	kanal	頻道	N;INDF;MASC;SG	N
kanal	海峽	kanal	海峽	N;INDF;MASC;SG	N
kanal	通道	kanal	通道	N;INDF;MASC;SG	N
presidenten	總統	president	總統	N;DEF;MASC;SG	N
presidenten	主席	president	主席	N;DEF;MASC;SG	N
møttes	遇見	møta	遇見	V;IND;PST;FIN	V
øyne	眼神	øyne	眼神	N;INDF;NEUT;SG	N
øyne	眼睛	øyne	眼睛	N;INDF;NEUT;SG	N
øyne	眼	øyne	眼	N;INDF;NEUT;SG	N
mengder	金額	mengd	金額	N;INDF;FEM;PL	N
mengder	款額	mengd	款額	N;INDF;FEM;PL	N
mengder	數額	mengd	數額	N;INDF;FEM;PL	N
mengder	數量	mengd	數量	N;INDF;FEM;PL	N
stjerne	星星	stjerne	星星	N;INDF;FEM;SG	N
stjerne	恆星	stjerne	恆星	N;INDF;FEM;SG	N
stjerne	星	stjerne	星	N;INDF;FEM;SG	N
stjerne	明星	stjerne	明星	N;INDF;FEM;SG	N
gaten	街頭	gat	街頭	N;DEF;MASC;SG	N
gaten	街道	gat	街道	N;DEF;MASC;SG	N
gaten	街	gat	街	N;DEF;MASC;SG	N
yngste	最小	ung	最小	ADJ;DEF;RL	ADJ
premiere	首映	premiere	首映	N;INDF;MASC;SG	N
symbol	符號	symbol	符號	N;INDF;NEUT;SG	N
vingene	翅膀	ving	翅膀	N;DEF;MASC;PL	N
vingene	翼	ving	翼	N;DEF;MASC;PL	N
søke	適用	søk	適用	V;IMP;NFIN	V
utlandet	海外	utland	海外	N;DEF;NEUT;SG	N
utlandet	國外	utland	國外	N;DEF;NEUT;SG	N
utlandet	國外	utland	國外	N;DEF;NEUT;SG	N
musikere	樂手	musikere	樂手	N;INDF;FEM;SG	N
flyr	飛行	fly	飛行	V;IND;PRS;FIN	V
velger	選擇	velge	選擇	V;IND;PRS;FIN	V
velger	選取	velge	選取	V;IND;PRS;FIN	V
velger	選擇	velge	選擇	V;IND;PRS;FIN	V
produserer	製成	produsere	製成	V;IND;PRS;FIN	V
deltar	參加	delta	參加	V;IND;PRS;FIN	V
deltar	參與	delta	參與	V;IND;PRS;FIN	V
deltar	出席	delta	出席	V;IND;PRS;FIN	V
deltar	參加	delta	參加	V;IND;PRS;FIN	V
sun	太陽	sun	太陽	N;INDF;NEUT;SG	N
sun	陽光	sun	陽光	N;INDF;NEUT;SG	N
fyr	燈塔	fyr	燈塔	N;INDF;MASC;SG	N
major	少校	major	少校	N;INDF;MASC;SG	N
sekretær	秘書	sekretær	秘書	N;INDF;MASC;SG	N
teori	理論	teori	理論	N;INDF;MASC;SG	N
teori	論	teori	論	N;INDF;MASC;SG	N
produkter	商品	produkt	商品	N;INDF;FEM;PL	N
produkter	產品	produkt	產品	N;INDF;FEM;PL	N
natur	自然	natur	自然	N;INDF;MASC;SG	N
natur	性質	natur	性質	N;INDF;MASC;SG	N
uvanlig	異常	uvanlig	異常	ADJ;INDF;NEUT;SG	ADJ
prinsesse	王妃	prinsesse	王妃	N;INDF;FEM;SG	N
prinsesse	公主	prinsesse	公主	N;INDF;FEM;SG	N
bibliotek	圖書	bibliotek	圖書	N;INDF;NEUT;SG	N
forstand	感	forstand	感	N;INDF;MASC;SG	N
windows	窗	windows	窗	N;INDF;MASC;SG	N
midler	基金	midder	基金	N;INDF;MASC;SG	N
midler	資金	midder	資金	N;INDF;MASC;SG	N
bonus	獎金	bonus	獎金	N;INDF;MASC;SG	N
bonus	紅利	bonus	紅利	N;INDF;MASC;SG	N
bonus	獎勵	bonus	獎勵	N;INDF;MASC;SG	N
skuespill	演技	skuespill	演技	N;INDF;NEUT;SG	N
reklame	廣告	reklame	廣告	N;INDF;MASC;SG	N
historiker	歷史	historike	歷史	N;INDF;FEM;SG	N
tanke	思想	tanke	思想	N;INDF;MASC;SG	N
sikret	安全	sikre	安全	N;DEF;NEUT;SG	N
tree	樹	tre	樹	N	N
tree	樹木	tre	樹木	N	N
broren	弟弟	bror	弟弟	N;DEF;MASC;SG	N
broren	師兄	bror	師兄	N;DEF;MASC;SG	N
broren	哥哥	bror	哥哥	N;DEF;MASC;SG	N
broren	兄弟	bror	兄弟	N;DEF;MASC;SG	N
force	武力	force	武力	N;INDF	N
grønn	綠色	grønn	綠色	N;INDF;MASC;SG	N
grønn	綠	grønn	綠	N;INDF;MASC;SG	N
grønn	綠地	grønn	綠地	N;INDF;MASC;SG	N
konservative	保守	konservativ	保守	ADJ;PL	ADJ
konservative	保守	konservativ	保守	ADJ;PL	ADJ
konservative	保守	konservativ	保守	ADJ;PL	ADJ
igjennom	透過	igjennom	透過	ADP	ADP
igjennom	通過	igjennom	通過	ADP	ADP
tvil	疑問	tvil	疑問	N;INDF;MASC;SG	N
kongelig	富豪	kongelig	富豪	N;INDF;MASC;SG	N
kongelig	皇室	kongelig	皇室	N;INDF;MASC;SG	N
kongelig	王室	kongelig	王室	N;INDF;MASC;SG	N
kongelig	皇家	kongelig	皇家	N;INDF;MASC;SG	N
kongelig	皇室	kongelig	皇室	N;INDF;MASC;SG	N
eiendom	地產	eiendom	地產	N;INDF;MASC;SG	N
eiendom	屬性	eiendom	屬性	N;INDF;MASC;SG	N
eiendom	財產	eiendom	財產	N;INDF;MASC;SG	N
eiendom	物業	eiendom	物業	N;INDF;MASC;SG	N
medaljen	獎章	medalj	獎章	N;DEF;MASC;SG	N
medaljen	勳章	medalj	勳章	N;DEF;MASC;SG	N
medaljen	獎牌	medalj	獎牌	N;DEF;MASC;SG	N
seieren	勝利	seier	勝利	N;DEF;MASC;SG	N
hull	船體	hull	船體	N;INDF;NEUT;SG	N
hull	洞口	hull	洞口	N;INDF;NEUT;SG	N
jurist	律師	jurist	律師	N;INDF;MASC;SG	N
passasjerer	乘客	passasjere	乘客	N;INDF;MASC;PL	N
passasjerer	旅客	passasjere	旅客	N;INDF;MASC;PL	N
seinere	後來	seinere	後來	N;INDF;NEUT;SG	N
seinere	稍後	seinere	稍後	N;INDF;NEUT;SG	N
seinere	以後	seinere	以後	N;INDF;NEUT;SG	N
elleve	十一	elleve	十一	NUM;PL	NUM
basis	基礎	basis	基礎	N;INDF;MASC;SG	N
format	格式	format	格式	N;INDF;NEUT;SG	N
format	形式	format	形式	N;INDF;NEUT;SG	N
format	格式	format	格式	N;INDF;NEUT;SG	N
absolutt	絕對	absolutt	絕對	ADJ;INDF;NEUT;SG	ADJ
tog	火車	ta	火車	N;INDF;NEUT;SG	N
tog	列車	ta	列車	N;INDF;NEUT;SG	N
tog	火車	ta	火車	N;INDF;NEUT;SG	N
tog	列車	ta	列車	N;INDF;NEUT;SG	N
hindre	防止	hindre	防止	V;NFIN	V
bygning	大樓	bygning	大樓	N;INDF;MASC;SG	N
bygning	建築	bygning	建築	N;INDF;MASC;SG	N
flåten	艦隊	flåte	艦隊	N;DEF;MASC;SG	N
flåten	船隊	flåte	船隊	N;DEF;MASC;SG	N
flåten	車隊	flåte	車隊	N;DEF;MASC;SG	N
grense	上限	grense	上限	N;INDF;FEM;SG	N
grense	極限	grense	極限	N;INDF;FEM;SG	N
grense	限	grense	限	N;INDF;FEM;SG	N
grense	限額	grense	限額	N;INDF;FEM;SG	N
blomster	花	blomster	花	N;INDF;NEUT;SG	N
blomster	鮮花	blomster	鮮花	N;INDF;NEUT;SG	N
blomster	花卉	blomster	花卉	N;INDF;NEUT;SG	N
blomster	花兒	blomster	花兒	N;INDF;NEUT;SG	N
blomster	花朵	blomster	花朵	N;INDF;NEUT;SG	N
brede	廣義	brede	廣義	N;INDF;NEUT;SG	N
port	門	port	門	N;INDF;FEM;SG	N
port	大門	port	大門	N;INDF;FEM;SG	N
port	埠	port	埠	N;INDF;FEM;SG	N
port	港口	port	港口	N;INDF;FEM;SG	N
masse	質量	masse	質量	N;INDF;MASC;SG	N
masse	彌撒	masse	彌撒	N;INDF;MASC;SG	N
havn	埠	havn	埠	N;INDF;MASC;SG	N
havn	港口	havn	港口	N;INDF;MASC;SG	N
hotel	飯店	hotel	飯店	N;INDF;NEUT;SG	N
hotel	酒店	hotel	酒店	N;INDF;NEUT;SG	N
hotel	賓館	hotel	賓館	N;INDF;NEUT;SG	N
hotel	旅館	hotel	旅館	N;INDF;NEUT;SG	N
salt	鹹	salt	鹹	N;INDF;NEUT;SG	N
salt	食鹽	salt	食鹽	N;INDF;NEUT;SG	N
salt	鹽	salt	鹽	N;INDF;NEUT;SG	N
hav	海洋	hav	海洋	N;INDF;NEUT;SG	N
hav	大海	hav	大海	N;INDF;NEUT;SG	N
hav	海上	hav	海上	N;INDF;NEUT;SG	N
hav	海	hav	海	N;INDF;NEUT;SG	N
hav	大洋	hav	大洋	N;INDF;NEUT;SG	N
hav	洋	hav	洋	N;INDF;NEUT;SG	N
hav	海洋	hav	海洋	N;INDF;NEUT;SG	N
hav	海	hav	海	N;INDF;NEUT;SG	N
luft	空中	luft	空中	N;INDF;FEM;SG	N
luft	航空	luft	航空	N;INDF;FEM;SG	N
luft	空氣	luft	空氣	N;INDF;FEM;SG	N
enkle	簡單	enkel	簡單	ADJ;PL	ADJ
death	死神	death	死神	N	N
blad	雜誌	blad	雜誌	N;INDF;NEUT;SG	N
blad	葉子	blad	葉子	N;INDF;NEUT;SG	N
konflikt	衝突	konflikt	衝突	N;INDF;MASC;SG	N
nevner	提及	nevne	提及	V;IND;PRS;FIN	V
nevner	提及	nevne	提及	V;IND;PRS;FIN	V
digital	數碼	digital	數碼	N;INDF;MASC;SG	N
digital	數位	digital	數位	N;INDF;MASC;SG	N
dans	舞蹈	dans	舞蹈	N;INDF;MASC;SG	N
dans	跳舞	dans	跳舞	N;INDF;MASC;SG	N
dans	舞	dans	舞	N;INDF;MASC;SG	N
dans	舞蹈	dans	舞蹈	N;INDF;MASC;SG	N
dans	舞動	dans	舞動	N;INDF;MASC;SG	N
dans	跳舞	dans	跳舞	N;INDF;MASC;SG	N
dans	舞	dans	舞	N;INDF;MASC;SG	N
country	國家	country	國家	N;INDF	N
jobben	工作	jobb	工作	N;DEF;MASC;SG	N
nettstedet	網站	nettsted	網站	N;DEF;NEUT;SG	N
nettstedet	網頁	nettsted	網頁	N;DEF;NEUT;SG	N
nettstedet	網站	nettsted	網站	N;DEF;NEUT;SG	N
nettstedet	工地	nettsted	工地	N;DEF;NEUT;SG	N
vær	天氣	vær	天氣	N;INDF;MASC;SG	N
vær	氣象	vær	氣象	N;INDF;MASC;SG	N
project	項目	project	項目	N;INDF;NEUT;SG	N
beina	腿	bein	腿	N;DEF;NEUT;PL	N
web	網	web	網	N	N
web	網路	web	網路	N	N
kapasitet	容量	kapasitet	容量	N;INDF;MASC;SG	N
kapasitet	能力	kapasitet	能力	N;INDF;MASC;SG	N
datteren	女兒	datter	女兒	N;DEF;MASC;SG	N
kjærlighet	戀愛	kjærlighet	戀愛	N;INDF;FEM;SG	N
kjærlighet	愛情	kjærlighet	愛情	N;INDF;FEM;SG	N
tradisjonen	傳統	tradisjon	傳統	N;DEF;MASC;SG	N
tiltak	倡議	tiltak	倡議	N;INDF;NEUT;PL	N
tiltak	措施	tiltak	措施	N;INDF;NEUT;PL	N
kjønn	性別	kjønn	性別	N;INDF;NEUT;SG	N
bedrifter	公司	bedrift	公司	N;INDF;FEM;PL	N
bedrifter	企業	bedrift	企業	N;INDF;FEM;PL	N
natt	夜晚	natt	夜晚	N;INDF;FEM;SG	N
natt	晚上	natt	晚上	N;INDF;FEM;SG	N
natt	夜	natt	夜	N;INDF;FEM;SG	N
gammelt	舊	gammel	舊	ADJ;INDF;NEUT;SG	ADJ
marine	海軍	marin	海軍	N;INDF;MASC;SG	N
marine	海事	marin	海事	N;INDF;MASC;SG	N
sesonger	季	sesonger	季	N;INDF;MASC;SG	N
sesonger	季節	sesonger	季節	N;INDF;MASC;SG	N
innsjø	湖泊	innsjø	湖泊	N;INDF;MASC;SG	N
innsjø	湖	innsjø	湖	N;INDF;MASC;SG	N
rosa	粉	ros	粉	N;DEF;FEM;SG	N
rosa	粉色	ros	粉色	N;DEF;FEM;SG	N
rosa	粉紅	ros	粉紅	N;DEF;FEM;SG	N
rosa	粉紅	ros	粉紅	N;DEF;FEM;SG	N
utendørs	室外	utendørs	室外	N;INDF;MASC;SG	N
utendørs	戶外	utendørs	戶外	N;INDF;MASC;SG	N
utendørs	室外	utendørs	室外	N;INDF;MASC;SG	N
utendørs	戶外	utendørs	戶外	N;INDF;MASC;SG	N
rose	玫瑰	rose	玫瑰	N;INDF;FEM;SG	N
krysset	路口	kryss	路口	N;DEF;NEUT;SG	N
forum	論壇	forum	論壇	N;INDF;NEUT;SG	N
kloster	寺院	kloster	寺院	N;INDF;NEUT;SG	N
master	主人	mast	主人	N;INDF;FEM;SG	N
master	大師	mast	大師	N;INDF;FEM;SG	N
master	師父	mast	師父	N;INDF;FEM;SG	N
master	師傅	mast	師傅	N;INDF;FEM;SG	N
produsere	製造	produsere	製造	V;NFIN	V
produsere	製造	produsere	製造	V;NFIN	V
produsere	生產	produsere	生產	V;NFIN	V
passer	適合	passe	適合	V;IND;PRS;FIN	V
ære	名譽	ære	名譽	N;INDF;FEM;SG	N
ære	榮譽	ære	榮譽	N;INDF;FEM;SG	N
ære	名譽	ære	名譽	N;INDF;FEM;SG	N
ære	榮譽	ære	榮譽	N;INDF;FEM;SG	N
ære	榮耀	ære	榮耀	N;INDF;FEM;SG	N
ære	光榮	ære	光榮	N;INDF;FEM;SG	N
festning	工事	festning	工事	N;INDF;FEM;SG	N
horn	牛角	horn	牛角	N;INDF;NEUT;SG	N
horn	牛角	horn	牛角	N;INDF;NEUT;SG	N
horn	喇叭	horn	喇叭	N;INDF;NEUT;SG	N
horn	號角	horn	號角	N;INDF;NEUT;SG	N
armé	集團	armé	集團	N;INDF;MASC;SG	N
armé	軍隊	armé	軍隊	N;INDF;MASC;SG	N
armé	軍	armé	軍	N;INDF;MASC;SG	N
armé	陸軍	armé	陸軍	N;INDF;MASC;SG	N
kropp	屍體	kropp	屍體	N;INDF;MASC;SG	N
kropp	體	kropp	體	N;INDF;MASC;SG	N
kropp	身體	kropp	身體	N;INDF;MASC;SG	N
kjøpe	購買	kjøpe	購買	V;IMP;NFIN	V
kjøpe	買	kjøpe	買	V;IMP;NFIN	V
kjøpe	購買	kjøpe	購買	V;IMP;NFIN	V
kjøpe	買	kjøpe	買	V;IMP;NFIN	V
forstå	理解	forstå	理解	V;NFIN	V
forstå	諒解	forstå	諒解	V;NFIN	V
fart	速度	fart	速度	N;INDF;MASC;SG	N
fart	速	fart	速	N;INDF;MASC;SG	N
løse	解決	løse	解決	V;NFIN	V
minner	回憶	minne	回憶	V;IND;PRS;FIN	V
let	讓	la	讓	V;IMP;FIN	V;CAUS
lyst	慾望	lyst	慾望	N;INDF;NEUT;SG	N
lyst	情慾	lyst	情慾	N;INDF;NEUT;SG	N
lie	謊言	lig	謊言	N;INDF;MASC;SG	N
figurer	數字	figure	數字	N;INDF;MASC;PL	N
artist	藝術	artist	藝術	N;INDF;MASC;SG	N
artist	藝人	artist	藝人	N;INDF;MASC;SG	N
hoff	法庭	hoff	法庭	N;INDF;NEUT;SG	N
hoff	法院	hoff	法院	N;INDF;NEUT;SG	N
beskytte	保護	beskytte	保護	V;NFIN	V
beskytte	保護	beskytte	保護	V;NFIN	V
foundation	基金	foundation	基金	N;INDF;MASC;SG	N
scene	場景	scene	場景	N;INDF;FEM;SG	N
scene	現場	scene	現場	N;INDF;FEM;SG	N
sender	發射	sende	發射	V;IND;PRS;FIN	V
sender	發射	sende	發射	V;IND;PRS;FIN	V
treff	火柴	treff	火柴	N;INDF;NEUT;SG	N
treff	命中	treff	命中	N;INDF;NEUT;SG	N
stjerner	星星	stjerne	星星	N;INDF;FEM;PL	N
stjerner	明星	stjerne	明星	N;INDF;FEM;PL	N
stjerner	星空	stjerne	星空	N;INDF;FEM;PL	N
stjerner	星	stjerne	星	N;INDF;FEM;PL	N
stjerner	恆星	stjerne	恆星	N;INDF;FEM;PL	N
medalje	獎章	medalje	獎章	N;INDF;MASC;SG	N
medalje	勳章	medalje	勳章	N;INDF;MASC;SG	N
medalje	獎牌	medalje	獎牌	N;INDF;MASC;SG	N
storm	暴風	storm	暴風	N;INDF;MASC;SG	N
storm	風暴	storm	風暴	N;INDF;MASC;SG	N
storm	暴風	storm	暴風	N;INDF;MASC;SG	N
forsøker	嘗試	forsøke	嘗試	V;IND;PRS;FIN	V
list	名單	list	名單	N;INDF;FEM;SG	N
list	清單	list	清單	N;INDF;FEM;SG	N
undersøkelser	考試	undersøkelse	考試	N;INDF;NEUT;SG	N
roing	划船	roing	划船	N;INDF;MASC;SG	N
fanger	囚犯	fange	囚犯	N;INDF;MASC;PL	N
fanger	犯人	fange	犯人	N;INDF;MASC;PL	N
fanger	囚徒	fange	囚徒	N;INDF;MASC;PL	N
øverst	頂	øver	頂	N;INDF;MASC;SG	N
øverst	頂端	øver	頂端	N;INDF;MASC;SG	N
øverst	熱門	øver	熱門	N;INDF;MASC;SG	N
erfaring	體驗	erfaring	體驗	N;INDF;FEM;SG	N
erfaring	經驗	erfaring	經驗	N;INDF;FEM;SG	N
grunner	理由	grunn	理由	N;INDF;FEM;PL	N
grunner	原因	grunn	原因	N;INDF;FEM;PL	N
leo	獅子	leo	獅子	N;INDF;MASC;SG	N
kvalifisering	資格	kvalifisering	資格	N;INDF;FEM;SG	N
diktet	詩	dikt	詩	N;DEF;NEUT;SG	N
aktiviteter	活動	aktiviteter	活動	N;INDF;MASC;PL	N
utgaver	版本	utgave	版本	N;INDF;FEM;PL	N
bånd	帶子	bånd	帶子	N;INDF;NEUT;SG	N
bånd	膠帶	bånd	膠帶	N;INDF;NEUT;SG	N
bånd	磁帶	bånd	磁帶	N;INDF;NEUT;SG	N
administrator	署長	administrator	署長	N;INDF;MASC;SG	N
muligheter	可能	muligheter	可能	N;INDF;FEM;PL	N
muligheter	機遇	muligheter	機遇	N;INDF;FEM;PL	N
muligheter	機會	muligheter	機會	N;INDF;FEM;PL	N
etternavn	姓	etternavn	姓	N;INDF;NEUT;SG	N
etternavn	姓氏	etternavn	姓氏	N;INDF;NEUT;SG	N
dra	拖	dra	拖	V;IMP;FIN	V
hilsen	問候	hils	問候	N;INDF;MASC;SG	N
hilsen	問候	hils	問候	N;INDF;MASC;SG	N
soldatene	士兵	soldat	士兵	N;DEF;FEM;PL	N
gjeldende	電流	gjeldende	電流	N;INDF;MASC;SG	N
gjeldende	現任	gjeldende	現任	N;INDF;MASC;SG	N
gjeldende	目前	gjeldende	目前	N;INDF;MASC;SG	N
statistikk	統計	statistikk	統計	N;INDF;MASC;SG	N
øvelse	演習	øvelse	演習	N;INDF;MASC;SG	N
øvelse	鍛鍊	øvelse	鍛鍊	N;INDF;MASC;SG	N
teknologi	技術	teknologi	技術	N;INDF;MASC;SG	N
teknologi	科技	teknologi	科技	N;INDF;MASC;SG	N
institusjoner	機構	institusjoner	機構	N;INDF;MASC;SG	N
sand	沙子	sand	沙子	N;INDF;MASC;SG	N
sand	砂	sand	砂	N;INDF;MASC;SG	N
