ben	本	ben	本		
igazság	正義	igazság	正義	N;NOM;SG	N
igazság	司法	igazság	司法	N;NOM;SG	N
igazság	真理	igazság	真理	N;NOM;SG	N
igazság	事實	igazság	事實	N;NOM;SG	N
igazság	真相	igazság	真相	N;NOM;SG	N
természet	自然	természet	自然	N;NOM;SG	N
természet	性質	természet	性質	N;NOM;SG	N
találni	找到	talál	找到	V;NFIN;ACT	V
találni	尋找	talál	尋找	V;NFIN;ACT	V
koncert	音樂	koncer	音樂	N;NOM;SG	N
csere	貿易	csere	貿易	N;NOM;SG	N
csere	交流	csere	交流	N;NOM;SG	N
művészek	藝術	művész	藝術	N;NOM;PL	N
művészek	藝人	művész	藝人	N;NOM;PL	N
védelem	辯護	védelem	辯護	N;NOM;SG	N
védelem	國防	védelem	國防	N;NOM;SG	N
védelem	防禦	védelem	防禦	N;NOM;SG	N
védelem	防守	védelem	防守	N;NOM;SG	N
védelem	國防	védelem	國防	N;NOM;SG	N
gazdaság	農場	gazdaság	農場	N;NOM;SG	N
gazdaság	經濟	gazdaság	經濟	N;NOM;SG	N
gazdaság	經濟	gazdaság	經濟	N;NOM;SG	N
gazdaság	經濟	gazdaság	經濟	N;NOM;SG	N
félsziget	半島	félszig	半島	N;NOM;SG	N
egyetértek	同意	egyetért	同意	V;INDF;IND;PL;3;PST;FIN;ACT	V
törvények	法律	törvény	法律	N;NOM;PL	N
entertainment	娛樂	entert	娛樂	N;ABS;SG	N
hadjárat	十字	hadjárat	十字	N;NOM;SG	N
szabály	規則	szabály	規則	N;NOM;SG	N
szabály	細則	szabály	細則	N;NOM;SG	N
szabály	細則	szabály	細則	N;NOM;SG	N
filozófia	哲學	filozófia	哲學	N;NOM;SG	N
filozófia	理念	filozófia	理念	N;NOM;SG	N
segíteni	幫助	segít	幫助	V;NFIN;ACT	V
segíteni	幫忙	segít	幫忙	V;NFIN;ACT	V
előadás	績效	előadás	績效	N;NOM;SG	N
előadás	業績	előadás	業績	N;NOM;SG	N
előadás	講課	előadás	講課	N;NOM;SG	N
előadás	演講	előadás	演講	N;NOM;SG	N
gyakorlat	實習	gyakorlat	實習	N;NOM;SG	N
gyakorlat	實踐	gyakorlat	實踐	N;NOM;SG	N
gyakorlat	演習	gyakorlat	演習	N;NOM;SG	N
gyakorlat	鍛鍊	gyakorlat	鍛鍊	N;NOM;SG	N
fejlődött	進化	fejlődik	進化	V;INDF;IND;SG;3;PST;FIN;ACT	V
ügy	案例	ügy	案例	N;NOM;SG	N
ügy	個案	ügy	個案	N;NOM;SG	N
ügy	案件	ügy	案件	N;NOM;SG	N
kapu	門	kapu	門	N;NOM;SG	N
kapu	大門	kapu	大門	N;NOM;SG	N
kapu	門戶	kapu	門戶	N;NOM;SG	N
madár	鳥	madár	鳥	N;NOM;SG	N
állapot	狀況	állap	狀況	N;NOM;SG	N
állapot	狀態	állap	狀態	N;NOM;SG	N
állapot	現況	állap	現況	N;NOM;SG	N
állapot	國家	állap	國家	N;NOM;SG	N
állapot	州	állap	州	N;NOM;SG	N
állapot	條件	állap	條件	N;NOM;SG	N
állapot	狀況	állap	狀況	N;NOM;SG	N
arányban	比例	arány	比例	N;IN+ESS;SG	N
elveszett	失	elveszett	失	V;INDF;IND;SG;3;PST;FIN;ACT	V
elveszett	輸	elveszett	輸	V;INDF;IND;SG;3;PST;FIN;ACT	V
elveszett	輸	elveszett	輸	V;INDF;IND;SG;3;PST;FIN;ACT	V
elveszett	遺失	elveszett	遺失	V;INDF;IND;SG;3;PST;FIN;ACT	V
elveszett	迷失	elveszett	迷失	V;INDF;IND;SG;3;PST;FIN;ACT	V
terem	廳	terem	廳	N;NOM;SG	N
terem	大廳	terem	大廳	N;NOM;SG	N
terem	房間	terem	房間	N;NOM;SG	N
terem	房	terem	房	N;NOM;SG	N
szegény	窮	szegény	窮		
metró	地鐵	metró	地鐵	N;NOM;SG	N
metró	捷運	metró	捷運	N;NOM;SG	N
metró	地鐵	metró	地鐵	N;NOM;SG	N
megerősített	確認	meg+erősít	確認	V;INDF;IND;SG;3;PST;FIN;ACT	V
megerősített	強化	meg+erősít	強化	V;INDF;IND;SG;3;PST;FIN;ACT	V
megerősített	加強	meg+erősít	加強	V;INDF;IND;SG;3;PST;FIN;ACT	V
megerősített	增強	meg+erősít	增強	V;INDF;IND;SG;3;PST;FIN;ACT	V
sebesség	速度	sebesség	速度	N;NOM;SG	N
sebesség	速度	sebesség	速度	N;NOM;SG	N
sebesség	速	sebesség	速	N;NOM;SG	N
felirat	標題	felirat	標題	N;NOM;SG	N
felirat	字幕	felirat	字幕	N;NOM;SG	N
felirat	字幕	felirat	字幕	N;NOM;SG	N
leggyorsabb	最快	széps	最快	ADJ;NOM;RL;SG	ADJ
birtok	產業	birt	產業	N;NOM;SG	N
birtok	邨	birt	邨	N;NOM;SG	N
fogalom	構想	fogalom	構想	N;NOM;SG	N
fogalom	概念	fogalom	概念	N;NOM;SG	N
fogalom	理念	fogalom	理念	N;NOM;SG	N
udvar	院子	udvar	院子	N;NOM;SG	N
udvar	庭院	udvar	庭院	N;NOM;SG	N
udvar	院子	udvar	院子	N;NOM;SG	N
udvar	碼	udvar	碼	N;NOM;SG	N
udvar	庭院	udvar	庭院	N;NOM;SG	N
udvar	法庭	udvar	法庭	N;NOM;SG	N
udvar	法院	udvar	法院	N;NOM;SG	N
buddhizmus	佛教	buddhizmus	佛教	N;NOM;SG	N
szén	煤礦	szén	煤礦	N;NOM;SG	N
szén	煤炭	szén	煤炭	N;NOM;SG	N
szén	煤	szén	煤	N;NOM;SG	N
szén	碳	szén	碳	N;NOM;SG	N
szén	炭	szén	炭	N;NOM;SG	N
emlősök	哺乳	emlős	哺乳	N;NOM;PL	N
emlősök	哺乳	emlős	哺乳	N;NOM;PL	N
gyermekek	兒童	gyermek	兒童	N;NOM;PL	N
fejlődés	進步	fejlődés	進步	N;NOM;SG	N
fejlődés	進度	fejlődés	進度	N;NOM;SG	N
főút	公路	főú	公路	N;NOM;SG	N
levegő	空中	levegő	空中	N;NOM;SG	N
levegő	航空	levegő	航空	N;NOM;SG	N
levegő	空氣	levegő	空氣	N;NOM;SG	N
jelenség	現象	jelenség	現象	N;NOM;SG	N
jelenség	現象	jelenség	現象	N;NOM;SG	N
hálózat	網路	hálózat	網路	N;NOM;SG	N
hálózat	網	hálózat	網	N;NOM;SG	N
reklám	商用	reklám	商用	N;NOM;SG	N
reklám	商事	reklám	商事	N;NOM;SG	N
reklám	商業	reklám	商業	N;NOM;SG	N
reklám	廣告	reklám	廣告	N;NOM;SG	N
reklám	廣告	reklám	廣告	N;NOM;SG	N
vizet	水	víz	水	N;ACC;SG	N
emelkedett	增加	emelkedik	增加	V;INDF;IND;SG;3;PST;FIN;ACT	V
bot	拐	bot	拐	N;NOM;SG	N
bot	甘蔗	bot	甘蔗	N;NOM;SG	N
bot	手	bot	手	N;NOM;SG	N
bot	棍子	bot	棍子	N;NOM;SG	N
kísérlet	試驗	kísérlet	試驗	N;NOM;SG	N
kísérlet	實驗	kísérlet	實驗	N;NOM;SG	N
politika	政策	politika	政策	N;NOM;SG	N
politika	政治	politika	政治	N;NOM;SG	N
politika	政治	politika	政治	N;NOM;SG	N
politika	政治	politika	政治	N;NOM;SG	N
kilogramm	千克	kilogramm	千克	N;NOM;SG	N
kilogramm	公斤	kilogramm	公斤	N;NOM;SG	N
kilogramm	千克	kilogramm	千克	N;NOM;SG	N
kilogramm	公斤	kilogramm	公斤	N;NOM;SG	N
szél	風	szél	風	N;NOM;SG	N
irányba	方向	irány	方向	N;IN+ALL;SG	N
kutatók	科學	kutató	科學	N;NOM;PL	N
jégkorong	曲棍	jégkorong	曲棍	N;NOM;SG	N
jégkorong	冰球	jégkorong	冰球	N;NOM;SG	N
termékek	商品	termék	商品	N;NOM;PL	N
termékek	產品	termék	產品	N;NOM;PL	N
intézmények	機構	intézmény	機構	N;NOM;PL	N
intézmények	體制	intézmény	體制	N;NOM;PL	N
intézmények	機構	intézmény	機構	N;NOM;PL	N
leletek	工藝	lelet	工藝	N;NOM;PL	N
leletek	文物	lelet	文物	N;NOM;PL	N
leletek	手工	lelet	手工	N;NOM;PL	N
mágneses	磁	mágneses	磁	N;NOM;SG	N
mágneses	磁力	mágneses	磁力	N;NOM;SG	N
mágneses	磁性	mágneses	磁性	N;NOM;SG	N
büntetések	懲罰	büntetés	懲罰	N;NOM;PL	N
büntetések	處罰	büntetés	處罰	N;NOM;PL	N
büntetések	刑罰	büntetés	刑罰	N;NOM;PL	N
levelek	郵件	levél	郵件	N;NOM;PL	N
levelek	郵寄	levél	郵寄	N;NOM;PL	N
levelek	信件	levél	信件	N;NOM;PL	N
levelek	樹葉	levél	樹葉	N;NOM;PL	N
levelek	葉子	levél	葉子	N;NOM;PL	N
levelek	信	levél	信	N;NOM;PL	N
levelek	字母	levél	字母	N;NOM;PL	N
levelek	信件	levél	信件	N;NOM;PL	N
közúti	公路	közúti	公路	N;NOM;SG	N
közúti	道路	közúti	道路	N;NOM;SG	N
közúti	路	közúti	路	N;NOM;SG	N
interjú	面試	interjú	面試	N;NOM;SG	N
interjú	面試	interjú	面試	N;NOM;SG	N
néz	尋找	néz	尋找	V;INDF;IND;SG;3;PRS;FIN;ACT	V
video	視訊	video	視訊	N;NOM;SG	N
video	影片	video	影片	N;NOM;SG	N
tudósok	學者	tudós	學者	N;NOM;PL	N
tudósok	科學	tudós	科學	N;NOM;PL	N
érkezik	抵達	érkezik	抵達	V;INDF;IND;SG;3;PRS;FIN;ACT	V
mozdony	機車	mozdony	機車	N;NOM;SG	N
mozdony	火車	mozdony	火車	N;NOM;SG	N
média	媒體	média	媒體	N;NOM;SG	N
média	媒介	média	媒介	N;NOM;SG	N
hit	信仰	hi	信仰	N;NOM;SG	N
hit	信心	hi	信心	N;NOM;SG	N
hit	信念	hi	信念	N;NOM;SG	N
hit	信仰	hi	信仰	N;NOM;SG	N
folyók	河流	folyó	河流	N;NOM;PL	N
állampolgárság	國籍	állampolgárság	國籍	N;NOM;SG	N
állampolgárság	公民	állampolgárság	公民	N;NOM;SG	N
hosszúság	長度	hosszúság	長度	N;NOM;SG	N
hosszúság	經度	hosszúság	經度	N;NOM;SG	N
repülés	飛	repülés	飛	N;NOM;SG	N
repülés	蒼蠅	repülés	蒼蠅	N;NOM;SG	N
repülés	飛翔	repülés	飛翔	N;NOM;SG	N
repülés	航空	repülés	航空	N;NOM;SG	N
repülés	飛	repülés	飛	N;NOM;SG	N
repülés	飛翔	repülés	飛翔	N;NOM;SG	N
repülés	班機	repülés	班機	N;NOM;SG	N
kosárlabda	籃球	kosárlabda	籃球	N;NOM;SG	N
sms	文字	sms	文字	N;NOM;SG	N
sms	案文	sms	案文	N;NOM;SG	N
sms	簡訊	sms	簡訊	N;NOM;SG	N
kategóriák	類別	kategória	類別	N;NOM;PL	N
megadott	提供	megadott	提供	V;INDF;IND;SG;3;PST;FIN;ACT	V
mód	模式	mód	模式	N;NOM;SG	N
times	時代	times	時代	N;NOM;SG	N
times	時報	times	時報	N;NOM;SG	N
fórum	論壇	fórum	論壇	N;NOM;SG	N
csökken	減少	csökken	減少	V;INDF;IND;SG;3;PRS;FIN;ACT	V
csökken	降低	csökken	降低	V;INDF;IND;SG;3;PRS;FIN;ACT	V
csökken	遞減	csökken	遞減	V;INDF;IND;SG;3;PRS;FIN;ACT	V
anya	母后	anya	母后	N;NOM;SG	N
anya	母親	anya	母親	N;NOM;SG	N
méret	大小	méret	大小	N;NOM;SG	N
méret	尺碼	méret	尺碼	N;NOM;SG	N
méret	尺寸	méret	尺寸	N;NOM;SG	N
méret	大小	méret	大小	N;NOM;SG	N
méret	體積	méret	體積	N;NOM;SG	N
méret	尺寸	méret	尺寸	N;NOM;SG	N
országokban	國家	ország	國家	N;IN+ESS;PL	N
országokban	各國	ország	各國	N;IN+ESS;PL	N
beszéd	講話	beszéd	講話	N;NOM;SG	N
beszéd	演講	beszéd	演講	N;NOM;SG	N
beszéd	語音	beszéd	語音	N;NOM;SG	N
számítógép	電腦	számítógép	電腦	N;NOM;SG	N
számítógép	電子	számítógép	電子	N;NOM;SG	N
számítógép	電腦	számítógép	電腦	N;NOM;SG	N
hatás	特效	hatás	特效	N;NOM;SG	N
hatás	效果	hatás	效果	N;NOM;SG	N
hatás	效應	hatás	效應	N;NOM;SG	N
hatás	特效	hatás	特效	N;NOM;SG	N
hatás	效應	hatás	效應	N;NOM;SG	N
hatás	效果	hatás	效果	N;NOM;SG	N
journal	日誌	journal	日誌	N;NOM;SG	N
journal	日刊	journal	日刊	N;NOM;SG	N
journal	日記	journal	日記	N;NOM;SG	N
journal	期刊	journal	期刊	N;NOM;SG	N
változatos	多樣	változatos	多樣	ADJ;NOM;SG	ADJ
kérdések	問題	kérdés	問題	N;NOM;PL	N
olvasó	讀者	olvasó	讀者	N;NOM;SG	N
olvasó	讀者	olvasó	讀者	N;NOM;SG	N
házasságot	婚姻	házasság	婚姻	N;ACC;SG	N
etnikai	族裔	etnikai	族裔	N;NOM;SG	N
etnikai	民族	etnikai	民族	N;NOM;SG	N
etnikai	種族	etnikai	種族	N;NOM;SG	N
etnikai	族裔	etnikai	族裔	N;NOM;SG	N
irányelv	指令	irányelv	指令	N;NOM;SG	N
lassú	慢	lassú	慢		
megoldást	溶液	megoldás	溶液	N;ACC;SG	N
biztosítja	確保	biztosít	確保	V;DEF;IND;SG;3;PRS;FIN;ACT	V
biztosított	投保	biztosított	投保	V;INDF;IND;SG;3;PST;FIN;ACT	V
napló	日誌	napló	日誌	N;NOM;SG	N
napló	日刊	napló	日刊	N;NOM;SG	N
napló	日記	napló	日記	N;NOM;SG	N
napló	期刊	napló	期刊	N;NOM;SG	N
napló	日記	napló	日記	N;NOM;SG	N
napló	日誌	napló	日誌	N;NOM;SG	N
betegségek	病	betegség	病	N;NOM;PL	N
betegségek	疾病	betegség	疾病	N;NOM;PL	N
betegségek	疾病	betegség	疾病	N;NOM;PL	N
betegségek	病	betegség	病	N;NOM;PL	N
betegségek	疾病	betegség	疾病	N;NOM;PL	N
betegségek	病	betegség	病	N;NOM;PL	N
betegségek	疾病	betegség	疾病	N;NOM;PL	N
baleset	意外	baleset	意外	N;NOM;SG	N
baleset	事故	baleset	事故	N;NOM;SG	N
találkozó	會議	találkozó	會議	N;NOM;SG	N
találkozó	團	találkozó	團	N;NOM;SG	N
találkozó	同學	találkozó	同學	N;NOM;SG	N
átlagosan	平均	átlagos	平均	ADJ;FRML;SG	ADJ
listák	名單	lista	名單	N;NOM;PL	N
operatőr	攝影	operatőr	攝影	N;NOM;SG	N
megállapodás	協定	megállapodás	協定	N;NOM;SG	N
megállapodás	協議	megállapodás	協議	N;NOM;SG	N
állapota	條件	állapot	條件	N;NOM;SG	N
állapota	狀況	állapot	狀況	N;NOM;SG	N
házasság	婚姻	házasság	婚姻	N;NOM;SG	N
pszichológiai	心理	pszichológiai	心理	N;NOM;SG	N
pszichológiai	心理	pszichológiai	心理	N;NOM;SG	N
pszichológiai	心理	pszichológiai	心理	N;NOM;SG	N
megváltozott	改變	megváltozott	改變	V;INDF;IND;SG;3;PST;FIN;ACT	V
megváltozott	變更	megváltozott	變更	V;INDF;IND;SG;3;PST;FIN;ACT	V
megváltozott	變	megváltozott	變	V;INDF;IND;SG;3;PST;FIN;ACT	V
egyházmegye	教區	egyházmegy	教區	N;NOM;SG	N
megbeszélés	會議	megbeszélés	會議	N;NOM;SG	N
távoli	遙遠	távoli	遙遠		
utazás	旅行	utazás	旅行	N;NOM;SG	N
utazás	旅費	utazás	旅費	N;NOM;SG	N
utazás	旅遊	utazás	旅遊	N;NOM;SG	N
utazás	旅途	utazás	旅途	N;NOM;SG	N
utazás	旅程	utazás	旅程	N;NOM;SG	N
utazás	旅行	utazás	旅行	N;NOM;SG	N
utazás	旅行	utazás	旅行	N;NOM;SG	N
utazás	行程	utazás	行程	N;NOM;SG	N
utazás	旅行	utazás	旅行	N;NOM;SG	N
utazás	旅遊	utazás	旅遊	N;NOM;SG	N
beosztás	標題	beosztás	標題	N;NOM;SG	N
beosztás	附表	beosztás	附表	N;NOM;SG	N
technika	技術	technika	技術	N;NOM;SG	N
technika	技巧	technika	技巧	N;NOM;SG	N
technika	技術	technika	技術	N;NOM;SG	N
technika	科技	technika	科技	N;NOM;SG	N
pénz	金錢	pénz	金錢	N;NOM;SG	N
pénz	錢	pénz	錢	N;NOM;SG	N
siker	成功	siker	成功	N;NOM;SG	N
fizika	物理	fizika	物理	N;NOM;SG	N
fizika	物理	fizika	物理	N;NOM;SG	N
dolgokat	事情	dolog	事情	N;ACC;PL	N
lépés	台階	lépés	台階	N;NOM;SG	N
lépés	步驟	lépés	步驟	N;NOM;SG	N
lépés	步	lépés	步	N;NOM;SG	N
lépés	步驟	lépés	步驟	N;NOM;SG	N
egységek	單元	egység	單元	N;NOM;PL	N
egységek	單位	egység	單位	N;NOM;PL	N
parancsnok	司令	parancsnok	司令	N;NOM;SG	N
lövések	鏡頭	lövés	鏡頭	N;NOM;PL	N
héten	星期	hét	星期	N;ON+ESS;SG	N
héten	週	hét	週	N;ON+ESS;SG	N
szív	心	szív	心	N;NOM;SG	N
szív	心臟	szív	心臟	N;NOM;SG	N
környezet	環境	környezet	環境	N;NOM;SG	N
tárgyak	項目	tárgy	項目	N;NOM;PL	N
tárgyak	物體	tárgy	物體	N;NOM;PL	N
tárgyak	天體	tárgy	天體	N;NOM;PL	N
tárgyak	物件	tárgy	物件	N;NOM;PL	N
sorban	佇列	sor	佇列	N;IN+ESS;SG	N
betű	信	betű	信	N;NOM;SG	N
betű	字母	betű	字母	N;NOM;SG	N
betű	信函	betű	信函	N;NOM;SG	N
betű	信件	betű	信件	N;NOM;SG	N
nőstény	女	nőstény	女	N;NOM;SG	N
nőstény	女性	nőstény	女性	N;NOM;SG	N
meccs	比賽	meccs	比賽	N;NOM;SG	N
meccs	遊戲	meccs	遊戲	N;NOM;SG	N
karakter	字元	karakter	字元	N;NOM;SG	N
karakter	人物	karakter	人物	N;NOM;SG	N
karakter	角色	karakter	角色	N;NOM;SG	N
karakter	性格	karakter	性格	N;NOM;SG	N
karakter	品格	karakter	品格	N;NOM;SG	N
haditengerészet	海軍	haditengerészet	海軍	N;NOM;SG	N
alkotmány	憲法	alkotmány	憲法	N;NOM;SG	N
zenészek	樂手	zenész	樂手	N;NOM;PL	N
vér	血液	vér	血液	N;NOM;SG	N
vér	血	vér	血	N;NOM;SG	N
vér	血跡	vér	血跡	N;NOM;SG	N
vér	鮮血	vér	鮮血	N;NOM;SG	N
kritika	批判	kritika	批判	N;NOM;SG	N
kritika	審查	kritika	審查	N;NOM;SG	N
kritika	批判	kritika	批判	N;NOM;SG	N
sík	平	sík	平		
polgármester	市長	polgármester	市長	N;NOM;SG	N
polgármester	鎮長	polgármester	鎮長	N;NOM;SG	N
like	讚	lik	讚		
flotta	海軍	flotta	海軍	N;NOM;SG	N
flotta	艦隊	flotta	艦隊	N;NOM;SG	N
flotta	船隊	flotta	船隊	N;NOM;SG	N
flotta	車隊	flotta	車隊	N;NOM;SG	N
növényi	蔬菜	növényi	蔬菜	N;NOM;SG	N
programok	方案	program	方案	N;NOM;PL	N
programok	方案	program	方案	N;NOM;PL	N
programok	程式	program	程式	N;NOM;PL	N
pontok	點	pont	點	N;NOM;PL	N
pontok	點數	pont	點數	N;NOM;PL	N
ipar	工業	ipar	工業	N;NOM;SG	N
ipar	產業	ipar	產業	N;NOM;SG	N
ipar	行業	ipar	行業	N;NOM;SG	N
ipar	業界	ipar	業界	N;NOM;SG	N
járművek	車輛	jármű	車輛	N;NOM;PL	N
járművek	車輛	jármű	車輛	N;NOM;PL	N
diákok	學生	diák	學生	N;NOM;PL	N
tonna	噸	tonna	噸	N;NOM;SG	N
tonna	公噸	tonna	公噸	N;NOM;SG	N
tonna	噸	tonna	噸	N;NOM;SG	N
tonna	噸	tonna	噸	N;NOM;SG	N
tonna	噸	tonna	噸	N;NOM;SG	N
tonna	公噸	tonna	公噸	N;NOM;SG	N
sárkány	風箏	sárkány	風箏	N;NOM;SG	N
sárkány	龍	sárkány	龍	N;NOM;SG	N
sárkány	神龍	sárkány	神龍	N;NOM;SG	N
jogok	權利	jog	權利	N;NOM;PL	N
kerülete	圓周	kerület	圓周	N;NOM;SG	N
konferencia	會議	konferencia	會議	N;NOM;SG	N
közgazdász	經濟	közgazdász	經濟	N;NOM;SG	N
hatóságok	當局	hatóság	當局	N;NOM;PL	N
kiállítása	展覽	kiállítás	展覽	N;NOM;SG	N
kiállítása	展	kiállítás	展	N;NOM;SG	N
kiállítása	展覽	kiállítás	展覽	N;NOM;SG	N
blokk	區塊	blokk	區塊	N;NOM;SG	N
tábla	黑板	tábla	黑板	N;NOM;SG	N
tábla	董事	tábla	董事	N;NOM;SG	N
tábla	牌匾	tábla	牌匾	N;NOM;SG	N
tábla	石板	tábla	石板	N;NOM;SG	N
tábla	平板	tábla	平板	N;NOM;SG	N
párhuzamos	平行	párhuzamos	平行		
fut	奔	fut	奔	V;INDF;IND;SG;3;PRS;FIN;ACT	V
fut	跑步	fut	跑步	V;INDF;IND;SG;3;PRS;FIN;ACT	V
fut	運行	fut	運行	V;INDF;IND;SG;3;PRS;FIN;ACT	V
helyszínek	場地	helyszín	場地	N;NOM;PL	N
helyszínek	地點	helyszín	地點	N;NOM;PL	N
helyszínek	地方	helyszín	地方	N;NOM;PL	N
helyszínek	地點	helyszín	地點	N;NOM;PL	N
hírek	新聞	hír	新聞	N;NOM;PL	N
turné	游	tur	游	N;NOM;SG	N
turné	導覽	tur	導覽	N;NOM;SG	N
turné	旅遊	tur	旅遊	N;NOM;SG	N
iskolák	學校	iskolák	學校	N;NOM;PL	N
unokája	外	unoka	外	N;NOM;SG	N
unokája	孫子	unoka	孫子	N;NOM;SG	N
unokája	外孫	unoka	外孫	N;NOM;SG	N
fej	頭	fej	頭	N;NOM;SG	N
fej	頭部	fej	頭部	N;NOM;SG	N
regisztrált	註冊	regisztrált	註冊	V;INDF;IND;SG;3;PST;FIN;ACT	V
fegyver	武器	fegyver	武器	N;NOM;SG	N
fegyver	兵器	fegyver	兵器	N;NOM;SG	N
fegyver	武器	fegyver	武器	N;NOM;SG	N
fegyver	兵器	fegyver	兵器	N;NOM;SG	N
fegyver	槍支	fegyver	槍支	N;NOM;SG	N
fegyver	槍	fegyver	槍	N;NOM;SG	N
fegyver	炮	fegyver	炮	N;NOM;SG	N
környék	鄰里	környék	鄰里	N;NOM;SG	N
környék	鄰里	környék	鄰里	N;NOM;SG	N
környék	面積	környék	面積	N;NOM;SG	N
környék	地區	környék	地區	N;NOM;SG	N
környék	區域	környék	區域	N;NOM;SG	N
környék	區	környék	區	N;NOM;SG	N
fal	壁	fal	壁	N;NOM;SG	N
fal	牆壁	fal	牆壁	N;NOM;SG	N
fal	圍牆	fal	圍牆	N;NOM;SG	N
fal	牆	fal	牆	N;NOM;SG	N
vonat	火車	vonat	火車	N;NOM;SG	N
vonat	列車	vonat	列車	N;NOM;SG	N
rakéta	火箭	rakéta	火箭	N;NOM;SG	N
rakéta	導彈	rakéta	導彈	N;NOM;SG	N
teljesítmény	績效	teljesítmény	績效	N;NOM;SG	N
teljesítmény	業績	teljesítmény	業績	N;NOM;SG	N
csillagászati	天文	csillagászati	天文	N;NOM;SG	N
jelentés	報告	jelentés	報告	N;NOM;SG	N
jelentés	報告	jelentés	報告	N;NOM;SG	N
tábor	難民	tábor	難民	N;NOM;SG	N
tábor	營	tábor	營	N;NOM;SG	N
tábor	營地	tábor	營地	N;NOM;SG	N
keretek	幀	keret	幀	N;NOM;PL	N
keretek	框架	keret	框架	N;NOM;PL	N
keretek	框	keret	框	N;NOM;PL	N
keretek	框架	keret	框架	N;NOM;PL	N
erőd	堡	erőd	堡	N;NOM;SG	N
fából	木質	fa	木質	N;IN+ABL;SG	N
fából	木	fa	木	N;IN+ABL;SG	N
énekesek	歌手	énekes	歌手	N;NOM;PL	N
kivétel	例外	kivétel	例外		
kivétel	例外	kivétel	例外		
sikertelen	失敗	sikertelen	失敗		
templomok	教會	templom	教會	N;NOM;PL	N
templomok	教堂	templom	教堂	N;NOM;PL	N
templomok	廟宇	templom	廟宇	N;NOM;PL	N
templomok	寺廟	templom	寺廟	N;NOM;PL	N
mérnöki	工程	mérnöki	工程	N;NOM;SG	N
mérnöki	工程	mérnöki	工程	N;NOM;SG	N
tanácsos	議員	tanácsos	議員	N;NOM;SG	N
keret	幀	kér	幀	N;NOM;SG	N
keret	框架	kér	框架	N;NOM;SG	N
keret	框	kér	框	N;NOM;SG	N
keret	框架	kér	框架	N;NOM;SG	N
keret	幀	kér	幀	N;NOM;SG	N
keret	框框	kér	框框	N;NOM;SG	N
keret	框架	kér	框架	N;NOM;SG	N
keret	框	kér	框	N;NOM;SG	N
álnév	別名	álnév	別名	N;NOM;SG	N
álnév	假名	álnév	假名	N;NOM;SG	N
álnév	別名	álnév	別名	N;NOM;SG	N
közelebb	更	közel	更	ADV	ADV
vizsgálat	測試	vizsgálat	測試	N;NOM;SG	N
vizsgálat	測驗	vizsgálat	測驗	N;NOM;SG	N
vizsgálat	檢驗	vizsgálat	檢驗	N;NOM;SG	N
vizsgálat	試驗	vizsgálat	試驗	N;NOM;SG	N
vizsgálat	考試	vizsgálat	考試	N;NOM;SG	N
vizsgálat	測試	vizsgálat	測試	N;NOM;SG	N
vizsgálat	試驗	vizsgálat	試驗	N;NOM;SG	N
vizsgálat	測驗	vizsgálat	測驗	N;NOM;SG	N
függőleges	垂直	függőleges	垂直	N;NOM;SG	N
függőleges	縱向	függőleges	縱向	N;NOM;SG	N
mező	欄位	mező	欄位	N;NOM;SG	N
mező	田間	mező	田間	N;NOM;SG	N
mező	田地	mező	田地	N;NOM;SG	N
mező	欄位	mező	欄位	N;NOM;SG	N
mező	田野	mező	田野	N;NOM;SG	N
fiúk	男生	fiúk	男生	N;NOM;PL	N
fiúk	男孩	fiúk	男孩	N;NOM;PL	N
mindegy	反正	mindegy	反正		
alkalmazták	套用	alkalmaz	套用	V;DEF;IND;PL;3;PST;FIN;ACT	V
levelet	信	levél	信	N;ACC;SG	N
levelet	字母	levél	字母	N;ACC;SG	N
levelet	信函	levél	信函	N;ACC;SG	N
levelet	信件	levél	信件	N;ACC;SG	N
beszélni	聊	beszél	聊	V;NFIN;ACT	V
építeni	建	épít	建	V;NFIN;ACT	V
építeni	建立	épít	建立	V;NFIN;ACT	V
kert	園	ker	園	N;NOM;SG	N
kert	園林	ker	園林	N;NOM;SG	N
kert	花園	ker	花園	N;NOM;SG	N
kert	園藝	ker	園藝	N;NOM;SG	N
szűk	狹窄	szűk	狹窄	ADJ;NOM;SG	ADJ
vizsgálatok	測試	vizsgálat	測試	N;NOM;PL	N
vizsgálatok	測驗	vizsgálat	測驗	N;NOM;PL	N
vizsgálatok	查詢	vizsgálat	查詢	N;NOM;PL	N
kód	密碼	kód	密碼	N;NOM;SG	N
kód	編碼	kód	編碼	N;NOM;SG	N
kód	碼	kód	碼	N;NOM;SG	N
feltételek	術語	fel+tétel	術語	N;NOM;PL	N
feltételek	條款	fel+tétel	條款	N;NOM;PL	N
feltételek	條件	fel+tétel	條件	N;NOM;PL	N
genetikai	遺傳	genetikai	遺傳	N;NOM;SG	N
gitáros	吉他	gitáros	吉他	N;NOM;SG	N
lapos	平	lapos	平		
dönt	決定	dönt	決定	V;INDF;IND;SG;3;PRS;FIN;ACT	V
délkelet	東南	délkelet	東南	N;NOM;SG	N
délkelet	東南	délkelet	東南	N;NOM;SG	N
ige	動詞	ige	動詞	N;NOM;SG	N
kronológia	時序	kronológia	時序	N;NOM;SG	N
kronológia	年表	kronológia	年表	N;NOM;SG	N
