קטגוריה	catégorie	קטגוריה	catégorie	N;FEM;SG	N;FEM;SG
טנקים	cuves	טנק	cuve	N;MASC;PL	N;FEM;PL
תיקון	réparateur	תיקון	réparateur	N;MASC;SG	N;MASC;SG
תיקון	réparation	תיקון	réparation	N;MASC;SG	N;FEM;SG
תיקון	correction	תיקון	correction	N;MASC;SG	N;FEM;SG
תיקון	rectification	תיקון	rectification	N;MASC;SG	N;FEM;SG
תיקון	correcteur	תיקון	correcteur	N;MASC;SG	N;MASC;SG
אזורים	régions	אזור	région	N;MASC;PL	N;FEM;PL
אזורים	zones	אזור	zone	N;MASC;PL	N;FEM;PL
אזורים	domaines	אזור	domaine	N;MASC;PL	N;MASC;PL
אזורים	zones	אזור	zone	N;MASC;PL	N;FEM;PL
להניח	présumer	הניח	présumer	V;NFIN;ACT	V;NFIN
להניח	supposer	הניח	supposer	V;NFIN;ACT	V;NFIN
להניח	supposez	הניח	supposer	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
פעילים	militants	פעיל	militant	N;MASC;PL	N;MASC;PL
פעילים	activistes	פעיל	activiste	N;MASC;PL	N;MASC;PL
קהילות	communautés	קהילה	communauté	N;FEM;PL	N;FEM;PL
קהילות	collectivités	קהילה	collectivité	N;FEM;PL	N;FEM;PL
בהחלט	absolument	בהחלט	absolument	ADV	ADV
איגוד	union	איגוד	union	N;MASC;SG	N;FEM;SG
איגוד	syndicat	איגוד	syndicat	N;MASC;SG	N;MASC;SG
איגוד	association	איגוד	association	N;MASC;SG	N;FEM;SG
תשובה	réponse	תשובה	réponse	N;FEM;SG	N;FEM;SG
תשובה	reponse	תשובה	reponser	N;FEM;SG	N;FEM;SG
תשובה	réponse	תשובה	réponse	N;FEM;SG	N;FEM;SG
תשובה	réplique	תשובה	réplique	N;FEM;SG	N;FEM;SG
תשובה	reponse	תשובה	reponser	N;FEM;SG	N;FEM;SG
תשובה	réponse	תשובה	réponse	N;FEM;SG	N;FEM;SG
תשובה	réaction	תשובה	réaction	N;FEM;SG	N;FEM;SG
סכום	somme	סכום	somme	N;MASC;SG	N;FEM;SG
לפגוע	blessé	פגע	blesser	V;NFIN;ACT	V;MASC;SG;PST;V.PTCP
לפגוע	blessée	פגע	blessé	V;NFIN;ACT	V;FEM;SG;PST;V.PTCP
לפגוע	blesser	פגע	blesser	V;NFIN;ACT	V;NFIN
למדה	appris	למד	apprendre	V;FEM;SG;3;PST	V;MASC;SG;PST;V.PTCP
למדה	apprise	למד	apprise	V;FEM;SG;3;PST	V;FEM;SG;PST;V.PTCP
למדה	étudié	למד	étudier	V;FEM;SG;3;PST	V;MASC;SG;PST;V.PTCP
למדה	étudiée	למד	étudier	V;FEM;SG;3;PST	V;FEM;SG;PST;V.PTCP
נהג	pilote	נהג	pilote	N;MASC;SG	N;MASC;SG
נהג	conducteur	נהג	conducteur	N;MASC;SG	N;MASC;SG
קשור	lié	קשר	lier	V;MASC;SG;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
עלייה	augmentation	עלייה	augmentation	N;FEM;SG	N;FEM;SG
עלייה	accroissement	עלייה	accroissement	N;FEM;SG	N;MASC;SG
עלייה	aliyah	עלייה	aliyah	N;FEM;SG	N;FEM;SG
גיטרה	guitare	גיטרה	guitare	N;FEM;SG	N;FEM;SG
בחר	choisir	בחר	choisir	V;MASC;SG;3;PST;ACT	V;NFIN
בחר	choisir	בחר	choisir	V;MASC;SG;3;PST;ACT	V;NFIN
בחר	sélectionner	בחר	sélectionner	V;MASC;SG;3;PST;ACT	V;NFIN
לבנים	briques	לבן	brique	N;MASC;PL	N;FEM;PL
קשרים	raccordements	קשר	raccordement	N;MASC;PL	N;MASC;PL
קשרים	connexions	קשר	connexion	N;MASC;PL	N;FEM;PL
קשרים	noeuds	קשר	noeud	N;MASC;PL	N;MASC;PL
קשרים	nœuds	קשר	noeud	N;MASC;PL	N;MASC;PL
קשרים	contacts	קשר	contact	N;MASC;PL	N;MASC;PL
קורס	cours	קורס	cours	N;MASC;SG	N;MASC;SG
חיבור	branchement	חיבור	branchement	N;MASC;SG	N;MASC;SG
חיבור	raccordement	חיבור	raccordement	N;MASC;SG	N;MASC;SG
חיבור	connexion	חיבור	connexion	N;MASC;SG	N;FEM;SG
חיבור	raccordement	חיבור	raccordement	N;MASC;SG	N;MASC;SG
חיבור	connexion	חיבור	connexion	N;MASC;SG	N;FEM;SG
מדגם	échantillon	מדגם	échantillon	N;MASC;SG	N;MASC;SG
הכריז	déclarée	הכריז	déclarer	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
הכריז	déclaré	הכריז	déclarer	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
מועצה	conseil	מועצה	conseil	N;FEM;SG	N;MASC;SG
בינתיים	entretemps	בינתיים	entretemps	ADV	ADV
רצון	désir	רצון	désir	N;MASC;SG	N;MASC;SG
להצטרף	joindre	הצטרף	joindre	V;NFIN	V;NFIN
להצטרף	rejoignez	הצטרף	rejoindre	V;NFIN	V;IMP;PL;2;PRS;FIN
להצטרף	adhérer	הצטרף	adhérer	V;NFIN	V;NFIN
להצטרף	rejoindre	הצטרף	rejoindre	V;NFIN	V;NFIN
שילוב	combinaison	שילוב	combinaison	N;MASC;SG	N;FEM;SG
חשמל	electricité	חשמל	electricité	N;MASC;SG	N;FEM;SG
חשמל	électricité	חשמל	électricité	N;MASC;SG	N;FEM;SG
התעשייה	industrie	התעשייה	industrie	N;FEM;SG	N;FEM;SG
ראיון	entrevue	ראיון	entrevue	N;MASC;SG	N;FEM;SG
ראיון	entretien	ראיון	entretien	N;MASC;SG	N;MASC;SG
ראיון	interview	ראיון	interview	N;MASC;SG	N;FEM;SG
חופש	liberté	חופש	liberté	N;MASC;SG	N;FEM;SG
פירוק	décomposition	פירוק	décomposition	N;MASC;SG	N;FEM;SG
פירוק	dissolution	פירוק	dissolution	N;MASC;SG	N;FEM;SG
פירוק	démontage	פירוק	démontage	N;MASC;SG	N;MASC;SG
פירוק	démantèlement	פירוק	démantèlement	N;MASC;SG	N;MASC;SG
רוצים	vouloir	רצה	vouloir	V;MASC;PL;V.PTCP;ACT	V;NFIN
קטגוריות	catégories	קטגוריה	catégorie	N;FEM;PL	N;FEM;PL
לגלות	découvrez	None	découvrir	V;NFIN	V;IMP;PL;2;PRS;FIN
לגלות	découverte	None	découvrir	V;NFIN	V;FEM;SG;PST;V.PTCP
לגלות	découvrir	None	découvrir	V;NFIN	V;NFIN
הודעה	notification	הודעה	notification	N;FEM;SG	N;FEM;SG
הודעה	message	הודעה	message	N;FEM;SG	N;MASC;SG
הודעה	annonce	הודעה	annonce	N;FEM;SG	N;FEM;SG
סירב	refusé	סירב	refuser	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
סירב	refusée	סירב	refuser	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
נבנתה	construite	נבנה	construire	V;FEM;SG;3;PST;MID	V;FEM;SG;PST;V.PTCP
נבנתה	construit	נבנה	construire	V;FEM;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
נבנתה	bâti	נבנה	bâtir	V;FEM;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
נבנתה	construite	נבנה	construire	V;FEM;SG;3;PST;MID	V;FEM;SG;PST;V.PTCP
נבנתה	construit	נבנה	construire	V;FEM;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
רופא	médecin	רופא	médecin	N;MASC;SG	N;MASC;SG
רופא	physicien	רופא	physicien	N;MASC;SG	N;MASC;SG
רופא	médecin	רופא	médecin	N;MASC;SG	N;MASC;SG
רופא	docteur	רופא	docteur	N;MASC;SG	N;MASC;SG
לעסוק	engager	עסק	engager	V;NFIN;ACT	V;NFIN
לעסוק	engagez	עסק	engager	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
ממוקם	située	מוקם	situer	V;MASC;SG;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
ממוקם	localisé	מוקם	localiser	V;MASC;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
ממוקם	situé	מוקם	situer	V;MASC;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
ממוקם	placée	מוקם	placer	V;MASC;SG;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
ממוקם	placé	מוקם	placer	V;MASC;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
אוכלוסיית	population	אוכלוסייה	population	N;PSSD;FEM;SG	N;FEM;SG
מכתב	lettre	מכתב	lettre	N;MASC;SG	N;FEM;SG
קוראים	lecteurs	קורא	lecteur	N;MASC;PL	N;MASC;PL
כתיבה	rédaction	כתיבה	rédaction	N;FEM;SG	N;FEM;SG
כתיבה	écriture	כתיבה	écriture	N;FEM;SG	N;FEM;SG
זמנית	temporairement	זמנית	temporairement	ADV	ADV
זמנית	provisoirement	זמנית	provisoirement	ADV	ADV
זמנית	momentanément	זמנית	momentanément	ADV	ADV
חוקר	chercheuse	חוקר	chercheux	N;MASC;SG	N;FEM;SG
חוקר	chercheur	חוקר	chercheur	N;MASC;SG	N;MASC;SG
חוקר	explorateur	חוקר	explorateur	N;MASC;SG	N;MASC;SG
קהל	audience	קהל	audience	N;MASC;SG	N;FEM;SG
קהל	auditoire	קהל	auditoire	N;MASC;SG	N;MASC;SG
קהל	foule	קהל	foule	N;MASC;SG	N;FEM;SG
מחלות	maladies	מחלה	maladie	N;FEM;PL	N;FEM;PL
מחלות	maladies	מחלה	maladie	N;FEM;PL	N;FEM;PL
ירוק	verte	ירוק	vert	ADJ;MASC;SG	ADJ;FEM;SG
ירוק	vert	ירוק	vert	ADJ;MASC;SG	ADJ;MASC;SG
סטודנטים	étudiants	סטודנט	étudiant	N;MASC;PL	N;MASC;PL
סטודנטים	etudiants	סטודנט	etudiant	N;MASC;PL	N;MASC;PL
סטודנטים	élèves	סטודנט	élève	N;MASC;PL	N;MASC;PL
מקצוע	métier	מקצוע	métier	N;MASC;SG	N;MASC;SG
מקצוע	profession	מקצוע	profession	N;MASC;SG	N;FEM;SG
מקצוע	profession	מקצוע	profession	N;MASC;SG	N;FEM;SG
מקצוע	occupation	מקצוע	occupation	N;MASC;SG	N;FEM;SG
שיחות	conversations	שיחה	conversation	N;FEM;PL	N;FEM;PL
שיחות	appels	שיחה	appel	N;FEM;PL	N;MASC;PL
ציבורי	public	ציבורי	public	ADJ;MASC;SG	ADJ;MASC;SG
ציבורי	publique	ציבורי	public	ADJ;MASC;SG	ADJ;FEM;SG
זמרים	chanteurs	זמר	chanteur	N;MASC;PL	N;MASC;PL
זמרים	chanteuses	זמר	chanteur	N;MASC;PL	N;FEM;PL
הופעה	performance	הופעה	performance	N;FEM;SG	N;FEM;SG
הופעה	rendement	הופעה	rendement	N;FEM;SG	N;MASC;SG
הופעה	apparence	הופעה	apparence	N;FEM;SG	N;FEM;SG
הופעה	apparition	הופעה	apparition	N;FEM;SG	N;FEM;SG
הופעה	aspect	הופעה	aspect	N;FEM;SG	N;MASC;SG
הופעה	concert	הופעה	concert	N;FEM;SG	N;MASC;SG
הציג	introduit	הציג	introduire	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
עורכים	rédacteurs	ערך	rédacteur	N;MASC;PL	N;MASC;PL
עורכים	éditeurs	ערך	éditeur	N;MASC;PL	N;MASC;PL
להימנע	éviter	נמנע	éviter	V;NFIN;MID	V;NFIN
להימנע	évite	נמנע	éviter	V;NFIN;MID	V;IND;SG;3;PRS;FIN
להימנע	eviter	נמנע	éviter	V;NFIN;MID	V;NFIN
להימנע	évitez	נמנע	éviter	V;NFIN;MID	V;IMP;PL;2;PRS;FIN
להימנע	abstenir	נמנע	abstenir	V;NFIN;MID	V;NFIN
להחליף	basculer	החליף	basculer	V;NFIN;ACT	V;NFIN
הכנסות	revenus	הכנסה	revenu	N;FEM;PL	N;MASC;PL
הכנסות	recettes	הכנסה	recette	N;FEM;PL	N;FEM;PL
רע	bad	רע	bad	N;MASC;SG	N;MASC;SG
ביצע	effectué	ביצע	effectuer	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
ביצע	engagée	ביצע	engager	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
ביצע	commis	ביצע	commettre	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
ביצע	engagé	ביצע	engager	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
מקומית	localement	מקומית	localement	ADV	ADV
העלה	téléchargé	העלה	téléchargé	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
העלה	téléchargée	העלה	téléchargé	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
בריאות	sante	בריאות	sante	N;FEM;SG	N;FEM;SG
בריאות	santé	בריאות	santé	N;FEM;SG	N;FEM;SG
כינוי	pseudonyme	כינוי	pseudonyme	N;MASC;SG	N;MASC;SG
כינוי	surnom	כינוי	surnom	N;MASC;SG	N;MASC;SG
כינוי	pseudo	כינוי	pseudo	N;MASC;SG	N;MASC;SG
כינוי	pseudonyme	כינוי	pseudonyme	N;MASC;SG	N;MASC;SG
כיתוב	légende	כיתוב	légende	N;MASC;SG	N;FEM;SG
הולך	aller	הלך	aller	V;MASC;SG;V.PTCP;ACT	V;NFIN
פנה	tourner	פנה	tourner	V;MASC;SG;3;PST;ACT	V;NFIN
תרופות	drogues	תרופה	drogue	N;FEM;PL	N;FEM;PL
תרופות	médicaments	תרופה	médicament	N;FEM;PL	N;MASC;PL
תרופות	médicaments	תרופה	médicament	N;FEM;PL	N;MASC;PL
תרופות	médicaments	תרופה	médicament	N;FEM;PL	N;MASC;PL
למנות	nommer	None	nommer	V;NFIN	V;NFIN
למנות	désigner	None	désigner	V;NFIN	V;NFIN
הצופים	observateurs	הצוף	observateur	N;MASC;PL	N;MASC;PL
הצופים	téléspectateurs	הצוף	téléspectateur	N;MASC;PL	N;MASC;PL
הצופים	spectateurs	הצוף	spectateur	N;MASC;PL	N;MASC;PL
שעה	heure	שעה	heure	N;FEM;SG	N;FEM;SG
שורה	ligne	שורה	ligne	N;FEM;SG	N;FEM;SG
שורה	line	שורה	line	N;FEM;SG	N;SG
שורה	ligne	שורה	ligne	N;FEM;SG	N;FEM;SG
שורה	rang	שורה	rang	N;FEM;SG	N;MASC;SG
חוקים	règles	חוק	règle	N;MASC;PL	N;FEM;PL
חוקים	regles	חוק	regle	N;MASC;PL	N;FEM;PL
חוקים	lois	חוק	loi	N;MASC;PL	N;FEM;PL
בכיר	aîné	בכיר	aîné	ADJ;MASC;SG	ADJ;MASC;SG
כותבים	scénaristes	כותב	scénariste	N;MASC;PL	N;MASC;PL
כותבים	auteurs	כותב	auteur	N;MASC;PL	N;MASC;PL
כותבים	écrivains	כותב	écrivain	N;MASC;PL	N;MASC;PL
מדויק	précis	מדויק	précis	ADJ;MASC;SG	ADJ;MASC;SG
מדויק	précise	מדויק	précis	ADJ;MASC;SG	ADJ;FEM;SG
מדויק	exacte	מדויק	exact	ADJ;MASC;SG	ADJ;FEM;SG
מדויק	précis	מדויק	précis	ADJ;MASC;SG	ADJ;MASC;SG
מדויק	exacte	מדויק	exact	ADJ;MASC;SG	ADJ;FEM;SG
מדויק	exact	מדויק	exact	ADJ;MASC;SG	ADJ;MASC;SG
בקשת	demande	בקשה	demande	N;FEM;SG	N;FEM;SG
בקשת	requête	בקשה	requête	N;FEM;SG	N;FEM;SG
אמיתי	réel	אמיתי	réel	ADJ;MASC;SG	ADJ;MASC;SG
אמיתי	réelle	אמיתי	réel	ADJ;MASC;SG	ADJ;FEM;SG
אמיתי	véritable	אמיתי	véritable	ADJ;MASC;SG	ADJ;MASC;SG
אמיתי	vrai	אמיתי	vrai	ADJ;MASC;SG	ADJ;MASC;SG
אמיתי	vraie	אמיתי	vrai	ADJ;MASC;SG	ADJ;FEM;SG
עדות	testament	עדות	testament	N;FEM;SG	N;MASC;SG
עדות	témoignage	עדות	témoignage	N;FEM;SG	N;MASC;SG
טיסה	volant	טיסה	volant	N;FEM;SG	N;MASC;SG
טיסה	vol	טיסה	vol	N;FEM;SG	N;MASC;SG
מטען	cargaison	מטען	cargaison	N;MASC;SG	N;FEM;SG
מטען	fret	מטען	fret	N;MASC;SG	N;MASC;SG
מטען	bagage	מטען	bagage	N;MASC;SG	N;MASC;SG
מטען	charge	מטען	charge	N;MASC;SG	N;FEM;SG
מטען	chargeur	מטען	chargeur	N;MASC;SG	N;MASC;SG
עקרונות	principes	עיקרון	principe	N;MASC;PL	N;MASC;PL
השתמש	utiliser	השתמש	utiliser	V;MASC;SG;3;PST	V;NFIN
פרופיל	profil	פרופיל	profil	N;MASC;SG	N;MASC;SG
אחרון	dernier	אחרון	dernier	ADJ;MASC;SG	ADJ;MASC;SG
אחרון	dernière	אחרון	dernier	ADJ;MASC;SG	ADJ;FEM;SG
מחוזות	districts	מחוז	district	N;MASC;PL	N;MASC;PL
מחוזות	arrondissements	מחוז	arrondissement	N;MASC;PL	N;MASC;PL
מחוזות	quartiers	מחוז	quartier	N;MASC;PL	N;MASC;PL
מחוזות	provinces	מחוז	province	N;MASC;PL	N;FEM;PL
מחוזות	comtés	מחוז	comté	N;MASC;PL	N;MASC;PL
לחיות	vivant	None	vivre	V;NFIN	V;PRS;V.PTCP
לחיות	vivre	None	vivre	V;NFIN	V;NFIN
נוסד	fondé	נוסד	fonder	V;MASC;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
נוסד	fondée	נוסד	fonder	V;MASC;SG;3;PST;MID	V;FEM;SG;PST;V.PTCP
אזורי	régions	אזור	région	N;MASC;PL	N;FEM;PL
התקבל	reçu	התקבל	recevoir	V;MASC;SG;3;PST	V;MASC;SG;PST;V.PTCP
התקבל	reçue	התקבל	recevoir	V;MASC;SG;3;PST	V;FEM;SG;PST;V.PTCP
התקבל	acceptée	התקבל	accepter	V;MASC;SG;3;PST	V;FEM;SG;PST;V.PTCP
התקבל	accepté	התקבל	accepter	V;MASC;SG;3;PST	V;MASC;SG;PST;V.PTCP
ריכוז	concentration	ריכוז	concentration	N;MASC;SG	N;FEM;SG
הוענק	accordé	הוענק	accorder	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
הוענק	octroyé	הוענק	octroyer	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
הוענק	accordée	הוענק	accorder	V;MASC;SG;3;PST;PASS	V;FEM;SG;PST;V.PTCP
הוענק	décerné	הוענק	décerner	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
הוענק	attribué	הוענק	attribuer	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
הוענק	récompensé	הוענק	récompenser	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
הקומוניסטית	communisme	הקומוניסטי	communisme	N	N;MASC;SG
הקומוניסטית	communistes	הקומוניסטי	communiste	N	N;MASC;PL
פרץ	piraté	פרץ	pirater	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
מציין	notant	ציין	noter	V;MASC;SG;V.PTCP;ACT	V;PRS;V.PTCP
מציין	constatant	ציין	constater	V;MASC;SG;V.PTCP;ACT	V;PRS;V.PTCP
מקווה	espérant	קיווה	espérer	V;MASC;SG;V.PTCP;ACT	V;PRS;V.PTCP
מקווה	espérer	קיווה	espérer	V;MASC;SG;V.PTCP;ACT	V;NFIN
מקווה	espérer	קיווה	espérer	V;MASC;SG;V.PTCP;ACT	V;NFIN
ניסיונות	tentatives	ניסיון	tentative	N;MASC;PL	N;FEM;PL
להסביר	expliquez	הסביר	expliquer	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
להסביר	expliquer	הסביר	expliquer	V;NFIN;ACT	V;NFIN
להסביר	explique	הסביר	expliquer	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
משמר	garde	משמר	garde	N;MASC;SG	N;FEM;SG
משמר	gardien	משמר	gardien	N;MASC;SG	N;MASC;SG
אלוהים	dieu	אלוהים	dieu	N;MASC;SG	N;MASC;SG
כתובת	allocution	כתובת	allocution	N;FEM;SG	N;FEM;SG
כתובת	adresse	כתובת	adresse	N;FEM;SG	N;FEM;SG
עצים	arbres	עץ	arbre	N;MASC;PL	N;MASC;PL
תופעה	phénomène	תופעה	phénomène	N;FEM;SG	N;MASC;SG
תופעה	phénomène	תופעה	phénomène	N;FEM;SG	N;MASC;SG
התקיים	existé	התקיים	exister	V;MASC;SG;3;PST	V;MASC;SG;PST;V.PTCP
מהלך	déménagement	מהלך	déménagement	N;MASC;SG	N;MASC;SG
צי	flotte	צי	flotte	N;MASC;SG	N;FEM;SG
נפטרה	décédée	נפטר	décéder	V;FEM;SG;3;PST;MID	V;FEM;SG;PST;V.PTCP
נפטרה	décédé	נפטר	décéder	V;FEM;SG;3;PST;MID	V;MASC;SG;PST;V.PTCP
שריון	blindage	שריון	blindage	N;MASC;SG	N;MASC;SG
שריון	armure	שריון	armure	N;MASC;SG	N;FEM;SG
שריון	blindage	שריון	blindage	N;MASC;SG	N;MASC;SG
שריון	armure	שריון	armure	N;MASC;SG	N;FEM;SG
הועלה	téléchargé	הועלה	téléchargé	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
הועלה	téléchargée	הועלה	téléchargé	V;MASC;SG;3;PST;PASS	V;FEM;SG;PST;V.PTCP
פונקציה	fonction	פונקציה	fonction	N;FEM;SG	N;FEM;SG
מוקדם	tôt	מוקדם	tôt	ADV	ADV
להצביע	votez	הצביע	votez	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
להצביע	voter	הצביע	voter	V;NFIN;ACT	V;NFIN
משפטים	phrases	משפט	phrase	N;MASC;PL	N;FEM;PL
דפים	pages	דף	page	N;MASC;PL	N;FEM;PL
מהדורה	edition	מהדורה	edition	N;FEM;SG	N;FEM;SG
מהדורה	édition	מהדורה	édition	N;FEM;SG	N;FEM;SG
מהר	rapidement	מהר	rapidement	ADV	ADV
מהר	vite	מהר	vite	ADV	ADV
מהר	rapidement	מהר	rapidement	ADV	ADV
מהר	vite	מהר	vite	ADV	ADV
כרגע	actuellement	כרגע	actuellement	ADV	ADV
כרגע	présentement	כרגע	présentement	ADV	ADV
המציאות	réalité	המציאות	réalité	N;FEM;SG	N;FEM;SG
רפואה	médecine	רפואה	médecine	N;FEM;SG	N;FEM;SG
רפואה	médicament	רפואה	médicament	N;FEM;SG	N;MASC;SG
חטיבה	division	חטיבה	division	N;FEM;SG	N;FEM;SG
חטיבה	circonscription	חטיבה	circonscription	N;FEM;SG	N;FEM;SG
חטיבה	régiment	חטיבה	régiment	N;FEM;SG	N;MASC;SG
חטיבה	brigade	חטיבה	brigade	N;FEM;SG	N;FEM;SG
לשים	mis	שם	mettre	V;NFIN;ACT	V;MASC;SG;PST;V.PTCP
לשים	mettre	שם	mettre	V;NFIN;ACT	V;NFIN
קריאה	lecture	קריאה	lecture	N;FEM;SG	N;FEM;SG
קריאה	lecture	קריאה	lecture	N;FEM;SG	N;FEM;SG
לזהות	identifier	זיהה	identifier	V;NFIN;ACT	V;NFIN
גז	gaz	גז	gaz	N;MASC;SG	N;MASC;SG
רפואי	médicale	רפואי	médical	ADJ;MASC;SG	ADJ;FEM;SG
רפואי	médical	רפואי	médical	ADJ;MASC;SG	ADJ;MASC;SG
מקומיים	locales	מקומי	local	ADJ;MASC;PL	ADJ;FEM;PL
מקומיים	locaux	מקומי	local	ADJ;MASC;PL	ADJ;MASC;PL
מקומיים	locaux	מקומי	local	ADJ;MASC;PL	ADJ;MASC;PL
כתר	couronne	כתר	couronne	N;MASC;SG	N;FEM;SG
בהכרח	forcément	בהכרח	forcément	ADV	ADV
בהכרח	nécessairement	בהכרח	nécessairement	ADV	ADV
טון	tonne	טון	tonne	N;MASC;SG	N;FEM;SG
טון	tonalité	טון	tonalité	N;MASC;SG	N;FEM;SG
טון	tonus	טון	tonus	N;MASC;SG	N;MASC;SG
התהליך	procédé	התהליך	procéder	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
העמותה	association	העמותה	association	N;FEM;SG	N;FEM;SG
לשפר	améliorez	שיפר	améliorer	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
לשפר	améliore	שיפר	améliorer	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לשפר	améliorer	שיפר	améliorer	V;NFIN;ACT	V;NFIN
ארמון	palais	ארמון	palais	N;MASC;SG	N;MASC;SG
ארמון	palace	ארמון	palace	N;MASC;SG	N;MASC;SG
אצטדיון	stade	אצטדיון	stade	N;MASC;SG	N;MASC;SG
צמחים	plantes	צמח	plante	N;MASC;PL	N;FEM;PL
לוחמים	combattants	לוחם	combattant	N;MASC;PL	N;MASC;PL
לוחמים	warriors	לוחם	warrior	N;MASC;PL	N;MASC;PL
לוחמים	guerriers	לוחם	guerrier	N;MASC;PL	N;MASC;PL
לוחמים	boxeurs	לוחם	boxeur	N;MASC;PL	N;MASC;PL
לוחמים	combattants	לוחם	combattant	N;MASC;PL	N;MASC;PL
בנייה	batiment	בנייה	batiment	N;FEM;SG	N;MASC;SG
בנייה	immeuble	בנייה	immeuble	N;FEM;SG	N;MASC;SG
בנייה	bâtiment	בנייה	bâtiment	N;FEM;SG	N;MASC;SG
בנייה	maçonnerie	בנייה	maçonnerie	N;FEM;SG	N;FEM;SG
בנייה	construction	בנייה	construction	N;FEM;SG	N;FEM;SG
אגף	escadre	אגף	escadre	N;MASC;SG	N;FEM;SG
אגף	aile	אגף	aile	N;MASC;SG	N;FEM;SG
אגף	ailier	אגף	ailier	N;MASC;SG	N;MASC;SG
אגף	wing	אגף	wing	N;MASC;SG	N;MASC;SG
חשש	appréhension	חשש	appréhension	N;MASC;SG	N;FEM;SG
חשש	peur	חשש	peur	N;MASC;SG	N;FEM;SG
חשש	crainte	חשש	crainte	N;MASC;SG	N;FEM;SG
כדורסל	basket	כדורסל	basket	N;MASC;SG	N;MASC;SG
כדורסל	basketball	כדורסל	basketball	N;MASC;SG	N;MASC;SG
מנגנון	mécanisme	מנגנון	mécanisme	N;MASC;SG	N;MASC;SG
רבע	quart	None	quart	N	N;MASC;SG
רבע	trimestre	None	trimestre	N	N;MASC;SG
קורא	lecture	קורא	lecture	N;MASC;SG	N;FEM;SG
קורא	lecteur	קורא	lecteur	N;MASC;SG	N;MASC;SG
עובדי	collaborateurs	עובד	collaborateur	N;PSSD;MASC;PL	N;MASC;PL
לאחרונה	récemment	לאחרונה	récemment	ADV	ADV
לאחרונה	dernièrement	לאחרונה	dernièrement	ADV	ADV
אזרחי	citoyens	אזרח	citoyen	N;MASC;PL	N;MASC;PL
לכבוש	vaincre	כבש	vaincre	V;NFIN;ACT	V;NFIN
לכבוש	conquérir	כבש	conquérir	V;NFIN;ACT	V;NFIN
להרוג	tuez	הרג	tuer	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
להרוג	tuer	הרג	tuer	V;NFIN;ACT	V;NFIN
להרוג	tue	הרג	tuer	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
גבולות	frontières	גבול	frontière	N;MASC;PL	N;FEM;PL
גבולות	limites	גבול	limite	N;MASC;PL	N;FEM;PL
גבולות	bordures	גבול	bordure	N;MASC;PL	N;FEM;PL
גבולות	frontières	גבול	frontière	N;MASC;PL	N;FEM;PL
גבולות	limites	גבול	limite	N;MASC;PL	N;FEM;PL
גבולות	frontières	גבול	frontière	N;MASC;PL	N;FEM;PL
שטחים	territoires	שטח	territoire	N;MASC;PL	N;MASC;PL
נדרש	exigée	נדרש	exiger	V;MASC;SG;MID	V;FEM;SG;PST;V.PTCP
