categoría	категорія	categoría	категорія	N;FEM;SG	N;INAN;NOM;FEM;SG
valor	значення	valor	значення	N;MASC;SG	N;INAN;NOM;NEUT;SG
valor	вартість	valor	вартість	N;MASC;SG	N;INAN;NOM;FEM;SG
valor	відвага	valor	відвага	N;MASC;SG	N;INAN;NOM;FEM;SG
internacionales	міжнародні	internacional	міжнародний	ADJ;PL	ADJ;NOM;PL
unidad	єдність	unidad	єдність	N;FEM;SG	N;INAN;NOM;FEM;SG
unidad	юніт	unidad	юніт	N;FEM;SG	N;INAN;NOM;MASC;SG
unidad	одиниця	unidad	одиниця	N;FEM;SG	N;INAN;NOM;FEM;SG
crear	створити	crear	створити	V;NFIN	V;PFV;NFIN
imágenes	картинки	imagen	картинка	N;FEM;PL	N;INAN;NOM;FEM;PL
imágenes	зображень	imagen	зображення	N;FEM;PL	N;INAN;GEN;NEUT;PL
inicio	дім	inicio	дім	N;MASC;SG	N;INAN;NOM;MASC;SG
inicio	домівка	inicio	домівка	N;MASC;SG	N;INAN;NOM;FEM;SG
inicio	старт	inicio	старт	N;MASC;SG	N;INAN;NOM;MASC;SG
inicio	початок	inicio	початок	N;MASC;SG	N;INAN;NOM;MASC;SG
contiene	містить	contener	містити	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
sierra	сьєрра	sierra	сьєрра	N;FEM;SG	N;INAN;NOM;FEM;SG
idea	ідея	idea	ідея	N;FEM;SG	N;INAN;NOM;FEM;SG
idea	ідею	idea	ідея	N;FEM;SG	N;INAN;ACC;FEM;SG
llevó	повів	llevar	повести	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
minutos	хвилин	minuto	хвилина	N;MASC;PL	N;INAN;GEN;FEM;PL
minutos	хвилини	minuto	хвилина	N;MASC;PL	N;INAN;NOM;FEM;PL
verano	літо	verano	літо	N;MASC;SG	N;INAN;NOM;NEUT;SG
sol	сонця	sol	сонце	N;MASC;SG	N;INAN;NOM;NEUT;SG
sol	сонцю	sol	сонце	N;MASC;SG	N;INAN;DAT;NEUT;SG
sol	сонце	sol	сонце	N;MASC;SG	N;INAN;NOM;NEUT;SG
sol	сонце	sol	сонце	N;MASC;SG	N;INAN;NOM;NEUT;SG
sol	сонечка	sol	сонечко	N;MASC;SG	N;INAN;NOM;NEUT;SG
sol	соль	sol	соль	N;MASC;SG	N;INAN;NOM;FEM;SG
teoría	теорія	teoría	теорія	N;FEM;SG	N;INAN;NOM;FEM;SG
revolución	революція	revolución	революція	N;FEM;SG	N;INAN;NOM;FEM;SG
entrada	запис	entrada	запис	N;FEM;SG	N;INAN;NOM;MASC;SG
entrada	вхід	entrada	вхід	N;FEM;SG	N;INAN;NOM;MASC;SG
entrada	ввід	entrada	ввід	N;FEM;SG	N;INAN;NOM;MASC;SG
mejores	кращі	mejor	кращий	ADJ;PL	ADJ;NOM;RL;PL
mejores	найкращі	mejor	найкращий	ADJ;PL	ADJ;NOM;RL;PL
mando	команда	mando	команда	N;MASC;SG	N;INAN;NOM;FEM;SG
decidió	вирішив	decidir	вирішити	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
decidió	вирішила	decidir	вирішити	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN
ciencia	наука	ciencia	наука	N;FEM;SG	N;INAN;NOM;FEM;SG
dirigida	орієнтований	dirigido	орієнтований	ADJ;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
dirigida	направлена	dirigido	направлений	ADJ;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
records	рекорди	records	рекорда	N;MASC	N;INAN;NOM;MASC;PL
records	платівки	records	платівка	N;MASC	N;INAN;NOM;FEM;PL
aire	повітря	aire	повітря	N;MASC;SG	N;INAN;NOM;NEUT;SG
sector	сектор	sector	сектор	N;MASC;SG	N;INAN;NOM;MASC;SG
importancia	важливості	importancia	важливість	N;FEM;SG	N;INAN;GEN;FEM;SG
importancia	важливість	importancia	важливість	N;FEM;SG	N;INAN;NOM;FEM;SG
importancia	значущість	importancia	значущість	N;FEM;SG	N;INAN;NOM;FEM;SG
ataque	наступ	ataque	наступ	N;MASC;SG	N;INAN;NOM;MASC;SG
ataque	напад	ataque	напад	N;MASC;SG	N;INAN;NOM;MASC;SG
ataque	атака	ataque	атакий	N;MASC;SG	N;INAN;NOM;FEM;SG
flora	флора	flora	флора	N;FEM;SG	N;INAN;NOM;FEM;SG
comunicación	комунікація	comunicación	комунікація	N;FEM;SG	N;INAN;NOM;FEM;SG
comunicación	спілкування	comunicación	спілкування	N;FEM;SG	N;INAN;NOM;NEUT;SG
puente	місток	puente	місток	N;MASC;SG	N;INAN;NOM;MASC;SG
matrimonio	шлюб	matrimonio	шлюб	N;MASC;SG	N;INAN;NOM;MASC;SG
material	матеріал	material	матеріал	N;MASC;SG	N;INAN;NOM;MASC;SG
humanos	людини	humanos	людина	N	N;ANIM;NOM;FEM;SG
humanos	люди	humanos	людина	N	N;ANIM;NOM;FEM;PL
humanos	людина	humanos	людина	N	N;ANIM;NOM;FEM;SG
mitad	половина	mitad	половина	N;FEM;SG	N;INAN;NOM;FEM;SG
mitad	половину	mitad	половина	N;FEM;SG	N;INAN;ACC;FEM;SG
realidad	реальність	realidad	реальність	N;FEM;SG	N;INAN;NOM;FEM;SG
realidad	реаліті	realidad	реаліт	N;FEM;SG	N;INAN;NOM;MASC;SG
gente	народ	gente	народ	N;FEM;SG	N;INAN;NOM;MASC;SG
cámara	камера	cámara	камера	N;FEM;SG	N;INAN;NOM;FEM;SG
cámara	палата	cámara	палата	N;FEM;SG	N;INAN;NOM;FEM;SG
cámara	камера	cámara	камера	N;FEM;SG	N;INAN;NOM;FEM;SG
cámara	фотоапарат	cámara	фотоапарат	N;FEM;SG	N;INAN;NOM;MASC;SG
escudo	щит	escudo	щит	N;MASC;SG	N;INAN;NOM;MASC;SG
aguas	вод	agua	вода	N;FEM;PL	N;INAN;GEN;FEM;PL
acceso	доступ	acceso	доступ	N;MASC;SG	N;INAN;NOM;MASC;SG
clasificación	рейтинг	clasificación	рейтинг	N;FEM;SG	N;INAN;NOM;MASC;SG
clasificación	оцінкою	clasificación	оцінка	N;FEM;SG	N;INAN;INS;FEM;SG
clasificación	оцінка	clasificación	оцінка	N;FEM;SG	N;INAN;NOM;FEM;SG
clasificación	сортування	clasificación	сортування	N;FEM;SG	N;INAN;NOM;NEUT;SG
clasificación	впорядкування	clasificación	впорядкування	N;FEM;SG	N;INAN;NOM;NEUT;SG
clasificación	класифікація	clasificación	класифікація	N;FEM;SG	N;INAN;NOM;FEM;SG
clasificación	рейтинг	clasificación	рейтинг	N;FEM;SG	N;INAN;NOM;MASC;SG
clasificación	рейтингу	clasificación	рейтинг	N;FEM;SG	N;INAN;NOM;MASC;SG
mano	кисть	mano	кисть	N;FEM;SG	N;INAN;NOM;FEM;SG
mano	правиця	mano	правиця	N;FEM;SG	N;INAN;NOM;FEM;SG
mano	рука	mano	рука	N;FEM;SG	N;INAN;NOM;FEM;SG
mano	руку	mano	рука	N;FEM;SG	N;INAN;ACC;FEM;SG
sigue	слідувати	seguir	слідувати	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN
sigue	стежити	seguir	стежити	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN
sociales	соціальні	social	соціальний	ADJ;PL	ADJ;NOM;PL
problema	задача	problema	задача	N;MASC;SG	N;INAN;NOM;FEM;SG
problema	проблему	problema	проблема	N;MASC;SG	N;INAN;ACC;FEM;SG
problema	проблема	problema	проблема	N;MASC;SG	N;INAN;NOM;FEM;SG
trabajos	роботи	trabajo	робота	N;MASC;PL	N;INAN;NOM;FEM;PL
trabajos	задачі	trabajo	задача	N;MASC;PL	N;INAN;NOM;FEM;PL
elegido	обраний	elegido	обраний	ADJ;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
elegido	вибрана	elegido	вибраний	ADJ;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
elegido	вибране	elegido	вибраний	ADJ;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
elegido	вибраний	elegido	вибраний	ADJ;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
elegido	обраний	elegido	обраний	ADJ;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
independiente	самостійна	independiente	самостійний	ADJ;SG	ADJ;NOM;FEM;SG
independiente	незалежна	independiente	незалежний	ADJ;SG	ADJ;NOM;FEM;SG
independiente	незалежний	independiente	незалежний	ADJ;SG	ADJ;NOM;MASC;SG
independiente	незалежне	independiente	незалежний	ADJ;SG	ADJ;NOM;NEUT;SG
futbolista	футболіст	futbolista	футболіст	N;SG	N;ANIM;NOM;MASC;SG
comercial	комерційне	comercial	комерційний	ADJ;SG	ADJ;NOM;NEUT;SG
comercial	комерційного	comercial	комерційний	ADJ;SG	ADJ;GEN;MASC;SG
comercial	комерційна	comercial	комерційний	ADJ;SG	ADJ;NOM;FEM;SG
comercial	комерційний	comercial	комерційний	ADJ;SG	ADJ;NOM;MASC;SG
metal	метал	metal	метал	N;MASC;SG	N;INAN;NOM;MASC;SG
diario	щоденник	diario	щоденник	N;MASC;SG	N;INAN;NOM;MASC;SG
diario	журнал	diario	журнал	N;MASC;SG	N;INAN;NOM;MASC;SG
diario	щоденник	diario	щоденник	N;MASC;SG	N;INAN;NOM;MASC;SG
palabra	словом	palabra	слово	N;FEM;SG	N;INAN;INS;NEUT;SG
palabra	слово	palabra	слово	N;FEM;SG	N;INAN;NOM;NEUT;SG
carácter	характер	carácter	характер	N;MASC;SG	N;INAN;NOM;MASC;SG
carácter	персонаж	carácter	персонаж	N;MASC;SG	N;ANIM;NOM;MASC;SG
carácter	символ	carácter	символ	N;MASC;SG	N;INAN;NOM;MASC;SG
falta	відсутність	falta	відсутність	N;FEM;SG	N;INAN;NOM;FEM;SG
falta	брак	falta	брак	N;FEM;SG	N;INAN;NOM;MASC;SG
falta	нестача	falta	нестач	N;FEM;SG	N;INAN;NOM;FEM;SG
reina	королева	reina	королевий	N;FEM;SG	N;ANIM;NOM;FEM;SG
reina	краля	reina	краля	N;FEM;SG	N;ANIM;NOM;FEM;SG
reina	цариця	reina	цариця	N;FEM;SG	N;ANIM;NOM;FEM;SG
domingo	неділя	domingo	неділя	N	N;INAN;NOM;FEM;SG
libertad	свобода	libertad	свобода	N;FEM;SG	N;INAN;NOM;FEM;SG
libertad	свобода	libertad	свобода	N;FEM;SG	N;INAN;NOM;FEM;SG
xviii	вісімнадцята	xviii	вісімнадцятий	N	N;INAN;NOM;FEM;SG
unidades	одиниці	unidad	одиниця	N;FEM;PL	N;INAN;NOM;FEM;PL
capitán	капітан	capitán	капітан	N;MASC;SG	N;ANIM;NOM;MASC;SG
políticas	правила	política	правило	N;FEM;PL	N;INAN;NOM;NEUT;PL
políticas	політики	política	політика	N;FEM;PL	N;INAN;NOM;FEM;PL
políticas	політики	política	політика	N;FEM;PL	N;INAN;NOM;FEM;PL
políticas	правила	política	правило	N;FEM;PL	N;INAN;NOM;NEUT;PL
jugó	грала	jugar	грати	V;IND;SG;3;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN
jugó	грав	jugar	грати	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN
video	відеозапис	video	відеозапис	N;MASC;SG	N;INAN;NOM;MASC;SG
comisión	комісія	comisión	комісія	N;FEM;SG	N;INAN;NOM;FEM;SG
comisión	комітету	comisión	комітет	N;FEM;SG	N;INAN;GEN;MASC;SG
comisión	комітет	comisión	комітет	N;FEM;SG	N;INAN;NOM;MASC;SG
comienza	починається	comenzar	починатися	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
comienza	починає	comenzar	починати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
comienza	починається	comenzar	починатися	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
comienza	запускає	comenzar	запускати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
comienza	стартує	comenzar	стартувати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
velocidad	швидкість	velocidad	швидкість	N;FEM;SG	N;INAN;NOM;FEM;SG
velocidad	швидкість	velocidad	швидкість	N;FEM;SG	N;INAN;NOM;FEM;SG
objetos	предмети	objeto	предмет	N;MASC;PL	N;INAN;NOM;MASC;PL
escribió	написав	escribir	написати	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
escribió	написала	escribir	написати	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN
escribió	писав	escribir	писати	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN
ministerio	міністерства	ministerio	міністерство	N;MASC;SG	N;INAN;NOM;NEUT;SG
ministerio	міністерство	ministerio	міністерство	N;MASC;SG	N;INAN;NOM;NEUT;SG
creado	створене	creado	створений	ADJ;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
creado	створена	creado	створений	ADJ;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
xvi	шістнадцята	xvi	шістнадцятий	N	N;INAN;NOM;FEM;SG
oriental	східна	oriental	східний	ADJ;SG	ADJ;NOM;FEM;SG
oriental	східної	oriental	східний	ADJ;SG	ADJ;GEN;FEM;SG
hermanos	побратимами	hermano	побрати	N;MASC;PL	N;INAN;INS;MASC;PL
hermanos	брати	hermano	брат	N;MASC;PL	N;ANIM;NOM;MASC;PL
hermanos	родичі	hermano	родич	N;MASC;PL	N;ANIM;NOM;MASC;PL
hermanos	браття	hermano	браття	N;MASC;PL	N;ANIM;NOM;NEUT;PL
hermanos	брати	hermano	брат	N;MASC;PL	N;ANIM;NOM;MASC;PL
edificios	будівлі	edificio	будівля	N;MASC;PL	N;INAN;NOM;FEM;PL
edificios	будівель	edificio	будівля	N;MASC;PL	N;INAN;GEN;FEM;PL
tierras	земель	tierra	земля	N;FEM;PL	N;INAN;GEN;FEM;PL
cosas	речі	cosa	річ	N;FEM;PL	N;INAN;NOM;FEM;PL
cosas	речей	cosa	річ	N;FEM;PL	N;INAN;GEN;FEM;PL
michael	михаїл	michael	михаїл	N;MASC;SG	N;ANIM;NOM;MASC;SG
británico	англієць	británico	англієць	N;MASC;SG	N;ANIM;NOM;MASC;SG
izquierda	ліва	izquierda	лівий	N;FEM;SG	N;INAN;NOM;FEM;SG
cambios	зміни	cambio	зміна	N;MASC;PL	N;INAN;NOM;FEM;PL
bandera	прапором	bandera	прапір	N;FEM;SG	N;INAN;INS;MASC;SG
bandera	прапорець	bandera	прапорець	N;FEM;SG	N;INAN;NOM;MASC;SG
bandera	прапор	bandera	прапор	N;FEM;SG	N;INAN;NOM;MASC;SG
bandera	прапора	bandera	прапор	N;FEM;SG	N;INAN;NOM;MASC;SG
bandera	стяг	bandera	стягти	N;FEM;SG	N;INAN;NOM;MASC;SG
bandera	банер	bandera	банер	N;FEM;SG	N;INAN;NOM;MASC;SG
videojuegos	ігри	videojuego	ігра	N;MASC;PL	N;INAN;NOM;MASC;PL
rica	багатий	rico	багатий	ADJ;FEM;SG	ADJ;NOM;MASC;SG
verde	зелене	verde	зелений	ADJ;SG	ADJ;NOM;NEUT;SG
verde	зелений	verde	зелений	ADJ;SG	ADJ;NOM;MASC;SG
templo	храму	templo	храм	N;MASC;SG	N;INAN;GEN;MASC;SG
templo	храм	templo	храм	N;MASC;SG	N;INAN;NOM;MASC;SG
raza	раза	raza	раза	N;FEM;SG	N;INAN;NOM;MASC;SG
raza	розмноження	raza	розмноження	N;FEM;SG	N;INAN;NOM;NEUT;SG
raza	порода	raza	порода	N;FEM;SG	N;INAN;NOM;FEM;SG
raza	забіг	raza	забігти	N;FEM;SG	N;INAN;NOM;MASC;SG
raza	раса	raza	рас	N;FEM;SG	N;INAN;NOM;FEM;SG
avenida	проспект	avenida	проспект	N;FEM;SG	N;INAN;NOM;MASC;SG
regional	районної	regional	районний	ADJ;SG	ADJ;GEN;FEM;SG
regional	обласний	regional	обласний	ADJ;SG	ADJ;NOM;MASC;SG
regional	регіональний	regional	регіональний	ADJ;SG	ADJ;NOM;MASC;SG
biblioteca	бібліотеку	biblioteca	бібліотека	N;FEM;SG	N;INAN;ACC;FEM;SG
biblioteca	бібліотека	biblioteca	бібліотека	N;FEM;SG	N;INAN;NOM;FEM;SG
títulos	заголовки	título	заголовка	N;MASC;PL	N;INAN;NOM;MASC;PL
títulos	градуси	título	градус	N;MASC;PL	N;INAN;NOM;MASC;PL
títulos	градусів	título	градус	N;MASC;PL	N;INAN;GEN;MASC;PL
utiliza	використовує	utilizar	використовувати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
utiliza	користується	utilizar	користуватися	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
dijo	сказала	decir	сказати	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN
dijo	сказав	decir	сказати	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
dijo	казав	decir	казати	V;IND;SG;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN
reporte	скарга	reportar	скарга	N;MASC;SG	N;INAN;NOM;FEM;SG
reporte	звіт	reportar	звіт	N;MASC;SG	N;INAN;NOM;MASC;SG
blancos	цілей	blanco	ціль	N;MASC;PL	N;INAN;GEN;FEM;PL
diez	десять	diez	десять	NUM;PL	NUM;NOM
diez	десяти	diez	десять	NUM;PL	NUM;NOM
ángel	янгол	ángel	янгол	N;MASC;SG	N;ANIM;NOM;MASC;SG
ángel	ангел	ángel	ангел	N;MASC;SG	N;ANIM;NOM;MASC;SG
ecuador	екватор	ecuador	екватор	N;MASC;SG	N;INAN;NOM;FEM;SG
productos	доходи	producto	дохід	N;MASC;PL	N;INAN;NOM;MASC;PL
productos	вироби	producto	виріб	N;MASC;PL	N;INAN;NOM;MASC;PL
productos	продукти	producto	продукт	N;MASC;PL	N;INAN;NOM;MASC;PL
salvador	спас	salvador	спас	N;MASC;SG	N;INAN;NOM;MASC;SG
manos	рук	mano	рука	N;FEM;PL	N;INAN;GEN;FEM;PL
manos	руками	mano	рука	N;FEM;PL	N;INAN;INS;FEM;PL
manos	руки	mano	рука	N;FEM;PL	N;INAN;NOM;FEM;PL
carretera	дорога	carretera	дорога	N;FEM;SG	N;INAN;NOM;FEM;SG
industria	галузь	industria	галузь	N;FEM;SG	N;INAN;NOM;FEM;SG
industria	індустрія	industria	індустрія	N;FEM;SG	N;INAN;NOM;FEM;SG
industria	промисловість	industria	промисловість	N;FEM;SG	N;INAN;NOM;FEM;SG
entrenador	тренажер	entrenador	тренажер	N;MASC;SG	N;INAN;NOM;MASC;SG
entrenador	тренер	entrenador	тренер	N;MASC;SG	N;ANIM;NOM;MASC;SG
entrenador	тренера	entrenador	тренер	N;MASC;SG	N;ANIM;ACC;MASC;SG
palabras	слів	palabra	слово	N;FEM;PL	N;INAN;GEN;NEUT;PL
palabras	слова	palabra	слово	N;FEM;PL	N;INAN;NOM;NEUT;PL
padres	отці	padre	отек	N;MASC;PL	N;ANIM;NOM;MASC;PL
padres	батьки	padre	батько	N;MASC;PL	N;ANIM;NOM;MASC;PL
padres	батьки	padre	батько	N;MASC;PL	N;ANIM;NOM;MASC;PL
padres	батьки	padre	батько	N;MASC;PL	N;ANIM;NOM;MASC;PL
policía	поліція	policía	поліція	N;SG	N;INAN;NOM;FEM;SG
líder	ватажок	líder	ватажок	N;SG	N;ANIM;NOM;MASC;SG
líder	лідер	líder	лідер	N;SG	N;ANIM;NOM;MASC;SG
fondo	фонд	fondo	фонд	N;MASC;SG	N;INAN;NOM;MASC;SG
fondo	фонду	fondo	фонд	N;MASC;SG	N;INAN;GEN;MASC;SG
fondo	тло	fondo	тло	N;MASC;SG	N;INAN;NOM;NEUT;SG
fondo	тла	fondo	тло	N;MASC;SG	N;INAN;NOM;NEUT;SG
productor	виробник	productor	виробник	N;MASC;SG	N;ANIM;NOM;MASC;SG
productor	продюсер	productor	продюсер	N;MASC;SG	N;ANIM;NOM;MASC;SG
gira	тур	gira	тур	N;FEM;SG	N;INAN;NOM;MASC;SG
técnica	техніка	técnica	техніка	N;FEM;SG	N;INAN;NOM;FEM;SG
técnica	методика	técnica	методика	N;FEM;SG	N;INAN;NOM;FEM;SG
príncipe	принц	príncipe	принц	N;MASC;SG	N;ANIM;NOM;MASC;SG
príncipe	князь	príncipe	князь	N;MASC;SG	N;ANIM;NOM;MASC;SG
áreas	ділянки	área	ділянка	N;FEM;PL	N;INAN;NOM;FEM;PL
áreas	територіях	área	територія	N;FEM;PL	N;INAN;ESS;FEM;PL
áreas	площі	área	площа	N;FEM;PL	N;INAN;ACC;FEM;PL
áreas	районів	área	район	N;FEM;PL	N;INAN;GEN;MASC;PL
encontrar	знайти	encontrar	знайти	V;NFIN	V;PFV;NFIN
encontrar	знайдіть	encontrar	знайти	V;NFIN	V;PFV;IMP;PL;2;FIN
plan	план	plan	план	N;MASC;SG	N;INAN;NOM;MASC;SG
artista	конферансьє	artista	конферансьє	N;SG	N;ANIM;NOM;MASC;SG
artista	виконавець	artista	виконавець	N;SG	N;ANIM;NOM;MASC;SG
artista	художниця	artista	художниця	N;SG	N;ANIM;NOM;FEM;SG
artista	митець	artista	митець	N;SG	N;ANIM;NOM;MASC;SG
artista	виконавець	artista	виконавець	N;SG	N;ANIM;NOM;MASC;SG
artista	художник	artista	художник	N;SG	N;ANIM;NOM;MASC;SG
formas	форм	forma	форма	N;FEM;PL	N;INAN;GEN;FEM;PL
formas	форми	forma	форма	N;FEM;PL	N;INAN;NOM;FEM;PL
formas	форм	forma	форма	N;FEM;PL	N;INAN;GEN;FEM;PL
formas	форми	forma	форма	N;FEM;PL	N;INAN;NOM;FEM;PL
formas	шляхи	forma	шлях	N;FEM;PL	N;INAN;NOM;MASC;PL
formas	способи	forma	спосіб	N;FEM;PL	N;INAN;NOM;MASC;PL
rafael	рафаель	rafael	рафаель	N;MASC;SG	N;ANIM;NOM;MASC;SG
rafael	рафаель	rafael	рафаель	N;MASC;SG	N;ANIM;NOM;MASC;SG
atlético	атлетіко	atlético	атлетіко	N;MASC;SG	N;INAN;NOM;MASC;SG
catedral	собор	catedral	собор	N;FEM;SG	N;INAN;NOM;MASC;SG
catedral	кафедра	catedral	кафедра	N;FEM;SG	N;INAN;NOM;FEM;SG
generalmente	зазвичай	generalmente	зазвичай	ADV	ADV
cuarto	четверта	cuarto	четверт	ADJ;MASC;SG	ADJ;NOM;FEM;SG
cuarto	четвертий	cuarto	четвертий	ADJ;MASC;SG	ADJ;NOM;MASC;SG
cuarto	четверте	cuarto	четвертий	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
temporadas	сезони	temporada	сезон	N;FEM;PL	N;INAN;NOM;MASC;PL
ambas	обоє	ambos	обоє	NUM;FEM;PL	NUM;NOM
