commerciaux	comerciales	commercial	comercial	ADJ;MASC;PL	ADJ;PL
rivalité	feudo	rivalité	feudo	N;FEM;SG	N;MASC;SG
rivalité	rivalidad	rivalité	rivalidad	N;FEM;SG	N;FEM;SG
valentin	valentin	valentin	valentin	N;FEM;SG	N;MASC;SG
valentin	valentín	valentin	valentín	N;FEM;SG	N;MASC;SG
valentin	valentina	valentin	valentino	N;FEM;SG	N;FEM;SG
valentin	valentín	valentin	valentín	N;FEM;SG	N;MASC;SG
valentin	valentine	valentin	valentine	N;FEM;SG	N;SG
plaisance	plaisance	plaisance	plaisance	N;FEM;SG	N;MASC;SG
problématique	problemático	problématique	problemático	ADJ;FEM;SG	ADJ;MASC;SG
précédé	precedió	précéder	preceder	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
danseuse	bailarina	danseur	bailarino	N;FEM;SG	N;FEM;SG
danseuse	bailarín	danseur	bailarín	N;FEM;SG	N;SG
conforme	compatible	conforme	compatible	ADJ;MASC;SG	ADJ;SG
conforme	obediente	conforme	obediente	ADJ;MASC;SG	ADJ;SG
earth	earth	earth	earth	N;MASC;SG	N
earth	tierra	earth	tierra	N;MASC;SG	N;FEM;SG
violent	violento	violent	violento	ADJ;MASC;SG	ADJ;MASC;SG
violent	violenta	violent	violento	ADJ;MASC;SG	ADJ;FEM;SG
démon	demonio	démon	demonio	N;MASC;SG	N;MASC;SG
démon	diablo	démon	diablo	N;MASC;SG	N;MASC;SG
démon	demonio	démon	demonio	N;MASC;SG	N;MASC;SG
démon	demonio	démon	demonio	N;MASC;SG	N;MASC;SG
constructeurs	albañiles	constructeur	albañil	N;MASC;PL	N;MASC;PL
constructeurs	constructores	constructeur	constructor	N;MASC;PL	N;MASC;PL
constructeurs	fabricantes	constructeur	fabricante	N;MASC;PL	N;PL
sourire	sonrisa	sourire	sonrisa	N;MASC;SG	N;FEM;SG
sourire	smile	sourire	smile	N;MASC;SG	N;SG
carrés	cuadrados	carré	cuadrado	N;MASC;PL	N;MASC
carrés	plazas	carré	plaza	N;MASC;PL	N;FEM;PL
sommeil	dormilón	sommeil	dormilón	N;MASC;SG	N;MASC;SG
sommeil	sueño	sommeil	sueño	N;MASC;SG	N;MASC;SG
sommeil	sueño	sommeil	sueño	N;MASC;SG	N;MASC;SG
digne	digno	digne	digno	ADJ;MASC;SG	ADJ;MASC;SG
digne	digna	digne	digno	ADJ;MASC;SG	ADJ;FEM;SG
digne	digno	digne	digno	ADJ;MASC;SG	ADJ;MASC;SG
digne	digna	digne	digno	ADJ;MASC;SG	ADJ;FEM;SG
saoudite	arabia	saoudite	arabia	N;MASC;SG	N;FEM;SG
chirurgien	cirujano	chirurgien	cirujano	N;MASC;SG	N;MASC;SG
défi	impugnación	défi	impugnación	N;MASC;SG	N;FEM;SG
défi	challenge	défi	challenge	N;MASC;SG	N;SG
défi	reto	défi	reto	N;MASC;SG	N;MASC;SG
défi	desafio	défi	desafio	N;MASC;SG	N;MASC;SG
défi	desafío	défi	desafío	N;MASC;SG	N;MASC;SG
rite	rito	rite	rito	N;MASC;SG	N;MASC;SG
consulat	consulado	consulat	consulado	N;MASC;SG	N;MASC;SG
consulat	consulado	consulat	consulado	N;MASC;SG	N;MASC;SG
indigènes	nativas	indigène	nativo	ADJ;MASC;PL	ADJ;FEM;PL
cinéaste	cineasta	cinéaste	cineasta	N;MASC;SG	N;SG
magnifique	hermoso	magnifique	hermoso	ADJ;MASC;SG	ADJ;MASC;SG
magnifique	guapa	magnifique	guapo	ADJ;MASC;SG	ADJ;FEM;SG
magnifique	hermosa	magnifique	hermoso	ADJ;MASC;SG	ADJ;FEM;SG
magnifique	magnifica	magnifique	magnificar	ADJ;MASC;SG	ADJ;FEM;SG
magnifique	magnífico	magnifique	magnífico	ADJ;MASC;SG	ADJ;MASC;SG
magnifique	magnífica	magnifique	magnífico	ADJ;MASC;SG	ADJ;FEM;SG
magnifique	magnifico	magnifique	magnifico	ADJ;MASC;SG	ADJ;MASC;SG
magnifique	impresionante	magnifique	impresionante	ADJ;MASC;SG	ADJ;SG
magnifique	preciosa	magnifique	precioso	ADJ;MASC;SG	ADJ;FEM;SG
magnifique	hermosa	magnifique	hermoso	ADJ;MASC;SG	ADJ;FEM;SG
classic	classic	classic	classic	N;MASC;SG	N
chances	chances	chance	chance	N;FEM;PL	N;FEM;PL
chances	probabilidades	chance	probabilidad	N;FEM;PL	N;FEM;PL
chances	impares	chance	impar	N;FEM;PL	N;MASC;PL
hôpitaux	hospitales	hôpital	hospital	N;MASC;PL	N;MASC;PL
hôpitaux	hospitales	hôpital	hospital	N;MASC;PL	N;MASC;PL
divinité	divinidad	divinité	divinidad	N;FEM;SG	N;FEM;SG
divinité	deidad	divinité	deidad	N;FEM;SG	N;FEM;SG
divinité	divinidad	divinité	divinidad	N;FEM;SG	N;FEM;SG
ukrainien	ucraniana	ukrainien	ucraniano	ADJ;MASC;SG	ADJ;FEM;SG
ukrainien	ucraniano	ukrainien	ucraniano	ADJ;MASC;SG	ADJ;MASC;SG
afro	afro	afro	afro	N;MASC;SG	N;SG
tigers	tigres	tiger	tigre	N;MASC;PL	N;MASC;PL
démontrer	demuestre	démontrer	demostrar	V;NFIN	V;IMP;SG;3;FIN
démontrer	demostrar	démontrer	demostrar	V;NFIN	V;NFIN
démontrer	demostrando	démontrer	demostrar	V;NFIN	V;V.MSDR
intellectuels	intelectuales	intellectuel	intelectual	N;MASC;PL	N;PL
intellectuels	intelectuales	intellectuel	intelectual	N;MASC;PL	N;PL
périodique	periódica	périodique	periódico	ADJ;MASC;SG	ADJ;FEM;SG
entente	entente	entente	ententar	N;FEM;SG	N;FEM;SG
entente	cártel	entente	cártel	N;FEM;SG	N;MASC;SG
entente	cartel	entente	cartel	N;FEM;SG	N;MASC;SG
trilogie	trilogía	trilogie	trilogía	N;FEM;SG	N;FEM;SG
précieux	precioso	précieux	precioso	ADJ;MASC;SG	ADJ;MASC;SG
précieux	preciosa	précieux	precioso	ADJ;MASC;SG	ADJ;FEM;SG
précieux	valiosa	précieux	valioso	ADJ;MASC;SG	ADJ;FEM;SG
précieux	valioso	précieux	valioso	ADJ;MASC;SG	ADJ;MASC;SG
indication	indicación	indication	indicación	N;FEM;SG	N;FEM;SG
installent	instalar	installer	instalar	V;IND;PL;3;PRS;FIN	V;NFIN
danube	danubio	danube	danubio	N;MASC;SG	N;MASC;SG
centenaire	centenario	centenaire	centenario	N;MASC;SG	N;MASC;SG
centenaire	centenario	centenaire	centenario	N;MASC;SG	N;MASC;SG
donjon	calabozo	donjon	calabozo	N;MASC;SG	N;MASC;SG
donjon	mazmorra	donjon	mazmorra	N;MASC;SG	N;FEM;SG
croissant	croissant	croissant	croissant	N;MASC;SG	N;SG
croissant	crescent	croissant	crescent	N;MASC;SG	N;MASC;SG
amant	amante	amant	amante	N;MASC;SG	N;SG
amant	lover	amant	lover	N;MASC;SG	N
caps	cabos	caps	cabo	N;MASC;PL	N;MASC;PL
caps	capas	caps	capa	N;MASC;PL	N;FEM;PL
caps	gorras	caps	gorra	N;MASC;PL	N;FEM;PL
caps	gorros	caps	gorro	N;MASC;PL	N;MASC;PL
légal	legal	légal	legal	ADJ;MASC;SG	ADJ;SG
légal	jurídico	légal	jurídico	ADJ;MASC;SG	ADJ;MASC;SG
incapable	incapaz	incapable	incapaz	ADJ;MASC;SG	ADJ;SG
incapable	incapaz	incapable	incapaz	ADJ;MASC;SG	ADJ;SG
prévenir	avisar	prévenir	avisar	V;NFIN	V;NFIN
prévenir	advertir	prévenir	advertir	V;NFIN	V;NFIN
prévenir	previene	prévenir	prevenir	V;NFIN	V;IND;SG;3;PRS;FIN
prévenir	prevenir	prévenir	prevenir	V;NFIN	V;NFIN
prévenir	impedir	prévenir	impedir	V;NFIN	V;NFIN
tibétain	tibetana	tibétain	tibetana	ADJ;MASC;SG	ADJ;FEM;SG
jungle	jungla	jungle	jungla	N;FEM;SG	N;FEM;SG
jungle	selva	jungle	selva	N;FEM;SG	N;FEM;SG
assomption	suposición	assomption	suposición	N;FEM;SG	N;FEM;SG
assomption	asunción	assomption	asunción	N;FEM;SG	N;FEM;SG
condamnation	sentencia	condamnation	sentencia	N;FEM;SG	N;FEM;SG
condamnation	condena	condamnation	condena	N;FEM;SG	N;FEM;SG
condamnation	condenación	condamnation	condenación	N;FEM;SG	N;FEM;SG
condamnation	convicción	condamnation	convicción	N;FEM;SG	N;FEM;SG
condamnation	convicción	condamnation	convicción	N;FEM;SG	N;FEM;SG
condamnation	convencimiento	condamnation	convencimiento	N;FEM;SG	N;MASC;SG
légitime	legítima	légitime	legítimo	ADJ;MASC;SG	ADJ;FEM;SG
légitime	legítimo	légitime	legítimo	ADJ;MASC;SG	ADJ;MASC;SG
légitime	legítima	légitime	legítimo	ADJ;MASC;SG	ADJ;FEM;SG
légitime	legítimo	légitime	legítimo	ADJ;MASC;SG	ADJ;MASC;SG
légitime	legal	légitime	legal	ADJ;MASC;SG	ADJ;SG
biodiversité	biodiversidad	biodiversité	biodiversidad	N;FEM;SG	N;FEM;SG
lys	lirio	lys	lirio	N;MASC;SG	N;MASC;SG
lys	lily	lys	lily	N;MASC;SG	N;FEM;SG
rail	ferrocarril	rail	ferrocarril	N;MASC;SG	N;MASC;SG
rail	carril	rail	carril	N;MASC;SG	N;MASC;SG
disparus	desaparecidos	disparu	desaparecido	ADJ;MASC;PL	ADJ;MASC;PL;V.PTCP
cou	cuello	cou	cuello	N;MASC;SG	N;MASC;SG
cou	cuello	cou	cuello	N;MASC;SG	N;MASC;SG
accidents	accidentes	accident	accidente	N;MASC;PL	N;MASC;PL
spectre	espectro	spectre	espectro	N;MASC;SG	N;MASC;SG
spectre	specter	spectre	specter	N;MASC;SG	N;SG
spectre	espectro	spectre	espectro	N;MASC;SG	N;MASC;SG
spectre	espectro	spectre	espectro	N;MASC;SG	N;MASC;SG
spectre	espectro	spectre	espectro	N;MASC;SG	N;MASC;SG
ajoutant	agregar	ajouter	agregar	V;PRS;V.PTCP	V;NFIN
ajoutant	agregando	ajouter	agregar	V;PRS;V.PTCP	V;V.MSDR
ajoutant	añadir	ajouter	añadir	V;PRS;V.PTCP	V;NFIN
ajoutant	añadiendo	ajouter	añadir	V;PRS;V.PTCP	V;V.MSDR
transcription	transcripción	transcription	transcripción	N;FEM;SG	N;FEM;SG
transcription	transcripción	transcription	transcripción	N;FEM;SG	N;FEM;SG
nouvellement	recién	nouvellement	recién	ADV	ADV
violoniste	violinista	violoniste	violinista	N;MASC;SG	N;SG
violoniste	violinista	violoniste	violinista	N;MASC;SG	N;SG
achille	achille	achille	achille	N;MASC;SG	N;MASC;SG
achille	aquiles	achille	aquil	N;MASC;SG	N;MASC;SG
achille	aquiles	achille	aquil	N;MASC;SG	N;MASC;SG
édit	edicto	édit	edicto	N;MASC;SG	N;MASC;SG
tag	etiqueta	tag	etiqueta	N;MASC;SG	N;FEM;SG
tag	tag	tag	tag	N;MASC;SG	N;MASC;SG
profiter	disfrute	profiter	disfrute	V;NFIN	V;SBJV;SG;3;PRS;FIN
profiter	disfruten	profiter	disfrutar	V;NFIN	V;IMP;PL;3;FIN
profiter	disfruta	profiter	disfrutar	V;NFIN	V;IND;SG;3;PRS;FIN
profiter	disfrutar	profiter	disfrutar	V;NFIN	V;NFIN
profiter	disfrutando	profiter	disfrutar	V;NFIN	V;V.MSDR
profiter	gozando	profiter	gozar	V;NFIN	V;V.MSDR
hésite	dudar	hésiter	dudar	V;IND;SG;3;PRS;FIN	V;NFIN
élémentaire	elemental	élémentaire	elemental	ADJ;MASC;SG	ADJ;SG
élémentaire	básica	élémentaire	básico	ADJ;MASC;SG	ADJ;FEM;SG
élémentaire	básico	élémentaire	básico	ADJ;MASC;SG	ADJ;MASC;SG
élémentaire	elemental	élémentaire	elemental	ADJ;MASC;SG	ADJ;SG
recrutement	contratación	recrutement	contratación	N;MASC;SG	N;FEM;SG
recrutement	reclutamiento	recrutement	reclutamiento	N;MASC;SG	N;MASC;SG
recrutement	contratación	recrutement	contratación	N;MASC;SG	N;FEM;SG
recrutement	reclutamiento	recrutement	reclutamiento	N;MASC;SG	N;MASC;SG
procédures	procedimientos	procédure	procedimiento	N;FEM;PL	N;MASC;PL
procédures	procedimientos	procédure	procedimiento	N;FEM;PL	N;MASC;PL
présidé	presidió	présider	pesidir	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
présidé	presidió	présider	pesidir	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
explorer	explorar	explorer	explorar	V;NFIN	V;NFIN
explorer	explorando	explorer	explorar	V;NFIN	V;V.MSDR
explorer	explorar	explorer	explorar	V;NFIN	V;NFIN
explorer	explore	explorer	explorar	V;NFIN	V;IMP;SG;3;FIN
explorer	explora	explorer	explorar	V;NFIN	V;IND;SG;3;PRS;FIN
partition	partición	partition	partición	N;FEM;SG	N;FEM;SG
partition	puntuación	partition	puntuación	N;FEM;SG	N;FEM;SG
partition	partitura	partition	partitura	N;FEM;SG	N;FEM;SG
couples	parejas	couple	pareja	N;MASC;PL	N;FEM;PL
considérant	considerando	considérer	considerar	V;PRS;V.PTCP	V;V.MSDR
considérant	considerando	considérer	considerar	V;PRS;V.PTCP	V;V.MSDR
violation	infracción	violation	infracción	N;FEM;SG	N;FEM;SG
violation	violación	violation	violación	N;FEM;SG	N;FEM;SG
violation	infracción	violation	infracción	N;FEM;SG	N;FEM;SG
violation	incumplimiento	violation	incumplimiento	N;FEM;SG	N;MASC;SG
violation	brecha	violation	brecha	N;FEM;SG	N;FEM;SG
violation	infracción	violation	infracción	N;FEM;SG	N;FEM;SG
violation	vulneración	violation	vulneración	N;FEM;SG	N;FEM;SG
conservateurs	conservantes	conservateur	conservante	N;MASC;PL	N;PL
conservateurs	conservadores	conservateur	conservador	N;MASC;PL	N;MASC;PL
conservateurs	curadores	conservateur	curador	N;MASC;PL	N;MASC;PL
conservateurs	conservadores	conservateur	conservador	N;MASC;PL	N;MASC;PL
rappel	recordatorio	rappel	recordatorio	N;MASC;SG	N;MASC;SG
incarne	encarna	incarner	encarnar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
plats	platillos	plat	platillo	N;MASC;PL	N;MASC;PL
plats	platos	plat	plato	N;MASC;PL	N;MASC;PL
miracle	milagro	miracle	milagro	N;MASC;SG	N;MASC;SG
amédée	amédée	améder	amédée	N;MASC;SG	N;MASC;SG
gène	gene	gène	gene	N;MASC;SG	N
gène	gen	gène	gen	N;MASC;SG	N;MASC;SG
cfa	cfa	cfa	cfa	N;MASC;SG	N;MASC;SG
graphiques	gráficas	graphique	gráfico	ADJ;MASC;PL	ADJ;FEM;PL
graphiques	gráficas	graphique	gráfico	ADJ;MASC;PL	ADJ;FEM;PL
graphiques	gráficas	graphique	gráfico	ADJ;MASC;PL	ADJ;FEM;PL
graphiques	gráficas	graphique	gráfico	ADJ;MASC;PL	ADJ;FEM;PL
monétaire	monetario	monétaire	monetario	ADJ;MASC;SG	ADJ;MASC;SG
monétaire	monetaria	monétaire	monetario	ADJ;MASC;SG	ADJ;FEM;SG
charlemagne	carlomagno	charlemagne	carlomagno	N;MASC;SG	N;MASC;SG
parallèles	paralelas	parallèle	paralelo	ADJ;MASC;PL	ADJ;FEM;PL
parallèles	paralelos	parallèle	paralelo	ADJ;MASC;PL	ADJ;MASC;PL
parallèles	paralelas	parallèle	paralelo	ADJ;MASC;PL	ADJ;FEM;PL
parallèles	paralelos	parallèle	paralelo	ADJ;MASC;PL	ADJ;MASC;PL
créature	criatura	créature	criatura	N;FEM;SG	N;FEM;SG
accusations	acusaciones	accusation	acusación	N;FEM;PL	N;FEM;PL
apporté	trajo	apporter	traer	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
apporté	traido	apporter	trair	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
négatif	negativa	négatif	negativo	ADJ;MASC;SG	ADJ;FEM;SG
négatif	negativo	négatif	negativo	ADJ;MASC;SG	ADJ;MASC;SG
juger	juzgando	juger	juzgar	V;NFIN	V;V.MSDR
juger	juzgar	juger	juzgar	V;NFIN	V;NFIN
résidents	residentes	résident	residente	N;MASC;PL	N;PL
résidents	residentes	résident	residente	N;MASC;PL	N;PL
résidents	habitantes	résident	habitante	N;MASC;PL	N;PL
provoqué	provocó	provoquer	provocar	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
provoqué	indujo	provoquer	inducir	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
opérateurs	operarios	opérateur	operario	N;MASC;PL	N;MASC;PL
opérateurs	operadores	opérateur	operador	N;MASC;PL	N;MASC;PL
toiles	lienzos	toile	lienzo	N;FEM;PL	N;MASC;PL
toiles	canvas	toile	canva	N;FEM;PL	N;FEM
toiles	telas	toile	tela	N;FEM;PL	N;FEM;PL
toiles	pinturas	toile	pintura	N;FEM;PL	N;FEM;PL
toiles	cuadros	toile	cuadro	N;FEM;PL	N;MASC;PL
albanie	albania	albanie	albania	N;FEM;SG	N;FEM;SG
thé	té	thé	té	N;MASC;SG	N;MASC;SG
assister	asistir	assister	asistir	V;NFIN	V;NFIN
assister	asista	assister	asistir	V;NFIN	V;SBJV;SG;3;FIN
assister	asistan	assister	asistir	V;NFIN	V;IMP;PL;3;FIN
connexion	conexión	connexion	conexión	N;FEM;SG	N;FEM;SG
connexion	conexion	connexion	conexion	N;FEM;SG	N;FEM;SG
connexion	conexión	connexion	conexión	N;FEM;SG	N;FEM;SG
briques	ladrillos	brique	ladrillo	N;FEM;PL	N;MASC;PL
briques	brick	brique	brick	N;FEM;PL	N
briques	ladrillos	brique	ladrillo	N;FEM;PL	N;MASC;PL
opinions	dictámenes	opinion	dictamen	N;FEM;PL	N;MASC;PL
opinions	opiniones	opinion	opinión	N;FEM;PL	N;FEM;PL
tranche	tajada	tranche	tajada	N;FEM;SG	N;FEM;SG
tranche	rebanada	tranche	rebanada	N;FEM;SG	N;FEM;SG
tranche	tramo	tranche	tramo	N;FEM;SG	N;MASC;SG
bonnet	bonnet	bonnet	bonnet	N;MASC;SG	N
bonnet	capó	bonnet	capar	N;MASC;SG	N;MASC;SG
coque	hull	coque	hull	N;FEM;SG	N;MASC;SG
coque	casco	coque	casco	N;FEM;SG	N;MASC;SG
cloud	nube	cloud	nube	N;MASC;SG	N;FEM;SG
cloud	cloud	cloud	cloud	N;MASC;SG	N
boutique	tienda	boutique	tienda	N;FEM;SG	N;FEM;SG
boutique	boutique	boutique	bouticar	N;FEM;SG	N;MASC;SG
boutique	almacén	boutique	almacén	N;FEM;SG	N;MASC;SG
boutique	tienda	boutique	tienda	N;FEM;SG	N;FEM;SG
boutique	store	boutique	store	N;FEM;SG	N
accuse	acusa	accuser	acusar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
accuse	acusar	accuser	acusar	V;IND;SG;3;PRS;FIN	V;NFIN
colloque	coloquio	colloque	coloquio	N;MASC;SG	N;MASC;SG
colloque	simposio	colloque	simposio	N;MASC;SG	N;MASC;SG
colloque	coloquio	colloque	coloquio	N;MASC;SG	N;MASC;SG
conjointement	conjuntamente	conjointement	conjuntamente	ADV	ADV
mare	mare	mare	mare	N;FEM;SG	N;MASC;SG
mare	yegua	mare	yegua	N;FEM;SG	N;FEM;SG
exigences	requisitos	exigence	requisito	N;FEM;PL	N;MASC;PL
exigences	requerimientos	exigence	requerimiento	N;FEM;PL	N;MASC;PL
exigences	exigencias	exigence	exigencia	N;FEM;PL	N;FEM;PL
exigences	demandas	exigence	demanda	N;FEM;PL	N;FEM;PL
inventé	inventó	inventer	inventar	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
aveugle	ciego	aveugle	ciego	ADJ;MASC;SG	ADJ;MASC;SG
aveugle	ciega	aveugle	ciego	ADJ;MASC;SG	ADJ;FEM;SG
ferry	ferry	ferry	ferry	N;MASC;SG	N;MASC;SG
ferry	transbordador	ferry	transbordador	N;MASC;SG	N;MASC;SG
espionnage	espionaje	espionnage	espionaje	N;MASC;SG	N;MASC;SG
espionnage	espía	espionnage	espía	N;MASC;SG	N;SG
espionnage	espionaje	espionnage	espionaje	N;MASC;SG	N;MASC;SG
vies	vidas	vie	vida	N;FEM;PL	N;FEM;PL
segment	segmento	segment	segmento	N;MASC;SG	N;MASC;SG
roulant	rodando	roulant	rodar	V;PRS;V.PTCP	V;V.MSDR
tabac	tabaco	tabac	tabaco	N;MASC;SG	N;MASC;SG
tabac	tabaco	tabac	tabaco	N;MASC;SG	N;MASC;SG
palace	palacio	palace	palacio	N;MASC;SG	N;MASC;SG
palace	palace	palace	palace	N;MASC;SG	N;MASC;SG
libérale	liberal	libéral	liberal	ADJ;FEM;SG	ADJ;SG
étendre	extender	étendre	extender	V;NFIN	V;NFIN
étendre	ampliar	étendre	ampliar	V;NFIN	V;NFIN
étendre	expandirse	étendre	expandir	V;NFIN	V;SBJV;SG;3;PRS;FIN
étendre	expandir	étendre	expandir	V;NFIN	V;NFIN
étendre	extendiendo	étendre	extender	V;NFIN	V;V.MSDR
étendre	extender	étendre	extender	V;NFIN	V;NFIN
tutelle	fideicomiso	tutelle	fideicomiso	N;FEM;SG	N;MASC;SG
tutelle	tutela	tutelle	tutela	N;FEM;SG	N;FEM;SG
tutelle	tutela	tutelle	tutela	N;FEM;SG	N;FEM;SG
monarque	monarca	monarque	monarca	N;MASC;SG	N;SG
réunions	reuniones	réunion	reunión	N;FEM;PL	N;FEM;PL
réunions	encuentros	réunion	encuentro	N;FEM;PL	N;MASC;PL
tissus	telas	tissu	tela	N;MASC;PL	N;FEM;PL
suffisante	suficiente	suffisant	suficiente	ADJ;FEM;SG	ADJ;SG
dépasser	adelantar	dépasser	adelantar	V;NFIN	V;NFIN
dépasser	adelantando	dépasser	adelantar	V;NFIN	V;V.MSDR
dépasser	superando	dépasser	superar	V;NFIN	V;V.MSDR
afficher	mostrar	afficher	mostrar	V;NFIN	V;NFIN
afficher	mostrar	afficher	mostrar	V;NFIN	V;NFIN
afficher	ver	afficher	ver	V;NFIN	V;NFIN
dominante	dominante	dominant	dominante	ADJ;FEM;SG	ADJ;SG
entités	entidades	entité	entidad	N;FEM;PL	N;FEM;PL
entités	entes	entité	ente	N;FEM;PL	N;MASC;PL
pensez	pensar	penser	pensar	V;IMP;PL;2;PRS;FIN	V;NFIN
hercule	hércules	hercule	hércul	N;MASC;SG	N;MASC;SG
hercule	hercule	hercule	hercule	N;MASC;SG	N;MASC;SG
forcé	forzar	forcer	forzar	V;MASC;SG;PST;V.PTCP	V;NFIN
solde	balanza	solde	balanza	N;MASC;SG	N;FEM;SG
solde	balance	solde	balance	N;MASC;SG	N;MASC;SG
solde	saldo	solde	saldo	N;MASC;SG	N;MASC;SG
solde	equilibrio	solde	equilibrio	N;MASC;SG	N;MASC;SG
récolte	vendimia	récolte	vendimia	N;FEM;SG	N;FEM;SG
récolte	cosecha	récolte	cosecha	N;FEM;SG	N;FEM;SG
récolte	cultivo	récolte	cultivo	N;FEM;SG	N;MASC;SG
récolte	cosecha	récolte	cosecha	N;FEM;SG	N;FEM;SG
récolte	recolección	récolte	recolección	N;FEM;SG	N;FEM;SG
récolte	vendimia	récolte	vendimia	N;FEM;SG	N;FEM;SG
récolte	cosecha	récolte	cosecha	N;FEM;SG	N;FEM;SG
attaqué	atacó	attaquer	atacar	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
apprécié	disfruté	apprécier	disfrutar	V;MASC;SG;PST;V.PTCP	V;IND;SG;1;PST;FIN
apprécié	disfrutó	apprécier	disfrutar	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
cape	cabo	cape	cabo	N;FEM;SG	N;MASC;SG
cape	capa	cape	capa	N;FEM;SG	N;FEM;SG
procéder	procedan	procéder	proceder	V;NFIN	V;IMP;PL;3;FIN
procéder	proceder	procéder	proceder	V;NFIN	V;NFIN
procéder	proceda	procéder	proceder	V;NFIN	V;SBJV;SG;3;PRS;FIN
infos	informaciones	info	información	N;FEM;PL	N;FEM;PL
infos	infos	info	info	N;FEM;PL	N;FEM;PL
