年	aasta	年	aasta	N	N;NOM;SG
事情	asju	事情	asi	N	N;PRT;PL
監督	järelvalve	監督	järel_valve	N	N;NOM;SG
監督	järelevalve	監督	järele_valve	N	N;NOM;SG
監督	järelevalve	監督	järele_valve	N	N;NOM;SG
監督	järelevalve	監督	järele_valve	N	N;NOM;SG
軌道	pala	軌道	pala	N	N;NOM;SG
軌道	raja	軌道	rada	N	N;NOM;SG
軌道	rada	軌道	rada	N	N;PRT;SG
軌道	rööbastee	軌道	rööbas_tee	N	N;NOM;SG
軌道	orbiidi	軌道	orbiit	N	N;GEN;SG
軌道	jäljed	軌道	jälg	N	N;NOM;PL
軌道	rajad	軌道	rada	N	N;NOM;PL
軌道	orbiidile	軌道	orbiit	N	N;AT+ALL;SG
軌道	orbiidil	軌道	orbiit	N	N;AT+ESS
;SG
狼	hunt	狼	hunt	N	N;NOM;SG
狼	wolf	狼	wolf	N	N;NOM;SG
部門	osakond	部門	osakond	N	N;NOM;SG
部門	sektor	部門	sektor	N	N;NOM;SG
汗	higistamine	汗	higistamine	N	N;NOM;SG
汗	khan	汗	khan	N	N;NOM;SG
汗	higi	汗	higi	N	N;NOM;SG
廣播	ülekanne	廣播	üle_kanne	N	N;NOM;SG
廣播	ringhäälingu	廣播	ring_hääling	N	N;NOM;SG
廣播	raadio	廣播	raadio	N	N;NOM;SG
廣播	radio	廣播	radio	N	N;NOM;SG
比例	suhtarv	比例	suht_arv	N	N;NOM;SG
比例	suhe	比例	suhe	N	N;NOM;SG
比例	osakaal	比例	osa_kaal	N	N;NOM;SG
偶像	iidol	偶像	iido	N	N;NOM;SG
側	külg	側	külg	N	N;NOM;SG
父母	vanemad	父母	vanem	N	N;NOM;PL
父母	lapsevanemad	父母	lapse_vanem	N	N;NOM;PL
父母	lapsevanem	父母	lapse_vanem	N	N;NOM;SG
它們	nad	它	tema	PRO;PL;3	PRO;NOM;PL;3
飛行	lendavad	飛行	lendama	V	V;IND;PL;3;PRS;FIN;ACT
冬	talv	冬	talv	N	N;NOM;SG
恢復	taasta	恢復	taasta	V	V;IMP;SG;2;PRS;FIN;ACT
恢復	jätka	恢復	jätkama	V	V;IMP;SG;2;PRS;FIN;ACT
綠	midori	綠	midor	N	N;NOM;SG
設施	rajatised	設施	rajatis	N	N;NOM;PL
設施	rajatiste	設施	rajatis	N	N;GEN;PL
設施	rajatised	設施	rajatis	N	N;NOM;PL
設施	rajatis	設施	rajatis	N	N;NOM;SG
框	box	框	box	N	N;NOM;SG
框	kast	框	kast	N	N;NOM;SG
框	karp	框	karp	N	N;NOM;SG
框	kasti	框	kast	N	N;IN+ALL;LGSPEC1;SG
框	lahter	框	lahter	N	N;NOM;SG
框	raamid	框	raam	N	N;NOM;PL
框	kaader	框	kaader	N	N;NOM;SG
框	raam	框	raam	N	N;NOM;SG
框	raami	框	raam	N	N;PRT;SG
住宅	eluruumi	住宅	elu_ruum	N	N;PRT;SG
住宅	elamu	住宅	elamu	N	N;NOM;SG
住宅	elukoht	住宅	elu_koht	N	N;NOM;SG
住宅	elukoha	住宅	elu_koht	N	N;GEN;SG
住宅	elamine	住宅	elamine	N	N;NOM;SG
圍	wai	圍	wai	N	N;NOM;SG
混合	segatud	混合	segama	V	V;PST;V.PTCP;PASS
混合	sega	混合	segama	V	V;IMP;SG;2;PRS;FIN;ACT
混合	segunenud	混合	segunema	V	V;PST;V.PTCP;ACT
殺	tappa	殺	tapma	V	V;NFIN
山脈	mäed	山脈	mägi	N	N;NOM;PL
山脈	vahemik	山脈	vahemik	N	N;NOM;SG
山脈	vahemikus	山脈	vahemik	N	N;IN+ESS;SG
食品	toit	食品	toit	N	N;NOM;SG
食品	toitu	食品	toit	N	N;PRT;SG
食品	söök	食品	söök	N	N;NOM;SG
食品	toidud	食品	toit	N	N;NOM;PL
食品	toiduained	食品	toidu_aine	N	N;NOM;PL
王國	kuningriik	王國	kuning_riik	N	N;NOM;SG
深度	sügavuste	深度	sügavus	N	N;GEN;PL
深度	sügavus	深度	sügavus	N	N;NOM;SG
法案	bill	法案	bill	N	N;NOM;SG
法案	arve	法案	arve	N	N;NOM;SG
法案	arved	法案	arve	N	N;NOM;PL
有限	piiratud	有限	piiratud	ADJ	ADJ;PST;V.PTCP;PASS
學者	akadeemikud	學者	akadeemik	N	N;NOM;PL
學者	õpetlane	學者	õpetlane	N	N;NOM;SG
學者	õpetlased	學者	õpetlane	N	N;NOM;PL
戰士	sõdur	戰士	sõdur	N	N;NOM;SG
戰士	sõdalane	戰士	sõdalane	N	N;NOM;SG
被	sunnitud	被	sundima	V;PASS	V;PST;V.PTCP;PASS
合成	komposiit	合成	komposiit	N	N;NOM;SG
合成	sünteesi	合成	süntees	N	N;PRT;SG
四十	nelikümmend	四十	neli_kümmend	NUM	NUM;NOM;SG
基因	gene	基因	gene	N	N;NOM;SG
基因	geen	基因	geen	N	N;NOM;SG
基因	geeni	基因	geen	N	N;PRT;SG
基因	geenid	基因	geen	N	N;NOM;PL
罪	patu	罪	patt	N	N;NOM;SG
罪	patt	罪	patt	N	N;NOM;SG
罪	patud	罪	patt	N	N;NOM;PL
鳥	linnu	鳥	linn	N	N;NOM;PL
鳥	lind	鳥	lind	N	N;NOM;SG
鳥	linnuke	鳥	linnuke	N	N;NOM;SG
鳥	bird	鳥	bird	N	N;NOM;SG
鳥	linnud	鳥	lind	N	N;NOM;PL
教練	treener	教練	treener	N	N;NOM;SG
展示	näidatakse	展示	näitama	V	V;IND;PRS;FIN;PASS
展示	näita	展示	näitama	V	V;IMP;SG;2;PRS;FIN;ACT
展示	kuva	展示	kuva	V	V;IMP;PL;2;PRS;FIN;ACT
槍	püss	槍	püss	N	N;NOM;SG
槍	relv	槍	relv	N	N;NOM;SG
讀	loe	讀	lugema	V	V;IMP;SG;2;PRS;FIN;ACT
讀	loetud	讀	lugema	V	V;PST;V.PTCP;PASS
很快	varsti	很快	varsti	ADV	ADV
拍	tulista	拍	tulistama	V	V;IMP;SG;2;PRS;FIN;ACT
拍	tulistada	拍	tulistama	V	V;NFIN
部落	hõim	部落	hõim	N	N;NOM;SG
部落	hõimu	部落	hõim	N	N;GEN;SG
部落	hõimu	部落	hõim	N	N;GEN;SG
部落	hõimud	部落	hõim	N	N;NOM;PL
幫助	aidake	幫助	aida=ke	V	V;IMP;PL;2;PRS;FIN;ACT
教會	kirikud	教會	kirik	N	N;NOM;PL
教會	kiriku	教會	kirik	N	N;NOM;SG
教會	kirik	教會	kirik	N	N;NOM;SG
連結	ühenda	連結	ühendama	V	V;IMP;SG;2;PRS;FIN;ACT
設定	seadis	設定	seadma	V	V;IND;SG;3;PST;FIN;ACT
記者	reporterid	記者	reporter	N	N;NOM;PL
記者	ajakirjanikud	記者	aja_kirjanik	N	N;NOM;PL
記者	ajakirjanik	記者	aja_kirjanik	N	N;NOM;SG
記者	ajakirjanik	記者	aja_kirjanik	N	N;NOM;SG
記者	reporter	記者	reporter	N	N;NOM;SG
數量	kogused	數量	kogus	N	N;NOM;PL
數量	kogus	數量	kogus	N	N;NOM;SG
星系	galaktikate	星系	galaktika	N	N;GEN;PL
星系	galaktika	星系	galaktika	N	N;NOM;SG
星系	galaxy	星系	galaxy	N	N;NOM;SG
假	väär	假	väär	N	N;NOM;SG
留下	püsi	留下	püsima	V	V;IMP;SG;2;PRS;FIN;ACT
程式	programm	程式	programm	N	N;NOM;SG
程式	programmid	程式	programm	N	N;NOM;PL
校長	direktor	校長	direktor	N	N;NOM;SG
步	step	步	step	N	N;NOM;SG
步	sammu	步	samm	N	N;PRT;SG
步	samm	步	samm	N	N;NOM;SG
勇	yong	勇	yong	N	N;NOM;SG
解釋	seleta	解釋	seletama	V	V;IMP;SG;2;PRS;FIN;ACT
解釋	selgita	解釋	selgima	V	V;IMP;SG;2;PRS;FIN;ACT
解釋	selgitada	解釋	selgitama	V	V;NFIN
刀	mõõk	刀	mõõk	N	N;NOM;SG
刀	nuga	刀	nuga	N	N;NOM;SG
刀	noa	刀	nuga	N	N;NOM;SG
批評	kritiseerida	批評	kritiseerima	V	V;NFIN
太子	vürst	太子	vürst	N	N;NOM;SG
太子	prints	太子	prints	N	N;NOM;SG
太子	prince	太子	prince	N	N;NOM;SG
檔案	failid	檔案	fail	N	N;NOM;PL
檔案	arhiivid	檔案	arhiiv	N	N;NOM;PL
檔案	fail	檔案	fail	N	N;NOM;SG
檔案	faili	檔案	fail	N	N;PRT;SG
檔案	arhiivi	檔案	arhiiv	N	N;PRT;SG
檔案	arhiiv	檔案	arhiiv	N	N;NOM;SG
爵士	jazzi	爵士	jazzi	N	N;NOM;SG
爵士	jazz	爵士	jazz	N	N;NOM;SG
狗	koera	狗	koer	N	N;PRT;SG
狗	koer	狗	koer	N	N;NOM;SG
狗	koerad	狗	koer	N	N;NOM;PL
國會	parlament	國會	parlament	N	N;NOM;SG
國會	kongress	國會	kongress	N	N;NOM;SG
病毒	viiruse	病毒	viirus	N	N;GEN;SG
病毒	viirus	病毒	viirus	N	N;NOM;SG
病毒	viirused	病毒	viirus	N	N;NOM;PL
對手	rivaal	對手	rivaal	N	N;NOM;SG
對手	vastased	對手	vastane	N	N;NOM;PL
對手	rivaalid	對手	rivaal	N	N;NOM;PL
對手	vastane	對手	vastane	N	N;NOM;SG
湯	supp	湯	supp	N	N;NOM;SG
艦隊	laevastiku	艦隊	laevastik	N	N;NOM;SG
艦隊	laevastik	艦隊	laevastik	N	N;NOM;SG
錢	raha	錢	raha	N	N;NOM;SG
碑	monumendi	碑	monument	N	N;GEN;SG
棒球	pesapalli	棒球	pesa_pall	N	N;PRT;SG
棒球	pesapall	棒球	pesa_pall	N	N;NOM;SG
中立	neutraalsuse	中立	neutraalsus	N	N;GEN;SG
中立	erapooletus	中立	era_pooletus	N	N;NOM;SG
質量	missa	質量	miss	N	N;NOM;SG
質量	massi	質量	mass	N	N;PRT;SG
質量	mass	質量	mass	N	N;NOM;SG
質量	kvaliteet	質量	kvaliteet	N	N;NOM;SG
化石	fossiilid	化石	fossiil	N	N;NOM;PL
恆星	täht	恆星	täht	N	N;NOM;SG
恆星	tähe	恆星	täht	N	N;GEN;SG
恆星	staar	恆星	staar	N	N;NOM;SG
恆星	staarid	恆星	staar	N	N;NOM;PL
恆星	tähed	恆星	täht	N	N;NOM;PL
恆星	tähtede	恆星	täht	N	N;GEN;PL
部長	minister	部長	minister	N	N;NOM;SG
東方	idas	東方	ida	N	N;IN+ESS;SG
東方	itta	東方	ida	N	N;IN+ALL;LGSPEC1;SG
東方	ida	東方	ida	N	N;NOM;SG
東方	orient	東方	orient	N	N;NOM;SG
東方	ida	東方	ida	N	N;NOM;SG
幾乎	peaaegu	幾乎	pea_aegu	ADV	ADV
消失	kaovad	消失	kaduma	V	V;IND;PL;3;PRS;FIN;ACT
消失	kaduma	消失	kaduma	V	V;IN+ALL;V.CVB;ACT
例子	näited	例子	näide	N	N;NOM;PL
例子	näiteid	例子	näide	N	N;PRT;PL
司令	komandör	司令	komandör	N	N;NOM;SG
月球	kuu	月球	kuu	N	N;NOM;SG
月球	moon	月球	moon	N	N;NOM;SG
地圖	kaart	地圖	kaart	N	N;NOM;SG
地圖	kaardid	地圖	kaart	N	N;NOM;PL
女兒	tütar	女兒	tütar	N	N;NOM;SG
引用	tsiteeritud	引用	tsiteerima	V	V;PST;V.PTCP;PASS
官員	ametnikud	官員	ametnik	N	N;NOM;PL
原子	aatomite	原子	aatom	N	N;GEN;PL
原子	aatom	原子	aatom	N	N;NOM;SG
原子	aatomi	原子	aatom	N	N;NOM;SG
原子	aatom	原子	aatom	N	N;NOM;SG
觀眾	publik	觀眾	publik	N	N;NOM;SG
觀眾	vaatajad	觀眾	vaataja	N	N;NOM;PL
進攻	ründa	進攻	ründ	V	V;IMP;SG;2;PRS;FIN;ACT
貓	kassid	貓	kass	N	N;NOM;PL
貓	kass	貓	kass	N	N;NOM;SG
貓	cat	貓	cat	N	N;NOM;SG
吸引	meelitada	吸引	meelitama	V	V;NFIN
測試	test	測試	test	N	N;NOM;SG
測試	katse	測試	katse	N	N;NOM;SG
測試	katsetused	測試	katsetus	N	N;NOM;PL
測試	katsed	測試	katse	N	N;NOM;PL
測試	testid	測試	test	N	N;NOM;PL
測試	katsed	測試	katse	N	N;NOM;PL
測試	testimine	測試	testimine	N	N;NOM;SG
測試	katsetamine	測試	katsetamine	N	N;NOM;SG
專業	professionaal	專業	professionaal	N	N;NOM;SG
專業	elukutse	專業	elu_kutse	N	N;NOM;SG
專業	kutseala	專業	kutse_ala	N	N;NOM;SG
專業	eriala	專業	eri_ala	N	N;NOM;SG
旅遊	tour	旅遊	tour	N	N;NOM;SG
旅遊	tuur	旅遊	tuur	N	N;NOM;SG
旅遊	ringkäik	旅遊	ring_käik	N	N;NOM;SG
旅遊	reisimine	旅遊	reisimine	N	N;NOM;SG
旅遊	reisi	旅遊	reis	N	N;PRT;SG
旅遊	turism	旅遊	turism	N	N;NOM;SG
旅遊	turist	旅遊	turist	N	N;NOM;SG
石油	õli	石油	õli	N	N;PRT;SG
石油	nafta	石油	nafta	N	N;NOM;SG
石油	nafta	石油	nafta	N	N;NOM;SG
需求	vajadus	需求	vajadus	N	N;NOM;SG
需求	vajadused	需求	vajadus	N	N;NOM;PL
需求	nõudlus	需求	nõudlus	N	N;NOM;SG
需求	nõudmine	需求	nõudmine	N	N;NOM;SG
內部	sisustus	內部	sisustus	N	N;NOM;SG
內部	sisemus	內部	sisemus	N	N;NOM;SG
內部	interjöör	內部	interjöör	N	N;NOM;SG
內部	sise	內部	sise	N	N;NOM;SG
失	eksinud	失	eksima	V	V;PST;V.PTCP;ACT
失	kaotas	失	kaotama	V	V;IND;SG;3;PST;FIN;ACT
方言	dialekt	方言	dialekt	N	N;NOM;SG
方言	dialekti	方言	dialekt	N	N;PRT;SG
日文	jaapanlased	日文	jaapanlane	N	N;NOM;PL
犯罪	kuriteod	犯罪	kuri_tegu	N	N;NOM;PL
犯罪	kuritegevus	犯罪	kuri_tegevus	N	N;NOM;SG
犯罪	kuriteod	犯罪	kuri_tegu	N	N;NOM;PL
犯罪	kuritegu	犯罪	kuri_tegu	N	N;NOM;SG
犯罪	kuritöö	犯罪	kuri_töö	N	N;NOM;SG
君主	monarh	君主	monarh	N	N;NOM;SG
君主	monarhia	君主	monarhia	N	N;NOM;SG
公爵	vürst	公爵	vürst	N	N;NOM;SG
公爵	duke	公爵	duke	N	N;NOM;SG
公爵	hertsog	公爵	hertsog	N	N;NOM;SG
降低	vähenda	降低	vähendama	V	V;IMP;SG;2;PRS;FIN;ACT
私人	privaatne	私人	privaatne	ADJ	ADJ;NOM;SG
軟體	tarkvara	軟體	tark_vara	N	N;NOM;SG
每日	päevas	每日	päev	N	N;IN+ESS;SG
原始	toor	原始	toor	N	N;NOM;SG
原始	originaal	原始	originaal	N	N;NOM;SG
警告	hoiatus	警告	hoiatus	N	N;NOM;SG
警告	hoiatused	警告	hoiatus	N	N;NOM;PL
俱樂部	klubi	俱樂部	klubi	N	N;NOM;SG
俱樂部	club	俱樂部	club	N	N;NOM;SG
俱樂部	klubid	俱樂部	klubi	N	N;NOM;PL
敗	kaotus	敗	kaotus	N	N;NOM;SG
貿易	kauplemine	貿易	kauplemine	N	N;NOM;SG
貿易	kauplemise	貿易	kauplemine	N	N;GEN;SG
貿易	kauplemine	貿易	kauplemine	N	N;NOM;SG
貿易	kaubandus	貿易	kaubandus	N	N;NOM;SG
減少	vähenda	減少	vähendama	V	V;IMP;SG;2;PRS;FIN;ACT
減少	vähendada	減少	vähendama	V	V;NFIN
減少	vähenda	減少	vähendama	V	V;IMP;SG;2;PRS;FIN;ACT
減少	vähendatud	減少	vähenda=tud	V	V;PST;V.PTCP;PASS
身體	keha	身體	keha	N	N;NOM;SG
碼頭	kai	碼頭	kai	N	N;NOM;SG
女	kangelanna	女	kangelanna	N	N;NOM;SG
女	näitleja	女	näitleja	N	N;NOM;SG
女	näitlejanna	女	näitlejanna	N	N;NOM;SG
恐怖	terrori	恐怖	terror	N	N;NOM;SG
恐怖	õudus	恐怖	õudus	N	N;NOM;SG
柴油	diisel	柴油	diinel	N	N;NOM;SG
肖	shaw	肖	shaw	N	N;NOM;SG
園	aia	園	aed	N	N;NOM;SG
園	aed	園	aed	N	N;NOM;SG
生	sündis	生	sündima	V	V;IND;SG;3;PST;FIN;ACT
生	sündinud	生	sündima	V	V;PST;V.PTCP;ACT
風格	stiilid	風格	stiil	N	N;NOM;PL
風格	stiil	風格	stiil	N	N;NOM;SG
長度	pikkus	長度	pikkus	N	N;NOM;SG
勝利	win	勝利	win	N	N;NOM;SG
勝利	võidu	勝利	võit	N	N;GEN;SG
勝利	võitu	勝利	võit	N	N;PRT;SG
勝利	võit	勝利	võit	N	N;NOM;SG
勝利	triumf	勝利	triumf	N	N;NOM;SG
女王	kuninganna	女王	kuninganna	N	N;NOM;SG
女王	queen	女王	queen	N	N;NOM;SG
天皇	imperaator	天皇	imperaator	N	N;NOM;SG
天皇	keiser	天皇	keiser	N	N;NOM;SG
邀請	kutsu	邀請	kutsuma	V	V;IMP;SG;2;PRS;FIN;ACT
邀請	kutsus	邀請	kutsuma	V	V;IND;SG;3;PST;FIN;ACT
邀請	kutsutud	邀請	kutsuma	V	V;PST;V.PTCP;PASS
邀請	kutsub	邀請	kutsuma	V	V;IND;SG;3;PRS;FIN;ACT
舞台	arena	舞台	aren	N	N;NOM;SG
舞台	lava	舞台	lava	N	N;NOM;SG
舞台	staadium	舞台	staadium	N	N;NOM;SG
舞台	etapp	舞台	etapp	N	N;NOM;SG
食物	toit	食物	toit	N	N;NOM;SG
食物	toitu	食物	toit	N	N;PRT;SG
食物	söök	食物	söök	N	N;NOM;SG
食物	toidud	食物	toit	N	N;NOM;PL
延伸	venitada	延伸	venitama	V	V;NFIN
延伸	venib	延伸	venima	V	V;IND;SG;3;PRS;FIN;ACT
延伸	laiendatud	延伸	laienda=tud	V	V;PST;V.PTCP;PASS
廠	taim	廠	taim	N	N;NOM;SG
廠	taime	廠	taim	N	N;PRT;SG
廠	tehas	廠	tehas	N	N;NOM;SG
廠	vabrik	廠	vabrik	N	N;NOM;SG
廠	tehas	廠	tehas	N	N;NOM;SG
意外	avarii	意外	avarii	N	N;NOM;SG
意外	õnnetus	意外	õnnetus	N	N;NOM;SG
羽	sulg	羽	sulg	N	N;NOM;SG
收費	süüdistused	收費	süüdistus	N	N;NOM;PL
收費	laengud	收費	laeng	N	N;NOM;PL
收費	süüdistus	收費	süüdistus	N	N;NOM;SG
收費	laeng	收費	laeng	N	N;NOM;SG
收費	tasu	收費	tasu	N	N;NOM;SG
收費	laadimine	收費	laadimine	N	N;NOM;SG
巷	lane	巷	lane	N	N;NOM;SG
巷	alley	巷	alley	N	N;NOM;SG
圖書	raamatukogude	圖書	raamatu_kogu	N	N;GEN;PL
圖書	raamatukogu	圖書	raamatu_kogu	N	N;NOM;SG
圖書	teegi	圖書	tegema	N	N;NOM;SG
人生	life	人生	life	N	N;NOM;SG
人生	elu	人生	elu	N	N;NOM;SG
天文	astronoomia	天文	astronoomia	N	N;NOM;SG
原創	originaalsus	原創	originaalsus	N	N;NOM;SG
原創	originaal	原創	originaal	N	N;NOM;SG
地鐵	metroo	地鐵	metroo	N	N;NOM;SG
地鐵	metroo	地鐵	metroo	N	N;NOM;SG
地鐵	metro	地鐵	metro	N	N;NOM;SG
瓜	melon	瓜	melon	N	N;NOM;SG
司法	õiglus	司法	õiglus	N	N;NOM;SG
司法	õigusemõistmine	司法	õiguse_mõistmine	N	N;NOM;SG
花園	aia	花園	aed	N	N;NOM;SG
花園	aed	花園	aed	N	N;NOM;SG
花園	aiad	花園	aed	N	N;NOM;PL
實驗	eksperimendid	實驗	eksperiment	N	N;NOM;PL
實驗	eksperiment	實驗	eksperiment	N	N;NOM;SG
課程	kurss	課程	kurss	N	N;NOM;SG
課程	kursus	課程	kursus	N	N;NOM;SG
課程	õppekava	課程	õppe_kava	N	N;NOM;SG
課程	kursused	課程	kursus	N	N;NOM;PL
課程	õppekavade	課程	õppe_kava	N	N;GEN;PL
箱	box	箱	box	N	N;NOM;SG
箱	kast	箱	kast	N	N;NOM;SG
箱	karp	箱	karp	N	N;NOM;SG
箱	kasti	箱	kast	N	N;IN+ALL;LGSPEC1;SG
箱	lahter	箱	lahter	N	N;NOM;SG
配置	konfiguratsioon	配置	konfiguratsioon	N	N;NOM;SG
配置	seadistus	配置	seadistus	N	N;NOM;SG
配置	seadistamine	配置	seadistamine	N	N;NOM;SG
配置	seadistamine	配置	seadistamine	N	N;NOM;SG
後衛	kaitsja	後衛	kaitsja	N	N;NOM;SG
柴	chai	柴	chai	N	N;NOM;SG
個	kuu	個	kuu	N	N;NOM;SG
現場	stseen	現場	stseen	N	N;NOM;SG
現場	stseeni	現場	stseen	N	N;PRT;SG
尤其	eriti	尤其	eriti	ADV	ADV
十字	rist	十字	rist	N	N;NOM;SG
十字	cross	十字	cross	N	N;NOM;SG
信仰	faith	信仰	faith	N	N;NOM;SG
信仰	usk	信仰	usk	N	N;NOM;SG
信仰	usku	信仰	usk	N	N;PRT;SG
信仰	uskumused	信仰	uskumus	N	N;NOM;PL
反應	reaktsioon	反應	reaktsioon	N	N;NOM;SG
反應	reaktsioonid	反應	reaktsioon	N	N;NOM;PL
賞	tasu	賞	tasu	N	N;NOM;SG
賞	autasu	賞	au_tasu	N	N;PRT;SG
卒	ettur	卒	ettur	N	N;NOM;SG
文明	tsivilisatsioon	文明	tsivilisatsioon	N	N;NOM;SG
文明	tsivilisatsiooni	文明	tsivilisatsioon	N	N;PRT;SG
價值	väärtused	價值	väärtus	N	N;NOM;PL
價值	väärtus	價值	väärtus	N	N;NOM;SG
案件	case	案件	case	N	N;NOM;SG
案件	kohtuasi	案件	kohtu_asi	N	N;NOM;SG
案件	juhtum	案件	juhtum	N	N;NOM;SG
銷售	müüa	銷售	müüma	V	V;NFIN
旅行	reisimine	旅行	reisimine	N	N;NOM;SG
旅行	reisi	旅行	reis	N	N;PRT;SG
旅行	reisimine	旅行	reisimine	N	N;NOM;SG
旅行	trip	旅行	trip	N	N;NOM;SG
旅行	reis	旅行	reis	N	N;NOM;SG
考慮	kaaluma	考慮	kaaluma	V	V;IN+ALL;V.CVB;ACT
考慮	kaaluda	考慮	kaaluma	V	V;NFIN
冬季	talv	冬季	talv	N	N;NOM;SG
步槍	vintpüssid	步槍	vint_püss	N	N;NOM;PL
步槍	püssid	步槍	püss	N	N;NOM;PL
步槍	püss	步槍	püss	N	N;NOM;SG
步槍	püssi	步槍	püss	N	N;NOM;SG
步槍	vintpüss	步槍	vint_püss	N	N;NOM;SG
捷運	metroo	捷運	metroo	N	N;NOM;SG
捷運	metro	捷運	metro	N	N;NOM;SG
機器	masin	機器	masin	N	N;NOM;SG
機器	masina	機器	masin	N	N;GEN;SG
機器	masinad	機器	masin	N	N;NOM;PL
通道	kanal	通道	kana	N	N;AT+ESS
;SG
通道	kanalid	通道	kanal	N	N;NOM;PL
通道	läbipääsu	通道	läbi_pääs	N	N;NOM;SG
墨	tint	墨	tint	N	N;NOM;SG
疾病	haigus	疾病	haigus	N	N;NOM;SG
疾病	haigused	疾病	haigus	N	N;NOM;PL
疾病	haigus	疾病	haigus	N	N;NOM;SG
疾病	haigused	疾病	haigus	N	N;NOM;PL
疾病	haigus	疾病	haigus	N	N;NOM;SG
含有	sisaldab	含有	sisaldama	V	V;IND;SG;3;PRS;FIN;ACT
逮捕	arreteerida	逮捕	arreteerima	V	V;NFIN
英里	miles	英里	milema	N	N;NOM;SG
英里	miili	英里	miil	N	N;PRT;SG
心理	psühholoogia	心理	psühholoogia	N	N;NOM;SG
氣旋	tsüklon	氣旋	tsüklon	N	N;NOM;SG
生成	tekitada	生成	tekitama	V	V;NFIN
生成	tekitab	生成	tekitama	V	V;IND;SG;3;PRS;FIN;ACT
嘴	suu	嘴	suu	N	N;NOM;SG
協議	kokkulepe	協議	kokku_lepe	N	N;NOM;SG
協議	leping	協議	leping	N	N;NOM;SG
投降	alistu	投降	alistu	V	V;IMP;SG;2;PRS;FIN;ACT
郎	lang	郎	lang	N	N;NOM;SG
蛋白	valk	蛋白	valk	N	N;NOM;SG
蛋白	proteiin	蛋白	proteiin	N	N;NOM;SG
蛋白	valgud	蛋白	valk	N	N;NOM;PL
蛋白	valke	蛋白	valke	N	N;PRT;PL
條件	tingimustega	條件	tingimus	N	N;COM;PL
條件	tingimused	條件	tingimus	N	N;NOM;PL
條件	seisukord	條件	seisu_kord	N	N;NOM;SG
條件	tingimus	條件	tingimus	N	N;NOM;SG
條件	seisund	條件	seisund	N	N;NOM;SG
名單	nimekiri	名單	nime_kiri	N	N;NOM;SG
名單	loetelu	名單	loetelu	N	N;NOM;SG
名單	loend	名單	loend	N	N;NOM;SG
名單	nimekirjad	名單	nime_kiri	N	N;NOM;PL
名單	loetelud	名單	loetema	N	N;NOM;PL
隊長	kapten	隊長	kapten	N	N;NOM;SG
戲劇	draama	戲劇	draama	N	N;NOM;SG
戲劇	teater	戲劇	teater	N	N;NOM;SG
戲劇	teater	戲劇	teater	N	N;NOM;SG
創建	luua	創建	looma	V	V;NFIN
牙	hambad	牙	hammas	N	N;NOM;PL
牙	hammas	牙	hammas	N	N;NOM;SG
牙	hamba	牙	hammas	N	N;NOM;SG
吃	söömas	吃	sööma	V	V;IN+ESS;V.CVB;ACT
吃	söön	吃	sööma	V	V;IND;SG;1;PRS;FIN;ACT
吃	söö	吃	sööma	V	V;IMP;SG;2;PRS;FIN;ACT
吃	sööma	吃	sööma	V	V;IN+ALL;V.CVB;ACT
吃	süüa	吃	sööma	V	V;NFIN
首席	ülemus	首席	ülemus	N	N;NOM;SG
首席	pealik	首席	pealik	N	N;NOM;SG
首席	ülem	首席	ülem	N	N;NOM;SG
強烈	tugev	強烈	tugev	ADJ	ADJ;NOM;SG
強烈	tugevad	強烈	tugev	ADJ	ADJ;NOM;PL
女人	naise	女人	naine	N	N;GEN;SG
女人	naine	女人	naine	N	N;NOM;SG
繼承	pärib	繼承	pärima	V	V;IND;SG;3;PRS;FIN;ACT
淡水	magevee	淡水	magevee	N	N;NOM;SG
資源	ressurss	資源	ressurss	N	N;NOM;SG
資源	vahendid	資源	vahend	N	N;NOM;PL
資源	ressursid	資源	ressurss	N	N;NOM;PL
平面	lame	平面	lame	N	N;NOM;SG
平面	lennuk	平面	lennuk	N	N;NOM;SG
重量	kaalud	重量	kaal	N	N;NOM;PL
重量	kaal	重量	kaal	N	N;NOM;SG
重量	kaalu	重量	kaal	N	N;PRT;SG
依然	ikkagi	依然	ikkagi	ADV	ADV
依然	ikka	依然	ikka	ADV	ADV
化學	kemikaal	化學	kemikaal	N	N;NOM;SG
化學	keemia	化學	keemia	N	N;NOM;SG
房屋	house	房屋	hous	N	N;NOM;SG
房屋	majja	房屋	maja	N	N;IN+ALL;LGSPEC1;SG
房屋	maja	房屋	maja	N	N;NOM;SG
房屋	majad	房屋	maja	N	N;NOM;PL
共識	konsensus	共識	konsensus	N	N;NOM;SG
共識	konsensuse	共識	konsensus	N	N;GEN;SG
共識	üksmeel	共識	üks_meel	N	N;NOM;SG
基金	sihtasutus	基金	siht_asutus	N	N;NOM;SG
基金	fond	基金	fond	N	N;NOM;SG
基金	vundament	基金	vundament	N	N;NOM;SG
基金	sihtasutuste	基金	siht_asutus	N	N;GEN;PL
老師	õpetaja	老師	õpetaja	N	N;NOM;SG
五十	viiskümmend	五十	viis_kümmend	NUM	NUM;NOM;SG
合約	lepingud	合約	leping	N	N;NOM;PL
合約	leping	合約	leping	N	N;NOM;SG
平原	plain	平原	plain	N	N;NOM;SG
平原	tasandikud	平原	tasandik	N	N;NOM;PL
佔領	okupeerida	佔領	okupeerima	V	V;NFIN
