the	el	the	el	DET;DEF	DET;DEF;MASC;SG
trying	tratando	try	tratar	V;V.MSDR	V;V.MSDR
youth	juventud	youth	juventud	N;SG	N;FEM;SG
houses	casas	house	casa	N;PL	N;FEM;PL
heart	corazón	heart	corazón	N;SG	N;MASC;SG
heart	corazon	heart	corazon	N;SG	N;MASC;SG
heart	heart	heart	heart	N;SG	N
room	sala	room	sala	N;SG	N;FEM;SG
room	habitación	room	habitación	N;SG	N;FEM;SG
stone	gema	stone	gema	N;SG	N;FEM;SG
stone	stone	stone	stone	N;SG	N
stone	piedra	stone	piedra	N;SG	N;FEM;SG
deal	trato	deal	trato	N;SG	N;MASC;SG
deal	deal	deal	deal	N;SG	N
drama	drama	drama	drama	N;SG	N;MASC;SG
scores	partituras	score	partitura	N;PL	N;FEM;PL
scores	puntuaciones	score	puntuación	N;PL	N;FEM;PL
dead	muerta	dead	muerto	ADJ	ADJ;FEM;SG;V.PTCP
dead	muerto	dead	muerto	ADJ	ADJ;MASC;SG;V.PTCP
key	clave	key	clave	N;SG	N;FEM;SG
key	llave	key	llave	N;SG	N;FEM;SG
key	tecla	key	tecla	N;SG	N;FEM;SG
shot	tiro	shot	tiro	N;SG	N;MASC;SG
shot	shot	shot	shot	N;SG	N
shot	disparo	shot	disparo	N;SG	N;MASC;SG
turn	girar	turn	girar	V;IMP;FIN	V;NFIN
occupation	ocupación	occupation	ocupación	N;SG	N;FEM;SG
occupation	profesión	occupation	profesión	N;SG	N;FEM;SG
scottish	escocesa	scottish	escocesa	ADJ	ADJ;FEM;SG
executive	ejecutivas	executive	ejecutivo	ADJ	ADJ;FEM;PL
plant	planta	plant	planta	N;SG	N;FEM;SG
villages	pueblos	village	pueblo	N;PL	N;MASC;PL
villages	aldeas	village	aldea	N;PL	N;FEM;PL
languages	idiomas	language	idioma	N;PL	N;MASC;PL
languages	lenguas	language	lengua	N;PL	N;FEM;PL
internet	internet	internet	internet	N;SG	N;SG
feel	sentir	feel	sentir	V;IMP;FIN	V;NFIN
covered	cubrió	cover	cubrir	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
merge	fusionar	merge	fusionar	V;IMP;FIN	V;NFIN
merge	combinar	merge	combinar	V;IMP;FIN	V;NFIN
mostly	principalmente	mostly	principalmente	ADV	ADV
mostly	mayormente	mostly	mayormente	ADV	ADV
numerous	numerosos	numerous	numeroso	ADJ	ADJ;MASC;PL
numerous	numerosa	numerous	numeroso	ADJ	ADJ;FEM;SG
numerous	numerosas	numerous	numeroso	ADJ	ADJ;FEM;PL
numerous	numeroso	numerous	numeroso	ADJ	ADJ;MASC;SG
ancient	antiguo	ancient	antiguo	ADJ	ADJ;MASC;SG
ancient	antiguas	ancient	antiguo	ADJ	ADJ;FEM;PL
ancient	antiguos	ancient	antiguo	ADJ	ADJ;MASC;PL
ancient	antigua	ancient	antiguo	ADJ	ADJ;FEM;SG
attempt	tentativa	attempt	tentativa	N;SG	N;FEM;SG
property	propiedad	property	propiedad	N;SG	N;FEM;SG
property	inmueble	property	inmueble	N;SG	N;MASC;SG
programs	programas	program	programa	N;PL	N;MASC;PL
picture	foto	picture	foto	N;SG	N;FEM;SG
finally	finalmente	finally	finalmente	ADV	ADV
ships	barcos	ship	barco	N;PL	N;MASC;PL
ships	buques	ship	buque	N;PL	N;MASC;PL
ships	naves	ship	nave	N;PL	N;FEM;PL
fiction	ficción	fiction	ficción	N;SG	N;FEM;SG
looking	mirando	look	mirar	V;V.MSDR	V;V.MSDR
looking	buscando	look	buscar	V;V.MSDR	V;V.MSDR
secondary	secundaria	secondary	secundario	ADJ	ADJ;FEM;SG
secondary	secundario	secondary	secundario	ADJ	ADJ;MASC;SG
secondary	secundarias	secondary	secundario	ADJ	ADJ;FEM;PL
nations	naciones	nation	nación	N;PL	N;FEM;PL
nations	nations	nation	nations	N;PL	N
majority	mayoría	majority	mayoría	N;SG	N;FEM;SG
majority	mayoria	majority	mayoria	N;SG	N;FEM;SG
annual	anual	annual	anual	ADJ	ADJ;SG
annual	anuales	annual	anual	ADJ	ADJ;PL
digital	digitales	digital	digital	ADJ	ADJ;PL
digital	digital	digital	digital	ADJ	ADJ;SG
mission	mision	mission	mision	N;SG	N;FEM;SG
mission	mission	mission	mission	N;SG	N
mission	misión	mission	misión	N;SG	N;FEM;SG
lived	vivió	live	vivir	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
lived	viví	live	vivir	V;PST;V.PTCP	V;IND;SG;1;PST;FIN
claim	reclamar	claim	reclamar	V;IMP;FIN	V;NFIN
seat	asiento	seat	asiento	N;SG	N;MASC;SG
seat	seat	seat	seat	N;SG	N;MASC;SG
profile	perfil	profile	perfil	N;SG	N;MASC;SG
dance	baile	dance	baile	N;SG	N;MASC;SG
dance	danza	dance	danza	N;SG	N;FEM;SG
prize	premio	prize	premio	N;SG	N;MASC;SG
doing	haciendo	do	hacer	V;V.MSDR	V;V.MSDR
port	puerto	port	puerto	N;SG	N;MASC;SG
port	babor	port	babor	N;SG	N;MASC;SG
port	oporto	port	oporto	N;SG	N;MASC;SG
castle	castillo	castle	castillo	N;SG	N;MASC;SG
pass	pasar	pass	pasar	V;IMP;FIN	V;NFIN
pass	pasen	pass	pasar	V;IMP;FIN	V;IMP;PL;3;FIN
transport	transporte	transport	transporte	N;SG	N;MASC;SG
organizations	organizaciones	organization	organización	N;PL	N;FEM;PL
ratio	coeficiente	ratio	coeficiente	N;SG	N;MASC;SG
ratio	ratio	ratio	ratio	N;SG	N;MASC;SG
ratio	proporción	ratio	proporción	N;SG	N;FEM;SG
ratio	cociente	ratio	cociente	N;SG	N;MASC;SG
recently	recientemente	recently	recientemente	ADV	ADV
fall	otoño	fall	otoño	N;SG	N;MASC;SG
fall	caída	fall	caída	N;SG	N;FEM;SG
global	mundial	global	mundial	ADJ	ADJ;SG
global	global	global	global	ADJ	ADJ;SG
global	globales	global	global	ADJ	ADJ;PL
wing	wing	wing	wing	N;SG	N
opinion	opinion	opinion	opinion	N;SG	N;FEM;SG
opinion	dictamen	opinion	dictamen	N;SG	N;MASC;SG
opinion	opinión	opinion	opinión	N;SG	N;FEM;SG
commander	comandante	commander	comandante	N;SG	N;SG
commander	comendador	commander	comendador	N;SG	N;MASC;SG
effect	efecto	effect	efecto	N;SG	N;MASC;SG
opening	abertura	opening	abertura	N;SG	N;FEM;SG
opening	inauguración	opening	inauguración	N;SG	N;FEM;SG
opening	apertura	opening	apertura	N;SG	N;FEM;SG
fine	fino	fine	fino	ADJ	ADJ;MASC;SG
purpose	proposito	purpose	proposito	N;SG	N;MASC;SG
purpose	finalidad	purpose	finalidad	N;SG	N;FEM;SG
purpose	propósito	purpose	propósito	N;SG	N;MASC;SG
winter	invierno	winter	invierno	N;SG	N;MASC;SG
genus	género	genus	género	N;SG	N;MASC;SG
activities	actividades	activity	actividad	N;PL	N;FEM;PL
income	ingreso	income	ingreso	N;SG	N;MASC;SG
income	renta	income	renta	N;SG	N;FEM;SG
massachusetts	massachusetts	massachusett	massachusetts	N;PL	N
comes	viene	come	venir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
older	mayores	older	mayor	ADJ;CMPR	ADJ;PL
peak	pico	peak	pico	N;SG	N;MASC;SG
lack	carencia	lack	carencia	N;SG	N;FEM;SG
lack	falta	lack	falta	N;SG	N;FEM;SG
academic	académico	academic	académico	ADJ	ADJ;MASC;SG
academic	académicas	academic	académico	ADJ	ADJ;FEM;PL
academic	académica	academic	académico	ADJ	ADJ;FEM;SG
stars	estrellas	star	estrella	N;PL	N;PL
stars	stars	star	star	N;PL	N
accounts	relatos	account	relato	N;PL	N;MASC;PL
accounts	cuentas	account	cuenta	N;PL	N;FEM;PL
appearance	aspecto	appearance	aspecto	N;SG	N;MASC;SG
appearance	aparición	appearance	aparición	N;SG	N;FEM;SG
appearance	comparecencia	appearance	comparecencia	N;SG	N;FEM;SG
appearance	apariencia	appearance	apariencia	N;SG	N;FEM;SG
asian	asiática	asian	asiático	ADJ	ADJ;FEM;SG
asian	asiáticas	asian	asiático	ADJ	ADJ;FEM;PL
asian	asiático	asian	asiático	ADJ	ADJ;MASC;SG
asian	asiáticos	asian	asiático	ADJ	ADJ;MASC;PL
asked	pregunté	ask	preguntar	V;PST;V.PTCP	V;IND;SG;1;PST;FIN
asked	preguntó	ask	preguntar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
friends	friends	friend	friends	N;PL	N
friends	amigos	friend	amigo	N;PL	N;MASC;PL
friends	amigas	friend	amiga	N;PL	N;FEM;PL
till	asta	till	aste		
financial	financiero	financial	financiero	ADJ	ADJ;MASC;SG
financial	financial	financial	financial	ADJ	ADJ;SG
financial	financieros	financial	financiero	ADJ	ADJ;MASC;PL
financial	financiera	financial	financiero	ADJ	ADJ;FEM;SG
entry	entrada	entry	entrada	N;SG	N;FEM;SG
sense	sentido	sense	sentido	N;SG	N;MASC;SG
actress	actriz	actress	actriz	N;SG	N;FEM;SG
map	plano	map	plano	N;SG	N;MASC;SG
map	mapa	map	mapa	N;SG	N;MASC;SG
rate	tasa	rate	tasa	N;SG	N;FEM;SG
literature	literatura	literature	literatura	N;SG	N;FEM;SG
forest	bosque	forest	bosque	N;SG	N;MASC;SG
forest	selva	forest	selva	N;SG	N;FEM;SG
voice	voice	voice	voice	N;SG	N
voice	voz	voice	voz	N;SG	N;FEM;SG
justice	justicia	justice	justicia	N;SG	N;FEM;SG
justice	justice	justice	justice	N;SG	N;SG
champion	campeón	champion	campeón	N;SG	N;MASC;SG
champion	campeona	champion	campeona	N;SG	N;FEM;SG
champion	campeon	champion	campeon	N;SG	N;MASC;SG
champion	champion	champion	champion	N;SG	N;MASC;SG
double	doble	double	doble	ADJ	ADJ;SG
numbers	numeros	number	numero	N;PL	N;MASC;PL
numbers	números	number	número	N;PL	N;MASC;PL
temple	sien	temple	sien	N;SG	N;FEM;SG
temple	temple	temple	temple	N;SG	N;MASC;SG
temple	templo	temple	templo	N;SG	N;MASC;SG
administration	administración	administration	administración	N;SG	N;FEM;SG
ended	terminó	end	terminar	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
claims	siniestros	claim	siniestro	N;PL	N;MASC;PL
claims	reclamos	claim	reclamo	N;PL	N;MASC;PL
claims	reclamaciones	claim	reclamación	N;PL	N;FEM;PL
parish	parroquia	parish	parroquia	N;SG	N;FEM;SG
actors	actores	actor	actor	N;PL	N;MASC;PL
sister	sister	sister	sister	N;SG	N
sister	hermana	sister	hermana	N;SG	N;FEM;SG
scored	anotó	score	anotar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
table	cuadro	table	cuadro	N;SG	N;MASC;SG
table	mesa	table	mesa	N;SG	N;FEM;SG
table	tabla	table	tabla	N;SG	N;FEM;SG
attended	asistió	attend	asistir	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
attended	asistieron	attend	asistir	V;PST;V.PTCP	V;IND;PL;3;PST;FIN
pop	pop	pop	pop	N;SG	N
newspaper	periódico	newspaper	periódico	N;SG	N;MASC;SG
newspaper	periodico	newspaper	periodico	N;SG	N;MASC;SG
friend	amigo	friend	amigo	N;SG	N;MASC;SG
friend	friend	friend	friend	N;SG	N
friend	amiga	friend	amiga	N;SG	N;FEM;SG
unknown	desconocida	unknown	desconocido	ADJ	ADJ;FEM;SG;V.PTCP
unknown	desconocidos	unknown	desconocido	ADJ	ADJ;MASC;PL;V.PTCP
unknown	desconocidas	unknown	desconocido	ADJ	ADJ;FEM;PL;V.PTCP
unknown	desconocido	unknown	desconocido	ADJ	ADJ;MASC;SG;V.PTCP
winner	ganador	winner	ganador	N;SG	N;MASC;SG
winner	vencedor	winner	vencedor	N;SG	N;MASC;SG
initially	inicialmente	initially	inicialmente	ADV	ADV
loss	pérdida	loss	pérdida	N;SG	N;FEM;SG
sites	sitios	site	sitio	N;PL	N;MASC;PL
sites	emplazamientos	site	emplazamiento	N;PL	N;MASC;PL
starting	empezando	start	empezar	V;V.MSDR	V;V.MSDR
starting	iniciando	start	iniciar	V;V.MSDR	V;V.MSDR
starting	comenzando	start	comenzar	V;V.MSDR	V;V.MSDR
architecture	arquitectura	architecture	arquitectura	N;SG	N;FEM;SG
relations	relaciones	relation	relación	N;PL	N;FEM;PL
supported	apoyó	support	apoyar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
tracks	huellas	track	huella	N;PL	N;FEM;PL
tracks	pistas	track	pista	N;PL	N;FEM;PL
tracks	tracks	track	tracks	N;PL	N;MASC;PL
contract	contrato	contract	contrato	N;SG	N;MASC;SG
face	rostro	face	rostro	N;SG	N;MASC;SG
face	carita	face	carita	N;SG	N;FEM;SG
face	cara	face	cara	N;SG	N;FEM;SG
face	face	face	facer	N;SG	N
directly	directamente	directly	directamente	ADV	ADV
girl	chica	girl	chica	N;SG	N;FEM;SG
girl	niña	girl	niña	N;SG	N;FEM;SG
girl	muchacha	girl	muchacha	N;SG	N;FEM;SG
clearly	claramente	clearly	claramente	ADV	ADV
clearly	evidentemente	clearly	evidentemente	ADV	ADV
junior	júnior	junior	júnior	N;SG	N;MASC;SG
junior	junior	junior	junior	N;SG	N;SG
politics	políticos	politics	político	N;PL	N;MASC;PL
politics	politicas	politics	politico	N;PL	N;FEM;PL
politics	políticas	politics	política	N;PL	N;FEM;PL
cause	causa	cause	causa	N;SG	N;FEM;SG
volume	volumen	volume	volumen	N;SG	N;MASC;SG
caused	causó	cause	causar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
flight	vuelo	flight	vuelo	N;SG	N;MASC;SG
candidate	candidata	candidate	candidata	N;SG	N;FEM;SG
candidate	candidato	candidate	candidato	N;SG	N;MASC;SG
matches	cerillas	match	cerilla	N;PL	N;FEM;PL
matches	fósforos	match	fósforo	N;PL	N;MASC;PL
matches	coincidencias	match	coincidencia	N;PL	N;FEM;PL
matches	partidos	match	partido	N;PL	N;MASC;PL
claimed	reclamó	claim	reclamar	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
claimed	alegó	claim	alegar	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
oil	aceite	oil	aceite	N;SG	N;MASC;SG
oil	petroleo	oil	petroleo	N;SG	N;MASC;SG
oil	óleo	oil	óleo	N;SG	N;MASC;SG
oil	petróleo	oil	petróleo	N;SG	N;MASC;SG
assistant	asistente	assistant	asistente	N;SG	N;SG
assistant	ayudante	assistant	ayudante	N;SG	N;SG
surface	superficie	surface	superficie	N;SG	N;FEM;SG
regiment	regimiento	regiment	regimiento	N;SG	N;MASC;SG
stories	historias	story	historia	N;PL	N;FEM;PL
stories	relatos	story	relato	N;PL	N;MASC;PL
stories	cuentos	story	cuento	N;PL	N;MASC;PL
gets	obtiene	get	obtener	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
weeks	semanas	week	semana	N;PL	N;FEM;PL
allow	permitir	allow	permitir	V;IMP;FIN	V;NFIN
branch	ramal	branch	ramal	N;SG	N;MASC;SG
branch	rama	branch	rama	N;SG	N;FEM;SG
branch	sucursal	branch	sucursal	N;SG	N;FEM;SG
communities	comunidades	community	comunidad	N;PL	N;FEM;PL
train	train	train	train	N;SG	N
train	entreno	train	entreno	N;SG	N;MASC;SG
train	tren	train	tren	N;SG	N;MASC;SG
paper	paper	paper	paper	N;SG	N
paper	ponencia	paper	ponencia	N;SG	N;FEM;SG
paper	papel	paper	papel	N;SG	N;MASC;SG
adding	agregar	add	agregar	V;V.MSDR	V;NFIN
adding	agregando	add	agregar	V;V.MSDR	V;V.MSDR
adding	añadir	add	añadir	V;V.MSDR	V;NFIN
adding	añadiendo	add	añadir	V;V.MSDR	V;V.MSDR
provides	proporciona	provide	proporcionar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
provides	provee	provide	proveer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
remains	restos	remains	resto	N;PL	N;MASC;PL
metal	metal	metal	metal	N;SG	N;MASC;SG
wrong	equivocado	wrong	equivocado	ADJ	ADJ;MASC;SG;V.PTCP
wrong	equivocados	wrong	equivocado	ADJ	ADJ;MASC;PL;V.PTCP
wrong	incorrecto	wrong	incorrecto	ADJ	ADJ;MASC;SG
direct	directa	direct	directo	ADJ	ADJ;FEM;SG
direct	directo	direct	directo	ADJ	ADJ;MASC;SG
direct	directos	direct	directo	ADJ	ADJ;MASC;PL
direct	directas	direct	directo	ADJ	ADJ;FEM;PL
miles	millas	mile	milla	N;PL	N;FEM;PL
miles	kilómetros	mile	kilómetro	N;PL	N;MASC;PL
launched	lanzó	launch	lanzar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
mass	mass	mass	mass	N;SG	N
mass	masa	mass	masa	N;SG	N;FEM;SG
mass	misa	mass	misa	N;SG	N;FEM;SG
chairman	presidenta	chairman	presidenta	N;SG	N;FEM;SG
chairman	presidente	chairman	presidente	N;SG	N;MASC;SG
comedy	comedia	comedy	comedia	N;SG	N;FEM;SG
relationship	parentesco	relationship	parentesco	N;SG	N;MASC;SG
relationship	relación	relationship	relación	N;SG	N;FEM;SG
relationship	relacion	relationship	relacion	N;SG	N;FEM;SG
knowledge	conocimiento	knowledge	conocimiento	N;SG	N;MASC;SG
format	formato	format	formato	N;SG	N;MASC;SG
meeting	reunión	meeting	reunión	N;SG	N;FEM;SG
meeting	encuentro	meeting	encuentro	N;SG	N;MASC;SG
failed	falló	fail	fallar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
officers	agentes	officer	agente	N;PL	N;PL
draft	borrador	draft	borrador	N;SG	N;MASC;SG
draft	draft	draft	draft	N;SG	N;MASC;SG
fight	luchar	fight	luchar	V;IMP;FIN	V;NFIN
faculty	claustro	faculty	claustro	N;SG	N;MASC;SG
faculty	facultad	faculty	facultad	N;SG	N;FEM;SG
camp	camp	camp	camp	N;SG	N;MASC;SG
camp	campamento	camp	campamento	N;SG	N;MASC;SG
camp	campo	camp	campo	N;SG	N;MASC;SG
ran	corrió	run	correr	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
variety	variedad	variety	variedad	N;SG	N;FEM;SG
owner	propietario	owner	propietario	N;SG	N;MASC;SG
owner	dueño	owner	dueño	N;SG	N;MASC;SG
owner	dueña	owner	dueña	N;SG	N;FEM;SG
statistics	estadísticas	statistic	estadística	N;PL	N;FEM;PL
heavy	pesado	heavy	pesado	ADJ	ADJ;MASC;SG;V.PTCP
heavy	pesadas	heavy	pesado	ADJ	ADJ;FEM;PL;V.PTCP
heavy	pesados	heavy	pesado	ADJ	ADJ;MASC;PL;V.PTCP
heavy	pesada	heavy	pesado	ADJ	ADJ;FEM;SG;V.PTCP
alone	solo	alone	solo	ADV	ADV
understand	entienda	understand	entender	V;IMP;FIN	V;IMP;SG;3;FIN
understand	comprenda	understand	comprender	V;IMP;FIN	V;IMP;SG;3;FIN
understand	comprender	understand	comprender	V;IMP;FIN	V;NFIN
understand	entender	understand	entender	V;IMP;FIN	V;NFIN
episodes	episodios	episode	episodio	N;PL	N;MASC;PL
gives	da	give	dar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
educational	educativo	educational	educativo	ADJ	ADJ;MASC;SG
educational	educativa	educational	educativo	ADJ	ADJ;FEM;SG
daily	diariamente	daily	diariamente	ADV	ADV
completely	totalmente	completely	totalmente	ADV	ADV
completely	completamente	completely	completamente	ADV	ADV
products	productos	product	producto	N;PL	N;MASC;PL
dark	oscuro	dark	oscuro	ADJ	ADJ;MASC;SG
dark	oscuros	dark	oscuro	ADJ	ADJ;MASC;PL
dark	oscura	dark	oscuro	ADJ	ADJ;FEM;SG
attention	atención	attention	atención	N;SG	N;FEM;SG
attention	atencion	attention	atencion	N;SG	N;FEM;SG
religion	religion	religion	religion	N;SG	N;FEM;SG
religion	religión	religion	religión	N;SG	N;FEM;SG
mind	mente	mind	mente	N;SG	N;FEM;SG
corps	corps	corps	corp	N;SG	N
administrative	administrativa	administrative	administrativo	ADJ	ADJ;FEM;SG
administrative	administrativos	administrative	administrativo	ADJ	ADJ;MASC;PL
administrative	administrativas	administrative	administrativo	ADJ	ADJ;FEM;PL
administrative	administrativo	administrative	administrativo	ADJ	ADJ;MASC;SG
cut	cortar	cut	cortar	V;IMP;FIN	V;NFIN
cut	corten	cut	corten	V;IMP;FIN	V;IMP;PL;3;FIN
becoming	convirtiéndose	become	convirtiéndose	V;V.MSDR	V;SBJV;PL;3;PRS;FIN
footballer	futbolista	footballer	futbolista	N;SG	N;SG
mayor	alcalde	mayor	alcalde	N;SG	N;MASC;SG
mayor	intendente	mayor	intendente	N;SG	N;SG
mayor	alcaldesa	mayor	alcaldesa	N;SG	N;FEM;SG
mayor	alcaldía	mayor	alcaldía	N;SG	N;FEM;SG
beach	playa	beach	playa	N;SG	N;FEM;SG
descent	descenso	descent	descenso	N;SG	N;MASC;SG
descent	ascendencia	descent	ascendencia	N;SG	N;FEM;SG
descent	descendencia	descent	descendencia	N;SG	N;FEM;SG
nearly	casi	nearly	casi	ADV	ADV
leaving	abandonando	leave	abandonar	V;V.MSDR	V;V.MSDR
leaving	saliendo	leave	salir	V;V.MSDR	V;V.MSDR
leaving	dejando	leave	dejar	V;V.MSDR	V;V.MSDR
highly	altamente	highly	altamente	ADV	ADV
cast	reparto	cast	reparto	N;SG	N;MASC;SG
cast	elenco	cast	elenco	N;SG	N;MASC;SG
territory	territorio	territory	territorio	N;SG	N;MASC;SG
write	escribir	write	escribir	V;IMP;FIN	V;NFIN
write	escriba	write	escribir	V;IMP;FIN	V;IMP;SG;3;FIN
towns	ciudades	town	ciudad	N;PL	N;FEM;PL
towns	pueblos	town	pueblo	N;PL	N;MASC;PL
forms	formas	form	forma	N;PL	N;FEM;PL
forms	formularios	form	formulario	N;PL	N;MASC;PL
inside	dentro	inside	dentro	ADV	ADV
solid	sólidos	solid	sólido	ADJ	ADJ;MASC;PL
solid	sólido	solid	sólido	ADJ	ADJ;MASC;SG
solid	sólida	solid	sólido	ADJ	ADJ;FEM;SG
individuals	individuos	individual	individuo	N;PL	N;MASC;PL
authority	autoridad	authority	autoridad	N;SG	N;FEM;SG
mention	mencionar	mention	mencionar	V;IMP;FIN	V;NFIN
mention	mencione	mention	mencionar	V;IMP;FIN	V;IMP;SG;3;FIN
projects	proyectos	project	proyecto	N;PL	N;MASC;PL
projects	projects	project	project	N;PL	N
continue	continuar	continue	continuar	V;IMP;FIN	V;NFIN
cost	coste	cost	coste	N;SG	N;MASC;SG
cost	costo	cost	costo	N;SG	N;MASC;SG
drive	conducir	drive	conducir	V;IMP;FIN	V;NFIN
notice	aviso	notice	aviso	N;SG	N;MASC;SG
notice	preaviso	notice	preaviso	N;SG	N;MASC;SG
forced	forzar	force	forzar	V;PST;V.PTCP	V;NFIN
looks	parece	look	parecer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
reasons	motivos	reason	motivo	N;PL	N;MASC;PL
reasons	razones	reason	razón	N;PL	N;FEM;PL
job	empleo	job	empleo	N;SG	N;MASC;SG
job	trabajo	job	trabajo	N;SG	N;MASC;SG
photo	fotografía	photo	fotografía	N;SG	N;FEM;SG
photo	photo	photo	photo	N;SG	N
photo	foto	photo	foto	N;SG	N;FEM;SG
log	tronco	log	tronco	N;SG	N;MASC;SG
log	bitácora	log	bitácora	N;SG	N;FEM;SG
parents	progenitores	parent	progenitor	N;PL	N;MASC;PL
parents	padres	parent	padre	N;PL	N;MASC;PL
entered	entró	enter	entrar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
basic	básica	basic	básico	ADJ	ADJ;FEM;SG
basic	básicos	basic	básico	ADJ	ADJ;MASC;PL
basic	básicas	basic	básico	ADJ	ADJ;FEM;PL
basic	básico	basic	básico	ADJ	ADJ;MASC;SG
scientific	científicas	scientific	científico	ADJ	ADJ;FEM;PL
scientific	científico	scientific	científico	ADJ	ADJ;MASC;SG
scientific	científica	scientific	científico	ADJ	ADJ;FEM;SG
amount	monto	amount	monto	N;SG	N;MASC;SG
amount	cantidad	amount	cantidad	N;SG	N;FEM;SG
amount	importe	amount	importe	N;SG	N;MASC;SG
spring	manantial	spring	manantial	N;SG	N;MASC;SG
spring	primavera	spring	primavera	N;SG	N;FEM;SG
spring	resorte	spring	resorte	N;SG	N;MASC;SG
opera	ópera	opera	ópera	N;SG	N;FEM;SG
tried	intenté	try	intentar	V;IND;PST;FIN	V;IND;SG;1;PST;FIN
critical	crítico	critical	crítico	ADJ	ADJ;MASC;SG
simple	simple	simple	simple	ADJ	ADJ;SG
simple	sencilla	simple	sencillo	ADJ	ADJ;FEM;SG
simple	sencillo	simple	sencillo	ADJ	ADJ;MASC;SG
simple	simples	simple	simple	ADJ	ADJ;PL
founder	fundador	founder	fundador	N;SG	N;MASC;SG
husband	marido	husband	marido	N;SG	N;MASC;SG
husband	esposo	husband	esposo	N;SG	N;MASC;SG
useful	util	useful	util	ADJ	ADJ;SG
useful	útil	useful	útil	ADJ	ADJ;SG
useful	útiles	useful	útil	ADJ	ADJ;PL
necessary	necesaria	necessary	necesario	ADJ	ADJ;FEM;SG
necessary	necesarias	necessary	necesario	ADJ	ADJ;FEM;PL
necessary	necesarios	necessary	necesario	ADJ	ADJ;MASC;PL
necessary	necesario	necessary	necesario	ADJ	ADJ;MASC;SG
believed	creyó	believe	creer	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
believed	creyeron	believe	creer	V;PST;V.PTCP	V;IND;PL;3;PST;FIN
operated	operó	operate	operar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
mountains	montañas	mountain	montaña	N;PL	N;FEM;PL
mountains	montes	mountain	monte	N;PL	N;MASC;PL
importance	importancia	importance	importancia	N;SG	N;FEM;SG
musicians	músicos	musician	músico	N;PL	N;MASC;PL
hotel	hotel	hotel	hotel	N;SG	N;MASC;SG
girls	muchachas	girl	muchacha	N;PL	N;FEM;PL
girls	girls	girl	girls	N;PL	N
girls	niñas	girl	niña	N;PL	N;FEM;PL
girls	chicas	girl	chica	N;PL	N;FEM;PL
crew	crew	crew	crew	N;SG	N
crew	tripulación	crew	tripulación	N;SG	N;FEM;SG
boy	muchacho	boy	muchacho	N;SG	N;MASC;SG
boy	boy	boy	boy	N;SG	N
boy	niño	boy	niño	N;SG	N;MASC;SG
boy	chico	boy	chico	N;SG	N;MASC;SG
nation	nación	nation	nación	N;SG	N;FEM;SG
nation	nacion	nation	nacion	N;SG	N;FEM;SG
nation	nation	nation	nation	N;SG	N
defense	defensa	defense	defensa	N;SG	N;SG
wiki	wiki	wiki	wiki	N;SG	N;MASC;SG
champions	campeones	champion	campeón	N;PL	N;MASC;PL
golden	dorada	golden	dorado	ADJ	ADJ;FEM;SG;V.PTCP
golden	dorado	golden	dorado	ADJ	ADJ;MASC;SG;V.PTCP
golden	dorados	golden	dorado	ADJ	ADJ;MASC;PL;V.PTCP
districts	barrios	district	barrio	N;PL	N;MASC;PL
districts	distritos	district	distrito	N;PL	N;MASC;PL
faith	faith	faith	faith	N;SG	N
faith	fe	faith	fe	N;SG	N;FEM;SG
racing	racing	racing	racing	N;SG	N;MASC;SG
mainly	principalmente	mainly	principalmente	ADV	ADV
auto	auto	auto	auto	N;SG	N;MASC;SG
lives	vidas	life	vida	N;PL	N;FEM;PL
swedish	sueco	swedish	sueco	ADJ	ADJ;MASC;SG
hot	caliente	hot	caliente	ADJ	ADJ;SG
