nicht	नहीं	nicht	नहीं	PART;NEG	PART;NEG
arzt	चिकित्सक	arzen	चिकित्सक	N;SG	N;NOM;MASC;SG;3
arzt	मेडिकल	arzen	मेडिकल	N;SG	N;NOM;MASC;SG;3
arzt	चिकित्सा	arzen	चिकित्सा	N;SG	N;NOM;FEM;SG;3
arzt	डॉक्टर	arzen	डॉक्टर	N;SG	N;NOM;MASC;SG;3
arzt	डाक्टर	arzen	डाक्टर	N;SG	N;NOM;MASC;SG;3
arzt	डॉक्टर	arzen	डॉक्टर	N;SG	N;NOM;MASC;SG;3
medizin	दवा	medizin	दवा	N;NOM;SG	N;NOM;FEM;SG;3
medizin	औषधि	medizin	औषधि	N;NOM;SG	N;NOM;FEM;SG;3
medizin	आयुर्विज्ञान	medizin	आयुर्विज्ञान	N;NOM;SG	N;NOM;FEM;SG;3
medizin	मेडिकल	medizin	मेडिकल	N;NOM;SG	N;NOM;MASC;SG;3
medizin	चिकित्सा	medizin	चिकित्सा	N;NOM;SG	N;NOM;FEM;SG;3
medizin	दवा	medizin	दवा	N;NOM;SG	N;NOM;FEM;SG;3
gehalten	रखा	halten	रख	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
praxis	प्रथा	praxis	प्रथा	N;NOM;SG	N;NOM;FEM;SG;3
praxis	अभ्यास	praxis	अभ्यास	N;NOM;SG	N;NOM;MASC;SG;3
bibliothek	लाइब्रेरी	bibliothek	लाइब्रेरी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
bibliothek	पुस्तकालय	bibliothek	पुस्तकालय	N;NOM;FEM;SG	N;NOM;MASC;SG;3
bibliothek	लाइब्रेरी	bibliothek	लाइब्रेरी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
bibliothek	पुस्तकालय	bibliothek	पुस्तकालय	N;NOM;FEM;SG	N;NOM;MASC;SG;3
freund	dost	freund	dost		
entsprechende	सम्बन्धित	entsprechend	संबन्धित	ADJ;NOM;FEM;PL	ADJ
stets	हमेशा	stets	हमेशा	ADV	ADV
auflösung	घुमावदार	auflösung	घुमावदार	N;NOM;FEM;SG	N;NOM;MASC;SG;3
auflösung	विघटन	auflösung	विघटन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
auflösung	समाधान	auflösung	समाधान	N;NOM;FEM;SG	N;NOM;MASC;SG;3
auflösung	विभेदन	auflösung	विभेदन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
auflösung	रिज़ॉल्यूशन	auflösung	रिजोॉल्यूशन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
auflösung	रेज़ोल्यूशन	auflösung	रेजोोल्यूशन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
fahrzeuge	कारें	fahrzeug	कार	N;NOM;PL	N;NOM;FEM;PL;3
fahrzeuge	गाड़ियाँ	fahrzeug	गाड़ी	N;NOM;PL	N;NOM;FEM;PL;3
fahrzeuge	वाहन	fahrzeug	वाहन	N;NOM;PL	N;NOM;MASC;PL;3
kindern	बच्चे	kindern	बच्चा	N;NOM;NEUT;PL	N;NOM;MASC;PL;3
erstellt	बनाया	erstellen	बना	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
erstellt	बनाए	erstellen	बना	V;V.PTCP	V;PFV;MASC;PL;V.PTCP;ACT
schiffe	नौकाएँ	schiff	नौका	N;NOM;NEUT;PL	N;NOM;MASC;PL;3
gingen	गए	gehen	जा	V;IND;PL;3;PST;FIN	V;PFV;MASC;PL;V.PTCP;ACT
gingen	गये	gehen	जा	V;IND;PL;3;PST;FIN	V;PFV;MASC;PL;V.PTCP;ACT
augen	आंखें	augen	आंख	N;NOM;NEUT;PL	N;NOM;FEM;PL;3
augen	आँखें	augen	आँख	N;NOM;NEUT;PL	N;NOM;FEM;PL;3
beispiele	नमूने	beispiel	नमूना	N;NOM;PL	N;NOM;MASC;PL;3
gezeigt	दिखाया	zeigen	दिखा	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
wirkung	प्रभाव	wirkung	प्रभाव	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wirkung	असर	wirkung	असर	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wirkung	प्रभाव	wirkung	प्रभाव	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wirkung	प्रभाव	wirkung	प्रभाव	N;NOM;FEM;SG	N;NOM;MASC;SG;3
notwendig	आवश्यक	notwendig	आवश्यक	ADJ	ADJ
notwendig	जरूरी	notwendig	जरूरी	ADJ	ADJ
anwendung	एप्लिकेशन	anwendung	एप्लिकेशन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
anwendung	आवेदन	anwendung	आवेदन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
anwendung	अनुप्रयोग	anwendung	अनुप्रयोग	N;NOM;FEM;SG	N;NOM;MASC;SG;3
anwendung	ऐप	anwendung	ऐप	N;NOM;FEM;SG	N;NOM;MASC;SG;3
anwendung	एप्लिकेशन	anwendung	एप्लिकेशन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
anwendung	app	anwendung	app	N;NOM;FEM;SG	N;NOM;MASC;SG;3
lieber	प्रिय	lieb	प्रिय		
regiment	रेजीमेंट	regiment	रेजीमेंट	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
dein	अपने	dein	अपना	PRO;NOM;MASC;SG	PRO;NOM;MASC
dein	अपना	dein	अपना	PRO;NOM;MASC;SG	PRO;NOM;MASC;SG
niederlage	हार	niederlage	हार	N;NOM;FEM;SG	N;NOM;FEM;SG;3
niederlage	शिकस्त	niederlage	शिकस्त	N;NOM;FEM;SG	N;NOM;FEM;SG;3
video	विडियो	video	विडियो	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
video	वीडियो	video	वीडियो	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
video	वीडियोज़	video	वीडियोज़	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
video	वीडियो	video	वीडियो	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
elf	ग्यारह	elf	ग्यारह	NUM	NUM
unterschiedliche	अलग	unterschiedlich	अलग	ADJ;NOM;FEM;PL	ADJ
öffentlichkeit	सार्वजनिक	öffentlichkeit	सार्वजनिक	ADJ	ADJ
mädchen	लड़कियां	mädchen	लड़की	N;NOM;FEM;PL	N;NOM;FEM;PL;3
mädchen	लड़कियाँ	mädchen	लड़की	N;NOM;FEM;PL	N;NOM;FEM;PL;3
suchen	खोजें	suchen	खोज	V;NFIN	V;SBJV;FIN;ACT
suchen	खोजें	suchen	खोज	V;NFIN	V;SBJV;FIN;ACT
suchen	ढूंढें	suchen	ढूंढ	V;NFIN	V;SBJV;PL;FIN;ACT
suchen	ढूंढें	suchen	ढूंढ	V;NFIN	V;SBJV;PL;FIN;ACT
suchen	ढूँढें	suchen	ढूँढ	V;NFIN	V;SBJV;PL;FIN;ACT
trug	पहना	tragen	पहन	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
foto	photo	foto	photo		
einzel	single	einzel	single		
einheit	एकता	einheit	एकता	N;NOM;FEM;SG	N;NOM;FEM;SG;3
einheit	दस्ता	einheit	दस्ता	N;NOM;FEM;SG	N;NOM;MASC;SG;3
einheit	दस्ते	einheit	दस्ता	N;NOM;FEM;SG	N;NOM;MASC;SG;3
einheit	स्क्वाड	einheit	स्क्वाड	N;NOM;FEM;SG	N;NOM;MASC;SG;3
einheit	यूनिट	einheit	यूनिट	N;NOM;FEM;SG	N;NOM;FEM;SG;3
einheit	इकाई	einheit	इकाई	N;NOM;FEM;SG	N;NOM;FEM;SG;3
einheit	ईकाई	einheit	ईकाई	N;NOM;FEM;SG	N;NOM;FEM;SG;3
lief	दौड़ा	laufen	दौड़ा	V;IND;SG;3;PST;FIN	V;MASC;SG;FIN;ACT
lief	भागा	laufen	भाग	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
ausbau	विस्तार	ausbau	विस्तार	N	N;NOM;MASC;SG;3
ausbau	एक्सटेंशन	ausbau	एक्सटेंशन	N	N;NOM;MASC;SG;3
ausbau	विस्तार	ausbau	विस्तार	N	N;NOM;MASC;SG;3
verantwortlich	उत्तरदायी	verantwortlich	उत्तरदायी	ADJ	ADJ
verantwortlich	जिम्मेदार	verantwortlich	जिम्मेदार	ADJ	ADJ
nahezu	वस्तुतः	nahezu	वस्तुतः	ADV	ADV
menge	आवाज	mengen	आवाज	N;NOM;FEM;SG	N;NOM;FEM;SG;3
menge	आयतन	mengen	आयतन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
menge	आवाज़	mengen	आवाज़	N;NOM;FEM;SG	N;NOM;FEM;SG;3
menge	भीड़	mengen	भीड़	N;NOM;FEM;SG	N;NOM;FEM;SG;3
menge	भीड	mengen	भीड	N;NOM;FEM;SG	N;NOM;FEM;SG;3
menge	मात्रा	mengen	मात्रा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
versuchte	आजमाया	versuchen	आजमा	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
hotel	होटल	Hotel	होटल	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
breit	चौड़ी	breit	चौड़ी	ADJ	ADJ;NOM;FEM;SG
parteien	पार्टियाँ	partei	पार्टी	N;NOM;FEM;PL	N;NOM;FEM;PL;3
original	असली	original	असली	ADJ	ADJ;NOM
vaters	डैड	vaters	डैड		
vaters	चचा	vaters	चचा		
vaters	father	vaters	father		
modernen	आधुनिक	modern	आधुनिक	ADJ	ADJ
verstehen	समझो	verstehen	समझ	V;NFIN	V;SBJV;SG;FIN;ACT
verstehen	समझ	verstehen	समझ	V;NFIN	V;ACT
verstehen	समझे	verstehen	समझ	V;NFIN	V;SG;FIN;ACT
verstehen	समझ	verstehen	समझ	V;NFIN	V;ACT
verstehen	समझना	verstehen	समझ	V;NFIN	V;MASC;NFIN;ACT
ehefrau	जीवनसाथी	ehefrau	जीवनसाथी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
ehefrau	पत्नी	ehefrau	पत्नी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
ehefrau	बीवी	ehefrau	बीवी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
schlecht	खराब	schlecht	खराब	ADJ	ADJ
betrachtet	समझी	betrachten	समझ	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
betrachtet	माना	betrachten	मान	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
politisch	राजनीतिक	politisch	राजनीतिक	ADJ	ADJ;NOM
leser	पाठक	leser	पाठक		
leser	पाठक	leser	पाठक		
körper	देह	körp	देह		
chemie	रसायन	chemie	रसायन	N;NOM;FEM	N;NOM;MASC;SG;3
chemie	केमिकल	chemie	केमिकल	N;NOM;FEM	N;NOM;MASC;SG;3
chemie	रासायनिक	chemie	रासायनिक	N;NOM;FEM	N;NOM;MASC;SG;3
chemie	रसायन	chemie	रसायन	N;NOM;FEM	N;NOM;MASC;SG;3
chemie	रसायन	chemie	रसायन	N;NOM;FEM	N;NOM;MASC;SG;3
bericht	रिपोर्ट	berechen	रिपोर्ट	N	N;NOM;FEM;SG;3
bericht	रपट	berechen	रपट	N	N;NOM;FEM;SG;3
angriff	हमले	angreifen	हमला	N	N;NOM;MASC;PL;3
angriff	हमला	angreifen	हमला	N	N;NOM;MASC;SG;3
angriff	आक्रमण	angreifen	आक्रमण	N	N;NOM;MASC;SG;3
angriff	उत्पीड़न	angreifen	उत्पीडन	N	N;NOM;MASC;SG;3
sprechen	बोलना	sprechen	बोल	V;NFIN	V;MASC;NFIN;ACT
sprechen	बोलें	sprechen	बोल	V;NFIN	V;SBJV;PL;FIN;ACT
sprechen	बोलो	sprechen	बोलो	V;NFIN	V;SBJV;SG;FIN;ACT
gewonnen	जीता	gewinnen	जीत	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gewonnen	जीते	gewinnen	जीत	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gewonnen	जीती	gewinnen	जीत	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
kontakt	संपर्क	kontakt	संपर्क	N;NOM;SG	N;NOM;MASC;SG;3
kontakt	सम्पर्क	kontakt	संपर्क	N;NOM;SG	N;NOM;MASC;SG;3
kontakt	संपर्क	kontakt	संपर्क	N;NOM;SG	N;NOM;MASC;SG;3
kontakt	सम्पर्क	kontakt	संपर्क	N;NOM;SG	N;NOM;MASC;SG;3
fakultät	संकाय	fakultät	संकाय	N	N;NOM;MASC;SG;3
schaffen	बनाएं	schaffen	बना	V;NFIN	V;SBJV;PL;3;FIN;ACT
schaffen	बनाएँ	schaffen	बना	V;NFIN	V;SBJV;PL;FIN;ACT
schaffen	बनाने	schaffen	बना	V;NFIN	V;MASC;NFIN;ACT
schaffen	बनाना	schaffen	बना	V;NFIN	V;MASC;NFIN;ACT
luft	वायु	lüfen	वायु	N;NOM;FEM;SG	N;NOM;FEM;SG;3
luft	एयर	lüfen	एयर	N;NOM;FEM;SG	N;NOM;FEM;SG;3
reise	ट्रिप	reise	ट्रिप		
gebiete	एटलस	gebieten	एटलस		
älteren	पुराने	alt	पुराना	ADJ	ADJ;MASC;PL
älteren	पुराना	alt	पुराना	ADJ	ADJ;MASC;SG
älteren	पुरानी	alt	पुराना	ADJ	ADJ;FEM;SG
mehrheit	बहुमत	mehrheit	बहुमत	N;NOM;SG	N;NOM;MASC;SG;3
marine	नौसेना	marin	नौसेना	N;NOM;FEM;SG	N;NOM;FEM;SG;3
marine	समुद्रतट	marin	समुद्रतट	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tat	किया	tun	कर	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
sicherheit	मिलावट	sicherheit	मिलावट	N;NOM;SG	N;NOM;FEM;SG;3
sicherheit	सुरक्षा	sicherheit	सुरक्षा	N;NOM;SG	N;NOM;FEM;SG;3
sicherheit	सुरक्षा	sicherheit	सुरक्षा	N;NOM;SG	N;NOM;FEM;SG;3
heft	कोपी	hefen	कोपी		
nächste	आगामी	nah	आगामी	ADJ;NOM;FEM;PL	ADJ
geschaffen	बनाया	schaffen	बना	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
geschaffen	बनाए	schaffen	बना	V;V.PTCP	V;PFV;MASC;PL;V.PTCP;ACT
konzept	दृष्टिकोण	konzept	दृष्टिकोण	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
konzept	अवधारणा	konzept	अवधारणा	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
konzept	धारणा	konzept	धारणा	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
entstehen	उठता	entstehen	उठ	V;NFIN	V;IPFV;MASC;SG;V.PTCP;ACT
lieder	गाने	lasder	गाना	N;NOM;NEUT;PL	N;NOM;MASC;PL;3
lieder	गीत	lasder	गीत	N;NOM;NEUT;PL	N;NOM;MASC;PL;3
persönlich	व्यक्तिगत	persönlich	व्यक्तिगत	ADJ	ADJ
persönlich	निजी	persönlich	निजी	ADJ	ADJ;NOM
östlichen	पूर्वी	östlich	पूर्वी	ADJ;ACC;MASC;SG	ADJ
unteren	निचला	unter	निचला	ADJ	ADJ;NOM;MASC;SG
rede	स्पीच	rede	स्पीच		
rede	वाक्	rede	वाक्		
rede	वाक	rede	वाक		
geändert	बदला	ändern	बदल	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
beruf	व्यवसाय	beruf	व्यवसाय	N;SG	N;NOM;MASC;SG;3
beruf	वृत्ति	beruf	वृत्ति	N;SG	N;NOM;FEM;SG;3
beruf	व्यवसायिक	beruf	व्यवसायिक	N;SG	N;NOM;MASC;SG;3
kurzen	छोटी	kurz	छोटा	ADJ;ACC;MASC;SG	ADJ;FEM;SG
szene	दृश्य	szen	दृश्य	N;SG	N;NOM;MASC;SG;3
szene	सीन	szen	सीन	N;SG	N;NOM;MASC;SG;3
szene	झाँकी	szen	झाँकी	N;SG	N;NOM;FEM;SG;3
ausdruck	एक्सप्रेशन	ausdruck	एक्सप्रेशन	N;SG	N;NOM;MASC;SG;3
ausdruck	अभिव्यक्ति	ausdruck	अभिव्यक्ति	N;SG	N;NOM;FEM;SG;3
zeigte	दिखाया	zeigen	दिखा	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
erwähnung	mentions	Erwähnung	mentions	N;NOM;FEM;SG	N;NOM;MASC;SG;3
erwähnung	उल्लेख	Erwähnung	उल्लेख	N;NOM;FEM;SG	N;NOM;MASC;SG;3
erwähnung	उल्लेख	Erwähnung	उल्लेख	N;NOM;FEM;SG	N;NOM;MASC;SG;3
erwähnung	जिक्र	Erwähnung	जिक्र	N;NOM;FEM;SG	N;NOM;MASC;SG;3
argumente	वितर्क	argument	वितर्क		
lehre	शिक्षुता	lehr	शिक्षुता	N;NOM;FEM;SG	N;NOM;FEM;SG;3
lehre	शिक्षण	lehr	शिक्षण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
holz	लकड़ी	holz	लकडी	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
holz	ईधन	holz	ईधन	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
holz	लकड़ी	holz	लकडी	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
qualifikation	योग्यता	qualifikation	योग्यता	N;NOM;FEM;SG	N;NOM;FEM;SG;3
qualifikation	योग्यता	qualifikation	योग्यता	N;NOM;FEM;SG	N;NOM;FEM;SG;3
industrie	उद्योग	industrie	उद्योग	N;NOM;FEM;SG	N;NOM;MASC;SG;3
industrie	industrie	industrie	industrie	N;NOM;FEM;SG	N;NOM;MASC;SG;3
angesehen	देखा	ansehen	देख	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
angesehen	देखी	ansehen	देख	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
kleinere	नाबालिग	klein	नाबालिग	ADJ;NOM;FEM;PL	ADJ;NOM
grünen	हरी	grün	हरा	ADJ	ADJ;NOM;FEM;SG
ansicht	दृश्य	ansechen	दृश्य	N	N;NOM;MASC;SG;3
inneren	आंतरिक	inner	आंतरिक	ADJ	ADJ;NOM
unbekannt	अज्ञात	unbekannt	अज्ञात	ADJ	ADJ
halbfinale	सेमीफाइनल	halbfinale	सेमीफाइनल	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
private	निजी	privat	निजी	ADJ;NOM;FEM;PL	ADJ;NOM
öffentlich	सार्वजनिक	öffentlich	सार्वजनिक	ADJ	ADJ
starke	मजबूत	stark	मजबूत	ADJ;NOM;FEM;PL	ADJ
änderung	परिवर्धन	änderung	परिवर्धन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
änderung	परिवर्तन	änderung	परिवर्तन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
änderung	परिवर्तन	änderung	परिवर्तन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
änderung	बदलाव	änderung	बदलाव	N;NOM;FEM;SG	N;NOM;MASC;SG;3
vereinigung	फेडरेशन	vereinigung	फेडरेशन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
vereinigung	संघ	vereinigung	संघ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
vereinigung	सम्बद्धता	vereinigung	सम्बद्धता	N;NOM;FEM;SG	N;NOM;FEM;SG;3
vereinigung	एसोसिएशन	vereinigung	एसोसिएशन	N;NOM;FEM;SG	N;NOM;FEM;SG;3
vereinigung	संघ	vereinigung	संघ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
brüder	ब्रदर्स	brüder	ब्रदर्स	N;NOM;MASC;PL	N;NOM;MASC;PL;3
brüder	ब्रदर्स	brüder	ब्रदर्स	N;NOM;MASC;PL	N;NOM;MASC;PL;3
interview	साक्षात्कार	interveiwen	साक्षात्कार	N;SG	N;NOM;MASC;SG;3
interview	इंटरव्यू	interveiwen	इंटरव्यू	N;SG	N;NOM;MASC;SG;3
spiegel	आईना	spiegel	आईना		
spiegel	मिरर	spiegel	मिरर		
ausnahme	अपवाद	ausnehmen	अपवाद		
ausnahme	अपवाद	ausnehmen	अपवाद		
zug	ट्रेन	zug	ट्रेन	N;SG	N;NOM;FEM;SG;3
zug	रेलगाड़ी	zug	रेलगाड़ी	N;SG	N;NOM;FEM;SG;3
zug	प्लाटून	zug	प्लाटून	N;SG	N;NOM;MASC;SG;3
zug	ट्रेन	zug	ट्रेन	N;SG	N;NOM;FEM;SG;3
zug	रेल	zug	रेल	N;SG	N;NOM;FEM;SG;3
veranstaltungen	घटनाएँ	veranstaltung	घटना	N;NOM;FEM;PL	N;NOM;FEM;PL;3
ändern	बदलना	ändern	बदल	V;NFIN	V;MASC;NFIN;ACT
ändern	सुधारें	ändern	सुधार	V;NFIN	V;SBJV;PL;FIN;ACT
ändern	बदलें	ändern	बदल	V;NFIN	V;SBJV;SG;FIN;ACT
verstanden	समझो	verstehen	समझ	V;V.PTCP	V;SBJV;SG;FIN;ACT
verstanden	समझ	verstehen	समझ	V;V.PTCP	V;ACT
verstanden	समझे	verstehen	समझ	V;V.PTCP	V;SG;FIN;ACT
verstanden	समझा	verstehen	समझ	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
nationalsozialismus	नाजी	nationalsozialismus	नाजी	N;NOM;MASC;SG	N;NOM;MASC;SG;3
läuft	दौड़ना	laufen	दौड़	V;IND;SG;3;PRS;FIN	V;MASC;NFIN;ACT
verkehr	ट्रैफ़िक	verkehr	ट्रैफ़िक		
show	शो	show	शो	N	N;NOM;MASC;SG;3
landschaft	आड़ा	landschaft	आड़ा		
gekommen	आया	kommen	आ	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gekommen	आये	kommen	आ	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gekommen	आए	kommen	आ	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
mitgliedern	सदस्य	mitgliedern	सदस्य	N;NOM;NEUT;PL	N;NOM;MASC;PL;3
blau	नीला	blau	नीला	ADJ	ADJ;NOM;MASC;SG
gemeinsamen	आम	gemeinsam	आम	ADJ;SG	ADJ
persönliche	व्यक्तिगत	persönlich	व्यक्तिगत	ADJ;NOM;FEM;PL	ADJ
persönliche	निजी	persönlich	निजी	ADJ;NOM;FEM;PL	ADJ;NOM
herstellung	उत्पादन	herstellung	उत्पादन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
herstellung	विनिर्माण	herstellung	विनिर्माण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
herstellung	निर्माण	herstellung	निर्माण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
einheiten	इकाइयों	einheit	इकाई	N;PL	N;ACC;FEM;PL;3
einheiten	इकाईयाँ	einheit	इकाई	N;PL	N;NOM;FEM;PL;3
einheiten	इकाइयाँ	einheit	इकाई	N;PL	N;NOM;FEM;PL;3
einheiten	दस्तों	einheit	दस्ता	N;PL	N;ACC;MASC;PL;3
klavier	पियानो	klavier	पियानो	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
gericht	डिश	ringen	डिश	N;NOM;SG	N;NOM;FEM;SG;3
gericht	अधिकरण	ringen	अधिकरण	N;NOM;SG	N;NOM;MASC;SG;3
gericht	ट्रिब्यूनल	ringen	ट्रिब्यूनल	N;NOM;SG	N;NOM;MASC;SG;3
gericht	कोर्ट	ringen	कोर्ट	N;NOM;SG	N;NOM;MASC;SG;3
gericht	न्यायालय	ringen	न्यायालय	N;NOM;SG	N;NOM;MASC;SG;3
gericht	अदालत	ringen	अदालत	N;NOM;SG	N;NOM;FEM;SG;3
ältere	पुराने	alt	पुराना	ADJ;NOM;FEM;PL	ADJ;MASC;PL
schwarzen	काले	schwarz	काला	ADJ	ADJ;NOM;MASC;PL
schwarzen	काला	schwarz	काला	ADJ	ADJ;NOM;MASC;SG
netz	नेट	netz	नेट		
netz	संजाल	netz	संजाल		
netz	नेट	netz	नेट		
unbedingt	एकदम	unbedingt	एकदम	ADV	ADV
unbedingt	बिलकुल	unbedingt	बिलकुल	ADV	ADV
unbedingt	बिल्कुल	unbedingt	बिल्कुल	ADV	ADV
denkmal	मेमोरियल	denkmal	मेमोरियल	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
denkmal	प्रतिमा	denkmal	प्रतिमा	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
denkmal	स्मारक	denkmal	स्मारक	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
hinweise	साक्ष्य	hinweisen	साक्ष्य	N;NOM;FEM;PL	N;NOM;MASC;PL;3
auto	कार	auto	कार	N;NOM;SG	N;NOM;FEM;SG;3
auto	गाड़ी	auto	गाड़ी	N;NOM;SG	N;NOM;FEM;SG;3
auto	गाडी	auto	गाडी	N;NOM;SG	N;NOM;FEM;SG;3
auto	ऑटो	auto	ऑटो	N;NOM;SG	N;NOM;MASC;SG;3
angenommen	अपनाया	annehmen	अपना	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
starken	मजबूत	stark	मजबूत	ADJ;ACC;PL	ADJ
presse	presse	presse	presse		
verhindern	रोकते	verhindern	रोक	V;NFIN	V;IPFV;MASC;PL;V.PTCP;ACT
fallen	गिरने	fallen	गिर	V;NFIN	V;NFIN;ACT
