van	de	van	de	ADP	ADP
maatschappij	society	maatschappij	society	N;MASC+FEM;SG	N;MASC;SG
maatschappij	sociedade	maatschappij	sociedade	N;MASC+FEM;SG	N;FEM;SG
etc	etc	etc	etc	ADV	ADV
begraven	enterra	begraven	enterrar	V;V.PTCP	V;IND;SG;3;PRS;FIN
begraven	enterrar	begraven	enterrar	V;V.PTCP	V;NFIN
begraven	enterrem	begraven	enterrer	V;V.PTCP	V;SBJV;PL;3;PRS;FIN
begraven	sepultado	begraven	sepultado	V;V.PTCP	V;MASC;SG;V.PTCP
begraven	enterrada	begraven	enterrar	V;V.PTCP	V;FEM;SG;V.PTCP
begraven	enterrados	begraven	enterrar	V;V.PTCP	V;MASC;PL;V.PTCP
begraven	enterradas	begraven	enterrar	V;V.PTCP	V;FEM;PL;V.PTCP
begraven	enterrado	begraven	enterrar	V;V.PTCP	V;MASC;SG;V.PTCP
afhankelijk	dependente	afhankelijk	dependente	ADJ	ADJ;MASC;SG
oplossing	solução	oplossing	solução	N;MASC+FEM;SG	N;FEM;SG
gewicht	peso	gewicht	peso	N;NEUT;SG	N;MASC;SG
collega	colega	collega	colega	N;MASC+FEM;SG	N;MASC;SG
collega	colega	collega	colega	N;MASC+FEM;SG	N;MASC;SG
bereikt	atingido	bereiken	atingir	V;V.PTCP	V;MASC;SG;V.PTCP
bereikt	alcançada	bereiken	alcançar	V;V.PTCP	V;FEM;SG;V.PTCP
bereikt	alcançado	bereiken	alcançar	V;V.PTCP	V;MASC;SG;V.PTCP
bereikt	alcançou	bereiken	alcançar	V;V.PTCP	V;IND;SG;3;PST;FIN
bereikt	alcançadas	bereiken	alcançar	V;V.PTCP	V;FEM;PL;V.PTCP
bereikt	alcançada	bereiken	alcançar	V;V.PTCP	V;FEM;SG;V.PTCP
bereikt	alcançado	bereiken	alcançar	V;V.PTCP	V;MASC;SG;V.PTCP
bereikt	alcançados	bereiken	alcançar	V;V.PTCP	V;MASC;PL;V.PTCP
moderator	moderador	moderator	moderador	N;MASC+FEM;SG	N;MASC;SG
helpen	ajudando	helpen	ajudar	V;NFIN	V;V.MSDR
helpen	ajudar	helpen	ajudar	V;NFIN	V;NFIN
helpen	ajude	helpen	ajude	V;NFIN	V;SBJV;SG;3;PRS;FIN
helpen	ajudar	helpen	ajudar	V;NFIN	V;NFIN
rijden	conduzir	rijden	conduzir	V;NFIN	V;NFIN
rijden	conduza	rijden	conduzir	V;NFIN	V;SBJV;SG;3;PRS;FIN
rijden	conduz	rijden	conduzir	V;NFIN	V;IND;SG;3;PRS;FIN
rijden	conduzir	rijden	conduzir	V;NFIN	V;NFIN
rijden	dirigindo	rijden	dirigir	V;NFIN	V;V.MSDR
rijden	conduzindo	rijden	conduzir	V;NFIN	V;V.MSDR
star	estrela	star	estrela	N;MASC+FEM;SG	N;FEM;SG
star	star	star	star	N;MASC+FEM;SG	N;MASC;SG
beschrijving	descrição	beschrijving	descrição	N;MASC+FEM;SG	N;FEM;SG
actie	acção	actie	acção	N;MASC+FEM;SG	N;FEM;SG
actie	action	actie	action	N;MASC+FEM;SG	N;MASC;SG
actie	ação	actie	ação	N;MASC+FEM;SG	N;FEM;SG
veranderd	mudado	veranderen	mudar	V;V.PTCP	V;MASC;SG;V.PTCP
veranderd	alterado	veranderen	alterar	V;V.PTCP	V;MASC;SG;V.PTCP
veranderd	mudou	veranderen	mudar	V;V.PTCP	V;IND;SG;3;PST;FIN
veranderd	alterada	veranderen	alterar	V;V.PTCP	V;FEM;SG;V.PTCP
veranderd	mudei	veranderen	mudar	V;V.PTCP	V;IND;SG;1;PST;FIN
trekken	puxa	trekken	pôr	V;NFIN	V;IND;SG;3;PRS;FIN
trekken	puxar	trekken	puxar	V;NFIN	V;NFIN
trekken	puxe	trekken	pober	V;NFIN	V;SBJV;SG;3;PRS;FIN
trekken	desenhar	trekken	desenhar	V;NFIN	V;NFIN
trekken	desenhe	trekken	desenhe	V;NFIN	V;SBJV;SG;3;PRS;FIN
trekken	desenha	trekken	desenhar	V;NFIN	V;IND;SG;3;PRS;FIN
trekken	atraia	trekken	atrair	V;NFIN	V;SBJV;SG;3;PRS;FIN
trekken	atraem	trekken	atrair	V;NFIN	V;IND;PL;3;PRS;FIN
trekken	atrair	trekken	atrair	V;NFIN	V;NFIN
wielrenner	ciclista	wielrenner	ciclista	N;MASC+FEM;SG	N;MASC;SG
vriend	amigo	vriend	amigo	N;MASC+FEM;SG	N;MASC;SG
vriend	amiga	vriend	amiga	N;MASC+FEM;SG	N;FEM;SG
gehad	tive	hebben	ter	V;V.PTCP	V;IND;SG;1;PST;FIN
gehad	tinha	hebben	ter	V;V.PTCP	V;IND;SG;3;IPFV;FIN
gehad	teve	hebben	ter	V;V.PTCP	V;IND;SG;3;PST;FIN
professor	professor	professor	professor	N;MASC+FEM;SG	N;MASC;SG
professor	professora	professor	professora	N;MASC+FEM;SG	N;FEM;SG
bewaard	conservado	bewaren	conservar	V;V.PTCP	V;MASC;SG;V.PTCP
bewaard	preservada	bewaren	preservar	V;V.PTCP	V;FEM;SG;V.PTCP
bewaard	preservado	bewaren	preservar	V;V.PTCP	V;MASC;SG;V.PTCP
bewaard	preservados	bewaren	preservar	V;V.PTCP	V;MASC;PL;V.PTCP
bewaard	salva	bewaren	salvar	V;V.PTCP	V;IND;SG;3;PRS;FIN
bewaard	salvou	bewaren	salvar	V;V.PTCP	V;IND;SG;3;PST;FIN
bewaard	guardado	bewaren	guardar	V;V.PTCP	V;MASC;SG;V.PTCP
bewaard	guardados	bewaren	guardar	V;V.PTCP	V;MASC;PL;V.PTCP
vogel	ave	vogel	ave	N;MASC+FEM;SG	N;FEM;SG
vogel	bird	vogel	bird	N;MASC+FEM;SG	N;MASC;SG
vogel	passarinho	vogel	passarinho	N;MASC+FEM;SG	N;MASC;SG
vogel	pássaro	vogel	pássaro	N;MASC+FEM;SG	N;MASC;SG
vogel	vogel	vogel	vogel	N;MASC+FEM;SG	N;MASC;SG
zilveren	prateado	zilveren	pratear	V;V.PTCP	V;MASC;SG;V.PTCP
mogelijkheid	possibilidade	mogelijkheid	possibilidade	N;MASC+FEM;SG	N;FEM;SG
route	rota	route	rota	N;MASC+FEM;SG	N;FEM;SG
route	percurso	route	percurso	N;MASC+FEM;SG	N;MASC;SG
lucht	ceu	lucht	ceu	N;MASC+FEM;SG	N;MASC;SG
lucht	sky	lucht	sky	N;MASC+FEM;SG	N;MASC;SG
lucht	céu	lucht	céu	N;MASC+FEM;SG	N;MASC;SG
lucht	ar	lucht	ar	N;MASC+FEM;SG	N;MASC;SG
lucht	air	lucht	air	N;MASC+FEM;SG	N;MASC;SG
afbeeldingen	imagens	afbeelding	imagem	N;PL	N;FEM;PL
vrouwelijke	feminino	vrouwelijk	feminino	ADJ	ADJ;MASC;SG
vrouwelijke	feminino	vrouwelijk	feminino	ADJ	ADJ;MASC;SG
afdeling	departamento	afdeling	departamento	N;MASC+FEM;SG	N;MASC;SG
afdeling	divisão	afdeling	divisão	N;MASC+FEM;SG	N;FEM;SG
afdeling	seção	afdeling	seção	N;MASC+FEM;SG	N;FEM;SG
afdeling	secção	afdeling	secção	N;MASC+FEM;SG	N;FEM;SG
cijfers	graus	cijfer	grau	N;PL	N;MASC;PL
cijfers	figuras	cijfer	figura	N;PL	N;FEM;PL
cijfers	números	cijfer	número	N;PL	N;MASC;PL
studio	estudio	studio	estudio	N;MASC+FEM;SG	N;MASC;SG
studio	ateliê	studio	ateliê	N;MASC+FEM;SG	N;MASC;SG
studio	studio	studio	studio	N;MASC+FEM;SG	N;MASC;SG
studio	estúdio	studio	estúdio	N;MASC+FEM;SG	N;MASC;SG
proces	processo	proces	processo	N;NEUT;SG	N;MASC;SG
proces	julgamento	proces	julgamento	N;NEUT;SG	N;MASC;SG
josé	jose	josé	jose	N;MASC+FEM;SG	N;MASC;SG
josé	josé	josé	josé	N;MASC+FEM;SG	N;MASC;SG
josé	josé	josé	josé	N;MASC+FEM;SG	N;MASC;SG
behoren	pertencem	behoren	pertencer	V;NFIN	V;IND;PL;3;PRS;FIN
behoren	pertença	behoren	pertencer	V;NFIN	V;IND;SG;3;PRS;FIN
behoren	pertencer	behoren	pertencer	V;NFIN	V;NFIN
hart	heart	hart	heart	N;NEUT;SG	N;MASC;SG
hart	coração	hart	coração	N;NEUT;SG	N;MASC;SG
hart	hart	hart	hart	N;NEUT;SG	N;MASC;SG
gevolgd	seguido	volgen	seguir	V;V.PTCP	V;MASC;SG;V.PTCP
gevolgd	seguiu	volgen	seguir	V;V.PTCP	V;IND;SG;3;PST;FIN
gevolgd	seguidos	volgen	seguir	V;V.PTCP	V;MASC;PL;V.PTCP
gevolgd	seguiram	volgen	seguir	V;V.PTCP	V;IND;PL;3;FIN
studenten	alunos	student	aluno	N;PL	N;MASC;PL
studenten	estudantes	student	estudante	N;PL	N;MASC;PL
relevant	pertinente	relevant	pertinente	ADJ	ADJ;MASC;SG
relevant	relevante	relevant	relevante	ADJ	ADJ;MASC;SG
relevant	pertinentes	relevant	pertinente	ADJ	ADJ;MASC;PL
relevant	relevantes	relevant	relevante	ADJ	ADJ;MASC;PL
televisie	televisão	televisie	televisão	N;MASC+FEM;SG	N;FEM;SG
elementen	elementos	element	elemento	N;PL	N;MASC;PL
françois	françois	françois	françol	N;MASC+FEM;SG	N;MASC;SG
françois	françois	françois	françol	N;MASC+FEM;SG	N;MASC;SG
lijnen	linhas	lijn	linha	N;PL	N;FEM;PL
onderscheiden	distinguido	onderscheiden	distinguir	V;NFIN	V;MASC;SG;V.PTCP
beker	troféu	beker	troféu	N;MASC+FEM;SG	N;MASC;SG
beker	xícara	beker	xícara	N;MASC+FEM;SG	N;FEM;SG
beker	copa	beker	copa	N;MASC+FEM;SG	N;FEM;SG
beker	taça	beker	taça	N;MASC+FEM;SG	N;FEM;SG
beker	chávena	beker	cháveno	N;MASC+FEM;SG	N;FEM;SG
beker	copo	beker	copo	N;MASC+FEM;SG	N;MASC;SG
vertaald	traduzida	vertalen	traduzido	V;V.PTCP	V;FEM;SG;V.PTCP
vertaald	traduzidas	vertalen	traduzir	V;V.PTCP	V;FEM;PL;V.PTCP
vertaald	traduzido	vertalen	traduzir	V;V.PTCP	V;MASC;SG;V.PTCP
baron	barão	baron	barão	N;MASC+FEM;SG	N;MASC;SG
baron	baron	baron	baron	N;MASC+FEM;SG	N;MASC;SG
landschap	paisagem	landschap	paisagem	N;NEUT;SG	N;FEM;SG
voorkomt	impede	voorkomen	impedir	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
voorkomt	previne	voorkomen	previnar	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
zesde	sexto	zes	sexto	ADJ	ADJ;MASC;SG
aangeduid	indicou	aanduiden	indicar	V;V.PTCP	V;IND;SG;3;PST;FIN
aangeduid	indicaram	aanduiden	indicar	V;V.PTCP	V;IND;PL;3;FIN
aangeduid	indicado	aanduiden	indicar	V;V.PTCP	V;MASC;SG;V.PTCP
aangeduid	indicada	aanduiden	indicar	V;V.PTCP	V;FEM;SG;V.PTCP
aangeduid	indicados	aanduiden	indicar	V;V.PTCP	V;MASC;PL;V.PTCP
aangeduid	designados	aanduiden	designar	V;V.PTCP	V;MASC;PL;V.PTCP
aangeduid	designada	aanduiden	designar	V;V.PTCP	V;FEM;SG;V.PTCP
aangeduid	designado	aanduiden	designar	V;V.PTCP	V;MASC;SG;V.PTCP
aangeduid	designadas	aanduiden	designar	V;V.PTCP	V;FEM;PL;V.PTCP
adel	adel	adel	adel	N;MASC+FEM;SG	N;MASC;SG
adel	nobreza	adel	nobreza	N;MASC+FEM;SG	N;FEM;SG
toegepast	aplicados	toepassen	aplicar	V;V.PTCP	V;MASC;PL;V.PTCP
toegepast	aplicado	toepassen	aplicar	V;V.PTCP	V;MASC;SG;V.PTCP
toegepast	aplicadas	toepassen	aplicar	V;V.PTCP	V;FEM;PL;V.PTCP
toegepast	aplicou	toepassen	aplicar	V;V.PTCP	V;IND;SG;3;PST;FIN
toegepast	aplicada	toepassen	aplicar	V;V.PTCP	V;FEM;SG;V.PTCP
groene	verde	groen	verde	ADJ	ADJ;MASC;SG
brand	fire	brand	fire	N;MASC+FEM;SG	N;MASC;SG
brand	fogueira	brand	fogueira	N;MASC+FEM;SG	N;FEM;SG
brand	fogo	brand	fogo	N;MASC+FEM;SG	N;MASC;SG
brand	incêndio	brand	incêndio	N;MASC+FEM;SG	N;MASC;SG
brand	brand	brand	brand	N;MASC+FEM;SG	N;MASC;SG
brand	marca	brand	marca	N;MASC+FEM;SG	N;FEM;SG
brand	queimadura	brand	queimadura	N;MASC+FEM;SG	N;FEM;SG
brand	burn	brand	burn	N;MASC+FEM;SG	N;MASC;SG
brand	queima	brand	queima	N;MASC+FEM;SG	N;FEM;SG
andré	andre	andré	andre	N;MASC+FEM;SG	N;MASC;SG
andré	andré	andré	andré	N;MASC+FEM;SG	N;MASC;SG
andré	andré	andré	andré	N;MASC+FEM;SG	N;MASC;SG
kampioenschappen	campeonatos	kampioenschap	campeonato	N;PL	N;MASC;PL
vandaag	hoje	vandaag	hoje	ADV	ADV
ondertussen	entretanto	ondertussen	entretanto	ADV	ADV
ondertussen	entretanto	ondertussen	entretanto	ADV	ADV
oprichting	fundação	oprichting	fundação	N;MASC+FEM;SG	N;FEM;SG
scoorde	marcou	scoren	marcar	V;SG;PST;FIN	V;IND;SG;3;PST;FIN
scoorde	marquei	scoren	marquei	V;SG;PST;FIN	V;IND;SG;1;PST;FIN
principe	princípio	principe	princípio	N;NEUT;SG	N;MASC;SG
principe	principio	principe	principio	N;NEUT;SG	N;MASC;SG
verantwoordelijk	responsável	verantwoordelijk	responsável	ADJ	ADJ;MASC;SG
verantwoordelijk	responsáveis	verantwoordelijk	responsável	ADJ	ADJ;MASC;PL
rechter	juíz	rechter	juíz	N;MASC+FEM;SG	N;MASC;SG
rechter	juíza	rechter	juíza	N;MASC+FEM;SG	N;FEM;SG
rechter	juiz	rechter	juiz	N;MASC+FEM;SG	N;MASC;SG
uilen	corujas	uilen	coruja	N;PL	N;FEM;PL
kleuren	cores	kleur	cor	N;PL	N;FEM;PL
kleuren	cores	kleur	cor	N;PL	N;FEM;PL
kleuren	cores	kleur	cor	N;PL	N;FEM;PL
exemplaren	exemplares	exemplaar	exemplar	N;PL	N;MASC;PL
exemplaren	cópias	exemplaar	cópia	N;PL	N;FEM;PL
prijzen	preços	prijs	preço	N;PL	N;MASC;PL
prijzen	preços	prijs	preço	N;PL	N;MASC;PL
prijzen	preços	prijs	preço	N;PL	N;MASC;PL
carl	carlos	carl	carlo	N;MASC+FEM;SG	N;MASC;SG
carl	carl	carl	carl	N;MASC+FEM;SG	N;MASC;SG
niemand	ninguém	niemand	ninguém	PRO;3	PRO;MASC;SG
vervoer	transporte	vervoer	transporte	N;NEUT;SG	N;MASC;SG
vervoer	transporte	vervoer	transporte	N;NEUT;SG	N;MASC;SG
verdrag	convenção	verdrag	convenção	N;NEUT;SG	N;FEM;SG
personage	carácter	personage	carácter	N;NEUT;SG	N;MASC;SG
personage	caractere	personage	caractere	N;NEUT;SG	N;MASC;SG
personage	personagem	personage	personagem	N;NEUT;SG	N;MASC;SG
personage	caracter	personage	caracter	N;NEUT;SG	N;MASC;SG
personage	caráter	personage	caráter	N;NEUT;SG	N;MASC;SG
verdwenen	sumiu	verdwijnen	sumir	V;V.PTCP	V;IND;SG;3;PST;FIN
verdwenen	desapareceu	verdwijnen	desaparecer	V;V.PTCP	V;IND;SG;3;PST;FIN
verdwenen	desapareceram	verdwijnen	desaparecer	V;V.PTCP	V;IND;PL;3;FIN
verdwenen	desaparecido	verdwijnen	desaparecer	V;V.PTCP	V;MASC;SG;V.PTCP
verdwenen	sumiu	verdwijnen	sumir	V;V.PTCP	V;IND;SG;3;PST;FIN
verdwenen	desapareceu	verdwijnen	desaparecer	V;V.PTCP	V;IND;SG;3;PST;FIN
beperkt	limitado	beperken	limitar	V;V.PTCP	V;MASC;SG;V.PTCP
beperkt	limitados	beperken	limitar	V;V.PTCP	V;MASC;PL;V.PTCP
beperkt	limitadas	beperken	limitar	V;V.PTCP	V;FEM;PL;V.PTCP
beperkt	limitada	beperken	limitar	V;V.PTCP	V;FEM;SG;V.PTCP
beperkt	restritos	beperken	restrito	V;V.PTCP	V;MASC;PL;V.PTCP
beperkt	restrito	beperken	restringir	V;V.PTCP	V;MASC;SG;V.PTCP
californië	califórnia	californië	califórnia	N;NEUT;SG	N;FEM;SG
californië	california	californië	california	N;NEUT;SG	N;FEM;SG
biografie	biografia	biografie	biografia	N;MASC+FEM;SG	N;FEM;SG
aangenomen	contratados	aannemen	contratar	V;V.PTCP	V;MASC;PL;V.PTCP
aangenomen	contratou	aannemen	contratar	V;V.PTCP	V;IND;SG;3;PST;FIN
aangenomen	contratado	aannemen	contratar	V;V.PTCP	V;MASC;SG;V.PTCP
aangenomen	contratada	aannemen	contratar	V;V.PTCP	V;FEM;SG;V.PTCP
aangenomen	adoptado	aannemen	adoptar	V;V.PTCP	V;MASC;SG;V.PTCP
aangenomen	adotou	aannemen	adotar	V;V.PTCP	V;IND;SG;3;PST;FIN
aangenomen	adotado	aannemen	adotar	V;V.PTCP	V;MASC;SG;V.PTCP
aangenomen	aprovado	aannemen	aprovar	V;V.PTCP	V;MASC;SG;V.PTCP
aangenomen	adotada	aannemen	adotar	V;V.PTCP	V;FEM;SG;V.PTCP
record	registro	record	registro	N;NEUT;SG	N;MASC;SG
record	recorde	record	recorde	N;NEUT;SG	N;MASC;SG
record	record	record	record	N;NEUT;SG	N;FEM;SG
profiel	profile	profiel	profilir	N;NEUT;SG	N;MASC;SG
profiel	perfil	profiel	perfil	N;NEUT;SG	N;MASC;SG
kleinere	menor	klein	pequeno	ADJ;CMPR	ADJ;MASC;SG
zeeland	zelândia	zeeland	zelândia	N;MASC+FEM;SG	N;FEM;SG
zeeland	zelândia	zeeland	zelândia	N;MASC+FEM;SG	N;FEM;SG
opstand	revolta	opstand	revolta	N;MASC+FEM;SG	N;FEM;SG
opstand	insurreição	opstand	insurreição	N;MASC+FEM;SG	N;FEM;SG
opstand	revolta	opstand	revolta	N;MASC+FEM;SG	N;FEM;SG
opstand	revolta	opstand	revolta	N;MASC+FEM;SG	N;FEM;SG
opstand	rebeldia	opstand	rebeldia	N;MASC+FEM;SG	N;FEM;SG
opstand	rebelião	opstand	rebelião	N;MASC+FEM;SG	N;FEM;SG
collectie	recolha	collectie	recolha	N;MASC+FEM;SG	N;FEM;SG
collectie	colecção	collectie	colecção	N;MASC+FEM;SG	N;FEM;SG
collectie	coleção	collectie	coleção	N;MASC+FEM;SG	N;FEM;SG
persoonlijk	pessoais	persoonlijk	pessoal	ADJ	ADJ;MASC;PL
herman	herman	herman	herman	N;MASC+FEM;SG	N;MASC;SG
terrein	terreno	terrein	terreno	N;NEUT;SG	N;MASC;SG
gesticht	fundado	stichten	fundar	V;V.PTCP	V;MASC;SG;V.PTCP
gesticht	fundou	stichten	fundar	V;V.PTCP	V;IND;SG;3;PST;FIN
gesticht	fundada	stichten	fundar	V;V.PTCP	V;FEM;SG;V.PTCP
blue	blue	blue	blue	N;MASC+FEM;SG	N;MASC;SG
blue	azul	blue	azul	N;MASC+FEM;SG	N;MASC;SG
afgeleid	derivado	afleiden	derivado	V;V.PTCP	V;MASC;SG;V.PTCP
afgeleid	derivada	afleiden	derivar	V;V.PTCP	V;FEM;SG;V.PTCP
afgeleid	distraídos	afleiden	distraído	V;V.PTCP	V;MASC;PL;V.PTCP
afgeleid	distraído	afleiden	distrair	V;V.PTCP	V;MASC;SG;V.PTCP
afgeleid	distraída	afleiden	distraído	V;V.PTCP	V;FEM;SG;V.PTCP
afgeleid	derivado	afleiden	derivado	V;V.PTCP	V;MASC;SG;V.PTCP
afgeleid	derivada	afleiden	derivar	V;V.PTCP	V;FEM;SG;V.PTCP
afgeleid	derivadas	afleiden	derivar	V;V.PTCP	V;FEM;PL;V.PTCP
karakter	carácter	karakter	carácter	N;NEUT;SG	N;MASC;SG
karakter	caractere	karakter	caractere	N;NEUT;SG	N;MASC;SG
karakter	personagem	karakter	personagem	N;NEUT;SG	N;MASC;SG
karakter	caracter	karakter	caracter	N;NEUT;SG	N;MASC;SG
karakter	caráter	karakter	caráter	N;NEUT;SG	N;MASC;SG
albums	álbuns	album	álbum	N;PL	N;MASC;PL
energie	energia	energie	energia	N;MASC+FEM;SG	N;FEM;SG
vriendelijke	amigáveis	vriendelijk	amigável	ADJ	ADJ;MASC;PL
vriendelijke	amigável	vriendelijk	amigável	ADJ	ADJ;MASC;SG
gebeurt	acontece	gebeuren	acontecer	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
gericht	direcionados	richten	direcionar	V;V.PTCP	V;MASC;PL;V.PTCP
gericht	direcionado	richten	direcionar	V;V.PTCP	V;MASC;SG;V.PTCP
eigendom	propriedade	eigendom	propriedade	N;NEUT;SG	N;FEM;SG
eigendom	imóvel	eigendom	imóvel	N;NEUT;SG	N;MASC;SG
eigendom	propriedade	eigendom	propriedade	N;NEUT;SG	N;FEM;SG
eigendom	apropriação	eigendom	apropriação	N;NEUT;SG	N;FEM;SG
eigendom	propriedade	eigendom	propriedade	N;NEUT;SG	N;FEM;SG
eigendom	posse	eigendom	posse	N;NEUT;SG	N;FEM;SG
friesland	friesland	friesland	friesland	N;NEUT;SG	N;MASC;SG
bedoeling	intento	bedoeling	intento	N;MASC+FEM;SG	N;MASC;SG
bedoeling	intenção	bedoeling	intenção	N;MASC+FEM;SG	N;FEM;SG
gouverneur	governadora	gouverneur	governadora	N;MASC+FEM;SG	N;FEM;SG
gouverneur	governador	gouverneur	governador	N;MASC+FEM;SG	N;MASC;SG
item	item	item	item	N;NEUT;SG	N;MASC;SG
kapel	capela	kapel	capela	N;MASC+FEM;SG	N;FEM;SG
objecten	objectos	object	objecto	N;PL	N;MASC;PL
objecten	objetos	object	objeto	N;PL	N;MASC;PL
inclusief	inclusivo	inclusief	inclusivo	ADJ	ADJ;MASC;SG
omstandigheden	circunstâncias	omstandigheid	circunstância	N;PL	N;FEM;PL
omstandigheden	condições	omstandigheid	condição	N;PL	N;FEM;PL
omstandigheden	circunstancias	omstandigheid	circunstancia	N;PL	N;FEM;PL
omstandigheden	circunstâncias	omstandigheid	circunstância	N;PL	N;FEM;PL
nauwelijks	mal	nauwelijks	mal	ADV	ADV
nauwelijks	dificilmente	nauwelijks	dificilmente	ADV	ADV
regel	regra	regel	regra	N;MASC+FEM;SG	N;FEM;SG
stof	dust	stof	dust	N;MASC+FEM;SG	N;MASC;SG
stof	pó	stof	pó	N;MASC+FEM;SG	N;MASC;SG
stof	poeira	stof	poeira	N;MASC+FEM;SG	N;FEM;SG
stof	tecido	stof	tecido	N;MASC+FEM;SG	N;MASC;SG
gezegd	disse	zeggen	dizer	V;V.PTCP	V;IND;SG;3;PST;FIN
leefgebied	habitat	leefgebied	habitat	N;NEUT;SG	N;MASC;SG
oostenrijkse	austríaca	oostenrijks	austríaco	ADJ	ADJ;FEM;SG
oostenrijkse	austríacos	oostenrijks	austríaco	ADJ	ADJ;MASC;PL
oostenrijkse	austríaco	oostenrijks	austríaco	ADJ	ADJ;MASC;SG
bob	bob	bob	bob	N;MASC+FEM;SG	N;MASC;SG
bob	beto	bob	beto	N;MASC+FEM;SG	N;MASC;SG
beelden	imagens	beeld	imagem	N;PL	N;FEM;PL
henri	henrique	henri	henrique	N;MASC+FEM;SG	N;MASC;SG
henri	henri	henri	henri	N;MASC+FEM;SG	N;MASC;SG
onderwerpen	tópicos	onderwerp	tópico	N;PL	N;MASC;PL
onderwerpen	temas	onderwerp	tema	N;PL	N;MASC;PL
twaalf	doze	twaalf	doze	NUM	NUM
breed	ampla	breed	ampla	ADJ	ADJ;FEM;SG
breed	amplo	breed	amplo	ADJ	ADJ;MASC;SG
breed	vasto	breed	vasto	ADJ	ADJ;MASC;SG
breed	ampla	breed	ampla	ADJ	ADJ;FEM;SG
breed	amplo	breed	amplo	ADJ	ADJ;MASC;SG
dank	agradecer	danken	agradecer	V;SG;PRS;FIN	V;NFIN
secretaris	secretária	secretaris	secretária	N;MASC+FEM;SG	N;FEM;SG
secretaris	secretário	secretaris	secretário	N;MASC+FEM;SG	N;MASC;SG
nacht	noite	nacht	noite	N;MASC+FEM;SG	N;FEM;SG
nacht	night	nacht	night	N;MASC+FEM;SG	N;MASC;SG
toestemming	autorização	toestemming	autorização	N;MASC+FEM;SG	N;FEM;SG
toestemming	consentimento	toestemming	consentimento	N;MASC+FEM;SG	N;MASC;SG
toestemming	permissão	toestemming	permissão	N;MASC+FEM;SG	N;FEM;SG
duitsers	alemães	duitser	alemão	N;PL	N;MASC;PL
ministerie	ministério	ministerie	ministério	N;NEUT;SG	N;MASC;SG
huizen	casas	huis	casa	N;PL	N;FEM;PL
huizen	casas	huis	casa	N;PL	N;FEM;PL
conflict	conflito	conflict	conflito	N;NEUT;SG	N;MASC;SG
natuur	natureza	natuur	natureza	N;MASC+FEM;SG	N;FEM;SG
ontwikkelde	desenvolvido	ontwikkelen	desenvolver	V;SG;PST;FIN	V;MASC;SG;V.PTCP
ontwikkelde	desenvolvida	ontwikkelen	desenvolver	V;SG;PST;FIN	V;FEM;SG;V.PTCP
ontwikkelde	desenvolveu	ontwikkelen	desenvolver	V;SG;PST;FIN	V;IND;SG;3;PST;FIN
vrede	paz	vrede	paz	N;MASC+FEM;SG	N;FEM;SG
spreken	falando	spreken	falar	V;NFIN	V;V.MSDR
spreken	falem	spreken	falar	V;NFIN	V;SBJV;PL;3;PRS;FIN
spreken	fala	spreken	falar	V;NFIN	V;IND;SG;3;PRS;FIN
spreken	falar	spreken	falar	V;NFIN	V;NFIN
spreken	fale	spreken	falar	V;NFIN	V;SBJV;SG;3;PRS;FIN
chris	chris	chris	chri	N;MASC+FEM;SG	N;MASC;SG
chris	cris	chris	cris	N;MASC+FEM;SG	N;FEM;SG
vlucht	voo	vlucht	voo	N;MASC+FEM;SG	N;MASC;SG
vlucht	vôo	vlucht	vôo	N;MASC+FEM;SG	N;MASC;SG
poging	tentativa	poging	tentativa	N;MASC+FEM;SG	N;FEM;SG
poging	tentativa	poging	tentativa	N;MASC+FEM;SG	N;FEM;SG
toevoegen	adicionando	toevoegen	adicionar	V;NFIN	V;V.MSDR
toevoegen	acrescentando	toevoegen	acrescentar	V;NFIN	V;V.MSDR
toevoegen	adicione	toevoegen	adicionar	V;NFIN	V;SBJV;SG;3;PRS;FIN
toevoegen	adiciona	toevoegen	adicionar	V;NFIN	V;IND;SG;3;PRS;FIN
toevoegen	adicionar	toevoegen	adicionar	V;NFIN	V;NFIN
behoorde	pertenceu	behoren	pertencer	V;SG;PST;FIN	V;IND;SG;3;PST;FIN
veld	field	veld	field	N;NEUT;SG	N;MASC;SG
veld	campo	veld	campo	N;NEUT;SG	N;MASC;SG
mogelijke	possivel	mogelijk	possivel	ADJ	ADJ;MASC;SG
mogelijke	possíveis	mogelijk	possível	ADJ	ADJ;MASC;PL
mogelijke	possível	mogelijk	possível	ADJ	ADJ;MASC;SG
tijden	vezes	tijd	vez	N;PL	N;MASC;PL
tijden	tempos	tijd	tempo	N;PL	N;MASC;PL
tijden	times	tijd	time	N;PL	N;MASC;PL
zijde	seda	zijde	seda	N;MASC+FEM;SG	N;FEM;SG
zijde	lateral	zijde	lateral	N;MASC+FEM;SG	N;MASC;SG
zijde	lado	zijde	lado	N;MASC+FEM;SG	N;MASC;SG
zijde	side	zijde	side	N;MASC+FEM;SG	N;MASC;SG
kwaliteit	qualidade	kwaliteit	qualidade	N;MASC+FEM;SG	N;FEM;SG
kerken	igrejas	kerk	igreja	N;PL	N;FEM;PL
