den	den	den	den	PRO;DEF;MASC+FEM;SG	PRO;SG;3
oss	oss	vi	vi	PRO;ACC;DEF;MASC+FEM;PL	PRO;HUM;ACC;PL;1
eritrea	eritrea	eritre	eritrea	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
eritrea	eritreas	eritre	eritreas	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
tjänst	servise	tjänst	servise	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
tjänst	tjeneste	tjänst	tjeneste	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
tjänst	service	tjänst	service	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
bidrag	subsidier	bidrag	subsidi	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
bidrag	bidrag	bidrag	bidrag	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
bidrag	bidrag	bidrag	bidrag	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
gärna	gjerne	gärna	gjerne	ADV	ADV
visa	vise	visa	vise	V;IMP;FIN;ACT	V;NFIN
visa	vise	visa	vise	V;IMP;FIN;ACT	V;NFIN
grupper	grupper	grupp	gruppe	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
kontrakt	kontrakter	kontrakt	kontrakt	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
kontrakt	kontrakt	kontrakt	kontrakt	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
fråga	ask	fråga	ask	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fråga	spørsmål	fråga	spørsmål	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
projekt	project	projekt	project	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
projekt	prosjekt	projekt	prosjekt	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
tur	flaks	tur	flaks	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
tur	lucky	tur	lucky	N;NOM;INDF;MASC+FEM;SG	N
tur	flaks	tur	flaks	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
tur	hell	tur	hell	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
uppgifter	opplysninger	uppgift	opplysninger	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
uppgifter	oppgaver	uppgift	oppgave	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
blue	blue	blue	blu	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
prince	prince	prince	prince	N;NOM;INDF;NEUT;SG	N
prince	prins	prince	prins	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
nordiska	nordiske	nordisk	nordisk	ADJ;NOM;PL	ADJ;PL
frågor	problemstillinger	fråga	problemstilling	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
frågor	saker	fråga	sak	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
frågor	problemer	fråga	problem	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;PL
menar	mener	mena	mener	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
menar	meiner	mena	meine	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
hills	åser	hills	ås	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
hills	hills	hills	hills	N;NOM;INDF;MASC+FEM;SG	N;INDF;SG
code	kode	code	kode	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
nationella	nasjonale	nationell	nasjonal	ADJ;NOM;PL	ADJ;PL
bygger	bygger	bygga	bygge	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
alpes	alpes	alpes	alpes	N;NOM;INDF;NEUT;SG	N
domare	dommer	dom	dommer	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
domare	dommer	dom	dommer	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
premiär	premiere	premiär	premiere	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
journalist	journalist	journalist	journalist	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
journalist	reporter	journalist	reporter	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
antingen	enten	antingen	enten	CONJ	CONJ
bukit	bukit	buk	bukit	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
följer	følger	följa	følge	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
följer	følger	följa	følge	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
följer	følger	följa	følge	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
saknar	mangler	sakna	mangle	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
myror	maur	myro	maur	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;PL
försökte	prøvde	försöka	prøve	V;IND;PST;FIN;ACT	V;IND;PST;FIN
försökte	forsøkte	försöka	forsøkje	V;IND;PST;FIN;ACT	V;IND;PST;FIN
tour	omvisning	tour	omvisning	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
tour	tour	tour	tour	N;NOM;INDF;MASC+FEM;SG	N;INDF;SG
tour	turné	tour	turné	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
arbeten	jobber	arbete	jobbe	N;NOM;INDF;NEUT;PL	N;INDF;FEM;PL
indian	indianer	indian	indianer	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
indian	inder	indian	inder	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
indian	indisk	indian	indisk	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
skalbaggar	biller	skalbagg	bille	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
skalbaggar	biller	skalbagg	bille	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
png	png	png	png	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
svarta	svarte	svart	svart	ADJ;NOM;PL	ADJ;PL
byggnader	bygninger	byggnad	bygninger	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;PL
baserad	basert	basera	basere	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
spår	spor	spår	spor	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;PL
spår	spor	spår	spor	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;PL
kraft	kraft	kraft	kraft	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
kraft	kraft	kraft	kraft	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
kraft	force	kraft	force	N;NOM;INDF;MASC+FEM;SG	N;INDF
kraft	kraft	kraft	kraft	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
kraft	makt	kraft	makt	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
kraft	strøm	kraft	strøm	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kraft	power	kraft	power	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
kategori	kategori	kategori	kategori	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
skapad	skapt	skapa	skape	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
skapad	laga	skapa	lage	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
unga	unge	ung	ung	ADJ;NOM;PL	ADJ;PL
våren	våren	vår	vår	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
bana	rullebane	bana	rulleb	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
bana	bane	bana	bane	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
bana	kretsløp	bana	kretsløp	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
beslut	avgjørelse	beslut	avgjørels	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
beslut	beslutning	beslut	beslutning	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
beslut	vedtak	beslut	vedtak	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
beslut	avgjørelser	beslut	avgjørelser	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
gabon	gabon	gabon	gabon	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
american	american	america	american	N;NOM;INDF;MASC+FEM;SG	N
hustru	wife	hustru	wife	N;NOM;INDF;MASC+FEM;SG	N
hustru	kone	hustru	kone	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
hustru	hustru	hustru	hustru	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
guvernör	guvernør	guvernör	guvernør	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
guvernör	stattholder	guvernör	statthold	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
dos	dos	dos	dos	N;NOM;INDF;MASC+FEM;SG	N
dos	dose	dos	dose	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
födelseort	fødested	födelseort	fødestå	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
vanlig	felles	vanlig	felles	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
vanlig	vanlig	vanlig	vanlig	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
estero	estero	estero	estero	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
utgiven	utgitt	utge	utgitt	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
utgiven	publisert	utge	publisere	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
range	range	range	rang	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
range	rekkevidde	range	rekkevidd	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
range	spekter	range	spekter	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
hitta	finne	hitta	finne	V;IMP;FIN;ACT	V;IMP;NFIN
hitta	finne	hitta	finne	V;IMP;FIN;ACT	V;IMP;NFIN
forskning	forskning	forskning	forsking	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
forskning	research	forskning	research	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
klart	klart	klar	klar	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
klart	klart	klar	klar	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
klart	tydelig	klar	tydelig	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
klart	åpenbart	klar	åpenbar	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
öppna	åpne	öppen	åpne	ADJ;NOM;PL	ADJ;PL
haiti	haiti	haiti	haiti	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
följde	fulgte	följa	følgje	V;IND;PST;FIN;ACT	V;IND;PST;FIN
skola	skole	skola	skole	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
skola	skule	skola	skule	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
hertig	duke	hertig	duke	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
hertig	hertug	hertig	hertug	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
tidiga	tidlige	tidig	tidlig	ADJ;NOM;PL	ADJ;PL
ledning	management	ledning	management	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
ledning	ledelse	ledning	ledelse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
litteratur	litteratur	litteratur	litteratur	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
rysk	russisk	rysk	russisk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
metal	metall	metal	metall	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
metal	metal	metal	metal	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
upplagan	utgaven	upplaga	utgav	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
nio	ni	nio	ni	NUM;NOM	NUM;PL
fungerar	arbeider	fungera	arbeide	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
fungerar	fungerer	fungera	fungere	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
läkare	doktorer	läkare	doktor	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
läkare	leger	läkare	lege	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
läkare	doctor	läkare	doctor	N;NOM;INDF;MASC+FEM;PL	N
lago	lago	lago	lage	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
hot	trussel	hot	trussel	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
hot	hot	hot	hot	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
hot	trussel	hot	trussel	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
försöker	forsøker	försöka	forsøke	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
försöker	prøver	försöka	prøve	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
försöker	forsøker	försöka	forsøke	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
försöker	prøver	försöka	prøve	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
yrke	yrke	yrke	yrke	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
yrke	profesjon	yrke	profesjon	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
katanga	katanga	katang	katang	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fartyg	fartøy	fartyg	fartøy	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
fartyg	skuter	fartyg	skuter	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
universitetet	universitetet	universitet	universitet	N;NOM;DEF;NEUT;SG	N;DEF;NEUT;SG
begreppet	konseptet	begrepp	konsept	N;NOM;DEF;NEUT;SG	N;DEF;NEUT;SG
arbetar	fungerer	arbeta	fungere	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
arbetar	arbeider	arbeta	arbeide	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
riksdagen	riksdagen	riksdag	riksdag	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
riksdagen	parlamentet	riksdag	parlament	N;NOM;DEF;MASC+FEM;SG	N;DEF;NEUT;SG
riksdagen	folketinget	riksdag	folketing	N;NOM;DEF;MASC+FEM;SG	N;DEF;NEUT;SG
riksdagen	stortinget	riksdag	storting	N;NOM;DEF;MASC+FEM;SG	N;DEF;NEUT;SG
klass	klasse	klass	klasse	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
fru	fru	fru	fru	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
fru	mrs	fru	mrs	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fru	wife	fru	wife	N;NOM;INDF;MASC+FEM;SG	N
fru	kone	fru	kone	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
fru	hustru	fru	hustru	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
filippinerna	filippinene	filippin	filippin	N;NOM;DEF;MASC+FEM;PL	N;DEF;FEM;PL
etikett	etikett	etikett	etikett	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
royal	kongelig	royal	kongelig	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
royal	royal	royal	royal	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
rapids	rapids	rapid	rapids	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
saknas	mangler	sakna	mangle	V;NFIN;PASS	V;IND;PRS;FIN
politisk	politisk	politisk	politisk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
media	medier	media	medium	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
perioden	perioden	period	periode	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
manus	filmmanus	manus	filmmanus	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
manus	manuskript	manus	manuskript	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
manus	manus	manus	manus	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
pass	pass	pass	pass	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
pass	pass	pass	pass	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
gått	gått	gå	gå	V;V.CVB;ACT	V;V.PTCP
press	trykk	press	trykk	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
press	press	press	press	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
tränare	trenere	tränare	trenere	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
tränare	trenerne	tränare	trenern	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
tränare	coach	tränare	coach	N;NOM;INDF;MASC+FEM;SG	N
kultur	kultur	kultur	kultur	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
intresse	rente	intresse	rente	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
intresse	interesse	intresse	interesse	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
tävling	kappløp	tävling	kappløp	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
tävling	rase	tävling	rase	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
tävling	race	tävling	race	N;NOM;INDF;MASC+FEM;SG	N
tävling	konkurranse	tävling	konkurranse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
tävling	contest	tävling	contast	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
tävling	konkurranse	tävling	konkurranse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
lägre	nedre	låg	nedre	ADJ;NOM;CMPR	ADJ;CMPR
bestående	permanente	bestående	permanent	ADJ;NOM;PRS;V.PTCP	ADJ;PL
bestående	permanent	bestående	permanent	ADJ;NOM;PRS;V.PTCP	ADJ;INDF;NEUT;SG
bestående	varig	bestående	varig	ADJ;NOM;PRS;V.PTCP	ADJ;INDF;NEUT;SG
pyrénées	pyrénées	pyrenee	pyrénées	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
abitibi	abitibi	abitibi	abitibi	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kvinna	woman	kvinna	woman	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kvinna	kvinne	kvinna	kvinne	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
kvinna	hunkjønn	kvinna	hunkjønn	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
kvinna	hunn	kvinna	hunn	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kvinna	kvinne	kvinna	kvinne	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
kvinna	female	kvinna	female	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kvinna	kvinnelig	kvinna	kvinnelig	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
baie	baie	baie	baie	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
uppgift	oppgave	uppgift	oppgave	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
air	luft	air	luft	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
air	air	air	air	N;NOM;INDF;MASC+FEM;SG	N
persiska	persisk	persisk	persisk	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
persiska	perser	persisk	perse	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
cañada	cañada	cana	cazad	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
översatt	oversatte	översätta	oversatte	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;SG;V.PTCP
döda	døde	död	død	ADJ;NOM;PL	ADJ;PL
teater	theater	teat	theater	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
teater	teater	teat	teater	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
teater	teater	teat	teater	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
teater	theatre	teat	theatre	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
rosa	pink	rosa	pink	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
cachoeira	cachoeira	cachoeira	cachoeir	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
loire	loire	loire	loir	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
kvinnliga	kvinnelige	kvinnlig	kvinnelig	ADJ;NOM;PL	ADJ;PL
sid	sid	sid	sid	N	N;INDF;NEUT;SG
vice	vice	vice	vice	N;NOM;INDF;MASC+FEM;SG	N
ekonomisk	økonomisk	ekonomisk	økonomisk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
betydande	vesentlig	betydande	vesentlig	ADJ;NOM;PRS;V.PTCP	ADJ;INDF;NEUT;SG
betydande	betydningsfullt	betydande	betydningsfull	ADJ;NOM;PRS;V.PTCP	ADJ;INDF;NEUT;SG
veckor	weeks	vecka	weeks	N;NOM;INDF;MASC+FEM;PL	N
resa	reise	resa	reise	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
resa	reise	resa	reise	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
resa	tur	resa	tur	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
resa	reise	resa	reise	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
resa	reising	resa	reising	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
helst	helst	gärna	helst	ADV;RL	ADV
öppen	åpent	öppen	åpent	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
öppen	open	öppen	open	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
deltagare	deltaker	deltagare	deltaker	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;PL
gruva	gruve	gruva	gruve	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
bangui	bangui	bangui	bangui	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
priser	priser	pris	prise	N;NOM;INDF;NEUT;PL	N;INDF;FEM;PL
din	ditt	du	din	PRO;DEF;MASC+FEM;SG	PRO;NEUT;SG
din	din	du	din	PRO;DEF;MASC+FEM;SG	PRO;MASC;SG
din	ditt	du	din	PRO;DEF;MASC+FEM;SG	PRO;NEUT;SG
din	din	du	din	PRO;DEF;MASC+FEM;SG	PRO;MASC;SG
kasai	kasai	kasai	kasai	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
norrbotten	norrbotten	norrbott	norrbott	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
vänster	venstre	vänster	venstre	N;NOM;INDF;MASC+FEM;SG	N;NEUT
vänster	left	vänster	left	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
spelas	spilte	spela	spilte	V;IND;FIN;PASS	V;IND;PST;FIN
regissör	direktør	regissöra	direktør	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
regissör	regissør	regissöra	regissør	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
storlek	størrelse	storlek	størrelse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sweden	sverige	söede	sverige	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
grad	rang	grad	rang	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
grad	grad	grad	grad	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
grad	rank	grad	rank	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
grad	grad	grad	grad	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
extra	ekstra	extra	ekstra	ADJ;NOM	ADJ;INDF;NEUT;SG
cuanza	cuanza	cuanz	cuanze	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
valley	dal	valley	dal	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
valley	valley	valley	valley	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
ozero	ozero	ozero	ozero	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
rid	ride	rid	ride	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
rid	ritt	rid	ritt	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
rid	ridetur	rid	ridetur	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
rid	ri	rid	ri	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
kategorin	kategorien	kategori	kategori	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
delta	delta	delta	delta	V;IMP;FIN;ACT	V;NFIN
delta	delta	delta	delta	V;IMP;FIN;ACT	V;NFIN
funnits	eksisterte	finnas	eksistere	V;V.CVB;PASS	V;IND;PST;FIN
kritik	kritikk	kritik	kritikk	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
högt	høgt	hög	høg	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
högt	høgt	hög	høg	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
image	bilde	image	bilde	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
stark	sterk	stark	sterk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
stark	sterkt	stark	sterk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
morne	morne	morne	morne	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
minas	minas	mina	minas	N;NOM;INDF;MASC+FEM;SG	N
militära	militære	militär	militær	ADJ;NOM;PL	ADJ;PL
regering	regjering	regering	regjering	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
kristna	kristne	kristen	kristen	ADJ;NOM;PL	ADJ;PL
rubriken	overskriften	rubrik	overskrift	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
okänt	ukjent	okän	ukjend	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG
okänt	uvisst	okän	uviss	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG
yaoundé	yaoundé	yaoundé	yaoundé	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
romersk	romersk	romersk	romersk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
syster	sister	syster	sister	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
syster	søster	syster	søster	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
syster	syster	syster	syster	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
syster	sykepleier	syster	sykepleie	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
syster	sykesøster	syster	sykesøster	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
skiljer	skiller	skilja	skille	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
enkelt	enkelt	enkel	enkel	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
