daha	دیگر	daha	دیگر	ADV	ADV
görüşler	نظرات	görüş	نظر	N;NOM;PL;3	N;PL
görüşler	عقاید	görüş	عقیده	N;NOM;PL;3	N;PL
toplantı	گردآوری	toplantı	گردآوری	N;NOM;SG;3	N;SG
toplantı	ملاقات	toplantı	ملاقات	N;NOM;SG;3	N;SG
toplantı	جلسه	toplantı	جلسه	N;NOM;SG;3	N;SG
toplantı	دیدار	toplantı	دیدار	N;NOM;SG;3	N;SG
şartları	اصطلاحات	şart	اصطلاح	N;NOM;PL;3	N;PL
şartları	شرایط	şart	شرایط	N;NOM;PL;3	N;PL
sürgüne	تبعید	sürgü	تبعید	N;DAT;SG;3	N;SG
gelenekleri	رسوم	gelenek	رسم	N;ACC;PL;3	N;PL
adresi	آدرس	adres	آدرس	N;NOM;SG;3	N;SG
adresi	نشانی	adres	None	N;NOM;SG;3	N;SG
diplomat	دیپلمات	diplomat	دیپلم	N;NOM;SG;3	N;SG
silahı	تفنگ	silah	None	N;ACC;SG;3	N;SG
silahı	تفنگی	silah	تفنگی	N;ACC;SG;3	N;SG
yahudileri	یهودیان	yahudi	یهودی	N;ACC;PL;3	N;PL
gazetecilik	نگاری	gazetecilik	نگاری	N;NOM;SG;3	N;SG
gazetecilik	خبرنگاری	gazetecilik	خبرنگاری	N;NOM;SG;3	N;SG
haberler	اخبار	haber	خبر	N;NOM;PL;3	N;PL
haberler	اخباری	haber	اخباری	N;NOM;PL;3	N;PL
haberler	داستانها	haber	داستان	N;NOM;PL;3	N;PL
nadiren	ندرت	nadiren	ندرت	ADV	ADV
nadiren	بندرت	nadiren	بندرت	ADV	ADV
nadiren	ندرت	nadiren	ندرت	ADV	ADV
nadiren	بندرت	nadiren	بندرت	ADV	ADV
konyaspor	konyaspor	konyaspor	konyaspor	N;NOM;SG;3	N;SG
şirketler	شرکتها	şirket	شرکت	N;NOM;PL;3	N;PL
şirketler	شرکتهای	şirket	شرکت	N;NOM;PL;3	N;PL
şirketler	احزاب	şirket	حزب	N;NOM;PL;3	N;PL
ermeniler	ارمنیان	ermen	ارمنیان	N;NOM;PL;3	N;PL
işlevi	کارکرد	işlev	None	N;NOM;SG;3	N;SG
işlevi	تابع	işlev	None	N;NOM;SG;3	N;SG
beach	بیچ	beach	بیچ	N;NOM;SG;3	N;SG
beach	ساحل	beach	ساحل	N;NOM;SG;3	N;SG
beraberlik	گره	beraberlik	None	N;NOM;SG;3	N;SG
beraberlik	کروات	beraberlik	کروات	N;NOM;SG;3	N;SG
beraberlik	کراوات	beraberlik	کراوات	N;NOM;SG;3	N;SG
sahili	کوست	sahili	کوست	N;ACC;SG;3	N;SG
organı	ارگ	organ	ارگ	N;ACC;SG;3	N;SG
organı	ارگان	organ	ارگان	N;ACC;SG;3	N;SG
organı	اندام	organ	اندام	N;ACC;SG;3	N;SG
cinayet	قتل	cinayet	قتل	N;NOM;SG;3	N;SG
rachel	راچل	rachel	راچل		
mesleği	حرفه	meslek	None	N;NOM;SG;3	N;SG
mesleği	شغلی	meslek	شغلی	N;NOM;SG;3	N;SG
mesleği	شغل	meslek	شغل	N;NOM;SG;3	N;SG
mesleği	اشغال	meslek	اشغال	N;NOM;SG;3	N;SG
üreticisi	سازنده	üretici	سازنده	N;NOM;SG;3	N;SG
atlantik	اطلس	atlantik	None		
yayınlar	نشریات	yayın	نشریه	N;NOM;PL;3	N;PL
danışmanı	مشاور	danışman	مشاور	N;NOM;SG;3	N;SG
danışmanı	مشاور	danışman	مشاور	N;NOM;SG;3	N;SG
yorumları	نظرات	yorum	نظر	N;ACC;PL;3	N;PL
yorumları	نظرها	yorum	None	N;ACC;PL;3	N;PL
yorumları	توضیحات	yorum	توضیح	N;ACC;PL;3	N;PL
hatları	خطوط	hat	خط	N;ACC;PL;3	N;PL
bitkiler	گیاهان	bitki	گیاه	N;NOM;PL;3	N;PL
bitkiler	گیاهان	bitki	گیاه	N;NOM;PL;3	N;PL
konservatuvarı	کنسرواتوار	konservatuvarı	کنسرواتوار	N;ACC;SG;3	N;SG
konservatuvarı	هنرستان	konservatuvarı	هنرستان	N;ACC;SG;3	N;SG
benzerlik	پیوستگی	benzerlik	None	N;NOM;SG;3	N;SG
benzerlik	شباهتی	benzerlik	شباهت	N;NOM;SG;3	N;SG
benzerlik	تشابه	benzerlik	تشابه	N;NOM;SG;3	N;SG
benzerlik	شباهت	benzerlik	شباهت	N;NOM;SG;3	N;SG
benzerlik	تشابه	benzerlik	تشابه	N;NOM;SG;3	N;SG
benzerlik	شباهت	benzerlik	شباهت	N;NOM;SG;3	N;SG
kimliği	هویت	kimlik	هویت	N;NOM;SG;3	N;SG
nam	nam	nam	nam		
suları	آبها	su	آب	N;ACC;PL;3	N;PL
suları	آبهای	su	آب	N;ACC;PL;3	N;PL
hakaret	بدگویی	hakaret	None	N;NOM;SG;3	N;SG
hakaret	تهمت	hakaret	تهمت	N;NOM;SG;3	N;SG
hakaret	افتراء	hakaret	افتراء	N;NOM;SG;3	N;SG
hakaret	توهین	hakaret	توهین	N;NOM;SG;3	N;SG
hakaret	توهین	hakaret	توهین	N;NOM;SG;3	N;SG
hakaret	توهین	hakaret	توهین	N;NOM;SG;3	N;SG
kurtlar	گرگها	kurt	گرگ	N;NOM;PL;3	N;PL
özgürlüğü	ازادی	özgürlük	ازادی	N;ACC;SG;3	N;SG
özgürlüğü	آزادی	özgürlük	آزادی	N;ACC;SG;3	N;SG
renault	رنو	renault	رنو	N;NOM;SG;3	N;SG
değerler	مقادیر	değer	مقدار	N;NOM;PL;3	N;PL
değerler	ارزشها	değer	ارزش	N;NOM;PL;3	N;PL
kuzeye	شمالی	kuze	شمالی	N;DAT;SG;3	N;SG
kuzeye	نورث	kuze	نورث	N;DAT;SG;3	N;SG
kuzeye	شمال	kuze	شمال	N;DAT;SG;3	N;SG
yeğeni	برادرزاده	yeğen	برادرزاده	N;NOM;SG;3	N;SG
yeğeni	خواهرزاده	yeğen	خواهرزاده	N;NOM;SG;3	N;SG
oturan	نشسته	otur	نشست#نشین	V;PFV;IND;POS;PRS;V.PTCP	V;SG;3;V.PTCP
veriyor	میدهد	ver	داد#ده	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;3;PRS
burnu	پوزه	burun	پوزه	N;NOM;SG;3	N;SG
burnu	کیپ	burun	کیپ	N;NOM;SG;3	N;SG
burnu	شنل	burun	شنل	N;NOM;SG;3	N;SG
burnu	دماغه	burun	دماغه	N;NOM;SG;3	N;SG
burnu	دماغ	burun	دماغ	N;NOM;SG;3	N;SG
burnu	بینی	burun	بینی	N;NOM;SG;3	N;SG
manastırı	صومعه	manastırı	صومعه	N;ACC;SG;3	N;SG
sunar	کادو	sunar	کادو	N;NOM;SG;3	N;SG
renkler	رنگها	renk	رنگ	N;NOM;PL;3	N;PL
renkler	رنگهای	renk	رنگ	N;NOM;PL;3	N;PL
renkler	رنگها	renk	رنگ	N;NOM;PL;3	N;PL
kurucuları	بنیانگذاران	kurucu	بنیانگذار	N;NOM;PL;3	N;PL
kurucuları	مؤسسان	kurucu	مؤسس	N;NOM;PL;3	N;PL
sendromu	نشانگان	sendromu	نشانگ	N;NOM;SG;3	N;SG
sendromu	سندروم	sendromu	سندروم	N;NOM;SG;3	N;SG
sendromu	سندرم	sendromu	سندرم	N;NOM;SG;3	N;SG
projeleri	پروژههای	proje	پروژه	N;ACC;PL;3	N;PL
bekleyen	منتظریم	bekle	منتظریم	V;PFV;IND;POS;PRS;V.PTCP	V;PL;1;PRS
haluk	هالوک	haluk	هالوک		
neo	نئو	neo	نئو		
müslümanlar	مسلمانان	müslüman	مسلمان	N;NOM;PL;3	N;PL
müslümanlar	مسلمانها	müslüman	مسلمان	N;NOM;PL;3	N;PL
müslümanlar	مسلمانان	müslüman	مسلمان	N;NOM;PL;3	N;PL
gözleri	چشمها	göz	چشم	N;NOM;PL;3	N;PL
gözleri	چشمانی	göz	چشمانی	N;NOM;PL;3	N;PL
gözleri	چشمان	göz	چشم	N;NOM;PL;3	N;PL
binalar	ساختمانهای	bina	ساختمان	N;NOM;PL;3	N;PL
binalar	ساختمانها	bina	ساختمان	N;NOM;PL;3	N;PL
namlu	بشکه	namlu	بشکه	N;NOM;SG;3	N;SG
geceleri	شبها	gece	شب	N;ACC;PL;3	N;PL
geceleri	شبهای	gece	شب	N;ACC;PL;3	N;PL
tarihçiler	مورخان	tarihçi	مورخ	N;NOM;PL;3	N;PL
simgesi	شمایل	simge	شمایل	N;NOM;SG;3	N;SG
simgesi	نماد	simge	نماد	N;NOM;SG;3	N;SG
avukatlık	وکیل	avukatlık	وکیل	N;NOM;SG;3	N;SG
cennet	آسمان	cennet	آسمان	N;NOM;SG;3	N;SG
cennet	بهشت	cennet	بهشت	N;NOM;SG;3	N;SG
samanyolu	شیری	samanyolu	شیر	N;NOM;SG;3	N;SG
hotel	هتل	hotel	هتل	N;NOM;SG;3	N;SG
memnun	خشنود	memnun	خشنود	ADJ	ADJ
memnun	خشنود	memnun	خشنود	ADJ	ADJ
memnun	راضی	memnun	راضی	ADJ	ADJ
teknikleri	تکنیکهای	teknik	تکنیک	N;NOM;PL;3	N;PL
yorumu	توضیح	yorum	توضیح	N;ACC;SG;3	N;SG
yorumu	نظر	yorum	نظر	N;ACC;SG;3	N;SG
özeti	خلاصۀ	özet	خلاصۀ	N;ACC;SG;3	N;SG
özeti	خلاصه	özet	خلاصه	N;ACC;SG;3	N;SG
kavga	جنگیدن	kavga	None	N;NOM;SG;3	N;SG
kavga	دعوا	kavga	None	N;NOM;SG;3	N;SG
kavga	بجنگ	kavga	بجنگ	N;NOM;SG;3	N;SG
komedyen	کمدین	komedyen	کمدین	N;NOM;SG;3	N;SG
platformu	سکوی	platform	سکوی	N;NOM;SG;3	N;SG
platformu	سکو	platform	سکو	N;NOM;SG;3	N;SG
cerrahi	جراحی	cerrahi	جراحی	N;NOM;SG;3	N;SG
cerrahi	جراحی	cerrahi	جراحی	N;NOM;SG;3	N;SG
gözü	چشم	göz	چشم	N;NOM;SG;3	N;SG
gözü	چشمی	göz	چشم	N;NOM;SG;3	N;SG
lgbt	lgbt	lgbt	lgbt		
sorumluluk	مسولیت	sorumluluk	مسولیت	N;NOM;SG;3	N;SG
sorumluluk	مسئولیتی	sorumluluk	مسئولیتی	N;NOM;SG;3	N;SG
sorumluluk	مسئولیت	sorumluluk	مسئولیت	N;NOM;SG;3	N;SG
sorumluluk	مسولیت	sorumluluk	مسولیت	N;NOM;SG;3	N;SG
sorumluluk	مسئولیتی	sorumluluk	مسئولیتی	N;NOM;SG;3	N;SG
sorumluluk	مسئولیت	sorumluluk	مسئولیت	N;NOM;SG;3	N;SG
aralığı	فاصله	aralık	فاصله	N;NOM;SG;3	N;SG
konut	اقامتگاه	konut	اقامتگاه	N;NOM;SG;3	N;SG
konut	جایگاه	konut	جایگاه	N;NOM;SG;3	N;SG
konut	اقامت	konut	اقامت	N;NOM;SG;3	N;SG
konut	مسکن	konut	مسکن	N;NOM;SG;3	N;SG
konut	مسکونی	konut	None	N;NOM;SG;3	N;SG
yaşı	age	yaşı	age		
kelimeler	کلمات	kelime	None	N;NOM;PL;3	N;PL
hazine	گنجینه	hazin	گنجینه	N;NOM;SG;3	N;SG
hazine	گنج	hazin	گنج	N;NOM;SG;3	N;SG
hazine	خزانه	hazin	None	N;NOM;SG;3	N;SG
planet	سیاره	planet	سیاره	N;NOM;SG;3	N;SG
halkları	مردمان	halk	مردم	N;ACC;PL;3	N;PL
öğretmenlik	تدریس	öğretmenlik	تدریس	N;NOM;SG;3	N;SG
öğretmenlik	آموزش	öğretmenlik	آموزش	N;NOM;SG;3	N;SG
denizaltı	زیردریایی	denizaltı	زیردریایی	N;NOM;SG;3	N;SG
denizaltı	ساب	denizaltı	ساب	N;NOM;SG;3	N;SG
denizaltı	فرعی	denizaltı	فرعی	N;NOM;SG;3	N;SG
operasyonu	عمل	operasyon	عمل	N;ACC;SG;3	N;SG
çoğunluk	اکثریت	çoğunluk	اکثریت	N;NOM;SG;3	N;SG
yoğunluk	شدت	yoğunluk	شدت	N;NOM;SG;3	N;SG
yoğunluk	تراکم	yoğunluk	None	N;NOM;SG;3	N;SG
yoğunluk	چگالی	yoğunluk	چگالی	N;NOM;SG;3	N;SG
june	june	ju	june		
teoremi	قضیه	teorem	قضیه	N;ACC;SG;3	N;SG
paket	بستۀ	paket	بستۀ		
teknolojileri	فناوریهای	teknoloji	فناوری	N;ACC;PL;3	N;PL
kişileri	مخاطبین	kişi	مخاطب	N;ACC;PL;3	N;PL
liderleri	رهبران	lider	رهبر	N;ACC;PL;3	N;PL
deportivo	deportivo	deportivo	deportivo	N;NOM;SG;3	N;SG
etkinlikler	فعالیتها	etkinlik	فعالیت	N;NOM;PL;3	N;PL
etkinlikler	رویدادهای	etkinlik	رویداد	N;NOM;PL;3	N;PL
etkinlikler	رویدادها	etkinlik	رویداد	N;NOM;PL;3	N;PL
etkinlikler	حوادث	etkinlik	حوادث	N;NOM;PL;3	N;PL
etkinlikler	اتفاقات	etkinlik	اتفاق	N;NOM;PL;3	N;PL
ifadeler	واکنشهای	ifade	واکنش	N;NOM;PL;3	N;PL
ifadeler	اظهارات	ifade	اظهار	N;NOM;PL;3	N;PL
ifadeler	عبارتهای	ifade	عبارت	N;NOM;PL;3	N;PL
ifadeler	عبارتهای	ifade	عبارت	N;NOM;PL;3	N;PL
hücreleri	سلولهای	hücre	None	N;ACC;PL;3	N;PL
hücreleri	سلولها	hücre	None	N;ACC;PL;3	N;PL
eksikliği	کمبود	eksiklik	کمبود	N;NOM;SG;3	N;SG
eksikliği	نداشتن	eksiklik	نداشتن	N;NOM;SG;3	N;SG
eksikliği	عدم	eksiklik	عدم	N;NOM;SG;3	N;SG
çan	بل	çan	بل		
puanlar	نقاط	puan	نقطه	N;NOM;PL;3	N;PL
puanlar	امتیازهای	puan	امتیاز	N;NOM;PL;3	N;PL
puanlar	امتیازات	puan	امتیاز	N;NOM;PL;3	N;PL
puanlar	نمرات	puan	نمرت	N;NOM;PL;3	N;PL
mekanizması	مکانیسم	mekaniz	None	N;NOM;SG;3	N;SG
mekanizması	مکانیزم	mekaniz	مکت#مکا	N;NOM;SG;3	N;SG
getirilmiş	آورده	getir	آورد#آور	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;3;V.PTCP
dick	dek	dick	dek		
güzellik	زیبایی	güzellik	زیبایی	N;NOM;SG;3	N;SG
müşteri	مشتری	müşteri	مشتری	N;NOM;SG;3	N;SG
müşteri	مشتری	müşteri	مشتری	N;NOM;SG;3	N;SG
müşteri	مشتری	müşteri	مشتری	N;NOM;SG;3	N;SG
müşteri	کارخواه	müşteri	کارخواه	N;NOM;SG;3	N;SG
müşteri	موکل	müşteri	موکل	N;NOM;SG;3	N;SG
semih	سمیح	semih	سمیح		
ilkesi	اصل	ilke	اصل	N;NOM;SG;3	N;SG
kentsel	شهری	kentsel	شهر	N;NOM;SG;3	N;SG
kentsel	urban	kentsel	urban	N;NOM;SG;3	N;SG
kentsel	اوربان	kentsel	اوربان	N;NOM;SG;3	N;SG
saldırılar	حملات	sal	None	N;NOM;PL;3	N;PL
okulları	مدارس	okul	None	N;NOM;PL;3	N;PL
kolları	بازوها	kol	بازو	N;ACC;PL;3	N;PL
fotoğraflar	عکسها	fotoğraf	عکس	N;NOM;PL;3	N;PL
fotoğraflar	تصاویر	fotoğraf	تصویر	N;NOM;PL;3	N;PL
fotoğraflar	عکسها	fotoğraf	عکس	N;NOM;PL;3	N;PL
nilüfer	لوتوس	nilüfer	لوتوس	N;NOM;SG;3	N;SG
nilüfer	نیلوفر	nilüfer	نیلوفر	N;NOM;SG;3	N;SG
anında	فوری	an	فوری	N;ESS;SG;3	N;SG
pasaport	پاسپورت	pasaport	پاسپورت	N;NOM;SG;3	N;SG
pasaport	پاسپورت	pasaport	پاسپورت	N;NOM;SG;3	N;SG
pasaport	گذرنامه	pasaport	گذرنامه	N;NOM;SG;3	N;SG
eşitlik	توازن	eşitlik	توازن	N;NOM;SG;3	N;SG
eşitlik	معادله	eşitlik	معادله	N;NOM;SG;3	N;SG
eşitlik	مساوات	eşitlik	مساوه	N;NOM;SG;3	N;SG
eşitlik	تساوی	eşitlik	تساوی	N;NOM;SG;3	N;SG
eşitlik	برابری	eşitlik	برابری	N;NOM;SG;3	N;SG
kampı	اردوگاه	kampı	اردوگاه	N;ACC;SG;3	N;SG
kampı	اردو	kampı	اردو	N;ACC;SG;3	N;SG
kampı	کمپ	kampı	کمپ	N;ACC;SG;3	N;SG
taburu	گردان	tabur	گردان	N;NOM;SG;3	N;SG
yasemin	یاس	yasem	یاس	N;GEN;SG;3	N;SG
yasemin	یاسمن	yasem	یاسمن	N;GEN;SG;3	N;SG
penaltı	مجازات	penaltı	مجازات	N;NOM;SG;3	N;SG
penaltı	پنالتی	penaltı	None	N;NOM;SG;3	N;SG
dîn	dīn	dîn	dīn		
kalitesi	کیفیتی	kalite	کیفیت	N;NOM;SG;3	N;SG
kalitesi	کیفیت	kalite	کیفیت	N;NOM;SG;3	N;SG
jüpiter	مشتری	jüpiter	مشتری	N;NOM;SG;3	N;SG
projeler	پروژههای	proje	پروژه	N;NOM;PL;3	N;PL
büyükelçiliği	سفارت	büyükelçilik	سفارت	N;NOM;SG;3	N;SG
büyükelçiliği	سفارتخانه	büyükelçilik	سفارتخانه	N;NOM;SG;3	N;SG
hastalıklar	بیماریهای	hastalık	بیماری	N;NOM;PL;3	N;PL
hastalıklar	بیماریها	hastalık	بیماری	N;NOM;PL;3	N;PL
çiftlik	مزرعه	çiftlik	None	N;NOM;SG;3	N;SG
çiftlik	فارم	çiftlik	فارم	N;NOM;SG;3	N;SG
çiftlik	رنچ	çiftlik	رنچ	N;NOM;SG;3	N;SG
yüzyıllar	قرنها	yüzyıl	قرن	N;NOM;PL;3	N;PL
görelilik	نسبیت	görelilik	نسبیت	N;NOM;SG;3	N;SG
gemiler	قایقهای	gemi	قایق	N;NOM;PL;3	N;PL
gemiler	قایقها	gemi	قایق	N;NOM;PL;3	N;PL
gemiler	کشتیها	gemi	کشتی	N;NOM;PL;3	N;PL
gemiler	رگها	gemi	رگ	N;NOM;PL;3	N;PL
bürosu	بیرو	bürosu	بیرو		
silahları	سلاح	silah	سلاح	N;NOM;PL;3	N;PL
kararlar	تصمیمات	karar	تصمیم	N;NOM;PL;3	N;PL
kaz	کز	kaz	None		
manhattan	منهتن	manhat	منهتن	N;AT+ABL;SG;3	N;SG
kurallara	مقررات	kural	مقررات	N;DAT;PL;3	N;PL
olimpik	المپیک	ol	المپیک	N;NOM;SG;3	N;SG
işlemci	پرداز	işlemci	پرداز	N;NOM;SG;3	N;SG
işlemci	پردازنده	işlemci	پردازنده	N;NOM;SG;3	N;SG
işlemci	پردازشگر	işlemci	پردازشگر	N;NOM;SG;3	N;SG
azınlık	اقلیت	azınlık	اقلیت	N;NOM;SG;3	N;SG
konfederasyonu	کنفدراسیون	konfederasyon	کنفدراسیون	N;ACC;SG;3	N;SG
bordeaux	بردو	bordeau	رفت#برو	N;NOM;SG;3	N;SG
şekilleri	شکلها	şekil	شکل	N;ACC;PL;3	N;PL
makaleler	مقالات	makale	مقاله	N;NOM;PL;3	N;PL
makaleler	مقالات	makale	مقاله	N;NOM;PL;3	N;PL
danışma	مشورت	danış	مشورت	N;NOM;SG;3	N;SG
danışma	مشاوره	danış	مشاوره	N;NOM;SG;3	N;SG
danışma	رایزنی	danış	رایزنی	N;NOM;SG;3	N;SG
danışma	مشورتی	danış	None	N;NOM;SG;3	N;SG
danışma	مشورت	danış	مشورت	N;NOM;SG;3	N;SG
danışma	مشاوره	danış	مشاوره	N;NOM;SG;3	N;SG
danışma	مشاوره	danış	مشاوره	N;NOM;SG;3	N;SG
bağışıklık	مصونیت	bağışıklık	مصونیت	N;NOM;SG;3	N;SG
bağışıklık	مصونیت	bağışıklık	مصونیت	N;NOM;SG;3	N;SG
bağışıklık	بیزاری	bağışıklık	بیزاری	N;NOM;SG;3	N;SG
bağışıklık	برائت	bağışıklık	None	N;NOM;SG;3	N;SG
bağışıklık	مصونیت	bağışıklık	مصونیت	N;NOM;SG;3	N;SG
çözümü	چاره	çözüm	چاره	N;ACC;SG;3	N;SG
çözümü	محلول	çözüm	None	N;ACC;SG;3	N;SG
akışı	جریان	akış	جریان	N;NOM;SG;3	N;SG
sorular	سوالات	soru	سوالت	N;NOM;PL;3	N;PL
sorular	سؤالات	soru	سؤال	N;NOM;PL;3	N;PL
koleksiyonu	مجموعۀ	koleksiyonu	مجموعۀ	N;ACC;SG;3	N;SG
koleksiyonu	مجموعه	koleksiyonu	مجموعه	N;ACC;SG;3	N;SG
araplar	اعراب	arap	عرب	N;NOM;PL;3	N;PL
çiçeği	شکوفه	çiçek	شکوفه	N;NOM;SG;3	N;SG
çiçeği	گل	çiçek	گل	N;NOM;SG;3	N;SG
çiçeği	شکوفه	çiçek	شکوفه	N;NOM;SG;3	N;SG
çiçeği	فلاور	çiçek	فلاور	N;NOM;SG;3	N;SG
gözler	چشمها	göz	چشم	N;NOM;PL;3	N;PL
gözler	چشمانی	göz	چشمانی	N;NOM;PL;3	N;PL
gözler	چشمان	göz	چشم	N;NOM;PL;3	N;PL
ödeme	اجری	öde	اجری		
yöntemler	روشهای	yöntem	روش	N;NOM;PL;3	N;PL
denizcilik	دریانوردی	denizcilik	دریانوردی	N;NOM;SG;3	N;SG
denizcilik	دریایی	denizcilik	دریا	N;NOM;SG;3	N;SG
denizcilik	مارین	denizcilik	مارین	N;NOM;SG;3	N;SG
balıkçılık	شیلات	balıkçılık	شیله	N;NOM;SG;3	N;SG
balıkçılık	ماهیگیری	balıkçılık	ماهیگیری	N;NOM;SG;3	N;SG
taraftar	بادبزن	taraf	بادبزن	N;NOM;SG;3	N;SG
taraftar	طرفدار	taraf	طرفدار	N;NOM;SG;3	N;SG
taraftar	پنکه	taraf	پنکه	N;NOM;SG;3	N;SG
taraftar	فن	taraf	فن	N;NOM;SG;3	N;SG
yıldızları	ستارگان	yıldız	None	N;NOM;PL;3	N;PL
blog	بلاگ	blog	بلاگ	N;NOM;SG;3	N;SG
blog	وبلاگ	blog	وبلاگ	N;NOM;SG;3	N;SG
üniversiteler	دانشگاههای	üniversite	دانشگاه	N;NOM;PL;3	N;PL
üniversiteler	دانشگاهها	üniversite	دانشگاه	N;NOM;PL;3	N;PL
kelebek	پروانه	kelebek	پروانه	N;NOM;SG;3	N;SG
dikkatli	محتاط	dikkatli	محتاط	ADJ	ADJ
araştırmacılar	محققین	araştır	محقق	N;NOM;PL;3	N;PL
araştırmacılar	پژوهشگران	araştır	پژوهشگر	N;NOM;PL;3	N;PL
araştırmacılar	محققان	araştır	محقق	N;NOM;PL;3	N;PL
araştırmacılar	بازرسان	araştır	بازرسان	N;NOM;PL;3	N;PL
yetenek	مهارتی	yetenek	مهارتی	N;NOM;SG;3	N;SG
yetenek	مهارت	yetenek	مهارت	N;NOM;SG;3	N;SG
yetenek	استعداد	yetenek	استعداد	N;NOM;SG;3	N;SG
yetenek	ذکاوت	yetenek	ذکاوت	N;NOM;SG;3	N;SG
yetenek	توانایی	yetenek	توانایی	N;NOM;SG;3	N;SG
yetenek	قابلیت	yetenek	قابلیت	N;NOM;SG;3	N;SG
malzemeler	مواد	malzeme	ماده	N;NOM;PL;3	N;PL
malzemeler	مصالح	malzeme	مصالح	N;NOM;PL;3	N;PL
malzemeler	تدارکات	malzeme	تدارک	N;NOM;PL;3	N;PL
malzemeler	تجهیزات	malzeme	تجهیزات	N;NOM;PL;3	N;PL
sesleri	صداها	ses	صدا	N;NOM;PL;3	N;PL
sesleri	صداهایی	ses	صدا	N;NOM;PL;3	N;PL
sesleri	صداهای	ses	صدا	N;NOM;PL;3	N;PL
sesleri	آوازها	ses	آواز	N;NOM;PL;3	N;PL
ölçüm	پیمانه	ölçüm	پیمانه	N;NOM;SG;3	N;SG
ölçüm	متریک	ölçüm	متریک	N;NOM;SG;3	N;SG
ölçüm	پیمانه	ölçüm	پیمانه	N;NOM;SG;3	N;SG
strateji	استراتژی	strateji	استراتژی	N;NOM;SG;3	N;SG
strateji	راهبرد	strateji	راهبرد	N;NOM;SG;3	N;SG
kuruluşlar	سازمانها	kuruluş	None	N;NOM;PL;3	N;PL
kuruluşlar	سازمانهای	kuruluş	سازمان	N;NOM;PL;3	N;PL
kuruluşlar	موسسات	kuruluş	موسسه	N;NOM;PL;3	N;PL
kuruluşlar	نهادهای	kuruluş	نهاد	N;NOM;PL;3	N;PL
kuruluşlar	مؤسسات	kuruluş	مؤسسه	N;NOM;PL;3	N;PL
bak	ببین	bak	دید#بین	V;PFV;IMP;SG;2;POS;PRS	V;IMP;SG;2
anı	انی	an	انی		
pennsylvania	پنسیلوانیا	pennsylvani	None	N;NOM;SG;3	N;SG
görüntüler	تصاویر	görüntü	تصویر	N;NOM;PL;3	N;PL
karın	wife	kar	wife		
ağzı	دهان	ağzı	دهان	N;NOM;SG;3	N;SG
ağzı	دهن	ağzı	دهن	N;NOM;SG;3	N;SG
işlemler	عملیات	işlem	عملیات	N;NOM;PL;3	N;PL
işlemler	معاملات	işlem	معامله	N;NOM;PL;3	N;PL
che	che	che	che		
menzil	گسترۀ	menzil	گسترۀ		
kurumlar	موسسات	kurum	موسسه	N;NOM;PL;3	N;PL
kurumlar	نهادهای	kurum	نهاد	N;NOM;PL;3	N;PL
kurumlar	مؤسسات	kurum	مؤسسه	N;NOM;PL;3	N;PL
öneri	پیشنهادی	öneri	پیشنهادی	N;NOM;SG;3	N;SG
öneri	پیشنهاد	öneri	پیشنهاد	N;NOM;SG;3	N;SG
öneri	تلقین	öneri	تلقین	N;NOM;SG;3	N;SG
öneri	خواستگاری	öneri	None	N;NOM;SG;3	N;SG
cesur	درینگ	cesur	درینگ		
rehberi	راهنما	rehber	None	N;NOM;SG;3	N;SG
rehberi	هدایت	rehber	هدایت	N;NOM;SG;3	N;SG
rehberi	راهبر	rehber	راهبر	N;NOM;SG;3	N;SG
hizmetler	خدمات	hizmet	خدمت	N;NOM;PL;3	N;PL
başlıklar	موضوعات	başlık	موضوع	N;NOM;PL;3	N;PL
başlıklar	موضوعاتی	başlık	موضوع	N;NOM;PL;3	N;PL
başlıklar	عناوین	başlık	عناوین	N;NOM;PL;3	N;PL
palace	کاخ	palace	کاخ	N;NOM;SG;3	N;SG
palace	قصر	palace	None	N;NOM;SG;3	N;SG
bella	بلا	bella	بلا		
denklemi	معادله	denklem	معادله	N;NOM;SG;3	N;SG
benfica	بنفیکا	benfica	بنفیکا	N;NOM;SG;3	N;SG
aya	aya	aya	aya		
aya	ایا	aya	ایا		
ayni	همون	ayni	همون		
ilkeleri	اصول	ilke	اصل	N;NOM;PL;3	N;PL
ilkeleri	سیاستهای	ilke	سیاست	N;NOM;PL;3	N;PL
gözaltına	بازداشت	gözaltı	بازداشت	N;DAT;SG;3	N;SG
denetimi	حسابرسی	denetim	حسابرسی	N;NOM;SG;3	N;SG
anlaşmazlık	اختلاف	anlaşmazlık	اختلاف	N;NOM;SG;3	N;SG
anlaşmazlık	درگیری	anlaşmazlık	درگیری	N;NOM;SG;3	N;SG
anlaşmazlık	منازعه	anlaşmazlık	منازعه	N;NOM;SG;3	N;SG
anlaşmazlık	کشمکش	anlaşmazlık	کشمکش	N;NOM;SG;3	N;SG
anlaşmazlık	نزاع	anlaşmazlık	نزاع	N;NOM;SG;3	N;SG
anlaşmazlık	ناسازگاری	anlaşmazlık	ناسازگاری	N;NOM;SG;3	N;SG
anlaşmazlık	نزاع	anlaşmazlık	نزاع	N;NOM;SG;3	N;SG
anlaşmazlık	جدال	anlaşmazlık	None	N;NOM;SG;3	N;SG
