категория	kategoria	категория	kategoria	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
обучение	nauczania	обучение	nauczanie	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
обучение	kształcenie	обучение	kształcenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
обучение	szkolenia	обучение	szkolić	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
обучение	trening	обучение	trening	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
обучение	szkolenie	обучение	szkolenie	N;INAN;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
обучение	nauka	обучение	nauka	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
личности	osobistości	личность	osobistość	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
персонажи	postacie	персонаж	postać	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
персонажи	znaki	персонаж	znak	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
персонажи	bohaterowie	персонаж	bohater	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
объём	objętość	объем	objętość	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
южный	południowa	южный	południowy	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
южный	południowe	южный	południowy	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
картина	obraz	картина	obraz	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
картина	malarstwo	картина	malarstwo	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
картина	malowanie	картина	malować	N;INAN;NOM;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
министерство	ministerstwo	министерство	ministerstwo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
километров	kilometrów	километр	kilometr	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
километров	kilometrów	километр	kilometr	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
семейство	rodzina	семейство	rodzina	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
семейство	rodzinka	семейство	rodzinka	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
польский	polsko	польский	polski	ADJ;NOM;MASC;SG	ADJ
польский	polskie	польский	polski	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
польский	polski	польский	polski	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
положения	postanowienia	положение	postanowienie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;PL
положения	przepisy	положение	przepis	N;INAN;NOM;NEUT;PL	N;NOM;MASC;PL
круг	okrąg	круг	okrąg	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
круг	koło	круг	koło	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
круг	krąg	круг	krąg	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
круг	okrążenie	круг	okrążenie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
умеренно	umiarkowanie	умеренно	umiarkowanie	ADV	ADV
победа	wygrana	победа	wygrać	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
победа	zwycięstwa	победа	zwycięstwo	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
победа	zwycięstwo	победа	zwycięstwo	N;INAN;NOM;FEM;SG	N;NOM;NEUT;SG
победа	wygrana	победа	wygrać	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
крепость	forteca	крепость	forteca	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
крепость	fort	крепость	fort	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
жанр	gatunek	жанр	gatunek	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
ежегодно	rocznie	ежегодно	rocznie	ADV	ADV
ежегодно	rocznie	ежегодно	rocznie	ADV	ADV
ежегодно	corocznie	ежегодно	corocznie	ADV	ADV
хочет	chce	хотеть	chcieć	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
самостоятельно	niezależnie	самостоятельно	niezależnie	ADV	ADV
драмы	dramaty	драма	dramata	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
база	baza	база	baza	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
база	podstawa	база	podstawa	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
леса	lasy	лес	las	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
леса	lasy	лес	las	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
добавил	dodano	добавить	dodać	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;0;PST;FIN;ACT
композиции	kompozycje	композиция	kompozycja	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
отставку	rezygnację	отставка	rezygnacja	N;INAN;ACC;FEM;SG	N;ACC;FEM;SG
главная	główne	главный	główny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
главная	główny	главный	główny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
местный	miejscowa	местный	miejscowy	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
местный	lokalny	местный	lokalny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
местный	lokalna	местный	lokalny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
местный	lokalne	местный	lokalny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
местный	miejscowy	местный	miejscowy	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
принимает	akceptuje	принимать	akceptować	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
принимает	przyjmuje	принимать	przyjmować	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
принимает	przyjmuje	принимать	przyjmować	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
мастера	mistrzowie	мастер	mistrz	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
мастера	czarodzieje	мастер	czarodziać	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
абсолютно	absolutnie	абсолютно	absolutnie	ADV	ADV
абсолютно	totalnie	абсолютно	totalnie	ADV	ADV
абсолютно	całkowicie	абсолютно	całkowicie	ADV	ADV
екатерина	katarzyna	екатерина	katarzyno	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
екатерина	jekatierina	екатерина	jekatierina	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
объединение	łączenie	объединение	łączenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
объединение	łączenie	объединение	łączenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
объединение	zjednoczenie	объединение	zjednoczenie	N;INAN;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
комментарии	komentarze	комментарий	komentarz	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
глаза	oczy	глаз	oko	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
поиск	wyszukiwanie	поиск	wyszukiwać	N;INAN;NOM;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
поиск	wyszukiwarka	поиск	wyszukiwarka	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
поиск	szukanie	поиск	szukać	N;INAN;NOM;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
последняя	ostatnie	последний	ostatni	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
последняя	ostatni	последний	ostatni	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
санта	mikołaj	сант	mikołaj	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
отдел	wydział	отдел	wydział	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
сержант	sierżant	сержант	sierżant	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
сержант	sierżant	сержант	sierżant	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
критерии	kryteria	критерий	kryterium	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
способ	metoda	способ	metoda	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
север	północ	север	północ	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
фестиваль	festiwal	фестиваль	festiwal	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
фестиваль	święto	фестиваль	święto	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
взял	zabrał	брать	zabrać	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
взял	wzięła	брать	wziąć	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
взял	wziął	брать	wziąć	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
преподавал	uczył	преподавать	uczyć	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
короткая	krótki	короткий	krótki	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
короткая	krótkie	короткий	krótki	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
короткая	krótka	короткий	krótki	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
географии	geografia	география	geografia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
огонь	ogień	огонь	ogień	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
критики	krytycy	критика	krytyk	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
независимости	niezależność	независимость	niezależność	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
предмет	przedmiot	предмет	przedmiot	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
предмет	obiekt	предмет	obiekt	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
предмет	przedmiot	предмет	przedmiot	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
предмет	obiekt	предмет	obiekt	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
предмет	podmiot	предмет	podmiot	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
ричард	ryszard	ричард	ryszard	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
ричард	richard	ричард	richard	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
губернатор	gubernator	губернатор	gubernator	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
география	geografia	география	geografia	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
центральная	centralny	центральный	centralny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
центральная	środkowa	центральный	środkowy	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
центральная	centralne	центральный	centralny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
центральная	centralna	центральный	centralny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
понятия	koncepcje	понятие	koncepcja	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
нападающий	napastnik	нападающий	napastnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
нападающий	napastnik	нападающий	napastnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
папа	tata	папа	tata	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
папа	tatuś	папа	tatuś	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
двигатель	silnik	двигатель	silnik	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
крови	krew	кровь	krew	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
сообщество	społeczność	сообщество	społeczność	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
сообщество	wspólnota	сообщество	wspólnota	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
кампании	kampanie	кампания	kampan	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
кампании	kampanie	кампания	kampan	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
граждан	obywateli	гражданин	obywatel	N;ANIM;GEN;MASC;PL	N;GEN;MASC;PL
рейтинг	ranking	рейтинг	ranking	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
рейтинг	ranking	рейтинг	ranking	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
труд	praca	труд	praca	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
предыдущий	poprzedni	предыдущий	poprzedni	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
оператор	operator	оператор	operator	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
пресс	prasa	пресс	prasa	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
чёрный	czarna	чёрный	czarny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
чёрный	czarne	чёрный	czarny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
чёрный	czarny	чёрный	czarny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
очки	punkty	очки	punkt	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
очки	okulary	очки	okulary	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
очки	kieliszki	очки	kieliszek	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
луи	ludwik	луи	ludwik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
фридрих	fryderyk	фридрий	fryderyk	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
фридрих	fryderyk	фридрий	fryderyk	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
служба	służba	служба	służba	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
служба	obsługa	служба	obsługa	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
служба	serwis	служба	serwis	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
примеры	przykłady	пример	przykład	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
музыкант	muzyk	музыкант	muzyk	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
интересно	interesujące	интересный	interesujący	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG
интересно	ciekawe	интересный	ciekawy	ADJ;NEUT;SG	ADJ;NOM;NEUT;SG
интересно	interesujący	интересный	interesujący	ADJ;NEUT;SG	ADJ;NOM;MASC;SG
интересно	zainteresowane	интересный	zainteresować	ADJ;NEUT;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
интересно	zainteresowana	интересный	zainteresować	ADJ;NEUT;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
интересно	zainteresowany	интересный	zainteresować	ADJ;NEUT;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
супруга	małżonek	супруга	małżonek	N;ANIM;NOM;FEM;SG	N;NOM;MASC;SG
супруга	małżonka	супруга	małżonka	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
муж	mąż	муж	mąż	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
существенно	znacząco	существенно	znacząco	ADV	ADV
существенно	znacznie	существенно	znacznie	ADV	ADV
обязанности	zobowiązania	обязанность	zobowiązanie	N;INAN;NOM;FEM;PL	N;NOM;NEUT;PL
обязанности	obowiązki	обязанность	obowiązek	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
обязанности	obowiązki	обязанность	obowiązek	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
обязанности	obowiązki	обязанность	obowiązek	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
давление	presja	давление	presja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
давление	ciśnienie	давление	ciśnienie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
давление	nacisk	давление	nacisk	N;INAN;NOM;NEUT;SG	N;NOM;MASC;SG
запрос	zapytanie	запрос	zapytać	N;INAN;NOM;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
запрос	zapytania	запрос	zapytać	N;INAN;NOM;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
запрос	zapytanie	запрос	zapytać	N;INAN;NOM;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
запрос	prośba	запрос	prośba	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
запрос	żądanie	запрос	żądanie	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
запрос	wniosek	запрос	wniosek	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
отметить	oznacz	отметить	oznaczyć	V;PFV;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
отметить	uczcić	отметить	uczcić	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
отметить	oznacz	отметить	oznaczyć	V;PFV;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
отметить	zaznacz	отметить	zaznaczyć	V;PFV;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
известность	rozgłos	известность	rozgłos	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
известность	sława	известность	sława	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
другая	inne	другой	inny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
другая	inny	другой	inny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
другая	inny	другой	inny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
другая	kolejna	другой	kolejny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
сестра	siostra	сестра	siostra	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
сестра	pielęgniarka	сестра	pielęgniarka	N;ANIM;NOM;FEM;SG	N;NOM;FEM;SG
ваш	twoje	ваш	twój	DET;NOM;MASC;SG	DET;NOM;MASC;SG;2
ваш	twój	ваш	twój	DET;NOM;MASC;SG	DET;NOM;MASC;SG;2
ваш	twoja	ваш	twój	DET;NOM;MASC;SG	DET;NOM;FEM;SG;2
ваш	twoje	ваш	twój	DET;NOM;MASC;SG	DET;NOM;MASC;SG;2
ваш	twój	ваш	twój	DET;NOM;MASC;SG	DET;NOM;MASC;SG;2
ваш	twoja	ваш	twój	DET;NOM;MASC;SG	DET;NOM;FEM;SG;2
режим	tryb	режим	tryb	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
режим	reżim	режим	reżić	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
зависит	zależy	зависеть	zależeć	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
принцип	zasada	принцип	zasada	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
учреждения	instytucje	учреждение	instytucja	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
учреждения	agencje	учреждение	agencja	N;INAN;NOM;NEUT;PL	N;NOM;FEM;PL
блок	blok	блок	blok	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
блок	blok	блок	blok	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
прошла	zdał	пройти	zdać	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
прошла	przeszedł	пройти	przejść	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
прошла	minęło	пройти	minąć	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;NEUT;IND;SG;PST;FIN;ACT
военная	wojskowy	военный	wojskowy	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
военная	wojskowe	военный	wojskowy	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
восточная	wschodnie	восточный	wschodni	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
восточная	wschodni	восточный	wschodni	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
восточная	wschodnia	восточный	wschodnia	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
восточная	wschodnie	восточный	wschodni	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
восточная	wschodni	восточный	wschodni	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
восточная	wschodnia	восточный	wschodnia	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
федерального	federalnej	федеральный	federalny	ADJ;GEN;MASC;SG	ADJ;GEN;FEM;SG
предприятие	przedsiębiorczość	предприятие	przedsiębiorczość	N;INAN;NOM;NEUT;SG	N;NOM;FEM;SG
предприятие	przedsiębiorstwo	предприятие	przedsiębiorstwo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
предприятие	przedsięwzięcie	предприятие	przedsięwzięcie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
лидер	dowódca	лидер	dowódca	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
лидер	lider	лидер	lider	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
лидер	przywódca	лидер	przywódca	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
выбор	selekcja	выбор	selekcja	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
выбор	zaznaczenie	выбор	zaznaczyć	N;INAN;NOM;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
выбор	wybór	выбор	wybór	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
выбор	wybór	выбор	wybór	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
питер	piotruś	питер	piotruś	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
редко	rzadko	редко	rzadko	ADV	ADV
редко	rzadko	редко	rzadko	ADV	ADV
меры	środki	мера	środek	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
меры	akcje	мера	akcja	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
меры	czyny	мера	czyn	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
характеристики	cechy	характеристика	cecha	N;INAN;NOM;FEM;PL	N;NOM;FEM;PL
регулярно	regularnie	регулярно	regularnie	ADV	ADV
понять	zrozumieć	понять	zrozumieć	V;PFV;NFIN;ACT	V;PFV;NFIN;ACT
понять	zrozum	понять	zrozum	V;PFV;NFIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
отдельно	osobno	отдельно	osobno	ADV	ADV
отдельно	oddzielnie	отдельно	oddzielnie	ADV	ADV
даты	terminy	дата	termin	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
знает	wie	знать	wiedzieć	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
носит	nosi	носить	nosić	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
личная	osobiste	личный	osobisty	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
личная	osobista	личный	osobisty	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
личная	osobisty	личный	osobisty	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
справочник	spis	справочник	spis	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
справочник	katalog	справочник	katalog	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
справочник	poradnik	справочник	poradnik	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
специалист	specjalista	специалист	specjalista	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
каждая	każda	каждый	każdy	DET;NOM;FEM;SG	DET;NOM;FEM;SG
каждая	każdy	каждый	każdy	DET;NOM;FEM;SG	DET;NOM;MASC;SG
каждая	każda	каждый	każdy	DET;NOM;FEM;SG	DET;NOM;FEM;SG
каждая	każdy	каждый	każdy	DET;NOM;FEM;SG	DET;NOM;MASC;SG
побережье	wybrzeże	побережье	wybrzeże	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
побережье	wybrzeże	побережье	wybrzeże	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;SG
могла	mógł	мочь	móc	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
причин	przyczyn	причина	przyczyna	N;INAN;GEN;FEM;PL	N;GEN;FEM;PL
побед	zwycięstw	победа	zwycięstwo	N;INAN;GEN;FEM;PL	N;GEN;NEUT;PL
формула	wzór	формула	wzór	N;INAN;NOM;FEM;SG	N;NOM;MASC;SG
формула	formuła	формула	formuła	N;INAN;NOM;FEM;SG	N;NOM;FEM;SG
континентальный	kontynentalne	континентальный	kontynentalny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
переход	przemiana	переход	przemiać	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
переход	przejście	переход	przejście	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
врач	lekarz	врач	lekarz	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
врач	lekarz	врач	lekarz	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
певец	piosenkarz	певец	piosenkarz	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
певец	wokalista	певец	wokalista	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
певец	piosenkarka	певец	piosenkarka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
башни	wieże	башня	wieża	N;INAN;NOM;FEM;PL	N;NOM;MASC;PL
наши	nasi	наш	nasz	DET;NOM;PL	DET;NOM;MASC;PL;1
ранга	stopień	ранг	stopień	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
изучения	zwiedzania	изучение	zwiedzanie	N;INAN;GEN;NEUT;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
современный	nowoczesne	современный	nowoczesny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
современный	nowoczesny	современный	nowoczesny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
современный	nowoczesna	современный	nowoczesny	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
