ve	そして	ve	そして	CONJ	CONJ
ameliyat	作戦	ameliyat	作戦	N;NOM;SG;3	N
ameliyat	オペレーション	ameliyat	オペレーション	N;NOM;SG;3	N
kaplar	容器	kap	容器	N;NOM;PL;3	N
kaplar	コンテナ	kap	コンテナ	N;NOM;PL;3	N
harfler	手紙	harf	手紙	N;NOM;PL;3	N
hesaplama	計算	hesaplama	計算	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
hesaplama	算定	hesaplama	算定	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
motorları	エンジン	motor	エンジン	N;ACC;PL;3	N
bahçeleri	庭園	bahçe	庭園	N;ACC;PL;3	N
dul	やもめ	dul	やもめ		
açıklamalar	解説	açıkla	解説	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
başrolde	主演	başrol	主演	N;ESS;SG;3	N
sınav	試験	sınav	試験	N;NOM;SG;3	N
sınav	クイズ	sınav	クイズ	N;NOM;SG;3	N
sınav	審査	sınav	審査	N;NOM;SG;3	N
sınav	試験	sınav	試験	N;NOM;SG;3	N
sınav	検査	sınav	検査	N;NOM;SG;3	N
sınav	取調	sınav	取調	N;NOM;SG;3	N
sınav	試験	sınav	試験	N;NOM;SG;3	N
sınav	テスト	sınav	テスト	N;NOM;SG;3	N
evcil	ペット	evcil	ペット	N;NOM;SG;3	N
vergisi	租税	vergi	租税	N;NOM;SG;3	N
vergisi	税金	vergi	税金	N;NOM;SG;3	N
lahana	キャベツ	lahana	キャベツ	N;NOM;SG;3	N
lahana	キャベツ	lahana	キャベツ	N;NOM;SG;3	N
çiçekler	お	çiçek	お	N;NOM;PL;3	N
kızılötesi	赤外線	kızılöte	赤外線	N;NOM;SG;3	N
momentum	運動量	momentum	運動量	N;NOM;SG;3	N
momentum	勢い	momentum	勢い	N;NOM;SG;3	N
nereye	どこ	nere	どこ	PRO;DAT;SG;3	PRO
organları	臓器	organ	臓器	N;NOM;PL;3	N
organları	機関	organ	機関	N;NOM;PL;3	N
notları	注記	not	注記	N;ACC;PL;3	N
notları	メモ	not	メモ	N;ACC;PL;3	N
notları	備考	not	備考	N;ACC;PL;3	N
notları	ノート	not	ノート	N;ACC;PL;3	N
kavramları	概念	kavram	概念	N;ACC;PL;3	N
kavramları	コンセプト	kavram	コンセプト	N;ACC;PL;3	N
zıt	反対	zıt	反対		
helikopter	ヘリコプター	helikopter	ヘリコプター	N;NOM;SG;3	N
kılavuzu	ガイド	kılavuz	ガイド	N;ACC;SG;3	N
yetenekleri	タレント	yetenek	タレント	N;NOM;PL;3	N
dinlenme	安静	dinlen	安静	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS	V
dinlenme	休む	dinlen	休む	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS	V
tatmin	満足	tatmin	満足		
tatmin	満足	tatmin	満足		
tatmin	満足	tatmin	満足		
eğlenceli	楽しい	eğlenceli	楽しい	ADJ	ADJ
sulak	湿地	sulak	湿地	N;NOM;SG;3	N
sır	秘密	sır	秘密		
sır	秘密	sır	秘密		
boyutları	サイズ	boyut	サイズ	N;ACC;PL;3	N
boyutları	寸法	boyut	寸法	N;ACC;PL;3	N
deneyler	実験	deney	実験	N;NOM;PL;3	N
alüminyum	アルミニウム	alüm	アルミニウム	N;NOM;SG;3	N
alüminyum	アルミ	alüm	アルミ	N;NOM;SG;3	N
alüminyum	アルミニウム	alüm	アルミニウム	N;NOM;SG;3	N
katliam	屠殺	katlia	屠殺		
lehçesi	方言	lehçe	方言	N;NOM;SG;3	N
hatalar	間違い	hata	間違い	N;NOM;PL;3	N
hatalar	エラー	hata	エラー	N;NOM;PL;3	N
hatalar	バグ	hata	バグ	N;NOM;PL;3	N
hatalar	不具合	hata	不具合	N;NOM;PL;3	N
diamond	ダイヤモンド	diamond	ダイヤモンド	N;NOM;SG;3	N
diamond	ダイアモンド	diamond	ダイアモンド	N;NOM;SG;3	N
bankacılık	銀行	bankacılık	銀行	N;NOM;SG;3	N
kaçmak	脱出	kaç	脱出	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
asal	プライム	asal	プライム		
öyküler	記事	öykü	記事	N;NOM;PL;3	N
öyküler	ストーリー	öykü	ストーリー	N;NOM;PL;3	N
işadamı	ビジネスマン	işadam	ビジネスマン	N;NOM;SG;3	N
bitkileri	植物	bitki	植物	N;ACC;PL;3	N
kampanya	キャンペーン	kampanya	キャンペーン	N;NOM;SG;3	N
eylemleri	アクション	eylem	アクション	N;ACC;PL;3	N
azaltmak	減らす	azal	減らす	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
satıldı	落札	sat	落札	V;PFV;IND;SG;3;POS;PST;PASS	V
atölyesi	ワークショップ	atölye	ワークショップ	N;NOM;SG;3	N
atölyesi	作業	atölye	作業	N;NOM;SG;3	N
ihmal	怠慢	ihmal	怠慢		
rolleri	役割	rol	役割	N;ACC;PL;3	N
kalanlar	残り	kalan	残り	N;NOM;PL;3	N
danışman	アドバイザー	danış	アドバイザー		
danışman	アドバイザー	danış	アドバイザー		
sertifika	証明	sertifika	証明	N;NOM;SG;3	N
sertifika	証明	sertifika	証明	N;NOM;SG;3	N
sertifika	証書	sertifika	証書	N;NOM;SG;3	N
dağıtımı	配当	dağıt	配当	N;NOM;SG;3	N
halter	重量	halter	重量	N;NOM;SG;3	N
sözcükler	言葉	sözcük	言葉	N;NOM;PL;3	N
sözcükler	単語	sözcük	単語	N;NOM;PL;3	N
kayıplar	損失	kayıp	損失	N;NOM;PL;3	N
kapıları	ドア	kapı	ドア	N;ACC;PL;3	N
diskografisi	作品	diskografi	作品	N;NOM;SG;3	N
diskografisi	ディスコグラフィ	diskografi	ディスコグラフィ	N;NOM;SG;3	N
mağarası	洞窟	mağara	洞窟	N;NOM;SG;3	N
marina	マリーナ	marina	マリーナ	N;DAT;SG;3	N
spesifik	特定	spesifik	特定		
nesneler	オブジェクト	nesne	オブジェクト	N;NOM;PL;3	N
rahatsızlık	騒乱	rahatsızlık	騒乱	N;NOM;SG;3	N
panorama	パノラマ	panor	パノラマ	N;NOM;SG;3	N
adlar	名前	ad	名前	N;NOM;PL;3	N
adlar	名称	ad	名称	N;NOM;PL;3	N
basında	プレス	bas	プレス	N;ESS;SG;3	N
basında	メディア	bas	メディア	N;ESS;SG;3	N
armut	ナシ	armut	ナシ		
ayağı	フィート	ayak	フィート	N;NOM;SG;3	N
sorumluluğu	責任	sorumluluk	責任	N;ACC;SG;3	N
sorumluluğu	責務	sorumluluk	責務	N;ACC;SG;3	N
potasyum	カリウム	potasyum	カリウム	N;NOM;SG;3	N
kentler	都市	kent	都市	N;NOM;PL;3	N
kabuğu	シェル	kabuk	シェル	N;NOM;SG;3	N
endişe	心配	endiş	心配		
endişe	心配	endiş	心配		
endişe	心配	endiş	心配		
oyuncak	おもちゃ	oyuncak	おもちゃ	N;NOM;SG;3	N
oyuncak	おもちゃ	oyuncak	おもちゃ	N;NOM;SG;3	N
köfte	ミートローフ	köft	ミートローフ	N;NOM;SG;3	N
problemler	問題	problem	問題	N;NOM;PL;3	N
açılışı	オープニング	açılış	オープニング	N;NOM;SG;3	N
hakimiyet	自治領	hakimiyet	自治領	N;DAT;SG;3	N
ilhak	併合	ilhak	併合	N;NOM;SG;3	N
katsayısı	係数	katsayı	係数	N;NOM;SG;3	N
arabası	カート	araba	カート	N;NOM;SG;3	N
arabası	荷車	araba	荷車	N;NOM;SG;3	N
büyüklük	等級	büyüklük	等級	N;NOM;SG;3	N
büyüklük	サイズ	büyüklük	サイズ	N;NOM;SG;3	N
kategorileri	カテゴリー	kategori	カテゴリー	N;ACC;PL;3	N
kategorileri	カテゴリ	kategori	カテゴリ	N;ACC;PL;3	N
ormanlar	森林	orman	森林	N;NOM;PL;3	N
belediyeler	市町村	belediye	市町村	N;NOM;PL;3	N
belediyeler	自治体	belediye	自治体	N;NOM;PL;3	N
arkası	後ろ	arka	後ろ	N;NOM;SG;3	N
yaratıcısı	クリエーター	yaratıcı	クリエーター	N;NOM;SG;3	N
istekleri	リクエスト	istek	リクエスト	N;ACC;PL;3	N
cümleler	フレーズ	cümle	フレーズ	N;NOM;PL;3	N
uçaklar	航空機	uçak	航空機	N;NOM;PL;3	N
uçaklar	飛行機	uçak	飛行機	N;NOM;PL;3	N
atılmış	退学	at	退学	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V
odaları	部屋	oda	部屋	N;ACC;PL;3	N
odaları	ルーム	oda	ルーム	N;ACC;PL;3	N
gezgin	トラベラー	gezgin	トラベラー	N;NOM;SG;3	N
gezgin	トラベラー	gezgin	トラベラー	N;NOM;SG;3	N
adayları	候補	aday	候補	N;NOM;PL;3	N
