vir	for	vir	for	ADP	ADP
predikante	præster	predikant	præste	N;PL	N;INDF;MASC+FEM;PL
redakteur	chefredaktør	redakteur	chefredaktør	N;SG	N;INDF;MASC+FEM;SG
redakteur	editor	redakteur	editor	N;SG	N;INDF;MASC+FEM;SG
redakteur	redigering	redakteur	redigering	N;SG	N;INDF;MASC+FEM;SG
redakteur	redaktør	redakteur	redaktør	N;SG	N;INDF;MASC+FEM;SG
ontdekking	opdagelse	ontdekking	opdagelse	N;SG	N;INDF;MASC+FEM;SG
kaptein	kaptajn	kaptein	kaptajn	N;SG	N;INDF;MASC+FEM;SG
verwysings	henvisninger	verwysing	henvisning	N;PL	N;INDF;MASC+FEM;PL
verwysings	referencer	verwysing	reference	N;PL	N;INDF;MASC+FEM;PL
voorstad	forstad	voorstad	forstad	N;SG	N;INDF;MASC+FEM;SG
siekte	sygdom	siekte	sygdom	N;SG	N;INDF;MASC+FEM;SG
siekte	sygdom	siekte	sygdom	N;SG	N;INDF;MASC+FEM;SG
bywoning	fremmøde	bywoning	fremmøde	N;SG	N;INDF;NEUT;SG
bywoning	tilstedeværelse	bywoning	tilstedeværelse	N;SG	N;INDF;MASC+FEM;SG
bywoning	deltagelse	bywoning	deltagelse	N;SG	N;INDF;MASC+FEM;SG
professionele	faglige	professioneel	faglig	ADJ;NOM	ADJ;PL
professionele	professionelt	professioneel	professionelt	ADJ;NOM	ADJ;INDF;NEUT;SG
professionele	professionel	professioneel	professionel	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
professionele	professionelle	professioneel	professionel	ADJ;NOM	ADJ;PL
onderskeidelik	henholdsvis	onderskeidelik	henholdsvis	ADV	ADV
uitvoerende	udøvende	uitvoer	udøvende	ADJ;NOM	ADJ
stuk	brik	stuk	brik	N;SG	N;INDF;MASC+FEM;SG
stuk	stykke	stuk	stykke	N;SG	N;INDF;NEUT;SG
toegang	adgang	toegang	adgang	N;SG	N;INDF;MASC+FEM;SG
hof	domstolen	hof	domstol	N;SG	N;DEF;MASC+FEM;SG
hof	retten	hof	ret	N;SG	N;DEF;MASC+FEM;SG
hof	domstol	hof	domstol	N;SG	N;INDF;MASC+FEM;SG
hof	retsbygningen	hof	retsbygning	N;SG	N;DEF;MASC+FEM;SG
hof	domhuset	hof	domhus	N;SG	N;DEF;NEUT;SG
bank	banken	bank	bank	N;SG	N;DEF;MASC+FEM;SG
bank	bank	bank	bank	N;SG	N;INDF;MASC+FEM;SG
teken	tegne	teken	tegne	V;PRS	V;NFIN;ACT
teken	henlede	teken	henle	V;PRS	V;NFIN;ACT
ooit	nogensinde	ooit	nogensinde	ADV	ADV
gedra	transporteret	dra	transportere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gedra	båret	dra	bære	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gesag	autoritet	gesag	autoritet	N;SG	N;INDF;MASC+FEM;SG
gesag	bemyndigelse	gesag	bemyndigelse	N;SG	N;INDF;MASC+FEM;SG
gesag	myndighed	gesag	myndighed	N;SG	N;INDF;MASC+FEM;SG
ensiklopedie	leksikon	ensiklopedie	leksikon	N;SG	N;INDF;NEUT;SG
andré	andré	andré	andré	N;SG	N;INDF;MASC+FEM;SG
myl	miles	myl	mile	N;SG	N;GEN;INDF;MASC+FEM;SG
myl	mil	myl	mil	N;SG	N;INDF;MASC+FEM;SG
myl	mil	myl	mil	N;SG	N;INDF;MASC+FEM;SG
gebeure	begivenheder	gebeure	begivenhed	N;PL	N;INDF;MASC+FEM;PL
gebeure	hændelser	gebeure	hændelse	N;PL	N;INDF;MASC+FEM;PL
gebeure	arrangementer	gebeure	arrangement	N;PL	N;INDF;NEUT;PL
gebeure	events	gebeure	events	N;PL	N;INDF;MASC+FEM;PL
gebeure	begivenhederne	gebeure	begivenhed	N;PL	N;DEF;MASC+FEM;PL
toekenning	award	toekenning	award	N;SG	N;INDF;MASC+FEM;SG
toekenning	tildeling	toekenning	tildeling	N;SG	N;INDF;MASC+FEM;SG
afsonderlike	særskilt	afsonderlik	særskilt	ADJ;NOM	ADJ;INDF;SG
vliegtuig	fly	vliegtuig	fly	N;SG	N;INDF;NEUT;SG
vliegtuig	flyvemaskine	vliegtuig	flyvemaskine	N;SG	N;INDF;MASC+FEM;SG
vliegtuig	fly	vliegtuig	fly	N;SG	N;INDF;NEUT;SG
vliegtuig	fly	vliegtuig	fly	N;SG	N;INDF;NEUT;SG
vliegtuig	luftfartøj	vliegtuig	luftfartøj	N;SG	N;INDF;NEUT;SG
frederik	frederik	frederik	frederik	N;SG	N;INDF;MASC+FEM;SG
frederik	frederik	frederik	frederik	N;SG	N;INDF;MASC+FEM;SG
frederik	frederick	frederik	frederick	N;SG	N;INDF;MASC+FEM;SG
manlike	mandlige	manlik	mandlig	ADJ;NOM	ADJ;PL
manlike	mandlig	manlik	mandlig	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
toegeneem	øget	toeneem	øge	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
toegeneem	forhøjet	toeneem	forhøje	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
toegeneem	forøget	toeneem	forøge	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
hande	hænder	hand	hånd	N;PL	N;INDF;MASC+FEM;PL
hande	hænderne	hand	hånd	N;PL	N;DEF;MASC+FEM;PL
kompetisie	konkurrencen	kompetisie	konkurrence	N;SG	N;DEF;MASC+FEM;SG
kompetisie	konkurrence	kompetisie	konkurrence	N;SG	N;INDF;MASC+FEM;SG
kompetisie	konkurrencen	kompetisie	konkurrence	N;SG	N;DEF;MASC+FEM;SG
kompetisie	konkurrence	kompetisie	konkurrence	N;SG	N;INDF;MASC+FEM;SG
privaat	privat	privaat	privat	ADJ;NOM	ADJ;INDF;SG
privaat	privat	privaat	privat	ADJ;NOM	ADJ;INDF;SG
privaat	private	privaat	privat	ADJ;NOM	ADJ;PL
dialekte	dialekter	dialekte	dialekt	N;PL	N;INDF;MASC+FEM;PL
partye	fester	party	fest	N;PL	N;INDF;MASC+FEM;PL
partye	parter	party	part	N;PL	N;INDF;MASC+FEM;PL
partye	parterne	party	part	N;PL	N;DEF;MASC+FEM;PL
partye	partier	party	parti	N;PL	N;INDF;NEUT;PL
dinge	ting	ding	ting	N;PL	N;INDF;MASC+FEM;PL
dinge	tingene	ding	ting	N;PL	N;DEF;MASC+FEM;PL
tegniese	teknisk	tegnies	teknisk	ADJ;NOM	ADJ;INDF;SG
tegniese	tekniske	tegnies	teknisk	ADJ;NOM	ADJ;PL
karakters	karakterer	karakter	karakter	N;PL	N;INDF;MASC+FEM;PL
karakters	figurer	karakter	figur	N;PL	N;INDF;MASC+FEM;PL
bedek	dækker	bedek	dække	V;PRS	V;IND;PRS;FIN;ACT
koue	fryser	koud	fryse	V;PRS	V;IND;PRS;FIN;ACT
graaf	graf	graaf	graf	N;SG	N;INDF;MASC+FEM;SG
argitektuur	arkitekturen	argitektuur	arkitektur	N;SG	N;DEF;MASC+FEM;SG
argitektuur	arkitektur	argitektuur	arkitektur	N;SG	N;INDF;MASC+FEM;SG
via	via	via	via	ADP	ADP
metode	metoden	metode	metod	N;SG	N;DEF;MASC+FEM;SG
metode	metode	metode	metode	N;SG	N;INDF;MASC+FEM;SG
bespreek	book	bespreek	book	V;PRS	V;IMP
bespreek	drøfte	bespreek	drøfte	V;PRS	V;NFIN;ACT
bespreek	diskutere	bespreek	diskutere	V;PRS	V;NFIN;ACT
redes	grunde	rede	grund	N;PL	N;INDF;MASC+FEM;PL
redes	årsager	rede	årsag	N;PL	N;INDF;MASC+FEM;PL
redes	begrundelser	rede	begrundelse	N;PL	N;INDF;MASC+FEM;PL
eenhede	enheder	eenhede	enhed	N;PL	N;INDF;MASC+FEM;PL
droë	tør	droog	turde	V;PRS	V;IND;PRS;FIN;ACT
olie	olien	olie	olie	N;SG	N;DEF;MASC+FEM;SG
olie	olie	olie	olie	N;SG	N;INDF;MASC+FEM;SG
spelers	aktører	speler	aktøre	N;PL	N;INDF;MASC+FEM;PL
spelers	spillerne	speler	spiller	N;PL	N;DEF;MASC+FEM;PL
spelers	spillere	speler	spiller	N;PL	N;INDF;MASC+FEM;PL
sekretaris	sekretær	sekretaris	sekretær	N;SG	N;INDF;MASC+FEM;SG
federasie	forbund	federasie	forbund	N;SG	N;INDF;NEUT;SG
federasie	føderation	federasie	føderation	N;SG	N;INDF;MASC+FEM;SG
federasie	federation	federasie	federation	N;SG	N;INDF;MASC+FEM;SG
federasie	føderationen	federasie	føderation	N;SG	N;DEF;MASC+FEM;SG
stof	støv	stof	støv	N;SG	N;INDF;NEUT;SG
kommersiële	kommerciel	kommersieel	kommerciel	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
kommersiële	kommercielle	kommersieel	kommerciel	ADJ;NOM	ADJ;PL
primêre	primære	primêr	primær	ADJ;NOM	ADJ;PL
persiese	persisk	persies	persisk	ADJ;NOM	ADJ;INDF;SG
persiese	persiske	persies	persisk	ADJ;NOM	ADJ;PL
dam	dæmningen	dam	dæmning	N;SG	N;DEF;MASC+FEM;SG
dam	dæmning	dam	dæmning	N;SG	N;INDF;MASC+FEM;SG
dam	dige	dam	dige	N;SG	N;INDF;NEUT;SG
toekoms	fremtiden	toekoms	fremtid	N;SG	N;DEF;MASC+FEM;SG
toekoms	fremtid	toekoms	fremtid	N;SG	N;INDF;MASC+FEM;SG
grootliks	betydeligt	grootliks	betydeligt	ADV	ADV
polisie	politi	polisie	politi	N;SG	N;INDF;NEUT;SG
polisie	politiet	polisie	politi	N;SG	N;DEF;NEUT;SG
polisie	police	polisie	police	N;SG	N;INDF;MASC+FEM;SG
geslag	køn	geslag	køn	N;SG	N;INDF;MASC+FEM;SG
geslag	køn	geslag	køn	N;SG	N;INDF;MASC+FEM;SG
geslag	sex	geslag	sex	N;SG	N;INDF;MASC+FEM;SG
graf	gravsted	graf	gravsted	N;SG	N;INDF;NEUT;SG
graf	graven	graf	grav	N;SG	N;DEF;MASC+FEM;SG
graf	grav	graf	grav	N;SG	N;INDF;MASC+FEM;SG
besoekers	gæster	besoeker	gæst	N;PL	N;INDF;MASC+FEM;PL
volwasse	moden	volwasse	moden	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
volwasse	modent	volwasse	modent	ADJ;NOM	ADJ;INDF;NEUT;SG
volwasse	modne	volwasse	modne	ADJ;NOM	ADJ;PL
kies	vælg	kies	vælg	V;PRS	V;IMP
kies	vælge	kies	vælge	V;PRS	V;NFIN;ACT
duitsers	tyskere	duitser	tysker	N;PL	N;INDF;MASC+FEM;PL
duitsers	tyskerne	duitser	tysker	N;PL	N;DEF;MASC+FEM;PL
basiese	grundlæggende	basies	grundlæggende	ADJ;NOM	ADJ
basiese	grundlæggende	basies	grundlæggende	ADJ;NOM	ADJ
broers	brødrene	broers	broder	N;PL	N;DEF;MASC+FEM;PL
broers	brødre	broers	broder	N;PL	N;INDF;MASC+FEM;PL
komponis	komponist	komponis	komponist	N;SG	N;INDF;MASC+FEM;SG
kunstenaar	kunstner	kunstenaar	kunstner	N;SG	N;INDF;MASC+FEM;SG
kunstenaar	artist	kunstenaar	artist	N;SG	N;INDF;MASC+FEM;SG
germaanse	germanske	germaans	germansk	ADJ;NOM	ADJ;PL
vermoë	evnen	vermoë	evne	N;SG	N;DEF;MASC+FEM;SG
vermoë	evne	vermoë	evne	N;SG	N;INDF;MASC+FEM;SG
mond	mund	mond	mund	N;SG	N;INDF;MASC+FEM;SG
mond	munden	mond	mund	N;SG	N;DEF;MASC+FEM;SG
gesondheid	sundhed	gesondheid	sundhed	N;SG	N;INDF;MASC+FEM;SG
gesondheid	helbred	gesondheid	helbred	N;SG	N;INDF;NEUT;SG
leerders	eleverne	leerder	elev	N;PL	N;DEF;MASC+FEM;PL
leerders	skoleelever	leerder	skoleelever	N;PL	N;INDF;MASC+FEM;PL
leerders	elever	leerder	elev	N;PL	N;INDF;MASC+FEM;PL
leerders	pupiller	leerder	pupil	N;PL	N;INDF;MASC+FEM;PL
geskiedkundige	historiske	geskiedkundig	historisk	ADJ;NOM	ADJ;PL
geskiedkundige	historisk	geskiedkundig	historisk	ADJ;NOM	ADJ;INDF;SG
aktiwiteite	aktiviteterne	aktiwiteit	aktivitet	N;PL	N;DEF;MASC+FEM;PL
aktiwiteite	aktiviteter	aktiwiteit	aktivitet	N;PL	N;INDF;MASC+FEM;PL
aktiwiteite	begivenheder	aktiwiteit	begivenhed	N;PL	N;INDF;MASC+FEM;PL
aktiwiteite	hændelser	aktiwiteit	hændelse	N;PL	N;INDF;MASC+FEM;PL
aktiwiteite	arrangementer	aktiwiteit	arrangement	N;PL	N;INDF;NEUT;PL
aktiwiteite	events	aktiwiteit	events	N;PL	N;INDF;MASC+FEM;PL
aktiwiteite	begivenhederne	aktiwiteit	begivenhed	N;PL	N;DEF;MASC+FEM;PL
konflik	konflikten	konflik	konflikt	N;SG	N;DEF;MASC+FEM;SG
konflik	konflikt	konflik	konflikt	N;SG	N;INDF;MASC+FEM;SG
gemeenskaplike	almindelige	gemeenskaplik	almindelig	ADJ;NOM	ADJ;PL
gemeenskaplike	fælles	gemeenskaplik	fælles	ADJ;NOM	ADJ
gemeenskaplike	almindelig	gemeenskaplik	almindelig	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
inkomste	indtægt	inkomste	indtægt	N;SG	N;INDF;MASC+FEM;SG
inkomste	indkomst	inkomste	indkomst	N;SG	N;INDF;MASC+FEM;SG
inkomste	indtægt	inkomste	indtægt	N;SG	N;INDF;MASC+FEM;SG
ken	ved	ken	vide	V;PRS	V;IND;PRS;FIN;ACT
ken	vide	ken	vide	V;PRS	V;NFIN;ACT
ken	kender	ken	kende	V;PRS	V;IND;PRS;FIN;ACT
ken	kend	ken	kend	V;PRS	V;IMP
ligte	let	lig	let	ADJ;NOM	ADJ;INDF;SG
erfenis	kulturarv	erfenis	kulturarv	N;SG	N;INDF;MASC+FEM;SG
erfenis	kulturarven	erfenis	kulturarv	N;SG	N;DEF;MASC+FEM;SG
erfenis	arv	erfenis	arv	N;SG	N;INDF;MASC+FEM;SG
bladsye	sider	bladsy	side	N;PL	N;INDF;MASC+FEM;PL
heelal	univers	heelal	univers	N;SG	N;INDF;NEUT;SG
heelal	universet	heelal	univers	N;SG	N;DEF;NEUT;SG
verdwyn	forsvinde	verdwyn	forsvinde	V;PRS	V;NFIN;ACT
verdwyn	forsvinder	verdwyn	forsvinde	V;PRS	V;IND;PRS;FIN;ACT
geskei	adskilt	skei	adskille	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
geskei	separeret	skei	separere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
geskei	skilt	skei	skilt	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
hoek	vinkel	hoek	vinkel	N;SG	N;INDF;MASC+FEM;SG
tuiste	living	tuiste	living	N;SG	N;INDF;MASC+FEM;SG
sport	idræt	sport	idræt	N;SG	N;INDF;NEUT;SG
sport	sport	sport	sport	N;SG	N;INDF;MASC+FEM;SG
sport	sporten	sport	sport	N;SG	N;DEF;MASC+FEM;SG
sport	sport	sport	sport	N;SG	N;INDF;MASC+FEM;SG
selfstandige	selvstændig	selfstandig	selvstændig	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
selfstandige	selvstændigt	selfstandig	selvstændigt	ADJ;NOM	ADJ;INDF;NEUT;SG
selfstandige	uafhængig	selfstandig	uafhængig	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
selfstandige	uafhængige	selfstandig	uafhængig	ADJ;NOM	ADJ;PL
onderneming	corporation	onderneming	corporation	N;SG	N;INDF;MASC+FEM;SG
onderneming	erhvervspolitik	onderneming	erhvervspolitik	N;SG	N;INDF;MASC+FEM;SG
onderneming	foretagende	onderneming	foretagende	N;SG	N;INDF;NEUT;SG
onderneming	virksomhed	onderneming	virksomhed	N;SG	N;INDF;MASC+FEM;SG
onderneming	enterprise	onderneming	enterprise	N;SG	N;INDF;MASC+FEM;SG
tempel	templet	tempel	temple	N;SG	N;DEF;NEUT;SG
tempel	tempel	tempel	tempel	N;SG	N;INDF;NEUT;SG
twintig	tyve	twintig	tyve	NUM	NUM
literatuur	litteratur	literatuur	litteratur	N;SG	N;INDF;MASC+FEM;SG
literatuur	litteraturen	literatuur	litteratur	N;SG	N;DEF;MASC+FEM;SG
lange	lange	lank	lang	ADJ;NOM	ADJ;PL
saamgesmelt	smeltet	saamsmelt	smelte	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
saamgesmelt	smeltede	saamsmelt	smelte	V;PST;V.PTCP	V;IND;PST;FIN;ACT
tabel	bordet	tabel	bord	N;SG	N;DEF;NEUT;SG
tabel	bord	tabel	bord	N;SG	N;INDF;NEUT;SG
tabel	tabel	tabel	tabel	N;SG	N;INDF;MASC+FEM;SG
speler	spilleren	speler	spiller	N;SG	N;DEF;MASC+FEM;SG
speler	afspiller	speler	afspille	N;SG	N;INDF;MASC+FEM;SG
kommunistiese	kommunistiske	kommunisties	kommunistisk	ADJ;NOM	ADJ;PL
sokkerspeler	fodboldspiller	sokkerspeler	fodboldspiller	N;SG	N;INDF;MASC+FEM;SG
prent	billed	prent	billed	N;SG	N;INDF;NEUT;SG
prent	billede	prent	billede	N;SG	N;INDF;NEUT;SG
prent	image	prent	image	N;SG	N;INDF;NEUT;SG
prent	billede	prent	billede	N;SG	N;INDF;NEUT;SG
prent	billedet	prent	billede	N;SG	N;DEF;NEUT;SG
prent	natur	prent	natur	N;SG	N;INDF;MASC+FEM;SG
prent	naturen	prent	natur	N;SG	N;DEF;MASC+FEM;SG
prent	art	prent	art	N;SG	N;INDF;MASC+FEM;SG
sterrebeeld	stjernebillede	sterrebeeld	stjernebillet	N;SG	N;INDF;NEUT;SG
optrede	adfærd	optrede	adfærd	N;SG	N;INDF;MASC+FEM;SG
optrede	opførsel	optrede	opførsel	N;SG	N;INDF;MASC+FEM;SG
optrede	adfærd	optrede	adfærd	N;SG	N;INDF;MASC+FEM;SG
optrede	handlemåde	optrede	handlemåde	N;SG	N;INDF;MASC+FEM;SG
optrede	adfærd	optrede	adfærd	N;SG	N;INDF;MASC+FEM;SG
blad	side	blad	side	N;SG	N;INDF;MASC+FEM;SG
letters	bogstaver	letters	bogstave	N;PL	N;INDF;NEUT;PL
letters	breve	letters	brev	N;PL	N;INDF;NEUT;PL
reaksie	tilbagemelding	reaksie	tilbagemelding	N;SG	N;INDF;MASC+FEM;SG
reaksie	reaktion	reaksie	reaktion	N;SG	N;INDF;MASC+FEM;SG
reaksie	reaktionen	reaksie	reaktion	N;SG	N;DEF;MASC+FEM;SG
opvoedkundige	uddannelsesmæssige	opvoedkundig	uddannelsesmæssig	ADJ;NOM	ADJ;PL
opvoedkundige	lærerigt	opvoedkundig	lærerig	ADJ;NOM	ADJ;INDF;NEUT;SG
vliegtuie	luftfartøjer	vliegtuig	luftfartøje	N;PL	N;INDF;NEUT;PL
geklassifiseer	klassificerede	klassifiseer	klassificere	V;PST;V.PTCP	V;PL;PST;V.PTCP
geklassifiseer	klassificeret	klassifiseer	klassificere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
reëls	regler	reël	regel	N;PL	N;INDF;MASC+FEM;PL
reëls	bestemmelser	reël	bestemmelse	N;PL	N;INDF;MASC+FEM;PL
reëls	strækninger	reël	strækning	N;PL	N;INDF;MASC+FEM;PL
reëls	linier	reël	linie	N;PL	N;INDF;MASC+FEM;PL
reëls	linjer	reël	linje	N;PL	N;INDF;MASC+FEM;PL
geweier	afviste	weier	afvise	V;PST;V.PTCP	V;IND;PST;FIN;ACT
geweier	afvist	weier	afvise	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
geweier	afslået	weier	afslå	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
verduidelik	forklare	verduidelik	forklare	V;PRS	V;NFIN;ACT
verduidelik	forklar	verduidelik	forklar	V;PRS	V;IMP
teater	teatret	teater	teater	N;SG	N;DEF;NEUT;SG
teater	teater	teater	teater	N;SG	N;INDF;NEUT;SG
teater	biograf	teater	biograf	N;SG	N;INDF;MASC+FEM;SG
teater	teatret	teater	teater	N;SG	N;DEF;NEUT;SG
teater	teater	teater	teater	N;SG	N;INDF;NEUT;SG
ingestel	kureret	instel	kurere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
ingestel	helbredt	instel	helbredt	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
ingestel	introduceret	instel	introducere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
ingestel	introducerede	instel	introducere	V;PST;V.PTCP	V;IND;PST;FIN;ACT
ingestel	indført	instel	indføre	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
ingestel	indførte	instel	indføre	V;PST;V.PTCP	V;IND;PST;FIN;ACT
produk	vare	produk	vare	N;SG	N;INDF;MASC+FEM;SG
produk	produkt	produk	produkt	N;SG	N;INDF;NEUT;SG
produk	produktet	produk	produkt	N;SG	N;DEF;NEUT;SG
gewig	vægt	gewig	vægt	N;SG	N;INDF;MASC+FEM;SG
gewig	vægten	gewig	vægt	N;SG	N;DEF;MASC+FEM;SG
vallei	dal	vallei	dal	N;SG	N;INDF;MASC+FEM;SG
vallei	valley	vallei	valley	N;SG	N;INDF;MASC+FEM;SG
vallei	dalen	vallei	dal	N;SG	N;DEF;MASC+FEM;SG
enjin	motoren	enjin	motor	N;SG	N;DEF;MASC+FEM;SG
enjin	motor	enjin	motor	N;SG	N;INDF;MASC+FEM;SG
oom	onkel	oom	onkel	N;SG	N;INDF;MASC+FEM;SG
oom	farbror	oom	farbror	N;SG	N;INDF;MASC+FEM;SG
klank	lyd	klank	lyd	N;SG	N;INDF;MASC+FEM;SG
klank	lyden	klank	lyd	N;SG	N;DEF;MASC+FEM;SG
bygedra	bidrog	bydra	bidrog	V;PST;V.PTCP	V;IND;PST;FIN;ACT
bygedra	bidraget	bydra	bidrage	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
sosialistiese	socialist	sosialisties	socialist	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
sosialistiese	socialistiske	sosialisties	socialistisk	ADJ;NOM	ADJ;PL
taak	arbejdsopgave	taak	arbejdsopgave	N;SG	N;INDF;MASC+FEM;SG
taak	opgave	taak	opgave	N;SG	N;INDF;MASC+FEM;SG
mere	søerne	baie	sø	N;PL	N;DEF;MASC+FEM;PL
mere	søer	baie	søe	N;PL	N;INDF;MASC+FEM;PL
ondersteuning	understøttelse	ondersteuning	understøttelse	N;SG	N;INDF;MASC+FEM;SG
ondersteuning	support	ondersteuning	support	N;SG	N;INDF;MASC+FEM;SG
ondersteuning	støt	ondersteuning	støt	N;SG	N;INDF;NEUT;SG
ondersteuning	støtte	ondersteuning	støtte	N;SG	N;INDF;MASC+FEM;SG
administrasie	indgivelse	administrasie	indgivelse	N;SG	N;INDF;MASC+FEM;SG
administrasie	forvaltning	administrasie	forvaltning	N;SG	N;INDF;MASC+FEM;SG
administrasie	administration	administrasie	administration	N;SG	N;INDF;MASC+FEM;SG
minute	minutter	minute	minut	N;PL	N;INDF;NEUT;PL
kandidaat	ansøger	kandidaat	ansøger	N;SG	N;INDF;MASC+FEM;SG
kandidaat	kandidat	kandidaat	kandidat	N;SG	N;INDF;MASC+FEM;SG
kandidaat	kandidaten	kandidaat	kandidat	N;SG	N;DEF;MASC+FEM;SG
suksesvolle	vellykket	suksesvol	vellykket	ADJ;NOM	ADJ;INDF;SG
suksesvolle	succesfuld	suksesvol	succesfuld	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
suksesvolle	succesrig	suksesvol	succesrig	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
toepassing	ansøgning	toepassing	ansøgning	N;SG	N;INDF;MASC+FEM;SG
toepassing	anvendelse	toepassing	anvendelse	N;SG	N;INDF;MASC+FEM;SG
toepassing	applikation	toepassing	applikation	N;SG	N;INDF;MASC+FEM;SG
toepassing	appen	toepassing	appen	N;SG	N;DEF;MASC+FEM;SG
toepassing	app	toepassing	app	N;SG	N;INDF;MASC+FEM;SG
toepassing	applikation	toepassing	applikation	N;SG	N;INDF;MASC+FEM;SG
toegepas	anvendte	toepas	anvende	V;PST;V.PTCP	V;PL;PST;V.PTCP
toegepas	anvendt	toepas	anvende	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
toegepas	ansøgt	toepas	ansøge	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
toegepas	ansøgte	toepas	ansøge	V;PST;V.PTCP	V;IND;PST;FIN;ACT
eet	spisning	eet	spisning	N;SG	N;INDF;MASC+FEM;SG
straat	gade	straat	gade	N;SG	N;INDF;MASC+FEM;SG
straat	street	straat	stre	N;SG	N;INDF;NEUT;SG
straat	gaden	straat	gade	N;SG	N;DEF;MASC+FEM;SG
motors	biler	motors	bil	N;PL	N;INDF;MASC+FEM;PL
motors	biler	motors	bil	N;PL	N;INDF;MASC+FEM;PL
litause	litauisk	litaus	litauisk	ADJ;NOM	ADJ;INDF;SG
litause	litauiske	litaus	litauisk	ADJ;NOM	ADJ;PL
maatskaplike	socialt	maatskaplik	socialt	ADJ;NOM	ADJ;INDF;NEUT;SG
getoon	udtrykt	toon	udtrykke	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
getref	ramte	tref	ramme	V;PST;V.PTCP	V;IND;PST;FIN;ACT
getref	ramt	tref	ramme	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
getref	slå	tref	slå	V;PST;V.PTCP	V;NFIN;ACT
kat	katten	kat	kat	N;SG	N;DEF;MASC+FEM;SG
kat	kat	kat	kat	N;SG	N;INDF;MASC+FEM;SG
hout	træ	hout	træ	N;SG	N;INDF;NEUT;SG
stroom	feed	stroom	feed	N;SG	N;INDF;NEUT;SG
stroom	foder	stroom	foder	N;SG	N;INDF;MASC+FEM;SG
stroom	bæk	stroom	bæk	N;SG	N;INDF;MASC+FEM;SG
stroom	strøm	stroom	strøm	N;SG	N;INDF;MASC+FEM;SG
dier	dyr	dier	dyr	N;SG	N;INDF;NEUT;SG
opsig	henvisning	opsig	henvisning	N;SG	N;INDF;MASC+FEM;SG
wiskundige	matematiske	wiskundig	matematisk	ADJ;NOM	ADJ;PL
uitgebeeld	illustrerede	uitbeeld	illustrere	V;PST;V.PTCP	V;PL;PST;V.PTCP
uitgebeeld	illustreret	uitbeeld	illustrere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
vervaardiger	producent	vervaardiger	producent	N;SG	N;INDF;MASC+FEM;SG
vervaardiger	producenten	vervaardiger	producent	N;SG	N;DEF;MASC+FEM;SG
vervaardiger	producer	vervaardiger	producer	N;SG	N;INDF;MASC+FEM;SG
vervaardiger	fabrikanten	vervaardiger	fabrikant	N;SG	N;DEF;MASC+FEM;SG
vervaardiger	producent	vervaardiger	producent	N;SG	N;INDF;MASC+FEM;SG
vervaardiger	fabrikant	vervaardiger	fabrikant	N;SG	N;INDF;MASC+FEM;SG
betrekking	henvisning	betrekking	henvisning	N;SG	N;INDF;MASC+FEM;SG
betrekking	relation	betrekking	relation	N;SG	N;INDF;MASC+FEM;SG
wette	lovene	wet	lov	N;PL	N;DEF;NEUT;PL
letter	brev	letter	brev	N;SG	N;INDF;NEUT;SG
letter	skrivelse	letter	skrivelse	N;SG	N;INDF;MASC+FEM;SG
letter	bogstav	letter	bogstav	N;SG	N;INDF;NEUT;SG
deelstate	stater	deelstaat	stat	N;PL	N;INDF;MASC+FEM;PL
deelstate	staterne	deelstaat	stat	N;PL	N;DEF;MASC+FEM;PL
onderrig	uddannelse	onderrig	uddannelse	N;SG	N;INDF;MASC+FEM;SG
