年	ano	年	ano	N	N;MASC;SG
批准	aprove	批准	aprovar	V	V;SBJV;SG;3;PRS;FIN
批准	aprovada	批准	aprovar	V	V;FEM;SG;V.PTCP
批准	aprovados	批准	aprovar	V	V;MASC;PL;V.PTCP
批准	aprovadas	批准	aprovar	V	V;FEM;PL;V.PTCP
批准	aprovado	批准	aprovar	V	V;MASC;SG;V.PTCP
大道	avenida	大道	avenida	N	N;FEM;SG
大道	boulevard	大道	boulevard	N	N;MASC;SG
大道	avenida	大道	avenida	N	N;FEM;SG
大道	avenue	大道	avenue	N	N;MASC;SG
旅客	passageira	旅客	passageiro	N	N;FEM;SG
旅客	passageiros	旅客	passageiro	N	N;MASC;PL
旅客	passageiro	旅客	passageiro	N	N;MASC;SG
旅客	passageiros	旅客	passageiro	N	N;MASC;PL
旅客	viajantes	旅客	viajante	N	N;MASC;PL
酒店	hotel	酒店	hotel	N	N;MASC;SG
酒店	hotéis	酒店	hotel	N	N;MASC;PL
現代	moderna	現代	moderno	N	N;FEM;SG
現代	modernas	現代	moderno	N	N;FEM;PL
現代	modern	現代	modern	N	N;MASC;SG
未來	futuro	未來	futuro	N	N;MASC;SG
未來	future	未來	future	N	N;MASC;SG
未來	futura	未來	futuro	N	N;FEM;SG
未來	mirai	未來	mirai	N	N;MASC;SG
營	batalhão	營	batalhão	N	N;MASC;SG
營	acampamento	營	acampamento	N	N;MASC;SG
營	camp	營	camp	N	N;MASC;SG
營	campo	營	campo	N	N;MASC;SG
鯉	carpa	鯉	carpa	N	N;FEM;SG
金融	financeira	金融	financeiro	N	N;FEM;SG
任務	cessão	任務	cessão	N	N;FEM;SG
任務	atribuição	任務	atribuição	N	N;FEM;SG
任務	tarefa	任務	tarefa	N	N;FEM;SG
任務	atribuições	任務	atribuição	N	N;FEM;PL
任務	tarefas	任務	tarefa	N	N;FEM;PL
任務	missão	任務	missão	N	N;FEM;SG
任務	missao	任務	missao	N	N;FEM;SG
任務	mission	任務	mission	N	N;MASC;SG
商業	comércio	商業	comércio	N	N;MASC;SG
商業	comercio	商業	comercio	N	N;MASC;SG
商業	comerciais	商業	comercial	N	N;MASC;PL
商業	negócios	商業	negócio	N	N;MASC;PL
商業	negócio	商業	negócio	N	N;MASC;SG
雄	woong	雄	woong	N	N;MASC;SG
基金	fund	基金	fund	N	N;MASC;SG
基金	fundo	基金	fundo	N	N;MASC;SG
基金	fundos	基金	fundo	N	N;MASC;PL
空間	espaços	空間	espaço	N	N;MASC;PL
空間	espaço	空間	espaço	N	N;MASC;SG
空間	space	空間	space	N	N;MASC;SG
零	zero	零	zero	NUM	NUM
詩	poema	詩	poema	N	N;MASC;SG
詩	poesia	詩	poesia	N	N;FEM;SG
詩	poesias	詩	poesia	N	N;FEM;PL
詩	poesia	詩	poesia	N	N;FEM;SG
詩	poemas	詩	poema	N	N;MASC;PL
國民	nacionais	國民	nacional	N	N;MASC;PL
存	depositar	存	depositar	V	V;NFIN
提高	aumente	提高	aumente	V	V;SBJV;SG;3;PRS;FIN
提高	aumentem	提高	aumentar	V	V;SBJV;PL;3;PRS;FIN
提高	aumentar	提高	aumentar	V	V;NFIN
提高	aumenta	提高	aumentar	V	V;IND;SG;3;PRS;FIN
嚴重	sério	嚴重	sério	ADJ	ADJ;MASC;SG
嚴重	séria	嚴重	sério	ADJ	ADJ;FEM;SG
嚴重	grave	嚴重	grave	ADJ	ADJ;MASC;SG
嚴重	severas	嚴重	severa	ADJ	ADJ;FEM;PL
嚴重	severa	嚴重	severar	ADJ	ADJ;FEM;SG
嚴重	grave	嚴重	grave	ADJ	ADJ;MASC;SG
論	teorias	論	teoria	N	N;FEM;PL
論	teoria	論	teoria	N	N;FEM;SG
母親	mãe	母親	mãe	N	N;FEM;SG
母親	mamãe	母親	mamãe	N	N;FEM;SG
行為	comportamentos	行為	comportamento	N	N;MASC;PL
行為	comportamento	行為	comportamento	N	N;MASC;SG
行為	comportamentos	行為	comportamento	N	N;MASC;PL
行為	comportamentos	行為	comportamento	N	N;MASC;PL
行為	comportamento	行為	comportamento	N	N;MASC;SG
行為	conduta	行為	conduta	N	N;FEM;SG
工業	indústrias	工業	indústria	N	N;FEM;PL
工業	industria	工業	industria	N	N;FEM;SG
工業	indústria	工業	indústria	N	N;FEM;SG
工業	industriais	工業	industrial	N	N;MASC;PL
坦克	tanques	坦克	tanque	N	N;MASC;PL
坦克	tanque	坦克	tanque	N	N;MASC;SG
坦克	reservatório	坦克	reservatório	N	N;MASC;SG
坦克	tank	坦克	tank	N	N;MASC;SG
坦克	tanques	坦克	tanque	N	N;MASC;PL
坦克	cisternas	坦克	cisterna	N	N;FEM;PL
劇場	teatro	劇場	teatro	N	N;MASC;SG
劇場	teatro	劇場	teatro	N	N;MASC;SG
授予	premiado	授予	premiar	V	V;MASC;SG;V.PTCP
授予	concedido	授予	conceder	V	V;MASC;SG;V.PTCP
水域	águas	水域	água	N	N;FEM;PL
水域	aguas	水域	agua	N	N;FEM;PL
收入	rendimentos	收入	rendimento	N	N;MASC;PL
收入	receita	收入	receita	N	N;FEM;SG
收入	receitas	收入	receita	N	N;FEM;PL
收入	ganhos	收入	ganho	N	N;MASC;PL
收入	renda	收入	renda	N	N;FEM;SG
收入	rendimento	收入	rendimento	N	N;MASC;SG
收入	receitas	收入	receita	N	N;FEM;PL
收入	proveitos	收入	proveito	N	N;MASC;PL
收入	rendimentos	收入	rendimento	N	N;MASC;PL
收入	receitas	收入	receita	N	N;FEM;PL
成績	conquistas	成績	conquista	N	N;FEM;PL
成績	realizações	成績	realização	N	N;FEM;PL
成績	graus	成績	grau	N	N;MASC;PL
成績	realizações	成績	realização	N	N;FEM;PL
成績	conquista	成績	conquista	N	N;FEM;SG
姓	apelidos	姓	apelido	N	N;MASC;PL
姓	apelido	姓	apelido	N	N;MASC;SG
姓	sobrenome	姓	sobrenome	N	N;MASC;SG
菜	prato	菜	prato	N	N;MASC;SG
菜	culinária	菜	culinário	N	N;FEM;SG
菜	cozinha	菜	cozinha	N	N;FEM;SG
菜	gastronomia	菜	gastronomia	N	N;FEM;SG
菜	louças	菜	louço	N	N;FEM;PL
菜	pratos	菜	prato	N	N;MASC;PL
菜	louça	菜	louça	N	N;FEM;SG
菜	loiça	菜	loiça	N	N;FEM;SG
古代	antiga	古代	antigo	N	N;FEM;SG
古代	antiguidade	古代	antiguidade	N	N;FEM;SG
古代	ancião	古代	ancião	N	N;MASC;SG
灰	gray	灰	gray	N	N;MASC;SG
灰	cinza	灰	cinza	N	N;FEM;SG
灰	ash	灰	ash	N	N;MASC;SG
灰	cinza	灰	cinza	N	N;FEM;SG
灰	cinzas	灰	cinza	N	N;FEM;PL
灰	cinza	灰	cinza	N	N;FEM;SG
灰	grey	灰	grey	N	N;MASC;SG
灰	cinzentos	灰	cinzento	N	N;MASC;PL
灰	cinzas	灰	cinza	N	N;FEM;PL
工具	ferramenta	工具	ferramenta	N	N;FEM;SG
工具	ferramentas	工具	ferramenta	N	N;FEM;PL
提升	atualizar	提升	atualizar	V	V;NFIN
提升	atualize	提升	atualizar	V	V;SBJV;SG;3;PRS;FIN
提升	atualizando	提升	atualizar	V	V;V.MSDR
提升	levantar	提升	levantar	V	V;NFIN
提升	levante	提升	levante	V	V;SBJV;SG;3;PRS;FIN
退	recuar	退	recuar	V	V;NFIN
退	retirar	退	retirar	V	V;NFIN
十八	dezoito	十八	dezoito	NUM	NUM
持續	sustentado	持續	sustentar	V	V;MASC;SG;V.PTCP
持續	sustentou	持續	sustentar	V	V;IND;SG;3;PST;FIN
持續	sustentada	持續	sustentar	V	V;FEM;SG;V.PTCP
品牌	marcas	品牌	marca	N	N;FEM;PL
品牌	brand	品牌	brand	N	N;MASC;SG
品牌	marca	品牌	marca	N	N;FEM;SG
翻譯	traduzindo	翻譯	traduzir	V	V;V.MSDR
翻譯	traduzir	翻譯	traduzir	V	V;NFIN
翻譯	traduzida	翻譯	traduzido	V	V;FEM;SG;V.PTCP
翻譯	traduzidas	翻譯	traduzir	V	V;FEM;PL;V.PTCP
翻譯	traduzido	翻譯	traduzir	V	V;MASC;SG;V.PTCP
翻譯	traduza	翻譯	traduzir	V	V;SBJV;SG;3;PRS;FIN
翻譯	traduzir	翻譯	traduzir	V	V;NFIN
翻譯	traduz	翻譯	traduzir	V	V;IND;SG;3;PRS;FIN
目標	gol	目標	gol	N	N;MASC;SG
目標	objetivo	目標	objetivo	N	N;MASC;SG
目標	golo	目標	golo	N	N;MASC;SG
目標	baliza	目標	baliza	N	N;FEM;SG
目標	meta	目標	meta	N	N;FEM;SG
目標	objectivos	目標	objectivo	N	N;MASC;PL
目標	objetivos	目標	objetivo	N	N;MASC;PL
目標	objectivos	目標	objectivo	N	N;MASC;PL
目標	gols	目標	gol	N	N;MASC;PL
目標	metas	目標	meta	N	N;FEM;PL
目標	golos	目標	golo	N	N;MASC;PL
目標	objetivos	目標	objetivo	N	N;MASC;PL
目標	objectivo	目標	objectivo	N	N;MASC;SG
目標	objetivo	目標	objetivo	N	N;MASC;SG
目標	metas	目標	meta	N	N;FEM;PL
目標	alvos	目標	alvo	N	N;MASC;PL
目標	alvo	目標	alvo	N	N;MASC;SG
目標	target	目標	target	N	N;MASC;SG
基礎	base	基礎	base	N	N;FEM;SG
基礎	base	基礎	base	N	N;FEM;SG
自動	auto	自動	auto	N	N;MASC;SG
自動	automáticas	自動	automático	N	N;FEM;PL
群島	arquipélago	群島	arquipélago	N	N;MASC;SG
群島	ilhas	群島	ilha	N	N;FEM;PL
理論	teorias	理論	teoria	N	N;FEM;PL
理論	teoria	理論	teoria	N	N;FEM;SG
理論	doutrina	理論	doutrina	N	N;FEM;SG
理論	teorias	理論	teoria	N	N;FEM;PL
軍隊	exército	軍隊	exército	N	N;MASC;SG
軍隊	tropa	軍隊	tropa	N	N;FEM;SG
軍隊	army	軍隊	army	N	N;MASC;SG
鏡	mirror	鏡	mirror	N	N;MASC;SG
鏡	espelho	鏡	espelho	N	N;MASC;SG
大樓	construção	大樓	construção	N	N;FEM;SG
大樓	edifício	大樓	edifício	N	N;MASC;SG
大樓	prédio	大樓	prédio	N	N;MASC;SG
出口	saida	出口	saida	N	N;FEM;SG
出口	saída	出口	saída	N	N;FEM;SG
出口	exportação	出口	exportação	N	N;FEM;SG
出口	exportações	出口	exportação	N	N;FEM;PL
出口	exportação	出口	exportação	N	N;FEM;SG
出口	exportações	出口	exportação	N	N;FEM;PL
出口	saídas	出口	saída	N	N;FEM;PL
地震	terremoto	地震	terremoto	N	N;MASC;SG
地震	terramoto	地震	terramoto	N	N;MASC;SG
地震	sismo	地震	sismo	N	N;MASC;SG
地震	terremotos	地震	terremoto	N	N;MASC;PL
地震	sismos	地震	sismo	N	N;MASC;PL
地震	terramotos	地震	terramoto	N	N;MASC;PL
關於	sobre	關於	sobre	ADP	ADP
海外	ultramarinos	海外	ultramarino	N	N;MASC;PL
海外	ultramar	海外	ultramar	N	N;MASC;SG
海外	offshore	海外	offshore	N	N;MASC;SG
產品	produto	產品	produto	N	N;MASC;SG
產品	produtos	產品	produto	N	N;MASC;PL
助理	assistente	助理	assistente	N	N;MASC;SG
助理	assistentes	助理	assistente	N	N;MASC;PL
畫	tinta	畫	tinta	N	N;FEM;SG
畫	pintura	畫	pintura	N	N;FEM;SG
畫	pinta	畫	pinta	N	N;FEM;SG
畫	empate	畫	empate	N	N;MASC;SG
畫	sorteio	畫	sorteio	N	N;MASC;SG
畫	pintura	畫	pintura	N	N;FEM;SG
舞	dança	舞	dança	N	N;FEM;SG
舞	dance	舞	dance	N	N;MASC;SG
舞	dança	舞	dança	N	N;FEM;SG
舞	dancing	舞	dancing	N	N;MASC;SG
獸	fera	獸	fera	N	N;FEM;SG
獸	besta	獸	besta	N	N;FEM;SG
汽車	carro	汽車	carro	N	N;MASC;SG
汽車	automóvel	汽車	automóvel	N	N;MASC;SG
汽車	automóveis	汽車	automóvel	N	N;MASC;PL
汽車	carros	汽車	carro	N	N;MASC;PL
避免	evitando	避免	evitar	V	V;V.MSDR
避免	evitar	避免	evitar	V	V;NFIN
避免	evitar	避免	evitar	V	V;NFIN
避免	evita	避免	evitar	V	V;IND;SG;3;PRS;FIN
避免	evitem	避免	evitar	V	V;SBJV;PL;3;PRS;FIN
避免	evite	避免	evite	V	V;SBJV;SG;3;PRS;FIN
命令	comandar	命令	comandar	V	V;NFIN
命令	encomendar	命令	encomendar	V	V;NFIN
結構	estruturas	結構	estrutura	N	N;FEM;PL
結構	arquitetura	結構	arquitetura	N	N;FEM;SG
結構	arquitectura	結構	arquitectura	N	N;FEM;SG
結構	estrutura	結構	estrutura	N	N;FEM;SG
結構	estruturais	結構	estrutural	N	N;MASC;PL
字母	alfabeto	字母	alfabeto	N	N;MASC;SG
字母	cartas	字母	carta	N	N;FEM;PL
字母	letras	字母	letra	N	N;FEM;PL
字母	letra	字母	letra	N	N;FEM;SG
字母	carta	字母	carta	N	N;FEM;SG
大陸	continental	大陸	continental	N	N;MASC;SG
大陸	continentais	大陸	continental	N	N;MASC;PL
大陸	continente	大陸	continente	N	N;MASC;SG
大陸	continente	大陸	continente	N	N;MASC;SG
大陸	continentes	大陸	continente	N	N;MASC;PL
海岸	shore	海岸	shore	N	N;MASC;SG
海岸	litoral	海岸	litoral	N	N;MASC;SG
海岸	costa	海岸	costa	N	N;FEM;SG
水平	horizontais	水平	horizontal	N	N;MASC;PL
都市	metrópole	都市	metrópole	N	N;FEM;SG
都市	metropolis	都市	metropolil	N	N;MASC;SG
都市	metrópolis	都市	metrópoli	N	N;MASC;SG
學習	estudando	學習	estudar	V	V;V.MSDR
學習	estudar	學習	estudar	V	V;NFIN
學習	estuda	學習	estudar	V	V;IND;SG;3;PRS;FIN
學習	estude	學習	estude	V	V;SBJV;SG;3;PRS;FIN
學習	estudar	學習	estudar	V	V;NFIN
學習	aprender	學習	aprender	V	V;NFIN
學習	aprendizado	學習	aprendizar	V	V;MASC;SG;V.PTCP
學習	aprendendo	學習	aprender	V	V;V.MSDR
學習	aprenda	學習	aprender	V	V;SBJV;SG;3;PRS;FIN
學習	aprender	學習	aprender	V	V;NFIN
學習	aprende	學習	aprender	V	V;IND;SG;3;PRS;FIN
樂團	band	樂團	band	N	N;MASC;SG
樂團	banda	樂團	banda	N	N;FEM;SG
樂團	orchestra	樂團	orchestra	N	N;MASC;SG
樂團	orquestra	樂團	orquestra	N	N;FEM;SG
那些	aqueles	那些	aquele	DET	DET;MASC;PL
那些	esses	那些	esse	DET	DET;MASC;PL
那些	aquelas	那些	aquele	DET	DET;FEM;PL
材料	materiais	材料	material	N	N;MASC;PL
材料	material	材料	material	N	N;MASC;SG
材料	materiais	材料	material	N	N;MASC;PL
士兵	soldado	士兵	soldado	N	N;MASC;SG
士兵	soldados	士兵	soldado	N	N;MASC;PL
魔法	mágica	魔法	mágico	N	N;FEM;SG
魔法	mágico	魔法	mágico	N	N;MASC;SG
魔法	magic	魔法	magic	N	N;MASC;SG
魔法	mágicas	魔法	mágico	N	N;FEM;PL
魔法	magia	魔法	magia	N	N;FEM;SG
茶	chá	茶	chá	N	N;MASC;SG
孩子	criança	孩子	criança	N	N;FEM;SG
代理	deliberando	代理	deliberar	V	V;V.MSDR
代理	atuando	代理	atuar	V	V;V.MSDR
組合	combinação	組合	combinação	N	N;FEM;SG
組合	mistura	組合	mistura	N	N;FEM;SG
組合	mix	組合	mix	N	N;MASC;SG
組合	mixagem	組合	mixagem	N	N;FEM;SG
王子	principe	王子	principe	N	N;MASC;SG
王子	prince	王子	prince	N	N;MASC;SG
王子	príncipe	王子	príncipe	N	N;MASC;SG
模型	models	模型	model	N	N;MASC;SG
模型	modelos	模型	modelo	N	N;MASC;PL
模型	model	模型	model	N	N;MASC;SG
模型	modelo	模型	modelo	N	N;MASC;SG
夜	noites	夜	noite	N	N;FEM;PL
夜	nights	夜	night	N	N;MASC;SG
夜	noite	夜	noite	N	N;FEM;SG
夜	night	夜	night	N	N;MASC;SG
乘客	passageira	乘客	passageiro	N	N;FEM;SG
乘客	passageiros	乘客	passageiro	N	N;MASC;PL
乘客	passageiro	乘客	passageiro	N	N;MASC;SG
乘客	passageiros	乘客	passageiro	N	N;MASC;PL
錦標	campeonatos	錦標	campeonato	N	N;MASC;PL
錦標	torneio	錦標	torneio	N	N;MASC;SG
錦標	torneios	錦標	torneio	N	N;MASC;PL
錦標	torneios	錦標	torneio	N	N;MASC;PL
錦標	campeonato	錦標	campeonato	N	N;MASC;SG
錦標	championship	錦標	championship	N	N;MASC;SG
禁止	banir	禁止	banir	V	V;NFIN
禁止	proibida	禁止	proibir	V	V;FEM;SG;V.PTCP
禁止	proibidos	禁止	proibir	V	V;MASC;PL;V.PTCP
禁止	proibidas	禁止	proibir	V	V;FEM;PL;V.PTCP
禁止	proibido	禁止	proibir	V	V;MASC;SG;V.PTCP
禁止	proibida	禁止	proibir	V	V;FEM;SG;V.PTCP
禁止	proibidos	禁止	proibir	V	V;MASC;PL;V.PTCP
禁止	proibidas	禁止	proibir	V	V;FEM;PL;V.PTCP
禁止	proibido	禁止	proibir	V	V;MASC;SG;V.PTCP
重播	repetir	重播	repetir	V	V;NFIN
宣傳	publicidade	宣傳	publicidade	N	N;FEM;SG
宣傳	propaganda	宣傳	propaganda	N	N;FEM;SG
宣傳	advocacia	宣傳	advocacia	N	N;FEM;SG
巨大	enormes	巨大	enorme	ADJ	ADJ;MASC;PL
巨大	enorme	巨大	enorme	ADJ	ADJ;MASC;SG
蛇	cobra	蛇	cobrar	N	N;FEM;SG
蛇	snake	蛇	snake	N	N;MASC;SG
蛇	serpente	蛇	serpente	N	N;FEM;SG
蛇	cobras	蛇	cobra	N	N;FEM;PL
蛇	serpentes	蛇	serpente	N	N;FEM;PL
紫	roxo	紫	roxo	N	N;MASC;SG
紫	roxa	紫	roxa	N	N;FEM;SG
紫	púrpura	紫	púrpura	N	N;FEM;SG
紫	violeta	紫	violeta	N	N;FEM;SG
紫	violet	紫	violet	N	N;MASC;SG
週	semana	週	semana	N	N;FEM;SG
完整	full	完整	full	N	N;MASC;SG
完整	completo	完整	completo	N	N;MASC;SG
上市	listada	上市	listar	V	V;FEM;SG;V.PTCP
上市	listado	上市	listar	V	V;MASC;SG;V.PTCP
上市	enumerados	上市	enumerar	V	V;MASC;PL;V.PTCP
上市	listados	上市	listar	V	V;MASC;PL;V.PTCP
上市	listar	上市	listar	V	V;NFIN
森林	floresta	森林	floresta	N	N;FEM;SG
森林	bosque	森林	bosque	N	N;MASC;SG
森林	florestas	森林	floresta	N	N;FEM;PL
森林	forest	森林	forest	N	N;MASC;SG
森林	florestas	森林	floresta	N	N;FEM;PL
介紹	apresentando	介紹	apresentar	V	V;V.MSDR
介紹	introduzindo	介紹	introduzir	V	V;V.MSDR
介紹	apresentamos	介紹	apresentar	V	V;IND;PL;1;PRS;FIN
白色	brancos	白色	branco	N	N;MASC;PL
白色	branco	白色	branco	N	N;MASC;SG
白色	white	白色	white	N	N;MASC;SG
白色	brancas	白色	branco	N	N;FEM;PL
白色	branca	白色	branco	N	N;FEM;SG
晚上	noite	晚上	noite	N	N;FEM;SG
晚上	noite	晚上	noite	N	N;FEM;SG
晚上	night	晚上	night	N	N;MASC;SG
國王	king	國王	king	N	N;MASC;SG
國王	rei	國王	rei	N	N;MASC;SG
耳	orelha	耳	orelha	N	N;FEM;SG
耳	orelhas	耳	orelha	N	N;FEM;PL
耳	orelhas	耳	orelha	N	N;FEM;PL
改變	mudando	改變	mudar	V	V;V.MSDR
改變	mudar	改變	mudar	V	V;NFIN
廣場	quadrada	廣場	quadrada	N	N;FEM;SG
廣場	praça	廣場	praça	N	N;FEM;SG
廣場	square	廣場	square	N	N;MASC;SG
廣場	quadrado	廣場	quadrado	N	N;MASC;SG
廣場	quadrados	廣場	quadrados	N	N;MASC;PL
廣場	piazza	廣場	piazza	N	N;FEM;SG
廣場	praça	廣場	praça	N	N;FEM;SG
廣場	plaza	廣場	plaza	N	N;FEM;SG
市民	cidadãos	市民	cidadão	N	N;MASC;PL
市民	cidadã	市民	cidadã	N	N;FEM;SG
市民	cidadão	市民	cidadão	N	N;MASC;SG
樹	árvore	樹	árvore	N	N;FEM;SG
樹	arvore	樹	arvore	N	N;FEM;SG
樹	árvores	樹	árvore	N	N;FEM;PL
樹	arvores	樹	arvor	N	N;FEM;PL
聯邦	federais	聯邦	federal	N	N;MASC;PL
聯邦	federação	聯邦	federação	N	N;FEM;SG
聯邦	confederação	聯邦	confederação	N	N;FEM;SG
麻	cânhamo	麻	cânhamo	N	N;MASC;SG
酸	azedo	酸	azedo	N	N;MASC;SG
酸	amargo	酸	amargo	N	N;MASC;SG
酸	azeda	酸	azeda	N	N;FEM;SG
酸	ácidos	酸	ácido	N	N;MASC;PL
酸	ácido	酸	ácido	N	N;MASC;SG
酸	ácidos	酸	ácido	N	N;MASC;PL
董事	diretores	董事	diretor	N	N;MASC;PL
董事	realizadores	董事	realizador	N	N;MASC;PL
董事	directores	董事	director	N	N;MASC;PL
外交	diplomática	外交	diplomático	N	N;FEM;SG
外交	diplomáticos	外交	diplomático	N	N;MASC;PL
外交	diplomacia	外交	diplomacia	N	N;FEM;SG
夫人	senhora	夫人	senhora	N	N;FEM;SG
夫人	madame	夫人	madame	N	N;FEM;SG
公斤	quilogramas	公斤	quilograma	N	N;MASC;PL
公斤	quilos	公斤	quilo	N	N;MASC;PL
公斤	quilograma	公斤	quilograma	N	N;MASC;SG
公斤	quilo	公斤	quilo	N	N;MASC;SG
公斤	kilo	公斤	kilo	N	N;MASC;SG
效果	efeito	效果	efeito	N	N;MASC;SG
效果	efeitos	效果	efeito	N	N;MASC;PL
資格	qualificações	資格	qualificação	N	N;FEM;PL
資格	qualificação	資格	qualificação	N	N;FEM;SG
晚	tardia	晚	tardio	N	N;FEM;SG
輪	roda	輪	roda	N	N;FEM;SG
輪	volante	輪	volante	N	N;MASC;SG
輪	rodas	輪	roda	N	N;FEM;PL
輪	redonda	輪	redonda	N	N;FEM;SG
輪	redondo	輪	redonder	N	N;MASC;SG
輪	ronda	輪	ronda	N	N;FEM;SG
輪	round	輪	round	N	N;MASC;SG
輪	rodada	輪	rodada	N	N;FEM;SG
記錄	gravando	記錄	gravar	V	V;V.MSDR
記錄	gravar	記錄	gravar	V	V;NFIN
寫	escreve	寫	escrever	V	V;IND;SG;3;PRS;FIN
寫	escreva	寫	escrever	V	V;SBJV;SG;3;PRS;FIN
寫	escrever	寫	escrever	V	V;NFIN
寫	escrevendo	寫	escrever	V	V;V.MSDR
寫	escrever	寫	escrever	V	V;NFIN
鹿	veados	鹿	veado	N	N;MASC;PL
鹿	veado	鹿	veado	N	N;MASC;SG
鹿	cervo	鹿	cervo	N	N;MASC;SG
地理	geográficos	地理	geográfico	N	N;MASC;PL
地理	geografia	地理	geografia	N	N;FEM;SG
最近	recentes	最近	recente	N	N;MASC;PL
網頁	website	網頁	websitir	N	N;MASC;SG
網頁	site	網頁	site	N	N;MASC;SG
秘密	segredo	秘密	segredo	N	N;MASC;SG
秘密	secret	秘密	secret	N	N;MASC;SG
秘密	secreto	秘密	secreto	N	N;MASC;SG
秘密	secreta	秘密	secreto	N	N;FEM;SG
變	mudar	變	mudar	V	V;NFIN
人	npc	人	npc	N	N;MASC;SG
開放	abre	開放	abrir	V	V;IND;SG;3;PRS;FIN
開放	aberto	開放	abrir	V	V;MASC;SG;V.PTCP
開放	abra	開放	abrir	V	V;SBJV;SG;3;PRS;FIN
開放	abrir	開放	abrir	V	V;NFIN
開放	aberta	開放	abrir	V	V;FEM;SG;V.PTCP
運輸	transportes	運輸	transporte	N	N;MASC;PL
運輸	transporte	運輸	transporte	N	N;MASC;SG
運輸	transportes	運輸	transporte	N	N;MASC;PL
運輸	transporte	運輸	transporte	N	N;MASC;SG
大小	tamanhos	大小	tamanho	N	N;MASC;PL
大小	size	大小	sizer	N	N;MASC;SG
大小	tamanho	大小	tamanho	N	N;MASC;SG
大小	dimensão	大小	dimensão	N	N;FEM;SG
習性	hábitos	習性	hábito	N	N;MASC;PL
頂	topo	頂	topo	N	N;MASC;SG
頂	top	頂	top	N	N;MASC;SG
三	tres	三	tres	NUM	NUM
三	três	三	três	NUM	NUM
符	amuleto	符	amuleto	N	N;MASC;SG
親	beijo	親	beijo	N	N;MASC;SG
親	beijinho	親	beijinho	N	N;MASC;SG
親	kiss	親	kiss	N	N;MASC;SG
兒子	son	兒子	son	N	N;MASC;SG
兒子	filho	兒子	filho	N	N;MASC;SG
骨	bones	骨	bone	N	N;MASC;SG
骨	ossos	骨	osso	N	N;MASC;PL
骨	espinhas	骨	espinha	N	N;FEM;PL
骨	osso	骨	osso	N	N;MASC;SG
骨	ossos	骨	osso	N	N;MASC;PL
骨	bone	骨	bone	N	N;MASC;SG
人口	recenseamento	人口	recenseamento	N	N;MASC;SG
人口	censo	人口	censo	N	N;MASC;SG
人口	recenseamentos	人口	recenseamento	N	N;MASC;PL
戰役	battle	戰役	battle	N	N;MASC;SG
戰役	batalha	戰役	batalha	N	N;FEM;SG
戰役	batalhas	戰役	batalha	N	N;FEM;PL
電台	radio	電台	radio	N	N;MASC;SG
電台	rádio	電台	rádio	N	N;MASC;SG
墓	tumba	墓	tumba	N	N;FEM;SG
墓	túmulo	墓	túmulo	N	N;MASC;SG
墓	sepultura	墓	sepultura	N	N;FEM;SG
墓	cova	墓	covo	N	N;FEM;SG
墓	túmulo	墓	túmulo	N	N;MASC;SG
墓	campa	墓	campa	N	N;FEM;SG
北方	norte	北方	norte	N	N;MASC;SG
北方	north	北方	north	N	N;MASC;SG
北方	norte	北方	norte	N	N;MASC;SG
北方	northern	北方	northern	N	N;MASC;SG
活躍	ativos	活躍	ativo	N	N;MASC;PL
星期	segundas	星期	segundo	N	N;FEM;PL
首播	estreou	首播	estrear	V	V;IND;SG;3;PST;FIN
業務	negócios	業務	negócio	N	N;MASC;PL
業務	negócio	業務	negócio	N	N;MASC;SG
前身	predecessor	前身	predecessor	N	N;MASC;SG
前身	antecessora	前身	antecessora	N	N;FEM;SG
前身	antecessor	前身	antecessor	N	N;MASC;SG
前身	precursor	前身	precursor	N	N;MASC;SG
投資	investimento	投資	investimento	N	N;MASC;SG
投資	investimento	投資	investimento	N	N;MASC;SG
投資	investimentos	投資	investimento	N	N;MASC;PL
投資	investimento	投資	investimento	N	N;MASC;SG
投資	investimentos	投資	investimento	N	N;MASC;PL
海洋	oceanos	海洋	oceano	N	N;MASC;PL
海洋	oceanos	海洋	oceano	N	N;MASC;PL
海洋	oceano	海洋	oceano	N	N;MASC;SG
類型	género	類型	género	N	N;MASC;SG
類型	gênero	類型	gênero	N	N;MASC;SG
類型	type	類型	type	N	N;MASC;SG
類型	tipo	類型	tipo	N	N;MASC;SG
類型	tipos	類型	tipo	N	N;MASC;PL
機會	chance	機會	chance	N	N;FEM;SG
機會	oportunidade	機會	oportunidade	N	N;FEM;SG
機會	opportunity	機會	opportunity	N	N;MASC;SG
機會	oportunidade	機會	oportunidade	N	N;FEM;SG
機會	oportunidades	機會	oportunidade	N	N;FEM;PL
機會	oportunidades	機會	oportunidade	N	N;FEM;PL
錯誤	engano	錯誤	engano	N	N;MASC;SG
錯誤	erro	錯誤	erro	N	N;MASC;SG
錯誤	enganos	錯誤	engano	N	N;MASC;PL
錯誤	erros	錯誤	erro	N	N;MASC;PL
錯誤	erro	錯誤	erro	N	N;MASC;SG
錯誤	erros	錯誤	erro	N	N;MASC;PL
總部	sede	總部	sede	N	N;FEM;SG
總部	sedes	總部	sede	N	N;FEM;PL
健康	sãos	健康	são	N	N;MASC;PL
健康	saude	健康	saude	N	N;FEM;SG
健康	saúde	健康	saúde	N	N;FEM;SG
股	unidade	股	unidade	N	N;FEM;SG
