撤消	ανακαλέσει	撤消	ανακαλώ	V	V;PFV;IND;SG;3;FIN;ACT
天花	οροφές	天花	οροφή	N	N;NOM;FEM;PL
致電	καλέστε	致電	καλώ	V	V;PFV;IMP;PL;2;FIN;ACT
致電	κάλεσε	致電	καλώ	V	V;PFV;IND;SG;3;PST;FIN;ACT
荒地	ερημιά	荒地	ερημιά	N	N;NOM;FEM;SG
丙酮	ακετόνη	丙酮	ακετόνας	N	N;NOM;FEM;SG
刑罰	ποινή	刑罰	ποινή	N	N;ACC;FEM;SG
刑罰	κυρώσεις	刑罰	κύρωση	N	N;NOM;FEM;PL
刑罰	ποινές	刑罰	ποινή	N	N;NOM;FEM;PL
刑罰	τιμωρία	刑罰	τιμωρία	N	N;ACC;FEM;SG
債券	δεσμός	債券	δεσμός	N	N;NOM;MASC;SG
債券	δεσμοί	債券	δεσμός	N	N;NOM;MASC;PL
債券	ομόλογα	債券	ομόλογο	N	N;NOM;NEUT;PL
債券	ομολογίες	債券	ομολογία	N	N;NOM;FEM;PL
山洞	σπήλαιο	山洞	σπήλαιο	N	N;NOM;NEUT;SG
山洞	σπηλιά	山洞	σπηλία	N	N;NOM;FEM;SG
山洞	σπήλαια	山洞	σπήλαια	N	N;NOM;NEUT;PL
山洞	σπηλιές	山洞	σπηλιά	N	N;NOM;FEM;PL
中	μεσάζοντες	中	μεσάζω	N	N;NOM;MASC;PL
折射	διάθλαση	折射	διάθλαση	N	N;NOM;FEM;SG
課室	τάξη	課室	τάξη	N	N;NOM;FEM;SG
課室	τάξεις	課室	τάξη	N	N;NOM;FEM;PL
藝術	τέχνη	藝術	τέχνω	N	N;NOM;FEM;SG
藝術	τεχνη	藝術	τεχνς	N	N;NOM;FEM;SG
頭盔	κράνος	頭盔	κράνος	N	N;NOM;NEUT;SG
頭盔	κράνη	頭盔	κράνος	N	N;NOM;NEUT;PL
異形	εξωγήινη	異形	εξωγήινος	N	N;NOM;FEM;SG
異形	εξωγήινο	異形	εξωγήινος	N	N;NOM;NEUT;SG
同學	επανένωση	同學	επανένωση	N	N;ACC;FEM;SG
同學	επανασύνδεση	同學	επανασύνδεση	N	N;ACC;FEM;SG
畫廊	γκαλερί	畫廊	γκαλώ	N	N;NOM;FEM;SG
畫廊	στοά	畫廊	στοά	N	N;NOM;FEM;SG
畫廊	γκαλερί	畫廊	γκαλώ	N	N;NOM;FEM;SG
籃	καλάθια	籃	καλάθιος	N	N;NOM;NEUT;PL
稅務	φορολογία	稅務	φορολογία	N	N;NOM;FEM;SG
稅務	φορολόγηση	稅務	φορολόγηση	N	N;ACC;FEM;SG
稅務	φορολογίας	稅務	φορολογία	N	N;GEN;FEM;SG
稅務	φόρου	稅務	φόρος	N	N;GEN;MASC;SG
稅務	φόρος	稅務	φόρος	N	N;NOM;MASC;SG
稅務	φόρους	稅務	φόρος	N	N;ACC;MASC;PL
稅務	φόροι	稅務	φόρος	N	N;NOM;MASC;PL
西瓜	καρπούζια	西瓜	καρπούζιος	N	N;NOM;NEUT;PL
西瓜	καρπούζι	西瓜	καρπούζι	N	N;NOM;NEUT;SG
印章	σφραγίδα	印章	σφραγίδα	N	N;NOM;FEM;SG
印章	γραμματόσημο	印章	γραμματόσημος	N	N;NOM;NEUT;SG
印章	φώκια	印章	φώκια	N	N;NOM;FEM;SG
印章	σφραγίδα	印章	σφραγίδα	N	N;NOM;FEM;SG
丸子	μπάλες	丸子	μπάλη	N	N;NOM;FEM;PL
丸子	μπαλάκια	丸子	μπαλάκια	N	N;NOM;NEUT;PL
丸子	κεφτέδες	丸子	κεφτέδα	N	N;NOM;FEM;PL
永生	αθανασία	永生	αθανασία	N	N;NOM;FEM;SG
迷信	δεισιδαιμονία	迷信	δεισιδαιμονία	N	N;NOM;FEM;SG
槍手	σκοπευτές	槍手	σκοπευτής	N	N;NOM;MASC;PL
槍手	εκτελεστές	槍手	εκτελεστής	N	N;NOM;MASC;PL
嘴	στόμα	嘴	στόμα	N	N;NOM;NEUT;SG
威士忌	ουίσκι	威士忌	ουίσκι	N	N;NOM;NEUT;SG
威士忌	ουίσκι	威士忌	ουίσκι	N	N;NOM;NEUT;SG
傘兵	αλεξιπτωτιστές	傘兵	αλεξιπτωτιστής	N	N;NOM;MASC;PL
熱火	ζέστη	熱火	ζέστη	N	N;NOM;FEM;SG
熱火	θερμότητα	熱火	θερμότητα	N	N;NOM;FEM;SG
熱火	θέρμανση	熱火	θέρμανση	N	N;NOM;FEM;SG
熱火	θερμότητας	熱火	θερμότητα	N	N;GEN;FEM;SG
土豆	πατάτες	土豆	πατάτης	N	N;NOM;FEM;PL
土豆	πατάτας	土豆	πατάτα	N	N;GEN;FEM;SG
土豆	πατάτα	土豆	πατάτα	N	N;NOM;FEM;SG
土豆	πατάτες	土豆	πατάτης	N	N;NOM;FEM;PL
塗鴉	γκράφιτι	塗鴉	γκράφιτι	N	N;NOM;NEUT;PL
蜱	τσιμπούρι	蜱	τσιμπούρι	N	N;NOM;NEUT;SG
蜱	τικ	蜱	τικ	N	N;NOM;NEUT;PL
重量	βαρέων	重量	βαρέων	N	N;GEN;MASC;PL
彈簧	ελατήριο	彈簧	ελατήριο	N	N;NOM;NEUT;SG
彈簧	άνοιξη	彈簧	άνοιξη	N	N;NOM;FEM;SG
彈簧	ανοιξη	彈簧	ανοιξη	N	N;NOM;FEM;SG
彈簧	ελατήρια	彈簧	ελατήριος	N	N;NOM;NEUT;PL
豬肉	χοιρινό	豬肉	χοιρινός	N	N;NOM;NEUT;SG
狹義	στενό	狹義	στενός	N	N;NOM;NEUT;SG
狹義	στενός	狹義	στενός	N	N;NOM;MASC;SG
馬尾	αλογοουρά	馬尾	αλογοουρά	N	N;NOM;FEM;SG
崇高	νομπλ	崇高	νομπλ	N	N
飛躍	άλμα	飛躍	άλμα	N	N;NOM;NEUT;SG
均勻	ομοιόμορφη	均勻	ομοιόμορφος	ADJ	ADJ;NOM;FEM;SG
遺忘	ξεχάσει	遺忘	ξεχάζω	V	V;PFV;NFIN;ACT
遺忘	ξεχάστηκε	遺忘	ξεχάζω	V	V;PFV;IND;SG;3;PST;FIN;PASS
遺忘	ξεχασμένη	遺忘	ξεχάζω	V	V;PFV;NOM;FEM;SG;V.PTCP;PASS
歌舞	καμπούκι	歌舞	καμπούκι	N	N;NOM;NEUT;SG
錘	σφυρί	錘	σφυρί	N	N;NOM;NEUT;SG
篩選	φίλτρο	篩選	φίλτρο	N	N;NOM;NEUT;SG
篩選	διήθηση	篩選	διήθηση	N	N;NOM;FEM;SG
篩選	φιλτραρίσματος	篩選	φιλτράρισμα	N	N;GEN;NEUT;SG
篩選	φίλτρων	篩選	φίλτρο	N	N;GEN;NEUT;PL
篩選	φίλτρα	篩選	φίλτρα	N	N;NOM;NEUT;PL
香草	βανίλια	香草	βανίλι	N	N;NOM;FEM;SG
劫掠	λεηλασία	劫掠	λεηλασία	N	N;ACC;FEM;SG
劫掠	λεηλασία	劫掠	λεηλασία	N	N;ACC;FEM;SG
劫掠	λεηλασίες	劫掠	λεηλασία	N	N;NOM;FEM;PL
劫掠	λεηλασία	劫掠	λεηλασία	N	N;ACC;FEM;SG
噴泉	σιντριβάνι	噴泉	σιντριβάνι	N	N;NOM;NEUT;SG
噴泉	συντριβάνι	噴泉	συντριβάνι	N	N;NOM;NEUT;SG
噴泉	σιντριβάνια	噴泉	σιντριβάνι	N	N;NOM;NEUT;PL
裸露	γυμνό	裸露	γυμνό	N	N;NOM;NEUT;SG
變態	ανώμαλος	變態	άνωμαλος	N	N;NOM;MASC;SG
預估	εκτιμώμενη	預估	εκτιμώμενος	V	V;PFV;NOM;FEM;SG;V.PTCP;PASS
預估	εκτιμώμενο	預估	εκτιμώμενο	V	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
泗水	σουραμπάγια	泗水	σουραμπάγιο	N	N;NOM;NEUT;SG
鉀	κάλιο	鉀	κάλιος	N	N;NOM;NEUT;SG
火藥	πυρίτιδα	火藥	πυρίτιδα	N	N;NOM;FEM;SG
火藥	μπαρούτι	火藥	μπαρούτι	N	N;NOM;NEUT;SG
火藥	σκόνη	火藥	σκόνη	N	N;NOM;FEM;SG
遺失	χάθηκε	遺失	χάνω	V	V;PFV;IND;SG;3;PST;FIN;PASS
遺失	χαμένος	遺失	χαμένος	V	V;PFV;NOM;MASC;SG;V.PTCP;PASS
遺失	χάσαμε	遺失	χάνω	V	V;PFV;IND;PL;1;PST;FIN;ACT
遺失	χαμένη	遺失	χαμένος	V	V;PFV;NOM;FEM;SG;V.PTCP;PASS
遺失	χάσει	遺失	χάνω	V	V;PFV;NFIN;ACT
遺失	χαμένοι	遺失	χάνω	V	V;PFV;NOM;MASC;PL;V.PTCP;PASS
遺失	λείπουν	遺失	λείπω	V	V;IPFV;IND;PL;3;PRS;FIN;ACT
遺失	λείπει	遺失	λείπω	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
遺失	αγνοείται	遺失	αγνοώ	V	V;IPFV;IND;SG;3;PRS;FIN;PASS
羊毛	δέρας	羊毛	δέρας	N	N;NOM;NEUT;SG
羊毛	μαλλί	羊毛	μαλλί	N	N;NOM;NEUT;SG
毒蛇	οχιά	毒蛇	οχιό	N	N;NOM;FEM;SG
泥土	χώμα	泥土	χώμα	N	N;NOM;NEUT;SG
泥土	έδαφος	泥土	έδαφος	N	N;NOM;NEUT;SG
泥土	βρωμιά	泥土	βρωμιά	N	N;NOM;FEM;SG
泥土	χώμα	泥土	χώμα	N	N;NOM;NEUT;SG
價值	αξίες	價值	αξία	N	N;NOM;FEM;PL
價值	τιμές	價值	τιμή	N	N;NOM;FEM;PL
公然	κραυγαλέα	公然	κραυγαλέας	N	N;NOM;FEM;SG
刺刀	ξιφολόγχη	刺刀	ξιφολόγχη	N	N;ACC;FEM;SG
刺刀	ξιφολόγχες	刺刀	ξιφολογχας	N	N;NOM;FEM;PL
畫像	πορτραίτο	畫像	πορτρέχω	N	N;NOM;NEUT;SG
畫像	πορτρέτο	畫像	πορτρέτω	N	N;NOM;NEUT;SG
畫像	πορτρέτα	畫像	πορτρέτα	N	N;NOM;NEUT;PL
輪迴	μετενσάρκωση	輪迴	μετενσάρκωση	N	N;ACC;FEM;SG
解碼	αποκωδικοποίησης	解碼	αποκωδικοποίηση	N	N;GEN;FEM;SG
園藝	κήπος	園藝	κήπος	N	N;NOM;MASC;SG
園藝	κήπο	園藝	κήπος	N	N;ACC;MASC;SG
幻象	οράματα	幻象	όραμα	N	N;NOM;NEUT;PL
幻象	οφθαλμαπάτη	幻象	οφθαλμαπάτης	N	N;NOM;FEM;SG
幻象	μιράζ	幻象	μιράζ	N	N;NOM;NEUT;PL
格子	καρό	格子	καρός	N	N;NOM;NEUT;SG
信使	μεταφορέας	信使	μεταφορέας	N	N;NOM;MASC;SG
信使	κούριερ	信使	κούριερ	N	N;NOM;FEM;SG
監測	παρακολουθείται	監測	παρακολουθώ	V	V;IPFV;IND;SG;3;PRS;FIN;PASS
監測	παρακολουθούνται	監測	παρακολουθώ	V	V;IPFV;IND;PL;3;PRS;FIN;PASS
創世	γένεση	創世	γένεση	N	N;ACC;FEM;SG
鴞	κουκουβάγια	鴞	κουκουβάγιο	N	N;NOM;NEUT;SG
絲帶	κορδέλες	絲帶	κορδέλα	N	N;NOM;FEM;PL
絲帶	κορδέλα	絲帶	κορδέλα	N	N;NOM;FEM;SG
戶籍	κατοικία	戶籍	κατοικία	N	N;NOM;FEM;SG
限期	προθεσμία	限期	προθεσμία	N	N;NOM;FEM;SG
名流	διασημότητα	名流	διασημότητα	N	N;ACC;FEM;SG
名流	διάσημος	名流	διάσημος	N	N;NOM;MASC;SG
名流	διάσημοι	名流	διάσημος	N	N;NOM;MASC;PL
盔甲	πανοπλία	盔甲	πανοπλία	N	N;NOM;FEM;SG
盔甲	πανοπλία	盔甲	πανοπλία	N	N;NOM;FEM;SG
太監	ευνούχος	太監	ευνούχος	N	N;NOM;MASC;SG
鈦	τιτανίου	鈦	τιτάνιος	N	N;GEN;NEUT;SG
鈦	τιτάνιο	鈦	τιτάνιος	N	N;NOM;NEUT;SG
安撫	κατευνάσει	安撫	κατευνώ	V	V;PFV;IND;SG;3;FIN;ACT
釘	καρφί	釘	καρφί	N	N;NOM;NEUT;SG
釘	νύχι	釘	νύχι	N	N;NOM;NEUT;SG
延後	αναβάλει	延後	αναβάζω	V	V;IPFV;IND;SG;3;FIN;ACT
水管	σωληνώσεις	水管	σωλήνωση	N	N;NOM;FEM;PL
水管	σωλήνες	水管	σωλήνη	N	N;NOM;FEM;PL
水管	αγωγοί	水管	αγωγός	N	N;NOM;MASC;PL
脖子	λαιμό	脖子	λαιμός	N	N;NOM;NEUT;SG
脖子	σβέρκο	脖子	σβέρκο	N	N;NOM;NEUT;SG
脖子	λαιμός	脖子	λαιμός	N	N;NOM;MASC;SG
班長	απόσπασμα	班長	απόσπασμα	N	N;NOM;NEUT;SG
班長	διμοιρία	班長	διμοιρία	N	N;NOM;FEM;SG
班長	ομάδα	班長	ομάδα	N	N;ACC;FEM;SG
沙子	άμμου	沙子	άμμος	N	N;GEN;FEM;SG
沙子	άμμος	沙子	άμμος	N	N;NOM;FEM;SG
沙子	άμμο	沙子	άμμος	N	N;NOM;FEM;SG
精簡	εξορθολογισμό	精簡	εξορθολογισμός	N	N;ACC;MASC;SG
創傷	τραύμα	創傷	τραύμα	N	N;NOM;NEUT;SG
含義	έννοια	含義	έννοια	N	N;NOM;FEM;SG
含義	νόημα	含義	νόημα	N	N;NOM;NEUT;SG
地毯	χαλί	地毯	χαλί	N	N;NOM;NEUT;SG
地毯	χαλί	地毯	χαλί	N	N;NOM;NEUT;SG
跳板	εφαλτήριο	跳板	εφαλτήριο	N	N;ACC;NEUT;SG
再婚	ξαναπαντρεύτηκε	再婚	ξαναπαντρεύω	V	V;PFV;IND;SG;3;PST;FIN;PASS
古蘭	κοράνι	古蘭	κοράνι	N	N;NOM;NEUT;SG
古蘭	κοράνι	古蘭	κοράνι	N	N;NOM;NEUT;SG
護衛	φρεγάτα	護衛	φρεγάτα	N	N;NOM;FEM;SG
陡峭	απότομη	陡峭	απότομος	N	N;NOM;FEM;SG
陡峭	απότομο	陡峭	απότομο	N	N;ACC;NEUT;SG
陡峭	απότομες	陡峭	απότομος	N	N;NOM;FEM;PL
檢索	ανάκτηση	檢索	ανάκτηση	N	N;ACC;FEM;SG
美德	αρετή	美德	αρετός	N	N;NOM;FEM;SG
美德	αρετές	美德	αρετός	N	N;NOM;FEM;PL
斬首	αποκεφαλίστηκε	斬首	αποκεφαλίζω	V	V;PFV;IND;SG;3;PST;FIN;PASS
教訓	μάθημα	教訓	μάθημα	N	N;NOM;NEUT;SG
