geograficzna	جغرافیائی	geograficzny	جغرافیائی	ADJ;NOM;FEM;SG	ADJ;NOM
gnome	کہن	gnoma	کہن		
gnome	پند	gnoma	پند		
prezent	انعام	prezent	انعام	N;NOM;MASC;SG	N;NOM;MASC;SG;3
prezent	تحفہ	prezent	تحفہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
prezent	عطیہ	prezent	عطیہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
prezent	پیشکش.	prezent	پیشکش.	N;NOM;MASC;SG	N;NOM;MASC;SG;3
prezent	عطیہ	prezent	عطیہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
prezent	عطیہ	prezent	عطیہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
prezent	داد	prezent	داد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
korzystny	موزوں	korzystny	موزوں	ADJ;NOM;MASC;SG	ADJ
korzystny	موافق	korzystny	موافق	ADJ;NOM;MASC;SG	ADJ
korzystny	مثبت	korzystny	مثبت	ADJ;NOM;MASC;SG	ADJ
korzystny	متفق	korzystny	متفق	ADJ;NOM;MASC;SG	ADJ
korzystny	مفید	korzystny	مفید	ADJ;NOM;MASC;SG	ADJ
wyświetlanie	مقدمہ	wyświetlać	مقدمہ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
wyświetlanie	مظاہرہ.	wyświetlać	مظاہرہ.	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
wyświetlanie	نمائش	wyświetlać	نمائش	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
plama	عیب	plama	عیب	N;NOM;FEM;SG	N;NOM;MASC;SG;3
plama	روغن	plama	روغن	N;NOM;FEM;SG	N;NOM;MASC;SG;3
plama	داغ	plama	داغ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
plama	عیب	plama	عیب	N;NOM;FEM;SG	N;NOM;MASC;SG;3
plama	روغن	plama	روغن	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zapomnienia	معافی	zapomnienie	معافی	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
shine	(	shina	(		
shine	(	shina	(		
rycerskiej	ساونتی	rycerski	ساونتی	ADJ;GEN;FEM;SG	ADJ
emocjonalne	جذباتی	emocjonalny	جذباتی	ADJ;NOM;NEUT;SG	ADJ;NOM
odrzucić	بھلانا	odrzucić	بھلانا	V;PFV;NFIN;ACT	V;SG;NFIN;ACT
odrzucić	بکھرنا	odrzucić	بکھر	V;PFV;NFIN;ACT	V;NFIN;ACT
odrzucić	توڑنا	odrzucić	توڑ	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
odrzucić	ردکرنا	odrzucić	ردکرنا	V;PFV;NFIN;ACT	V;NFIN;ACT
odrzucić	ماننے	odrzucić	مان	V;PFV;NFIN;ACT	V;ACC;NFIN
odrzucić	گرنا	odrzucić	گر	V;PFV;NFIN;ACT	V;MASC;SG;NFIN;ACT
odrzucić	بگڑنا	odrzucić	بگڑ	V;PFV;NFIN;ACT	V;NFIN
tkanka	نسیج	tkanka	نسیج	N;NOM;FEM;SG	N;NOM;MASC;SG;3
geometria	نقشے	geometria	نقشہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
niepotrzebny	فضولیات.	niepotrzebny	فضولیات.	ADJ;NOM;MASC;SG	ADJ
płaszczyzna	علم	płaszczyzna	علم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
