novak	novak	novak	novak	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
metr	mètre	metr	mètre	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
metr	compteur	metr	compteur	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
metr	mètre	metr	mètre	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
tón	tonalité	tón	tonalité	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
tón	tonus	tón	tonus	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
slavík	rossignol	slavík	rossignol	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
basketbal	basket	basketbal	basket	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
basketbal	basketball	basketbal	basketball	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
smrk	épicéa	smrk	épicéa	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
zima	rhume	zima	rhume	N;NOM;FEM;SG;POS	N;MASC;SG
zima	hiver	zima	hiver	N;NOM;FEM;SG;POS	N;MASC;SG
hnědý	brun	hnědý	brun	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
nepochybně	indubitablement	nepochybně	indubitablement	ADV;POS	ADV
sporné	douteux	sporný	douteux	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
sporné	douteuse	sporný	douteuse	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG
sporné	contestable	sporný	contestable	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
sporné	discutable	sporný	discutable	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
extrémní	extrême	extrémní	extrême	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
éra	eer	éra	eer	N;NOM;FEM;SG;POS	N;MASC;SG
éra	époque	éra	époque	N;NOM;FEM;SG;POS	N;FEM;SG
signály	signaux	signál	signal	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
holý	nue	holý	nu	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;FEM;SG
středa	mercredi	středa	mercredi	N;NOM;FEM;SG;POS	N;MASC;SG
ideologie	idéologie	ideologie	idéologie	N;NOM;FEM;SG;POS	N;FEM;SG
odhad	estimation	odhad	estimation	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
odhad	devis	odhad	devis	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
odhad	estimation	odhad	estimation	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
odhad	estimation	odhad	estimation	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
pacienta	patient	pacient	patient	N;ANIM;ACC;MASC;SG;POS	N;MASC;SG
irské	irlandaise	irský	irlandais	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG
irské	irlandais	irský	irlandais	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
kázání	sermon	kázání	sermon	N;NOM;NEUT;SG;POS	N;MASC;SG
prázdná	vide	prázdný	vide	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
vystupovat	effectuer	vystupovat	effectuer	V;IPFV;POS;NFIN	V;NFIN
osa	axe	osa	axe	N;NOM;FEM;SG;POS	N;MASC;SG
dvojí	double	dvojí	double	ADJ;NOM;MASC;SG	ADJ;MASC;SG
převodovka	transmission	převodovka	transmission	N;NOM;FEM;SG;POS	N;FEM;SG
chybějící	manquante	chybějící	manquant	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	ADJ;FEM;SG
pohřebiště	cimetière	pohřebiště	cimetière	N;NOM;NEUT;SG;POS	N;MASC;SG
strop	plafond	strop	plafond	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
zemře	meurt	zemřít	mourir	V;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
zemře	décède	zemřít	décéder	V;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
údržbu	entretien	údržba	entretien	N;ACC;FEM;SG;POS	N;MASC;SG
údržbu	maintenance	údržba	maintenance	N;ACC;FEM;SG;POS	N;FEM;SG
portugalská	portugaise	portugalský	portugais	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
portugalská	portugais	portugalský	portugais	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
rozcestí	carrefour	rozcestí	carrefour	N;NOM;NEUT;SG;POS	N;MASC;SG
výdělek	profit	výdělek	profit	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
výdělek	bénéfice	výdělek	bénéfice	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
výdělek	salaire	výdělek	salaire	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
porozumění	compréhension	porozumění	compréhension	N;NOM;NEUT;SG;POS	N;FEM;SG
biblické	biblique	biblický	biblique	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
pánve	casseroles	pánev	casserole	N;NOM;FEM;PL;POS	N;FEM;PL
pánve	poêles	pánev	poêle	N;NOM;FEM;PL;POS	N;MASC;PL
nabídka	enchère	nabídka	enchère	N;NOM;FEM;SG;POS	N;FEM;SG
nabídka	offre	nabídka	offre	N;NOM;FEM;SG;POS	N;FEM;SG
pomáhat	aidant	pomáhat	aider	V;IPFV;POS;NFIN	V;PRS;V.PTCP
pomáhat	aider	pomáhat	aider	V;IPFV;POS;NFIN	V;NFIN
nadpis	manchette	nadpis	manchette	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
nadpis	rubrique	nadpis	rubrique	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
nadpis	titre	nadpis	titre	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
hole	discothèques	hůl	discothèque	N;NOM;FEM;PL;POS	N;FEM;PL
hole	clubs	hůl	club	N;NOM;FEM;PL;POS	N;MASC;PL
hole	baguettes	hůl	baguette	N;NOM;FEM;PL;POS	N;FEM;PL
hole	bâtons	hůl	bâton	N;NOM;FEM;PL;POS	N;MASC;PL
hole	bâtonnets	hůl	bâtonnet	N;NOM;FEM;PL;POS	N;MASC;PL
klarinet	clarinette	klarinet	clarinette	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
křižníky	croiseurs	křižník	croiseur	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
patent	brevet	patent	brevet	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
absence	absence	absence	absence	N;NOM;FEM;SG;POS	N;FEM;SG
sestavil	compilé	sestavit	compiler	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
opus	opus	opus	opus	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
komunisté	communistes	komunista	communiste	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
řádně	correctement	řádně	correctement	ADV;POS	ADV
počítat	compter	počítat	compter	V;IPFV;POS;NFIN	V;NFIN
počítat	compter	počítat	compter	V;IPFV;POS;NFIN	V;NFIN
biologické	biologique	biologický	biologique	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
kapacity	capacités	kapacita	capacité	N;NOM;FEM;PL;POS	N;FEM;PL
kapacity	capacités	kapacita	capacité	N;NOM;FEM;PL;POS	N;FEM;PL
děla	canon	dělo	canon	N;NOM;FEM;SG;POS	N;MASC;SG
poklad	trésor	poklad	trésor	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
upravuje	régit	upravovat	régir	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
upravuje	régule	upravovat	réguler	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
upravuje	réglemente	upravovat	réglementer	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
upravuje	ajuste	upravovat	ajuste	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
regiony	régions	region	région	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
povstalci	rebelles	povstalec	rebelle	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
křesťané	chrétiens	křesťan	chrétien	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
slonoviny	ivoire	slonovina	ivoire	N;NOM;FEM;SG;POS	N;MASC;SG
výuka	enseignement	výuka	enseignement	N;NOM;FEM;SG;POS	N;MASC;SG
výuka	apprentissage	výuka	apprentissage	N;NOM;FEM;SG;POS	N;MASC;SG
výuka	tutoriel	výuka	tutoriel	N;NOM;FEM;SG;POS	N;MASC;SG
výuka	didacticiel	výuka	didacticiel	N;NOM;FEM;SG;POS	N;MASC;SG
vyrovnání	offset	vyrovnání	offset	N;NOM;NEUT;SG;POS	N;MASC;SG
vyrovnání	décalage	vyrovnání	décalage	N;NOM;NEUT;SG;POS	N;MASC;SG
vyrovnání	déport	vyrovnání	déport	N;NOM;NEUT;SG;POS	N;MASC;SG
pistole	pistolet	pistole	pistolet	N;NOM;FEM;SG;POS	N;MASC;SG
pistole	fusil	pistole	fusil	N;NOM;FEM;SG;POS	N;MASC;SG
pistole	pistolet	pistole	pistolet	N;NOM;FEM;SG;POS	N;MASC;SG
pistole	arme	pistole	arme	N;NOM;FEM;SG;POS	N;FEM;SG
pistole	revolver	pistole	revolver	N;NOM;FEM;SG;POS	N;MASC;SG
vzácný	rare	vzácný	rare	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
postupů	procédures	postup	procédure	N;INAN;GEN;MASC;PL;POS	N;FEM;PL
investice	investissements	investice	investissement	N;NOM;FEM;PL;POS	N;MASC;PL
investice	investissements	investice	investissement	N;NOM;FEM;PL;POS	N;MASC;PL
flash	flash	flash	flash	N;NOM;MASC;SG;POS	N;MASC;SG
flash	éclair	flash	éclair	N;NOM;MASC;SG;POS	N;FEM;SG
jemně	doucement	jemně	doucement	ADV;POS	ADV
jemně	délicatement	jemně	délicatement	ADV;POS	ADV
jemně	doucement	jemně	doucement	ADV;POS	ADV
navštívit	visitez	navštívit	visiter	V;PFV;POS;NFIN	V;IMP;PL;2;PRS;FIN
navštívit	visiter	navštívit	visiter	V;PFV;POS;NFIN	V;NFIN
norem	normes	norma	norme	N;GEN;FEM;PL;POS	N;FEM;PL
norem	normes	norma	norme	N;GEN;FEM;PL;POS	N;FEM;PL
dokázat	prouver	dokázat	prouver	V;POS;NFIN	V;NFIN
dokázat	prouvant	dokázat	prouver	V;POS;NFIN	V;PRS;V.PTCP
dokázat	prouvez	dokázat	prouver	V;POS;NFIN	V;IMP;PL;2;PRS;FIN
dokázat	prouver	dokázat	prouver	V;POS;NFIN	V;NFIN
dokázat	prouve	dokázat	prouver	V;POS;NFIN	V;IND;SG;3;PRS;FIN
slavnost	festival	slavnost	festival	N;NOM;FEM;SG;POS	N;MASC;SG
slavnost	fête	slavnost	fête	N;NOM;FEM;SG;POS	N;FEM;SG
pomocný	auxiliaire	pomocný	auxiliaire	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
účinnosti	efficacité	účinnost	efficacité	N;NOM;FEM;SG;POS	N;FEM;SG
účinnosti	effectivité	účinnost	effectivité	N;NOM;FEM;SG;POS	N;FEM;SG
cti	honneur	čest	honneur	N;NOM;FEM;SG;POS	N;MASC;SG
cti	honneur	čest	honneur	N;NOM;FEM;SG;POS	N;MASC;SG
potřeboval	requis	potřebovat	requérir	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
rozděluje	divise	rozdělovat	divis	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
čekal	escompté	čekat	escompter	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
čekal	attendue	čekat	attendre	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
čekal	attendu	čekat	attendre	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
poručík	lieutenant	poručík	lieutenant	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
ruka	bras	ruka	bras	N;NOM;FEM;SG;POS	N;MASC;SG
ruka	arm	ruka	arm	N;NOM;FEM;SG;POS	N;MASC;SG
ruka	main	ruka	main	N;NOM;FEM;SG;POS	N;FEM;SG
kolekce	ramassage	kolekce	ramassage	N;NOM;FEM;SG;POS	N;MASC;SG
kolekce	recouvrement	kolekce	recouvrement	N;NOM;FEM;SG;POS	N;MASC;SG
kolekce	recueil	kolekce	recueil	N;NOM;FEM;SG;POS	N;MASC;SG
kolekce	collection	kolekce	collection	N;NOM;FEM;SG;POS	N;FEM;SG
kolekce	collecte	kolekce	collecte	N;NOM;FEM;SG;POS	N;FEM;SG
federaci	fédération	federace	fédération	N;ACC;FEM;SG;POS	N;FEM;SG
sólo	soliste	sólo	soliste	N;NOM;NEUT;SG;POS	N;MASC;SG
vyvolává	soulève	vyvolávat	soulever	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
jater	foies	játra	foie	N;NOM;NEUT;PL;POS	N;MASC;PL
dílčí	partielles	dílčí	partiel	ADJ;NOM;MASC;PL;POS	ADJ;FEM;PL
dílčí	partiels	dílčí	partiel	ADJ;NOM;MASC;PL;POS	ADJ;MASC;PL
kritérií	critères	kritérium	critère	N;NOM;NEUT;PL;POS	N;MASC;PL
vyřazení	elimination	vyřazení	elimination	N;NOM;NEUT;SG;POS	N;FEM;SG
vyřazení	élimination	vyřazení	élimination	N;NOM;NEUT;SG;POS	N;FEM;SG
vyřazení	démantèlement	vyřazení	démantèlement	N;NOM;NEUT;SG;POS	N;MASC;SG
vyřazení	déclassement	vyřazení	déclassement	N;NOM;NEUT;SG;POS	N;MASC;SG
odstavec	paragraphe	odstavec	paragraphe	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
odstavec	alinéa	odstavec	alinéa	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
tendenci	tendance	tendence	tendance	N;ACC;FEM;SG;POS	N;FEM;SG
nedávné	récent	dávný	récent	ADJ;NOM;NEUT;SG;NEG	ADJ;MASC;SG
nedávné	récente	dávný	récent	ADJ;NOM;NEUT;SG;NEG	ADJ;FEM;SG
flora	flore	floro	flore	N;NOM;FEM;SG;POS	N;FEM;SG
luftwaffe	luftwaffe	luftwaffe	luftwaffe	N;NOM;FEM;SG;POS	N;FEM;SG
mitsubishi	mitsubishi	mitsubishu	mitsubishi	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
ráj	paradis	ráj	paradis	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
přeložit	traduire	přeložit	traduire	V;PFV;POS;NFIN	V;NFIN
přeložit	traduit	přeložit	traduire	V;PFV;POS;NFIN	V;MASC;SG;PST;V.PTCP
ložiska	roulements	ložisko	roulement	N;NOM;NEUT;PL;POS	N;MASC;PL
ložiska	paliers	ložisko	palier	N;NOM;NEUT;PL;POS	N;MASC;PL
fasády	façades	fasáda	façade	N;NOM;FEM;PL;POS	N;FEM;PL
protein	protéine	protein	protéine	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
kohout	queue	kohout	queue	N;ANIM;NOM;MASC;SG;POS	N;FEM;SG
kohout	coq	kohout	coq	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
kohout	bite	kohout	bite	N;ANIM;NOM;MASC;SG;POS	N;FEM;SG
kohout	coq	kohout	coq	N;ANIM;NOM;MASC;SG;POS	N;MASC;SG
vily	villas	vila	villa	N;NOM;FEM;PL;POS	N;FEM;PL
chemická	chimique	chemický	chimique	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
důsledek	conséquence	důsledek	conséquence	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
účetnictví	comptabilité	účetnictví	comptabilité	N;NOM;NEUT;SG;POS	N;FEM;SG
účetnictví	comptabilité	účetnictví	comptabilité	N;NOM;NEUT;SG;POS	N;FEM;SG
účetnictví	comptabilité	účetnictví	comptabilité	N;NOM;NEUT;SG;POS	N;FEM;SG
čtenářů	lecteurs	čtenář	lecteur	N;ANIM;GEN;MASC;PL;POS	N;MASC;PL
sloučit	fusionner	sloučit	fusionner	V;PFV;POS;NFIN	V;NFIN
sloučit	fusionne	sloučit	fusionner	V;PFV;POS;NFIN	V;IND;SG;3;PRS;FIN
sloučit	fusionnées	sloučit	fusionné	V;PFV;POS;NFIN	V;FEM;PL;PST;V.PTCP
sloučit	fusionnée	sloučit	fusionnée	V;PFV;POS;NFIN	V;FEM;SG;PST;V.PTCP
sloučit	fusionnés	sloučit	fusionner	V;PFV;POS;NFIN	V;MASC;PL;PST;V.PTCP
sloučit	fusionné	sloučit	fusionner	V;PFV;POS;NFIN	V;MASC;SG;PST;V.PTCP
reforma	reforme	reforma	reformer	N;NOM;FEM;SG;POS	N;FEM;SG
reforma	réforme	reforma	réforme	N;NOM;FEM;SG;POS	N;FEM;SG
odlišuje	distingue	odlišovat	distinguer	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
žádoucí	désirable	žádoucí	désirable	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
žádoucí	souhaitable	žádoucí	souhaitable	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
proteiny	protéines	protein	protéine	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
proteiny	protéines	protein	protéine	N;INAN;NOM;MASC;PL;POS	N;FEM;PL
hlášení	reportage	hlášení	reportage	N;NOM;NEUT;SG;POS	N;MASC;SG
hlášení	rapport	hlášení	rapport	N;NOM;NEUT;SG;POS	N;MASC;SG
hlášení	reportage	hlášení	reportage	N;NOM;NEUT;SG;POS	N;MASC;SG
hlášení	signalement	hlášení	signalement	N;NOM;NEUT;SG;POS	N;MASC;SG
odstraňování	élimination	odstraňování	élimination	N;NOM;NEUT;SG;POS	N;FEM;SG
odstraňování	déménagement	odstraňování	déménagement	N;NOM;NEUT;SG;POS	N;MASC;SG
odstraňování	enlèvement	odstraňování	enlèvement	N;NOM;NEUT;SG;POS	N;MASC;SG
odstraňování	suppression	odstraňování	suppression	N;NOM;NEUT;SG;POS	N;FEM;SG
raketoplán	shuttle	raketoplán	shuttle	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
raketoplán	navette	raketoplán	navette	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
přesnost	ponctualité	přesnost	ponctualité	N;NOM;FEM;SG;POS	N;FEM;SG
přesnost	précision	přesnost	précision	N;NOM;FEM;SG;POS	N;FEM;SG
přesnost	exactitude	přesnost	exactitude	N;NOM;FEM;SG;POS	N;FEM;SG
přesnost	précision	přesnost	précision	N;NOM;FEM;SG;POS	N;FEM;SG
přesnost	justesse	přesnost	justesse	N;NOM;FEM;SG;POS	N;FEM;SG
vertikální	vertical	vertikální	vertical	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
vertikální	verticale	vertikální	vertical	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
tatry	tatras	Tatra	tatras	N;NOM;FEM;PL;POS	N;FEM;PL
podnět	réclamation	podnět	réclamation	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
podnět	plainte	podnět	plainte	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
podnět	stimulation	podnět	stimulation	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
podnět	stimulus	podnět	stimulus	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
podnět	relance	podnět	relance	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
podnět	incitation	podnět	incitation	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
podnět	initiative	podnět	initiative	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
popularitu	popularité	popularita	popularité	N;ACC;FEM;SG;POS	N;FEM;SG
dramatické	spectaculaire	dramatický	spectaculaire	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
dramatické	dramatique	dramatický	dramatique	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
příslušný	compétent	příslušný	compétent	ADJ;INAN;NOM;MASC;SG;POS	ADJ;MASC;SG
příslušný	compétente	příslušný	compétent	ADJ;INAN;NOM;MASC;SG;POS	ADJ;FEM;SG
zabití	tuerie	zabití	tuerie	N;NOM;NEUT;SG;POS	N;FEM;SG
zabití	homicide	zabití	homicide	N;NOM;NEUT;SG;POS	N;MASC;SG
ilegální	illégale	ilegální	illégal	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
ilegální	illégal	ilegální	illégal	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
ilegální	illicite	ilegální	illicite	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
čistá	propre	čistý	propre	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
čistá	pur	čistý	pur	ADJ;NOM;FEM;SG;POS	ADJ;MASC;SG
čistá	pure	čistý	pur	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
dialog	dialogue	dialog	dialogue	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
dialog	dialogue	dialog	dialogue	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
expanze	agrandissement	expanze	agrandissement	N;NOM;FEM;SG;POS	N;MASC;SG
expanze	extension	expanze	extension	N;NOM;FEM;SG;POS	N;FEM;SG
expanze	expansion	expanze	expansion	N;NOM;FEM;SG;POS	N;FEM;SG
zkoumá	explore	zkoumat	explorer	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
zkoumá	examine	zkoumat	examiner	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
derby	derby	derby	derby	N;NEUT;POS	N;MASC;SG
příkop	fosse	příkop	fosse	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
příkop	fossé	příkop	fossé	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
agresivní	agressif	agresivní	agressif	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
agresivní	agressive	agresivní	agressif	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
obnovy	rétablissement	obnova	rétablissement	N;NOM;FEM;SG;POS	N;MASC;SG
obnovy	recouvrement	obnova	recouvrement	N;NOM;FEM;SG;POS	N;MASC;SG
obnovy	récupération	obnova	récupération	N;NOM;FEM;SG;POS	N;FEM;SG
obnovy	guérison	obnova	guérison	N;NOM;FEM;SG;POS	N;FEM;SG
životnost	pérennité	životnost	pérennité	N;NOM;FEM;SG;POS	N;FEM;SG
životnost	durabilité	životnost	durabilité	N;NOM;FEM;SG;POS	N;FEM;SG
radar	radar	radar	radar	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
kabiny	cabanes	kabina	cabane	N;NOM;FEM;PL;POS	N;FEM;PL
kabiny	cabines	kabina	cabine	N;NOM;FEM;PL;POS	N;FEM;PL
kabiny	cabines	kabina	cabine	N;NOM;FEM;PL;POS	N;FEM;PL
kabiny	stands	kabina	stand	N;NOM;FEM;PL;POS	N;MASC;PL
pochopil	compris	pochopit	comprendre	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
mapování	cartographie	mapování	cartographie	N;NOM;NEUT;SG;POS	N;FEM;SG
expozici	exposition	expozice	exposition	N;ACC;FEM;SG;POS	N;FEM;SG
tábory	camps	tábor	camp	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
tábory	campements	tábor	campement	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
vysílat	diffuser	vysílat	diffuser	V;IPFV;POS;NFIN	V;NFIN
týdnech	semaines	týden	semaine	N;INAN;GEN;MASC;PL;POS	N;FEM;PL
nahrazuje	remplace	nahrazovat	remplacer	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
konstantinopole	constantinople	konstantinopole	constantinople	N;GEN;FEM;SG;POS	N;MASC;SG
řez	coupe	řez	coupe	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
řez	incision	řez	incision	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
vyhnanství	exil	vyhnanství	exil	N;NOM;NEUT;SG;POS	N;MASC;SG
vyhnanství	bannissement	vyhnanství	bannissement	N;NOM;NEUT;SG;POS	N;MASC;SG
boulevard	boulevard	boulevard	boulevard	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
pořádek	ordre	pořádek	ordre	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
pořádek	commande	pořádek	commande	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
turci	turcs	turce	turc	N;ANIM;NOM;MASC;PL;POS	N;MASC;PL
nesprávně	incorrectement	správně	incorrectement	ADV;NEG	ADV
tepelné	thermiques	tepelný	thermique	ADJ;NOM;MASC;PL;POS	ADJ;MASC;PL
tanečnice	danseuse	tanečnice	danseur	N;NOM;FEM;SG;POS	N;FEM;SG
tanečnice	danseur	tanečnice	danseur	N;NOM;FEM;SG;POS	N;MASC;SG
tanečnice	dancer	tanečnice	dancer	N;NOM;FEM;SG;POS	N;MASC;SG
monografie	monographie	monografie	monographie	N;NOM;FEM;SG;POS	N;FEM;SG
porušování	violation	porušování	violation	N;NOM;NEUT;SG;POS	N;FEM;SG
porušování	infraction	porušování	infraction	N;NOM;NEUT;SG;POS	N;FEM;SG
prodat	vends	prodat	vendre	V;PFV;POS;NFIN	V;IND;SG;3;PRS;FIN
prodat	vendre	prodat	vendre	V;PFV;POS;NFIN	V;NFIN
rumunské	roumaine	rumunský	roumain	ADJ;NOM;NEUT;SG;POS	ADJ;FEM;SG
rumunské	roumain	rumunský	roumain	ADJ;NOM;NEUT;SG;POS	ADJ;MASC;SG
respekt	respect	respekt	respect	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
cska	cska	cska	cska	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
kometa	comète	kometa	comète	N;NOM;FEM;SG;POS	N;FEM;SG
hodnotí	évalue	hodnotit	évaluer	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
optimální	optimal	optimální	optimal	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
optimální	optimum	optimální	optimum	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
optimální	optimale	optimální	optimal	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
optimální	optimal	optimální	optimal	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
optimální	optimum	optimální	optimum	ADJ;NOM;MASC;SG;POS	ADJ;MASC;SG
optimální	optimale	optimální	optimal	ADJ;NOM;MASC;SG;POS	ADJ;FEM;SG
různí	divers	různý	divers	ADJ;ANIM;NOM;MASC;PL;POS	ADJ;MASC;PL
různí	diverses	různý	divers	ADJ;ANIM;NOM;MASC;PL;POS	ADJ;FEM;PL
servery	serveurs	server	serveur	N;INAN;NOM;MASC;PL;POS	N;MASC;PL
překvapení	surprise	překvapení	surprise	N;NOM;NEUT;SG;POS	N;FEM;SG
galaxií	galaxie	galaxie	galaxie	N;INS;FEM;SG;POS	N;FEM;SG
galaxií	galaxy	galaxie	galaxy	N;INS;FEM;SG;POS	N;MASC;SG
prach	poussière	prach	poussier	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
prach	poudre	prach	poudre	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
fotografka	photographe	fotografka	photographe	N;NOM;FEM;SG;POS	N;MASC;SG
blesk	allégement	blesk	allégement	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
blesk	flash	blesk	flash	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
blesk	éclair	blesk	éclair	N;INAN;NOM;MASC;SG;POS	N;FEM;SG
blesk	lightning	blesk	lightning	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
