ve	та	ve	та	CONJ	CONJ
turistik	туристичне	turistik	туристичний	ADJ	ADJ;NOM;NEUT;SG
katılmak	приєднатися	kat	приєднатися	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V;PFV;NFIN
katılmak	приєднатись	kat	приєднатися	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V;PFV;NFIN
katılmak	долучитися	kat	долучитися	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V;PFV;NFIN
katılmak	долучитись	kat	долучитися	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V;PFV;NFIN
hediye	сьогодення	hedi	сьогодення	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
hediye	подарунок	hedi	подарунок	N;NOM;SG;3	N;INAN;NOM;MASC;SG
hediye	розіграш	hedi	розіграш	N;NOM;SG;3	N;INAN;NOM;MASC;SG
hediye	подарунок	hedi	подарунок	N;NOM;SG;3	N;INAN;NOM;MASC;SG
doğmuş	народився	doğ	народитися	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
doğmuş	народилась	doğ	народитися	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN
doğmuş	народилася	doğ	народитися	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN
şiirler	вірші	şiir	вірш	N;NOM;PL;3	N;INAN;NOM;MASC;PL
renkleri	кольори	renk	колір	N;NOM;PL;3	N;INAN;NOM;MASC;PL
renkleri	барви	renk	барва	N;NOM;PL;3	N;INAN;NOM;FEM;PL
renkleri	кольори	renk	колір	N;NOM;PL;3	N;INAN;NOM;MASC;PL
frekans	частота	frekans	частота	N;NOM;SG;3	N;INAN;NOM;FEM;SG
modelleri	моделі	model	модель	N;NOM;PL;3	N;INAN;NOM;FEM;PL
tüfek	рушниця	tüfek	рушниця	N;NOM;SG;3	N;INAN;NOM;FEM;SG
tüfek	гвинтівка	tüfek	гвинтівка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
birlikler	одиниці	birlik	одиниця	N;NOM;PL;3	N;INAN;NOM;FEM;PL
birlikler	війська	birlik	військо	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
sözlüğü	словник	sözlük	словник	N;NOM;SG;3	N;INAN;NOM;MASC;SG
tasarlanmış	розробив	tasarla	розробити	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN
tasarlanmış	розроблено	tasarla	розробити	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;IND;0;FIN
evler	домівки	ev	домівка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
evler	будинки	ev	будинок	N;NOM;PL;3	N;INAN;NOM;MASC;PL
evler	доми	ev	дім	N;NOM;PL;3	N;INAN;NOM;MASC;PL
evler	будинки	ev	будинок	N;NOM;PL;3	N;INAN;NOM;MASC;PL
point	точка	point	точка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
bitti	закінчив	bit	закінчити	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
bitti	закінчилося	bit	закінчитися	V;PFV;IND;SG;3;POS;PST	V;PFV;NEUT;IND;SG;PST;FIN
bitti	закінчилась	bit	закінчитися	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN
yemekler	страви	yemek	страва	N;NOM;PL;3	N;INAN;NOM;FEM;PL
durumlar	статуси	durum	статус	N;NOM;PL;3	N;INAN;NOM;MASC;PL
atlet	спортсмен	atlet	спортсмен	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
elverişli	зручний	elverişli	зручний	ADJ	ADJ;NOM;MASC;SG
elverişli	зручна	elverişli	зручний	ADJ	ADJ;NOM;FEM;SG
elverişli	позитивні	elverişli	позитивний	ADJ	ADJ;NOM;PL
banka	банк	banka	банк	N;NOM;SG;3	N;INAN;NOM;MASC;SG
tamamlandı	закінчив	tamamla	закінчити	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;IND;SG;PST;FIN
tamamlandı	завершити	tamamla	завершити	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NFIN
dinamik	динамічний	dinamik	динамічний	ADJ	ADJ;NOM;MASC;SG
dinamik	динамічні	dinamik	динамічний	ADJ	ADJ;NOM;PL
dinamik	динамічна	dinamik	динамічний	ADJ	ADJ;NOM;FEM;SG
dinamik	динамічне	dinamik	динамічний	ADJ	ADJ;NOM;NEUT;SG
şarap	вина	şarap	вино	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
şarap	вино	şarap	вино	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
vektör	вектор	vektör	вектор	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ateşi	гарячка	ateşi	гарячка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
ateşi	жар	ateşi	жар	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ateşi	лихоманка	ateşi	лихоманка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
berabere	краватка	beraber	краватка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
mimarisi	архітектура	mimari	архітектура	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kazananlar	переможці	kazanan	переможець	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
partiler	вечірки	parti	вечірка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
semt	сусідство	semt	сусідство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
semt	оточення	semt	оточення	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
semt	сусідство	semt	сусідство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
semt	сусідства	semt	сусідство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
semt	улус	semt	улус	N;NOM;SG;3	N;INAN;NOM;MASC;SG
semt	округ	semt	округ	N;NOM;SG;3	N;INAN;NOM;MASC;SG
semt	район	semt	район	N;NOM;SG;3	N;INAN;NOM;MASC;SG
semt	кредитування	semt	кредитування	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
dayanışma	солідарність	dayanışma	солідарність	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kahve	кава	kahve	кава	N;NOM;SG;3	N;INAN;NOM;FEM;SG
çevirisi	переклад	çevir	переклад	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kategorisi	категорія	kategori	категорія	N;NOM;SG;3	N;INAN;NOM;FEM;SG
ingilizler	британські	ingiliz	британський	ADJ;NOM;PL;3	ADJ;NOM;PL
seçimler	варіанти	seçim	варіант	N;NOM;PL;3	N;INAN;NOM;MASC;PL
görevler	задачі	görev	задача	N;NOM;PL;3	N;INAN;NOM;FEM;PL
görevler	задачі	görev	задача	N;NOM;PL;3	N;INAN;NOM;FEM;PL
görevler	місії	görev	місія	N;NOM;PL;3	N;INAN;NOM;FEM;PL
görevler	ролі	görev	роль	N;NOM;PL;3	N;INAN;NOM;FEM;PL
görevler	квести	görev	квести	N;NOM;PL;3	N;INAN;NOM;MASC;PL
silahlar	пістолети	silah	пістолет	N;NOM;PL;3	N;INAN;NOM;MASC;PL
silahlar	руки	silah	рука	N;NOM;PL;3	N;INAN;NOM;FEM;PL
philippe	філіпп	philippe	філіпп	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
görüşler	відгуки	görüş	відгук	N;NOM;PL;3	N;INAN;NOM;MASC;PL
toplantı	засідання	toplantı	засідання	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
toplantı	нарада	toplantı	нарада	N;NOM;SG;3	N;INAN;NOM;FEM;SG
toplantı	зустріч	toplantı	зустріч	N;NOM;SG;3	N;INAN;NOM;FEM;SG
şartları	терміни	şart	термін	N;NOM;PL;3	N;INAN;NOM;MASC;PL
şartları	умови	şart	умова	N;NOM;PL;3	N;INAN;NOM;FEM;PL
adresi	адреса	adres	адреса	N;NOM;SG;3	N;INAN;NOM;FEM;SG
diplomat	дипломат	diplomat	дипломат	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
yahudileri	євреїв	yahudi	єврей	N;ACC;PL;3	N;ANIM;ACC;MASC;PL
gazetecilik	журналістика	gazetecilik	журналістика	N;NOM;SG;3	N;INAN;NOM;FEM;SG
haberler	новини	haber	новина	N;NOM;PL;3	N;INAN;NOM;FEM;PL
haberler	історії	haber	історія	N;NOM;PL;3	N;INAN;NOM;FEM;PL
haberler	публікації	haber	публікація	N;NOM;PL;3	N;INAN;NOM;FEM;PL
haberler	розповіді	haber	розповідь	N;NOM;PL;3	N;INAN;NOM;FEM;PL
nadiren	рідко	nadiren	рідко	ADV	ADV
nadiren	рідко	nadiren	рідко	ADV	ADV
şirketler	компанії	şirket	компанія	N;NOM;PL;3	N;INAN;NOM;FEM;PL
şirketler	підприємства	şirket	підприємство	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
ermeniler	вірмени	ermen	вірмен	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
programlar	програми	program	програма	N;NOM;PL;3	N;INAN;NOM;FEM;PL
programlar	програми	program	програма	N;NOM;PL;3	N;INAN;NOM;FEM;PL
işlevi	функція	işlev	функція	N;NOM;SG;3	N;INAN;NOM;FEM;SG
beach	біч	beach	біч	N;NOM;SG;3	N;INAN;NOM;MASC;SG
beach	пляж	beach	пляж	N;NOM;SG;3	N;INAN;NOM;MASC;SG
beraberlik	краватка	beraberlik	краватка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
çalışmış	спрацювало	çalış	спрацювати	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;NEUT;IND;SG;PST;FIN
çapı	діаметр	çapı	діаметр	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kurumsal	корпоративні	kurumsal	корпоративний	ADJ	ADJ;NOM;PL
cinayet	убивство	cinayet	убивство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
cinayet	вбивство	cinayet	вбивство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
cinayet	убивство	cinayet	убивство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
farklılıklar	відмінності	farklılık	відмінність	N;NOM;PL;3	N;INAN;NOM;FEM;PL
reddetti	відмовив	reddet	відмовити	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
reddetti	відхилити	reddet	відхилити	V;PFV;IND;SG;3;POS;PST	V;PFV;NFIN
reddetti	відмовився	reddet	відмовитися	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
reddetti	відмовив	reddet	відмовити	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
mesleği	професія	meslek	професія	N;NOM;SG;3	N;INAN;NOM;FEM;SG
mesleği	окупація	meslek	окупація	N;NOM;SG;3	N;INAN;NOM;FEM;SG
üreticisi	виробник	üretici	виробник	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
danışmanı	консультант	danışman	консультант	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
danışmanı	радник	danışman	радник	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
danışmanı	радник	danışman	радник	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
bitkiler	рослини	bitki	рослина	N;NOM;PL;3	N;INAN;NOM;FEM;PL
bitkiler	заводи	bitki	завод	N;NOM;PL;3	N;INAN;NOM;MASC;PL
benzerlik	схожість	benzerlik	схожість	N;NOM;SG;3	N;INAN;NOM;FEM;SG
benzerlik	подібність	benzerlik	подібність	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kimliği	особа	kimlik	особа	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
kimliği	особистість	kimlik	особистість	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kimliği	профіль	kimlik	профіль	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kimliği	ідентичність	kimlik	ідентичність	N;NOM;SG;3	N;INAN;NOM;FEM;SG
hakaret	образа	hakaret	образа	N;NOM;SG;3	N;INAN;NOM;FEM;SG
hakaret	образа	hakaret	образа	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kurtlar	вовки	kurt	вовка	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
karşılaştı	натрапив	karşılaş	натрапити	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
karşılaştı	зіткнувся	karşılaş	зіткнутися	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
değerler	цінності	değer	цінність	N;NOM;PL;3	N;INAN;NOM;FEM;PL
yeğeni	племінник	yeğen	племінник	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
yeğeni	племінниця	yeğen	племінниця	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
stabilize	стабілізувати	stabilize	стабілізувати	V;PFV;IND;SG;POS;PRS	V;PFV;NFIN
burnu	рило	burun	рило	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
burnu	мис	burun	мис	N;NOM;SG;3	N;INAN;NOM;MASC;SG
burnu	ніс	burun	ніс	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kaçtı	втік	kaç	втекти	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
kaçtı	утік	kaç	утік	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
kaçtı	втекла	kaç	втекти	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN
kaçtı	втік	kaç	втекти	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
kaçtı	утік	kaç	утік	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
kaçtı	втекла	kaç	втекти	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN
renkler	кольори	renk	колір	N;NOM;PL;3	N;INAN;NOM;MASC;PL
renkler	барви	renk	барва	N;NOM;PL;3	N;INAN;NOM;FEM;PL
renkler	кольори	renk	колір	N;NOM;PL;3	N;INAN;NOM;MASC;PL
kurucuları	засновники	kurucu	засновник	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
romancı	письменник	romancı	письменник	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
sendromu	синдром	sendromu	синдр	N;NOM;SG;3	N;INAN;NOM;MASC;SG
planlanan	заплановано	planla	заплановати	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;IND;0;FIN
planlanan	заплановано	planla	заплановати	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;IND;0;FIN
volkanik	вулканічна	volkanik	вулканічний	ADJ	ADJ;NOM;FEM;SG
yetenekli	талановита	yetenekli	талановитий	ADJ	ADJ;NOM;FEM;SG
yetenekli	талановитий	yetenekli	талановитий	ADJ	ADJ;NOM;MASC;SG
yetenekli	талановиті	yetenekli	талановитий	ADJ	ADJ;NOM;PL
müslümanlar	мусульмани	müslüman	мусульман	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
müslümanlar	мусульмани	müslüman	мусульман	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
gözleri	очі	göz	око	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
konserler	концерти	konser	концерт	N;NOM;PL;3	N;INAN;NOM;MASC;PL
açısal	кутовий	açısal	кутовий	ADJ	ADJ;NOM;MASC;SG
binalar	будівлі	bina	будівля	N;NOM;PL;3	N;INAN;NOM;FEM;PL
namlu	дуло	namlu	дути	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
namlu	бочка	namlu	бочка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
tarihçiler	історики	tarihçi	історик	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
büyüdü	виріс	büyü	виріс	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
büyüdü	виросла	büyü	вирости	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN
simgesi	ікона	simge	ікона	N;NOM;SG;3	N;INAN;NOM;FEM;SG
simgesi	значок	simge	значок	N;NOM;SG;3	N;INAN;NOM;MASC;SG
avukatlık	адвокат	avukatlık	адвокат	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
avukatlık	юрист	avukatlık	юрист	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
sorumlusu	відповідальний	sorumlu	відповідальний	ADJ;NOM;SG;3	ADJ;NOM;MASC;SG
sorumlusu	відповідальна	sorumlu	відповідальний	ADJ;NOM;SG;3	ADJ;NOM;FEM;SG
anlamak	зрозуміти	anla	зрозуміти	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN
cennet	рай	cennet	рай	N;NOM;SG;3	N;INAN;NOM;MASC;SG
cennet	рай	cennet	рай	N;NOM;SG;3	N;INAN;NOM;MASC;SG
cennet	раю	cennet	рай	N;NOM;SG;3	N;INAN;NOM;MASC;SG
hotel	готель	hotel	готель	N;NOM;SG;3	N;INAN;NOM;MASC;SG
memnun	задоволені	memnun	задоволений	ADJ	ADJ;PFV;NOM;PL;V.PTCP;PASS
memnun	задоволена	memnun	задоволений	ADJ	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
memnun	задоволений	memnun	задоволений	ADJ	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
teknikleri	методики	teknik	методика	N;NOM;PL;3	N;INAN;NOM;FEM;PL
kavga	боротьба	kavga	боротьба	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kavga	бійка	kavga	бійка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kavga	бій	kavga	бій	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kavga	бійка	kavga	бійка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
komedyen	комік	komedyen	комік	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
platformu	платформа	platform	платформа	N;NOM;SG;3	N;INAN;NOM;FEM;SG
cerrahi	хірургія	cerrahi	хірургія	N;NOM;SG;3	N;INAN;NOM;FEM;SG
gözü	око	göz	око	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
sorumluluk	відповідальність	sorumluluk	відповідальність	N;NOM;SG;3	N;INAN;NOM;FEM;SG
sorumluluk	відповідальність	sorumluluk	відповідальність	N;NOM;SG;3	N;INAN;NOM;FEM;SG
aralığı	інтервал	aralık	інтервал	N;NOM;SG;3	N;INAN;NOM;MASC;SG
aralığı	проміжок	aralık	проміжок	N;NOM;SG;3	N;INAN;NOM;MASC;SG
konut	резиденція	konut	резиденція	N;NOM;SG;3	N;INAN;NOM;FEM;SG
konut	житло	konut	житло	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
kelimeler	слова	kelime	слово	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
solunum	дихальна	sol	дихальний	ADJ;NOM;SG;3	ADJ;NOM;FEM;SG
hazine	скарб	hazin	скарб	N;NOM;SG;3	N;INAN;NOM;MASC;SG
hazine	скарбниця	hazin	скарбниця	N;NOM;SG;3	N;INAN;NOM;FEM;SG
güreşçi	борець	güreşçi	борець	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
planet	планета	planet	планета	N;NOM;SG;3	N;INAN;NOM;FEM;SG
çoğunluk	більшість	çoğunluk	більшість	N;NOM;SG;3	N;INAN;NOM;FEM;SG
çoğunluk	кворум	çoğunluk	кворий	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yoğunluk	інтенсивність	yoğunluk	інтенсивність	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yoğunluk	щільність	yoğunluk	щільність	N;NOM;SG;3	N;INAN;NOM;FEM;SG
liderleri	лідерів	lider	лідер	N;ACC;PL;3	N;ANIM;ACC;MASC;PL
gelirler	прибутки	gel	прибуток	N;NOM;PL;3	N;INAN;NOM;MASC;PL
deportivo	депортіво	deportivo	депортіво	N;NOM;SG;3	N;INAN;NOM;MASC;SG
üretilmiş	виготовлено	üre	виготовити	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;IND;0;FIN
tasarlanan	розроблено	tasarla	розробити	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;IND;0;FIN
etkinlikler	заняття	etkinlik	заняття	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
etkinlikler	події	etkinlik	подія	N;NOM;PL;3	N;INAN;NOM;FEM;PL
ifadeler	реакції	ifade	реакція	N;NOM;PL;3	N;INAN;NOM;FEM;PL
ifadeler	заяви	ifade	заява	N;NOM;PL;3	N;INAN;NOM;FEM;PL
ifadeler	виписки	ifade	виписка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
ifadeler	фрази	ifade	фраза	N;NOM;PL;3	N;INAN;NOM;FEM;PL
ifadeler	вирази	ifade	вираз	N;NOM;PL;3	N;INAN;NOM;MASC;PL
eksikliği	відсутність	eksiklik	відсутність	N;NOM;SG;3	N;INAN;NOM;FEM;SG
eksikliği	брак	eksiklik	брак	N;NOM;SG;3	N;INAN;NOM;MASC;SG
eksikliği	нестача	eksiklik	нестач	N;NOM;SG;3	N;INAN;NOM;FEM;SG
puanlar	оцінки	puan	оцінка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
puanlar	точки	puan	точка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
puanlar	очки	puan	очка	N;NOM;PL;3	N;INAN;NOM;MASC;PL
puanlar	пункти	puan	пункт	N;NOM;PL;3	N;INAN;NOM;MASC;PL
mekanizması	механізм	mekaniz	механізм	N;NOM;SG;3	N;INAN;NOM;MASC;SG
getirilmiş	приніс	getir	приніс	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;MASC;IND;SG;PST;FIN
güzellik	краса	güzellik	краса	N;NOM;SG;3	N;INAN;NOM;FEM;SG
müşteri	замовник	müşteri	замовник	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
müşteri	клієнт	müşteri	клієнт	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
müşteri	клієнт	müşteri	клієнт	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
imzalandı	підписав	imzala	підписати	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;IND;SG;PST;FIN
ilkesi	принцип	ilke	принцип	N;NOM;SG;3	N;INAN;NOM;MASC;SG
dostu	дружній	dost	дружній	ADJ;NOM;SG;3	ADJ;NOM;MASC;SG
kentsel	урбан	kentsel	урбан	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
saldırılar	напади	sal	напади	N;NOM;PL;3	N;INAN;NOM;MASC;PL
saldırılar	атаки	sal	атаки	N;NOM;PL;3	N;INAN;NOM;FEM;PL
saldırılar	напади	sal	напади	N;NOM;PL;3	N;INAN;NOM;MASC;PL
fotoğraflar	фотографії	fotoğraf	фотографія	N;NOM;PL;3	N;INAN;NOM;FEM;PL
fotoğraflar	світлини	fotoğraf	світлина	N;NOM;PL;3	N;INAN;NOM;FEM;PL
fotoğraflar	картинки	fotoğraf	картинка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
oluşturma	створити	oluş	створити	V;PFV;IND;SG;2;POS;PRS;CAUS	V;PFV;NFIN
pasaport	паспорт	pasaport	паспорт	N;NOM;SG;3	N;INAN;NOM;MASC;SG
eşitlik	парність	eşitlik	парність	N;NOM;SG;3	N;INAN;NOM;FEM;SG
eşitlik	рівняння	eşitlik	рівняння	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
eşitlik	рівність	eşitlik	рівність	N;NOM;SG;3	N;INAN;NOM;FEM;SG
taburu	батальйон	tabur	батальйон	N;NOM;SG;3	N;INAN;NOM;MASC;SG
öğrendi	навчився	öğren	навчитися	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
öğrendi	вивчив	öğren	вивчити	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN
penaltı	штраф	penaltı	штраф	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kalitesi	якість	kalite	якість	N;NOM;SG;3	N;INAN;NOM;FEM;SG
jüpiter	юпітер	jüpiter	юпітер	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
projeler	проекти	proje	проект	N;NOM;PL;3	N;INAN;NOM;MASC;PL
patates	картопля	patates	картопля	N;NOM;SG;3	N;INAN;NOM;FEM;SG
patates	картопля	patates	картопля	N;NOM;SG;3	N;INAN;NOM;FEM;SG
büyükelçiliği	посольства	büyükelçilik	посольство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
büyükelçiliği	посольство	büyükelçilik	посольство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
etiketi	надпис	etiket	надпис	N;NOM;SG;3	N;INAN;NOM;MASC;SG
etiketi	напис	etiket	напис	N;NOM;SG;3	N;INAN;NOM;MASC;SG
etiketi	мітка	etiket	мітка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
hastalıklar	хвороби	hastalık	хвороба	N;NOM;PL;3	N;INAN;NOM;FEM;PL
görelilik	відносність	görelilik	відносність	N;NOM;SG;3	N;INAN;NOM;FEM;SG
gemiler	човни	gemi	човен	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
gemiler	кораблі	gemi	корабель	N;NOM;PL;3	N;INAN;NOM;MASC;PL
takvimi	календар	takvim	календар	N;NOM;SG;3	N;INAN;NOM;MASC;SG
fırlatma	стартувати	fırlatma	стартувати	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;PFV;NFIN
giderler	витрати	git	витрата	N;NOM;PL;3	N;INAN;NOM;MASC;PL
dayanıklı	стійкі	dayanıklı	стійкий	ADJ	ADJ;NOM;PL
işlemci	процесор	işlemci	процесор	N;NOM;SG;3	N;INAN;NOM;MASC;SG
işlemci	процесор	işlemci	процесор	N;NOM;SG;3	N;INAN;NOM;MASC;SG
fakülte	факультет	fakül	факультет	N;NOM;SG;3	N;INAN;NOM;MASC;SG
makaleler	статті	makale	стаття	N;NOM;PL;3	N;INAN;NOM;FEM;PL
makaleler	твори	makale	твір	N;NOM;PL;3	N;INAN;NOM;MASC;PL
danışma	консультант	danış	консультант	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
danışma	консалтинг	danış	консалтинг	N;NOM;SG;3	N;INAN;NOM;MASC;SG
danışma	консультування	danış	консультування	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
danışma	попередження	danış	попередження	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
danışma	консультація	danış	консультація	N;NOM;SG;3	N;INAN;NOM;FEM;SG
bağışıklık	імунна	bağışıklık	імунний	N;NOM;SG;3	N;INAN;NOM;FEM;SG
bağışıklık	імунітет	bağışıklık	імунітет	N;NOM;SG;3	N;INAN;NOM;MASC;SG
bağışıklık	імунітет	bağışıklık	імунітет	N;NOM;SG;3	N;INAN;NOM;MASC;SG
akışı	потік	akış	потік	N;NOM;SG;3	N;INAN;NOM;MASC;SG
gerektirir	вимагати	gerek	вимагати	V;IPFV;IND;SG;3;POS;CAUS	V;IPFV;NFIN
sorular	довідки	soru	довідка	N;NOM;PL;3	N;INAN;NOM;FEM;PL
araplar	араби	arap	араба	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
çiçeği	цвітіння	çiçek	цвітіння	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
çiçeği	квітка	çiçek	квітка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
gözler	очі	göz	око	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
yöntemler	способи	yöntem	спосіб	N;NOM;PL;3	N;INAN;NOM;MASC;PL
yöntemler	методи	yöntem	метод	N;NOM;PL;3	N;INAN;NOM;MASC;PL
balıkçılık	тунця	balıkçılık	тунець	N;NOM;SG;3	N;INAN;NOM;MASC;SG
