retratos	portrætter	retrato	portrætte	N;MASC;PL	N;INDF;MASC+FEM;PL
agregar	tilføj	agregar	tilføj	V;NFIN	V;IMP
agregar	tilføjer	agregar	tilføje	V;NFIN	V;IND;PRS;FIN;ACT
agregar	tilføje	agregar	tilføje	V;NFIN	V;NFIN;ACT
tela	klud	tela	klud	N;FEM;SG	N;INDF;MASC+FEM;SG
tela	stof	tela	stof	N;FEM;SG	N;INDF;NEUT;SG
refugiados	flygtninge	refugiado	flygtning	N;MASC;PL	N;INDF;MASC+FEM;PL
refugiados	flygtningene	refugiado	flygtning	N;MASC;PL	N;DEF;MASC+FEM;PL
cantera	stenbruddet	cantera	stenbrud	N;FEM;SG	N;DEF;NEUT;SG
cantera	stenbrud	cantera	stenbrud	N;FEM;SG	N;INDF;NEUT;SG
énfasis	fremhævelse	énfasis	fremhævelse	N;MASC	N;INDF;MASC+FEM;SG
énfasis	understregning	énfasis	understregning	N;MASC	N;INDF;MASC+FEM;SG
revisar	gennemgå	revisar	gennemgå	V;NFIN	V;NFIN;ACT
brothers	brødrene	brothers	broder	N;MASC;PL	N;DEF;MASC+FEM;PL
brothers	brødre	brothers	broder	N;MASC;PL	N;INDF;MASC+FEM;PL
circo	cirkus	circo	cirkus	N;MASC;SG	N;INDF;NEUT;SG
robo	tyveri	robo	tyveri	N;MASC;SG	N;INDF;NEUT;SG
robo	røveri	robo	røveri	N;MASC;SG	N;INDF;NEUT;SG
robo	indbrud	robo	indbrud	N;MASC;SG	N;INDF;NEUT;SG
contactos	kontakter	contacto	kontakt	N;MASC;PL	N;INDF;MASC+FEM;PL
contactos	kontaktpersoner	contacto	kontaktperson	N;MASC;PL	N;INDF;MASC+FEM;PL
contactos	kontaktlinser	contacto	kontaktlins	N;MASC;PL	N;INDF;MASC+FEM;PL
exploradores	spejderne	explorador	spejde	N;MASC;PL	N;DEF;MASC+FEM;PL
exploradores	spejdere	explorador	spejder	N;MASC;PL	N;INDF;MASC+FEM;PL
flauta	fløjte	flauta	fløjte	N;FEM;SG	N;INDF;MASC+FEM;SG
flauta	fløjten	flauta	fløjt	N;FEM;SG	N;DEF;MASC+FEM;SG
hormigón	beton	hormigón	beton	N;MASC;SG	N;INDF;MASC+FEM;SG
pinto	pinto	pinto	pinto	N;MASC;SG	N;INDF;MASC+FEM;SG
jugaron	spillede	jugar	spille	V;IND;PL;3;PST;FIN	V;IND;PST;FIN;ACT
odio	had	odio	had	N;MASC;SG	N;INDF;NEUT;SG
odio	had	odio	had	N;MASC;SG	N;INDF;NEUT;SG
consultas	konsultationer	consulta	konsultation	N;FEM;PL	N;INDF;MASC+FEM;PL
consultas	høringer	consulta	høring	N;FEM;PL	N;INDF;MASC+FEM;PL
consultas	forespørgsler	consulta	forespørgsel	N;FEM;PL	N;INDF;MASC+FEM;PL
consultas	konsultationer	consulta	konsultation	N;FEM;PL	N;INDF;MASC+FEM;PL
consultas	høringer	consulta	høring	N;FEM;PL	N;INDF;MASC+FEM;PL
consultas	forespørgsler	consulta	forespørgsel	N;FEM;PL	N;INDF;MASC+FEM;PL
consultas	forespørgsler	consulta	forespørgsel	N;FEM;PL	N;INDF;MASC+FEM;PL
consultas	henvendelser	consulta	henvendelse	N;FEM;PL	N;INDF;MASC+FEM;PL
consultas	undersøgelser	consulta	undersøgelse	N;FEM;PL	N;INDF;MASC+FEM;PL
comprobar	tjek	comprobar	tjek	V;NFIN	V;IMP
prosa	prosa	prosa	prosa	N;FEM;SG	N;INDF;MASC+FEM;SG
radicales	yderliggående	radical	yderliggående	ADJ;PL	ADJ
radicales	yderligtgående	radical	yderligtgående	ADJ;PL	ADJ
radicales	radikale	radical	radikal	ADJ;PL	ADJ;PL
condena	fordømmelse	condena	fordømmelse	N;FEM;SG	N;INDF;MASC+FEM;SG
connecticut	connecticut	connecticut	connecticut	N;MASC;SG	N;INDF;MASC+FEM;SG
discípulo	discipel	discípulo	discipel	N;MASC;SG	N;INDF;MASC+FEM;SG
religiones	religioner	religión	religion	N;FEM;PL	N;INDF;MASC+FEM;PL
lealtad	troskab	lealtad	troskab	N;FEM;SG	N;INDF;MASC+FEM;SG
lealtad	loyalitet	lealtad	loyalitet	N;FEM;SG	N;INDF;MASC+FEM;SG
compañera	værelseskammerat	compañera	værelseskammerat	N;FEM;SG	N;INDF;MASC+FEM;SG
compañera	bofælle	compañera	bofælle	N;FEM;SG	N;INDF;MASC+FEM;SG
compañera	sambo	compañera	sambo	N;FEM;SG	N;INDF;MASC+FEM;SG
compañera	følgeskab	compañera	følgeskab	N;FEM;SG	N;INDF;NEUT;SG
compañera	følgesvend	compañera	følgesvend	N;FEM;SG	N;INDF;MASC+FEM;SG
start	start	start	start	N	N;INDF;MASC+FEM;SG
funcional	funktionel	funcional	funktionel	ADJ;SG	ADJ;INDF;MASC+FEM;SG
funcional	funktionelt	funcional	funktionelt	ADJ;SG	ADJ;INDF;NEUT;SG
compostela	compostela	compostela	compostela	N;FEM;SG	N;INDF;MASC+FEM;SG
disparos	skyderier	disparo	skyderi	N;MASC;PL	N;INDF;NEUT;PL
cayo	gaius	cayo	gaius	N;MASC;SG	N;INDF;MASC+FEM;SG
melbourne	melbourne	melbourne	melbourn	N;MASC;SG	N;INDF;MASC+FEM;SG
máscara	maske	máscara	maske	N;FEM;SG	N;INDF;MASC+FEM;SG
máscara	masken	máscara	mask	N;FEM;SG	N;DEF;MASC+FEM;SG
activista	aktivist	activista	aktivist	N;SG	N;INDF;MASC+FEM;SG
michelle	michelle	michelle	michel	N;FEM;SG	N;INDF;MASC+FEM;SG
puro	ren	puro	ren	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
puro	rent	puro	ren	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
separada	særskilt	separado	særskilt	ADJ;FEM;SG;V.PTCP	ADJ;INDF;SG
comprensión	forståelse	comprensión	forståelse	N;FEM;SG	N;INDF;MASC+FEM;SG
comprensión	forståelse	comprensión	forståelse	N;FEM;SG	N;INDF;MASC+FEM;SG
mónaco	monaco	mónaco	monaco	N;MASC;SG	N;INDF;MASC+FEM;SG
distinguir	skelne	distinguir	skelne	V;NFIN	V;NFIN;ACT
distinguir	skelne	distinguir	skelne	V;NFIN	V;NFIN;ACT
distinguir	sondre	distinguir	sond	V;NFIN	V;NFIN;ACT
distinguir	skelner	distinguir	skelne	V;NFIN	V;IND;PRS;FIN;ACT
expediciones	ekspeditioner	expedición	ekspedition	N;FEM;PL	N;INDF;MASC+FEM;PL
compleja	kompliceret	complejo	kompliceret	ADJ;FEM;SG	ADJ;INDF;SG
compleja	indviklet	complejo	indviklet	ADJ;FEM;SG	ADJ;INDF;SG
compleja	kompleks	complejo	kompleks	ADJ;FEM;SG	ADJ;INDF;SG
compleja	komplekst	complejo	komplekst	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
trilogía	trilogi	trilogía	trilogi	N;FEM;SG	N;INDF;MASC+FEM;SG
concejal	rådmand	concejal	rådmand	N;MASC;SG	N;INDF;NEUT;SG
concejal	byrådsmedlem	concejal	byrådsmedlem	N;MASC;SG	N;INDF;NEUT;SG
concejal	rådmand	concejal	rådmand	N;MASC;SG	N;INDF;NEUT;SG
concejal	byrådsmedlem	concejal	byrådsmedlem	N;MASC;SG	N;INDF;NEUT;SG
concejal	byrådsmedlem	concejal	byrådsmedlem	N;MASC;SG	N;INDF;NEUT;SG
chocolate	chokolade	chocolate	chokolade	N;MASC;SG	N;INDF;MASC+FEM;SG
calzada	kørebane	calzada	kørebane	N;FEM;SG	N;INDF;MASC+FEM;SG
calzada	causeway	calzada	causeway	N;FEM;SG	N;INDF;NEUT;SG
terminada	færdig	terminado	færdig	ADJ;FEM;SG;V.PTCP	ADJ;INDF;MASC+FEM;SG
terminada	færdigt	terminado	færdig	ADJ;FEM;SG;V.PTCP	ADJ;INDF;NEUT;SG
tumbas	gravene	tumba	grav	N;FEM;PL	N;DEF;NEUT;PL
conservar	bevare	conservar	bevare	V;NFIN	V;NFIN;ACT
conservar	bevar	conservar	bevare	V;NFIN	V;IMP
conservar	bevar	conservar	bevare	V;NFIN	V;IMP
inmediata	omgående	inmediato	omgående	ADJ;FEM;SG	ADJ
inmediata	umiddelbar	inmediato	umiddelbar	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
inmediata	øjeblikkelig	inmediato	øjeblikkelig	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
riego	vanding	riego	vanding	N;MASC;SG	N;INDF;MASC+FEM;SG
riego	kunstvanding	riego	kunstvanding	N;MASC;SG	N;INDF;MASC+FEM;SG
riego	vanding	riego	vanding	N;MASC;SG	N;INDF;MASC+FEM;SG
piernas	benene	pierna	ben	N;FEM;PL	N;DEF;NEUT;PL
piernas	ben	pierna	ben	N;FEM;PL	N;INDF;NEUT;PL
típicamente	typisk	típicamente	typisk	ADV	ADV
dramático	dramatisk	dramático	dramatisk	ADJ;MASC;SG	ADJ;INDF;SG
músculo	muskel	músculo	muskel	N;MASC;SG	N;INDF;MASC+FEM;SG
músculo	musklen	músculo	muskel	N;MASC;SG	N;DEF;MASC+FEM;SG
atleta	atlet	atleta	at	N;SG	N;INDF;MASC+FEM;SG
val	val	val	vælle	N;MASC;SG	N;INDF;MASC+FEM;SG
bonus	bonus	bonu	bonus	N	N;INDF;MASC+FEM;SG
perdón	undskyld	perdón	undskylde	N;MASC;SG	N;INDF;NEUT;SG
perdón	benådning	perdón	benådning	N;MASC;SG	N;INDF;MASC+FEM;SG
paquete	parcel	paquete	parcel	N;SG	N;INDF;MASC+FEM;SG
paquete	pakke	paquete	pakke	N;SG	N;INDF;MASC+FEM;SG
paquete	pakken	paquete	pakke	N;SG	N;DEF;MASC+FEM;SG
paquete	pakning	paquete	pakning	N;SG	N;INDF;MASC+FEM;SG
paquete	bundt	paquete	bundt	N;SG	N;INDF;NEUT;SG
paquete	pakke	paquete	pakke	N;SG	N;INDF;MASC+FEM;SG
paquete	pakning	paquete	pakning	N;SG	N;INDF;MASC+FEM;SG
públicamente	offentligt	públicamente	offentligt	ADV	ADV
busto	razzia	busto	razzia	N;MASC;SG	N;INDF;MASC+FEM;SG
busto	buste	busto	buste	N;MASC;SG	N;INDF;MASC+FEM;SG
desconocida	ukendt	desconocido	ukendt	ADJ;FEM;SG;V.PTCP	ADJ;INDF;SG
especialistas	specialister	especialista	specialist	N;PL	N;INDF;MASC+FEM;PL
especialistas	speciallæger	especialista	speciallæge	N;PL	N;INDF;MASC+FEM;PL
mono	aben	mono	aben	N;MASC;SG	N;INDF;MASC+FEM;SG
mono	abe	mono	abe	N;MASC;SG	N;INDF;MASC+FEM;SG
mono	monkey	mono	monkey	N;MASC;SG	N;INDF;NEUT;SG
trastornos	lidelser	trastorno	lidelse	N;MASC;PL	N;INDF;MASC+FEM;PL
trastornos	sygdomme	trastorno	sygdom	N;MASC;PL	N;INDF;MASC+FEM;PL
rehabilitación	afvænning	rehabilitación	afvænning	N;FEM;SG	N;INDF;MASC+FEM;SG
rehabilitación	rehabilitering	rehabilitación	rehabilitering	N;FEM;SG	N;INDF;MASC+FEM;SG
rehabilitación	revalidering	rehabilitación	revalidering	N;FEM;SG	N;INDF;MASC+FEM;SG
rehabilitación	genoptræning	rehabilitación	genoptræning	N;FEM;SG	N;INDF;MASC+FEM;SG
rehabilitación	istandsættelse	rehabilitación	istandsættelse	N;FEM;SG	N;INDF;MASC+FEM;SG
revelación	åbenbaring	revelación	åbenbaring	N;FEM;SG	N;INDF;MASC+FEM;SG
revelación	afsløring	revelación	afsløring	N;FEM;SG	N;INDF;MASC+FEM;SG
revelación	videregivelse	revelación	videregivelse	N;FEM;SG	N;INDF;MASC+FEM;SG
aluminio	aluminium	aluminio	aluminium	N;MASC;SG	N;INDF;NEUT;SG
aluminio	aluminium	aluminio	aluminium	N;MASC;SG	N;INDF;NEUT;SG
satélites	satellitter	satélite	satellit	N;MASC;PL	N;INDF;MASC+FEM;PL
satélites	satellitterne	satélite	satellit	N;MASC;PL	N;DEF;MASC+FEM;PL
zero	nul	zero	nul	N	N;INDF;NEUT;SG
infección	infektion	infección	infektion	N;FEM;SG	N;INDF;MASC+FEM;SG
largometraje	funktion	largometraje	funktion	N;MASC;SG	N;INDF;MASC+FEM;SG
largometraje	funktionen	largometraje	funktion	N;MASC;SG	N;DEF;MASC+FEM;SG
noveno	niende	noveno	nie	ADJ;MASC;SG	ADJ
mezquita	moské	mezquita	moské	N;FEM;SG	N;INDF;MASC+FEM;SG
contratos	kontrakter	contrato	kontrakt	N;MASC;PL	N;INDF;MASC+FEM;PL
contratos	aftaler	contrato	aftale	N;MASC;PL	N;INDF;MASC+FEM;PL
guardias	vagter	guardia	vagt	N;PL	N;INDF;MASC+FEM;PL
guardias	vagterne	guardia	vagt	N;PL	N;DEF;MASC+FEM;PL
terrorista	terrorist	terrorista	terrorist	N;SG	N;INDF;MASC+FEM;SG
superficial	overfladisk	superficial	overfladisk	ADJ;SG	ADJ;INDF;SG
superficial	overfladisk	superficial	overfladisk	ADJ;SG	ADJ;INDF;SG
hardware	hardware	harewar	hardware	N;MASC;SG	N;INDF;SG
hardware	isenkram	harewar	isenkram	N;MASC;SG	N;INDF;NEUT;SG
abundancia	overflod	abundancia	overflod	N;FEM;SG	N;INDF;MASC+FEM;SG
abundancia	væld	abundancia	væld	N;FEM;SG	N;INDF;NEUT;SG
abundancia	tæthed	abundancia	tæthed	N;FEM;SG	N;INDF;MASC+FEM;SG
procesamiento	forarbejdning	procesamiento	forarbejdning	N;MASC;SG	N;INDF;MASC+FEM;SG
test	test	test	test	N;MASC;SG	N;INDF;MASC+FEM;SG
test	afprøvning	test	afprøvning	N;MASC;SG	N;INDF;MASC+FEM;SG
test	prøvning	test	prøvning	N;MASC;SG	N;INDF;MASC+FEM;SG
redactor	chefredaktør	redactor	chefredaktør	N;MASC;SG	N;INDF;MASC+FEM;SG
redactor	editor	redactor	editor	N;MASC;SG	N;INDF;MASC+FEM;SG
redactor	redigering	redactor	redigering	N;MASC;SG	N;INDF;MASC+FEM;SG
redactor	redaktør	redactor	redaktør	N;MASC;SG	N;INDF;MASC+FEM;SG
conspiración	komplot	conspiración	komplot	N;FEM;SG	N;INDF;NEUT;SG
conspiración	sammensværgelse	conspiración	sammensværgelse	N;FEM;SG	N;INDF;MASC+FEM;SG
conspiración	konspiration	conspiración	konspiration	N;FEM;SG	N;INDF;MASC+FEM;SG
institut	institut	institut	institut	N;MASC;SG	N;INDF;MASC+FEM;SG
secundarias	sekundære	secundario	sekundær	ADJ;FEM;PL	ADJ;PL
verbo	verbum	verbo	verbum	N;MASC;SG	N;INDF;NEUT;SG
funcionario	embedsmand	funcionario	embedsmand	N;MASC;SG	N;INDF;MASC+FEM;SG
funcionario	tjenestemand	funcionario	tjenestemand	N;MASC;SG	N;INDF;MASC+FEM;SG
explorador	scout	explorador	scout	N;MASC;SG	N;INDF;MASC+FEM;SG
explorador	spejder	explorador	spejde	N;MASC;SG	N;INDF;MASC+FEM;SG
explorador	browseren	explorador	browser	N;MASC;SG	N;DEF;MASC+FEM;SG
explorador	browser	explorador	browse	N;MASC;SG	N;INDF;MASC+FEM;SG
cumpleaños	fødselsdage	cumpleaños	fødselsdag	N;MASC	N;INDF;MASC+FEM;SG
cumpleaños	fødselsdagen	cumpleaños	fødselsdag	N;MASC	N;DEF;MASC+FEM;SG
cumpleaños	fødselsdag	cumpleaños	fødselsdag	N;MASC	N;INDF;MASC+FEM;SG
kate	kate	kate	kate	N;FEM;SG	N;INDF;MASC+FEM;SG
taxonomía	taksonomi	taxonomía	taksonomi	N;FEM;SG	N;INDF;MASC+FEM;SG
útiles	nyttige	útil	nyttig	ADJ;PL	ADJ;PL
útiles	nyttige	útil	nyttig	ADJ;PL	ADJ;PL
melodía	melodi	melodía	melodi	N;FEM;SG	N;INDF;MASC+FEM;SG
melodía	melodi	melodía	melodi	N;FEM;SG	N;INDF;MASC+FEM;SG
melodía	tune	melodía	tune	N;FEM;SG	N;INDF;MASC+FEM;SG
estimación	overslag	estimación	overslag	N;FEM;SG	N;INDF;NEUT;SG
estimación	estimat	estimación	estimat	N;FEM;SG	N;INDF;NEUT;SG
estimación	estimering	estimación	estimering	N;FEM;SG	N;INDF;MASC+FEM;SG
area	areal	area	areal	N;FEM;SG	N;INDF;NEUT;SG
area	område	area	område	N;FEM;SG	N;INDF;NEUT;SG
estrechamente	nøje	estrechamente	nøje	ADV	ADV
comunicado	kommuniké	comunicado	kommuniké	N;MASC;SG	N;INDF;MASC+FEM;SG
comunicado	erklæring	comunicado	erklæring	N;MASC;SG	N;INDF;MASC+FEM;SG
comunicado	redegørelse	comunicado	redegørelse	N;MASC;SG	N;INDF;MASC+FEM;SG
dieciséis	seksten	dieciséis	sekst	NUM;PL	NUM
ucraniano	ukrainsk	ucraniano	ukrainsk	ADJ;MASC;SG	ADJ;INDF;SG
esencia	essensen	esencia	essense	N;FEM;SG	N;DEF;MASC+FEM;SG
esencia	essens	esencia	essens	N;FEM;SG	N;INDF;MASC+FEM;SG
conversaciones	samtaler	conversación	samtale	N;FEM;PL	N;INDF;MASC+FEM;PL
conversaciones	samtalerne	conversación	samtale	N;FEM;PL	N;DEF;MASC+FEM;PL
percepción	opfattelse	percepción	opfattelse	N;FEM;SG	N;INDF;MASC+FEM;SG
percepción	opfattelsen	percepción	opfattelse	N;FEM;SG	N;DEF;MASC+FEM;SG
percepción	opfattelse	percepción	opfattelse	N;FEM;SG	N;INDF;MASC+FEM;SG
subespecies	underarter	subespecie	underart	N;FEM;PL	N;INDF;MASC+FEM;PL
descripciones	beskrivelser	descripción	beskrivelse	N;FEM;PL	N;INDF;MASC+FEM;PL
descripciones	betegnelser	descripción	betegnelse	N;FEM;PL	N;INDF;MASC+FEM;PL
fundar	stiftende	fundar	stifte	V;NFIN	V;PRS;V.PTCP
bachillerato	studentereksamen	bachillerato	studentereksame	N;MASC;SG	N;DEF;MASC+FEM;SG
cuadrada	firkantet	cuadrado	firkantet	ADJ;FEM;SG	ADJ;INDF;SG
artísticos	kunstneriske	artístico	kunstnerisk	ADJ;MASC;PL	ADJ;PL
introduce	indfører	introducir	indføre	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
introduce	introducerer	introducir	introducere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
excavaciones	udgravninger	excavación	udgravning	N;FEM;PL	N;INDF;MASC+FEM;PL
pila	batteri	pila	batteri	N;FEM;SG	N;INDF;NEUT;SG
pila	batteriet	pila	batterium	N;FEM;SG	N;DEF;NEUT;SG
pila	bunke	pila	bunke	N;FEM;SG	N;INDF;MASC+FEM;SG
pila	bunken	pila	bunk	N;FEM;SG	N;DEF;MASC+FEM;SG
pila	luv	pila	luv	N;FEM;SG	N;INDF;NEUT;SG
pila	skorsten	pila	skorsten	N;FEM;SG	N;DEF;MASC+FEM;SG
regularmente	jævnligt	regularmente	jævnligt	ADV	ADV
regularmente	regelmæssigt	regularmente	regelmæssigt	ADV	ADV
caos	beskadigelse	caos	beskadigelse	N;MASC	N;INDF;MASC+FEM;SG
caos	kaos	caos	kaos	N;MASC	N;INDF;NEUT;SG
caos	ravage	caos	ravag	N;MASC	N;INDF;MASC+FEM;SG
caos	kaos	caos	kaos	N;MASC	N;INDF;NEUT;SG
módulo	modul	módulo	modul	N;MASC;SG	N;INDF;NEUT;SG
módulo	modulet	módulo	module	N;MASC;SG	N;DEF;NEUT;SG
eslovenia	slovenien	eslovenia	slovenie	N;FEM;SG	N;DEF;MASC+FEM;SG
eslovenia	slovensk	eslovenia	slovensk	N;FEM;SG	N;INDF;NEUT;SG
turcos	tyrkere	turco	tyrker	N;MASC;PL	N;INDF;MASC+FEM;PL
turcos	tyrkerne	turco	tyrke	N;MASC;PL	N;DEF;MASC+FEM;PL
garganta	hals	garganta	hals	N;FEM;SG	N;INDF;MASC+FEM;SG
garganta	svælg	garganta	svælg	N;FEM;SG	N;INDF;MASC+FEM;SG
garganta	halsen	garganta	hals	N;FEM;SG	N;DEF;MASC+FEM;SG
garganta	strube	garganta	strube	N;FEM;SG	N;INDF;MASC+FEM;SG
garganta	slugten	garganta	slugt	N;FEM;SG	N;DEF;MASC+FEM;SG
eficiencia	effektiviteten	eficiencia	effektivitet	N;FEM;SG	N;DEF;MASC+FEM;SG
eficiencia	virkningsgrad	eficiencia	virkningsgrad	N;FEM;SG	N;INDF;MASC+FEM;SG
eficiencia	effektivitet	eficiencia	effektivitet	N;FEM;SG	N;INDF;MASC+FEM;SG
prohibido	forbudt	prohibido	forbudt	ADJ;MASC;SG;V.PTCP	ADJ;INDF;SG
prohibido	forbudt	prohibido	forbudt	ADJ;MASC;SG;V.PTCP	ADJ;INDF;SG
prohibido	forbudt	prohibido	forbudt	ADJ;MASC;SG;V.PTCP	ADJ;INDF;SG
noruego	norsk	noruego	norsk	N;MASC;SG	N;INDF;NEUT;SG
noruego	norges	noruego	norgen	N;MASC;SG	N;GEN;INDF;MASC+FEM;SG
consistente	konsistent	consistente	konsistent	ADJ;SG	ADJ;INDF;SG
consistente	konsekvent	consistente	konsekvent	ADJ;SG	ADJ;INDF;NEUT;SG
cantó	sunget	cantar	sunge	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
historietas	tegneserier	historieta	tegneseri	N;FEM;PL	N;INDF;NEUT;PL
philadelphia	philadelphia	philadelphia	philadelphia	N;FEM;SG	N;INDF;MASC+FEM;SG
grueso	fyldig	grueso	fyldig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
grueso	tyk	grueso	tyk	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
obtención	indhentning	obtención	indhentning	N;FEM;SG	N;INDF;MASC+FEM;SG
obtención	fremskaffelse	obtención	fremskaffelse	N;FEM;SG	N;INDF;MASC+FEM;SG
triángulo	trekanten	triángulo	trekant	N;MASC;SG	N;DEF;MASC+FEM;SG
triángulo	trekant	triángulo	trekant	N;MASC;SG	N;INDF;MASC+FEM;SG
bart	bart	bart	bart	N;SG	N;INDF;MASC+FEM;SG
habsburgo	habsburg	habsburgo	habsburg	N;MASC;SG	N;INDF;MASC+FEM;SG
cama	strøelse	cama	strøelse	N;FEM;SG	N;INDF;MASC+FEM;SG
cama	sengetøj	cama	sengetøj	N;FEM;SG	N;INDF;NEUT;SG
cama	sengen	cama	seng	N;FEM;SG	N;DEF;MASC+FEM;SG
cama	seng	cama	seng	N;FEM;SG	N;INDF;MASC+FEM;SG
eficaz	effektiv	eficaz	effektiv	ADJ;SG	ADJ;INDF;MASC+FEM;SG
eficaz	effektivt	eficaz	effektiv	ADJ;SG	ADJ;INDF;NEUT;SG
eficaz	effektiv	eficaz	effektiv	ADJ;SG	ADJ;INDF;MASC+FEM;SG
eficaz	effektivt	eficaz	effektiv	ADJ;SG	ADJ;INDF;NEUT;SG
comenta	kommentere	comentar	kommentere	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
comenta	kommenterer	comentar	kommentere	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
terminando	afsluttende	terminar	afslutte	V;V.MSDR	V;PRS;V.PTCP
terminando	færdiggør	terminar	færdiggøre	V;V.MSDR	V;IND;PRS;FIN;ACT
terminando	slutter	terminar	slutte	V;V.MSDR	V;IND;PRS;FIN;ACT
piedad	medlidenhed	piedad	medlidenhed	N;FEM;SG	N;INDF;MASC+FEM;SG
piedad	nåde	piedad	nåde	N;FEM;SG	N;INDF;MASC+FEM;SG
piedad	barmhjertighed	piedad	barmhjertighed	N;FEM;SG	N;INDF;MASC+FEM;SG
piedad	fromhed	piedad	fromhed	N;FEM;SG	N;INDF;MASC+FEM;SG
perciformes	pigfinnefisk	perciforme	pigfinnefisk	N;MASC	N;INDF;MASC+FEM;SG
realismo	realisme	realismo	realisme	N;MASC;SG	N;INDF;MASC+FEM;SG
conversación	samtalen	conversación	samtale	N;FEM;SG	N;DEF;MASC+FEM;SG
conversación	samtale	conversación	samtale	N;FEM;SG	N;INDF;MASC+FEM;SG
conversación	konversation	conversación	konversation	N;FEM;SG	N;INDF;MASC+FEM;SG
clasificar	kategorisere	clasificar	kategorisere	V;NFIN	V;NFIN;ACT
clasificar	klassificerer	clasificar	klassificere	V;NFIN	V;IND;PRS;FIN;ACT
clasificar	klassificere	clasificar	klassificere	V;NFIN	V;NFIN;ACT
emisoras	stationer	emisora	station	N;FEM;PL	N;INDF;MASC+FEM;PL
emisoras	stationerne	emisora	station	N;FEM;PL	N;DEF;MASC+FEM;PL
espinas	torne	espina	torn	N;FEM;PL	N;INDF;MASC+FEM;PL
espinas	pigge	espina	pigge	N;FEM;PL	N;INDF;MASC+FEM;PL
habitaciones	soveværelser	habitación	soveværelse	N;FEM;PL	N;INDF;NEUT;PL
habitaciones	værelser	habitación	værelse	N;FEM;PL	N;INDF;MASC+FEM;PL
habitaciones	lokaler	habitación	lokale	N;FEM;PL	N;INDF;NEUT;PL
habitaciones	værelser	habitación	værelse	N;FEM;PL	N;INDF;MASC+FEM;PL
myspace	myspace	myspace	myspace	N;MASC;SG	N;INDF;NEUT;SG
ambientales	miljømæssige	ambiental	miljømæssig	ADJ;PL	ADJ;PL
arbustos	buskene	arbusto	busk	N;MASC;PL	N;DEF;MASC+FEM;PL
arbustos	buske	arbusto	busk	N;MASC;PL	N;INDF;MASC+FEM;PL
arbustos	buske	arbusto	busk	N;MASC;PL	N;INDF;MASC+FEM;PL
consecutivas	fortløbende	consecutivo	fortløbende	ADJ;FEM;PL	ADJ
aeropuertos	lufthavne	aeropuerto	lufthavne	N;MASC;PL	N;INDF;MASC+FEM;PL
aeropuertos	lufthavne	aeropuerto	lufthavne	N;MASC;PL	N;INDF;MASC+FEM;PL
aeropuertos	lufthavnene	aeropuerto	lufthavn	N;MASC;PL	N;DEF;NEUT;PL
urbanización	urbanisering	urbanización	urbanisering	N;FEM;SG	N;INDF;MASC+FEM;SG
urbanización	urbanisering	urbanización	urbanisering	N;FEM;SG	N;INDF;MASC+FEM;SG
adjunto	stedfortræder	adjunto	stedfortræder	N;MASC;SG	N;INDF;MASC+FEM;SG
adjunto	vedføjet	adjunto	vedføjet	N;MASC;SG	N;DEF;NEUT;SG
adjunto	udlæg	adjunto	udlæg	N;MASC;SG	N;INDF;NEUT;SG
adjunto	fastgørelse	adjunto	fastgørelse	N;MASC;SG	N;INDF;MASC+FEM;SG
supervivencia	overlevelsen	supervivencia	overlevelse	N;FEM;SG	N;DEF;MASC+FEM;SG
supervivencia	overlevelse	supervivencia	overlevelse	N;FEM;SG	N;INDF;MASC+FEM;SG
cómics	tegneserier	cómics	tegneseri	N;MASC;PL	N;INDF;NEUT;PL
pistola	pistol	pistola	pistol	N;FEM;SG	N;INDF;MASC+FEM;SG
pistola	gevær	pistola	gevær	N;FEM;SG	N;INDF;NEUT;SG
pistola	pistol	pistola	pistol	N;FEM;SG	N;INDF;MASC+FEM;SG
ascensión	opstigning	ascensión	opstigning	N;FEM;SG	N;INDF;MASC+FEM;SG
ascensión	opstigning	ascensión	opstigning	N;FEM;SG	N;INDF;MASC+FEM;SG
cover	dækning	cover	dækning	N	N;INDF;MASC+FEM;SG
cover	omslag	cover	omslag	N	N;INDF;NEUT;SG
cover	cover	cover	cove	N	N;INDF;MASC+FEM;SG
cover	dæk	cover	dæk	N	N;INDF;NEUT;PL
constancia	konstans	constancia	konstans	N;FEM;SG	N;INDF;MASC+FEM;SG
constancia	constance	constancia	constance	N;FEM;SG	N;INDF;MASC+FEM;SG
constancia	vedholdenhed	constancia	vedholdenhed	N;FEM;SG	N;INDF;MASC+FEM;SG
constancia	udholdenhed	constancia	udholdenhed	N;FEM;SG	N;INDF;MASC+FEM;SG
