категория	категорія	категория	категорія	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
процес	процесу	процес	процес	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
представител	реп	представител	реп.	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
представител	представник	представител	представник	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
представител	представника	представител	представник	N;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
участието	участь	участие	участь	N;DEF;NEUT;SG	N;INAN;ACC;FEM;SG
местоположение	розміщення	местоположение	розміщення	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
местоположение	місцезнаходження	местоположение	місцезнаходження	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
местоположение	локація	местоположение	локація	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
местоположение	місце	местоположение	місце	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
местоположение	розташування	местоположение	розташування	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
списание	журнал	списание	журнал	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
списание	часопис	списание	часопис	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
елементи	елементів	елемент	елемент	N;INDF;MASC;PL	N;INAN;GEN;MASC;PL
елементи	пункти	елемент	пункт	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
елементи	елементи	елемент	елемент	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
елементи	елементи	елемент	елемент	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
битка	битва	битка	битво	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
битка	бій	битка	бій	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
битка	бійця	битка	бійце	N;INDF;FEM;SG	N;ANIM;ACC;MASC;SG
битка	комбат	битка	комбат	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
битка	бій	битка	бій	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
битка	бійка	битка	бійка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
съдия	суддя	съдия	суддя	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
съдия	суддю	съдия	суддя	N;INDF;MASC;SG	N;ANIM;ACC;FEM;SG
съдия	арбітр	съдия	арбітр	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
съдия	рефері	съдия	рефер	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
показва	показує	показвам-(се)	показувати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
връзки	лінки	връзка	лінка	N;INDF;FEM;PL	N;INAN;NOM;MASC;PL
връзки	посилання	връзка	посилання	N;INDF;FEM;PL	N;INAN;NOM;NEUT;PL
връзки	посиланнями	връзка	посилання	N;INDF;FEM;PL	N;INAN;INS;NEUT;PL
връзки	посилань	връзка	посилання	N;INDF;FEM;PL	N;INAN;GEN;NEUT;PL
средства	фонди	средство	фонд	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
ниво	рівень	ниво	рівень	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
езерото	озеро	езеро	озеро	N;DEF;NEUT;SG	N;INAN;NOM;NEUT;SG
армията	армії	армия	армія	N;DEF;FEM;SG	N;INAN;GEN;FEM;SG
армията	армія	армия	армія	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
армията	військо	армия	військо	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
разположена	розташовано	разположа-(се)	розташовано	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;IND;0;FIN
месец	місяця	месец	місяць	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
месец	місяць	месец	місяць	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
испански	іспанською	испански	іспанський	ADJ;INDF;MASC;SG	ADJ;INS;FEM;SG
испански	іспанської	испански	іспанський	ADJ;INDF;MASC;SG	ADJ;GEN;FEM;SG
испански	іспанська	испански	іспанський	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
развива	розвиває	развивам-(се)	розвивати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
убит	вбив	убия	вбити	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN
убит	загинути	убия	загинути	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;NFIN
създаден	створено	създам	створити	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;IND;0;FIN
създадена	створено	създам	створити	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;IND;0;FIN
столица	капітал	столица	капітал	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
столица	столиця	столица	столиця	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
децата	діти	дете	дитина	N;DEF;NEUT;PL	N;ANIM;NOM;FEM;PL
децата	дітьми	дете	дитина	N;DEF;NEUT;PL	N;ANIM;INS;FEM;PL
децата	дітей	дете	дитина	N;DEF;NEUT;PL	N;ANIM;ACC;FEM;PL
царство	царство	царство	царство	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
царство	королівство	царство	королівство	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
поет	поет	поет	поет	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
двойки	пари	двойка	пара	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
двойки	пари	двойка	пара	N;INDF;FEM;PL	N;INAN;NOM;FEM;PL
републикански	республіканська	републикански	республікліканий	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
успех	успіх	успех	успіх	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
брак	шлюб	брак	шлюб	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
секретар	секретар	секретар	секретар	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
компания	компанія	компания	компанія	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
съпругата	дружині	съпруга	дружина	N;DEF;FEM;SG	N;ANIM;DAT;FEM;SG
съпругата	дружина	съпруга	дружина	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
представители	представники	представител	представник	N;INDF;MASC;PL	N;ANIM;NOM;MASC;PL
представители	представників	представител	представник	N;INDF;MASC;PL	N;ANIM;ACC;MASC;PL
решава	вирішує	решавам-(се)	вирішувати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
годишна	річну	годишна	річний	ADJ;INDF;FEM;SG	ADJ;ACC;FEM;SG
годишна	річна	годишна	річний	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
годишна	річний	годишна	річний	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
вместо	замість	вместо	замість	ADP	ADP;GEN
издаден	видала	издам-(се)	видати	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;FEM;IND;SG;PST;FIN
издаден	випущено	издам-(се)	випустити	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;IND;0;FIN
възможно	можливо	възможно	можливо	ADV	ADV
висока	високий	висок	високий	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
висока	висока	висок	високий	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
висока	значне	висок	значний	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
висока	високе	висок	високий	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
висока	високий	висок	високий	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
ширина	широта	ширина	широта	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
ширина	ширина	ширина	ширина	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
ширина	ширину	ширина	ширина	N;INDF;FEM;SG	N;INAN;ACC;FEM;SG
ширина	товщина	ширина	товщина	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
обявява	оголошує	обявявам-(се)	оголошувати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
източник	джерело	източник	джерело	N;INDF;MASC;SG	N;INAN;NOM;NEUT;SG
модел	модель	модел	модель	N;INDF;MASC;SG	N;INAN;NOM;FEM;SG
културни	культурні	културен	культурний	ADJ;INDF;PL	ADJ;NOM;PL
статистика	статистика	статистика	статистикий	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
статистика	статистикою	статистика	статистика	N;INDF;FEM;SG	N;INAN;INS;FEM;SG
статистика	статистику	статистика	статистика	N;INDF;FEM;SG	N;INAN;ACC;FEM;SG
статистика	статистика	статистика	статистикий	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
момент	момент	момент	момент	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
момент	мить	момент	мить	N;INDF;MASC;SG	N;INAN;ACC;FEM;SG
температура	гарячка	температура	гарячка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
температура	жар	температура	жар	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
температура	лихоманка	температура	лихоманка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
температура	температура	температура	температура	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
предлага	пропонує	предлагам	пропонувати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
глава	розділ	глава	розділ	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
глава	глава	глава	глава	N;INDF;FEM;SG	N;ANIM;NOM;MASC;SG
глава	главу	глава	глава	N;INDF;FEM;SG	N;ANIM;ACC;FEM;SG
глава	голова	глава	голова	N;INDF;FEM;SG	N;ANIM;NOM;FEM;SG
глава	голівка	глава	голівка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
водата	вода	вода	вода	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
дело	регістр	дело	регістр	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
дело	справа	дело	справа	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
дело	випадок	дело	випадок	N;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
отношения	відносини	отношение	відносини	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
отношения	стосунки	отношение	стосунок	N;INDF;NEUT;PL	N;INAN;NOM;MASC;PL
позволява	дозволяє	позволявам-(си)	дозволяти	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
позволява	допускає	позволявам-(си)	допускати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
медал	медаль	медал	медаль	N;INDF;MASC;SG	N;INAN;ACC;FEM;SG
въпрос	запитання	въпрос	запитання	N;INDF;MASC;SG	N;INAN;NOM;NEUT;SG
въпрос	питання	въпрос	питання	N;INDF;MASC;SG	N;INAN;NOM;NEUT;SG
пол	стать	пол	стать	N;INDF;MASC;SG	N;INAN;NOM;FEM;SG
дружество	компанія	дружество	компанія	N;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
профил	профілю	профил	профіль	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
профил	профіль	профил	профіль	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
съществуват	існують	съществувам	існувати	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN
сезона	сезон	сезон	сезон	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
сезона	сезону	сезон	сезон	N;DEF;MASC;SG	N;INAN;GEN;MASC;SG
сградата	будівля	сграда	будівля	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
сградата	будівництво	сграда	будівництво	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
значително	значно	значително	значно	ADV	ADV
определя	визначає	определям-(се)	визначати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
определя	встановлює	определям-(се)	встановлювати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
определя	заходить	определям-(се)	заходити	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
определя	визначає	определям-(се)	визначати	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
основан	заснував	основа	заснувати	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN
основан	засновано	основа	засновати	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;IND;0;FIN
кораб	судно	кораб	судно	N;INDF;MASC;SG	N;INAN;NOM;NEUT;SG
кораб	судно	кораб	судно	N;INDF;MASC;SG	N;INAN;NOM;NEUT;SG
кораб	корабель	кораб	корабель	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
кораб	човен	кораб	човен	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
икономика	економіка	икономика	економіка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
икономика	господарство	икономика	господарство	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
икономика	економіка	икономика	економіка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
икономика	економія	икономика	економія	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
офицер	наглядач	офицер	наглядач	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
офицер	офіцер	офицер	офіцер	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
цялото	цілу	цял	цілий	ADJ;DEF;NEUT;SG	ADJ;ACC;FEM;SG
цялото	цілий	цял	цілий	ADJ;DEF;NEUT;SG	ADJ;NOM;MASC;SG
цялото	ціла	цял	цілий	ADJ;DEF;NEUT;SG	ADJ;NOM;FEM;SG
теория	теорія	теория	теорія	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
общество	суспільство	общество	суспільство	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
общество	товариства	общество	товариство	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
общество	товариство	общество	товариство	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
преброяването	перепис	преброяване	перепис	N;DEF;NEUT;SG	N;INAN;NOM;MASC;SG
райони	регіони	район	регіон	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
райони	регіонів	район	регіон	N;INDF;MASC;PL	N;INAN;GEN;MASC;PL
райони	регіонах	район	регіон	N;INDF;MASC;PL	N;INAN;ESS;MASC;PL
райони	областях	район	область	N;INDF;MASC;PL	N;INAN;ESS;FEM;PL
райони	райони	район	район	N;INDF;MASC;PL	N;INAN;NOM;MASC;PL
райони	ділянки	район	ділянка	N;INDF;MASC;PL	N;INAN;NOM;FEM;PL
райони	територіях	район	територія	N;INDF;MASC;PL	N;INAN;ESS;FEM;PL
райони	площі	район	площа	N;INDF;MASC;PL	N;INAN;ACC;FEM;PL
райони	районів	район	район	N;INDF;MASC;PL	N;INAN;GEN;MASC;PL
езеро	озеро	езеро	озеро	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
папа	папа	пап	пап	N;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
основа	фундамент	основа	фундамент	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
основа	фонд	основа	фонд	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
основа	основа	основа	основа	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
основа	база	основа	база	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
основа	основою	основа	основа	N;INDF;FEM;SG	N;INAN;INS;FEM;SG
основа	базис	основа	базис	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
елизабет	єлизавета	елизабет	єлизавета	N;INDF;FEM;SG	N;ANIM;NOM;FEM;SG
елизабет	елізабет	елизабет	елізабет	N;INDF;FEM;SG	N;ANIM;NOM;FEM;SG
елизабет	єлизавета	елизабет	єлизавета	N;INDF;FEM;SG	N;ANIM;NOM;FEM;SG
дума	словом	дума	слово	N;INDF;FEM;SG	N;INAN;INS;NEUT;SG
дума	слово	дума	слово	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
полет	польоту	полет	політ	N;INDF;MASC;SG	N;INAN;GEN;MASC;SG
полет	переліт	полет	переліт	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
полет	рейс	полет	рейс	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
полет	політ	полет	політ	N;INDF;MASC;SG	N;INAN;NOM;MASC;SG
двама	два	двама	два	NUM;INDF;PL	NUM;NOM;MASC
двама	дві	двама	два	NUM;INDF;PL	NUM;NOM;FEM
двама	двоє	двама	двоє	NUM;INDF;PL	NUM;NOM
