von	從	von	從	ADP	ADP
werft	庭院	werfen	庭院	N;NOM;FEM;SG	N
küche	料理	küchen	料理	N;NOM;FEM;SG	N
küche	美食	küchen	美食	N;NOM;FEM;SG	N
küche	菜	küchen	菜	N;NOM;FEM;SG	N
küche	飯店	küchen	飯店	N;NOM;FEM;SG	N
küche	餐廳	küchen	餐廳	N;NOM;FEM;SG	N
küche	餐館	küchen	餐館	N;NOM;FEM;SG	N
küche	飯店	küchen	飯店	N;NOM;FEM;SG	N
küche	餐廳	küchen	餐廳	N;NOM;FEM;SG	N
küche	餐館	küchen	餐館	N;NOM;FEM;SG	N
küche	廚房	küchen	廚房	N;NOM;FEM;SG	N
messen	測量	messen	測量	V;NFIN	V
messen	衡量	messen	衡量	V;NFIN	V
messen	測量	messen	測量	V;NFIN	V
messen	衡量	messen	衡量	V;NFIN	V
messen	測量	messen	測量	V;NFIN	V
messen	衡量	messen	衡量	V;NFIN	V
geöffnet	營業	öffnen	營業	V;V.PTCP	V
geöffnet	開啟	öffnen	開啟	V;V.PTCP	V
geöffnet	開放	öffnen	開放	V;V.PTCP	V
stirbt	垂死	sterben	垂死	V;IND;SG;3;PRS;FIN	V
bitten	懇求	bitten	懇求	V;NFIN	V
bitten	乞求	bitten	乞求	V;NFIN	V
fördern	促進	fördern	促進	V;NFIN	V
fördern	推廣	fördern	推廣	V;NFIN	V
fördern	寄養	fördern	寄養	V;NFIN	V
ausgesetzt	曝光	aussetzen	曝光	V;V.PTCP	V
verteilung	分銷	Verteilung	分銷	N;NOM;SG	N
piloten	試點	pilot	試點	N;PL	N
theorien	理論	theorien	理論	N	N
abgebaut	降解	abbauen	降解	V;V.PTCP	V
krise	危機	krise	危機	N;NOM;FEM;SG	N
krise	危機	krise	危機	N;NOM;FEM;SG	N
glocke	鐘	glock	鐘	N;NOM;FEM;SG	N
glocke	鈴	glock	鈴	N;NOM;FEM;SG	N
produzenten	製片	produzent	製片	V;IND;PL;3;PST;FIN	V
produzenten	製片	produzent	製片	V;IND;PL;3;PST;FIN	V
produzenten	製片	produzent	製片	V;IND;PL;3;PST;FIN	V
produzenten	製造	produzent	製造	V;IND;PL;3;PST;FIN	V
verbesserte	改進	verbessern	改進	V;IND;SG;3;PST;FIN	V
verbesserte	改善	verbessern	改善	V;IND;SG;3;PST;FIN	V
verbesserte	改良	verbessern	改良	V;IND;SG;3;PST;FIN	V
verbesserte	強化	verbessern	強化	V;IND;SG;3;PST;FIN	V
verbesserte	加強	verbessern	加強	V;IND;SG;3;PST;FIN	V
verbesserte	增強	verbessern	增強	V;IND;SG;3;PST;FIN	V
jüngste	最小	jung	最小	ADJ;NOM;FEM;SG	ADJ
geschäft	購物	schäfen	購物	N;NOM;NEUT;SG	N
geschäft	店鋪	schäfen	店鋪	N;NOM;NEUT;SG	N
geschäft	店	schäfen	店	N;NOM;NEUT;SG	N
geschäft	商店	schäfen	商店	N;NOM;NEUT;SG	N
geschäft	店鋪	schäfen	店鋪	N;NOM;NEUT;SG	N
geschäft	商店	schäfen	商店	N;NOM;NEUT;SG	N
geschäft	店	schäfen	店	N;NOM;NEUT;SG	N
geschäft	商店	schäfen	商店	N;NOM;NEUT;SG	N
geschäft	企業	schäfen	企業	N;NOM;NEUT;SG	N
geschäft	業務	schäfen	業務	N;NOM;NEUT;SG	N
geschäft	商業	schäfen	商業	N;NOM;NEUT;SG	N
geschäft	商務	schäfen	商務	N;NOM;NEUT;SG	N
streng	嚴謹	streng	嚴謹	ADJ	ADJ
übersetzungen	翻譯	übersetzingen	翻譯	V;NFIN	V
übersetzungen	翻譯	übersetzingen	翻譯	V;NFIN	V
besuchen	參觀	besuchen	參觀	V;NFIN	V
besuchen	訪問	besuchen	訪問	V;NFIN	V
besuchen	訪問	besuchen	訪問	V;NFIN	V
besuchen	造訪	besuchen	造訪	V;NFIN	V
finanzierung	財務	finanzierung	財務	N;NOM;FEM;SG	N
überzeugen	說服	überzeugen	說服	V;NFIN	V
überzeugen	說服	überzeugen	說服	V;NFIN	V
überzeugen	說服	überzeugen	說服	V;NFIN	V
töten	殺害	töten	殺害	V;NFIN	V
töten	殺	töten	殺	V;NFIN	V
töten	殺死	töten	殺死	V;NFIN	V
töten	殺	töten	殺	V;NFIN	V
gesammelt	收集	sammeln	收集	V;V.PTCP	V
gesammelt	累積	sammeln	累積	V;V.PTCP	V
gesammelt	累計	sammeln	累計	V;V.PTCP	V
feststellen	偵測	feststellen	偵測	V;NFIN	V
unterbrochen	斷線	unterbrechen	斷線	V;V.PTCP	V
publiziert	出版	publizieren	出版	V;V.PTCP	V
publiziert	發表	publizieren	發表	V;V.PTCP	V
beinahe	幾乎	beinahe	幾乎	ADV	ADV
ausnahmen	排除	ausnehmen	排除	V;NFIN	V
entwicklungen	發展	entwicklung	發展	V;NFIN	V
entwicklungen	演化	entwicklung	演化	V;NFIN	V
entwicklungen	演變	entwicklung	演變	V;NFIN	V
entwicklungen	進化	entwicklung	進化	V;NFIN	V
entwicklungen	演進	entwicklung	演進	V;NFIN	V
verletzung	損傷	verletzung	損傷	N;FEM;SG	N
verletzung	違約	verletzung	違約	N;FEM;SG	N
eintritt	入境	eintreten	入境	V;IND;SG;3;PRS;FIN	V
eintritt	接納	eintreten	接納	V;IND;SG;3;PRS;FIN	V
eintritt	錄取	eintreten	錄取	V;IND;SG;3;PRS;FIN	V
eintritt	招生	eintreten	招生	V;IND;SG;3;PRS;FIN	V
eintritt	入學	eintreten	入學	V;IND;SG;3;PRS;FIN	V
installiert	安裝	installieren	安裝	V;V.PTCP	V
installiert	安裝	installieren	安裝	V;V.PTCP	V
installiert	安裝	installieren	安裝	V;V.PTCP	V
round	圓	round	圓		
besiedlung	殖民	Besiedlung	殖民	N;NOM;FEM;SG	N
eingeladen	邀請	einladen	邀請	V;V.PTCP	V
eingeladen	受邀	einladen	受邀	V;V.PTCP	V
eingeladen	邀請	einladen	邀請	V;V.PTCP	V
eingeladen	邀請	einladen	邀請	V;V.PTCP	V
antrieb	推進	antreiben	推進	V;IND;SG;3;PST;FIN	V
antrieb	發動	antreiben	發動	V;IND;SG;3;PST;FIN	V
antrieb	開車	antreiben	開車	V;IND;SG;3;PST;FIN	V
antrieb	駕駛	antreiben	駕駛	V;IND;SG;3;PST;FIN	V
archive	檔案	archiv	檔案	N;NOM;FEM;PL	N
archive	檔案	archiv	檔案	N;NOM;FEM;PL	N
archive	歸檔	archiv	歸檔	N;NOM;FEM;PL	N
komplex	複雜	komplex	複雜	ADJ	ADJ
konservativen	保守	konservativ	保守	ADJ;PL	ADJ
konservativen	保守	konservativ	保守	ADJ;PL	ADJ
konservativen	保守	konservativ	保守	ADJ;PL	ADJ
regen	降雨	rege	降雨	V;NFIN	V
regen	降雨	rege	降雨	V;NFIN	V
feiern	慶祝	feiern	慶祝	V;NFIN	V
feiern	派	feiern	派	V;NFIN	V;CAUS
feiern	慶祝	feiern	慶祝	V;NFIN	V
feiern	慶祝	feiern	慶祝	V;NFIN	V
erhaltung	保全	erhaltung	保全	N;SG	N
erhaltung	養護	erhaltung	養護	N;SG	N
erhaltung	保育	erhaltung	保育	N;SG	N
erhaltung	保全	erhaltung	保全	N;SG	N
passen	適合	passen	適合	V;NFIN	V
einfügen	插入	einfüg	插入	V;NFIN	V
einfügen	插入	einfüg	插入	V;NFIN	V
einfügen	插入	einfüg	插入	V;NFIN	V
akten	文件	akt	文件	N	N
akten	檔案	akt	檔案	N	N
akten	文件	akt	文件	N	N
akten	檔案	akt	檔案	N	N
verweis	參考	verweis	參考	V;IND;SG;3;PST;FIN	V
verweis	譴責	verweis	譴責	V;IND;SG;3;PST;FIN	V
verbinden	合併	verbinden	合併	V;NFIN	V
verbinden	連結	verbinden	連結	V;NFIN	V
verbinden	連線	verbinden	連線	V;NFIN	V
verbinden	連結	verbinden	連結	V;NFIN	V
verbinden	結合	verbinden	結合	V;NFIN	V
ruhig	平靜	ruhig	平靜	ADJ	ADJ
steuern	控制	steuern	控制	V;NFIN	V
steuern	控制	steuern	控制	V;NFIN	V
welle	浪	wellen	浪		
welle	浪	wellen	浪		
versammlung	聚會	versammlung	聚會	N;NOM;FEM;SG	N
melden	檢舉	melden	檢舉	V;NFIN	V
übernahmen	購置	übernehmen	購置	V;FIN	V
übernahmen	收購	übernehmen	收購	V;FIN	V
übernahmen	收購	übernehmen	收購	V;FIN	V
übernahmen	接管	übernehmen	接管	V;FIN	V
übernahmen	收購	übernehmen	收購	V;FIN	V
spaß	樂趣	Spaß	樂趣	N	N
tageszeitung	報紙	Tageszeitung	報紙	N;NOM;FEM;SG	N
tageszeitung	報	Tageszeitung	報	N;NOM;FEM;SG	N
tageszeitung	報章	Tageszeitung	報章	N;NOM;FEM;SG	N
widerspruch	矛盾	widerspruchen	矛盾	N	N
widerspruch	矛盾	widerspruchen	矛盾	N	N
bedenken	疑慮	bedenken	疑慮	V;NFIN	V
privat	私人	privat	私人	ADJ	ADJ
begegnung	偶遇	begegnung	偶遇		
versuchten	企圖	versuchen	企圖	V;IND;PL;3;PST;FIN	V
eingezogen	草擬	einziehen	草擬	V;V.PTCP	V
eingezogen	沒收	einziehen	沒收	V;V.PTCP	V
vertrauen	信賴	vertrauen	信賴	V;NFIN	V
spur	巷	spur	巷	N;NOM;FEM;SG	N
spur	車道	spur	車道	N;NOM;FEM;SG	N
lieben	愛	lieben	愛	V;FIN	V
akzeptiert	接受	akzeptieren	接受	V;V.PTCP	V
akzeptiert	接受	akzeptieren	接受	V;V.PTCP	V
überprüfen	檢查	überprüfen	檢查	V;NFIN	V
überprüfen	驗證	überprüfen	驗證	V;NFIN	V
überprüfen	檢查	überprüfen	檢查	V;NFIN	V
absolute	絕對	absolut	絕對	ADJ;NOM;SG	ADJ
kaufen	購買	kaufen	購買	V;NFIN	V
kaufen	購買	kaufen	購買	V;NFIN	V
kaufen	買	kaufen	買	V;NFIN	V
kaufen	購買	kaufen	購買	V;NFIN	V
kaufen	買	kaufen	買	V;NFIN	V
forderungen	要求	forderung	要求	V;NFIN	V
ersetzte	取代	ersetzen	取代	V;IND;SG;3;PST;FIN	V
gelistet	上市	listen	上市	V;V.PTCP	V
platzierungen	安置	plazierung	安置	V;NFIN	V
veröffentlichen	刊登	veröffentlichen	刊登	V;NFIN	V
veröffentlichen	發表	veröffentlichen	發表	V;NFIN	V
standards	標準	standards	標準	N;NOM	N
mitteilungen	通知	mitteilung	通知	V;NFIN	V
wechseln	切換	wechseln	切換	V;NFIN	V
wechseln	開關	wechseln	開關	V;NFIN	V
wechseln	候補	wechseln	候補	V;NFIN	V
wechseln	改變	wechseln	改變	V;NFIN	V
wechseln	變更	wechseln	變更	V;NFIN	V
wechseln	變	wechseln	變	V;NFIN	V
wechseln	切換	wechseln	切換	V;NFIN	V
aufgelistet	上市	auflisten	上市	V;V.PTCP	V
gefühl	情感	Gefühl	情感	N;NOM;NEUT;SG	N
gefühl	感情	Gefühl	感情	N;NOM;NEUT;SG	N
gefühl	情緒	Gefühl	情緒	N;NOM;NEUT;SG	N
gefühl	感覺	Gefühl	感覺	N;NOM;NEUT;SG	N
gefühl	感覺	Gefühl	感覺	N;NOM;NEUT;SG	N
maximale	最多	maximal	最多	ADJ;NOM;FEM;PL	ADJ
maximale	最大	maximal	最大	ADJ;NOM;FEM;PL	ADJ
maximale	最大	maximal	最大	ADJ;NOM;FEM;PL	ADJ
maximale	最大	maximal	最大	ADJ;NOM;FEM;PL	ADJ
gäste	遊客	gesen	遊客	N;NOM;MASC;PL	N
gäste	訪客	gesen	訪客	N;NOM;MASC;PL	N
gäste	賓	gesen	賓	N;NOM;MASC;PL	N
gäste	來賓	gesen	來賓	N;NOM;MASC;PL	N
gäste	客人	gesen	客人	N;NOM;MASC;PL	N
gäste	賓	gesen	賓	N;NOM;MASC;PL	N
gäste	來賓	gesen	來賓	N;NOM;MASC;PL	N
gäste	客人	gesen	客人	N;NOM;MASC;PL	N
ungewöhnlich	異常	ungewöhnlich	異常	ADJ	ADJ
kulturen	農作	kultur	農作	N;NOM;PL	N
kulturen	作物	kultur	作物	N;NOM;PL	N
kulturen	文化	kultur	文化	N;NOM;PL	N
platten	記錄	platt	記錄	V;NFIN	V
öffnen	營業	öffnen	營業	V;NFIN	V
öffnen	開啟	öffnen	開啟	V;NFIN	V
öffnen	開放	öffnen	開放	V;NFIN	V
öffnen	開局	öffnen	開局	V;NFIN	V
öffnen	開幕	öffnen	開幕	V;NFIN	V
stillgelegt	退役	stilllegen	退役	V;V.PTCP	V
stillgelegt	廢棄	stilllegen	廢棄	V;V.PTCP	V
stillgelegt	遺棄	stilllegen	遺棄	V;V.PTCP	V
hört	聆聽	hören	聆聽	V;IND;SG;3;PRS;FIN	V
hört	聽著	hören	聽著	V;IND;SG;3;PRS;FIN	V
entscheidet	決定	entscheiden	決定	V;IND;SG;3;PRS;FIN	V
erkrankung	病	erkrankung	病	N;NOM;FEM;SG	N
erkrankung	疾病	erkrankung	疾病	N;NOM;FEM;SG	N
erkrankung	失調	erkrankung	失調	N;NOM;FEM;SG	N
erkrankung	病	erkrankung	病	N;NOM;FEM;SG	N
erkrankung	疾病	erkrankung	疾病	N;NOM;FEM;SG	N
erkrankung	病	erkrankung	病	N;NOM;FEM;SG	N
erkrankung	疾病	erkrankung	疾病	N;NOM;FEM;SG	N
erwähnen	提及	erwähnen	提及	V;NFIN	V
besonderheiten	突顯	besonderheiten	突顯	V;NFIN	V
gebunden	被	binden	被	V;V.PTCP	V;PASS
zwanzig	二十	zwanzig	二十	NUM	NUM
umfassen	包括	umfassen	包括	V;NFIN	V
berichterstattung	報告	berichterstattung	報告	N;NOM;FEM;SG	N
berühmte	著名	berühmt	著名	ADJ;NOM;PL	ADJ
zeichnet	繪製	zeichnen	繪製	V;IND;SG;3;PRS;FIN	V
verliert	輸	verlieren	輸	V;IND;SG;3;PRS;FIN	V
wichtiges	重要	wichtig	重要	ADJ;NOM;NEUT;SG	ADJ
erweitern	擴大	erweitern	擴大	V;NFIN	V
erweitern	擴張	erweitern	擴張	V;NFIN	V
erweitern	加	erweitern	加	V;NFIN	V
erweitern	拓寬	erweitern	拓寬	V;NFIN	V
erweitern	擴張	erweitern	擴張	V;NFIN	V
erweitern	擴展	erweitern	擴展	V;NFIN	V
erweitern	拓展	erweitern	拓展	V;NFIN	V
erweitern	擴大	erweitern	擴大	V;NFIN	V
bestellt	訂購	bestellen	訂購	V;V.PTCP	V
periode	月經	periode	月經	N;SG	N
periode	期間	periode	期間	N;SG	N
laden	裝載	laden	裝載	V;NFIN	V
laden	負荷	laden	負荷	V;NFIN	V
laden	裝載	laden	裝載	V;NFIN	V
bewertet	評分	bewerten	評分	V;V.PTCP	V
akt	裸	akt	裸	N;SG	N
akt	裸體	akt	裸體	N;SG	N
volle	飽	voll	飽	N;NOM;FEM;PL	N
volle	完整	voll	完整	N;NOM;FEM;PL	N
verteidigen	捍衛	verteidigen	捍衛	V;NFIN	V
verteidigen	保衛	verteidigen	保衛	V;NFIN	V
verteidigen	捍衛	verteidigen	捍衛	V;NFIN	V
endspiel	殘局	endspiel	殘局	N;NOM;SG	N
endspiel	決賽	endspiel	決賽	N;NOM;SG	N
vorlesungen	講	vorlesungen	講	V;NFIN	V
starten	發射	start	發射	V;NFIN	V
gegenstände	項目	gegenständ	項目	N;NOM;FEM;PL	N
gegenstände	物體	gegenständ	物體	N;NOM;FEM;PL	N
gegenstände	天體	gegenständ	天體	N;NOM;FEM;PL	N
gegenstände	物件	gegenständ	物件	N;NOM;FEM;PL	N
skulpturen	雕塑	skulptur	雕塑	N;NOM;PL	N
skulpturen	雕塑	skulptur	雕塑	N;NOM;PL	N
banken	銀行	banken	銀行	N;PL	N
banken	銀行	banken	銀行	N;PL	N
zeichnung	陰謀	zeichnung	陰謀	N;NOM;FEM;SG	N
zeichnung	劇情	zeichnung	劇情	N;NOM;FEM;SG	N
zeichnung	素	zeichnung	素	N;NOM;FEM;SG	N
zeichnung	認購	zeichnung	認購	N;NOM;FEM;SG	N
zeichnung	繪圖	zeichnung	繪圖	N;NOM;FEM;SG	N
zeichnung	圖畫	zeichnung	圖畫	N;NOM;FEM;SG	N
zeichnung	繪畫	zeichnung	繪畫	N;NOM;FEM;SG	N
zeichnung	圖畫	zeichnung	圖畫	N;NOM;FEM;SG	N
zeichnung	圖紙	zeichnung	圖紙	N;NOM;FEM;SG	N
zeichnung	繪圖	zeichnung	繪圖	N;NOM;FEM;SG	N
behandeln	對待	behandeln	對待	V;NFIN	V
gekauft	購買	kaufen	購買	V;V.PTCP	V
beweisen	證明	beweisen	證明	V;NFIN	V
regelungen	安排	regelung	安排	V;NFIN	V
verlinken	連結	verlinken	連結	V;NFIN	V
bibliotheken	圖書	bibliothek	圖書	N	N
bibliotheken	圖書	bibliothek	圖書	N	N
teilte	共用	teilen	共用	V;IND;SG;3;PST;FIN	V
teilte	共享	teilen	共享	V;IND;SG;3;PST;FIN	V
teilte	分享	teilen	分享	V;IND;SG;3;PST;FIN	V
leichte	溫和	leicht	溫和	ADJ;NOM;FEM;PL	ADJ
leichte	輕微	leicht	輕微	ADJ;NOM;FEM;PL	ADJ
leichte	輕量	leicht	輕量	ADJ;NOM;FEM;PL	ADJ
bruch	廢料	bruch	廢料	N;SG	N
bruch	骨折	bruch	骨折	N;SG	N
bruch	違約	bruch	違約	N;SG	N
tiefer	更低	tief	更低	ADJ	ADJ
tiefer	較低	tief	較低	ADJ	ADJ
erhöhen	增加	erhöhen	增加	V;NFIN	V
erhöhen	提高	erhöhen	提高	V;NFIN	V
erhöhen	增加	erhöhen	增加	V;NFIN	V
erhöhen	加註	erhöhen	加註	V;NFIN	V
engen	狹窄	eng	狹窄	ADJ	ADJ
aufstellung	陣容	aufstellingen	陣容	N;NOM;FEM;SG	N
aufstellung	名單	aufstellingen	名單	N;NOM;FEM;SG	N
aufstellung	清單	aufstellingen	清單	N;NOM;FEM;SG	N
café	咖啡	café	咖啡	N;NOM;MASC;SG	N
café	咖啡	café	咖啡	N;NOM;MASC;SG	N
café	咖啡	café	咖啡	N;NOM;MASC;SG	N
café	咖啡	café	咖啡	N;NOM;MASC;SG	N
qualifizierten	熟練	qualifizieren	熟練	V;IND;PL;3;PST;FIN	V
qualifizierten	合格	qualifizieren	合格	V;IND;PL;3;PST;FIN	V
befreiung	豁免	befreiung	豁免		
zoll	寸寸	zoll	寸寸		
lese	讀	lese	讀	V;IND;SG;3;PRS;FIN	V
lese	讀取	lese	讀取	V;IND;SG;3;PRS;FIN	V
lese	讀取	lese	讀取	V;IND;SG;3;PRS;FIN	V
lese	讀	lese	讀	V;IND;SG;3;PRS;FIN	V
sanierung	整修	sanierung	整修	N;NOM;FEM;SG	N
sanierung	翻新	sanierung	翻新	N;NOM;FEM;SG	N
sanierung	整修	sanierung	整修	N;NOM;FEM;SG	N
sanierung	翻新	sanierung	翻新	N;NOM;FEM;SG	N
sanierung	裝修	sanierung	裝修	N;NOM;FEM;SG	N
geheimnis	謎團	geheimnis	謎團	N;NOM;NEUT;SG	N
geheimnis	謎	geheimnis	謎	N;NOM;NEUT;SG	N
geheimnis	秘密	geheimnis	秘密	N;NOM;NEUT;SG	N
sätzen	判刑	sätzen	判刑	V;NFIN	V
zeilen	線	zeilen	線	N;PL	N
zeilen	線	zeilen	線	N;PL	N
erwähnte	提及	erwähnen	提及	V;IND;SG;3;PST;FIN	V
endrunde	決賽	endrunde	決賽	N;SG	N
traum	夢幻	traum	夢幻	ADJ	ADJ
echten	真實	echt	真實	ADJ;MASC;SG	ADJ
sicherung	保險	sicherung	保險	N;FEM;SG	N
sicherung	後援	sicherung	後援	N;FEM;SG	N
sicherung	後備	sicherung	後備	N;FEM;SG	N
sicherung	安全	sicherung	安全	N;FEM;SG	N
erfindung	虛構	erfindung	虛構	N;FEM;SG	N
erfindung	小說	erfindung	小說	N;FEM;SG	N
nachlass	退稅	nachlass	退稅		
angewendet	套用	anwenden	套用	V;V.PTCP	V
sprung	跳躍	sprung	跳躍	V;IND;SG;3;PST;FIN	V
bestätigte	確認	bestätigen	確認	V;IND;SG;3;PST;FIN	V
ausrüstung	裝備	ausrüstung	裝備	N;NOM;FEM;SG	N
ausrüstung	裝備	ausrüstung	裝備	N;NOM;FEM;SG	N
ausrüstung	齒輪	ausrüstung	齒輪	N;NOM;FEM;SG	N
dreharbeiten	拍攝	dreharbeit	拍攝	V;NFIN	V
dreharbeiten	拍攝	dreharbeit	拍攝	V;NFIN	V
überlegen	考慮	überlegen	考慮	V;NFIN	V
studieren	學習	studieren	學習	V;NFIN	V
überführt	定罪	überführen	定罪	V;V.PTCP	V
fordert	敦促	fordern	敦促	V;IND;SG;3;PRS;FIN	V
kleidung	服裝	kleidung	服裝	N;NOM;FEM;SG	N
kleidung	服飾	kleidung	服飾	N;NOM;FEM;SG	N
kleidung	裙	kleidung	裙	N;NOM;FEM;SG	N
kleidung	裙子	kleidung	裙子	N;NOM;FEM;SG	N
kleidung	禮服	kleidung	禮服	N;NOM;FEM;SG	N
kleidung	裝束	kleidung	裝束	N;NOM;FEM;SG	N
kleidung	服飾	kleidung	服飾	N;NOM;FEM;SG	N
kleidung	衣	kleidung	衣	N;NOM;FEM;SG	N
kleidung	服裝	kleidung	服裝	N;NOM;FEM;SG	N
kleidung	衣物	kleidung	衣物	N;NOM;FEM;SG	N
kleidung	衣服	kleidung	衣服	N;NOM;FEM;SG	N
kleidung	服裝	kleidung	服裝	N;NOM;FEM;SG	N
kleidung	衣物	kleidung	衣物	N;NOM;FEM;SG	N
kleidung	衣服	kleidung	衣服	N;NOM;FEM;SG	N
eingeschränkt	有限	einschränken	有限	ADJ	ADJ
bestattet	埋葬	bestatten	埋葬	V;V.PTCP	V
überlegungen	反射	überlegungen	反射	V;NFIN	V
zugeteilt	指派	zuteilen	指派	V;V.PTCP	V
teilung	分裂	teilung	分裂	N;NOM;FEM;SG	N
teilung	分水	teilung	分水	N;NOM;FEM;SG	N
teilung	鴻溝	teilung	鴻溝	N;NOM;FEM;SG	N
fremde	陌生	fremd	陌生	ADJ;NOM;FEM;PL	ADJ
fremde	陌生	fremd	陌生	ADJ;NOM;FEM;PL	ADJ
registriert	註冊	registrieren	註冊	V;V.PTCP	V
verschwinden	消失	verschwinden	消失	V;NFIN	V
verschwinden	失蹤	verschwinden	失蹤	V;NFIN	V
spenden	捐	spenden	捐	V;NFIN	V
spenden	捐贈	spenden	捐贈	V;NFIN	V
spenden	捐款	spenden	捐款	V;NFIN	V
spenden	捐獻	spenden	捐獻	V;NFIN	V
spenden	捐獻	spenden	捐獻	V;NFIN	V
spenden	捐贈	spenden	捐贈	V;NFIN	V
spenden	捐款	spenden	捐款	V;NFIN	V
spenden	捐	spenden	捐	V;NFIN	V
spenden	捐贈	spenden	捐贈	V;NFIN	V
spenden	捐助	spenden	捐助	V;NFIN	V
spenden	捐款	spenden	捐款	V;NFIN	V
bestätigen	驗證	bestätigen	驗證	V;NFIN	V
bestätigen	驗證	bestätigen	驗證	V;NFIN	V
bestätigen	確認	bestätigen	確認	V;NFIN	V
bestätigen	證實	bestätigen	證實	V;NFIN	V
scharf	尖	scharf	尖	ADJ	ADJ
kurfürsten	選民	kurfürst	選民	N;PL	N
kette	項鏈	kett	項鏈	N;NOM;FEM;SG	N
kette	項	kett	項	N;NOM;FEM;SG	N
kette	鎖鏈	kett	鎖鏈	N;NOM;FEM;SG	N
kette	鏈	kett	鏈	N;NOM;FEM;SG	N
kette	鏈	kett	鏈	N;NOM;FEM;SG	N
kette	鐵鍊	kett	鐵鍊	N;NOM;FEM;SG	N
kette	鏈	kett	鏈	N;NOM;FEM;SG	N
kette	連鎖	kett	連鎖	N;NOM;FEM;SG	N
kette	鏈	kett	鏈	N;NOM;FEM;SG	N
abbau	退化	Abbau	退化	N	N
strategie	戰略	strategie	戰略	N;SG	N
ausscheiden	辭職	ausscheiden	辭職	V;NFIN	V
planungen	規劃	planung	規劃	V;NFIN	V
planungen	計劃	planung	計劃	V;NFIN	V
stoff	布	stoff	布		
fremden	陌生	fremd	陌生	ADJ	ADJ
fremden	陌生	fremd	陌生	ADJ	ADJ
ernsthaft	嚴重	ernsthaft	嚴重	ADJ	ADJ
ernsthaft	嚴肅	ernsthaft	嚴肅	ADJ	ADJ
epoche	紀元	epoch	紀元	N;SG	N
benannten	指定	benennen	指定	V;PL;FIN	V
wertung	評比	wertung	評比	N;FEM;SG	N
vorschriften	要求	vorschreifen	要求	V;NFIN	V
eintragen	註冊	eintragen	註冊	V;NFIN	V
eintragen	登記	eintragen	登記	V;NFIN	V
eintragen	輸入	eintragen	輸入	V;NFIN	V
lass	讓	laß	讓	V;IND;SG;2;PRS;FIN	V;CAUS
dünn	稀少	dünn	稀少	ADJ	ADJ
verlieren	鬆動	verlieren	鬆動	V;NFIN	V
verlieren	輸	verlieren	輸	V;NFIN	V
funktionieren	運作	funktionieren	運作	V;NFIN	V
wohnen	生活	wohnen	生活	V;NFIN	V
wohnen	直播	wohnen	直播	V;NFIN	V
zeichnen	繪製	zeichnen	繪製	V;NFIN	V
zeichnen	抽籤	zeichnen	抽籤	V;NFIN	V
zeichnen	畫畫	zeichnen	畫畫	V;NFIN	V
abhängigkeit	依賴	abhängigkeit	依賴	V;SG;FIN	V
abhängigkeit	扶養	abhängigkeit	扶養	V;SG;FIN	V
abhängigkeit	依賴	abhängigkeit	依賴	V;SG;FIN	V
abhängigkeit	上癮	abhängigkeit	上癮	V;SG;FIN	V
abhängigkeit	癮	abhängigkeit	癮	V;SG;FIN	V
abhängigkeit	依賴	abhängigkeit	依賴	V;SG;FIN	V
abhängigkeit	依賴	abhängigkeit	依賴	V;SG;FIN	V
verändern	改變	verändern	改變	V;NFIN	V
verändern	變更	verändern	變更	V;NFIN	V
verändern	修改	verändern	修改	V;NFIN	V
befreit	解放	befreien	解放	V;V.PTCP	V
naturschutz	大	naturschutz	大	ADJ	ADJ
anliegen	關切	anliegen	關切		
erteilt	准予	erteilen	准予	V;V.PTCP	V
gebeten	祈	bitten	祈	V;V.PTCP	V
einnahmen	收據	einnehmen	收據	V;NFIN	V
einnahmen	收款	einnehmen	收款	V;NFIN	V
renoviert	翻修	renovieren	翻修	V;V.PTCP	V
aufeinander	先後	aufeinander	先後	ADV	ADV
aufeinander	連續	aufeinander	連續	ADV	ADV
trennen	分居	trennen	分居	V;NFIN	V
trennen	分離	trennen	分離	V;NFIN	V
trennen	離職	trennen	離職	V;NFIN	V
trennen	分居	trennen	分居	V;NFIN	V
trennen	分離	trennen	分離	V;NFIN	V
singen	誦經	singen	誦經	V;NFIN	V
singen	誦經	singen	誦經	V;NFIN	V
überprüfung	審查	überprüfung	審查	N;NOM;FEM;SG	N
bühnen	平台	bühnen	平台	N;NOM;PL	N
bühnen	階段	bühnen	階段	N;NOM;PL	N
bühnen	舞台	bühnen	舞台	N;NOM;PL	N
bühnen	階段	bühnen	階段	N;NOM;PL	N
fliehen	逃離	fliehen	逃離	V;NFIN	V
stoffe	布料	stoffen	布料	N;NOM;PL	N
stoffe	織物	stoffen	織物	N;NOM;PL	N
stoffe	物質	stoffen	物質	N;NOM;PL	N
erkenntnis	洞察	erkenntnis	洞察	V;IND;SG;3;PRS;FIN	V
empfangen	接收	empfangen	接收	V;V.PTCP	V
empfangen	接收	empfangen	接收	V;V.PTCP	V
nummern	數字	nummern	數字	N	N
decken	覆蓋	decken	覆蓋	V;NFIN	V
ernährung	營養	Ernährung	營養	N;NOM;FEM;SG	N
ernährung	膳食	Ernährung	膳食	N;NOM;FEM;SG	N
ernährung	營養	Ernährung	營養	N;NOM;FEM;SG	N
gestrichen	刪除	gestrechen	刪除	V;V.PTCP	V
springen	跳躍	springen	跳躍	V;NFIN	V
springen	跳躍	springen	跳躍	V;NFIN	V
