اتھاہ	adanc	اتھاہ	adanc		
بدلنا	modifică	بدل	modifica	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بدلنا	schimba	بدل	schimba	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بدلنا	schimbă	بدل	schimba	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بدلنا	varia	بدل	varia	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بدلنا	variază	بدل	varia	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بدلنا	transferă	بدل	transfera	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بدلنا	transformă	بدل	transforma	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بدلنا	transforma	بدل	transforma	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بدلی	transferă	بدلی	transfera	V;PFV;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
بدیسی	străine	بدیسی	străin	ADJ	ADJ;INDF;FEM;PL
بدیسی	strain	بدیسی	strain	ADJ	ADJ;INDF;MASC;SG
بدیسی	străin	بدیسی	străin	ADJ	ADJ;INDF;MASC;SG
بُدھ	miercuri	بُدھ	miercuri		
بُدھ	prudence	بُدھ	prudenc		
بدھنا	dezvolta	بدھ	dezvolta	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بدھنا	dezvoltă	بدھ	dezvolta	V;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بدھنا	creste	بدھ	creste	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بدھنا	crească	بدھ	crește	V;SG;NFIN;ACT	V;SBJV;3;PRS;FIN
بدھنا	crește	بدھ	crește	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بدھنا	creşte	بدھ	creşte	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بدھنا	crește	بدھ	crește	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بدھنا	ucide	بدھ	ucide	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بدھنا	omoară	بدھ	omorî	V;SG;NFIN;ACT	V;IND;3;PRS;FIN
بدھنا	ucide	بدھ	ucide	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بدھنا	rupe	بدھ	rupe	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بدھنا	sparge	بدھ	sparge	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بِڈارنا	alunga	بِڈار	alunga	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بِڈارنا	expulza	بِڈار	expulza	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بِڈارنا	exclude	بِڈار	exclude	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بر	contra	بر	contra		
بر	împotrivă	بر	împotriva		
بر	sot	بر	sot		
بر	superioare	بر	superior		
برِصغیر	subcontinent	برِصغیر	subcontinent	N;NOM;MASC;SG;3	N;INDF;MASC;SG
برخورد	prosperitatea	برخورد	prosperitate	N	N;DEF;FEM;SG
برخورد	prosperitate	برخورد	prosperitate	N	N;INDF;FEM;SG
برخورد	fericirea	برخورد	fericire	N	N;DEF;FEM;SG
برخورد	fericire	برخورد	fericire	N	N;INDF;FEM;SG
برخورد	succes	برخورد	succes	N	N;INDF;MASC;SG
برخورد	succese	برخورد	succes	N	N;INDF;FEM;PL
برخورد	succesul	برخورد	succes	N	N;DEF;MASC;SG
برافروختہ	suparat	برافروختہ	supara	ADJ	ADJ;INDF;MASC;SG
برافروختہ	furioasă	برافروختہ	furios	ADJ	ADJ;INDF;FEM;SG
برافروختہ	supărată	برافروختہ	supăra	ADJ	ADJ;INDF;FEM;SG
برافروختہ	furios	برافروختہ	furios	ADJ	ADJ;INDF;MASC;SG
برافروختہ	supărat	برافروختہ	supărat	ADJ	ADJ;INDF;MASC;SG
برافروختہ	furioasă	برافروختہ	furios	ADJ	ADJ;INDF;FEM;SG
برافروختہ	furios	برافروختہ	furios	ADJ	ADJ;INDF;MASC;SG
برافروختہ	înfuriat	برافروختہ	înfuriat	ADJ	ADJ;INDF;MASC;SG
برانداختہ	distrusa	برانداختہ	distrus	ADJ	ADJ;DEF;FEM;SG
برانداختہ	distrus	برانداختہ	distruge	ADJ	ADJ;INDF;MASC;SG
برانداختہ	distrusă	برانداختہ	distruge	ADJ	ADJ;INDF;FEM;SG
برانداختہ	demolat	برانداختہ	demolat	ADJ	ADJ;INDF;MASC;SG
برانداختہ	suparat	برانداختہ	supara	ADJ	ADJ;INDF;MASC;SG
برانداختہ	supărată	برانداختہ	supăra	ADJ	ADJ;INDF;FEM;SG
برانداختہ	supărat	برانداختہ	supărat	ADJ	ADJ;INDF;MASC;SG
برانگیختہ	încântată	برانگیختہ	încânta	ADJ	ADJ;INDF;FEM;SG
برانگیختہ	entuziasmat	برانگیختہ	entuziasma	ADJ	ADJ;INDF;MASC;SG
برانگیختہ	încântat	برانگیختہ	încânta	ADJ	ADJ;INDF;MASC;SG
برانگیختہ	trezit	برانگیختہ	trezi	ADJ	ADJ;INDF;MASC;SG
برآشفتہ	suparat	برآشفتہ	supara	ADJ	ADJ;INDF;MASC;SG
برآشفتہ	furioasă	برآشفتہ	furios	ADJ	ADJ;INDF;FEM;SG
برآشفتہ	supărată	برآشفتہ	supăra	ADJ	ADJ;INDF;FEM;SG
برآشفتہ	furios	برآشفتہ	furios	ADJ	ADJ;INDF;MASC;SG
برآشفتہ	supărat	برآشفتہ	supărat	ADJ	ADJ;INDF;MASC;SG
برآشفتہ	înfuriat	برآشفتہ	înfuriat	ADJ	ADJ;INDF;MASC;SG
برآشفتہ	ofensat	برآشفتہ	ofensa	ADJ	ADJ;INDF;MASC;SG
برآشفتہ	ofensată	برآشفتہ	ofensa	ADJ	ADJ;INDF;FEM;SG
برآشفتہ	jignit	برآشفتہ	jigni	ADJ	ADJ;INDF;MASC;SG
برجستہ	prompt	برجستہ	prompt		
برجستہ	prompt	برجستہ	prompt		
برجستہ	prompt	برجستہ	prompt		
برجستہ	prompt	برجستہ	prompt		
برخلاف	împotriva	برخلاف	împotriva	ADP	ADP;GEN
برخوردار	fiul	برخوردار	fiu	N	N;DEF;MASC;SG
برخوردار	fiu	برخوردار	fiu	N	N;INDF;MASC;SG
برسرِپیکار	lupta	برسرِپیکار	luptă	N;SG	N;DEF;FEM;SG
برطرف	respins	برطرف	respinge	ADJ	ADJ;INDF;MASC;SG
برطرف	aruncată	برطرف	arunca	ADJ	ADJ;INDF;FEM;SG
برطرف	aruncat	برطرف	arunca	ADJ	ADJ;INDF;MASC;SG
برقرار	stabilit	برقرار	stabili	ADJ	ADJ;INDF;MASC;SG
برقرار	stabilită	برقرار	stabilit	ADJ	ADJ;INDF;FEM;SG
برقرار	fermi	برقرار	ferm	ADJ	ADJ;INDF;MASC;PL
برقرار	existent	برقرار	existent	ADJ	ADJ;INDF;MASC;SG
برقرار	existentă	برقرار	existent	ADJ	ADJ;INDF;FEM;SG
برقرار	existente	برقرار	existent	ADJ	ADJ;INDF;FEM;PL
برقرار	fixă	برقرار	fix	ADJ	ADJ;INDF;FEM;SG
برقرار	fix	برقرار	fix	ADJ	ADJ;INDF;MASC;SG
برقرار	reparat	برقرار	repara	ADJ	ADJ;INDF;MASC;SG
برقرار	fixat	برقرار	fixat	ADJ	ADJ;INDF;MASC;SG
برملا	publică	برملا	publica	V;MASC;SG;ACT	V;IND;SG;3;PST;FIN
برملا	publică	برملا	publica	V;MASC;SG;ACT	V;IND;SG;3;PST;FIN
برملا	deschide	برملا	deschide	V;MASC;SG;ACT	V;IND;SG;3;PRS;FIN
براحال	sad	براحال	sad	N	N;INDF;MASC;SG
برابر	exacte	برابر	exact	ADJ	ADJ;INDF;FEM;PL
برابر	exacta	برابر	exacta	ADJ	ADJ;DEF;FEM;SG
برابر	exactă	برابر	exact	ADJ	ADJ;INDF;FEM;SG
برابر	paralelă	برابر	paralelă	ADJ	ADJ;INDF;FEM;SG
برابر	paralele	برابر	paralel	ADJ	ADJ;INDF;FEM;PL
برابر	asemanator	برابر	asemanator	ADJ	ADJ;INDF;MASC;SG
برابر	similar	برابر	similar	ADJ	ADJ;INDF;MASC;SG
برابر	asemănător	برابر	asemănător	ADJ	ADJ;INDF;MASC;SG
برابر	asemănătoare	برابر	asemănător	ADJ	ADJ;INDF;FEM
برابر	similară	برابر	similar	ADJ	ADJ;INDF;FEM;SG
برابر	similare	برابر	similar	ADJ	ADJ;INDF;FEM;PL
برابر	drepte	برابر	drept	ADJ	ADJ;INDF;FEM;PL
برابر	precise	برابر	precis	ADJ	ADJ;INDF;FEM;PL
برابر	precisă	برابر	precis	ADJ	ADJ;INDF;FEM;SG
برابر	precise	برابر	precis	ADJ	ADJ;INDF;FEM;PL
برابر	precisă	برابر	precis	ADJ	ADJ;INDF;FEM;SG
برابر	corespunzătoare	برابر	corespunzător	ADJ	ADJ;INDF;FEM
برابر	corespunzător	برابر	corespunzător	ADJ	ADJ;INDF;MASC;SG
برابر	netede	برابر	neted	ADJ	ADJ;INDF;FEM;PL
برابر	neted	برابر	neted	ADJ	ADJ;INDF;MASC;SG
برابر	lină	برابر	lin	ADJ	ADJ;INDF;FEM;SG
برابر	netedă	برابر	neted	ADJ	ADJ;INDF;FEM;SG
برابر	directa	برابر	directa	ADJ	ADJ;DEF;FEM;SG
برابر	directe	برابر	direct	ADJ	ADJ;INDF;FEM;PL
برابر	directă	برابر	direct	ADJ	ADJ;INDF;FEM;SG
برارا	string	برارا	stringe		
براری	deșert	براری	deșert	N;NOM;MASC;SG;3	N;INDF;MASC;SG
براری	desert	براری	desert	N;NOM;MASC;SG;3	N;INDF;MASC;SG
برّاق	albi	برّاق	alb		
برّاق	destept	برّاق	destept		
برانا	evită	برانا	evita	V;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
برانا	evita	برانا	evita	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
برّانا	plânge	برّانا	plânge	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
برّانا	plângi	برّانا	plânge	V;SG;NFIN;ACT	V;IND;SG;2;PRS;FIN
براہ	via	براہ	via		
بُرائی	harm	بُرائی	harm	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بُرائی	viciu	بُرائی	viciu	N;NOM;FEM;SG;3	N;INDF;MASC;SG
برباد	distrusa	برباد	distrus	ADJ	ADJ;DEF;FEM;SG
برباد	distrus	برباد	distruge	ADJ	ADJ;INDF;MASC;SG
برباد	distrusă	برباد	distruge	ADJ	ADJ;INDF;FEM;SG
برباد	pierdut	برباد	pierdut	ADJ	ADJ;INDF;MASC;SG
برباد	pierdute	برباد	pierdut	ADJ	ADJ;INDF;FEM;PL
برباد	pierdută	برباد	pierde	ADJ	ADJ;INDF;FEM;SG
برباد	irosite	برباد	irosit	ADJ	ADJ;INDF;FEM;PL
برپا	stabiliți	برپا	stabili	V;V.PTCP;ACT	V;IND;PL;2;IPFV;FIN
برپا	continuând	برپا	continua	V;V.PTCP;ACT	V;V.MSDR
برپا	continuăm	برپا	continua	V;V.PTCP;ACT	V;IND;PL;1;PRS;FIN
برپا	continuam	برپا	continua	V;V.PTCP;ACT	V;IND;1;IPFV;FIN
برپا	stabiliți	برپا	stabili	V;V.PTCP;ACT	V;IND;PL;2;IPFV;FIN
برپا	continuând	برپا	continua	V;V.PTCP;ACT	V;V.MSDR
برپا	continuăm	برپا	continua	V;V.PTCP;ACT	V;IND;PL;1;PRS;FIN
برپا	continuam	برپا	continua	V;V.PTCP;ACT	V;IND;1;IPFV;FIN
برَت	marcu	برَت	marcu		
برَت	tanga	برَت	tanga		
بِرتا	înseamnă	بڑرتا	însemna	V;IPFV;MASC;SG;V.PTCP;ACT	V;IND;3;PRS;FIN
بِرتا	ajută	بڑرتا	ajuta	V;IPFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
برتانا	utilizează	برتانا	utiliza	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
برتانا	folosește	برتانا	folosi	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
برتن	vas	برتن	vas	N;NOM;MASC;SG;3	N;INDF;MASC;SG
برتن	recipient	برتن	recipient	N;NOM;MASC;SG;3	N;INDF;MASC;SG
برتن	vas	برتن	vas	N;NOM;MASC;SG;3	N;INDF;MASC;SG
برتن	recipient	برتن	recipient	N;NOM;MASC;SG;3	N;INDF;MASC;SG
برتنا	trata	برتنا	trata	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
برتنا	trateaza	برتنا	tratează	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
برتنا	tratează	برتنا	trata	V;NFIN;ACT	V;IND;3;PRS;FIN
برتنا	aplica	برتنا	aplica	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
برتنا	aplică	برتنا	aplica	V;NFIN;ACT	V;IND;SG;3;PST;FIN
برتنا	utilizează	برتنا	utiliza	V;NFIN;ACT	V;IND;3;PRS;FIN
برتنا	folosește	برتنا	folosi	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
برجنا	interzice	برجنا	interzice	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
برخ	putini	برخ	putin		
برخاست	respins	برخاست	respinge	ADJ	ADJ;INDF;MASC;SG
بُرد	catch	بُرد	catch		
بردہ	sclav	بردہ	sclav	N;NOM;MASC;SG;3	N;INDF;MASC;SG
برسات	duș	برسات	duș	N;NOM;MASC;SG;3	N;INDF;MASC;SG
برسانا	presară	برسانا	presar	V;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
برسنا	rain	برسنا	rain		
برقیہ	electron	برقیہ	electron	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بُرکنا	presară	بُرکنا	presar	V;NFIN;ACT	V;IND;SG;3;PST;FIN
برکھا	plouă	برکھا	ploua	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
برگشتہ	schimbat	برگشتہ	schimba	ADJ	ADJ;INDF;MASC;SG
برگشتہ	schimbată	برگشتہ	schimba	ADJ	ADJ;INDF;FEM;SG
برگشتہ	revoltat	برگشتہ	revolta	ADJ	ADJ;INDF;MASC;SG
برگشتہ	răzvrătit	برگشتہ	răzvrăti	ADJ	ADJ;INDF;MASC;SG
برگشتہ	transformat	برگشتہ	transforma	ADJ	ADJ;INDF;MASC;SG
برّہ	fawn	برّہ	fawn		
برہم	suparat	برہم	supara	ADJ	ADJ;INDF;MASC;SG
برہم	furioasă	برہم	furios	ADJ	ADJ;INDF;FEM;SG
برہم	supărată	برہم	supăra	ADJ	ADJ;INDF;FEM;SG
برہم	furios	برہم	furios	ADJ	ADJ;INDF;MASC;SG
برہم	supărat	برہم	supărat	ADJ	ADJ;INDF;MASC;SG
برہم	dezordonat	برہم	dezordonat	ADJ	ADJ;INDF;MASC;SG
برہم	murdar	برہم	murdar	ADJ	ADJ;INDF;MASC;SG
برہم	derutat	برہم	deruta	ADJ	ADJ;INDF;MASC;SG
برہم	confuz	برہم	confuz	ADJ	ADJ;INDF;MASC;SG
برہم	confuză	برہم	confuz	ADJ	ADJ;INDF;FEM;SG
برہم	înfuriat	برہم	înfuriat	ADJ	ADJ;INDF;MASC;SG
برَہم	doamne	برَہم	domn		
برہنہ	goale	برہنہ	gol	ADJ	ADJ;INDF;FEM;PL
برہنہ	goale	برہنہ	gol	ADJ	ADJ;INDF;FEM;PL
برہنہ	dezbrăcată	برہنہ	dezbrăca	ADJ	ADJ;INDF;FEM;SG
برہنہ	goală	برہنہ	gol	ADJ	ADJ;INDF;FEM;SG
برہنہ	dezbrăcat	برہنہ	dezbrăcat	ADJ	ADJ;INDF;MASC;SG
بری	liberă	بری	liber	ADJ;FEM	ADJ;INDF;FEM;SG
بری	liberi	بری	liber	ADJ;FEM	ADJ;INDF;MASC;PL
بری	gratuit	بری	gratuit	ADJ;FEM	ADJ;INDF;MASC;SG
بری	externat	بری	externa	ADJ;FEM	ADJ;INDF;MASC;SG
بری	evacuate	بری	evacua	ADJ;FEM	ADJ;INDF;FEM;PL
بری	lansat	بری	lansat	ADJ;FEM	ADJ;INDF;MASC;SG
بری	eliberat	بری	elibera	ADJ;FEM	ADJ;INDF;MASC;SG
بری	eliberată	بری	elibera	ADJ;FEM	ADJ;INDF;FEM;SG
بری	achitată	بری	achita	ADJ;FEM	ADJ;INDF;FEM;SG
بری	achitat	بری	achitat	ADJ;FEM	ADJ;INDF;MASC;SG
بری	exonerat	بری	exonerat	ADJ;FEM	ADJ;INDF;MASC;SG
بُری	rea	بُری	rău	ADJ;FEM	ADJ;INDF;FEM;SG
بڑا	respectabil	بڑا	respectabil	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
بڑا	imens	بڑا	imens	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
بڑا	imens	بڑا	imens	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
بڑا	exaltat	بڑا	exalta	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
بڑا	vast	بڑا	vast	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
بڑا	nobil	بڑا	nobil	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
بڑا	superior	بڑا	superior	ADJ;NOM;MASC;SG	ADJ;INDF;CMPR;MASC;SG
بڑا	superioară	بڑا	superior	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
بڑا	bătrân	بڑا	bătrân	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
بڑا	vechi	بڑا	vechi	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
بڑا	suprem	بڑا	suprem	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
بڑا	mare	بڑا	mare	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
بڑا	respectabil	بڑا	respectabil	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
بڑا	imens	بڑا	imens	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
بڑا	imens	بڑا	imens	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
بڑا	exaltat	بڑا	exalta	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
بڑا	vast	بڑا	vast	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
بڑا	nobil	بڑا	nobil	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
بڑا	superior	بڑا	superior	ADJ;NOM;MASC;SG	ADJ;INDF;CMPR;MASC;SG
بڑا	superioară	بڑا	superior	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
بڑا	bătrân	بڑا	bătrân	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
بڑا	vechi	بڑا	vechi	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
بڑا	suprem	بڑا	suprem	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
بڑا	mare	بڑا	mare	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
بڑائی	laudă	بڑائی	laudă	V;PFV;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
بڑائی	lauda	بڑائی	laudă	V;PFV;FEM;SG;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
بڑنا	pătrunde	بڑنا	pătrunde	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بڑنا	penetra	بڑنا	penetru	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بڑنا	intra	بڑنا	intra	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بڑنا	intră	بڑنا	intra	V;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بڑی	mare	بڑی	mare	ADJ;FEM	ADJ;INDF;MASC;SG
بڑی	mari	بڑی	mare	ADJ;FEM	ADJ;INDF;PL
بڑھانا	extinde	بڑھا	extinde	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بڑھانا	amână	بڑھا	amâna	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بڑھانا	amâna	بڑھا	amâna	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بڑھانا	elimină	بڑھا	elimina	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بڑھانا	scoate	بڑھا	scoate	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بڑھانا	încurajează	بڑھا	încuraja	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بڑھانا	încuraja	بڑھا	încuraja	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بڑھانا	închide	بڑھا	închide	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بڑھانا	inchide	بڑھا	inchide	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بڑھانا	promovează	بڑھا	promova	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بڑھانا	promova	بڑھا	promova	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بڑھانا	avansează	بڑھا	avansa	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بڑھانا	intinde	بڑھا	intinde	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بڑھانا	întinde	بڑھا	întinde	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بڑھانا	exagerează	بڑھا	exagera	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بڑھانا	exagera	بڑھا	exagera	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بڑھانا	extinde	بڑھا	extinde	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بڑھانا	adaugă	بڑھا	adăuga	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بڑھانا	adauga	بڑھا	adauga	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بڑھانا	crește	بڑھا	crește	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بڑھانا	amână	بڑھا	amâna	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بڑھانا	amâna	بڑھا	amâna	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بڑھانا	elimină	بڑھا	elimina	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بڑھانا	scoate	بڑھا	scoate	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بڑھانا	încurajează	بڑھا	încuraja	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بڑھانا	încuraja	بڑھا	încuraja	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بڑھانا	închide	بڑھا	închide	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بڑھانا	inchide	بڑھا	inchide	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بڑھانا	extinde	بڑھا	extinde	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بڑھانا	agrava	بڑھا	agrava	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بڑھانا	promovează	بڑھا	promova	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بڑھانا	promova	بڑھا	promova	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بڑھانا	avansează	بڑھا	avansa	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بڑھانا	intinde	بڑھا	intinde	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بڑھانا	întinde	بڑھا	întinde	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بڑھانا	exagerează	بڑھا	exagera	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بڑھانا	exagera	بڑھا	exagera	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بڑھائو	crește	بڑھائو	crește	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
بڑھائو	umfla	بڑھائو	umflă	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
بڑھائی	crește	بڑھائی	crește	V;PFV;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
بڑھتا	crește	بڑھتا	crește	V;IPFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
بڑھتی	crește	بڑھ	crește	V;IPFV;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
بڑھنا	extinde	بڑھ	extinde	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بڑھنا	intinde	بڑھ	intinde	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بڑھنا	întinde	بڑھ	întinde	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بڑھنا	avansează	بڑھ	avansa	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بڑھنا	crește	بڑھ	crește	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بڑھنا	acumula	بڑھ	acumula	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بڑھنا	acumulează	بڑھ	acumula	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بڑھنا	înflorească	بڑھ	înflori	V;MASC;SG;NFIN;ACT	V;SBJV;3;PRS;FIN
بڑھنا	umfla	بڑھ	umflă	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بڑھنا	extinde	بڑھ	extinde	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بڑھنا	creste	بڑھ	creste	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بڑھنا	crească	بڑھ	crește	V;MASC;SG;NFIN;ACT	V;SBJV;3;PRS;FIN
بڑھنا	crește	بڑھ	crește	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بڑھنا	creşte	بڑھ	creşte	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بڑھنا	intinde	بڑھ	intinde	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بڑھنا	întinde	بڑھ	întinde	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بڑھنا	avansează	بڑھ	avansa	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بڑھنا	crește	بڑھ	crește	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بڑھنا	acumula	بڑھ	acumula	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بڑھنا	acumulează	بڑھ	acumula	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بڑھنا	înflorească	بڑھ	înflori	V;MASC;SG;NFIN;ACT	V;SBJV;3;PRS;FIN
بڑھنا	umfla	بڑھ	umflă	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بُز	oi	بُز	oaie		
بزیر	dedesubt	بزیر	dedesubt		
بس	power	بس	power	N;NOM;MASC;SG;3	N
بس	sfârșit	بس	sfârșit	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بس	final	بس	final	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بس	control	بس	control	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بس	sway	بس	sway	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بس	power	بس	power	N;NOM;MASC;SG;3	N
بس	sfârșit	بس	sfârșit	N;NOM;MASC;SG;3	N;INDF;MASC;SG
