and	ja	and	ja	CONJ	CONJ
minor	alaikäinen	minor	alaikäinen	ADJ	ADJ;NOM;SG
minor	vähäinen	minor	vähäinen	ADJ	ADJ;NOM;SG
says	sanoo	say	sanoa	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
whose	kenen	whose	kuka	PRO	PRO;GEN;SG
foundation	säätiö	foundation	säätiö	N;SG	N;NOM;SG
foundation	säätiön	foundation	säätiö	N;SG	N;GEN;SG
foundation	perusta	foundation	perusta	N;SG	N;NOM;SG
units	yksiköt	unit	yksikkö	N;PL	N;NOM;PL
movie	elokuvan	movie	elo#kuva	N;SG	N;GEN;SG
movie	elokuva	movie	elo#kuva	N;SG	N;NOM;SG
movie	leffa	movie	leffa	N;SG	N;NOM;SG
ice	jäätä	ice	jää	N;SG	N;PRT;SG
simply	yksinkertaisesti	simply	yksinkertaisesti	ADV	ADV
limited	rajallinen	limited	rajallinen	ADJ	ADJ;NOM;SG
unit	yksikön	unit	yksikkö	N;SG	N;GEN;SG
unit	yksikköä	unit	yksikkö	N;SG	N;PRT;SG
unit	yksikkö	unit	yksikkö	N;SG	N;NOM;SG
student	opiskelijan	student	opiskelija	N;SG	N;GEN;SG
student	opiskelija	student	opiskelija	N;SG	N;NOM;SG
student	ylioppilas	student	yli#oppilas	N;SG	N;NOM;SG
student	oppilas	student	oppilas	N;SG	N;NOM;SG
previously	aikaisemmin	previously	aikaisemmin	ADV	ADV
previously	aiemmin	previously	aiemmin	ADV	ADV
stated	totesi	state	todeta	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
complete	täydelliset	complete	täydellinen	ADJ	ADJ;NOM;PL
complete	täydellinen	complete	täydellinen	ADJ	ADJ;NOM;SG
test	testi	test	testi	N;SG	N;NOM;SG
test	testin	test	testi	N;SG	N;GEN;SG
nominated	nimetty	nominate	nimetä	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
nominated	nimetyt	nominate	nimetty	V;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
bill	lasku	bill	lasku	N;SG	N;NOM;SG
parts	osat	part	osa	N;PL	N;NOM;PL
parts	osia	part	osa	N;PL	N;PRT;PL
vocals	laulut	vocal	laulu	N;PL	N;NOM;PL
theory	teoriaa	theory	teoria	N;SG	N;PRT;SG
theory	teoria	theory	teoria	N;SG	N;NOM;SG
regional	alueellinen	regional	alueellinen	ADJ	ADJ;NOM;SG
regional	alueelliset	regional	alueellinen	ADJ	ADJ;NOM;PL
regional	alueellisten	regional	alueellinen	ADJ	ADJ;GEN;PL
account	tiliä	account	tili	N;SG	N;PRT;SG
account	tilin	account	tili	N;SG	N;GEN;SG
account	tili	account	tili	N;SG	N;NOM;SG
account	huomioon	account	huomio	N;SG	N;IN+ALL;SG
vote	äänestää	vote	äänestää	V;IMP;FIN	V;SG;NFIN;ACT
computer	tietokone	computer	tieto#kone	N;SG	N;NOM;SG
computer	tietokoneen	computer	tieto#kone	N;SG	N;GEN;SG
tournament	turnaus	tournament	turnaus	N;SG	N;NOM;SG
tournament	turnaukseen	tournament	turnaus	N;SG	N;IN+ALL;SG
tournament	turnauksen	tournament	turnaus	N;SG	N;GEN;SG
behind	taakse	behind	taakse	ADV	ADV
behind	takana	behind	takana	ADV	ADV
winning	voitto	win	voitto	N;SG	N;NOM;SG
winning	voitolla	win	voitolla	N;SG	N;AT+ESS
;SG
winning	voittaminen	win	voittaminen	N;SG	N;NOM;SG
hospital	sairaala	hospital	sairaala	N;SG	N;NOM;SG
hospital	sairaalassa	hospital	sairaala	N;SG	N;IN+ESS;SG
taking	ottaa	take	ottaa	V;V.MSDR	V;IND;SG;3;PRS;FIN;ACT
taking	ottaen	take	ottaa	V;V.MSDR	V;INS;SG;NFIN;ACT
taking	ottamassa	take	ottaa	V;V.MSDR	V;IN+ESS;SG;NFIN;ACT
mountain	vuori	mountain	vuori	N;SG	N;NOM;SG
mountain	vuorta	mountain	vuori	N;SG	N;PRT;SG
mountain	vuoristo	mountain	vuoristo	N;SG	N;NOM;SG
higher	korkeampi	higher	korkea	ADJ;CMPR	ADJ;NOM;CMPR;SG
higher	suurempi	higher	suuri	ADJ;CMPR	ADJ;NOM;CMPR;SG
cases	tapausten	case	tapaus	N;PL	N;GEN;PL
cases	tapaukset	case	tapaus	N;PL	N;NOM;PL
cases	tapauksissa	case	tapaus	N;PL	N;IN+ESS;PL
editing	muokkaaminen	editing	muokkaaminen	N;SG	N;NOM;SG
editing	muokkaus	editing	muokkaus	N;SG	N;NOM;SG
replaced	korvattu	replace	korvata	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
replaced	korvattiin	replace	korvata	V;PST;V.PTCP	V;IND;PST;FIN;PASS
food	ruokaa	food	ruoka	N;SG	N;PRT;SG
food	ruoka	food	ruoka	N;SG	N;NOM;SG
multiple	useita	multiple	usea	ADJ	ADJ;PRT;PL
multiple	useat	multiple	usea	ADJ	ADJ;NOM;PL
likely	todennäköinen	likely	toden#näköinen	ADJ	ADJ;NOM;SG
likely	todennäköistä	likely	toden#näköinen	ADJ	ADJ;PRT;SG
terms	ehtoja	term	ehto	N;PL	N;PRT;PL
terms	termit	term	termi	N;PL	N;NOM;PL
terms	ehdot	term	ehto	N;PL	N;NOM;PL
try	kokeile	try	kokeilla	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
try	yritä	try	yrittää	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
topic	aiheen	topic	aihe	N;SG	N;GEN;SG
topic	aihe	topic	aihe	N;SG	N;NOM;SG
topic	aiheeseen	topic	aihe	N;SG	N;IN+ALL;SG
woman	nainen	woman	nainen	N;SG	N;NOM;SG
officer	upseeri	officer	upseeri	N;SG	N;NOM;SG
officer	virkailija	officer	virkailija	N;SG	N;NOM;SG
officer	konstaapeli	officer	konstaapeli	N;SG	N;NOM;SG
categories	luokat	category	luokka	N;PL	N;NOM;PL
greek	kreikkalainen	greek	kreikkalainen	ADJ	ADJ;NOM;SG
recent	viimeaikainen	recent	viimeaikainen	ADJ	ADJ;NOM;SG
recent	viimeaikaiset	recent	viimeaikainen	ADJ	ADJ;NOM;PL
sent	lähetetty	send	lähettää	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
sent	lähetetyt	send	lähettää	V;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
copyright	tekijänoikeuden	copyright	tekijän#oikeus	N;SG	N;GEN;SG
speed	nopeus	speed	nopeus	N;SG	N;NOM;SG
speed	nopeutta	speed	nopeus	N;SG	N;PRT;SG
speed	vauhti	speed	vauhti	N;SG	N;NOM;SG
templates	malleja	template	malli	N;PL	N;PRT;PL
templates	mallit	template	malli	N;PL	N;NOM;PL
money	raha	money	raha	N;SG	N;NOM;SG
money	rahaa	money	raha	N;SG	N;PRT;SG
saw	näki	see	nähdä	V;IND;PST;FIN	V;IND;SG;3;PST;FIN;ACT
selected	valittu	select	valita	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
selected	valittuna	select	valita	V;PST;V.PTCP	V;FRML;SG;V.PTCP;PASS
selected	valitut	select	valita	V;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
selected	valittiin	select	valita	V;PST;V.PTCP	V;IND;PST;FIN;PASS
politician	poliitikko	politician	poliitikko	N;SG	N;NOM;SG
true	totta	true	tosi	ADJ	ADJ;PRT;SG
required	vaadittu	require	vaatia	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
regular	tavallinen	regular	tavallinen	ADJ	ADJ;NOM;SG
regular	säännöllinen	regular	säännöllinen	ADJ	ADJ;NOM;SG
regular	säännölliset	regular	säännöllinen	ADJ	ADJ;NOM;PL
commercial	kaupallista	commercial	kaupallinen	ADJ	ADJ;PRT;SG
commercial	kaupalliset	commercial	kaupallinen	ADJ	ADJ;NOM;PL
commercial	kaupallinen	commercial	kaupallinen	ADJ	ADJ;NOM;SG
cities	kaupunkeja	city	kaupunki	N;PL	N;PRT;PL
cities	kaupunkien	city	kaupunki	N;PL	N;GEN;PL
cities	kaupungit	city	kaupunki	N;PL	N;NOM;PL
contains	sisältää	contain	sisältää	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
trade	kauppa	trade	kauppa	N;SG	N;NOM;SG
trade	kauppaa	trade	kauppa	N;SG	N;PRT;SG
trade	kaupan	trade	kauppa	N;SG	N;GEN;SG
trade	kaupankäynti	trade	kaupan#käynti	N;SG	N;NOM;SG
degree	asteen	degree	aste	N;SG	N;GEN;SG
degree	tutkinto	degree	tutkinto	N;SG	N;NOM;SG
degree	aste	degree	aste	N;SG	N;NOM;SG
birth	synnytys	birth	synnytys	N;SG	N;NOM;SG
birth	synty	birth	syntyä	N;SG	N;NOM;SG
birth	syntymä	birth	syntymä	N;SG	N;NOM;SG
finished	päättynyt	finish	päättyä	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
rugby	rugby	rugby	rugby	N;SG	N;NOM;SG
access	käyttöoikeus	access	käyttö#oikeus	N;SG	N;NOM;SG
access	pääsy	access	pääsy	N;SG	N;NOM;SG
access	saatavuus	access	saatavuus	N;SG	N;NOM;SG
seasons	kaudet	season	kausi	N;PL	N;NOM;PL
journal	päiväkirja	journal	päivä#kirja	N;SG	N;NOM;SG
journal	lehti	journal	lehti	N;SG	N;NOM;SG
beginning	alkuun	beginning	alku	N;SG	N;IN+ALL;SG
beginning	alussa	beginning	alku	N;SG	N;IN+ESS;SG
beginning	alku	beginning	alku	N;SG	N;NOM;SG
software	ohjelmisto	software	ohjelmisto	N;SG	N;NOM;SG
software	ohjelmiston	software	ohjelmisto	N;SG	N;GEN;SG
famous	kuuluisa	famous	kuuluisa	ADJ	ADJ;NOM;SG
famous	kuuluisia	famous	kuuluisa	ADJ	ADJ;PRT;PL
famous	kuuluisat	famous	kuuluisa	ADJ	ADJ;NOM;PL
famous	tunnettu	famous	tunnettu	ADJ	ADJ;NOM;SG
religious	uskonnollinen	religious	uskonnollinen	ADJ	ADJ;NOM;SG
religious	uskonnolliset	religious	uskonnollinen	ADJ	ADJ;NOM;PL
hours	tunteja	hour	tunti	N;PL	N;PRT;PL
hours	tunnit	hour	tunti	N;PL	N;NOM;PL
running	juoksu	running	juoksu	N;SG	N;NOM;SG
running	käynnissä	running	käynti	N;SG	N;IN+ESS;SG
brought	tuotiin	bring	tuoda	V;PST;V.PTCP	V;IND;PST;FIN;PASS
economic	taloudelliset	economic	taloudellinen	ADJ	ADJ;NOM;PL
economic	taloudellinen	economic	taloudellinen	ADJ	ADJ;NOM;SG
structure	rakenne	structure	rakenne	N;SG	N;NOM;SG
remained	pysynyt	remain	pysyä	V;IND;PST;FIN	V;NOM;SG;V.PTCP;ACT
remained	säilyi	remain	säilyä	V;IND;PST;FIN	V;IND;SG;3;PST;FIN;ACT
remained	pysyi	remain	pysyä	V;IND;PST;FIN	V;IND;SG;3;PST;FIN;ACT
decision	päätös	decision	päätös	N;SG	N;NOM;SG
certain	varmaa	certain	varma	ADJ	ADJ;PRT;SG
certain	tietty	certain	tietty	ADJ	ADJ;NOM;SG
certain	tiettyjen	certain	tietty	ADJ	ADJ;GEN;PL
certain	tietyt	certain	tietty	ADJ	ADJ;NOM;PL
hit	osu	hit	osu	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
hit	lyö	hit	lyödä	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
minutes	pöytäkirjat	minute	pöytä#kirja	N;PL	N;NOM;PL
minutes	minuutteja	minute	minuutti	N;PL	N;PRT;PL
whole	koko	whole	koko	ADJ	ADJ
whole	kokonaisena	whole	kokonainen	ADJ	ADJ;FRML;SG
whole	kokonainen	whole	kokonainen	ADJ	ADJ;NOM;SG
whole	kokonaiset	whole	kokonainen	ADJ	ADJ;NOM;PL
lord	lordin	lord	lortin	N;SG	N;GEN;SG
lord	herra	lord	herra	N;SG	N;NOM;SG
lord	lordi	lord	lordi	N;SG	N;NOM;SG
web	web	web	web	N;SG	N;NOM;SG
decided	päättänyt	decide	päättää	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
decided	päätettiin	decide	päättää	V;PST;V.PTCP	V;IND;PST;FIN;PASS
decided	päätetty	decide	päättää	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
decided	päätti	decide	päättää	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
operations	operaatiot	operation	operaatio	N;PL	N;NOM;PL
operations	toimien	operation	toimi	N;PL	N;GEN;PL
operations	toiminnot	operation	toiminto	N;PL	N;NOM;PL
function	funktio	function	funktio	N;SG	N;NOM;SG
function	toiminto	function	toiminto	N;SG	N;NOM;SG
assembly	edustajakokouksen	assembly	edustaja#kokous	N;SG	N;GEN;SG
assembly	kokoonpano	assembly	kokoonpano	N;SG	N;NOM;SG
assembly	kokoontuminen	assembly	kokoontuminen	N;SG	N;NOM;SG
security	vartiointi	security	vartiointi	N;SG	N;NOM;SG
security	turvallisuus	security	turvallisuus	N;SG	N;NOM;SG
security	turva	security	turva	N;SG	N;NOM;SG
security	turvallisuuden	security	turvallisuus	N;SG	N;GEN;SG
uses	käyttää	use	käyttää	V;IND;SG;3;PRS;FIN	V;IND;SG;PRS;FIN;ACT
operation	toiminta	operation	toiminta	N;SG	N;NOM;SG
operation	toimenpide	operation	toimen#pide	N;SG	N;NOM;SG
operation	toiminto	operation	toiminto	N;SG	N;NOM;SG
operation	operaatio	operation	operaatio	N;SG	N;NOM;SG
call	kutsu	call	kutsu	N;SG	N;NOM;SG
call	puhelu	call	puhelu	N;SG	N;NOM;SG
legal	oikeudellinen	legal	oikeudellinen	ADJ	ADJ;NOM;SG
legal	oikeudelliset	legal	oikeudellinen	ADJ	ADJ;NOM;PL
legal	laillinen	legal	laillinen	ADJ	ADJ;NOM;SG
jewish	juutalainen	jewish	juutalainen	ADJ	ADJ;NOM;SG
staff	henkilöstö	staff	henkilöstö	N;SG	N;NOM;SG
staff	henkilöstön	staff	henkilöstö	N;SG	N;GEN;SG
staff	henkilökunta	staff	henkilö#kunta	N;SG	N;NOM;SG
establishments	laitosten	establishment	laitos	N;PL	N;GEN;PL
establishments	laitokset	establishment	laitos	N;PL	N;NOM;PL
goal	maali	goal	maali	N;SG	N;NOM;SG
goal	tavoite	goal	tavoite	N;SG	N;NOM;SG
goal	päämäärä	goal	pää#määrä	N;SG	N;NOM;SG
goal	tavoitteen	goal	tavoite	N;SG	N;GEN;SG
towards	kohti	towards	kohti	ADV	ADV
agree	sovittava	agree	sopia	V;IND;PRS;FIN	V;NOM;SG;V.PTCP;PASS
bad	huono	bad	huono	ADJ	ADJ;NOM;SG
bad	pahaa	bad	paha	ADJ	ADJ;PRT;SG
bad	paha	bad	paha	ADJ	ADJ;NOM;SG
attendance	osanotto	attendance	osanotto	N;SG	N;NOM;SG
attendance	osallistuminen	attendance	osallistuminen	N;SG	N;NOM;SG
attendance	läsnäolo	attendance	läsnäolo	N;SG	N;NOM;SG
nature	luonnosta	nature	luonnos	N;SG	N;IN+ABL;SG
nature	luonne	nature	luonne	N;SG	N;NOM;SG
nature	luontoa	nature	luonto	N;SG	N;PRT;SG
nature	luonto	nature	luonto	N;SG	N;NOM;SG
allowed	sallitut	allow	sallia	V;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
mount	vuori	mount	vuori	N;SG	N;NOM;SG
mount	mount	mount	mount	N;SG	N;NOM;SG
calculated	laskettuna	calculate	laskea	V;PST;V.PTCP	V;FRML;SG;V.PTCP;PASS
calculated	laskettu	calculate	laskea	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
calculated	lasketut	calculate	laskea	V;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
structures	rakenteita	structure	rakenne	N;PL	N;PRT;PL
structures	rakenteet	structure	rakenne	N;PL	N;NOM;PL
structures	rakenteiden	structure	rakenne	N;PL	N;GEN;PL
hard	kova	hard	kova	ADJ	ADJ;NOM;SG
hard	kovaa	hard	kova	ADJ	ADJ;PRT;SG
hard	rankkaa	hard	rankka	ADJ	ADJ;PRT;SG
saying	sanomassa	say	sanoa	V;V.MSDR	V;IN+ESS;SG;NFIN;ACT
manager	esimies	manager	esi#mies	N;SG	N;NOM;SG
manager	managerin	manager	manageri	N;SG	N;GEN;SG
manager	johtaja	manager	johtaja	N;SG	N;NOM;SG
manager	manageri	manager	manageri	N;SG	N;NOM;SG
earlier	aikaisemmin	earlier	aikaisemmin	ADV	ADV
earlier	aiemmin	earlier	aiemmin	ADV	ADV
elections	vaalit	election	vaali	N;PL	N;NOM;PL
meet	tavata	meet	tavata	V;IMP;FIN	V;SG;NFIN;ACT
box	laatikko	box	laatikko	N;SG	N;NOM;SG
box	ruutu	box	ruutua	N;SG	N;NOM;SG
box	box	box	box	N;SG	N;NOM;SG
lines	rivit	line	rivi	N;PL	N;NOM;PL
lines	viivat	line	viiva	N;PL	N;NOM;PL
lines	linjat	line	linja	N;PL	N;NOM;PL
democratic	demokraattiset	democratic	demokraattinen	ADJ	ADJ;NOM;PL
democratic	demokraattinen	democratic	demokraattinen	ADJ	ADJ;NOM;SG
success	menestys	success	menestys	N;SG	N;NOM;SG
success	menestystä	success	menestys	N;SG	N;PRT;SG
success	onnistuminen	success	onnistuminen	N;SG	N;NOM;SG
associated	liitetty	associate	liittää	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
associated	liittyvät	associate	liittyä	V;PST;V.PTCP	V;NOM;PL;V.PTCP;ACT
traditional	perinteisiä	traditional	perinteinen	ADJ	ADJ;PRT;PL
traditional	perinteiset	traditional	perinteinen	ADJ	ADJ;NOM;PL
traditional	perinteinen	traditional	perinteinen	ADJ	ADJ;NOM;SG
rest	lepo	rest	lepo	N;SG	N;NOM;SG
rest	lepoa	rest	lepo	N;SG	N;PRT;SG
highway	valtatie	highway	valta#tie	N;SG	N;NOM;SG
highway	maantie	highway	maantie	N;SG	N;NOM;SG
highway	highway	highway	highway	N;SG	N;NOM;SG
highway	moottoritie	highway	moottori#tie	N;SG	N;NOM;SG
matter	väliä	matter	väli	N;SG	N;PRT;SG
wide	laaja	wide	laaja	ADJ	ADJ;NOM;SG
wide	leveä	wide	leveä	ADJ	ADJ;NOM;SG
month	kuukaudessa	month	kuu#kausi	N;SG	N;IN+ESS;SG
month	kuukausi	month	kuu#kausi	N;SG	N;NOM;SG
month	kuukauden	month	kuu#kausi	N;SG	N;GEN;SG
month	kuukautta	month	kuu#kausi	N;SG	N;PRT;SG
admin	ylläpitäjän	admin	ylläpitäjä	N;SG	N;GEN;SG
admin	ylläpito	admin	ylläpito	N;SG	N;NOM;SG
admin	ylläpitäjä	admin	ylläpitäjä	N;SG	N;NOM;SG
cultural	kulttuurinen	cultural	kulttuurinen	ADJ	ADJ;NOM;SG
commission	komission	commission	komissio	N;SG	N;GEN;SG
commission	komissio	commission	komissio	N;SG	N;NOM;SG
plan	suunnitelma	plan	suunnitelma	N;SG	N;NOM;SG
plan	suunnitelman	plan	suunnitelma	N;SG	N;GEN;SG
practice	harjoitus	practice	harjoitus	N;SG	N;NOM;SG
practice	käytäntö	practice	käytäntö	N;SG	N;NOM;SG
practice	käytännön	practice	käytäntö	N;SG	N;GEN;SG
command	komento	command	komento	N;SG	N;NOM;SG
command	komentoa	command	komento	N;SG	N;PRT;SG
command	komennon	command	komento	N;SG	N;GEN;SG
nomination	ehdokkuuden	nomination	ehdokkuus	N;SG	N;GEN;SG
nomination	nimittäminen	nomination	nimittäminen	N;SG	N;NOM;SG
parties	osapuolet	party	osa#puoli	N;PL	N;NOM;PL
parties	asianosaiset	party	asian#osainen	N;PL	N;NOM;PL
parties	puolueet	party	puolue	N;PL	N;NOM;PL
entire	kokonainen	entire	kokonainen	ADJ	ADJ;NOM;SG
anyone	ketään	anyone	kukaan	PRO;SG	PRO;PRT;SG
overlaps	päällekkäisyyksiä	overlap	päällekkäisyys	N;PL	N;PRT;PL
approximately	suunnilleen	approximately	suunnilleen	ADV	ADV
master	mestari	master	mestari	N;SG	N;NOM;SG
master	isäntä	master	isäntä	N;SG	N;NOM;SG
noted	huomioitu	note	huomioida	V;PST;FIN	V;NOM;SG;V.PTCP;PASS
stop	lopeta	stop	lopettaa	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
feature	piirre	feature	piirre	N;SG	N;NOM;SG
feature	ominaisuutta	feature	ominaisuus	N;SG	N;PRT;SG
feature	ominaisuus	feature	ominaisuus	N;SG	N;NOM;SG
engine	moottorin	engine	moottori	N;SG	N;GEN;SG
engine	moottori	engine	moottori	N;SG	N;NOM;SG
response	vastaus	response	vastaus	N;SG	N;NOM;SG
response	vaste	response	vaste	N;SG	N;NOM;SG
needed	tarvita	need	tarvita	V;PST;V.PTCP	V;IMP;SG;2;FIN;ACT
needed	tarvittiin	need	tarvita	V;PST;V.PTCP	V;IND;PST;FIN;PASS
needed	tarvittu	need	tarvita	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
experience	kokemus	experience	kokemus	N;SG	N;NOM;SG
experience	kokemuksen	experience	kokemus	N;SG	N;GEN;SG
experience	kokemusta	experience	kokemus	N;SG	N;PRT;SG
engineering	konehuone	engineering	kone#huone	N;SG	N;NOM;SG
engineering	tekniikka	engineering	tekniikka	N;SG	N;NOM;SG
separate	erilliset	separate	erillinen	ADJ	ADJ;NOM;PL
separate	erillinen	separate	erillinen	ADJ	ADJ;NOM;SG
takes	vaatii	take	vaatia	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN;ACT
secretary	sihteeri	secretary	sihteeri	N;SG	N;NOM;SG
recording	nauhoitus	recording	nauhoitus	N;SG	N;NOM;SG
recording	kirjaaminen	recording	kirjaaminen	N;SG	N;NOM;SG
recording	tallentaminen	recording	tallentaminen	N;SG	N;NOM;SG
recording	tallennus	recording	tallennus	N;SG	N;NOM;SG
rules	sääntöjä	rule	sääntö	N;PL	N;PRT;PL
rules	säännöt	rule	sääntö	N;PL	N;NOM;PL
uploaded	ladattu	upload	ladata	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
trying	yrittää	try	yrittää	V;V.MSDR	V;IND;SG;3;PRS;FIN;ACT
trying	yritän	try	yrittää	V;V.MSDR	V;IND;SG;1;PRS;FIN;ACT
youth	nuorisoa	youth	nuoriso	N;SG	N;PRT;SG
youth	nuoriso	youth	nuoriso	N;SG	N;NOM;SG
youth	nuoruus	youth	nuoruus	N;SG	N;NOM;SG
houses	talot	house	talo	N;PL	N;NOM;PL
houses	talojen	house	talo	N;PL	N;GEN;PL
houses	taloja	house	talo	N;PL	N;PRT;PL
heart	sydäntä	heart	sydäntä	N;SG	N;PRT;SG
heart	sydän	heart	sydän	N;SG	N;NOM;SG
heart	sydämen	heart	sydän	N;SG	N;GEN;SG
room	huoneen	room	huone	N;SG	N;GEN;SG
room	huone	room	huone	N;SG	N;NOM;SG
stone	kivestä	stone	kivi	N;SG	N;IN+ABL;SG
stone	kiven	stone	kivi	N;SG	N;GEN;SG
stone	kivi	stone	kivi	N;SG	N;NOM;SG
shown	näytetty	show	näyttää	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
deal	sopimus	deal	sopimus	N;SG	N;NOM;SG
drama	draama	drama	draama	N;SG	N;NOM;SG
drama	draamaa	drama	draama	N;SG	N;PRT;SG
scores	pisteet	score	piste	N;PL	N;NOM;PL
key	key	key	keydä	N;SG	N;NOM;SG
key	avain	key	avain	N;SG	N;NOM;SG
key	avaimen	key	avain	N;SG	N;GEN;SG
key	avainta	key	avainta	N;SG	N;PRT;SG
shot	laukaus	shot	laukaus	N;SG	N;NOM;SG
turn	käänny	turn	kääntyä	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
occupation	ammatti	occupation	ammatti	N;SG	N;NOM;SG
occupation	miehityksen	occupation	miehitys	N;SG	N;GEN;SG
occupation	miehitys	occupation	miehitys	N;SG	N;NOM;SG
plant	kasvi	plant	kasvi	N;SG	N;NOM;SG
plant	voimala	plant	voimala	N;SG	N;NOM;SG
plant	tehdas	plant	tehdas	N;SG	N;NOM;SG
villages	kylien	village	kylä	N;PL	N;GEN;PL
villages	kyliä	village	kylä	N;PL	N;PRT;PL
languages	kieliä	language	kieli	N;PL	N;PRT;PL
languages	kielet	language	kieli	N;PL	N;NOM;PL
internet	internet	internet	internet	N;SG	N;NOM;SG
feel	tuntea	feel	tuntea	V;IMP;FIN	V;SG;NFIN;ACT
covered	katettu	cover	kattaa	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
covered	kattoi	cover	kattaa	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
covered	peitetty	cover	peittää	V;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
merge	yhdistä	merge	yhdistää	V;IMP;FIN	V;IMP;SG;2;FIN;ACT
mostly	lähinnä	mostly	lähinnä	ADV	ADV
mostly	enimmäkseen	mostly	enimmäkseen	ADV	ADV
mostly	useimmiten	mostly	useimmiten	ADV	ADV
mostly	pääosin	mostly	pääosin	ADV	ADV
mostly	pääasiassa	mostly	pääasiassa	ADV	ADV
numerous	lukuisat	numerous	lukuisa	ADJ	ADJ;NOM;PL
numerous	lukuisia	numerous	lukuinen	ADJ	ADJ;PRT;PL
ancient	muinainen	ancient	muinainen	ADJ	ADJ;NOM;SG
ancient	muinaiset	ancient	muinainen	ADJ	ADJ;NOM;PL
ancient	ikivanha	ancient	iki#vanha	ADJ	ADJ;NOM;SG
property	omaisuutta	property	omaisuus	N;SG	N;PRT;SG
property	kiinteistö	property	kiinteistö	N;SG	N;NOM;SG
property	ominaisuus	property	ominaisuus	N;SG	N;NOM;SG
property	omaisuus	property	omaisuus	N;SG	N;NOM;SG
property	tontti	property	tontti	N;SG	N;NOM;SG
programs	ohjelmia	program	ohjelma	N;PL	N;PRT;PL
programs	ohjelmat	program	ohjelma	N;PL	N;NOM;PL
picture	kuvaa	picture	kuva	N;SG	N;PRT;SG
picture	kuva	picture	kuva	N;SG	N;NOM;SG
picture	kuvan	picture	kuva	N;SG	N;GEN;SG
finally	vihdoinkin	finally	vihdoin	ADV	ADV
finally	vihdoin	finally	vihdoin	ADV	ADV
ships	alukset	ship	alus	N;PL	N;NOM;PL
ships	aluksia	ship	alus	N;PL	N;PRT;PL
ships	laivat	ship	laiva	N;PL	N;NOM;PL
ships	laivoja	ship	laiva	N;PL	N;PRT;PL
fiction	fiktiota	fiction	fiktio	N;SG	N;PRT;SG
secondary	toissijainen	secondary	toissijainen	ADJ	ADJ;NOM;SG
nations	kansakuntien	nation	kansa#kunta	N;PL	N;GEN;PL
nations	kansat	nation	kansa	N;PL	N;NOM;PL
nations	kansakunnat	nation	kansa#kunta	N;PL	N;NOM;PL
nations	kansakuntia	nation	kansa#kunta	N;PL	N;PRT;PL
majority	enemmistö	majority	enemmistö	N;SG	N;NOM;SG
annual	vuotuinen	annual	vuotuinen	ADJ	ADJ;NOM;SG
annual	vuosittaiset	annual	vuosittainen	ADJ	ADJ;NOM;PL
annual	vuosittainen	annual	vuosittainen	ADJ	ADJ;NOM;SG
digital	digitaaliset	digital	digitaalinen	ADJ	ADJ;NOM;PL
digital	digitaalisen	digital	digitaalinen	ADJ	ADJ;GEN;SG
digital	digitaalinen	digital	digitaalinen	ADJ	ADJ;NOM;SG
mission	mission	mission	missio	N;SG	N;NOM;SG
mission	tehtävä	mission	tehtävä	N;SG	N;NOM;SG
mission	tehtävän	mission	tehtävä	N;SG	N;GEN;SG
lived	asunut	live	asua	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
lived	asui	live	asua	V;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
lived	elänyt	live	elää	V;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
